sequence,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeuEJvhF3gB1mB0iB6?oBxqBzsB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRAJvhF3hBFjBzkBW?rB6sBctB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeuEJvhF1lB0hB6nBT?jBxqBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRBJvhFGjBClBTmBl?nBUlBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeCAJvhFxhBVqBUmBG?nBToBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRAJvhF3hBzkBWrBl?nBctBCtB
SJOIZTL,O,O,O,X,O,O
SJOIZLT,O,O,O,X,X,O
SJOLTIZ,O,O,O,O,X,X
SJOLTZI,O,O,X,O,X,X
SJOLITZ,O,O,O,O,X,X
SJOLIZT,O,O,O,X,X,O
SJOLZTI,O,O,X,X,X,O
SJOLZIT,O,O,O,X,X,O
SJOZTIL,O,O,X,X,O,O
SJOZTLI,O,O,X,X,O,O
SJOZITL,O,O,O,X,O,O
SJOZILT,O,O,O,X,X,O
SJOZLTI,O,O,X,X,X,O
SJOZLIT,O,O,O,X,X,O
SZTILJO,X,X,O,X,O,X
SZTILOJ,X,X,O,X,X,X
SZTIJLO,X,X,O,X,O,X
SZTIJOL,X,X,O,O,O,O
SZTIOLJ,X,X,O,O,X,X
SZTIOJL,X,X,O,O,X,O
SZTLIJO,X,X,O,X,O,X
SZTLIOJ,X,X,O,X,X,X
SZTLJIO,X,X,X,X,O,X
SZTLJOI,X,X,X,O,O,O
SZTLOIJ,X,X,O,O,X,X
SZTLOJI,X,X,X,O,O,O
SZTJILO,X,O,X,X,O,X
SZTJIOL,X,O,X,O,O,O
SZTJLIO,X,O,X,X,O,X
SZTJLOI,X,O,X,O,O,O
SZTJOIL,X,O,X,O,O,O
SZTJOLI,X,O,X,O,O,O
SZTOILJ,X,X,O,O,X,X
SZTOIJL,X,O,O,O,X,O
SZTOLIJ,X,X,O,O,X,X
SZTOLJI,X,X,X,O,O,O
SZTOJIL,X,O,X,O,O,O
SZTOJLI,X,O,X,O,O,O
SZITLJO,X,X,O,X,O,X
SZITLOJ,X,X,O,X,X,X
SZITJLO,X,X,O,X,O,X
SZITJOL,X,X,O,X,O,X
SZITOLJ,X,X,O,X,X,X
SZITOJL,X,X,O,X,X,X
SZILTJO,X,X,O,X,X,X
SZILTOJ,X,X,O,X,X,X
SZILJTO,X,X,O,X,X,X
SZILJOT,X,X,O,X,X,X
SZILOTJ,X,X,O,X,X,X
SZILOJT,X,X,O,X,X,X
SZIJTLO,X,X,O,X,O,X
SZIJTOL,X,X,O,X,O,X
SZIJLTO,X,X,O,X,X,X
SZIJLOT,X,X,O,X,X,X
SZIJOTL,X,X,O,X,O,X
SZIJOLT,X,X,O,X,X,X
SZIOTLJ,X,X,O,X,X,X
SZIOTJL,X,X,O,X,X,X
SZIOLTJ,X,X,O,X,X,X
SZIOLJT,X,X,O,X,X,X
SZIOJTL,X,X,O,X,X,X
SZIOJLT,X,X,O,X,X,X
SZLTIJO,X,O,O,X,X,X
SZLTIOJ,X,O,O,X,X,X
SZLTJIO,X,O,X,X,X,X
SZLTJOI,X,O,X,O,X,X
SZLTOIJ,X,O,O,O,X,X
SZLTOJI,X,O,X,O,X,X
SZLITJO,X,O,O,X,X,X
SZLITOJ,X,O,O,X,X,X
SZLIJTO,X,O,O,X,X,X
SZLIJOT,X,O,O,X,X,X
SZLIOTJ,X,O,O,X,X,X
SZLIOJT,X,O,O,X,X,X
SZLJTIO,X,O,X,X,X,X
SZLJTOI,X,O,X,X,X,X
SZLJITO,X,O,O,X,X,X
SZLJIOT,X,O,O,X,X,X
SZLJOTI,X,O,X,X,X,X
SZLJOIT,X,O,O,X,X,X
SZLOTIJ,X,O,O,O,X,X
SZLOTJI,X,O,X,O,X,X
SZLOITJ,X,O,O,O,X,X
SZLOIJT,X,O,O,X,X,X
SZLOJTI,X,O,X,X,X,X
SZLOJIT,X,O,O,X,X,X
SZJTILO,X,O,X,X,O,X
SZJTIOL,X,O,X,X,O,O
SZJTLIO,X,O,X,X,O,X
SZJTLOI,X,O,X,X,O,O
SZJTOIL,X,O,X,X,O,O
SZJTOLI,X,O,X,X,O,O
SZJITLO,X,O,O,X,O,X
SZJITOL,X,O,O,X,O,O
SZJILTO,X,O,O,X,X,X
SZJILOT,X,O,O,X,X,X
SZJIOTL,X,O,O,X,O,O
SZJIOLT,X,O,O,X,X,O
SZJLTIO,X,O,X,X,X,X
SZJLTOI,X,O,X,X,X,O
SZJLITO,X,O,O,X,X,X
SZJLIOT,X,O,O,X,X,X
SZJLOTI,X,O,X,X,X,O
SZJLOIT,X,O,O,X,X,O
SZJOTIL,X,O,X,X,O,O
SZJOTLI,X,O,X,X,O,O
SZJOITL,X,O,O,X,O,O
SZJOILT,X,O,O,X,X,O
SZJOLTI,X,O,X,X,X,O
SZJOLIT,X,O,O,X,X,O
SZOTILJ,X,X,O,O,X,X
SZOTIJL,X,O,O,O,X,O
SZOTLIJ,X,X,O,O,X,X
SZOTLJI,X,X,X,O,O,O
SZOTJIL,X,O,X,O,O,O
SZOTJLI,X,O,X,O,O,O
SZOITLJ,X,X,O,O,X,X
SZOITJL,X,O,O,O,X,O
SZOILTJ,X,O,O,O,X,X
SZOILJT,X,O,O,X,X,X
SZOIJTL,X,O,O,X,X,O
SZOIJLT,X,O,O,X,X,O
SZOLTIJ,X,O,O,O,X,X
SZOLTJI,X,O,X,O,X,X
SZOLITJ,X,O,O,O,X,X
SZOLIJT,X,O,O,X,X,X
SZOLJTI,X,O,X,X,X,X
SZOLJIT,X,O,O,X,X,X
SZOJTIL,X,O,X,X,O,O
SZOJTLI,X,O,X,X,O,O
SZOJITL,X,O,O,X,O,O
SZOJILT,X,O,O,X,X,O
SZOJLTI,X,O,X,X,X,O
SZOJLIT,X,O,O,X,X,O
SOTILJZ,O,X,O,O,X,X
SOTILZJ,O,X,O,O,X,X
SOTIJLZ,O,X,O,O,X,X
SOTIJZL,O,X,O,O,X,X
SOTIZLJ,O,X,O,O,X,X
SOTIZJL,O,X,O,O,X,X
SOTLIJZ,O,X,O,O,X,X
SOTLIZJ,O,X,O,O,X,X
SOTLJIZ,O,X,O,O,X,X
SOTLJZI,O,X,X,O,O,X
SOTLZIJ,O,X,O,O,X,X
SOTLZJI,O,X,X,O,O,X
SOTJILZ,O,X,O,O,X,X
SOTJIZL,O,X,O,O,X,X
SOTJLIZ,O,X,O,O,X,X
SOTJLZI,O,X,X,O,O,X
SOTJZIL,O,X,X,O,O,X
SOTJZLI,O,X,X,O,O,X
SOTZILJ,O,X,O,O,X,X
SOTZIJL,O,X,O,O,X,X
SOTZLIJ,O,X,O,O,X,X
SOTZLJI,O,X,X,O,O,X
SOTZJIL,O,X,X,O,O,X
SOTZJLI,O,X,X,O,O,X
SOITLJZ,O,X,O,O,X,X
SOITLZJ,O,X,O,O,X,X
SOITJLZ,O,X,O,O,X,X
SOITJZL,O,X,O,O,X,X
SOITZLJ,O,X,O,O,X,X
SOITZJL,O,X,O,O,X,X
SOILTJZ,O,X,O,O,X,X
SOILTZJ,O,O,O,O,X,X
SOILJTZ,O,O,O,O,X,X
SOILJZT,O,O,O,X,X,X
SOILZTJ,O,O,O,O,X,X
SOILZJT,O,O,O,X,X,X
SOIJTLZ,O,O,O,O,X,X
SOIJTZL,O,O,O,O,X,O
SOIJLTZ,O,O,O,O,X,X
SOIJLZT,O,O,O,X,X,O
SOIJZTL,O,O,O,X,X,O
SOIJZLT,O,O,O,X,X,O
SOIZTLJ,O,X,O,O,X,X
SOIZTJL,O,O,O,O,X,O
SOIZLTJ,O,O,O,O,X,X
SOIZLJT,O,O,O,X,X,X
SOIZJTL,O,O,O,X,X,O
SOIZJLT,O,O,O,X,X,O
SOLTIJZ,O,X,O,O,X,X
SOLTIZJ,O,O,O,O,X,X
SOLTJIZ,O,O,O,O,X,X
SOLTJZI,O,O,X,O,X,X
SOLTZIJ,O,O,O,O,X,X
SOLTZJI,O,O,X,O,X,X
SOLITJZ,O,X,O,O,X,X
SOLITZJ,O,O,O,O,X,X
SOLIJTZ,O,O,O,O,X,X
SOLIJZT,O,O,O,X,X,X
SOLIZTJ,O,O,O,O,X,X
SOLIZJT,O,O,O,X,X,X
SOLJTIZ,O,O,O,O,X,X
SOLJTZI,O,O,X,O,X,X
SOLJITZ,O,O,O,O,X,X
SOLJIZT,O,O,O,X,X,X
SOLJZTI,O,O,X,X,X,X
SOLJZIT,O,O,O,X,X,X
SOLZTIJ,O,O,O,O,X,X
SOLZTJI,O,O,X,O,X,X
SOLZITJ,O,O,O,O,X,X
SOLZIJT,O,O,O,X,X,X
SOLZJTI,O,O,X,X,X,X
SOLZJIT,O,O,O,X,X,X
SOJTILZ,O,O,O,O,X,X
SOJTIZL,O,O,O,O,X,O
SOJTLIZ,O,O,O,O,X,X
SOJTLZI,O,O,X,O,O,X
SOJTZIL,O,O,X,O,O,O
SOJTZLI,O,O,X,O,O,O
SOJITLZ,O,O,O,O,X,X
SOJITZL,O,O,O,O,X,O
SOJILTZ,O,O,O,O,X,X
SOJILZT,O,O,O,X,X,O
SOJIZTL,O,O,O,X,O,O
SOJIZLT,O,O,O,X,X,O
SOJLTIZ,O,O,O,O,X,X
SOJLTZI,O,O,X,O,X,X
SOJLITZ,O,O,O,O,X,X
SOJLIZT,O,O,O,X,X,O
SOJLZTI,O,O,X,X,X,O
SOJLZIT,O,O,O,X,X,O
SOJZTIL,O,O,X,X,O,O
SOJZTLI,O,O,X,X,O,O
SOJZITL,O,O,O,X,O,O
SOJZILT,O,O,O,X,X,O
SOJZLTI,O,O,X,X,X,O
SOJZLIT,O,O,O,X,X,O
SOZTILJ,O,X,O,O,X,X
SOZTIJL,O,O,O,O,X,O
SOZTLIJ,O,X,O,O,X,X
SOZTLJI,O,X,X,O,O,O
SOZTJIL,O,O,X,O,O,O
SOZTJLI,O,O,X,O,O,O
SOZITLJ,O,X,O,O,X,X
SOZITJL,O,O,O,O,X,O
SOZILTJ,O,O,O,O,X,X
SOZILJT,O,O,O,X,X,X
SOZIJTL,O,O,O,X,X,O
SOZIJLT,O,O,O,X,X,O
SOZLTIJ,O,O,O,O,X,X
SOZLTJI,O,O,X,O,X,X
SOZLITJ,O,O,O,O,X,X
SOZLIJT,O,O,O,X,X,X
SOZLJTI,O,O,X,X,X,X
SOZLJIT,O,O,O,X,X,X
SOZJTIL,O,O,X,X,O,O
SOZJTLI,O,O,X,X,O,O
SOZJITL,O,O,O,X,O,O
SOZJILT,O,O,O,X,X,O
SOZJLTI,O,O,X,X,X,O
SOZJLIT,O,O,O,X,X,O
ZTILJSO,O,X,O,X,O,X
ZTILJOS,O,X,O,X,O,X
ZTILSJO,O,X,O,X,O,X
ZTILSOJ,O,X,O,X,X,X
ZTILOJS,O,X,O,X,O,X
ZTILOSJ,O,X,O,X,X,X
ZTIJLSO,O,O,O,X,O,X
ZTIJLOS,O,X,O,X,O,X
ZTIJSLO,O,O,O,X,O,X
ZTIJSOL,O,O,O,X,O,O
ZTIJOLS,O,O,O,O,O,O
ZTIJOSL,O,O,O,X,O,O
ZTISLJO,O,X,O,X,O,X
ZTISLOJ,O,X,O,X,X,X
ZTISJLO,O,X,O,X,O,X
ZTISJOL,O,X,O,X,O,O
ZTISOLJ,O,X,O,X,X,X
ZTISOJL,O,X,O,X,X,O
ZTIOLJS,O,O,O,O,O,O
ZTIOLSJ,O,X,O,X,X,X
ZTIOJLS,O,O,O,O,O,O
ZTIOJSL,O,O,O,X,O,O
ZTIOSLJ,O,X,O,X,X,X
ZTIOSJL,O,O,O,X,X,O
ZTLIJSO,O,O,O,X,O,X
ZTLIJOS,O,O,O,X,O,X
ZTLISJO,O,O,O,X,O,X
ZTLISOJ,O,O,O,X,X,X
ZTLIOJS,O,O,O,X,O,X
ZTLIOSJ,O,O,O,X,X,X
ZTLJISO,O,O,X,X,O,X
ZTLJIOS,O,O,X,X,O,X
ZTLJSIO,O,O,X,X,O,X
ZTLJSOI,O,O,X,X,O,O
ZTLJOIS,X,O,X,O,O,O
ZTLJOSI,O,O,X,O,O,O
ZTLSIJO,O,O,O,X,O,X
ZTLSIOJ,O,O,O,X,X,X
ZTLSJIO,O,O,X,X,O,X
ZTLSJOI,O,O,X,X,O,O
ZTLSOIJ,O,O,O,X,X,X
ZTLSOJI,O,O,X,X,O,O
ZTLOIJS,O,O,X,O,O,O
ZTLOISJ,O,O,X,X,X,X
ZTLOJIS,X,O,X,O,O,O
ZTLOJSI,O,O,X,O,O,O
ZTLOSIJ,O,O,X,X,X,X
ZTLOSJI,O,O,X,X,O,O
ZTJILSO,O,O,X,X,O,X
ZTJILOS,O,O,X,X,O,X
ZTJISLO,O,O,X,X,O,X
ZTJISOL,O,O,X,X,O,O
ZTJIOLS,O,O,X,O,O,O
ZTJIOSL,O,O,X,X,O,O
ZTJLISO,O,O,X,X,O,X
ZTJLIOS,O,O,X,X,O,X
ZTJLSIO,O,O,X,X,O,X
ZTJLSOI,O,O,X,X,O,O
ZTJLOIS,X,O,X,O,O,O
ZTJLOSI,O,O,X,O,O,O
ZTJSILO,O,O,X,X,O,X
ZTJSIOL,O,O,X,X,O,O
ZTJSLIO,O,O,X,X,O,X
ZTJSLOI,O,O,X,X,O,O
ZTJSOIL,O,O,X,X,O,O
ZTJSOLI,O,O,X,X,O,O
ZTJOILS,O,O,X,O,O,O
ZTJOISL,O,O,X,X,O,O
ZTJOLIS,O,O,X,O,O,O
ZTJOLSI,O,O,X,O,O,O
ZTJOSIL,O,O,X,X,O,O
ZTJOSLI,O,O,X,X,O,O
ZTSILJO,O,X,O,X,O,X
ZTSILOJ,O,X,O,X,X,X
ZTSIJLO,O,X,O,X,O,X
ZTSIJOL,O,X,O,X,O,O
ZTSIOLJ,O,X,O,X,X,X
ZTSIOJL,O,X,O,X,X,O
ZTSLIJO,O,X,O,X,O,X
ZTSLIOJ,O,X,O,X,X,X
ZTSLJIO,O,X,X,X,O,X
ZTSLJOI,O,X,X,X,O,O
ZTSLOIJ,O,X,O,X,X,X
ZTSLOJI,O,X,X,X,O,O
ZTSJILO,O,O,X,X,O,X
ZTSJIOL,O,O,X,X,O,O
ZTSJLIO,O,O,X,X,O,X
ZTSJLOI,O,O,X,X,O,O
ZTSJOIL,O,O,X,X,O,O
ZTSJOLI,O,O,X,X,O,O
ZTSOILJ,O,X,O,X,X,X
ZTSOIJL,O,O,O,X,X,O
ZTSOLIJ,O,X,O,X,X,X
ZTSOLJI,O,X,X,X,O,O
ZTSOJIL,O,O,X,X,O,O
ZTSOJLI,O,O,X,X,O,O
ZTOILJS,O,O,X,O,O,O
ZTOILSJ,O,O,X,X,X,X
ZTOIJLS,O,O,X,O,O,O
ZTOIJSL,O,O,X,X,O,O
ZTOISLJ,O,X,X,X,X,X
ZTOISJL,O,O,X,X,X,O
ZTOLIJS,O,O,X,O,O,O
ZTOLISJ,O,O,X,X,X,X
ZTOLJIS,O,O,X,O,O,O
ZTOLJSI,O,O,X,O,O,O
ZTOLSIJ,O,O,X,X,X,X
ZTOLSJI,O,O,X,X,O,O
ZTOJILS,O,O,X,O,O,O
ZTOJISL,O,O,X,X,O,O
ZTOJLIS,O,O,X,O,O,O
ZTOJLSI,O,O,X,O,O,O
ZTOJSIL,O,O,X,X,O,O
ZTOJSLI,O,O,X,X,O,O
ZTOSILJ,O,X,X,X,X,X
ZTOSIJL,O,O,X,X,X,O
ZTOSLIJ,O,X,X,X,X,X
ZTOSLJI,O,X,X,X,O,O
ZTOSJIL,O,O,X,X,O,O
ZTOSJLI,O,O,X,X,O,O
ZITLJSO,O,X,O,X,O,X
ZITLJOS,O,X,O,X,O,X
ZITLSJO,O,X,O,X,O,X
ZITLSOJ,O,X,O,X,X,X
ZITLOJS,O,X,O,X,O,X
ZITLOSJ,O,X,O,X,X,X
ZITJLSO,O,O,O,X,O,X
ZITJLOS,O,X,O,X,O,X
ZITJSLO,O,O,O,X,O,X
ZITJSOL,O,O,O,X,O,O
ZITJOLS,O,O,O,X,O,O
ZITJOSL,O,O,O,X,O,O
ZITSLJO,O,X,O,X,O,X
ZITSLOJ,O,X,O,X,X,X
ZITSJLO,O,X,O,X,O,X
ZITSJOL,O,X,O,X,O,O
ZITSOLJ,O,X,O,X,X,X
ZITSOJL,O,X,O,X,X,O
ZITOLJS,O,O,O,X,O,O
ZITOLSJ,O,X,O,X,X,X
ZITOJLS,O,O,O,X,O,O
ZITOJSL,O,O,O,X,O,O
ZITOSLJ,O,X,O,X,X,X
ZITOSJL,O,O,O,X,X,O
ZILTJSO,O,O,O,X,O,X
ZILTJOS,O,O,O,X,O,X
ZILTSJO,O,O,O,X,O,X
ZILTSOJ,O,O,O,X,X,X
ZILTOJS,O,O,O,X,O,X
ZILTOSJ,O,O,O,X,X,X
ZILJTSO,O,O,O,X,O,X
ZILJTOS,O,O,O,X,O,X
ZILJSTO,O,O,O,X,X,X
ZILJSOT,X,O,O,X,X,X
ZILJOTS,X,O,X,X,O,X
ZILJOST,X,O,X,X,X,X
ZILSTJO,O,O,O,X,X,X
ZILSTOJ,O,O,O,X,X,X
ZILSJTO,O,O,O,X,X,X
ZILSJOT,X,O,O,X,X,X
ZILSOTJ,X,O,O,X,X,X
ZILSOJT,X,O,O,X,X,X
ZILOTJS,X,O,O,X,X,X
ZILOTSJ,X,O,O,X,X,X
ZILOJTS,X,O,X,X,X,X
ZILOJST,X,O,X,X,X,X
ZILOSTJ,X,O,O,X,X,X
ZILOSJT,X,O,O,X,X,X
ZIJTLSO,O,O,O,X,O,X
ZIJTLOS,O,O,O,X,O,X
ZIJTSLO,O,O,O,X,O,X
ZIJTSOL,O,O,O,X,O,O
ZIJTOLS,O,O,O,X,O,O
ZIJTOSL,O,O,O,X,O,O
ZIJLTSO,O,O,O,X,O,X
ZIJLTOS,O,O,O,X,O,X
ZIJLSTO,O,O,O,X,X,X
ZIJLSOT,X,O,O,X,X,X
ZIJLOTS,X,O,X,X,O,X
ZIJLOST,X,O,X,X,X,X
ZIJSTLO,O,O,O,X,O,X
ZIJSTOL,O,O,O,X,O,O
ZIJSLTO,O,O,O,X,X,X
ZIJSLOT,X,O,O,X,X,X
ZIJSOTL,O,O,O,X,O,O
ZIJSOLT,O,O,O,X,X,O
ZIJOTLS,O,O,X,X,O,O
ZIJOTSL,O,O,X,X,O,O
ZIJOLTS,O,O,X,X,O,O
ZIJOLST,O,O,X,X,X,O
ZIJOSTL,O,O,X,X,O,O
ZIJOSLT,O,O,X,X,X,O
ZISTLJO,O,X,O,X,O,X
ZISTLOJ,O,X,O,X,X,X
ZISTJLO,O,X,O,X,O,X
ZISTJOL,O,X,O,X,O,X
ZISTOLJ,O,X,O,X,X,X
ZISTOJL,O,X,O,X,X,X
ZISLTJO,O,X,O,X,X,X
ZISLTOJ,O,X,O,X,X,X
ZISLJTO,O,X,O,X,X,X
ZISLJOT,X,X,O,X,X,X
ZISLOTJ,X,X,O,X,X,X
ZISLOJT,X,X,O,X,X,X
ZISJTLO,O,X,O,X,O,X
ZISJTOL,O,X,O,X,O,X
ZISJLTO,O,X,O,X,X,X
ZISJLOT,X,X,O,X,X,X
ZISJOTL,O,X,O,X,O,X
ZISJOLT,O,X,O,X,X,X
ZISOTLJ,O,X,O,X,X,X
ZISOTJL,O,X,O,X,X,X
ZISOLTJ,O,X,O,X,X,X
ZISOLJT,O,X,O,X,X,X
ZISOJTL,O,X,O,X,X,X
ZISOJLT,O,X,O,X,X,X
ZIOTLJS,O,O,O,X,O,O
ZIOTLSJ,O,O,O,X,X,X
ZIOTJLS,O,O,O,X,O,O
ZIOTJSL,O,O,O,X,O,O
ZIOTSLJ,O,X,O,X,X,X
ZIOTSJL,O,O,O,X,X,O
ZIOLTJS,O,O,O,X,X,O
ZIOLTSJ,O,O,O,X,X,X
ZIOLJTS,O,O,X,X,X,O
ZIOLJST,O,O,X,X,X,O
ZIOLSTJ,O,O,O,X,X,X
ZIOLSJT,O,O,O,X,X,X
ZIOJTLS,O,O,X,X,O,O
ZIOJTSL,O,O,X,X,O,O
ZIOJLTS,O,O,X,X,O,O
ZIOJLST,O,O,X,X,X,O
ZIOJSTL,O,O,X,X,O,O
ZIOJSLT,O,O,X,X,X,O
ZIOSTLJ,O,X,O,X,X,X
ZIOSTJL,O,O,O,X,X,O
ZIOSLTJ,O,O,O,X,X,X
ZIOSLJT,O,O,O,X,X,X
ZIOSJTL,O,O,O,X,X,O
ZIOSJLT,O,O,O,X,X,O
ZLTIJSO,O,O,O,X,O,X
ZLTIJOS,O,O,O,X,O,X
ZLTISJO,O,O,O,X,O,X
ZLTISOJ,O,O,O,X,X,X
ZLTIOJS,O,O,O,X,O,X
ZLTIOSJ,O,O,O,X,X,X
ZLTJISO,O,O,X,X,O,X
ZLTJIOS,O,O,X,X,O,X
ZLTJSIO,O,O,X,X,O,X
ZLTJSOI,O,O,X,X,O,O
ZLTJOIS,X,O,X,O,O,O
ZLTJOSI,O,O,X,O,O,O
ZLTSIJO,O,O,O,X,O,X
ZLTSIOJ,O,O,O,X,X,X
ZLTSJIO,O,O,X,X,O,X
ZLTSJOI,O,O,X,X,O,O
ZLTSOIJ,O,O,O,X,X,X
ZLTSOJI,O,O,X,X,O,O
ZLTOIJS,O,O,X,O,O,O
ZLTOISJ,O,O,X,X,X,X
ZLTOJIS,X,O,X,O,O,O
ZLTOJSI,O,O,X,O,O,O
ZLTOSIJ,O,O,X,X,X,X
ZLTOSJI,O,O,X,X,O,O
ZLITJSO,O,O,O,X,O,X
ZLITJOS,O,O,O,X,O,X
ZLITSJO,O,O,O,X,O,X
ZLITSOJ,O,O,O,X,X,X
ZLITOJS,O,O,O,X,O,X
ZLITOSJ,O,O,O,X,X,X
ZLIJTSO,O,O,O,X,O,X
ZLIJTOS,O,O,O,X,O,X
ZLIJSTO,O,O,O,X,X,X
ZLIJSOT,X,O,O,X,X,X
ZLIJOTS,X,O,X,X,O,X
ZLIJOST,X,O,X,X,X,X
ZLISTJO,O,O,O,X,X,X
ZLISTOJ,O,O,O,X,X,X
ZLISJTO,O,O,O,X,X,X
ZLISJOT,X,O,O,X,X,X
ZLISOTJ,X,O,O,X,X,X
ZLISOJT,X,O,O,X,X,X
ZLIOTJS,X,O,O,X,X,X
ZLIOTSJ,X,O,O,X,X,X
ZLIOJTS,X,O,X,X,X,X
ZLIOJST,X,O,X,X,X,X
ZLIOSTJ,X,O,O,X,X,X
ZLIOSJT,X,O,O,X,X,X
ZLJTISO,O,O,X,X,O,X
ZLJTIOS,X,O,X,X,O,X
ZLJTSIO,O,O,X,X,O,X
ZLJTSOI,O,O,X,X,O,O
ZLJTOIS,X,O,X,X,O,O
ZLJTOSI,O,O,X,X,O,O
ZLJITSO,O,O,O,X,O,X
ZLJITOS,O,O,O,X,O,X
ZLJISTO,O,O,O,X,X,X
ZLJISOT,X,O,O,X,X,X
ZLJIOTS,X,O,X,X,O,X
ZLJIOST,X,O,X,X,X,X
ZLJSTIO,X,O,X,X,X,X
ZLJSTOI,X,O,X,X,X,O
ZLJSITO,X,O,O,X,X,X
ZLJSIOT,X,O,O,X,X,X
ZLJSOTI,X,O,X,X,X,O
ZLJSOIT,X,O,O,X,X,O
ZLJOTIS,X,O,X,X,O,O
ZLJOTSI,X,O,X,X,O,O
ZLJOITS,X,O,X,X,O,O
ZLJOIST,X,O,X,X,X,O
ZLJOSTI,X,O,X,X,X,O
ZLJOSIT,X,O,X,X,X,O
ZLSTIJO,X,O,O,X,X,X
ZLSTIOJ,X,O,O,X,X,X
ZLSTJIO,X,O,X,X,X,X
ZLSTJOI,X,O,X,O,X,X
ZLSTOIJ,X,O,O,O,X,X
ZLSTOJI,X,O,X,O,X,X
ZLSITJO,X,O,O,X,X,X
ZLSITOJ,X,O,O,X,X,X
ZLSIJTO,X,O,O,X,X,X
ZLSIJOT,X,O,O,X,X,X
ZLSIOTJ,X,O,O,X,X,X
ZLSIOJT,X,O,O,X,X,X
ZLSJTIO,X,O,X,X,X,X
ZLSJTOI,X,O,X,X,X,X
ZLSJITO,X,O,O,X,X,X
ZLSJIOT,X,O,O,X,X,X
ZLSJOTI,X,O,X,X,X,X
ZLSJOIT,X,O,O,X,X,X
ZLSOTIJ,X,O,O,O,X,X
ZLSOTJI,X,O,X,O,X,X
ZLSOITJ,X,O,O,O,X,X
ZLSOIJT,X,O,O,X,X,X
ZLSOJTI,X,O,X,X,X,X
ZLSOJIT,X,O,O,X,X,X
ZLOTIJS,X,O,X,O,O,O
ZLOTISJ,X,O,X,X,X,X
ZLOTJIS,X,O,X,O,O,O
ZLOTJSI,X,O,X,O,O,O
ZLOTSIJ,X,O,X,X,X,X
ZLOTSJI,X,O,X,X,O,O
ZLOITJS,X,O,O,O,X,O
ZLOITSJ,X,O,O,X,X,X
ZLOIJTS,X,O,X,X,X,O
ZLOIJST,X,O,X,X,X,O
ZLOISTJ,X,O,O,O,X,X
ZLOISJT,X,O,O,X,X,X
ZLOJTIS,X,O,X,X,O,O
ZLOJTSI,X,O,X,X,O,O
ZLOJITS,X,O,X,X,O,O
ZLOJIST,X,O,X,X,X,O
ZLOJSTI,X,O,X,X,X,O
ZLOJSIT,X,O,X,X,X,O
ZLOSTIJ,X,O,O,O,X,X
ZLOSTJI,X,O,X,O,X,X
ZLOSITJ,X,O,O,O,X,X
ZLOSIJT,X,O,O,X,X,X
ZLOSJTI,X,O,X,X,X,X
ZLOSJIT,X,O,O,X,X,X
ZJTILSO,O,O,X,X,O,X
ZJTILOS,X,O,X,X,O,X
ZJTISLO,O,O,X,X,O,X
ZJTISOL,X,O,X,X,O,O
ZJTIOLS,X,O,X,X,O,O
ZJTIOSL,X,O,X,X,O,O
ZJTLISO,O,O,X,X,O,X
ZJTLIOS,X,O,X,X,O,X
ZJTLSIO,O,O,X,X,O,X
ZJTLSOI,O,O,X,X,O,O
ZJTLOIS,X,O,X,X,O,O
ZJTLOSI,O,O,X,X,O,O
ZJTSILO,O,O,X,X,O,X
ZJTSIOL,X,O,X,X,O,O
ZJTSLIO,O,O,X,X,O,X
ZJTSLOI,O,O,X,X,O,O
ZJTSOIL,O,O,X,X,O,O
ZJTSOLI,O,O,X,X,O,O
ZJTOILS,O,O,X,X,O,O
ZJTOISL,O,O,X,X,O,O
ZJTOLIS,O,O,X,X,O,O
ZJTOLSI,O,O,X,X,O,O
ZJTOSIL,O,O,X,X,O,O
ZJTOSLI,O,O,X,X,O,O
ZJITLSO,O,O,O,X,O,X
ZJITLOS,O,O,O,X,O,X
ZJITSLO,O,O,O,X,O,X
ZJITSOL,O,O,O,X,O,O
ZJITOLS,O,O,O,X,O,O
ZJITOSL,O,O,O,X,O,O
ZJILTSO,O,O,O,X,O,X
ZJILTOS,O,O,O,X,O,X
ZJILSTO,O,O,O,X,X,X
ZJILSOT,X,O,O,X,X,X
ZJILOTS,X,O,X,X,O,X
ZJILOST,X,O,X,X,X,X
ZJISTLO,O,O,O,X,O,X
ZJISTOL,O,O,O,X,O,O
ZJISLTO,O,O,O,X,X,X
ZJISLOT,X,O,O,X,X,X
ZJISOTL,O,O,O,X,O,O
ZJISOLT,O,O,O,X,X,O
ZJIOTLS,O,O,X,X,O,O
ZJIOTSL,O,O,X,X,O,O
ZJIOLTS,O,O,X,X,O,O
ZJIOLST,O,O,X,X,X,O
ZJIOSTL,O,O,X,X,O,O
ZJIOSLT,O,O,X,X,X,O
ZJLTISO,O,O,X,X,O,X
ZJLTIOS,X,O,X,X,O,X
ZJLTSIO,O,O,X,X,O,X
ZJLTSOI,O,O,X,X,O,O
ZJLTOIS,X,O,X,X,O,O
ZJLTOSI,O,O,X,X,O,O
