sequence,v115@RhC8DeG8DeB8JeT/IvhF/lBRhBGjBirB0rBlsB,v115@RhC8DeG8DeB8JeT/IvhF/lBGjBRnBlrBarBUsB,v115@RhC8DeG8DeB8JeT/IvhF/lBFhBxiBcrBesBCtB,v115@RhC8DeG8DeB8JeT/IvhFxgBGjBllBirB8rB3sB,v115@RhC8DeG8DeB8JeT/IvhFxgBSoB0lB3rBmrBlsB,v115@RhC8DeG8DeB8JeT/IvhFmgBfnBxiB0lB1wBCtB,v115@RhC8DeG8DeB8JeT/IvhF2lBSoBRrB8rBFrB3sB
LSIOTJZ,O,X,X,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X
LSIOJTZ,O,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,O
LSIOZTJ,O,X,X,X,O,X,X
LSIOZJT,O,X,X,X,O,X,O
LSJTIZO,O,O,X,O,X,X,X
LSJTIOZ,O,O,X,O,X,X,X
LSJTZIO,O,O,X,O,X,X,X
LSJTZOI,O,O,X,O,X,X,X
LSJTOIZ,O,O,X,O,X,X,X
LSJTOZI,O,O,X,O,X,X,X
LSJITZO,O,X,X,X,X,X,X
LSJITOZ,O,X,X,X,X,X,X
LSJIZTO,O,X,O,X,X,X,X
LSJIZOT,O,X,O,X,X,X,O
LSJIOTZ,O,X,X,X,X,X,X
LSJIOZT,O,X,O,X,X,X,O
LSJZTIO,O,X,O,X,O,X,X
LSJZTOI,O,X,O,X,O,X,X
LSJZITO,O,X,O,X,O,X,X
LSJZIOT,O,X,O,X,O,X,X
LSJZOTI,O,X,O,X,O,X,X
LSJZOIT,O,X,O,X,O,X,X
LSJOTIZ,O,O,X,O,X,X,X
LSJOTZI,O,O,X,O,X,X,X
LSJOITZ,O,X,X,X,X,X,X
LSJOIZT,O,X,O,X,X,X,O
LSJOZTI,O,X,O,X,O,X,X
LSJOZIT,O,X,O,X,O,X,X
LSZTIJO,O,X,X,X,O,X,X
LSZTIOJ,O,X,X,X,O,X,X
LSZTJIO,O,X,O,X,O,X,X
LSZTJOI,O,X,O,X,O,X,X
LSZTOIJ,O,X,X,X,O,X,X
LSZTOJI,O,X,O,X,O,X,X
LSZITJO,O,X,X,X,O,X,X
LSZITOJ,O,X,X,X,O,X,X
LSZIJTO,O,X,X,X,O,X,X
LSZIJOT,O,X,X,X,O,X,X
LSZIOTJ,O,X,X,X,O,X,X
LSZIOJT,O,X,X,X,O,X,X
LSZJTIO,O,X,O,X,O,X,X
LSZJTOI,O,X,O,X,O,X,X
LSZJITO,O,X,O,X,O,X,X
LSZJIOT,O,X,O,X,O,X,X
LSZJOTI,O,X,O,X,O,X,X
LSZJOIT,O,X,O,X,O,X,X
LSZOTIJ,O,X,X,X,O,X,X
LSZOTJI,O,X,O,X,O,X,X
LSZOITJ,O,X,X,X,O,X,X
LSZOIJT,O,X,X,X,O,X,X
LSZOJTI,O,X,O,X,O,X,X
LSZOJIT,O,X,O,X,O,X,X
LSOTIJZ,O,O,X,O,X,X,X
LSOTIZJ,O,O,X,O,X,X,X
LSOTJIZ,O,O,X,O,X,X,X
LSOTJZI,O,O,X,O,X,X,X
LSOTZIJ,O,O,X,O,O,X,X
LSOTZJI,O,O,O,O,O,X,X
LSOITJZ,O,X,X,X,X,X,X
LSOITZJ,O,X,X,X,X,X,X
LSOIJTZ,O,X,X,X,X,X,X
LSOIJZT,O,X,X,X,X,X,O
LSOIZTJ,O,X,X,X,O,X,X
LSOIZJT,O,X,X,X,O,X,O
LSOJTIZ,O,O,X,O,X,X,X
LSOJTZI,O,O,X,O,X,X,X
LSOJITZ,O,X,X,X,X,X,X
LSOJIZT,O,X,O,X,X,X,O
LSOJZTI,O,X,O,X,O,X,X
LSOJZIT,O,X,O,X,O,X,X
LSOZTIJ,O,X,X,X,O,X,X
LSOZTJI,O,X,O,X,O,X,X
LSOZITJ,O,X,X,X,O,X,X
LSOZIJT,O,X,X,X,O,X,X
LSOZJTI,O,X,O,X,O,X,X
LSOZJIT,O,X,O,X,O,X,X
LZTIJSO,X,X,X,O,X,X,X
LZTIJOS,X,X,X,O,X,X,X
LZTISJO,X,X,X,O,X,X,X
LZTISOJ,X,X,X,O,X,X,X
LZTIOJS,X,X,X,O,X,X,X
LZTIOSJ,X,X,X,O,X,X,X
LZTJISO,X,X,X,O,X,X,X
LZTJIOS,X,X,X,O,X,X,X
LZTJSIO,X,X,X,O,X,O,X
LZTJSOI,X,X,X,O,X,O,X
LZTJOIS,X,X,X,O,X,X,X
LZTJOSI,X,X,X,O,X,O,X
LZTSIJO,X,X,X,O,O,O,X
LZTSIOJ,X,X,X,O,O,O,X
LZTSJIO,X,X,X,O,O,O,X
LZTSJOI,X,X,X,O,O,O,X
LZTSOIJ,X,X,X,O,O,O,X
LZTSOJI,X,X,X,O,O,O,X
LZTOIJS,X,X,X,O,X,X,X
LZTOISJ,X,X,X,O,X,X,X
LZTOJIS,X,X,X,O,X,X,X
LZTOJSI,X,X,X,O,X,O,X
LZTOSIJ,X,X,X,O,O,O,X
LZTOSJI,X,X,X,O,O,O,X
LZITJSO,X,X,X,X,X,X,X
LZITJOS,X,X,X,X,X,X,O
LZITSJO,X,X,X,X,X,X,X
LZITSOJ,X,X,X,X,X,X,X
LZITOJS,X,X,X,X,X,X,O
LZITOSJ,X,X,X,X,X,X,X
LZIJTSO,X,X,X,X,X,X,X
LZIJTOS,X,X,X,X,X,X,O
LZIJSTO,X,X,X,X,X,X,X
LZIJSOT,X,X,X,X,X,X,O
LZIJOTS,X,X,X,X,X,X,O
LZIJOST,X,X,X,X,X,X,O
LZISTJO,X,X,X,X,O,X,X
LZISTOJ,X,X,X,X,O,X,X
LZISJTO,X,X,X,X,O,X,X
LZISJOT,X,X,X,X,O,X,O
LZISOTJ,X,X,X,X,O,X,X
LZISOJT,X,X,X,X,O,X,O
LZIOTJS,X,X,X,X,X,X,O
LZIOTSJ,X,X,X,X,X,X,X
LZIOJTS,X,X,X,X,X,X,O
LZIOJST,X,X,X,X,X,X,O
LZIOSTJ,X,X,X,X,O,X,X
LZIOSJT,X,X,X,X,O,X,O
LZJTISO,X,X,X,O,X,X,X
LZJTIOS,X,X,X,O,X,X,X
LZJTSIO,X,X,X,O,X,O,X
LZJTSOI,X,X,X,O,X,O,X
LZJTOIS,X,X,X,O,X,X,X
LZJTOSI,X,X,X,O,X,O,X
LZJITSO,X,X,X,X,X,X,X
LZJITOS,X,X,X,X,X,X,O
LZJISTO,X,X,O,X,X,X,X
LZJISOT,X,X,O,X,X,X,O
LZJIOTS,X,X,X,X,X,X,O
LZJIOST,X,X,O,X,X,X,O
LZJSTIO,O,X,O,X,O,X,X
LZJSTOI,O,X,O,X,O,X,X
LZJSITO,O,X,O,X,O,X,X
LZJSIOT,O,X,O,X,O,X,X
LZJSOTI,O,X,O,X,O,X,X
LZJSOIT,O,X,O,X,O,X,X
LZJOTIS,X,X,X,O,X,X,X
LZJOTSI,X,X,X,O,X,O,X
LZJOITS,X,X,X,X,X,X,O
LZJOIST,X,X,O,X,X,X,O
LZJOSTI,O,X,O,X,O,X,X
LZJOSIT,O,X,O,X,O,X,X
LZSTIJO,O,X,X,X,O,X,X
LZSTIOJ,O,X,X,X,O,X,X
LZSTJIO,O,X,O,X,O,X,X
LZSTJOI,O,X,O,X,O,X,X
LZSTOIJ,O,X,X,X,O,X,X
LZSTOJI,O,X,O,X,O,X,X
LZSITJO,O,X,X,X,O,X,X
LZSITOJ,O,X,X,X,O,X,X
LZSIJTO,O,X,X,X,O,X,X
LZSIJOT,O,X,X,X,O,X,X
LZSIOTJ,O,X,X,X,O,X,X
LZSIOJT,O,X,X,X,O,X,X
LZSJTIO,O,X,O,X,O,X,X
LZSJTOI,O,X,O,X,O,X,X
LZSJITO,O,X,O,X,O,X,X
LZSJIOT,O,X,O,X,O,X,X
LZSJOTI,O,X,O,X,O,X,X
LZSJOIT,O,X,O,X,O,X,X
LZSOTIJ,O,X,X,X,O,X,X
LZSOTJI,O,X,O,X,O,X,X
LZSOITJ,O,X,X,X,O,X,X
LZSOIJT,O,X,X,X,O,X,X
LZSOJTI,O,X,O,X,O,X,X
LZSOJIT,O,X,O,X,O,X,X
LZOTIJS,X,X,X,O,X,X,X
LZOTISJ,X,X,X,O,X,X,X
LZOTJIS,X,X,X,O,X,X,X
LZOTJSI,X,X,X,O,X,O,X
LZOTSIJ,X,X,X,O,O,O,X
LZOTSJI,X,X,X,O,O,O,X
LZOITJS,X,X,X,X,X,X,O
LZOITSJ,X,X,X,X,X,X,X
LZOIJTS,X,X,X,X,X,X,O
LZOIJST,X,X,X,X,X,X,O
LZOISTJ,X,X,X,X,O,X,X
LZOISJT,X,X,X,X,O,X,O
LZOJTIS,X,X,X,O,X,X,X
LZOJTSI,X,X,X,O,X,O,X
LZOJITS,X,X,X,X,X,X,O
LZOJIST,X,X,O,X,X,X,O
LZOJSTI,O,X,O,X,O,X,X
LZOJSIT,O,X,O,X,O,X,X
LZOSTIJ,O,X,X,X,O,X,X
LZOSTJI,O,X,O,X,O,X,X
LZOSITJ,O,X,X,X,O,X,X
LZOSIJT,O,X,X,X,O,X,X
LZOSJTI,O,X,O,X,O,X,X
LZOSJIT,O,X,O,X,O,X,X
LOTIJSZ,X,O,X,O,X,X,X
LOTIJZS,X,X,X,O,X,X,O
LOTISJZ,X,O,X,O,X,X,X
LOTISZJ,X,O,X,O,X,X,X
LOTIZJS,X,X,X,O,X,X,O
LOTIZSJ,X,X,X,O,X,X,X
LOTJISZ,X,O,X,O,X,X,X
LOTJIZS,X,X,X,O,X,X,O
LOTJSIZ,O,O,X,O,X,X,X
LOTJSZI,O,O,X,O,X,X,X
LOTJZIS,X,X,X,O,X,X,X
LOTJZSI,X,X,X,O,X,X,X
LOTSIJZ,O,O,X,O,X,X,X
LOTSIZJ,O,O,X,O,X,O,X
LOTSJIZ,O,O,X,O,X,X,X
LOTSJZI,O,O,X,O,X,X,X
LOTSZIJ,O,O,X,O,O,O,X
LOTSZJI,O,O,X,O,O,O,X
LOTZIJS,X,X,X,O,X,X,X
LOTZISJ,X,X,X,O,X,X,X
LOTZJIS,X,X,X,O,X,X,X
LOTZJSI,X,X,X,O,X,O,X
LOTZSIJ,X,X,X,O,O,O,X
LOTZSJI,X,X,X,O,O,O,X
LOITJSZ,X,O,X,O,X,X,X
LOITJZS,X,X,X,O,X,X,O
LOITSJZ,X,O,X,O,X,X,X
LOITSZJ,X,O,X,O,X,X,X
LOITZJS,X,X,X,O,X,X,O
LOITZSJ,X,X,X,O,X,X,X
LOIJTSZ,X,O,X,O,X,X,X
LOIJTZS,X,X,X,O,X,X,O
LOIJSTZ,O,X,X,X,X,X,X
LOIJSZT,O,X,X,X,X,X,O
LOIJZTS,X,X,X,X,X,X,O
LOIJZST,X,X,X,X,X,X,O
LOISTJZ,O,X,X,X,X,X,X
LOISTZJ,O,X,X,X,X,X,X
LOISJTZ,O,X,X,X,X,X,X
LOISJZT,O,X,X,X,X,X,O
LOISZTJ,O,X,X,X,O,X,X
LOISZJT,O,X,X,X,O,X,O
LOIZTJS,X,X,X,X,X,X,O
LOIZTSJ,X,X,X,X,X,X,X
LOIZJTS,X,X,X,X,X,X,O
LOIZJST,X,X,X,X,X,X,O
LOIZSTJ,X,X,X,X,O,X,X
LOIZSJT,X,X,X,X,O,X,O
LOJTISZ,X,O,X,O,X,X,X
LOJTIZS,X,X,X,O,X,X,O
LOJTSIZ,O,O,X,O,X,X,X
LOJTSZI,O,O,X,O,X,X,X
LOJTZIS,X,X,X,O,X,X,X
LOJTZSI,X,X,X,O,X,X,X
LOJITSZ,X,O,X,O,X,X,X
LOJITZS,X,X,X,O,X,X,O
LOJISTZ,O,X,X,X,X,X,X
LOJISZT,O,X,O,X,X,X,O
LOJIZTS,X,X,X,X,X,X,O
LOJIZST,X,X,O,X,X,X,O
LOJSTIZ,O,O,X,O,X,X,X
LOJSTZI,O,O,X,O,X,X,X
LOJSITZ,O,X,X,X,X,X,X
LOJSIZT,O,X,O,X,X,X,O
LOJSZTI,O,X,O,X,O,X,X
LOJSZIT,O,X,O,X,O,X,X
LOJZTIS,X,X,X,O,X,X,X
LOJZTSI,X,X,X,O,X,X,X
LOJZITS,X,X,X,X,X,X,O
LOJZIST,X,X,O,X,X,X,O
LOJZSTI,O,X,O,X,O,X,X
LOJZSIT,O,X,O,X,O,X,X
LOSTIJZ,O,O,X,O,X,X,X
LOSTIZJ,O,O,X,O,X,X,X
LOSTJIZ,O,O,X,O,X,X,X
LOSTJZI,O,O,X,O,X,X,X
LOSTZIJ,O,O,X,O,O,X,X
LOSTZJI,O,O,O,O,O,X,X
LOSITJZ,O,X,X,X,X,X,X
LOSITZJ,O,X,X,X,X,X,X
LOSIJTZ,O,X,X,X,X,X,X
LOSIJZT,O,X,X,X,X,X,O
LOSIZTJ,O,X,X,X,O,X,X
LOSIZJT,O,X,X,X,O,X,O
LOSJTIZ,O,O,X,O,X,X,X
LOSJTZI,O,O,X,O,X,X,X
LOSJITZ,O,X,X,X,X,X,X
LOSJIZT,O,X,O,X,X,X,O
LOSJZTI,O,X,O,X,O,X,X
LOSJZIT,O,X,O,X,O,X,X
LOSZTIJ,O,X,X,X,O,X,X
LOSZTJI,O,X,O,X,O,X,X
LOSZITJ,O,X,X,X,O,X,X
LOSZIJT,O,X,X,X,O,X,X
LOSZJTI,O,X,O,X,O,X,X
LOSZJIT,O,X,O,X,O,X,X
LOZTIJS,X,X,X,O,X,X,X
LOZTISJ,X,X,X,O,X,X,X
LOZTJIS,X,X,X,O,X,X,X
LOZTJSI,X,X,X,O,X,O,X
LOZTSIJ,X,X,X,O,O,O,X
LOZTSJI,X,X,X,O,O,O,X
LOZITJS,X,X,X,X,X,X,O
LOZITSJ,X,X,X,X,X,X,X
LOZIJTS,X,X,X,X,X,X,O
LOZIJST,X,X,X,X,X,X,O
LOZISTJ,X,X,X,X,O,X,X
LOZISJT,X,X,X,X,O,X,O
LOZJTIS,X,X,X,O,X,X,X
LOZJTSI,X,X,X,O,X,O,X
LOZJITS,X,X,X,X,X,X,O
LOZJIST,X,X,O,X,X,X,O
LOZJSTI,O,X,O,X,O,X,X
LOZJSIT,O,X,O,X,O,X,X
LOZSTIJ,O,X,X,X,O,X,X
LOZSTJI,O,X,O,X,O,X,X
LOZSITJ,O,X,X,X,O,X,X
LOZSIJT,O,X,X,X,O,X,X
LOZSJTI,O,X,O,X,O,X,X
LOZSJIT,O,X,O,X,O,X,X
JTILSZO,X,O,X,O,X,X,X
JTILSOZ,X,O,X,O,X,X,X
JTILZSO,X,X,X,O,X,X,X
JTILZOS,X,X,X,O,X,X,O
JTILOSZ,X,O,X,O,X,X,X
JTILOZS,X,X,X,O,X,X,O
JTISLZO,X,O,X,X,X,X,X
JTISLOZ,X,O,X,X,X,X,X
JTISZLO,X,O,O,X,X,X,X
JTISZOL,X,O,O,X,X,X,X
JTISOLZ,X,O,X,X,X,X,X
JTISOZL,X,O,O,X,X,X,X
JTIZLSO,X,X,X,X,X,X,X
JTIZLOS,X,X,X,X,X,X,O
JTIZSLO,X,O,O,X,X,X,X
JTIZSOL,X,O,O,X,X,X,X
JTIZOLS,X,X,X,X,X,X,O
JTIZOSL,X,O,O,X,X,X,X
JTIOLSZ,X,O,X,O,X,X,X
JTIOLZS,X,X,X,O,X,X,O
JTIOSLZ,X,O,X,X,X,X,X
JTIOSZL,X,O,O,X,X,X,X
JTIOZLS,X,X,X,X,X,X,O
JTIOZSL,X,O,O,X,X,X,X
JTLISZO,X,O,X,O,X,X,X
JTLISOZ,X,O,X,O,X,X,X
JTLIZSO,X,X,X,O,X,X,X
JTLIZOS,X,X,X,O,X,X,O
JTLIOSZ,X,O,X,O,X,X,X
JTLIOZS,X,X,X,O,X,X,O
JTLSIZO,O,O,X,O,X,X,X
JTLSIOZ,O,O,X,O,X,X,X
JTLSZIO,O,O,X,O,X,X,X
JTLSZOI,O,O,X,O,X,X,X
JTLSOIZ,O,O,X,O,X,X,X
JTLSOZI,O,O,X,O,X,X,X
JTLZISO,X,X,X,O,X,X,X
JTLZIOS,X,X,X,O,X,X,X
JTLZSIO,X,X,X,O,X,X,X
JTLZSOI,X,X,X,O,X,X,X
JTLZOIS,X,X,X,O,X,X,X
JTLZOSI,X,X,X,O,X,X,X
JTLOISZ,X,O,X,O,X,X,X
JTLOIZS,X,X,X,O,X,X,O
JTLOSIZ,O,O,X,O,X,X,X
JTLOSZI,O,O,X,O,X,X,X
JTLOZIS,X,X,X,O,X,X,X
JTLOZSI,X,X,X,O,X,X,X
JTSILZO,X,O,X,X,X,X,X
JTSILOZ,X,O,X,X,X,X,X
JTSIZLO,X,O,O,X,X,O,X
JTSIZOL,X,O,O,X,X,O,X
JTSIOLZ,O,O,X,X,X,X,X
JTSIOZL,X,O,O,X,X,O,X
JTSLIZO,O,O,X,O,X,X,X
JTSLIOZ,O,O,X,O,X,X,X
JTSLZIO,O,O,X,O,X,X,X
JTSLZOI,O,O,X,O,X,X,X
JTSLOIZ,O,O,X,O,X,X,X
JTSLOZI,O,O,X,O,X,X,X
JTSZILO,X,O,O,X,X,O,X
JTSZIOL,X,O,O,X,X,O,X
JTSZLIO,X,O,O,X,X,O,X
JTSZLOI,X,O,O,X,X,O,X
JTSZOIL,X,O,O,X,X,O,X
JTSZOLI,X,O,O,X,X,O,X
JTSOILZ,O,O,X,X,X,X,X
JTSOIZL,X,O,O,X,X,O,X
JTSOLIZ,O,O,X,O,X,X,X
JTSOLZI,O,O,X,O,X,X,X
JTSOZIL,X,O,O,X,X,O,X
JTSOZLI,X,O,O,X,X,O,X
JTZILSO,X,X,X,X,X,X,X
JTZILOS,X,X,X,X,X,X,X
JTZISLO,X,O,O,X,X,O,X
JTZISOL,X,O,O,X,X,O,X
JTZIOLS,X,X,X,X,X,X,X
JTZIOSL,X,O,O,X,X,O,X
JTZLISO,X,X,X,O,X,X,X
JTZLIOS,X,X,X,O,X,X,X
JTZLSIO,X,X,X,O,X,O,X
JTZLSOI,X,X,X,O,X,O,X
JTZLOIS,X,X,X,O,X,X,X
JTZLOSI,X,X,X,O,X,O,X
JTZSILO,X,O,O,X,X,O,X
JTZSIOL,X,O,O,X,X,O,X
JTZSLIO,X,O,O,X,X,O,X
JTZSLOI,X,O,O,X,X,O,X
JTZSOIL,X,O,O,X,X,O,X
JTZSOLI,X,O,O,X,X,O,X
JTZOILS,X,X,X,X,X,X,X
JTZOISL,X,O,O,X,X,O,X
JTZOLIS,X,X,X,O,X,X,X
JTZOLSI,X,X,X,O,X,O,X
JTZOSIL,X,O,O,X,X,O,X
JTZOSLI,X,O,O,X,X,O,X
JTOILSZ,X,O,X,O,X,X,X
JTOILZS,X,X,X,O,X,X,O
JTOISLZ,X,O,X,X,X,X,X
JTOISZL,X,O,O,X,X,X,X
JTOIZLS,X,X,X,X,X,X,O
JTOIZSL,X,O,O,X,X,X,X
JTOLISZ,X,O,X,O,X,X,X
JTOLIZS,X,X,X,O,X,X,O
JTOLSIZ,O,O,X,O,X,X,X
JTOLSZI,O,O,X,O,X,X,X
JTOLZIS,X,X,X,O,X,X,X
JTOLZSI,X,X,X,O,X,X,X
JTOSILZ,O,O,X,X,X,X,X
JTOSIZL,X,O,O,X,X,O,X
JTOSLIZ,O,O,X,O,X,X,X
JTOSLZI,O,O,X,O,X,X,X
JTOSZIL,X,O,O,X,X,O,X
JTOSZLI,X,O,O,X,X,O,X
JTOZILS,X,X,X,X,X,X,X
JTOZISL,X,O,O,X,X,O,X
JTOZLIS,X,X,X,O,X,X,X
JTOZLSI,X,X,X,O,X,O,X
JTOZSIL,X,O,O,X,X,O,X
JTOZSLI,X,O,O,X,X,O,X
JITLSZO,X,O,X,O,X,X,X
JITLSOZ,X,O,X,O,X,X,X
JITLZSO,X,X,X,O,X,X,X
JITLZOS,X,X,X,O,X,X,O
JITLOSZ,X,O,X,O,X,X,X
JITLOZS,X,X,X,O,X,X,O
JITSLZO,X,O,X,X,X,X,X
JITSLOZ,X,O,X,X,X,X,X
JITSZLO,X,O,O,X,X,X,X
JITSZOL,X,O,O,X,X,X,X
JITSOLZ,X,O,X,X,X,X,X
JITSOZL,X,O,O,X,X,X,X
JITZLSO,X,X,X,X,X,X,X
JITZLOS,X,X,X,X,X,X,O
JITZSLO,X,O,O,X,X,X,X
JITZSOL,X,O,O,X,X,X,X
JITZOLS,X,X,X,X,X,X,O
JITZOSL,X,O,O,X,X,X,X
JITOLSZ,X,O,X,O,X,X,X
JITOLZS,X,X,X,O,X,X,O
JITOSLZ,X,O,X,X,X,X,X
JITOSZL,X,O,O,X,X,X,X
JITOZLS,X,X,X,X,X,X,O
JITOZSL,X,O,O,X,X,X,X
JILTSZO,X,O,X,O,X,X,X
JILTSOZ,X,O,X,O,X,X,X
JILTZSO,X,X,X,O,X,X,X
JILTZOS,X,X,X,O,X,X,O
JILTOSZ,X,O,X,O,X,X,X
JILTOZS,X,X,X,O,X,X,O
JILSTZO,O,X,X,X,X,X,X
JILSTOZ,O,X,X,X,X,X,X
JILSZTO,O,X,O,X,X,X,X
JILSZOT,O,X,O,X,X,X,O
JILSOTZ,O,X,X,X,X,X,X
JILSOZT,O,X,O,X,X,X,O
JILZTSO,X,X,X,X,X,X,X
JILZTOS,X,X,X,X,X,X,O
JILZSTO,X,X,O,X,X,X,X
JILZSOT,X,X,O,X,X,X,O
JILZOTS,X,X,X,X,X,X,O
JILZOST,X,X,O,X,X,X,O
JILOTSZ,X,O,X,O,X,X,X
JILOTZS,X,X,X,O,X,X,O
JILOSTZ,O,X,X,X,X,X,X
JILOSZT,O,X,O,X,X,X,O
JILOZTS,X,X,X,X,X,X,O
JILOZST,X,X,O,X,X,X,O
JISTLZO,X,O,X,X,X,X,X
JISTLOZ,X,O,X,X,X,X,X
JISTZLO,X,O,O,X,X,X,X
JISTZOL,X,O,O,X,X,X,X
JISTOLZ,O,O,X,X,X,X,X
JISTOZL,X,O,O,X,X,X,X
JISLTZO,O,X,X,X,X,X,X
JISLTOZ,O,X,X,X,X,X,X
JISLZTO,O,X,O,X,X,X,X
JISLZOT,O,X,O,X,X,X,O
JISLOTZ,O,X,X,X,X,X,X
JISLOZT,O,X,O,X,X,X,O
JISZTLO,X,X,O,X,X,X,X
JISZTOL,X,X,O,X,X,X,X
JISZLTO,X,X,O,X,X,X,X
JISZLOT,X,X,O,X,X,X,O
JISZOTL,X,X,O,X,X,X,X
JISZOLT,O,X,O,X,X,X,O
JISOTLZ,O,O,X,X,X,X,X
JISOTZL,X,O,O,X,X,X,X
JISOLTZ,O,X,X,X,X,X,X
JISOLZT,O,X,O,X,X,X,O
JISOZTL,X,X,O,X,X,X,X
JISOZLT,O,X,O,X,X,X,O
JIZTLSO,X,X,X,X,X,X,X
JIZTLOS,X,X,X,X,X,X,O
JIZTSLO,X,O,O,X,X,X,X
JIZTSOL,X,O,O,X,X,X,X
JIZTOLS,X,X,X,X,X,X,O
JIZTOSL,X,O,O,X,X,X,X
JIZLTSO,X,X,X,X,X,X,X
JIZLTOS,X,X,X,X,X,X,O
JIZLSTO,X,X,O,X,X,X,X
JIZLSOT,X,X,O,X,X,X,O
JIZLOTS,X,X,X,X,X,X,O
JIZLOST,X,X,O,X,X,X,O
JIZSTLO,X,X,O,X,X,X,X
JIZSTOL,X,X,O,X,X,X,X
JIZSLTO,X,X,O,X,X,X,X
JIZSLOT,X,X,O,X,X,X,O
JIZSOTL,X,X,O,X,X,X,X
JIZSOLT,X,X,O,X,X,X,O
JIZOTLS,X,X,X,X,X,X,O
JIZOTSL,X,O,O,X,X,X,X
JIZOLTS,X,X,X,X,X,X,O
JIZOLST,X,X,O,X,X,X,O
JIZOSTL,X,X,O,X,X,X,X
JIZOSLT,X,X,O,X,X,X,O
JIOTLSZ,X,O,X,O,X,X,X
JIOTLZS,X,X,X,O,X,X,O
JIOTSLZ,X,O,X,X,X,X,X
JIOTSZL,X,O,O,X,X,X,X
JIOTZLS,X,X,X,X,X,X,O
JIOTZSL,X,O,O,X,X,X,X
JIOLTSZ,X,O,X,O,X,X,X
JIOLTZS,X,X,X,O,X,X,O
JIOLSTZ,O,X,X,X,X,X,X
JIOLSZT,O,X,O,X,X,X,O
JIOLZTS,X,X,X,X,X,X,O
JIOLZST,X,X,O,X,X,X,O
JIOSTLZ,O,O,X,X,X,X,X
JIOSTZL,X,O,O,X,X,X,X
JIOSLTZ,O,X,X,X,X,X,X
JIOSLZT,O,X,O,X,X,X,O
JIOSZTL,X,X,O,X,X,X,X
JIOSZLT,O,X,O,X,X,X,O
JIOZTLS,X,X,X,X,X,X,O
JIOZTSL,X,O,O,X,X,X,X
JIOZLTS,X,X,X,X,X,X,O
JIOZLST,X,X,O,X,X,X,O
JIOZSTL,X,X,O,X,X,X,X
JIOZSLT,X,X,O,X,X,X,O
JLTISZO,X,O,X,O,X,X,X
JLTISOZ,X,O,X,O,X,X,X
JLTIZSO,X,X,X,O,X,X,X
JLTIZOS,X,X,X,O,X,X,O
JLTIOSZ,X,O,X,O,X,X,X
JLTIOZS,X,X,X,O,X,X,O
JLTSIZO,O,O,X,O,X,X,X
JLTSIOZ,O,O,X,O,X,X,X
JLTSZIO,O,O,X,O,X,X,X
JLTSZOI,O,O,X,O,X,X,X
JLTSOIZ,O,O,X,O,X,X,X
JLTSOZI,O,O,X,O,X,X,X
JLTZISO,X,X,X,O,X,X,X
JLTZIOS,X,X,X,O,X,X,X
JLTZSIO,X,X,X,O,X,X,X
JLTZSOI,X,X,X,O,X,X,X
JLTZOIS,X,X,X,O,X,X,X
JLTZOSI,X,X,X,O,X,X,X
JLTOISZ,X,O,X,O,X,X,X
JLTOIZS,X,X,X,O,X,X,O
JLTOSIZ,O,O,X,O,X,X,X
JLTOSZI,O,O,X,O,X,X,X
JLTOZIS,X,X,X,O,X,X,X
JLTOZSI,X,X,X,O,X,X,X
JLITSZO,X,O,X,O,X,X,X
JLITSOZ,X,O,X,O,X,X,X
JLITZSO,X,X,X,O,X,X,X
JLITZOS,X,X,X,O,X,X,O
JLITOSZ,X,O,X,O,X,X,X
JLITOZS,X,X,X,O,X,X,O
JLISTZO,O,X,X,X,X,X,X
JLISTOZ,O,X,X,X,X,X,X
JLISZTO,O,X,O,X,X,X,X
JLISZOT,O,X,O,X,X,X,O
JLISOTZ,O,X,X,X,X,X,X
JLISOZT,O,X,O,X,X,X,O
JLIZTSO,X,X,X,X,X,X,X
JLIZTOS,X,X,X,X,X,X,O
JLIZSTO,X,X,O,X,X,X,X
JLIZSOT,X,X,O,X,X,X,O
JLIZOTS,X,X,X,X,X,X,O
JLIZOST,X,X,O,X,X,X,O
JLIOTSZ,X,O,X,O,X,X,X
JLIOTZS,X,X,X,O,X,X,O
JLIOSTZ,O,X,X,X,X,X,X
JLIOSZT,O,X,O,X,X,X,O
JLIOZTS,X,X,X,X,X,X,O
JLIOZST,X,X,O,X,X,X,O
JLSTIZO,O,O,X,O,X,X,X
JLSTIOZ,O,O,X,O,X,X,X
JLSTZIO,O,O,X,O,X,X,X
JLSTZOI,O,O,X,O,X,X,X
JLSTOIZ,O,O,X,O,X,X,X
JLSTOZI,O,O,X,O,X,X,X
JLSITZO,O,X,X,X,X,X,X
JLSITOZ,O,X,X,X,X,X,X
JLSIZTO,O,X,O,X,X,X,X
JLSIZOT,O,X,O,X,X,X,O
JLSIOTZ,O,X,X,X,X,X,X
JLSIOZT,O,X,O,X,X,X,O
JLSZTIO,O,X,O,X,O,X,X
JLSZTOI,O,X,O,X,O,X,X
JLSZITO,O,X,O,X,O,X,X
JLSZIOT,O,X,O,X,O,X,X
JLSZOTI,O,X,O,X,O,X,X
JLSZOIT,O,X,O,X,O,X,X
JLSOTIZ,O,O,X,O,X,X,X
