sequence,v115@RhC8DeG8DeB8JeT/IvhF/lBRhBGjBirB0rBlsB,v115@RhC8DeG8DeB8JeT/IvhF/lBGjBRnBlrBarBUsB,v115@RhC8DeG8DeB8JeT/IvhF/lBFhBxiBcrBesBCtB,v115@RhC8DeG8DeB8JeT/IvhFxgBGjBllBirB8rB3sB,v115@RhC8DeG8DeB8JeT/IvhFxgBSoB0lB3rBmrBlsB,v115@RhC8DeG8DeB8JeT/IvhFmgBfnBxiB0lB1wBCtB,v115@RhC8DeG8DeB8JeT/IvhF2lBSoBRrB8rBFrB3sB
ZOSJLIT,O,X,O,X,O,X,X
OTILJSZ,X,O,X,O,X,X,X
OTILJZS,X,X,X,O,X,X,O
OTILSJZ,X,O,X,O,X,X,X
OTILSZJ,X,O,X,O,X,X,X
OTILZJS,X,X,X,O,X,X,O
OTILZSJ,X,X,X,O,X,X,X
OTIJLSZ,X,O,X,O,X,X,X
OTIJLZS,X,X,X,O,X,X,O
OTIJSLZ,X,O,X,X,X,X,X
OTIJSZL,X,O,X,X,X,X,X
OTIJZLS,X,X,X,X,X,X,O
OTIJZSL,X,O,X,X,X,X,X
OTISLJZ,X,O,X,X,X,X,X
OTISLZJ,X,O,X,X,X,O,X
OTISJLZ,X,O,X,X,X,X,X
OTISJZL,X,O,X,X,X,O,X
OTISZLJ,X,O,X,X,X,O,X
OTISZJL,X,O,X,X,X,O,X
OTIZLJS,X,X,X,X,X,X,O
OTIZLSJ,X,X,X,X,X,X,X
OTIZJLS,X,X,X,X,X,X,O
OTIZJSL,X,O,X,X,X,O,X
OTIZSLJ,X,O,X,X,X,O,X
OTIZSJL,X,O,X,X,X,O,X
OTLIJSZ,X,O,X,O,X,X,X
OTLIJZS,X,X,X,O,X,X,O
OTLISJZ,X,O,X,O,X,X,X
OTLISZJ,X,O,X,O,X,X,X
OTLIZJS,X,X,X,O,X,X,O
OTLIZSJ,X,X,X,O,X,X,X
OTLJISZ,X,O,X,O,X,X,X
OTLJIZS,X,X,X,O,X,X,O
OTLJSIZ,O,O,X,O,X,X,X
OTLJSZI,O,O,X,O,X,X,X
OTLJZIS,X,X,X,O,X,X,X
OTLJZSI,X,X,X,O,X,X,X
OTLSIJZ,O,O,X,O,X,X,X
OTLSIZJ,O,O,X,O,X,O,X
OTLSJIZ,O,O,X,O,X,X,X
OTLSJZI,O,O,X,O,X,X,X
OTLSZIJ,O,O,X,O,O,O,X
OTLSZJI,O,O,X,O,O,O,X
OTLZIJS,X,X,X,O,X,X,X
OTLZISJ,X,X,X,O,X,X,X
OTLZJIS,X,X,X,O,X,X,X
OTLZJSI,X,X,X,O,X,O,X
OTLZSIJ,X,X,X,O,O,O,X
OTLZSJI,X,X,X,O,O,O,X
OTJILSZ,X,O,X,O,X,X,X
OTJILZS,X,X,X,O,X,X,O
OTJISLZ,X,O,X,X,X,X,X
OTJISZL,X,O,O,X,X,X,X
OTJIZLS,X,X,X,X,X,X,O
OTJIZSL,X,O,O,X,X,X,X
OTJLISZ,X,O,X,O,X,X,X
OTJLIZS,X,X,X,O,X,X,O
OTJLSIZ,O,O,X,O,X,X,X
OTJLSZI,O,O,X,O,X,X,X
OTJLZIS,X,X,X,O,X,X,X
OTJLZSI,X,X,X,O,X,X,X
OTJSILZ,O,O,X,X,X,X,X
OTJSIZL,X,O,O,X,X,O,X
OTJSLIZ,O,O,X,O,X,X,X
OTJSLZI,O,O,X,O,X,X,X
OTJSZIL,X,O,O,X,X,O,X
OTJSZLI,X,O,O,X,X,O,X
OTJZILS,X,X,X,X,X,X,X
OTJZISL,X,O,O,X,X,O,X
OTJZLIS,X,X,X,O,X,X,X
OTJZLSI,X,X,X,O,X,O,X
OTJZSIL,X,O,O,X,X,O,X
OTJZSLI,X,O,O,X,X,O,X
OTSILJZ,O,O,X,X,X,X,X
OTSILZJ,O,O,X,X,X,O,X
OTSIJLZ,O,O,X,X,X,X,X
OTSIJZL,X,O,X,X,X,O,X
OTSIZLJ,X,O,X,X,X,O,X
OTSIZJL,X,O,O,X,X,O,X
OTSLIJZ,O,O,X,O,X,X,X
OTSLIZJ,O,O,X,O,X,O,X
OTSLJIZ,O,O,X,O,X,X,X
OTSLJZI,O,O,X,O,X,X,X
OTSLZIJ,O,O,X,O,O,O,X
OTSLZJI,O,O,O,O,O,O,X
OTSJILZ,O,O,X,X,X,X,X
OTSJIZL,X,O,O,X,X,O,X
OTSJLIZ,O,O,X,O,X,X,X
OTSJLZI,O,O,X,O,X,X,X
OTSJZIL,X,O,O,X,X,O,X
OTSJZLI,X,O,O,X,X,O,X
OTSZILJ,X,O,X,X,O,O,X
OTSZIJL,X,O,O,X,O,O,X
OTSZLIJ,X,O,X,X,O,O,X
OTSZLJI,X,O,O,X,O,O,X
OTSZJIL,X,O,O,X,O,O,X
OTSZJLI,X,O,O,X,O,O,X
OTZILJS,X,X,X,X,X,X,X
OTZILSJ,X,X,X,X,X,X,X
OTZIJLS,X,X,X,X,X,X,X
OTZIJSL,X,O,X,X,X,O,X
OTZISLJ,X,O,X,X,O,O,X
OTZISJL,X,O,X,X,O,O,X
OTZLIJS,X,X,X,O,X,X,X
OTZLISJ,X,X,X,O,X,X,X
OTZLJIS,X,X,X,O,X,X,X
OTZLJSI,X,X,X,O,X,O,X
OTZLSIJ,X,X,X,O,O,O,X
OTZLSJI,X,X,X,O,O,O,X
OTZJILS,X,X,X,X,X,X,X
OTZJISL,X,O,O,X,X,O,X
OTZJLIS,X,X,X,O,X,X,X
OTZJLSI,X,X,X,O,X,O,X
OTZJSIL,X,O,O,X,X,O,X
OTZJSLI,X,O,O,X,X,O,X
OTZSILJ,X,O,X,X,O,O,X
OTZSIJL,X,O,O,X,O,O,X
OTZSLIJ,X,O,X,X,O,O,X
OTZSLJI,X,O,O,X,O,O,X
OTZSJIL,X,O,O,X,O,O,X
OTZSJLI,X,O,O,X,O,O,X
OITLJSZ,X,O,X,O,X,X,X
OITLJZS,X,X,X,O,X,X,O
OITLSJZ,X,O,X,O,X,X,X
OITLSZJ,X,O,X,O,X,X,X
OITLZJS,X,X,X,O,X,X,O
OITLZSJ,X,X,X,O,X,X,X
OITJLSZ,X,O,X,O,X,X,X
OITJLZS,X,X,X,O,X,X,O
OITJSLZ,X,O,X,X,X,X,X
OITJSZL,X,O,X,X,X,X,X
OITJZLS,X,X,X,X,X,X,O
OITJZSL,X,O,X,X,X,X,X
OITSLJZ,X,O,X,X,X,X,X
OITSLZJ,X,O,X,X,X,O,X
OITSJLZ,X,O,X,X,X,X,X
OITSJZL,X,O,X,X,X,O,X
OITSZLJ,X,O,X,X,X,O,X
OITSZJL,X,O,X,X,X,O,X
OITZLJS,X,X,X,X,X,X,O
OITZLSJ,X,X,X,X,X,X,X
OITZJLS,X,X,X,X,X,X,O
OITZJSL,X,O,X,X,X,O,X
OITZSLJ,X,O,X,X,X,O,X
OITZSJL,X,O,X,X,X,O,X
OILTJSZ,X,O,X,O,X,X,X
OILTJZS,X,X,X,O,X,X,O
OILTSJZ,X,O,X,O,X,X,X
OILTSZJ,X,O,X,O,X,X,X
OILTZJS,X,X,X,O,X,X,O
OILTZSJ,X,X,X,O,X,X,X
OILJTSZ,X,O,X,O,X,X,X
OILJTZS,X,X,X,O,X,X,O
OILJSTZ,O,X,X,X,X,X,X
OILJSZT,O,X,X,X,X,X,O
OILJZTS,X,X,X,X,X,X,O
OILJZST,X,X,X,X,X,X,O
OILSTJZ,O,X,X,X,X,X,X
OILSTZJ,O,X,X,X,X,X,X
OILSJTZ,O,X,X,X,X,X,X
OILSJZT,O,X,X,X,X,X,O
OILSZTJ,O,X,X,X,O,X,X
OILSZJT,O,X,X,X,O,X,O
OILZTJS,X,X,X,X,X,X,O
OILZTSJ,X,X,X,X,X,X,X
OILZJTS,X,X,X,X,X,X,O
OILZJST,X,X,X,X,X,X,O
OILZSTJ,X,X,X,X,O,X,X
OILZSJT,X,X,X,X,O,X,O
OIJTLSZ,X,O,X,O,X,X,X
OIJTLZS,X,X,X,O,X,X,O
OIJTSLZ,X,O,X,X,X,X,X
OIJTSZL,X,O,O,X,X,X,X
OIJTZLS,X,X,X,X,X,X,O
OIJTZSL,X,O,O,X,X,X,X
OIJLTSZ,X,O,X,O,X,X,X
OIJLTZS,X,X,X,O,X,X,O
OIJLSTZ,O,X,X,X,X,X,X
OIJLSZT,O,X,O,X,X,X,O
OIJLZTS,X,X,X,X,X,X,O
OIJLZST,X,X,O,X,X,X,O
OIJSTLZ,O,O,X,X,X,X,X
OIJSTZL,X,O,O,X,X,X,X
OIJSLTZ,O,X,X,X,X,X,X
OIJSLZT,O,X,O,X,X,X,O
OIJSZTL,X,X,O,X,X,X,X
OIJSZLT,O,X,O,X,X,X,O
OIJZTLS,X,X,X,X,X,X,O
OIJZTSL,X,O,O,X,X,X,X
OIJZLTS,X,X,X,X,X,X,O
OIJZLST,X,X,O,X,X,X,O
OIJZSTL,X,X,O,X,X,X,X
OIJZSLT,X,X,O,X,X,X,O
OISTLJZ,O,O,X,X,X,X,X
OISTLZJ,O,O,X,X,X,X,X
OISTJLZ,O,O,X,X,X,X,X
OISTJZL,X,O,X,X,X,X,X
OISTZLJ,X,O,X,X,X,X,X
OISTZJL,X,O,O,X,X,X,X
OISLTJZ,O,X,X,X,X,X,X
OISLTZJ,O,X,X,X,X,X,X
OISLJTZ,O,X,X,X,X,X,X
OISLJZT,O,X,X,X,X,X,O
OISLZTJ,O,X,X,X,O,X,X
OISLZJT,O,X,X,X,O,X,O
OISJTLZ,O,O,X,X,X,X,X
OISJTZL,X,O,O,X,X,X,X
OISJLTZ,O,X,X,X,X,X,X
OISJLZT,O,X,O,X,X,X,O
OISJZTL,X,X,O,X,X,X,X
OISJZLT,O,X,O,X,X,X,O
OISZTLJ,X,X,X,X,O,X,X
OISZTJL,X,X,O,X,O,X,X
OISZLTJ,O,X,X,X,O,X,X
OISZLJT,O,X,X,X,O,X,O
OISZJTL,X,X,O,X,O,X,X
OISZJLT,O,X,O,X,O,X,O
OIZTLJS,X,X,X,X,X,X,O
OIZTLSJ,X,X,X,X,X,X,X
OIZTJLS,X,X,X,X,X,X,O
OIZTJSL,X,O,X,X,X,O,X
OIZTSLJ,X,O,X,X,O,O,X
OIZTSJL,X,O,X,X,O,O,X
OIZLTJS,X,X,X,X,X,X,O
OIZLTSJ,X,X,X,X,X,X,X
OIZLJTS,X,X,X,X,X,X,O
OIZLJST,X,X,X,X,X,X,O
OIZLSTJ,X,X,X,X,O,X,X
OIZLSJT,X,X,X,X,O,X,O
OIZJTLS,X,X,X,X,X,X,O
OIZJTSL,X,O,O,X,X,O,X
OIZJLTS,X,X,X,X,X,X,O
OIZJLST,X,X,O,X,X,X,O
OIZJSTL,X,X,O,X,O,X,X
OIZJSLT,X,X,O,X,O,X,O
OIZSTLJ,X,X,X,X,O,X,X
OIZSTJL,X,X,O,X,O,X,X
OIZSLTJ,X,X,X,X,O,X,X
OIZSLJT,X,X,X,X,O,X,O
OIZSJTL,X,X,O,X,O,X,X
OIZSJLT,X,X,O,X,O,X,O
OLTIJSZ,X,O,X,O,X,X,X
OLTIJZS,X,X,X,O,X,X,O
OLTISJZ,X,O,X,O,X,X,X
OLTISZJ,X,O,X,O,X,X,X
OLTIZJS,X,X,X,O,X,X,O
OLTIZSJ,X,X,X,O,X,X,X
OLTJISZ,X,O,X,O,X,X,X
OLTJIZS,X,X,X,O,X,X,O
OLTJSIZ,O,O,X,O,X,X,X
OLTJSZI,O,O,X,O,X,X,X
OLTJZIS,X,X,X,O,X,X,X
OLTJZSI,X,X,X,O,X,X,X
OLTSIJZ,O,O,X,O,X,X,X
OLTSIZJ,O,O,X,O,X,O,X
OLTSJIZ,O,O,X,O,X,X,X
OLTSJZI,O,O,X,O,X,X,X
OLTSZIJ,O,O,X,O,O,O,X
OLTSZJI,O,O,X,O,O,O,X
OLTZIJS,X,X,X,O,X,X,X
OLTZISJ,X,X,X,O,X,X,X
OLTZJIS,X,X,X,O,X,X,X
OLTZJSI,X,X,X,O,X,O,X
OLTZSIJ,X,X,X,O,O,O,X
OLTZSJI,X,X,X,O,O,O,X
OLITJSZ,X,O,X,O,X,X,X
OLITJZS,X,X,X,O,X,X,O
OLITSJZ,X,O,X,O,X,X,X
OLITSZJ,X,O,X,O,X,X,X
OLITZJS,X,X,X,O,X,X,O
OLITZSJ,X,X,X,O,X,X,X
OLIJTSZ,X,O,X,O,X,X,X
OLIJTZS,X,X,X,O,X,X,O
OLIJSTZ,O,X,X,X,X,X,X
OLIJSZT,O,X,X,X,X,X,O
OLIJZTS,X,X,X,X,X,X,O
OLIJZST,X,X,X,X,X,X,O
OLISTJZ,O,X,X,X,X,X,X
OLISTZJ,O,X,X,X,X,X,X
OLISJTZ,O,X,X,X,X,X,X
OLISJZT,O,X,X,X,X,X,O
OLISZTJ,O,X,X,X,O,X,X
OLISZJT,O,X,X,X,O,X,O
OLIZTJS,X,X,X,X,X,X,O
OLIZTSJ,X,X,X,X,X,X,X
OLIZJTS,X,X,X,X,X,X,O
OLIZJST,X,X,X,X,X,X,O
OLIZSTJ,X,X,X,X,O,X,X
OLIZSJT,X,X,X,X,O,X,O
OLJTISZ,X,O,X,O,X,X,X
OLJTIZS,X,X,X,O,X,X,O
OLJTSIZ,O,O,X,O,X,X,X
OLJTSZI,O,O,X,O,X,X,X
OLJTZIS,X,X,X,O,X,X,X
OLJTZSI,X,X,X,O,X,X,X
OLJITSZ,X,O,X,O,X,X,X
OLJITZS,X,X,X,O,X,X,O
OLJISTZ,O,X,X,X,X,X,X
OLJISZT,O,X,O,X,X,X,O
OLJIZTS,X,X,X,X,X,X,O
OLJIZST,X,X,O,X,X,X,O
OLJSTIZ,O,O,X,O,X,X,X
OLJSTZI,O,O,X,O,X,X,X
OLJSITZ,O,X,X,X,X,X,X
OLJSIZT,O,X,O,X,X,X,O
OLJSZTI,O,X,O,X,O,X,X
OLJSZIT,O,X,O,X,O,X,X
OLJZTIS,X,X,X,O,X,X,X
OLJZTSI,X,X,X,O,X,X,X
OLJZITS,X,X,X,X,X,X,O
OLJZIST,X,X,O,X,X,X,O
OLJZSTI,O,X,O,X,O,X,X
OLJZSIT,O,X,O,X,O,X,X
OLSTIJZ,O,O,X,O,X,X,X
OLSTIZJ,O,O,X,O,X,X,X
OLSTJIZ,O,O,X,O,X,X,X
OLSTJZI,O,O,X,O,X,X,X
OLSTZIJ,O,O,X,O,O,X,X
OLSTZJI,O,O,O,O,O,X,X
OLSITJZ,O,X,X,X,X,X,X
OLSITZJ,O,X,X,X,X,X,X
OLSIJTZ,O,X,X,X,X,X,X
OLSIJZT,O,X,X,X,X,X,O
OLSIZTJ,O,X,X,X,O,X,X
OLSIZJT,O,X,X,X,O,X,O
OLSJTIZ,O,O,X,O,X,X,X
OLSJTZI,O,O,X,O,X,X,X
OLSJITZ,O,X,X,X,X,X,X
OLSJIZT,O,X,O,X,X,X,O
OLSJZTI,O,X,O,X,O,X,X
OLSJZIT,O,X,O,X,O,X,X
OLSZTIJ,O,X,X,X,O,X,X
OLSZTJI,O,X,O,X,O,X,X
OLSZITJ,O,X,X,X,O,X,X
OLSZIJT,O,X,X,X,O,X,X
OLSZJTI,O,X,O,X,O,X,X
OLSZJIT,O,X,O,X,O,X,X
OLZTIJS,X,X,X,O,X,X,X
OLZTISJ,X,X,X,O,X,X,X
OLZTJIS,X,X,X,O,X,X,X
OLZTJSI,X,X,X,O,X,O,X
OLZTSIJ,X,X,X,O,O,O,X
OLZTSJI,X,X,X,O,O,O,X
OLZITJS,X,X,X,X,X,X,O
OLZITSJ,X,X,X,X,X,X,X
OLZIJTS,X,X,X,X,X,X,O
OLZIJST,X,X,X,X,X,X,O
OLZISTJ,X,X,X,X,O,X,X
OLZISJT,X,X,X,X,O,X,O
OLZJTIS,X,X,X,O,X,X,X
OLZJTSI,X,X,X,O,X,O,X
OLZJITS,X,X,X,X,X,X,O
OLZJIST,X,X,O,X,X,X,O
OLZJSTI,O,X,O,X,O,X,X
OLZJSIT,O,X,O,X,O,X,X
OLZSTIJ,O,X,X,X,O,X,X
OLZSTJI,O,X,O,X,O,X,X
OLZSITJ,O,X,X,X,O,X,X
OLZSIJT,O,X,X,X,O,X,X
OLZSJTI,O,X,O,X,O,X,X
OLZSJIT,O,X,O,X,O,X,X
OJTILSZ,X,O,X,O,X,X,X
OJTILZS,X,X,X,O,X,X,O
OJTISLZ,X,O,X,X,X,X,X
OJTISZL,X,O,O,X,X,X,X
OJTIZLS,X,X,X,X,X,X,O
OJTIZSL,X,O,O,X,X,X,X
OJTLISZ,X,O,X,O,X,X,X
OJTLIZS,X,X,X,O,X,X,O
OJTLSIZ,O,O,X,O,X,X,X
OJTLSZI,O,O,X,O,X,X,X
OJTLZIS,X,X,X,O,X,X,X
OJTLZSI,X,X,X,O,X,X,X
OJTSILZ,O,O,X,X,X,X,X
OJTSIZL,X,O,O,X,X,O,X
OJTSLIZ,O,O,X,O,X,X,X
OJTSLZI,O,O,X,O,X,X,X
OJTSZIL,X,O,O,X,X,O,X
OJTSZLI,X,O,O,X,X,O,X
OJTZILS,X,X,X,X,X,X,X
OJTZISL,X,O,O,X,X,O,X
OJTZLIS,X,X,X,O,X,X,X
OJTZLSI,X,X,X,O,X,O,X
OJTZSIL,X,O,O,X,X,O,X
OJTZSLI,X,O,O,X,X,O,X
OJITLSZ,X,O,X,O,X,X,X
OJITLZS,X,X,X,O,X,X,O
OJITSLZ,X,O,X,X,X,X,X
OJITSZL,X,O,O,X,X,X,X
OJITZLS,X,X,X,X,X,X,O
OJITZSL,X,O,O,X,X,X,X
OJILTSZ,X,O,X,O,X,X,X
OJILTZS,X,X,X,O,X,X,O
OJILSTZ,O,X,X,X,X,X,X
OJILSZT,O,X,O,X,X,X,O
OJILZTS,X,X,X,X,X,X,O
OJILZST,X,X,O,X,X,X,O
OJISTLZ,O,O,X,X,X,X,X
OJISTZL,X,O,O,X,X,X,X
OJISLTZ,O,X,X,X,X,X,X
OJISLZT,O,X,O,X,X,X,O
OJISZTL,X,X,O,X,X,X,X
OJISZLT,O,X,O,X,X,X,O
OJIZTLS,X,X,X,X,X,X,O
OJIZTSL,X,O,O,X,X,X,X
OJIZLTS,X,X,X,X,X,X,O
OJIZLST,X,X,O,X,X,X,O
OJIZSTL,X,X,O,X,X,X,X
OJIZSLT,X,X,O,X,X,X,O
OJLTISZ,X,O,X,O,X,X,X
OJLTIZS,X,X,X,O,X,X,O
OJLTSIZ,O,O,X,O,X,X,X
OJLTSZI,O,O,X,O,X,X,X
OJLTZIS,X,X,X,O,X,X,X
OJLTZSI,X,X,X,O,X,X,X
OJLITSZ,X,O,X,O,X,X,X
OJLITZS,X,X,X,O,X,X,O
OJLISTZ,O,X,X,X,X,X,X
OJLISZT,O,X,O,X,X,X,O
OJLIZTS,X,X,X,X,X,X,O
OJLIZST,X,X,O,X,X,X,O
OJLSTIZ,O,O,X,O,X,X,X
OJLSTZI,O,O,X,O,X,X,X
OJLSITZ,O,X,X,X,X,X,X
OJLSIZT,O,X,O,X,X,X,O
OJLSZTI,O,X,O,X,O,X,X
OJLSZIT,O,X,O,X,O,X,X
OJLZTIS,X,X,X,O,X,X,X
OJLZTSI,X,X,X,O,X,X,X
OJLZITS,X,X,X,X,X,X,O
OJLZIST,X,X,O,X,X,X,O
OJLZSTI,O,X,O,X,O,X,X
OJLZSIT,O,X,O,X,O,X,X
OJSTILZ,O,O,X,X,X,X,X
OJSTIZL,X,O,O,X,X,X,X
OJSTLIZ,O,O,X,O,X,X,X
OJSTLZI,O,O,X,O,X,X,X
OJSTZIL,X,O,O,X,X,X,X
OJSTZLI,X,O,O,X,X,X,X
OJSITLZ,O,O,X,X,X,X,X
OJSITZL,X,O,O,X,X,X,X
OJSILTZ,O,X,X,X,X,X,X
OJSILZT,O,X,O,X,X,X,O
OJSIZTL,X,X,O,X,X,X,X
OJSIZLT,O,X,O,X,X,X,O
OJSLTIZ,O,O,X,O,X,X,X
OJSLTZI,O,O,X,O,X,X,X
OJSLITZ,O,X,X,X,X,X,X
OJSLIZT,O,X,O,X,X,X,O
OJSLZTI,O,X,O,X,O,X,X
OJSLZIT,O,X,O,X,O,X,X
OJSZTIL,X,O,O,X,O,X,X
OJSZTLI,X,O,O,X,O,X,X
OJSZITL,X,X,O,X,O,X,X
OJSZILT,O,X,O,X,O,X,X
OJSZLTI,O,X,O,X,O,X,X
OJSZLIT,O,X,O,X,O,X,X
OJZTILS,X,X,X,X,X,X,X
OJZTISL,X,O,O,X,X,O,X
OJZTLIS,X,X,X,O,X,X,X
OJZTLSI,X,X,X,O,X,O,X
OJZTSIL,X,O,O,X,X,O,X
OJZTSLI,X,O,O,X,X,O,X
OJZITLS,X,X,X,X,X,X,O
OJZITSL,X,O,O,X,X,O,X
OJZILTS,X,X,X,X,X,X,O
OJZILST,X,X,O,X,X,X,O
OJZISTL,X,X,O,X,O,X,X
OJZISLT,X,X,O,X,O,X,O
OJZLTIS,X,X,X,O,X,X,X
OJZLTSI,X,X,X,O,X,O,X
OJZLITS,X,X,X,X,X,X,O
OJZLIST,X,X,O,X,X,X,O
OJZLSTI,O,X,O,X,O,X,X
OJZLSIT,O,X,O,X,O,X,X
OJZSTIL,X,O,O,X,O,O,X
OJZSTLI,X,O,O,X,O,O,X
OJZSITL,X,X,O,X,O,X,X
OJZSILT,O,X,O,X,O,X,X
OJZSLTI,O,X,O,X,O,X,X
OJZSLIT,O,X,O,X,O,X,X
OSTILJZ,O,O,X,X,X,X,X
OSTILZJ,O,O,X,X,X,O,X
OSTIJLZ,O,O,X,X,X,X,X
OSTIJZL,X,O,X,X,X,O,X
OSTIZLJ,X,O,X,X,X,O,X
OSTIZJL,X,O,O,X,X,O,X
OSTLIJZ,O,O,X,O,X,X,X
OSTLIZJ,O,O,X,O,X,O,X
OSTLJIZ,O,O,X,O,X,X,X
OSTLJZI,O,O,X,O,X,X,X
OSTLZIJ,O,O,X,O,O,O,X
OSTLZJI,O,O,O,O,O,O,X
OSTJILZ,O,O,X,X,X,X,X
OSTJIZL,X,O,O,X,X,O,X
OSTJLIZ,O,O,X,O,X,X,X
OSTJLZI,O,O,X,O,X,X,X
OSTJZIL,X,O,O,X,X,O,X
OSTJZLI,X,O,O,X,X,O,X
OSTZILJ,X,O,X,X,O,O,X
OSTZIJL,X,O,O,X,O,O,X
OSTZLIJ,X,O,X,X,O,O,X
OSTZLJI,X,O,O,X,O,O,X
OSTZJIL,X,O,O,X,O,O,X
OSTZJLI,X,O,O,X,O,O,X
OSITLJZ,O,O,X,X,X,X,X
OSITLZJ,O,O,X,X,X,X,X
OSITJLZ,O,O,X,X,X,X,X
OSITJZL,X,O,X,X,X,X,X
OSITZLJ,X,O,X,X,X,X,X
OSITZJL,X,O,O,X,X,X,X
OSILTJZ,O,X,X,X,X,X,X
OSILTZJ,O,X,X,X,X,X,X
OSILJTZ,O,X,X,X,X,X,X
OSILJZT,O,X,X,X,X,X,O
OSILZTJ,O,X,X,X,O,X,X
OSILZJT,O,X,X,X,O,X,O
OSIJTLZ,O,O,X,X,X,X,X
OSIJTZL,X,O,O,X,X,X,X
OSIJLTZ,O,X,X,X,X,X,X
OSIJLZT,O,X,O,X,X,X,O
OSIJZTL,X,X,O,X,X,X,X
OSIJZLT,O,X,O,X,X,X,O
OSIZTLJ,X,X,X,X,O,X,X
OSIZTJL,X,X,O,X,O,X,X
OSIZLTJ,O,X,X,X,O,X,X
OSIZLJT,O,X,X,X,O,X,O
OSIZJTL,X,X,O,X,O,X,X
OSIZJLT,O,X,O,X,O,X,O
OSLTIJZ,O,O,X,O,X,X,X
OSLTIZJ,O,O,X,O,X,X,X
OSLTJIZ,O,O,X,O,X,X,X
OSLTJZI,O,O,X,O,X,X,X
OSLTZIJ,O,O,X,O,O,X,X
OSLTZJI,O,O,O,O,O,X,X
OSLITJZ,O,X,X,X,X,X,X
OSLITZJ,O,X,X,X,X,X,X
OSLIJTZ,O,X,X,X,X,X,X
OSLIJZT,O,X,X,X,X,X,O
OSLIZTJ,O,X,X,X,O,X,X
OSLIZJT,O,X,X,X,O,X,O
OSLJTIZ,O,O,X,O,X,X,X
OSLJTZI,O,O,X,O,X,X,X
OSLJITZ,O,X,X,X,X,X,X
OSLJIZT,O,X,O,X,X,X,O
OSLJZTI,O,X,O,X,O,X,X
OSLJZIT,O,X,O,X,O,X,X
OSLZTIJ,O,X,X,X,O,X,X
OSLZTJI,O,X,O,X,O,X,X
OSLZITJ,O,X,X,X,O,X,X
OSLZIJT,O,X,X,X,O,X,X
OSLZJTI,O,X,O,X,O,X,X
OSLZJIT,O,X,O,X,O,X,X
OSJTILZ,O,O,X,X,X,X,X
OSJTIZL,X,O,O,X,X,X,X
OSJTLIZ,O,O,X,O,X,X,X
OSJTLZI,O,O,X,O,X,X,X
OSJTZIL,X,O,O,X,X,X,X
OSJTZLI,X,O,O,X,X,X,X
OSJITLZ,O,O,X,X,X,X,X
OSJITZL,X,O,O,X,X,X,X
OSJILTZ,O,X,X,X,X,X,X
OSJILZT,O,X,O,X,X,X,O
OSJIZTL,X,X,O,X,X,X,X
OSJIZLT,O,X,O,X,X,X,O
OSJLTIZ,O,O,X,O,X,X,X
OSJLTZI,O,O,X,O,X,X,X
OSJLITZ,O,X,X,X,X,X,X
OSJLIZT,O,X,O,X,X,X,O
OSJLZTI,O,X,O,X,O,X,X
OSJLZIT,O,X,O,X,O,X,X
OSJZTIL,X,O,O,X,O,X,X
OSJZTLI,X,O,O,X,O,X,X
OSJZITL,X,X,O,X,O,X,X
OSJZILT,O,X,O,X,O,X,X
OSJZLTI,O,X,O,X,O,X,X
OSJZLIT,O,X,O,X,O,X,X
OSZTILJ,X,O,X,X,O,O,X
OSZTIJL,X,O,O,X,O,O,X
OSZTLIJ,X,O,X,X,O,O,X
OSZTLJI,X,O,O,X,O,O,X
OSZTJIL,X,O,O,X,O,O,X
OSZTJLI,X,O,O,X,O,O,X
OSZITLJ,X,X,X,X,O,X,X
OSZITJL,X,X,O,X,O,X,X
OSZILTJ,O,X,X,X,O,X,X
OSZILJT,O,X,X,X,O,X,X
OSZIJTL,X,X,O,X,O,X,X
OSZIJLT,O,X,O,X,O,X,X
OSZLTIJ,O,X,X,X,O,X,X
OSZLTJI,O,X,O,X,O,X,X
OSZLITJ,O,X,X,X,O,X,X
OSZLIJT,O,X,X,X,O,X,X
OSZLJTI,O,X,O,X,O,X,X
OSZLJIT,O,X,O,X,O,X,X
OSZJTIL,X,O,O,X,O,O,X
OSZJTLI,X,O,O,X,O,O,X
OSZJITL,X,X,O,X,O,X,X
OSZJILT,O,X,O,X,O,X,X
OSZJLTI,O,X,O,X,O,X,X
OSZJLIT,O,X,O,X,O,X,X
OZTILJS,X,X,X,X,X,X,X
OZTILSJ,X,X,X,X,X,X,X
OZTIJLS,X,X,X,X,X,X,X
OZTIJSL,X,O,X,X,X,O,X
OZTISLJ,X,O,X,X,O,O,X
OZTISJL,X,O,X,X,O,O,X
OZTLIJS,X,X,X,O,X,X,X
OZTLISJ,X,X,X,O,X,X,X
OZTLJIS,X,X,X,O,X,X,X
OZTLJSI,X,X,X,O,X,O,X
OZTLSIJ,X,X,X,O,O,O,X
OZTLSJI,X,X,X,O,O,O,X
OZTJILS,X,X,X,X,X,X,X
OZTJISL,X,O,O,X,X,O,X
OZTJLIS,X,X,X,O,X,X,X
OZTJLSI,X,X,X,O,X,O,X
OZTJSIL,X,O,O,X,X,O,X
OZTJSLI,X,O,O,X,X,O,X
OZTSILJ,X,O,X,X,O,O,X
OZTSIJL,X,O,O,X,O,O,X
OZTSLIJ,X,O,X,X,O,O,X
OZTSLJI,X,O,O,X,O,O,X
OZTSJIL,X,O,O,X,O,O,X
