sequence,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeFAJvhFXhB8mB?CjBWqBToBRwB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeuEJvhFFhB8mB?foB6oBTlBRwB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeCAJvhFXhB8mB?ziB+oBVqBRwB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeqEJvhF/lBFhB?8mBziB+oBRwB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeuEJvhF1lB6mB?xiBToB0qBXsB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeRAJvhFfoB6oB?WqBlmB0qBzrB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8Je/GJvhFClBxnB?UlBToBWwBFsB
JLIZOTS,O,X,O,O,X,X,X
JLIZOST,O,X,O,O,X,X,X
JLIOTSZ,X,X,O,O,X,X,X
JLIOTZS,O,X,O,O,X,X,X
JLIOSTZ,X,X,X,O,X,X,X
JLIOSZT,X,X,X,O,X,X,X
JLIOZTS,O,X,O,O,X,X,X
JLIOZST,O,X,O,O,X,X,X
JLSTIZO,X,O,X,X,X,O,X
JLSTIOZ,X,X,X,X,X,X,X
JLSTZIO,O,O,X,O,X,O,X
JLSTZOI,O,O,X,O,X,O,X
JLSTOIZ,X,X,X,X,X,X,X
JLSTOZI,X,X,X,O,X,O,X
JLSITZO,X,O,X,O,X,O,X
JLSITOZ,X,X,X,O,X,X,X
JLSIZTO,X,O,X,O,X,X,X
JLSIZOT,X,O,X,O,X,X,O
JLSIOTZ,X,X,X,O,X,X,X
JLSIOZT,X,O,X,O,X,X,O
JLSZTIO,O,O,X,O,X,O,X
JLSZTOI,O,O,X,O,X,O,X
JLSZITO,O,O,X,O,X,X,X
JLSZIOT,X,O,X,O,X,X,X
JLSZOTI,O,O,X,O,X,X,X
JLSZOIT,X,O,X,O,X,X,X
JLSOTIZ,X,X,X,X,X,X,X
JLSOTZI,X,X,X,O,X,O,X
JLSOITZ,X,X,X,O,X,X,X
JLSOIZT,X,O,X,O,X,X,X
JLSOZTI,X,O,X,O,X,X,X
JLSOZIT,X,O,X,O,X,X,X
JLZTISO,O,X,O,O,X,X,X
JLZTIOS,X,X,O,O,O,X,X
JLZTSIO,O,O,O,O,X,X,X
JLZTSOI,O,O,O,O,O,X,X
JLZTOIS,O,X,O,O,O,X,X
JLZTOSI,O,X,O,O,O,X,X
JLZITSO,O,O,O,O,X,X,X
JLZITOS,O,X,O,O,X,X,X
JLZISTO,O,O,O,O,X,X,X
JLZISOT,O,O,O,O,X,X,X
JLZIOTS,O,X,O,O,X,X,X
JLZIOST,O,X,O,O,X,X,X
JLZSTIO,O,O,O,O,X,X,X
JLZSTOI,O,O,O,O,X,X,X
JLZSITO,O,O,X,O,X,X,X
JLZSIOT,X,O,X,O,X,X,X
JLZSOTI,O,O,O,O,X,X,X
JLZSOIT,O,O,X,O,X,X,X
JLZOTIS,O,X,O,O,O,X,X
JLZOTSI,O,X,O,O,O,X,X
JLZOITS,O,X,O,O,O,X,X
JLZOIST,O,X,O,O,X,X,X
JLZOSTI,O,X,O,O,X,X,X
JLZOSIT,O,X,X,O,X,X,X
JLOTISZ,X,X,X,O,X,X,X
JLOTIZS,O,X,O,O,X,X,X
JLOTSIZ,X,X,X,X,X,X,X
JLOTSZI,O,X,O,O,X,X,X
JLOTZIS,O,X,O,O,X,X,X
JLOTZSI,O,X,O,O,X,X,X
JLOITSZ,X,X,O,O,X,X,X
JLOITZS,O,X,O,O,X,X,X
JLOISTZ,X,X,X,O,X,X,X
JLOISZT,X,X,X,O,X,X,X
JLOIZTS,O,X,O,O,O,X,X
JLOIZST,O,X,O,O,X,X,X
JLOSTIZ,X,X,X,X,X,X,X
JLOSTZI,O,X,X,O,X,X,X
JLOSITZ,X,X,X,O,X,X,X
JLOSIZT,X,X,X,O,X,X,X
JLOSZTI,O,X,X,O,X,X,X
JLOSZIT,O,X,X,O,X,X,X
JLOZTIS,O,X,O,O,O,X,X
JLOZTSI,O,X,O,O,O,X,X
JLOZITS,O,X,O,O,O,X,X
JLOZIST,O,X,O,O,X,X,X
JLOZSTI,O,X,O,O,X,X,X
JLOZSIT,O,X,X,O,X,X,X
JSTILZO,X,O,X,X,X,O,X
JSTILOZ,X,X,X,X,X,X,X
JSTIZLO,X,O,X,X,X,X,X
JSTIZOL,X,O,X,X,X,X,X
JSTIOLZ,X,X,X,X,X,X,X
JSTIOZL,X,X,X,X,X,X,X
JSTLIZO,X,O,X,X,X,O,X
JSTLIOZ,X,X,X,X,X,X,X
JSTLZIO,O,O,O,X,X,O,X
JSTLZOI,O,O,O,X,X,O,X
JSTLOIZ,X,X,X,X,X,X,X
JSTLOZI,X,X,O,X,X,O,X
JSTZILO,O,O,O,X,X,X,X
JSTZIOL,O,O,O,X,X,X,X
JSTZLIO,O,O,O,X,X,O,X
JSTZLOI,O,O,O,X,X,O,X
JSTZOIL,O,X,O,X,X,X,X
JSTZOLI,O,O,O,X,X,X,X
JSTOILZ,X,X,X,X,X,X,X
JSTOIZL,X,X,X,X,X,X,X
JSTOLIZ,X,X,X,X,X,X,X
JSTOLZI,O,X,O,X,X,O,X
JSTOZIL,O,X,O,X,X,X,X
JSTOZLI,O,X,O,X,X,X,X
JSITLZO,X,O,O,X,X,O,X
JSITLOZ,X,X,O,X,X,X,X
JSITZLO,X,O,O,X,X,X,X
JSITZOL,X,O,O,X,X,X,X
JSITOLZ,X,X,O,X,X,X,X
JSITOZL,X,X,O,X,X,X,X
JSILTZO,X,O,X,O,X,O,X
JSILTOZ,X,X,X,O,X,X,X
JSILZTO,X,O,X,O,X,X,X
JSILZOT,X,O,X,O,X,X,O
JSILOTZ,X,O,X,O,X,X,X
JSILOZT,X,O,X,O,X,X,O
JSIZTLO,X,O,O,X,X,X,X
JSIZTOL,X,O,O,X,X,X,X
JSIZLTO,X,O,O,O,X,X,X
JSIZLOT,X,O,O,O,X,X,X
JSIZOTL,X,O,O,X,X,X,X
JSIZOLT,X,O,O,O,X,X,X
JSIOTLZ,X,O,O,X,X,X,X
JSIOTZL,X,O,O,X,X,X,X
JSIOLTZ,X,O,X,O,X,X,X
JSIOLZT,X,O,X,O,X,X,X
JSIOZTL,X,O,O,X,X,X,X
JSIOZLT,X,O,O,O,X,X,X
JSLTIZO,X,O,X,X,X,O,X
JSLTIOZ,X,X,X,X,X,X,X
JSLTZIO,O,O,X,O,X,O,X
JSLTZOI,O,O,X,O,X,O,X
JSLTOIZ,X,X,X,X,X,X,X
JSLTOZI,X,X,X,O,X,O,X
JSLITZO,X,O,X,O,X,O,X
JSLITOZ,X,X,X,O,X,X,X
JSLIZTO,X,O,X,O,X,X,X
JSLIZOT,X,O,X,O,X,X,O
JSLIOTZ,X,O,X,O,X,X,X
JSLIOZT,X,O,X,O,X,X,O
JSLZTIO,O,O,X,O,X,O,X
JSLZTOI,O,O,X,O,X,O,X
JSLZITO,O,O,X,O,X,X,X
JSLZIOT,X,O,X,O,X,X,X
JSLZOTI,O,O,X,O,X,X,X
JSLZOIT,X,O,X,O,X,X,X
JSLOTIZ,X,X,X,X,X,X,X
JSLOTZI,X,O,X,O,X,O,X
JSLOITZ,X,X,X,O,X,X,X
JSLOIZT,X,O,X,O,X,X,X
JSLOZTI,X,O,X,O,X,X,X
JSLOZIT,X,O,X,O,X,X,X
JSZTILO,O,O,O,X,X,X,X
JSZTIOL,O,O,O,X,X,X,X
JSZTLIO,O,O,O,X,X,O,X
JSZTLOI,O,O,O,X,O,O,X
JSZTOIL,O,O,O,X,O,X,X
JSZTOLI,O,O,O,X,O,X,X
JSZITLO,O,O,O,X,X,X,X
JSZITOL,O,O,O,X,X,X,X
JSZILTO,O,O,O,O,X,X,X
JSZILOT,X,O,O,O,X,X,X
JSZIOTL,O,O,O,X,X,X,X
JSZIOLT,O,O,O,O,X,X,X
JSZLTIO,O,O,O,O,X,O,X
JSZLTOI,O,O,O,O,X,O,X
JSZLITO,O,O,X,O,X,X,X
JSZLIOT,X,O,X,O,X,X,X
JSZLOTI,O,O,O,O,X,X,X
JSZLOIT,O,O,X,O,X,X,X
JSZOTIL,O,O,O,X,O,X,X
JSZOTLI,O,O,O,X,O,X,X
JSZOITL,O,O,O,X,O,X,X
JSZOILT,O,O,O,O,X,X,X
JSZOLTI,O,O,O,O,X,X,X
JSZOLIT,O,O,X,O,X,X,X
JSOTILZ,X,X,X,X,X,X,X
JSOTIZL,X,X,X,X,X,X,X
JSOTLIZ,X,X,X,X,X,X,X
JSOTLZI,O,O,O,X,X,O,X
JSOTZIL,O,O,O,X,X,X,X
JSOTZLI,O,O,O,X,X,X,X
JSOITLZ,X,X,O,X,X,X,X
JSOITZL,X,X,O,X,X,X,X
JSOILTZ,X,X,X,O,X,X,X
JSOILZT,X,O,X,O,X,X,X
JSOIZTL,X,O,O,X,O,X,X
JSOIZLT,X,O,O,O,X,X,X
JSOLTIZ,X,X,X,X,X,X,X
JSOLTZI,O,O,X,O,X,O,X
JSOLITZ,X,X,X,O,X,X,X
JSOLIZT,X,O,X,O,X,X,X
JSOLZTI,O,O,X,O,X,X,X
JSOLZIT,O,O,X,O,X,X,X
JSOZTIL,O,O,O,X,O,X,X
JSOZTLI,O,O,O,X,O,X,X
JSOZITL,O,O,O,X,O,X,X
JSOZILT,O,O,O,O,X,X,X
JSOZLTI,O,O,O,O,X,X,X
JSOZLIT,O,O,X,O,X,X,X
JZTILSO,O,O,O,O,X,X,X
JZTILOS,X,X,O,O,O,X,X
JZTISLO,O,O,O,X,X,X,X
JZTISOL,O,O,O,X,X,X,X
JZTIOLS,O,X,O,O,O,X,X
JZTIOSL,O,O,O,X,O,X,X
JZTLISO,O,X,O,O,X,X,X
JZTLIOS,X,X,O,O,O,X,X
JZTLSIO,O,O,O,O,X,X,X
JZTLSOI,O,O,O,O,O,X,X
JZTLOIS,O,X,O,O,O,X,X
JZTLOSI,O,X,O,O,O,X,X
JZTSILO,O,O,O,X,X,X,X
JZTSIOL,O,O,O,X,X,X,X
JZTSLIO,O,O,O,X,X,O,X
JZTSLOI,O,O,O,X,O,O,X
JZTSOIL,O,O,O,X,O,X,X
JZTSOLI,O,O,O,X,O,X,X
JZTOILS,O,X,O,O,O,X,X
JZTOISL,O,O,O,X,O,X,X
JZTOLIS,O,X,O,O,O,X,X
JZTOLSI,O,O,O,O,O,X,X
JZTOSIL,O,O,O,X,O,X,X
JZTOSLI,O,O,O,X,O,X,X
JZITLSO,O,O,O,O,X,X,X
JZITLOS,O,X,O,O,O,X,X
JZITSLO,O,O,O,X,X,X,X
JZITSOL,O,O,O,X,X,X,X
JZITOLS,O,O,O,O,O,X,X
JZITOSL,O,O,O,X,O,X,X
JZILTSO,O,O,O,O,X,X,X
JZILTOS,O,X,O,O,X,X,X
JZILSTO,O,O,O,O,X,X,X
JZILSOT,O,O,O,O,X,X,X
JZILOTS,O,X,O,O,X,X,X
JZILOST,O,X,O,O,X,X,X
JZISTLO,O,O,O,X,X,X,X
JZISTOL,O,O,O,X,X,X,X
JZISLTO,O,O,O,O,X,X,X
JZISLOT,O,O,O,O,X,X,X
JZISOTL,O,O,O,X,X,X,X
JZISOLT,O,O,O,O,X,X,X
JZIOTLS,O,O,O,O,O,X,X
JZIOTSL,O,O,O,X,O,X,X
JZIOLTS,O,O,O,O,O,X,X
JZIOLST,O,O,O,O,X,X,X
JZIOSTL,O,O,O,X,O,X,X
JZIOSLT,O,O,O,O,X,X,X
JZLTISO,O,X,O,O,X,X,X
JZLTIOS,X,X,O,O,O,X,X
JZLTSIO,O,O,O,O,X,X,X
JZLTSOI,O,O,O,O,O,X,X
JZLTOIS,O,X,O,O,O,X,X
JZLTOSI,O,X,O,O,O,X,X
JZLITSO,O,O,O,O,X,X,X
JZLITOS,O,X,O,O,X,X,X
JZLISTO,O,O,O,O,X,X,X
JZLISOT,O,O,O,O,X,X,X
JZLIOTS,O,X,O,O,X,X,X
JZLIOST,O,X,O,O,X,X,X
JZLSTIO,O,O,O,O,X,X,X
JZLSTOI,O,O,O,O,X,X,X
JZLSITO,O,O,X,O,X,X,X
JZLSIOT,X,O,X,O,X,X,X
JZLSOTI,O,O,O,O,X,X,X
JZLSOIT,O,O,X,O,X,X,X
JZLOTIS,O,X,O,O,O,X,X
JZLOTSI,O,X,O,O,O,X,X
JZLOITS,O,X,O,O,O,X,X
JZLOIST,O,X,O,O,X,X,X
JZLOSTI,O,X,O,O,X,X,X
JZLOSIT,O,X,X,O,X,X,X
JZSTILO,O,O,O,X,X,X,X
JZSTIOL,O,O,O,X,X,X,X
JZSTLIO,O,O,O,X,X,O,X
JZSTLOI,O,O,O,X,O,O,X
JZSTOIL,O,O,O,X,O,X,X
JZSTOLI,O,O,O,X,O,X,X
JZSITLO,O,O,O,X,X,X,X
JZSITOL,O,O,O,X,X,X,X
JZSILTO,O,O,O,O,X,X,X
JZSILOT,X,O,O,O,X,X,X
JZSIOTL,O,O,O,X,X,X,X
JZSIOLT,O,O,O,O,X,X,X
JZSLTIO,O,O,O,O,X,O,X
JZSLTOI,O,O,O,O,X,O,X
JZSLITO,O,O,X,O,X,X,X
JZSLIOT,X,O,X,O,X,X,X
JZSLOTI,O,O,O,O,X,X,X
JZSLOIT,O,O,X,O,X,X,X
JZSOTIL,O,O,O,X,O,X,X
JZSOTLI,O,O,O,X,O,X,X
JZSOITL,O,O,O,X,O,X,X
JZSOILT,O,O,O,O,X,X,X
JZSOLTI,O,O,O,O,X,X,X
JZSOLIT,O,O,X,O,X,X,X
JZOTILS,O,X,O,O,O,X,X
JZOTISL,O,O,O,X,O,X,X
JZOTLIS,O,X,O,O,O,X,X
JZOTLSI,O,O,O,O,O,X,X
JZOTSIL,O,O,O,X,O,X,X
JZOTSLI,O,O,O,X,O,X,X
JZOITLS,O,X,O,O,O,X,X
JZOITSL,O,O,O,X,O,X,X
JZOILTS,O,X,O,O,O,X,X
JZOILST,O,X,O,O,X,X,X
JZOISTL,O,O,O,X,O,X,X
JZOISLT,O,O,O,O,X,X,X
JZOLTIS,O,X,O,O,O,X,X
JZOLTSI,O,O,O,O,O,X,X
JZOLITS,O,X,O,O,O,X,X
JZOLIST,O,X,O,O,X,X,X
JZOLSTI,O,O,O,O,X,X,X
JZOLSIT,O,O,X,O,X,X,X
JZOSTIL,O,O,O,X,O,X,X
JZOSTLI,O,O,O,X,O,X,X
JZOSITL,O,O,O,X,O,X,X
JZOSILT,O,O,O,O,X,X,X
JZOSLTI,O,O,O,O,X,X,X
JZOSLIT,O,O,X,O,X,X,X
JOTILSZ,X,X,O,O,X,X,X
JOTILZS,O,X,O,O,X,X,X
JOTISLZ,X,X,O,X,X,X,X
JOTISZL,X,X,O,X,X,X,X
JOTIZLS,O,X,O,O,O,X,X
JOTIZSL,O,X,O,X,O,X,X
JOTLISZ,X,X,X,O,X,X,X
JOTLIZS,O,X,O,O,X,X,X
JOTLSIZ,X,X,X,X,X,X,X
JOTLSZI,O,X,O,O,X,X,X
JOTLZIS,O,X,O,O,X,X,X
JOTLZSI,O,X,O,O,X,X,X
JOTSILZ,X,X,X,X,X,X,X
JOTSIZL,X,X,X,X,X,X,X
JOTSLIZ,X,X,X,X,X,X,X
JOTSLZI,O,O,O,X,X,O,X
JOTSZIL,O,O,O,X,X,X,X
JOTSZLI,O,O,O,X,X,X,X
JOTZILS,O,X,O,O,O,X,X
JOTZISL,O,O,O,X,O,X,X
JOTZLIS,O,X,O,O,O,X,X
JOTZLSI,O,O,O,O,O,X,X
JOTZSIL,O,O,O,X,O,X,X
JOTZSLI,O,O,O,X,O,X,X
JOITLSZ,O,X,O,O,X,X,X
JOITLZS,O,X,O,O,X,X,X
JOITSLZ,O,X,O,X,X,X,X
JOITSZL,O,X,O,X,X,X,X
JOITZLS,O,X,O,O,O,X,X
JOITZSL,O,X,O,X,O,X,X
JOILTSZ,O,X,O,O,X,X,X
JOILTZS,O,X,O,O,X,X,X
JOILSTZ,O,X,X,O,X,X,X
JOILSZT,O,X,X,O,X,X,X
JOILZTS,O,X,O,O,O,X,X
JOILZST,O,X,O,O,X,X,X
JOISTLZ,O,X,O,X,X,X,X
JOISTZL,O,X,O,X,X,X,X
JOISLTZ,O,X,X,O,X,X,X
JOISLZT,O,O,X,O,X,X,X
JOISZTL,O,O,O,X,O,X,X
JOISZLT,O,O,O,O,X,X,X
JOIZTLS,O,X,O,O,O,X,X
JOIZTSL,O,O,O,X,O,X,X
JOIZLTS,O,X,O,O,O,X,X
JOIZLST,O,X,O,O,X,X,X
JOIZSTL,O,O,O,X,O,X,X
JOIZSLT,O,O,O,O,X,X,X
JOLTISZ,X,X,X,O,X,X,X
JOLTIZS,O,X,O,O,X,X,X
JOLTSIZ,X,X,X,X,X,X,X
JOLTSZI,O,X,O,O,X,X,X
JOLTZIS,O,X,O,O,X,X,X
JOLTZSI,O,X,O,O,X,X,X
JOLITSZ,O,X,O,O,X,X,X
JOLITZS,O,X,O,O,X,X,X
JOLISTZ,O,X,X,O,X,X,X
JOLISZT,O,X,X,O,X,X,X
JOLIZTS,O,X,O,O,O,X,X
JOLIZST,O,X,O,O,X,X,X
JOLSTIZ,X,X,X,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X
JOLSITZ,X,X,X,O,X,X,X
JOLSIZT,X,O,X,O,X,X,X
JOLSZTI,O,O,X,O,X,X,X
JOLSZIT,O,O,X,O,X,X,X
JOLZTIS,O,X,O,O,O,X,X
JOLZTSI,O,O,O,O,O,X,X
JOLZITS,O,X,O,O,O,X,X
JOLZIST,O,X,O,O,X,X,X
JOLZSTI,O,O,O,O,X,X,X
JOLZSIT,O,O,X,O,X,X,X
JOSTILZ,X,X,X,X,X,X,X
JOSTIZL,X,X,X,X,X,X,X
JOSTLIZ,X,X,X,X,X,X,X
JOSTLZI,O,O,O,X,X,O,X
JOSTZIL,O,O,O,X,X,X,X
JOSTZLI,O,O,O,X,X,X,X
JOSITLZ,X,X,O,X,X,X,X
JOSITZL,X,X,O,X,X,X,X
JOSILTZ,X,X,X,O,X,X,X
JOSILZT,X,O,X,O,X,X,X
JOSIZTL,X,O,O,X,O,X,X
JOSIZLT,X,O,O,O,X,X,X
JOSLTIZ,X,X,X,X,X,X,X
JOSLTZI,O,O,X,O,X,O,X
JOSLITZ,X,X,X,O,X,X,X
JOSLIZT,X,O,X,O,X,X,X
JOSLZTI,O,O,X,O,X,X,X
JOSLZIT,O,O,X,O,X,X,X
JOSZTIL,O,O,O,X,O,X,X
JOSZTLI,O,O,O,X,O,X,X
JOSZITL,O,O,O,X,O,X,X
JOSZILT,O,O,O,O,X,X,X
JOSZLTI,O,O,O,O,X,X,X
JOSZLIT,O,O,X,O,X,X,X
JOZTILS,O,X,O,O,O,X,X
JOZTISL,O,O,O,X,O,X,X
JOZTLIS,O,X,O,O,O,X,X
JOZTLSI,O,O,O,O,O,X,X
JOZTSIL,O,O,O,X,O,X,X
JOZTSLI,O,O,O,X,O,X,X
JOZITLS,O,X,O,O,O,X,X
JOZITSL,O,O,O,X,O,X,X
JOZILTS,O,X,O,O,O,X,X
JOZILST,O,X,O,O,X,X,X
JOZISTL,O,O,O,X,O,X,X
JOZISLT,O,O,O,O,X,X,X
JOZLTIS,O,X,O,O,O,X,X
JOZLTSI,O,O,O,O,O,X,X
JOZLITS,O,X,O,O,O,X,X
JOZLIST,O,X,O,O,X,X,X
JOZLSTI,O,O,O,O,X,X,X
JOZLSIT,O,O,X,O,X,X,X
JOZSTIL,O,O,O,X,O,X,X
JOZSTLI,O,O,O,X,O,X,X
JOZSITL,O,O,O,X,O,X,X
JOZSILT,O,O,O,O,X,X,X
JOZSLTI,O,O,O,O,X,X,X
JOZSLIT,O,O,X,O,X,X,X
STILJZO,X,O,X,X,X,O,X
STILJOZ,X,X,X,X,X,X,X
STILZJO,X,O,X,X,X,X,X
STILZOJ,X,O,X,X,X,X,O
STILOJZ,X,O,X,X,X,X,X
STILOZJ,X,O,X,X,X,X,O
STIJLZO,X,O,X,X,X,O,X
STIJLOZ,X,X,X,X,X,X,X
STIJZLO,X,O,X,X,X,X,X
STIJZOL,X,O,X,X,X,X,X
STIJOLZ,X,X,X,X,X,X,X
STIJOZL,X,X,X,X,X,X,X
STIZLJO,X,O,X,X,X,X,X
STIZLOJ,X,O,X,X,X,X,X
STIZJLO,X,O,X,X,X,X,X
STIZJOL,X,O,X,X,X,X,X
STIZOLJ,X,O,X,X,X,X,X
STIZOJL,X,O,X,X,X,X,X
STIOLJZ,X,O,X,X,X,X,X
STIOLZJ,X,O,X,X,X,X,X
STIOJLZ,X,O,X,X,X,X,X
STIOJZL,X,O,X,X,X,X,X
STIOZLJ,X,O,X,X,X,X,X
STIOZJL,X,O,X,X,X,X,X
STLIJZO,X,O,X,X,X,O,X
STLIJOZ,X,X,X,X,X,X,X
STLIZJO,X,O,X,X,X,X,X
STLIZOJ,X,O,X,X,X,X,O
STLIOJZ,X,O,X,X,X,X,X
STLIOZJ,X,O,X,X,X,X,O
STLJIZO,X,O,X,X,X,O,X
STLJIOZ,X,X,X,X,X,X,X
STLJZIO,X,O,O,X,X,O,X
STLJZOI,X,O,O,X,X,O,X
STLJOIZ,X,X,X,X,X,X,X
STLJOZI,X,X,O,X,X,O,X
STLZIJO,X,O,O,X,X,X,X
STLZIOJ,X,O,X,X,X,X,X
STLZJIO,X,O,O,X,X,O,X
STLZJOI,X,O,O,X,X,O,X
STLZOIJ,X,O,X,X,X,X,X
STLZOJI,X,O,O,X,X,X,X
STLOIJZ,X,X,X,X,X,X,X
STLOIZJ,X,X,X,X,X,X,X
STLOJIZ,X,X,X,X,X,X,X
STLOJZI,X,O,X,X,X,O,X
STLOZIJ,X,O,X,X,X,X,X
STLOZJI,X,O,X,X,X,X,X
STJILZO,X,O,X,X,X,O,X
STJILOZ,X,X,X,X,X,X,X
STJIZLO,X,O,X,X,X,X,X
STJIZOL,X,O,X,X,X,X,X
STJIOLZ,X,X,X,X,X,X,X
STJIOZL,X,X,X,X,X,X,X
STJLIZO,X,O,X,X,X,O,X
STJLIOZ,X,X,X,X,X,X,X
STJLZIO,X,O,O,X,X,O,X
STJLZOI,X,O,O,X,X,O,X
STJLOIZ,X,X,X,X,X,X,X
STJLOZI,X,X,O,X,X,O,X
STJZILO,X,O,O,X,X,X,X
STJZIOL,X,O,O,X,X,X,X
STJZLIO,X,O,O,X,X,O,X
STJZLOI,X,O,O,X,X,O,X
STJZOIL,X,X,O,X,X,X,X
STJZOLI,X,O,O,X,X,X,X
STJOILZ,X,X,X,X,X,X,X
STJOIZL,X,X,X,X,X,X,X
STJOLIZ,X,X,X,X,X,X,X
STJOLZI,X,X,O,X,X,O,X
STJOZIL,X,X,O,X,X,X,X
STJOZLI,X,X,O,X,X,X,X
STZILJO,X,O,O,X,X,X,X
STZILOJ,X,O,X,X,X,X,X
STZIJLO,X,O,O,X,X,X,X
STZIJOL,X,O,O,X,X,X,X
STZIOLJ,X,O,X,X,X,X,X
STZIOJL,X,O,X,X,X,X,X
STZLIJO,X,O,O,X,X,X,X
STZLIOJ,X,O,X,X,X,X,X
STZLJIO,X,O,O,X,X,O,X
STZLJOI,X,O,O,X,X,O,X
STZLOIJ,X,O,X,X,X,X,X
STZLOJI,X,O,O,X,X,X,X
STZJILO,X,O,O,X,X,X,X
STZJIOL,X,O,O,X,X,X,X
STZJLIO,X,O,O,X,X,O,X
STZJLOI,X,O,O,X,X,O,X
STZJOIL,X,O,O,X,X,X,X
STZJOLI,X,O,O,X,X,X,X
STZOILJ,X,O,X,X,X,X,X
STZOIJL,X,O,X,X,X,X,X
STZOLIJ,X,O,X,X,X,X,X
STZOLJI,X,O,O,X,X,X,X
STZOJIL,X,O,O,X,X,X,X
STZOJLI,X,O,O,X,X,X,X
STOILJZ,X,X,X,X,X,X,X
STOILZJ,X,X,X,X,X,X,X
STOIJLZ,X,X,X,X,X,X,X
STOIJZL,X,X,X,X,X,X,X
STOIZLJ,X,X,X,X,X,X,X
STOIZJL,X,X,X,X,X,X,X
STOLIJZ,X,X,X,X,X,X,X
STOLIZJ,X,X,X,X,X,X,X
STOLJIZ,X,X,X,X,X,X,X
STOLJZI,X,O,X,X,X,O,X
STOLZIJ,X,O,X,X,X,X,X
STOLZJI,X,O,X,X,X,X,X
STOJILZ,X,X,X,X,X,X,X
STOJIZL,X,X,X,X,X,X,X
STOJLIZ,X,X,X,X,X,X,X
STOJLZI,X,O,X,X,X,O,X
STOJZIL,X,O,X,X,X,X,X
STOJZLI,X,O,X,X,X,X,X
STOZILJ,X,O,X,X,X,X,X
STOZIJL,X,O,X,X,X,X,X
STOZLIJ,X,O,X,X,X,X,X
STOZLJI,X,O,X,X,X,X,X
STOZJIL,X,O,X,X,X,X,X
STOZJLI,X,O,X,X,X,X,X
SITLJZO,X,O,O,X,X,O,X
SITLJOZ,X,X,O,X,X,X,X
SITLZJO,X,O,O,X,X,X,X
SITLZOJ,X,O,O,X,X,X,O
SITLOJZ,X,O,X,X,X,X,X
SITLOZJ,X,O,X,X,X,X,O
SITJLZO,X,O,O,X,X,O,X
SITJLOZ,X,X,O,X,X,X,X
SITJZLO,X,O,O,X,X,X,X
SITJZOL,X,O,O,X,X,X,X
SITJOLZ,X,X,O,X,X,X,X
SITJOZL,X,X,O,X,X,X,X
SITZLJO,X,O,O,X,X,X,X
SITZLOJ,X,O,O,X,X,X,X
SITZJLO,X,O,O,X,X,X,X
SITZJOL,X,O,O,X,X,X,X
SITZOLJ,X,O,O,X,X,X,X
SITZOJL,X,O,O,X,X,X,X
SITOLJZ,X,O,X,X,X,X,X
SITOLZJ,X,O,X,X,X,X,X
SITOJLZ,X,O,X,X,X,X,X
SITOJZL,X,O,X,X,X,X,X
SITOZLJ,X,O,X,X,X,X,X
SITOZJL,X,O,X,X,X,X,X
SILTJZO,X,O,X,O,X,O,X
SILTJOZ,X,X,X,O,X,X,X
SILTZJO,X,O,X,O,X,X,X
SILTZOJ,X,O,X,O,X,X,O
SILTOJZ,X,O,X,X,X,X,X
SILTOZJ,X,O,X,X,X,X,O
SILJTZO,O,O,X,O,X,O,X
SILJTOZ,X,X,X,O,X,X,X
SILJZTO,O,O,X,O,X,X,X
SILJZOT,O,O,X,O,X,X,O
SILJOTZ,X,O,X,O,X,X,X
SILJOZT,X,O,X,O,X,X,O
SILZTJO,O,O,X,O,X,X,X
SILZTOJ,O,O,X,O,X,X,O
SILZJTO,O,O,X,O,X,X,X
SILZJOT,O,O,X,O,X,X,O
SILZOTJ,O,O,X,O,X,X,O
SILZOJT,O,O,X,O,X,X,O
SILOTJZ,X,O,X,X,X,X,X
SILOTZJ,X,O,X,X,X,X,O
SILOJTZ,X,O,X,O,X,X,X
SILOJZT,X,O,X,O,X,X,O
SILOZTJ,X,O,X,O,X,X,O
SILOZJT,X,O,X,O,X,X,O
SIJTLZO,O,O,O,X,X,O,X
SIJTLOZ,X,X,O,X,X,X,X
SIJTZLO,O,O,O,X,X,X,X
SIJTZOL,O,O,O,X,X,X,X
SIJTOLZ,O,X,O,X,X,X,X
SIJTOZL,O,X,O,X,X,X,X
SIJLTZO,O,O,X,O,X,O,X
SIJLTOZ,X,X,X,O,X,X,X
SIJLZTO,O,O,X,O,X,X,X
SIJLZOT,O,O,X,O,X,X,O
SIJLOTZ,X,O,X,O,X,X,X
SIJLOZT,X,O,X,O,X,X,O
SIJZTLO,O,O,O,X,X,X,X
SIJZTOL,O,O,O,X,X,X,X
SIJZLTO,O,O,O,O,X,X,X
SIJZLOT,O,O,O,O,X,X,X
SIJZOTL,O,O,O,X,X,X,X
SIJZOLT,O,O,O,O,X,X,X
SIJOTLZ,O,O,O,X,X,X,X
