sequence,v115@RhA8AeB8EeG8BeB8Je/EJvhFUgBRhBGjBTmBisBlsB,v115@RhA8AeB8EeG8BeB8JeaGJvhFumB3iBcoBxkBlkBTsB,v115@RhA8AeB8EeG8BeB8Jex/IvhFcnBTjBlkBGmBimB3sB,v115@RhA8AeB8EeG8BeB8Je/EJvhFFgBxhBTjBUmBisBGsB,v115@RhA8AeB8EeG8BeB8Je/EJvhFRgBzhBmlBFoBCoBUsB,v115@RhA8AeB8EeG8BeB8Je/EJvhFUgBxiBimBFoBGmBTsB,v115@RhA8AeB8EeG8BeB8JeaGJvhFzhBWoBxkBlkBXoBUsB,v115@RhA8AeB8EeG8BeB8Je/EJvhFUgBamBTjBRsBGsBFsB,v115@RhA8AeB8EeG8BeB8Je2EJvhFFmBxnBClB0mBXoBTsB,v115@RhA8AeB8EeG8BeB8JeaGJvhFWoBxkBzmBlkBXoBUsB
JIOSZTL,O,O,O,X,X,X,X,X,X,X
JIOSZLT,O,O,X,X,X,X,X,O,X,X
JIOZTLS,X,O,X,X,X,X,O,X,X,X
JIOZTSL,X,O,X,X,X,X,X,X,X,X
JIOZLTS,X,O,X,X,X,X,O,X,X,O
JIOZLST,X,O,X,X,X,X,O,X,X,O
JIOZSTL,O,O,X,X,X,X,X,X,X,X
JIOZSLT,O,O,X,X,X,X,O,X,X,X
JLTISZO,X,X,O,X,X,O,X,X,O,X
JLTISOZ,X,X,O,X,X,X,X,X,O,X
JLTIZSO,X,O,X,X,X,X,X,X,O,X
JLTIZOS,X,X,X,X,X,X,O,X,O,X
JLTIOSZ,X,X,O,X,X,X,X,X,O,O
JLTIOZS,X,O,X,X,X,X,X,X,O,O
JLTSIZO,X,X,O,X,O,O,X,X,X,X
JLTSIOZ,X,X,O,X,X,X,X,X,X,X
JLTSZIO,O,X,O,X,O,O,X,X,X,X
JLTSZOI,O,X,O,X,O,O,X,X,X,X
JLTSOIZ,O,X,O,X,X,X,X,X,X,X
JLTSOZI,O,X,O,X,X,X,X,X,X,X
JLTZISO,X,O,X,X,X,X,X,X,X,X
JLTZIOS,X,X,X,X,X,X,O,X,X,X
JLTZSIO,X,O,X,X,O,X,X,X,X,X
JLTZSOI,X,X,X,X,O,X,X,X,X,X
JLTZOIS,X,X,X,X,X,X,O,X,X,X
JLTZOSI,X,X,X,X,O,X,X,X,X,X
JLTOISZ,O,X,O,X,X,X,X,X,X,O
JLTOIZS,X,O,X,X,X,X,X,X,X,O
JLTOSIZ,O,X,O,X,X,X,X,X,X,X
JLTOSZI,O,X,O,X,X,X,X,X,X,X
JLTOZIS,X,O,X,X,X,X,X,X,X,X
JLTOZSI,X,O,X,X,X,X,X,X,X,X
JLITSZO,X,X,X,X,X,X,X,X,O,X
JLITSOZ,X,X,X,X,X,X,X,X,O,X
JLITZSO,X,O,X,X,X,X,X,X,O,X
JLITZOS,X,X,X,X,X,X,O,X,O,X
JLITOSZ,X,X,X,X,X,X,X,X,O,O
JLITOZS,X,O,X,X,X,X,X,X,O,O
JLISTZO,X,X,X,X,X,X,X,O,X,X
JLISTOZ,X,X,X,X,X,X,X,O,X,X
JLISZTO,O,O,X,X,X,X,X,O,X,X
JLISZOT,O,O,X,X,X,X,O,O,X,X
JLISOTZ,O,X,X,X,X,X,X,O,X,O
JLISOZT,O,O,X,X,X,X,X,O,X,O
JLIZTSO,X,O,X,X,X,X,X,X,X,X
JLIZTOS,X,X,X,X,X,X,O,X,X,X
JLIZSTO,X,O,X,X,X,X,X,X,X,X
JLIZSOT,X,O,X,X,X,X,O,X,X,X
JLIZOTS,X,O,X,X,X,X,O,X,X,O
JLIZOST,X,O,X,X,X,X,O,X,X,O
JLIOTSZ,O,X,X,X,X,X,X,X,X,O
JLIOTZS,X,O,X,X,X,X,X,X,X,O
JLIOSTZ,O,X,X,X,X,X,X,O,X,O
JLIOSZT,O,O,X,X,X,X,X,O,X,O
JLIOZTS,X,O,X,X,X,X,O,X,X,O
JLIOZST,O,O,X,X,X,X,O,X,X,O
JLSTIZO,X,X,O,X,O,O,X,X,X,X
JLSTIOZ,X,X,O,X,X,X,X,X,X,X
JLSTZIO,O,X,O,O,O,O,X,X,X,X
JLSTZOI,O,X,O,O,O,O,X,X,X,X
JLSTOIZ,O,X,O,X,X,X,X,X,X,X
JLSTOZI,O,X,O,O,X,X,X,X,X,X
JLSITZO,X,X,X,X,O,X,X,O,X,X
JLSITOZ,X,X,X,X,X,X,X,O,X,X
JLSIZTO,O,O,X,X,O,X,X,O,X,X
JLSIZOT,O,O,X,X,O,X,O,O,X,X
JLSIOTZ,O,X,X,X,X,X,X,O,X,O
JLSIOZT,O,O,X,X,X,X,X,O,X,O
JLSZTIO,O,O,O,O,O,O,X,X,X,X
JLSZTOI,O,X,O,O,O,O,X,X,X,X
JLSZITO,O,O,X,O,O,X,X,O,X,X
JLSZIOT,O,O,X,O,O,X,O,O,X,X
JLSZOTI,O,X,O,O,O,X,X,X,X,X
JLSZOIT,O,O,X,O,O,X,O,O,X,X
JLSOTIZ,O,X,O,X,X,X,X,X,X,X
JLSOTZI,O,X,O,O,X,X,X,X,X,X
JLSOITZ,O,X,X,X,X,X,X,O,X,O
JLSOIZT,O,O,X,X,X,X,X,O,X,O
JLSOZTI,O,O,O,O,X,X,X,X,X,X
JLSOZIT,O,O,X,O,X,X,X,O,X,X
JLZTISO,X,O,X,X,X,X,X,X,X,X
JLZTIOS,X,X,X,X,X,X,O,X,X,X
JLZTSIO,X,O,X,X,O,X,X,X,X,X
JLZTSOI,X,X,X,X,O,X,X,X,X,X
JLZTOIS,X,X,X,X,X,X,O,X,X,X
JLZTOSI,X,X,X,X,O,X,X,X,X,X
JLZITSO,X,O,X,X,X,X,X,X,X,X
JLZITOS,X,X,X,X,X,X,O,X,X,X
JLZISTO,X,O,X,O,X,X,X,X,X,X
JLZISOT,X,O,X,O,X,X,O,X,X,X
JLZIOTS,X,O,X,X,X,X,O,X,X,O
JLZIOST,X,O,X,O,X,X,O,X,X,O
JLZSTIO,O,O,X,O,O,X,X,X,X,X
JLZSTOI,O,X,X,O,O,X,X,X,X,X
JLZSITO,O,O,X,O,O,X,X,X,X,X
JLZSIOT,O,O,X,O,O,X,O,X,X,X
JLZSOTI,O,X,X,O,O,X,X,X,X,X
JLZSOIT,O,O,X,O,O,X,O,X,X,X
JLZOTIS,X,O,X,X,X,X,O,X,X,X
JLZOTSI,X,O,X,X,O,X,X,X,X,X
JLZOITS,X,O,X,X,X,X,O,X,X,O
JLZOIST,O,O,X,O,X,X,O,X,X,O
JLZOSTI,O,O,X,O,O,X,X,X,X,X
JLZOSIT,O,O,X,O,O,X,O,X,X,X
JLOTISZ,O,X,O,X,X,X,X,X,X,O
JLOTIZS,X,O,X,X,X,X,X,X,X,O
JLOTSIZ,O,X,O,X,X,X,X,X,X,X
JLOTSZI,O,X,O,X,X,X,X,X,X,X
JLOTZIS,X,O,X,X,X,X,X,X,X,X
JLOTZSI,X,O,X,X,X,X,X,X,X,X
JLOITSZ,O,X,X,X,X,X,X,X,X,O
JLOITZS,X,O,X,X,X,X,X,X,X,O
JLOISTZ,O,X,X,X,X,X,X,O,X,O
JLOISZT,O,O,X,X,X,X,X,O,X,O
JLOIZTS,X,O,X,X,X,X,O,X,X,O
JLOIZST,O,O,X,X,X,X,O,X,X,O
JLOSTIZ,O,X,O,X,X,X,X,X,X,X
JLOSTZI,O,X,O,O,X,X,X,X,X,X
JLOSITZ,O,X,X,X,X,X,X,O,X,O
JLOSIZT,O,O,X,X,X,X,X,O,X,O
JLOSZTI,O,O,O,O,X,X,X,X,X,X
JLOSZIT,O,O,X,O,X,X,X,O,X,X
JLOZTIS,X,O,X,X,X,X,O,X,X,X
JLOZTSI,X,O,X,X,X,X,X,X,X,X
JLOZITS,X,O,X,X,X,X,O,X,X,O
JLOZIST,O,O,X,O,X,X,O,X,X,O
JLOZSTI,O,O,X,O,X,X,X,X,X,X
JLOZSIT,O,O,X,O,X,X,O,X,X,X
JSTILZO,X,X,O,X,O,O,X,X,O,X
JSTILOZ,X,X,O,X,X,X,X,X,O,X
JSTIZLO,X,X,O,X,O,O,X,X,O,X
JSTIZOL,X,X,O,X,O,X,X,X,O,X
JSTIOLZ,X,X,O,X,X,X,X,X,O,X
JSTIOZL,X,X,O,X,O,X,X,X,O,X
JSTLIZO,X,X,O,X,O,O,X,X,X,X
JSTLIOZ,X,X,O,X,X,X,X,X,X,X
JSTLZIO,O,X,O,O,O,O,X,X,X,X
JSTLZOI,O,X,O,O,O,O,X,X,X,X
JSTLOIZ,O,X,O,X,X,X,X,X,X,X
JSTLOZI,O,X,O,O,X,X,X,X,X,X
JSTZILO,O,X,O,O,O,O,X,X,X,X
JSTZIOL,O,X,O,O,O,X,X,X,X,X
JSTZLIO,O,X,O,O,O,O,X,X,X,X
JSTZLOI,O,X,O,O,O,O,X,X,X,X
JSTZOIL,O,X,O,O,O,X,X,X,X,X
JSTZOLI,O,X,O,O,O,X,X,X,X,X
JSTOILZ,X,X,O,X,X,X,X,X,X,X
JSTOIZL,O,X,O,X,O,X,X,X,X,X
JSTOLIZ,O,X,O,X,X,X,X,X,X,X
JSTOLZI,O,X,O,O,X,X,X,X,X,X
JSTOZIL,O,X,O,O,O,X,X,X,X,X
JSTOZLI,O,X,O,O,O,X,X,X,X,X
JSITLZO,X,X,O,X,O,X,X,X,O,X
JSITLOZ,X,X,O,X,X,X,X,X,O,X
JSITZLO,X,X,O,X,O,X,X,X,O,X
JSITZOL,X,X,O,X,O,X,X,X,O,X
JSITOLZ,X,X,O,X,X,X,X,X,O,X
JSITOZL,X,X,O,X,O,X,X,X,O,X
JSILTZO,X,X,X,X,O,X,X,O,X,X
JSILTOZ,X,X,X,X,X,X,X,O,X,X
JSILZTO,O,O,X,X,O,X,X,O,X,X
JSILZOT,O,O,X,X,O,X,O,O,X,X
JSILOTZ,O,X,X,X,X,X,X,O,X,O
JSILOZT,O,O,X,X,X,X,X,O,X,O
JSIZTLO,O,O,O,X,O,X,X,X,X,X
JSIZTOL,O,X,O,X,O,X,X,X,X,X
JSIZLTO,O,O,X,X,O,X,X,O,X,X
JSIZLOT,O,O,X,X,O,X,O,O,X,X
JSIZOTL,O,X,O,X,O,X,X,X,X,X
JSIZOLT,O,O,X,X,O,X,O,O,X,X
JSIOTLZ,X,X,O,X,X,X,X,X,X,X
JSIOTZL,O,X,O,X,O,X,X,X,X,X
JSIOLTZ,O,X,X,X,X,X,X,O,X,O
JSIOLZT,O,O,X,X,X,X,X,O,X,O
JSIOZTL,O,O,O,X,O,X,X,X,X,X
JSIOZLT,O,O,X,X,O,X,X,O,X,X
JSLTIZO,X,X,O,X,O,O,X,X,X,X
JSLTIOZ,X,X,O,X,X,X,X,X,X,X
JSLTZIO,O,X,O,O,O,O,X,X,X,X
JSLTZOI,O,X,O,O,O,O,X,X,X,X
JSLTOIZ,O,X,O,X,X,X,X,X,X,X
JSLTOZI,O,X,O,O,X,X,X,X,X,X
JSLITZO,X,X,X,X,O,X,X,O,X,X
JSLITOZ,X,X,X,X,X,X,X,O,X,X
JSLIZTO,O,O,X,X,O,X,X,O,X,X
JSLIZOT,O,O,X,X,O,X,O,O,X,X
JSLIOTZ,O,X,X,X,X,X,X,O,X,O
JSLIOZT,O,O,X,X,X,X,X,O,X,O
JSLZTIO,O,O,O,O,O,O,X,X,X,X
JSLZTOI,O,X,O,O,O,O,X,X,X,X
JSLZITO,O,O,X,O,O,X,X,O,X,X
JSLZIOT,O,O,X,O,O,X,O,O,X,X
JSLZOTI,O,X,O,O,O,X,X,X,X,X
JSLZOIT,O,O,X,O,O,X,O,O,X,X
JSLOTIZ,O,X,O,X,X,X,X,X,X,X
JSLOTZI,O,X,O,O,X,X,X,X,X,X
JSLOITZ,O,X,X,X,X,X,X,O,X,O
JSLOIZT,O,O,X,X,X,X,X,O,X,O
JSLOZTI,O,O,O,O,X,X,X,X,X,X
JSLOZIT,O,O,X,O,X,X,X,O,X,X
JSZTILO,O,O,O,O,O,O,X,X,X,X
JSZTIOL,O,X,O,O,O,X,X,X,X,X
JSZTLIO,O,O,O,O,O,O,X,X,X,X
JSZTLOI,O,X,O,O,O,O,X,X,X,X
JSZTOIL,O,X,O,O,O,X,X,X,X,X
JSZTOLI,O,X,O,O,O,X,X,X,X,X
JSZITLO,O,O,O,O,O,X,X,X,X,X
JSZITOL,O,X,O,O,O,X,X,X,X,X
JSZILTO,O,O,X,O,O,X,X,O,X,X
JSZILOT,O,O,X,O,O,X,O,O,X,X
JSZIOTL,O,X,O,O,O,X,X,X,X,X
JSZIOLT,O,O,X,X,O,X,O,O,X,X
JSZLTIO,O,O,O,O,O,O,X,X,X,X
JSZLTOI,O,X,O,O,O,O,X,X,X,X
JSZLITO,O,O,X,O,O,X,X,O,X,X
JSZLIOT,O,O,X,O,O,X,O,O,X,X
JSZLOTI,O,X,O,O,O,X,X,X,X,X
JSZLOIT,O,O,X,O,O,X,O,O,X,X
JSZOTIL,O,X,O,O,O,O,X,X,X,X
JSZOTLI,O,X,O,O,O,O,X,X,X,X
JSZOITL,O,X,O,O,O,X,X,X,X,X
JSZOILT,O,O,X,X,O,X,O,O,X,X
JSZOLTI,O,X,O,O,O,O,X,X,X,X
JSZOLIT,O,O,X,O,O,X,O,O,X,X
JSOTILZ,X,X,O,X,X,O,X,X,X,X
JSOTIZL,O,X,O,X,O,O,X,X,X,X
JSOTLIZ,O,X,O,X,X,O,X,X,X,X
JSOTLZI,O,X,O,O,X,O,X,X,X,X
JSOTZIL,O,X,O,O,O,O,X,X,X,X
JSOTZLI,O,X,O,O,O,O,X,X,X,X
JSOITLZ,X,X,O,X,X,X,X,X,X,X
JSOITZL,O,X,O,X,O,X,X,X,X,X
JSOILTZ,O,X,X,X,X,X,X,O,X,O
JSOILZT,O,O,X,X,X,X,X,O,X,O
JSOIZTL,O,O,O,X,O,X,X,X,X,X
JSOIZLT,O,O,X,X,O,X,X,O,X,X
JSOLTIZ,O,X,O,X,X,O,X,X,X,X
JSOLTZI,O,X,O,O,X,O,X,X,X,X
JSOLITZ,O,X,X,X,X,X,X,O,X,O
JSOLIZT,O,O,X,X,X,X,X,O,X,O
JSOLZTI,O,O,O,O,X,O,X,X,X,X
JSOLZIT,O,O,X,O,X,X,X,O,X,X
JSOZTIL,O,O,O,O,O,O,X,X,X,X
JSOZTLI,O,O,O,O,O,O,X,X,X,X
JSOZITL,O,O,O,O,O,X,X,X,X,X
JSOZILT,O,O,X,X,O,X,X,O,X,X
JSOZLTI,O,O,O,O,O,O,X,X,X,X
JSOZLIT,O,O,X,O,O,X,X,O,X,X
JZTILSO,X,O,X,X,X,X,X,X,O,X
JZTILOS,X,X,X,X,X,X,O,X,O,X
JZTISLO,X,O,O,X,O,X,X,X,O,X
JZTISOL,X,X,O,X,O,X,X,X,O,X
JZTIOLS,X,X,X,X,X,X,O,X,O,X
JZTIOSL,X,X,O,X,O,X,X,X,O,X
JZTLISO,X,O,X,X,X,X,X,X,X,X
JZTLIOS,X,X,X,X,X,X,O,X,X,X
JZTLSIO,X,O,X,X,O,X,X,X,X,X
JZTLSOI,X,X,X,X,O,X,X,X,X,X
JZTLOIS,X,X,X,X,X,X,O,X,X,X
JZTLOSI,X,X,X,X,O,X,X,X,X,X
JZTSILO,X,O,O,X,O,X,X,X,X,X
JZTSIOL,X,X,O,X,O,X,X,X,X,X
JZTSLIO,X,O,O,X,O,X,X,X,X,X
JZTSLOI,X,X,O,X,O,X,X,X,X,X
JZTSOIL,X,X,O,X,O,X,X,X,X,X
JZTSOLI,X,X,O,X,O,X,X,X,X,X
JZTOILS,X,X,X,X,X,X,O,X,X,X
JZTOISL,X,X,O,X,O,X,X,X,X,X
JZTOLIS,X,X,X,X,X,X,O,X,X,X
JZTOLSI,X,X,X,X,O,X,X,X,X,X
JZTOSIL,X,X,O,X,O,X,X,X,X,X
JZTOSLI,X,X,O,X,O,X,X,X,X,X
JZITLSO,X,O,X,X,X,X,X,X,O,X
JZITLOS,X,X,X,X,X,X,O,X,O,X
JZITSLO,X,O,X,X,O,X,X,X,O,X
JZITSOL,X,X,X,X,O,X,X,X,O,X
JZITOLS,X,X,X,X,X,X,O,X,O,X
JZITOSL,X,X,X,X,O,X,X,X,O,X
JZILTSO,X,O,X,X,X,X,X,X,X,X
JZILTOS,X,X,X,X,X,X,O,X,X,X
JZILSTO,X,O,X,O,X,X,X,X,X,X
JZILSOT,X,O,X,O,X,X,O,X,X,X
JZILOTS,X,O,X,X,X,X,O,X,X,O
JZILOST,X,O,X,O,X,X,O,X,X,O
JZISTLO,X,O,X,O,O,X,X,X,X,X
JZISTOL,X,X,X,O,O,X,X,X,X,X
JZISLTO,X,O,X,O,O,X,X,X,X,X
JZISLOT,X,O,X,O,O,X,O,X,X,X
JZISOTL,X,X,X,O,O,X,X,X,X,X
JZISOLT,X,O,X,X,O,X,O,X,X,X
JZIOTLS,X,O,X,X,X,X,O,X,X,X
JZIOTSL,X,O,X,X,O,X,X,X,X,X
JZIOLTS,X,O,X,X,X,X,O,X,X,O
JZIOLST,X,O,X,X,X,X,O,X,X,O
JZIOSTL,X,O,X,O,O,X,X,X,X,X
JZIOSLT,X,O,X,X,O,X,O,X,X,X
JZLTISO,X,O,X,X,X,X,X,X,X,X
JZLTIOS,X,X,X,X,X,X,O,X,X,X
JZLTSIO,X,O,X,X,O,X,X,X,X,X
JZLTSOI,X,X,X,X,O,X,X,X,X,X
JZLTOIS,X,X,X,X,X,X,O,X,X,X
JZLTOSI,X,X,X,X,O,X,X,X,X,X
JZLITSO,X,O,X,X,X,X,X,X,X,X
JZLITOS,X,X,X,X,X,X,O,X,X,X
JZLISTO,X,O,X,O,X,X,X,X,X,X
JZLISOT,X,O,X,O,X,X,O,X,X,X
JZLIOTS,X,O,X,X,X,X,O,X,X,O
JZLIOST,X,O,X,O,X,X,O,X,X,O
JZLSTIO,O,O,X,O,O,X,X,X,X,X
JZLSTOI,O,X,X,O,O,X,X,X,X,X
JZLSITO,O,O,X,O,O,X,X,X,X,X
JZLSIOT,O,O,X,O,O,X,O,X,X,X
JZLSOTI,O,X,X,O,O,X,X,X,X,X
JZLSOIT,O,O,X,O,O,X,O,X,X,X
JZLOTIS,X,O,X,X,X,X,O,X,X,X
JZLOTSI,X,O,X,X,O,X,X,X,X,X
JZLOITS,X,O,X,X,X,X,O,X,X,O
JZLOIST,O,O,X,O,X,X,O,X,X,O
JZLOSTI,O,O,X,O,O,X,X,X,X,X
JZLOSIT,O,O,X,O,O,X,O,X,X,X
JZSTILO,O,O,O,O,O,X,X,X,X,X
JZSTIOL,O,X,O,O,O,X,X,X,X,X
JZSTLIO,O,O,O,O,O,X,X,X,X,X
JZSTLOI,O,X,O,O,O,X,X,X,X,X
JZSTOIL,O,X,O,O,O,X,X,X,X,X
JZSTOLI,O,X,O,O,O,X,X,X,X,X
JZSITLO,O,O,O,O,O,X,X,X,X,X
JZSITOL,O,X,O,O,O,X,X,X,X,X
JZSILTO,O,O,X,O,O,X,X,X,X,X
JZSILOT,O,O,X,O,O,X,O,X,X,X
JZSIOTL,O,X,O,O,O,X,X,X,X,X
JZSIOLT,O,O,X,X,O,X,O,X,X,X
JZSLTIO,O,O,O,O,O,X,X,X,X,X
JZSLTOI,O,X,O,O,O,X,X,X,X,X
JZSLITO,O,O,X,O,O,X,X,X,X,X
JZSLIOT,O,O,X,O,O,X,O,X,X,X
JZSLOTI,O,X,O,O,O,X,X,X,X,X
JZSLOIT,O,O,X,O,O,X,O,X,X,X
JZSOTIL,O,X,O,O,O,X,X,X,X,X
JZSOTLI,O,X,O,O,O,X,X,X,X,X
JZSOITL,O,X,O,O,O,X,X,X,X,X
JZSOILT,O,O,X,X,O,X,O,X,X,X
JZSOLTI,O,X,O,O,O,X,X,X,X,X
JZSOLIT,O,O,X,O,O,X,O,X,X,X
JZOTILS,X,O,X,X,X,X,O,X,X,X
JZOTISL,X,O,O,X,O,X,X,X,X,X
JZOTLIS,X,O,X,X,X,X,O,X,X,X
JZOTLSI,X,O,X,X,O,X,X,X,X,X
JZOTSIL,X,O,O,X,O,X,X,X,X,X
JZOTSLI,X,O,O,X,O,X,X,X,X,X
JZOITLS,X,O,X,X,X,X,O,X,X,X
JZOITSL,X,O,X,X,O,X,X,X,X,X
JZOILTS,X,O,X,X,X,X,O,X,X,O
JZOILST,X,O,X,X,X,X,O,X,X,O
JZOISTL,O,O,X,O,O,X,X,X,X,X
JZOISLT,O,O,X,X,O,X,O,X,X,X
JZOLTIS,X,O,X,X,X,X,O,X,X,X
JZOLTSI,X,O,X,X,O,X,X,X,X,X
JZOLITS,X,O,X,X,X,X,O,X,X,O
JZOLIST,O,O,X,O,X,X,O,X,X,O
JZOLSTI,O,O,X,O,O,X,X,X,X,X
JZOLSIT,O,O,X,O,O,X,O,X,X,X
JZOSTIL,O,O,O,O,O,X,X,X,X,X
JZOSTLI,O,O,O,O,O,X,X,X,X,X
JZOSITL,O,O,O,O,O,X,X,X,X,X
JZOSILT,O,O,X,X,O,X,O,X,X,X
JZOSLTI,O,O,O,O,O,X,X,X,X,X
JZOSLIT,O,O,X,O,O,X,O,X,X,X
JOTILSZ,X,X,O,X,X,O,X,X,O,O
JOTILZS,X,O,X,X,X,X,X,X,O,O
JOTISLZ,X,X,O,X,X,O,X,X,O,X
JOTISZL,O,X,O,X,X,O,X,X,O,X
JOTIZLS,X,O,X,X,X,X,X,X,O,X
JOTIZSL,X,O,O,X,X,X,X,X,O,X
JOTLISZ,O,X,O,X,X,O,X,X,X,O
JOTLIZS,X,O,X,X,X,X,X,X,X,O
JOTLSIZ,O,X,O,X,X,O,X,X,X,X
JOTLSZI,O,X,O,X,X,O,X,X,X,X
JOTLZIS,X,O,X,X,X,X,X,X,X,X
JOTLZSI,X,O,X,X,X,X,X,X,X,X
JOTSILZ,X,X,O,X,X,O,X,X,X,X
JOTSIZL,O,X,O,X,O,O,X,X,X,X
JOTSLIZ,O,X,O,X,X,O,X,X,X,X
JOTSLZI,O,X,O,X,X,O,X,X,X,X
JOTSZIL,O,X,O,X,O,O,X,X,X,X
JOTSZLI,O,X,O,X,O,O,X,X,X,X
JOTZILS,X,O,X,X,X,X,X,X,X,X
JOTZISL,X,O,O,X,O,X,X,X,X,X
JOTZLIS,X,O,X,X,X,X,X,X,X,X
JOTZLSI,X,O,X,X,O,X,X,X,X,X
JOTZSIL,X,O,O,X,O,X,X,X,X,X
JOTZSLI,X,O,O,X,O,X,X,X,X,X
JOITLSZ,X,X,O,X,X,X,X,X,O,O
JOITLZS,X,O,X,X,X,X,X,X,O,O
JOITSLZ,X,X,O,X,X,X,X,X,O,X
JOITSZL,O,X,O,X,X,X,X,X,O,X
JOITZLS,X,O,X,X,X,X,X,X,O,X
JOITZSL,X,O,O,X,X,X,X,X,O,X
JOILTSZ,O,X,X,X,X,X,X,X,X,O
JOILTZS,X,O,X,X,X,X,X,X,X,O
JOILSTZ,O,X,X,X,X,X,X,O,X,O
JOILSZT,O,O,X,X,X,X,X,O,X,O
JOILZTS,X,O,X,X,X,X,O,X,X,O
JOILZST,O,O,X,X,X,X,O,X,X,O
JOISTLZ,X,X,O,X,X,X,X,X,X,X
JOISTZL,O,X,O,X,X,X,X,X,X,X
JOISLTZ,O,X,X,X,X,X,X,O,X,O
JOISLZT,O,O,X,X,X,X,X,O,X,O
JOISZTL,O,O,O,X,X,X,X,X,X,X
JOISZLT,O,O,X,X,X,X,X,O,X,X
JOIZTLS,X,O,X,X,X,X,O,X,X,X
JOIZTSL,X,O,X,X,X,X,X,X,X,X
JOIZLTS,X,O,X,X,X,X,O,X,X,O
JOIZLST,X,O,X,X,X,X,O,X,X,O
JOIZSTL,O,O,X,X,X,X,X,X,X,X
JOIZSLT,O,O,X,X,X,X,O,X,X,X
JOLTISZ,O,X,O,X,X,O,X,X,X,O
JOLTIZS,X,O,X,X,X,X,X,X,X,O
JOLTSIZ,O,X,O,X,X,O,X,X,X,X
JOLTSZI,O,X,O,X,X,O,X,X,X,X
JOLTZIS,X,O,X,X,X,X,X,X,X,X
JOLTZSI,X,O,X,X,X,X,X,X,X,X
JOLITSZ,O,X,X,X,X,X,X,X,X,O
JOLITZS,X,O,X,X,X,X,X,X,X,O
JOLISTZ,O,X,X,X,X,X,X,O,X,O
JOLISZT,O,O,X,X,X,X,X,O,X,O
JOLIZTS,X,O,X,X,X,X,O,X,X,O
JOLIZST,O,O,X,X,X,X,O,X,X,O
JOLSTIZ,O,X,O,X,X,O,X,X,X,X
JOLSTZI,O,X,O,O,X,O,X,X,X,X
JOLSITZ,O,X,X,X,X,X,X,O,X,O
JOLSIZT,O,O,X,X,X,X,X,O,X,O
JOLSZTI,O,O,O,O,X,O,X,X,X,X
JOLSZIT,O,O,X,O,X,X,X,O,X,X
JOLZTIS,X,O,X,X,X,X,O,X,X,X
JOLZTSI,X,O,X,X,X,X,X,X,X,X
JOLZITS,X,O,X,X,X,X,O,X,X,O
JOLZIST,O,O,X,O,X,X,O,X,X,O
JOLZSTI,O,O,X,O,X,X,X,X,X,X
JOLZSIT,O,O,X,O,X,X,O,X,X,X
JOSTILZ,X,X,O,X,X,O,X,X,X,X
JOSTIZL,O,X,O,X,O,O,X,X,X,X
JOSTLIZ,O,X,O,X,X,O,X,X,X,X
JOSTLZI,O,X,O,O,X,O,X,X,X,X
JOSTZIL,O,X,O,O,O,O,X,X,X,X
JOSTZLI,O,X,O,O,O,O,X,X,X,X
JOSITLZ,X,X,O,X,X,X,X,X,X,X
JOSITZL,O,X,O,X,O,X,X,X,X,X
JOSILTZ,O,X,X,X,X,X,X,O,X,O
JOSILZT,O,O,X,X,X,X,X,O,X,O
JOSIZTL,O,O,O,X,O,X,X,X,X,X
JOSIZLT,O,O,X,X,O,X,X,O,X,X
JOSLTIZ,O,X,O,X,X,O,X,X,X,X
JOSLTZI,O,X,O,O,X,O,X,X,X,X
JOSLITZ,O,X,X,X,X,X,X,O,X,O
JOSLIZT,O,O,X,X,X,X,X,O,X,O
JOSLZTI,O,O,O,O,X,O,X,X,X,X
JOSLZIT,O,O,X,O,X,X,X,O,X,X
JOSZTIL,O,O,O,O,O,O,X,X,X,X
JOSZTLI,O,O,O,O,O,O,X,X,X,X
JOSZITL,O,O,O,O,O,X,X,X,X,X
JOSZILT,O,O,X,X,O,X,X,O,X,X
JOSZLTI,O,O,O,O,O,O,X,X,X,X
JOSZLIT,O,O,X,O,O,X,X,O,X,X
JOZTILS,X,O,X,X,X,X,O,X,X,X
JOZTISL,X,O,O,X,O,X,X,X,X,X
JOZTLIS,X,O,X,X,X,X,O,X,X,X
JOZTLSI,X,O,X,X,O,X,X,X,X,X
JOZTSIL,X,O,O,X,O,X,X,X,X,X
JOZTSLI,X,O,O,X,O,X,X,X,X,X
JOZITLS,X,O,X,X,X,X,O,X,X,X
JOZITSL,X,O,X,X,O,X,X,X,X,X
JOZILTS,X,O,X,X,X,X,O,X,X,O
JOZILST,X,O,X,X,X,X,O,X,X,O
JOZISTL,O,O,X,O,O,X,X,X,X,X
JOZISLT,O,O,X,X,O,X,O,X,X,X
JOZLTIS,X,O,X,X,X,X,O,X,X,X
JOZLTSI,X,O,X,X,O,X,X,X,X,X
JOZLITS,X,O,X,X,X,X,O,X,X,O
JOZLIST,O,O,X,O,X,X,O,X,X,O
JOZLSTI,O,O,X,O,O,X,X,X,X,X
JOZLSIT,O,O,X,O,O,X,O,X,X,X
JOZSTIL,O,O,O,O,O,X,X,X,X,X
JOZSTLI,O,O,O,O,O,X,X,X,X,X
JOZSITL,O,O,O,O,O,X,X,X,X,X
JOZSILT,O,O,X,X,O,X,O,X,X,X
JOZSLTI,O,O,O,O,O,X,X,X,X,X
JOZSLIT,O,O,X,O,O,X,O,X,X,X
