sequence,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFOmB8mBziB5?oBqqBlsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFVmBUiBaoB5?oBzqBGsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeiBJvhFziB5oBGlB3?mBlsB0qB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFOmBliB5oBq?qBzmB8sB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhF0hB5oBuqBz?nBirBlsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeVFJvhFRhBGjB0mB6?sB/tBzqB
JZLOTSI,O,O,X,O,O,X
JZLOITS,O,O,X,O,O,X
JZLOIST,O,O,X,O,O,X
JZLOSTI,O,O,X,O,O,X
JZLOSIT,O,O,X,O,O,X
JZSTILO,O,O,O,O,O,O
JZSTIOL,O,O,O,X,O,O
JZSTLIO,O,O,O,O,O,O
JZSTLOI,O,O,O,O,O,O
JZSTOIL,O,O,O,X,O,O
JZSTOLI,O,O,O,X,X,X
JZSITLO,O,O,O,O,O,O
JZSITOL,O,O,O,X,O,O
JZSILTO,O,O,O,O,O,X
JZSILOT,O,O,X,O,O,X
JZSIOTL,X,O,X,X,O,X
JZSIOLT,X,O,X,X,O,X
JZSLTIO,O,O,O,O,O,O
JZSLTOI,O,O,O,O,O,O
JZSLITO,O,O,O,O,O,O
JZSLIOT,O,O,X,O,O,X
JZSLOTI,O,O,X,O,O,O
JZSLOIT,O,O,X,O,O,X
JZSOTIL,X,O,X,X,O,O
JZSOTLI,X,O,X,X,X,X
JZSOITL,X,O,X,X,O,X
JZSOILT,X,O,X,X,O,X
JZSOLTI,X,O,X,X,O,X
JZSOLIT,X,O,X,X,O,X
JZOTILS,O,O,X,O,X,X
JZOTISL,O,O,X,O,O,X
JZOTLIS,O,O,X,O,X,X
JZOTLSI,O,O,X,O,X,X
JZOTSIL,O,O,X,O,O,X
JZOTSLI,O,O,X,O,X,X
JZOITLS,O,O,X,O,X,X
JZOITSL,O,O,X,O,O,X
JZOILTS,O,O,X,O,O,X
JZOILST,O,O,X,O,O,X
JZOISTL,X,O,X,O,O,X
JZOISLT,X,O,X,O,O,X
JZOLTIS,O,O,X,O,O,X
JZOLTSI,O,O,X,O,O,X
JZOLITS,O,O,X,O,O,X
JZOLIST,O,O,X,O,O,X
JZOLSTI,O,O,X,O,O,X
JZOLSIT,O,O,X,O,O,X
JZOSTIL,X,O,X,O,O,X
JZOSTLI,X,O,X,O,X,X
JZOSITL,X,O,X,O,O,X
JZOSILT,X,O,X,O,O,X
JZOSLTI,X,O,X,O,O,X
JZOSLIT,X,O,X,O,O,X
JOTILSZ,X,O,O,O,O,O
JOTILZS,X,O,X,O,O,X
JOTISLZ,X,O,O,X,O,O
JOTISZL,X,O,O,X,O,O
JOTIZLS,X,O,X,O,X,X
JOTIZSL,X,O,O,O,O,O
JOTLISZ,X,O,O,O,O,O
JOTLIZS,X,O,X,O,O,X
JOTLSIZ,X,O,O,O,O,O
JOTLSZI,X,O,O,O,O,O
JOTLZIS,X,O,X,O,O,O
JOTLZSI,X,O,X,O,O,O
JOTSILZ,X,O,O,X,O,O
JOTSIZL,X,O,O,X,O,O
JOTSLIZ,X,O,O,X,O,O
JOTSLZI,X,O,O,X,O,O
JOTSZIL,X,O,O,X,O,O
JOTSZLI,X,O,O,X,X,O
JOTZILS,X,O,X,O,X,X
JOTZISL,X,O,O,O,O,O
JOTZLIS,X,O,X,O,X,O
JOTZLSI,X,O,X,O,X,O
JOTZSIL,X,O,O,O,O,O
JOTZSLI,X,O,O,O,X,O
JOITLSZ,X,O,O,O,O,X
JOITLZS,X,O,X,O,O,X
JOITSLZ,X,O,O,X,O,X
JOITSZL,X,O,O,X,O,X
JOITZLS,X,O,X,O,X,X
JOITZSL,X,O,O,O,O,X
JOILTSZ,X,O,X,O,O,X
JOILTZS,X,O,X,O,O,X
JOILSTZ,X,O,X,O,O,X
JOILSZT,X,O,X,O,O,X
JOILZTS,X,O,X,O,O,X
JOILZST,X,O,X,O,O,X
JOISTLZ,X,O,O,X,O,X
JOISTZL,X,O,O,X,O,X
JOISLTZ,X,O,O,O,O,X
JOISLZT,X,O,X,O,O,X
JOISZTL,X,O,X,O,O,X
JOISZLT,X,O,X,O,O,X
JOIZTLS,X,O,X,O,X,X
JOIZTSL,X,O,X,O,O,X
JOIZLTS,X,O,X,O,O,X
JOIZLST,X,O,X,O,O,X
JOIZSTL,X,O,X,O,O,X
JOIZSLT,X,O,X,O,O,X
JOLTISZ,X,O,X,O,O,O
JOLTIZS,X,O,X,O,O,X
JOLTSIZ,X,O,X,O,O,O
JOLTSZI,X,O,X,O,O,O
JOLTZIS,X,O,X,O,O,O
JOLTZSI,X,O,X,O,O,O
JOLITSZ,X,O,X,O,O,X
JOLITZS,X,O,X,O,O,X
JOLISTZ,X,O,X,O,O,X
JOLISZT,X,O,X,O,O,X
JOLIZTS,X,O,X,O,O,X
JOLIZST,X,O,X,O,O,X
JOLSTIZ,X,O,X,O,O,O
JOLSTZI,X,O,X,O,O,O
JOLSITZ,X,O,X,O,O,O
JOLSIZT,X,O,X,O,O,X
JOLSZTI,X,O,X,O,O,O
JOLSZIT,X,O,X,O,O,X
JOLZTIS,X,O,X,O,O,X
JOLZTSI,X,O,X,O,O,X
JOLZITS,X,O,X,O,O,X
JOLZIST,X,O,X,O,O,X
JOLZSTI,X,O,X,O,O,X
JOLZSIT,X,O,X,O,O,X
JOSTILZ,X,O,O,X,O,O
JOSTIZL,X,O,O,X,O,O
JOSTLIZ,X,O,O,X,O,O
JOSTLZI,X,O,O,X,O,O
JOSTZIL,X,O,O,X,O,O
JOSTZLI,X,O,O,X,X,O
JOSITLZ,X,O,O,X,O,O
JOSITZL,X,O,O,X,O,O
JOSILTZ,X,O,O,O,O,O
JOSILZT,X,O,X,O,O,X
JOSIZTL,X,O,X,O,O,X
JOSIZLT,X,O,X,O,O,X
JOSLTIZ,X,O,O,O,O,O
JOSLTZI,X,O,O,O,O,O
JOSLITZ,X,O,O,O,O,O
JOSLIZT,X,O,X,O,O,X
JOSLZTI,X,O,X,O,O,O
JOSLZIT,X,O,X,O,O,X
JOSZTIL,X,O,X,O,O,O
JOSZTLI,X,O,X,O,X,O
JOSZITL,X,O,X,O,O,X
JOSZILT,X,O,X,O,O,X
JOSZLTI,X,O,X,O,O,O
JOSZLIT,X,O,X,O,O,X
JOZTILS,X,O,X,O,X,X
JOZTISL,X,O,X,O,O,X
JOZTLIS,X,O,X,O,X,X
JOZTLSI,X,O,X,O,X,X
JOZTSIL,X,O,X,O,O,X
JOZTSLI,X,O,X,O,X,X
JOZITLS,X,O,X,O,X,X
JOZITSL,X,O,X,O,O,X
JOZILTS,X,O,X,O,O,X
JOZILST,X,O,X,O,O,X
JOZISTL,X,O,X,O,O,X
JOZISLT,X,O,X,O,O,X
JOZLTIS,X,O,X,O,O,X
JOZLTSI,X,O,X,O,O,X
JOZLITS,X,O,X,O,O,X
JOZLIST,X,O,X,O,O,X
JOZLSTI,X,O,X,O,O,X
JOZLSIT,X,O,X,O,O,X
JOZSTIL,X,O,X,O,O,X
JOZSTLI,X,O,X,O,X,X
JOZSITL,X,O,X,O,O,X
JOZSILT,X,O,X,O,O,X
JOZSLTI,X,O,X,O,O,X
JOZSLIT,X,O,X,O,O,X
STILJZO,O,O,O,O,X,O
STILJOZ,O,O,O,O,X,O
STILZJO,O,X,O,O,X,O
STILZOJ,O,X,O,O,X,O
STILOJZ,O,O,O,O,X,O
STILOZJ,O,O,O,O,X,X
STIJLZO,O,O,O,X,O,O
STIJLOZ,O,O,O,X,O,O
STIJZLO,X,O,O,X,O,O
STIJZOL,X,O,O,X,O,O
STIJOLZ,O,O,O,X,O,O
STIJOZL,X,O,O,X,O,O
STIZLJO,O,X,O,O,X,O
STIZLOJ,O,X,O,O,X,O
STIZJLO,O,X,X,O,X,O
STIZJOL,O,X,X,X,X,O
STIZOLJ,O,X,O,O,X,X
STIZOJL,O,X,X,X,X,O
STIOLJZ,O,O,O,X,X,O
STIOLZJ,O,O,O,X,X,X
STIOJLZ,O,O,O,X,O,O
STIOJZL,X,O,O,X,O,O
STIOZLJ,O,O,O,X,X,X
STIOZJL,O,O,X,X,X,X
STLIJZO,O,O,O,O,X,O
STLIJOZ,O,O,O,O,X,O
STLIZJO,O,X,O,O,X,O
STLIZOJ,O,X,O,O,X,O
STLIOJZ,O,O,O,O,X,O
STLIOZJ,O,O,O,O,X,X
STLJIZO,O,O,O,O,X,O
STLJIOZ,O,O,O,O,X,O
STLJZIO,O,O,O,O,X,O
STLJZOI,O,O,O,O,X,O
STLJOIZ,O,O,O,O,X,O
STLJOZI,O,O,O,O,X,O
STLZIJO,O,X,O,O,X,O
STLZIOJ,O,X,O,O,X,O
STLZJIO,O,X,O,O,X,O
STLZJOI,O,X,O,O,X,O
STLZOIJ,O,X,O,O,X,O
STLZOJI,O,X,O,O,X,O
STLOIJZ,O,O,O,O,X,O
STLOIZJ,O,O,O,O,X,O
STLOJIZ,O,O,O,O,X,O
STLOJZI,O,O,O,O,X,O
STLOZIJ,O,O,O,O,X,O
STLOZJI,O,O,O,O,X,O
STJILZO,O,O,O,X,O,O
STJILOZ,O,O,O,X,O,O
STJIZLO,X,O,O,X,O,O
STJIZOL,X,O,O,X,O,O
STJIOLZ,O,O,O,X,O,O
STJIOZL,X,O,O,X,O,O
STJLIZO,O,O,O,X,O,O
STJLIOZ,O,O,O,X,O,O
STJLZIO,O,O,O,X,O,O
STJLZOI,O,O,O,X,O,O
STJLOIZ,O,O,O,X,O,O
STJLOZI,O,O,O,X,O,O
STJZILO,X,O,O,X,O,O
STJZIOL,X,O,O,X,O,O
STJZLIO,X,O,O,X,O,O
STJZLOI,X,O,O,X,O,O
STJZOIL,X,O,O,X,O,O
STJZOLI,X,O,O,X,X,X
STJOILZ,O,O,O,X,O,O
STJOIZL,X,O,O,X,O,O
STJOLIZ,O,O,O,X,O,O
STJOLZI,O,O,O,X,O,O
STJOZIL,X,O,O,X,O,O
STJOZLI,X,O,O,X,X,O
STZILJO,O,X,O,O,X,O
STZILOJ,O,X,O,O,X,O
STZIJLO,O,X,X,O,X,O
STZIJOL,O,X,X,X,X,O
STZIOLJ,O,X,O,O,X,X
STZIOJL,O,X,X,X,X,O
STZLIJO,O,X,O,O,X,O
STZLIOJ,O,X,O,O,X,O
STZLJIO,O,X,O,O,X,O
STZLJOI,O,X,O,O,X,O
STZLOIJ,O,X,O,O,X,O
STZLOJI,O,X,O,O,X,O
STZJILO,O,X,X,O,X,O
STZJIOL,O,X,X,X,X,O
STZJLIO,O,X,X,O,X,O
STZJLOI,O,X,X,O,X,O
STZJOIL,O,X,X,X,X,O
STZJOLI,O,X,X,X,X,X
STZOILJ,O,X,O,O,X,X
STZOIJL,O,X,X,X,X,O
STZOLIJ,O,X,O,O,X,O
STZOLJI,O,X,O,O,X,O
STZOJIL,O,X,X,X,X,O
STZOJLI,O,X,X,X,X,X
STOILJZ,O,O,O,X,X,O
STOILZJ,O,O,O,X,X,O
STOIJLZ,O,O,O,X,O,O
STOIJZL,X,O,O,X,O,O
STOIZLJ,O,O,O,X,X,O
STOIZJL,O,O,X,X,X,O
STOLIJZ,O,O,O,X,X,O
STOLIZJ,O,O,O,X,X,O
STOLJIZ,O,O,O,X,X,O
STOLJZI,O,O,O,X,X,O
STOLZIJ,O,O,O,X,X,O
STOLZJI,O,O,O,X,X,O
STOJILZ,O,O,O,X,O,O
STOJIZL,X,O,O,X,O,O
STOJLIZ,O,O,O,X,O,O
STOJLZI,O,O,O,X,O,O
STOJZIL,X,O,O,X,O,O
STOJZLI,X,O,O,X,X,O
STOZILJ,O,O,O,X,X,O
STOZIJL,O,O,X,X,X,O
STOZLIJ,O,O,O,X,X,O
STOZLJI,O,O,O,X,X,O
STOZJIL,O,O,X,X,X,O
STOZJLI,O,O,X,X,X,O
SITLJZO,O,O,O,O,X,O
SITLJOZ,O,O,O,O,X,O
SITLZJO,O,X,O,O,X,O
SITLZOJ,O,X,O,O,X,O
SITLOJZ,O,O,O,O,X,O
SITLOZJ,O,O,O,O,X,X
SITJLZO,O,O,O,X,O,O
SITJLOZ,O,O,O,X,O,O
SITJZLO,X,O,O,X,O,O
SITJZOL,X,O,O,X,O,O
SITJOLZ,O,O,O,X,O,O
SITJOZL,X,O,O,X,O,O
SITZLJO,O,X,O,O,X,O
SITZLOJ,O,X,O,O,X,O
SITZJLO,O,X,X,O,X,O
SITZJOL,O,X,X,X,X,O
SITZOLJ,O,X,O,O,X,X
SITZOJL,O,X,X,X,X,O
SITOLJZ,O,O,O,X,X,O
SITOLZJ,O,O,O,X,X,X
SITOJLZ,O,O,O,X,O,O
SITOJZL,X,O,O,X,O,O
SITOZLJ,O,O,O,X,X,X
SITOZJL,O,O,X,X,X,X
SILTJZO,O,O,O,O,X,O
SILTJOZ,O,O,O,O,X,O
SILTZJO,O,X,O,O,X,O
SILTZOJ,O,X,O,O,X,O
SILTOJZ,O,O,O,O,X,O
SILTOZJ,O,O,O,O,X,X
SILJTZO,O,O,O,O,O,O
SILJTOZ,O,O,O,O,O,O
SILJZTO,O,O,O,O,O,O
SILJZOT,O,O,X,O,O,X
SILJOTZ,X,O,O,O,O,O
SILJOZT,O,O,X,O,O,X
SILZTJO,O,X,O,O,X,O
SILZTOJ,O,X,O,O,X,O
SILZJTO,O,O,O,O,X,O
SILZJOT,O,X,X,O,X,X
SILZOTJ,O,O,X,O,X,X
SILZOJT,O,O,X,O,X,X
SILOTJZ,O,O,O,O,X,O
SILOTZJ,O,O,O,O,X,O
SILOJTZ,X,O,O,O,O,O
SILOJZT,O,O,X,O,O,X
SILOZTJ,O,O,X,O,X,X
SILOZJT,O,O,X,O,X,X
SIJTLZO,O,O,O,X,O,O
SIJTLOZ,O,O,O,X,O,O
SIJTZLO,X,O,O,X,O,O
SIJTZOL,X,O,O,X,O,O
SIJTOLZ,O,O,O,X,O,O
SIJTOZL,X,O,O,X,O,O
SIJLTZO,O,O,O,O,O,O
SIJLTOZ,O,O,O,O,O,O
SIJLZTO,O,O,O,O,O,O
SIJLZOT,O,O,X,O,O,X
SIJLOTZ,X,O,O,O,O,O
SIJLOZT,O,O,X,O,O,X
SIJZTLO,X,O,O,O,O,O
SIJZTOL,X,O,O,X,O,O
SIJZLTO,X,O,O,O,O,X
SIJZLOT,X,O,X,O,O,X
SIJZOTL,X,O,X,X,O,X
SIJZOLT,X,O,X,X,O,X
SIJOTLZ,X,O,O,X,O,O
SIJOTZL,X,O,O,X,O,O
SIJOLTZ,X,O,O,X,O,O
SIJOLZT,X,O,X,X,O,X
SIJOZTL,X,O,X,X,O,X
SIJOZLT,X,O,X,X,O,X
SIZTLJO,O,X,O,O,X,O
SIZTLOJ,O,X,O,O,X,O
SIZTJLO,O,X,X,O,X,O
SIZTJOL,O,X,X,X,X,O
SIZTOLJ,O,X,O,O,X,X
SIZTOJL,O,X,X,O,X,O
SIZLTJO,O,X,O,O,X,O
SIZLTOJ,O,X,O,O,X,O
SIZLJTO,O,O,O,O,X,O
SIZLJOT,O,X,X,O,X,X
SIZLOTJ,O,O,X,O,X,X
SIZLOJT,O,O,X,O,X,X
SIZJTLO,O,O,X,O,O,O
SIZJTOL,O,O,X,X,O,O
SIZJLTO,O,O,X,O,O,X
SIZJLOT,O,X,X,O,O,X
SIZJOTL,X,X,X,X,O,X
SIZJOLT,X,X,X,X,O,X
SIZOTLJ,X,O,X,O,X,X
SIZOTJL,X,O,X,O,X,X
SIZOLTJ,X,O,X,O,X,X
SIZOLJT,X,O,X,O,X,X
SIZOJTL,X,O,X,O,O,X
SIZOJLT,X,O,X,O,O,X
SIOTLJZ,O,O,O,X,X,O
SIOTLZJ,O,O,O,X,X,O
SIOTJLZ,O,O,O,X,O,O
SIOTJZL,X,O,X,X,O,O
SIOTZLJ,O,O,O,X,X,O
SIOTZJL,X,O,X,X,X,O
SIOLTJZ,O,O,O,O,X,O
SIOLTZJ,O,O,O,O,X,O
SIOLJTZ,X,O,O,O,O,O
SIOLJZT,O,O,X,O,O,X
SIOLZTJ,O,O,X,O,X,X
SIOLZJT,O,O,X,O,X,X
SIOJTLZ,X,O,X,X,O,O
SIOJTZL,X,O,X,X,O,O
SIOJLTZ,X,O,X,O,O,O
SIOJLZT,X,O,X,O,O,X
SIOJZTL,X,O,X,O,O,X
SIOJZLT,X,O,X,O,O,X
SIOZTLJ,X,O,X,O,X,X
SIOZTJL,X,O,X,O,X,X
SIOZLTJ,X,O,X,O,X,X
SIOZLJT,X,O,X,O,X,X
SIOZJTL,X,O,X,O,O,X
SIOZJLT,X,O,X,O,O,X
SLTIJZO,O,O,O,O,X,O
SLTIJOZ,O,O,O,O,X,O
SLTIZJO,O,X,O,O,X,O
SLTIZOJ,O,X,O,O,X,O
SLTIOJZ,O,O,O,O,X,O
SLTIOZJ,O,O,O,O,X,X
SLTJIZO,O,O,O,O,X,O
SLTJIOZ,O,O,O,O,X,O
SLTJZIO,O,O,O,O,X,O
SLTJZOI,O,O,O,O,X,O
SLTJOIZ,O,O,O,O,X,O
SLTJOZI,O,O,O,O,X,O
SLTZIJO,O,X,O,O,X,O
SLTZIOJ,O,X,O,O,X,O
SLTZJIO,O,X,O,O,X,O
SLTZJOI,O,X,O,O,X,O
SLTZOIJ,O,X,O,O,X,O
SLTZOJI,O,X,O,O,X,O
SLTOIJZ,O,O,O,O,X,O
SLTOIZJ,O,O,O,O,X,O
SLTOJIZ,O,O,O,O,X,O
SLTOJZI,O,O,O,O,X,O
SLTOZIJ,O,O,O,O,X,O
SLTOZJI,O,O,O,O,X,O
SLITJZO,O,O,O,O,X,O
SLITJOZ,O,O,O,O,X,O
SLITZJO,O,X,O,O,X,O
SLITZOJ,O,X,O,O,X,O
SLITOJZ,O,O,O,O,X,O
SLITOZJ,O,O,O,O,X,X
SLIJTZO,O,O,O,O,O,O
SLIJTOZ,O,O,O,O,O,O
SLIJZTO,O,O,O,O,O,O
SLIJZOT,O,O,X,O,O,X
SLIJOTZ,X,O,O,O,O,O
SLIJOZT,O,O,X,O,O,X
SLIZTJO,O,X,O,O,X,O
SLIZTOJ,O,X,O,O,X,O
SLIZJTO,O,O,O,O,X,O
SLIZJOT,O,X,X,O,X,X
SLIZOTJ,O,O,X,O,X,X
SLIZOJT,O,O,X,O,X,X
SLIOTJZ,O,O,O,O,X,O
SLIOTZJ,O,O,O,O,X,O
SLIOJTZ,X,O,O,O,O,O
SLIOJZT,O,O,X,O,O,X
SLIOZTJ,O,O,X,O,X,X
SLIOZJT,O,O,X,O,X,X
SLJTIZO,O,O,O,O,O,O
SLJTIOZ,O,O,O,O,O,O
SLJTZIO,O,O,O,O,O,O
SLJTZOI,O,O,O,O,O,O
SLJTOIZ,O,O,O,O,O,O
SLJTOZI,O,O,O,O,O,O
SLJITZO,O,O,O,O,O,O
SLJITOZ,O,O,O,O,O,O
SLJIZTO,O,O,O,O,O,O
SLJIZOT,O,O,X,O,O,X
SLJIOTZ,X,O,O,O,O,O
SLJIOZT,O,O,X,O,O,X
SLJZTIO,O,O,O,O,O,O
SLJZTOI,O,O,O,O,O,O
SLJZITO,O,O,O,O,O,O
SLJZIOT,O,O,X,O,O,X
SLJZOTI,O,O,X,O,O,O
SLJZOIT,O,O,X,O,O,X
SLJOTIZ,X,O,O,O,O,O
SLJOTZI,X,O,O,O,O,O
SLJOITZ,X,O,O,O,O,O
SLJOIZT,O,O,X,O,O,X
SLJOZTI,O,O,X,O,O,O
SLJOZIT,O,O,X,O,O,X
SLZTIJO,O,X,O,O,X,O
SLZTIOJ,O,X,O,O,X,O
SLZTJIO,O,X,O,O,X,O
SLZTJOI,O,X,O,O,X,O
SLZTOIJ,O,X,O,O,X,O
SLZTOJI,O,X,O,O,X,O
SLZITJO,O,X,O,O,X,O
SLZITOJ,O,X,O,O,X,O
SLZIJTO,O,O,O,O,X,O
SLZIJOT,O,X,X,O,X,X
SLZIOTJ,O,O,X,O,X,X
SLZIOJT,O,O,X,O,X,X
SLZJTIO,O,O,O,O,X,O
SLZJTOI,O,O,O,O,X,O
SLZJITO,O,O,O,O,X,O
SLZJIOT,O,X,X,O,X,X
SLZJOTI,O,X,X,O,X,O
SLZJOIT,O,X,X,O,X,X
SLZOTIJ,O,O,X,O,X,O
SLZOTJI,O,O,X,O,X,O
SLZOITJ,O,O,X,O,X,X
SLZOIJT,O,O,X,O,X,X
SLZOJTI,O,O,X,O,X,O
SLZOJIT,O,O,X,O,X,X
SLOTIJZ,O,O,O,O,X,O
SLOTIZJ,O,O,O,O,X,O
SLOTJIZ,O,O,O,O,X,O
SLOTJZI,O,O,O,O,X,O
SLOTZIJ,O,O,O,O,X,O
SLOTZJI,O,O,O,O,X,O
SLOITJZ,O,O,O,O,X,O
SLOITZJ,O,O,O,O,X,O
SLOIJTZ,X,O,O,O,O,O
SLOIJZT,O,O,X,O,O,X
SLOIZTJ,O,O,X,O,X,X
SLOIZJT,O,O,X,O,X,X
SLOJTIZ,X,O,O,O,O,O
SLOJTZI,X,O,O,O,O,O
SLOJITZ,X,O,O,O,O,O
SLOJIZT,O,O,X,O,O,X
SLOJZTI,O,O,X,O,O,O
SLOJZIT,O,O,X,O,O,X
SLOZTIJ,O,O,X,O,X,O
SLOZTJI,O,O,X,O,X,O
SLOZITJ,O,O,X,O,X,X
SLOZIJT,O,O,X,O,X,X
SLOZJTI,O,O,X,O,X,O
SLOZJIT,O,O,X,O,X,X
SJTILZO,O,O,O,X,O,O
SJTILOZ,O,O,O,X,O,O
SJTIZLO,X,O,O,X,O,O
SJTIZOL,X,O,O,X,O,O
SJTIOLZ,O,O,O,X,O,O
SJTIOZL,X,O,O,X,O,O
SJTLIZO,O,O,O,X,O,O
SJTLIOZ,O,O,O,X,O,O
SJTLZIO,O,O,O,X,O,O
SJTLZOI,O,O,O,X,O,O
SJTLOIZ,O,O,O,X,O,O
SJTLOZI,O,O,O,X,O,O
SJTZILO,X,O,O,X,O,O
SJTZIOL,X,O,O,X,O,O
SJTZLIO,X,O,O,X,O,O
SJTZLOI,X,O,O,X,O,O
SJTZOIL,X,O,O,X,O,O
SJTZOLI,X,O,O,X,X,X
SJTOILZ,O,O,O,X,O,O
SJTOIZL,X,O,O,X,O,O
SJTOLIZ,O,O,O,X,O,O
SJTOLZI,O,O,O,X,O,O
SJTOZIL,X,O,O,X,O,O
SJTOZLI,X,O,O,X,X,O
SJITLZO,O,O,O,X,O,O
SJITLOZ,O,O,O,X,O,O
SJITZLO,X,O,O,X,O,O
SJITZOL,X,O,O,X,O,O
SJITOLZ,O,O,O,X,O,O
SJITOZL,X,O,O,X,O,O
SJILTZO,O,O,O,O,O,O
SJILTOZ,O,O,O,O,O,O
SJILZTO,O,O,O,O,O,O
SJILZOT,O,O,X,O,O,X
SJILOTZ,X,O,O,O,O,O
SJILOZT,O,O,X,O,O,X
SJIZTLO,X,O,O,O,O,O
SJIZTOL,X,O,O,X,O,O
SJIZLTO,X,O,O,O,O,X
SJIZLOT,X,O,X,O,O,X
SJIZOTL,X,O,X,X,O,X
SJIZOLT,X,O,X,X,O,X
SJIOTLZ,X,O,O,X,O,O
SJIOTZL,X,O,O,X,O,O
SJIOLTZ,X,O,O,X,O,O
SJIOLZT,X,O,X,X,O,X
SJIOZTL,X,O,X,X,O,X
SJIOZLT,X,O,X,X,O,X
SJLTIZO,O,O,O,O,O,O
SJLTIOZ,O,O,O,O,O,O
SJLTZIO,O,O,O,O,O,O
SJLTZOI,O,O,O,O,O,O
SJLTOIZ,O,O,O,O,O,O
SJLTOZI,O,O,O,O,O,O
SJLITZO,O,O,O,O,O,O
SJLITOZ,O,O,O,O,O,O
SJLIZTO,O,O,O,O,O,O
SJLIZOT,O,O,X,O,O,X
SJLIOTZ,X,O,O,O,O,O
SJLIOZT,O,O,X,O,O,X
SJLZTIO,O,O,O,O,O,O
SJLZTOI,O,O,O,O,O,O
SJLZITO,O,O,O,O,O,O
SJLZIOT,O,O,X,O,O,X
SJLZOTI,O,O,X,O,O,O
SJLZOIT,O,O,X,O,O,X
SJLOTIZ,X,O,O,O,O,O
SJLOTZI,X,O,O,O,O,O
SJLOITZ,X,O,O,O,O,O
SJLOIZT,O,O,X,O,O,X
SJLOZTI,O,O,X,O,O,O
SJLOZIT,O,O,X,O,O,X
SJZTILO,X,O,O,O,O,O
SJZTIOL,X,O,O,X,O,O
SJZTLIO,X,O,O,O,O,O
SJZTLOI,X,O,O,O,O,O
SJZTOIL,X,O,O,X,O,O
SJZTOLI,X,O,O,X,X,X
SJZITLO,X,O,O,O,O,O
SJZITOL,X,O,O,X,O,O
SJZILTO,X,O,O,O,O,X
SJZILOT,X,O,X,O,O,X
SJZIOTL,X,O,X,X,O,X
SJZIOLT,X,O,X,X,O,X
SJZLTIO,X,O,O,O,O,O
SJZLTOI,X,O,O,O,O,O
SJZLITO,X,O,O,O,O,O
SJZLIOT,X,O,X,O,O,X
SJZLOTI,X,O,X,O,O,O
SJZLOIT,X,O,X,O,O,X
SJZOTIL,X,O,X,X,O,O
SJZOTLI,X,O,X,X,X,O
SJZOITL,X,O,X,X,O,X
SJZOILT,X,O,X,X,O,X
SJZOLTI,X,O,X,X,O,O
SJZOLIT,X,O,X,X,O,X
SJOTILZ,X,O,O,X,O,O
SJOTIZL,X,O,O,X,O,O
SJOTLIZ,X,O,O,X,O,O
SJOTLZI,X,O,O,X,O,O
SJOTZIL,X,O,O,X,O,O
SJOTZLI,X,O,O,X,X,O
SJOITLZ,X,O,O,X,O,O
SJOITZL,X,O,O,X,O,O
SJOILTZ,X,O,O,X,O,O
SJOILZT,X,O,X,X,O,X
SJOIZTL,X,O,X,X,O,X
SJOIZLT,X,O,X,X,O,X
SJOLTIZ,X,O,O,X,O,O
SJOLTZI,X,O,O,X,O,O
SJOLITZ,X,O,O,X,O,O
SJOLIZT,X,O,X,X,O,X
SJOLZTI,X,O,X,X,O,O
SJOLZIT,X,O,X,X,O,X
SJOZTIL,X,O,X,X,O,O
SJOZTLI,X,O,X,X,X,O
SJOZITL,X,O,X,X,O,X
SJOZILT,X,O,X,X,O,X
SJOZLTI,X,O,X,X,O,O
SJOZLIT,X,O,X,X,O,X
SZTILJO,O,X,O,O,X,O
SZTILOJ,O,X,O,O,X,O
SZTIJLO,O,X,X,O,X,O
SZTIJOL,O,X,X,X,X,O
SZTIOLJ,O,X,O,O,X,X
SZTIOJL,O,X,X,O,X,O
SZTLIJO,O,X,O,O,X,O
SZTLIOJ,O,X,O,O,X,O
SZTLJIO,O,X,O,O,X,O
SZTLJOI,O,X,O,O,X,O
SZTLOIJ,O,X,O,O,X,O
SZTLOJI,O,X,O,O,X,O
SZTJILO,O,X,X,O,X,O
SZTJIOL,O,X,X,X,X,O
SZTJLIO,O,X,X,O,X,O
SZTJLOI,O,X,X,O,X,O
SZTJOIL,O,X,X,X,X,O
SZTJOLI,O,X,X,X,X,X
SZTOILJ,O,X,O,O,X,X
SZTOIJL,O,X,X,O,X,O
SZTOLIJ,O,X,O,O,X,O
SZTOLJI,O,X,O,O,X,O
SZTOJIL,O,X,X,O,X,O
SZTOJLI,O,X,X,O,X,X
SZITLJO,O,X,O,O,X,O
SZITLOJ,O,X,O,O,X,O
SZITJLO,O,X,X,O,X,O
SZITJOL,O,X,X,X,X,O
SZITOLJ,O,X,O,O,X,X
SZITOJL,O,X,X,O,X,O
SZILTJO,O,X,O,O,X,O
SZILTOJ,O,X,O,O,X,O
SZILJTO,O,O,O,O,X,O
SZILJOT,O,X,X,O,X,X
SZILOTJ,O,O,X,O,X,X
SZILOJT,O,O,X,O,X,X
SZIJTLO,O,O,X,O,O,O
