sequence,v115@HhA8IeB8DeB8BeB8CeE8Jex/IvhFmhBfoB6oBTmB0q?BFqB,v115@HhA8IeB8DeB8BeB8CeE8Jel/IvhF3gBzhBGjBUoBxq?ByvB,v115@HhA8IeB8DeB8BeB8CeE8Jel/IvhFRhBziB+oB3mB0q?BiqB,v115@HhA8IeB8DeB8BeB8CeE8Jex/IvhFXhB8mBaqBFoBGo?BzqB,v115@HhA8IeB8DeB8BeB8CeE8Jel/IvhFymBziB+oBxqBcq?BXrB,v115@HhA8IeB8DeB8BeB8CeE8Jex/IvhF8mBCjBFlBToB3q?BOrB
OJLZITS,X,X,X,O,O,X
OJLZIST,O,X,X,O,O,X
OJLZSTI,O,X,O,O,X,O
OJLZSIT,O,X,O,O,X,X
OJSTILZ,O,X,O,X,O,O
OJSTIZL,X,X,O,X,O,O
OJSTLIZ,O,X,O,X,O,O
OJSTLZI,O,X,O,X,X,O
OJSTZIL,O,X,O,X,X,O
OJSTZLI,O,X,O,X,X,O
OJSITLZ,O,X,O,X,O,X
OJSITZL,X,X,O,X,O,X
OJSILTZ,O,X,O,X,O,X
OJSILZT,O,X,O,X,O,X
OJSIZTL,O,X,O,X,O,X
OJSIZLT,O,X,O,X,O,X
OJSLTIZ,O,X,O,X,O,O
OJSLTZI,O,X,O,X,X,O
OJSLITZ,O,X,O,X,O,X
OJSLIZT,O,X,O,X,O,X
OJSLZTI,O,X,O,X,X,O
OJSLZIT,O,X,O,X,X,X
OJSZTIL,O,X,O,X,X,O
OJSZTLI,O,X,O,X,X,O
OJSZITL,O,X,O,X,X,X
OJSZILT,O,X,O,X,X,X
OJSZLTI,O,X,O,X,X,O
OJSZLIT,O,X,O,X,X,X
OJZTILS,X,O,X,X,O,X
OJZTISL,O,O,O,X,O,X
OJZTLIS,X,O,X,O,O,X
OJZTLSI,X,X,O,O,X,X
OJZTSIL,O,O,O,X,X,X
OJZTSLI,O,X,O,O,X,X
OJZITLS,X,O,X,X,O,X
OJZITSL,O,O,O,X,O,X
OJZILTS,X,O,X,X,O,X
OJZILST,O,O,X,X,O,X
OJZISTL,O,O,O,X,O,X
OJZISLT,O,O,O,X,O,X
OJZLTIS,X,O,X,O,O,X
OJZLTSI,X,X,O,O,X,X
OJZLITS,X,O,X,O,O,X
OJZLIST,O,O,X,O,O,X
OJZLSTI,O,X,O,O,X,O
OJZLSIT,O,X,O,O,X,X
OJZSTIL,O,O,O,X,X,O
OJZSTLI,O,X,O,O,X,O
OJZSITL,O,O,O,X,X,X
OJZSILT,O,O,O,X,X,X
OJZSLTI,O,X,O,O,X,O
OJZSLIT,O,X,O,O,X,X
OSTILJZ,O,X,X,X,X,O
OSTILZJ,X,O,X,X,X,O
OSTIJLZ,O,X,O,X,X,O
OSTIJZL,X,O,O,X,X,O
OSTIZLJ,X,O,X,X,X,O
OSTIZJL,X,O,X,X,X,O
OSTLIJZ,O,X,X,X,X,O
OSTLIZJ,X,X,X,O,X,O
OSTLJIZ,O,X,X,X,X,O
OSTLJZI,O,X,X,X,X,O
OSTLZIJ,O,X,X,O,X,O
OSTLZJI,O,X,X,O,X,O
OSTJILZ,O,X,O,X,X,O
OSTJIZL,X,X,O,X,X,O
OSTJLIZ,O,X,O,X,X,O
OSTJLZI,O,X,O,X,X,O
OSTJZIL,O,X,O,X,X,O
OSTJZLI,O,X,O,X,X,O
OSTZILJ,O,O,X,O,X,O
OSTZIJL,O,O,O,X,X,O
OSTZLIJ,O,X,X,O,X,O
OSTZLJI,O,X,X,O,X,O
OSTZJIL,O,O,O,X,X,O
OSTZJLI,O,X,O,O,X,O
OSITLJZ,O,X,X,X,X,O
OSITLZJ,X,O,X,X,X,O
OSITJLZ,O,X,O,X,X,O
OSITJZL,X,O,O,X,X,O
OSITZLJ,X,O,X,X,X,O
OSITZJL,X,O,X,X,X,O
OSILTJZ,O,X,X,X,X,O
OSILTZJ,X,O,X,X,X,O
OSILJTZ,O,X,X,X,X,X
OSILJZT,O,X,X,X,X,X
OSILZTJ,O,O,X,X,X,O
OSILZJT,O,O,X,X,X,X
OSIJTLZ,O,X,O,X,X,X
OSIJTZL,X,O,O,X,X,X
OSIJLTZ,O,X,O,X,X,X
OSIJLZT,O,X,O,X,X,X
OSIJZTL,O,O,O,X,X,X
OSIJZLT,O,O,O,X,X,X
OSIZTLJ,O,O,X,X,X,O
OSIZTJL,O,O,O,X,X,O
OSIZLTJ,O,O,X,X,X,O
OSIZLJT,O,O,X,X,X,X
OSIZJTL,O,O,O,X,X,X
OSIZJLT,O,O,O,X,X,X
OSLTIJZ,O,X,X,X,X,O
OSLTIZJ,X,X,X,O,X,O
OSLTJIZ,O,X,X,X,X,O
OSLTJZI,O,X,X,X,X,O
OSLTZIJ,O,X,X,O,X,O
OSLTZJI,O,X,X,O,X,O
OSLITJZ,O,X,X,X,X,O
OSLITZJ,X,X,X,O,X,O
OSLIJTZ,O,X,X,X,X,X
OSLIJZT,O,X,X,X,X,X
OSLIZTJ,O,X,X,O,X,O
OSLIZJT,O,X,X,O,X,X
OSLJTIZ,O,X,X,X,X,O
OSLJTZI,O,X,X,X,X,O
OSLJITZ,O,X,X,X,X,X
OSLJIZT,O,X,X,X,X,X
OSLJZTI,O,X,X,X,X,O
OSLJZIT,O,X,X,X,X,X
OSLZTIJ,O,X,X,O,X,O
OSLZTJI,O,X,X,O,X,O
OSLZITJ,O,X,X,O,X,O
OSLZIJT,O,X,X,O,X,X
OSLZJTI,O,X,X,O,X,O
OSLZJIT,O,X,X,O,X,X
OSJTILZ,O,X,O,X,X,O
OSJTIZL,X,X,O,X,X,O
OSJTLIZ,O,X,O,X,X,O
OSJTLZI,O,X,O,X,X,O
OSJTZIL,O,X,O,X,X,O
OSJTZLI,O,X,O,X,X,O
OSJITLZ,O,X,O,X,X,X
OSJITZL,X,X,O,X,X,X
OSJILTZ,O,X,O,X,X,X
OSJILZT,O,X,O,X,X,X
OSJIZTL,O,X,O,X,X,X
OSJIZLT,O,X,O,X,X,X
OSJLTIZ,O,X,O,X,X,O
OSJLTZI,O,X,O,X,X,O
OSJLITZ,O,X,O,X,X,X
OSJLIZT,O,X,O,X,X,X
OSJLZTI,O,X,O,X,X,O
OSJLZIT,O,X,O,X,X,X
OSJZTIL,O,X,O,X,X,O
OSJZTLI,O,X,O,X,X,O
OSJZITL,O,X,O,X,X,X
OSJZILT,O,X,O,X,X,X
OSJZLTI,O,X,O,X,X,O
OSJZLIT,O,X,O,X,X,X
OSZTILJ,O,O,X,O,X,O
OSZTIJL,O,O,O,X,X,O
OSZTLIJ,O,X,X,O,X,O
OSZTLJI,O,X,X,O,X,O
OSZTJIL,O,O,O,X,X,O
OSZTJLI,O,X,O,O,X,O
OSZITLJ,O,O,X,O,X,O
OSZITJL,O,O,O,X,X,O
OSZILTJ,O,O,X,O,X,O
OSZILJT,O,O,X,O,X,X
OSZIJTL,O,O,O,X,X,X
OSZIJLT,O,O,O,X,X,X
OSZLTIJ,O,X,X,O,X,O
OSZLTJI,O,X,X,O,X,O
OSZLITJ,O,X,X,O,X,O
OSZLIJT,O,X,X,O,X,X
OSZLJTI,O,X,X,O,X,O
OSZLJIT,O,X,X,O,X,X
OSZJTIL,O,O,O,X,X,O
OSZJTLI,O,X,O,O,X,O
OSZJITL,O,O,O,X,X,X
OSZJILT,O,O,O,X,X,X
OSZJLTI,O,X,O,O,X,O
OSZJLIT,O,X,O,O,X,X
OZTILJS,X,O,X,O,X,X
OZTILSJ,X,O,X,O,X,O
OZTIJLS,X,O,X,X,X,X
OZTIJSL,O,O,X,X,X,X
OZTISLJ,O,O,X,O,X,O
OZTISJL,O,O,X,X,X,O
OZTLIJS,X,O,X,O,X,X
OZTLISJ,X,O,X,O,X,O
OZTLJIS,X,O,X,O,X,X
OZTLJSI,X,X,X,O,X,X
OZTLSIJ,X,X,X,O,X,O
OZTLSJI,X,X,X,O,X,O
OZTJILS,X,O,X,X,X,X
OZTJISL,O,O,O,X,X,X
OZTJLIS,X,O,X,O,X,X
OZTJLSI,X,X,O,O,X,X
OZTJSIL,O,O,O,X,X,X
OZTJSLI,O,X,O,O,X,X
OZTSILJ,O,O,X,O,X,O
OZTSIJL,O,O,O,X,X,O
OZTSLIJ,O,X,X,O,X,O
OZTSLJI,O,X,X,O,X,O
OZTSJIL,O,O,O,X,X,O
OZTSJLI,O,X,O,O,X,O
OZITLJS,X,O,X,O,X,X
OZITLSJ,X,O,X,O,X,O
OZITJLS,X,O,X,X,X,X
OZITJSL,O,O,X,X,X,X
OZITSLJ,O,O,X,O,X,O
OZITSJL,O,O,X,X,X,O
OZILTJS,X,O,X,O,X,X
OZILTSJ,X,O,X,O,X,O
OZILJTS,X,O,X,O,X,X
OZILJST,O,O,X,O,X,X
OZILSTJ,O,O,X,O,X,O
OZILSJT,O,O,X,O,X,X
OZIJTLS,X,O,X,X,X,X
OZIJTSL,O,O,X,X,X,X
OZIJLTS,X,O,X,X,X,X
OZIJLST,O,O,X,X,X,X
OZIJSTL,O,O,X,X,X,X
OZIJSLT,O,O,X,X,X,X
OZISTLJ,O,O,X,O,X,O
OZISTJL,O,O,X,X,X,O
OZISLTJ,O,O,X,O,X,O
OZISLJT,O,O,X,O,X,X
OZISJTL,O,O,X,X,X,X
OZISJLT,O,O,X,X,X,X
OZLTIJS,X,O,X,O,X,X
OZLTISJ,X,O,X,O,X,O
OZLTJIS,X,O,X,O,X,X
OZLTJSI,X,X,X,O,X,X
OZLTSIJ,X,X,X,O,X,O
OZLTSJI,X,X,X,O,X,O
OZLITJS,X,O,X,O,X,X
OZLITSJ,X,O,X,O,X,O
OZLIJTS,X,O,X,O,X,X
OZLIJST,O,O,X,O,X,X
OZLISTJ,O,O,X,O,X,O
OZLISJT,O,O,X,O,X,X
OZLJTIS,X,O,X,O,X,X
OZLJTSI,X,X,X,O,X,X
OZLJITS,X,O,X,O,X,X
OZLJIST,O,O,X,O,X,X
OZLJSTI,O,X,X,O,X,O
OZLJSIT,O,X,X,O,X,X
OZLSTIJ,O,X,X,O,X,O
OZLSTJI,O,X,X,O,X,O
OZLSITJ,O,X,X,O,X,O
OZLSIJT,O,X,X,O,X,X
OZLSJTI,O,X,X,O,X,O
OZLSJIT,O,X,X,O,X,X
OZJTILS,X,O,X,X,X,X
OZJTISL,O,O,O,X,X,X
OZJTLIS,X,O,X,O,X,X
OZJTLSI,X,X,O,O,X,X
OZJTSIL,O,O,O,X,X,X
OZJTSLI,O,X,O,O,X,X
OZJITLS,X,O,X,X,X,X
OZJITSL,O,O,O,X,X,X
OZJILTS,X,O,X,X,X,X
OZJILST,O,O,X,X,X,X
OZJISTL,O,O,O,X,X,X
OZJISLT,O,O,O,X,X,X
OZJLTIS,X,O,X,O,X,X
OZJLTSI,X,X,O,O,X,X
OZJLITS,X,O,X,O,X,X
OZJLIST,O,O,X,O,X,X
OZJLSTI,O,X,O,O,X,O
OZJLSIT,O,X,O,O,X,X
OZJSTIL,O,O,O,X,X,O
OZJSTLI,O,X,O,O,X,O
OZJSITL,O,O,O,X,X,X
OZJSILT,O,O,O,X,X,X
OZJSLTI,O,X,O,O,X,O
OZJSLIT,O,X,O,O,X,X
OZSTILJ,O,O,X,O,X,O
OZSTIJL,O,O,O,X,X,O
OZSTLIJ,O,X,X,O,X,O
OZSTLJI,O,X,X,O,X,O
OZSTJIL,O,O,O,X,X,O
OZSTJLI,O,X,O,O,X,O
OZSITLJ,O,O,X,O,X,O
OZSITJL,O,O,O,X,X,O
OZSILTJ,O,O,X,O,X,O
OZSILJT,O,O,X,O,X,X
OZSIJTL,O,O,O,X,X,X
OZSIJLT,O,O,O,X,X,X
OZSLTIJ,O,X,X,O,X,O
OZSLTJI,O,X,X,O,X,O
OZSLITJ,O,X,X,O,X,O
OZSLIJT,O,X,X,O,X,X
OZSLJTI,O,X,X,O,X,O
OZSLJIT,O,X,X,O,X,X
OZSJTIL,O,O,O,X,X,O
OZSJTLI,O,X,O,O,X,O
OZSJITL,O,O,O,X,X,X
OZSJILT,O,O,O,X,X,X
OZSJLTI,O,X,O,O,X,O
OZSJLIT,O,X,O,O,X,X
