sequence,v115@GhA8BeA8FeD8FeF8OeT/IvhFlgBRiBXmBinBWxBUtB,v115@GhA8BeA8FeD8FeF8OeT/IvhF0gBlhBaoBRrBWyBXsB,v115@GhA8BeA8FeD8FeF8OeT/IvhFxgB2nBCmBlrB3sBUtB,v115@GhA8BeA8FeD8FeF8OeT/IvhFlgB3hBmnBRrBSxBUtB,v115@GhA8BeA8FeD8FeF8OeT/IvhF6lB2mBRiBlrBUtB3sB,v115@GhA8BeA8FeD8FeF8OeT/IvhF6lB2mBRiB3nB0rBVyB,v115@GhA8BeA8FeD8FeF8OeT/IvhF0gBxhBFnBGrB3sBKtB
ZOSLTIJ,O,X,X,X,O,X,X
ZOSLTJI,O,X,X,X,O,X,X
ZOSLITJ,O,X,X,X,X,X,X
ZOSLIJT,O,X,X,X,X,X,X
ZOSLJTI,O,X,O,X,X,X,O
ZOSLJIT,O,X,X,X,X,X,X
ZOSJTIL,O,X,X,X,X,X,O
ZOSJTLI,O,O,O,X,X,X,O
ZOSJITL,O,O,X,X,X,X,O
ZOSJILT,X,O,X,X,X,X,X
ZOSJLTI,O,O,O,X,X,X,O
ZOSJLIT,O,O,X,X,X,X,X
OTILJSZ,X,O,O,O,O,X,X
OTILJZS,X,O,O,O,O,X,X
OTILSJZ,X,X,O,O,X,O,X
OTILSZJ,X,X,O,O,X,O,X
OTILZJS,X,O,O,O,O,O,X
OTILZSJ,X,X,O,O,O,O,X
OTIJLSZ,O,O,O,O,O,X,X
OTIJLZS,O,O,O,O,O,X,X
OTIJSLZ,X,O,O,O,O,X,X
OTIJSZL,X,O,X,X,X,X,X
OTIJZLS,X,O,X,X,O,X,X
OTIJZSL,X,O,X,X,O,X,X
OTISLJZ,O,X,O,O,X,O,X
OTISLZJ,O,X,O,O,X,O,X
OTISJLZ,O,O,O,O,X,O,X
OTISJZL,O,O,X,X,X,O,X
OTISZLJ,O,X,O,O,X,O,X
OTISZJL,O,O,X,X,X,O,X
OTIZLJS,O,O,O,O,O,O,X
OTIZLSJ,O,X,O,O,O,O,X
OTIZJLS,X,O,X,X,O,O,X
OTIZJSL,X,O,X,X,O,O,X
OTIZSLJ,O,X,O,O,X,O,X
OTIZSJL,O,O,X,X,X,O,X
OTLIJSZ,X,X,O,O,O,X,X
OTLIJZS,X,X,O,O,O,X,X
OTLISJZ,X,X,O,O,X,O,X
OTLISZJ,X,X,O,O,X,O,X
OTLIZJS,X,X,O,O,O,O,X
OTLIZSJ,X,X,O,O,O,O,X
OTLJISZ,O,X,O,O,O,X,X
OTLJIZS,O,X,O,O,O,X,X
OTLJSIZ,O,X,O,O,O,O,X
OTLJSZI,X,X,O,X,O,O,X
OTLJZIS,O,X,O,X,O,O,X
OTLJZSI,X,X,O,X,O,O,X
OTLSIJZ,O,X,O,O,X,O,X
OTLSIZJ,O,X,O,O,X,O,X
OTLSJIZ,O,X,O,X,O,O,X
OTLSJZI,O,X,O,X,O,O,X
OTLSZIJ,O,X,O,X,O,O,X
OTLSZJI,O,X,O,X,O,O,X
OTLZIJS,O,X,O,O,O,O,X
OTLZISJ,O,X,O,O,O,O,X
OTLZJIS,O,X,O,X,O,O,X
OTLZJSI,X,X,O,X,O,O,X
OTLZSIJ,O,X,O,X,O,O,X
OTLZSJI,O,X,O,X,O,O,X
OTJILSZ,O,O,O,O,O,X,X
OTJILZS,O,O,O,O,O,X,X
OTJISLZ,X,O,O,O,O,X,X
OTJISZL,X,O,X,X,X,X,X
OTJIZLS,X,O,X,X,O,X,X
OTJIZSL,X,O,X,X,O,X,X
OTJLISZ,O,O,O,O,O,X,X
OTJLIZS,O,O,O,O,O,X,X
OTJLSIZ,O,X,O,X,O,O,X
OTJLSZI,O,X,O,X,O,O,X
OTJLZIS,O,O,O,X,O,O,X
OTJLZSI,X,O,O,X,O,O,X
OTJSILZ,O,X,O,X,O,O,O
OTJSIZL,O,X,X,X,X,O,O
OTJSLIZ,O,X,O,X,O,O,O
OTJSLZI,O,X,O,X,O,O,O
OTJSZIL,O,X,X,X,O,O,O
OTJSZLI,O,X,O,X,O,O,O
OTJZILS,X,O,X,X,O,O,X
OTJZISL,X,O,X,X,O,O,X
OTJZLIS,O,O,O,X,O,O,X
OTJZLSI,X,O,O,X,O,O,X
OTJZSIL,O,X,X,X,O,O,O
OTJZSLI,O,O,X,X,O,O,O
OTSILJZ,O,X,O,O,X,O,X
OTSILZJ,O,X,O,O,X,O,X
OTSIJLZ,O,X,O,O,X,O,O
OTSIJZL,O,X,X,X,X,O,O
OTSIZLJ,O,X,O,O,X,O,X
OTSIZJL,O,X,X,X,X,O,X
OTSLIJZ,O,X,O,O,X,O,X
OTSLIZJ,O,X,O,O,X,O,X
OTSLJIZ,O,X,O,X,O,O,O
OTSLJZI,O,X,O,X,O,O,O
OTSLZIJ,O,X,O,X,O,O,X
OTSLZJI,O,X,O,X,O,O,X
OTSJILZ,O,X,O,X,O,O,O
OTSJIZL,O,X,X,X,X,O,O
OTSJLIZ,O,X,O,X,O,O,O
OTSJLZI,O,X,O,X,O,O,O
OTSJZIL,O,X,X,X,O,O,O
OTSJZLI,O,X,O,X,O,O,O
OTSZILJ,O,X,O,X,X,O,X
OTSZIJL,O,X,X,X,X,O,X
OTSZLIJ,O,X,O,X,O,O,X
OTSZLJI,O,X,O,X,O,O,X
OTSZJIL,O,X,X,X,O,O,O
OTSZJLI,O,X,O,X,O,O,O
OTZILJS,O,O,O,O,O,O,X
OTZILSJ,O,X,O,O,O,O,X
OTZIJLS,X,O,X,X,O,O,X
OTZIJSL,X,O,X,X,O,O,X
OTZISLJ,O,X,O,O,X,O,X
OTZISJL,O,O,X,X,X,O,X
OTZLIJS,O,O,O,O,O,O,X
OTZLISJ,O,X,O,O,O,O,X
OTZLJIS,O,O,O,X,O,O,X
OTZLJSI,X,O,O,X,O,O,X
OTZLSIJ,O,X,O,X,O,O,X
OTZLSJI,O,X,O,X,O,O,X
OTZJILS,X,O,X,X,O,O,X
OTZJISL,X,O,X,X,O,O,X
OTZJLIS,O,O,O,X,O,O,X
OTZJLSI,X,O,O,X,O,O,X
OTZJSIL,O,X,X,X,O,O,O
OTZJSLI,O,O,X,X,O,O,O
OTZSILJ,O,X,O,X,X,O,X
OTZSIJL,O,O,X,X,X,O,X
OTZSLIJ,O,X,O,X,O,O,X
OTZSLJI,O,X,O,X,O,O,X
OTZSJIL,O,X,X,X,O,O,O
OTZSJLI,O,O,O,X,O,O,O
OITLJSZ,X,O,O,O,O,X,X
OITLJZS,X,O,O,O,O,X,X
OITLSJZ,X,X,O,O,X,O,X
OITLSZJ,X,X,O,O,X,O,X
OITLZJS,X,O,O,O,O,O,X
OITLZSJ,X,X,O,O,O,O,X
OITJLSZ,O,O,O,O,O,X,X
OITJLZS,O,O,O,O,O,X,X
OITJSLZ,X,O,O,O,O,X,X
OITJSZL,X,O,X,X,X,X,X
OITJZLS,X,O,X,X,O,X,X
OITJZSL,X,O,X,X,O,X,X
OITSLJZ,O,X,O,O,X,O,X
OITSLZJ,O,X,O,O,X,O,X
OITSJLZ,O,O,O,O,X,O,X
OITSJZL,O,O,X,X,X,O,X
OITSZLJ,O,X,O,O,X,O,X
OITSZJL,O,O,X,X,X,O,X
OITZLJS,O,O,O,O,O,O,X
OITZLSJ,O,X,O,O,O,O,X
OITZJLS,X,O,X,X,O,O,X
OITZJSL,X,O,X,X,O,O,X
OITZSLJ,O,X,O,O,X,O,X
OITZSJL,O,O,X,X,X,O,X
OILTJSZ,X,O,O,O,O,X,X
OILTJZS,X,O,O,O,O,X,X
OILTSJZ,X,X,O,O,X,O,X
OILTSZJ,X,X,O,O,X,O,X
OILTZJS,X,O,O,O,O,O,X
OILTZSJ,X,X,O,O,O,O,X
OILJTSZ,X,O,O,O,X,X,X
OILJTZS,X,O,O,O,X,X,X
OILJSTZ,X,O,X,O,X,X,X
OILJSZT,X,O,X,O,X,X,X
OILJZTS,X,O,X,O,X,X,X
OILJZST,X,O,X,O,X,X,X
OILSTJZ,X,X,O,O,X,X,X
OILSTZJ,X,X,O,O,X,X,X
OILSJTZ,X,X,O,O,X,X,X
OILSJZT,X,X,X,O,X,X,X
OILSZTJ,X,X,X,O,X,X,X
OILSZJT,X,X,X,O,X,X,X
OILZTJS,X,O,O,O,O,X,X
OILZTSJ,X,X,O,O,O,X,X
OILZJTS,X,O,X,O,X,X,X
OILZJST,X,O,X,O,X,X,X
OILZSTJ,X,X,X,O,X,X,X
OILZSJT,X,X,X,O,X,X,X
OIJTLSZ,O,O,O,O,X,X,X
OIJTLZS,O,O,O,O,X,X,X
OIJTSLZ,X,O,O,O,X,X,X
OIJTSZL,X,O,X,X,X,X,X
OIJTZLS,X,O,X,X,X,X,X
OIJTZSL,X,O,X,X,X,X,X
OIJLTSZ,O,O,O,O,X,X,X
OIJLTZS,O,O,O,O,X,X,X
OIJLSTZ,O,O,X,O,X,X,X
OIJLSZT,O,O,X,O,X,X,X
OIJLZTS,O,O,X,O,X,X,X
OIJLZST,O,O,X,O,X,X,X
OIJSTLZ,O,O,O,O,X,X,O
OIJSTZL,O,O,X,X,X,X,O
OIJSLTZ,O,O,X,O,X,X,X
OIJSLZT,O,O,X,O,X,X,X
OIJSZTL,O,O,X,X,X,X,O
OIJSZLT,X,O,X,X,X,X,X
OIJZTLS,X,O,X,X,X,X,X
OIJZTSL,X,O,X,X,X,X,X
OIJZLTS,X,O,X,X,X,X,X
OIJZLST,X,O,X,X,X,X,X
OIJZSTL,X,O,X,X,X,X,O
OIJZSLT,X,O,X,X,X,X,X
OISTLJZ,O,X,O,O,X,X,X
OISTLZJ,O,X,O,O,X,X,X
OISTJLZ,O,O,O,O,X,X,O
OISTJZL,O,O,X,X,X,X,O
OISTZLJ,O,X,O,O,X,X,X
OISTZJL,O,O,X,X,X,X,X
OISLTJZ,O,X,O,O,X,X,X
OISLTZJ,O,X,O,O,X,X,X
OISLJTZ,X,X,O,O,X,X,X
OISLJZT,X,X,X,O,X,X,X
OISLZTJ,X,X,X,O,X,X,X
OISLZJT,X,X,X,O,X,X,X
OISJTLZ,O,O,O,O,X,X,O
OISJTZL,O,O,X,X,X,X,O
OISJLTZ,O,O,O,O,X,X,X
OISJLZT,O,O,X,O,X,X,X
OISJZTL,O,O,X,X,X,X,O
OISJZLT,X,O,X,X,X,X,X
OISZTLJ,O,X,O,O,X,X,X
OISZTJL,O,O,X,X,X,X,X
OISZLTJ,O,X,X,O,X,X,X
OISZLJT,O,X,X,O,X,X,X
OISZJTL,O,O,X,X,X,X,O
OISZJLT,X,O,X,X,X,X,X
OIZTLJS,O,O,O,O,O,X,X
OIZTLSJ,O,X,O,O,O,X,X
OIZTJLS,X,O,X,X,O,X,X
OIZTJSL,X,O,X,X,O,X,X
OIZTSLJ,O,X,O,O,X,X,X
OIZTSJL,O,O,X,X,X,X,X
OIZLTJS,O,O,O,O,O,X,X
OIZLTSJ,O,X,O,O,O,X,X
OIZLJTS,O,O,X,O,X,X,X
OIZLJST,O,O,X,O,X,X,X
OIZLSTJ,O,X,X,O,X,X,X
OIZLSJT,O,X,X,O,X,X,X
OIZJTLS,X,O,X,X,X,X,X
OIZJTSL,X,O,X,X,X,X,X
OIZJLTS,X,O,X,X,X,X,X
OIZJLST,X,O,X,X,X,X,X
OIZJSTL,X,O,X,X,X,X,O
OIZJSLT,X,O,X,X,X,X,X
OIZSTLJ,O,X,O,O,X,X,X
OIZSTJL,O,O,X,X,X,X,X
OIZSLTJ,O,X,X,O,X,X,X
OIZSLJT,O,X,X,O,X,X,X
OIZSJTL,O,O,X,X,X,X,O
OIZSJLT,X,O,X,X,X,X,X
OLTIJSZ,X,X,O,O,O,X,X
OLTIJZS,X,X,O,O,O,X,X
OLTISJZ,X,X,O,O,X,O,X
OLTISZJ,X,X,O,O,X,O,X
OLTIZJS,X,X,O,O,O,O,X
OLTIZSJ,X,X,O,O,O,O,X
OLTJISZ,O,X,O,O,O,X,X
OLTJIZS,O,X,O,O,O,X,X
OLTJSIZ,O,X,O,O,O,O,X
OLTJSZI,X,X,O,X,O,O,X
OLTJZIS,O,X,O,X,O,O,X
OLTJZSI,X,X,O,X,O,O,X
OLTSIJZ,O,X,O,O,X,O,X
OLTSIZJ,O,X,O,O,X,O,X
OLTSJIZ,O,X,O,X,O,O,X
OLTSJZI,O,X,O,X,O,O,X
OLTSZIJ,O,X,O,X,O,O,X
OLTSZJI,O,X,O,X,O,O,X
OLTZIJS,O,X,O,O,O,O,X
OLTZISJ,O,X,O,O,O,O,X
OLTZJIS,O,X,O,X,O,O,X
OLTZJSI,X,X,O,X,O,O,X
OLTZSIJ,O,X,O,X,O,O,X
OLTZSJI,O,X,O,X,O,O,X
OLITJSZ,X,O,O,O,O,X,X
OLITJZS,X,O,O,O,O,X,X
OLITSJZ,X,X,O,O,X,O,X
OLITSZJ,X,X,O,O,X,O,X
OLITZJS,X,O,O,O,O,O,X
OLITZSJ,X,X,O,O,O,O,X
OLIJTSZ,X,O,O,O,X,X,X
OLIJTZS,X,O,O,O,X,X,X
OLIJSTZ,X,O,X,O,X,X,X
OLIJSZT,X,O,X,O,X,X,X
OLIJZTS,X,O,X,O,X,X,X
OLIJZST,X,O,X,O,X,X,X
OLISTJZ,X,X,O,O,X,X,X
OLISTZJ,X,X,O,O,X,X,X
OLISJTZ,X,X,O,O,X,X,X
OLISJZT,X,X,X,O,X,X,X
OLISZTJ,X,X,X,O,X,X,X
OLISZJT,X,X,X,O,X,X,X
OLIZTJS,X,O,O,O,O,X,X
OLIZTSJ,X,X,O,O,O,X,X
OLIZJTS,X,O,X,O,X,X,X
OLIZJST,X,O,X,O,X,X,X
OLIZSTJ,X,X,X,O,X,X,X
OLIZSJT,X,X,X,O,X,X,X
OLJTISZ,O,O,O,O,O,X,X
OLJTIZS,O,O,O,O,O,X,X
OLJTSIZ,O,X,O,O,O,O,X
OLJTSZI,O,X,O,X,O,O,X
OLJTZIS,O,O,O,X,O,O,X
OLJTZSI,X,O,O,X,O,O,X
OLJITSZ,O,O,O,O,X,X,X
OLJITZS,O,O,O,O,X,X,X
OLJISTZ,O,O,X,O,X,X,X
OLJISZT,O,O,X,O,X,X,X
OLJIZTS,O,O,X,O,X,X,X
OLJIZST,O,O,X,O,X,X,X
OLJSTIZ,O,X,O,O,X,X,O
OLJSTZI,O,X,O,X,X,X,O
OLJSITZ,O,O,O,O,X,X,X
OLJSIZT,O,O,X,O,X,X,X
OLJSZTI,O,O,O,X,X,X,O
OLJSZIT,O,O,X,O,X,X,X
OLJZTIS,O,O,X,X,O,X,X
OLJZTSI,X,O,X,X,O,X,X
OLJZITS,O,O,X,X,X,X,X
OLJZIST,O,O,X,X,X,X,X
OLJZSTI,O,O,X,X,X,X,O
OLJZSIT,O,O,X,O,X,X,X
OLSTIJZ,O,X,O,O,X,O,X
OLSTIZJ,O,X,O,O,X,O,X
OLSTJIZ,O,X,O,X,O,O,O
OLSTJZI,O,X,O,X,O,O,O
OLSTZIJ,O,X,O,X,O,O,X
OLSTZJI,O,X,O,X,O,O,X
OLSITJZ,O,X,O,O,X,X,X
OLSITZJ,O,X,O,O,X,X,X
OLSIJTZ,X,X,O,O,X,X,X
OLSIJZT,X,X,X,O,X,X,X
OLSIZTJ,X,X,X,O,X,X,X
OLSIZJT,X,X,X,O,X,X,X
OLSJTIZ,O,X,O,O,X,X,O
OLSJTZI,O,X,O,X,X,X,O
OLSJITZ,O,X,O,O,X,X,X
OLSJIZT,O,X,X,O,X,X,X
OLSJZTI,O,X,O,X,X,X,O
OLSJZIT,O,X,X,O,X,X,X
OLSZTIJ,O,X,X,X,O,X,X
OLSZTJI,O,X,X,X,O,X,X
OLSZITJ,O,X,X,X,X,X,X
OLSZIJT,O,X,X,X,X,X,X
OLSZJTI,O,X,O,X,X,X,O
OLSZJIT,O,X,X,X,X,X,X
OLZTIJS,O,O,O,O,O,O,X
OLZTISJ,O,X,O,O,O,O,X
OLZTJIS,O,O,O,X,O,O,X
OLZTJSI,X,O,O,X,O,O,X
OLZTSIJ,O,X,O,X,O,O,X
OLZTSJI,O,X,O,X,O,O,X
OLZITJS,O,O,O,O,O,X,X
OLZITSJ,O,X,O,O,O,X,X
OLZIJTS,O,O,X,O,X,X,X
OLZIJST,O,O,X,O,X,X,X
OLZISTJ,O,X,X,O,X,X,X
OLZISJT,O,X,X,O,X,X,X
OLZJTIS,O,O,X,X,O,X,X
OLZJTSI,X,O,X,X,O,X,X
OLZJITS,O,O,X,X,X,X,X
OLZJIST,O,O,X,X,X,X,X
OLZJSTI,O,O,X,X,X,X,O
OLZJSIT,O,O,X,O,X,X,X
OLZSTIJ,O,X,X,X,O,X,X
OLZSTJI,O,X,X,X,O,X,X
OLZSITJ,O,X,X,X,X,X,X
OLZSIJT,O,X,X,X,X,X,X
OLZSJTI,O,X,O,X,X,X,O
OLZSJIT,O,X,X,X,X,X,X
OJTILSZ,O,O,O,O,O,X,X
OJTILZS,O,O,O,O,O,X,X
OJTISLZ,X,O,O,O,O,X,X
OJTISZL,X,O,X,X,X,X,X
OJTIZLS,X,O,X,X,O,X,X
OJTIZSL,X,O,X,X,O,X,X
OJTLISZ,O,O,O,O,O,X,X
OJTLIZS,O,O,O,O,O,X,X
OJTLSIZ,O,X,O,X,O,O,X
OJTLSZI,O,X,O,X,O,O,X
OJTLZIS,O,O,O,X,O,O,X
OJTLZSI,X,O,O,X,O,O,X
OJTSILZ,O,X,O,X,O,O,O
OJTSIZL,O,X,X,X,X,O,O
OJTSLIZ,O,X,O,X,O,O,O
OJTSLZI,O,X,O,X,O,O,O
OJTSZIL,O,X,X,X,O,O,O
OJTSZLI,O,X,O,X,O,O,O
OJTZILS,X,O,X,X,O,O,X
OJTZISL,X,O,X,X,O,O,X
OJTZLIS,O,O,O,X,O,O,X
OJTZLSI,X,O,O,X,O,O,X
OJTZSIL,O,X,X,X,O,O,O
OJTZSLI,O,O,X,X,O,O,O
OJITLSZ,O,O,O,O,X,X,X
OJITLZS,O,O,O,O,X,X,X
OJITSLZ,X,O,O,O,X,X,X
OJITSZL,X,O,X,X,X,X,X
OJITZLS,X,O,X,X,X,X,X
OJITZSL,X,O,X,X,X,X,X
OJILTSZ,O,O,O,O,X,X,X
OJILTZS,O,O,O,O,X,X,X
OJILSTZ,O,O,X,O,X,X,X
OJILSZT,O,O,X,O,X,X,X
OJILZTS,O,O,X,O,X,X,X
OJILZST,O,O,X,O,X,X,X
OJISTLZ,O,O,O,O,X,X,O
OJISTZL,O,O,X,X,X,X,O
OJISLTZ,O,O,X,O,X,X,X
OJISLZT,O,O,X,O,X,X,X
OJISZTL,O,O,X,X,X,X,O
OJISZLT,X,O,X,X,X,X,X
OJIZTLS,X,O,X,X,X,X,X
OJIZTSL,X,O,X,X,X,X,X
OJIZLTS,X,O,X,X,X,X,X
OJIZLST,X,O,X,X,X,X,X
OJIZSTL,X,O,X,X,X,X,O
OJIZSLT,X,O,X,X,X,X,X
OJLTISZ,O,O,O,O,O,X,X
OJLTIZS,O,O,O,O,O,X,X
OJLTSIZ,O,X,O,O,O,O,X
OJLTSZI,O,X,O,X,O,O,X
OJLTZIS,O,O,O,X,O,O,X
OJLTZSI,X,O,O,X,O,O,X
OJLITSZ,O,O,O,O,X,X,X
OJLITZS,O,O,O,O,X,X,X
OJLISTZ,O,O,X,O,X,X,X
OJLISZT,O,O,X,O,X,X,X
OJLIZTS,O,O,X,O,X,X,X
OJLIZST,O,O,X,O,X,X,X
OJLSTIZ,O,X,O,O,X,X,O
OJLSTZI,O,X,O,X,X,X,O
OJLSITZ,O,O,O,O,X,X,X
OJLSIZT,O,O,X,O,X,X,X
OJLSZTI,O,O,O,X,X,X,O
OJLSZIT,O,O,X,O,X,X,X
OJLZTIS,O,O,X,X,O,X,X
OJLZTSI,X,O,X,X,O,X,X
OJLZITS,O,O,X,X,X,X,X
OJLZIST,O,O,X,X,X,X,X
OJLZSTI,O,O,X,X,X,X,O
OJLZSIT,O,O,X,O,X,X,X
OJSTILZ,O,X,O,X,X,X,O
OJSTIZL,O,X,X,X,X,X,O
OJSTLIZ,O,X,O,X,X,X,O
OJSTLZI,O,X,O,X,X,X,O
OJSTZIL,O,X,X,X,X,X,O
OJSTZLI,O,X,O,X,X,X,O
OJSITLZ,O,O,O,X,X,X,O
OJSITZL,O,O,X,X,X,X,O
OJSILTZ,O,O,O,X,X,X,X
OJSILZT,O,O,X,X,X,X,X
OJSIZTL,O,O,X,X,X,X,O
OJSIZLT,X,O,X,X,X,X,X
OJSLTIZ,O,X,O,X,X,X,O
OJSLTZI,O,X,O,X,X,X,O
OJSLITZ,O,O,O,X,X,X,X
OJSLIZT,O,O,X,X,X,X,X
OJSLZTI,O,O,O,X,X,X,O
OJSLZIT,O,O,X,X,X,X,X
OJSZTIL,O,X,X,X,X,X,O
OJSZTLI,O,O,O,X,X,X,O
OJSZITL,O,O,X,X,X,X,O
OJSZILT,X,O,X,X,X,X,X
OJSZLTI,O,O,O,X,X,X,O
OJSZLIT,O,O,X,X,X,X,X
OJZTILS,X,O,X,X,O,X,X
OJZTISL,X,O,X,X,O,X,X
OJZTLIS,O,O,X,X,O,X,X
OJZTLSI,X,O,X,X,O,X,X
OJZTSIL,O,X,X,X,O,X,O
OJZTSLI,O,O,X,X,O,X,O
OJZITLS,X,O,X,X,X,X,X
OJZITSL,X,O,X,X,X,X,X
OJZILTS,X,O,X,X,X,X,X
OJZILST,X,O,X,X,X,X,X
OJZISTL,X,O,X,X,X,X,O
OJZISLT,X,O,X,X,X,X,X
OJZLTIS,O,O,X,X,O,X,X
OJZLTSI,X,O,X,X,O,X,X
OJZLITS,O,O,X,X,X,X,X
OJZLIST,O,O,X,X,X,X,X
OJZLSTI,O,O,X,X,X,X,O
OJZLSIT,O,O,X,X,X,X,X
OJZSTIL,O,X,X,X,X,X,O
OJZSTLI,O,O,X,X,X,X,O
OJZSITL,O,O,X,X,X,X,O
OJZSILT,X,O,X,X,X,X,X
OJZSLTI,O,O,X,X,X,X,O
OJZSLIT,O,O,X,X,X,X,X
OSTILJZ,O,X,O,O,X,O,X
OSTILZJ,O,X,O,O,X,O,X
OSTIJLZ,O,X,O,O,X,O,O
OSTIJZL,O,X,X,X,X,O,O
OSTIZLJ,O,X,O,O,X,O,X
OSTIZJL,O,X,X,X,X,O,X
OSTLIJZ,O,X,O,O,X,O,X
OSTLIZJ,O,X,O,O,X,O,X
OSTLJIZ,O,X,O,X,O,O,O
OSTLJZI,O,X,O,X,O,O,O
OSTLZIJ,O,X,O,X,O,O,X
OSTLZJI,O,X,O,X,O,O,X
OSTJILZ,O,X,O,X,O,O,O
OSTJIZL,O,X,X,X,X,O,O
OSTJLIZ,O,X,O,X,O,O,O
OSTJLZI,O,X,O,X,O,O,O
OSTJZIL,O,X,X,X,O,O,O
OSTJZLI,O,X,O,X,O,O,O
OSTZILJ,O,X,O,X,X,O,X
OSTZIJL,O,X,X,X,X,O,X
OSTZLIJ,O,X,O,X,O,O,X
OSTZLJI,O,X,O,X,O,O,X
OSTZJIL,O,X,X,X,O,O,O
OSTZJLI,O,X,O,X,O,O,O
OSITLJZ,O,X,O,O,X,X,X
OSITLZJ,O,X,O,O,X,X,X
OSITJLZ,O,O,O,O,X,X,O
OSITJZL,O,O,X,X,X,X,O
OSITZLJ,O,X,O,O,X,X,X
OSITZJL,O,O,X,X,X,X,X
OSILTJZ,O,X,O,O,X,X,X
OSILTZJ,O,X,O,O,X,X,X
OSILJTZ,X,X,O,O,X,X,X
OSILJZT,X,X,X,O,X,X,X
OSILZTJ,X,X,X,O,X,X,X
OSILZJT,X,X,X,O,X,X,X
OSIJTLZ,O,O,O,O,X,X,O
OSIJTZL,O,O,X,X,X,X,O
OSIJLTZ,O,O,O,O,X,X,X
OSIJLZT,O,O,X,O,X,X,X
OSIJZTL,O,O,X,X,X,X,O
OSIJZLT,X,O,X,X,X,X,X
OSIZTLJ,O,X,O,O,X,X,X
OSIZTJL,O,O,X,X,X,X,X
OSIZLTJ,O,X,X,O,X,X,X
OSIZLJT,O,X,X,O,X,X,X
OSIZJTL,O,O,X,X,X,X,O
OSIZJLT,X,O,X,X,X,X,X
OSLTIJZ,O,X,O,O,X,O,X
OSLTIZJ,O,X,O,O,X,O,X
OSLTJIZ,O,X,O,X,O,O,O
OSLTJZI,O,X,O,X,O,O,O
OSLTZIJ,O,X,O,X,O,O,X
OSLTZJI,O,X,O,X,O,O,X
OSLITJZ,O,X,O,O,X,X,X
OSLITZJ,O,X,O,O,X,X,X
OSLIJTZ,X,X,O,O,X,X,X
OSLIJZT,X,X,X,O,X,X,X
OSLIZTJ,X,X,X,O,X,X,X
OSLIZJT,X,X,X,O,X,X,X
OSLJTIZ,O,X,O,O,X,X,O
OSLJTZI,O,X,O,X,X,X,O
OSLJITZ,O,X,O,O,X,X,X
OSLJIZT,O,X,X,O,X,X,X
OSLJZTI,O,X,O,X,X,X,O
OSLJZIT,O,X,X,O,X,X,X
OSLZTIJ,O,X,X,X,O,X,X
OSLZTJI,O,X,X,X,O,X,X
OSLZITJ,O,X,X,X,X,X,X
OSLZIJT,O,X,X,X,X,X,X
OSLZJTI,O,X,O,X,X,X,O
OSLZJIT,O,X,X,X,X,X,X
OSJTILZ,O,X,O,X,X,X,O
OSJTIZL,O,X,X,X,X,X,O
OSJTLIZ,O,X,O,X,X,X,O
OSJTLZI,O,X,O,X,X,X,O
OSJTZIL,O,X,X,X,X,X,O
OSJTZLI,O,X,O,X,X,X,O
OSJITLZ,O,O,O,X,X,X,O
OSJITZL,O,O,X,X,X,X,O
OSJILTZ,O,O,O,X,X,X,X
OSJILZT,O,O,X,X,X,X,X
OSJIZTL,O,O,X,X,X,X,O
OSJIZLT,X,O,X,X,X,X,X
OSJLTIZ,O,X,O,X,X,X,O
OSJLTZI,O,X,O,X,X,X,O
OSJLITZ,O,O,O,X,X,X,X
OSJLIZT,O,O,X,X,X,X,X
OSJLZTI,O,O,O,X,X,X,O
OSJLZIT,O,O,X,X,X,X,X
OSJZTIL,O,X,X,X,X,X,O
OSJZTLI,O,O,O,X,X,X,O
OSJZITL,O,O,X,X,X,X,O
OSJZILT,X,O,X,X,X,X,X
OSJZLTI,O,O,O,X,X,X,O
OSJZLIT,O,O,X,X,X,X,X
OSZTILJ,O,X,O,X,X,X,X
OSZTIJL,O,O,X,X,X,X,X
OSZTLIJ,O,X,O,X,O,X,X
OSZTLJI,O,X,O,X,O,X,X
OSZTJIL,O,X,X,X,O,X,O
OSZTJLI,O,O,O,X,O,X,O
OSZITLJ,O,X,O,X,X,X,X
OSZITJL,O,O,X,X,X,X,X
OSZILTJ,O,X,X,X,X,X,X
OSZILJT,O,X,X,X,X,X,X
OSZIJTL,O,O,X,X,X,X,O
OSZIJLT,X,O,X,X,X,X,X
OSZLTIJ,O,X,X,X,O,X,X
OSZLTJI,O,X,X,X,O,X,X
OSZLITJ,O,X,X,X,X,X,X
OSZLIJT,O,X,X,X,X,X,X
OSZLJTI,O,X,O,X,X,X,O
OSZLJIT,O,X,X,X,X,X,X
OSZJTIL,O,X,X,X,X,X,O
OSZJTLI,O,O,O,X,X,X,O
OSZJITL,O,O,X,X,X,X,O
OSZJILT,X,O,X,X,X,X,X
OSZJLTI,O,O,O,X,X,X,O
OSZJLIT,O,O,X,X,X,X,X
OZTILJS,O,O,O,O,O,O,X
OZTILSJ,O,X,O,O,O,O,X
OZTIJLS,X,O,X,X,O,O,X
OZTIJSL,X,O,X,X,O,O,X
OZTISLJ,O,X,O,O,X,O,X
OZTISJL,O,O,X,X,X,O,X
OZTLIJS,O,O,O,O,O,O,X
OZTLISJ,O,X,O,O,O,O,X
OZTLJIS,O,O,O,X,O,O,X
OZTLJSI,X,O,O,X,O,O,X
