sequence,v115@RhA8FeF8BeE8Je/EJvhFZmBumBcnBTjB6qBFqB,v115@RhA8FeF8BeE8Je/EJvhFalB5lBcnBTjBOrBlrB,v115@RhA8FeF8BeE8Jex/IvhFCiBTjBlkBXnBmqB8qB,v115@RhA8FeF8BeE8Jem/IvhFxhBTjB0kBFnBCrBfrB,v115@RhA8FeF8BeE8JeT/IvhFXhBGjBVqBRnByrB0qB,v115@RhA8FeF8BeE8JeT/IvhF0gBGjBVqBRnByrBXrB
ZSTLJOI,O,O,O,O,X,X
ZSTLOIJ,O,O,X,O,X,X
ZSTLOJI,O,O,O,O,X,X
ZSTJILO,O,O,O,X,X,X
ZSTJIOL,O,O,O,X,X,X
ZSTJLIO,O,O,O,O,X,X
ZSTJLOI,O,O,O,O,X,X
ZSTJOIL,O,O,O,X,X,X
ZSTJOLI,O,O,O,O,X,X
ZSTOILJ,O,O,X,X,X,X
ZSTOIJL,O,O,X,X,X,X
ZSTOLIJ,O,O,X,O,X,X
ZSTOLJI,O,O,O,O,X,X
ZSTOJIL,O,O,O,X,X,X
ZSTOJLI,O,O,O,O,X,X
ZSITLJO,O,O,X,X,X,X
ZSITLOJ,O,O,X,X,X,X
ZSITJLO,O,O,X,X,X,X
ZSITJOL,O,O,X,X,X,X
ZSITOLJ,O,O,X,X,X,X
ZSITOJL,O,O,X,X,X,X
ZSILTJO,O,O,X,X,X,X
ZSILTOJ,O,O,X,X,X,X
ZSILJTO,O,O,X,X,X,X
ZSILJOT,O,O,X,X,X,X
ZSILOTJ,O,O,X,X,X,X
ZSILOJT,O,O,X,X,X,X
ZSIJTLO,O,O,X,X,X,X
ZSIJTOL,O,O,X,X,X,X
ZSIJLTO,O,O,X,X,X,X
ZSIJLOT,O,O,X,X,X,X
ZSIJOTL,O,O,X,X,X,X
ZSIJOLT,O,O,X,X,X,X
ZSIOTLJ,O,O,X,X,X,X
ZSIOTJL,O,O,X,X,X,X
ZSIOLTJ,O,O,X,X,X,X
ZSIOLJT,O,O,X,X,X,X
ZSIOJTL,O,O,X,X,X,X
ZSIOJLT,O,O,X,X,X,X
ZSLTIJO,O,O,X,O,X,X
ZSLTIOJ,O,O,X,O,X,X
ZSLTJIO,O,O,O,O,X,X
ZSLTJOI,O,O,O,O,X,X
ZSLTOIJ,O,O,X,O,X,X
ZSLTOJI,O,O,O,O,X,X
ZSLITJO,O,O,X,X,X,X
ZSLITOJ,O,O,X,X,X,X
ZSLIJTO,O,O,X,X,X,X
ZSLIJOT,O,O,X,X,X,X
ZSLIOTJ,O,O,X,X,X,X
ZSLIOJT,O,O,X,X,X,X
ZSLJTIO,O,O,O,O,X,X
ZSLJTOI,O,O,O,O,X,X
ZSLJITO,O,O,X,X,X,X
ZSLJIOT,O,O,X,X,X,X
ZSLJOTI,O,O,O,O,X,X
ZSLJOIT,O,O,X,X,X,X
ZSLOTIJ,O,O,X,O,X,X
ZSLOTJI,O,O,O,O,X,X
ZSLOITJ,O,O,X,X,X,X
ZSLOIJT,O,O,X,X,X,X
ZSLOJTI,O,O,O,O,X,X
ZSLOJIT,O,O,X,X,X,X
ZSJTILO,O,O,O,X,X,X
ZSJTIOL,O,O,O,X,X,X
ZSJTLIO,O,O,O,O,X,X
ZSJTLOI,O,O,O,O,X,X
ZSJTOIL,O,O,O,X,X,X
ZSJTOLI,O,O,O,O,X,X
ZSJITLO,O,O,X,X,X,X
ZSJITOL,O,O,X,X,X,X
ZSJILTO,O,O,X,X,X,X
ZSJILOT,O,O,X,X,X,X
ZSJIOTL,O,O,X,X,X,X
ZSJIOLT,O,O,X,X,X,X
ZSJLTIO,O,O,O,O,X,X
ZSJLTOI,O,O,O,O,X,X
ZSJLITO,O,O,X,X,X,X
ZSJLIOT,O,O,X,X,X,X
ZSJLOTI,O,O,O,O,X,X
ZSJLOIT,O,O,X,X,X,X
ZSJOTIL,O,O,O,X,X,X
ZSJOTLI,O,O,O,O,X,X
ZSJOITL,O,O,X,X,X,X
ZSJOILT,O,O,X,X,X,X
ZSJOLTI,O,O,O,O,X,X
ZSJOLIT,O,O,X,X,X,X
ZSOTILJ,O,O,X,X,X,X
ZSOTIJL,O,O,X,X,X,X
ZSOTLIJ,O,O,X,O,X,X
ZSOTLJI,O,O,O,O,X,X
ZSOTJIL,O,O,O,X,X,X
ZSOTJLI,O,O,O,O,X,X
ZSOITLJ,O,O,X,X,X,X
ZSOITJL,O,O,X,X,X,X
ZSOILTJ,O,O,X,X,X,X
ZSOILJT,O,O,X,X,X,X
ZSOIJTL,O,O,X,X,X,X
ZSOIJLT,O,O,X,X,X,X
ZSOLTIJ,O,O,X,O,X,X
ZSOLTJI,O,O,O,O,X,X
ZSOLITJ,O,O,X,X,X,X
ZSOLIJT,O,O,X,X,X,X
ZSOLJTI,O,O,O,O,X,X
ZSOLJIT,O,O,X,X,X,X
ZSOJTIL,O,O,O,X,X,X
ZSOJTLI,O,O,O,O,X,X
ZSOJITL,O,O,X,X,X,X
ZSOJILT,O,O,X,X,X,X
ZSOJLTI,O,O,O,O,X,X
ZSOJLIT,O,O,X,X,X,X
ZOTILJS,O,X,X,O,X,O
ZOTILSJ,O,X,X,O,X,X
ZOTIJLS,O,X,X,O,X,O
ZOTIJSL,O,O,X,X,O,O
ZOTISLJ,O,O,X,X,X,X
ZOTISJL,O,O,X,X,O,O
ZOTLIJS,O,X,X,O,X,O
ZOTLISJ,O,X,X,O,X,X
ZOTLJIS,O,X,X,O,X,O
ZOTLJSI,O,X,X,O,X,X
ZOTLSIJ,O,X,X,O,X,X
ZOTLSJI,O,X,X,O,X,X
ZOTJILS,O,X,X,O,X,O
ZOTJISL,O,O,X,X,O,O
ZOTJLIS,O,X,X,O,X,O
ZOTJLSI,O,X,X,O,X,X
ZOTJSIL,O,O,O,X,O,O
ZOTJSLI,O,O,O,O,X,X
ZOTSILJ,O,O,X,X,X,X
ZOTSIJL,O,O,X,X,O,O
ZOTSLIJ,O,O,X,O,X,X
ZOTSLJI,O,O,O,O,X,X
ZOTSJIL,O,O,O,X,O,O
ZOTSJLI,O,O,O,O,X,X
ZOITLJS,O,X,X,O,X,O
ZOITLSJ,O,X,X,O,X,X
ZOITJLS,O,X,X,O,X,O
ZOITJSL,O,O,X,X,O,O
ZOITSLJ,O,O,X,X,X,X
ZOITSJL,O,O,X,X,O,O
ZOILTJS,O,X,X,O,X,X
ZOILTSJ,O,X,X,O,X,X
ZOILJTS,O,X,X,O,X,X
ZOILJST,O,O,X,X,X,X
ZOILSTJ,O,O,X,X,X,X
ZOILSJT,O,O,X,X,X,X
ZOIJTLS,O,X,X,O,X,O
ZOIJTSL,O,O,X,X,O,O
ZOIJLTS,O,X,X,O,X,X
ZOIJLST,O,O,X,X,X,X
ZOIJSTL,O,O,X,X,X,X
ZOIJSLT,O,O,X,X,X,X
ZOISTLJ,O,O,X,X,X,X
ZOISTJL,O,O,X,X,X,X
ZOISLTJ,O,O,X,X,X,X
ZOISLJT,O,O,X,X,X,X
ZOISJTL,O,O,X,X,X,X
ZOISJLT,O,O,X,X,X,X
ZOLTIJS,O,X,X,O,X,X
ZOLTISJ,O,X,X,O,X,X
ZOLTJIS,O,X,X,O,X,X
ZOLTJSI,O,X,X,O,X,X
ZOLTSIJ,O,X,X,O,X,X
ZOLTSJI,O,X,X,O,X,X
ZOLITJS,O,X,X,O,X,X
ZOLITSJ,O,X,X,O,X,X
ZOLIJTS,O,X,X,O,X,X
ZOLIJST,O,O,X,X,X,X
ZOLISTJ,O,O,X,X,X,X
ZOLISJT,O,O,X,X,X,X
ZOLJTIS,O,X,X,O,X,X
ZOLJTSI,O,X,X,O,X,X
ZOLJITS,O,X,X,O,X,X
ZOLJIST,O,O,X,X,X,X
ZOLJSTI,O,O,X,O,X,X
ZOLJSIT,O,O,X,X,X,X
ZOLSTIJ,O,O,X,O,X,X
ZOLSTJI,O,O,X,O,X,X
ZOLSITJ,O,O,X,X,X,X
ZOLSIJT,O,O,X,X,X,X
ZOLSJTI,O,O,X,O,X,X
ZOLSJIT,O,O,X,X,X,X
ZOJTILS,O,X,X,O,X,O
ZOJTISL,O,O,X,X,O,O
ZOJTLIS,O,X,X,O,X,O
ZOJTLSI,O,X,X,O,X,X
ZOJTSIL,O,O,O,X,O,O
ZOJTSLI,O,O,O,O,X,X
ZOJITLS,O,X,X,O,X,O
ZOJITSL,O,O,X,X,O,O
ZOJILTS,O,X,X,O,X,X
ZOJILST,O,O,X,X,X,X
ZOJISTL,O,O,X,X,X,X
ZOJISLT,O,O,X,X,X,X
ZOJLTIS,O,X,X,O,X,X
ZOJLTSI,O,X,X,O,X,X
ZOJLITS,O,X,X,O,X,X
ZOJLIST,O,O,X,X,X,X
ZOJLSTI,O,O,X,O,X,X
ZOJLSIT,O,O,X,X,X,X
ZOJSTIL,O,O,O,X,X,X
ZOJSTLI,O,O,O,O,X,X
ZOJSITL,O,O,X,X,X,X
ZOJSILT,O,O,X,X,X,X
ZOJSLTI,O,O,O,O,X,X
ZOJSLIT,O,O,X,X,X,X
ZOSTILJ,O,O,X,X,X,X
ZOSTIJL,O,O,X,X,X,X
ZOSTLIJ,O,O,X,O,X,X
ZOSTLJI,O,O,O,O,X,X
ZOSTJIL,O,O,O,X,X,X
ZOSTJLI,O,O,O,O,X,X
ZOSITLJ,O,O,X,X,X,X
ZOSITJL,O,O,X,X,X,X
ZOSILTJ,O,O,X,X,X,X
ZOSILJT,O,O,X,X,X,X
ZOSIJTL,O,O,X,X,X,X
ZOSIJLT,O,O,X,X,X,X
ZOSLTIJ,O,O,X,O,X,X
ZOSLTJI,O,O,O,O,X,X
ZOSLITJ,O,O,X,X,X,X
ZOSLIJT,O,O,X,X,X,X
ZOSLJTI,O,O,O,O,X,X
ZOSLJIT,O,O,X,X,X,X
ZOSJTIL,O,O,O,X,X,X
ZOSJTLI,O,O,O,O,X,X
ZOSJITL,O,O,X,X,X,X
ZOSJILT,O,O,X,X,X,X
ZOSJLTI,O,O,O,O,X,X
ZOSJLIT,O,O,X,X,X,X
OTILJSZ,X,X,X,X,O,X
OTILJZS,X,X,X,X,X,O
OTILSJZ,X,X,X,X,O,X
OTILSZJ,O,X,X,X,X,X
OTILZJS,O,X,X,O,X,O
OTILZSJ,O,X,X,O,X,X
OTIJLSZ,X,X,X,X,O,X
OTIJLZS,X,X,X,X,X,O
OTIJSLZ,X,O,O,X,O,X
OTIJSZL,X,O,O,X,O,O
OTIJZLS,X,X,X,X,X,O
OTIJZSL,X,O,X,X,O,O
OTISLJZ,X,O,O,X,O,X
OTISLZJ,O,O,X,X,X,X
OTISJLZ,X,O,O,X,O,X
OTISJZL,X,O,O,X,O,O
OTISZLJ,O,O,X,X,X,X
OTISZJL,O,O,X,X,O,O
OTIZLJS,O,X,X,O,X,O
OTIZLSJ,O,X,X,O,X,X
OTIZJLS,O,X,X,O,X,O
OTIZJSL,O,O,X,X,O,O
OTIZSLJ,O,O,X,X,X,X
OTIZSJL,O,O,X,X,O,O
OTLIJSZ,X,X,X,X,O,X
OTLIJZS,X,X,X,X,X,O
OTLISJZ,X,X,X,X,O,X
OTLISZJ,O,X,X,X,X,X
OTLIZJS,O,X,X,O,X,O
OTLIZSJ,O,X,X,O,X,X
OTLJISZ,X,X,X,X,O,X
OTLJIZS,X,X,X,X,X,O
OTLJSIZ,X,X,O,X,O,X
OTLJSZI,X,X,O,X,X,X
OTLJZIS,X,X,X,O,X,O
OTLJZSI,X,X,X,O,X,X
OTLSIJZ,X,X,O,X,O,X
OTLSIZJ,O,X,X,X,X,X
OTLSJIZ,X,X,O,X,O,X
OTLSJZI,X,X,O,X,X,X
OTLSZIJ,O,X,X,O,X,X
OTLSZJI,O,X,O,O,X,X
OTLZIJS,O,X,X,O,X,O
OTLZISJ,O,X,X,O,X,X
OTLZJIS,O,X,X,O,X,O
OTLZJSI,O,X,X,O,X,X
OTLZSIJ,O,X,X,O,X,X
OTLZSJI,O,X,X,O,X,X
OTJILSZ,X,X,X,X,O,X
OTJILZS,X,X,X,X,X,O
OTJISLZ,X,O,O,X,O,X
OTJISZL,X,O,O,X,O,O
OTJIZLS,X,X,X,X,X,O
OTJIZSL,X,O,X,X,O,O
OTJLISZ,X,X,X,X,O,X
OTJLIZS,X,X,X,X,X,O
OTJLSIZ,X,X,O,X,O,X
OTJLSZI,X,X,O,X,X,X
OTJLZIS,X,X,X,O,X,O
OTJLZSI,X,X,X,O,X,X
OTJSILZ,X,O,O,X,O,X
OTJSIZL,X,O,O,X,O,O
OTJSLIZ,X,O,O,X,O,X
OTJSLZI,X,O,O,X,X,X
OTJSZIL,X,O,O,X,O,O
OTJSZLI,X,O,O,X,X,X
OTJZILS,X,X,X,O,X,O
OTJZISL,X,O,X,X,O,O
OTJZLIS,X,X,X,O,X,O
OTJZLSI,X,X,X,O,X,X
OTJZSIL,X,O,O,X,O,O
OTJZSLI,X,O,O,O,X,X
OTSILJZ,X,O,O,X,O,X
OTSILZJ,O,O,X,X,X,X
OTSIJLZ,X,O,O,X,O,X
OTSIJZL,X,O,O,X,O,O
OTSIZLJ,O,O,X,X,X,X
OTSIZJL,O,O,X,X,O,O
OTSLIJZ,X,O,O,X,O,X
OTSLIZJ,O,O,X,X,X,X
OTSLJIZ,X,O,O,X,O,X
OTSLJZI,X,O,O,X,X,X
OTSLZIJ,O,O,X,O,X,X
OTSLZJI,O,O,O,O,X,X
OTSJILZ,X,O,O,X,O,X
OTSJIZL,X,O,O,X,O,O
OTSJLIZ,X,O,O,X,O,X
OTSJLZI,X,O,O,X,X,X
OTSJZIL,X,O,O,X,O,O
OTSJZLI,X,O,O,X,X,X
OTSZILJ,O,O,X,X,X,X
OTSZIJL,O,O,X,X,O,O
OTSZLIJ,O,O,X,O,X,X
OTSZLJI,O,O,O,O,X,X
OTSZJIL,O,O,O,X,O,O
OTSZJLI,O,O,O,O,X,X
OTZILJS,O,X,X,O,X,O
OTZILSJ,O,X,X,O,X,X
OTZIJLS,O,X,X,O,X,O
OTZIJSL,O,O,X,X,O,O
OTZISLJ,O,O,X,X,X,X
OTZISJL,O,O,X,X,O,O
OTZLIJS,O,X,X,O,X,O
OTZLISJ,O,X,X,O,X,X
OTZLJIS,O,X,X,O,X,O
OTZLJSI,O,X,X,O,X,X
OTZLSIJ,O,X,X,O,X,X
OTZLSJI,O,X,X,O,X,X
OTZJILS,O,X,X,O,X,O
OTZJISL,O,O,X,X,O,O
OTZJLIS,O,X,X,O,X,O
OTZJLSI,O,X,X,O,X,X
OTZJSIL,O,O,O,X,O,O
OTZJSLI,O,O,O,O,X,X
OTZSILJ,O,O,X,X,X,X
OTZSIJL,O,O,X,X,O,O
OTZSLIJ,O,O,X,O,X,X
OTZSLJI,O,O,O,O,X,X
OTZSJIL,O,O,O,X,O,O
OTZSJLI,O,O,O,O,X,X
OITLJSZ,X,X,X,X,O,X
OITLJZS,X,X,X,X,X,O
OITLSJZ,X,X,X,X,O,X
OITLSZJ,O,X,X,X,X,X
OITLZJS,O,X,X,O,X,O
OITLZSJ,O,X,X,O,X,X
OITJLSZ,X,X,X,X,O,X
OITJLZS,X,X,X,X,X,O
OITJSLZ,X,O,O,X,O,X
OITJSZL,X,O,O,X,O,O
OITJZLS,X,X,X,X,X,O
OITJZSL,X,O,X,X,O,O
OITSLJZ,X,O,O,X,O,X
OITSLZJ,O,O,X,X,X,X
OITSJLZ,X,O,O,X,O,X
OITSJZL,X,O,O,X,O,O
OITSZLJ,O,O,X,X,X,X
OITSZJL,O,O,X,X,O,O
OITZLJS,O,X,X,O,X,O
OITZLSJ,O,X,X,O,X,X
OITZJLS,O,X,X,O,X,O
OITZJSL,O,O,X,X,O,O
OITZSLJ,O,O,X,X,X,X
OITZSJL,O,O,X,X,O,O
OILTJSZ,X,X,X,X,O,X
OILTJZS,X,X,X,X,X,O
OILTSJZ,X,X,X,X,O,X
OILTSZJ,O,X,X,X,X,X
OILTZJS,O,X,X,O,X,O
OILTZSJ,O,X,X,O,X,X
OILJTSZ,X,X,X,X,O,X
OILJTZS,X,X,X,X,X,O
OILJSTZ,X,O,X,X,X,X
OILJSZT,O,O,X,X,X,X
OILJZTS,O,X,X,X,X,X
OILJZST,O,O,X,X,X,X
OILSTJZ,X,O,X,X,X,X
OILSTZJ,O,O,X,X,X,X
OILSJTZ,X,O,X,X,X,X
OILSJZT,O,O,X,X,X,X
OILSZTJ,O,O,X,X,X,X
OILSZJT,O,O,X,X,X,X
OILZTJS,O,X,X,O,X,X
OILZTSJ,O,X,X,O,X,X
OILZJTS,O,X,X,O,X,X
OILZJST,O,O,X,X,X,X
OILZSTJ,O,O,X,X,X,X
OILZSJT,O,O,X,X,X,X
OIJTLSZ,X,X,X,X,O,X
OIJTLZS,X,X,X,X,X,O
OIJTSLZ,X,O,O,X,O,X
OIJTSZL,X,O,O,X,O,O
OIJTZLS,X,X,X,X,X,O
OIJTZSL,X,O,X,X,O,O
OIJLTSZ,X,X,X,X,O,X
OIJLTZS,X,X,X,X,X,O
OIJLSTZ,X,O,X,X,X,X
OIJLSZT,O,O,X,X,X,X
OIJLZTS,O,X,X,X,X,X
OIJLZST,O,O,X,X,X,X
OIJSTLZ,X,O,O,X,O,X
OIJSTZL,X,O,O,X,O,O
OIJSLTZ,X,O,O,X,X,X
OIJSLZT,O,O,X,X,X,X
OIJSZTL,O,O,X,X,X,X
OIJSZLT,O,O,X,X,X,X
OIJZTLS,O,X,X,X,X,O
OIJZTSL,O,O,X,X,O,O
OIJZLTS,O,X,X,X,X,X
OIJZLST,O,O,X,X,X,X
OIJZSTL,O,O,X,X,X,X
OIJZSLT,O,O,X,X,X,X
OISTLJZ,X,O,O,X,O,X
OISTLZJ,O,O,X,X,X,X
OISTJLZ,X,O,O,X,O,X
OISTJZL,X,O,O,X,O,O
OISTZLJ,O,O,X,X,X,X
OISTZJL,O,O,X,X,O,O
OISLTJZ,X,O,O,X,X,X
OISLTZJ,O,O,X,X,X,X
OISLJTZ,X,O,O,X,X,X
OISLJZT,O,O,X,X,X,X
OISLZTJ,O,O,X,X,X,X
OISLZJT,O,O,X,X,X,X
OISJTLZ,X,O,O,X,O,X
OISJTZL,X,O,O,X,O,O
OISJLTZ,X,O,O,X,X,X
OISJLZT,O,O,X,X,X,X
OISJZTL,O,O,X,X,X,X
OISJZLT,O,O,X,X,X,X
OISZTLJ,O,O,X,X,X,X
OISZTJL,O,O,X,X,X,X
OISZLTJ,O,O,X,X,X,X
OISZLJT,O,O,X,X,X,X
OISZJTL,O,O,X,X,X,X
OISZJLT,O,O,X,X,X,X
OIZTLJS,O,X,X,O,X,O
OIZTLSJ,O,X,X,O,X,X
OIZTJLS,O,X,X,O,X,O
OIZTJSL,O,O,X,X,O,O
OIZTSLJ,O,O,X,X,X,X
OIZTSJL,O,O,X,X,O,O
OIZLTJS,O,X,X,O,X,X
OIZLTSJ,O,X,X,O,X,X
OIZLJTS,O,X,X,O,X,X
OIZLJST,O,O,X,X,X,X
OIZLSTJ,O,O,X,X,X,X
OIZLSJT,O,O,X,X,X,X
OIZJTLS,O,X,X,O,X,O
OIZJTSL,O,O,X,X,O,O
OIZJLTS,O,X,X,O,X,X
OIZJLST,O,O,X,X,X,X
OIZJSTL,O,O,X,X,X,X
OIZJSLT,O,O,X,X,X,X
OIZSTLJ,O,O,X,X,X,X
OIZSTJL,O,O,X,X,X,X
OIZSLTJ,O,O,X,X,X,X
OIZSLJT,O,O,X,X,X,X
OIZSJTL,O,O,X,X,X,X
OIZSJLT,O,O,X,X,X,X
OLTIJSZ,X,X,X,X,O,X
OLTIJZS,X,X,X,X,X,O
OLTISJZ,X,X,X,X,O,X
OLTISZJ,O,X,X,X,X,X
OLTIZJS,O,X,X,O,X,O
OLTIZSJ,O,X,X,O,X,X
OLTJISZ,X,X,X,X,O,X
OLTJIZS,X,X,X,X,X,O
OLTJSIZ,X,X,O,X,O,X
OLTJSZI,X,X,O,X,X,X
OLTJZIS,X,X,X,O,X,O
OLTJZSI,X,X,X,O,X,X
OLTSIJZ,X,X,O,X,O,X
OLTSIZJ,O,X,X,X,X,X
OLTSJIZ,X,X,O,X,O,X
OLTSJZI,X,X,O,X,X,X
OLTSZIJ,O,X,X,O,X,X
OLTSZJI,O,X,O,O,X,X
OLTZIJS,O,X,X,O,X,O
OLTZISJ,O,X,X,O,X,X
OLTZJIS,O,X,X,O,X,O
OLTZJSI,O,X,X,O,X,X
OLTZSIJ,O,X,X,O,X,X
OLTZSJI,O,X,X,O,X,X
OLITJSZ,X,X,X,X,O,X
OLITJZS,X,X,X,X,X,O
OLITSJZ,X,X,X,X,O,X
OLITSZJ,O,X,X,X,X,X
OLITZJS,O,X,X,O,X,O
OLITZSJ,O,X,X,O,X,X
OLIJTSZ,X,X,X,X,O,X
OLIJTZS,X,X,X,X,X,O
OLIJSTZ,X,O,X,X,X,X
OLIJSZT,O,O,X,X,X,X
OLIJZTS,O,X,X,X,X,X
OLIJZST,O,O,X,X,X,X
OLISTJZ,X,O,X,X,X,X
OLISTZJ,O,O,X,X,X,X
OLISJTZ,X,O,X,X,X,X
OLISJZT,O,O,X,X,X,X
OLISZTJ,O,O,X,X,X,X
OLISZJT,O,O,X,X,X,X
OLIZTJS,O,X,X,O,X,X
OLIZTSJ,O,X,X,O,X,X
OLIZJTS,O,X,X,O,X,X
OLIZJST,O,O,X,X,X,X
OLIZSTJ,O,O,X,X,X,X
OLIZSJT,O,O,X,X,X,X
OLJTISZ,X,X,X,X,O,X
OLJTIZS,X,X,X,X,X,O
OLJTSIZ,X,X,O,X,O,X
OLJTSZI,X,X,O,X,X,X
OLJTZIS,X,X,X,O,X,O
OLJTZSI,X,X,X,O,X,X
OLJITSZ,X,X,X,X,O,X
OLJITZS,X,X,X,X,X,O
OLJISTZ,X,O,X,X,X,X
OLJISZT,O,O,X,X,X,X
OLJIZTS,O,X,X,X,X,X
OLJIZST,O,O,X,X,X,X
OLJSTIZ,X,O,O,X,X,X
OLJSTZI,X,O,O,X,X,X
OLJSITZ,X,O,O,X,X,X
OLJSIZT,O,O,X,X,X,X
OLJSZTI,O,O,O,X,X,X
OLJSZIT,O,O,X,X,X,X
OLJZTIS,O,X,X,O,X,X
OLJZTSI,O,X,X,O,X,X
OLJZITS,O,X,X,O,X,X
OLJZIST,O,O,X,X,X,X
OLJZSTI,O,O,X,O,X,X
OLJZSIT,O,O,X,X,X,X
OLSTIJZ,X,O,O,X,X,X
OLSTIZJ,O,O,X,X,X,X
OLSTJIZ,X,O,O,X,X,X
OLSTJZI,X,O,O,X,X,X
OLSTZIJ,O,O,X,O,X,X
OLSTZJI,O,O,O,O,X,X
OLSITJZ,X,O,O,X,X,X
OLSITZJ,O,O,X,X,X,X
OLSIJTZ,X,O,O,X,X,X
OLSIJZT,O,O,X,X,X,X
OLSIZTJ,O,O,X,X,X,X
OLSIZJT,O,O,X,X,X,X
OLSJTIZ,X,O,O,X,X,X
OLSJTZI,X,O,O,X,X,X
OLSJITZ,X,O,O,X,X,X
OLSJIZT,O,O,X,X,X,X
OLSJZTI,O,O,O,X,X,X
OLSJZIT,O,O,X,X,X,X
OLSZTIJ,O,O,X,O,X,X
OLSZTJI,O,O,O,O,X,X
OLSZITJ,O,O,X,X,X,X
OLSZIJT,O,O,X,X,X,X
OLSZJTI,O,O,O,O,X,X
OLSZJIT,O,O,X,X,X,X
OLZTIJS,O,X,X,O,X,X
OLZTISJ,O,X,X,O,X,X
OLZTJIS,O,X,X,O,X,X
OLZTJSI,O,X,X,O,X,X
OLZTSIJ,O,X,X,O,X,X
OLZTSJI,O,X,X,O,X,X
OLZITJS,O,X,X,O,X,X
OLZITSJ,O,X,X,O,X,X
OLZIJTS,O,X,X,O,X,X
OLZIJST,O,O,X,X,X,X
OLZISTJ,O,O,X,X,X,X
OLZISJT,O,O,X,X,X,X
OLZJTIS,O,X,X,O,X,X
OLZJTSI,O,X,X,O,X,X
OLZJITS,O,X,X,O,X,X
OLZJIST,O,O,X,X,X,X
OLZJSTI,O,O,X,O,X,X
OLZJSIT,O,O,X,X,X,X
OLZSTIJ,O,O,X,O,X,X
OLZSTJI,O,O,X,O,X,X
OLZSITJ,O,O,X,X,X,X
OLZSIJT,O,O,X,X,X,X
OLZSJTI,O,O,X,O,X,X
OLZSJIT,O,O,X,X,X,X
OJTILSZ,X,X,X,X,O,X
OJTILZS,X,X,X,X,X,O
OJTISLZ,X,O,O,X,O,X
OJTISZL,X,O,O,X,O,O
OJTIZLS,X,X,X,X,X,O
OJTIZSL,X,O,X,X,O,O
OJTLISZ,X,X,X,X,O,X
OJTLIZS,X,X,X,X,X,O
OJTLSIZ,X,X,O,X,O,X
OJTLSZI,X,X,O,X,X,X
OJTLZIS,X,X,X,O,X,O
OJTLZSI,X,X,X,O,X,X
OJTSILZ,X,O,O,X,O,X
OJTSIZL,X,O,O,X,O,O
OJTSLIZ,X,O,O,X,O,X
OJTSLZI,X,O,O,X,X,X
OJTSZIL,X,O,O,X,O,O
OJTSZLI,X,O,O,X,X,X
OJTZILS,X,X,X,O,X,O
OJTZISL,X,O,X,X,O,O
OJTZLIS,X,X,X,O,X,O
OJTZLSI,X,X,X,O,X,X
OJTZSIL,X,O,O,X,O,O
OJTZSLI,X,O,O,O,X,X
OJITLSZ,X,X,X,X,O,X
OJITLZS,X,X,X,X,X,O
OJITSLZ,X,O,O,X,O,X
OJITSZL,X,O,O,X,O,O
OJITZLS,X,X,X,X,X,O
OJITZSL,X,O,X,X,O,O
OJILTSZ,X,X,X,X,O,X
OJILTZS,X,X,X,X,X,O
OJILSTZ,X,O,X,X,X,X
OJILSZT,O,O,X,X,X,X
OJILZTS,O,X,X,X,X,X
OJILZST,O,O,X,X,X,X
OJISTLZ,X,O,O,X,O,X
OJISTZL,X,O,O,X,O,O
OJISLTZ,X,O,O,X,X,X
OJISLZT,O,O,X,X,X,X
OJISZTL,O,O,X,X,X,X
OJISZLT,O,O,X,X,X,X
OJIZTLS,O,X,X,X,X,O
OJIZTSL,O,O,X,X,O,O
OJIZLTS,O,X,X,X,X,X
OJIZLST,O,O,X,X,X,X
OJIZSTL,O,O,X,X,X,X
OJIZSLT,O,O,X,X,X,X
OJLTISZ,X,X,X,X,O,X
OJLTIZS,X,X,X,X,X,O
OJLTSIZ,X,X,O,X,O,X
OJLTSZI,X,X,O,X,X,X
OJLTZIS,X,X,X,O,X,O
OJLTZSI,X,X,X,O,X,X
OJLITSZ,X,X,X,X,O,X
OJLITZS,X,X,X,X,X,O
OJLISTZ,X,O,X,X,X,X
OJLISZT,O,O,X,X,X,X
OJLIZTS,O,X,X,X,X,X
OJLIZST,O,O,X,X,X,X
OJLSTIZ,X,O,O,X,X,X
OJLSTZI,X,O,O,X,X,X
OJLSITZ,X,O,O,X,X,X
OJLSIZT,O,O,X,X,X,X
OJLSZTI,O,O,O,X,X,X
OJLSZIT,O,O,X,X,X,X
OJLZTIS,O,X,X,O,X,X
OJLZTSI,O,X,X,O,X,X
OJLZITS,O,X,X,O,X,X
OJLZIST,O,O,X,X,X,X
OJLZSTI,O,O,X,O,X,X
OJLZSIT,O,O,X,X,X,X
OJSTILZ,X,O,O,X,O,X
OJSTIZL,X,O,O,X,O,O
OJSTLIZ,X,O,O,X,O,X
OJSTLZI,X,O,O,X,X,X
OJSTZIL,X,O,O,X,O,O
OJSTZLI,X,O,O,X,X,X
OJSITLZ,X,O,O,X,O,X
OJSITZL,X,O,O,X,O,O
OJSILTZ,X,O,O,X,X,X
OJSILZT,O,O,X,X,X,X
OJSIZTL,O,O,X,X,X,X
OJSIZLT,O,O,X,X,X,X
OJSLTIZ,X,O,O,X,X,X
OJSLTZI,X,O,O,X,X,X
OJSLITZ,X,O,O,X,X,X
OJSLIZT,O,O,X,X,X,X
