sequence,v115@LhA8HeB8BeC8DeF8Je3AJvhFRiBSoBOpBzmBUqBlpB,v115@LhA8HeB8BeC8DeF8JeOEJvhFlgBRiBSoBzmB3pBUqB,v115@LhA8HeB8BeC8DeF8Je0/IvhFlgBCiBTjB2pBXnBxuB,v115@LhA8HeB8BeC8DeF8Jel/IvhF3gBGjBKpBRnBzmBUqB,v115@LhA8HeB8BeC8DeF8Jei/IvhF3gBGjBcpBRnBzmBVvB,v115@LhA8HeB8BeC8DeF8JelAJvhFWnBTjBikB0kBXnBxuB
LZOJTSI,O,X,X,O,X,X
LZOJITS,O,X,X,O,X,X
LZOJIST,O,X,X,O,X,X
LZOJSTI,O,X,X,O,X,X
LZOJSIT,O,X,X,O,X,X
LZOSTIJ,O,O,X,O,X,X
LZOSTJI,O,O,X,O,X,X
LZOSITJ,O,O,X,O,X,X
LZOSIJT,O,O,X,O,X,X
LZOSJTI,O,O,X,O,X,X
LZOSJIT,O,O,X,O,X,X
LOTIJSZ,O,O,O,O,X,O
LOTIJZS,O,X,O,X,X,O
LOTISJZ,O,O,O,O,X,O
LOTISZJ,O,O,O,X,X,X
LOTIZJS,O,X,X,X,X,O
LOTIZSJ,O,O,X,X,X,X
LOTJISZ,O,O,X,O,X,O
LOTJIZS,O,X,X,X,X,O
LOTJSIZ,O,O,X,O,X,X
LOTJSZI,O,O,X,X,X,X
LOTJZIS,O,X,X,X,X,X
LOTJZSI,O,X,X,X,X,X
LOTSIJZ,O,O,O,O,X,X
LOTSIZJ,O,O,O,X,X,X
LOTSJIZ,O,O,O,O,X,X
LOTSJZI,O,O,X,X,X,X
LOTSZIJ,O,O,O,X,X,X
LOTSZJI,O,O,X,X,X,X
LOTZIJS,O,X,X,X,X,X
LOTZISJ,O,O,X,X,X,X
LOTZJIS,O,X,X,X,X,X
LOTZJSI,O,X,X,X,X,X
LOTZSIJ,O,O,X,X,X,X
LOTZSJI,O,O,X,X,X,X
LOITJSZ,O,O,O,O,X,O
LOITJZS,O,X,O,X,X,O
LOITSJZ,O,O,O,O,X,O
LOITSZJ,O,O,O,X,X,X
LOITZJS,O,X,X,X,X,O
LOITZSJ,O,O,X,X,X,X
LOIJTSZ,O,O,O,O,X,O
LOIJTZS,O,X,O,X,X,O
LOIJSTZ,O,O,O,O,X,O
LOIJSZT,O,O,O,X,X,X
LOIJZTS,O,X,O,O,X,O
LOIJZST,O,X,O,O,X,X
LOISTJZ,O,O,O,O,X,O
LOISTZJ,O,O,O,X,X,X
LOISJTZ,O,O,O,O,X,O
LOISJZT,O,O,O,X,X,X
LOISZTJ,O,O,O,X,X,X
LOISZJT,O,O,O,X,X,X
LOIZTJS,O,X,X,O,X,O
LOIZTSJ,O,O,X,O,X,X
LOIZJTS,O,X,X,O,X,O
LOIZJST,O,X,X,O,X,X
LOIZSTJ,O,O,X,O,X,X
LOIZSJT,O,O,X,O,X,X
LOJTISZ,O,O,X,O,X,O
LOJTIZS,O,X,X,X,X,O
LOJTSIZ,O,O,X,O,X,X
LOJTSZI,O,O,X,X,X,X
LOJTZIS,O,X,X,X,X,X
LOJTZSI,O,X,X,X,X,X
LOJITSZ,O,O,X,O,X,O
LOJITZS,O,X,X,X,X,O
LOJISTZ,O,O,X,O,X,O
LOJISZT,O,O,X,X,X,X
LOJIZTS,O,X,X,O,X,O
LOJIZST,O,X,X,O,X,X
LOJSTIZ,O,O,X,O,X,X
LOJSTZI,O,O,X,X,X,X
LOJSITZ,O,O,X,O,X,X
LOJSIZT,O,O,X,X,X,X
LOJSZTI,O,O,X,X,X,X
LOJSZIT,O,O,X,X,X,X
LOJZTIS,O,X,X,O,X,X
LOJZTSI,O,X,X,O,X,X
LOJZITS,O,X,X,O,X,X
LOJZIST,O,X,X,O,X,X
LOJZSTI,O,X,X,O,X,X
LOJZSIT,O,X,X,O,X,X
LOSTIJZ,O,O,O,O,X,X
LOSTIZJ,O,O,O,X,X,X
LOSTJIZ,O,O,O,O,X,X
LOSTJZI,O,O,X,X,X,X
LOSTZIJ,O,O,O,X,X,X
LOSTZJI,O,O,X,X,X,X
LOSITJZ,O,O,O,O,X,X
LOSITZJ,O,O,O,X,X,X
LOSIJTZ,O,O,O,O,X,X
LOSIJZT,O,O,O,X,X,X
LOSIZTJ,O,O,O,X,X,X
LOSIZJT,O,O,O,X,X,X
LOSJTIZ,O,O,O,O,X,X
LOSJTZI,O,O,X,X,X,X
LOSJITZ,O,O,O,O,X,X
LOSJIZT,O,O,O,X,X,X
LOSJZTI,O,O,X,X,X,X
LOSJZIT,O,O,X,X,X,X
LOSZTIJ,O,O,O,X,X,X
LOSZTJI,O,O,X,X,X,X
LOSZITJ,O,O,O,X,X,X
LOSZIJT,O,O,O,X,X,X
LOSZJTI,O,O,X,X,X,X
LOSZJIT,O,O,X,X,X,X
LOZTIJS,O,X,X,O,X,X
LOZTISJ,O,O,X,O,X,X
LOZTJIS,O,X,X,O,X,X
LOZTJSI,O,X,X,O,X,X
LOZTSIJ,O,O,X,O,X,X
LOZTSJI,O,O,X,O,X,X
LOZITJS,O,X,X,O,X,X
LOZITSJ,O,O,X,O,X,X
LOZIJTS,O,X,X,O,X,X
LOZIJST,O,X,X,O,X,X
LOZISTJ,O,O,X,O,X,X
LOZISJT,O,O,X,O,X,X
LOZJTIS,O,X,X,O,X,X
LOZJTSI,O,X,X,O,X,X
LOZJITS,O,X,X,O,X,X
LOZJIST,O,X,X,O,X,X
LOZJSTI,O,X,X,O,X,X
LOZJSIT,O,X,X,O,X,X
LOZSTIJ,O,O,X,O,X,X
LOZSTJI,O,O,X,O,X,X
LOZSITJ,O,O,X,O,X,X
LOZSIJT,O,O,X,O,X,X
LOZSJTI,O,O,X,O,X,X
LOZSJIT,O,O,X,O,X,X
JTILSZO,X,X,O,O,O,X
JTILSOZ,X,X,O,O,X,O
JTILZSO,X,X,O,O,O,X
JTILZOS,X,X,O,O,O,O
JTILOSZ,X,X,O,O,X,O
JTILOZS,X,X,O,X,X,O
JTISLZO,X,X,O,O,O,X
JTISLOZ,X,X,O,O,X,O
JTISZLO,X,X,O,X,O,X
JTISZOL,X,X,O,X,O,X
JTISOLZ,X,X,O,X,X,O
JTISOZL,X,X,O,X,O,X
JTIZLSO,X,X,O,X,O,X
JTIZLOS,X,X,O,X,O,O
JTIZSLO,X,X,O,X,O,X
JTIZSOL,X,X,O,X,O,X
JTIZOLS,X,X,O,X,O,O
JTIZOSL,X,X,O,X,O,X
JTIOLSZ,X,X,O,X,X,O
JTIOLZS,X,X,O,X,X,O
JTIOSLZ,X,X,O,X,X,O
JTIOSZL,X,X,O,X,O,X
JTIOZLS,X,X,O,X,O,O
JTIOZSL,X,X,O,X,O,X
JTLISZO,X,O,X,O,O,X
JTLISOZ,X,O,X,O,X,O
JTLIZSO,X,X,X,O,O,X
JTLIZOS,X,X,X,O,O,O
JTLIOSZ,X,X,X,O,X,O
JTLIOZS,X,X,X,X,X,O
JTLSIZO,X,O,X,O,O,X
JTLSIOZ,X,O,X,O,X,X
JTLSZIO,X,O,X,O,O,X
JTLSZOI,X,O,X,X,O,X
JTLSOIZ,O,O,X,O,X,X
JTLSOZI,O,O,X,X,X,X
JTLZISO,X,X,X,O,O,X
JTLZIOS,X,X,X,O,O,X
JTLZSIO,X,X,X,O,O,X
JTLZSOI,O,X,X,O,O,X
JTLZOIS,O,X,X,O,O,X
JTLZOSI,O,X,X,O,O,X
JTLOISZ,O,O,X,O,X,O
JTLOIZS,O,X,X,X,X,O
JTLOSIZ,O,O,X,O,X,X
JTLOSZI,O,O,X,X,X,X
JTLOZIS,O,X,X,X,X,X
JTLOZSI,O,X,X,X,X,X
JTSILZO,X,O,O,O,O,X
JTSILOZ,X,O,O,O,X,O
JTSIZLO,X,X,O,X,O,X
JTSIZOL,X,X,O,X,O,X
JTSIOLZ,X,O,O,X,X,O
JTSIOZL,X,O,O,X,O,X
JTSLIZO,X,O,O,O,O,X
JTSLIOZ,X,O,O,O,X,X
JTSLZIO,X,O,X,O,O,X
JTSLZOI,X,O,X,X,O,X
JTSLOIZ,O,O,O,O,X,X
JTSLOZI,O,O,X,X,X,X
JTSZILO,X,X,X,X,O,X
JTSZIOL,X,X,X,X,O,X
JTSZLIO,X,O,X,X,O,X
JTSZLOI,X,O,X,X,O,X
JTSZOIL,X,O,X,X,O,X
JTSZOLI,X,O,X,X,O,X
JTSOILZ,O,O,O,X,X,O
JTSOIZL,X,O,O,X,O,X
JTSOLIZ,O,O,O,X,X,X
JTSOLZI,O,O,X,X,X,X
JTSOZIL,X,O,X,X,O,X
JTSOZLI,X,O,X,X,O,X
JTZILSO,X,X,X,X,O,X
JTZILOS,X,X,X,X,O,O
JTZISLO,X,X,X,X,O,X
JTZISOL,X,X,X,X,O,X
JTZIOLS,X,X,X,X,O,O
JTZIOSL,X,X,X,X,O,X
JTZLISO,X,X,X,X,O,X
JTZLIOS,X,X,X,X,O,X
JTZLSIO,X,X,X,X,O,X
JTZLSOI,O,X,X,X,O,X
JTZLOIS,O,X,X,X,O,X
JTZLOSI,O,X,X,X,O,X
JTZSILO,X,X,X,X,O,X
JTZSIOL,X,X,X,X,O,X
JTZSLIO,X,X,X,X,O,X
JTZSLOI,O,X,X,X,O,X
JTZSOIL,O,X,X,X,O,X
JTZSOLI,O,X,X,X,O,X
JTZOILS,O,X,X,X,O,O
JTZOISL,O,X,X,X,O,X
JTZOLIS,O,X,X,X,O,X
JTZOLSI,O,X,X,X,O,X
JTZOSIL,O,X,X,X,O,X
JTZOSLI,O,X,X,X,O,X
JTOILSZ,O,O,O,X,X,O
JTOILZS,O,X,O,X,X,O
JTOISLZ,O,O,O,X,X,O
JTOISZL,X,O,O,X,O,X
JTOIZLS,O,X,O,X,O,O
JTOIZSL,O,X,O,X,O,X
JTOLISZ,O,O,X,X,X,O
JTOLIZS,O,X,X,X,X,O
JTOLSIZ,O,O,X,X,X,X
JTOLSZI,O,O,X,X,X,X
JTOLZIS,O,X,X,X,X,X
JTOLZSI,O,X,X,X,X,X
JTOSILZ,O,O,O,X,X,O
JTOSIZL,X,O,O,X,O,X
JTOSLIZ,O,O,O,X,X,X
JTOSLZI,O,O,X,X,X,X
JTOSZIL,X,O,X,X,O,X
JTOSZLI,X,O,X,X,O,X
JTOZILS,O,X,X,X,O,O
JTOZISL,O,X,X,X,O,X
JTOZLIS,O,X,X,X,O,X
JTOZLSI,O,X,X,X,O,X
JTOZSIL,O,X,X,X,O,X
JTOZSLI,O,X,X,X,O,X
JITLSZO,X,X,O,O,O,X
JITLSOZ,X,X,O,O,X,O
JITLZSO,X,X,O,O,O,X
JITLZOS,X,X,O,O,O,O
JITLOSZ,X,X,O,O,X,O
JITLOZS,X,X,O,X,X,O
JITSLZO,X,X,O,O,O,X
JITSLOZ,X,X,O,O,X,O
JITSZLO,X,X,O,X,O,X
JITSZOL,X,X,O,X,O,X
JITSOLZ,X,X,O,X,X,O
JITSOZL,X,X,O,X,O,X
JITZLSO,X,X,O,X,O,X
JITZLOS,X,X,O,X,O,O
JITZSLO,X,X,O,X,O,X
JITZSOL,X,X,O,X,O,X
JITZOLS,X,X,O,X,O,O
JITZOSL,X,X,O,X,O,X
JITOLSZ,X,X,O,X,X,O
JITOLZS,X,X,O,X,X,O
JITOSLZ,X,X,O,X,X,O
JITOSZL,X,X,O,X,O,X
JITOZLS,X,X,O,X,O,O
JITOZSL,X,X,O,X,O,X
JILTSZO,X,X,O,O,O,X
JILTSOZ,X,X,O,O,X,O
JILTZSO,X,X,O,O,O,X
JILTZOS,X,X,O,O,O,O
JILTOSZ,X,X,O,O,X,O
JILTOZS,X,X,O,X,X,O
JILSTZO,X,X,O,O,O,X
JILSTOZ,X,X,O,O,X,O
JILSZTO,X,X,O,O,X,X
JILSZOT,X,X,O,O,X,X
JILSOTZ,O,X,O,O,X,O
JILSOZT,O,X,O,X,X,X
JILZTSO,X,X,O,O,X,X
JILZTOS,X,X,O,O,X,O
JILZSTO,X,X,O,O,X,X
JILZSOT,O,X,O,O,X,X
JILZOTS,O,X,O,O,X,O
JILZOST,O,X,O,O,X,X
JILOTSZ,O,X,O,O,X,O
JILOTZS,O,X,O,X,X,O
JILOSTZ,O,X,O,O,X,O
JILOSZT,O,X,O,X,X,X
JILOZTS,O,X,O,O,X,O
JILOZST,O,X,O,O,X,X
JISTLZO,X,X,O,O,O,X
JISTLOZ,X,X,O,O,X,O
JISTZLO,X,X,O,X,O,X
JISTZOL,X,X,O,X,O,X
JISTOLZ,X,X,O,X,X,O
JISTOZL,X,X,O,X,O,X
JISLTZO,X,X,O,O,O,X
JISLTOZ,X,X,O,O,X,O
JISLZTO,X,X,O,O,X,X
JISLZOT,X,X,O,O,X,X
JISLOTZ,O,X,O,O,X,O
JISLOZT,O,X,O,X,X,X
JISZTLO,X,X,O,X,O,X
JISZTOL,X,X,O,X,O,X
JISZLTO,X,X,O,O,X,X
JISZLOT,X,X,O,X,X,X
JISZOTL,X,X,O,X,X,X
JISZOLT,X,X,O,X,X,X
JISOTLZ,O,X,O,X,X,O
JISOTZL,X,X,O,X,O,X
JISOLTZ,O,X,O,O,X,O
JISOLZT,O,X,O,X,X,X
JISOZTL,X,X,O,X,X,X
JISOZLT,O,X,O,X,X,X
JIZTLSO,X,X,O,X,O,X
JIZTLOS,X,X,O,X,O,O
JIZTSLO,X,X,O,X,O,X
JIZTSOL,X,X,O,X,O,X
JIZTOLS,X,X,O,X,O,O
JIZTOSL,X,X,O,X,O,X
JIZLTSO,X,X,O,O,X,X
JIZLTOS,X,X,O,O,X,O
JIZLSTO,X,X,O,O,X,X
JIZLSOT,O,X,O,O,X,X
JIZLOTS,O,X,O,O,X,O
JIZLOST,O,X,O,O,X,X
JIZSTLO,X,X,O,X,O,X
JIZSTOL,X,X,O,X,O,X
JIZSLTO,X,X,O,O,X,X
JIZSLOT,O,X,O,X,X,X
JIZSOTL,O,X,O,X,X,X
JIZSOLT,O,X,O,X,X,X
JIZOTLS,O,X,O,X,X,O
JIZOTSL,O,X,O,X,X,X
JIZOLTS,O,X,O,X,X,O
JIZOLST,O,X,O,X,X,X
JIZOSTL,O,X,O,X,X,X
JIZOSLT,O,X,O,X,X,X
JIOTLSZ,O,X,O,X,X,O
JIOTLZS,O,X,O,X,X,O
JIOTSLZ,O,X,O,X,X,O
JIOTSZL,X,X,O,X,O,X
JIOTZLS,O,X,O,X,O,O
JIOTZSL,O,X,O,X,O,X
JIOLTSZ,O,X,O,O,X,O
JIOLTZS,O,X,O,X,X,O
JIOLSTZ,O,X,O,O,X,O
JIOLSZT,O,X,O,X,X,X
JIOLZTS,O,X,O,O,X,O
JIOLZST,O,X,O,O,X,X
JIOSTLZ,O,X,O,X,X,O
JIOSTZL,X,X,O,X,O,X
JIOSLTZ,O,X,O,O,X,O
JIOSLZT,O,X,O,X,X,X
JIOSZTL,O,X,O,X,X,X
JIOSZLT,O,X,O,X,X,X
JIOZTLS,O,X,O,X,X,O
JIOZTSL,O,X,O,X,X,X
JIOZLTS,O,X,O,X,X,O
JIOZLST,O,X,O,X,X,X
JIOZSTL,O,X,O,X,X,X
JIOZSLT,O,X,O,X,X,X
JLTISZO,X,O,X,O,O,X
JLTISOZ,X,O,X,O,X,O
JLTIZSO,X,X,X,O,O,X
JLTIZOS,X,X,X,O,O,O
JLTIOSZ,X,X,X,O,X,O
JLTIOZS,X,X,X,X,X,O
JLTSIZO,X,O,X,O,O,X
JLTSIOZ,X,O,X,O,X,X
JLTSZIO,X,O,X,O,O,X
JLTSZOI,X,O,X,X,O,X
JLTSOIZ,O,O,X,O,X,X
JLTSOZI,O,O,X,X,X,X
JLTZISO,X,X,X,O,O,X
JLTZIOS,X,X,X,O,O,X
JLTZSIO,X,X,X,O,O,X
JLTZSOI,O,X,X,O,O,X
JLTZOIS,O,X,X,O,O,X
JLTZOSI,O,X,X,O,O,X
JLTOISZ,O,O,X,O,X,O
JLTOIZS,O,X,X,X,X,O
JLTOSIZ,O,O,X,O,X,X
JLTOSZI,O,O,X,X,X,X
JLTOZIS,O,X,X,X,X,X
JLTOZSI,O,X,X,X,X,X
JLITSZO,X,O,X,O,O,X
JLITSOZ,X,O,X,O,X,O
JLITZSO,X,X,X,O,O,X
JLITZOS,X,X,X,O,O,O
JLITOSZ,X,X,X,O,X,O
JLITOZS,X,X,X,X,X,O
JLISTZO,X,O,X,O,O,X
JLISTOZ,X,O,X,O,X,O
JLISZTO,X,O,X,O,X,X
JLISZOT,X,X,X,O,X,X
JLISOTZ,O,O,X,O,X,O
JLISOZT,O,X,X,X,X,X
JLIZTSO,X,X,X,O,X,X
JLIZTOS,X,X,X,O,X,O
JLIZSTO,X,X,X,O,X,X
JLIZSOT,O,X,X,O,X,X
JLIZOTS,O,X,X,O,X,O
JLIZOST,O,X,X,O,X,X
JLIOTSZ,O,X,X,O,X,O
JLIOTZS,O,X,X,X,X,O
JLIOSTZ,O,X,X,O,X,O
JLIOSZT,O,X,X,X,X,X
JLIOZTS,O,X,X,O,X,O
JLIOZST,O,X,X,O,X,X
JLSTIZO,X,O,X,O,O,X
JLSTIOZ,X,O,X,O,X,X
JLSTZIO,X,O,X,O,O,X
JLSTZOI,X,O,X,X,O,X
JLSTOIZ,O,O,X,O,X,X
JLSTOZI,O,O,X,X,X,X
JLSITZO,X,O,X,O,O,X
JLSITOZ,X,O,X,O,X,X
JLSIZTO,X,O,X,O,X,X
JLSIZOT,X,X,X,O,X,X
JLSIOTZ,O,O,X,O,X,X
JLSIOZT,O,O,X,X,X,X
JLSZTIO,X,O,X,O,X,X
JLSZTOI,O,O,X,O,X,X
JLSZITO,X,O,X,O,X,X
JLSZIOT,O,X,X,O,X,X
JLSZOTI,O,O,X,O,X,X
JLSZOIT,O,O,X,O,X,X
JLSOTIZ,O,O,X,O,X,X
JLSOTZI,O,O,X,X,X,X
JLSOITZ,O,O,X,O,X,X
JLSOIZT,O,O,X,X,X,X
JLSOZTI,O,O,X,X,X,X
JLSOZIT,O,O,X,X,X,X
JLZTISO,X,X,X,O,X,X
JLZTIOS,X,X,X,O,X,X
JLZTSIO,X,X,X,O,X,X
JLZTSOI,O,X,X,O,X,X
JLZTOIS,O,X,X,O,X,X
JLZTOSI,O,X,X,O,X,X
JLZITSO,X,X,X,O,X,X
JLZITOS,X,X,X,O,X,X
JLZISTO,X,X,X,O,X,X
JLZISOT,O,X,X,O,X,X
JLZIOTS,O,X,X,O,X,X
JLZIOST,O,X,X,O,X,X
JLZSTIO,X,X,X,O,X,X
JLZSTOI,O,X,X,O,X,X
JLZSITO,X,X,X,O,X,X
JLZSIOT,O,X,X,O,X,X
JLZSOTI,O,X,X,O,X,X
JLZSOIT,O,X,X,O,X,X
JLZOTIS,O,X,X,O,X,X
JLZOTSI,O,X,X,O,X,X
JLZOITS,O,X,X,O,X,X
JLZOIST,O,X,X,O,X,X
JLZOSTI,O,X,X,O,X,X
JLZOSIT,O,X,X,O,X,X
JLOTISZ,O,O,X,O,X,O
JLOTIZS,O,X,X,X,X,O
JLOTSIZ,O,O,X,O,X,X
JLOTSZI,O,O,X,X,X,X
JLOTZIS,O,X,X,X,X,X
JLOTZSI,O,X,X,X,X,X
JLOITSZ,O,O,X,O,X,O
JLOITZS,O,X,X,X,X,O
JLOISTZ,O,O,X,O,X,O
JLOISZT,O,O,X,X,X,X
JLOIZTS,O,X,X,O,X,O
JLOIZST,O,X,X,O,X,X
JLOSTIZ,O,O,X,O,X,X
JLOSTZI,O,O,X,X,X,X
JLOSITZ,O,O,X,O,X,X
JLOSIZT,O,O,X,X,X,X
JLOSZTI,O,O,X,X,X,X
JLOSZIT,O,O,X,X,X,X
JLOZTIS,O,X,X,O,X,X
JLOZTSI,O,X,X,O,X,X
JLOZITS,O,X,X,O,X,X
JLOZIST,O,X,X,O,X,X
JLOZSTI,O,X,X,O,X,X
JLOZSIT,O,X,X,O,X,X
JSTILZO,X,O,O,O,O,X
JSTILOZ,X,O,O,O,X,O
JSTIZLO,X,X,O,X,O,X
JSTIZOL,X,X,O,X,O,X
JSTIOLZ,X,O,O,X,X,O
JSTIOZL,X,O,O,X,O,X
JSTLIZO,X,O,O,O,O,X
JSTLIOZ,X,O,O,O,X,X
JSTLZIO,X,O,X,O,O,X
JSTLZOI,X,O,X,X,O,X
JSTLOIZ,O,O,O,O,X,X
JSTLOZI,O,O,X,X,X,X
JSTZILO,X,X,X,X,O,X
JSTZIOL,X,X,X,X,O,X
JSTZLIO,X,O,X,X,O,X
JSTZLOI,X,O,X,X,O,X
JSTZOIL,X,O,X,X,O,X
JSTZOLI,X,O,X,X,O,X
JSTOILZ,O,O,O,X,X,O
JSTOIZL,X,O,O,X,O,X
JSTOLIZ,O,O,O,X,X,X
JSTOLZI,O,O,X,X,X,X
JSTOZIL,X,O,X,X,O,X
JSTOZLI,X,O,X,X,O,X
JSITLZO,X,O,O,O,O,X
JSITLOZ,X,O,O,O,X,O
JSITZLO,X,X,O,X,O,X
JSITZOL,X,X,O,X,O,X
JSITOLZ,X,O,O,X,X,O
JSITOZL,X,O,O,X,O,X
JSILTZO,X,O,O,O,O,X
JSILTOZ,X,O,O,O,X,O
JSILZTO,X,O,O,O,X,X
JSILZOT,X,X,O,O,X,X
JSILOTZ,O,O,O,O,X,O
JSILOZT,O,O,O,X,X,X
JSIZTLO,X,X,O,X,O,X
JSIZTOL,X,X,O,X,O,X
JSIZLTO,X,X,O,O,X,X
JSIZLOT,X,X,O,X,X,X
JSIZOTL,X,X,O,X,X,X
JSIZOLT,X,X,O,X,X,X
JSIOTLZ,O,O,O,X,X,O
JSIOTZL,X,O,O,X,O,X
JSIOLTZ,O,O,O,O,X,O
JSIOLZT,O,O,O,X,X,X
JSIOZTL,X,O,O,X,X,X
JSIOZLT,O,O,O,X,X,X
JSLTIZO,X,O,O,O,O,X
JSLTIOZ,X,O,O,O,X,X
JSLTZIO,X,O,X,O,O,X
JSLTZOI,X,O,X,X,O,X
JSLTOIZ,O,O,O,O,X,X
JSLTOZI,O,O,X,X,X,X
JSLITZO,X,O,O,O,O,X
JSLITOZ,X,O,O,O,X,X
JSLIZTO,X,O,O,O,X,X
JSLIZOT,X,X,O,O,X,X
JSLIOTZ,O,O,O,O,X,X
JSLIOZT,O,O,O,X,X,X
JSLZTIO,X,O,X,O,X,X
JSLZTOI,O,O,X,O,X,X
JSLZITO,X,O,X,O,X,X
JSLZIOT,O,X,X,O,X,X
JSLZOTI,O,O,X,O,X,X
JSLZOIT,O,O,X,O,X,X
JSLOTIZ,O,O,O,O,X,X
JSLOTZI,O,O,X,X,X,X
JSLOITZ,O,O,O,O,X,X
JSLOIZT,O,O,O,X,X,X
JSLOZTI,O,O,X,X,X,X
JSLOZIT,O,O,X,X,X,X
JSZTILO,X,X,X,X,O,X
JSZTIOL,X,X,X,X,O,X
JSZTLIO,X,O,X,X,O,X
JSZTLOI,O,O,X,X,O,X
JSZTOIL,O,O,X,X,O,X
JSZTOLI,O,O,X,X,O,X
JSZITLO,X,X,X,X,O,X
JSZITOL,X,X,X,X,O,X
JSZILTO,X,X,X,O,X,X
JSZILOT,O,X,X,X,X,X
JSZIOTL,O,X,X,X,X,X
JSZIOLT,O,X,X,X,X,X
JSZLTIO,X,O,X,O,X,X
JSZLTOI,O,O,X,X,X,X
JSZLITO,X,O,X,O,X,X
JSZLIOT,O,X,X,X,X,X
JSZLOTI,O,O,X,X,X,X
JSZLOIT,O,O,X,X,X,X
JSZOTIL,O,O,X,X,X,X
JSZOTLI,O,O,X,X,X,X
JSZOITL,O,O,X,X,X,X
JSZOILT,O,O,X,X,X,X
JSZOLTI,O,O,X,X,X,X
JSZOLIT,O,O,X,X,X,X
JSOTILZ,O,O,O,X,X,O
JSOTIZL,X,O,O,X,O,X
JSOTLIZ,O,O,O,X,X,X
JSOTLZI,O,O,X,X,X,X
JSOTZIL,X,O,X,X,O,X
JSOTZLI,X,O,X,X,O,X
JSOITLZ,O,O,O,X,X,O
JSOITZL,X,O,O,X,O,X
JSOILTZ,O,O,O,O,X,O
JSOILZT,O,O,O,X,X,X
JSOIZTL,O,O,O,X,X,X
JSOIZLT,O,O,O,X,X,X
JSOLTIZ,O,O,O,O,X,X
JSOLTZI,O,O,X,X,X,X
JSOLITZ,O,O,O,O,X,X
JSOLIZT,O,O,O,X,X,X
JSOLZTI,O,O,X,X,X,X
JSOLZIT,O,O,X,X,X,X
JSOZTIL,O,O,X,X,X,X
JSOZTLI,O,O,X,X,X,X
JSOZITL,O,O,X,X,X,X
JSOZILT,O,O,X,X,X,X
JSOZLTI,O,O,X,X,X,X
JSOZLIT,O,O,X,X,X,X
JZTILSO,X,X,X,X,O,X
JZTILOS,X,X,X,X,O,O
JZTISLO,X,X,X,X,O,X
JZTISOL,X,X,X,X,O,X
JZTIOLS,X,X,X,X,O,O
JZTIOSL,X,X,X,X,O,X
JZTLISO,X,X,X,X,O,X
JZTLIOS,X,X,X,X,O,X
JZTLSIO,X,X,X,X,O,X
JZTLSOI,O,X,X,X,O,X
JZTLOIS,O,X,X,X,O,X
JZTLOSI,O,X,X,X,O,X
JZTSILO,X,X,X,X,O,X
JZTSIOL,X,X,X,X,O,X
JZTSLIO,X,X,X,X,O,X
JZTSLOI,O,X,X,X,O,X
JZTSOIL,O,X,X,X,O,X
JZTSOLI,O,X,X,X,O,X
JZTOILS,O,X,X,X,O,O
JZTOISL,O,X,X,X,O,X
JZTOLIS,O,X,X,X,O,X
JZTOLSI,O,X,X,X,O,X
JZTOSIL,O,X,X,X,O,X
JZTOSLI,O,X,X,X,O,X
JZITLSO,X,X,X,X,O,X
JZITLOS,X,X,X,X,O,O
JZITSLO,X,X,X,X,O,X
JZITSOL,X,X,X,X,O,X
JZITOLS,X,X,X,X,O,O
JZITOSL,X,X,X,X,O,X
JZILTSO,X,X,X,O,X,X
JZILTOS,X,X,X,O,X,O
JZILSTO,X,X,X,O,X,X
JZILSOT,O,X,X,O,X,X
JZILOTS,O,X,X,O,X,O
JZILOST,O,X,X,O,X,X
JZISTLO,X,X,X,X,O,X
JZISTOL,X,X,X,X,O,X
JZISLTO,X,X,X,O,X,X
JZISLOT,O,X,X,X,X,X
JZISOTL,O,X,X,X,X,X
JZISOLT,O,X,X,X,X,X
JZIOTLS,O,X,X,X,X,O
JZIOTSL,O,X,X,X,X,X
JZIOLTS,O,X,X,X,X,O
JZIOLST,O,X,X,X,X,X
JZIOSTL,O,X,X,X,X,X
JZIOSLT,O,X,X,X,X,X
JZLTISO,X,X,X,O,X,X
JZLTIOS,X,X,X,O,X,X
JZLTSIO,X,X,X,O,X,X
JZLTSOI,O,X,X,O,X,X
JZLTOIS,O,X,X,O,X,X
JZLTOSI,O,X,X,O,X,X
JZLITSO,X,X,X,O,X,X
JZLITOS,X,X,X,O,X,X
JZLISTO,X,X,X,O,X,X
JZLISOT,O,X,X,O,X,X
JZLIOTS,O,X,X,O,X,X
JZLIOST,O,X,X,O,X,X
JZLSTIO,X,X,X,O,X,X
JZLSTOI,O,X,X,O,X,X
JZLSITO,X,X,X,O,X,X
JZLSIOT,O,X,X,O,X,X
JZLSOTI,O,X,X,O,X,X
JZLSOIT,O,X,X,O,X,X
JZLOTIS,O,X,X,O,X,X
JZLOTSI,O,X,X,O,X,X
JZLOITS,O,X,X,O,X,X
JZLOIST,O,X,X,O,X,X
JZLOSTI,O,X,X,O,X,X
JZLOSIT,O,X,X,O,X,X
JZSTILO,X,X,X,X,O,X
JZSTIOL,X,X,X,X,O,X
JZSTLIO,X,X,X,X,O,X
JZSTLOI,O,X,X,X,O,X
JZSTOIL,O,X,X,X,O,X
JZSTOLI,O,X,X,X,O,X
JZSITLO,X,X,X,X,O,X
JZSITOL,X,X,X,X,O,X
JZSILTO,X,X,X,O,X,X
