sequence,v115@FhB8HeC8HeE8DeB8Je/EJvhFRgBGiBTlB0rBlsBirB,v115@FhB8HeC8HeE8DeB8JeT/IvhFelBqlB/mB0nBFnBxwB,v115@FhB8HeC8HeE8DeB8JeT/IvhFmgBXlBSrB0nBFnBxwB,v115@FhB8HeC8HeE8DeB8JeT/IvhFelBRhBqnBfrBUsBlrB,v115@FhB8HeC8HeE8DeB8JeT/IvhFelBUhBFiBfrBRsBSxB,v115@FhB8HeC8HeE8DeB8JeT/IvhFigBGiB8rBRqB3sBFrB,v115@FhB8HeC8HeE8DeB8JeT/IvhFqnBVqBRmBmlBUsB3rB,v115@FhB8HeC8HeE8DeB8Je/EJvhFRgBTlBOrB0nBCnBVxB,v115@FhB8HeC8HeE8DeB8JeqHJvhFlkBRmBmkBzlBUsB3rB
SIOZLTJ,O,X,O,X,X,O,X,X,X
SIOZLJT,X,O,O,O,X,O,X,O,X
SIOZJTL,O,X,X,X,O,O,X,O,X
SIOZJLT,X,O,O,O,O,O,X,O,X
SLTIJZO,O,O,O,X,X,X,X,X,X
SLTIJOZ,O,O,O,O,X,X,X,X,X
SLTIZJO,O,O,O,X,X,X,X,X,X
SLTIZOJ,X,X,O,X,X,X,X,X,X
SLTIOJZ,X,X,O,X,X,X,O,X,X
SLTIOZJ,X,X,O,X,X,X,O,X,X
SLTJIZO,O,O,O,X,X,X,X,X,X
SLTJIOZ,O,O,O,O,X,X,X,X,X
SLTJZIO,O,X,X,O,X,X,X,X,X
SLTJZOI,O,O,O,O,X,X,X,X,X
SLTJOIZ,O,O,O,O,X,X,X,X,X
SLTJOZI,X,O,O,O,X,X,X,X,X
SLTZIJO,O,X,X,O,X,X,X,X,O
SLTZIOJ,X,X,X,X,X,X,O,X,O
SLTZJIO,O,X,X,O,X,X,X,X,X
SLTZJOI,O,O,O,O,X,X,X,X,X
SLTZOIJ,O,X,X,X,X,X,O,X,X
SLTZOJI,O,X,O,O,X,X,X,X,X
SLTOIJZ,O,X,O,X,X,X,O,X,X
SLTOIZJ,O,X,O,X,X,X,O,X,X
SLTOJIZ,O,X,O,O,X,X,X,X,X
SLTOJZI,X,X,O,O,X,X,X,X,X
SLTOZIJ,O,X,X,X,X,X,O,X,X
SLTOZJI,O,X,O,O,X,X,X,X,X
SLITJZO,O,O,O,X,O,X,X,X,X
SLITJOZ,O,O,O,O,O,O,X,X,X
SLITZJO,O,O,O,X,O,O,X,X,X
SLITZOJ,X,X,O,X,X,O,X,X,X
SLITOJZ,X,X,O,X,O,O,X,X,X
SLITOZJ,X,X,O,X,X,O,X,X,X
SLIJTZO,X,O,O,X,O,X,X,X,X
SLIJTOZ,X,O,O,O,O,O,X,X,X
SLIJZTO,X,O,O,O,O,O,X,X,X
SLIJZOT,X,O,O,O,O,O,X,X,X
SLIJOTZ,X,O,O,O,O,O,X,X,X
SLIJOZT,X,O,O,O,O,O,X,X,X
SLIZTJO,O,O,O,O,O,O,X,X,X
SLIZTOJ,X,X,O,X,X,O,X,X,X
SLIZJTO,X,O,O,O,O,O,X,X,X
SLIZJOT,X,O,O,O,O,O,X,X,X
SLIZOTJ,X,X,O,X,X,O,X,X,X
SLIZOJT,X,O,O,O,X,O,X,X,X
SLIOTJZ,O,X,O,X,O,O,X,X,X
SLIOTZJ,O,X,O,X,X,O,X,X,X
SLIOJTZ,X,O,O,O,O,O,X,X,X
SLIOJZT,X,O,O,O,O,O,X,O,X
SLIOZTJ,O,X,O,X,X,O,X,X,X
SLIOZJT,X,O,O,O,X,O,X,O,X
SLJTIZO,X,O,O,X,X,X,X,X,X
SLJTIOZ,X,O,O,O,X,X,X,X,X
SLJTZIO,X,X,X,O,X,X,X,X,X
SLJTZOI,X,O,O,O,X,X,X,X,X
SLJTOIZ,X,O,O,O,X,X,X,X,X
SLJTOZI,X,O,O,O,X,X,X,X,X
SLJITZO,X,O,O,X,O,X,X,X,X
SLJITOZ,X,O,O,O,O,O,X,X,X
SLJIZTO,X,O,O,O,O,X,X,X,X
SLJIZOT,X,O,O,O,O,O,X,X,X
SLJIOTZ,X,O,O,O,O,O,X,X,X
SLJIOZT,X,O,O,O,O,O,X,X,X
SLJZTIO,X,X,X,O,X,X,X,X,X
SLJZTOI,X,O,O,O,O,X,X,X,X
SLJZITO,X,O,O,O,O,O,X,X,X
SLJZIOT,X,O,O,O,O,O,X,X,X
SLJZOTI,X,O,O,O,O,X,X,O,X
SLJZOIT,X,O,O,O,O,O,X,O,X
SLJOTIZ,X,O,O,O,X,X,X,X,X
SLJOTZI,X,O,O,O,X,X,X,X,X
SLJOITZ,X,O,O,O,O,O,X,X,X
SLJOIZT,X,O,O,O,O,O,X,O,X
SLJOZTI,X,O,O,O,O,X,X,O,X
SLJOZIT,X,O,O,O,O,O,X,O,X
SLZTIJO,O,X,X,O,X,X,X,X,O
SLZTIOJ,X,X,X,X,X,X,O,X,O
SLZTJIO,O,X,X,O,X,X,X,X,X
SLZTJOI,O,O,O,O,O,X,X,O,X
SLZTOIJ,O,X,X,X,X,X,O,X,X
SLZTOJI,O,X,O,O,X,X,X,O,X
SLZITJO,O,O,O,O,O,O,X,X,O
SLZITOJ,X,X,O,X,X,O,X,X,O
SLZIJTO,X,O,O,O,O,O,X,X,X
SLZIJOT,X,O,O,O,O,O,X,X,X
SLZIOTJ,X,X,O,X,X,O,X,X,X
SLZIOJT,X,O,O,O,X,O,X,X,X
SLZJTIO,X,X,X,O,X,X,X,X,X
SLZJTOI,X,O,O,O,O,X,X,X,X
SLZJITO,X,O,O,O,O,O,X,X,X
SLZJIOT,X,O,O,O,O,O,X,X,X
SLZJOTI,X,O,O,O,O,X,X,O,X
SLZJOIT,X,O,O,O,O,O,X,O,X
SLZOTIJ,O,X,X,X,X,X,O,X,X
SLZOTJI,O,X,O,O,X,X,X,O,X
SLZOITJ,O,X,O,X,X,O,X,X,X
SLZOIJT,X,X,O,O,X,O,X,O,X
SLZOJTI,X,O,O,O,X,X,X,O,X
SLZOJIT,X,O,O,O,X,O,X,O,X
SLOTIJZ,O,X,O,X,X,X,O,X,X
SLOTIZJ,O,X,O,X,X,X,O,X,X
SLOTJIZ,O,X,O,O,X,X,X,X,X
SLOTJZI,X,X,O,O,X,X,X,X,X
SLOTZIJ,O,X,X,X,X,X,O,X,X
SLOTZJI,O,X,O,O,X,X,X,X,X
SLOITJZ,O,X,O,X,O,O,X,X,X
SLOITZJ,O,X,O,X,X,O,X,X,X
SLOIJTZ,X,O,O,O,O,O,X,X,X
SLOIJZT,X,O,O,O,O,O,X,O,X
SLOIZTJ,O,X,O,X,X,O,X,X,X
SLOIZJT,X,O,O,O,X,O,X,O,X
SLOJTIZ,X,O,O,O,X,X,X,X,X
SLOJTZI,X,O,O,O,X,X,X,X,X
SLOJITZ,X,O,O,O,O,O,X,X,X
SLOJIZT,X,O,O,O,O,O,X,O,X
SLOJZTI,X,O,O,O,O,X,X,O,X
SLOJZIT,X,O,O,O,O,O,X,O,X
SLOZTIJ,O,X,X,X,X,X,O,X,X
SLOZTJI,O,X,O,O,X,X,X,O,X
SLOZITJ,O,X,O,X,X,O,X,X,X
SLOZIJT,X,X,O,O,X,O,X,O,X
SLOZJTI,X,O,O,O,X,X,X,O,X
SLOZJIT,X,O,O,O,X,O,X,O,X
SJTILZO,O,X,O,X,O,X,X,X,X
SJTILOZ,O,X,O,X,O,O,X,X,X
SJTIZLO,O,X,X,X,O,X,X,X,X
SJTIZOL,O,X,X,X,O,X,X,X,X
SJTIOLZ,O,X,O,X,O,O,X,X,X
SJTIOZL,O,X,X,X,O,X,X,X,X
SJTLIZO,O,X,O,X,X,X,X,X,X
SJTLIOZ,O,X,O,O,X,X,X,X,X
SJTLZIO,O,X,X,O,X,X,X,X,X
SJTLZOI,O,X,O,O,X,X,X,X,X
SJTLOIZ,O,X,O,O,X,X,X,X,X
SJTLOZI,X,X,O,O,X,X,X,X,X
SJTZILO,O,X,X,X,O,O,X,X,X
SJTZIOL,O,X,X,X,O,O,X,X,X
SJTZLIO,O,X,X,O,X,X,X,X,X
SJTZLOI,O,X,X,O,O,X,X,X,X
SJTZOIL,O,X,X,X,O,O,X,O,X
SJTZOLI,O,X,X,O,O,X,X,O,X
SJTOILZ,O,X,O,X,O,O,X,X,X
SJTOIZL,O,X,X,X,O,X,X,O,X
SJTOLIZ,O,X,O,O,X,X,X,X,X
SJTOLZI,X,X,O,O,X,X,X,X,X
SJTOZIL,O,X,X,X,O,O,X,O,X
SJTOZLI,O,X,X,O,O,X,X,O,X
SJITLZO,O,X,O,X,O,X,X,X,X
SJITLOZ,O,X,O,X,O,O,X,X,X
SJITZLO,O,X,X,X,O,X,X,X,X
SJITZOL,O,X,X,X,O,X,X,X,X
SJITOLZ,O,X,O,X,O,O,X,X,X
SJITOZL,O,X,X,X,O,X,X,X,X
SJILTZO,X,O,O,X,O,X,X,X,X
SJILTOZ,X,O,O,O,O,O,X,X,X
SJILZTO,X,O,O,O,O,O,X,X,X
SJILZOT,X,O,O,O,O,O,X,X,X
SJILOTZ,X,O,O,O,O,O,X,X,X
SJILOZT,X,O,O,O,O,O,X,X,X
SJIZTLO,O,X,X,X,O,O,X,X,X
SJIZTOL,O,X,X,X,O,O,X,X,X
SJIZLTO,X,O,O,O,O,O,X,X,X
SJIZLOT,X,O,O,O,O,O,X,X,X
SJIZOTL,X,X,X,X,O,O,X,O,X
SJIZOLT,X,O,O,O,O,O,X,O,X
SJIOTLZ,O,X,O,X,O,O,X,X,X
SJIOTZL,O,X,X,X,O,X,X,O,X
SJIOLTZ,X,O,O,O,O,O,X,X,X
SJIOLZT,X,O,O,O,O,O,X,O,X
SJIOZTL,O,X,X,X,O,O,X,O,X
SJIOZLT,X,O,O,O,O,O,X,O,X
SJLTIZO,X,O,O,X,X,X,X,X,X
SJLTIOZ,X,O,O,O,X,X,X,X,X
SJLTZIO,X,X,X,O,X,X,X,X,X
SJLTZOI,X,O,O,O,X,X,X,X,X
SJLTOIZ,X,O,O,O,X,X,X,X,X
SJLTOZI,X,O,O,O,X,X,X,X,X
SJLITZO,X,O,O,X,O,X,X,X,X
SJLITOZ,X,O,O,O,O,O,X,X,X
SJLIZTO,X,O,O,O,O,X,X,X,X
SJLIZOT,X,O,O,O,O,O,X,X,X
SJLIOTZ,X,O,O,O,O,O,X,X,X
SJLIOZT,X,O,O,O,O,O,X,X,X
SJLZTIO,X,X,X,O,X,X,X,X,X
SJLZTOI,X,O,O,O,O,X,X,X,X
SJLZITO,X,O,O,O,O,O,X,X,X
SJLZIOT,X,O,O,O,O,O,X,X,X
SJLZOTI,X,O,O,O,O,X,X,O,X
SJLZOIT,X,O,O,O,O,O,X,O,X
SJLOTIZ,X,O,O,O,X,X,X,X,X
SJLOTZI,X,O,O,O,X,X,X,X,X
SJLOITZ,X,O,O,O,O,O,X,X,X
SJLOIZT,X,O,O,O,O,O,X,O,X
SJLOZTI,X,O,O,O,O,X,X,O,X
SJLOZIT,X,O,O,O,O,O,X,O,X
SJZTILO,O,X,X,X,O,O,X,X,X
SJZTIOL,O,X,X,X,O,O,X,O,X
SJZTLIO,O,X,X,O,X,X,X,X,X
SJZTLOI,O,X,X,O,O,X,X,O,X
SJZTOIL,O,X,X,X,O,O,X,O,X
SJZTOLI,O,X,X,O,O,X,X,O,X
SJZITLO,O,X,X,X,O,O,X,X,X
SJZITOL,O,X,X,X,O,O,X,X,X
SJZILTO,X,O,O,O,O,O,X,X,X
SJZILOT,X,O,O,O,O,O,X,X,X
SJZIOTL,X,X,X,X,O,O,X,O,X
SJZIOLT,X,O,O,O,O,O,X,O,X
SJZLTIO,X,X,X,O,X,X,X,X,X
SJZLTOI,X,O,O,O,O,X,X,X,X
SJZLITO,X,X,O,O,O,O,X,X,X
SJZLIOT,X,O,O,O,O,O,X,X,X
SJZLOTI,X,O,O,O,O,X,X,O,X
SJZLOIT,X,O,O,O,O,O,X,O,X
SJZOTIL,O,X,X,X,O,O,X,O,X
SJZOTLI,O,X,X,O,O,X,X,O,X
SJZOITL,O,X,X,X,O,O,X,O,X
SJZOILT,X,O,O,O,O,O,X,O,X
SJZOLTI,X,O,O,O,O,X,X,O,X
SJZOLIT,X,O,O,O,O,O,X,O,X
SJOTILZ,O,X,O,X,O,O,X,X,X
SJOTIZL,O,X,X,X,O,X,X,O,X
SJOTLIZ,O,X,O,O,X,X,X,X,X
SJOTLZI,X,X,O,O,X,X,X,X,X
SJOTZIL,O,X,X,X,O,O,X,O,X
SJOTZLI,O,X,X,O,O,X,X,O,X
SJOITLZ,O,X,O,X,O,O,X,X,X
SJOITZL,O,X,X,X,O,X,X,O,X
SJOILTZ,X,O,O,O,O,O,X,X,X
SJOILZT,X,O,O,O,O,O,X,O,X
SJOIZTL,O,X,X,X,O,O,X,O,X
SJOIZLT,X,O,O,O,O,O,X,O,X
SJOLTIZ,X,O,O,O,X,X,X,X,X
SJOLTZI,X,O,O,O,X,X,X,X,X
SJOLITZ,X,O,O,O,O,O,X,X,X
SJOLIZT,X,O,O,O,O,O,X,O,X
SJOLZTI,X,O,O,O,O,X,X,O,X
SJOLZIT,X,O,O,O,O,O,X,O,X
SJOZTIL,O,X,X,X,O,O,X,O,X
SJOZTLI,O,X,X,O,O,X,X,O,X
SJOZITL,O,X,X,X,O,O,X,O,X
SJOZILT,X,O,O,O,O,O,X,O,X
SJOZLTI,X,O,O,O,O,X,X,O,X
SJOZLIT,X,O,O,O,O,O,X,O,X
SZTILJO,O,X,O,X,O,O,X,X,O
SZTILOJ,X,X,O,X,X,O,O,X,O
SZTIJLO,O,X,X,X,O,O,X,X,X
SZTIJOL,O,X,X,X,O,O,X,O,X
SZTIOLJ,O,X,O,X,X,O,O,X,X
SZTIOJL,O,X,X,X,O,O,X,O,X
SZTLIJO,O,X,X,O,X,X,X,X,O
SZTLIOJ,X,X,X,X,X,X,O,X,O
SZTLJIO,O,X,X,O,X,X,X,X,X
SZTLJOI,O,X,O,O,O,X,X,O,X
SZTLOIJ,O,X,X,X,X,X,O,X,X
SZTLOJI,O,X,O,O,X,X,X,O,X
SZTJILO,O,X,X,X,O,O,X,X,X
SZTJIOL,O,X,X,X,O,O,X,O,X
SZTJLIO,O,X,X,O,X,X,X,X,X
SZTJLOI,O,X,X,O,O,X,X,O,X
SZTJOIL,O,X,X,X,O,O,X,O,X
SZTJOLI,O,X,X,O,O,X,X,O,X
SZTOILJ,O,X,O,X,X,O,O,X,X
SZTOIJL,O,X,X,X,X,O,X,O,X
SZTOLIJ,O,X,X,X,X,X,O,X,X
SZTOLJI,O,X,O,O,X,X,X,O,X
SZTOJIL,O,X,X,X,O,O,X,O,X
SZTOJLI,O,X,X,O,O,X,X,O,X
SZITLJO,O,X,O,X,O,O,X,X,O
SZITLOJ,X,X,O,X,X,O,X,X,O
SZITJLO,O,X,X,X,O,O,X,X,X
SZITJOL,O,X,X,X,O,O,X,O,X
SZITOLJ,O,X,O,X,X,O,X,X,X
SZITOJL,O,X,X,X,O,O,X,O,X
SZILTJO,O,X,O,O,O,O,X,X,O
SZILTOJ,X,X,O,X,X,O,X,X,O
SZILJTO,X,X,O,O,O,O,X,X,X
SZILJOT,X,X,O,O,O,O,X,X,X
SZILOTJ,X,X,O,X,X,O,X,X,X
SZILOJT,X,X,O,O,X,O,X,X,X
SZIJTLO,O,X,X,X,O,O,X,X,X
SZIJTOL,O,X,X,X,O,O,X,X,X
SZIJLTO,X,X,O,O,O,O,X,X,X
SZIJLOT,X,X,O,O,O,O,X,X,X
SZIJOTL,X,X,X,X,O,O,X,O,X
SZIJOLT,X,X,O,O,O,O,X,O,X
SZIOTLJ,O,X,O,X,X,O,X,X,X
SZIOTJL,O,X,X,X,O,O,X,O,X
SZIOLTJ,O,X,O,X,X,O,X,X,X
SZIOLJT,X,X,O,O,X,O,X,O,X
SZIOJTL,O,X,X,X,O,O,X,O,X
SZIOJLT,X,X,O,O,O,O,X,O,X
SZLTIJO,O,X,X,O,X,X,X,X,O
SZLTIOJ,X,X,X,X,X,X,O,X,O
SZLTJIO,O,X,X,O,X,X,X,X,X
SZLTJOI,O,O,O,O,O,X,X,O,X
SZLTOIJ,O,X,X,X,X,X,O,X,X
SZLTOJI,O,X,O,O,X,X,X,O,X
SZLITJO,O,X,O,O,O,O,X,X,O
SZLITOJ,X,X,O,X,X,O,X,X,O
SZLIJTO,X,X,O,O,O,O,X,X,X
SZLIJOT,X,O,O,O,O,O,X,X,X
SZLIOTJ,X,X,O,X,X,O,X,X,X
SZLIOJT,X,X,O,O,X,O,X,X,X
SZLJTIO,X,X,X,O,X,X,X,X,X
SZLJTOI,X,O,O,O,O,X,X,X,X
SZLJITO,X,X,O,O,O,O,X,X,X
SZLJIOT,X,O,O,O,O,O,X,X,X
SZLJOTI,X,O,O,O,O,X,X,O,X
SZLJOIT,X,O,O,O,O,O,X,O,X
SZLOTIJ,O,X,X,X,X,X,O,X,X
SZLOTJI,O,X,O,O,X,X,X,O,X
SZLOITJ,O,X,O,X,X,O,X,X,X
SZLOIJT,X,X,O,O,X,O,X,O,X
SZLOJTI,X,O,O,O,X,X,X,O,X
SZLOJIT,X,O,O,O,X,O,X,O,X
SZJTILO,O,X,X,X,O,O,X,X,X
SZJTIOL,O,X,X,X,O,O,X,O,X
SZJTLIO,O,X,X,O,X,X,X,X,X
SZJTLOI,O,X,X,O,O,X,X,O,X
SZJTOIL,O,X,X,X,O,O,X,O,X
SZJTOLI,O,X,X,O,O,X,X,O,X
SZJITLO,O,X,X,X,O,O,X,X,X
SZJITOL,O,X,X,X,O,O,X,X,X
SZJILTO,X,O,O,O,O,O,X,X,X
SZJILOT,X,O,O,O,O,O,X,X,X
SZJIOTL,X,X,X,X,O,O,X,O,X
SZJIOLT,X,O,O,O,O,O,X,O,X
SZJLTIO,X,X,X,O,X,X,X,X,X
SZJLTOI,X,O,O,O,O,X,X,X,X
SZJLITO,X,X,O,O,O,O,X,X,X
SZJLIOT,X,O,O,O,O,O,X,X,X
SZJLOTI,X,O,O,O,O,X,X,O,X
SZJLOIT,X,O,O,O,O,O,X,O,X
SZJOTIL,O,X,X,X,O,O,X,O,X
SZJOTLI,O,X,X,O,O,X,X,O,X
SZJOITL,O,X,X,X,O,O,X,O,X
SZJOILT,X,O,O,O,O,O,X,O,X
SZJOLTI,X,O,O,O,O,X,X,O,X
SZJOLIT,X,O,O,O,O,O,X,O,X
SZOTILJ,O,X,O,X,X,O,O,X,X
SZOTIJL,O,X,X,X,X,O,X,O,X
SZOTLIJ,O,X,X,X,X,X,O,X,X
SZOTLJI,O,X,O,O,X,X,X,O,X
SZOTJIL,O,X,X,X,O,O,X,O,X
SZOTJLI,O,X,X,O,O,X,X,O,X
SZOITLJ,O,X,O,X,X,O,X,X,X
SZOITJL,O,X,X,X,O,O,X,O,X
SZOILTJ,O,X,O,X,X,O,X,X,X
SZOILJT,X,X,O,O,X,O,X,O,X
SZOIJTL,O,X,X,X,O,O,X,O,X
SZOIJLT,X,O,O,O,O,O,X,O,X
SZOLTIJ,O,X,X,X,X,X,O,X,X
SZOLTJI,O,X,O,O,X,X,X,O,X
SZOLITJ,O,X,O,X,X,O,X,X,X
SZOLIJT,X,X,O,O,X,O,X,O,X
SZOLJTI,X,X,O,O,X,X,X,O,X
SZOLJIT,X,X,O,O,X,O,X,O,X
SZOJTIL,O,X,X,X,O,O,X,O,X
SZOJTLI,O,X,X,O,O,X,X,O,X
SZOJITL,O,X,X,X,O,O,X,O,X
SZOJILT,X,O,O,O,O,O,X,O,X
SZOJLTI,X,O,O,O,O,X,X,O,X
SZOJLIT,X,O,O,O,O,O,X,O,X
SOTILJZ,O,X,O,X,O,O,O,X,X
SOTILZJ,O,X,O,X,X,O,O,X,X
SOTIJLZ,O,X,O,X,O,O,X,X,X
SOTIJZL,O,X,X,X,O,X,X,O,X
SOTIZLJ,O,X,O,X,X,O,X,X,X
SOTIZJL,O,X,X,X,O,O,X,O,X
SOTLIJZ,O,X,O,X,X,X,O,X,X
SOTLIZJ,O,X,O,X,X,X,O,X,X
SOTLJIZ,O,X,O,O,X,X,X,X,X
SOTLJZI,X,X,O,O,X,X,X,X,X
SOTLZIJ,O,X,X,X,X,X,O,X,X
SOTLZJI,O,X,O,O,X,X,X,X,X
SOTJILZ,O,X,O,X,O,O,X,X,X
SOTJIZL,O,X,X,X,O,X,X,O,X
SOTJLIZ,O,X,O,O,X,X,X,X,X
SOTJLZI,X,X,O,O,X,X,X,X,X
SOTJZIL,O,X,X,X,O,O,X,O,X
SOTJZLI,O,X,X,O,O,X,X,O,X
SOTZILJ,O,X,O,X,X,O,O,X,X
SOTZIJL,O,X,X,X,X,O,X,O,X
SOTZLIJ,O,X,X,X,X,X,O,X,X
SOTZLJI,O,X,O,O,X,X,X,O,X
SOTZJIL,O,X,X,X,X,O,X,O,X
SOTZJLI,O,X,X,O,X,X,X,O,X
SOITLJZ,O,X,O,X,O,O,X,X,X
SOITLZJ,O,X,O,X,X,O,X,X,X
SOITJLZ,O,X,O,X,O,O,X,X,X
SOITJZL,O,X,X,X,O,X,X,O,X
SOITZLJ,O,X,O,X,X,O,X,X,X
SOITZJL,O,X,X,X,O,O,X,O,X
SOILTJZ,O,X,O,X,O,O,X,X,X
SOILTZJ,O,X,O,X,X,O,X,X,X
SOILJTZ,X,X,O,O,O,O,X,X,X
SOILJZT,X,X,O,O,O,O,X,O,X
SOILZTJ,O,X,O,X,X,O,X,X,X
SOILZJT,X,X,O,O,X,O,X,O,X
SOIJTLZ,O,X,O,X,O,O,X,X,X
SOIJTZL,O,X,X,X,O,X,X,O,X
SOIJLTZ,X,O,O,O,O,O,X,X,X
SOIJLZT,X,O,O,O,O,O,X,O,X
SOIJZTL,O,X,X,X,O,O,X,O,X
SOIJZLT,X,O,O,O,O,O,X,O,X
SOIZTLJ,O,X,O,X,X,O,X,X,X
SOIZTJL,O,X,X,X,O,O,X,O,X
SOIZLTJ,O,X,O,X,X,O,X,X,X
SOIZLJT,X,X,O,O,X,O,X,O,X
SOIZJTL,O,X,X,X,O,O,X,O,X
SOIZJLT,X,O,O,O,O,O,X,O,X
SOLTIJZ,O,X,O,X,X,X,O,X,X
SOLTIZJ,O,X,O,X,X,X,O,X,X
SOLTJIZ,O,X,O,O,X,X,X,X,X
SOLTJZI,X,X,O,O,X,X,X,X,X
SOLTZIJ,O,X,X,X,X,X,O,X,X
SOLTZJI,O,X,O,O,X,X,X,X,X
SOLITJZ,O,X,O,X,O,O,X,X,X
SOLITZJ,O,X,O,X,X,O,X,X,X
SOLIJTZ,X,X,O,O,O,O,X,X,X
SOLIJZT,X,X,O,O,O,O,X,O,X
SOLIZTJ,O,X,O,X,X,O,X,X,X
SOLIZJT,X,X,O,O,X,O,X,O,X
SOLJTIZ,X,X,O,O,X,X,X,X,X
SOLJTZI,X,X,O,O,X,X,X,X,X
SOLJITZ,X,X,O,O,O,O,X,X,X
SOLJIZT,X,X,O,O,O,O,X,O,X
SOLJZTI,X,X,O,O,O,X,X,O,X
SOLJZIT,X,X,O,O,O,O,X,O,X
SOLZTIJ,O,X,X,X,X,X,O,X,X
SOLZTJI,O,X,O,O,X,X,X,O,X
SOLZITJ,O,X,O,X,X,O,X,X,X
SOLZIJT,X,X,O,O,X,O,X,O,X
SOLZJTI,X,X,O,O,X,X,X,O,X
SOLZJIT,X,X,O,O,X,O,X,O,X
SOJTILZ,O,X,O,X,O,O,X,X,X
SOJTIZL,O,X,X,X,O,X,X,O,X
SOJTLIZ,O,X,O,O,X,X,X,X,X
SOJTLZI,X,X,O,O,X,X,X,X,X
SOJTZIL,O,X,X,X,O,O,X,O,X
SOJTZLI,O,X,X,O,O,X,X,O,X
SOJITLZ,O,X,O,X,O,O,X,X,X
SOJITZL,O,X,X,X,O,X,X,O,X
SOJILTZ,X,O,O,O,O,O,X,X,X
SOJILZT,X,O,O,O,O,O,X,O,X
SOJIZTL,O,X,X,X,O,O,X,O,X
SOJIZLT,X,O,O,O,O,O,X,O,X
SOJLTIZ,X,O,O,O,X,X,X,X,X
SOJLTZI,X,O,O,O,X,X,X,X,X
SOJLITZ,X,O,O,O,O,O,X,X,X
SOJLIZT,X,O,O,O,O,O,X,O,X
SOJLZTI,X,O,O,O,O,X,X,O,X
SOJLZIT,X,O,O,O,O,O,X,O,X
SOJZTIL,O,X,X,X,O,O,X,O,X
SOJZTLI,O,X,X,O,O,X,X,O,X
SOJZITL,O,X,X,X,O,O,X,O,X
SOJZILT,X,O,O,O,O,O,X,O,X
SOJZLTI,X,O,O,O,O,X,X,O,X
SOJZLIT,X,O,O,O,O,O,X,O,X
SOZTILJ,O,X,O,X,X,O,O,X,X
SOZTIJL,O,X,X,X,X,O,X,O,X
SOZTLIJ,O,X,X,X,X,X,O,X,X
SOZTLJI,O,X,O,O,X,X,X,O,X
SOZTJIL,O,X,X,X,O,O,X,O,X
SOZTJLI,O,X,X,O,O,X,X,O,X
SOZITLJ,O,X,O,X,X,O,X,X,X
SOZITJL,O,X,X,X,O,O,X,O,X
SOZILTJ,O,X,O,X,X,O,X,X,X
SOZILJT,X,X,O,O,X,O,X,O,X
SOZIJTL,O,X,X,X,O,O,X,O,X
SOZIJLT,X,O,O,O,O,O,X,O,X
SOZLTIJ,O,X,X,X,X,X,O,X,X
SOZLTJI,O,X,O,O,X,X,X,O,X
SOZLITJ,O,X,O,X,X,O,X,X,X
SOZLIJT,X,X,O,O,X,O,X,O,X
SOZLJTI,X,X,O,O,X,X,X,O,X
SOZLJIT,X,X,O,O,X,O,X,O,X
SOZJTIL,O,X,X,X,O,O,X,O,X
SOZJTLI,O,X,X,O,O,X,X,O,X
SOZJITL,O,X,X,X,O,O,X,O,X
SOZJILT,X,O,O,O,O,O,X,O,X
SOZJLTI,X,O,O,O,O,X,X,O,X
SOZJLIT,X,O,O,O,O,O,X,O,X
ZTILJSO,X,X,X,X,X,X,X,X,O
ZTILJOS,X,X,X,X,X,X,O,X,O
ZTILSJO,X,X,X,X,X,X,X,X,O
ZTILSOJ,X,X,X,X,X,X,O,X,O
ZTILOJS,X,X,X,X,X,X,O,X,O
ZTILOSJ,X,X,X,X,X,X,O,X,O
ZTIJLSO,X,X,X,X,X,X,X,X,O
ZTIJLOS,X,X,X,X,X,X,O,X,O
ZTIJSLO,O,X,X,X,X,X,X,X,X
ZTIJSOL,O,X,X,X,X,X,X,O,X
ZTIJOLS,X,X,X,X,X,X,O,X,X
ZTIJOSL,O,X,X,X,X,X,X,O,X
ZTISLJO,O,X,X,X,X,X,X,X,O
ZTISLOJ,X,X,X,X,X,X,O,X,O
ZTISJLO,O,X,X,X,X,X,X,X,X
ZTISJOL,O,X,X,X,X,X,X,O,X
ZTISOLJ,O,X,X,X,X,X,O,X,X
ZTISOJL,O,X,X,X,X,X,X,O,X
ZTIOLJS,X,X,X,X,X,X,O,X,O
ZTIOLSJ,X,X,X,X,X,X,O,X,O
ZTIOJLS,X,X,X,X,X,X,O,X,X
ZTIOJSL,O,X,X,X,X,X,X,O,X
ZTIOSLJ,O,X,X,X,X,X,O,X,X
ZTIOSJL,O,X,X,X,X,X,X,O,X
ZTLIJSO,X,X,X,X,X,X,X,X,O
ZTLIJOS,X,X,X,X,X,X,O,X,O
ZTLISJO,X,X,X,X,X,X,X,X,O
ZTLISOJ,X,X,X,X,X,X,O,X,O
ZTLIOJS,X,X,X,X,X,X,O,X,O
ZTLIOSJ,X,X,X,X,X,X,O,X,O
ZTLJISO,X,X,X,X,X,X,X,X,O
ZTLJIOS,X,X,X,X,X,X,O,X,O
ZTLJSIO,O,X,X,O,X,X,X,X,X
ZTLJSOI,O,O,O,O,X,X,X,O,X
ZTLJOIS,X,X,X,X,X,X,O,X,X
ZTLJOSI,O,O,X,O,X,X,X,O,X
