sequence,v115@OhB8AeA8FeB8AeD8CeC8Je/EJvhFRgBFiB6oBTlB0m?B2wB,v115@OhB8AeA8FeB8AeD8CeC8Je/EJvhFRgBcmBOnB6oBTl?B1wB,v115@OhB8AeA8FeB8AeD8CeC8JeT/IvhF2lBFiB6oBfsBRq?BUrB,v115@OhB8AeA8FeB8AeD8CeC8Jex/IvhFXiB6oB0kBllBmr?BTrB,v115@OhB8AeA8FeB8AeD8CeC8Jex/IvhFXiB6oB0kBllBOr?BzrB,v115@OhB8AeA8FeB8AeD8CeC8JeT/IvhFxhB6oB0lBmmBXl?B1wB
OJLZTIS,O,O,X,O,O,O
OJLZTSI,O,O,X,O,O,O
OJLZITS,O,X,X,X,O,X
OJLZIST,O,X,X,X,X,X
OJLZSTI,O,O,X,O,O,X
OJLZSIT,O,X,X,X,X,X
OJSTILZ,O,O,O,X,X,X
OJSTIZL,O,O,O,X,X,X
OJSTLIZ,O,O,O,X,X,X
OJSTLZI,O,O,X,O,O,X
OJSTZIL,O,O,X,O,O,X
OJSTZLI,O,O,X,O,O,X
OJSITLZ,O,O,O,X,X,X
OJSITZL,O,O,O,X,X,X
OJSILTZ,O,O,O,X,X,X
OJSILZT,O,X,O,X,X,X
OJSIZTL,O,X,O,X,X,X
OJSIZLT,O,X,O,X,X,X
OJSLTIZ,O,O,O,X,X,X
OJSLTZI,O,O,X,O,O,X
OJSLITZ,O,O,O,X,X,X
OJSLIZT,O,X,O,X,X,X
OJSLZTI,O,O,X,O,O,X
OJSLZIT,O,X,X,X,X,X
OJSZTIL,O,O,X,O,O,X
OJSZTLI,O,O,X,O,O,X
OJSZITL,O,X,X,X,X,X
OJSZILT,O,X,X,X,X,X
OJSZLTI,O,O,X,O,O,X
OJSZLIT,O,X,X,X,X,X
OJZTILS,O,O,X,O,O,O
OJZTISL,O,O,X,O,O,O
OJZTLIS,O,O,X,O,O,O
OJZTLSI,O,O,X,O,O,O
OJZTSIL,O,O,X,O,O,O
OJZTSLI,O,O,X,O,O,O
OJZITLS,O,X,X,X,O,X
OJZITSL,O,X,X,X,O,X
OJZILTS,O,X,X,X,O,X
OJZILST,O,X,X,X,X,X
OJZISTL,O,X,X,X,X,X
OJZISLT,O,X,X,X,X,X
OJZLTIS,O,O,X,O,O,O
OJZLTSI,O,O,X,O,O,O
OJZLITS,O,X,X,X,O,X
OJZLIST,O,X,X,X,X,X
OJZLSTI,O,O,X,O,O,X
OJZLSIT,O,X,X,X,X,X
OJZSTIL,O,O,X,O,O,X
OJZSTLI,O,O,X,O,O,X
OJZSITL,O,X,X,X,X,X
OJZSILT,O,X,X,X,X,X
OJZSLTI,O,O,X,O,O,X
OJZSLIT,O,X,X,X,X,X
OSTILJZ,O,O,O,X,X,O
OSTILZJ,O,O,O,X,O,X
OSTIJLZ,O,O,O,X,X,O
OSTIJZL,O,O,O,X,X,O
OSTIZLJ,O,O,O,X,O,X
OSTIZJL,X,O,O,X,O,X
OSTLIJZ,O,O,O,X,X,O
OSTLIZJ,O,O,O,X,O,X
OSTLJIZ,O,O,O,X,X,O
OSTLJZI,O,O,X,X,O,O
OSTLZIJ,O,O,O,O,O,X
OSTLZJI,X,O,X,O,O,O
OSTJILZ,O,O,O,X,X,O
OSTJIZL,O,O,O,X,X,O
OSTJLIZ,O,O,O,X,X,O
OSTJLZI,O,O,X,X,O,O
OSTJZIL,O,O,X,X,O,O
OSTJZLI,O,O,X,X,O,O
OSTZILJ,O,O,O,O,O,X
OSTZIJL,X,O,O,X,O,X
OSTZLIJ,O,O,O,O,O,X
OSTZLJI,X,O,X,O,O,O
OSTZJIL,X,O,X,X,O,O
OSTZJLI,X,O,X,X,O,O
OSITLJZ,O,O,O,X,X,O
OSITLZJ,O,O,O,X,O,X
OSITJLZ,O,O,O,X,X,O
OSITJZL,O,O,O,X,X,O
OSITZLJ,O,O,O,X,O,X
OSITZJL,X,O,O,X,O,X
OSILTJZ,O,O,O,X,X,O
OSILTZJ,O,O,O,X,O,X
OSILJTZ,O,O,O,X,X,X
OSILJZT,O,X,O,X,X,X
OSILZTJ,O,X,O,X,O,X
OSILZJT,O,X,O,X,X,X
OSIJTLZ,O,O,O,X,X,X
OSIJTZL,O,O,O,X,X,X
OSIJLTZ,O,O,O,X,X,X
OSIJLZT,O,X,O,X,X,X
OSIJZTL,O,X,O,X,X,X
OSIJZLT,O,X,O,X,X,X
OSIZTLJ,O,X,O,X,O,X
OSIZTJL,X,X,O,X,O,X
OSIZLTJ,O,X,O,X,O,X
OSIZLJT,O,X,O,X,X,X
OSIZJTL,O,X,O,X,X,X
OSIZJLT,O,X,O,X,X,X
OSLTIJZ,O,O,O,X,X,O
OSLTIZJ,O,O,O,X,O,X
OSLTJIZ,O,O,O,X,X,O
OSLTJZI,O,O,X,X,O,O
OSLTZIJ,O,O,O,O,O,X
OSLTZJI,X,O,X,O,O,O
OSLITJZ,O,O,O,X,X,O
OSLITZJ,O,O,O,X,O,X
OSLIJTZ,O,O,O,X,X,X
OSLIJZT,O,X,O,X,X,X
OSLIZTJ,O,X,O,X,O,X
OSLIZJT,O,X,O,X,X,X
OSLJTIZ,O,O,O,X,X,X
OSLJTZI,O,O,X,O,O,X
OSLJITZ,O,O,O,X,X,X
OSLJIZT,O,X,O,X,X,X
OSLJZTI,O,O,X,O,O,X
OSLJZIT,O,X,X,X,X,X
OSLZTIJ,O,O,O,O,O,X
OSLZTJI,X,O,X,O,O,O
OSLZITJ,O,X,O,X,O,X
OSLZIJT,O,X,O,X,X,X
OSLZJTI,O,O,X,O,O,X
OSLZJIT,O,X,X,X,X,X
OSJTILZ,O,O,O,X,X,X
OSJTIZL,O,O,O,X,X,X
OSJTLIZ,O,O,O,X,X,X
OSJTLZI,O,O,X,O,O,X
OSJTZIL,O,O,X,O,O,X
OSJTZLI,O,O,X,O,O,X
OSJITLZ,O,O,O,X,X,X
OSJITZL,O,O,O,X,X,X
OSJILTZ,O,O,O,X,X,X
OSJILZT,O,X,O,X,X,X
OSJIZTL,O,X,O,X,X,X
OSJIZLT,O,X,O,X,X,X
OSJLTIZ,O,O,O,X,X,X
OSJLTZI,O,O,X,O,O,X
OSJLITZ,O,O,O,X,X,X
OSJLIZT,O,X,O,X,X,X
OSJLZTI,O,O,X,O,O,X
OSJLZIT,O,X,X,X,X,X
OSJZTIL,O,O,X,O,O,X
OSJZTLI,O,O,X,O,O,X
OSJZITL,O,X,X,X,X,X
OSJZILT,O,X,X,X,X,X
OSJZLTI,O,O,X,O,O,X
OSJZLIT,O,X,X,X,X,X
OSZTILJ,O,O,O,O,O,X
OSZTIJL,X,O,O,X,O,X
OSZTLIJ,O,O,O,O,O,X
OSZTLJI,X,O,X,O,O,O
OSZTJIL,X,O,X,X,O,O
OSZTJLI,X,O,X,X,O,O
OSZITLJ,O,X,O,X,O,X
OSZITJL,X,X,O,X,O,X
OSZILTJ,O,X,O,X,O,X
OSZILJT,O,X,O,X,X,X
OSZIJTL,O,X,O,X,X,X
OSZIJLT,O,X,O,X,X,X
OSZLTIJ,O,O,O,O,O,X
OSZLTJI,X,O,X,O,O,O
OSZLITJ,O,X,O,X,O,X
OSZLIJT,O,X,O,X,X,X
OSZLJTI,O,O,X,O,O,X
OSZLJIT,O,X,X,X,X,X
OSZJTIL,O,O,X,O,O,X
OSZJTLI,O,O,X,O,O,X
OSZJITL,O,X,X,X,X,X
OSZJILT,O,X,X,X,X,X
OSZJLTI,O,O,X,O,O,X
OSZJLIT,O,X,X,X,X,X
OZTILJS,X,O,X,O,O,O
OZTILSJ,X,O,X,O,O,X
OZTIJLS,X,O,X,O,O,O
OZTIJSL,X,O,X,O,O,O
OZTISLJ,X,O,X,O,O,X
OZTISJL,X,O,X,X,O,X
OZTLIJS,X,O,X,O,O,O
OZTLISJ,X,O,X,O,O,X
OZTLJIS,X,O,X,O,O,O
OZTLJSI,X,O,X,O,O,O
OZTLSIJ,O,O,O,O,O,X
OZTLSJI,X,O,X,O,O,O
OZTJILS,X,O,X,O,O,O
OZTJISL,X,O,X,O,O,O
OZTJLIS,X,O,X,O,O,O
OZTJLSI,X,O,X,O,O,O
OZTJSIL,X,O,X,O,O,O
OZTJSLI,X,O,X,O,O,O
OZTSILJ,O,O,O,O,O,X
OZTSIJL,X,O,O,X,O,X
OZTSLIJ,O,O,O,O,O,X
OZTSLJI,X,O,X,O,O,O
OZTSJIL,X,O,X,X,O,O
OZTSJLI,X,O,X,X,O,O
OZITLJS,X,X,X,O,O,O
OZITLSJ,X,X,X,O,O,X
OZITJLS,X,X,X,O,O,O
OZITJSL,X,X,X,O,O,O
OZITSLJ,X,X,X,O,O,X
OZITSJL,X,X,X,X,O,X
OZILTJS,X,X,X,O,O,O
OZILTSJ,X,X,X,O,O,X
OZILJTS,X,X,X,X,O,X
OZILJST,X,X,O,X,X,X
OZILSTJ,X,X,O,X,O,X
OZILSJT,X,X,O,X,X,X
OZIJTLS,X,X,X,X,O,X
OZIJTSL,X,X,X,X,O,X
OZIJLTS,X,X,X,X,O,X
OZIJLST,X,X,O,X,X,X
OZIJSTL,X,X,O,X,X,X
OZIJSLT,X,X,O,X,X,X
OZISTLJ,X,X,O,X,O,X
OZISTJL,X,X,O,X,O,X
OZISLTJ,X,X,O,X,O,X
OZISLJT,X,X,O,X,X,X
OZISJTL,X,X,O,X,X,X
OZISJLT,X,X,O,X,X,X
OZLTIJS,X,O,X,O,O,O
OZLTISJ,X,O,X,O,O,X
OZLTJIS,X,O,X,O,O,O
OZLTJSI,X,O,X,O,O,O
OZLTSIJ,O,O,O,O,O,X
OZLTSJI,X,O,X,O,O,O
OZLITJS,X,X,X,O,O,O
OZLITSJ,X,X,X,O,O,X
OZLIJTS,X,X,X,X,O,X
OZLIJST,X,X,O,X,X,X
OZLISTJ,X,X,O,X,O,X
OZLISJT,X,X,O,X,X,X
OZLJTIS,O,O,X,O,O,O
OZLJTSI,O,O,X,O,O,O
OZLJITS,O,X,X,X,O,X
OZLJIST,O,X,X,X,X,X
OZLJSTI,O,O,X,O,O,X
OZLJSIT,O,X,X,X,X,X
OZLSTIJ,O,O,O,O,O,X
OZLSTJI,X,O,X,O,O,O
OZLSITJ,O,X,O,X,O,X
OZLSIJT,O,X,O,X,X,X
OZLSJTI,O,O,X,O,O,X
OZLSJIT,O,X,X,X,X,X
OZJTILS,O,O,X,O,O,O
OZJTISL,O,O,X,O,O,O
OZJTLIS,O,O,X,O,O,O
OZJTLSI,O,O,X,O,O,O
OZJTSIL,O,O,X,O,O,O
OZJTSLI,O,O,X,O,O,O
OZJITLS,O,X,X,X,O,X
OZJITSL,O,X,X,X,O,X
OZJILTS,O,X,X,X,O,X
OZJILST,O,X,X,X,X,X
OZJISTL,O,X,X,X,X,X
OZJISLT,O,X,X,X,X,X
OZJLTIS,O,O,X,O,O,O
OZJLTSI,O,O,X,O,O,O
OZJLITS,O,X,X,X,O,X
OZJLIST,O,X,X,X,X,X
OZJLSTI,O,O,X,O,O,X
OZJLSIT,O,X,X,X,X,X
OZJSTIL,O,O,X,O,O,X
OZJSTLI,O,O,X,O,O,X
OZJSITL,O,X,X,X,X,X
OZJSILT,O,X,X,X,X,X
OZJSLTI,O,O,X,O,O,X
OZJSLIT,O,X,X,X,X,X
OZSTILJ,O,O,O,O,O,X
OZSTIJL,X,O,O,X,O,X
OZSTLIJ,O,O,O,O,O,X
OZSTLJI,X,O,X,O,O,O
OZSTJIL,X,O,X,X,O,O
OZSTJLI,X,O,X,X,O,O
OZSITLJ,O,X,O,X,O,X
OZSITJL,X,X,O,X,O,X
OZSILTJ,O,X,O,X,O,X
OZSILJT,O,X,O,X,X,X
OZSIJTL,O,X,O,X,X,X
OZSIJLT,O,X,O,X,X,X
OZSLTIJ,O,O,O,O,O,X
OZSLTJI,X,O,X,O,O,O
OZSLITJ,O,X,O,X,O,X
OZSLIJT,O,X,O,X,X,X
OZSLJTI,O,O,X,O,O,X
OZSLJIT,O,X,X,X,X,X
OZSJTIL,O,O,X,O,O,X
OZSJTLI,O,O,X,O,O,X
OZSJITL,O,X,X,X,X,X
OZSJILT,O,X,X,X,X,X
OZSJLTI,O,O,X,O,O,X
OZSJLIT,O,X,X,X,X,X
