sequence,v115@OhB8AeA8FeB8AeD8CeC8Je/EJvhFRgBFiB6oBTlB0m?B2wB,v115@OhB8AeA8FeB8AeD8CeC8Je/EJvhFRgBcmBOnB6oBTl?B1wB,v115@OhB8AeA8FeB8AeD8CeC8JeT/IvhF2lBFiB6oBfsBRq?BUrB,v115@OhB8AeA8FeB8AeD8CeC8Jex/IvhFXiB6oB0kBllBmr?BTrB,v115@OhB8AeA8FeB8AeD8CeC8Jex/IvhFXiB6oB0kBllBOr?BzrB,v115@OhB8AeA8FeB8AeD8CeC8JeT/IvhFxhB6oB0lBmmBXl?B1wB
LZOITSJ,X,X,X,O,O,X
LZOIJTS,X,X,X,X,O,X
LZOIJST,X,X,O,X,X,X
LZOISTJ,X,X,O,X,O,X
LZOISJT,X,X,O,X,X,X
LZOJTIS,O,O,X,O,O,O
LZOJTSI,O,O,X,O,O,O
LZOJITS,O,X,X,X,O,X
LZOJIST,O,X,X,X,X,X
LZOJSTI,O,O,X,O,O,X
LZOJSIT,O,X,X,X,X,X
LZOSTIJ,O,O,O,O,O,X
LZOSTJI,X,O,X,O,O,O
LZOSITJ,O,X,O,X,O,X
LZOSIJT,O,X,O,X,X,X
LZOSJTI,O,O,X,O,O,X
LZOSJIT,O,X,X,X,X,X
LOTIJSZ,X,O,O,X,X,O
LOTIJZS,X,O,X,X,X,O
LOTISJZ,O,O,O,X,X,O
LOTISZJ,O,O,O,X,O,X
LOTIZJS,X,O,X,X,O,O
LOTIZSJ,X,O,X,X,O,X
LOTJISZ,O,O,X,X,X,O
LOTJIZS,X,O,X,X,X,O
LOTJSIZ,O,O,O,X,X,O
LOTJSZI,O,O,X,O,O,O
LOTJZIS,O,O,X,O,O,O
LOTJZSI,O,O,X,O,O,O
LOTSIJZ,O,O,O,X,X,O
LOTSIZJ,O,O,O,X,O,X
LOTSJIZ,O,O,O,X,X,O
LOTSJZI,O,O,X,X,O,O
LOTSZIJ,O,O,O,O,O,X
LOTSZJI,X,O,X,O,O,O
LOTZIJS,X,O,X,O,O,O
LOTZISJ,X,O,X,O,O,X
LOTZJIS,X,O,X,O,O,O
LOTZJSI,X,O,X,O,O,O
LOTZSIJ,O,O,O,O,O,X
LOTZSJI,X,O,X,O,O,O
LOITJSZ,X,O,O,X,X,O
LOITJZS,X,O,X,X,X,O
LOITSJZ,O,O,O,X,X,O
LOITSZJ,O,O,O,X,O,X
LOITZJS,X,O,X,X,O,O
LOITZSJ,X,O,X,X,O,X
LOIJTSZ,O,O,O,X,X,O
LOIJTZS,X,O,X,X,X,O
LOIJSTZ,O,O,O,X,X,X
LOIJSZT,O,X,O,X,X,X
LOIJZTS,O,X,X,X,X,X
LOIJZST,O,X,O,X,X,X
LOISTJZ,O,O,O,X,X,O
LOISTZJ,O,O,O,X,O,X
LOISJTZ,O,O,O,X,X,X
LOISJZT,O,X,O,X,X,X
LOISZTJ,O,X,O,X,O,X
LOISZJT,O,X,O,X,X,X
LOIZTJS,X,X,X,X,O,O
LOIZTSJ,X,X,X,X,O,X
LOIZJTS,X,X,X,X,O,X
LOIZJST,X,X,O,X,X,X
LOIZSTJ,X,X,O,X,O,X
LOIZSJT,X,X,O,X,X,X
LOJTISZ,O,O,X,X,X,O
LOJTIZS,X,O,X,X,X,O
LOJTSIZ,O,O,O,X,X,O
LOJTSZI,O,O,X,O,O,O
LOJTZIS,O,O,X,O,O,O
LOJTZSI,O,O,X,O,O,O
LOJITSZ,O,O,O,X,X,O
LOJITZS,X,O,X,X,X,O
LOJISTZ,O,O,O,X,X,X
LOJISZT,O,X,O,X,X,X
LOJIZTS,O,X,X,X,X,X
LOJIZST,O,X,O,X,X,X
LOJSTIZ,O,O,O,X,X,X
LOJSTZI,O,O,X,O,O,X
LOJSITZ,O,O,O,X,X,X
LOJSIZT,O,X,O,X,X,X
LOJSZTI,O,O,X,O,O,X
LOJSZIT,O,X,X,X,X,X
LOJZTIS,O,O,X,O,O,O
LOJZTSI,O,O,X,O,O,O
LOJZITS,O,X,X,X,O,X
LOJZIST,O,X,X,X,X,X
LOJZSTI,O,O,X,O,O,X
LOJZSIT,O,X,X,X,X,X
LOSTIJZ,O,O,O,X,X,O
LOSTIZJ,O,O,O,X,O,X
LOSTJIZ,O,O,O,X,X,O
LOSTJZI,O,O,X,X,O,O
LOSTZIJ,O,O,O,O,O,X
LOSTZJI,X,O,X,O,O,O
LOSITJZ,O,O,O,X,X,O
LOSITZJ,O,O,O,X,O,X
LOSIJTZ,O,O,O,X,X,X
LOSIJZT,O,X,O,X,X,X
LOSIZTJ,O,X,O,X,O,X
LOSIZJT,O,X,O,X,X,X
LOSJTIZ,O,O,O,X,X,X
LOSJTZI,O,O,X,O,O,X
LOSJITZ,O,O,O,X,X,X
LOSJIZT,O,X,O,X,X,X
LOSJZTI,O,O,X,O,O,X
LOSJZIT,O,X,X,X,X,X
LOSZTIJ,O,O,O,O,O,X
LOSZTJI,X,O,X,O,O,O
LOSZITJ,O,X,O,X,O,X
LOSZIJT,O,X,O,X,X,X
LOSZJTI,O,O,X,O,O,X
LOSZJIT,O,X,X,X,X,X
LOZTIJS,X,O,X,O,O,O
LOZTISJ,X,O,X,O,O,X
LOZTJIS,X,O,X,O,O,O
LOZTJSI,X,O,X,O,O,O
LOZTSIJ,O,O,O,O,O,X
LOZTSJI,X,O,X,O,O,O
LOZITJS,X,X,X,O,O,O
LOZITSJ,X,X,X,O,O,X
LOZIJTS,X,X,X,X,O,X
LOZIJST,X,X,O,X,X,X
LOZISTJ,X,X,O,X,O,X
LOZISJT,X,X,O,X,X,X
LOZJTIS,O,O,X,O,O,O
LOZJTSI,O,O,X,O,O,O
LOZJITS,O,X,X,X,O,X
LOZJIST,O,X,X,X,X,X
LOZJSTI,O,O,X,O,O,X
LOZJSIT,O,X,X,X,X,X
LOZSTIJ,O,O,O,O,O,X
LOZSTJI,X,O,X,O,O,O
LOZSITJ,O,X,O,X,O,X
LOZSIJT,O,X,O,X,X,X
LOZSJTI,O,O,X,O,O,X
LOZSJIT,O,X,X,X,X,X
JTILSZO,O,O,X,O,X,O
JTILSOZ,O,O,X,X,X,O
JTILZSO,X,O,X,O,X,O
JTILZOS,X,O,X,O,X,O
JTILOSZ,O,O,X,X,X,O
JTILOZS,X,O,X,X,X,O
JTISLZO,O,O,X,O,X,O
JTISLOZ,O,O,X,X,X,O
JTISZLO,O,O,X,O,X,O
JTISZOL,X,O,X,O,X,O
JTISOLZ,O,O,X,X,X,O
JTISOZL,O,O,X,X,X,O
JTIZLSO,X,O,X,O,X,O
JTIZLOS,X,O,X,O,X,O
JTIZSLO,X,O,X,O,X,O
JTIZSOL,X,O,X,O,X,O
JTIZOLS,X,O,X,O,X,O
JTIZOSL,X,O,X,O,X,O
JTIOLSZ,O,O,X,X,X,O
JTIOLZS,X,O,X,X,X,O
JTIOSLZ,O,O,X,X,X,O
JTIOSZL,O,O,X,X,X,O
JTIOZLS,X,O,X,X,X,O
JTIOZSL,X,O,X,X,X,O
JTLISZO,O,O,X,O,X,O
JTLISOZ,O,O,X,X,X,O
JTLIZSO,X,O,X,O,X,O
JTLIZOS,X,O,X,O,X,O
JTLIOSZ,O,O,X,X,X,O
JTLIOZS,X,O,X,X,X,O
JTLSIZO,O,O,O,O,X,O
JTLSIOZ,O,O,O,X,X,O
JTLSZIO,O,O,X,O,O,O
JTLSZOI,O,O,X,O,O,O
JTLSOIZ,O,O,O,X,X,O
JTLSOZI,O,O,X,O,X,O
JTLZISO,O,O,X,O,O,O
JTLZIOS,O,O,X,O,O,O
JTLZSIO,O,O,X,O,O,O
JTLZSOI,O,O,X,O,O,O
JTLZOIS,O,O,X,O,O,O
JTLZOSI,O,O,X,O,O,O
JTLOISZ,O,O,X,X,X,O
JTLOIZS,X,O,X,X,X,O
JTLOSIZ,O,O,O,X,X,O
JTLOSZI,O,O,X,O,O,O
JTLOZIS,O,O,X,O,O,O
JTLOZSI,O,O,X,O,O,O
JTSILZO,O,O,O,O,X,O
JTSILOZ,O,O,O,X,X,O
JTSIZLO,O,O,O,O,X,O
JTSIZOL,O,O,O,O,X,O
JTSIOLZ,O,O,O,X,X,O
JTSIOZL,O,O,O,X,X,O
JTSLIZO,O,O,O,O,X,O
JTSLIOZ,O,O,O,X,X,O
JTSLZIO,O,O,X,O,O,O
JTSLZOI,O,O,X,O,O,O
JTSLOIZ,O,O,O,X,X,O
JTSLOZI,O,O,X,O,X,O
JTSZILO,O,O,X,O,O,O
JTSZIOL,O,O,X,O,X,O
JTSZLIO,O,O,X,O,O,O
JTSZLOI,O,O,X,O,O,O
JTSZOIL,O,O,X,O,X,O
JTSZOLI,O,O,X,O,X,O
JTSOILZ,O,O,O,X,X,O
JTSOIZL,O,O,O,X,X,O
JTSOLIZ,O,O,O,X,X,O
JTSOLZI,O,O,X,O,X,O
JTSOZIL,O,O,X,O,X,O
JTSOZLI,O,O,X,O,X,O
JTZILSO,O,O,X,O,O,O
JTZILOS,O,O,X,O,O,O
JTZISLO,O,O,X,O,O,O
JTZISOL,O,O,X,O,X,O
JTZIOLS,O,O,X,O,O,O
JTZIOSL,O,O,X,O,O,O
JTZLISO,O,O,X,O,O,O
JTZLIOS,O,O,X,O,O,O
JTZLSIO,O,O,X,O,O,O
JTZLSOI,O,O,X,O,O,O
JTZLOIS,O,O,X,O,O,O
JTZLOSI,O,O,X,O,O,O
JTZSILO,O,O,X,O,O,O
JTZSIOL,O,O,X,O,X,O
JTZSLIO,O,O,X,O,O,O
JTZSLOI,O,O,X,O,O,O
JTZSOIL,O,O,X,O,X,O
JTZSOLI,O,O,X,O,X,O
JTZOILS,O,O,X,O,O,O
JTZOISL,O,O,X,O,O,O
JTZOLIS,O,O,X,O,O,O
JTZOLSI,O,O,X,O,O,O
JTZOSIL,O,O,X,O,O,O
JTZOSLI,O,O,X,O,O,O
JTOILSZ,O,O,X,X,X,O
JTOILZS,X,O,X,X,X,O
JTOISLZ,O,O,X,X,X,O
JTOISZL,O,O,X,X,X,O
JTOIZLS,X,O,X,X,X,O
JTOIZSL,X,O,X,X,X,O
JTOLISZ,O,O,X,X,X,O
JTOLIZS,X,O,X,X,X,O
JTOLSIZ,O,O,O,X,X,O
JTOLSZI,O,O,X,O,O,O
JTOLZIS,O,O,X,O,O,O
JTOLZSI,O,O,X,O,O,O
JTOSILZ,O,O,O,X,X,O
JTOSIZL,O,O,O,X,X,O
JTOSLIZ,O,O,O,X,X,O
JTOSLZI,O,O,X,O,O,O
JTOSZIL,O,O,X,O,O,O
JTOSZLI,O,O,X,O,O,O
JTOZILS,O,O,X,O,O,O
JTOZISL,O,O,X,O,O,O
JTOZLIS,O,O,X,O,O,O
JTOZLSI,O,O,X,O,O,O
JTOZSIL,O,O,X,O,O,O
JTOZSLI,O,O,X,O,O,O
JITLSZO,O,X,O,O,X,O
JITLSOZ,O,X,O,X,X,O
JITLZSO,X,X,X,O,X,O
JITLZOS,X,X,X,O,X,O
JITLOSZ,O,X,O,X,X,O
JITLOZS,X,X,X,X,X,O
JITSLZO,O,X,O,O,X,O
JITSLOZ,O,X,O,X,X,O
JITSZLO,O,X,O,O,X,O
JITSZOL,X,X,O,O,X,O
JITSOLZ,O,X,O,X,X,O
JITSOZL,O,X,O,X,X,O
JITZLSO,X,X,X,O,X,O
JITZLOS,X,X,X,O,X,O
JITZSLO,X,X,X,O,X,O
JITZSOL,X,X,X,O,X,O
JITZOLS,X,X,X,O,X,O
JITZOSL,X,X,X,O,X,O
JITOLSZ,O,X,O,X,X,O
JITOLZS,X,X,X,X,X,O
JITOSLZ,O,X,O,X,X,O
JITOSZL,O,X,O,X,X,O
JITOZLS,X,X,X,X,X,O
JITOZSL,X,X,X,X,X,O
JILTSZO,O,X,O,O,X,O
JILTSOZ,O,X,O,X,X,O
JILTZSO,X,X,X,O,X,O
JILTZOS,X,X,X,O,X,O
JILTOSZ,O,X,O,X,X,O
JILTOZS,X,X,X,X,X,O
JILSTZO,O,X,O,O,X,X
JILSTOZ,O,X,O,X,X,X
JILSZTO,O,X,O,O,X,X
JILSZOT,O,X,O,X,X,X
JILSOTZ,O,O,O,X,X,X
JILSOZT,O,X,O,X,X,X
JILZTSO,O,X,X,O,X,X
JILZTOS,O,X,X,O,X,X
JILZSTO,O,X,O,O,X,X
JILZSOT,O,X,O,X,X,X
JILZOTS,O,X,X,X,X,X
JILZOST,O,X,O,X,X,X
JILOTSZ,O,O,O,X,X,O
JILOTZS,X,O,X,X,X,O
JILOSTZ,O,O,O,X,X,X
JILOSZT,O,X,O,X,X,X
JILOZTS,O,X,X,X,X,X
JILOZST,O,X,O,X,X,X
JISTLZO,O,X,O,O,X,X
JISTLOZ,O,X,O,X,X,X
JISTZLO,O,X,O,O,X,X
JISTZOL,O,X,O,O,X,X
JISTOLZ,O,X,O,X,X,X
JISTOZL,O,X,O,X,X,X
JISLTZO,O,X,O,O,X,X
JISLTOZ,O,X,O,X,X,X
JISLZTO,O,X,O,O,X,X
JISLZOT,O,X,O,X,X,X
JISLOTZ,O,O,O,X,X,X
JISLOZT,O,X,O,X,X,X
JISZTLO,O,X,O,O,X,X
JISZTOL,O,X,O,O,X,X
JISZLTO,O,X,O,O,X,X
JISZLOT,O,X,O,X,X,X
JISZOTL,O,X,O,X,X,X
JISZOLT,O,X,O,X,X,X
JISOTLZ,O,O,O,X,X,X
JISOTZL,O,O,O,X,X,X
JISOLTZ,O,O,O,X,X,X
JISOLZT,O,X,O,X,X,X
JISOZTL,O,X,O,X,X,X
JISOZLT,O,X,O,X,X,X
JIZTLSO,O,X,X,O,X,X
JIZTLOS,O,X,X,O,X,X
JIZTSLO,O,X,X,O,X,X
JIZTSOL,O,X,X,O,X,X
JIZTOLS,O,X,X,O,X,X
JIZTOSL,O,X,X,O,X,X
JIZLTSO,O,X,X,O,X,X
JIZLTOS,O,X,X,O,X,X
JIZLSTO,O,X,O,O,X,X
JIZLSOT,O,X,O,X,X,X
JIZLOTS,O,X,X,X,X,X
JIZLOST,O,X,O,X,X,X
JIZSTLO,O,X,O,O,X,X
JIZSTOL,O,X,O,O,X,X
JIZSLTO,O,X,O,O,X,X
JIZSLOT,O,X,O,X,X,X
JIZSOTL,O,X,O,X,X,X
JIZSOLT,O,X,O,X,X,X
JIZOTLS,O,X,X,X,X,X
JIZOTSL,O,X,X,X,X,X
JIZOLTS,O,X,X,X,X,X
JIZOLST,O,X,O,X,X,X
JIZOSTL,O,X,O,X,X,X
JIZOSLT,O,X,O,X,X,X
JIOTLSZ,O,O,O,X,X,O
JIOTLZS,X,O,X,X,X,O
JIOTSLZ,O,O,O,X,X,O
JIOTSZL,O,O,O,X,X,O
JIOTZLS,X,O,X,X,X,O
JIOTZSL,X,O,X,X,X,O
JIOLTSZ,O,O,O,X,X,O
JIOLTZS,X,O,X,X,X,O
JIOLSTZ,O,O,O,X,X,X
JIOLSZT,O,X,O,X,X,X
JIOLZTS,O,X,X,X,X,X
JIOLZST,O,X,O,X,X,X
JIOSTLZ,O,O,O,X,X,X
JIOSTZL,O,O,O,X,X,X
JIOSLTZ,O,O,O,X,X,X
JIOSLZT,O,X,O,X,X,X
JIOSZTL,O,X,O,X,X,X
JIOSZLT,O,X,O,X,X,X
JIOZTLS,O,X,X,X,X,X
JIOZTSL,O,X,X,X,X,X
JIOZLTS,O,X,X,X,X,X
JIOZLST,O,X,O,X,X,X
JIOZSTL,O,X,O,X,X,X
JIOZSLT,O,X,O,X,X,X
JLTISZO,O,O,X,O,X,O
JLTISOZ,O,O,X,X,X,O
JLTIZSO,X,O,X,O,X,O
JLTIZOS,X,O,X,O,X,O
JLTIOSZ,O,O,X,X,X,O
JLTIOZS,X,O,X,X,X,O
JLTSIZO,O,O,O,O,X,O
JLTSIOZ,O,O,O,X,X,O
JLTSZIO,O,O,X,O,O,O
JLTSZOI,O,O,X,O,O,O
JLTSOIZ,O,O,O,X,X,O
JLTSOZI,O,O,X,O,X,O
JLTZISO,O,O,X,O,O,O
JLTZIOS,O,O,X,O,O,O
JLTZSIO,O,O,X,O,O,O
JLTZSOI,O,O,X,O,O,O
JLTZOIS,O,O,X,O,O,O
JLTZOSI,O,O,X,O,O,O
JLTOISZ,O,O,X,X,X,O
JLTOIZS,X,O,X,X,X,O
JLTOSIZ,O,O,O,X,X,O
JLTOSZI,O,O,X,O,O,O
JLTOZIS,O,O,X,O,O,O
JLTOZSI,O,O,X,O,O,O
JLITSZO,O,X,O,O,X,O
JLITSOZ,O,X,O,X,X,O
JLITZSO,X,X,X,O,X,O
JLITZOS,X,X,X,O,X,O
JLITOSZ,O,X,O,X,X,O
JLITOZS,X,X,X,X,X,O
JLISTZO,O,X,O,O,X,X
JLISTOZ,O,X,O,X,X,X
JLISZTO,O,X,O,O,X,X
JLISZOT,O,X,O,X,X,X
JLISOTZ,O,O,O,X,X,X
JLISOZT,O,X,O,X,X,X
JLIZTSO,O,X,X,O,X,X
JLIZTOS,O,X,X,O,X,X
JLIZSTO,O,X,O,O,X,X
JLIZSOT,O,X,O,X,X,X
JLIZOTS,O,X,X,X,X,X
JLIZOST,O,X,O,X,X,X
JLIOTSZ,O,O,O,X,X,O
JLIOTZS,X,O,X,X,X,O
JLIOSTZ,O,O,O,X,X,X
JLIOSZT,O,X,O,X,X,X
JLIOZTS,O,X,X,X,X,X
JLIOZST,O,X,O,X,X,X
JLSTIZO,O,O,O,O,X,X
JLSTIOZ,O,O,O,X,X,X
JLSTZIO,O,O,X,O,O,X
JLSTZOI,O,O,X,O,O,X
JLSTOIZ,O,O,O,X,X,X
JLSTOZI,O,O,X,O,X,X
JLSITZO,O,X,O,O,X,X
JLSITOZ,O,X,O,X,X,X
JLSIZTO,O,X,O,O,X,X
JLSIZOT,O,X,O,X,X,X
JLSIOTZ,O,O,O,X,X,X
JLSIOZT,O,X,O,X,X,X
JLSZTIO,O,X,X,O,O,X
JLSZTOI,O,X,X,O,O,X
JLSZITO,O,X,X,O,X,X
JLSZIOT,O,X,X,X,X,X
JLSZOTI,O,O,X,O,X,X
JLSZOIT,O,X,X,X,X,X
JLSOTIZ,O,O,O,X,X,X
JLSOTZI,O,O,X,O,X,X
JLSOITZ,O,O,O,X,X,X
JLSOIZT,O,X,O,X,X,X
JLSOZTI,O,O,X,O,X,X
JLSOZIT,O,X,X,X,X,X
JLZTISO,O,X,X,O,O,O
JLZTIOS,O,X,X,O,O,O
JLZTSIO,O,X,X,O,O,O
JLZTSOI,O,X,X,O,O,O
JLZTOIS,O,X,X,O,O,O
JLZTOSI,O,X,X,O,O,O
JLZITSO,O,X,X,O,O,X
JLZITOS,O,X,X,O,O,X
JLZISTO,O,X,X,O,X,X
JLZISOT,O,X,X,X,X,X
JLZIOTS,O,X,X,X,O,X
JLZIOST,O,X,X,X,X,X
JLZSTIO,O,X,X,O,O,X
JLZSTOI,O,X,X,O,O,X
JLZSITO,O,X,X,O,X,X
JLZSIOT,O,X,X,X,X,X
JLZSOTI,O,O,X,O,X,X
JLZSOIT,O,X,X,X,X,X
JLZOTIS,O,O,X,O,O,O
JLZOTSI,O,O,X,O,O,O
JLZOITS,O,X,X,X,O,X
JLZOIST,O,X,X,X,X,X
JLZOSTI,O,O,X,O,O,X
JLZOSIT,O,X,X,X,X,X
JLOTISZ,O,O,X,X,X,O
JLOTIZS,X,O,X,X,X,O
JLOTSIZ,O,O,O,X,X,O
JLOTSZI,O,O,X,O,O,O
JLOTZIS,O,O,X,O,O,O
JLOTZSI,O,O,X,O,O,O
JLOITSZ,O,O,O,X,X,O
JLOITZS,X,O,X,X,X,O
JLOISTZ,O,O,O,X,X,X
JLOISZT,O,X,O,X,X,X
JLOIZTS,O,X,X,X,X,X
JLOIZST,O,X,O,X,X,X
JLOSTIZ,O,O,O,X,X,X
JLOSTZI,O,O,X,O,O,X
JLOSITZ,O,O,O,X,X,X
JLOSIZT,O,X,O,X,X,X
JLOSZTI,O,O,X,O,O,X
JLOSZIT,O,X,X,X,X,X
JLOZTIS,O,O,X,O,O,O
JLOZTSI,O,O,X,O,O,O
JLOZITS,O,X,X,X,O,X
JLOZIST,O,X,X,X,X,X
JLOZSTI,O,O,X,O,O,X
JLOZSIT,O,X,X,X,X,X
JSTILZO,O,O,O,O,X,X
JSTILOZ,O,O,O,X,X,X
JSTIZLO,O,O,O,O,X,X
JSTIZOL,O,O,O,O,X,X
JSTIOLZ,O,O,O,X,X,X
JSTIOZL,O,O,O,X,X,X
JSTLIZO,O,O,O,O,X,X
JSTLIOZ,O,O,O,X,X,X
JSTLZIO,O,O,X,O,O,X
JSTLZOI,O,O,X,O,O,X
JSTLOIZ,O,O,O,X,X,X
JSTLOZI,O,O,X,O,X,X
JSTZILO,O,O,X,O,O,X
JSTZIOL,O,O,X,O,X,X
JSTZLIO,O,O,X,O,O,X
JSTZLOI,O,O,X,O,O,X
JSTZOIL,O,O,X,O,X,X
JSTZOLI,O,O,X,O,X,X
JSTOILZ,O,O,O,X,X,X
JSTOIZL,O,O,O,X,X,X
JSTOLIZ,O,O,O,X,X,X
JSTOLZI,O,O,X,O,X,X
JSTOZIL,O,O,X,O,X,X
JSTOZLI,O,O,X,O,X,X
JSITLZO,O,X,O,O,X,X
JSITLOZ,O,X,O,X,X,X
JSITZLO,O,X,O,O,X,X
JSITZOL,O,X,O,O,X,X
JSITOLZ,O,X,O,X,X,X
JSITOZL,O,X,O,X,X,X
JSILTZO,O,X,O,O,X,X
JSILTOZ,O,X,O,X,X,X
JSILZTO,O,X,O,O,X,X
JSILZOT,O,X,O,X,X,X
JSILOTZ,O,O,O,X,X,X
JSILOZT,O,X,O,X,X,X
JSIZTLO,O,X,O,O,X,X
JSIZTOL,O,X,O,O,X,X
JSIZLTO,O,X,O,O,X,X
JSIZLOT,O,X,O,X,X,X
JSIZOTL,O,X,O,X,X,X
JSIZOLT,O,X,O,X,X,X
JSIOTLZ,O,O,O,X,X,X
JSIOTZL,O,O,O,X,X,X
JSIOLTZ,O,O,O,X,X,X
JSIOLZT,O,X,O,X,X,X
JSIOZTL,O,X,O,X,X,X
JSIOZLT,O,X,O,X,X,X
JSLTIZO,O,O,O,O,X,X
JSLTIOZ,O,O,O,X,X,X
JSLTZIO,O,O,X,O,O,X
JSLTZOI,O,O,X,O,O,X
JSLTOIZ,O,O,O,X,X,X
JSLTOZI,O,O,X,O,X,X
JSLITZO,O,X,O,O,X,X
JSLITOZ,O,X,O,X,X,X
JSLIZTO,O,X,O,O,X,X
JSLIZOT,O,X,O,X,X,X
JSLIOTZ,O,O,O,X,X,X
JSLIOZT,O,X,O,X,X,X
JSLZTIO,O,X,X,O,O,X
JSLZTOI,O,X,X,O,O,X
JSLZITO,O,X,X,O,X,X
JSLZIOT,O,X,X,X,X,X
JSLZOTI,O,O,X,O,X,X
JSLZOIT,O,X,X,X,X,X
JSLOTIZ,O,O,O,X,X,X
JSLOTZI,O,O,X,O,X,X
JSLOITZ,O,O,O,X,X,X
JSLOIZT,O,X,O,X,X,X
JSLOZTI,O,O,X,O,X,X
JSLOZIT,O,X,X,X,X,X
JSZTILO,O,X,X,O,O,X
JSZTIOL,O,X,X,O,X,X
JSZTLIO,O,X,X,O,O,X
JSZTLOI,O,X,X,O,O,X
JSZTOIL,O,X,X,O,X,X
JSZTOLI,O,X,X,O,X,X
JSZITLO,O,X,X,O,X,X
JSZITOL,O,X,X,O,X,X
JSZILTO,O,X,X,O,X,X
JSZILOT,O,X,X,X,X,X
JSZIOTL,O,X,X,X,X,X
JSZIOLT,O,X,X,X,X,X
JSZLTIO,O,X,X,O,O,X
JSZLTOI,O,X,X,O,O,X
JSZLITO,O,X,X,O,X,X
JSZLIOT,O,X,X,X,X,X
JSZLOTI,O,O,X,O,X,X
JSZLOIT,O,X,X,X,X,X
JSZOTIL,O,O,X,O,X,X
JSZOTLI,O,O,X,O,X,X
JSZOITL,O,X,X,X,X,X
JSZOILT,O,X,X,X,X,X
JSZOLTI,O,O,X,O,X,X
JSZOLIT,O,X,X,X,X,X
JSOTILZ,O,O,O,X,X,X
JSOTIZL,O,O,O,X,X,X
JSOTLIZ,O,O,O,X,X,X
JSOTLZI,O,O,X,O,X,X
JSOTZIL,O,O,X,O,X,X
JSOTZLI,O,O,X,O,X,X
JSOITLZ,O,O,O,X,X,X
JSOITZL,O,O,O,X,X,X
JSOILTZ,O,O,O,X,X,X
JSOILZT,O,X,O,X,X,X
JSOIZTL,O,X,O,X,X,X
JSOIZLT,O,X,O,X,X,X
JSOLTIZ,O,O,O,X,X,X
JSOLTZI,O,O,X,O,X,X
JSOLITZ,O,O,O,X,X,X
JSOLIZT,O,X,O,X,X,X
JSOLZTI,O,O,X,O,X,X
JSOLZIT,O,X,X,X,X,X
JSOZTIL,O,O,X,O,X,X
JSOZTLI,O,O,X,O,X,X
JSOZITL,O,X,X,X,X,X
JSOZILT,O,X,X,X,X,X
JSOZLTI,O,O,X,O,X,X
JSOZLIT,O,X,X,X,X,X
JZTILSO,O,X,X,O,O,O
JZTILOS,O,X,X,O,O,O
JZTISLO,O,X,X,O,O,O
JZTISOL,O,X,X,O,X,O
JZTIOLS,O,X,X,O,O,O
JZTIOSL,O,X,X,O,O,O
JZTLISO,O,X,X,O,O,O
JZTLIOS,O,X,X,O,O,O
JZTLSIO,O,X,X,O,O,O
JZTLSOI,O,X,X,O,O,O
JZTLOIS,O,X,X,O,O,O
JZTLOSI,O,X,X,O,O,O
JZTSILO,O,X,X,O,O,O
JZTSIOL,O,X,X,O,X,O
JZTSLIO,O,X,X,O,O,O
JZTSLOI,O,X,X,O,O,O
JZTSOIL,O,X,X,O,X,O
JZTSOLI,O,X,X,O,X,O
JZTOILS,O,X,X,O,O,O
JZTOISL,O,X,X,O,O,O
JZTOLIS,O,X,X,O,O,O
JZTOLSI,O,X,X,O,O,O
JZTOSIL,O,X,X,O,O,O
JZTOSLI,O,X,X,O,O,O
JZITLSO,O,X,X,O,O,X
JZITLOS,O,X,X,O,O,X
JZITSLO,O,X,X,O,O,X
JZITSOL,O,X,X,O,X,X
JZITOLS,O,X,X,O,O,X
JZITOSL,O,X,X,O,O,X
JZILTSO,O,X,X,O,O,X
JZILTOS,O,X,X,O,O,X
JZILSTO,O,X,X,O,X,X
JZILSOT,O,X,X,X,X,X
JZILOTS,O,X,X,X,O,X
JZILOST,O,X,X,X,X,X
JZISTLO,O,X,X,O,X,X
JZISTOL,O,X,X,O,X,X
JZISLTO,O,X,X,O,X,X
JZISLOT,O,X,X,X,X,X
JZISOTL,O,X,X,X,X,X
JZISOLT,O,X,X,X,X,X
JZIOTLS,O,X,X,X,O,X
JZIOTSL,O,X,X,X,O,X
JZIOLTS,O,X,X,X,O,X
JZIOLST,O,X,X,X,X,X
JZIOSTL,O,X,X,X,X,X
JZIOSLT,O,X,X,X,X,X
JZLTISO,O,X,X,O,O,O
JZLTIOS,O,X,X,O,O,O
JZLTSIO,O,X,X,O,O,O
JZLTSOI,O,X,X,O,O,O
JZLTOIS,O,X,X,O,O,O
JZLTOSI,O,X,X,O,O,O
JZLITSO,O,X,X,O,O,X
JZLITOS,O,X,X,O,O,X
JZLISTO,O,X,X,O,X,X
JZLISOT,O,X,X,X,X,X
JZLIOTS,O,X,X,X,O,X
JZLIOST,O,X,X,X,X,X
JZLSTIO,O,X,X,O,O,X
JZLSTOI,O,X,X,O,O,X
JZLSITO,O,X,X,O,X,X
JZLSIOT,O,X,X,X,X,X
JZLSOTI,O,O,X,O,X,X
JZLSOIT,O,X,X,X,X,X
JZLOTIS,O,O,X,O,O,O
JZLOTSI,O,O,X,O,O,O
JZLOITS,O,X,X,X,O,X
JZLOIST,O,X,X,X,X,X
JZLOSTI,O,O,X,O,O,X
JZLOSIT,O,X,X,X,X,X
JZSTILO,O,X,X,O,O,X
