sequence,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhFukB1lB0hB6?nBXqBzrB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je0/IvhFxgBTiBKpBG?mBFqBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jei/IvhF1lBxhBcpBG?nBXqBzrB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF6mBTiB0kBl?lB2uBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhF3gBFiBWqB6?rBcsBzpB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF0hBOpBllBS?sBzpBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeT/IvhFxhBllBurBc?sBipBXqB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhF3gBWqBlmBc?sBzpBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je/EJvhFRgBTlBlmBc?sB2uBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je0/IvhFxgBKpBGmBT?nBFqBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF0hBllBSsBm?pBTpBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je3AJvhFlmBcsBxpBT?pBmpBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je3AJvhF+nBlmBxpB0?pBipBzrB
JILSOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JILSOZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JILZTSO,X,O,O,X,O,X,X,O,X,X,X,X,X
JILZTOS,X,X,O,X,O,O,X,X,X,X,O,X,X
JILZSTO,X,O,X,X,O,X,X,O,X,X,X,X,X
JILZSOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JILZOTS,X,X,X,X,O,X,X,X,X,O,X,X,X
JILZOST,X,O,X,X,O,X,X,X,X,X,X,X,X
JILOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X
JILOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X
JILOSTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JILOSZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JILOZTS,X,X,X,X,O,X,X,X,X,O,X,X,X
JILOZST,X,O,X,X,O,X,X,X,X,X,X,X,X
JISTLZO,O,O,O,O,O,X,X,X,X,X,X,X,O
JISTLOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JISTZLO,O,X,O,O,X,X,X,O,X,X,X,X,O
JISTZOL,O,X,O,O,X,X,X,O,X,X,X,X,O
JISTOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JISTOZL,O,X,O,O,X,X,X,X,X,X,X,X,O
JISLTZO,O,O,O,O,O,X,X,X,X,X,X,X,O
JISLTOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JISLZTO,O,O,X,O,O,X,X,O,X,X,X,X,X
JISLZOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JISLOTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JISLOZT,O,O,X,O,O,X,X,X,X,X,X,X,X
JISZTLO,O,X,O,O,X,X,X,O,X,X,X,X,O
JISZTOL,O,X,O,O,X,X,X,O,O,X,X,O,O
JISZLTO,O,O,X,O,O,X,X,O,X,X,X,X,X
JISZLOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JISZOTL,O,X,X,O,X,X,X,O,O,X,X,X,X
JISZOLT,O,O,X,O,X,X,X,X,O,X,X,X,X
JISOTLZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JISOTZL,O,X,O,O,X,X,X,X,O,X,X,X,O
JISOLTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JISOLZT,O,O,X,O,O,X,X,X,O,X,X,X,X
JISOZTL,O,X,X,O,X,X,X,O,O,X,X,X,X
JISOZLT,O,O,X,O,X,X,X,X,O,X,X,X,X
JIZTLSO,X,X,O,O,O,X,X,O,X,X,X,X,O
JIZTLOS,X,X,O,O,O,X,X,X,X,X,X,X,X
JIZTSLO,X,X,O,O,X,X,X,O,X,X,X,X,O
JIZTSOL,X,X,O,O,X,X,X,O,O,X,X,O,O
JIZTOLS,X,X,O,O,X,X,X,X,X,X,X,X,X
JIZTOSL,X,X,X,O,X,X,X,O,O,X,X,O,O
JIZLTSO,X,O,O,X,O,X,X,O,X,X,X,X,X
JIZLTOS,X,X,O,X,O,X,X,X,X,X,X,X,X
JIZLSTO,X,O,X,O,O,X,X,O,X,X,X,X,X
JIZLSOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JIZLOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
JIZLOST,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZSTLO,X,X,O,O,X,X,X,O,X,X,X,X,O
JIZSTOL,X,X,O,O,X,X,X,O,O,X,X,O,O
JIZSLTO,X,O,X,O,O,X,X,O,X,X,X,X,X
JIZSLOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JIZSOTL,X,X,X,O,X,X,X,O,O,X,X,X,X
JIZSOLT,X,O,X,O,X,X,X,X,O,X,X,X,X
JIZOTLS,X,X,O,X,X,X,X,X,X,X,X,X,X
JIZOTSL,X,X,X,X,X,X,X,O,O,X,X,X,X
JIZOLTS,X,X,X,X,O,X,X,X,X,X,X,X,X
JIZOLST,X,X,X,X,O,X,X,X,X,X,X,X,X
JIZOSTL,X,X,X,O,X,X,X,O,O,X,X,X,X
JIZOSLT,X,X,X,O,X,X,X,X,O,X,X,X,X
JIOTLSZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOTLZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOTSLZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOTSZL,O,X,O,X,X,X,X,X,X,X,X,X,O
JIOTZLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JIOTZSL,O,X,X,X,X,X,X,X,X,X,X,X,O
JIOLTSZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JIOLTZS,O,X,X,X,X,X,X,X,X,O,X,X,X
JIOLSTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JIOLSZT,O,O,X,X,O,X,X,X,X,X,X,X,X
JIOLZTS,O,X,X,X,O,X,X,X,X,O,X,X,X
JIOLZST,O,O,X,X,O,X,X,X,X,X,X,X,X
JIOSTLZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JIOSTZL,O,X,O,X,X,X,X,X,O,X,X,X,O
JIOSLTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JIOSLZT,O,O,X,X,O,X,X,X,O,X,X,X,X
JIOSZTL,O,X,X,X,X,X,X,O,O,X,X,X,X
JIOSZLT,O,O,X,X,X,X,X,X,O,X,X,X,X
JIOZTLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JIOZTSL,O,X,X,X,X,X,X,O,O,X,X,X,X
JIOZLTS,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOZLST,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOZSTL,O,X,X,X,X,X,X,O,O,X,X,X,X
JIOZSLT,O,X,X,X,X,X,X,X,O,X,X,X,X
JLTISZO,O,O,O,O,O,X,X,X,X,O,X,X,O
JLTISOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
JLTIZSO,O,O,O,O,O,X,X,X,X,O,X,X,O
JLTIZOS,O,O,O,O,O,O,X,X,X,O,O,X,X
JLTIOSZ,X,O,X,O,X,X,X,X,X,O,O,X,X
JLTIOZS,O,O,X,X,X,X,X,X,X,O,O,X,X
JLTSIZO,O,O,O,O,O,X,X,X,X,O,X,X,O
JLTSIOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
JLTSZIO,O,O,O,O,O,X,X,X,X,O,X,X,X
JLTSZOI,O,O,O,O,O,O,X,X,X,O,O,X,X
JLTSOIZ,O,O,X,O,X,X,X,X,X,O,O,X,X
JLTSOZI,O,O,X,O,X,X,X,X,X,O,O,X,X
JLTZISO,O,O,O,O,O,X,O,X,X,O,X,X,X
JLTZIOS,O,O,O,O,O,O,O,X,X,O,O,X,X
JLTZSIO,O,O,O,O,O,X,O,X,X,O,X,X,X
JLTZSOI,O,O,O,O,O,O,O,X,X,O,O,X,X
JLTZOIS,O,O,O,O,O,O,O,X,X,O,O,X,X
JLTZOSI,X,O,O,O,O,O,O,X,X,O,O,X,X
JLTOISZ,X,O,X,O,X,O,X,X,X,O,O,X,X
JLTOIZS,O,O,X,X,X,O,X,X,X,O,O,X,X
JLTOSIZ,X,O,X,O,X,O,X,X,X,O,O,X,X
JLTOSZI,X,O,X,O,X,O,X,X,X,O,O,X,X
JLTOZIS,O,O,X,O,X,O,O,X,X,O,O,X,X
JLTOZSI,X,O,X,O,X,O,O,X,X,O,O,X,X
JLITSZO,O,O,O,X,O,X,X,X,X,O,X,X,O
JLITSOZ,O,O,X,X,X,X,X,X,X,O,X,X,X
JLITZSO,O,O,O,X,O,X,X,X,X,O,X,X,O
JLITZOS,O,O,O,X,O,O,X,X,X,O,O,X,X
JLITOSZ,X,O,X,X,X,X,X,X,X,O,O,X,X
JLITOZS,O,O,X,X,X,X,X,X,X,O,O,X,X
JLISTZO,O,O,O,X,O,X,X,X,X,X,X,X,O
JLISTOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JLISZTO,O,O,X,X,O,X,X,O,X,X,X,X,X
JLISZOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JLISOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JLISOZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JLIZTSO,X,O,O,X,O,X,X,O,X,X,X,X,X
JLIZTOS,X,X,O,X,O,O,X,X,X,X,O,X,X
JLIZSTO,X,O,X,X,O,X,X,O,X,X,X,X,X
JLIZSOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JLIZOTS,X,X,X,X,O,X,X,X,X,O,X,X,X
JLIZOST,X,O,X,X,O,X,X,X,X,X,X,X,X
JLIOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X
JLIOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X
JLIOSTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JLIOSZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JLIOZTS,X,X,X,X,O,X,X,X,X,O,X,X,X
JLIOZST,X,O,X,X,O,X,X,X,X,X,X,X,X
JLSTIZO,O,O,O,O,O,X,X,X,X,O,X,X,X
JLSTIOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
JLSTZIO,O,O,O,O,O,X,X,X,X,O,X,X,X
JLSTZOI,O,O,O,O,O,O,X,X,X,O,O,X,X
JLSTOIZ,O,O,X,O,X,X,X,X,X,O,O,X,X
JLSTOZI,O,O,X,O,X,X,X,X,X,O,O,X,X
JLSITZO,O,O,O,O,O,X,X,X,X,X,X,X,X
JLSITOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JLSIZTO,O,O,X,O,O,X,X,O,X,X,X,X,X
JLSIZOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JLSIOTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JLSIOZT,X,O,X,O,O,X,X,X,X,X,X,X,X
JLSZTIO,O,O,O,O,O,X,X,O,X,X,X,X,X
JLSZTOI,O,O,O,O,O,O,X,X,O,X,O,X,X
JLSZITO,O,O,X,O,O,X,X,O,X,X,X,X,X
JLSZIOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JLSZOTI,X,O,X,O,O,X,X,X,O,O,X,X,X
JLSZOIT,X,O,X,O,O,X,X,X,O,X,X,X,X
JLSOTIZ,O,O,X,O,X,X,X,X,X,O,X,X,X
JLSOTZI,O,O,X,O,X,X,X,X,X,O,X,X,X
JLSOITZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JLSOIZT,X,O,X,O,O,X,X,X,O,X,X,X,X
JLSOZTI,X,O,X,O,O,X,X,X,O,O,X,X,X
JLSOZIT,X,O,X,O,O,X,X,X,O,X,X,X,X
JLZTISO,X,O,O,O,O,X,O,O,X,O,X,X,X
JLZTIOS,X,O,O,O,O,O,O,X,X,O,O,X,X
JLZTSIO,X,O,O,O,O,X,O,O,X,O,X,X,X
JLZTSOI,X,O,O,O,O,O,O,X,O,O,O,X,X
JLZTOIS,X,O,O,O,O,O,O,X,X,O,O,X,X
JLZTOSI,X,O,O,O,O,O,O,X,O,O,O,X,X
JLZITSO,X,O,O,X,O,X,O,O,X,X,X,X,X
JLZITOS,X,X,O,X,O,O,O,X,X,X,O,X,X
JLZISTO,X,O,X,O,O,X,O,O,X,X,X,X,X
JLZISOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JLZIOTS,X,X,X,X,O,X,O,X,X,O,X,X,X
JLZIOST,X,O,X,X,O,X,O,X,X,X,X,X,X
JLZSTIO,X,O,O,O,O,X,O,O,X,X,X,X,X
JLZSTOI,X,O,O,O,O,O,O,X,O,X,O,X,X
JLZSITO,X,O,X,O,O,X,O,O,X,X,X,X,X
JLZSIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JLZSOTI,X,O,X,O,O,X,O,X,O,O,X,X,X
JLZSOIT,X,O,X,O,O,X,O,X,O,X,X,X,X
JLZOTIS,X,X,O,X,O,O,O,X,X,O,O,X,X
JLZOTSI,X,X,O,X,O,O,O,X,O,O,O,X,X
JLZOITS,X,X,X,X,O,O,O,X,X,O,X,X,X
JLZOIST,X,O,X,X,O,X,O,X,X,X,X,X,X
JLZOSTI,X,O,X,X,O,O,O,X,O,O,X,X,X
JLZOSIT,X,O,X,X,O,X,O,X,O,X,X,X,X
JLOTISZ,X,O,X,X,X,O,X,X,X,O,O,X,X
JLOTIZS,X,O,X,X,X,O,X,X,X,O,O,X,X
JLOTSIZ,X,O,X,X,X,O,X,X,X,O,O,X,X
JLOTSZI,X,O,X,X,X,O,X,X,X,O,O,X,X
JLOTZIS,X,O,X,X,X,O,O,X,X,O,O,X,X
JLOTZSI,X,O,X,X,X,O,O,X,X,O,O,X,X
JLOITSZ,X,X,X,X,X,O,X,X,X,O,X,X,X
JLOITZS,X,X,X,X,X,O,X,X,X,O,X,X,X
JLOISTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JLOISZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JLOIZTS,X,X,X,X,O,O,X,X,X,O,X,X,X
JLOIZST,X,O,X,X,O,X,X,X,X,X,X,X,X
JLOSTIZ,X,O,X,X,X,O,X,X,X,O,X,X,X
JLOSTZI,X,O,X,X,X,O,X,X,X,O,X,X,X
JLOSITZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JLOSIZT,X,O,X,X,O,X,X,X,O,X,X,X,X
JLOSZTI,X,O,X,X,O,O,X,X,O,O,X,X,X
JLOSZIT,X,O,X,X,O,X,X,X,O,X,X,X,X
JLOZTIS,X,X,X,X,O,O,O,X,X,O,O,X,X
JLOZTSI,X,X,X,X,O,O,O,X,O,O,O,X,X
JLOZITS,X,X,X,X,O,O,O,X,X,O,X,X,X
JLOZIST,X,O,X,X,O,X,O,X,X,X,X,X,X
JLOZSTI,X,O,X,X,O,O,O,X,O,O,X,X,X
JLOZSIT,X,O,X,X,O,X,O,X,O,X,X,X,X
JSTILZO,O,O,O,O,O,X,X,X,X,X,X,X,O
JSTILOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JSTIZLO,O,X,O,O,X,X,X,O,X,X,X,X,O
JSTIZOL,O,X,O,O,X,X,X,O,X,X,X,X,O
JSTIOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JSTIOZL,O,X,O,O,X,X,X,X,X,X,X,X,O
JSTLIZO,O,O,O,O,O,X,X,X,X,X,X,X,O
JSTLIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JSTLZIO,O,O,O,O,O,X,X,X,X,X,X,X,X
JSTLZOI,O,O,O,O,O,O,X,X,X,X,O,X,X
JSTLOIZ,O,O,X,O,X,X,X,X,X,X,O,X,X
JSTLOZI,O,O,X,O,X,X,X,X,X,X,O,X,X
JSTZILO,O,X,O,O,X,X,X,O,X,X,X,X,O
JSTZIOL,O,X,O,O,X,X,X,O,O,X,X,X,O
JSTZLIO,O,X,O,O,X,X,X,O,X,X,X,X,X
JSTZLOI,O,X,O,O,X,O,X,X,O,X,O,X,X
JSTZOIL,O,X,O,O,X,X,X,O,O,X,X,X,X
JSTZOLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JSTOILZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTOIZL,O,X,O,O,X,X,X,X,O,X,X,X,O
JSTOLIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTOLZI,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTOZIL,O,X,O,O,X,X,X,X,O,X,X,X,X
JSTOZLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JSITLZO,O,O,O,O,O,X,X,X,X,X,X,X,O
JSITLOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JSITZLO,O,X,O,O,X,X,X,O,X,X,X,X,O
JSITZOL,O,X,O,O,X,X,X,O,X,X,X,X,O
JSITOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JSITOZL,O,X,O,O,X,X,X,X,X,X,X,X,O
JSILTZO,O,O,O,O,O,X,X,X,X,X,X,X,O
JSILTOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JSILZTO,O,O,X,O,O,X,X,O,X,X,X,X,X
JSILZOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JSILOTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JSILOZT,O,O,X,O,O,X,X,X,X,X,X,X,X
JSIZTLO,O,X,O,O,X,X,X,O,X,X,X,X,O
JSIZTOL,O,X,O,O,X,X,X,O,O,X,X,X,O
JSIZLTO,O,O,X,O,O,X,X,O,X,X,X,X,X
JSIZLOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JSIZOTL,O,X,X,O,X,X,X,O,O,X,X,X,X
JSIZOLT,O,O,X,O,X,X,X,X,O,X,X,X,X
JSIOTLZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JSIOTZL,O,X,O,O,X,X,X,X,O,X,X,X,O
JSIOLTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JSIOLZT,O,O,X,O,O,X,X,X,O,X,X,X,X
JSIOZTL,O,X,X,O,X,X,X,O,O,X,X,X,X
JSIOZLT,O,O,X,O,X,X,X,X,O,X,X,X,X
JSLTIZO,O,O,O,O,O,X,X,X,X,O,X,X,X
JSLTIOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
JSLTZIO,O,O,O,O,O,X,X,X,X,O,X,X,X
JSLTZOI,O,O,O,O,O,O,X,X,X,O,O,X,X
JSLTOIZ,O,O,X,O,X,X,X,X,X,O,O,X,X
JSLTOZI,O,O,X,O,X,X,X,X,X,O,O,X,X
JSLITZO,O,O,O,O,O,X,X,X,X,X,X,X,X
JSLITOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JSLIZTO,O,O,X,O,O,X,X,O,X,X,X,X,X
JSLIZOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JSLIOTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JSLIOZT,O,O,X,O,O,X,X,X,X,X,X,X,X
JSLZTIO,O,O,O,O,O,X,X,O,X,X,X,X,X
JSLZTOI,O,O,O,O,O,O,X,X,O,X,O,X,X
JSLZITO,O,O,X,O,O,X,X,O,X,X,X,X,X
JSLZIOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JSLZOTI,X,O,X,O,O,X,X,X,O,O,X,X,X
JSLZOIT,X,O,X,O,O,X,X,X,O,X,X,X,X
JSLOTIZ,O,O,X,O,X,X,X,X,X,O,X,X,X
JSLOTZI,O,O,X,O,X,X,X,X,X,O,X,X,X
JSLOITZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JSLOIZT,O,O,X,O,O,X,X,X,O,X,X,X,X
JSLOZTI,O,O,X,O,O,X,X,X,O,O,X,X,X
JSLOZIT,O,O,X,O,O,X,X,X,O,X,X,X,X
JSZTILO,O,X,O,O,X,X,X,O,X,X,X,X,X
JSZTIOL,O,X,O,O,X,X,X,O,O,X,X,X,X
JSZTLIO,O,X,O,O,X,X,X,O,X,X,X,X,X
JSZTLOI,O,X,O,O,X,X,X,X,O,X,X,X,X
JSZTOIL,O,X,O,O,X,X,X,O,O,X,X,X,X
JSZTOLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JSZITLO,O,X,O,O,X,X,X,O,X,X,X,X,X
JSZITOL,O,X,O,O,X,X,X,O,O,X,X,X,X
JSZILTO,O,O,X,O,O,X,X,O,X,X,X,X,X
JSZILOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JSZIOTL,O,X,X,O,X,X,X,O,O,X,X,X,X
JSZIOLT,O,O,X,O,X,X,X,X,O,X,X,X,X
JSZLTIO,O,O,O,O,O,X,X,O,X,X,X,X,X
JSZLTOI,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZLITO,O,O,X,O,O,X,X,O,X,X,X,X,X
JSZLIOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JSZLOTI,X,O,O,O,O,X,X,X,O,X,X,X,X
JSZLOIT,X,O,X,O,O,X,X,X,O,X,X,X,X
JSZOTIL,O,X,O,O,X,X,X,O,O,X,X,X,X
JSZOTLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JSZOITL,O,X,O,O,X,X,X,O,O,X,X,X,X
JSZOILT,O,O,X,O,X,X,X,X,O,X,X,X,X
JSZOLTI,O,O,O,O,X,X,X,X,O,X,X,X,X
JSZOLIT,O,O,X,O,X,X,X,X,O,X,X,X,X
JSOTILZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JSOTIZL,O,X,O,O,X,X,X,X,O,X,X,X,X
JSOTLIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JSOTLZI,O,O,O,O,X,X,X,X,X,X,X,X,X
JSOTZIL,O,X,O,O,X,X,X,X,O,X,X,X,X
JSOTZLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JSOITLZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JSOITZL,O,X,O,O,X,X,X,X,O,X,X,X,X
JSOILTZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JSOILZT,O,O,X,O,O,X,X,X,O,X,X,X,X
JSOIZTL,O,X,O,O,X,X,X,O,O,X,X,X,X
JSOIZLT,O,O,X,O,X,X,X,X,O,X,X,X,X
JSOLTIZ,O,O,O,O,X,X,X,X,X,O,X,X,X
JSOLTZI,O,O,O,O,X,X,X,X,X,O,X,X,X
JSOLITZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JSOLIZT,O,O,X,O,O,X,X,X,O,X,X,X,X
JSOLZTI,O,O,O,O,O,X,X,X,O,O,X,X,X
JSOLZIT,O,O,X,O,O,X,X,X,O,X,X,X,X
JSOZTIL,O,X,O,O,X,X,X,O,O,X,X,X,X
JSOZTLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JSOZITL,O,X,O,O,X,X,X,O,O,X,X,X,X
JSOZILT,O,O,X,O,X,X,X,X,O,X,X,X,X
JSOZLTI,O,O,O,O,X,X,X,X,O,X,X,X,X
JSOZLIT,O,O,X,O,X,X,X,X,O,X,X,X,X
JZTILSO,X,X,O,O,O,X,O,O,X,X,X,X,O
JZTILOS,X,X,O,O,O,O,O,X,X,X,O,X,X
JZTISLO,X,X,O,O,X,X,O,O,X,X,X,X,O
JZTISOL,X,X,O,O,X,X,X,O,O,X,X,O,O
JZTIOLS,X,X,O,O,X,X,O,X,X,X,X,X,X
JZTIOSL,X,X,X,O,X,X,X,O,O,X,X,O,O
JZTLISO,X,X,O,O,O,X,O,O,X,X,X,X,X
JZTLIOS,X,X,O,O,O,O,O,X,X,X,O,X,X
JZTLSIO,X,X,O,O,O,X,O,O,X,X,X,X,X
JZTLSOI,X,X,O,O,O,O,O,X,O,X,O,X,X
JZTLOIS,X,X,O,O,O,O,O,X,X,X,O,X,X
JZTLOSI,X,X,O,O,O,O,O,X,O,X,O,X,X
JZTSILO,X,X,O,O,X,X,O,O,X,X,X,X,O
JZTSIOL,X,X,O,O,X,X,X,O,O,X,X,O,O
JZTSLIO,X,X,O,O,X,X,O,O,X,X,X,X,X
JZTSLOI,X,X,O,O,X,O,O,X,O,X,O,X,X
JZTSOIL,X,X,O,O,X,X,X,O,O,X,X,X,X
JZTSOLI,X,X,O,O,X,X,X,X,O,X,X,X,X
JZTOILS,X,X,O,O,X,X,O,X,X,X,X,X,X
JZTOISL,X,X,O,O,X,X,X,O,O,X,X,X,X
JZTOLIS,X,X,O,O,X,O,O,X,X,X,O,X,X
JZTOLSI,X,X,O,O,X,O,O,X,O,X,O,X,X
JZTOSIL,X,X,O,O,X,X,X,O,O,X,X,X,X
JZTOSLI,X,X,O,O,X,X,X,X,O,X,X,X,X
JZITLSO,X,X,O,O,O,X,O,O,X,X,X,X,O
JZITLOS,X,X,O,O,O,X,O,X,X,X,X,X,X
JZITSLO,X,X,O,O,X,X,O,O,X,X,X,X,O
JZITSOL,X,X,O,O,X,X,X,O,O,X,X,O,O
JZITOLS,X,X,O,O,X,X,O,X,X,X,X,X,X
JZITOSL,X,X,X,O,X,X,X,O,O,X,X,O,O
JZILTSO,X,O,O,X,O,X,O,O,X,X,X,X,X
JZILTOS,X,X,O,X,O,X,O,X,X,X,X,X,X
JZILSTO,X,O,X,O,O,X,O,O,X,X,X,X,X
JZILSOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JZILOTS,X,X,X,X,O,X,O,X,X,X,X,X,X
JZILOST,X,O,X,X,O,X,O,X,X,X,X,X,X
JZISTLO,X,X,O,O,X,X,O,O,X,X,X,X,O
JZISTOL,X,X,O,O,X,X,X,O,O,X,X,O,O
JZISLTO,X,O,X,O,O,X,O,O,X,X,X,X,X
JZISLOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JZISOTL,X,X,X,O,X,X,X,O,O,X,X,X,X
JZISOLT,X,O,X,O,X,X,X,X,O,X,X,X,X
JZIOTLS,X,X,O,X,X,X,O,X,X,X,X,X,X
JZIOTSL,X,X,X,X,X,X,X,O,O,X,X,X,X
JZIOLTS,X,X,X,X,O,X,O,X,X,X,X,X,X
JZIOLST,X,X,X,X,O,X,O,X,X,X,X,X,X
JZIOSTL,X,X,X,O,X,X,X,O,O,X,X,X,X
JZIOSLT,X,X,X,O,X,X,X,X,O,X,X,X,X
JZLTISO,X,O,O,O,O,X,O,O,X,O,X,X,X
JZLTIOS,X,O,O,O,O,O,O,X,X,O,O,X,X
JZLTSIO,X,O,O,O,O,X,O,O,X,O,X,X,X
JZLTSOI,X,O,O,O,O,O,O,X,O,O,O,X,X
JZLTOIS,X,O,O,O,O,O,O,X,X,O,O,X,X
JZLTOSI,X,O,O,O,O,O,O,X,O,O,O,X,X
JZLITSO,X,O,O,X,O,X,O,O,X,X,X,X,X
JZLITOS,X,X,O,X,O,O,O,X,X,X,O,X,X
JZLISTO,X,O,X,O,O,X,O,O,X,X,X,X,X
JZLISOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JZLIOTS,X,X,X,X,O,X,O,X,X,O,X,X,X
JZLIOST,X,O,X,X,O,X,O,X,X,X,X,X,X
JZLSTIO,X,O,O,O,O,X,O,O,X,X,X,X,X
JZLSTOI,X,O,O,O,O,O,O,X,O,X,O,X,X
JZLSITO,X,O,X,O,O,X,O,O,X,X,X,X,X
JZLSIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JZLSOTI,X,O,X,O,O,X,O,X,O,O,X,X,X
JZLSOIT,X,O,X,O,O,X,O,X,O,X,X,X,X
JZLOTIS,X,X,O,X,O,O,O,X,X,O,O,X,X
