sequence,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukBzgBfnB0iBKq?BFrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFzfBChB0iBmmBFq?BXrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFCgBOmB0iBXlBzm?B1vB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFFgBXhB0iBWqBzm?ByvB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukB3gB1mB0iBTq?BirB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukBFhB0iBKqBfr?BzrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFzfBulB3hB1nBUq?BirB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFGgBKmBfnB0iBzk?B1vB
JTZISOL,X,O,O,O,X,X,O,O
JTZIOLS,X,O,O,O,O,O,O,X
JTZIOSL,X,O,O,O,X,X,O,O
JTZLISO,O,O,O,O,O,O,O,O
JTZLIOS,X,O,X,O,O,O,O,X
JTZLSIO,O,O,O,O,O,O,O,O
JTZLSOI,O,O,O,O,O,O,O,O
JTZLOIS,X,O,X,O,O,O,O,X
JTZLOSI,X,O,X,O,O,O,O,X
JTZSILO,O,O,O,O,X,X,O,O
JTZSIOL,X,O,O,O,X,X,O,O
JTZSLIO,O,O,O,O,X,X,O,O
JTZSLOI,O,O,O,X,X,X,O,O
JTZSOIL,X,O,O,O,X,X,O,O
JTZSOLI,X,O,O,O,X,X,O,O
JTZOILS,X,O,O,O,O,O,O,X
JTZOISL,X,O,O,O,X,X,O,O
JTZOLIS,X,O,O,O,O,O,O,X
JTZOLSI,X,O,O,O,O,O,O,X
JTZOSIL,X,O,O,O,X,X,O,O
JTZOSLI,X,O,O,O,X,X,O,O
JTOILSZ,O,O,O,O,O,O,X,O
JTOILZS,O,O,O,O,O,O,X,O
JTOISLZ,O,O,O,O,O,X,X,O
JTOISZL,O,O,O,O,X,X,X,O
JTOIZLS,X,O,O,O,O,O,X,O
JTOIZSL,X,O,O,O,X,X,X,O
JTOLISZ,O,O,O,O,O,O,X,O
JTOLIZS,O,O,O,O,O,O,X,O
JTOLSIZ,O,O,O,O,O,O,X,O
JTOLSZI,O,O,O,O,O,O,X,O
JTOLZIS,O,O,O,O,O,O,X,O
JTOLZSI,O,O,O,O,O,O,X,O
JTOSILZ,O,O,O,O,O,X,X,O
JTOSIZL,O,O,O,O,X,X,X,O
JTOSLIZ,O,O,O,O,O,X,X,O
JTOSLZI,O,O,O,O,O,X,X,O
JTOSZIL,O,O,O,O,X,X,X,O
JTOSZLI,O,O,O,O,X,X,X,O
JTOZILS,X,O,O,O,O,O,X,O
JTOZISL,X,O,O,O,X,X,X,O
JTOZLIS,X,O,O,O,O,O,X,O
JTOZLSI,X,O,O,O,O,O,X,O
JTOZSIL,X,O,O,O,X,X,X,O
JTOZSLI,X,O,O,O,X,X,X,O
JITLSZO,O,O,O,O,O,O,O,O
JITLSOZ,O,O,O,O,O,O,O,O
JITLZSO,O,O,O,O,O,O,O,O
JITLZOS,O,O,X,O,O,O,O,X
JITLOSZ,O,O,X,O,O,O,X,O
JITLOZS,O,O,X,O,O,O,X,O
JITSLZO,O,O,O,O,X,X,O,O
JITSLOZ,O,O,O,X,X,X,O,O
JITSZLO,O,O,O,O,X,X,O,O
JITSZOL,O,O,O,O,X,X,O,O
JITSOLZ,O,O,O,O,X,X,X,O
JITSOZL,O,O,O,O,X,X,O,O
JITZLSO,O,O,O,O,O,O,O,O
JITZLOS,X,O,X,O,O,O,O,X
JITZSLO,O,O,O,O,X,X,O,O
JITZSOL,X,O,O,O,X,X,O,O
JITZOLS,X,O,O,O,O,O,O,X
JITZOSL,X,O,O,O,X,X,O,O
JITOLSZ,O,O,O,O,O,O,X,O
JITOLZS,O,O,O,O,O,O,X,O
JITOSLZ,O,O,O,O,O,X,X,O
JITOSZL,O,O,O,O,X,X,X,O
JITOZLS,X,O,O,O,O,O,X,O
JITOZSL,X,O,O,O,X,X,X,O
JILTSZO,O,O,X,O,O,O,O,X
JILTSOZ,O,O,X,O,O,O,O,X
JILTZSO,O,O,X,O,O,O,O,X
JILTZOS,O,O,X,O,O,O,O,X
JILTOSZ,O,O,X,O,O,O,X,X
JILTOZS,O,O,X,O,O,O,X,X
JILSTZO,O,O,X,O,O,O,X,X
JILSTOZ,O,O,X,O,O,O,X,X
JILSZTO,O,O,X,O,O,O,X,X
JILSZOT,O,O,X,O,X,O,X,X
JILSOTZ,O,O,X,O,X,O,X,X
JILSOZT,O,O,X,O,X,O,X,X
JILZTSO,O,O,X,O,O,O,O,X
JILZTOS,O,O,X,O,O,O,O,X
JILZSTO,O,O,X,O,O,O,O,X
JILZSOT,O,O,X,O,X,O,O,X
JILZOTS,X,O,X,O,O,O,O,X
JILZOST,O,O,X,O,O,O,O,X
JILOTSZ,O,O,X,O,O,O,X,X
JILOTZS,O,O,X,O,O,O,X,X
JILOSTZ,O,O,X,O,O,O,X,X
JILOSZT,O,O,X,O,O,O,X,X
JILOZTS,X,O,X,O,O,O,X,X
JILOZST,O,O,X,O,O,O,X,X
JISTLZO,O,O,X,O,X,O,X,O
JISTLOZ,O,O,X,X,X,O,X,O
JISTZLO,O,O,X,O,X,O,X,O
JISTZOL,O,O,X,O,X,X,X,O
JISTOLZ,O,O,X,O,X,X,X,O
JISTOZL,O,O,X,O,X,X,X,O
JISLTZO,O,O,X,O,O,O,X,X
JISLTOZ,O,O,X,O,O,O,X,X
JISLZTO,O,O,X,O,O,O,X,X
JISLZOT,O,O,X,O,X,O,X,X
JISLOTZ,O,O,X,O,X,O,X,X
JISLOZT,O,O,X,O,X,O,X,X
JISZTLO,O,O,X,O,X,O,X,O
JISZTOL,O,O,X,O,X,X,X,O
JISZLTO,O,O,X,O,O,O,X,X
JISZLOT,O,O,X,O,X,O,X,X
JISZOTL,X,O,X,O,X,X,X,X
JISZOLT,O,O,X,O,O,O,X,X
JISOTLZ,X,O,X,O,O,O,X,X
JISOTZL,X,O,X,O,X,O,X,X
JISOLTZ,O,O,X,O,O,O,X,X
JISOLZT,O,O,X,O,O,O,X,X
JISOZTL,X,O,X,O,X,O,X,X
JISOZLT,O,O,X,O,O,O,X,X
JIZTLSO,O,O,O,O,O,O,O,X
JIZTLOS,X,O,X,O,O,O,O,X
JIZTSLO,O,O,O,O,X,X,O,O
JIZTSOL,X,O,O,O,X,X,O,O
JIZTOLS,X,O,O,O,O,O,O,X
JIZTOSL,X,O,O,O,X,X,O,O
JIZLTSO,O,O,X,O,O,O,O,X
JIZLTOS,O,O,X,O,O,O,O,X
JIZLSTO,O,O,X,O,O,O,O,X
JIZLSOT,O,O,X,O,X,O,O,X
JIZLOTS,X,O,X,O,O,O,O,X
JIZLOST,O,O,X,O,O,O,O,X
JIZSTLO,O,O,X,O,X,O,O,O
JIZSTOL,O,O,X,O,X,X,O,O
JIZSLTO,O,O,X,O,O,O,O,X
JIZSLOT,O,O,X,O,X,O,O,X
JIZSOTL,X,O,X,O,X,X,O,X
JIZSOLT,O,O,X,O,O,O,O,X
JIZOTLS,X,O,O,O,O,O,O,X
JIZOTSL,X,O,O,O,X,O,O,X
JIZOLTS,X,O,X,O,O,O,O,X
JIZOLST,O,O,X,O,O,O,O,X
JIZOSTL,X,O,X,O,X,O,O,X
JIZOSLT,O,O,X,O,O,O,O,X
JIOTLSZ,X,O,O,O,O,O,X,X
JIOTLZS,X,O,O,O,O,O,X,X
JIOTSLZ,X,O,O,O,O,O,X,X
JIOTSZL,X,O,O,O,X,O,X,X
JIOTZLS,X,O,O,O,O,O,X,X
JIOTZSL,X,O,O,O,X,O,X,X
JIOLTSZ,O,O,X,O,O,O,X,X
JIOLTZS,O,O,X,O,O,O,X,X
JIOLSTZ,O,O,X,O,O,O,X,X
JIOLSZT,O,O,X,O,O,O,X,X
JIOLZTS,X,O,X,O,O,O,X,X
JIOLZST,O,O,X,O,O,O,X,X
JIOSTLZ,X,O,X,O,O,O,X,X
JIOSTZL,X,O,X,O,X,O,X,X
JIOSLTZ,O,O,X,O,O,O,X,X
JIOSLZT,O,O,X,O,O,O,X,X
JIOSZTL,X,O,X,O,X,O,X,X
JIOSZLT,O,O,X,O,O,O,X,X
JIOZTLS,X,O,O,O,O,O,X,X
JIOZTSL,X,O,O,O,X,O,X,X
JIOZLTS,X,O,X,O,O,O,X,X
JIOZLST,O,O,X,O,O,O,X,X
JIOZSTL,X,O,X,O,X,O,X,X
JIOZSLT,O,O,X,O,O,O,X,X
JLTISZO,O,O,X,O,O,O,O,X
JLTISOZ,O,O,X,O,O,O,O,X
JLTIZSO,O,O,X,O,O,O,O,X
JLTIZOS,O,O,X,O,O,O,O,X
JLTIOSZ,O,O,X,O,O,O,X,X
JLTIOZS,O,O,X,O,O,O,X,X
JLTSIZO,O,O,X,O,O,O,O,X
JLTSIOZ,O,O,X,O,O,O,O,X
JLTSZIO,O,O,X,O,O,O,O,X
JLTSZOI,O,O,X,O,O,O,O,X
JLTSOIZ,O,O,X,O,O,O,O,X
JLTSOZI,O,O,X,O,O,O,X,X
JLTZISO,O,O,X,O,O,O,O,X
JLTZIOS,O,O,X,O,O,O,O,X
JLTZSIO,O,O,X,O,O,O,O,X
JLTZSOI,O,O,X,O,O,O,O,X
JLTZOIS,O,O,X,O,O,O,O,X
JLTZOSI,O,O,X,O,O,O,O,X
JLTOISZ,O,O,X,O,O,O,X,X
JLTOIZS,O,O,X,O,O,O,X,X
JLTOSIZ,O,O,X,O,O,O,X,X
JLTOSZI,O,O,X,O,O,O,X,X
JLTOZIS,O,O,X,O,O,O,X,X
JLTOZSI,O,O,X,O,O,O,X,X
JLITSZO,O,O,X,O,O,O,O,X
JLITSOZ,O,O,X,O,O,O,O,X
JLITZSO,O,O,X,O,O,O,O,X
JLITZOS,O,O,X,O,O,O,O,X
JLITOSZ,O,O,X,O,O,O,X,X
JLITOZS,O,O,X,O,O,O,X,X
JLISTZO,O,O,X,O,O,O,X,X
JLISTOZ,O,O,X,O,O,O,X,X
JLISZTO,O,O,X,O,O,O,X,X
JLISZOT,O,O,X,O,X,O,X,X
JLISOTZ,O,O,X,O,X,O,X,X
JLISOZT,O,O,X,O,X,O,X,X
JLIZTSO,O,O,X,O,O,O,O,X
JLIZTOS,O,O,X,O,O,O,O,X
JLIZSTO,O,O,X,O,O,O,O,X
JLIZSOT,O,O,X,O,X,O,O,X
JLIZOTS,X,O,X,O,O,O,O,X
JLIZOST,O,O,X,O,O,O,O,X
JLIOTSZ,O,O,X,O,O,O,X,X
JLIOTZS,O,O,X,O,O,O,X,X
JLIOSTZ,O,O,X,O,O,O,X,X
JLIOSZT,O,O,X,O,O,O,X,X
JLIOZTS,X,O,X,O,O,O,X,X
JLIOZST,O,O,X,O,O,O,X,X
JLSTIZO,O,O,X,O,O,O,X,X
JLSTIOZ,O,O,X,O,O,O,X,X
JLSTZIO,O,O,X,O,O,O,X,X
JLSTZOI,O,O,X,O,O,O,X,X
JLSTOIZ,O,O,X,O,O,O,X,X
JLSTOZI,O,O,X,O,O,O,X,X
JLSITZO,O,O,X,O,O,O,X,X
JLSITOZ,O,O,X,O,O,O,X,X
JLSIZTO,O,O,X,O,O,O,X,X
JLSIZOT,O,O,X,O,X,O,X,X
JLSIOTZ,O,O,X,O,X,O,X,X
JLSIOZT,O,O,X,O,X,O,X,X
JLSZTIO,O,O,X,O,O,O,X,X
JLSZTOI,O,O,X,O,O,O,X,X
JLSZITO,O,O,X,O,O,O,X,X
JLSZIOT,O,O,X,O,X,O,X,X
JLSZOTI,O,O,X,O,X,O,X,X
JLSZOIT,O,O,X,O,X,O,X,X
JLSOTIZ,O,O,X,O,X,O,X,X
JLSOTZI,O,O,X,O,X,O,X,X
JLSOITZ,O,O,X,O,X,O,X,X
JLSOIZT,O,O,X,O,X,O,X,X
JLSOZTI,O,O,X,O,X,O,X,X
JLSOZIT,O,O,X,O,X,O,X,X
JLZTISO,O,O,X,O,O,O,O,X
JLZTIOS,O,O,X,O,O,O,O,X
JLZTSIO,O,O,X,O,O,O,O,X
JLZTSOI,O,O,X,O,O,O,O,X
JLZTOIS,O,O,X,O,O,O,O,X
JLZTOSI,O,O,X,O,O,O,O,X
JLZITSO,O,O,X,O,O,O,O,X
JLZITOS,O,O,X,O,O,O,O,X
JLZISTO,O,O,X,O,O,O,O,X
JLZISOT,O,O,X,O,X,O,O,X
JLZIOTS,X,O,X,O,O,O,O,X
JLZIOST,O,O,X,O,O,O,O,X
JLZSTIO,O,O,X,O,O,O,O,X
JLZSTOI,O,O,X,O,O,O,O,X
JLZSITO,O,O,X,O,O,O,O,X
JLZSIOT,O,O,X,O,X,O,O,X
JLZSOTI,O,O,X,O,X,O,O,X
JLZSOIT,O,O,X,O,X,O,O,X
JLZOTIS,X,O,X,O,O,O,O,X
JLZOTSI,X,O,X,O,O,O,O,X
JLZOITS,X,O,X,O,O,O,O,X
JLZOIST,O,O,X,O,O,O,O,X
JLZOSTI,O,O,X,O,O,O,O,X
JLZOSIT,O,O,X,O,O,O,O,X
JLOTISZ,O,O,X,O,O,O,X,X
JLOTIZS,O,O,X,O,O,O,X,X
JLOTSIZ,O,O,X,O,O,O,X,X
JLOTSZI,O,O,X,O,O,O,X,X
JLOTZIS,O,O,X,O,O,O,X,X
JLOTZSI,O,O,X,O,O,O,X,X
JLOITSZ,O,O,X,O,O,O,X,X
JLOITZS,O,O,X,O,O,O,X,X
JLOISTZ,O,O,X,O,O,O,X,X
JLOISZT,O,O,X,O,O,O,X,X
JLOIZTS,X,O,X,O,O,O,X,X
JLOIZST,O,O,X,O,O,O,X,X
JLOSTIZ,O,O,X,O,O,O,X,X
JLOSTZI,O,O,X,O,O,O,X,X
JLOSITZ,O,O,X,O,O,O,X,X
JLOSIZT,O,O,X,O,O,O,X,X
JLOSZTI,O,O,X,O,O,O,X,X
JLOSZIT,O,O,X,O,O,O,X,X
JLOZTIS,X,O,X,O,O,O,X,X
JLOZTSI,X,O,X,O,O,O,X,X
JLOZITS,X,O,X,O,O,O,X,X
JLOZIST,O,O,X,O,O,O,X,X
JLOZSTI,O,O,X,O,O,O,X,X
JLOZSIT,O,O,X,O,O,O,X,X
JSTILZO,O,O,X,O,X,O,X,O
JSTILOZ,O,O,X,X,X,O,X,O
JSTIZLO,O,O,X,O,X,O,X,O
JSTIZOL,O,O,X,O,X,X,X,O
JSTIOLZ,O,O,X,O,X,X,X,O
JSTIOZL,O,O,X,O,X,X,X,O
JSTLIZO,O,O,X,O,X,O,X,O
JSTLIOZ,O,O,X,X,X,O,X,O
JSTLZIO,O,O,X,O,X,O,X,O
JSTLZOI,O,O,X,X,X,O,X,O
JSTLOIZ,O,O,X,X,X,O,X,O
JSTLOZI,O,O,X,X,X,O,X,O
JSTZILO,O,O,X,O,X,O,X,O
JSTZIOL,O,O,X,O,X,X,X,O
JSTZLIO,O,O,X,O,X,O,X,O
JSTZLOI,O,O,X,X,X,O,X,O
JSTZOIL,O,O,X,O,X,X,X,O
JSTZOLI,O,O,X,O,X,X,X,O
JSTOILZ,O,O,X,O,X,X,X,O
JSTOIZL,O,O,X,O,X,X,X,O
JSTOLIZ,O,O,X,O,X,X,X,O
JSTOLZI,O,O,X,O,X,X,X,O
JSTOZIL,O,O,X,O,X,X,X,O
JSTOZLI,O,O,X,O,X,X,X,O
JSITLZO,O,O,X,O,X,O,X,O
JSITLOZ,O,O,X,X,X,O,X,O
JSITZLO,O,O,X,O,X,O,X,O
JSITZOL,O,O,X,O,X,X,X,O
JSITOLZ,O,O,X,O,X,X,X,O
JSITOZL,O,O,X,O,X,X,X,O
JSILTZO,O,O,X,O,O,O,X,X
JSILTOZ,O,O,X,O,O,O,X,X
JSILZTO,O,O,X,O,O,O,X,X
JSILZOT,O,O,X,O,X,O,X,X
JSILOTZ,O,O,X,O,X,O,X,X
JSILOZT,O,O,X,O,X,O,X,X
JSIZTLO,O,O,X,O,X,O,X,O
JSIZTOL,O,O,X,O,X,X,X,O
JSIZLTO,O,O,X,O,O,O,X,X
JSIZLOT,O,O,X,O,X,O,X,X
JSIZOTL,X,O,X,O,X,X,X,X
JSIZOLT,O,O,X,O,O,O,X,X
JSIOTLZ,X,O,X,O,O,O,X,X
JSIOTZL,X,O,X,O,X,O,X,X
JSIOLTZ,O,O,X,O,O,O,X,X
JSIOLZT,O,O,X,O,O,O,X,X
JSIOZTL,X,O,X,O,X,O,X,X
JSIOZLT,O,O,X,O,O,O,X,X
JSLTIZO,O,O,X,O,O,O,X,X
JSLTIOZ,O,O,X,O,O,O,X,X
JSLTZIO,O,O,X,O,O,O,X,X
JSLTZOI,O,O,X,O,O,O,X,X
JSLTOIZ,O,O,X,O,O,O,X,X
JSLTOZI,O,O,X,O,O,O,X,X
JSLITZO,O,O,X,O,O,O,X,X
JSLITOZ,O,O,X,O,O,O,X,X
JSLIZTO,O,O,X,O,O,O,X,X
JSLIZOT,O,O,X,O,X,O,X,X
JSLIOTZ,O,O,X,O,X,O,X,X
JSLIOZT,O,O,X,O,X,O,X,X
JSLZTIO,O,O,X,O,O,O,X,X
JSLZTOI,O,O,X,O,O,O,X,X
JSLZITO,O,O,X,O,O,O,X,X
JSLZIOT,O,O,X,O,X,O,X,X
JSLZOTI,O,O,X,O,X,O,X,X
JSLZOIT,O,O,X,O,X,O,X,X
JSLOTIZ,O,O,X,O,X,O,X,X
JSLOTZI,O,O,X,O,X,O,X,X
JSLOITZ,O,O,X,O,X,O,X,X
JSLOIZT,O,O,X,O,X,O,X,X
JSLOZTI,O,O,X,O,X,O,X,X
JSLOZIT,O,O,X,O,X,O,X,X
JSZTILO,O,O,X,O,X,O,X,O
JSZTIOL,O,O,X,O,X,X,X,O
JSZTLIO,O,O,X,O,X,O,X,O
JSZTLOI,O,O,X,X,X,O,X,O
JSZTOIL,O,O,X,O,X,X,X,O
JSZTOLI,O,O,X,O,X,X,X,O
JSZITLO,O,O,X,O,X,O,X,O
JSZITOL,O,O,X,O,X,X,X,O
JSZILTO,O,O,X,O,O,O,X,X
JSZILOT,O,O,X,O,X,O,X,X
JSZIOTL,X,O,X,O,X,X,X,X
JSZIOLT,O,O,X,O,O,O,X,X
JSZLTIO,O,O,X,O,O,O,X,X
JSZLTOI,O,O,X,O,O,O,X,X
JSZLITO,O,O,X,O,O,O,X,X
JSZLIOT,O,O,X,O,X,O,X,X
JSZLOTI,O,O,X,O,X,O,X,X
JSZLOIT,O,O,X,O,X,O,X,X
JSZOTIL,X,O,X,O,X,X,X,X
JSZOTLI,X,O,X,O,X,X,X,X
JSZOITL,X,O,X,O,X,X,X,X
JSZOILT,O,O,X,O,O,O,X,X
JSZOLTI,O,O,X,O,O,O,X,X
JSZOLIT,O,O,X,O,O,O,X,X
JSOTILZ,X,O,X,O,O,O,X,X
JSOTIZL,X,O,X,O,X,O,X,X
JSOTLIZ,X,O,X,O,O,O,X,X
JSOTLZI,X,O,X,O,O,O,X,X
JSOTZIL,X,O,X,O,X,O,X,X
JSOTZLI,X,O,X,O,X,O,X,X
JSOITLZ,X,O,X,O,O,O,X,X
JSOITZL,X,O,X,O,X,O,X,X
JSOILTZ,O,O,X,O,O,O,X,X
JSOILZT,O,O,X,O,O,O,X,X
JSOIZTL,X,O,X,O,X,O,X,X
JSOIZLT,O,O,X,O,O,O,X,X
JSOLTIZ,O,O,X,O,O,O,X,X
JSOLTZI,O,O,X,O,O,O,X,X
JSOLITZ,O,O,X,O,O,O,X,X
JSOLIZT,O,O,X,O,O,O,X,X
JSOLZTI,O,O,X,O,O,O,X,X
JSOLZIT,O,O,X,O,O,O,X,X
JSOZTIL,X,O,X,O,X,O,X,X
JSOZTLI,X,O,X,O,X,O,X,X
JSOZITL,X,O,X,O,X,O,X,X
JSOZILT,O,O,X,O,O,O,X,X
JSOZLTI,O,O,X,O,O,O,X,X
JSOZLIT,O,O,X,O,O,O,X,X
JZTILSO,O,O,O,O,O,O,O,X
JZTILOS,X,O,X,O,O,O,O,X
JZTISLO,O,O,O,O,X,X,O,O
JZTISOL,X,O,O,O,X,X,O,O
JZTIOLS,X,O,O,O,O,O,O,X
JZTIOSL,X,O,O,O,X,X,O,O
JZTLISO,O,O,O,O,O,O,O,X
JZTLIOS,X,O,X,O,O,O,O,X
JZTLSIO,O,O,O,O,O,O,O,X
JZTLSOI,O,O,O,O,O,O,O,X
JZTLOIS,X,O,X,O,O,O,O,X
JZTLOSI,X,O,X,O,O,O,O,X
JZTSILO,O,O,O,O,X,X,O,O
JZTSIOL,X,O,O,O,X,X,O,O
JZTSLIO,O,O,O,O,X,X,O,O
JZTSLOI,O,O,O,X,X,X,O,O
JZTSOIL,X,O,O,O,X,X,O,O
JZTSOLI,X,O,O,O,X,X,O,O
JZTOILS,X,O,O,O,O,O,O,X
JZTOISL,X,O,O,O,X,X,O,O
JZTOLIS,X,O,O,O,O,O,O,X
JZTOLSI,X,O,O,O,O,O,O,X
JZTOSIL,X,O,O,O,X,X,O,O
JZTOSLI,X,O,O,O,X,X,O,O
JZITLSO,O,O,O,O,O,O,O,X
JZITLOS,X,O,X,O,O,O,O,X
JZITSLO,O,O,O,O,X,X,O,O
JZITSOL,X,O,O,O,X,X,O,O
JZITOLS,X,O,O,O,O,O,O,X
JZITOSL,X,O,O,O,X,X,O,O
JZILTSO,O,O,X,O,O,O,O,X
JZILTOS,O,O,X,O,O,O,O,X
JZILSTO,O,O,X,O,O,O,O,X
JZILSOT,O,O,X,O,X,O,O,X
JZILOTS,X,O,X,O,O,O,O,X
JZILOST,O,O,X,O,O,O,O,X
JZISTLO,O,O,X,O,X,O,O,O
JZISTOL,O,O,X,O,X,X,O,O
JZISLTO,O,O,X,O,O,O,O,X
JZISLOT,O,O,X,O,X,O,O,X
JZISOTL,X,O,X,O,X,X,O,X
JZISOLT,O,O,X,O,O,O,O,X
JZIOTLS,X,O,O,O,O,O,O,X
JZIOTSL,X,O,O,O,X,O,O,X
JZIOLTS,X,O,X,O,O,O,O,X
JZIOLST,O,O,X,O,O,O,O,X
JZIOSTL,X,O,X,O,X,O,O,X
JZIOSLT,O,O,X,O,O,O,O,X
JZLTISO,O,O,X,O,O,O,O,X
JZLTIOS,O,O,X,O,O,O,O,X
JZLTSIO,O,O,X,O,O,O,O,X
JZLTSOI,O,O,X,O,O,O,O,X
JZLTOIS,O,O,X,O,O,O,O,X
JZLTOSI,O,O,X,O,O,O,O,X
JZLITSO,O,O,X,O,O,O,O,X
JZLITOS,O,O,X,O,O,O,O,X
JZLISTO,O,O,X,O,O,O,O,X
JZLISOT,O,O,X,O,X,O,O,X
JZLIOTS,X,O,X,O,O,O,O,X
JZLIOST,O,O,X,O,O,O,O,X
JZLSTIO,O,O,X,O,O,O,O,X
JZLSTOI,O,O,X,O,O,O,O,X
JZLSITO,O,O,X,O,O,O,O,X
JZLSIOT,O,O,X,O,X,O,O,X
JZLSOTI,O,O,X,O,X,O,O,X
JZLSOIT,O,O,X,O,X,O,O,X
JZLOTIS,X,O,X,O,O,O,O,X
JZLOTSI,X,O,X,O,O,O,O,X
JZLOITS,X,O,X,O,O,O,O,X
JZLOIST,O,O,X,O,O,O,O,X
JZLOSTI,O,O,X,O,O,O,O,X
JZLOSIT,O,O,X,O,O,O,O,X
JZSTILO,O,O,X,O,X,O,O,O
JZSTIOL,O,O,X,O,X,X,O,O
JZSTLIO,O,O,X,O,X,O,O,O
JZSTLOI,O,O,X,X,X,O,O,O
JZSTOIL,O,O,X,O,X,X,O,O
JZSTOLI,O,O,X,O,X,X,O,O
JZSITLO,O,O,X,O,X,O,O,O
JZSITOL,O,O,X,O,X,X,O,O
JZSILTO,O,O,X,O,O,O,O,X
JZSILOT,O,O,X,O,X,O,O,X
JZSIOTL,X,O,X,O,X,X,O,X
JZSIOLT,O,O,X,O,O,O,O,X
JZSLTIO,O,O,X,O,O,O,O,X
JZSLTOI,O,O,X,O,O,O,O,X
JZSLITO,O,O,X,O,O,O,O,X
JZSLIOT,O,O,X,O,X,O,O,X
JZSLOTI,O,O,X,O,X,O,O,X
JZSLOIT,O,O,X,O,X,O,O,X
JZSOTIL,X,O,X,O,X,X,O,X
JZSOTLI,X,O,X,O,X,X,O,X
JZSOITL,X,O,X,O,X,X,O,X
JZSOILT,O,O,X,O,O,O,O,X
JZSOLTI,O,O,X,O,O,O,O,X
JZSOLIT,O,O,X,O,O,O,O,X
JZOTILS,X,O,O,O,O,O,O,X
JZOTISL,X,O,O,O,X,O,O,X
JZOTLIS,X,O,O,O,O,O,O,X
JZOTLSI,X,O,O,O,O,O,O,X
JZOTSIL,X,O,O,O,X,O,O,X
JZOTSLI,X,O,O,O,X,O,O,X
JZOITLS,X,O,O,O,O,O,O,X
JZOITSL,X,O,O,O,X,O,O,X
JZOILTS,X,O,X,O,O,O,O,X
JZOILST,O,O,X,O,O,O,O,X
JZOISTL,X,O,X,O,X,O,O,X
JZOISLT,O,O,X,O,O,O,O,X
JZOLTIS,X,O,X,O,O,O,O,X
JZOLTSI,X,O,X,O,O,O,O,X
JZOLITS,X,O,X,O,O,O,O,X
JZOLIST,O,O,X,O,O,O,O,X
JZOLSTI,O,O,X,O,O,O,O,X
JZOLSIT,O,O,X,O,O,O,O,X
JZOSTIL,X,O,X,O,X,O,O,X
JZOSTLI,X,O,X,O,X,O,O,X
JZOSITL,X,O,X,O,X,O,O,X
JZOSILT,O,O,X,O,O,O,O,X
JZOSLTI,O,O,X,O,O,O,O,X
JZOSLIT,O,O,X,O,O,O,O,X
JOTILSZ,X,O,O,O,O,O,X,X
JOTILZS,X,O,O,O,O,O,X,X
JOTISLZ,X,O,O,O,O,O,X,X
JOTISZL,X,O,O,O,X,O,X,X
JOTIZLS,X,O,O,O,O,O,X,X
JOTIZSL,X,O,O,O,X,O,X,X
JOTLISZ,X,O,O,O,O,O,X,X
JOTLIZS,X,O,O,O,O,O,X,X
JOTLSIZ,X,O,O,O,O,O,X,X
JOTLSZI,X,O,O,O,O,O,X,X
JOTLZIS,X,O,O,O,O,O,X,X
JOTLZSI,X,O,O,O,O,O,X,X
JOTSILZ,X,O,O,O,O,O,X,X
JOTSIZL,X,O,O,O,X,O,X,X
JOTSLIZ,X,O,O,O,O,O,X,X
JOTSLZI,X,O,O,O,O,O,X,X
JOTSZIL,X,O,O,O,X,O,X,X
JOTSZLI,X,O,O,O,X,O,X,X
JOTZILS,X,O,O,O,O,O,X,X
JOTZISL,X,O,O,O,X,O,X,X
JOTZLIS,X,O,O,O,O,O,X,X
JOTZLSI,X,O,O,O,O,O,X,X
JOTZSIL,X,O,O,O,X,O,X,X
JOTZSLI,X,O,O,O,X,O,X,X
JOITLSZ,X,O,O,O,O,O,X,X
JOITLZS,X,O,O,O,O,O,X,X
JOITSLZ,X,O,O,O,O,O,X,X
JOITSZL,X,O,O,O,X,O,X,X
JOITZLS,X,O,O,O,O,O,X,X
JOITZSL,X,O,O,O,X,O,X,X
JOILTSZ,O,O,X,O,O,O,X,X
JOILTZS,O,O,X,O,O,O,X,X
JOILSTZ,O,O,X,O,O,O,X,X
JOILSZT,O,O,X,O,O,O,X,X
JOILZTS,X,O,X,O,O,O,X,X
JOILZST,O,O,X,O,O,O,X,X
JOISTLZ,X,O,X,O,O,O,X,X
JOISTZL,X,O,X,O,X,O,X,X
JOISLTZ,O,O,X,O,O,O,X,X
JOISLZT,O,O,X,O,O,O,X,X
JOISZTL,X,O,X,O,X,O,X,X
JOISZLT,O,O,X,O,O,O,X,X
JOIZTLS,X,O,O,O,O,O,X,X
JOIZTSL,X,O,O,O,X,O,X,X
JOIZLTS,X,O,X,O,O,O,X,X
JOIZLST,O,O,X,O,O,O,X,X
JOIZSTL,X,O,X,O,X,O,X,X
JOIZSLT,O,O,X,O,O,O,X,X
