sequence,v115@9gA8IeA8IeA8EeA8CeD8BeD8JeRAJvhFUiBGjBzkBf?rB6rBVyB,v115@9gA8IeA8IeA8EeA8CeD8BeD8JeuEJvhF3gBUiBFjBS?tBxqBTrB,v115@9gA8IeA8IeA8EeA8CeD8BeD8JeFAJvhFxhB6oBWqB3?mBznBUrB,v115@9gA8IeA8IeA8EeA8CeD8BeD8JeRAJvhF8nB+oBzkBf?rBlmBCsB,v115@9gA8IeA8IeA8EeA8CeD8BeD8JeuEJvhFclBxmBToBV?rBCoB3rB,v115@9gA8IeA8IeA8EeA8CeD8BeD8Je/GJvhFFlBxnBClBG?nBToBUrB
OJLISZT,X,O,O,O,X,X
OJLIZTS,X,O,O,X,O,X
OJLIZST,X,O,X,O,O,X
OJLSTIZ,X,X,O,O,X,X
OJLSTZI,X,X,O,O,X,X
OJLSITZ,X,X,O,O,X,X
OJLSIZT,X,X,O,O,X,X
OJLSZTI,X,X,O,O,X,X
OJLSZIT,X,X,O,O,X,X
OJLZTIS,O,O,O,X,X,X
OJLZTSI,O,X,O,X,X,X
OJLZITS,X,O,O,X,O,X
OJLZIST,X,O,X,O,O,X
OJLZSTI,O,X,O,O,X,X
OJLZSIT,O,X,O,O,X,X
OJSTILZ,O,X,O,O,X,X
OJSTIZL,O,X,O,O,X,X
OJSTLIZ,O,X,O,O,X,X
OJSTLZI,O,X,O,O,X,X
OJSTZIL,O,X,O,O,X,X
OJSTZLI,O,X,O,O,X,X
OJSITLZ,O,X,O,O,X,X
OJSITZL,O,X,O,O,X,X
OJSILTZ,X,X,O,O,X,X
OJSILZT,X,X,O,O,X,X
OJSIZTL,O,X,O,O,O,X
OJSIZLT,X,X,O,O,O,X
OJSLTIZ,O,X,O,O,X,X
OJSLTZI,O,X,O,O,X,X
OJSLITZ,O,X,O,O,X,X
OJSLIZT,O,X,O,O,X,X
OJSLZTI,O,X,O,O,X,X
OJSLZIT,O,X,O,O,X,X
OJSZTIL,O,X,O,O,X,X
OJSZTLI,O,X,O,O,X,X
OJSZITL,O,X,O,O,O,X
OJSZILT,X,X,O,O,O,X
OJSZLTI,X,X,O,O,X,X
OJSZLIT,X,X,O,O,X,X
OJZTILS,O,X,O,X,O,X
OJZTISL,O,O,X,O,O,X
OJZTLIS,O,X,O,X,X,X
OJZTLSI,O,X,O,X,X,X
OJZTSIL,O,X,O,O,X,X
OJZTSLI,O,X,O,O,X,X
OJZITLS,O,X,O,X,O,X
OJZITSL,O,O,X,O,O,X
OJZILTS,X,O,O,X,O,X
OJZILST,X,O,X,O,O,X
OJZISTL,X,O,X,O,O,X
OJZISLT,X,O,X,O,O,X
OJZLTIS,O,O,O,X,X,X
OJZLTSI,O,X,O,X,X,X
OJZLITS,X,O,O,X,O,X
OJZLIST,X,O,X,O,O,X
OJZLSTI,O,X,O,O,X,X
OJZLSIT,O,X,O,O,X,X
OJZSTIL,O,X,O,O,X,X
OJZSTLI,O,X,O,O,X,X
OJZSITL,O,X,O,O,O,X
OJZSILT,X,X,O,O,O,X
OJZSLTI,X,X,O,O,X,X
OJZSLIT,X,X,O,O,X,X
OSTILJZ,O,X,O,O,X,X
OSTILZJ,O,X,X,X,X,X
OSTIJLZ,O,X,O,O,X,X
OSTIJZL,O,X,O,O,X,X
OSTIZLJ,O,X,X,X,X,X
OSTIZJL,O,X,X,O,X,X
OSTLIJZ,O,X,O,O,X,X
OSTLIZJ,O,X,X,X,X,X
OSTLJIZ,O,X,O,O,X,X
OSTLJZI,O,X,O,O,X,X
OSTLZIJ,O,X,X,X,X,X
OSTLZJI,O,X,X,X,X,X
OSTJILZ,O,X,O,O,X,X
OSTJIZL,O,X,O,O,X,X
OSTJLIZ,O,X,O,O,X,X
OSTJLZI,O,X,O,O,X,X
OSTJZIL,O,X,O,O,X,X
OSTJZLI,O,X,O,O,X,X
OSTZILJ,O,X,X,X,X,X
OSTZIJL,O,X,X,O,X,X
OSTZLIJ,O,X,X,X,X,X
OSTZLJI,O,X,X,X,X,X
OSTZJIL,O,X,X,O,X,X
OSTZJLI,O,X,X,O,X,X
OSITLJZ,O,X,O,O,X,X
OSITLZJ,O,X,X,X,X,X
OSITJLZ,O,X,O,O,X,X
OSITJZL,O,X,O,O,X,X
OSITZLJ,O,X,X,X,X,X
OSITZJL,O,X,X,O,X,X
OSILTJZ,O,X,O,O,X,X
OSILTZJ,O,X,X,X,X,X
OSILJTZ,O,X,O,O,X,X
OSILJZT,O,X,O,O,X,X
OSILZTJ,O,X,X,X,X,X
OSILZJT,O,X,O,X,X,X
OSIJTLZ,O,X,O,O,X,X
OSIJTZL,O,X,O,O,X,X
OSIJLTZ,X,X,O,O,X,X
OSIJLZT,X,X,O,O,X,X
OSIJZTL,O,X,O,O,O,X
OSIJZLT,X,X,O,O,O,X
OSIZTLJ,O,X,X,X,X,X
OSIZTJL,O,X,X,O,X,X
OSIZLTJ,O,X,X,X,X,X
OSIZLJT,X,X,O,X,X,X
OSIZJTL,O,X,O,O,O,X
OSIZJLT,X,X,O,O,O,X
OSLTIJZ,O,X,O,O,X,X
OSLTIZJ,O,X,X,X,X,X
OSLTJIZ,O,X,O,O,X,X
OSLTJZI,O,X,O,O,X,X
OSLTZIJ,O,X,X,X,X,X
OSLTZJI,O,X,X,X,X,X
OSLITJZ,O,X,O,O,X,X
OSLITZJ,O,X,X,X,X,X
OSLIJTZ,O,X,O,O,X,X
OSLIJZT,O,X,O,O,X,X
OSLIZTJ,O,X,X,X,X,X
OSLIZJT,O,X,O,X,X,X
OSLJTIZ,O,X,O,O,X,X
OSLJTZI,O,X,O,O,X,X
OSLJITZ,O,X,O,O,X,X
OSLJIZT,O,X,O,O,X,X
OSLJZTI,O,X,O,O,X,X
OSLJZIT,O,X,O,O,X,X
OSLZTIJ,O,X,X,X,X,X
OSLZTJI,O,X,X,X,X,X
OSLZITJ,O,X,X,X,X,X
OSLZIJT,O,X,O,X,X,X
OSLZJTI,O,X,O,X,X,X
OSLZJIT,O,X,O,X,X,X
OSJTILZ,O,X,O,O,X,X
OSJTIZL,O,X,O,O,X,X
OSJTLIZ,O,X,O,O,X,X
OSJTLZI,O,X,O,O,X,X
OSJTZIL,O,X,O,O,X,X
OSJTZLI,O,X,O,O,X,X
OSJITLZ,O,X,O,O,X,X
OSJITZL,O,X,O,O,X,X
OSJILTZ,X,X,O,O,X,X
OSJILZT,X,X,O,O,X,X
OSJIZTL,O,X,O,O,O,X
OSJIZLT,X,X,O,O,O,X
OSJLTIZ,O,X,O,O,X,X
OSJLTZI,O,X,O,O,X,X
OSJLITZ,O,X,O,O,X,X
OSJLIZT,O,X,O,O,X,X
OSJLZTI,O,X,O,O,X,X
OSJLZIT,O,X,O,O,X,X
OSJZTIL,O,X,O,O,X,X
OSJZTLI,O,X,O,O,X,X
OSJZITL,O,X,O,O,O,X
OSJZILT,X,X,O,O,O,X
OSJZLTI,X,X,O,O,X,X
OSJZLIT,X,X,O,O,X,X
OSZTILJ,O,X,X,X,X,X
OSZTIJL,O,X,X,O,X,X
OSZTLIJ,O,X,X,X,X,X
OSZTLJI,O,X,X,X,X,X
OSZTJIL,O,X,X,O,X,X
OSZTJLI,O,X,X,O,X,X
OSZITLJ,O,X,X,X,X,X
OSZITJL,O,X,X,O,X,X
OSZILTJ,O,X,X,X,X,X
OSZILJT,X,X,O,X,X,X
OSZIJTL,O,X,O,O,O,X
OSZIJLT,X,X,O,O,O,X
OSZLTIJ,O,X,X,X,X,X
OSZLTJI,O,X,X,X,X,X
OSZLITJ,O,X,X,X,X,X
OSZLIJT,O,X,O,X,X,X
OSZLJTI,O,X,O,X,X,X
OSZLJIT,O,X,O,X,X,X
OSZJTIL,O,X,O,O,X,X
OSZJTLI,O,X,O,O,X,X
OSZJITL,O,X,O,O,O,X
OSZJILT,X,X,O,O,O,X
OSZJLTI,X,X,O,O,X,X
OSZJLIT,X,X,O,O,X,X
OZTILJS,O,X,X,X,X,X
OZTILSJ,O,X,X,X,X,X
OZTIJLS,O,X,X,X,O,X
OZTIJSL,O,O,X,X,O,X
OZTISLJ,O,X,X,X,X,O
OZTISJL,O,O,X,X,X,O
OZTLIJS,O,X,X,X,X,X
OZTLISJ,O,X,X,X,X,X
OZTLJIS,O,X,X,X,X,X
OZTLJSI,O,X,X,X,X,X
OZTLSIJ,O,X,X,X,X,X
OZTLSJI,O,X,X,X,X,X
OZTJILS,O,X,X,X,O,X
OZTJISL,O,O,X,X,O,X
OZTJLIS,O,X,X,X,X,X
OZTJLSI,O,X,X,X,X,X
OZTJSIL,O,X,X,X,X,X
OZTJSLI,O,X,X,X,X,X
OZTSILJ,O,X,X,X,X,O
OZTSIJL,O,X,X,X,X,O
OZTSLIJ,O,X,X,X,X,X
OZTSLJI,O,X,X,X,X,X
OZTSJIL,O,X,X,X,X,X
OZTSJLI,O,X,X,X,X,X
OZITLJS,O,X,X,X,X,X
OZITLSJ,O,X,X,X,X,X
OZITJLS,O,X,X,X,O,X
OZITJSL,O,O,X,X,O,X
OZITSLJ,O,X,X,X,X,O
OZITSJL,O,O,X,X,X,O
OZILTJS,O,O,X,X,X,X
OZILTSJ,O,O,X,X,X,X
OZILJTS,X,O,O,X,O,X
OZILJST,X,O,X,X,O,X
OZILSTJ,O,O,X,X,X,X
OZILSJT,O,O,O,X,X,X
OZIJTLS,O,X,O,X,O,X
OZIJTSL,O,O,X,O,O,X
OZIJLTS,X,O,O,X,O,X
OZIJLST,X,O,X,O,O,X
OZIJSTL,X,O,X,O,O,X
OZIJSLT,X,O,X,O,O,X
OZISTLJ,O,X,X,X,X,O
OZISTJL,O,O,X,O,X,O
OZISLTJ,O,O,X,X,X,X
OZISLJT,X,O,O,X,X,X
OZISJTL,O,O,O,O,O,X
OZISJLT,X,O,O,O,O,X
OZLTIJS,O,O,X,X,X,X
OZLTISJ,O,O,X,X,X,X
OZLTJIS,O,O,X,X,X,X
OZLTJSI,O,X,X,X,X,X
OZLTSIJ,O,X,X,X,X,X
OZLTSJI,O,X,X,X,X,X
OZLITJS,O,O,X,X,X,X
OZLITSJ,O,O,X,X,X,X
OZLIJTS,X,O,O,X,O,X
OZLIJST,X,O,X,X,O,X
OZLISTJ,O,O,X,X,X,X
OZLISJT,O,O,O,X,X,X
OZLJTIS,O,O,O,X,X,X
OZLJTSI,O,X,O,X,X,X
OZLJITS,X,O,O,X,O,X
OZLJIST,X,O,X,X,O,X
OZLJSTI,O,X,O,X,X,X
OZLJSIT,O,X,O,X,X,X
OZLSTIJ,O,X,X,X,X,X
OZLSTJI,O,X,X,X,X,X
OZLSITJ,O,X,X,X,X,X
OZLSIJT,O,X,O,X,X,X
OZLSJTI,O,X,O,X,X,X
OZLSJIT,O,X,O,X,X,X
OZJTILS,O,X,O,X,O,X
OZJTISL,O,O,X,O,O,X
OZJTLIS,O,X,O,X,X,X
OZJTLSI,O,X,O,X,X,X
OZJTSIL,O,X,O,O,X,X
OZJTSLI,O,X,O,O,X,X
OZJITLS,O,X,O,X,O,X
OZJITSL,O,O,X,O,O,X
OZJILTS,X,O,O,X,O,X
OZJILST,X,O,X,O,O,X
OZJISTL,X,O,X,O,O,X
OZJISLT,X,O,X,O,O,X
OZJLTIS,O,O,O,X,X,X
OZJLTSI,O,X,O,X,X,X
OZJLITS,X,O,O,X,O,X
OZJLIST,X,O,X,O,O,X
OZJLSTI,O,X,O,O,X,X
OZJLSIT,O,X,O,O,X,X
OZJSTIL,O,X,O,O,X,X
OZJSTLI,O,X,O,O,X,X
OZJSITL,O,X,O,O,O,X
OZJSILT,X,X,O,O,O,X
OZJSLTI,X,X,O,O,X,X
OZJSLIT,X,X,O,O,X,X
OZSTILJ,O,X,X,X,X,O
OZSTIJL,O,X,X,O,X,O
OZSTLIJ,O,X,X,X,X,X
OZSTLJI,O,X,X,X,X,X
OZSTJIL,O,X,X,O,X,X
OZSTJLI,O,X,X,O,X,X
OZSITLJ,O,X,X,X,X,O
OZSITJL,O,X,X,O,X,O
OZSILTJ,O,X,X,X,X,X
OZSILJT,X,X,O,X,X,X
OZSIJTL,O,X,O,O,O,X
OZSIJLT,X,X,O,O,O,X
OZSLTIJ,O,X,X,X,X,X
OZSLTJI,O,X,X,X,X,X
OZSLITJ,O,X,X,X,X,X
OZSLIJT,O,X,O,X,X,X
OZSLJTI,O,X,O,X,X,X
OZSLJIT,O,X,O,X,X,X
OZSJTIL,O,X,O,O,X,X
OZSJTLI,O,X,O,O,X,X
OZSJITL,O,X,O,O,O,X
OZSJILT,X,X,O,O,O,X
OZSJLTI,X,X,O,O,X,X
OZSJLIT,X,X,O,O,X,X
