sequence,v115@HhA8AeA8GeC8BeB8CeB8DeC8Kel/IvhFGhBiiB5oBz?nB3qBUrB,v115@HhA8AeA8GeC8BeB8CeB8DeC8Kel/IvhFGhBiiB5oBz?nBUrB3qB,v115@HhA8AeA8GeC8BeB8CeB8DeC8Kel/IvhFSmBTiBeoB5?oB3qBUrB,v115@HhA8AeA8GeC8BeB8CeB8DeC8Kel/IvhFSmBTiBeoB5?oBUrB3qB,v115@HhA8AeA8GeC8BeB8CeB8DeC8Kel/IvhFChBmiB5oB0?nB3qBTrB
OISJTLZ,O,O,O,X,X
OISJTZL,O,X,O,X,X
OISJLTZ,O,O,O,X,X
OISJLZT,O,X,O,X,X
OISJZTL,O,X,O,X,X
OISJZLT,O,X,O,X,X
OISZTLJ,O,O,X,X,O
OISZTJL,O,O,X,X,O
OISZLTJ,O,O,X,X,O
OISZLJT,O,O,X,X,O
OISZJTL,O,O,X,X,O
OISZJLT,O,O,X,X,O
OIZTLJS,O,O,X,O,X
OIZTLSJ,O,O,X,X,X
OIZTJLS,O,O,X,O,X
OIZTJSL,X,O,X,O,O
OIZTSLJ,O,O,X,X,O
OIZTSJL,O,O,X,X,O
OIZLTJS,O,O,X,O,X
OIZLTSJ,O,O,X,X,X
OIZLJTS,O,O,X,O,X
OIZLJST,X,O,X,O,X
OIZLSTJ,O,O,X,X,X
OIZLSJT,O,O,X,X,X
OIZJTLS,O,O,X,O,X
OIZJTSL,X,O,X,O,O
OIZJLTS,O,O,X,O,X
OIZJLST,X,O,X,O,X
OIZJSTL,X,O,X,O,O
OIZJSLT,X,O,X,O,O
OIZSTLJ,O,O,X,X,O
OIZSTJL,O,O,X,X,O
OIZSLTJ,O,O,X,X,O
OIZSLJT,O,O,X,X,O
OIZSJTL,O,O,X,X,O
OIZSJLT,O,O,X,X,O
OLTIJSZ,O,O,O,O,X
OLTIJZS,O,O,O,O,X
OLTISJZ,O,O,X,X,X
OLTISZJ,O,O,X,X,X
OLTIZJS,O,O,X,X,X
OLTIZSJ,O,O,X,X,X
OLTJISZ,O,O,O,O,X
OLTJIZS,O,O,O,O,X
OLTJSIZ,O,O,O,O,X
OLTJSZI,O,X,O,X,X
OLTJZIS,O,O,O,O,X
OLTJZSI,X,O,X,O,X
OLTSIJZ,O,O,O,X,X
OLTSIZJ,O,O,X,X,X
OLTSJIZ,O,O,O,O,X
OLTSJZI,O,X,O,X,X
OLTSZIJ,O,O,X,X,X
OLTSZJI,O,O,O,X,X
OLTZIJS,O,O,X,O,X
OLTZISJ,O,O,X,X,X
OLTZJIS,O,O,O,O,X
OLTZJSI,X,O,X,O,X
OLTZSIJ,O,O,X,X,X
OLTZSJI,O,O,X,O,X
OLITJSZ,O,O,O,O,X
OLITJZS,O,O,O,O,X
OLITSJZ,O,O,X,X,X
OLITSZJ,O,O,X,X,X
OLITZJS,O,O,X,X,X
OLITZSJ,O,O,X,X,X
OLIJTSZ,O,O,O,O,X
OLIJTZS,O,O,O,O,X
OLIJSTZ,O,O,O,O,X
OLIJSZT,O,X,X,X,X
OLIJZTS,O,O,O,O,X
OLIJZST,X,O,X,X,X
OLISTJZ,O,O,X,X,X
OLISTZJ,O,O,X,X,X
OLISJTZ,O,O,X,X,X
OLISJZT,O,X,X,X,X
OLISZTJ,O,O,X,X,X
OLISZJT,O,O,X,X,X
OLIZTJS,O,O,X,X,X
OLIZTSJ,O,O,X,X,X
OLIZJTS,O,O,X,X,X
OLIZJST,X,O,X,X,X
OLIZSTJ,O,O,X,X,X
OLIZSJT,O,O,X,X,X
OLJTISZ,O,O,O,O,X
OLJTIZS,O,O,O,O,X
OLJTSIZ,O,O,O,O,X
OLJTSZI,O,X,O,X,X
OLJTZIS,O,O,O,O,X
OLJTZSI,X,O,X,O,X
OLJITSZ,O,O,O,O,X
OLJITZS,O,O,O,O,X
OLJISTZ,O,O,O,O,X
OLJISZT,O,X,O,X,X
OLJIZTS,O,O,O,O,X
OLJIZST,X,O,X,O,X
OLJSTIZ,O,O,O,O,X
OLJSTZI,O,X,O,X,X
OLJSITZ,O,O,O,O,X
OLJSIZT,O,X,O,X,X
OLJSZTI,O,X,O,X,X
OLJSZIT,O,X,O,X,X
OLJZTIS,O,O,O,O,X
OLJZTSI,X,O,X,O,X
OLJZITS,O,O,O,O,X
OLJZIST,X,O,X,O,X
OLJZSTI,X,O,X,O,X
OLJZSIT,X,O,X,O,X
OLSTIJZ,O,O,O,X,X
OLSTIZJ,O,O,X,X,X
OLSTJIZ,O,O,O,O,X
OLSTJZI,O,X,O,X,X
OLSTZIJ,O,O,X,X,X
OLSTZJI,O,O,O,X,X
OLSITJZ,O,O,O,X,X
OLSITZJ,O,O,X,X,X
OLSIJTZ,O,O,O,X,X
OLSIJZT,O,X,O,X,X
OLSIZTJ,O,O,X,X,X
OLSIZJT,O,O,X,X,X
OLSJTIZ,O,O,O,O,X
OLSJTZI,O,X,O,X,X
OLSJITZ,O,O,O,O,X
OLSJIZT,O,X,O,X,X
OLSJZTI,O,X,O,X,X
OLSJZIT,O,X,O,X,X
OLSZTIJ,O,O,X,X,X
OLSZTJI,O,O,O,X,X
OLSZITJ,O,O,X,X,X
OLSZIJT,O,O,X,X,X
OLSZJTI,O,O,O,X,X
OLSZJIT,O,O,O,X,X
OLZTIJS,O,O,X,O,X
OLZTISJ,O,O,X,X,X
OLZTJIS,O,O,O,O,X
OLZTJSI,X,O,X,O,X
OLZTSIJ,O,O,X,X,X
OLZTSJI,O,O,X,O,X
OLZITJS,O,O,X,O,X
OLZITSJ,O,O,X,X,X
OLZIJTS,O,O,X,O,X
OLZIJST,X,O,X,O,X
OLZISTJ,O,O,X,X,X
OLZISJT,O,O,X,X,X
OLZJTIS,O,O,O,O,X
OLZJTSI,X,O,X,O,X
OLZJITS,O,O,O,O,X
OLZJIST,X,O,X,O,X
OLZJSTI,X,O,X,O,X
OLZJSIT,X,O,X,O,X
OLZSTIJ,O,O,X,X,X
OLZSTJI,O,O,X,O,X
OLZSITJ,O,O,X,X,X
OLZSIJT,O,O,X,X,X
OLZSJTI,O,O,X,O,X
OLZSJIT,O,O,X,O,X
OJTILSZ,O,O,O,O,X
OJTILZS,O,O,O,O,X
OJTISLZ,O,O,O,O,X
OJTISZL,O,X,O,O,X
OJTIZLS,O,O,O,O,X
OJTIZSL,X,O,O,O,X
OJTLISZ,O,O,O,O,X
OJTLIZS,O,O,O,O,X
OJTLSIZ,O,O,O,O,X
OJTLSZI,O,X,O,X,X
OJTLZIS,O,O,O,O,X
OJTLZSI,X,O,X,O,X
OJTSILZ,O,O,O,O,X
OJTSIZL,O,X,O,O,X
OJTSLIZ,O,O,O,O,X
OJTSLZI,O,X,O,X,X
OJTSZIL,O,X,O,O,X
OJTSZLI,O,X,O,O,X
OJTZILS,O,O,O,O,X
OJTZISL,X,O,O,O,X
OJTZLIS,O,O,O,O,X
OJTZLSI,X,O,X,O,X
OJTZSIL,X,O,O,O,X
OJTZSLI,X,O,O,O,X
OJITLSZ,O,O,O,O,X
OJITLZS,O,O,O,O,X
OJITSLZ,O,O,O,O,X
OJITSZL,O,X,O,O,X
OJITZLS,O,O,O,O,X
OJITZSL,X,O,O,O,X
OJILTSZ,O,O,O,O,X
OJILTZS,O,O,O,O,X
OJILSTZ,O,O,O,O,X
OJILSZT,O,X,O,X,X
OJILZTS,O,O,O,O,X
OJILZST,X,O,X,O,X
OJISTLZ,O,O,O,O,X
OJISTZL,O,X,O,O,X
OJISLTZ,O,O,O,O,X
OJISLZT,O,X,O,X,X
OJISZTL,O,X,O,O,X
OJISZLT,O,X,O,O,X
OJIZTLS,O,O,O,O,X
OJIZTSL,X,O,O,O,X
OJIZLTS,O,O,O,O,X
OJIZLST,X,O,X,O,X
OJIZSTL,X,O,O,O,X
OJIZSLT,X,O,O,O,X
OJLTISZ,O,O,O,O,X
OJLTIZS,O,O,O,O,X
OJLTSIZ,O,O,O,O,X
OJLTSZI,O,X,O,X,X
OJLTZIS,O,O,O,O,X
OJLTZSI,X,O,X,O,X
OJLITSZ,O,O,O,O,X
OJLITZS,O,O,O,O,X
OJLISTZ,O,O,O,O,X
OJLISZT,O,X,O,X,X
OJLIZTS,O,O,O,O,X
OJLIZST,X,O,X,O,X
OJLSTIZ,O,O,O,O,X
OJLSTZI,O,X,O,X,X
OJLSITZ,O,O,O,O,X
OJLSIZT,O,X,O,X,X
OJLSZTI,O,X,O,X,X
OJLSZIT,O,X,O,X,X
OJLZTIS,O,O,O,O,X
OJLZTSI,X,O,X,O,X
OJLZITS,O,O,O,O,X
OJLZIST,X,O,X,O,X
OJLZSTI,X,O,X,O,X
OJLZSIT,X,O,X,O,X
OJSTILZ,O,O,O,O,X
OJSTIZL,O,X,O,O,X
OJSTLIZ,O,O,O,O,X
OJSTLZI,O,X,O,X,X
OJSTZIL,O,X,O,O,X
OJSTZLI,O,X,O,O,X
OJSITLZ,O,O,O,O,X
OJSITZL,O,X,O,O,X
OJSILTZ,O,O,O,O,X
OJSILZT,O,X,O,X,X
OJSIZTL,O,X,O,O,X
OJSIZLT,O,X,O,O,X
OJSLTIZ,O,O,O,O,X
OJSLTZI,O,X,O,X,X
OJSLITZ,O,O,O,O,X
OJSLIZT,O,X,O,X,X
OJSLZTI,O,X,O,X,X
OJSLZIT,O,X,O,X,X
OJSZTIL,O,X,O,O,X
OJSZTLI,O,X,O,O,X
OJSZITL,O,X,O,O,X
OJSZILT,O,X,O,O,X
OJSZLTI,O,X,O,O,X
OJSZLIT,O,X,O,O,X
OJZTILS,O,O,O,O,X
OJZTISL,X,O,O,O,X
OJZTLIS,O,O,O,O,X
OJZTLSI,X,O,X,O,X
OJZTSIL,X,O,O,O,X
OJZTSLI,X,O,O,O,X
OJZITLS,O,O,O,O,X
OJZITSL,X,O,O,O,X
OJZILTS,O,O,O,O,X
OJZILST,X,O,X,O,X
OJZISTL,X,O,O,O,X
OJZISLT,X,O,O,O,X
OJZLTIS,O,O,O,O,X
OJZLTSI,X,O,X,O,X
OJZLITS,O,O,O,O,X
OJZLIST,X,O,X,O,X
OJZLSTI,X,O,X,O,X
OJZLSIT,X,O,X,O,X
OJZSTIL,X,O,O,O,X
OJZSTLI,X,O,O,O,X
OJZSITL,X,O,O,O,X
OJZSILT,X,O,O,O,X
OJZSLTI,X,O,O,O,X
OJZSLIT,X,O,O,O,X
OSTILJZ,O,O,O,X,X
OSTILZJ,O,O,X,X,O
OSTIJLZ,O,O,O,X,X
OSTIJZL,O,X,O,X,X
OSTIZLJ,O,O,X,X,O
OSTIZJL,O,O,X,X,O
OSTLIJZ,O,O,O,X,X
OSTLIZJ,O,O,X,X,O
OSTLJIZ,O,O,O,O,X
OSTLJZI,O,X,O,X,X
OSTLZIJ,O,O,X,X,O
OSTLZJI,O,O,O,X,O
OSTJILZ,O,O,O,O,X
OSTJIZL,O,X,O,O,X
OSTJLIZ,O,O,O,O,X
OSTJLZI,O,X,O,X,X
OSTJZIL,O,X,O,O,X
OSTJZLI,O,X,O,O,X
OSTZILJ,O,O,X,X,O
OSTZIJL,O,O,X,X,O
OSTZLIJ,O,O,X,X,O
OSTZLJI,O,O,O,O,O
OSTZJIL,O,O,O,O,O
OSTZJLI,O,O,O,O,O
OSITLJZ,O,O,O,X,X
OSITLZJ,O,O,X,X,O
OSITJLZ,O,O,O,X,X
OSITJZL,O,X,O,X,X
OSITZLJ,O,O,X,X,O
OSITZJL,O,O,X,X,O
OSILTJZ,O,O,O,X,X
OSILTZJ,O,O,X,X,O
OSILJTZ,O,O,O,X,X
OSILJZT,O,X,O,X,X
OSILZTJ,O,O,X,X,O
OSILZJT,O,O,X,X,O
OSIJTLZ,O,O,O,X,X
OSIJTZL,O,X,O,X,X
OSIJLTZ,O,O,O,X,X
OSIJLZT,O,X,O,X,X
OSIJZTL,O,X,O,X,X
OSIJZLT,O,X,O,X,X
OSIZTLJ,O,O,X,X,O
OSIZTJL,O,O,X,X,O
OSIZLTJ,O,O,X,X,O
OSIZLJT,O,O,X,X,O
OSIZJTL,O,O,X,X,O
OSIZJLT,O,O,X,X,O
OSLTIJZ,O,O,O,X,X
OSLTIZJ,O,O,X,X,O
OSLTJIZ,O,O,O,O,X
OSLTJZI,O,X,O,X,X
OSLTZIJ,O,O,X,X,O
OSLTZJI,O,O,O,X,O
OSLITJZ,O,O,O,X,X
OSLITZJ,O,O,X,X,O
OSLIJTZ,O,O,O,X,X
OSLIJZT,O,X,O,X,X
OSLIZTJ,O,O,X,X,O
OSLIZJT,O,O,X,X,O
OSLJTIZ,O,O,O,O,X
OSLJTZI,O,X,O,X,X
OSLJITZ,O,O,O,O,X
OSLJIZT,O,X,O,X,X
OSLJZTI,O,X,O,X,X
OSLJZIT,O,X,O,X,X
OSLZTIJ,O,O,X,X,O
OSLZTJI,O,O,O,X,O
OSLZITJ,O,O,X,X,O
OSLZIJT,O,O,X,X,O
OSLZJTI,O,O,O,X,O
OSLZJIT,O,O,O,X,O
OSJTILZ,O,O,O,O,X
OSJTIZL,O,X,O,O,X
OSJTLIZ,O,O,O,O,X
OSJTLZI,O,X,O,X,X
OSJTZIL,O,X,O,O,X
OSJTZLI,O,X,O,O,X
OSJITLZ,O,O,O,O,X
OSJITZL,O,X,O,O,X
OSJILTZ,O,O,O,O,X
OSJILZT,O,X,O,X,X
OSJIZTL,O,X,O,O,X
OSJIZLT,O,X,O,O,X
OSJLTIZ,O,O,O,O,X
OSJLTZI,O,X,O,X,X
OSJLITZ,O,O,O,O,X
OSJLIZT,O,X,O,X,X
OSJLZTI,O,X,O,X,X
OSJLZIT,O,X,O,X,X
OSJZTIL,O,X,O,O,X
OSJZTLI,O,X,O,O,X
OSJZITL,O,X,O,O,X
OSJZILT,O,X,O,O,X
OSJZLTI,O,X,O,O,X
OSJZLIT,O,X,O,O,X
OSZTILJ,O,O,X,X,O
OSZTIJL,O,O,X,X,O
OSZTLIJ,O,O,X,X,O
OSZTLJI,O,O,O,O,O
OSZTJIL,O,O,O,O,O
OSZTJLI,O,O,O,O,O
OSZITLJ,O,O,X,X,O
OSZITJL,O,O,X,X,O
OSZILTJ,O,O,X,X,O
OSZILJT,O,O,X,X,O
OSZIJTL,O,O,X,X,O
OSZIJLT,O,O,X,X,O
OSZLTIJ,O,O,X,X,O
OSZLTJI,O,O,O,O,O
OSZLITJ,O,O,X,X,O
OSZLIJT,O,O,X,X,O
OSZLJTI,O,O,O,O,O
OSZLJIT,O,O,O,O,O
OSZJTIL,O,O,O,O,O
OSZJTLI,O,O,O,O,O
OSZJITL,O,O,O,O,O
OSZJILT,O,O,O,O,O
OSZJLTI,O,O,O,O,O
OSZJLIT,O,O,O,O,O
OZTILJS,O,O,X,O,X
OZTILSJ,O,O,X,X,X
OZTIJLS,O,O,X,O,X
OZTIJSL,X,O,X,O,O
OZTISLJ,O,O,X,X,O
OZTISJL,O,O,X,X,O
OZTLIJS,O,O,X,O,X
OZTLISJ,O,O,X,X,X
OZTLJIS,O,O,O,O,X
OZTLJSI,X,O,X,O,X
OZTLSIJ,O,O,X,X,X
OZTLSJI,O,O,X,O,X
OZTJILS,O,O,O,O,X
OZTJISL,X,O,O,O,O
OZTJLIS,O,O,O,O,X
OZTJLSI,X,O,X,O,X
OZTJSIL,X,O,O,O,O
OZTJSLI,X,O,O,O,O
OZTSILJ,O,O,X,X,O
OZTSIJL,O,O,X,X,O
OZTSLIJ,O,O,X,X,O
OZTSLJI,O,O,O,O,O
OZTSJIL,O,O,O,O,O
OZTSJLI,O,O,O,O,O
OZITLJS,O,O,X,O,X
OZITLSJ,O,O,X,X,X
OZITJLS,O,O,X,O,X
OZITJSL,X,O,X,O,O
OZITSLJ,O,O,X,X,O
OZITSJL,O,O,X,X,O
OZILTJS,O,O,X,O,X
OZILTSJ,O,O,X,X,X
OZILJTS,O,O,X,O,X
OZILJST,X,O,X,O,X
OZILSTJ,O,O,X,X,X
OZILSJT,O,O,X,X,X
OZIJTLS,O,O,X,O,X
OZIJTSL,X,O,X,O,O
OZIJLTS,O,O,X,O,X
OZIJLST,X,O,X,O,X
OZIJSTL,X,O,X,O,O
OZIJSLT,X,O,X,O,O
OZISTLJ,O,O,X,X,O
OZISTJL,O,O,X,X,O
OZISLTJ,O,O,X,X,O
OZISLJT,O,O,X,X,O
OZISJTL,O,O,X,X,O
OZISJLT,O,O,X,X,O
OZLTIJS,O,O,X,O,X
OZLTISJ,O,O,X,X,X
OZLTJIS,O,O,O,O,X
OZLTJSI,X,O,X,O,X
OZLTSIJ,O,O,X,X,X
OZLTSJI,O,O,X,O,X
OZLITJS,O,O,X,O,X
OZLITSJ,O,O,X,X,X
OZLIJTS,O,O,X,O,X
OZLIJST,X,O,X,O,X
OZLISTJ,O,O,X,X,X
OZLISJT,O,O,X,X,X
OZLJTIS,O,O,O,O,X
OZLJTSI,X,O,X,O,X
OZLJITS,O,O,O,O,X
OZLJIST,X,O,X,O,X
OZLJSTI,X,O,X,O,X
OZLJSIT,X,O,X,O,X
OZLSTIJ,O,O,X,X,X
OZLSTJI,O,O,X,O,X
OZLSITJ,O,O,X,X,X
OZLSIJT,O,O,X,X,X
OZLSJTI,O,O,X,O,X
OZLSJIT,O,O,X,O,X
OZJTILS,O,O,O,O,X
OZJTISL,X,O,O,O,O
OZJTLIS,O,O,O,O,X
OZJTLSI,X,O,X,O,X
OZJTSIL,X,O,O,O,O
OZJTSLI,X,O,O,O,O
OZJITLS,O,O,O,O,X
OZJITSL,X,O,O,O,O
OZJILTS,O,O,O,O,X
OZJILST,X,O,X,O,X
OZJISTL,X,O,O,O,O
OZJISLT,X,O,O,O,O
OZJLTIS,O,O,O,O,X
OZJLTSI,X,O,X,O,X
OZJLITS,O,O,O,O,X
OZJLIST,X,O,X,O,X
OZJLSTI,X,O,X,O,X
OZJLSIT,X,O,X,O,X
OZJSTIL,X,O,O,O,O
OZJSTLI,X,O,O,O,O
OZJSITL,X,O,O,O,O
OZJSILT,X,O,O,O,O
OZJSLTI,X,O,O,O,O
OZJSLIT,X,O,O,O,O
OZSTILJ,O,O,X,X,O
OZSTIJL,O,O,X,X,O
OZSTLIJ,O,O,X,X,O
OZSTLJI,O,O,O,O,O
OZSTJIL,O,O,O,O,O
OZSTJLI,O,O,O,O,O
OZSITLJ,O,O,X,X,O
OZSITJL,O,O,X,X,O
OZSILTJ,O,O,X,X,O
OZSILJT,O,O,X,X,O
OZSIJTL,O,O,X,X,O
OZSIJLT,O,O,X,X,O
OZSLTIJ,O,O,X,X,O
OZSLTJI,O,O,O,O,O
OZSLITJ,O,O,X,X,O
OZSLIJT,O,O,X,X,O
OZSLJTI,O,O,O,O,O
OZSLJIT,O,O,O,O,O
OZSJTIL,O,O,O,O,O
OZSJTLI,O,O,O,O,O
OZSJITL,O,O,O,O,O
OZSJILT,O,O,O,O,O
OZSJLTI,O,O,O,O,O
OZSJLIT,O,O,O,O,O
