sequence,v115@JhA8GeC8DeA8BeC8BeD8KeT/IvhF0gBOnBdoB5oBSr?BXrB,v115@JhA8GeC8DeA8BeC8BeD8KeT/IvhF6lB0hBdoB5oBer?BXsB,v115@JhA8GeC8DeA8BeC8BeD8KeT/IvhFUiBGjB/tBRrB6q?BNrB
STJOZIL,O,O,O
STJOZLI,O,O,X
STZILJO,O,X,O
STZILOJ,O,X,O
STZIJLO,O,X,O
STZIJOL,O,X,O
STZIOLJ,O,X,O
STZIOJL,O,X,O
STZLIJO,O,X,X
STZLIOJ,O,X,X
STZLJIO,O,X,X
STZLJOI,O,X,X
STZLOIJ,O,X,X
STZLOJI,O,X,X
STZJILO,O,X,O
STZJIOL,O,X,O
STZJLIO,O,X,X
STZJLOI,O,X,X
STZJOIL,O,X,O
STZJOLI,O,X,X
STZOILJ,O,X,O
STZOIJL,O,X,O
STZOLIJ,O,X,X
STZOLJI,O,X,X
STZOJIL,O,X,O
STZOJLI,O,X,X
STOILJZ,O,O,O
STOILZJ,O,X,O
STOIJLZ,O,O,O
STOIJZL,O,O,O
STOIZLJ,O,X,O
STOIZJL,O,X,O
STOLIJZ,O,O,X
STOLIZJ,O,X,X
STOLJIZ,O,O,X
STOLJZI,O,O,X
STOLZIJ,O,X,X
STOLZJI,O,X,X
STOJILZ,O,O,O
STOJIZL,O,O,O
STOJLIZ,O,O,X
STOJLZI,O,O,X
STOJZIL,O,O,O
STOJZLI,O,O,X
STOZILJ,O,X,O
STOZIJL,O,X,O
STOZLIJ,O,X,X
STOZLJI,O,X,X
STOZJIL,O,X,O
STOZJLI,O,X,X
SITLJZO,O,O,O
SITLJOZ,O,O,O
SITLZJO,O,X,O
SITLZOJ,O,X,O
SITLOJZ,O,O,O
SITLOZJ,O,X,O
SITJLZO,O,O,O
SITJLOZ,O,O,O
SITJZLO,O,O,O
SITJZOL,O,O,O
SITJOLZ,O,O,O
SITJOZL,O,O,O
SITZLJO,O,X,O
SITZLOJ,O,X,O
SITZJLO,O,X,O
SITZJOL,O,X,O
SITZOLJ,O,X,O
SITZOJL,O,X,O
SITOLJZ,O,O,O
SITOLZJ,O,X,O
SITOJLZ,O,O,O
SITOJZL,O,O,O
SITOZLJ,O,X,O
SITOZJL,O,X,O
SILTJZO,O,O,O
SILTJOZ,O,O,O
SILTZJO,O,X,O
SILTZOJ,O,X,O
SILTOJZ,O,O,O
SILTOZJ,O,X,O
SILJTZO,X,O,O
SILJTOZ,X,O,O
SILJZTO,X,O,O
SILJZOT,X,O,O
SILJOTZ,X,O,O
SILJOZT,X,O,O
SILZTJO,O,X,O
SILZTOJ,O,X,O
SILZJTO,X,X,O
SILZJOT,X,X,O
SILZOTJ,O,X,O
SILZOJT,X,X,O
SILOTJZ,O,O,O
SILOTZJ,O,X,O
SILOJTZ,X,O,O
SILOJZT,X,O,O
SILOZTJ,O,X,O
SILOZJT,X,X,O
SIJTLZO,X,O,O
SIJTLOZ,X,O,O
SIJTZLO,X,O,O
SIJTZOL,X,O,O
SIJTOLZ,X,O,O
SIJTOZL,X,O,O
SIJLTZO,X,O,O
SIJLTOZ,X,O,O
SIJLZTO,X,O,O
SIJLZOT,X,O,O
SIJLOTZ,X,O,O
SIJLOZT,X,O,O
SIJZTLO,X,O,O
SIJZTOL,X,O,O
SIJZLTO,X,O,O
SIJZLOT,X,O,O
SIJZOTL,X,O,O
SIJZOLT,X,O,O
SIJOTLZ,X,O,O
SIJOTZL,X,O,O
SIJOLTZ,X,O,O
SIJOLZT,X,O,O
SIJOZTL,X,O,O
SIJOZLT,X,O,O
SIZTLJO,O,X,O
SIZTLOJ,O,X,O
SIZTJLO,O,X,O
SIZTJOL,O,X,O
SIZTOLJ,O,X,O
SIZTOJL,O,X,O
SIZLTJO,O,X,O
SIZLTOJ,O,X,O
SIZLJTO,X,X,O
SIZLJOT,X,X,O
SIZLOTJ,O,X,O
SIZLOJT,X,X,O
SIZJTLO,X,X,O
SIZJTOL,X,X,O
SIZJLTO,X,X,O
SIZJLOT,X,X,O
SIZJOTL,X,X,O
SIZJOLT,X,X,O
SIZOTLJ,O,X,O
SIZOTJL,O,X,O
SIZOLTJ,O,X,O
SIZOLJT,X,X,O
SIZOJTL,X,X,O
SIZOJLT,X,X,O
SIOTLJZ,O,O,O
SIOTLZJ,O,X,O
SIOTJLZ,O,O,O
SIOTJZL,O,O,O
SIOTZLJ,O,X,O
SIOTZJL,O,X,O
SIOLTJZ,O,O,O
SIOLTZJ,O,X,O
SIOLJTZ,X,O,O
SIOLJZT,X,O,O
SIOLZTJ,O,X,O
SIOLZJT,X,X,O
SIOJTLZ,X,O,O
SIOJTZL,X,O,O
SIOJLTZ,X,O,O
SIOJLZT,X,O,O
SIOJZTL,X,O,O
SIOJZLT,X,O,O
SIOZTLJ,O,X,O
SIOZTJL,O,X,O
SIOZLTJ,O,X,O
SIOZLJT,X,X,O
SIOZJTL,X,X,O
SIOZJLT,X,X,O
SLTIJZO,O,O,X
SLTIJOZ,O,O,X
SLTIZJO,O,X,X
SLTIZOJ,O,X,X
SLTIOJZ,O,O,X
SLTIOZJ,O,X,X
SLTJIZO,O,O,X
SLTJIOZ,O,O,X
SLTJZIO,O,O,X
SLTJZOI,O,O,X
SLTJOIZ,O,O,X
SLTJOZI,O,O,X
SLTZIJO,O,X,X
SLTZIOJ,O,X,X
SLTZJIO,O,X,X
SLTZJOI,O,X,X
SLTZOIJ,O,X,X
SLTZOJI,O,X,X
SLTOIJZ,O,O,X
SLTOIZJ,O,X,X
SLTOJIZ,O,O,X
SLTOJZI,O,O,X
SLTOZIJ,O,X,X
SLTOZJI,O,X,X
SLITJZO,O,O,O
SLITJOZ,O,O,O
SLITZJO,O,X,O
SLITZOJ,O,X,O
SLITOJZ,O,O,O
SLITOZJ,O,X,O
SLIJTZO,X,O,O
SLIJTOZ,X,O,O
SLIJZTO,X,O,O
SLIJZOT,X,O,O
SLIJOTZ,X,O,O
SLIJOZT,X,O,O
SLIZTJO,O,X,O
SLIZTOJ,O,X,O
SLIZJTO,X,X,O
SLIZJOT,X,X,O
SLIZOTJ,O,X,O
SLIZOJT,X,X,O
SLIOTJZ,O,O,O
SLIOTZJ,O,X,O
SLIOJTZ,X,O,O
SLIOJZT,X,O,O
SLIOZTJ,O,X,O
SLIOZJT,X,X,O
SLJTIZO,O,O,X
SLJTIOZ,O,O,X
SLJTZIO,O,O,X
SLJTZOI,O,O,X
SLJTOIZ,O,O,X
SLJTOZI,O,O,X
SLJITZO,X,O,O
SLJITOZ,X,O,O
SLJIZTO,X,O,O
SLJIZOT,X,O,O
SLJIOTZ,X,O,O
SLJIOZT,X,O,O
SLJZTIO,O,O,X
SLJZTOI,O,O,X
SLJZITO,X,O,O
SLJZIOT,X,O,O
SLJZOTI,O,O,X
SLJZOIT,X,O,O
SLJOTIZ,O,O,X
SLJOTZI,O,O,X
SLJOITZ,X,O,O
SLJOIZT,X,O,O
SLJOZTI,O,O,X
SLJOZIT,X,O,O
SLZTIJO,O,X,X
SLZTIOJ,O,X,X
SLZTJIO,O,X,X
SLZTJOI,O,X,X
SLZTOIJ,O,X,X
SLZTOJI,O,X,X
SLZITJO,O,X,O
SLZITOJ,O,X,O
SLZIJTO,X,X,O
SLZIJOT,X,X,O
SLZIOTJ,O,X,O
SLZIOJT,X,X,O
SLZJTIO,O,X,X
SLZJTOI,O,X,X
SLZJITO,X,X,O
SLZJIOT,X,X,O
SLZJOTI,O,X,X
SLZJOIT,X,X,O
SLZOTIJ,O,X,X
SLZOTJI,O,X,X
SLZOITJ,O,X,O
SLZOIJT,X,X,O
SLZOJTI,O,X,X
SLZOJIT,X,X,O
SLOTIJZ,O,O,X
SLOTIZJ,O,X,X
SLOTJIZ,O,O,X
SLOTJZI,O,O,X
SLOTZIJ,O,X,X
SLOTZJI,O,X,X
SLOITJZ,O,O,O
SLOITZJ,O,X,O
SLOIJTZ,X,O,O
SLOIJZT,X,O,O
SLOIZTJ,O,X,O
SLOIZJT,X,X,O
SLOJTIZ,O,O,X
SLOJTZI,O,O,X
SLOJITZ,X,O,O
SLOJIZT,X,O,O
SLOJZTI,O,O,X
SLOJZIT,X,O,O
SLOZTIJ,O,X,X
SLOZTJI,O,X,X
SLOZITJ,O,X,O
SLOZIJT,X,X,O
SLOZJTI,O,X,X
SLOZJIT,X,X,O
SJTILZO,O,O,O
SJTILOZ,O,O,O
SJTIZLO,O,O,O
SJTIZOL,O,O,O
SJTIOLZ,O,O,O
SJTIOZL,O,O,O
SJTLIZO,O,O,X
SJTLIOZ,O,O,X
SJTLZIO,O,O,X
SJTLZOI,O,O,X
SJTLOIZ,O,O,X
SJTLOZI,O,O,X
SJTZILO,O,O,O
SJTZIOL,O,O,O
SJTZLIO,O,O,X
SJTZLOI,O,O,X
SJTZOIL,O,O,O
SJTZOLI,O,O,X
SJTOILZ,O,O,O
SJTOIZL,O,O,O
SJTOLIZ,O,O,X
SJTOLZI,O,O,X
SJTOZIL,O,O,O
SJTOZLI,O,O,X
SJITLZO,X,O,O
SJITLOZ,X,O,O
SJITZLO,X,O,O
SJITZOL,X,O,O
SJITOLZ,X,O,O
SJITOZL,X,O,O
SJILTZO,X,O,O
SJILTOZ,X,O,O
SJILZTO,X,O,O
SJILZOT,X,O,O
SJILOTZ,X,O,O
SJILOZT,X,O,O
SJIZTLO,X,O,O
SJIZTOL,X,O,O
SJIZLTO,X,O,O
SJIZLOT,X,O,O
SJIZOTL,X,O,O
SJIZOLT,X,O,O
SJIOTLZ,X,O,O
SJIOTZL,X,O,O
SJIOLTZ,X,O,O
SJIOLZT,X,O,O
SJIOZTL,X,O,O
SJIOZLT,X,O,O
SJLTIZO,O,O,X
SJLTIOZ,O,O,X
SJLTZIO,O,O,X
SJLTZOI,O,O,X
SJLTOIZ,O,O,X
SJLTOZI,O,O,X
SJLITZO,X,O,O
SJLITOZ,X,O,O
SJLIZTO,X,O,O
SJLIZOT,X,O,O
SJLIOTZ,X,O,O
SJLIOZT,X,O,O
SJLZTIO,O,O,X
SJLZTOI,O,O,X
SJLZITO,X,O,O
SJLZIOT,X,O,O
SJLZOTI,O,O,X
SJLZOIT,X,O,O
SJLOTIZ,O,O,X
SJLOTZI,O,O,X
SJLOITZ,X,O,O
SJLOIZT,X,O,O
SJLOZTI,O,O,X
SJLOZIT,X,O,O
SJZTILO,O,O,O
SJZTIOL,O,O,O
SJZTLIO,O,O,X
SJZTLOI,O,O,X
SJZTOIL,O,O,O
SJZTOLI,O,O,X
SJZITLO,X,O,O
SJZITOL,X,O,O
SJZILTO,X,O,O
SJZILOT,X,O,O
SJZIOTL,X,O,O
SJZIOLT,X,O,O
SJZLTIO,O,O,X
SJZLTOI,O,O,X
SJZLITO,X,O,O
SJZLIOT,X,O,O
SJZLOTI,O,O,X
SJZLOIT,X,O,O
SJZOTIL,O,O,O
SJZOTLI,O,O,X
SJZOITL,X,O,O
SJZOILT,X,O,O
SJZOLTI,O,O,X
SJZOLIT,X,O,O
SJOTILZ,O,O,O
SJOTIZL,O,O,O
SJOTLIZ,O,O,X
SJOTLZI,O,O,X
SJOTZIL,O,O,O
SJOTZLI,O,O,X
SJOITLZ,X,O,O
SJOITZL,X,O,O
SJOILTZ,X,O,O
SJOILZT,X,O,O
SJOIZTL,X,O,O
SJOIZLT,X,O,O
SJOLTIZ,O,O,X
SJOLTZI,O,O,X
SJOLITZ,X,O,O
SJOLIZT,X,O,O
SJOLZTI,O,O,X
SJOLZIT,X,O,O
SJOZTIL,O,O,O
SJOZTLI,O,O,X
SJOZITL,X,O,O
SJOZILT,X,O,O
SJOZLTI,O,O,X
SJOZLIT,X,O,O
SZTILJO,O,X,O
SZTILOJ,O,X,O
SZTIJLO,O,X,O
SZTIJOL,O,X,O
SZTIOLJ,O,X,O
SZTIOJL,O,X,O
SZTLIJO,O,X,X
SZTLIOJ,O,X,X
SZTLJIO,O,X,X
SZTLJOI,O,X,X
SZTLOIJ,O,X,X
SZTLOJI,O,X,X
SZTJILO,O,X,O
SZTJIOL,O,X,O
SZTJLIO,O,X,X
SZTJLOI,O,X,X
SZTJOIL,O,X,O
SZTJOLI,O,X,X
SZTOILJ,O,X,O
SZTOIJL,O,X,O
SZTOLIJ,O,X,X
SZTOLJI,O,X,X
SZTOJIL,O,X,O
SZTOJLI,O,X,X
SZITLJO,O,X,O
SZITLOJ,O,X,O
SZITJLO,O,X,O
SZITJOL,O,X,O
SZITOLJ,O,X,O
SZITOJL,O,X,O
SZILTJO,O,X,O
SZILTOJ,O,X,O
SZILJTO,X,X,O
SZILJOT,X,X,O
SZILOTJ,O,X,O
SZILOJT,X,X,O
SZIJTLO,X,X,O
SZIJTOL,X,X,O
SZIJLTO,X,X,O
SZIJLOT,X,X,O
SZIJOTL,X,X,O
SZIJOLT,X,X,O
SZIOTLJ,O,X,O
SZIOTJL,O,X,O
SZIOLTJ,O,X,O
SZIOLJT,X,X,O
SZIOJTL,X,X,O
SZIOJLT,X,X,O
SZLTIJO,O,X,X
SZLTIOJ,O,X,X
SZLTJIO,O,X,X
SZLTJOI,O,X,X
SZLTOIJ,O,X,X
SZLTOJI,O,X,X
SZLITJO,O,X,O
SZLITOJ,O,X,O
SZLIJTO,X,X,O
SZLIJOT,X,X,O
SZLIOTJ,O,X,O
SZLIOJT,X,X,O
SZLJTIO,O,X,X
SZLJTOI,O,X,X
SZLJITO,X,X,O
SZLJIOT,X,X,O
SZLJOTI,O,X,X
SZLJOIT,X,X,O
SZLOTIJ,O,X,X
SZLOTJI,O,X,X
SZLOITJ,O,X,O
SZLOIJT,X,X,O
SZLOJTI,O,X,X
SZLOJIT,X,X,O
SZJTILO,O,X,O
SZJTIOL,O,X,O
SZJTLIO,O,X,X
SZJTLOI,O,X,X
SZJTOIL,O,X,O
SZJTOLI,O,X,X
SZJITLO,X,X,O
SZJITOL,X,X,O
SZJILTO,X,X,O
SZJILOT,X,X,O
SZJIOTL,X,X,O
SZJIOLT,X,X,O
SZJLTIO,O,X,X
SZJLTOI,O,X,X
SZJLITO,X,X,O
SZJLIOT,X,X,O
SZJLOTI,O,X,X
SZJLOIT,X,X,O
SZJOTIL,O,X,O
SZJOTLI,O,X,X
SZJOITL,X,X,O
SZJOILT,X,X,O
SZJOLTI,O,X,X
SZJOLIT,X,X,O
SZOTILJ,O,X,O
SZOTIJL,O,X,O
SZOTLIJ,O,X,X
SZOTLJI,O,X,X
SZOTJIL,O,X,O
SZOTJLI,O,X,X
SZOITLJ,O,X,O
SZOITJL,O,X,O
SZOILTJ,O,X,O
SZOILJT,X,X,O
SZOIJTL,X,X,O
SZOIJLT,X,X,O
SZOLTIJ,O,X,X
SZOLTJI,O,X,X
SZOLITJ,O,X,O
SZOLIJT,X,X,O
SZOLJTI,O,X,X
SZOLJIT,X,X,O
SZOJTIL,O,X,O
SZOJTLI,O,X,X
SZOJITL,X,X,O
SZOJILT,X,X,O
SZOJLTI,O,X,X
SZOJLIT,X,X,O
SOTILJZ,O,O,O
SOTILZJ,O,X,O
SOTIJLZ,O,O,O
SOTIJZL,O,O,O
SOTIZLJ,O,X,O
SOTIZJL,O,X,O
SOTLIJZ,O,O,X
SOTLIZJ,O,X,X
SOTLJIZ,O,O,X
SOTLJZI,O,O,X
SOTLZIJ,O,X,X
SOTLZJI,O,X,X
SOTJILZ,O,O,O
SOTJIZL,O,O,O
SOTJLIZ,O,O,X
SOTJLZI,O,O,X
SOTJZIL,O,O,O
SOTJZLI,O,O,X
SOTZILJ,O,X,O
SOTZIJL,O,X,O
SOTZLIJ,O,X,X
SOTZLJI,O,X,X
SOTZJIL,O,X,O
SOTZJLI,O,X,X
SOITLJZ,O,O,O
SOITLZJ,O,X,O
SOITJLZ,O,O,O
SOITJZL,O,O,O
SOITZLJ,O,X,O
SOITZJL,O,X,O
SOILTJZ,O,O,O
SOILTZJ,O,X,O
SOILJTZ,X,O,O
SOILJZT,X,O,O
SOILZTJ,O,X,O
SOILZJT,X,X,O
SOIJTLZ,X,O,O
SOIJTZL,X,O,O
SOIJLTZ,X,O,O
SOIJLZT,X,O,O
SOIJZTL,X,O,O
SOIJZLT,X,O,O
SOIZTLJ,O,X,O
SOIZTJL,O,X,O
SOIZLTJ,O,X,O
SOIZLJT,X,X,O
SOIZJTL,X,X,O
SOIZJLT,X,X,O
SOLTIJZ,O,O,X
SOLTIZJ,O,X,X
SOLTJIZ,O,O,X
SOLTJZI,O,O,X
SOLTZIJ,O,X,X
SOLTZJI,O,X,X
SOLITJZ,O,O,O
SOLITZJ,O,X,O
SOLIJTZ,X,O,O
SOLIJZT,X,O,O
SOLIZTJ,O,X,O
SOLIZJT,X,X,O
SOLJTIZ,O,O,X
SOLJTZI,O,O,X
SOLJITZ,X,O,O
SOLJIZT,X,O,O
SOLJZTI,O,O,X
SOLJZIT,X,O,O
SOLZTIJ,O,X,X
SOLZTJI,O,X,X
SOLZITJ,O,X,O
SOLZIJT,X,X,O
SOLZJTI,O,X,X
SOLZJIT,X,X,O
SOJTILZ,O,O,O
SOJTIZL,O,O,O
SOJTLIZ,O,O,X
SOJTLZI,O,O,X
SOJTZIL,O,O,O
SOJTZLI,O,O,X
SOJITLZ,X,O,O
SOJITZL,X,O,O
SOJILTZ,X,O,O
SOJILZT,X,O,O
SOJIZTL,X,O,O
SOJIZLT,X,O,O
SOJLTIZ,O,O,X
SOJLTZI,O,O,X
SOJLITZ,X,O,O
SOJLIZT,X,O,O
SOJLZTI,O,O,X
SOJLZIT,X,O,O
SOJZTIL,O,O,O
SOJZTLI,O,O,X
SOJZITL,X,O,O
SOJZILT,X,O,O
SOJZLTI,O,O,X
SOJZLIT,X,O,O
SOZTILJ,O,X,O
SOZTIJL,O,X,O
SOZTLIJ,O,X,X
SOZTLJI,O,X,X
SOZTJIL,O,X,O
SOZTJLI,O,X,X
SOZITLJ,O,X,O
SOZITJL,O,X,O
SOZILTJ,O,X,O
SOZILJT,X,X,O
SOZIJTL,X,X,O
SOZIJLT,X,X,O
SOZLTIJ,O,X,X
SOZLTJI,O,X,X
SOZLITJ,O,X,O
SOZLIJT,X,X,O
SOZLJTI,O,X,X
SOZLJIT,X,X,O
SOZJTIL,O,X,O
SOZJTLI,O,X,X
SOZJITL,X,X,O
SOZJILT,X,X,O
SOZJLTI,O,X,X
SOZJLIT,X,X,O
ZTILJSO,O,O,X
ZTILJOS,O,O,X
ZTILSJO,O,X,X
ZTILSOJ,O,X,X
ZTILOJS,O,O,X
ZTILOSJ,O,X,X
ZTIJLSO,O,O,X
ZTIJLOS,O,O,X
ZTIJSLO,O,O,X
ZTIJSOL,O,O,X
ZTIJOLS,O,O,X
ZTIJOSL,O,O,X
ZTISLJO,O,X,O
ZTISLOJ,O,X,O
ZTISJLO,O,X,O
ZTISJOL,O,X,O
ZTISOLJ,O,X,O
ZTISOJL,O,X,O
ZTIOLJS,O,O,X
ZTIOLSJ,O,X,X
ZTIOJLS,O,O,X
ZTIOJSL,O,O,X
ZTIOSLJ,O,X,O
ZTIOSJL,O,X,O
ZTLIJSO,O,O,X
ZTLIJOS,O,O,X
ZTLISJO,O,X,X
ZTLISOJ,O,X,X
ZTLIOJS,O,O,X
ZTLIOSJ,O,X,X
ZTLJISO,O,O,X
ZTLJIOS,O,O,X
ZTLJSIO,O,O,X
ZTLJSOI,O,O,X
ZTLJOIS,O,O,X
ZTLJOSI,O,O,X
ZTLSIJO,O,X,X
ZTLSIOJ,O,X,X
ZTLSJIO,O,X,X
ZTLSJOI,O,X,X
ZTLSOIJ,O,X,X
ZTLSOJI,O,X,X
ZTLOIJS,O,O,X
ZTLOISJ,O,X,X
ZTLOJIS,O,O,X
ZTLOJSI,O,O,X
ZTLOSIJ,O,X,X
ZTLOSJI,O,X,X
ZTJILSO,O,O,X
ZTJILOS,O,O,X
ZTJISLO,O,O,X
ZTJISOL,O,O,X
ZTJIOLS,O,O,X
ZTJIOSL,O,O,X
ZTJLISO,O,O,X
ZTJLIOS,O,O,X
ZTJLSIO,O,O,X
ZTJLSOI,O,O,X
ZTJLOIS,O,O,X
ZTJLOSI,O,O,X
ZTJSILO,O,O,X
ZTJSIOL,O,O,X
ZTJSLIO,O,O,X
ZTJSLOI,O,O,X
ZTJSOIL,O,O,X
ZTJSOLI,O,O,X
ZTJOILS,O,O,X
ZTJOISL,O,O,X
ZTJOLIS,O,O,X
ZTJOLSI,O,O,X
ZTJOSIL,O,O,X
ZTJOSLI,O,O,X
ZTSILJO,O,X,O
ZTSILOJ,O,X,O
ZTSIJLO,O,X,O
ZTSIJOL,O,X,O
ZTSIOLJ,O,X,O
ZTSIOJL,O,X,O
ZTSLIJO,O,X,X
ZTSLIOJ,O,X,X
ZTSLJIO,O,X,X
ZTSLJOI,O,X,X
ZTSLOIJ,O,X,X
ZTSLOJI,O,X,X
ZTSJILO,O,X,O
ZTSJIOL,O,X,O
ZTSJLIO,O,X,X
ZTSJLOI,O,X,X
ZTSJOIL,O,X,O
ZTSJOLI,O,X,X
ZTSOILJ,O,X,O
ZTSOIJL,O,X,O
ZTSOLIJ,O,X,X
ZTSOLJI,O,X,X
ZTSOJIL,O,X,O
ZTSOJLI,O,X,X
ZTOILJS,O,O,X
ZTOILSJ,O,X,X
ZTOIJLS,O,O,X
ZTOIJSL,O,O,X
ZTOISLJ,O,X,O
ZTOISJL,O,X,O
ZTOLIJS,O,O,X
ZTOLISJ,O,X,X
ZTOLJIS,O,O,X
ZTOLJSI,O,O,X
ZTOLSIJ,O,X,X
ZTOLSJI,O,X,X
ZTOJILS,O,O,X
ZTOJISL,O,O,X
ZTOJLIS,O,O,X
ZTOJLSI,O,O,X
ZTOJSIL,O,O,X
ZTOJSLI,O,O,X
ZTOSILJ,O,X,O
ZTOSIJL,O,X,O
ZTOSLIJ,O,X,X
ZTOSLJI,O,X,X
ZTOSJIL,O,X,O
ZTOSJLI,O,X,X
ZITLJSO,O,O,X
ZITLJOS,O,O,X
ZITLSJO,O,X,X
ZITLSOJ,O,X,X
ZITLOJS,O,O,X
ZITLOSJ,O,X,X
ZITJLSO,O,O,X
ZITJLOS,O,O,X
ZITJSLO,O,O,X
ZITJSOL,O,O,X
ZITJOLS,O,O,X
ZITJOSL,O,O,X
ZITSLJO,O,X,O
ZITSLOJ,O,X,O
ZITSJLO,O,X,O
ZITSJOL,O,X,O
ZITSOLJ,O,X,O
ZITSOJL,O,X,O
ZITOLJS,O,O,X
ZITOLSJ,O,X,X
ZITOJLS,O,O,X
ZITOJSL,O,O,X
ZITOSLJ,O,X,O
ZITOSJL,O,X,O
ZILTJSO,O,O,X
ZILTJOS,O,O,X
ZILTSJO,O,X,X
ZILTSOJ,O,X,X
ZILTOJS,O,O,X
ZILTOSJ,O,X,X
ZILJTSO,O,O,X
ZILJTOS,O,O,X
ZILJSTO,X,O,X
ZILJSOT,X,O,X
ZILJOTS,O,O,X
ZILJOST,X,O,X
ZILSTJO,O,X,O
ZILSTOJ,O,X,O
ZILSJTO,X,X,O
ZILSJOT,X,X,O
ZILSOTJ,O,X,O
ZILSOJT,X,X,O
ZILOTJS,O,O,X
ZILOTSJ,O,X,X
ZILOJTS,O,O,X
ZILOJST,X,O,X
ZILOSTJ,O,X,O
ZILOSJT,X,X,O
ZIJTLSO,O,O,X
ZIJTLOS,O,O,X
ZIJTSLO,O,O,X
ZIJTSOL,O,O,X
ZIJTOLS,O,O,X
ZIJTOSL,O,O,X
ZIJLTSO,O,O,X
ZIJLTOS,O,O,X
ZIJLSTO,X,O,X
ZIJLSOT,X,O,X
ZIJLOTS,O,O,X
ZIJLOST,X,O,X
ZIJSTLO,X,O,O
ZIJSTOL,X,O,O
ZIJSLTO,X,O,O
ZIJSLOT,X,O,O
ZIJSOTL,X,O,O
ZIJSOLT,X,O,O
ZIJOTLS,O,O,X
ZIJOTSL,O,O,X
ZIJOLTS,O,O,X
ZIJOLST,X,O,X
ZIJOSTL,X,O,O
ZIJOSLT,X,O,O
ZISTLJO,O,X,O
ZISTLOJ,O,X,O
ZISTJLO,O,X,O
ZISTJOL,O,X,O
ZISTOLJ,O,X,O
ZISTOJL,O,X,O
ZISLTJO,O,X,O
ZISLTOJ,O,X,O
ZISLJTO,X,X,O
ZISLJOT,X,X,O
ZISLOTJ,O,X,O
ZISLOJT,X,X,O
ZISJTLO,X,X,O
ZISJTOL,X,X,O
ZISJLTO,X,X,O
ZISJLOT,X,X,O
ZISJOTL,X,X,O
ZISJOLT,X,X,O
ZISOTLJ,O,X,O
ZISOTJL,O,X,O
ZISOLTJ,O,X,O
ZISOLJT,X,X,O
ZISOJTL,X,X,O
ZISOJLT,X,X,O
ZIOTLJS,O,O,X
ZIOTLSJ,O,X,X
ZIOTJLS,O,O,X
ZIOTJSL,O,O,X
ZIOTSLJ,O,X,O
ZIOTSJL,O,X,O
ZIOLTJS,O,O,X
ZIOLTSJ,O,X,X
ZIOLJTS,O,O,X
ZIOLJST,X,O,X
ZIOLSTJ,O,X,O
ZIOLSJT,X,X,O
ZIOJTLS,O,O,X
ZIOJTSL,O,O,X
ZIOJLTS,O,O,X
ZIOJLST,X,O,X
ZIOJSTL,X,O,O
ZIOJSLT,X,O,O
ZIOSTLJ,O,X,O
ZIOSTJL,O,X,O
ZIOSLTJ,O,X,O
ZIOSLJT,X,X,O
ZIOSJTL,X,X,O
ZIOSJLT,X,X,O
ZLTIJSO,O,O,X
ZLTIJOS,O,O,X
ZLTISJO,O,X,X
ZLTISOJ,O,X,X
ZLTIOJS,O,O,X
ZLTIOSJ,O,X,X
ZLTJISO,O,O,X
ZLTJIOS,O,O,X
ZLTJSIO,O,O,X
ZLTJSOI,O,O,X
ZLTJOIS,O,O,X
ZLTJOSI,O,O,X
ZLTSIJO,O,X,X
ZLTSIOJ,O,X,X
ZLTSJIO,O,X,X
ZLTSJOI,O,X,X
ZLTSOIJ,O,X,X
ZLTSOJI,O,X,X
ZLTOIJS,O,O,X
ZLTOISJ,O,X,X
ZLTOJIS,O,O,X
ZLTOJSI,O,O,X
ZLTOSIJ,O,X,X
ZLTOSJI,O,X,X
ZLITJSO,O,O,X
ZLITJOS,O,O,X
ZLITSJO,O,X,X
ZLITSOJ,O,X,X
ZLITOJS,O,O,X
ZLITOSJ,O,X,X
ZLIJTSO,O,O,X
ZLIJTOS,O,O,X
ZLIJSTO,X,O,X
ZLIJSOT,X,O,X
ZLIJOTS,O,O,X
ZLIJOST,X,O,X
ZLISTJO,O,X,O
ZLISTOJ,O,X,O
ZLISJTO,X,X,O
ZLISJOT,X,X,O
ZLISOTJ,O,X,O
ZLISOJT,X,X,O
ZLIOTJS,O,O,X
ZLIOTSJ,O,X,X
ZLIOJTS,O,O,X
ZLIOJST,X,O,X
ZLIOSTJ,O,X,O
ZLIOSJT,X,X,O
ZLJTISO,O,O,X
ZLJTIOS,O,O,X
ZLJTSIO,O,O,X
ZLJTSOI,O,O,X
ZLJTOIS,O,O,X
ZLJTOSI,O,O,X
ZLJITSO,O,O,X
ZLJITOS,O,O,X
ZLJISTO,X,O,X
ZLJISOT,X,O,X
ZLJIOTS,O,O,X
ZLJIOST,X,O,X
ZLJSTIO,O,O,X
ZLJSTOI,O,O,X
ZLJSITO,X,O,X
ZLJSIOT,X,O,X
ZLJSOTI,O,O,X
ZLJSOIT,X,O,X
ZLJOTIS,O,O,X
ZLJOTSI,O,O,X
ZLJOITS,O,O,X
ZLJOIST,X,O,X
ZLJOSTI,O,O,X
ZLJOSIT,X,O,X
ZLSTIJO,O,X,X
ZLSTIOJ,O,X,X
ZLSTJIO,O,X,X
ZLSTJOI,O,X,X
ZLSTOIJ,O,X,X
ZLSTOJI,O,X,X
ZLSITJO,O,X,O
ZLSITOJ,O,X,O
ZLSIJTO,X,X,O
ZLSIJOT,X,X,O
ZLSIOTJ,O,X,O
