sequence,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFOlBXhBxiBcrBFo?BSvB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFylB+mBxiBFoBXq?B0qB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFxgBliBcoBeqBCm?BXrB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhF6mBxiBmlBFoBXq?B0qB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFXhBxiBeqBSrBFo?B0qB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFChBliBcoBxqBeq?BXrB
JZSTLIO,O,O,O,X,X,X
JZSTLOI,O,O,O,X,X,X
JZSTOIL,O,O,O,X,X,X
JZSTOLI,O,O,O,X,X,X
JZSITLO,O,X,O,X,X,X
JZSITOL,O,X,O,X,X,X
JZSILTO,X,X,O,X,X,X
JZSILOT,O,X,O,X,X,X
JZSIOTL,O,X,O,X,X,X
JZSIOLT,O,X,O,X,X,X
JZSLTIO,O,O,O,X,X,X
JZSLTOI,O,O,O,X,X,X
JZSLITO,X,X,O,X,X,X
JZSLIOT,O,X,O,X,X,X
JZSLOTI,O,O,O,X,X,X
JZSLOIT,O,X,O,X,X,X
JZSOTIL,O,O,O,X,X,X
JZSOTLI,O,O,O,X,X,X
JZSOITL,O,X,O,X,X,X
JZSOILT,O,X,O,X,X,X
JZSOLTI,O,O,O,X,X,X
JZSOLIT,O,X,O,X,X,X
JZOTILS,O,O,O,X,O,O
JZOTISL,O,O,O,X,X,O
JZOTLIS,O,O,O,X,O,X
JZOTLSI,O,O,O,X,O,X
JZOTSIL,O,O,O,X,X,X
JZOTSLI,O,O,O,X,X,X
JZOITLS,X,X,O,X,X,O
JZOITSL,X,X,O,X,X,O
JZOILTS,O,X,O,X,X,O
JZOILST,O,X,X,X,X,O
JZOISTL,O,X,O,X,X,O
JZOISLT,O,X,O,X,X,O
JZOLTIS,O,O,O,X,O,X
JZOLTSI,O,O,O,X,O,X
JZOLITS,O,X,O,X,X,X
JZOLIST,O,X,X,X,X,X
JZOLSTI,O,X,O,X,O,X
JZOLSIT,O,X,O,X,X,X
JZOSTIL,O,O,O,X,X,X
JZOSTLI,O,O,O,X,X,X
JZOSITL,O,X,O,X,X,X
JZOSILT,O,X,O,X,X,X
JZOSLTI,O,O,O,X,X,X
JZOSLIT,O,X,O,X,X,X
JOTILSZ,O,O,X,O,O,X
JOTILZS,O,O,X,X,O,X
JOTISLZ,X,O,X,O,O,X
JOTISZL,X,O,X,O,X,X
JOTIZLS,O,O,O,X,O,X
JOTIZSL,O,O,O,X,X,X
JOTLISZ,O,O,X,O,O,X
JOTLIZS,O,O,X,X,O,X
JOTLSIZ,O,O,X,O,O,X
JOTLSZI,O,O,X,O,O,X
JOTLZIS,O,O,X,X,O,X
JOTLZSI,O,O,X,X,O,X
JOTSILZ,X,O,X,O,O,X
JOTSIZL,X,O,O,O,X,X
JOTSLIZ,X,O,O,O,O,X
JOTSLZI,X,O,O,O,O,X
JOTSZIL,X,O,O,O,X,X
JOTSZLI,X,O,O,O,X,X
JOTZILS,O,O,O,X,O,X
JOTZISL,O,O,O,X,X,X
JOTZLIS,O,O,O,X,O,X
JOTZLSI,O,O,O,X,O,X
JOTZSIL,O,O,O,X,X,X
JOTZSLI,O,O,O,X,X,X
JOITLSZ,X,O,X,X,O,X
JOITLZS,X,O,X,X,O,X
JOITSLZ,X,O,X,X,O,X
JOITSZL,X,O,X,X,X,X
JOITZLS,X,O,O,X,O,X
JOITZSL,X,O,O,X,X,X
JOILTSZ,X,O,X,X,O,X
JOILTZS,O,O,X,X,O,X
JOILSTZ,X,X,X,X,O,X
JOILSZT,O,X,X,X,X,X
JOILZTS,O,X,O,X,X,X
JOILZST,O,X,X,X,X,X
JOISTLZ,X,O,X,X,X,X
JOISTZL,X,O,O,X,X,X
JOISLTZ,X,O,O,X,X,X
JOISLZT,X,X,O,X,X,X
JOISZTL,X,X,O,X,X,X
JOISZLT,X,X,O,X,X,X
JOIZTLS,X,X,O,X,X,O
JOIZTSL,X,X,O,X,X,O
JOIZLTS,O,X,O,X,X,O
JOIZLST,O,X,X,X,X,O
JOIZSTL,O,X,O,X,X,O
JOIZSLT,O,X,O,X,X,O
JOLTISZ,O,O,X,O,O,X
JOLTIZS,O,O,X,X,O,X
JOLTSIZ,O,O,X,O,O,X
JOLTSZI,O,O,X,O,O,X
JOLTZIS,O,O,X,X,O,X
JOLTZSI,O,O,X,X,O,X
JOLITSZ,O,O,X,X,O,X
JOLITZS,O,O,X,X,O,X
JOLISTZ,X,X,X,X,O,X
JOLISZT,O,X,X,X,X,X
JOLIZTS,O,X,O,X,X,X
JOLIZST,O,X,X,X,X,X
JOLSTIZ,O,O,O,O,O,X
JOLSTZI,O,O,O,O,O,X
JOLSITZ,X,O,O,O,O,X
JOLSIZT,O,X,O,X,X,X
JOLSZTI,O,O,O,O,O,X
JOLSZIT,O,X,O,X,X,X
JOLZTIS,O,O,O,X,O,X
JOLZTSI,O,O,O,X,O,X
JOLZITS,O,X,O,X,X,X
JOLZIST,O,X,X,X,X,X
JOLZSTI,O,X,O,X,O,X
JOLZSIT,O,X,O,X,X,X
JOSTILZ,X,O,X,O,O,X
JOSTIZL,X,O,O,O,X,X
JOSTLIZ,X,O,O,O,O,X
JOSTLZI,X,O,O,O,O,X
JOSTZIL,X,O,O,O,X,X
JOSTZLI,X,O,O,O,X,X
JOSITLZ,X,O,X,O,X,X
JOSITZL,X,O,O,O,X,X
JOSILTZ,X,O,O,O,X,X
JOSILZT,X,X,O,X,X,X
JOSIZTL,X,X,O,X,X,X
JOSIZLT,X,X,O,X,X,X
JOSLTIZ,X,O,O,O,O,X
JOSLTZI,X,O,O,O,O,X
JOSLITZ,X,O,O,O,O,X
JOSLIZT,X,X,O,X,X,X
JOSLZTI,X,O,O,O,O,X
JOSLZIT,X,X,O,X,X,X
JOSZTIL,X,O,O,O,X,X
JOSZTLI,X,O,O,O,X,X
JOSZITL,X,X,O,X,X,X
JOSZILT,X,X,O,X,X,X
JOSZLTI,X,O,O,O,X,X
JOSZLIT,X,X,O,X,X,X
JOZTILS,O,O,O,X,O,O
JOZTISL,O,O,O,X,X,O
JOZTLIS,O,O,O,X,O,X
JOZTLSI,O,O,O,X,O,X
JOZTSIL,O,O,O,X,X,X
JOZTSLI,O,O,O,X,X,X
JOZITLS,X,X,O,X,X,O
JOZITSL,X,X,O,X,X,O
JOZILTS,O,X,O,X,X,O
JOZILST,O,X,X,X,X,O
JOZISTL,O,X,O,X,X,O
JOZISLT,O,X,O,X,X,O
JOZLTIS,O,O,O,X,O,X
JOZLTSI,O,O,O,X,O,X
JOZLITS,O,X,O,X,X,X
JOZLIST,O,X,X,X,X,X
JOZLSTI,O,X,O,X,O,X
JOZLSIT,O,X,O,X,X,X
JOZSTIL,O,O,O,X,X,X
JOZSTLI,O,O,O,X,X,X
JOZSITL,O,X,O,X,X,X
JOZSILT,O,X,O,X,X,X
JOZSLTI,O,O,O,X,X,X
JOZSLIT,O,X,O,X,X,X
STILJZO,O,O,X,O,O,X
STILJOZ,O,O,X,O,O,X
STILZJO,O,X,X,O,X,X
STILZOJ,O,X,X,O,X,X
STILOJZ,O,O,X,O,O,X
STILOZJ,O,X,X,O,X,X
STIJLZO,X,O,X,O,O,X
STIJLOZ,X,O,X,O,O,X
STIJZLO,X,O,X,O,X,X
STIJZOL,X,O,X,O,X,X
STIJOLZ,X,O,X,O,O,X
STIJOZL,X,O,X,O,X,X
STIZLJO,O,X,X,O,X,X
STIZLOJ,O,X,X,O,X,X
STIZJLO,O,O,X,O,X,X
STIZJOL,O,O,X,O,X,X
STIZOLJ,O,X,X,O,X,X
STIZOJL,O,O,X,O,X,X
STIOLJZ,O,O,X,O,O,X
STIOLZJ,O,X,X,O,X,X
STIOJLZ,X,O,X,O,O,X
STIOJZL,X,O,X,O,X,X
STIOZLJ,O,X,X,O,X,X
STIOZJL,O,O,X,O,X,X
STLIJZO,O,O,X,O,O,X
STLIJOZ,O,O,X,O,O,X
STLIZJO,O,X,X,O,X,X
STLIZOJ,O,X,X,O,X,X
STLIOJZ,O,O,X,O,O,X
STLIOZJ,O,X,X,O,X,X
STLJIZO,O,O,X,O,O,X
STLJIOZ,O,O,X,O,O,X
STLJZIO,O,O,X,O,O,X
STLJZOI,O,O,X,O,O,X
STLJOIZ,O,O,X,O,O,X
STLJOZI,O,O,X,O,O,X
STLZIJO,O,X,X,O,X,X
STLZIOJ,O,X,X,O,X,X
STLZJIO,O,O,X,O,X,X
STLZJOI,O,O,X,O,X,X
STLZOIJ,O,X,X,O,X,X
STLZOJI,O,O,X,O,X,X
STLOIJZ,O,O,X,O,O,X
STLOIZJ,O,X,X,O,X,X
STLOJIZ,O,O,X,O,O,X
STLOJZI,O,O,X,O,O,X
STLOZIJ,O,X,X,O,X,X
STLOZJI,O,O,X,O,X,X
STJILZO,X,O,X,O,O,X
STJILOZ,X,O,X,O,O,X
STJIZLO,X,O,O,O,X,X
STJIZOL,X,O,O,O,X,X
STJIOLZ,X,O,X,O,O,X
STJIOZL,X,O,O,O,X,X
STJLIZO,X,O,O,O,O,X
STJLIOZ,X,O,O,O,O,X
STJLZIO,X,O,O,O,O,X
STJLZOI,X,O,O,O,O,X
STJLOIZ,X,O,O,O,O,X
STJLOZI,X,O,O,O,O,X
STJZILO,X,O,O,O,X,X
STJZIOL,X,O,O,O,X,X
STJZLIO,X,O,O,O,X,X
STJZLOI,X,O,O,O,X,X
STJZOIL,X,O,O,O,X,X
STJZOLI,X,O,O,O,X,X
STJOILZ,X,O,X,O,O,X
STJOIZL,X,O,O,O,X,X
STJOLIZ,X,O,O,O,O,X
STJOLZI,X,O,O,O,O,X
STJOZIL,X,O,O,O,X,X
STJOZLI,X,O,O,O,X,X
STZILJO,O,X,X,O,X,X
STZILOJ,O,X,X,O,X,X
STZIJLO,O,O,O,O,X,X
STZIJOL,O,O,O,O,X,X
STZIOLJ,O,X,X,O,X,X
STZIOJL,O,O,O,O,X,X
STZLIJO,O,X,X,O,X,X
STZLIOJ,O,X,X,O,X,X
STZLJIO,O,O,O,O,X,X
STZLJOI,O,O,O,O,X,X
STZLOIJ,O,X,X,O,X,X
STZLOJI,O,O,O,O,X,X
STZJILO,O,O,O,O,X,X
STZJIOL,O,O,O,O,X,X
STZJLIO,O,O,O,O,X,X
STZJLOI,O,O,O,O,X,X
STZJOIL,O,O,O,O,X,X
STZJOLI,O,O,O,O,X,X
STZOILJ,O,X,X,O,X,X
STZOIJL,O,O,O,O,X,X
STZOLIJ,O,X,X,O,X,X
STZOLJI,O,O,O,O,X,X
STZOJIL,O,O,O,O,X,X
STZOJLI,O,O,O,O,X,X
STOILJZ,O,O,X,O,O,X
STOILZJ,O,X,X,O,X,X
STOIJLZ,X,O,X,O,O,X
STOIJZL,X,O,X,O,X,X
STOIZLJ,O,X,X,O,X,X
STOIZJL,O,O,X,O,X,X
STOLIJZ,O,O,X,O,O,X
STOLIZJ,O,X,X,O,X,X
STOLJIZ,O,O,X,O,O,X
STOLJZI,O,O,X,O,O,X
STOLZIJ,O,X,X,O,X,X
STOLZJI,O,O,X,O,X,X
STOJILZ,X,O,X,O,O,X
STOJIZL,X,O,O,O,X,X
STOJLIZ,X,O,O,O,O,X
STOJLZI,X,O,O,O,O,X
STOJZIL,X,O,O,O,X,X
STOJZLI,X,O,O,O,X,X
STOZILJ,O,X,X,O,X,X
STOZIJL,O,O,O,O,X,X
STOZLIJ,O,X,X,O,X,X
STOZLJI,O,O,O,O,X,X
STOZJIL,O,O,O,O,X,X
STOZJLI,O,O,O,O,X,X
SITLJZO,X,O,X,O,X,X
SITLJOZ,X,O,X,O,X,X
SITLZJO,X,X,X,O,X,X
SITLZOJ,X,X,X,O,X,X
SITLOJZ,X,O,X,O,X,X
SITLOZJ,X,X,X,O,X,X
SITJLZO,X,O,X,O,X,X
SITJLOZ,X,O,X,O,X,X
SITJZLO,X,O,X,O,X,X
SITJZOL,X,O,X,O,X,X
SITJOLZ,X,O,X,O,X,X
SITJOZL,X,O,X,O,X,X
SITZLJO,X,X,X,O,X,X
SITZLOJ,X,X,X,O,X,X
SITZJLO,X,O,X,O,X,X
SITZJOL,X,O,X,O,X,X
SITZOLJ,X,X,X,O,X,X
SITZOJL,X,O,X,O,X,X
SITOLJZ,X,O,X,O,X,X
SITOLZJ,X,X,X,O,X,X
SITOJLZ,X,O,X,O,X,X
SITOJZL,X,O,X,O,X,X
SITOZLJ,X,X,X,O,X,X
SITOZJL,X,O,X,O,X,X
SILTJZO,X,O,X,O,X,X
SILTJOZ,X,O,X,O,X,X
SILTZJO,X,X,X,O,X,X
SILTZOJ,X,X,X,O,X,X
SILTOJZ,X,O,X,O,X,X
SILTOZJ,X,X,X,O,X,X
SILJTZO,X,O,X,O,X,X
SILJTOZ,X,O,X,O,X,X
SILJZTO,O,X,X,X,X,X
SILJZOT,O,X,X,X,X,X
SILJOTZ,X,O,X,O,X,X
SILJOZT,O,X,X,X,X,X
SILZTJO,O,X,X,X,X,O
SILZTOJ,O,X,X,X,X,X
SILZJTO,O,X,X,X,X,O
SILZJOT,O,X,X,X,X,O
SILZOTJ,O,X,X,X,X,X
SILZOJT,O,X,X,X,X,X
SILOTJZ,X,O,X,O,X,X
SILOTZJ,X,X,X,O,X,X
SILOJTZ,X,O,X,O,X,X
SILOJZT,O,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X
SILOZJT,O,X,X,X,X,X
SIJTLZO,X,O,X,O,X,X
SIJTLOZ,X,O,X,O,X,X
SIJTZLO,X,O,O,O,X,X
SIJTZOL,X,O,O,O,X,X
SIJTOLZ,X,O,X,O,X,X
SIJTOZL,X,O,O,O,X,X
SIJLTZO,X,O,O,O,X,X
SIJLTOZ,X,O,O,O,X,X
SIJLZTO,X,X,O,X,X,X
SIJLZOT,X,X,O,X,X,X
SIJLOTZ,X,O,O,O,X,X
SIJLOZT,X,X,O,X,X,X
SIJZTLO,X,X,O,X,X,X
SIJZTOL,X,X,O,X,X,X
SIJZLTO,X,X,O,X,X,X
SIJZLOT,X,X,O,X,X,X
SIJZOTL,X,X,O,X,X,X
SIJZOLT,X,X,O,X,X,X
SIJOTLZ,X,O,X,O,X,X
SIJOTZL,X,O,O,O,X,X
SIJOLTZ,X,O,O,O,X,X
SIJOLZT,X,X,O,X,X,X
SIJOZTL,X,X,O,X,X,X
SIJOZLT,X,X,O,X,X,X
SIZTLJO,X,X,X,X,X,O
SIZTLOJ,X,X,X,X,X,O
SIZTJLO,X,X,O,X,X,O
SIZTJOL,O,X,O,X,X,O
SIZTOLJ,X,X,X,X,X,O
SIZTOJL,O,X,O,X,X,O
SIZLTJO,O,X,X,X,X,O
SIZLTOJ,O,X,X,X,X,O
SIZLJTO,O,X,X,X,X,O
SIZLJOT,O,X,X,X,X,O
SIZLOTJ,O,X,X,X,X,O
SIZLOJT,O,X,X,X,X,O
SIZJTLO,X,X,O,X,X,O
SIZJTOL,O,X,O,X,X,O
SIZJLTO,X,X,O,X,X,O
SIZJLOT,O,X,O,X,X,O
SIZJOTL,O,X,O,X,X,O
SIZJOLT,O,X,O,X,X,O
SIZOTLJ,X,X,X,X,X,O
SIZOTJL,O,X,O,X,X,O
SIZOLTJ,O,X,X,X,X,O
SIZOLJT,O,X,X,X,X,O
SIZOJTL,O,X,O,X,X,O
SIZOJLT,O,X,O,X,X,O
SIOTLJZ,X,O,X,O,X,X
SIOTLZJ,X,X,X,O,X,X
SIOTJLZ,X,O,X,O,X,X
SIOTJZL,X,O,X,O,X,X
SIOTZLJ,X,X,X,O,X,X
SIOTZJL,X,O,X,O,X,X
SIOLTJZ,X,O,X,O,X,X
SIOLTZJ,X,X,X,O,X,X
SIOLJTZ,X,O,X,O,X,X
SIOLJZT,O,X,X,X,X,X
SIOLZTJ,O,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X
SIOJTLZ,X,O,X,O,X,X
SIOJTZL,X,O,O,O,X,X
SIOJLTZ,X,O,O,O,X,X
SIOJLZT,X,X,O,X,X,X
SIOJZTL,X,X,O,X,X,X
SIOJZLT,X,X,O,X,X,X
SIOZTLJ,X,X,X,X,X,O
SIOZTJL,O,X,O,X,X,O
SIOZLTJ,O,X,X,X,X,O
SIOZLJT,O,X,X,X,X,O
SIOZJTL,O,X,O,X,X,O
SIOZJLT,O,X,O,X,X,O
SLTIJZO,O,O,X,O,O,X
SLTIJOZ,O,O,X,O,O,X
SLTIZJO,O,X,X,O,X,X
SLTIZOJ,O,X,X,O,X,X
SLTIOJZ,O,O,X,O,O,X
SLTIOZJ,O,X,X,O,X,X
SLTJIZO,O,O,X,O,O,X
SLTJIOZ,O,O,X,O,O,X
SLTJZIO,O,O,X,O,O,X
SLTJZOI,O,O,X,O,O,X
SLTJOIZ,O,O,X,O,O,X
SLTJOZI,O,O,X,O,O,X
SLTZIJO,O,X,X,O,X,X
SLTZIOJ,O,X,X,O,X,X
SLTZJIO,O,O,X,O,X,X
SLTZJOI,O,O,X,O,X,X
SLTZOIJ,O,X,X,O,X,X
SLTZOJI,O,O,X,O,X,X
SLTOIJZ,O,O,X,O,O,X
SLTOIZJ,O,X,X,O,X,X
SLTOJIZ,O,O,X,O,O,X
SLTOJZI,O,O,X,O,O,X
SLTOZIJ,O,X,X,O,X,X
SLTOZJI,O,O,X,O,X,X
SLITJZO,X,O,X,O,X,X
SLITJOZ,X,O,X,O,X,X
SLITZJO,X,X,X,O,X,X
SLITZOJ,X,X,X,O,X,X
SLITOJZ,X,O,X,O,X,X
SLITOZJ,X,X,X,O,X,X
SLIJTZO,X,O,X,O,X,X
SLIJTOZ,X,O,X,O,X,X
SLIJZTO,O,X,X,X,X,X
SLIJZOT,O,X,X,X,X,X
SLIJOTZ,X,O,X,O,X,X
SLIJOZT,O,X,X,X,X,X
SLIZTJO,O,X,X,X,X,X
SLIZTOJ,O,X,X,X,X,X
SLIZJTO,O,X,X,X,X,X
SLIZJOT,O,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,X
SLIZOJT,O,X,X,X,X,X
SLIOTJZ,X,O,X,O,X,X
SLIOTZJ,X,X,X,O,X,X
SLIOJTZ,X,O,X,O,X,X
SLIOJZT,O,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,X
SLIOZJT,O,X,X,X,X,X
SLJTIZO,O,O,O,O,O,X
SLJTIOZ,O,O,O,O,O,X
SLJTZIO,O,O,O,O,O,X
SLJTZOI,O,O,O,O,O,X
SLJTOIZ,O,O,O,O,O,X
SLJTOZI,O,O,O,O,O,X
SLJITZO,X,O,O,O,O,X
SLJITOZ,X,O,O,O,O,X
SLJIZTO,O,X,O,X,X,X
SLJIZOT,O,X,O,X,X,X
SLJIOTZ,X,O,O,O,O,X
SLJIOZT,O,X,O,X,X,X
SLJZTIO,O,O,O,O,O,X
SLJZTOI,O,O,O,O,O,X
SLJZITO,O,X,O,X,X,X
SLJZIOT,O,X,O,X,X,X
SLJZOTI,O,O,O,O,O,X
SLJZOIT,O,X,O,X,X,X
SLJOTIZ,O,O,O,O,O,X
SLJOTZI,O,O,O,O,O,X
SLJOITZ,X,O,O,O,O,X
SLJOIZT,O,X,O,X,X,X
SLJOZTI,O,O,O,O,O,X
SLJOZIT,O,X,O,X,X,X
SLZTIJO,O,X,X,O,X,X
SLZTIOJ,O,X,X,O,X,X
SLZTJIO,O,O,O,O,X,X
SLZTJOI,O,O,O,O,X,X
SLZTOIJ,O,X,X,O,X,X
SLZTOJI,O,O,O,O,X,X
SLZITJO,O,X,X,X,X,X
SLZITOJ,O,X,X,X,X,X
SLZIJTO,O,X,X,X,X,X
SLZIJOT,O,X,X,X,X,X
SLZIOTJ,O,X,X,X,X,X
SLZIOJT,O,X,X,X,X,X
SLZJTIO,O,O,O,O,X,X
SLZJTOI,O,O,O,O,X,X
SLZJITO,O,X,O,X,X,X
SLZJIOT,O,X,O,X,X,X
SLZJOTI,O,O,O,O,X,X
SLZJOIT,O,X,O,X,X,X
SLZOTIJ,O,X,X,O,X,X
SLZOTJI,O,O,O,O,X,X
SLZOITJ,O,X,X,X,X,X
SLZOIJT,O,X,X,X,X,X
SLZOJTI,O,O,O,O,X,X
SLZOJIT,O,X,O,X,X,X
SLOTIJZ,O,O,X,O,O,X
SLOTIZJ,O,X,X,O,X,X
SLOTJIZ,O,O,X,O,O,X
SLOTJZI,O,O,X,O,O,X
SLOTZIJ,O,X,X,O,X,X
SLOTZJI,O,O,X,O,X,X
SLOITJZ,X,O,X,O,X,X
SLOITZJ,X,X,X,O,X,X
SLOIJTZ,X,O,X,O,X,X
SLOIJZT,O,X,X,X,X,X
SLOIZTJ,O,X,X,X,X,X
SLOIZJT,O,X,X,X,X,X
SLOJTIZ,O,O,O,O,O,X
SLOJTZI,O,O,O,O,O,X
SLOJITZ,X,O,O,O,O,X
SLOJIZT,O,X,O,X,X,X
SLOJZTI,O,O,O,O,O,X
SLOJZIT,O,X,O,X,X,X
SLOZTIJ,O,X,X,O,X,X
SLOZTJI,O,O,O,O,X,X
SLOZITJ,O,X,X,X,X,X
SLOZIJT,O,X,X,X,X,X
SLOZJTI,O,O,O,O,X,X
SLOZJIT,O,X,O,X,X,X
SJTILZO,X,O,X,O,O,X
SJTILOZ,X,O,X,O,O,X
SJTIZLO,X,O,O,O,X,X
SJTIZOL,X,O,O,O,X,X
SJTIOLZ,X,O,X,O,O,X
SJTIOZL,X,O,O,O,X,X
SJTLIZO,X,O,O,O,O,X
SJTLIOZ,X,O,O,O,O,X
SJTLZIO,X,O,O,O,O,X
SJTLZOI,X,O,O,O,O,X
SJTLOIZ,X,O,O,O,O,X
SJTLOZI,X,O,O,O,O,X
SJTZILO,X,O,O,O,X,X
SJTZIOL,X,O,O,O,X,X
SJTZLIO,X,O,O,O,X,X
SJTZLOI,X,O,O,O,X,X
SJTZOIL,X,O,O,O,X,X
SJTZOLI,X,O,O,O,X,X
SJTOILZ,X,O,X,O,O,X
SJTOIZL,X,O,O,O,X,X
SJTOLIZ,X,O,O,O,O,X
SJTOLZI,X,O,O,O,O,X
SJTOZIL,X,O,O,O,X,X
SJTOZLI,X,O,O,O,X,X
SJITLZO,X,O,X,O,X,X
SJITLOZ,X,O,X,O,X,X
SJITZLO,X,O,O,O,X,X
SJITZOL,X,O,O,O,X,X
SJITOLZ,X,O,X,O,X,X
SJITOZL,X,O,O,O,X,X
SJILTZO,X,O,O,O,X,X
SJILTOZ,X,O,O,O,X,X
SJILZTO,X,X,O,X,X,X
SJILZOT,X,X,O,X,X,X
SJILOTZ,X,O,O,O,X,X
SJILOZT,X,X,O,X,X,X
SJIZTLO,X,X,O,X,X,X
SJIZTOL,X,X,O,X,X,X
SJIZLTO,X,X,O,X,X,X
SJIZLOT,X,X,O,X,X,X
SJIZOTL,X,X,O,X,X,X
SJIZOLT,X,X,O,X,X,X
SJIOTLZ,X,O,X,O,X,X
SJIOTZL,X,O,O,O,X,X
SJIOLTZ,X,O,O,O,X,X
SJIOLZT,X,X,O,X,X,X
SJIOZTL,X,X,O,X,X,X
SJIOZLT,X,X,O,X,X,X
SJLTIZO,X,O,O,O,O,X
SJLTIOZ,X,O,O,O,O,X
SJLTZIO,X,O,O,O,O,X
SJLTZOI,X,O,O,O,O,X
SJLTOIZ,X,O,O,O,O,X
SJLTOZI,X,O,O,O,O,X
SJLITZO,X,O,O,O,O,X
SJLITOZ,X,O,O,O,O,X
SJLIZTO,X,X,O,X,X,X
SJLIZOT,X,X,O,X,X,X
SJLIOTZ,X,O,O,O,O,X
SJLIOZT,X,X,O,X,X,X
SJLZTIO,X,O,O,O,O,X
SJLZTOI,X,O,O,O,O,X
SJLZITO,X,X,O,X,X,X
SJLZIOT,X,X,O,X,X,X
SJLZOTI,X,O,O,O,O,X
SJLZOIT,X,X,O,X,X,X
SJLOTIZ,X,O,O,O,O,X
SJLOTZI,X,O,O,O,O,X
SJLOITZ,X,O,O,O,O,X
SJLOIZT,X,X,O,X,X,X
SJLOZTI,X,O,O,O,O,X
SJLOZIT,X,X,O,X,X,X
SJZTILO,X,O,O,O,X,X
SJZTIOL,X,O,O,O,X,X
SJZTLIO,X,O,O,O,X,X
SJZTLOI,X,O,O,O,X,X
SJZTOIL,X,O,O,O,X,X
SJZTOLI,X,O,O,O,X,X
SJZITLO,X,X,O,X,X,X
SJZITOL,X,X,O,X,X,X
SJZILTO,X,X,O,X,X,X
SJZILOT,X,X,O,X,X,X
SJZIOTL,X,X,O,X,X,X
SJZIOLT,X,X,O,X,X,X
SJZLTIO,X,O,O,O,X,X
SJZLTOI,X,O,O,O,X,X
SJZLITO,X,X,O,X,X,X
SJZLIOT,X,X,O,X,X,X
SJZLOTI,X,O,O,O,X,X
SJZLOIT,X,X,O,X,X,X
SJZOTIL,X,O,O,O,X,X
SJZOTLI,X,O,O,O,X,X
SJZOITL,X,X,O,X,X,X
SJZOILT,X,X,O,X,X,X
SJZOLTI,X,O,O,O,X,X
SJZOLIT,X,X,O,X,X,X
SJOTILZ,X,O,X,O,O,X
SJOTIZL,X,O,O,O,X,X
SJOTLIZ,X,O,O,O,O,X
SJOTLZI,X,O,O,O,O,X
SJOTZIL,X,O,O,O,X,X
SJOTZLI,X,O,O,O,X,X
SJOITLZ,X,O,X,O,X,X
SJOITZL,X,O,O,O,X,X
SJOILTZ,X,O,O,O,X,X
SJOILZT,X,X,O,X,X,X
SJOIZTL,X,X,O,X,X,X
SJOIZLT,X,X,O,X,X,X
SJOLTIZ,X,O,O,O,O,X
SJOLTZI,X,O,O,O,O,X
SJOLITZ,X,O,O,O,O,X
SJOLIZT,X,X,O,X,X,X
SJOLZTI,X,O,O,O,O,X
SJOLZIT,X,X,O,X,X,X
SJOZTIL,X,O,O,O,X,X
SJOZTLI,X,O,O,O,X,X
SJOZITL,X,X,O,X,X,X
SJOZILT,X,X,O,X,X,X
SJOZLTI,X,O,O,O,X,X
SJOZLIT,X,X,O,X,X,X
SZTILJO,O,X,X,O,X,O
SZTILOJ,O,X,X,O,X,O
SZTIJLO,O,O,O,O,X,O
SZTIJOL,O,O,O,O,X,O
SZTIOLJ,O,X,X,O,X,O
SZTIOJL,O,O,O,O,X,O
SZTLIJO,O,X,X,O,X,X
SZTLIOJ,O,X,X,O,X,X
SZTLJIO,O,O,O,O,X,X
SZTLJOI,O,O,O,O,X,X
SZTLOIJ,O,X,X,O,X,X
SZTLOJI,O,O,O,O,X,X
SZTJILO,O,O,O,O,X,X
SZTJIOL,O,O,O,O,X,X
SZTJLIO,O,O,O,O,X,X
SZTJLOI,O,O,O,O,X,X
SZTJOIL,O,O,O,O,X,X
SZTJOLI,O,O,O,O,X,X
SZTOILJ,O,X,X,O,X,O
SZTOIJL,O,O,O,O,X,O
SZTOLIJ,O,X,X,O,X,X
SZTOLJI,O,O,O,O,X,X
SZTOJIL,O,O,O,O,X,X
SZTOJLI,O,O,O,O,X,X
SZITLJO,O,X,X,X,X,O
SZITLOJ,O,X,X,X,X,O
SZITJLO,O,X,O,X,X,O
SZITJOL,O,X,O,X,X,O
SZITOLJ,O,X,X,X,X,O
SZITOJL,O,X,O,X,X,O
SZILTJO,O,X,X,X,X,O
SZILTOJ,O,X,X,X,X,O
SZILJTO,O,X,X,X,X,O
SZILJOT,O,X,X,X,X,O
SZILOTJ,O,X,X,X,X,O
SZILOJT,O,X,X,X,X,O
SZIJTLO,O,X,O,X,X,O
SZIJTOL,O,X,O,X,X,O
SZIJLTO,X,X,O,X,X,O
SZIJLOT,O,X,O,X,X,O
SZIJOTL,O,X,O,X,X,O
SZIJOLT,O,X,O,X,X,O
SZIOTLJ,O,X,X,X,X,O
SZIOTJL,O,X,O,X,X,O
SZIOLTJ,O,X,X,X,X,O
