sequence,v115@OhA8CeB8DeC8AeC8CeC8Jex/IvhF/mBFiBTjBOpB0l?BywB,v115@OhA8CeB8DeC8AeC8CeC8JeZEJvhFCgBXiBTjBllB0m?B2wB,v115@OhA8CeB8DeC8AeC8CeC8JeZEJvhFCgB2mBTjB0lB3r?BFsB,v115@OhA8CeB8DeC8AeC8CeC8Jex/IvhF0hBTjBOpBllBir?BXsB
SZTOLIJ,O,O,O,X
SZTOLJI,O,X,O,X
SZTOJIL,O,X,O,X
SZTOJLI,O,X,O,X
SZITLJO,X,X,O,X
SZITLOJ,O,O,O,X
SZITJLO,O,X,O,X
SZITJOL,O,X,O,X
SZITOLJ,O,O,O,X
SZITOJL,O,X,O,X
SZILTJO,O,X,O,X
SZILTOJ,O,X,O,X
SZILJTO,O,X,O,X
SZILJOT,O,X,O,X
SZILOTJ,O,X,O,X
SZILOJT,O,X,O,X
SZIJTLO,O,O,O,X
SZIJTOL,O,O,O,X
SZIJLTO,O,X,O,X
SZIJLOT,O,X,O,X
SZIJOTL,O,O,O,X
SZIJOLT,O,X,O,X
SZIOTLJ,O,O,O,X
SZIOTJL,O,X,O,X
SZIOLTJ,O,X,O,X
SZIOLJT,O,X,O,X
SZIOJTL,O,O,O,X
SZIOJLT,O,X,O,X
SZLTIJO,O,X,O,X
SZLTIOJ,O,X,O,X
SZLTJIO,O,X,O,X
SZLTJOI,O,X,O,X
SZLTOIJ,O,X,O,X
SZLTOJI,O,X,O,X
SZLITJO,O,X,O,X
SZLITOJ,O,X,O,X
SZLIJTO,O,X,O,X
SZLIJOT,O,X,O,X
SZLIOTJ,O,X,O,X
SZLIOJT,O,X,O,X
SZLJTIO,O,X,O,X
SZLJTOI,O,X,O,X
SZLJITO,O,X,O,X
SZLJIOT,O,X,O,X
SZLJOTI,O,X,O,X
SZLJOIT,O,X,O,X
SZLOTIJ,O,X,O,X
SZLOTJI,O,X,O,X
SZLOITJ,O,X,O,X
SZLOIJT,O,X,O,X
SZLOJTI,O,X,O,X
SZLOJIT,O,X,O,X
SZJTILO,O,O,O,X
SZJTIOL,O,O,O,X
SZJTLIO,O,O,O,X
SZJTLOI,O,O,O,X
SZJTOIL,O,O,O,X
SZJTOLI,O,O,O,X
SZJITLO,O,O,O,X
SZJITOL,O,O,O,X
SZJILTO,O,X,O,X
SZJILOT,O,X,O,X
SZJIOTL,O,O,O,X
SZJIOLT,O,X,O,X
SZJLTIO,O,X,O,X
SZJLTOI,O,X,O,X
SZJLITO,O,X,O,X
SZJLIOT,O,X,O,X
SZJLOTI,O,X,O,X
SZJLOIT,O,X,O,X
SZJOTIL,O,O,O,X
SZJOTLI,O,O,O,X
SZJOITL,O,O,O,X
SZJOILT,O,X,O,X
SZJOLTI,O,X,O,X
SZJOLIT,O,X,O,X
SZOTILJ,O,O,O,X
SZOTIJL,O,X,O,X
SZOTLIJ,O,O,O,X
SZOTLJI,O,X,O,X
SZOTJIL,O,X,O,X
SZOTJLI,O,X,O,X
SZOITLJ,O,O,O,X
SZOITJL,O,X,O,X
SZOILTJ,O,X,O,X
SZOILJT,O,X,O,X
SZOIJTL,O,O,O,X
SZOIJLT,O,X,O,X
SZOLTIJ,O,X,O,X
SZOLTJI,O,X,O,X
SZOLITJ,O,X,O,X
SZOLIJT,O,X,O,X
SZOLJTI,O,X,O,X
SZOLJIT,O,X,O,X
SZOJTIL,O,O,O,X
SZOJTLI,O,O,O,X
SZOJITL,O,O,O,X
SZOJILT,O,X,O,X
SZOJLTI,O,X,O,X
SZOJLIT,O,X,O,X
SOTILJZ,X,O,X,X
SOTILZJ,X,O,O,X
SOTIJLZ,X,O,X,X
SOTIJZL,X,O,X,X
SOTIZLJ,X,O,O,X
SOTIZJL,X,X,O,X
SOTLIJZ,O,O,X,X
SOTLIZJ,X,O,O,X
SOTLJIZ,O,O,X,O
SOTLJZI,O,O,X,O
SOTLZIJ,X,O,O,X
SOTLZJI,O,X,O,O
SOTJILZ,X,O,X,O
SOTJIZL,X,O,X,O
SOTJLIZ,O,O,X,O
SOTJLZI,O,O,X,O
SOTJZIL,X,O,X,O
SOTJZLI,X,O,X,O
SOTZILJ,X,O,O,X
SOTZIJL,X,X,O,X
SOTZLIJ,X,O,O,X
SOTZLJI,X,X,O,X
SOTZJIL,X,X,O,O
SOTZJLI,X,X,O,O
SOITLJZ,X,O,X,X
SOITLZJ,X,O,O,X
SOITJLZ,X,O,X,X
SOITJZL,X,O,X,X
SOITZLJ,X,O,O,X
SOITZJL,X,X,O,X
SOILTJZ,X,O,X,X
SOILTZJ,X,O,O,X
SOILJTZ,X,O,X,X
SOILJZT,X,X,O,X
SOILZTJ,X,X,O,X
SOILZJT,X,X,O,X
SOIJTLZ,X,O,X,X
SOIJTZL,X,O,X,X
SOIJLTZ,X,O,X,X
SOIJLZT,X,X,O,X
SOIJZTL,X,O,O,X
SOIJZLT,X,X,O,X
SOIZTLJ,X,O,O,X
SOIZTJL,X,X,O,X
SOIZLTJ,X,X,O,X
SOIZLJT,X,X,O,X
SOIZJTL,X,O,O,X
SOIZJLT,X,X,O,X
SOLTIJZ,O,O,X,X
SOLTIZJ,X,O,O,X
SOLTJIZ,O,O,X,O
SOLTJZI,O,O,X,O
SOLTZIJ,X,O,O,X
SOLTZJI,O,X,O,O
SOLITJZ,O,O,X,X
SOLITZJ,X,O,O,X
SOLIJTZ,O,O,X,X
SOLIJZT,O,X,O,X
SOLIZTJ,X,X,O,X
SOLIZJT,X,X,O,X
SOLJTIZ,O,O,X,O
SOLJTZI,O,O,X,O
SOLJITZ,O,O,X,X
SOLJIZT,O,X,O,X
SOLJZTI,O,X,O,O
SOLJZIT,O,X,O,X
SOLZTIJ,O,X,O,X
SOLZTJI,O,X,O,O
SOLZITJ,O,X,O,X
SOLZIJT,O,X,O,X
SOLZJTI,O,X,O,O
SOLZJIT,O,X,O,X
SOJTILZ,X,O,X,O
SOJTIZL,X,O,X,O
SOJTLIZ,O,O,X,O
SOJTLZI,O,O,X,O
SOJTZIL,X,O,X,O
SOJTZLI,X,O,X,O
SOJITLZ,X,O,X,O
SOJITZL,X,O,X,O
SOJILTZ,O,O,X,X
SOJILZT,O,X,O,X
SOJIZTL,O,O,O,X
SOJIZLT,O,X,O,X
SOJLTIZ,O,O,X,O
SOJLTZI,O,O,X,O
SOJLITZ,O,O,X,X
SOJLIZT,O,X,O,X
SOJLZTI,O,X,O,O
SOJLZIT,O,X,O,X
SOJZTIL,O,O,O,X
SOJZTLI,O,O,O,X
SOJZITL,O,O,O,X
SOJZILT,O,X,O,X
SOJZLTI,O,X,O,X
SOJZLIT,O,X,O,X
SOZTILJ,O,O,O,X
SOZTIJL,O,X,O,X
SOZTLIJ,O,O,O,X
SOZTLJI,O,X,O,X
SOZTJIL,O,X,O,X
SOZTJLI,O,X,O,X
SOZITLJ,O,O,O,X
SOZITJL,O,X,O,X
SOZILTJ,O,X,O,X
SOZILJT,O,X,O,X
SOZIJTL,O,O,O,X
SOZIJLT,O,X,O,X
SOZLTIJ,O,X,O,X
SOZLTJI,O,X,O,X
SOZLITJ,O,X,O,X
SOZLIJT,O,X,O,X
SOZLJTI,O,X,O,X
SOZLJIT,O,X,O,X
SOZJTIL,O,O,O,X
SOZJTLI,O,O,O,X
SOZJITL,O,O,O,X
SOZJILT,O,X,O,X
SOZJLTI,O,X,O,X
SOZJLIT,O,X,O,X
ZTILJSO,X,O,X,X
ZTILJOS,X,O,O,X
ZTILSJO,O,X,O,X
ZTILSOJ,O,O,O,X
ZTILOJS,X,O,O,X
ZTILOSJ,O,O,O,X
ZTIJLSO,X,O,X,X
ZTIJLOS,X,O,O,O
ZTIJSLO,X,O,X,X
ZTIJSOL,X,O,X,O
ZTIJOLS,X,O,O,O
ZTIJOSL,X,O,X,O
ZTISLJO,X,X,O,X
ZTISLOJ,O,O,O,X
ZTISJLO,X,X,O,X
ZTISJOL,O,X,O,X
ZTISOLJ,O,O,O,X
ZTISOJL,O,X,O,X
ZTIOLJS,X,O,O,X
ZTIOLSJ,O,O,O,X
ZTIOJLS,X,O,O,O
ZTIOJSL,X,O,X,O
ZTIOSLJ,O,O,O,X
ZTIOSJL,O,X,O,X
ZTLIJSO,X,O,X,O
ZTLIJOS,X,O,O,O
ZTLISJO,O,X,O,X
ZTLISOJ,O,O,O,X
ZTLIOJS,X,O,O,O
ZTLIOSJ,O,O,O,X
ZTLJISO,O,O,X,O
ZTLJIOS,O,O,O,O
ZTLJSIO,O,O,X,O
ZTLJSOI,O,O,X,O
ZTLJOIS,O,O,O,O
ZTLJOSI,O,O,X,O
ZTLSIJO,O,X,O,X
ZTLSIOJ,O,O,O,X
ZTLSJIO,O,X,O,O
ZTLSJOI,O,X,O,O
ZTLSOIJ,O,O,O,X
ZTLSOJI,O,X,O,O
ZTLOIJS,X,O,O,O
ZTLOISJ,O,O,O,X
ZTLOJIS,O,O,O,O
ZTLOJSI,O,O,X,O
ZTLOSIJ,O,O,O,X
ZTLOSJI,O,X,O,O
ZTJILSO,O,O,X,O
ZTJILOS,O,O,O,O
ZTJISLO,O,O,X,X
ZTJISOL,O,O,X,O
ZTJIOLS,O,O,O,O
ZTJIOSL,O,O,X,O
ZTJLISO,O,O,X,O
ZTJLIOS,O,O,O,O
ZTJLSIO,O,O,X,O
ZTJLSOI,O,O,X,O
ZTJLOIS,O,O,O,O
ZTJLOSI,O,O,X,O
ZTJSILO,O,O,X,X
ZTJSIOL,O,O,X,O
ZTJSLIO,O,O,X,X
ZTJSLOI,O,O,X,X
ZTJSOIL,O,O,X,O
ZTJSOLI,O,O,X,O
ZTJOILS,O,O,O,O
ZTJOISL,O,O,X,O
ZTJOLIS,O,O,O,O
ZTJOLSI,O,O,X,O
ZTJOSIL,O,O,X,O
ZTJOSLI,O,O,X,O
ZTSILJO,X,X,O,X
ZTSILOJ,O,O,O,X
ZTSIJLO,O,X,O,X
ZTSIJOL,O,X,O,X
ZTSIOLJ,O,O,O,X
ZTSIOJL,O,X,O,X
ZTSLIJO,X,X,O,X
ZTSLIOJ,O,O,O,X
ZTSLJIO,O,X,O,X
ZTSLJOI,O,X,O,X
ZTSLOIJ,O,O,O,X
ZTSLOJI,O,X,O,X
ZTSJILO,O,X,O,X
ZTSJIOL,O,X,O,O
ZTSJLIO,O,X,O,X
ZTSJLOI,O,X,O,X
ZTSJOIL,O,X,O,O
ZTSJOLI,O,X,O,O
ZTSOILJ,O,O,O,X
ZTSOIJL,O,X,O,X
ZTSOLIJ,O,O,O,X
ZTSOLJI,O,X,O,X
ZTSOJIL,O,X,O,O
ZTSOJLI,O,X,O,O
ZTOILJS,X,O,O,X
ZTOILSJ,O,O,O,X
ZTOIJLS,X,O,O,O
ZTOIJSL,X,O,X,O
ZTOISLJ,O,O,O,X
ZTOISJL,O,X,O,X
ZTOLIJS,X,O,O,O
ZTOLISJ,O,O,O,X
ZTOLJIS,O,O,O,O
ZTOLJSI,O,O,X,O
ZTOLSIJ,O,O,O,X
ZTOLSJI,O,X,O,O
ZTOJILS,O,O,O,O
ZTOJISL,O,O,X,O
ZTOJLIS,O,O,O,O
ZTOJLSI,O,O,X,O
ZTOJSIL,O,O,X,O
ZTOJSLI,O,O,X,O
ZTOSILJ,O,O,O,X
ZTOSIJL,O,X,O,X
ZTOSLIJ,O,O,O,X
ZTOSLJI,O,X,O,X
ZTOSJIL,O,X,O,O
ZTOSJLI,O,X,O,O
ZITLJSO,X,O,X,X
ZITLJOS,X,O,O,X
ZITLSJO,O,X,O,X
ZITLSOJ,O,O,O,X
ZITLOJS,X,O,O,X
ZITLOSJ,O,O,O,X
ZITJLSO,X,O,X,X
ZITJLOS,X,O,O,X
ZITJSLO,X,O,X,X
ZITJSOL,X,O,X,X
ZITJOLS,X,O,O,X
ZITJOSL,X,O,X,X
ZITSLJO,X,X,O,X
ZITSLOJ,O,O,O,X
ZITSJLO,X,X,O,X
ZITSJOL,O,X,O,X
ZITSOLJ,O,O,O,X
ZITSOJL,O,X,O,X
ZITOLJS,X,O,O,X
ZITOLSJ,O,O,O,X
ZITOJLS,X,O,O,X
ZITOJSL,X,O,X,X
ZITOSLJ,O,O,O,X
ZITOSJL,O,X,O,X
ZILTJSO,X,O,X,X
ZILTJOS,X,O,O,X
ZILTSJO,O,X,O,X
ZILTSOJ,O,O,O,X
ZILTOJS,X,O,O,X
ZILTOSJ,O,O,O,X
ZILJTSO,O,X,X,X
ZILJTOS,O,X,O,X
ZILJSTO,O,X,O,X
ZILJSOT,O,X,O,X
ZILJOTS,O,X,O,X
ZILJOST,O,X,O,X
ZILSTJO,O,X,O,X
ZILSTOJ,O,X,O,X
ZILSJTO,O,X,O,X
ZILSJOT,O,X,O,X
ZILSOTJ,O,X,O,X
ZILSOJT,O,X,O,X
ZILOTJS,X,O,O,X
ZILOTSJ,O,O,O,X
ZILOJTS,O,X,O,X
ZILOJST,O,X,O,X
ZILOSTJ,O,X,O,X
ZILOSJT,O,X,O,X
ZIJTLSO,O,O,X,X
ZIJTLOS,O,O,O,X
ZIJTSLO,O,O,X,X
ZIJTSOL,O,O,X,X
ZIJTOLS,O,O,O,X
ZIJTOSL,O,O,X,X
ZIJLTSO,O,X,X,X
ZIJLTOS,O,X,O,X
ZIJLSTO,O,X,O,X
ZIJLSOT,O,X,O,X
ZIJLOTS,O,X,O,X
ZIJLOST,O,X,O,X
ZIJSTLO,O,O,O,X
ZIJSTOL,O,O,O,X
ZIJSLTO,O,X,O,X
ZIJSLOT,O,X,O,X
ZIJSOTL,O,O,O,X
ZIJSOLT,O,X,O,X
ZIJOTLS,O,O,O,X
ZIJOTSL,O,O,X,X
ZIJOLTS,O,X,O,X
ZIJOLST,O,X,O,X
ZIJOSTL,O,O,O,X
ZIJOSLT,O,X,O,X
ZISTLJO,X,X,O,X
ZISTLOJ,O,O,O,X
ZISTJLO,O,X,O,X
ZISTJOL,O,X,O,X
ZISTOLJ,O,O,O,X
ZISTOJL,O,X,O,X
ZISLTJO,O,X,O,X
ZISLTOJ,O,X,O,X
ZISLJTO,O,X,O,X
ZISLJOT,O,X,O,X
ZISLOTJ,O,X,O,X
ZISLOJT,O,X,O,X
ZISJTLO,O,O,O,X
ZISJTOL,O,O,O,X
ZISJLTO,O,X,O,X
ZISJLOT,O,X,O,X
ZISJOTL,O,O,O,X
ZISJOLT,O,X,O,X
ZISOTLJ,O,O,O,X
ZISOTJL,O,X,O,X
ZISOLTJ,O,X,O,X
ZISOLJT,O,X,O,X
ZISOJTL,O,O,O,X
ZISOJLT,O,X,O,X
ZIOTLJS,X,O,O,X
ZIOTLSJ,O,O,O,X
ZIOTJLS,X,O,O,X
ZIOTJSL,X,O,X,X
ZIOTSLJ,O,O,O,X
ZIOTSJL,O,X,O,X
ZIOLTJS,X,O,O,X
ZIOLTSJ,O,O,O,X
ZIOLJTS,O,X,O,X
ZIOLJST,O,X,O,X
ZIOLSTJ,O,X,O,X
ZIOLSJT,O,X,O,X
ZIOJTLS,O,O,O,X
ZIOJTSL,O,O,X,X
ZIOJLTS,O,X,O,X
ZIOJLST,O,X,O,X
ZIOJSTL,O,O,O,X
ZIOJSLT,O,X,O,X
ZIOSTLJ,O,O,O,X
ZIOSTJL,O,X,O,X
ZIOSLTJ,O,X,O,X
ZIOSLJT,O,X,O,X
ZIOSJTL,O,O,O,X
ZIOSJLT,O,X,O,X
ZLTIJSO,X,O,X,O
ZLTIJOS,X,O,O,O
ZLTISJO,O,X,O,X
ZLTISOJ,O,O,O,X
ZLTIOJS,X,O,O,O
ZLTIOSJ,O,O,O,X
ZLTJISO,O,O,X,O
ZLTJIOS,O,O,O,O
ZLTJSIO,O,O,X,O
ZLTJSOI,O,O,X,O
ZLTJOIS,O,O,O,O
ZLTJOSI,O,O,X,O
ZLTSIJO,O,X,O,X
ZLTSIOJ,O,O,O,X
ZLTSJIO,O,X,O,O
ZLTSJOI,O,X,O,O
ZLTSOIJ,O,O,O,X
ZLTSOJI,O,X,O,O
ZLTOIJS,X,O,O,O
ZLTOISJ,O,O,O,X
ZLTOJIS,O,O,O,O
ZLTOJSI,O,O,X,O
ZLTOSIJ,O,O,O,X
ZLTOSJI,O,X,O,O
ZLITJSO,X,O,X,O
ZLITJOS,X,O,O,O
ZLITSJO,O,X,O,X
ZLITSOJ,O,O,O,X
ZLITOJS,X,O,O,O
ZLITOSJ,O,O,O,X
ZLIJTSO,O,X,X,O
ZLIJTOS,O,X,O,O
ZLIJSTO,O,X,O,X
ZLIJSOT,O,X,O,X
ZLIJOTS,O,X,O,O
ZLIJOST,O,X,O,X
ZLISTJO,O,X,O,X
ZLISTOJ,O,X,O,X
ZLISJTO,O,X,O,X
ZLISJOT,O,X,O,X
ZLISOTJ,O,X,O,X
ZLISOJT,O,X,O,X
ZLIOTJS,X,O,O,O
ZLIOTSJ,O,O,O,X
ZLIOJTS,O,X,O,O
ZLIOJST,O,X,O,X
ZLIOSTJ,O,X,O,X
ZLIOSJT,O,X,O,X
ZLJTISO,O,X,X,O
ZLJTIOS,O,X,O,O
ZLJTSIO,O,X,X,O
ZLJTSOI,O,X,X,O
ZLJTOIS,O,X,O,O
ZLJTOSI,O,X,X,O
ZLJITSO,O,X,X,O
ZLJITOS,O,X,O,O
ZLJISTO,O,X,O,X
ZLJISOT,O,X,O,X
ZLJIOTS,O,X,O,O
ZLJIOST,O,X,O,X
ZLJSTIO,O,X,O,O
ZLJSTOI,O,X,O,O
ZLJSITO,O,X,O,X
ZLJSIOT,O,X,O,X
ZLJSOTI,O,X,O,O
ZLJSOIT,O,X,O,X
ZLJOTIS,O,X,O,O
ZLJOTSI,O,X,X,O
ZLJOITS,O,X,O,O
ZLJOIST,O,X,O,X
ZLJOSTI,O,X,O,O
ZLJOSIT,O,X,O,X
ZLSTIJO,O,X,O,X
ZLSTIOJ,O,X,O,X
ZLSTJIO,O,X,O,O
ZLSTJOI,O,X,O,O
ZLSTOIJ,O,X,O,X
ZLSTOJI,O,X,O,O
ZLSITJO,O,X,O,X
ZLSITOJ,O,X,O,X
ZLSIJTO,O,X,O,X
ZLSIJOT,O,X,O,X
ZLSIOTJ,O,X,O,X
ZLSIOJT,O,X,O,X
ZLSJTIO,O,X,O,O
ZLSJTOI,O,X,O,O
ZLSJITO,O,X,O,X
ZLSJIOT,O,X,O,X
ZLSJOTI,O,X,O,O
ZLSJOIT,O,X,O,X
ZLSOTIJ,O,X,O,X
ZLSOTJI,O,X,O,O
ZLSOITJ,O,X,O,X
ZLSOIJT,O,X,O,X
ZLSOJTI,O,X,O,O
ZLSOJIT,O,X,O,X
ZLOTIJS,X,O,O,O
ZLOTISJ,O,O,O,X
ZLOTJIS,O,O,O,O
ZLOTJSI,O,O,X,O
ZLOTSIJ,O,O,O,X
ZLOTSJI,O,X,O,O
ZLOITJS,X,O,O,O
ZLOITSJ,O,O,O,X
ZLOIJTS,O,X,O,O
ZLOIJST,O,X,O,X
ZLOISTJ,O,X,O,X
ZLOISJT,O,X,O,X
ZLOJTIS,O,X,O,O
ZLOJTSI,O,X,X,O
ZLOJITS,O,X,O,O
ZLOJIST,O,X,O,X
ZLOJSTI,O,X,O,O
ZLOJSIT,O,X,O,X
ZLOSTIJ,O,X,O,X
ZLOSTJI,O,X,O,O
ZLOSITJ,O,X,O,X
ZLOSIJT,O,X,O,X
ZLOSJTI,O,X,O,O
ZLOSJIT,O,X,O,X
ZJTILSO,O,O,X,O
ZJTILOS,O,O,O,O
ZJTISLO,O,O,X,X
ZJTISOL,O,O,X,O
ZJTIOLS,O,O,O,O
ZJTIOSL,O,O,X,O
ZJTLISO,O,O,X,O
ZJTLIOS,O,O,O,O
ZJTLSIO,O,O,X,O
ZJTLSOI,O,O,X,O
ZJTLOIS,O,O,O,O
ZJTLOSI,O,O,X,O
ZJTSILO,O,O,X,X
ZJTSIOL,O,O,X,O
ZJTSLIO,O,O,X,X
ZJTSLOI,O,O,X,X
ZJTSOIL,O,O,X,O
ZJTSOLI,O,O,X,O
ZJTOILS,O,O,O,O
ZJTOISL,O,O,X,O
ZJTOLIS,O,O,O,O
ZJTOLSI,O,O,X,O
ZJTOSIL,O,O,X,O
ZJTOSLI,O,O,X,O
ZJITLSO,O,O,X,O
ZJITLOS,O,O,O,O
ZJITSLO,O,O,X,X
ZJITSOL,O,O,X,O
ZJITOLS,O,O,O,O
ZJITOSL,O,O,X,O
ZJILTSO,O,X,X,X
ZJILTOS,O,X,O,X
ZJILSTO,O,X,O,X
ZJILSOT,O,X,O,X
ZJILOTS,O,X,O,X
ZJILOST,O,X,O,X
ZJISTLO,O,O,O,X
ZJISTOL,O,O,O,X
ZJISLTO,O,X,O,X
ZJISLOT,O,X,O,X
ZJISOTL,O,O,O,X
ZJISOLT,O,X,O,X
ZJIOTLS,O,O,O,O
ZJIOTSL,O,O,X,O
ZJIOLTS,O,X,O,X
ZJIOLST,O,X,O,X
ZJIOSTL,O,O,O,X
ZJIOSLT,O,X,O,X
ZJLTISO,O,X,X,O
ZJLTIOS,O,X,O,O
ZJLTSIO,O,X,X,O
ZJLTSOI,O,X,X,O
ZJLTOIS,O,X,O,O
ZJLTOSI,O,X,X,O
ZJLITSO,O,X,X,O
ZJLITOS,O,X,O,O
ZJLISTO,O,X,O,X
ZJLISOT,O,X,O,X
ZJLIOTS,O,X,O,O
ZJLIOST,O,X,O,X
ZJLSTIO,O,X,O,O
ZJLSTOI,O,X,O,O
ZJLSITO,O,X,O,X
ZJLSIOT,O,X,O,X
ZJLSOTI,O,X,O,O
ZJLSOIT,O,X,O,X
ZJLOTIS,O,X,O,O
ZJLOTSI,O,X,X,O
ZJLOITS,O,X,O,O
ZJLOIST,O,X,O,X
ZJLOSTI,O,X,O,O
ZJLOSIT,O,X,O,X
ZJSTILO,O,O,O,X
ZJSTIOL,O,O,O,X
ZJSTLIO,O,O,O,X
ZJSTLOI,O,O,O,X
ZJSTOIL,O,O,O,X
ZJSTOLI,O,O,O,X
ZJSITLO,O,O,O,X
ZJSITOL,O,O,O,X
ZJSILTO,O,X,O,X
ZJSILOT,O,X,O,X
ZJSIOTL,O,O,O,X
ZJSIOLT,O,X,O,X
ZJSLTIO,O,X,O,X
ZJSLTOI,O,X,O,X
ZJSLITO,O,X,O,X
ZJSLIOT,O,X,O,X
ZJSLOTI,O,X,O,X
ZJSLOIT,O,X,O,X
ZJSOTIL,O,O,O,X
ZJSOTLI,O,O,O,X
ZJSOITL,O,O,O,X
ZJSOILT,O,X,O,X
ZJSOLTI,O,X,O,X
ZJSOLIT,O,X,O,X
ZJOTILS,O,O,O,O
ZJOTISL,O,O,X,O
ZJOTLIS,O,O,O,O
ZJOTLSI,O,O,X,O
ZJOTSIL,O,O,X,O
ZJOTSLI,O,O,X,O
ZJOITLS,O,O,O,O
ZJOITSL,O,O,X,O
ZJOILTS,O,X,O,X
ZJOILST,O,X,O,X
ZJOISTL,O,O,O,X
ZJOISLT,O,X,O,X
ZJOLTIS,O,X,O,O
ZJOLTSI,O,X,X,O
ZJOLITS,O,X,O,O
ZJOLIST,O,X,O,X
ZJOLSTI,O,X,O,O
ZJOLSIT,O,X,O,X
ZJOSTIL,O,O,O,X
ZJOSTLI,O,O,O,X
ZJOSITL,O,O,O,X
ZJOSILT,O,X,O,X
ZJOSLTI,O,X,O,X
ZJOSLIT,O,X,O,X
ZSTILJO,X,X,O,X
ZSTILOJ,O,O,O,X
ZSTIJLO,O,X,O,X
ZSTIJOL,O,X,O,X
ZSTIOLJ,O,O,O,X
ZSTIOJL,O,X,O,X
ZSTLIJO,X,X,O,X
ZSTLIOJ,O,O,O,X
ZSTLJIO,O,X,O,X
ZSTLJOI,O,X,O,X
ZSTLOIJ,O,O,O,X
ZSTLOJI,O,X,O,X
ZSTJILO,O,X,O,X
ZSTJIOL,O,X,O,X
ZSTJLIO,O,X,O,X
ZSTJLOI,O,X,O,X
ZSTJOIL,O,X,O,X
ZSTJOLI,O,X,O,X
ZSTOILJ,O,O,O,X
ZSTOIJL,O,X,O,X
ZSTOLIJ,O,O,O,X
ZSTOLJI,O,X,O,X
ZSTOJIL,O,X,O,X
ZSTOJLI,O,X,O,X
ZSITLJO,X,X,O,X
ZSITLOJ,O,O,O,X
ZSITJLO,O,X,O,X
ZSITJOL,O,X,O,X
ZSITOLJ,O,O,O,X
ZSITOJL,O,X,O,X
ZSILTJO,O,X,O,X
ZSILTOJ,O,X,O,X
ZSILJTO,O,X,O,X
ZSILJOT,O,X,O,X
ZSILOTJ,O,X,O,X
ZSILOJT,O,X,O,X
ZSIJTLO,O,O,O,X
ZSIJTOL,O,O,O,X
ZSIJLTO,O,X,O,X
ZSIJLOT,O,X,O,X
ZSIJOTL,O,O,O,X
ZSIJOLT,O,X,O,X
ZSIOTLJ,O,O,O,X
ZSIOTJL,O,X,O,X
ZSIOLTJ,O,X,O,X
ZSIOLJT,O,X,O,X
ZSIOJTL,O,O,O,X
ZSIOJLT,O,X,O,X
ZSLTIJO,O,X,O,X
ZSLTIOJ,O,X,O,X
ZSLTJIO,O,X,O,X
ZSLTJOI,O,X,O,X
ZSLTOIJ,O,X,O,X
ZSLTOJI,O,X,O,X
ZSLITJO,O,X,O,X
ZSLITOJ,O,X,O,X
ZSLIJTO,O,X,O,X
ZSLIJOT,O,X,O,X
ZSLIOTJ,O,X,O,X
ZSLIOJT,O,X,O,X
ZSLJTIO,O,X,O,X
ZSLJTOI,O,X,O,X
ZSLJITO,O,X,O,X
ZSLJIOT,O,X,O,X
ZSLJOTI,O,X,O,X
ZSLJOIT,O,X,O,X
ZSLOTIJ,O,X,O,X
ZSLOTJI,O,X,O,X
ZSLOITJ,O,X,O,X
ZSLOIJT,O,X,O,X
ZSLOJTI,O,X,O,X
ZSLOJIT,O,X,O,X
ZSJTILO,O,O,O,X
ZSJTIOL,O,O,O,X
ZSJTLIO,O,O,O,X
ZSJTLOI,O,O,O,X
ZSJTOIL,O,O,O,X
ZSJTOLI,O,O,O,X
ZSJITLO,O,O,O,X
ZSJITOL,O,O,O,X
ZSJILTO,O,X,O,X
ZSJILOT,O,X,O,X
ZSJIOTL,O,O,O,X
ZSJIOLT,O,X,O,X
ZSJLTIO,O,X,O,X
ZSJLTOI,O,X,O,X
ZSJLITO,O,X,O,X
ZSJLIOT,O,X,O,X
ZSJLOTI,O,X,O,X
ZSJLOIT,O,X,O,X
ZSJOTIL,O,O,O,X
ZSJOTLI,O,O,O,X
ZSJOITL,O,O,O,X
ZSJOILT,O,X,O,X
ZSJOLTI,O,X,O,X
ZSJOLIT,O,X,O,X
ZSOTILJ,O,O,O,X
ZSOTIJL,O,X,O,X
ZSOTLIJ,O,O,O,X
ZSOTLJI,O,X,O,X
ZSOTJIL,O,X,O,X
ZSOTJLI,O,X,O,X
ZSOITLJ,O,O,O,X
ZSOITJL,O,X,O,X
ZSOILTJ,O,X,O,X
ZSOILJT,O,X,O,X
ZSOIJTL,O,O,O,X
ZSOIJLT,O,X,O,X
ZSOLTIJ,O,X,O,X
ZSOLTJI,O,X,O,X
ZSOLITJ,O,X,O,X
ZSOLIJT,O,X,O,X
ZSOLJTI,O,X,O,X
ZSOLJIT,O,X,O,X
ZSOJTIL,O,O,O,X
ZSOJTLI,O,O,O,X
ZSOJITL,O,O,O,X
ZSOJILT,O,X,O,X
ZSOJLTI,O,X,O,X
ZSOJLIT,O,X,O,X
ZOTILJS,X,O,O,X
ZOTILSJ,O,O,O,X
ZOTIJLS,X,O,O,O
ZOTIJSL,X,O,X,O
ZOTISLJ,O,O,O,X
ZOTISJL,O,X,O,X
ZOTLIJS,X,O,O,O
ZOTLISJ,O,O,O,X
ZOTLJIS,O,O,O,O
ZOTLJSI,O,O,X,O
ZOTLSIJ,O,O,O,X
ZOTLSJI,O,X,O,O
ZOTJILS,O,O,O,O
