sequence,v115@GhA8IeA8CeA8EeE8BeD8Jei/IvhF3gBRiB1pBOrB8r?BzsB,v115@GhA8IeA8CeA8EeE8BeD8Jel/IvhF3gBUiBaoB2pBxr?BTrB,v115@GhA8IeA8CeA8EeE8BeD8JeOEJvhFxgBliBzkBUmBys?B3rB,v115@GhA8IeA8CeA8EeE8BeD8JeKEJvhFflBRiBFmB8rBzn?BmqB,v115@GhA8IeA8CeA8EeE8BeD8Je/HJvhFaoBTkBxlBmkB1r?BUrB,v115@GhA8IeA8CeA8EeE8BeD8JecGJvhFxkBlnBTkBilBmn?B3rB
ZJOLSTI,O,X,O,O,X,X
ZJOLSIT,O,X,O,O,X,X
ZJOSTIL,O,X,X,X,X,X
ZJOSTLI,O,X,X,X,X,X
ZJOSITL,O,X,X,X,X,X
ZJOSILT,O,X,O,X,X,X
ZJOSLTI,O,X,O,X,X,X
ZJOSLIT,O,X,O,X,X,X
ZSTILJO,O,O,X,X,X,O
ZSTILOJ,O,O,X,X,X,O
ZSTIJLO,O,O,X,X,X,O
ZSTIJOL,X,X,X,X,X,O
ZSTIOLJ,O,O,X,X,X,O
ZSTIOJL,O,X,X,X,X,O
ZSTLIJO,O,O,X,X,X,O
ZSTLIOJ,O,O,X,O,X,O
ZSTLJIO,O,X,X,X,X,X
ZSTLJOI,O,X,X,O,X,X
ZSTLOIJ,O,X,X,O,X,X
ZSTLOJI,O,X,X,O,X,X
ZSTJILO,O,X,X,X,X,O
ZSTJIOL,O,X,X,X,X,O
ZSTJLIO,O,X,X,X,X,X
ZSTJLOI,O,X,X,X,X,X
ZSTJOIL,O,X,X,X,X,X
ZSTJOLI,O,X,X,X,X,X
ZSTOILJ,O,X,X,O,X,O
ZSTOIJL,O,X,X,X,X,O
ZSTOLIJ,O,X,X,O,X,X
ZSTOLJI,O,X,X,O,X,X
ZSTOJIL,O,X,X,X,X,X
ZSTOJLI,O,X,X,X,X,X
ZSITLJO,O,O,X,X,X,O
ZSITLOJ,O,O,X,X,X,O
ZSITJLO,O,O,X,X,X,O
ZSITJOL,X,O,X,X,X,O
ZSITOLJ,O,O,X,X,X,O
ZSITOJL,O,X,X,X,X,O
ZSILTJO,O,O,O,X,X,O
ZSILTOJ,O,O,O,X,X,O
ZSILJTO,X,O,O,X,X,X
ZSILJOT,X,O,X,X,X,X
ZSILOTJ,X,O,O,X,O,X
ZSILOJT,X,O,O,X,O,X
ZSIJTLO,O,O,X,X,X,O
ZSIJTOL,X,O,X,X,X,O
ZSIJLTO,X,O,O,X,X,X
ZSIJLOT,X,O,X,X,X,X
ZSIJOTL,X,O,X,X,X,X
ZSIJOLT,X,O,X,X,X,X
ZSIOTLJ,O,O,X,X,X,O
ZSIOTJL,O,X,X,X,X,O
ZSIOLTJ,O,O,O,X,O,X
ZSIOLJT,X,O,O,X,O,X
ZSIOJTL,O,O,X,X,X,X
ZSIOJLT,X,O,O,X,X,X
ZSLTIJO,O,O,O,X,X,O
ZSLTIOJ,O,O,O,O,X,O
ZSLTJIO,O,X,O,X,X,X
ZSLTJOI,O,X,X,O,X,X
ZSLTOIJ,O,X,O,O,X,X
ZSLTOJI,O,X,O,O,X,X
ZSLITJO,O,O,O,X,X,O
ZSLITOJ,O,O,O,O,X,O
ZSLIJTO,X,O,O,X,X,X
ZSLIJOT,X,O,X,X,X,X
ZSLIOTJ,X,O,O,O,O,X
ZSLIOJT,X,O,O,O,O,X
ZSLJTIO,X,O,O,X,X,X
ZSLJTOI,X,X,X,O,X,X
ZSLJITO,X,O,O,X,X,X
ZSLJIOT,X,O,X,X,X,X
ZSLJOTI,X,X,X,O,X,X
ZSLJOIT,X,X,X,O,X,X
ZSLOTIJ,O,X,O,O,X,X
ZSLOTJI,O,X,O,O,X,X
ZSLOITJ,O,X,O,O,O,X
ZSLOIJT,X,X,O,O,O,X
ZSLOJTI,X,X,O,O,X,X
ZSLOJIT,X,X,O,O,X,X
ZSJTILO,O,O,X,X,X,O
ZSJTIOL,O,O,X,X,X,O
ZSJTLIO,O,O,X,X,X,X
ZSJTLOI,O,X,X,X,X,X
ZSJTOIL,O,X,X,X,X,X
ZSJTOLI,O,X,X,X,X,X
ZSJITLO,O,O,X,X,X,O
ZSJITOL,O,O,X,X,X,O
ZSJILTO,O,O,O,X,X,X
ZSJILOT,X,O,X,X,X,X
ZSJIOTL,O,O,X,X,X,X
ZSJIOLT,O,O,X,X,X,X
ZSJLTIO,O,O,O,X,X,X
ZSJLTOI,O,X,X,X,X,X
ZSJLITO,O,O,O,X,X,X
ZSJLIOT,X,O,X,X,X,X
ZSJLOTI,O,X,X,X,X,X
ZSJLOIT,O,X,X,X,X,X
ZSJOTIL,O,X,X,X,X,X
ZSJOTLI,O,X,X,X,X,X
ZSJOITL,O,X,X,X,X,X
ZSJOILT,O,X,X,X,X,X
ZSJOLTI,O,X,X,X,X,X
ZSJOLIT,O,X,X,X,X,X
ZSOTILJ,O,X,X,O,X,O
ZSOTIJL,O,X,X,X,X,O
ZSOTLIJ,O,X,X,O,X,X
ZSOTLJI,O,X,X,O,X,X
ZSOTJIL,O,X,X,X,X,X
ZSOTJLI,O,X,X,X,X,X
ZSOITLJ,O,X,X,O,X,O
ZSOITJL,O,X,X,X,X,O
ZSOILTJ,O,X,O,O,O,X
ZSOILJT,X,X,O,O,O,X
ZSOIJTL,O,X,X,X,X,X
ZSOIJLT,X,X,O,X,X,X
ZSOLTIJ,O,X,O,O,X,X
ZSOLTJI,O,X,O,O,X,X
ZSOLITJ,O,X,O,O,O,X
ZSOLIJT,X,X,O,O,O,X
ZSOLJTI,X,X,O,O,X,X
ZSOLJIT,X,X,O,O,X,X
ZSOJTIL,O,X,X,X,X,X
ZSOJTLI,O,X,X,X,X,X
ZSOJITL,O,X,X,X,X,X
ZSOJILT,O,X,O,X,X,X
ZSOJLTI,O,X,O,X,X,X
ZSOJLIT,O,X,O,X,X,X
ZOTILJS,O,X,O,O,X,X
ZOTILSJ,O,X,O,O,X,X
ZOTIJLS,O,X,O,O,X,X
ZOTIJSL,O,X,X,X,X,X
ZOTISLJ,O,X,X,O,X,X
ZOTISJL,O,X,X,X,X,X
ZOTLIJS,O,X,O,O,X,X
ZOTLISJ,O,X,O,O,X,X
ZOTLJIS,O,X,O,O,X,X
ZOTLJSI,O,X,O,O,X,X
ZOTLSIJ,O,X,O,O,X,X
ZOTLSJI,O,X,O,O,X,X
ZOTJILS,O,X,O,O,X,X
ZOTJISL,O,X,X,X,X,X
ZOTJLIS,O,X,O,O,X,X
ZOTJLSI,O,X,O,O,X,X
ZOTJSIL,O,X,X,X,X,X
ZOTJSLI,O,X,X,X,X,X
ZOTSILJ,O,X,X,O,X,X
ZOTSIJL,O,X,X,X,X,X
ZOTSLIJ,O,X,X,O,X,X
ZOTSLJI,O,X,X,O,X,X
ZOTSJIL,O,X,X,X,X,X
ZOTSJLI,O,X,X,X,X,X
ZOITLJS,O,X,O,O,X,X
ZOITLSJ,O,X,O,O,X,X
ZOITJLS,O,X,O,O,X,X
ZOITJSL,O,X,X,X,X,X
ZOITSLJ,O,X,X,O,X,X
ZOITSJL,O,X,X,X,X,X
ZOILTJS,O,X,O,O,X,X
ZOILTSJ,O,X,O,O,X,X
ZOILJTS,X,X,O,O,X,X
ZOILJST,X,X,O,O,X,X
ZOILSTJ,O,X,O,O,O,X
ZOILSJT,X,X,O,O,O,X
ZOIJTLS,O,X,O,O,X,X
ZOIJTSL,O,X,X,X,X,X
ZOIJLTS,O,X,O,O,X,X
ZOIJLST,O,X,O,O,X,X
ZOIJSTL,O,X,X,X,X,X
ZOIJSLT,O,X,O,X,X,X
ZOISTLJ,O,X,X,O,X,X
ZOISTJL,O,X,X,X,X,X
ZOISLTJ,O,X,O,O,O,X
ZOISLJT,X,X,O,O,O,X
ZOISJTL,O,X,X,X,X,X
ZOISJLT,X,X,O,X,X,X
ZOLTIJS,O,X,O,O,X,X
ZOLTISJ,O,X,O,O,X,X
ZOLTJIS,O,X,O,O,X,X
ZOLTJSI,O,X,O,O,X,X
ZOLTSIJ,O,X,O,O,X,X
ZOLTSJI,O,X,O,O,X,X
ZOLITJS,O,X,O,O,X,X
ZOLITSJ,O,X,O,O,X,X
ZOLIJTS,X,X,O,O,X,X
ZOLIJST,X,X,O,O,X,X
ZOLISTJ,O,X,O,O,O,X
ZOLISJT,X,X,O,O,O,X
ZOLJTIS,O,X,O,O,X,X
ZOLJTSI,O,X,O,O,X,X
ZOLJITS,O,X,O,O,X,X
ZOLJIST,O,X,O,O,X,X
ZOLJSTI,O,X,O,O,X,X
ZOLJSIT,O,X,O,O,X,X
ZOLSTIJ,O,X,O,O,X,X
ZOLSTJI,O,X,O,O,X,X
ZOLSITJ,O,X,O,O,O,X
ZOLSIJT,X,X,O,O,O,X
ZOLSJTI,X,X,O,O,X,X
ZOLSJIT,X,X,O,O,X,X
ZOJTILS,O,X,O,O,X,X
ZOJTISL,O,X,X,X,X,X
ZOJTLIS,O,X,O,O,X,X
ZOJTLSI,O,X,O,O,X,X
ZOJTSIL,O,X,X,X,X,X
ZOJTSLI,O,X,X,X,X,X
ZOJITLS,O,X,O,O,X,X
ZOJITSL,O,X,X,X,X,X
ZOJILTS,O,X,O,O,X,X
ZOJILST,O,X,O,O,X,X
ZOJISTL,O,X,X,X,X,X
ZOJISLT,O,X,O,X,X,X
ZOJLTIS,O,X,O,O,X,X
ZOJLTSI,O,X,O,O,X,X
ZOJLITS,O,X,O,O,X,X
ZOJLIST,O,X,O,O,X,X
ZOJLSTI,O,X,O,O,X,X
ZOJLSIT,O,X,O,O,X,X
ZOJSTIL,O,X,X,X,X,X
ZOJSTLI,O,X,X,X,X,X
ZOJSITL,O,X,X,X,X,X
ZOJSILT,O,X,O,X,X,X
ZOJSLTI,O,X,O,X,X,X
ZOJSLIT,O,X,O,X,X,X
ZOSTILJ,O,X,X,O,X,X
ZOSTIJL,O,X,X,X,X,X
ZOSTLIJ,O,X,X,O,X,X
ZOSTLJI,O,X,X,O,X,X
ZOSTJIL,O,X,X,X,X,X
ZOSTJLI,O,X,X,X,X,X
ZOSITLJ,O,X,X,O,X,X
ZOSITJL,O,X,X,X,X,X
ZOSILTJ,O,X,O,O,O,X
ZOSILJT,X,X,O,O,O,X
ZOSIJTL,O,X,X,X,X,X
ZOSIJLT,X,X,O,X,X,X
ZOSLTIJ,O,X,O,O,X,X
ZOSLTJI,O,X,O,O,X,X
ZOSLITJ,O,X,O,O,O,X
ZOSLIJT,X,X,O,O,O,X
ZOSLJTI,X,X,O,O,X,X
ZOSLJIT,X,X,O,O,X,X
ZOSJTIL,O,X,X,X,X,X
ZOSJTLI,O,X,X,X,X,X
ZOSJITL,O,X,X,X,X,X
ZOSJILT,O,X,O,X,X,X
ZOSJLTI,O,X,O,X,X,X
ZOSJLIT,O,X,O,X,X,X
OTILJSZ,O,X,O,X,X,X
OTILJZS,O,X,O,X,X,X
OTILSJZ,O,X,O,X,O,X
OTILSZJ,O,X,X,O,O,X
OTILZJS,O,X,O,O,X,X
OTILZSJ,O,X,X,O,X,X
OTIJLSZ,O,X,O,X,X,X
OTIJLZS,O,X,O,X,X,X
OTIJSLZ,O,X,X,X,X,X
OTIJSZL,O,X,X,X,X,X
OTIJZLS,O,X,O,X,X,X
OTIJZSL,O,X,X,X,X,X
OTISLJZ,O,X,X,X,O,X
OTISLZJ,O,X,X,X,O,X
OTISJLZ,O,X,X,X,X,X
OTISJZL,O,X,X,X,X,X
OTISZLJ,O,X,X,X,X,O
OTISZJL,O,X,X,X,X,O
OTIZLJS,O,X,O,O,X,X
OTIZLSJ,O,X,O,O,X,X
OTIZJLS,O,X,O,O,X,X
OTIZJSL,O,X,X,X,X,X
OTIZSLJ,O,X,X,O,X,X
OTIZSJL,O,X,X,X,X,X
OTLIJSZ,O,X,O,X,X,X
OTLIJZS,O,X,O,X,X,X
OTLISJZ,O,X,O,X,O,X
OTLISZJ,O,X,X,O,O,X
OTLIZJS,O,X,O,O,X,X
OTLIZSJ,O,X,O,O,X,X
OTLJISZ,O,X,O,X,X,X
OTLJIZS,O,X,O,X,X,X
OTLJSIZ,O,X,O,X,X,X
OTLJSZI,O,X,O,X,X,X
OTLJZIS,O,X,O,X,X,X
OTLJZSI,O,X,O,X,X,X
OTLSIJZ,O,X,O,X,O,X
OTLSIZJ,O,X,X,O,O,X
OTLSJIZ,O,X,O,X,X,X
OTLSJZI,O,X,O,X,X,X
OTLSZIJ,O,X,O,O,X,X
OTLSZJI,O,X,O,O,X,X
OTLZIJS,O,X,O,O,X,X
OTLZISJ,O,X,O,O,X,X
OTLZJIS,O,X,O,O,X,X
OTLZJSI,O,X,O,O,X,X
OTLZSIJ,O,X,O,O,X,X
OTLZSJI,O,X,O,O,X,X
OTJILSZ,O,X,O,X,X,X
OTJILZS,O,X,O,X,X,X
OTJISLZ,O,X,X,X,X,X
OTJISZL,O,X,X,X,X,X
OTJIZLS,O,X,O,X,X,X
OTJIZSL,O,X,X,X,X,X
OTJLISZ,O,X,O,X,X,X
OTJLIZS,O,X,O,X,X,X
OTJLSIZ,O,X,O,X,X,X
OTJLSZI,O,X,O,X,X,X
OTJLZIS,O,X,O,X,X,X
OTJLZSI,O,X,O,X,X,X
OTJSILZ,O,X,X,X,X,X
OTJSIZL,O,X,X,X,X,X
OTJSLIZ,O,X,X,X,X,X
OTJSLZI,O,X,X,X,X,X
OTJSZIL,O,X,X,X,X,X
OTJSZLI,O,X,X,X,X,X
OTJZILS,O,X,O,X,X,X
OTJZISL,O,X,X,X,X,X
OTJZLIS,O,X,O,X,X,X
OTJZLSI,O,X,O,X,X,X
OTJZSIL,O,X,X,X,X,X
OTJZSLI,O,X,X,X,X,X
OTSILJZ,O,X,X,X,O,X
OTSILZJ,O,X,X,X,O,X
OTSIJLZ,O,X,X,X,X,X
OTSIJZL,O,X,X,X,X,X
OTSIZLJ,O,X,X,X,X,O
OTSIZJL,O,X,X,X,X,O
OTSLIJZ,O,X,X,X,O,X
OTSLIZJ,O,X,X,X,O,X
OTSLJIZ,O,X,X,X,X,X
OTSLJZI,O,X,X,X,X,X
OTSLZIJ,O,X,X,X,X,X
OTSLZJI,O,X,X,X,X,X
OTSJILZ,O,X,X,X,X,X
OTSJIZL,O,X,X,X,X,X
OTSJLIZ,O,X,X,X,X,X
OTSJLZI,O,X,X,X,X,X
OTSJZIL,O,X,X,X,X,X
OTSJZLI,O,X,X,X,X,X
OTSZILJ,O,X,X,X,X,O
OTSZIJL,O,X,X,X,X,O
OTSZLIJ,O,X,X,X,X,X
OTSZLJI,O,X,X,X,X,X
OTSZJIL,O,X,X,X,X,X
OTSZJLI,O,X,X,X,X,X
OTZILJS,O,X,O,O,X,X
OTZILSJ,O,X,O,O,X,X
OTZIJLS,O,X,O,O,X,X
OTZIJSL,O,X,X,X,X,X
OTZISLJ,O,X,X,O,X,X
OTZISJL,O,X,X,X,X,X
OTZLIJS,O,X,O,O,X,X
OTZLISJ,O,X,O,O,X,X
OTZLJIS,O,X,O,O,X,X
OTZLJSI,O,X,O,O,X,X
OTZLSIJ,O,X,O,O,X,X
OTZLSJI,O,X,O,O,X,X
OTZJILS,O,X,O,O,X,X
OTZJISL,O,X,X,X,X,X
OTZJLIS,O,X,O,O,X,X
OTZJLSI,O,X,O,O,X,X
OTZJSIL,O,X,X,X,X,X
OTZJSLI,O,X,X,X,X,X
OTZSILJ,O,X,X,O,X,X
OTZSIJL,O,X,X,X,X,X
OTZSLIJ,O,X,X,O,X,X
OTZSLJI,O,X,X,O,X,X
OTZSJIL,O,X,X,X,X,X
OTZSJLI,O,X,X,X,X,X
OITLJSZ,O,X,O,X,X,X
OITLJZS,O,X,O,X,X,X
OITLSJZ,O,X,O,X,O,X
OITLSZJ,O,X,X,O,O,X
OITLZJS,O,X,O,O,X,X
OITLZSJ,O,X,X,O,X,X
OITJLSZ,O,X,O,X,X,X
OITJLZS,O,X,O,X,X,X
OITJSLZ,O,X,X,X,X,X
OITJSZL,O,X,X,X,X,X
OITJZLS,O,X,O,X,X,X
OITJZSL,O,X,X,X,X,X
OITSLJZ,O,X,X,X,O,X
OITSLZJ,O,X,X,X,O,X
OITSJLZ,O,X,X,X,X,X
OITSJZL,O,X,X,X,X,X
OITSZLJ,O,X,X,X,X,O
OITSZJL,O,X,X,X,X,O
OITZLJS,O,X,O,O,X,X
OITZLSJ,O,X,O,O,X,X
OITZJLS,O,X,O,O,X,X
OITZJSL,O,X,X,X,X,X
OITZSLJ,O,X,X,O,X,X
OITZSJL,O,X,X,X,X,X
OILTJSZ,O,X,O,X,X,X
OILTJZS,O,X,O,X,X,X
OILTSJZ,O,X,O,X,O,X
OILTSZJ,O,X,X,O,O,X
OILTZJS,O,X,O,O,X,X
OILTZSJ,O,X,O,O,X,X
OILJTSZ,X,O,O,X,X,X
OILJTZS,X,O,O,X,X,X
OILJSTZ,X,O,O,X,O,X
OILJSZT,X,O,X,O,O,X
OILJZTS,X,O,O,O,X,X
OILJZST,X,O,O,O,X,X
OILSTJZ,O,X,O,X,O,X
OILSTZJ,O,O,X,O,O,X
OILSJTZ,X,O,O,X,O,X
OILSJZT,X,O,X,O,O,X
OILSZTJ,X,O,X,O,O,X
OILSZJT,X,O,X,O,O,X
OILZTJS,O,X,O,O,X,X
OILZTSJ,O,X,O,O,X,X
OILZJTS,X,O,O,O,X,X
OILZJST,X,O,O,O,X,X
OILZSTJ,O,O,O,O,O,X
OILZSJT,X,O,O,O,O,X
OIJTLSZ,O,O,O,X,X,X
OIJTLZS,O,O,O,X,X,X
OIJTSLZ,O,O,X,X,X,X
OIJTSZL,O,O,X,X,X,X
OIJTZLS,O,O,O,X,X,X
OIJTZSL,O,O,X,X,X,X
OIJLTSZ,X,O,O,X,X,X
OIJLTZS,X,O,O,X,X,X
OIJLSTZ,X,O,O,X,O,X
OIJLSZT,X,O,X,O,O,X
OIJLZTS,X,O,O,O,X,X
OIJLZST,X,O,O,O,X,X
OIJSTLZ,O,O,X,X,X,X
OIJSTZL,O,O,X,X,X,X
OIJSLTZ,X,O,O,X,O,X
OIJSLZT,X,O,X,X,O,X
OIJSZTL,O,O,X,X,X,X
OIJSZLT,O,O,O,X,X,X
OIJZTLS,O,O,O,O,X,X
OIJZTSL,O,O,X,X,X,X
OIJZLTS,X,O,O,O,X,X
OIJZLST,X,O,O,O,X,X
OIJZSTL,O,O,X,X,X,X
OIJZSLT,X,O,O,X,X,X
OISTLJZ,O,X,X,X,O,X
OISTLZJ,O,O,X,X,O,X
OISTJLZ,O,X,X,X,X,X
OISTJZL,O,X,X,X,X,X
OISTZLJ,O,O,X,X,X,O
OISTZJL,O,X,X,X,X,O
OISLTJZ,O,X,O,X,O,X
OISLTZJ,O,O,X,O,O,X
OISLJTZ,X,O,O,X,O,X
OISLJZT,X,O,X,O,O,X
OISLZTJ,X,O,X,O,O,X
OISLZJT,X,O,X,O,O,X
OISJTLZ,O,O,X,X,X,X
OISJTZL,O,O,X,X,X,X
OISJLTZ,X,O,O,X,O,X
OISJLZT,X,O,X,X,O,X
OISJZTL,O,O,X,X,X,X
OISJZLT,O,O,O,X,X,X
OISZTLJ,O,O,X,O,X,O
OISZTJL,O,X,X,X,X,O
OISZLTJ,O,O,O,O,O,X
OISZLJT,X,O,O,O,O,X
OISZJTL,O,O,X,X,X,X
OISZJLT,X,O,O,X,X,X
OIZTLJS,O,X,O,O,X,X
OIZTLSJ,O,X,O,O,X,X
OIZTJLS,O,X,O,O,X,X
OIZTJSL,O,X,X,X,X,X
OIZTSLJ,O,X,X,O,X,X
OIZTSJL,O,X,X,X,X,X
OIZLTJS,O,X,O,O,X,X
OIZLTSJ,O,X,O,O,X,X
OIZLJTS,X,O,O,O,X,X
OIZLJST,X,O,O,O,X,X
OIZLSTJ,O,O,O,O,O,X
OIZLSJT,X,O,O,O,O,X
OIZJTLS,O,O,O,O,X,X
OIZJTSL,O,O,X,X,X,X
OIZJLTS,O,O,O,O,X,X
OIZJLST,O,O,O,O,X,X
OIZJSTL,O,O,X,X,X,X
OIZJSLT,O,O,O,X,X,X
OIZSTLJ,O,O,X,O,X,X
OIZSTJL,O,X,X,X,X,X
OIZSLTJ,O,O,O,O,O,X
OIZSLJT,X,O,O,O,O,X
OIZSJTL,O,O,X,X,X,X
OIZSJLT,X,O,O,X,X,X
OLTIJSZ,O,X,O,X,X,X
OLTIJZS,O,X,O,X,X,X
OLTISJZ,O,X,O,X,O,X
OLTISZJ,O,X,X,O,O,X
OLTIZJS,O,X,O,O,X,X
OLTIZSJ,O,X,O,O,X,X
OLTJISZ,O,X,O,X,X,X
OLTJIZS,O,X,O,X,X,X
OLTJSIZ,O,X,O,X,X,X
OLTJSZI,O,X,O,X,X,X
OLTJZIS,O,X,O,X,X,X
OLTJZSI,O,X,O,X,X,X
OLTSIJZ,O,X,O,X,O,X
OLTSIZJ,O,X,X,O,O,X
OLTSJIZ,O,X,O,X,X,X
OLTSJZI,O,X,O,X,X,X
OLTSZIJ,O,X,O,O,X,X
OLTSZJI,O,X,O,O,X,X
OLTZIJS,O,X,O,O,X,X
OLTZISJ,O,X,O,O,X,X
OLTZJIS,O,X,O,O,X,X
OLTZJSI,O,X,O,O,X,X
OLTZSIJ,O,X,O,O,X,X
OLTZSJI,O,X,O,O,X,X
OLITJSZ,O,X,O,X,X,X
OLITJZS,O,X,O,X,X,X
OLITSJZ,O,X,O,X,O,X
OLITSZJ,O,X,X,O,O,X
OLITZJS,O,X,O,O,X,X
OLITZSJ,O,X,O,O,X,X
OLIJTSZ,X,O,O,X,X,X
OLIJTZS,X,O,O,X,X,X
OLIJSTZ,X,O,O,X,O,X
OLIJSZT,X,O,X,O,O,X
OLIJZTS,X,O,O,O,X,X
OLIJZST,X,O,O,O,X,X
OLISTJZ,O,X,O,X,O,X
OLISTZJ,O,O,X,O,O,X
OLISJTZ,X,O,O,X,O,X
OLISJZT,X,O,X,O,O,X
OLISZTJ,X,O,X,O,O,X
OLISZJT,X,O,X,O,O,X
OLIZTJS,O,X,O,O,X,X
OLIZTSJ,O,X,O,O,X,X
OLIZJTS,X,O,O,O,X,X
OLIZJST,X,O,O,O,X,X
OLIZSTJ,O,O,O,O,O,X
OLIZSJT,X,O,O,O,O,X
OLJTISZ,O,O,O,X,X,X
OLJTIZS,X,O,O,X,X,X
OLJTSIZ,O,O,O,X,X,X
OLJTSZI,O,X,O,X,X,X
OLJTZIS,X,X,O,X,X,X
OLJTZSI,O,X,O,X,X,X
OLJITSZ,X,O,O,X,X,X
OLJITZS,X,O,O,X,X,X
OLJISTZ,X,O,O,X,O,X
OLJISZT,X,O,X,O,O,X
OLJIZTS,X,O,O,O,X,X
OLJIZST,X,O,O,O,X,X
OLJSTIZ,O,O,O,X,X,X
OLJSTZI,O,X,O,X,X,X
OLJSITZ,X,O,O,X,O,X
OLJSIZT,X,O,X,O,O,X
OLJSZTI,O,X,O,O,X,X
OLJSZIT,O,X,O,O,X,X
OLJZTIS,X,X,O,O,X,X
OLJZTSI,X,X,O,O,X,X
OLJZITS,X,X,O,O,X,X
OLJZIST,X,X,O,O,X,X
OLJZSTI,X,X,O,O,X,X
OLJZSIT,X,X,O,O,X,X
OLSTIJZ,O,X,O,X,O,X
OLSTIZJ,O,O,X,O,O,X
OLSTJIZ,O,X,O,X,X,X
OLSTJZI,O,X,O,X,X,X
OLSTZIJ,O,X,O,O,X,X
OLSTZJI,O,X,O,O,X,X
OLSITJZ,O,X,O,X,O,X
OLSITZJ,O,O,X,O,O,X
OLSIJTZ,X,O,O,X,O,X
OLSIJZT,X,O,X,O,O,X
OLSIZTJ,X,O,X,O,O,X
OLSIZJT,X,O,X,O,O,X
OLSJTIZ,O,O,O,X,X,X
OLSJTZI,O,X,O,X,X,X
OLSJITZ,X,O,O,X,O,X
OLSJIZT,X,O,X,O,O,X
OLSJZTI,O,X,O,O,X,X
OLSJZIT,O,X,O,O,X,X
OLSZTIJ,O,X,O,O,X,X
OLSZTJI,O,X,O,O,X,X
OLSZITJ,O,X,O,O,O,X
OLSZIJT,X,X,O,O,O,X
OLSZJTI,X,X,O,O,X,X
OLSZJIT,X,X,O,O,X,X
OLZTIJS,O,X,O,O,X,X
OLZTISJ,O,X,O,O,X,X
OLZTJIS,O,X,O,O,X,X
OLZTJSI,O,X,O,O,X,X
OLZTSIJ,O,X,O,O,X,X
OLZTSJI,O,X,O,O,X,X
OLZITJS,O,X,O,O,X,X
OLZITSJ,O,X,O,O,X,X
OLZIJTS,X,X,O,O,X,X
OLZIJST,X,X,O,O,X,X
OLZISTJ,O,X,O,O,O,X
OLZISJT,X,X,O,O,O,X
OLZJTIS,O,X,O,O,X,X
OLZJTSI,O,X,O,O,X,X
OLZJITS,O,X,O,O,X,X
OLZJIST,O,X,O,O,X,X
OLZJSTI,O,X,O,O,X,X
OLZJSIT,O,X,O,O,X,X
OLZSTIJ,O,X,O,O,X,X
OLZSTJI,O,X,O,O,X,X
OLZSITJ,O,X,O,O,O,X
OLZSIJT,X,X,O,O,O,X
OLZSJTI,X,X,O,O,X,X
OLZSJIT,X,X,O,O,X,X
OJTILSZ,O,O,O,X,X,X
OJTILZS,O,O,O,X,X,X
OJTISLZ,O,O,X,X,X,X
OJTISZL,O,O,X,X,X,X
OJTIZLS,O,O,O,X,X,X
OJTIZSL,O,O,X,X,X,X
OJTLISZ,O,O,O,X,X,X
OJTLIZS,O,O,O,X,X,X
OJTLSIZ,O,O,O,X,X,X
OJTLSZI,O,X,O,X,X,X
OJTLZIS,O,X,O,X,X,X
OJTLZSI,O,X,O,X,X,X
OJTSILZ,O,O,X,X,X,X
OJTSIZL,O,O,X,X,X,X
OJTSLIZ,O,O,X,X,X,X
OJTSLZI,O,X,X,X,X,X
OJTSZIL,O,X,X,X,X,X
OJTSZLI,O,X,X,X,X,X
OJTZILS,O,X,O,X,X,X
OJTZISL,O,X,X,X,X,X
OJTZLIS,O,X,O,X,X,X
OJTZLSI,O,X,O,X,X,X
OJTZSIL,O,X,X,X,X,X
OJTZSLI,O,X,X,X,X,X
OJITLSZ,O,O,O,X,X,X
OJITLZS,O,O,O,X,X,X
OJITSLZ,O,O,X,X,X,X
OJITSZL,O,O,X,X,X,X
OJITZLS,O,O,O,X,X,X
OJITZSL,O,O,X,X,X,X
OJILTSZ,X,O,O,X,X,X
OJILTZS,X,O,O,X,X,X
OJILSTZ,X,O,O,X,O,X
OJILSZT,X,O,X,O,O,X
OJILZTS,X,O,O,O,X,X
OJILZST,X,O,O,O,X,X
OJISTLZ,O,O,X,X,X,X
OJISTZL,O,O,X,X,X,X
OJISLTZ,X,O,O,X,O,X
OJISLZT,X,O,X,X,O,X
OJISZTL,O,O,X,X,X,X
OJISZLT,O,O,O,X,X,X
OJIZTLS,O,O,O,O,X,X
OJIZTSL,O,O,X,X,X,X
OJIZLTS,X,O,O,O,X,X
OJIZLST,X,O,O,O,X,X
OJIZSTL,O,O,X,X,X,X
OJIZSLT,X,O,O,X,X,X
OJLTISZ,O,O,O,X,X,X
OJLTIZS,X,O,O,X,X,X
OJLTSIZ,O,O,O,X,X,X
OJLTSZI,O,X,O,X,X,X
OJLTZIS,X,X,O,X,X,X
OJLTZSI,O,X,O,X,X,X
OJLITSZ,X,O,O,X,X,X
OJLITZS,X,O,O,X,X,X
OJLISTZ,X,O,O,X,O,X
OJLISZT,X,O,X,O,O,X
OJLIZTS,X,O,O,O,X,X
OJLIZST,X,O,O,O,X,X
OJLSTIZ,O,O,O,X,X,X
OJLSTZI,O,X,O,X,X,X
OJLSITZ,X,O,O,X,O,X
OJLSIZT,X,O,X,O,O,X
OJLSZTI,O,X,O,O,X,X
OJLSZIT,O,X,O,O,X,X
OJLZTIS,X,X,O,O,X,X
OJLZTSI,X,X,O,O,X,X
