sequence,v115@IhB8GeD8FeE8DeA8Jei/IvhFzgB8nB+oB3mBFnBRxB,v115@IhB8GeD8FeE8DeA8Jei/IvhFzgB+mBxiBctBXsBlsB,v115@IhB8GeD8FeE8DeA8Jei/IvhFzgBFiBXjBctBxrBWxB,v115@IhB8GeD8FeE8DeA8Jei/IvhFfmBziB+oBUnBlmBRxB,v115@IhB8GeD8FeE8DeA8Jei/IvhFzgBUiB1rBXoBGoBRxB,v115@IhB8GeD8FeE8DeA8Jei/IvhFzgBRiB3mBWtBVxBctB
IZOSTJL,X,X,O,X,X,X
IZOSLTJ,X,X,O,X,X,X
IZOSLJT,O,O,O,O,X,X
IZOSJTL,O,O,O,O,X,X
IZOSJLT,O,O,O,O,X,X
IOTLJSZ,O,X,X,X,O,X
IOTLJZS,O,X,O,X,O,X
IOTLSJZ,O,X,X,X,O,X
IOTLSZJ,X,X,O,X,O,X
IOTLZJS,X,X,O,X,O,X
IOTLZSJ,X,X,O,X,O,X
IOTJLSZ,O,X,X,X,O,X
IOTJLZS,O,X,O,X,O,X
IOTJSLZ,O,X,X,X,O,X
IOTJSZL,O,X,X,X,O,X
IOTJZLS,O,X,O,X,O,X
IOTJZSL,O,X,O,X,O,X
IOTSLJZ,O,X,X,X,O,X
IOTSLZJ,X,X,O,X,O,X
IOTSJLZ,O,X,X,X,O,X
IOTSJZL,O,X,X,X,O,X
IOTSZLJ,X,X,O,X,O,X
IOTSZJL,X,X,O,X,O,X
IOTZLJS,X,X,O,X,O,X
IOTZLSJ,X,X,O,X,O,X
IOTZJLS,X,X,O,X,O,X
IOTZJSL,X,X,O,X,O,X
IOTZSLJ,X,X,O,X,O,X
IOTZSJL,X,X,O,X,O,X
IOLTJSZ,O,X,X,X,O,X
IOLTJZS,O,X,O,X,O,X
IOLTSJZ,O,X,X,X,O,X
IOLTSZJ,X,X,O,X,O,X
IOLTZJS,X,X,O,X,O,X
IOLTZSJ,X,X,O,X,O,X
IOLJTSZ,O,X,X,O,O,X
IOLJTZS,O,X,O,O,O,X
IOLJSTZ,O,X,X,O,X,X
IOLJSZT,O,O,X,O,X,X
IOLJZTS,O,O,O,O,X,X
IOLJZST,O,O,O,O,X,X
IOLSTJZ,O,X,X,X,O,O
IOLSTZJ,X,X,O,X,O,X
IOLSJTZ,O,X,X,O,X,X
IOLSJZT,O,O,X,O,X,X
IOLSZTJ,X,X,O,X,X,X
IOLSZJT,O,O,O,O,X,X
IOLZTJS,X,X,O,X,O,X
IOLZTSJ,X,X,O,X,O,X
IOLZJTS,O,O,O,O,X,X
IOLZJST,O,O,O,O,X,X
IOLZSTJ,X,X,O,X,X,X
IOLZSJT,O,O,O,O,X,X
IOJTLSZ,O,X,X,O,O,X
IOJTLZS,O,X,O,O,O,X
IOJTSLZ,O,X,X,O,O,X
IOJTSZL,O,X,X,O,O,X
IOJTZLS,O,X,O,O,O,X
IOJTZSL,O,X,O,O,O,X
IOJLTSZ,O,X,X,O,O,X
IOJLTZS,O,X,O,O,O,X
IOJLSTZ,O,X,X,O,X,X
IOJLSZT,O,O,X,O,X,X
IOJLZTS,O,O,O,O,X,X
IOJLZST,O,O,O,O,X,X
IOJSTLZ,O,X,X,O,X,X
IOJSTZL,O,X,X,O,X,X
IOJSLTZ,O,X,X,O,X,X
IOJSLZT,O,O,X,O,X,X
IOJSZTL,O,O,X,O,X,X
IOJSZLT,O,O,X,O,X,X
IOJZTLS,O,O,O,O,X,X
IOJZTSL,O,X,O,O,X,X
IOJZLTS,O,O,O,O,X,X
IOJZLST,O,O,O,O,X,X
IOJZSTL,O,O,O,O,X,X
IOJZSLT,O,O,O,O,X,X
IOSTLJZ,O,X,X,X,O,O
IOSTLZJ,X,X,O,X,O,X
IOSTJLZ,O,X,X,X,O,O
IOSTJZL,O,X,X,X,O,O
IOSTZLJ,X,X,O,X,O,X
IOSTZJL,X,X,O,X,O,X
IOSLTJZ,O,X,X,X,O,O
IOSLTZJ,X,X,O,X,O,X
IOSLJTZ,O,X,X,O,X,X
IOSLJZT,O,O,X,O,X,X
IOSLZTJ,X,X,O,X,X,X
IOSLZJT,O,O,O,O,X,X
IOSJTLZ,O,X,X,O,X,X
IOSJTZL,O,X,X,O,X,X
IOSJLTZ,O,X,X,O,X,X
IOSJLZT,O,O,X,O,X,X
IOSJZTL,O,O,X,O,X,X
IOSJZLT,O,O,X,O,X,X
IOSZTLJ,X,X,O,X,X,X
IOSZTJL,X,X,O,X,X,X
IOSZLTJ,X,X,O,X,X,X
IOSZLJT,O,O,O,O,X,X
IOSZJTL,O,O,O,O,X,X
IOSZJLT,O,O,O,O,X,X
IOZTLJS,X,X,O,X,O,X
IOZTLSJ,X,X,O,X,O,X
IOZTJLS,X,X,O,X,O,X
IOZTJSL,X,X,O,X,O,X
IOZTSLJ,X,X,O,X,O,X
IOZTSJL,X,X,O,X,O,X
IOZLTJS,X,X,O,X,O,X
IOZLTSJ,X,X,O,X,O,X
IOZLJTS,O,O,O,O,X,X
IOZLJST,O,O,O,O,X,X
IOZLSTJ,X,X,O,X,X,X
IOZLSJT,O,O,O,O,X,X
IOZJTLS,O,O,O,O,X,X
IOZJTSL,O,X,O,O,X,X
IOZJLTS,O,O,O,O,X,X
IOZJLST,O,O,O,O,X,X
IOZJSTL,O,O,O,O,X,X
IOZJSLT,O,O,O,O,X,X
IOZSTLJ,X,X,O,X,X,X
IOZSTJL,X,X,O,X,X,X
IOZSLTJ,X,X,O,X,X,X
IOZSLJT,O,O,O,O,X,X
IOZSJTL,O,O,O,O,X,X
IOZSJLT,O,O,O,O,X,X
LTIJSZO,O,X,X,O,O,O
LTIJSOZ,O,X,X,O,O,O
LTIJZSO,O,X,O,O,O,X
LTIJZOS,O,X,O,O,O,X
LTIJOSZ,O,X,X,O,O,X
LTIJOZS,O,X,O,O,O,X
LTISJZO,O,X,X,O,O,O
LTISJOZ,O,X,X,O,O,O
LTISZJO,X,X,O,O,O,X
LTISZOJ,X,X,O,X,O,X
LTISOJZ,O,X,X,X,O,O
LTISOZJ,X,X,O,X,O,X
LTIZJSO,X,X,O,O,O,X
LTIZJOS,X,X,O,O,O,X
LTIZSJO,X,X,O,O,O,X
LTIZSOJ,X,X,O,X,O,X
LTIZOJS,X,X,O,X,O,X
LTIZOSJ,X,X,O,X,O,X
LTIOJSZ,O,X,X,X,O,X
LTIOJZS,O,X,O,X,O,X
LTIOSJZ,O,X,X,X,O,X
LTIOSZJ,X,X,O,X,O,X
LTIOZJS,X,X,O,X,O,X
LTIOZSJ,X,X,O,X,O,X
LTJISZO,O,X,X,O,O,O
LTJISOZ,O,X,X,O,O,O
LTJIZSO,O,X,X,O,O,X
LTJIZOS,O,X,X,O,O,X
LTJIOSZ,O,X,X,O,O,X
LTJIOZS,O,X,X,O,O,X
LTJSIZO,X,X,X,O,X,O
LTJSIOZ,X,X,X,O,X,O
LTJSZIO,X,O,X,X,X,O
LTJSZOI,O,O,X,X,X,O
LTJSOIZ,X,X,X,O,X,O
LTJSOZI,O,O,X,X,X,O
LTJZISO,O,X,X,X,O,X
LTJZIOS,O,O,X,X,O,X
LTJZSIO,X,O,X,X,X,O
LTJZSOI,O,O,X,X,X,O
LTJZOIS,O,O,X,X,O,X
LTJZOSI,O,O,X,X,X,X
LTJOISZ,O,X,X,O,O,X
LTJOIZS,O,X,X,O,O,X
LTJOSIZ,X,X,X,O,X,O
LTJOSZI,O,O,X,X,X,O
LTJOZIS,O,O,X,X,O,X
LTJOZSI,O,O,X,X,X,X
LTSIJZO,O,X,X,O,O,O
LTSIJOZ,O,X,X,O,O,O
LTSIZJO,X,X,X,O,O,X
LTSIZOJ,X,X,X,X,O,X
LTSIOJZ,O,X,X,X,O,O
LTSIOZJ,X,X,X,X,O,X
LTSJIZO,X,X,X,O,X,O
LTSJIOZ,X,X,X,O,X,O
LTSJZIO,X,O,X,X,X,O
LTSJZOI,O,O,X,X,X,O
LTSJOIZ,X,X,X,O,X,O
LTSJOZI,O,O,X,X,X,O
LTSZIJO,X,O,X,X,O,X
LTSZIOJ,X,X,X,X,O,X
LTSZJIO,X,O,X,X,X,O
LTSZJOI,X,O,X,X,X,O
LTSZOIJ,X,X,X,X,O,X
LTSZOJI,X,O,X,X,X,O
LTSOIJZ,O,X,X,X,O,O
LTSOIZJ,X,X,X,X,O,X
LTSOJIZ,X,X,X,X,X,O
LTSOJZI,O,O,X,X,X,O
LTSOZIJ,X,X,X,X,O,X
LTSOZJI,X,O,X,X,X,O
LTZIJSO,X,X,O,X,O,X
LTZIJOS,X,O,O,X,O,X
LTZISJO,X,O,O,X,O,X
LTZISOJ,X,X,O,X,O,X
LTZIOJS,X,X,O,X,O,X
LTZIOSJ,X,X,O,X,O,X
LTZJISO,X,X,X,X,O,X
LTZJIOS,X,O,X,X,O,X
LTZJSIO,X,O,X,X,X,O
LTZJSOI,X,O,X,X,X,O
LTZJOIS,X,O,X,X,O,X
LTZJOSI,X,O,X,X,X,X
LTZSIJO,X,O,O,X,O,X
LTZSIOJ,X,X,O,X,O,X
LTZSJIO,X,O,O,X,X,O
LTZSJOI,X,O,O,X,X,O
LTZSOIJ,X,X,O,X,O,X
LTZSOJI,X,O,O,X,X,O
LTZOIJS,X,X,O,X,O,X
LTZOISJ,X,X,O,X,O,X
LTZOJIS,X,O,X,X,O,X
LTZOJSI,X,O,X,X,X,X
LTZOSIJ,X,X,O,X,O,X
LTZOSJI,X,O,O,X,X,X
LTOIJSZ,O,X,X,X,O,X
LTOIJZS,O,X,O,X,O,X
LTOISJZ,O,X,X,X,O,X
LTOISZJ,X,X,O,X,O,X
LTOIZJS,X,X,O,X,O,X
LTOIZSJ,X,X,O,X,O,X
LTOJISZ,O,X,X,X,O,X
LTOJIZS,O,X,X,X,O,X
LTOJSIZ,X,X,X,X,X,O
LTOJSZI,O,O,X,X,X,O
LTOJZIS,O,O,X,X,O,X
LTOJZSI,O,O,X,X,X,X
LTOSIJZ,O,X,X,X,O,O
LTOSIZJ,X,X,X,X,O,X
LTOSJIZ,X,X,X,X,X,O
LTOSJZI,O,O,X,X,X,O
LTOSZIJ,X,X,X,X,O,X
LTOSZJI,X,O,X,X,X,O
LTOZIJS,X,X,O,X,O,X
LTOZISJ,X,X,O,X,O,X
LTOZJIS,X,O,X,X,O,X
LTOZJSI,X,O,X,X,X,X
LTOZSIJ,X,X,O,X,O,X
LTOZSJI,X,O,O,X,X,X
LITJSZO,O,X,X,O,O,O
LITJSOZ,O,X,X,O,O,O
LITJZSO,O,X,O,O,O,X
LITJZOS,O,X,O,O,O,X
LITJOSZ,O,X,X,O,O,X
LITJOZS,O,X,O,O,O,X
LITSJZO,O,X,X,O,O,O
LITSJOZ,O,X,X,O,O,O
LITSZJO,X,X,O,O,O,X
LITSZOJ,X,X,O,X,O,X
LITSOJZ,O,X,X,X,O,O
LITSOZJ,X,X,O,X,O,X
LITZJSO,X,X,O,O,O,X
LITZJOS,X,X,O,O,O,X
LITZSJO,X,X,O,O,O,X
LITZSOJ,X,X,O,X,O,X
LITZOJS,X,X,O,X,O,X
LITZOSJ,X,X,O,X,O,X
LITOJSZ,O,X,X,X,O,X
LITOJZS,O,X,O,X,O,X
LITOSJZ,O,X,X,X,O,X
LITOSZJ,X,X,O,X,O,X
LITOZJS,X,X,O,X,O,X
LITOZSJ,X,X,O,X,O,X
LIJTSZO,O,X,X,O,O,X
LIJTSOZ,O,X,X,O,O,X
LIJTZSO,O,X,O,O,O,X
LIJTZOS,O,X,O,O,O,X
LIJTOSZ,O,X,X,O,O,X
LIJTOZS,O,X,O,O,O,X
LIJSTZO,O,X,X,O,O,X
LIJSTOZ,O,X,X,O,O,X
LIJSZTO,O,O,X,O,X,X
LIJSZOT,O,O,X,O,X,X
LIJSOTZ,O,X,X,O,X,X
LIJSOZT,O,O,X,O,X,X
LIJZTSO,O,X,O,O,X,X
LIJZTOS,O,O,O,O,X,X
LIJZSTO,O,O,O,O,X,X
LIJZSOT,O,O,O,O,X,X
LIJZOTS,O,O,O,O,X,X
LIJZOST,O,O,O,O,X,X
LIJOTSZ,O,X,X,O,O,X
LIJOTZS,O,X,O,O,O,X
LIJOSTZ,O,X,X,O,X,X
LIJOSZT,O,O,X,O,X,X
LIJOZTS,O,O,O,O,X,X
LIJOZST,O,O,O,O,X,X
LISTJZO,O,X,X,O,O,O
LISTJOZ,O,X,X,O,O,O
LISTZJO,X,X,O,O,O,X
LISTZOJ,X,X,O,X,O,X
LISTOJZ,O,X,X,X,O,O
LISTOZJ,X,X,O,X,O,X
LISJTZO,O,X,X,O,O,X
LISJTOZ,O,X,X,O,O,X
LISJZTO,O,O,X,O,X,X
LISJZOT,O,O,X,O,X,X
LISJOTZ,O,X,X,O,X,X
LISJOZT,O,O,X,O,X,X
LISZTJO,X,O,O,O,O,X
LISZTOJ,X,X,O,X,O,X
LISZJTO,O,O,O,O,X,X
LISZJOT,O,O,O,O,X,X
LISZOTJ,X,X,O,X,X,X
LISZOJT,O,O,O,O,X,X
LISOTJZ,O,X,X,X,O,O
LISOTZJ,X,X,O,X,O,X
LISOJTZ,O,X,X,O,X,X
LISOJZT,O,O,X,O,X,X
LISOZTJ,X,X,O,X,X,X
LISOZJT,O,O,O,O,X,X
LIZTJSO,X,X,O,O,O,X
LIZTJOS,X,O,O,O,O,X
LIZTSJO,X,O,O,O,O,X
LIZTSOJ,X,X,O,X,O,X
LIZTOJS,X,X,O,X,O,X
LIZTOSJ,X,X,O,X,O,X
LIZJTSO,O,X,O,O,X,X
LIZJTOS,O,O,O,O,X,X
LIZJSTO,O,O,O,O,X,X
LIZJSOT,O,O,O,O,X,X
LIZJOTS,O,O,O,O,X,X
LIZJOST,O,O,O,O,X,X
LIZSTJO,X,O,O,O,O,X
LIZSTOJ,X,X,O,X,O,X
LIZSJTO,O,O,O,O,X,X
LIZSJOT,O,O,O,O,X,X
LIZSOTJ,X,X,O,X,X,X
LIZSOJT,O,O,O,O,X,X
LIZOTJS,X,X,O,X,O,X
LIZOTSJ,X,X,O,X,O,X
LIZOJTS,O,O,O,O,X,X
LIZOJST,O,O,O,O,X,X
LIZOSTJ,X,X,O,X,X,X
LIZOSJT,O,O,O,O,X,X
LIOTJSZ,O,X,X,X,O,X
LIOTJZS,O,X,O,X,O,X
LIOTSJZ,O,X,X,X,O,X
LIOTSZJ,X,X,O,X,O,X
LIOTZJS,X,X,O,X,O,X
LIOTZSJ,X,X,O,X,O,X
LIOJTSZ,O,X,X,O,O,X
LIOJTZS,O,X,O,O,O,X
LIOJSTZ,O,X,X,O,X,X
LIOJSZT,O,O,X,O,X,X
LIOJZTS,O,O,O,O,X,X
LIOJZST,O,O,O,O,X,X
LIOSTJZ,O,X,X,X,O,O
LIOSTZJ,X,X,O,X,O,X
LIOSJTZ,O,X,X,O,X,X
LIOSJZT,O,O,X,O,X,X
LIOSZTJ,X,X,O,X,X,X
LIOSZJT,O,O,O,O,X,X
LIOZTJS,X,X,O,X,O,X
LIOZTSJ,X,X,O,X,O,X
LIOZJTS,O,O,O,O,X,X
LIOZJST,O,O,O,O,X,X
LIOZSTJ,X,X,O,X,X,X
LIOZSJT,O,O,O,O,X,X
LJTISZO,O,X,X,O,O,O
LJTISOZ,O,X,X,O,O,O
LJTIZSO,O,X,X,O,O,X
LJTIZOS,O,X,X,O,O,X
LJTIOSZ,O,X,X,O,O,X
LJTIOZS,O,X,X,O,O,X
LJTSIZO,X,X,X,O,X,O
LJTSIOZ,X,X,X,O,X,O
LJTSZIO,X,O,X,X,X,O
LJTSZOI,O,O,X,X,X,O
LJTSOIZ,X,X,X,O,X,O
LJTSOZI,O,O,X,X,X,O
LJTZISO,O,X,X,X,O,X
LJTZIOS,O,O,X,X,O,X
LJTZSIO,X,O,X,X,X,O
LJTZSOI,O,O,X,X,X,O
LJTZOIS,O,O,X,X,O,X
LJTZOSI,O,O,X,X,X,X
LJTOISZ,O,X,X,O,O,X
LJTOIZS,O,X,X,O,O,X
LJTOSIZ,X,X,X,O,X,O
LJTOSZI,O,O,X,X,X,O
LJTOZIS,O,O,X,X,O,X
LJTOZSI,O,O,X,X,X,X
LJITSZO,O,X,X,O,O,X
LJITSOZ,O,X,X,O,O,X
LJITZSO,O,X,O,O,O,X
LJITZOS,O,X,O,O,O,X
LJITOSZ,O,X,X,O,O,X
LJITOZS,O,X,O,O,O,X
LJISTZO,O,X,X,O,O,X
LJISTOZ,O,X,X,O,O,X
LJISZTO,O,O,X,O,X,X
LJISZOT,O,O,X,O,X,X
LJISOTZ,O,X,X,O,X,X
LJISOZT,O,O,X,O,X,X
LJIZTSO,O,X,O,O,X,X
LJIZTOS,O,O,O,O,X,X
LJIZSTO,O,O,O,O,X,X
LJIZSOT,O,O,O,O,X,X
LJIZOTS,O,O,O,O,X,X
LJIZOST,O,O,O,O,X,X
LJIOTSZ,O,X,X,O,O,X
LJIOTZS,O,X,O,O,O,X
LJIOSTZ,O,X,X,O,X,X
LJIOSZT,O,O,X,O,X,X
LJIOZTS,O,O,O,O,X,X
LJIOZST,O,O,O,O,X,X
LJSTIZO,X,X,X,O,X,O
LJSTIOZ,X,X,X,O,X,O
LJSTZIO,X,O,X,X,X,O
LJSTZOI,O,O,X,X,X,O
LJSTOIZ,X,X,X,O,X,O
LJSTOZI,O,O,X,X,X,O
LJSITZO,O,X,X,O,X,X
LJSITOZ,O,X,X,O,X,X
LJSIZTO,O,O,X,O,X,X
LJSIZOT,O,O,X,O,X,X
LJSIOTZ,O,X,X,O,X,X
LJSIOZT,O,O,X,O,X,X
LJSZTIO,X,O,X,X,X,X
LJSZTOI,O,O,X,X,X,X
LJSZITO,O,O,X,O,X,X
LJSZIOT,O,O,X,O,X,X
LJSZOTI,O,O,X,X,X,X
LJSZOIT,O,O,X,O,X,X
LJSOTIZ,X,X,X,O,X,O
LJSOTZI,O,O,X,X,X,O
LJSOITZ,O,X,X,O,X,X
LJSOIZT,O,O,X,O,X,X
LJSOZTI,O,O,X,X,X,X
LJSOZIT,O,O,X,O,X,X
LJZTISO,O,X,X,X,X,X
LJZTIOS,O,O,X,X,X,X
LJZTSIO,X,O,X,X,X,X
LJZTSOI,O,O,X,X,X,X
LJZTOIS,O,O,X,X,X,X
LJZTOSI,O,O,X,X,X,X
LJZITSO,O,X,O,O,X,X
LJZITOS,O,O,O,O,X,X
LJZISTO,O,O,O,O,X,X
LJZISOT,O,O,O,O,X,X
LJZIOTS,O,O,O,O,X,X
LJZIOST,O,O,O,O,X,X
LJZSTIO,X,O,O,X,X,X
LJZSTOI,O,O,O,X,X,X
LJZSITO,O,O,O,O,X,X
LJZSIOT,O,O,O,O,X,X
LJZSOTI,O,O,O,X,X,X
LJZSOIT,O,O,O,O,X,X
LJZOTIS,O,O,X,X,X,X
LJZOTSI,O,O,X,X,X,X
LJZOITS,O,O,O,O,X,X
LJZOIST,O,O,O,O,X,X
LJZOSTI,O,O,O,X,X,X
LJZOSIT,O,O,O,O,X,X
LJOTISZ,O,X,X,O,O,X
LJOTIZS,O,X,X,O,O,X
LJOTSIZ,X,X,X,O,X,X
LJOTSZI,O,O,X,X,X,X
LJOTZIS,O,O,X,X,O,X
LJOTZSI,O,O,X,X,X,X
LJOITSZ,O,X,X,O,O,X
LJOITZS,O,X,O,O,O,X
LJOISTZ,O,X,X,O,X,X
LJOISZT,O,O,X,O,X,X
LJOIZTS,O,O,O,O,X,X
LJOIZST,O,O,O,O,X,X
LJOSTIZ,X,X,X,O,X,O
LJOSTZI,O,O,X,X,X,O
LJOSITZ,O,X,X,O,X,X
LJOSIZT,O,O,X,O,X,X
LJOSZTI,O,O,X,X,X,X
LJOSZIT,O,O,X,O,X,X
LJOZTIS,O,O,X,X,X,X
LJOZTSI,O,O,X,X,X,X
LJOZITS,O,O,O,O,X,X
LJOZIST,O,O,O,O,X,X
LJOZSTI,O,O,O,X,X,X
LJOZSIT,O,O,O,O,X,X
LSTIJZO,O,X,X,O,O,O
LSTIJOZ,O,X,X,O,O,O
LSTIZJO,X,X,X,O,O,X
LSTIZOJ,X,X,X,X,O,X
LSTIOJZ,O,X,X,X,O,O
LSTIOZJ,X,X,X,X,O,X
LSTJIZO,X,X,X,O,X,O
LSTJIOZ,X,X,X,O,X,O
LSTJZIO,X,O,X,X,X,O
LSTJZOI,O,O,X,X,X,O
LSTJOIZ,X,X,X,O,X,O
LSTJOZI,O,O,X,X,X,O
LSTZIJO,X,O,X,X,O,X
LSTZIOJ,X,X,X,X,O,X
LSTZJIO,X,O,X,X,X,O
LSTZJOI,X,O,X,X,X,O
LSTZOIJ,X,X,X,X,O,X
LSTZOJI,X,O,X,X,X,O
LSTOIJZ,O,X,X,X,O,O
LSTOIZJ,X,X,X,X,O,X
LSTOJIZ,X,X,X,X,X,O
LSTOJZI,O,O,X,X,X,O
LSTOZIJ,X,X,X,X,O,X
LSTOZJI,X,O,X,X,X,O
LSITJZO,O,X,X,O,O,O
LSITJOZ,O,X,X,O,O,O
LSITZJO,X,X,O,O,O,X
LSITZOJ,X,X,O,X,O,X
LSITOJZ,O,X,X,X,O,O
LSITOZJ,X,X,O,X,O,X
LSIJTZO,O,X,X,O,O,X
LSIJTOZ,O,X,X,O,O,X
LSIJZTO,O,O,X,O,X,X
LSIJZOT,O,O,X,O,X,X
LSIJOTZ,O,X,X,O,X,X
LSIJOZT,O,O,X,O,X,X
LSIZTJO,X,O,O,O,O,X
LSIZTOJ,X,X,O,X,O,X
LSIZJTO,O,O,O,O,X,X
LSIZJOT,O,O,O,O,X,X
LSIZOTJ,X,X,O,X,X,X
LSIZOJT,O,O,O,O,X,X
LSIOTJZ,O,X,X,X,O,O
LSIOTZJ,X,X,O,X,O,X
LSIOJTZ,O,X,X,O,X,X
LSIOJZT,O,O,X,O,X,X
LSIOZTJ,X,X,O,X,X,X
LSIOZJT,O,O,O,O,X,X
LSJTIZO,X,X,X,O,X,O
LSJTIOZ,X,X,X,O,X,O
LSJTZIO,X,O,X,X,X,O
LSJTZOI,O,O,X,X,X,O
LSJTOIZ,X,X,X,O,X,O
LSJTOZI,O,O,X,X,X,O
LSJITZO,O,X,X,O,X,X
LSJITOZ,O,X,X,O,X,X
LSJIZTO,O,O,X,O,X,X
LSJIZOT,O,O,X,O,X,X
LSJIOTZ,O,X,X,O,X,X
LSJIOZT,O,O,X,O,X,X
LSJZTIO,X,O,X,X,X,X
LSJZTOI,O,O,X,X,X,X
LSJZITO,O,O,X,O,X,X
LSJZIOT,O,O,X,O,X,X
LSJZOTI,O,O,X,X,X,X
LSJZOIT,O,O,X,O,X,X
LSJOTIZ,X,X,X,O,X,O
LSJOTZI,O,O,X,X,X,O
LSJOITZ,O,X,X,O,X,X
LSJOIZT,O,O,X,O,X,X
LSJOZTI,O,O,X,X,X,X
LSJOZIT,O,O,X,O,X,X
LSZTIJO,X,O,O,X,X,X
LSZTIOJ,X,X,O,X,X,X
LSZTJIO,X,O,O,X,X,O
LSZTJOI,X,O,O,X,X,O
LSZTOIJ,X,X,O,X,X,X
LSZTOJI,X,O,O,X,X,O
LSZITJO,X,O,O,O,X,X
LSZITOJ,X,X,O,X,X,X
LSZIJTO,O,O,O,O,X,X
LSZIJOT,O,O,O,O,X,X
LSZIOTJ,X,X,O,X,X,X
LSZIOJT,O,O,O,O,X,X
LSZJTIO,X,O,O,X,X,X
LSZJTOI,O,O,O,X,X,X
LSZJITO,X,O,O,O,X,X
LSZJIOT,O,O,O,O,X,X
LSZJOTI,O,O,O,X,X,X
LSZJOIT,O,O,O,O,X,X
LSZOTIJ,X,X,O,X,X,X
LSZOTJI,X,O,O,X,X,O
LSZOITJ,X,X,O,X,X,X
LSZOIJT,O,O,O,X,X,X
LSZOJTI,O,O,O,X,X,X
LSZOJIT,O,O,O,X,X,X
LSOTIJZ,O,X,X,X,O,O
LSOTIZJ,X,X,X,X,O,X
LSOTJIZ,X,X,X,X,X,O
LSOTJZI,O,O,X,X,X,O
LSOTZIJ,X,X,X,X,O,X
LSOTZJI,X,O,X,X,X,O
LSOITJZ,O,X,X,X,O,O
LSOITZJ,X,X,O,X,O,X
LSOIJTZ,O,X,X,O,X,X
LSOIJZT,O,O,X,O,X,X
LSOIZTJ,X,X,O,X,X,X
LSOIZJT,O,O,O,O,X,X
LSOJTIZ,X,X,X,O,X,O
LSOJTZI,O,O,X,X,X,O
LSOJITZ,O,X,X,O,X,X
LSOJIZT,O,O,X,O,X,X
LSOJZTI,O,O,X,X,X,X
LSOJZIT,O,O,X,O,X,X
LSOZTIJ,X,X,O,X,X,X
LSOZTJI,X,O,O,X,X,O
LSOZITJ,X,X,O,X,X,X
LSOZIJT,O,O,O,X,X,X
LSOZJTI,O,O,O,X,X,X
LSOZJIT,O,O,O,X,X,X
LZTIJSO,X,X,O,X,O,X
LZTIJOS,X,O,O,X,O,X
LZTISJO,X,O,O,X,O,X
LZTISOJ,X,X,O,X,O,X
LZTIOJS,X,X,O,X,O,X
LZTIOSJ,X,X,O,X,O,X
LZTJISO,X,X,X,X,O,X
LZTJIOS,X,O,X,X,O,X
LZTJSIO,X,O,X,X,X,O
LZTJSOI,X,O,X,X,X,O
LZTJOIS,X,O,X,X,O,X
LZTJOSI,X,O,X,X,X,X
LZTSIJO,X,O,O,X,O,X
LZTSIOJ,X,X,O,X,O,X
LZTSJIO,X,O,O,X,X,O
LZTSJOI,X,O,O,X,X,O
LZTSOIJ,X,X,O,X,O,X
LZTSOJI,X,O,O,X,X,O
LZTOIJS,X,X,O,X,O,X
LZTOISJ,X,X,O,X,O,X
LZTOJIS,X,O,X,X,O,X
LZTOJSI,X,O,X,X,X,X
LZTOSIJ,X,X,O,X,O,X
LZTOSJI,X,O,O,X,X,X
LZITJSO,X,X,O,O,O,X
LZITJOS,X,O,O,O,O,X
LZITSJO,X,O,O,O,O,X
LZITSOJ,X,X,O,X,O,X
LZITOJS,X,X,O,X,O,X
LZITOSJ,X,X,O,X,O,X
LZIJTSO,O,X,O,O,X,X
LZIJTOS,O,O,O,O,X,X
LZIJSTO,O,O,O,O,X,X
LZIJSOT,O,O,O,O,X,X
LZIJOTS,O,O,O,O,X,X
LZIJOST,O,O,O,O,X,X
LZISTJO,X,O,O,O,O,X
LZISTOJ,X,X,O,X,O,X
LZISJTO,O,O,O,O,X,X
LZISJOT,O,O,O,O,X,X
LZISOTJ,X,X,O,X,X,X
LZISOJT,O,O,O,O,X,X
LZIOTJS,X,X,O,X,O,X
LZIOTSJ,X,X,O,X,O,X
LZIOJTS,O,O,O,O,X,X
LZIOJST,O,O,O,O,X,X
LZIOSTJ,X,X,O,X,X,X
LZIOSJT,O,O,O,O,X,X
LZJTISO,O,X,X,X,X,X
LZJTIOS,O,O,X,X,X,X
LZJTSIO,X,O,X,X,X,X
LZJTSOI,O,O,X,X,X,X
LZJTOIS,O,O,X,X,X,X
LZJTOSI,O,O,X,X,X,X
LZJITSO,O,X,O,O,X,X
LZJITOS,O,O,O,O,X,X
LZJISTO,O,O,O,O,X,X
LZJISOT,O,O,O,O,X,X
LZJIOTS,O,O,O,O,X,X
LZJIOST,O,O,O,O,X,X
LZJSTIO,X,O,O,X,X,X
LZJSTOI,O,O,O,X,X,X
LZJSITO,O,O,O,O,X,X
LZJSIOT,O,O,O,O,X,X
LZJSOTI,O,O,O,X,X,X
LZJSOIT,O,O,O,O,X,X
LZJOTIS,O,O,X,X,X,X
LZJOTSI,O,O,X,X,X,X
LZJOITS,O,O,O,O,X,X
LZJOIST,O,O,O,O,X,X
LZJOSTI,O,O,O,X,X,X
LZJOSIT,O,O,O,O,X,X
LZSTIJO,X,O,O,X,X,X
LZSTIOJ,X,X,O,X,X,X
LZSTJIO,X,O,O,X,X,O
LZSTJOI,X,O,O,X,X,O
LZSTOIJ,X,X,O,X,X,X
