sequence,v115@FhA8AeA8GeA8AeB8EeB8AeB8BeB8BeA8Kel/IvhF3g?BGiB5oBimBTqBUsB,v115@FhA8AeA8GeA8AeB8EeB8AeB8BeB8BeA8Kel/IvhFGh?BTiB5oBilB3qBUsB,v115@FhA8AeA8GeA8AeB8EeB8AeB8BeB8BeA8Kel/IvhFTi?B5oBOqBXmBUsBCrB,v115@FhA8AeA8GeA8AeB8EeB8AeB8BeB8BeA8Ke0/IvhFXh?B5oBFnBOqBCrBTsB,v115@FhA8AeA8GeA8AeB8EeB8AeB8BeB8BeA8Ke0/IvhF/m?BGiB5oB1qBKsBTqB
LTJOZSI,O,X,X,X,X
LTSIJZO,O,O,X,O,O
LTSIJOZ,O,O,X,X,O
LTSIZJO,O,O,X,O,O
LTSIZOJ,X,O,X,O,O
LTSIOJZ,O,O,X,X,O
LTSIOZJ,X,O,X,O,O
LTSJIZO,O,O,X,O,O
LTSJIOZ,O,O,X,X,O
LTSJZIO,O,O,X,O,O
LTSJZOI,X,O,X,X,O
LTSJOIZ,O,O,X,X,O
LTSJOZI,X,O,X,X,O
LTSZIJO,O,O,X,O,O
LTSZIOJ,X,O,X,O,O
LTSZJIO,O,O,X,O,O
LTSZJOI,X,O,X,X,O
LTSZOIJ,X,O,X,O,O
LTSZOJI,X,O,X,X,O
LTSOIJZ,O,O,X,X,O
LTSOIZJ,X,O,X,O,O
LTSOJIZ,O,O,X,X,O
LTSOJZI,X,O,X,X,O
LTSOZIJ,X,O,X,O,O
LTSOZJI,X,O,X,X,O
LTZIJSO,O,X,O,O,O
LTZIJOS,O,O,O,X,X
LTZISJO,O,O,X,O,O
LTZISOJ,O,O,X,O,O
LTZIOJS,O,O,O,X,X
LTZIOSJ,O,O,X,O,O
LTZJISO,O,X,O,O,O
LTZJIOS,O,O,O,X,X
LTZJSIO,O,X,O,O,O
LTZJSOI,O,X,O,X,O
LTZJOIS,O,O,O,X,X
LTZJOSI,O,X,O,X,X
LTZSIJO,O,O,X,O,O
LTZSIOJ,O,O,X,O,O
LTZSJIO,O,O,X,O,O
LTZSJOI,O,O,X,X,O
LTZSOIJ,O,O,X,O,O
LTZSOJI,O,O,X,X,O
LTZOIJS,O,O,O,X,X
LTZOISJ,O,O,X,O,O
LTZOJIS,O,O,O,X,X
LTZOJSI,O,X,O,X,X
LTZOSIJ,O,O,X,O,O
LTZOSJI,O,O,X,X,O
LTOIJSZ,O,X,X,X,X
LTOIJZS,O,X,X,X,X
LTOISJZ,O,O,X,X,O
LTOISZJ,O,O,X,O,O
LTOIZJS,O,X,X,X,X
LTOIZSJ,O,X,X,O,O
LTOJISZ,O,X,X,X,X
LTOJIZS,O,X,X,X,X
LTOJSIZ,O,X,X,X,X
LTOJSZI,O,X,X,X,X
LTOJZIS,O,X,X,X,X
LTOJZSI,O,X,X,X,X
LTOSIJZ,O,O,X,X,O
LTOSIZJ,O,O,X,O,O
LTOSJIZ,O,O,X,X,O
LTOSJZI,O,O,X,X,O
LTOSZIJ,O,O,X,O,O
LTOSZJI,O,O,X,X,O
LTOZIJS,O,X,X,X,X
LTOZISJ,O,X,X,O,O
LTOZJIS,O,X,X,X,X
LTOZJSI,O,X,X,X,X
LTOZSIJ,O,X,X,O,O
LTOZSJI,O,X,X,X,O
LITJSZO,O,X,O,O,O
LITJSOZ,O,X,X,X,O
LITJZSO,O,X,O,O,O
LITJZOS,X,X,O,X,X
LITJOSZ,O,X,X,X,X
LITJOZS,O,X,X,X,X
LITSJZO,O,O,X,O,O
LITSJOZ,O,O,X,X,O
LITSZJO,O,O,X,O,O
LITSZOJ,X,O,X,O,O
LITSOJZ,O,O,X,X,O
LITSOZJ,X,O,X,O,O
LITZJSO,O,X,O,O,O
LITZJOS,O,O,O,X,X
LITZSJO,O,O,X,O,O
LITZSOJ,O,O,X,O,O
LITZOJS,O,O,O,X,X
LITZOSJ,O,O,X,O,O
LITOJSZ,O,X,X,X,X
LITOJZS,O,X,X,X,X
LITOSJZ,O,O,X,X,O
LITOSZJ,O,O,X,O,O
LITOZJS,O,X,X,X,X
LITOZSJ,O,X,X,O,O
LIJTSZO,O,X,O,O,O
LIJTSOZ,O,X,X,X,O
LIJTZSO,O,X,O,O,O
LIJTZOS,X,X,O,X,X
LIJTOSZ,O,X,X,X,X
LIJTOZS,O,X,X,X,X
LIJSTZO,O,X,O,O,O
LIJSTOZ,O,X,X,X,O
LIJSZTO,O,X,O,O,O
LIJSZOT,X,X,O,X,X
LIJSOTZ,O,X,X,X,O
LIJSOZT,O,X,X,X,X
LIJZTSO,O,X,O,O,O
LIJZTOS,X,X,O,X,X
LIJZSTO,O,X,O,O,O
LIJZSOT,X,X,O,X,X
LIJZOTS,O,X,O,X,X
LIJZOST,O,X,O,X,X
LIJOTSZ,O,X,X,X,X
LIJOTZS,O,X,X,X,X
LIJOSTZ,O,X,X,X,O
LIJOSZT,O,X,X,X,X
LIJOZTS,O,X,X,X,X
LIJOZST,O,X,X,X,X
LISTJZO,O,O,X,O,O
LISTJOZ,O,O,X,X,O
LISTZJO,O,O,X,O,O
LISTZOJ,X,O,X,O,O
LISTOJZ,O,O,X,X,O
LISTOZJ,X,O,X,O,O
LISJTZO,O,O,O,O,O
LISJTOZ,O,O,X,X,O
LISJZTO,O,O,O,O,O
LISJZOT,X,O,O,X,X
LISJOTZ,O,O,X,X,O
LISJOZT,O,O,X,X,X
LISZTJO,O,O,X,O,O
LISZTOJ,X,O,X,O,O
LISZJTO,O,O,O,O,O
LISZJOT,X,O,O,X,X
LISZOTJ,X,O,X,O,X
LISZOJT,X,O,O,X,X
LISOTJZ,O,O,X,X,O
LISOTZJ,O,O,X,O,O
LISOJTZ,O,O,X,X,O
LISOJZT,O,O,X,X,X
LISOZTJ,O,O,X,O,X
LISOZJT,O,O,X,X,X
LIZTJSO,O,X,O,O,O
LIZTJOS,O,O,O,X,X
LIZTSJO,O,O,X,O,O
LIZTSOJ,O,O,X,O,O
LIZTOJS,O,O,O,X,X
LIZTOSJ,O,O,X,O,O
LIZJTSO,O,X,O,O,O
LIZJTOS,O,O,O,X,X
LIZJSTO,O,O,O,O,O
LIZJSOT,O,O,O,X,X
LIZJOTS,O,O,O,X,X
LIZJOST,O,O,O,X,X
LIZSTJO,O,O,X,O,O
LIZSTOJ,O,O,X,O,O
LIZSJTO,O,O,O,O,O
LIZSJOT,O,O,O,X,X
LIZSOTJ,O,O,X,O,X
LIZSOJT,O,O,O,X,X
LIZOTJS,O,O,O,X,X
LIZOTSJ,O,O,X,O,O
LIZOJTS,O,O,O,X,X
LIZOJST,O,O,O,X,X
LIZOSTJ,O,O,X,O,X
LIZOSJT,O,O,O,X,X
LIOTJSZ,O,X,X,X,X
LIOTJZS,O,X,X,X,X
LIOTSJZ,O,O,X,X,O
LIOTSZJ,O,O,X,O,O
LIOTZJS,O,X,X,X,X
LIOTZSJ,O,X,X,O,O
LIOJTSZ,O,X,X,X,X
LIOJTZS,O,X,X,X,X
LIOJSTZ,O,X,X,X,O
LIOJSZT,O,X,X,X,X
LIOJZTS,O,X,X,X,X
LIOJZST,O,X,X,X,X
LIOSTJZ,O,O,X,X,O
LIOSTZJ,O,O,X,O,O
LIOSJTZ,O,O,X,X,O
LIOSJZT,O,O,X,X,X
LIOSZTJ,O,O,X,O,X
LIOSZJT,O,O,X,X,X
LIOZTJS,O,X,X,X,X
LIOZTSJ,O,X,X,O,O
LIOZJTS,O,X,X,X,X
LIOZJST,O,X,X,X,X
LIOZSTJ,O,X,X,O,X
LIOZSJT,O,X,X,X,X
LJTISZO,O,X,O,O,O
LJTISOZ,O,X,X,X,O
LJTIZSO,O,X,O,O,O
LJTIZOS,X,X,O,X,X
LJTIOSZ,O,X,X,X,X
LJTIOZS,O,X,X,X,X
LJTSIZO,O,X,O,O,O
LJTSIOZ,O,X,X,X,O
LJTSZIO,O,X,O,O,O
LJTSZOI,X,X,O,X,O
LJTSOIZ,O,X,X,X,O
LJTSOZI,X,X,X,X,O
LJTZISO,O,X,O,O,O
LJTZIOS,X,X,O,X,X
LJTZSIO,O,X,O,O,O
LJTZSOI,X,X,O,X,O
LJTZOIS,X,X,O,X,X
LJTZOSI,X,X,O,X,X
LJTOISZ,O,X,X,X,X
LJTOIZS,O,X,X,X,X
LJTOSIZ,O,X,X,X,X
LJTOSZI,O,X,X,X,X
LJTOZIS,O,X,X,X,X
LJTOZSI,O,X,X,X,X
LJITSZO,O,X,O,O,O
LJITSOZ,O,X,X,X,O
LJITZSO,O,X,O,O,O
LJITZOS,X,X,O,X,X
LJITOSZ,O,X,X,X,X
LJITOZS,O,X,X,X,X
LJISTZO,O,X,O,O,O
LJISTOZ,O,X,X,X,O
LJISZTO,O,X,O,O,O
LJISZOT,X,X,O,X,X
LJISOTZ,O,X,X,X,O
LJISOZT,O,X,X,X,X
LJIZTSO,O,X,O,O,O
LJIZTOS,X,X,O,X,X
LJIZSTO,O,X,O,O,O
LJIZSOT,X,X,O,X,X
LJIZOTS,O,X,O,X,X
LJIZOST,O,X,O,X,X
LJIOTSZ,O,X,X,X,X
LJIOTZS,O,X,X,X,X
LJIOSTZ,O,X,X,X,O
LJIOSZT,O,X,X,X,X
LJIOZTS,O,X,X,X,X
LJIOZST,O,X,X,X,X
LJSTIZO,O,X,O,O,O
LJSTIOZ,O,X,X,X,O
LJSTZIO,O,X,O,O,O
LJSTZOI,X,X,O,X,O
LJSTOIZ,O,X,X,X,O
LJSTOZI,X,X,X,X,O
LJSITZO,O,X,O,O,O
LJSITOZ,O,X,X,X,O
LJSIZTO,O,X,O,O,O
LJSIZOT,X,X,O,X,X
LJSIOTZ,O,X,X,X,O
LJSIOZT,O,X,X,X,X
LJSZTIO,O,X,O,O,O
LJSZTOI,X,X,O,X,O
LJSZITO,O,X,O,O,O
LJSZIOT,X,X,O,X,X
LJSZOTI,X,X,O,X,X
LJSZOIT,X,X,O,X,X
LJSOTIZ,O,X,X,X,O
LJSOTZI,O,X,X,X,O
LJSOITZ,O,X,X,X,O
LJSOIZT,O,X,X,X,X
LJSOZTI,O,X,X,X,X
LJSOZIT,O,X,X,X,X
LJZTISO,O,X,O,O,O
LJZTIOS,X,X,O,X,X
LJZTSIO,O,X,O,O,O
LJZTSOI,X,X,O,X,O
LJZTOIS,X,X,O,X,X
LJZTOSI,X,X,O,X,X
LJZITSO,O,X,O,O,O
LJZITOS,X,X,O,X,X
LJZISTO,O,X,O,O,O
LJZISOT,X,X,O,X,X
LJZIOTS,O,X,O,X,X
LJZIOST,O,X,O,X,X
LJZSTIO,O,X,O,O,O
LJZSTOI,X,X,O,X,O
LJZSITO,O,X,O,O,O
LJZSIOT,X,X,O,X,X
LJZSOTI,X,X,O,X,X
LJZSOIT,X,X,O,X,X
LJZOTIS,O,X,O,X,X
LJZOTSI,O,X,O,X,X
LJZOITS,O,X,O,X,X
LJZOIST,O,X,O,X,X
LJZOSTI,O,X,O,X,X
LJZOSIT,O,X,O,X,X
LJOTISZ,O,X,X,X,X
LJOTIZS,O,X,X,X,X
LJOTSIZ,O,X,X,X,X
LJOTSZI,O,X,X,X,X
LJOTZIS,O,X,X,X,X
LJOTZSI,O,X,X,X,X
LJOITSZ,O,X,X,X,X
LJOITZS,O,X,X,X,X
LJOISTZ,O,X,X,X,O
LJOISZT,O,X,X,X,X
LJOIZTS,O,X,X,X,X
LJOIZST,O,X,X,X,X
LJOSTIZ,O,X,X,X,O
LJOSTZI,O,X,X,X,O
LJOSITZ,O,X,X,X,O
LJOSIZT,O,X,X,X,X
LJOSZTI,O,X,X,X,X
LJOSZIT,O,X,X,X,X
LJOZTIS,O,X,X,X,X
LJOZTSI,O,X,X,X,X
LJOZITS,O,X,X,X,X
LJOZIST,O,X,X,X,X
LJOZSTI,O,X,X,X,X
LJOZSIT,O,X,X,X,X
LSTIJZO,O,O,X,O,O
LSTIJOZ,O,O,X,X,O
LSTIZJO,O,O,X,O,O
LSTIZOJ,X,O,X,O,O
LSTIOJZ,O,O,X,X,O
LSTIOZJ,X,O,X,O,O
LSTJIZO,O,O,X,O,O
LSTJIOZ,O,O,X,X,O
LSTJZIO,O,O,X,O,O
LSTJZOI,X,O,X,X,O
LSTJOIZ,O,O,X,X,O
LSTJOZI,X,O,X,X,O
LSTZIJO,O,O,X,O,O
LSTZIOJ,X,O,X,O,O
LSTZJIO,O,O,X,O,O
LSTZJOI,X,O,X,X,O
LSTZOIJ,X,O,X,O,O
LSTZOJI,X,O,X,X,O
LSTOIJZ,O,O,X,X,O
LSTOIZJ,X,O,X,O,O
LSTOJIZ,O,O,X,X,O
LSTOJZI,X,O,X,X,O
LSTOZIJ,X,O,X,O,O
LSTOZJI,X,O,X,X,O
LSITJZO,O,O,X,O,O
LSITJOZ,O,O,X,X,O
LSITZJO,O,O,X,O,O
LSITZOJ,X,O,X,O,O
LSITOJZ,O,O,X,X,O
LSITOZJ,X,O,X,O,O
LSIJTZO,O,O,O,O,O
LSIJTOZ,O,O,X,X,O
LSIJZTO,O,O,O,O,O
LSIJZOT,X,O,O,X,X
LSIJOTZ,O,O,X,X,O
LSIJOZT,O,O,X,X,X
LSIZTJO,O,O,X,O,O
LSIZTOJ,X,O,X,O,O
LSIZJTO,O,O,O,O,O
LSIZJOT,X,O,O,X,X
LSIZOTJ,X,O,X,O,X
LSIZOJT,X,O,O,X,X
LSIOTJZ,O,O,X,X,O
LSIOTZJ,O,O,X,O,O
LSIOJTZ,O,O,X,X,O
LSIOJZT,O,O,X,X,X
LSIOZTJ,O,O,X,O,X
LSIOZJT,O,O,X,X,X
LSJTIZO,O,O,O,O,O
LSJTIOZ,O,O,X,X,O
LSJTZIO,O,O,O,O,O
LSJTZOI,X,O,O,X,O
LSJTOIZ,O,O,X,X,O
LSJTOZI,X,O,X,X,O
LSJITZO,O,O,O,O,O
LSJITOZ,O,O,X,X,O
LSJIZTO,O,O,O,O,O
LSJIZOT,X,O,O,X,X
LSJIOTZ,O,O,X,X,O
LSJIOZT,O,O,X,X,X
LSJZTIO,O,O,O,O,O
LSJZTOI,X,O,O,X,O
LSJZITO,O,O,O,O,O
LSJZIOT,X,O,O,X,X
LSJZOTI,X,O,O,X,X
LSJZOIT,X,O,O,X,X
LSJOTIZ,O,O,X,X,O
LSJOTZI,O,O,X,X,O
LSJOITZ,O,O,X,X,O
LSJOIZT,O,O,X,X,X
LSJOZTI,O,O,X,X,X
LSJOZIT,O,O,X,X,X
LSZTIJO,O,O,X,O,O
LSZTIOJ,X,O,X,O,O
LSZTJIO,O,O,X,O,O
LSZTJOI,X,O,X,X,O
LSZTOIJ,X,O,X,O,O
LSZTOJI,X,O,X,X,O
LSZITJO,O,O,X,O,O
LSZITOJ,X,O,X,O,O
LSZIJTO,O,O,O,O,O
LSZIJOT,X,O,O,X,X
LSZIOTJ,X,O,X,O,X
LSZIOJT,X,O,O,X,X
LSZJTIO,O,O,O,O,O
LSZJTOI,X,O,O,X,O
LSZJITO,O,O,O,O,O
LSZJIOT,X,O,O,X,X
LSZJOTI,X,O,O,X,X
LSZJOIT,X,O,O,X,X
LSZOTIJ,X,O,X,O,X
LSZOTJI,X,O,X,X,X
LSZOITJ,X,O,X,O,X
LSZOIJT,X,O,O,X,X
LSZOJTI,X,O,O,X,X
LSZOJIT,X,O,O,X,X
LSOTIJZ,O,O,X,X,O
LSOTIZJ,O,O,X,O,O
LSOTJIZ,O,O,X,X,O
LSOTJZI,O,O,X,X,O
LSOTZIJ,O,O,X,O,O
LSOTZJI,O,O,X,X,O
LSOITJZ,O,O,X,X,O
LSOITZJ,O,O,X,O,O
LSOIJTZ,O,O,X,X,O
LSOIJZT,O,O,X,X,X
LSOIZTJ,O,O,X,O,X
LSOIZJT,O,O,X,X,X
LSOJTIZ,O,O,X,X,O
LSOJTZI,O,O,X,X,O
LSOJITZ,O,O,X,X,O
LSOJIZT,O,O,X,X,X
LSOJZTI,O,O,X,X,X
LSOJZIT,O,O,X,X,X
LSOZTIJ,O,O,X,O,X
LSOZTJI,O,O,X,X,X
LSOZITJ,O,O,X,O,X
LSOZIJT,O,O,X,X,X
LSOZJTI,O,O,X,X,X
LSOZJIT,O,O,X,X,X
LZTIJSO,O,X,O,O,O
LZTIJOS,O,O,O,X,X
LZTISJO,O,O,X,O,O
LZTISOJ,O,O,X,O,O
LZTIOJS,O,O,O,X,X
LZTIOSJ,O,O,X,O,O
LZTJISO,O,X,O,O,O
LZTJIOS,O,O,O,X,X
LZTJSIO,O,X,O,O,O
LZTJSOI,O,X,O,X,O
LZTJOIS,O,O,O,X,X
LZTJOSI,O,X,O,X,X
LZTSIJO,O,O,X,O,O
LZTSIOJ,O,O,X,O,O
LZTSJIO,O,O,X,O,O
LZTSJOI,O,O,X,X,O
LZTSOIJ,O,O,X,O,O
LZTSOJI,O,O,X,X,O
LZTOIJS,O,O,O,X,X
LZTOISJ,O,O,X,O,O
LZTOJIS,O,O,O,X,X
LZTOJSI,O,X,O,X,X
LZTOSIJ,O,O,X,O,O
LZTOSJI,O,O,X,X,O
LZITJSO,O,X,O,O,O
LZITJOS,O,O,O,X,X
LZITSJO,O,O,X,O,O
LZITSOJ,O,O,X,O,O
LZITOJS,O,O,O,X,X
LZITOSJ,O,O,X,O,O
LZIJTSO,O,X,O,O,O
LZIJTOS,O,O,O,X,X
LZIJSTO,O,O,O,O,O
LZIJSOT,O,O,O,X,X
LZIJOTS,O,O,O,X,X
LZIJOST,O,O,O,X,X
LZISTJO,O,O,X,O,O
LZISTOJ,O,O,X,O,O
LZISJTO,O,O,O,O,O
LZISJOT,O,O,O,X,X
LZISOTJ,O,O,X,O,X
LZISOJT,O,O,O,X,X
LZIOTJS,O,O,O,X,X
LZIOTSJ,O,O,X,O,O
LZIOJTS,O,O,O,X,X
LZIOJST,O,O,O,X,X
LZIOSTJ,O,O,X,O,X
LZIOSJT,O,O,O,X,X
LZJTISO,O,X,O,O,O
LZJTIOS,O,O,O,X,X
LZJTSIO,O,X,O,O,O
LZJTSOI,O,X,O,X,O
LZJTOIS,O,O,O,X,X
LZJTOSI,O,X,O,X,X
LZJITSO,O,X,O,O,O
LZJITOS,O,O,O,X,X
LZJISTO,O,O,O,O,O
LZJISOT,O,O,O,X,X
LZJIOTS,O,O,O,X,X
LZJIOST,O,O,O,X,X
LZJSTIO,O,O,O,O,O
LZJSTOI,O,O,O,X,O
LZJSITO,O,O,O,O,O
LZJSIOT,O,O,O,X,X
LZJSOTI,O,O,O,X,X
LZJSOIT,O,O,O,X,X
LZJOTIS,O,O,O,X,X
LZJOTSI,O,X,O,X,X
LZJOITS,O,O,O,X,X
LZJOIST,O,O,O,X,X
LZJOSTI,O,O,O,X,X
LZJOSIT,O,O,O,X,X
LZSTIJO,O,O,X,O,O
LZSTIOJ,O,O,X,O,O
LZSTJIO,O,O,X,O,O
LZSTJOI,O,O,X,X,O
LZSTOIJ,O,O,X,O,O
LZSTOJI,O,O,X,X,O
LZSITJO,O,O,X,O,O
LZSITOJ,O,O,X,O,O
LZSIJTO,O,O,O,O,O
LZSIJOT,O,O,O,X,X
LZSIOTJ,O,O,X,O,X
LZSIOJT,O,O,O,X,X
LZSJTIO,O,O,O,O,O
LZSJTOI,O,O,O,X,O
LZSJITO,O,O,O,O,O
LZSJIOT,O,O,O,X,X
LZSJOTI,O,O,O,X,X
LZSJOIT,O,O,O,X,X
LZSOTIJ,O,O,X,O,X
LZSOTJI,O,O,X,X,X
LZSOITJ,O,O,X,O,X
LZSOIJT,O,O,O,X,X
LZSOJTI,O,O,O,X,X
LZSOJIT,O,O,O,X,X
LZOTIJS,O,O,O,X,X
LZOTISJ,O,O,X,O,O
LZOTJIS,O,O,O,X,X
LZOTJSI,O,X,O,X,X
LZOTSIJ,O,O,X,O,O
LZOTSJI,O,O,X,X,O
LZOITJS,O,O,O,X,X
LZOITSJ,O,O,X,O,O
LZOIJTS,O,O,O,X,X
LZOIJST,O,O,O,X,X
LZOISTJ,O,O,X,O,X
LZOISJT,O,O,O,X,X
LZOJTIS,O,O,O,X,X
LZOJTSI,O,X,O,X,X
LZOJITS,O,O,O,X,X
LZOJIST,O,O,O,X,X
LZOJSTI,O,O,O,X,X
LZOJSIT,O,O,O,X,X
LZOSTIJ,O,O,X,O,X
LZOSTJI,O,O,X,X,X
LZOSITJ,O,O,X,O,X
LZOSIJT,O,O,O,X,X
LZOSJTI,O,O,O,X,X
LZOSJIT,O,O,O,X,X
LOTIJSZ,O,X,X,X,X
LOTIJZS,O,X,X,X,X
LOTISJZ,O,O,X,X,O
LOTISZJ,O,O,X,O,O
LOTIZJS,O,X,X,X,X
LOTIZSJ,O,X,X,O,O
LOTJISZ,O,X,X,X,X
LOTJIZS,O,X,X,X,X
LOTJSIZ,O,X,X,X,X
LOTJSZI,O,X,X,X,X
LOTJZIS,O,X,X,X,X
LOTJZSI,O,X,X,X,X
LOTSIJZ,O,O,X,X,O
LOTSIZJ,O,O,X,O,O
LOTSJIZ,O,O,X,X,O
LOTSJZI,O,O,X,X,O
LOTSZIJ,O,O,X,O,O
LOTSZJI,O,O,X,X,O
LOTZIJS,O,X,X,X,X
LOTZISJ,O,X,X,O,O
LOTZJIS,O,X,X,X,X
LOTZJSI,O,X,X,X,X
LOTZSIJ,O,X,X,O,O
LOTZSJI,O,X,X,X,O
LOITJSZ,O,X,X,X,X
LOITJZS,O,X,X,X,X
LOITSJZ,O,O,X,X,O
LOITSZJ,O,O,X,O,O
LOITZJS,O,X,X,X,X
LOITZSJ,O,X,X,O,O
LOIJTSZ,O,X,X,X,X
LOIJTZS,O,X,X,X,X
LOIJSTZ,O,X,X,X,O
LOIJSZT,O,X,X,X,X
LOIJZTS,O,X,X,X,X
LOIJZST,O,X,X,X,X
LOISTJZ,O,O,X,X,O
LOISTZJ,O,O,X,O,O
LOISJTZ,O,O,X,X,O
LOISJZT,O,O,X,X,X
LOISZTJ,O,O,X,O,X
LOISZJT,O,O,X,X,X
LOIZTJS,O,X,X,X,X
LOIZTSJ,O,X,X,O,O
LOIZJTS,O,X,X,X,X
LOIZJST,O,X,X,X,X
LOIZSTJ,O,X,X,O,X
LOIZSJT,O,X,X,X,X
LOJTISZ,O,X,X,X,X
LOJTIZS,O,X,X,X,X
LOJTSIZ,O,X,X,X,X
LOJTSZI,O,X,X,X,X
LOJTZIS,O,X,X,X,X
LOJTZSI,O,X,X,X,X
LOJITSZ,O,X,X,X,X
LOJITZS,O,X,X,X,X
LOJISTZ,O,X,X,X,O
LOJISZT,O,X,X,X,X
LOJIZTS,O,X,X,X,X
LOJIZST,O,X,X,X,X
LOJSTIZ,O,X,X,X,O
LOJSTZI,O,X,X,X,O
LOJSITZ,O,X,X,X,O
LOJSIZT,O,X,X,X,X
LOJSZTI,O,X,X,X,X
LOJSZIT,O,X,X,X,X
LOJZTIS,O,X,X,X,X
LOJZTSI,O,X,X,X,X
LOJZITS,O,X,X,X,X
LOJZIST,O,X,X,X,X
LOJZSTI,O,X,X,X,X
LOJZSIT,O,X,X,X,X
LOSTIJZ,O,O,X,X,O
LOSTIZJ,O,O,X,O,O
LOSTJIZ,O,O,X,X,O
LOSTJZI,O,O,X,X,O
LOSTZIJ,O,O,X,O,O
LOSTZJI,O,O,X,X,O
LOSITJZ,O,O,X,X,O
LOSITZJ,O,O,X,O,O
LOSIJTZ,O,O,X,X,O
LOSIJZT,O,O,X,X,X
LOSIZTJ,O,O,X,O,X
LOSIZJT,O,O,X,X,X
LOSJTIZ,O,O,X,X,O
LOSJTZI,O,O,X,X,O
LOSJITZ,O,O,X,X,O
LOSJIZT,O,O,X,X,X
LOSJZTI,O,O,X,X,X
LOSJZIT,O,O,X,X,X
LOSZTIJ,O,O,X,O,X
LOSZTJI,O,O,X,X,X
LOSZITJ,O,O,X,O,X
LOSZIJT,O,O,X,X,X
LOSZJTI,O,O,X,X,X
LOSZJIT,O,O,X,X,X
LOZTIJS,O,X,X,X,X
LOZTISJ,O,X,X,O,O
LOZTJIS,O,X,X,X,X
LOZTJSI,O,X,X,X,X
LOZTSIJ,O,X,X,O,O
LOZTSJI,O,X,X,X,O
LOZITJS,O,X,X,X,X
LOZITSJ,O,X,X,O,O
LOZIJTS,O,X,X,X,X
LOZIJST,O,X,X,X,X
LOZISTJ,O,X,X,O,X
LOZISJT,O,X,X,X,X
LOZJTIS,O,X,X,X,X
LOZJTSI,O,X,X,X,X
LOZJITS,O,X,X,X,X
LOZJIST,O,X,X,X,X
LOZJSTI,O,X,X,X,X
LOZJSIT,O,X,X,X,X
LOZSTIJ,O,X,X,O,X
LOZSTJI,O,X,X,X,X
LOZSITJ,O,X,X,O,X
LOZSIJT,O,X,X,X,X
LOZSJTI,O,X,X,X,X
LOZSJIT,O,X,X,X,X
JTILSZO,O,X,O,O,O
JTILSOZ,O,X,X,X,O
JTILZSO,O,X,O,O,O
JTILZOS,X,X,O,X,X
JTILOSZ,O,X,X,X,X
JTILOZS,O,X,X,X,X
JTISLZO,O,O,O,O,X
JTISLOZ,O,O,X,X,X
JTISZLO,X,O,O,O,X
JTISZOL,X,O,O,X,X
JTISOLZ,O,O,X,X,X
JTISOZL,O,X,O,X,X
JTIZLSO,O,X,O,O,O
JTIZLOS,O,O,O,X,X
JTIZSLO,O,O,O,O,X
JTIZSOL,O,O,O,X,X
JTIZOLS,O,O,O,X,X
JTIZOSL,O,O,O,X,X
JTIOLSZ,O,X,X,X,X
JTIOLZS,O,X,X,X,X
JTIOSLZ,O,O,X,X,X
JTIOSZL,O,X,O,X,X
JTIOZLS,O,X,O,X,X
JTIOZSL,O,X,O,X,X
JTLISZO,O,X,O,O,O
JTLISOZ,O,X,X,X,O
JTLIZSO,O,X,O,O,O
JTLIZOS,X,X,O,X,X
JTLIOSZ,O,X,X,X,X
JTLIOZS,O,X,X,X,X
JTLSIZO,O,X,O,O,O
JTLSIOZ,O,X,X,X,O
JTLSZIO,O,X,O,O,O
JTLSZOI,X,X,O,X,O
JTLSOIZ,O,X,X,X,O
JTLSOZI,X,X,X,X,O
JTLZISO,O,X,O,O,O
JTLZIOS,X,X,O,X,X
JTLZSIO,O,X,O,O,O
JTLZSOI,X,X,O,X,O
JTLZOIS,X,X,O,X,X
JTLZOSI,X,X,O,X,X
JTLOISZ,O,X,X,X,X
JTLOIZS,O,X,X,X,X
JTLOSIZ,O,X,X,X,X
JTLOSZI,O,X,X,X,X
JTLOZIS,O,X,X,X,X
JTLOZSI,O,X,X,X,X
JTSILZO,O,O,O,O,X
JTSILOZ,O,O,X,X,X
JTSIZLO,X,O,O,O,X
JTSIZOL,X,O,O,X,X
JTSIOLZ,O,O,X,X,X
JTSIOZL,O,X,O,X,X
JTSLIZO,O,O,O,O,X
JTSLIOZ,O,O,X,X,X
JTSLZIO,O,O,O,O,X
JTSLZOI,X,O,O,X,X
JTSLOIZ,O,O,X,X,X
JTSLOZI,X,O,X,X,X
JTSZILO,X,O,O,O,X
JTSZIOL,X,O,O,X,X
JTSZLIO,X,O,O,X,X
JTSZLOI,X,O,O,X,X
JTSZOIL,X,O,O,X,X
JTSZOLI,X,O,O,X,X
JTSOILZ,O,O,X,X,X
JTSOIZL,O,X,O,X,X
JTSOLIZ,O,O,X,X,X
JTSOLZI,O,O,X,X,X
JTSOZIL,O,X,O,X,X
JTSOZLI,X,X,O,X,X
JTZILSO,O,X,O,O,O
JTZILOS,O,O,O,X,X
JTZISLO,O,O,O,O,X
JTZISOL,O,O,O,X,X
JTZIOLS,O,O,O,X,X
JTZIOSL,O,O,O,X,X
JTZLISO,O,X,O,O,O
JTZLIOS,O,O,O,X,X
JTZLSIO,O,X,O,O,O
JTZLSOI,O,X,O,X,O
JTZLOIS,O,O,O,X,X
JTZLOSI,O,X,O,X,X
JTZSILO,O,O,O,O,X
JTZSIOL,O,O,O,X,X
