sequence,v115@NhA8IeB8AeD8BeE8JeOEJvhFxgBliBcoBzkBCmBXrB,v115@NhA8IeB8AeD8BeE8Je0/IvhF6lBThBxiB2pBFoBXrB,v115@NhA8IeB8AeD8BeE8JeOEJvhFXgB6mBliBcoBRqBzqB,v115@NhA8IeB8AeD8BeE8JeKEJvhFGgBThBxiBUlBFoBXrB,v115@NhA8IeB8AeD8BeE8JeOEJvhF0gBxiBzkBSrBFoBXrB,v115@NhA8IeB8AeD8BeE8JeOEJvhFXhBxiBzkBSrBFoB0qB,v115@NhA8IeB8AeD8BeE8JeKEJvhFflBThBxiBWrBFoB0qB
JLTZOIS,X,O,O,O,O,X,O
JLTZOSI,X,O,X,O,O,X,O
JLTOISZ,X,X,X,X,O,O,O
JLTOIZS,X,X,X,X,O,O,O
JLTOSIZ,X,X,X,X,O,O,O
JLTOSZI,X,X,X,X,O,O,O
JLTOZIS,X,X,X,X,O,O,O
JLTOZSI,X,X,X,X,O,O,O
JLITSZO,X,X,O,X,X,X,O
JLITSOZ,X,X,X,X,X,X,O
JLITZSO,X,X,O,X,X,X,O
JLITZOS,X,X,O,X,X,X,O
JLITOSZ,X,X,X,X,X,X,O
JLITOZS,X,X,X,X,X,X,O
JLISTZO,X,O,O,X,X,X,O
JLISTOZ,X,O,X,X,X,X,O
JLISZTO,X,O,O,O,X,X,X
JLISZOT,X,O,O,O,X,X,X
JLISOTZ,X,O,X,X,X,X,O
JLISOZT,X,O,O,O,X,X,X
JLIZTSO,X,O,O,O,X,X,X
JLIZTOS,X,X,O,X,X,X,X
JLIZSTO,X,O,O,O,X,X,X
JLIZSOT,X,O,O,O,X,X,X
JLIZOTS,X,X,O,X,X,X,X
JLIZOST,X,O,O,O,X,X,X
JLIOTSZ,X,X,X,X,X,X,O
JLIOTZS,X,X,X,X,X,X,O
JLIOSTZ,X,X,X,X,X,X,O
JLIOSZT,X,X,O,X,X,X,X
JLIOZTS,X,X,O,X,X,X,X
JLIOZST,X,X,O,X,X,X,X
JLSTIZO,O,O,X,O,X,X,O
JLSTIOZ,X,O,X,O,X,O,O
JLSTZIO,O,O,X,O,X,X,O
JLSTZOI,O,O,X,O,X,X,O
JLSTOIZ,X,O,X,O,X,O,O
JLSTOZI,X,O,X,O,X,O,O
JLSITZO,O,O,O,X,X,X,O
JLSITOZ,X,O,X,X,X,X,O
JLSIZTO,O,O,O,O,X,X,X
JLSIZOT,O,O,O,O,X,X,X
JLSIOTZ,X,O,X,X,X,X,O
JLSIOZT,O,O,O,O,X,X,X
JLSZTIO,O,O,O,O,X,X,O
JLSZTOI,O,O,X,O,X,X,O
JLSZITO,O,O,O,O,X,X,X
JLSZIOT,O,O,O,O,X,X,X
JLSZOTI,O,O,X,O,X,X,O
JLSZOIT,O,O,X,O,X,X,X
JLSOTIZ,O,O,X,O,X,O,O
JLSOTZI,O,O,X,O,X,O,O
JLSOITZ,O,O,X,X,X,O,O
JLSOIZT,O,O,X,O,X,X,X
JLSOZTI,O,O,X,O,X,O,O
JLSOZIT,O,O,X,O,X,X,X
JLZTISO,X,O,O,O,X,X,O
JLZTIOS,X,O,O,O,O,X,O
JLZTSIO,O,O,O,O,X,X,O
JLZTSOI,O,O,X,O,X,X,O
JLZTOIS,O,O,O,O,O,X,O
JLZTOSI,O,O,X,O,O,X,O
JLZITSO,X,O,O,O,X,X,X
JLZITOS,X,O,O,O,X,X,X
JLZISTO,X,O,O,O,X,X,X
JLZISOT,X,O,O,O,X,X,X
JLZIOTS,X,X,O,X,X,X,X
JLZIOST,X,O,O,O,X,X,X
JLZSTIO,O,O,O,O,X,X,O
JLZSTOI,O,O,X,O,X,X,O
JLZSITO,O,O,O,O,X,X,X
JLZSIOT,O,O,O,O,X,X,X
JLZSOTI,O,O,X,O,X,X,O
JLZSOIT,O,O,X,O,X,X,X
JLZOTIS,O,O,O,O,O,X,O
JLZOTSI,O,O,X,O,O,X,O
JLZOITS,O,X,O,X,O,X,X
JLZOIST,X,O,O,O,X,X,X
JLZOSTI,O,O,X,O,O,X,O
JLZOSIT,O,O,X,O,X,X,X
JLOTISZ,X,X,X,X,O,O,O
JLOTIZS,X,X,X,X,O,O,O
JLOTSIZ,X,X,X,X,O,O,O
JLOTSZI,X,X,X,X,O,O,O
JLOTZIS,X,X,X,X,O,O,O
JLOTZSI,X,X,X,X,O,O,O
JLOITSZ,X,X,X,X,O,O,O
JLOITZS,X,X,X,X,O,O,O
JLOISTZ,X,X,X,X,X,O,O
JLOISZT,X,X,O,X,X,X,X
JLOIZTS,O,X,O,X,O,X,X
JLOIZST,X,X,O,X,X,X,X
JLOSTIZ,O,X,X,X,O,O,O
JLOSTZI,O,X,X,X,O,O,O
JLOSITZ,O,X,X,X,X,O,O
JLOSIZT,O,X,X,X,X,X,X
JLOSZTI,O,X,X,X,O,O,O
JLOSZIT,O,X,X,X,X,X,X
JLOZTIS,O,X,O,X,O,O,O
JLOZTSI,O,X,X,X,O,O,O
JLOZITS,O,X,O,X,O,X,X
JLOZIST,X,X,O,X,X,X,X
JLOZSTI,O,X,X,X,O,O,O
JLOZSIT,O,X,X,X,X,X,X
JSTILZO,X,O,X,O,X,X,O
JSTILOZ,X,O,X,O,X,X,O
JSTIZLO,X,O,X,X,X,X,X
JSTIZOL,X,O,X,X,X,X,X
JSTIOLZ,X,O,X,O,O,O,O
JSTIOZL,X,O,X,X,O,X,X
JSTLIZO,O,O,X,O,X,X,O
JSTLIOZ,X,O,X,O,X,X,O
JSTLZIO,O,O,X,O,X,X,O
JSTLZOI,O,O,X,O,X,X,O
JSTLOIZ,X,O,X,O,X,X,O
JSTLOZI,X,O,X,O,X,X,O
JSTZILO,O,O,X,X,X,X,X
JSTZIOL,O,O,X,X,X,X,X
JSTZLIO,O,O,X,X,X,X,X
JSTZLOI,O,O,X,X,X,X,X
JSTZOIL,O,O,X,X,X,X,X
JSTZOLI,O,O,X,X,X,X,X
JSTOILZ,X,O,X,O,O,O,O
JSTOIZL,O,O,X,X,O,X,X
JSTOLIZ,O,O,X,O,O,O,O
JSTOLZI,O,O,X,O,O,O,O
JSTOZIL,O,O,X,X,O,X,X
JSTOZLI,O,O,X,X,O,X,X
JSITLZO,X,O,O,X,X,X,X
JSITLOZ,X,O,X,X,X,X,X
JSITZLO,X,O,O,X,X,X,X
JSITZOL,X,O,O,X,X,X,X
JSITOLZ,X,O,X,X,X,X,X
JSITOZL,X,O,X,X,X,X,X
JSILTZO,O,O,O,X,X,X,X
JSILTOZ,X,O,X,X,X,X,X
JSILZTO,O,O,O,O,X,X,X
JSILZOT,O,O,O,O,X,X,X
JSILOTZ,X,O,X,X,X,X,X
JSILOZT,O,O,O,O,X,X,X
JSIZTLO,O,O,O,X,X,X,X
JSIZTOL,O,O,O,X,X,X,X
JSIZLTO,O,O,O,X,X,X,X
JSIZLOT,O,O,O,X,X,X,X
JSIZOTL,O,O,O,X,X,X,X
JSIZOLT,O,O,O,X,X,X,X
JSIOTLZ,X,O,X,X,X,X,X
JSIOTZL,O,O,X,X,X,X,X
JSIOLTZ,O,O,X,X,X,X,X
JSIOLZT,O,O,O,O,X,X,X
JSIOZTL,O,O,O,X,X,X,X
JSIOZLT,O,O,O,X,X,X,X
JSLTIZO,O,O,X,O,X,X,O
JSLTIOZ,X,O,X,O,X,X,O
JSLTZIO,O,O,X,O,X,X,O
JSLTZOI,O,O,X,O,X,X,O
JSLTOIZ,X,O,X,O,X,X,O
JSLTOZI,X,O,X,O,X,X,O
JSLITZO,O,O,O,X,X,X,O
JSLITOZ,X,O,X,X,X,X,O
JSLIZTO,O,O,O,O,X,X,X
JSLIZOT,O,O,O,O,X,X,X
JSLIOTZ,O,O,X,X,X,X,O
JSLIOZT,O,O,O,O,X,X,X
JSLZTIO,O,O,O,O,X,X,O
JSLZTOI,O,O,X,O,X,X,O
JSLZITO,O,O,O,O,X,X,X
JSLZIOT,O,O,O,O,X,X,X
JSLZOTI,O,O,X,O,X,X,O
JSLZOIT,O,O,X,O,X,X,X
JSLOTIZ,O,O,X,O,X,X,O
JSLOTZI,O,O,X,O,X,X,O
JSLOITZ,O,O,X,X,X,X,O
JSLOIZT,O,O,X,O,X,X,X
JSLOZTI,O,O,X,O,X,X,O
JSLOZIT,O,O,X,O,X,X,X
JSZTILO,O,O,O,X,X,X,X
JSZTIOL,O,O,O,X,X,X,X
JSZTLIO,O,O,O,X,X,X,X
JSZTLOI,O,O,X,X,X,X,X
JSZTOIL,O,O,X,X,X,X,X
JSZTOLI,O,O,X,X,X,X,X
JSZITLO,O,O,O,X,X,X,X
JSZITOL,O,O,O,X,X,X,X
JSZILTO,O,O,O,X,X,X,X
JSZILOT,O,O,O,X,X,X,X
JSZIOTL,O,O,O,X,X,X,X
JSZIOLT,O,O,O,X,X,X,X
JSZLTIO,O,O,O,X,X,X,X
JSZLTOI,O,O,X,X,X,X,X
JSZLITO,O,O,O,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X
JSZLOTI,O,O,X,X,X,X,X
JSZLOIT,O,O,X,X,X,X,X
JSZOTIL,O,O,X,X,X,X,X
JSZOTLI,O,O,X,X,X,X,X
JSZOITL,O,O,X,X,X,X,X
JSZOILT,O,O,X,X,X,X,X
JSZOLTI,O,O,X,X,X,X,X
JSZOLIT,O,O,X,X,X,X,X
JSOTILZ,X,O,X,O,O,O,O
JSOTIZL,O,O,X,X,O,X,X
JSOTLIZ,O,O,X,O,O,O,O
JSOTLZI,O,O,X,O,O,O,O
JSOTZIL,O,O,X,X,O,X,X
JSOTZLI,O,O,X,X,O,X,X
JSOITLZ,X,O,X,X,X,X,X
JSOITZL,O,O,X,X,X,X,X
JSOILTZ,O,O,X,X,X,X,X
JSOILZT,O,O,X,O,X,X,X
JSOIZTL,O,O,X,X,X,X,X
JSOIZLT,O,O,X,X,X,X,X
JSOLTIZ,O,O,X,O,O,O,O
JSOLTZI,O,O,X,O,O,O,O
JSOLITZ,O,O,X,X,X,O,O
JSOLIZT,O,O,X,O,X,X,X
JSOLZTI,O,O,X,O,O,O,O
JSOLZIT,O,O,X,O,X,X,X
JSOZTIL,O,O,X,X,O,X,X
JSOZTLI,O,O,X,X,O,X,X
JSOZITL,O,O,X,X,X,X,X
JSOZILT,O,O,X,X,X,X,X
JSOZLTI,O,O,X,X,O,X,X
JSOZLIT,O,O,X,X,X,X,X
JZTILSO,X,O,O,X,X,X,O
JZTILOS,X,O,O,X,X,X,O
JZTISLO,O,O,O,X,X,X,X
JZTISOL,O,O,O,X,X,X,X
JZTIOLS,O,O,O,X,O,O,O
JZTIOSL,O,O,O,X,O,X,X
JZTLISO,X,O,O,X,X,X,O
JZTLIOS,X,O,O,X,X,X,O
JZTLSIO,O,O,O,X,X,X,O
JZTLSOI,O,O,X,X,X,X,O
JZTLOIS,O,O,O,X,X,X,O
JZTLOSI,O,O,X,X,X,X,O
JZTSILO,O,O,O,X,X,X,X
JZTSIOL,O,O,O,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X
JZTSLOI,O,O,X,X,X,X,X
JZTSOIL,O,O,X,X,X,X,X
JZTSOLI,O,O,X,X,X,X,X
JZTOILS,O,O,O,X,O,O,O
JZTOISL,O,O,O,X,O,X,X
JZTOLIS,O,O,O,X,O,O,O
JZTOLSI,O,O,X,X,O,O,O
JZTOSIL,O,O,X,X,O,X,X
JZTOSLI,O,O,X,X,O,X,X
JZITLSO,X,O,O,X,X,X,X
JZITLOS,X,O,O,X,X,X,X
JZITSLO,O,O,O,X,X,X,X
JZITSOL,O,O,O,X,X,X,X
JZITOLS,O,O,O,X,X,X,X
JZITOSL,O,O,O,X,X,X,X
JZILTSO,X,O,O,X,X,X,X
JZILTOS,X,O,O,X,X,X,X
JZILSTO,X,O,O,X,X,X,X
JZILSOT,X,O,O,X,X,X,X
JZILOTS,X,X,O,X,X,X,X
JZILOST,X,O,O,X,X,X,X
JZISTLO,O,O,O,X,X,X,X
JZISTOL,O,O,O,X,X,X,X
JZISLTO,O,O,O,X,X,X,X
JZISLOT,O,O,O,X,X,X,X
JZISOTL,O,O,O,X,X,X,X
JZISOLT,O,O,O,X,X,X,X
JZIOTLS,O,X,O,X,X,X,X
JZIOTSL,O,X,O,X,X,X,X
JZIOLTS,O,X,O,X,X,X,X
JZIOLST,X,O,O,X,X,X,X
JZIOSTL,O,O,O,X,X,X,X
JZIOSLT,O,O,O,X,X,X,X
JZLTISO,X,O,O,X,X,X,O
JZLTIOS,X,O,O,X,X,X,O
JZLTSIO,O,O,O,X,X,X,O
JZLTSOI,O,O,X,X,X,X,O
JZLTOIS,O,O,O,X,X,X,O
JZLTOSI,O,O,X,X,X,X,O
JZLITSO,X,O,O,X,X,X,X
JZLITOS,X,O,O,X,X,X,X
JZLISTO,X,O,O,X,X,X,X
JZLISOT,X,O,O,X,X,X,X
JZLIOTS,X,X,O,X,X,X,X
JZLIOST,X,O,O,X,X,X,X
JZLSTIO,O,O,O,X,X,X,O
JZLSTOI,O,O,X,X,X,X,O
JZLSITO,O,O,O,X,X,X,X
JZLSIOT,O,O,O,X,X,X,X
JZLSOTI,O,O,X,X,X,X,O
JZLSOIT,O,O,X,X,X,X,X
JZLOTIS,O,O,O,X,X,X,O
JZLOTSI,O,O,X,X,X,X,O
JZLOITS,O,X,O,X,X,X,X
JZLOIST,X,O,O,X,X,X,X
JZLOSTI,O,O,X,X,X,X,O
JZLOSIT,O,O,X,X,X,X,X
JZSTILO,O,O,O,X,X,X,X
JZSTIOL,O,O,O,X,X,X,X
JZSTLIO,O,O,O,X,X,X,X
JZSTLOI,O,O,X,X,X,X,X
JZSTOIL,O,O,X,X,X,X,X
JZSTOLI,O,O,X,X,X,X,X
JZSITLO,O,O,O,X,X,X,X
JZSITOL,O,O,O,X,X,X,X
JZSILTO,O,O,O,X,X,X,X
JZSILOT,O,O,O,X,X,X,X
JZSIOTL,O,O,O,X,X,X,X
JZSIOLT,O,O,O,X,X,X,X
JZSLTIO,O,O,O,X,X,X,X
JZSLTOI,O,O,X,X,X,X,X
JZSLITO,O,O,O,X,X,X,X
JZSLIOT,O,O,O,X,X,X,X
JZSLOTI,O,O,X,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X
JZSOTIL,O,O,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,X
JZSOITL,O,O,X,X,X,X,X
JZSOILT,O,O,X,X,X,X,X
JZSOLTI,O,O,X,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X
JZOTILS,O,O,O,X,O,O,O
JZOTISL,O,O,O,X,O,X,X
JZOTLIS,O,O,O,X,O,O,O
JZOTLSI,O,O,X,X,O,O,O
JZOTSIL,O,O,X,X,O,X,X
JZOTSLI,O,O,X,X,O,X,X
JZOITLS,O,X,O,X,O,X,X
JZOITSL,O,X,O,X,O,X,X
JZOILTS,O,X,O,X,O,X,X
JZOILST,X,O,O,X,X,X,X
JZOISTL,O,O,O,X,X,X,X
JZOISLT,O,O,O,X,X,X,X
JZOLTIS,O,O,O,X,O,O,O
JZOLTSI,O,O,X,X,O,O,O
JZOLITS,O,X,O,X,O,X,X
JZOLIST,X,O,O,X,X,X,X
JZOLSTI,O,O,X,X,O,O,O
JZOLSIT,O,O,X,X,X,X,X
JZOSTIL,O,O,X,X,O,X,X
JZOSTLI,O,O,X,X,O,X,X
JZOSITL,O,O,X,X,X,X,X
JZOSILT,O,O,X,X,X,X,X
JZOSLTI,O,O,X,X,O,X,X
JZOSLIT,O,O,X,X,X,X,X
JOTILSZ,X,X,X,X,O,O,O
JOTILZS,X,X,X,X,O,O,O
JOTISLZ,X,O,X,X,O,O,O
JOTISZL,X,O,X,X,O,X,X
JOTIZLS,O,O,X,X,O,O,O
JOTIZSL,O,O,X,X,O,X,X
JOTLISZ,X,X,X,X,O,O,O
JOTLIZS,X,X,X,X,O,O,O
JOTLSIZ,X,X,X,X,O,O,O
JOTLSZI,X,X,X,X,O,O,O
JOTLZIS,X,X,X,X,O,O,O
JOTLZSI,X,X,X,X,O,O,O
JOTSILZ,X,O,X,X,O,O,O
JOTSIZL,O,O,X,X,O,X,X
JOTSLIZ,O,O,X,X,O,O,O
JOTSLZI,O,O,X,X,O,O,O
JOTSZIL,O,O,X,X,O,X,X
JOTSZLI,O,O,X,X,O,X,X
JOTZILS,O,O,X,X,O,O,O
JOTZISL,O,O,X,X,O,X,X
JOTZLIS,O,O,X,X,O,O,O
JOTZLSI,O,O,X,X,O,O,O
JOTZSIL,O,O,X,X,O,X,X
JOTZSLI,O,O,X,X,O,X,X
JOITLSZ,X,X,X,X,O,O,O
JOITLZS,X,X,X,X,O,O,O
JOITSLZ,X,X,X,X,O,O,O
JOITSZL,X,X,X,X,O,X,X
JOITZLS,O,X,X,X,O,O,O
JOITZSL,O,X,X,X,O,X,X
JOILTSZ,X,X,X,X,O,O,O
JOILTZS,X,X,X,X,O,O,O
JOILSTZ,X,X,X,X,X,O,O
JOILSZT,X,X,O,X,X,X,X
JOILZTS,O,X,O,X,O,X,X
JOILZST,X,X,O,X,X,X,X
JOISTLZ,X,O,X,X,X,X,X
JOISTZL,O,O,X,X,X,X,X
JOISLTZ,O,O,X,X,X,X,X
JOISLZT,O,O,O,X,X,X,X
JOISZTL,O,O,O,X,X,X,X
JOISZLT,O,O,O,X,X,X,X
JOIZTLS,O,X,O,X,O,X,X
JOIZTSL,O,X,O,X,O,X,X
JOIZLTS,O,X,O,X,O,X,X
JOIZLST,X,O,O,X,X,X,X
JOIZSTL,O,O,O,X,X,X,X
JOIZSLT,O,O,O,X,X,X,X
JOLTISZ,X,X,X,X,O,O,O
JOLTIZS,X,X,X,X,O,O,O
JOLTSIZ,X,X,X,X,O,O,O
JOLTSZI,X,X,X,X,O,O,O
JOLTZIS,X,X,X,X,O,O,O
JOLTZSI,X,X,X,X,O,O,O
JOLITSZ,X,X,X,X,O,O,O
JOLITZS,X,X,X,X,O,O,O
JOLISTZ,X,X,X,X,X,O,O
JOLISZT,X,X,O,X,X,X,X
JOLIZTS,O,X,O,X,O,X,X
JOLIZST,X,X,O,X,X,X,X
JOLSTIZ,O,X,X,X,O,O,O
JOLSTZI,O,X,X,X,O,O,O
JOLSITZ,O,X,X,X,X,O,O
JOLSIZT,O,X,X,X,X,X,X
JOLSZTI,O,X,X,X,O,O,O
JOLSZIT,O,X,X,X,X,X,X
JOLZTIS,O,X,O,X,O,O,O
JOLZTSI,O,X,X,X,O,O,O
JOLZITS,O,X,O,X,O,X,X
JOLZIST,X,X,O,X,X,X,X
JOLZSTI,O,X,X,X,O,O,O
JOLZSIT,O,X,X,X,X,X,X
JOSTILZ,X,O,X,X,O,O,O
JOSTIZL,O,O,X,X,O,X,X
JOSTLIZ,O,O,X,X,O,O,O
JOSTLZI,O,O,X,X,O,O,O
JOSTZIL,O,O,X,X,O,X,X
JOSTZLI,O,O,X,X,O,X,X
JOSITLZ,X,O,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,X
JOSILTZ,O,O,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X
JOSLTIZ,O,O,X,X,O,O,O
JOSLTZI,O,O,X,X,O,O,O
JOSLITZ,O,O,X,X,X,O,O
JOSLIZT,O,O,X,X,X,X,X
JOSLZTI,O,O,X,X,O,O,O
JOSLZIT,O,O,X,X,X,X,X
JOSZTIL,O,O,X,X,O,X,X
JOSZTLI,O,O,X,X,O,X,X
JOSZITL,O,O,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,X
JOSZLTI,O,O,X,X,O,X,X
JOSZLIT,O,O,X,X,X,X,X
JOZTILS,O,O,O,X,O,O,O
JOZTISL,O,O,O,X,O,X,X
JOZTLIS,O,O,O,X,O,O,O
JOZTLSI,O,O,X,X,O,O,O
JOZTSIL,O,O,X,X,O,X,X
JOZTSLI,O,O,X,X,O,X,X
JOZITLS,O,X,O,X,O,X,X
JOZITSL,O,X,O,X,O,X,X
JOZILTS,O,X,O,X,O,X,X
JOZILST,X,O,O,X,X,X,X
JOZISTL,O,O,O,X,X,X,X
JOZISLT,O,O,O,X,X,X,X
JOZLTIS,O,O,O,X,O,O,O
JOZLTSI,O,O,X,X,O,O,O
JOZLITS,O,X,O,X,O,X,X
JOZLIST,X,O,O,X,X,X,X
JOZLSTI,O,O,X,X,O,O,O
JOZLSIT,O,O,X,X,X,X,X
JOZSTIL,O,O,X,X,O,X,X
JOZSTLI,O,O,X,X,O,X,X
JOZSITL,O,O,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,X
JOZSLTI,O,O,X,X,O,X,X
JOZSLIT,O,O,X,X,X,X,X
STILJZO,X,O,X,O,X,X,O
STILJOZ,X,O,X,O,X,O,O
STILZJO,X,O,X,O,X,X,O
STILZOJ,X,O,X,O,O,O,X
STILOJZ,X,O,X,O,O,O,O
STILOZJ,X,O,X,O,O,O,X
STIJLZO,X,O,X,O,X,X,O
STIJLOZ,X,O,X,O,X,X,O
STIJZLO,X,O,X,X,X,X,X
STIJZOL,X,O,X,X,X,X,X
STIJOLZ,X,O,X,O,O,O,O
STIJOZL,X,O,X,X,O,X,X
STIZLJO,X,O,X,O,X,X,X
STIZLOJ,X,O,X,O,X,X,X
STIZJLO,X,O,X,X,X,X,X
STIZJOL,X,O,X,X,X,X,X
STIZOLJ,X,O,X,O,X,X,X
STIZOJL,X,O,X,X,X,X,X
STIOLJZ,X,O,X,O,O,O,X
STIOLZJ,X,O,X,O,O,O,X
STIOJLZ,X,O,X,O,O,O,X
STIOJZL,X,O,X,X,O,X,X
STIOZLJ,X,O,X,O,O,X,X
STIOZJL,X,O,X,X,O,X,X
STLIJZO,O,O,X,O,X,X,O
STLIJOZ,X,O,X,O,X,O,O
STLIZJO,O,O,X,O,X,X,O
STLIZOJ,O,O,X,O,O,O,X
STLIOJZ,O,O,X,O,O,O,O
STLIOZJ,O,O,X,O,O,O,X
STLJIZO,O,O,X,O,X,X,O
STLJIOZ,X,O,X,O,X,O,O
STLJZIO,O,O,X,O,X,X,O
STLJZOI,O,O,X,O,X,X,O
STLJOIZ,X,O,X,O,X,O,O
STLJOZI,X,O,X,O,X,O,O
STLZIJO,O,O,X,O,X,X,O
STLZIOJ,O,O,X,O,O,O,X
STLZJIO,O,O,X,O,X,X,O
STLZJOI,O,O,X,O,X,X,O
STLZOIJ,O,O,X,O,O,O,X
STLZOJI,O,O,X,O,O,O,X
STLOIJZ,O,O,X,O,O,O,O
STLOIZJ,O,O,X,O,O,O,X
STLOJIZ,O,O,X,O,O,O,O
STLOJZI,O,O,X,O,O,O,O
STLOZIJ,O,O,X,O,O,O,X
STLOZJI,O,O,X,O,O,O,X
STJILZO,X,O,X,O,X,X,O
STJILOZ,X,O,X,O,X,X,O
STJIZLO,X,O,X,X,X,X,X
STJIZOL,X,O,X,X,X,X,X
STJIOLZ,X,O,X,O,O,O,O
STJIOZL,X,O,X,X,O,X,X
STJLIZO,O,O,X,O,X,X,O
STJLIOZ,X,O,X,O,X,X,O
STJLZIO,O,O,X,O,X,X,O
STJLZOI,O,O,X,O,X,X,O
STJLOIZ,X,O,X,O,X,X,O
STJLOZI,X,O,X,O,X,X,O
STJZILO,O,O,X,X,X,X,X
STJZIOL,O,O,X,X,X,X,X
STJZLIO,O,O,X,X,X,X,X
STJZLOI,O,O,X,X,X,X,X
STJZOIL,O,O,X,X,X,X,X
STJZOLI,O,O,X,X,X,X,X
STJOILZ,X,O,X,O,O,O,O
STJOIZL,O,O,X,X,O,X,X
STJOLIZ,O,O,X,O,O,O,O
STJOLZI,O,O,X,O,O,O,O
STJOZIL,O,O,X,X,O,X,X
STJOZLI,O,O,X,X,O,X,X
STZILJO,O,O,X,O,X,X,X
STZILOJ,O,O,X,O,X,X,X
STZIJLO,O,O,X,X,X,X,X
STZIJOL,O,O,X,X,X,X,X
STZIOLJ,O,O,X,O,X,X,X
STZIOJL,O,O,X,X,X,X,X
STZLIJO,O,O,X,O,X,X,X
STZLIOJ,O,O,X,O,X,X,X
STZLJIO,O,O,X,O,X,X,X
STZLJOI,O,O,X,O,X,X,X
STZLOIJ,O,O,X,O,X,X,X
STZLOJI,O,O,X,O,X,X,X
STZJILO,O,O,X,X,X,X,X
STZJIOL,O,O,X,X,X,X,X
STZJLIO,O,O,X,X,X,X,X
STZJLOI,O,O,X,X,X,X,X
STZJOIL,O,O,X,X,X,X,X
STZJOLI,O,O,X,X,X,X,X
STZOILJ,O,O,X,O,X,X,X
STZOIJL,O,O,X,X,X,X,X
STZOLIJ,O,O,X,O,X,X,X
STZOLJI,O,O,X,O,X,X,X
STZOJIL,O,O,X,X,X,X,X
STZOJLI,O,O,X,X,X,X,X
STOILJZ,X,O,X,O,O,O,X
STOILZJ,X,O,X,O,O,O,X
STOIJLZ,X,O,X,O,O,O,X
STOIJZL,O,O,X,X,O,X,X
STOIZLJ,O,O,X,O,O,X,X
STOIZJL,O,O,X,X,O,X,X
STOLIJZ,O,O,X,O,O,O,X
STOLIZJ,O,O,X,O,O,O,X
STOLJIZ,O,O,X,O,O,O,X
STOLJZI,O,O,X,O,O,O,X
STOLZIJ,O,O,X,O,O,O,X
STOLZJI,O,O,X,O,O,O,X
STOJILZ,X,O,X,O,O,O,X
STOJIZL,O,O,X,X,O,X,X
STOJLIZ,O,O,X,O,O,O,X
STOJLZI,O,O,X,O,O,O,X
STOJZIL,O,O,X,X,O,X,X
STOJZLI,O,O,X,X,O,X,X
STOZILJ,O,O,X,O,O,X,X
STOZIJL,O,O,X,X,O,X,X
STOZLIJ,O,O,X,O,O,X,X
STOZLJI,O,O,X,O,O,X,X
STOZJIL,O,O,X,X,O,X,X
STOZJLI,O,O,X,X,O,X,X
SITLJZO,X,O,O,O,X,X,X
SITLJOZ,X,O,X,O,X,X,X
SITLZJO,X,O,O,O,X,X,X
SITLZOJ,X,O,O,O,X,X,X
SITLOJZ,X,O,X,O,X,X,X
SITLOZJ,X,O,X,O,X,X,X
SITJLZO,X,O,O,O,X,X,X
SITJLOZ,X,O,X,O,X,X,X
SITJZLO,X,O,O,X,X,X,X
SITJZOL,X,O,O,X,X,X,X
SITJOLZ,X,O,X,O,X,X,X
SITJOZL,X,O,X,X,X,X,X
SITZLJO,X,O,O,O,X,X,X
SITZLOJ,X,O,O,O,X,X,X
SITZJLO,X,O,O,X,X,X,X
SITZJOL,X,O,O,X,X,X,X
SITZOLJ,X,O,O,O,X,X,X
SITZOJL,X,O,O,X,X,X,X
SITOLJZ,X,O,X,O,X,X,X
SITOLZJ,X,O,X,O,X,X,X
SITOJLZ,X,O,X,O,X,X,X
SITOJZL,X,O,X,X,X,X,X
SITOZLJ,X,O,X,O,X,X,X
SITOZJL,X,O,X,X,X,X,X
SILTJZO,O,O,O,O,X,X,X
SILTJOZ,X,O,X,O,X,X,X
SILTZJO,O,O,O,O,X,X,X
SILTZOJ,O,O,O,O,X,X,X
SILTOJZ,O,O,X,O,X,X,X
SILTOZJ,O,O,X,O,X,X,X
SILJTZO,O,O,O,X,X,X,X
SILJTOZ,X,O,X,X,X,X,X
SILJZTO,O,O,O,O,X,X,X
SILJZOT,O,O,O,O,X,X,X
SILJOTZ,O,O,X,X,X,X,X
SILJOZT,O,O,O,O,X,X,X
SILZTJO,O,X,O,O,X,X,X
SILZTOJ,O,X,O,O,X,X,X
SILZJTO,O,O,O,O,X,X,X
SILZJOT,O,O,O,O,X,X,X
SILZOTJ,O,X,O,O,X,X,X
SILZOJT,O,O,O,O,X,X,X
SILOTJZ,O,O,X,O,X,X,X
SILOTZJ,O,O,X,O,X,X,X
SILOJTZ,O,O,X,X,X,X,X
SILOJZT,O,O,O,O,X,X,X
SILOZTJ,O,X,O,O,X,X,X
SILOZJT,O,O,O,O,X,X,X
