sequence,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFUhBGiBZoBF?lB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFigBGiBZoBF?mB/sB0qB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFGiBZoBUlBF?mB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jex/IvhFXhBVnBaoBm?kBzqB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhF0gBZoB2qBF?nB6sBXrB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFRiBFlBXmBm?nB0sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFlgBRiB/qBO?rBysB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFxgB/qBarBF?nB8sBmsB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFilBRnB0lBl?sBXrBmsB
SIZOJLT,O,O,O,X,X,X,X,X,X
SIOTLJZ,O,O,X,X,X,X,O,X,X
SIOTLZJ,O,O,X,X,X,X,O,X,X
SIOTJLZ,O,O,X,X,X,X,X,X,X
SIOTJZL,O,O,O,X,O,X,X,X,X
SIOTZLJ,O,O,O,X,X,X,X,X,X
SIOTZJL,O,O,O,X,X,X,X,X,X
SIOLTJZ,O,O,X,X,X,X,O,X,X
SIOLTZJ,O,O,X,X,X,X,O,O,O
SIOLJTZ,O,O,X,X,X,X,O,X,X
SIOLJZT,O,O,O,X,X,X,O,O,X
SIOLZTJ,O,O,O,X,X,X,O,O,O
SIOLZJT,O,O,O,X,X,X,X,O,X
SIOJTLZ,O,O,X,X,X,X,O,X,X
SIOJTZL,O,O,O,X,O,X,O,X,X
SIOJLTZ,O,O,X,X,X,X,O,X,X
SIOJLZT,O,O,O,X,X,X,O,X,X
SIOJZTL,O,O,O,X,O,X,O,X,X
SIOJZLT,O,O,O,X,X,X,X,X,X
SIOZTLJ,O,O,O,X,X,X,X,O,X
SIOZTJL,O,O,O,X,X,X,X,X,X
SIOZLTJ,O,O,O,X,X,X,X,O,X
SIOZLJT,O,O,O,X,X,X,X,O,X
SIOZJTL,O,O,O,X,X,X,X,X,X
SIOZJLT,O,O,O,X,X,X,X,X,X
SLTIJZO,O,O,O,X,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,X,O,X,X
SLTIZJO,O,O,O,X,X,O,X,O,X
SLTIZOJ,O,O,O,X,X,X,O,O,X
SLTIOJZ,O,O,X,X,X,X,O,X,X
SLTIOZJ,O,O,X,X,X,X,O,O,O
SLTJIZO,O,O,O,X,X,X,O,X,X
SLTJIOZ,O,O,X,X,X,X,O,X,X
SLTJZIO,O,O,O,X,X,O,O,X,X
SLTJZOI,O,O,O,X,X,O,O,X,X
SLTJOIZ,O,O,X,X,X,X,O,X,X
SLTJOZI,O,O,X,X,X,X,O,X,X
SLTZIJO,O,O,O,X,X,O,X,O,X
SLTZIOJ,O,O,O,X,X,X,O,O,X
SLTZJIO,O,O,O,X,X,O,X,O,X
SLTZJOI,O,O,O,X,X,O,X,O,X
SLTZOIJ,O,O,O,X,X,X,O,O,X
SLTZOJI,O,O,O,X,X,O,X,O,X
SLTOIJZ,O,O,X,X,X,X,O,X,X
SLTOIZJ,O,O,X,X,X,X,O,O,O
SLTOJIZ,O,O,X,X,X,X,O,X,X
SLTOJZI,O,O,X,X,X,X,O,X,X
SLTOZIJ,O,O,X,X,X,X,O,O,X
SLTOZJI,O,O,X,X,X,O,X,O,X
SLITJZO,O,O,O,X,X,X,X,X,X
SLITJOZ,O,O,X,X,X,X,O,X,X
SLITZJO,O,O,O,X,X,X,X,O,X
SLITZOJ,O,O,O,X,X,X,O,O,X
SLITOJZ,O,O,X,X,X,X,O,X,X
SLITOZJ,O,O,X,X,X,X,O,O,X
SLIJTZO,O,O,O,X,X,X,O,X,X
SLIJTOZ,O,O,X,X,X,X,O,X,X
SLIJZTO,O,O,O,X,X,X,O,O,X
SLIJZOT,O,O,O,X,X,X,O,O,X
SLIJOTZ,O,O,X,X,X,X,O,X,X
SLIJOZT,O,O,O,X,X,X,O,O,X
SLIZTJO,O,O,O,X,X,X,X,O,X
SLIZTOJ,O,O,O,X,X,X,O,O,X
SLIZJTO,O,O,O,X,X,X,X,O,X
SLIZJOT,O,O,O,X,X,X,X,O,X
SLIZOTJ,O,O,O,X,X,X,O,O,X
SLIZOJT,O,O,O,X,X,X,X,O,X
SLIOTJZ,O,O,X,X,X,X,O,X,X
SLIOTZJ,O,O,X,X,X,X,O,O,O
SLIOJTZ,O,O,X,X,X,X,O,X,X
SLIOJZT,O,O,O,X,X,X,O,O,X
SLIOZTJ,O,O,O,X,X,X,O,O,O
SLIOZJT,O,O,O,X,X,X,X,O,X
SLJTIZO,O,O,O,X,X,X,O,X,X
SLJTIOZ,O,O,X,X,X,X,O,X,X
SLJTZIO,O,O,O,X,X,X,O,X,X
SLJTZOI,O,O,O,X,X,X,O,X,X
SLJTOIZ,O,O,X,X,X,X,O,X,X
SLJTOZI,O,O,X,X,X,X,O,X,X
SLJITZO,O,O,O,X,X,X,O,X,X
SLJITOZ,O,O,X,X,X,X,O,X,X
SLJIZTO,O,O,O,X,X,X,O,O,X
SLJIZOT,O,O,O,X,X,X,O,O,X
SLJIOTZ,O,O,X,X,X,X,O,X,X
SLJIOZT,O,O,O,X,X,X,O,O,X
SLJZTIO,O,O,O,X,X,X,O,O,X
SLJZTOI,O,O,O,X,X,X,O,O,X
SLJZITO,O,O,O,X,X,X,O,O,X
SLJZIOT,O,O,O,X,X,X,O,O,X
SLJZOTI,O,O,O,X,X,X,O,O,X
SLJZOIT,O,O,O,X,X,X,O,O,X
SLJOTIZ,O,O,X,X,X,X,O,X,X
SLJOTZI,O,O,X,X,X,X,O,X,X
SLJOITZ,O,O,X,X,X,X,O,X,X
SLJOIZT,O,O,O,X,X,X,O,O,X
SLJOZTI,O,O,O,X,X,X,O,O,X
SLJOZIT,O,O,O,X,X,X,O,O,X
SLZTIJO,O,O,O,X,X,O,X,O,X
SLZTIOJ,O,O,O,X,X,X,O,O,X
SLZTJIO,O,O,O,X,X,O,X,O,X
SLZTJOI,O,O,O,X,X,O,X,O,X
SLZTOIJ,O,O,O,X,X,X,O,O,X
SLZTOJI,O,O,O,X,X,O,X,O,X
SLZITJO,O,O,O,X,X,X,X,O,X
SLZITOJ,O,O,O,X,X,X,O,O,X
SLZIJTO,O,O,O,X,X,X,X,O,X
SLZIJOT,O,O,O,X,X,X,X,O,X
SLZIOTJ,O,O,O,X,X,X,O,O,X
SLZIOJT,O,O,O,X,X,X,X,O,X
SLZJTIO,O,O,O,X,X,O,O,O,X
SLZJTOI,O,O,O,X,X,O,O,O,X
SLZJITO,O,O,O,X,X,O,O,O,X
SLZJIOT,O,O,O,X,X,X,O,O,X
SLZJOTI,O,O,O,X,X,X,O,O,X
SLZJOIT,O,O,O,X,X,X,O,O,X
SLZOTIJ,O,O,O,X,X,X,O,O,X
SLZOTJI,O,O,O,X,X,X,X,O,X
SLZOITJ,O,O,O,X,X,X,O,O,X
SLZOIJT,O,O,O,X,X,X,X,O,X
SLZOJTI,O,O,O,X,X,X,O,O,X
SLZOJIT,O,O,O,X,X,X,O,O,X
SLOTIJZ,O,O,X,X,X,X,O,X,X
SLOTIZJ,O,O,X,X,X,X,O,O,O
SLOTJIZ,O,O,X,X,X,X,O,X,X
SLOTJZI,O,O,X,X,X,X,O,X,X
SLOTZIJ,O,O,X,X,X,X,O,O,X
SLOTZJI,O,O,X,X,X,X,X,O,X
SLOITJZ,O,O,X,X,X,X,O,X,X
SLOITZJ,O,O,X,X,X,X,O,O,O
SLOIJTZ,O,O,X,X,X,X,O,X,X
SLOIJZT,O,O,O,X,X,X,O,O,X
SLOIZTJ,O,O,O,X,X,X,O,O,O
SLOIZJT,O,O,O,X,X,X,X,O,X
SLOJTIZ,O,O,X,X,X,X,O,X,X
SLOJTZI,O,O,X,X,X,X,O,X,X
SLOJITZ,O,O,X,X,X,X,O,X,X
SLOJIZT,O,O,O,X,X,X,O,O,X
SLOJZTI,O,O,O,X,X,X,O,O,X
SLOJZIT,O,O,O,X,X,X,O,O,X
SLOZTIJ,O,O,O,X,X,X,O,O,X
SLOZTJI,O,O,O,X,X,X,X,O,X
SLOZITJ,O,O,O,X,X,X,O,O,X
SLOZIJT,O,O,O,X,X,X,X,O,X
SLOZJTI,O,O,O,X,X,X,O,O,X
SLOZJIT,O,O,O,X,X,X,O,O,X
SJTILZO,O,O,O,O,X,X,O,X,X
SJTILOZ,O,O,X,O,X,X,O,X,X
SJTIZLO,O,O,O,O,X,X,X,X,X
SJTIZOL,O,O,O,O,O,X,O,X,X
SJTIOLZ,O,O,X,O,X,X,O,X,X
SJTIOZL,O,O,O,O,O,X,O,X,X
SJTLIZO,O,O,O,O,X,X,O,X,X
SJTLIOZ,O,O,X,O,X,X,O,X,X
SJTLZIO,O,O,O,O,X,O,O,X,X
SJTLZOI,O,O,O,O,X,O,O,X,X
SJTLOIZ,O,O,X,O,X,X,O,X,X
SJTLOZI,O,O,X,O,X,X,O,X,X
SJTZILO,O,O,O,O,X,O,X,X,X
SJTZIOL,O,O,O,O,O,O,O,X,X
SJTZLIO,O,O,O,O,X,O,O,X,X
SJTZLOI,O,O,O,O,X,O,O,X,X
SJTZOIL,O,O,O,O,O,O,O,X,X
SJTZOLI,O,O,O,O,X,O,O,X,X
SJTOILZ,O,O,X,O,X,X,O,X,X
SJTOIZL,O,O,O,O,O,X,O,X,X
SJTOLIZ,O,O,X,O,X,X,O,X,X
SJTOLZI,O,O,X,O,X,X,O,X,X
SJTOZIL,O,O,O,O,O,X,O,X,X
SJTOZLI,O,O,O,O,X,X,O,X,X
SJITLZO,O,O,O,O,X,X,O,X,X
SJITLOZ,O,O,X,O,X,X,O,X,X
SJITZLO,O,O,O,O,X,X,X,X,X
SJITZOL,O,O,O,O,O,X,O,X,X
SJITOLZ,O,O,X,O,X,X,O,X,X
SJITOZL,O,O,O,O,O,X,O,X,X
SJILTZO,O,O,O,X,X,X,O,X,X
SJILTOZ,O,O,X,X,X,X,O,X,X
SJILZTO,O,O,O,X,X,X,O,X,X
SJILZOT,O,O,O,X,X,X,O,X,X
SJILOTZ,O,O,X,X,X,X,O,X,X
SJILOZT,O,O,O,X,X,X,O,X,X
SJIZTLO,O,O,O,O,X,X,X,X,X
SJIZTOL,O,O,O,O,O,X,O,X,X
SJIZLTO,O,O,O,O,X,X,X,X,X
SJIZLOT,O,O,O,X,X,X,X,X,X
SJIZOTL,O,O,O,X,O,X,O,X,X
SJIZOLT,O,O,O,X,X,X,X,X,X
SJIOTLZ,O,O,X,X,X,X,O,X,X
SJIOTZL,O,O,O,X,O,X,O,X,X
SJIOLTZ,O,O,X,X,X,X,O,X,X
SJIOLZT,O,O,O,X,X,X,O,X,X
SJIOZTL,O,O,O,X,O,X,O,X,X
SJIOZLT,O,O,O,X,X,X,X,X,X
SJLTIZO,O,O,O,X,X,X,O,X,X
SJLTIOZ,O,O,X,X,X,X,O,X,X
SJLTZIO,O,O,O,X,X,X,O,X,X
SJLTZOI,O,O,O,X,X,X,O,X,X
SJLTOIZ,O,O,X,X,X,X,O,X,X
SJLTOZI,O,O,X,X,X,X,O,X,X
SJLITZO,O,O,O,X,X,X,O,X,X
SJLITOZ,O,O,X,X,X,X,O,X,X
SJLIZTO,O,O,O,X,X,X,O,O,X
SJLIZOT,O,O,O,X,X,X,O,O,X
SJLIOTZ,O,O,X,X,X,X,O,X,X
SJLIOZT,O,O,O,X,X,X,O,O,X
SJLZTIO,O,O,O,X,X,X,O,O,X
SJLZTOI,O,O,O,X,X,X,O,O,X
SJLZITO,O,O,O,X,X,X,O,O,X
SJLZIOT,O,O,O,X,X,X,O,O,X
SJLZOTI,O,O,O,X,X,X,O,O,X
SJLZOIT,O,O,O,X,X,X,O,O,X
SJLOTIZ,O,O,X,X,X,X,O,X,X
SJLOTZI,O,O,X,X,X,X,O,X,X
SJLOITZ,O,O,X,X,X,X,O,X,X
SJLOIZT,O,O,O,X,X,X,O,O,X
SJLOZTI,O,O,O,X,X,X,O,O,X
SJLOZIT,O,O,O,X,X,X,O,O,X
SJZTILO,O,O,O,O,X,O,X,X,X
SJZTIOL,O,O,O,O,O,O,O,X,X
SJZTLIO,O,O,O,O,X,O,O,O,X
SJZTLOI,O,O,O,O,X,O,O,O,X
SJZTOIL,O,O,O,O,O,O,O,X,X
SJZTOLI,O,O,O,O,X,O,O,O,X
SJZITLO,O,O,O,O,X,O,X,X,X
SJZITOL,O,O,O,O,O,O,O,X,X
SJZILTO,O,O,O,O,X,O,X,X,X
SJZILOT,O,O,O,X,X,X,X,X,X
SJZIOTL,O,O,O,X,O,O,O,X,X
SJZIOLT,O,O,O,X,X,X,X,X,X
SJZLTIO,O,O,O,O,X,O,O,O,X
SJZLTOI,O,O,O,O,X,O,O,O,X
SJZLITO,O,O,O,O,X,O,O,O,X
SJZLIOT,O,O,O,X,X,X,O,O,X
SJZLOTI,O,O,O,O,X,X,O,O,X
SJZLOIT,O,O,O,O,X,X,O,O,X
SJZOTIL,O,O,O,O,O,O,O,X,X
SJZOTLI,O,O,O,O,X,O,O,O,X
SJZOITL,O,O,O,O,O,O,O,X,X
SJZOILT,O,O,O,O,X,X,X,X,X
SJZOLTI,O,O,O,O,X,X,O,O,X
SJZOLIT,O,O,O,O,X,X,O,O,X
SJOTILZ,O,O,X,O,X,X,O,X,X
SJOTIZL,O,O,O,O,O,X,O,X,X
SJOTLIZ,O,O,X,O,X,X,O,X,X
SJOTLZI,O,O,X,O,X,X,O,X,X
SJOTZIL,O,O,O,O,O,X,O,X,X
SJOTZLI,O,O,O,O,X,X,O,X,X
SJOITLZ,O,O,X,O,X,X,O,X,X
SJOITZL,O,O,O,O,O,X,O,X,X
SJOILTZ,O,O,X,O,X,X,O,X,X
SJOILZT,O,O,O,O,X,X,O,X,X
SJOIZTL,O,O,O,O,O,X,O,X,X
SJOIZLT,O,O,O,O,X,X,X,X,X
SJOLTIZ,O,O,X,O,X,X,O,X,X
SJOLTZI,O,O,X,O,X,X,O,X,X
SJOLITZ,O,O,X,O,X,X,O,X,X
SJOLIZT,O,O,O,O,X,X,O,O,X
SJOLZTI,O,O,O,O,X,X,O,O,X
SJOLZIT,O,O,O,O,X,X,O,O,X
SJOZTIL,O,O,O,O,O,X,O,X,X
SJOZTLI,O,O,O,O,X,X,O,O,X
SJOZITL,O,O,O,O,O,X,O,X,X
SJOZILT,O,O,O,O,X,X,X,X,X
SJOZLTI,O,O,O,O,X,X,O,O,X
SJOZLIT,O,O,O,O,X,X,O,O,X
SZTILJO,O,O,O,O,X,O,X,O,X
SZTILOJ,O,O,O,O,X,X,X,O,X
SZTIJLO,O,O,O,O,X,O,X,X,X
SZTIJOL,O,O,O,O,X,O,X,X,X
SZTIOLJ,O,O,O,O,X,X,X,O,X
SZTIOJL,O,O,O,X,X,X,X,X,X
SZTLIJO,O,O,O,O,X,O,X,O,X
SZTLIOJ,O,O,O,O,X,X,O,O,X
SZTLJIO,O,O,O,O,X,O,X,O,X
SZTLJOI,O,O,O,O,X,O,X,O,X
SZTLOIJ,O,O,O,O,X,X,O,O,X
SZTLOJI,O,O,O,O,X,O,X,O,X
SZTJILO,O,O,O,O,X,O,X,X,X
SZTJIOL,O,O,O,O,X,O,X,X,X
SZTJLIO,O,O,O,O,X,O,X,O,X
SZTJLOI,O,O,O,O,X,O,X,O,X
SZTJOIL,O,O,O,O,X,O,X,X,X
SZTJOLI,O,O,O,O,X,O,X,O,X
SZTOILJ,O,O,O,O,X,X,X,O,X
SZTOIJL,O,O,O,O,X,X,X,X,X
SZTOLIJ,O,O,O,O,X,X,O,O,X
SZTOLJI,O,O,O,O,X,O,X,O,X
SZTOJIL,O,O,O,O,X,O,X,X,X
SZTOJLI,O,O,O,O,X,O,X,O,X
SZITLJO,O,O,O,X,X,O,X,O,X
SZITLOJ,O,O,O,X,X,X,X,O,X
SZITJLO,O,O,O,X,X,O,X,X,X
SZITJOL,O,O,O,X,X,O,X,X,X
SZITOLJ,O,O,O,X,X,X,X,O,X
SZITOJL,O,O,O,X,X,X,X,X,X
SZILTJO,O,O,O,X,X,X,X,O,X
SZILTOJ,O,O,O,X,X,X,X,O,X
SZILJTO,O,O,O,X,X,X,X,O,X
SZILJOT,O,O,O,X,X,X,X,O,X
SZILOTJ,O,O,O,X,X,X,X,O,X
SZILOJT,O,O,O,X,X,X,X,O,X
SZIJTLO,O,O,O,X,X,O,X,X,X
SZIJTOL,O,O,O,X,X,O,X,X,X
SZIJLTO,O,O,O,X,X,O,X,X,X
SZIJLOT,O,O,O,X,X,X,X,X,X
SZIJOTL,O,O,O,X,X,O,X,X,X
SZIJOLT,O,O,O,X,X,X,X,X,X
SZIOTLJ,O,O,O,X,X,X,X,O,X
SZIOTJL,O,O,O,X,X,X,X,X,X
SZIOLTJ,O,O,O,X,X,X,X,O,X
SZIOLJT,O,O,O,X,X,X,X,O,X
SZIOJTL,O,O,O,X,X,X,X,X,X
SZIOJLT,O,O,O,X,X,X,X,X,X
SZLTIJO,O,O,O,O,X,O,X,O,X
SZLTIOJ,O,O,O,O,X,X,O,O,X
SZLTJIO,O,O,O,O,X,O,X,O,X
SZLTJOI,O,O,O,O,X,O,X,O,X
SZLTOIJ,O,O,O,O,X,X,O,O,X
SZLTOJI,O,O,O,O,X,O,X,O,X
SZLITJO,O,O,O,X,X,X,X,O,X
SZLITOJ,O,O,O,X,X,X,O,O,X
SZLIJTO,O,O,O,X,X,X,X,O,X
SZLIJOT,O,O,O,X,X,X,X,O,X
SZLIOTJ,O,O,O,X,X,X,O,O,X
SZLIOJT,O,O,O,X,X,X,X,O,X
SZLJTIO,O,O,O,O,X,O,O,O,X
SZLJTOI,O,O,O,O,X,O,O,O,X
SZLJITO,O,O,O,O,X,O,O,O,X
SZLJIOT,O,O,O,X,X,X,O,O,X
SZLJOTI,O,O,O,O,X,X,O,O,X
SZLJOIT,O,O,O,O,X,X,O,O,X
SZLOTIJ,O,O,O,O,X,X,O,O,X
SZLOTJI,O,O,O,O,X,X,X,O,X
SZLOITJ,O,O,O,X,X,X,O,O,X
SZLOIJT,O,O,O,X,X,X,X,O,X
SZLOJTI,O,O,O,O,X,X,O,O,X
SZLOJIT,O,O,O,O,X,X,O,O,X
SZJTILO,O,O,O,O,X,O,X,X,X
SZJTIOL,O,O,O,O,X,O,O,X,X
SZJTLIO,O,O,O,O,X,O,O,O,X
SZJTLOI,O,O,O,O,X,O,O,O,X
SZJTOIL,O,O,O,O,X,O,O,X,X
SZJTOLI,O,O,O,O,X,O,O,O,X
SZJITLO,O,O,O,O,X,O,X,X,X
SZJITOL,O,O,O,O,X,O,O,X,X
SZJILTO,O,O,O,O,X,O,X,X,X
SZJILOT,O,O,O,X,X,X,X,X,X
SZJIOTL,O,O,O,X,X,O,O,X,X
SZJIOLT,O,O,O,X,X,X,X,X,X
SZJLTIO,O,O,O,O,X,O,O,O,X
SZJLTOI,O,O,O,O,X,O,O,O,X
SZJLITO,O,O,O,O,X,O,O,O,X
SZJLIOT,O,O,O,X,X,X,O,O,X
SZJLOTI,O,O,O,O,X,X,O,O,X
SZJLOIT,O,O,O,O,X,X,O,O,X
SZJOTIL,O,O,O,O,X,O,O,X,X
SZJOTLI,O,O,O,O,X,O,O,O,X
SZJOITL,O,O,O,O,X,O,O,X,X
SZJOILT,O,O,O,O,X,X,X,X,X
SZJOLTI,O,O,O,O,X,X,O,O,X
SZJOLIT,O,O,O,O,X,X,O,O,X
SZOTILJ,O,O,O,O,X,X,X,O,X
SZOTIJL,O,O,O,O,X,X,X,X,X
SZOTLIJ,O,O,O,O,X,X,O,O,X
SZOTLJI,O,O,O,O,X,O,X,O,X
SZOTJIL,O,O,O,O,X,O,X,X,X
SZOTJLI,O,O,O,O,X,O,X,O,X
SZOITLJ,O,O,O,O,X,X,X,O,X
SZOITJL,O,O,O,O,X,X,X,X,X
SZOILTJ,O,O,O,O,X,X,X,O,X
SZOILJT,O,O,O,X,X,X,X,O,X
SZOIJTL,O,O,O,O,X,X,X,X,X
SZOIJLT,O,O,O,O,X,X,X,X,X
SZOLTIJ,O,O,O,O,X,X,O,O,X
SZOLTJI,O,O,O,O,X,X,X,O,X
SZOLITJ,O,O,O,O,X,X,O,O,X
SZOLIJT,O,O,O,X,X,X,X,O,X
SZOLJTI,O,O,O,O,X,X,O,O,X
SZOLJIT,O,O,O,O,X,X,O,O,X
SZOJTIL,O,O,O,O,X,O,O,X,X
SZOJTLI,O,O,O,O,X,O,O,O,X
SZOJITL,O,O,O,O,X,O,O,X,X
SZOJILT,O,O,O,O,X,X,X,X,X
SZOJLTI,O,O,O,O,X,X,O,O,X
SZOJLIT,O,O,O,O,X,X,O,O,X
SOTILJZ,O,O,X,O,X,X,O,X,X
SOTILZJ,O,O,X,O,X,X,O,X,O
SOTIJLZ,O,O,X,O,X,X,X,X,X
SOTIJZL,O,O,O,O,O,X,X,X,X
SOTIZLJ,O,O,O,O,X,X,X,X,X
SOTIZJL,O,O,O,O,X,X,X,X,X
SOTLIJZ,O,O,X,O,X,X,O,X,X
SOTLIZJ,O,O,X,O,X,X,O,O,O
SOTLJIZ,O,O,X,O,X,X,O,X,X
SOTLJZI,O,O,X,O,X,X,O,X,X
SOTLZIJ,O,O,X,O,X,X,O,O,X
SOTLZJI,O,O,X,O,X,O,X,O,X
SOTJILZ,O,O,X,O,X,X,O,X,X
SOTJIZL,O,O,O,O,O,X,O,X,X
SOTJLIZ,O,O,X,O,X,X,O,X,X
SOTJLZI,O,O,X,O,X,X,O,X,X
SOTJZIL,O,O,O,O,O,X,O,X,X
SOTJZLI,O,O,O,O,X,X,O,X,X
SOTZILJ,O,O,O,O,X,X,X,O,X
SOTZIJL,O,O,O,O,X,X,X,X,X
SOTZLIJ,O,O,O,O,X,X,O,O,X
SOTZLJI,O,O,O,O,X,O,X,O,X
SOTZJIL,O,O,O,O,X,O,X,X,X
SOTZJLI,O,O,O,O,X,O,X,O,X
SOITLJZ,O,O,X,O,X,X,O,X,X
SOITLZJ,O,O,X,O,X,X,O,X,X
SOITJLZ,O,O,X,O,X,X,X,X,X
SOITJZL,O,O,O,O,O,X,X,X,X
SOITZLJ,O,O,O,O,X,X,X,X,X
SOITZJL,O,O,O,O,X,X,X,X,X
SOILTJZ,O,O,X,O,X,X,O,X,X
SOILTZJ,O,O,X,O,X,X,O,O,O
SOILJTZ,O,O,X,X,X,X,O,X,X
SOILJZT,O,O,O,X,X,X,O,O,X
SOILZTJ,O,O,O,O,X,X,O,O,O
SOILZJT,O,O,O,X,X,X,X,O,X
SOIJTLZ,O,O,X,O,X,X,O,X,X
SOIJTZL,O,O,O,O,O,X,O,X,X
SOIJLTZ,O,O,X,O,X,X,O,X,X
SOIJLZT,O,O,O,O,X,X,O,X,X
SOIJZTL,O,O,O,O,O,X,O,X,X
SOIJZLT,O,O,O,O,X,X,X,X,X
SOIZTLJ,O,O,O,O,X,X,X,O,X
SOIZTJL,O,O,O,O,X,X,X,X,X
SOIZLTJ,O,O,O,O,X,X,X,O,X
SOIZLJT,O,O,O,X,X,X,X,O,X
SOIZJTL,O,O,O,O,X,X,X,X,X
SOIZJLT,O,O,O,O,X,X,X,X,X
SOLTIJZ,O,O,X,O,X,X,O,X,X
SOLTIZJ,O,O,X,O,X,X,O,O,O
SOLTJIZ,O,O,X,O,X,X,O,X,X
SOLTJZI,O,O,X,O,X,X,O,X,X
SOLTZIJ,O,O,X,O,X,X,O,O,X
SOLTZJI,O,O,X,O,X,X,X,O,X
SOLITJZ,O,O,X,O,X,X,O,X,X
SOLITZJ,O,O,X,O,X,X,O,O,O
SOLIJTZ,O,O,X,X,X,X,O,X,X
SOLIJZT,O,O,O,X,X,X,O,O,X
SOLIZTJ,O,O,O,O,X,X,O,O,O
SOLIZJT,O,O,O,X,X,X,X,O,X
SOLJTIZ,O,O,X,O,X,X,O,X,X
SOLJTZI,O,O,X,O,X,X,O,X,X
SOLJITZ,O,O,X,O,X,X,O,X,X
SOLJIZT,O,O,O,O,X,X,O,O,X
SOLJZTI,O,O,O,O,X,X,O,O,X
SOLJZIT,O,O,O,O,X,X,O,O,X
SOLZTIJ,O,O,O,O,X,X,O,O,X
SOLZTJI,O,O,O,O,X,X,X,O,X
SOLZITJ,O,O,O,O,X,X,O,O,X
SOLZIJT,O,O,O,X,X,X,X,O,X
SOLZJTI,O,O,O,O,X,X,O,O,X
SOLZJIT,O,O,O,O,X,X,O,O,X
SOJTILZ,O,O,X,O,X,X,O,X,X
SOJTIZL,O,O,O,O,O,X,O,X,X
SOJTLIZ,O,O,X,O,X,X,O,X,X
SOJTLZI,O,O,X,O,X,X,O,X,X
SOJTZIL,O,O,O,O,O,X,O,X,X
SOJTZLI,O,O,O,O,X,X,O,X,X
SOJITLZ,O,O,X,O,X,X,O,X,X
SOJITZL,O,O,O,O,O,X,O,X,X
SOJILTZ,O,O,X,O,X,X,O,X,X
SOJILZT,O,O,O,O,X,X,O,X,X
SOJIZTL,O,O,O,O,O,X,O,X,X
SOJIZLT,O,O,O,O,X,X,X,X,X
SOJLTIZ,O,O,X,O,X,X,O,X,X
SOJLTZI,O,O,X,O,X,X,O,X,X
SOJLITZ,O,O,X,O,X,X,O,X,X
SOJLIZT,O,O,O,O,X,X,O,O,X
SOJLZTI,O,O,O,O,X,X,O,O,X
SOJLZIT,O,O,O,O,X,X,O,O,X
SOJZTIL,O,O,O,O,O,X,O,X,X
SOJZTLI,O,O,O,O,X,X,O,O,X
SOJZITL,O,O,O,O,O,X,O,X,X
SOJZILT,O,O,O,O,X,X,X,X,X
SOJZLTI,O,O,O,O,X,X,O,O,X
SOJZLIT,O,O,O,O,X,X,O,O,X
SOZTILJ,O,O,O,O,X,X,X,O,X
SOZTIJL,O,O,O,O,X,X,X,X,X
SOZTLIJ,O,O,O,O,X,X,O,O,X
SOZTLJI,O,O,O,O,X,O,X,O,X
SOZTJIL,O,O,O,O,X,O,X,X,X
SOZTJLI,O,O,O,O,X,O,X,O,X
SOZITLJ,O,O,O,O,X,X,X,O,X
SOZITJL,O,O,O,O,X,X,X,X,X
SOZILTJ,O,O,O,O,X,X,X,O,X
SOZILJT,O,O,O,X,X,X,X,O,X
SOZIJTL,O,O,O,O,X,X,X,X,X
SOZIJLT,O,O,O,O,X,X,X,X,X
SOZLTIJ,O,O,O,O,X,X,O,O,X
SOZLTJI,O,O,O,O,X,X,X,O,X
SOZLITJ,O,O,O,O,X,X,O,O,X
SOZLIJT,O,O,O,X,X,X,X,O,X
SOZLJTI,O,O,O,O,X,X,O,O,X
SOZLJIT,O,O,O,O,X,X,O,O,X
SOZJTIL,O,O,O,O,X,O,O,X,X
SOZJTLI,O,O,O,O,X,O,O,O,X
SOZJITL,O,O,O,O,X,O,O,X,X
SOZJILT,O,O,O,O,X,X,X,X,X
SOZJLTI,O,O,O,O,X,X,O,O,X
SOZJLIT,O,O,O,O,X,X,O,O,X
ZTILJSO,O,O,O,O,X,O,X,X,X
ZTILJOS,X,O,X,O,X,O,X,X,X
ZTILSJO,O,O,O,O,X,O,X,X,X
ZTILSOJ,O,O,O,O,X,X,X,X,X
ZTILOJS,X,O,X,O,X,X,X,X,O
ZTILOSJ,O,O,O,O,X,X,X,X,O
ZTIJLSO,O,O,O,O,X,O,X,X,X
ZTIJLOS,X,O,X,O,O,O,X,X,X
ZTIJSLO,O,O,O,O,X,O,X,X,X
ZTIJSOL,O,O,O,O,O,O,X,X,X
ZTIJOLS,X,O,X,O,O,O,X,X,X
ZTIJOSL,X,O,X,O,O,O,X,X,X
