sequence,v115@VhA8AeB8CeI8JeZEJvhFqpB/qBFmB8rBznB+tB,v115@VhA8AeB8CeI8JeZEJvhFupBFmB8rBftB6tBTqB,v115@VhA8AeB8CeI8JeZEJvhFFlBXmB8rBCoBWvBTtB,v115@VhA8AeB8CeI8JeZEJvhFClBXmB8rBznB+tBVvB,v115@VhA8AeB8CeI8Je/FJvhFRhBCjBOpBlrBTtB0pB,v115@VhA8AeB8CeI8Je/FJvhFFhBxiBOpBCsBTtB0pB
LZOSTIJ,O,O,O,X,X,O
LZOSTJI,O,O,O,X,X,O
LZOSITJ,O,O,O,X,X,O
LZOSIJT,O,O,O,X,X,O
LZOSJTI,O,O,O,X,X,O
LZOSJIT,O,O,O,X,X,O
LOTIJSZ,X,X,O,X,O,O
LOTIJZS,X,X,O,X,O,O
LOTISJZ,X,X,X,X,O,O
LOTISZJ,X,X,X,X,O,O
LOTIZJS,X,X,O,X,O,O
LOTIZSJ,X,X,O,X,O,O
LOTJISZ,X,X,O,X,O,O
LOTJIZS,X,X,O,X,O,O
LOTJSIZ,X,X,O,X,O,O
LOTJSZI,X,X,O,X,O,O
LOTJZIS,X,X,O,X,O,O
LOTJZSI,X,X,O,X,O,O
LOTSIJZ,X,X,X,X,O,O
LOTSIZJ,X,X,X,X,O,O
LOTSJIZ,X,X,X,X,O,O
LOTSJZI,X,X,X,X,O,O
LOTSZIJ,X,X,X,X,O,O
LOTSZJI,X,X,X,X,O,O
LOTZIJS,X,X,O,X,O,O
LOTZISJ,X,X,O,X,O,O
LOTZJIS,X,X,O,X,O,O
LOTZJSI,X,X,O,X,O,O
LOTZSIJ,X,X,O,X,O,O
LOTZSJI,X,X,O,X,O,O
LOITJSZ,X,X,O,X,O,O
LOITJZS,X,X,O,X,O,O
LOITSJZ,X,X,X,X,O,O
LOITSZJ,X,X,X,X,O,O
LOITZJS,X,X,O,X,O,O
LOITZSJ,X,X,O,X,O,O
LOIJTSZ,O,X,O,X,O,O
LOIJTZS,O,X,O,X,O,O
LOIJSTZ,O,O,O,X,O,O
LOIJSZT,O,O,O,X,X,O
LOIJZTS,O,O,O,X,X,O
LOIJZST,O,O,O,X,X,O
LOISTJZ,X,O,X,X,O,O
LOISTZJ,X,O,X,X,O,O
LOISJTZ,O,O,O,X,O,O
LOISJZT,O,O,O,X,X,O
LOISZTJ,O,O,O,X,X,O
LOISZJT,O,O,O,X,X,O
LOIZTJS,X,O,O,X,X,O
LOIZTSJ,X,O,O,X,X,O
LOIZJTS,O,O,O,X,X,O
LOIZJST,O,O,O,X,X,O
LOIZSTJ,O,O,O,X,X,O
LOIZSJT,O,O,O,X,X,O
LOJTISZ,O,X,O,X,O,O
LOJTIZS,O,X,O,X,O,O
LOJTSIZ,O,X,O,X,O,O
LOJTSZI,O,X,O,X,O,O
LOJTZIS,O,X,O,X,O,O
LOJTZSI,O,X,O,X,O,O
LOJITSZ,O,X,O,X,O,O
LOJITZS,O,X,O,X,O,O
LOJISTZ,O,O,O,X,O,O
LOJISZT,O,O,O,X,X,O
LOJIZTS,O,O,O,X,X,O
LOJIZST,O,O,O,X,X,O
LOJSTIZ,O,O,O,X,O,O
LOJSTZI,O,O,O,X,O,O
LOJSITZ,O,O,O,X,O,O
LOJSIZT,O,O,O,X,X,O
LOJSZTI,O,O,O,X,O,O
LOJSZIT,O,O,O,X,X,O
LOJZTIS,O,O,O,X,O,O
LOJZTSI,O,O,O,X,O,O
LOJZITS,O,O,O,X,X,O
LOJZIST,O,O,O,X,X,O
LOJZSTI,O,O,O,X,O,O
LOJZSIT,O,O,O,X,X,O
LOSTIJZ,X,O,X,X,O,O
LOSTIZJ,X,O,X,X,O,O
LOSTJIZ,X,O,X,X,O,O
LOSTJZI,X,O,X,X,O,O
LOSTZIJ,X,O,X,X,O,O
LOSTZJI,X,O,X,X,O,O
LOSITJZ,X,O,X,X,O,O
LOSITZJ,X,O,X,X,O,O
LOSIJTZ,O,O,O,X,O,O
LOSIJZT,O,O,O,X,X,O
LOSIZTJ,O,O,O,X,X,O
LOSIZJT,O,O,O,X,X,O
LOSJTIZ,O,O,O,X,O,O
LOSJTZI,O,O,O,X,O,O
LOSJITZ,O,O,O,X,O,O
LOSJIZT,O,O,O,X,X,O
LOSJZTI,O,O,O,X,O,O
LOSJZIT,O,O,O,X,X,O
LOSZTIJ,O,O,O,X,O,O
LOSZTJI,O,O,O,X,O,O
LOSZITJ,O,O,O,X,X,O
LOSZIJT,O,O,O,X,X,O
LOSZJTI,O,O,O,X,O,O
LOSZJIT,O,O,O,X,X,O
LOZTIJS,X,O,O,X,O,O
LOZTISJ,X,O,O,X,O,O
LOZTJIS,X,O,O,X,O,O
LOZTJSI,X,O,O,X,O,O
LOZTSIJ,X,O,O,X,O,O
LOZTSJI,X,O,O,X,O,O
LOZITJS,X,O,O,X,X,O
LOZITSJ,X,O,O,X,X,O
LOZIJTS,O,O,O,X,X,O
LOZIJST,O,O,O,X,X,O
LOZISTJ,O,O,O,X,X,O
LOZISJT,O,O,O,X,X,O
LOZJTIS,O,O,O,X,O,O
LOZJTSI,O,O,O,X,O,O
LOZJITS,O,O,O,X,X,O
LOZJIST,O,O,O,X,X,O
LOZJSTI,O,O,O,X,O,O
LOZJSIT,O,O,O,X,X,O
LOZSTIJ,O,O,O,X,O,O
LOZSTJI,O,O,O,X,O,O
LOZSITJ,O,O,O,X,X,O
LOZSIJT,O,O,O,X,X,O
LOZSJTI,O,O,O,X,O,O
LOZSJIT,O,O,O,X,X,O
JTILSZO,O,X,O,O,X,X
JTILSOZ,O,X,X,O,O,O
JTILZSO,O,X,O,O,X,X
JTILZOS,O,X,O,O,X,X
JTILOSZ,O,X,O,O,O,O
JTILOZS,O,X,O,O,O,O
JTISLZO,X,O,O,O,X,X
JTISLOZ,X,X,X,O,O,O
JTISZLO,X,O,O,O,X,X
JTISZOL,X,O,O,O,O,X
JTISOLZ,X,X,O,O,O,X
JTISOZL,X,X,O,O,O,X
JTIZLSO,O,O,O,O,X,X
JTIZLOS,O,X,O,O,X,X
JTIZSLO,X,O,O,O,X,X
JTIZSOL,X,O,O,O,O,X
JTIZOLS,O,X,O,O,O,X
JTIZOSL,X,O,O,O,O,X
JTIOLSZ,O,X,O,O,O,X
JTIOLZS,O,X,O,O,O,X
JTIOSLZ,X,X,O,O,O,X
JTIOSZL,X,X,O,O,O,X
JTIOZLS,O,X,O,O,O,X
JTIOZSL,X,X,O,O,O,X
JTLISZO,O,X,O,O,X,X
JTLISOZ,O,X,X,O,O,O
JTLIZSO,O,X,O,O,X,X
JTLIZOS,O,X,O,O,X,X
JTLIOSZ,O,X,O,O,O,O
JTLIOZS,O,X,O,O,O,O
JTLSIZO,O,X,O,O,X,X
JTLSIOZ,O,X,X,O,O,O
JTLSZIO,O,X,O,O,X,X
JTLSZOI,O,X,O,O,X,O
JTLSOIZ,O,X,X,O,O,O
JTLSOZI,O,X,X,O,O,O
JTLZISO,O,X,O,O,X,X
JTLZIOS,O,X,O,O,X,X
JTLZSIO,O,X,O,O,X,X
JTLZSOI,O,X,O,O,X,O
JTLZOIS,O,X,O,O,X,O
JTLZOSI,O,X,O,O,X,O
JTLOISZ,O,X,O,O,O,O
JTLOIZS,O,X,O,O,O,O
JTLOSIZ,O,X,O,O,O,O
JTLOSZI,O,X,O,O,O,O
JTLOZIS,O,X,O,O,O,O
JTLOZSI,O,X,O,O,O,O
JTSILZO,X,O,O,O,X,X
JTSILOZ,X,X,X,O,O,O
JTSIZLO,X,O,O,O,X,X
JTSIZOL,X,O,O,O,O,X
JTSIOLZ,X,X,O,O,O,X
JTSIOZL,X,X,O,O,O,X
JTSLIZO,O,O,O,O,X,X
JTSLIOZ,O,X,X,O,O,O
JTSLZIO,O,O,O,O,X,X
JTSLZOI,O,O,O,O,X,O
JTSLOIZ,O,X,X,O,O,O
JTSLOZI,O,X,X,O,O,O
JTSZILO,O,O,O,O,X,X
JTSZIOL,O,O,O,O,O,X
JTSZLIO,O,O,O,O,X,X
JTSZLOI,O,O,O,O,X,O
JTSZOIL,O,O,O,O,O,X
JTSZOLI,O,O,O,O,O,X
JTSOILZ,X,X,O,O,O,O
JTSOIZL,X,X,O,O,O,X
JTSOLIZ,O,X,O,O,O,O
JTSOLZI,O,X,O,O,O,O
JTSOZIL,O,X,O,O,O,X
JTSOZLI,O,X,O,O,O,X
JTZILSO,O,O,O,O,X,X
JTZILOS,O,X,O,O,X,X
JTZISLO,O,O,O,O,X,X
JTZISOL,O,O,O,O,O,X
JTZIOLS,O,X,O,O,O,X
JTZIOSL,O,O,O,O,O,X
JTZLISO,O,O,O,O,X,X
JTZLIOS,O,X,O,O,X,X
JTZLSIO,O,O,O,O,X,X
JTZLSOI,O,O,O,O,X,O
JTZLOIS,O,X,O,O,X,O
JTZLOSI,O,X,O,O,X,O
JTZSILO,O,O,O,O,X,X
JTZSIOL,O,O,O,O,O,X
JTZSLIO,O,O,O,O,X,X
JTZSLOI,O,O,O,O,X,O
JTZSOIL,O,O,O,O,O,X
JTZSOLI,O,O,O,O,O,X
JTZOILS,O,X,O,O,O,X
JTZOISL,O,O,O,O,O,X
JTZOLIS,O,X,O,O,O,X
JTZOLSI,O,X,O,O,O,X
JTZOSIL,O,O,O,O,O,X
JTZOSLI,O,O,O,O,O,X
JTOILSZ,O,X,O,O,O,O
JTOILZS,O,X,O,O,O,O
JTOISLZ,X,X,O,O,O,O
JTOISZL,X,X,O,O,O,X
JTOIZLS,O,X,O,O,O,X
JTOIZSL,X,X,O,O,O,X
JTOLISZ,O,X,O,O,O,O
JTOLIZS,O,X,O,O,O,O
JTOLSIZ,O,X,O,O,O,O
JTOLSZI,O,X,O,O,O,O
JTOLZIS,O,X,O,O,O,O
JTOLZSI,O,X,O,O,O,O
JTOSILZ,X,X,O,O,O,O
JTOSIZL,X,X,O,O,O,X
JTOSLIZ,O,X,O,O,O,O
JTOSLZI,O,X,O,O,O,O
JTOSZIL,O,X,O,O,O,X
JTOSZLI,O,X,O,O,O,X
JTOZILS,O,X,O,O,O,X
JTOZISL,O,X,O,O,O,X
JTOZLIS,O,X,O,O,O,X
JTOZLSI,O,X,O,O,O,X
JTOZSIL,O,X,O,O,O,X
JTOZSLI,O,X,O,O,O,X
JITLSZO,O,X,O,O,X,X
JITLSOZ,O,X,X,O,O,O
JITLZSO,O,X,O,O,X,X
JITLZOS,O,X,O,O,X,X
JITLOSZ,O,X,O,O,O,O
JITLOZS,O,X,O,O,O,O
JITSLZO,X,O,O,O,X,X
JITSLOZ,X,X,X,O,O,O
JITSZLO,X,O,O,O,X,X
JITSZOL,X,O,O,O,O,X
JITSOLZ,X,X,O,O,O,X
JITSOZL,X,X,O,O,O,X
JITZLSO,O,O,O,O,X,X
JITZLOS,O,X,O,O,X,X
JITZSLO,X,O,O,O,X,X
JITZSOL,X,O,O,O,O,X
JITZOLS,O,X,O,O,O,X
JITZOSL,X,O,O,O,O,X
JITOLSZ,O,X,O,O,O,X
JITOLZS,O,X,O,O,O,X
JITOSLZ,X,X,O,O,O,X
JITOSZL,X,X,O,O,O,X
JITOZLS,O,X,O,O,O,X
JITOZSL,X,X,O,O,O,X
JILTSZO,O,X,O,O,X,X
JILTSOZ,O,X,X,O,X,O
JILTZSO,O,X,O,O,X,X
JILTZOS,O,X,O,O,X,X
JILTOSZ,O,X,O,O,X,O
JILTOZS,O,X,O,O,X,O
JILSTZO,O,O,O,X,X,X
JILSTOZ,O,X,X,X,X,O
JILSZTO,O,O,O,X,X,X
JILSZOT,O,O,O,X,X,X
JILSOTZ,O,X,X,X,X,O
JILSOZT,O,O,X,X,X,O
JILZTSO,O,O,O,O,X,X
JILZTOS,O,X,O,O,X,X
JILZSTO,O,O,O,O,X,X
JILZSOT,O,O,O,O,X,X
JILZOTS,O,X,O,O,X,X
JILZOST,O,X,O,O,X,X
JILOTSZ,O,X,O,O,X,O
JILOTZS,O,X,O,O,X,O
JILOSTZ,O,X,O,X,X,O
JILOSZT,O,X,O,X,X,O
JILOZTS,O,X,O,O,X,O
JILOZST,O,X,O,O,X,O
JISTLZO,X,O,O,O,X,X
JISTLOZ,X,X,X,O,O,O
JISTZLO,X,O,O,O,X,X
JISTZOL,X,O,O,O,O,X
JISTOLZ,X,X,O,O,O,X
JISTOZL,X,X,O,O,O,X
JISLTZO,O,O,O,X,X,X
JISLTOZ,O,X,X,X,X,O
JISLZTO,O,O,O,X,X,X
JISLZOT,O,O,O,X,X,X
JISLOTZ,O,O,X,X,X,O
JISLOZT,O,O,X,X,X,O
JISZTLO,O,O,O,O,X,X
JISZTOL,O,O,O,O,X,X
JISZLTO,O,O,O,O,X,X
JISZLOT,O,O,O,O,X,X
JISZOTL,O,O,O,O,X,X
JISZOLT,O,O,O,O,X,X
JISOTLZ,X,O,O,O,O,O
JISOTZL,X,O,O,O,O,X
JISOLTZ,O,O,O,X,O,O
JISOLZT,O,O,O,X,X,O
JISOZTL,O,O,O,O,X,X
JISOZLT,O,O,O,O,X,O
JIZTLSO,O,O,O,O,X,X
JIZTLOS,O,X,O,O,X,X
JIZTSLO,O,O,O,O,X,X
JIZTSOL,O,O,O,O,X,X
JIZTOLS,O,O,O,O,X,X
JIZTOSL,O,O,O,O,X,X
JIZLTSO,O,O,O,O,X,X
JIZLTOS,O,X,O,O,X,X
JIZLSTO,O,O,O,O,X,X
JIZLSOT,O,O,O,O,X,X
JIZLOTS,O,X,O,O,X,X
JIZLOST,O,X,O,O,X,X
JIZSTLO,O,O,O,O,X,X
JIZSTOL,O,O,O,O,X,X
JIZSLTO,O,O,O,O,X,X
JIZSLOT,O,O,O,O,X,X
JIZSOTL,O,O,O,O,X,X
JIZSOLT,O,O,O,O,X,X
JIZOTLS,O,O,O,O,X,X
JIZOTSL,O,O,O,O,X,X
JIZOLTS,O,O,O,O,X,X
JIZOLST,O,O,O,O,X,X
JIZOSTL,O,O,O,O,X,X
JIZOSLT,O,O,O,O,X,X
JIOTLSZ,O,X,O,O,O,O
JIOTLZS,O,X,O,O,O,O
JIOTSLZ,X,O,O,O,O,O
JIOTSZL,X,O,O,O,O,X
JIOTZLS,O,O,O,O,O,X
JIOTZSL,X,O,O,O,O,X
JIOLTSZ,O,X,O,O,O,O
JIOLTZS,O,X,O,O,O,O
JIOLSTZ,O,O,O,X,O,O
JIOLSZT,O,O,O,X,X,O
JIOLZTS,O,O,O,O,X,O
JIOLZST,O,O,O,O,X,O
JIOSTLZ,X,O,O,O,O,O
JIOSTZL,X,O,O,O,O,X
JIOSLTZ,O,O,O,X,O,O
JIOSLZT,O,O,O,X,X,O
JIOSZTL,O,O,O,O,X,X
JIOSZLT,O,O,O,O,X,O
JIOZTLS,O,O,O,O,X,X
JIOZTSL,O,O,O,O,X,X
JIOZLTS,O,O,O,O,X,O
JIOZLST,O,O,O,O,X,O
JIOZSTL,O,O,O,O,X,X
JIOZSLT,O,O,O,O,X,O
JLTISZO,O,X,O,O,X,X
JLTISOZ,O,X,X,O,O,O
JLTIZSO,O,X,O,O,X,X
JLTIZOS,O,X,O,O,X,X
JLTIOSZ,O,X,O,O,O,O
JLTIOZS,O,X,O,O,O,O
JLTSIZO,O,X,O,O,X,X
JLTSIOZ,O,X,X,O,O,O
JLTSZIO,O,X,O,O,X,X
JLTSZOI,O,X,O,O,X,O
JLTSOIZ,O,X,X,O,O,O
JLTSOZI,O,X,X,O,O,O
JLTZISO,O,X,O,O,X,X
JLTZIOS,O,X,O,O,X,X
JLTZSIO,O,X,O,O,X,X
JLTZSOI,O,X,O,O,X,O
JLTZOIS,O,X,O,O,X,O
JLTZOSI,O,X,O,O,X,O
JLTOISZ,O,X,O,O,O,O
JLTOIZS,O,X,O,O,O,O
JLTOSIZ,O,X,O,O,O,O
JLTOSZI,O,X,O,O,O,O
JLTOZIS,O,X,O,O,O,O
JLTOZSI,O,X,O,O,O,O
JLITSZO,O,X,O,O,X,X
JLITSOZ,O,X,X,O,X,O
JLITZSO,O,X,O,O,X,X
JLITZOS,O,X,O,O,X,X
JLITOSZ,O,X,O,O,X,O
JLITOZS,O,X,O,O,X,O
JLISTZO,O,O,O,X,X,X
JLISTOZ,O,X,X,X,X,O
JLISZTO,O,O,O,X,X,X
JLISZOT,O,O,O,X,X,X
JLISOTZ,O,X,X,X,X,O
JLISOZT,O,O,X,X,X,O
JLIZTSO,O,O,O,O,X,X
JLIZTOS,O,X,O,O,X,X
JLIZSTO,O,O,O,O,X,X
JLIZSOT,O,O,O,O,X,X
JLIZOTS,O,X,O,O,X,X
JLIZOST,O,X,O,O,X,X
JLIOTSZ,O,X,O,O,X,O
JLIOTZS,O,X,O,O,X,O
JLIOSTZ,O,X,O,X,X,O
JLIOSZT,O,X,O,X,X,O
JLIOZTS,O,X,O,O,X,O
JLIOZST,O,X,O,O,X,O
JLSTIZO,O,O,O,X,X,X
JLSTIOZ,O,X,X,X,O,O
JLSTZIO,O,O,O,X,X,X
JLSTZOI,O,O,O,X,X,O
JLSTOIZ,O,X,X,X,O,O
JLSTOZI,O,X,X,X,O,O
JLSITZO,O,O,O,X,X,X
JLSITOZ,O,X,X,X,X,O
JLSIZTO,O,O,O,X,X,X
JLSIZOT,O,O,O,X,X,X
JLSIOTZ,O,X,X,X,X,O
JLSIOZT,O,O,X,X,X,O
JLSZTIO,O,O,O,X,X,X
JLSZTOI,O,O,O,X,X,O
JLSZITO,O,O,O,X,X,X
JLSZIOT,O,O,O,X,X,X
JLSZOTI,O,O,O,X,X,O
JLSZOIT,O,O,O,X,X,O
JLSOTIZ,O,X,X,X,O,O
JLSOTZI,O,X,X,X,O,O
JLSOITZ,O,X,X,X,O,O
JLSOIZT,O,O,X,X,X,O
JLSOZTI,O,O,X,X,O,O
JLSOZIT,O,O,X,X,X,O
JLZTISO,O,O,O,O,X,X
JLZTIOS,O,X,O,O,X,X
JLZTSIO,O,O,O,O,X,X
JLZTSOI,O,O,O,O,X,O
JLZTOIS,O,X,O,O,X,O
JLZTOSI,O,X,O,O,X,O
JLZITSO,O,O,O,O,X,X
JLZITOS,O,X,O,O,X,X
JLZISTO,O,O,O,O,X,X
JLZISOT,O,O,O,O,X,X
JLZIOTS,O,X,O,O,X,X
JLZIOST,O,X,O,O,X,X
JLZSTIO,O,O,O,O,X,X
JLZSTOI,O,O,O,O,X,O
JLZSITO,O,O,O,O,X,X
JLZSIOT,O,O,O,O,X,X
JLZSOTI,O,O,O,O,X,O
JLZSOIT,O,O,O,O,X,O
JLZOTIS,O,X,O,O,X,O
JLZOTSI,O,X,O,O,X,O
JLZOITS,O,X,O,O,X,O
JLZOIST,O,X,O,O,X,O
JLZOSTI,O,X,O,O,X,O
JLZOSIT,O,X,O,O,X,O
JLOTISZ,O,X,O,O,O,O
JLOTIZS,O,X,O,O,O,O
JLOTSIZ,O,X,O,O,O,O
JLOTSZI,O,X,O,O,O,O
JLOTZIS,O,X,O,O,O,O
JLOTZSI,O,X,O,O,O,O
JLOITSZ,O,X,O,O,O,O
JLOITZS,O,X,O,O,O,O
JLOISTZ,O,X,O,X,O,O
JLOISZT,O,X,O,X,X,O
JLOIZTS,O,X,O,O,X,O
JLOIZST,O,X,O,O,X,O
JLOSTIZ,O,X,O,X,O,O
JLOSTZI,O,X,O,X,O,O
JLOSITZ,O,X,O,X,O,O
JLOSIZT,O,X,O,X,X,O
JLOSZTI,O,X,O,X,O,O
JLOSZIT,O,X,O,X,X,O
JLOZTIS,O,X,O,O,O,O
JLOZTSI,O,X,O,O,O,O
JLOZITS,O,X,O,O,X,O
JLOZIST,O,X,O,O,X,O
JLOZSTI,O,X,O,O,O,O
JLOZSIT,O,X,O,O,X,O
JSTILZO,X,O,O,O,X,X
JSTILOZ,X,X,X,O,O,O
JSTIZLO,X,O,O,O,X,X
JSTIZOL,X,O,O,O,O,X
JSTIOLZ,X,X,O,O,O,X
JSTIOZL,X,X,O,O,O,X
JSTLIZO,O,O,O,O,X,X
JSTLIOZ,O,X,X,O,O,O
JSTLZIO,O,O,O,O,X,X
JSTLZOI,O,O,O,O,X,O
JSTLOIZ,O,X,X,O,O,O
JSTLOZI,O,X,X,O,O,O
JSTZILO,O,O,O,O,X,X
JSTZIOL,O,O,O,O,O,X
JSTZLIO,O,O,O,O,X,X
JSTZLOI,O,O,O,O,X,O
JSTZOIL,O,O,O,O,O,X
JSTZOLI,O,O,O,O,O,X
JSTOILZ,X,X,O,O,O,O
JSTOIZL,X,X,O,O,O,X
JSTOLIZ,O,X,O,O,O,O
JSTOLZI,O,X,O,O,O,O
JSTOZIL,O,X,O,O,O,X
JSTOZLI,O,X,O,O,O,X
JSITLZO,X,O,O,O,X,X
JSITLOZ,X,X,X,O,O,O
JSITZLO,X,O,O,O,X,X
JSITZOL,X,O,O,O,O,X
JSITOLZ,X,X,O,O,O,X
JSITOZL,X,X,O,O,O,X
JSILTZO,O,O,O,X,X,X
JSILTOZ,O,X,X,X,X,O
JSILZTO,O,O,O,X,X,X
JSILZOT,O,O,O,X,X,X
JSILOTZ,O,O,X,X,X,O
JSILOZT,O,O,X,X,X,O
JSIZTLO,O,O,O,O,X,X
JSIZTOL,O,O,O,O,X,X
JSIZLTO,O,O,O,O,X,X
JSIZLOT,O,O,O,O,X,X
JSIZOTL,O,O,O,O,X,X
JSIZOLT,O,O,O,O,X,X
JSIOTLZ,X,O,O,O,O,O
JSIOTZL,X,O,O,O,O,X
JSIOLTZ,O,O,O,X,O,O
JSIOLZT,O,O,O,X,X,O
JSIOZTL,O,O,O,O,X,X
JSIOZLT,O,O,O,O,X,O
JSLTIZO,O,O,O,X,X,X
JSLTIOZ,O,X,X,X,O,O
JSLTZIO,O,O,O,X,X,X
JSLTZOI,O,O,O,X,X,O
JSLTOIZ,O,X,X,X,O,O
JSLTOZI,O,X,X,X,O,O
JSLITZO,O,O,O,X,X,X
JSLITOZ,O,X,X,X,X,O
JSLIZTO,O,O,O,X,X,X
JSLIZOT,O,O,O,X,X,X
JSLIOTZ,O,O,X,X,X,O
JSLIOZT,O,O,X,X,X,O
JSLZTIO,O,O,O,X,X,X
JSLZTOI,O,O,O,X,X,O
JSLZITO,O,O,O,X,X,X
JSLZIOT,O,O,O,X,X,X
JSLZOTI,O,O,O,X,X,O
JSLZOIT,O,O,O,X,X,O
JSLOTIZ,O,O,X,X,O,O
JSLOTZI,O,O,X,X,O,O
JSLOITZ,O,O,X,X,O,O
JSLOIZT,O,O,X,X,X,O
JSLOZTI,O,O,X,X,O,O
JSLOZIT,O,O,X,X,X,O
JSZTILO,O,O,O,O,X,X
JSZTIOL,O,O,O,O,O,X
JSZTLIO,O,O,O,O,X,X
JSZTLOI,O,O,O,O,X,O
JSZTOIL,O,O,O,O,O,X
JSZTOLI,O,O,O,O,O,X
JSZITLO,O,O,O,O,X,X
JSZITOL,O,O,O,O,X,X
JSZILTO,O,O,O,O,X,X
JSZILOT,O,O,O,O,X,X
JSZIOTL,O,O,O,O,X,X
JSZIOLT,O,O,O,O,X,X
JSZLTIO,O,O,O,O,X,X
JSZLTOI,O,O,O,O,X,O
JSZLITO,O,O,O,O,X,X
JSZLIOT,O,O,O,O,X,X
JSZLOTI,O,O,O,O,X,O
JSZLOIT,O,O,O,O,X,O
JSZOTIL,O,O,O,O,O,X
JSZOTLI,O,O,O,O,O,X
JSZOITL,O,O,O,O,X,X
JSZOILT,O,O,O,O,X,O
JSZOLTI,O,O,O,O,O,O
JSZOLIT,O,O,O,O,X,O
JSOTILZ,X,O,O,O,O,O
JSOTIZL,X,O,O,O,O,X
JSOTLIZ,O,O,O,O,O,O
JSOTLZI,O,O,O,O,O,O
JSOTZIL,O,O,O,O,O,X
JSOTZLI,O,O,O,O,O,X
JSOITLZ,X,O,O,O,O,O
JSOITZL,X,O,O,O,O,X
JSOILTZ,O,O,O,X,O,O
JSOILZT,O,O,O,X,X,O
JSOIZTL,O,O,O,O,X,X
JSOIZLT,O,O,O,O,X,O
JSOLTIZ,O,O,O,X,O,O
JSOLTZI,O,O,O,X,O,O
JSOLITZ,O,O,O,X,O,O
JSOLIZT,O,O,O,X,X,O
JSOLZTI,O,O,O,X,O,O
JSOLZIT,O,O,O,X,X,O
JSOZTIL,O,O,O,O,O,X
JSOZTLI,O,O,O,O,O,X
JSOZITL,O,O,O,O,X,X
JSOZILT,O,O,O,O,X,O
JSOZLTI,O,O,O,O,O,O
JSOZLIT,O,O,O,O,X,O
JZTILSO,O,O,O,O,X,X
JZTILOS,O,X,O,O,X,X
JZTISLO,O,O,O,O,X,X
JZTISOL,O,O,O,O,O,X
JZTIOLS,O,O,O,O,O,X
JZTIOSL,O,O,O,O,O,X
JZTLISO,O,O,O,O,X,X
JZTLIOS,O,X,O,O,X,X
JZTLSIO,O,O,O,O,X,X
JZTLSOI,O,O,O,O,X,O
JZTLOIS,O,X,O,O,X,O
JZTLOSI,O,X,O,O,X,O
JZTSILO,O,O,O,O,X,X
JZTSIOL,O,O,O,O,O,X
JZTSLIO,O,O,O,O,X,X
JZTSLOI,O,O,O,O,X,O
JZTSOIL,O,O,O,O,O,X
JZTSOLI,O,O,O,O,O,X
JZTOILS,O,O,O,O,O,X
JZTOISL,O,O,O,O,O,X
JZTOLIS,O,O,O,O,O,X
JZTOLSI,O,O,O,O,O,X
JZTOSIL,O,O,O,O,O,X
JZTOSLI,O,O,O,O,O,X
JZITLSO,O,O,O,O,X,X
JZITLOS,O,X,O,O,X,X
JZITSLO,O,O,O,O,X,X
JZITSOL,O,O,O,O,X,X
JZITOLS,O,O,O,O,X,X
JZITOSL,O,O,O,O,X,X
JZILTSO,O,O,O,O,X,X
JZILTOS,O,X,O,O,X,X
JZILSTO,O,O,O,O,X,X
JZILSOT,O,O,O,O,X,X
JZILOTS,O,X,O,O,X,X
JZILOST,O,X,O,O,X,X
JZISTLO,O,O,O,O,X,X
JZISTOL,O,O,O,O,X,X
JZISLTO,O,O,O,O,X,X
JZISLOT,O,O,O,O,X,X
JZISOTL,O,O,O,O,X,X
JZISOLT,O,O,O,O,X,X
JZIOTLS,O,O,O,O,X,X
JZIOTSL,O,O,O,O,X,X
JZIOLTS,O,O,O,O,X,X
JZIOLST,O,O,O,O,X,X
JZIOSTL,O,O,O,O,X,X
JZIOSLT,O,O,O,O,X,X
JZLTISO,O,O,O,O,X,X
JZLTIOS,O,X,O,O,X,X
JZLTSIO,O,O,O,O,X,X
JZLTSOI,O,O,O,O,X,O
JZLTOIS,O,X,O,O,X,O
JZLTOSI,O,X,O,O,X,O
JZLITSO,O,O,O,O,X,X
JZLITOS,O,X,O,O,X,X
JZLISTO,O,O,O,O,X,X
JZLISOT,O,O,O,O,X,X
JZLIOTS,O,X,O,O,X,X
JZLIOST,O,X,O,O,X,X
JZLSTIO,O,O,O,O,X,X
JZLSTOI,O,O,O,O,X,O
JZLSITO,O,O,O,O,X,X
JZLSIOT,O,O,O,O,X,X
JZLSOTI,O,O,O,O,X,O
JZLSOIT,O,O,O,O,X,O
JZLOTIS,O,X,O,O,X,O
JZLOTSI,O,X,O,O,X,O
JZLOITS,O,X,O,O,X,O
JZLOIST,O,X,O,O,X,O
JZLOSTI,O,X,O,O,X,O
JZLOSIT,O,X,O,O,X,O
JZSTILO,O,O,O,O,X,X
JZSTIOL,O,O,O,O,O,X
JZSTLIO,O,O,O,O,X,X
JZSTLOI,O,O,O,O,X,O
JZSTOIL,O,O,O,O,O,X
JZSTOLI,O,O,O,O,O,X
JZSITLO,O,O,O,O,X,X
JZSITOL,O,O,O,O,X,X
JZSILTO,O,O,O,O,X,X
JZSILOT,O,O,O,O,X,X
JZSIOTL,O,O,O,O,X,X
JZSIOLT,O,O,O,O,X,X
JZSLTIO,O,O,O,O,X,X
JZSLTOI,O,O,O,O,X,O
JZSLITO,O,O,O,O,X,X
