sequence,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFxgBmiB/pBarBFn?BTqB,v115@GhA8IeA8EeA8AeD8DeE8JeT/IvhFxgBmiB/qBarBFn?B0pB,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFlgBanBziB2pBXm?BRvB,v115@GhA8IeA8EeA8AeD8DeE8JeOEJvhF8kBanBziBFmB3l?BRvB,v115@GhA8IeA8EeA8AeD8DeE8Jex/IvhFXhBmiBypBFnBzq?B0pB,v115@GhA8IeA8EeA8AeD8DeE8JeUBJvhFRiB/pBFlBinBzq?BmpB,v115@GhA8IeA8EeA8AeD8DeE8JeT/IvhFRiB/qBFmBinB0p?BmqB,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFxgBmiB/pBFnBiq?BzqB,v115@GhA8IeA8EeA8AeD8DeE8Je2EJvhFRgBanBziB1qB0p?BXrB,v115@GhA8IeA8EeA8AeD8DeE8JeOEJvhF8kBRiBFmBinBXq?BzqB,v115@GhA8IeA8EeA8AeD8DeE8JeRCJvhFTkB/qBFmBinB0p?BmqB
SIOZTJL,O,O,O,O,X,X,X,X,X,X,X
SIOZLTJ,O,O,O,O,X,O,X,X,X,X,X
SIOZLJT,O,O,O,O,X,O,X,X,X,X,X
SIOZJTL,O,O,O,O,X,X,X,X,X,X,X
SIOZJLT,O,O,O,O,X,X,X,X,X,X,X
SLTIJZO,O,O,O,O,X,X,O,O,X,O,X
SLTIJOZ,O,O,O,O,X,X,X,O,X,X,O
SLTIZJO,O,O,O,O,X,X,O,O,X,O,X
SLTIZOJ,O,O,O,O,X,X,O,O,X,O,O
SLTIOJZ,O,O,O,O,X,O,X,O,X,X,O
SLTIOZJ,O,O,O,O,X,O,O,O,X,O,O
SLTJIZO,O,O,O,X,X,X,O,O,X,O,X
SLTJIOZ,O,O,O,X,X,X,X,O,X,X,O
SLTJZIO,O,O,O,X,X,X,O,O,X,O,X
SLTJZOI,O,O,O,X,X,X,O,O,X,O,X
SLTJOIZ,O,O,O,X,O,X,X,O,X,X,O
SLTJOZI,O,O,O,X,O,X,X,O,X,X,O
SLTZIJO,O,O,O,X,X,X,O,O,X,O,X
SLTZIOJ,O,O,O,X,X,X,O,O,X,O,O
SLTZJIO,O,O,O,X,X,X,O,O,X,O,X
SLTZJOI,O,O,O,X,X,X,O,O,X,O,X
SLTZOIJ,O,O,O,X,X,X,O,O,X,O,O
SLTZOJI,O,O,O,X,X,X,O,O,X,O,O
SLTOIJZ,O,O,O,O,O,O,X,O,X,X,O
SLTOIZJ,O,O,O,O,O,O,O,O,X,O,O
SLTOJIZ,O,O,O,X,O,O,X,O,X,X,O
SLTOJZI,O,O,O,X,O,O,X,O,X,X,O
SLTOZIJ,O,O,O,X,O,O,O,O,X,O,O
SLTOZJI,O,O,O,X,O,O,O,O,X,O,O
SLITJZO,O,O,O,O,X,X,O,O,X,O,X
SLITJOZ,O,O,O,O,X,X,X,O,X,X,O
SLITZJO,O,O,O,O,X,X,O,O,X,O,X
SLITZOJ,O,O,O,O,X,X,O,O,X,O,O
SLITOJZ,O,O,O,O,X,O,X,O,X,X,O
SLITOZJ,O,O,O,O,X,O,O,O,X,O,O
SLIJTZO,O,O,O,O,X,X,O,X,X,O,X
SLIJTOZ,O,O,O,O,X,X,X,X,X,X,O
SLIJZTO,O,O,O,O,X,X,O,O,X,O,X
SLIJZOT,O,O,O,O,X,X,O,O,X,O,X
SLIJOTZ,O,X,O,O,X,O,X,X,X,X,O
SLIJOZT,O,O,O,O,X,O,X,X,X,X,X
SLIZTJO,O,O,O,O,X,X,O,O,X,O,X
SLIZTOJ,O,O,O,O,X,X,O,O,X,O,O
SLIZJTO,O,O,O,O,X,X,O,O,X,O,X
SLIZJOT,O,O,O,O,X,X,O,O,X,O,X
SLIZOTJ,O,O,O,O,X,O,O,O,X,O,O
SLIZOJT,O,O,O,O,X,O,O,O,X,O,X
SLIOTJZ,O,O,O,O,X,O,X,X,X,X,O
SLIOTZJ,O,O,O,O,X,O,O,X,X,O,O
SLIOJTZ,O,X,O,O,X,O,X,X,X,X,O
SLIOJZT,O,O,O,O,X,O,X,X,X,X,X
SLIOZTJ,O,O,O,O,X,O,O,X,X,O,O
SLIOZJT,O,O,O,O,X,O,O,X,X,O,X
SLJTIZO,O,O,O,X,X,X,O,O,X,O,X
SLJTIOZ,O,O,O,X,X,X,X,O,X,X,O
SLJTZIO,O,O,O,X,X,X,O,O,X,O,X
SLJTZOI,O,O,O,X,X,X,O,O,X,O,X
SLJTOIZ,O,O,O,X,X,X,X,O,X,X,O
SLJTOZI,O,O,O,X,X,X,X,O,X,X,O
SLJITZO,O,O,O,O,X,X,O,X,X,O,X
SLJITOZ,O,O,O,O,X,X,X,X,X,X,O
SLJIZTO,O,O,O,O,X,X,O,O,X,O,X
SLJIZOT,O,O,O,O,X,X,O,O,X,O,X
SLJIOTZ,O,X,O,O,X,O,X,X,X,X,O
SLJIOZT,O,O,O,O,X,O,X,X,X,X,X
SLJZTIO,O,O,O,X,X,X,O,O,X,O,X
SLJZTOI,O,O,O,X,X,X,O,O,X,O,X
SLJZITO,O,O,O,X,X,X,O,O,X,O,X
SLJZIOT,O,O,O,X,X,X,O,O,X,O,X
SLJZOTI,O,O,O,X,X,X,O,X,X,O,X
SLJZOIT,O,O,O,X,X,X,O,O,X,O,X
SLJOTIZ,O,X,O,X,O,O,X,X,X,X,O
SLJOTZI,O,X,O,X,X,O,X,X,X,X,O
SLJOITZ,O,X,O,O,O,O,X,X,X,X,O
SLJOIZT,O,O,O,O,O,O,X,X,X,X,X
SLJOZTI,O,O,O,X,X,O,X,X,X,X,X
SLJOZIT,O,O,O,X,O,O,X,O,X,X,X
SLZTIJO,O,O,O,X,X,X,O,O,O,O,X
SLZTIOJ,O,O,O,X,X,X,O,O,O,O,O
SLZTJIO,O,O,O,X,X,X,O,O,O,O,X
SLZTJOI,O,O,O,X,X,X,O,O,O,O,X
SLZTOIJ,O,O,O,X,X,X,O,O,O,O,O
SLZTOJI,O,O,O,X,X,X,O,O,O,O,O
SLZITJO,O,O,O,X,X,X,O,O,X,O,X
SLZITOJ,O,O,O,X,X,X,O,O,X,O,O
SLZIJTO,O,O,O,X,X,X,O,O,X,O,X
SLZIJOT,O,O,O,X,X,X,O,O,X,O,X
SLZIOTJ,O,O,O,X,X,O,O,O,X,O,O
SLZIOJT,O,O,O,X,X,O,O,O,X,O,X
SLZJTIO,O,O,O,X,X,X,O,O,O,O,X
SLZJTOI,O,O,O,X,X,X,O,O,O,O,X
SLZJITO,O,O,O,X,X,X,O,O,X,O,X
SLZJIOT,O,O,O,X,X,X,O,O,O,O,X
SLZJOTI,O,O,O,X,X,X,O,X,O,O,X
SLZJOIT,O,O,O,X,X,X,O,O,O,O,X
SLZOTIJ,O,O,O,X,X,O,O,O,O,O,O
SLZOTJI,O,O,O,X,X,O,O,O,O,O,O
SLZOITJ,O,O,O,X,X,O,O,O,X,O,O
SLZOIJT,O,O,O,X,X,O,O,O,X,O,X
SLZOJTI,O,O,O,X,X,O,O,X,O,O,X
SLZOJIT,O,O,O,X,X,O,O,O,O,O,X
SLOTIJZ,O,O,O,O,O,O,X,O,X,X,O
SLOTIZJ,O,O,O,O,O,O,O,O,X,O,O
SLOTJIZ,O,O,O,X,O,O,X,O,X,X,O
SLOTJZI,O,O,O,X,O,O,X,O,X,X,O
SLOTZIJ,O,O,O,X,O,O,O,O,X,O,O
SLOTZJI,O,O,O,X,O,O,O,O,X,O,O
SLOITJZ,O,O,O,O,O,O,X,X,X,X,O
SLOITZJ,O,O,O,O,O,O,O,X,X,O,O
SLOIJTZ,O,X,O,O,O,O,X,X,X,X,O
SLOIJZT,O,O,O,O,O,O,X,X,X,X,X
SLOIZTJ,O,O,O,O,O,O,O,X,X,O,O
SLOIZJT,O,O,O,O,O,O,O,X,X,O,X
SLOJTIZ,O,X,O,X,O,O,X,X,X,X,O
SLOJTZI,O,X,O,X,O,O,X,X,X,X,O
SLOJITZ,O,X,O,O,O,O,X,X,X,X,O
SLOJIZT,O,O,O,O,O,O,X,X,X,X,X
SLOJZTI,O,O,O,X,X,O,X,X,X,X,X
SLOJZIT,O,O,O,X,O,O,X,O,X,X,X
SLOZTIJ,O,O,O,X,O,O,O,O,O,O,O
SLOZTJI,O,O,O,X,O,O,O,O,O,O,O
SLOZITJ,O,O,O,X,O,O,O,O,X,O,O
SLOZIJT,O,O,O,X,O,O,O,O,X,O,X
SLOZJTI,O,O,O,X,X,O,O,X,O,O,X
SLOZJIT,O,O,O,X,O,O,O,O,O,O,X
SJTILZO,O,O,O,X,X,X,X,O,X,X,X
SJTILOZ,O,O,O,X,X,X,X,O,X,X,X
SJTIZLO,O,O,O,X,X,X,X,O,X,X,X
SJTIZOL,O,O,O,X,X,X,X,O,X,X,X
SJTIOLZ,O,X,O,X,X,X,X,X,X,X,X
SJTIOZL,O,O,O,X,X,X,X,O,X,X,X
SJTLIZO,O,O,O,X,X,X,O,O,X,O,X
SJTLIOZ,O,O,O,X,X,X,X,O,X,X,O
SJTLZIO,O,O,O,X,X,X,O,O,X,O,X
SJTLZOI,O,O,O,X,X,X,O,O,X,O,X
SJTLOIZ,O,O,O,X,X,X,X,O,X,X,O
SJTLOZI,O,O,O,X,X,X,X,O,X,X,O
SJTZILO,O,O,O,X,X,X,X,O,X,O,X
SJTZIOL,O,O,O,X,X,X,X,O,X,X,X
SJTZLIO,O,O,O,X,X,X,O,O,X,O,X
SJTZLOI,O,O,O,X,X,X,O,O,X,O,X
SJTZOIL,O,O,O,X,X,X,X,O,X,X,X
SJTZOLI,O,O,O,X,X,X,O,O,X,O,X
SJTOILZ,O,X,O,X,X,X,X,X,X,X,X
SJTOIZL,O,O,O,X,X,X,X,O,X,X,X
SJTOLIZ,O,O,O,X,X,X,X,O,X,X,O
SJTOLZI,O,O,O,X,X,X,X,O,X,X,O
SJTOZIL,O,O,O,X,X,X,X,O,X,X,X
SJTOZLI,O,O,O,X,X,X,X,O,X,X,X
SJITLZO,X,O,O,O,X,X,X,X,X,X,X
SJITLOZ,X,X,O,O,X,X,X,X,X,X,X
SJITZLO,X,O,O,O,X,X,X,X,X,X,X
SJITZOL,X,O,O,O,X,X,X,X,X,X,X
SJITOLZ,X,X,O,O,X,X,X,X,X,X,X
SJITOZL,X,O,O,O,X,X,X,X,X,X,X
SJILTZO,O,O,O,O,X,X,X,X,X,X,X
SJILTOZ,X,X,O,O,X,X,X,X,X,X,X
SJILZTO,O,O,O,O,X,X,X,O,X,X,X
SJILZOT,O,O,O,O,X,X,X,O,X,X,X
SJILOTZ,X,X,O,O,X,X,X,X,X,X,X
SJILOZT,O,O,O,O,X,X,X,X,X,X,X
SJIZTLO,O,O,O,O,X,X,X,O,X,X,X
SJIZTOL,O,O,O,O,X,X,X,O,X,X,X
SJIZLTO,O,O,O,O,X,X,X,O,X,X,X
SJIZLOT,O,O,O,O,X,X,X,O,X,X,X
SJIZOTL,O,O,O,O,X,X,X,O,X,X,X
SJIZOLT,O,O,O,O,X,X,X,O,X,X,X
SJIOTLZ,X,X,O,O,X,X,X,X,X,X,X
SJIOTZL,X,X,O,O,X,X,X,X,X,X,X
SJIOLTZ,O,X,O,O,X,X,X,X,X,X,X
SJIOLZT,O,X,O,O,X,X,X,X,X,X,X
SJIOZTL,O,O,O,O,X,X,X,X,X,X,X
SJIOZLT,O,O,O,O,X,X,X,X,X,X,X
SJLTIZO,O,O,O,X,X,X,O,O,X,O,X
SJLTIOZ,O,O,O,X,X,X,X,O,X,X,O
SJLTZIO,O,O,O,X,X,X,O,O,X,O,X
SJLTZOI,O,O,O,X,X,X,O,O,X,O,X
SJLTOIZ,O,O,O,X,X,X,X,O,X,X,O
SJLTOZI,O,O,O,X,X,X,X,O,X,X,O
SJLITZO,O,O,O,O,X,X,O,X,X,O,X
SJLITOZ,O,O,O,O,X,X,X,X,X,X,O
SJLIZTO,O,O,O,O,X,X,O,O,X,O,X
SJLIZOT,O,O,O,O,X,X,O,O,X,O,X
SJLIOTZ,O,X,O,O,X,O,X,X,X,X,O
SJLIOZT,O,O,O,O,X,O,X,X,X,X,X
SJLZTIO,O,O,O,X,X,X,O,O,X,O,X
SJLZTOI,O,O,O,X,X,X,O,O,X,O,X
SJLZITO,O,O,O,X,X,X,O,O,X,O,X
SJLZIOT,O,O,O,X,X,X,O,O,X,O,X
SJLZOTI,O,O,O,X,X,X,O,X,X,O,X
SJLZOIT,O,O,O,X,X,X,O,O,X,O,X
SJLOTIZ,O,X,O,X,O,O,X,X,X,X,O
SJLOTZI,O,X,O,X,X,O,X,X,X,X,O
SJLOITZ,O,X,O,O,O,O,X,X,X,X,O
SJLOIZT,O,O,O,O,O,O,X,X,X,X,X
SJLOZTI,O,O,O,X,X,O,X,X,X,X,X
SJLOZIT,O,O,O,X,O,O,X,O,X,X,X
SJZTILO,O,O,O,X,X,X,X,O,X,O,X
SJZTIOL,O,O,O,X,X,X,X,O,X,X,X
SJZTLIO,O,O,O,X,X,X,O,O,X,O,X
SJZTLOI,O,O,O,X,X,X,O,O,X,O,X
SJZTOIL,O,O,O,X,X,X,X,O,X,X,X
SJZTOLI,O,O,O,X,X,X,O,O,X,O,X
SJZITLO,O,O,O,X,X,X,X,O,X,O,X
SJZITOL,O,O,O,X,X,X,X,O,X,X,X
SJZILTO,O,O,O,X,X,X,X,O,X,O,X
SJZILOT,O,O,O,X,X,X,X,O,X,O,X
SJZIOTL,O,O,O,X,X,X,X,O,X,X,X
SJZIOLT,O,O,O,X,X,X,X,O,X,X,X
SJZLTIO,O,O,O,X,X,X,O,O,X,O,X
SJZLTOI,O,O,O,X,X,X,O,O,X,O,X
SJZLITO,O,O,O,X,X,X,O,O,X,O,X
SJZLIOT,O,O,O,X,X,X,O,O,X,O,X
SJZLOTI,O,O,O,X,X,X,O,X,X,O,X
SJZLOIT,O,O,O,X,X,X,O,O,X,O,X
SJZOTIL,O,O,O,X,X,X,X,X,X,X,X
SJZOTLI,O,O,O,X,X,X,O,X,X,O,X
SJZOITL,O,O,O,X,X,X,X,O,X,X,X
SJZOILT,O,O,O,X,X,X,X,O,X,X,X
SJZOLTI,O,O,O,X,X,X,O,X,X,O,X
SJZOLIT,O,O,O,X,X,X,O,O,X,O,X
SJOTILZ,O,X,O,X,O,X,X,X,X,X,X
SJOTIZL,O,X,O,X,O,X,X,X,X,X,X
SJOTLIZ,O,X,O,X,O,O,X,X,X,X,O
SJOTLZI,O,X,O,X,X,O,X,X,X,X,O
SJOTZIL,O,X,O,X,X,X,X,X,X,X,X
SJOTZLI,O,X,O,X,X,O,X,X,X,X,X
SJOITLZ,X,X,O,O,O,X,X,X,X,X,X
SJOITZL,X,X,O,O,O,X,X,X,X,X,X
SJOILTZ,O,X,O,O,O,X,X,X,X,X,X
SJOILZT,O,X,O,O,O,X,X,X,X,X,X
SJOIZTL,O,O,O,O,O,X,X,X,X,X,X
SJOIZLT,O,O,O,O,O,X,X,X,X,X,X
SJOLTIZ,O,X,O,X,O,O,X,X,X,X,O
SJOLTZI,O,X,O,X,X,O,X,X,X,X,O
SJOLITZ,O,X,O,O,O,O,X,X,X,X,O
SJOLIZT,O,O,O,O,O,O,X,X,X,X,X
SJOLZTI,O,O,O,X,X,O,X,X,X,X,X
SJOLZIT,O,O,O,X,O,O,X,O,X,X,X
SJOZTIL,O,O,O,X,X,X,X,X,X,X,X
SJOZTLI,O,O,O,X,X,O,X,X,X,X,X
SJOZITL,O,O,O,X,O,X,X,O,X,X,X
SJOZILT,O,O,O,X,O,X,X,O,X,X,X
SJOZLTI,O,O,O,X,X,O,X,X,X,X,X
SJOZLIT,O,O,O,X,O,O,X,O,X,X,X
SZTILJO,O,O,O,X,X,X,O,O,O,O,X
SZTILOJ,O,O,O,X,X,X,O,O,O,O,X
SZTIJLO,O,O,O,X,X,X,X,O,O,O,X
SZTIJOL,O,O,O,X,X,X,X,O,O,X,X
SZTIOLJ,O,O,O,X,X,X,O,X,O,X,X
SZTIOJL,O,O,O,X,X,X,X,O,O,X,X
SZTLIJO,O,O,O,X,X,X,O,O,O,O,X
SZTLIOJ,O,O,O,X,X,X,O,O,O,O,O
SZTLJIO,O,O,O,X,X,X,O,O,O,O,X
SZTLJOI,O,O,O,X,X,X,O,O,O,O,X
SZTLOIJ,O,O,O,X,X,X,O,O,O,O,O
SZTLOJI,O,O,O,X,X,X,O,O,O,O,O
SZTJILO,O,O,O,X,X,X,X,O,O,O,X
SZTJIOL,O,O,O,X,X,X,X,O,O,X,X
SZTJLIO,O,O,O,X,X,X,O,O,O,O,X
SZTJLOI,O,O,O,X,X,X,O,O,O,O,X
SZTJOIL,O,O,O,X,X,X,X,O,O,X,X
SZTJOLI,O,O,O,X,X,X,O,O,O,O,X
SZTOILJ,O,O,O,X,X,X,O,X,O,X,X
SZTOIJL,O,O,O,X,X,X,X,O,O,X,X
SZTOLIJ,O,O,O,X,X,X,O,O,O,O,O
SZTOLJI,O,O,O,X,X,X,O,O,O,O,O
SZTOJIL,O,O,O,X,X,X,X,O,O,X,X
SZTOJLI,O,O,O,X,X,X,O,O,O,O,X
SZITLJO,O,O,O,X,X,X,O,O,X,O,X
SZITLOJ,O,O,O,X,X,X,O,O,X,O,X
SZITJLO,O,O,O,X,X,X,X,O,X,O,X
SZITJOL,O,O,O,X,X,X,X,O,X,X,X
SZITOLJ,O,O,O,X,X,X,O,X,X,X,X
SZITOJL,O,O,O,X,X,X,X,O,X,X,X
SZILTJO,O,O,O,X,X,X,O,O,X,O,X
SZILTOJ,O,O,O,X,X,X,O,O,X,O,X
SZILJTO,O,O,O,X,X,X,O,O,X,O,X
SZILJOT,O,O,O,X,X,X,O,O,X,O,X
SZILOTJ,O,O,O,X,X,X,O,O,X,O,X
SZILOJT,O,O,O,X,X,X,O,O,X,O,X
SZIJTLO,O,O,O,X,X,X,X,O,X,O,X
SZIJTOL,O,O,O,X,X,X,X,O,X,X,X
SZIJLTO,O,O,O,X,X,X,X,O,X,O,X
SZIJLOT,O,O,O,X,X,X,X,O,X,O,X
SZIJOTL,O,O,O,X,X,X,X,O,X,X,X
SZIJOLT,O,O,O,X,X,X,X,O,X,X,X
SZIOTLJ,O,O,O,X,X,X,O,X,X,X,X
SZIOTJL,O,O,O,X,X,X,X,O,X,X,X
SZIOLTJ,O,O,O,X,X,X,O,O,X,X,X
SZIOLJT,O,O,O,X,X,X,O,O,X,X,X
SZIOJTL,O,O,O,X,X,X,X,O,X,X,X
SZIOJLT,O,O,O,X,X,X,X,O,X,X,X
SZLTIJO,O,O,O,X,X,X,O,O,O,O,X
SZLTIOJ,O,O,O,X,X,X,O,O,O,O,O
SZLTJIO,O,O,O,X,X,X,O,O,O,O,X
SZLTJOI,O,O,O,X,X,X,O,O,O,O,X
SZLTOIJ,O,O,O,X,X,X,O,O,O,O,O
SZLTOJI,O,O,O,X,X,X,O,O,O,O,O
SZLITJO,O,O,O,X,X,X,O,O,X,O,X
SZLITOJ,O,O,O,X,X,X,O,O,X,O,O
SZLIJTO,O,O,O,X,X,X,O,O,X,O,X
SZLIJOT,O,O,O,X,X,X,O,O,X,O,X
SZLIOTJ,O,O,O,X,X,O,O,O,X,O,O
SZLIOJT,O,O,O,X,X,O,O,O,X,O,X
SZLJTIO,O,O,O,X,X,X,O,O,O,O,X
SZLJTOI,O,O,O,X,X,X,O,O,O,O,X
SZLJITO,O,O,O,X,X,X,O,O,X,O,X
SZLJIOT,O,O,O,X,X,X,O,O,O,O,X
SZLJOTI,O,O,O,X,X,X,O,X,O,O,X
SZLJOIT,O,O,O,X,X,X,O,O,O,O,X
SZLOTIJ,O,O,O,X,X,O,O,O,O,O,O
SZLOTJI,O,O,O,X,X,O,O,O,O,O,O
SZLOITJ,O,O,O,X,X,O,O,O,X,O,O
SZLOIJT,O,O,O,X,X,O,O,O,X,O,X
SZLOJTI,O,O,O,X,X,O,O,X,O,O,X
SZLOJIT,O,O,O,X,X,O,O,O,O,O,X
SZJTILO,O,O,O,X,X,X,X,O,O,O,X
SZJTIOL,O,O,O,X,X,X,X,O,O,X,X
SZJTLIO,O,O,O,X,X,X,O,O,O,O,X
SZJTLOI,O,O,O,X,X,X,O,O,O,O,X
SZJTOIL,O,O,O,X,X,X,X,O,O,X,X
SZJTOLI,O,O,O,X,X,X,O,O,O,O,X
SZJITLO,O,O,O,X,X,X,X,O,X,O,X
SZJITOL,O,O,O,X,X,X,X,O,X,X,X
SZJILTO,O,O,O,X,X,X,X,O,X,O,X
SZJILOT,O,O,O,X,X,X,X,O,O,O,X
SZJIOTL,O,O,O,X,X,X,X,O,O,X,X
SZJIOLT,O,O,O,X,X,X,X,O,O,X,X
SZJLTIO,O,O,O,X,X,X,O,O,O,O,X
SZJLTOI,O,O,O,X,X,X,O,O,O,O,X
SZJLITO,O,O,O,X,X,X,O,O,X,O,X
SZJLIOT,O,O,O,X,X,X,O,O,O,O,X
SZJLOTI,O,O,O,X,X,X,O,X,O,O,X
SZJLOIT,O,O,O,X,X,X,O,O,O,O,X
SZJOTIL,O,O,O,X,X,X,X,X,O,X,X
SZJOTLI,O,O,O,X,X,X,O,X,O,O,X
SZJOITL,O,O,O,X,X,X,X,O,O,X,X
SZJOILT,O,O,O,X,X,X,X,O,O,X,X
SZJOLTI,O,O,O,X,X,X,O,X,O,O,X
SZJOLIT,O,O,O,X,X,X,O,O,O,O,X
SZOTILJ,O,O,O,X,X,O,O,X,O,X,X
SZOTIJL,O,O,O,X,X,X,X,O,O,X,X
SZOTLIJ,O,O,O,X,X,O,O,O,O,O,O
SZOTLJI,O,O,O,X,X,O,O,O,O,O,O
SZOTJIL,O,O,O,X,X,X,X,O,O,X,X
SZOTJLI,O,O,O,X,X,O,O,O,O,O,X
SZOITLJ,O,O,O,X,X,O,O,X,X,X,X
SZOITJL,O,O,O,X,X,X,X,O,X,X,X
SZOILTJ,O,O,O,X,X,O,O,O,X,X,X
SZOILJT,O,O,O,X,X,O,O,O,X,X,X
SZOIJTL,O,O,O,X,X,X,X,O,X,X,X
SZOIJLT,O,O,O,X,X,X,X,O,X,X,X
SZOLTIJ,O,O,O,X,X,O,O,O,O,O,O
SZOLTJI,O,O,O,X,X,O,O,O,O,O,O
SZOLITJ,O,O,O,X,X,O,O,O,X,O,O
SZOLIJT,O,O,O,X,X,O,O,O,X,O,X
SZOLJTI,O,O,O,X,X,O,O,X,O,O,X
SZOLJIT,O,O,O,X,X,O,O,O,O,O,X
SZOJTIL,O,O,O,X,X,X,X,X,O,X,X
SZOJTLI,O,O,O,X,X,O,O,X,O,O,X
SZOJITL,O,O,O,X,X,X,X,O,O,X,X
SZOJILT,O,O,O,X,X,X,X,O,O,X,X
SZOJLTI,O,O,O,X,X,O,O,X,O,O,X
SZOJLIT,O,O,O,X,X,O,O,O,O,O,X
SOTILJZ,O,X,O,O,O,O,X,X,X,X,O
SOTILZJ,O,X,O,O,O,O,X,X,X,X,O
SOTIJLZ,O,X,O,O,O,X,X,X,X,X,X
SOTIJZL,O,O,O,O,O,X,X,O,X,X,X
SOTIZLJ,O,O,O,O,X,O,X,X,X,X,X
SOTIZJL,O,O,O,O,O,X,X,O,X,X,X
SOTLIJZ,O,O,O,O,O,O,X,O,X,X,O
SOTLIZJ,O,O,O,O,O,O,O,O,X,O,O
SOTLJIZ,O,O,O,X,O,O,X,O,X,X,O
SOTLJZI,O,O,O,X,O,O,X,O,X,X,O
SOTLZIJ,O,O,O,X,O,O,O,O,X,O,O
SOTLZJI,O,O,O,X,O,O,O,O,X,O,O
SOTJILZ,O,X,O,X,O,X,X,X,X,X,X
SOTJIZL,O,O,O,X,O,X,X,O,X,X,X
SOTJLIZ,O,O,O,X,O,O,X,O,X,X,O
SOTJLZI,O,O,O,X,O,O,X,O,X,X,O
SOTJZIL,O,O,O,X,O,X,X,O,X,X,X
SOTJZLI,O,O,O,X,O,O,X,O,X,X,X
SOTZILJ,O,O,O,X,X,O,O,X,X,X,X
SOTZIJL,O,O,O,X,O,X,X,O,X,X,X
SOTZLIJ,O,O,O,X,O,O,O,O,X,O,O
SOTZLJI,O,O,O,X,O,O,O,O,X,O,O
SOTZJIL,O,O,O,X,O,X,X,O,X,X,X
SOTZJLI,O,O,O,X,O,O,O,O,X,O,X
SOITLJZ,O,X,O,O,O,O,X,X,X,X,O
SOITLZJ,O,X,O,O,O,O,X,X,X,X,O
SOITJLZ,O,X,O,O,O,X,X,X,X,X,X
SOITJZL,O,O,O,O,O,X,X,X,X,X,X
SOITZLJ,O,O,O,O,X,O,X,X,X,X,X
SOITZJL,O,O,O,O,O,X,X,X,X,X,X
SOILTJZ,O,X,O,O,O,O,X,X,X,X,O
SOILTZJ,O,X,O,O,O,O,X,X,X,X,O
SOILJTZ,O,X,O,O,O,O,X,X,X,X,O
SOILJZT,O,X,O,O,O,O,X,X,X,X,X
SOILZTJ,O,X,O,O,O,O,X,X,X,X,O
SOILZJT,O,X,O,O,O,O,X,X,X,X,X
SOIJTLZ,X,X,O,O,O,X,X,X,X,X,X
SOIJTZL,X,X,O,O,O,X,X,X,X,X,X
SOIJLTZ,O,X,O,O,O,X,X,X,X,X,X
SOIJLZT,O,X,O,O,O,X,X,X,X,X,X
SOIJZTL,O,O,O,O,O,X,X,X,X,X,X
SOIJZLT,O,O,O,O,O,X,X,X,X,X,X
SOIZTLJ,O,O,O,O,X,O,X,X,X,X,X
SOIZTJL,O,O,O,O,O,X,X,X,X,X,X
SOIZLTJ,O,O,O,O,X,O,X,X,X,X,X
SOIZLJT,O,O,O,O,X,O,X,X,X,X,X
SOIZJTL,O,O,O,O,O,X,X,X,X,X,X
SOIZJLT,O,O,O,O,O,X,X,X,X,X,X
SOLTIJZ,O,O,O,O,O,O,X,O,X,X,O
SOLTIZJ,O,O,O,O,O,O,O,O,X,O,O
SOLTJIZ,O,O,O,X,O,O,X,O,X,X,O
SOLTJZI,O,O,O,X,O,O,X,O,X,X,O
SOLTZIJ,O,O,O,X,O,O,O,O,X,O,O
SOLTZJI,O,O,O,X,O,O,O,O,X,O,O
SOLITJZ,O,O,O,O,O,O,X,X,X,X,O
SOLITZJ,O,O,O,O,O,O,O,X,X,O,O
SOLIJTZ,O,X,O,O,O,O,X,X,X,X,O
SOLIJZT,O,O,O,O,O,O,X,X,X,X,X
SOLIZTJ,O,O,O,O,O,O,O,X,X,O,O
SOLIZJT,O,O,O,O,O,O,O,X,X,O,X
SOLJTIZ,O,X,O,X,O,O,X,X,X,X,O
SOLJTZI,O,X,O,X,O,O,X,X,X,X,O
SOLJITZ,O,X,O,O,O,O,X,X,X,X,O
SOLJIZT,O,O,O,O,O,O,X,X,X,X,X
SOLJZTI,O,O,O,X,X,O,X,X,X,X,X
SOLJZIT,O,O,O,X,O,O,X,O,X,X,X
SOLZTIJ,O,O,O,X,O,O,O,O,O,O,O
SOLZTJI,O,O,O,X,O,O,O,O,O,O,O
SOLZITJ,O,O,O,X,O,O,O,O,X,O,O
SOLZIJT,O,O,O,X,O,O,O,O,X,O,X
SOLZJTI,O,O,O,X,X,O,O,X,O,O,X
SOLZJIT,O,O,O,X,O,O,O,O,O,O,X
SOJTILZ,O,X,O,X,O,X,X,X,X,X,X
SOJTIZL,O,X,O,X,O,X,X,X,X,X,X
SOJTLIZ,O,X,O,X,O,O,X,X,X,X,O
SOJTLZI,O,X,O,X,O,O,X,X,X,X,O
SOJTZIL,O,X,O,X,O,X,X,X,X,X,X
SOJTZLI,O,X,O,X,O,O,X,X,X,X,X
SOJITLZ,X,X,O,O,O,X,X,X,X,X,X
SOJITZL,X,X,O,O,O,X,X,X,X,X,X
SOJILTZ,O,X,O,O,O,X,X,X,X,X,X
SOJILZT,O,X,O,O,O,X,X,X,X,X,X
