sequence,v115@KhA8FeA8AeB8DeG8DeA8Jex/IvhF0hB6nBTjBlkB/r?B2xB,v115@KhA8FeA8AeB8DeG8DeA8Jex/IvhFKmBWnBTjBlkB0s?BXsB,v115@KhA8FeA8AeB8DeG8DeA8Je/EJvhFFgBxhBTjBmmBqs?B0rB,v115@KhA8FeA8AeB8DeG8DeA8Jex/IvhFOmBTjBlkBCnB0s?BXsB,v115@KhA8FeA8AeB8DeG8DeA8Jex/IvhF0hBTjBlkB2rBqs?BXsB,v115@KhA8FeA8AeB8DeG8DeA8Je/EJvhFFgBmhBTjBxrBqs?B0rB
ZJOLITS,X,O,O,O,O,X
ZJOLIST,O,X,O,X,X,X
ZJOLSTI,O,O,O,O,O,X
ZJOLSIT,O,X,O,X,X,X
ZJOSTIL,O,X,X,O,X,X
ZJOSTLI,O,O,O,O,X,X
ZJOSITL,O,X,X,X,X,X
ZJOSILT,O,X,X,X,X,X
ZJOSLTI,O,O,O,O,X,X
ZJOSLIT,O,X,O,X,X,X
ZSTILJO,O,O,O,O,X,O
ZSTILOJ,O,O,O,O,X,O
ZSTIJLO,O,X,X,O,X,O
ZSTIJOL,O,X,X,O,X,O
ZSTIOLJ,O,O,O,O,X,O
ZSTIOJL,O,X,X,O,X,O
ZSTLIJO,O,O,O,O,X,X
ZSTLIOJ,O,O,O,O,X,X
ZSTLJIO,O,O,O,O,X,X
ZSTLJOI,O,O,O,O,X,X
ZSTLOIJ,O,O,O,O,X,X
ZSTLOJI,O,O,O,O,X,X
ZSTJILO,O,X,X,O,X,X
ZSTJIOL,O,X,X,O,X,X
ZSTJLIO,O,O,O,O,X,X
ZSTJLOI,O,O,O,O,X,X
ZSTJOIL,O,X,X,O,X,X
ZSTJOLI,O,O,O,O,X,X
ZSTOILJ,O,O,O,O,X,O
ZSTOIJL,O,X,X,O,X,O
ZSTOLIJ,O,O,O,O,X,X
ZSTOLJI,O,O,O,O,X,X
ZSTOJIL,O,X,X,O,X,X
ZSTOJLI,O,O,O,O,X,X
ZSITLJO,O,X,O,X,X,O
ZSITLOJ,O,X,O,X,X,O
ZSITJLO,O,X,X,X,X,O
ZSITJOL,O,X,X,X,X,O
ZSITOLJ,O,X,O,X,X,O
ZSITOJL,O,X,X,X,X,O
ZSILTJO,O,X,O,X,X,O
ZSILTOJ,O,X,O,X,X,O
ZSILJTO,X,X,O,X,X,O
ZSILJOT,O,X,O,X,X,O
ZSILOTJ,O,X,O,X,X,O
ZSILOJT,O,X,O,X,X,O
ZSIJTLO,O,X,X,X,X,O
ZSIJTOL,O,X,X,X,X,O
ZSIJLTO,O,X,X,X,X,O
ZSIJLOT,O,X,X,X,X,O
ZSIJOTL,O,X,X,X,X,O
ZSIJOLT,O,X,X,X,X,O
ZSIOTLJ,O,X,O,X,X,O
ZSIOTJL,O,X,X,X,X,O
ZSIOLTJ,O,X,O,X,X,O
ZSIOLJT,O,X,O,X,X,O
ZSIOJTL,O,X,X,X,X,O
ZSIOJLT,O,X,X,X,X,O
ZSLTIJO,O,O,O,O,X,X
ZSLTIOJ,O,O,O,O,X,X
ZSLTJIO,O,O,O,O,X,X
ZSLTJOI,O,O,O,O,X,X
ZSLTOIJ,O,O,O,O,X,X
ZSLTOJI,O,O,O,O,X,X
ZSLITJO,O,X,O,X,X,X
ZSLITOJ,O,X,O,X,X,X
ZSLIJTO,X,X,O,X,X,X
ZSLIJOT,O,X,O,X,X,X
ZSLIOTJ,O,X,O,X,X,X
ZSLIOJT,O,X,O,X,X,X
ZSLJTIO,O,O,O,O,X,X
ZSLJTOI,O,O,O,O,X,X
ZSLJITO,X,X,O,X,X,X
ZSLJIOT,O,X,O,X,X,X
ZSLJOTI,O,O,O,O,X,X
ZSLJOIT,O,X,O,X,X,X
ZSLOTIJ,O,O,O,O,X,X
ZSLOTJI,O,O,O,O,X,X
ZSLOITJ,O,X,O,X,X,X
ZSLOIJT,O,X,O,X,X,X
ZSLOJTI,O,O,O,O,X,X
ZSLOJIT,O,X,O,X,X,X
ZSJTILO,O,X,X,O,X,X
ZSJTIOL,O,X,X,O,X,X
ZSJTLIO,O,O,O,O,X,X
ZSJTLOI,O,O,O,O,X,X
ZSJTOIL,O,X,X,O,X,X
ZSJTOLI,O,O,O,O,X,X
ZSJITLO,O,X,X,X,X,X
ZSJITOL,O,X,X,X,X,X
ZSJILTO,O,X,X,X,X,X
ZSJILOT,O,X,X,X,X,X
ZSJIOTL,O,X,X,X,X,X
ZSJIOLT,O,X,X,X,X,X
ZSJLTIO,O,O,O,O,X,X
ZSJLTOI,O,O,O,O,X,X
ZSJLITO,O,X,O,X,X,X
ZSJLIOT,O,X,O,X,X,X
ZSJLOTI,O,O,O,O,X,X
ZSJLOIT,O,X,O,X,X,X
ZSJOTIL,O,X,X,O,X,X
ZSJOTLI,O,O,O,O,X,X
ZSJOITL,O,X,X,X,X,X
ZSJOILT,O,X,X,X,X,X
ZSJOLTI,O,O,O,O,X,X
ZSJOLIT,O,X,O,X,X,X
ZSOTILJ,O,O,O,O,X,O
ZSOTIJL,O,X,X,O,X,O
ZSOTLIJ,O,O,O,O,X,X
ZSOTLJI,O,O,O,O,X,X
ZSOTJIL,O,X,X,O,X,X
ZSOTJLI,O,O,O,O,X,X
ZSOITLJ,O,X,O,X,X,O
ZSOITJL,O,X,X,X,X,O
ZSOILTJ,O,X,O,X,X,O
ZSOILJT,O,X,O,X,X,O
ZSOIJTL,O,X,X,X,X,O
ZSOIJLT,O,X,X,X,X,O
ZSOLTIJ,O,O,O,O,X,X
ZSOLTJI,O,O,O,O,X,X
ZSOLITJ,O,X,O,X,X,X
ZSOLIJT,O,X,O,X,X,X
ZSOLJTI,O,O,O,O,X,X
ZSOLJIT,O,X,O,X,X,X
ZSOJTIL,O,X,X,O,X,X
ZSOJTLI,O,O,O,O,X,X
ZSOJITL,O,X,X,X,X,X
ZSOJILT,O,X,X,X,X,X
ZSOJLTI,O,O,O,O,X,X
ZSOJLIT,O,X,O,X,X,X
ZOTILJS,X,O,X,O,O,X
ZOTILSJ,X,O,X,O,X,X
ZOTIJLS,O,O,X,O,O,X
ZOTIJSL,O,X,X,O,X,X
ZOTISLJ,O,O,X,O,X,X
ZOTISJL,O,X,X,O,X,X
ZOTLIJS,X,O,X,O,O,X
ZOTLISJ,X,O,O,O,X,X
ZOTLJIS,X,O,O,O,O,X
ZOTLJSI,X,O,O,O,O,X
ZOTLSIJ,X,O,O,O,X,X
ZOTLSJI,X,O,O,O,X,X
ZOTJILS,O,O,X,O,O,X
ZOTJISL,O,X,X,O,X,X
ZOTJLIS,O,O,X,O,O,X
ZOTJLSI,O,O,X,O,O,X
ZOTJSIL,O,X,X,O,X,X
ZOTJSLI,O,O,X,O,X,X
ZOTSILJ,O,O,O,O,X,X
ZOTSIJL,O,X,X,O,X,X
ZOTSLIJ,O,O,O,O,X,X
ZOTSLJI,O,O,O,O,X,X
ZOTSJIL,O,X,X,O,X,X
ZOTSJLI,O,O,O,O,X,X
ZOITLJS,X,O,X,O,X,X
ZOITLSJ,X,O,X,O,X,X
ZOITJLS,X,O,X,O,X,X
ZOITJSL,X,X,X,O,X,X
ZOITSLJ,X,O,X,O,X,X
ZOITSJL,X,X,X,O,X,X
ZOILTJS,X,O,X,O,X,X
ZOILTSJ,X,O,O,O,X,X
ZOILJTS,X,O,O,O,X,X
ZOILJST,X,X,O,X,X,X
ZOILSTJ,X,X,O,X,X,X
ZOILSJT,X,X,O,X,X,X
ZOIJTLS,X,O,X,O,X,X
ZOIJTSL,X,X,X,O,X,X
ZOIJLTS,X,O,X,O,X,X
ZOIJLST,O,X,X,X,X,X
ZOIJSTL,O,X,X,X,X,X
ZOIJSLT,O,X,X,X,X,X
ZOISTLJ,O,X,O,X,X,O
ZOISTJL,X,X,X,X,X,O
ZOISLTJ,O,X,O,X,X,O
ZOISLJT,O,X,O,X,X,O
ZOISJTL,O,X,X,X,X,O
ZOISJLT,O,X,X,X,X,O
ZOLTIJS,X,O,X,O,O,X
ZOLTISJ,X,O,O,O,X,X
ZOLTJIS,X,O,O,O,O,X
ZOLTJSI,X,O,O,O,O,X
ZOLTSIJ,X,O,O,O,X,X
ZOLTSJI,X,O,O,O,X,X
ZOLITJS,X,O,X,O,X,X
ZOLITSJ,X,O,O,O,X,X
ZOLIJTS,X,O,O,O,X,X
ZOLIJST,X,X,O,X,X,X
ZOLISTJ,X,X,O,X,X,X
ZOLISJT,X,X,O,X,X,X
ZOLJTIS,X,O,O,O,O,X
ZOLJTSI,X,O,O,O,O,X
ZOLJITS,X,O,O,O,O,X
ZOLJIST,X,X,O,X,X,X
ZOLJSTI,X,O,O,O,O,X
ZOLJSIT,X,X,O,X,X,X
ZOLSTIJ,X,O,O,O,X,X
ZOLSTJI,X,O,O,O,X,X
ZOLSITJ,X,X,O,X,X,X
ZOLSIJT,X,X,O,X,X,X
ZOLSJTI,X,O,O,O,X,X
ZOLSJIT,X,X,O,X,X,X
ZOJTILS,O,O,X,O,O,X
ZOJTISL,O,X,X,O,X,X
ZOJTLIS,O,O,X,O,O,X
ZOJTLSI,O,O,X,O,O,X
ZOJTSIL,O,X,X,O,X,X
ZOJTSLI,O,O,X,O,X,X
ZOJITLS,X,O,X,O,X,X
ZOJITSL,X,X,X,O,X,X
ZOJILTS,X,O,X,O,X,X
ZOJILST,O,X,X,X,X,X
ZOJISTL,O,X,X,X,X,X
ZOJISLT,O,X,X,X,X,X
ZOJLTIS,O,O,O,O,O,X
ZOJLTSI,O,O,O,O,O,X
ZOJLITS,X,O,O,O,O,X
ZOJLIST,O,X,O,X,X,X
ZOJLSTI,O,O,O,O,O,X
ZOJLSIT,O,X,O,X,X,X
ZOJSTIL,O,X,X,O,X,X
ZOJSTLI,O,O,O,O,X,X
ZOJSITL,O,X,X,X,X,X
ZOJSILT,O,X,X,X,X,X
ZOJSLTI,O,O,O,O,X,X
ZOJSLIT,O,X,O,X,X,X
ZOSTILJ,O,O,O,O,X,O
ZOSTIJL,O,X,X,O,X,O
ZOSTLIJ,O,O,O,O,X,X
ZOSTLJI,O,O,O,O,X,X
ZOSTJIL,O,X,X,O,X,X
ZOSTJLI,O,O,O,O,X,X
ZOSITLJ,O,X,O,X,X,O
ZOSITJL,O,X,X,X,X,O
ZOSILTJ,O,X,O,X,X,O
ZOSILJT,O,X,O,X,X,O
ZOSIJTL,O,X,X,X,X,O
ZOSIJLT,O,X,X,X,X,O
ZOSLTIJ,O,O,O,O,X,X
ZOSLTJI,O,O,O,O,X,X
ZOSLITJ,O,X,O,X,X,X
ZOSLIJT,O,X,O,X,X,X
ZOSLJTI,O,O,O,O,X,X
ZOSLJIT,O,X,O,X,X,X
ZOSJTIL,O,X,X,O,X,X
ZOSJTLI,O,O,O,O,X,X
ZOSJITL,O,X,X,X,X,X
ZOSJILT,O,X,X,X,X,X
ZOSJLTI,O,O,O,O,X,X
ZOSJLIT,O,X,O,X,X,X
OTILJSZ,O,O,X,X,O,X
OTILJZS,O,O,X,O,O,X
OTILSJZ,O,O,X,X,O,X
OTILSZJ,O,O,X,X,X,X
OTILZJS,X,O,X,O,O,X
OTILZSJ,X,O,X,O,X,X
OTIJLSZ,O,O,X,X,O,X
OTIJLZS,O,O,X,O,O,X
OTIJSLZ,O,X,X,X,O,X
OTIJSZL,O,X,X,O,X,X
OTIJZLS,O,O,X,O,O,X
OTIJZSL,O,X,X,O,X,X
OTISLJZ,O,O,X,X,O,O
OTISLZJ,O,O,X,X,X,O
OTISJLZ,O,X,X,X,O,O
OTISJZL,O,X,X,O,X,O
OTISZLJ,O,O,X,O,X,O
OTISZJL,O,X,X,O,X,O
OTIZLJS,X,O,X,O,O,X
OTIZLSJ,X,O,X,O,X,X
OTIZJLS,O,O,X,O,O,X
OTIZJSL,O,X,X,O,X,X
OTIZSLJ,O,O,X,O,X,X
OTIZSJL,O,X,X,O,X,X
OTLIJSZ,O,O,X,X,O,X
OTLIJZS,O,O,X,O,O,X
OTLISJZ,O,O,O,X,O,X
OTLISZJ,O,O,O,X,X,X
OTLIZJS,X,O,X,O,O,X
OTLIZSJ,X,O,X,O,X,X
OTLJISZ,O,O,X,X,O,X
OTLJIZS,O,O,X,O,O,X
OTLJSIZ,O,O,X,X,O,X
OTLJSZI,O,O,X,X,O,X
OTLJZIS,O,O,X,O,O,X
OTLJZSI,O,O,X,O,O,X
OTLSIJZ,O,O,O,X,O,X
OTLSIZJ,O,O,O,X,X,X
OTLSJIZ,O,O,O,X,O,X
OTLSJZI,O,O,O,X,O,X
OTLSZIJ,O,O,O,X,X,X
OTLSZJI,O,O,O,X,X,X
OTLZIJS,X,O,X,O,O,X
OTLZISJ,X,O,O,O,X,X
OTLZJIS,X,O,O,O,O,X
OTLZJSI,X,O,O,O,O,X
OTLZSIJ,X,O,O,O,X,X
OTLZSJI,X,O,O,O,X,X
OTJILSZ,O,O,X,X,O,X
OTJILZS,O,O,X,O,O,X
OTJISLZ,O,X,X,X,O,X
OTJISZL,O,X,X,O,X,X
OTJIZLS,O,O,X,O,O,X
OTJIZSL,O,X,X,O,X,X
OTJLISZ,O,O,X,X,O,X
OTJLIZS,O,O,X,O,O,X
OTJLSIZ,O,O,X,X,O,X
OTJLSZI,O,O,X,X,O,X
OTJLZIS,O,O,X,O,O,X
OTJLZSI,O,O,X,O,O,X
OTJSILZ,O,X,X,X,O,X
OTJSIZL,O,X,X,O,X,X
OTJSLIZ,O,X,X,X,O,X
OTJSLZI,O,X,X,X,O,X
OTJSZIL,O,X,X,O,X,X
OTJSZLI,O,X,X,O,X,X
OTJZILS,O,O,X,O,O,X
OTJZISL,O,X,X,O,X,X
OTJZLIS,O,O,X,O,O,X
OTJZLSI,O,O,X,O,O,X
OTJZSIL,O,X,X,O,X,X
OTJZSLI,O,O,X,O,X,X
OTSILJZ,O,O,O,X,O,O
OTSILZJ,O,O,O,X,X,O
OTSIJLZ,O,X,X,X,O,O
OTSIJZL,O,X,X,O,X,O
OTSIZLJ,O,O,O,O,X,O
OTSIZJL,O,X,X,O,X,O
OTSLIJZ,O,O,O,X,O,O
OTSLIZJ,O,O,O,X,X,O
OTSLJIZ,O,O,O,X,O,X
OTSLJZI,O,O,O,X,O,X
OTSLZIJ,O,O,O,X,X,X
OTSLZJI,O,O,O,X,X,X
OTSJILZ,O,X,X,X,O,O
OTSJIZL,O,X,X,O,X,O
OTSJLIZ,O,X,O,X,O,X
OTSJLZI,O,X,O,X,O,X
OTSJZIL,O,X,X,O,X,X
OTSJZLI,O,X,O,O,X,X
OTSZILJ,O,O,O,O,X,O
OTSZIJL,O,X,X,O,X,O
OTSZLIJ,O,O,O,O,X,X
OTSZLJI,O,O,O,O,X,X
OTSZJIL,O,X,X,O,X,X
OTSZJLI,O,O,O,O,X,X
OTZILJS,X,O,X,O,O,X
OTZILSJ,X,O,X,O,X,X
OTZIJLS,O,O,X,O,O,X
OTZIJSL,O,X,X,O,X,X
OTZISLJ,O,O,X,O,X,X
OTZISJL,O,X,X,O,X,X
OTZLIJS,X,O,X,O,O,X
OTZLISJ,X,O,O,O,X,X
OTZLJIS,X,O,O,O,O,X
OTZLJSI,X,O,O,O,O,X
OTZLSIJ,X,O,O,O,X,X
OTZLSJI,X,O,O,O,X,X
OTZJILS,O,O,X,O,O,X
OTZJISL,O,X,X,O,X,X
OTZJLIS,O,O,X,O,O,X
OTZJLSI,O,O,X,O,O,X
OTZJSIL,O,X,X,O,X,X
OTZJSLI,O,O,X,O,X,X
OTZSILJ,O,O,O,O,X,X
OTZSIJL,O,X,X,O,X,X
OTZSLIJ,O,O,O,O,X,X
OTZSLJI,O,O,O,O,X,X
OTZSJIL,O,X,X,O,X,X
OTZSJLI,O,O,O,O,X,X
OITLJSZ,O,O,X,X,O,X
OITLJZS,O,O,X,O,O,X
OITLSJZ,O,O,X,X,O,X
OITLSZJ,O,O,X,X,X,X
OITLZJS,X,O,X,O,O,X
OITLZSJ,X,O,X,O,X,X
OITJLSZ,O,O,X,X,O,X
OITJLZS,O,O,X,O,O,X
OITJSLZ,O,X,X,X,O,X
OITJSZL,O,X,X,O,X,X
OITJZLS,O,O,X,O,O,X
OITJZSL,O,X,X,O,X,X
OITSLJZ,O,O,X,X,O,O
OITSLZJ,O,O,X,X,X,O
OITSJLZ,O,X,X,X,O,O
OITSJZL,O,X,X,O,X,O
OITSZLJ,O,O,X,O,X,O
OITSZJL,O,X,X,O,X,O
OITZLJS,X,O,X,O,O,X
OITZLSJ,X,O,X,O,X,X
OITZJLS,O,O,X,O,O,X
OITZJSL,O,X,X,O,X,X
OITZSLJ,O,O,X,O,X,X
OITZSJL,O,X,X,O,X,X
OILTJSZ,X,O,X,X,O,X
OILTJZS,X,O,X,X,O,X
OILTSJZ,X,O,O,X,O,X
OILTSZJ,X,O,O,X,X,X
OILTZJS,X,O,X,X,O,X
OILTZSJ,X,O,X,X,X,X
OILJTSZ,O,O,X,X,O,X
OILJTZS,X,O,X,X,O,X
OILJSTZ,O,X,O,X,X,X
OILJSZT,O,X,X,X,X,X
OILJZTS,X,X,X,X,O,X
OILJZST,O,X,X,X,X,X
OILSTJZ,X,X,O,X,X,O
OILSTZJ,X,X,O,X,X,O
OILSJTZ,O,X,O,X,X,O
OILSJZT,O,X,X,X,X,O
OILSZTJ,O,X,O,X,X,O
OILSZJT,O,X,O,X,X,O
OILZTJS,X,O,X,X,X,X
OILZTSJ,X,O,O,X,X,X
OILZJTS,X,O,O,X,X,X
OILZJST,X,X,O,X,X,X
OILZSTJ,X,X,O,X,X,X
OILZSJT,X,X,O,X,X,X
OIJTLSZ,O,X,X,X,O,X
OIJTLZS,O,X,X,O,O,X
OIJTSLZ,O,X,X,X,O,X
OIJTSZL,O,X,X,O,X,X
OIJTZLS,O,X,X,O,O,X
OIJTZSL,O,X,X,O,X,X
OIJLTSZ,O,X,X,X,O,X
OIJLTZS,O,X,X,X,O,X
OIJLSTZ,O,X,X,X,X,X
OIJLSZT,O,X,X,X,X,X
OIJLZTS,X,X,X,X,O,X
OIJLZST,O,X,X,X,X,X
OIJSTLZ,O,X,X,X,X,O
OIJSTZL,O,X,X,X,X,O
OIJSLTZ,O,X,X,X,X,O
OIJSLZT,O,X,X,X,X,O
OIJSZTL,O,X,X,X,X,O
OIJSZLT,O,X,X,X,X,O
OIJZTLS,X,X,X,O,X,X
OIJZTSL,X,X,X,O,X,X
OIJZLTS,X,X,X,O,X,X
OIJZLST,O,X,X,X,X,X
OIJZSTL,O,X,X,X,X,X
OIJZSLT,O,X,X,X,X,X
OISTLJZ,O,X,O,X,X,O
OISTLZJ,O,X,O,X,X,O
OISTJLZ,O,X,X,X,X,O
OISTJZL,O,X,X,X,X,O
OISTZLJ,O,X,O,X,X,O
OISTZJL,O,X,X,X,X,O
OISLTJZ,X,X,O,X,X,O
OISLTZJ,X,X,O,X,X,O
OISLJTZ,O,X,O,X,X,O
OISLJZT,O,X,X,X,X,O
OISLZTJ,O,X,O,X,X,O
OISLZJT,O,X,O,X,X,O
OISJTLZ,O,X,X,X,X,O
OISJTZL,O,X,X,X,X,O
OISJLTZ,O,X,X,X,X,O
OISJLZT,O,X,X,X,X,O
OISJZTL,O,X,X,X,X,O
OISJZLT,O,X,X,X,X,O
OISZTLJ,O,X,O,X,X,O
OISZTJL,O,X,X,X,X,O
OISZLTJ,O,X,O,X,X,O
OISZLJT,O,X,O,X,X,O
OISZJTL,O,X,X,X,X,O
OISZJLT,O,X,X,X,X,O
OIZTLJS,X,O,X,O,X,X
OIZTLSJ,X,O,X,O,X,X
OIZTJLS,X,O,X,O,X,X
OIZTJSL,X,X,X,O,X,X
OIZTSLJ,X,O,X,O,X,X
OIZTSJL,X,X,X,O,X,X
OIZLTJS,X,O,X,O,X,X
OIZLTSJ,X,O,O,O,X,X
OIZLJTS,X,O,O,O,X,X
OIZLJST,X,X,O,X,X,X
OIZLSTJ,X,X,O,X,X,X
OIZLSJT,X,X,O,X,X,X
OIZJTLS,X,O,X,O,X,X
OIZJTSL,X,X,X,O,X,X
OIZJLTS,X,O,X,O,X,X
OIZJLST,O,X,X,X,X,X
OIZJSTL,O,X,X,X,X,X
OIZJSLT,O,X,X,X,X,X
OIZSTLJ,O,X,O,X,X,O
OIZSTJL,X,X,X,X,X,O
OIZSLTJ,O,X,O,X,X,O
OIZSLJT,O,X,O,X,X,O
OIZSJTL,O,X,X,X,X,O
OIZSJLT,O,X,X,X,X,O
OLTIJSZ,O,O,X,X,O,X
OLTIJZS,O,O,X,O,O,X
OLTISJZ,O,O,O,X,O,X
OLTISZJ,O,O,O,X,X,X
OLTIZJS,X,O,X,O,O,X
OLTIZSJ,X,O,X,O,X,X
OLTJISZ,O,O,X,X,O,X
OLTJIZS,O,O,X,O,O,X
OLTJSIZ,O,O,X,X,O,X
OLTJSZI,O,O,X,X,O,X
OLTJZIS,O,O,X,O,O,X
OLTJZSI,O,O,X,O,O,X
OLTSIJZ,O,O,O,X,O,X
OLTSIZJ,O,O,O,X,X,X
OLTSJIZ,O,O,O,X,O,X
OLTSJZI,O,O,O,X,O,X
OLTSZIJ,O,O,O,X,X,X
OLTSZJI,O,O,O,X,X,X
OLTZIJS,X,O,X,O,O,X
OLTZISJ,X,O,O,O,X,X
OLTZJIS,X,O,O,O,O,X
OLTZJSI,X,O,O,O,O,X
OLTZSIJ,X,O,O,O,X,X
OLTZSJI,X,O,O,O,X,X
OLITJSZ,X,O,X,X,O,X
OLITJZS,X,O,X,X,O,X
OLITSJZ,X,O,O,X,O,X
OLITSZJ,X,O,O,X,X,X
OLITZJS,X,O,X,X,O,X
OLITZSJ,X,O,X,X,X,X
OLIJTSZ,O,O,X,X,O,X
OLIJTZS,X,O,X,X,O,X
OLIJSTZ,O,X,O,X,X,X
OLIJSZT,O,X,X,X,X,X
OLIJZTS,X,X,X,X,O,X
OLIJZST,O,X,X,X,X,X
OLISTJZ,X,X,O,X,X,O
OLISTZJ,X,X,O,X,X,O
OLISJTZ,O,X,O,X,X,O
OLISJZT,O,X,X,X,X,O
OLISZTJ,O,X,O,X,X,O
OLISZJT,O,X,O,X,X,O
OLIZTJS,X,O,X,X,X,X
OLIZTSJ,X,O,O,X,X,X
OLIZJTS,X,O,O,X,X,X
OLIZJST,X,X,O,X,X,X
OLIZSTJ,X,X,O,X,X,X
OLIZSJT,X,X,O,X,X,X
OLJTISZ,O,O,X,X,O,X
OLJTIZS,O,O,X,O,O,X
OLJTSIZ,O,O,X,X,O,X
OLJTSZI,O,O,X,X,O,X
OLJTZIS,O,O,X,O,O,X
OLJTZSI,O,O,X,O,O,X
OLJITSZ,O,O,X,X,O,X
OLJITZS,O,O,X,X,O,X
OLJISTZ,O,X,O,X,X,X
OLJISZT,O,X,X,X,X,X
OLJIZTS,X,X,X,X,O,X
OLJIZST,O,X,X,X,X,X
OLJSTIZ,O,O,O,X,O,X
OLJSTZI,O,O,O,X,O,X
OLJSITZ,O,X,O,X,X,X
OLJSIZT,O,X,X,X,X,X
OLJSZTI,O,X,O,X,O,X
OLJSZIT,O,X,O,X,X,X
OLJZTIS,O,O,O,O,O,X
OLJZTSI,O,O,O,O,O,X
OLJZITS,X,O,O,O,O,X
OLJZIST,O,X,O,X,X,X
OLJZSTI,O,O,O,O,O,X
OLJZSIT,O,X,O,X,X,X
OLSTIJZ,O,O,O,X,O,O
OLSTIZJ,O,O,O,X,X,O
OLSTJIZ,O,O,O,X,O,X
OLSTJZI,O,O,O,X,O,X
OLSTZIJ,O,O,O,X,X,X
OLSTZJI,O,O,O,X,X,X
OLSITJZ,X,X,O,X,X,O
OLSITZJ,X,X,O,X,X,O
OLSIJTZ,O,X,O,X,X,O
OLSIJZT,O,X,X,X,X,O
OLSIZTJ,O,X,O,X,X,O
OLSIZJT,O,X,O,X,X,O
OLSJTIZ,O,O,O,X,O,X
OLSJTZI,O,O,O,X,O,X
OLSJITZ,O,X,O,X,X,X
OLSJIZT,O,X,X,X,X,X
OLSJZTI,O,X,O,X,O,X
OLSJZIT,O,X,O,X,X,X
OLSZTIJ,O,O,O,X,X,X
OLSZTJI,O,O,O,X,X,X
OLSZITJ,O,X,O,X,X,X
OLSZIJT,O,X,O,X,X,X
OLSZJTI,O,O,O,X,X,X
OLSZJIT,O,X,O,X,X,X
OLZTIJS,X,O,X,O,O,X
OLZTISJ,X,O,O,O,X,X
OLZTJIS,X,O,O,O,O,X
OLZTJSI,X,O,O,O,O,X
OLZTSIJ,X,O,O,O,X,X
OLZTSJI,X,O,O,O,X,X
OLZITJS,X,O,X,O,X,X
OLZITSJ,X,O,O,O,X,X
OLZIJTS,X,O,O,O,X,X
OLZIJST,X,X,O,X,X,X
OLZISTJ,X,X,O,X,X,X
OLZISJT,X,X,O,X,X,X
OLZJTIS,X,O,O,O,O,X
OLZJTSI,X,O,O,O,O,X
OLZJITS,X,O,O,O,O,X
OLZJIST,X,X,O,X,X,X
OLZJSTI,X,O,O,O,O,X
OLZJSIT,X,X,O,X,X,X
OLZSTIJ,X,O,O,O,X,X
OLZSTJI,X,O,O,O,X,X
OLZSITJ,X,X,O,X,X,X
OLZSIJT,X,X,O,X,X,X
OLZSJTI,X,O,O,O,X,X
OLZSJIT,X,X,O,X,X,X
OJTILSZ,O,O,X,X,O,X
OJTILZS,O,O,X,O,O,X
OJTISLZ,O,X,X,X,O,X
OJTISZL,O,X,X,O,X,X
OJTIZLS,O,O,X,O,O,X
OJTIZSL,O,X,X,O,X,X
OJTLISZ,O,O,X,X,O,X
OJTLIZS,O,O,X,O,O,X
OJTLSIZ,O,O,X,X,O,X
OJTLSZI,O,O,X,X,O,X
OJTLZIS,O,O,X,O,O,X
OJTLZSI,O,O,X,O,O,X
OJTSILZ,O,X,X,X,O,X
OJTSIZL,O,X,X,O,X,X
OJTSLIZ,O,X,X,X,O,X
OJTSLZI,O,X,X,X,O,X
OJTSZIL,O,X,X,O,X,X
OJTSZLI,O,X,X,O,X,X
OJTZILS,O,O,X,O,O,X
OJTZISL,O,X,X,O,X,X
OJTZLIS,O,O,X,O,O,X
OJTZLSI,O,O,X,O,O,X
OJTZSIL,O,X,X,O,X,X
OJTZSLI,O,O,X,O,X,X
OJITLSZ,O,X,X,X,O,X
OJITLZS,O,X,X,O,O,X
OJITSLZ,O,X,X,X,O,X
OJITSZL,O,X,X,O,X,X
OJITZLS,O,X,X,O,O,X
OJITZSL,O,X,X,O,X,X
OJILTSZ,O,X,X,X,O,X
OJILTZS,O,X,X,X,O,X
OJILSTZ,O,X,X,X,X,X
OJILSZT,O,X,X,X,X,X
OJILZTS,X,X,X,X,O,X
OJILZST,O,X,X,X,X,X
OJISTLZ,O,X,X,X,X,O
OJISTZL,O,X,X,X,X,O
OJISLTZ,O,X,X,X,X,O
OJISLZT,O,X,X,X,X,O
OJISZTL,O,X,X,X,X,O
OJISZLT,O,X,X,X,X,O
OJIZTLS,X,X,X,O,X,X
OJIZTSL,X,X,X,O,X,X
OJIZLTS,X,X,X,O,X,X
OJIZLST,O,X,X,X,X,X
OJIZSTL,O,X,X,X,X,X
OJIZSLT,O,X,X,X,X,X
OJLTISZ,O,O,X,X,O,X
OJLTIZS,O,O,X,O,O,X
OJLTSIZ,O,O,X,X,O,X
OJLTSZI,O,O,X,X,O,X
OJLTZIS,O,O,X,O,O,X
OJLTZSI,O,O,X,O,O,X
OJLITSZ,O,O,X,X,O,X
OJLITZS,O,O,X,X,O,X
OJLISTZ,O,X,O,X,X,X
OJLISZT,O,X,X,X,X,X
OJLIZTS,X,X,X,X,O,X
OJLIZST,O,X,X,X,X,X
OJLSTIZ,O,O,O,X,O,X
OJLSTZI,O,O,O,X,O,X
OJLSITZ,O,X,O,X,X,X
OJLSIZT,O,X,X,X,X,X
OJLSZTI,O,X,O,X,O,X
