sequence,v115@KhA8HeC8EeG8BeA8JeKEJvhFzfBRhBGjB0mBlnBXtB,v115@KhA8HeC8EeG8BeA8Jei/IvhFRhBziB+oB3kBlmB0sB,v115@KhA8HeC8EeG8BeA8Jei/IvhFRhB+oB3kB0mBlnBzsB,v115@KhA8HeC8EeG8BeA8Je2EJvhFFhBxiBCnBToB3kB0sB,v115@KhA8HeC8EeG8BeA8JeOEJvhF8kBFhB6oBRnBXnBzsB,v115@KhA8HeC8EeG8BeA8JeKEJvhFzfBUhBFiBGoBRsBXtB
LZJOTSI,O,O,X,O,O,O
LZJOITS,O,X,X,O,O,O
LZJOIST,O,O,X,O,O,O
LZJOSTI,O,O,X,O,O,O
LZJOSIT,O,O,X,O,O,X
LZSTIJO,O,O,O,X,X,O
LZSTIOJ,O,O,X,X,X,O
LZSTJIO,O,O,O,X,X,X
LZSTJOI,O,O,O,O,O,O
LZSTOIJ,O,O,X,O,O,O
LZSTOJI,O,O,X,O,O,O
LZSITJO,O,O,O,X,X,O
LZSITOJ,O,O,X,X,X,O
LZSIJTO,O,O,O,X,X,O
LZSIJOT,O,O,O,X,X,O
LZSIOTJ,O,X,X,X,X,O
LZSIOJT,O,O,O,X,X,O
LZSJTIO,O,O,O,X,X,X
LZSJTOI,O,O,O,O,O,O
LZSJITO,O,O,O,X,X,X
LZSJIOT,O,O,O,X,X,X
LZSJOTI,O,O,O,O,O,O
LZSJOIT,O,O,O,O,O,X
LZSOTIJ,O,O,X,O,O,O
LZSOTJI,O,O,X,O,O,O
LZSOITJ,O,X,X,O,O,O
LZSOIJT,O,O,O,O,O,O
LZSOJTI,O,O,O,O,O,O
LZSOJIT,O,O,O,O,O,X
LZOTIJS,O,X,X,O,O,O
LZOTISJ,O,X,X,O,O,O
LZOTJIS,O,X,X,O,O,O
LZOTJSI,O,X,X,O,O,O
LZOTSIJ,O,X,X,O,O,O
LZOTSJI,O,X,X,O,O,O
LZOITJS,O,X,X,O,O,O
LZOITSJ,O,X,X,O,O,O
LZOIJTS,O,X,X,O,O,O
LZOIJST,O,X,X,O,O,O
LZOISTJ,O,X,X,O,O,O
LZOISJT,O,X,X,O,O,O
LZOJTIS,O,X,X,O,O,O
LZOJTSI,O,X,X,O,O,O
LZOJITS,O,X,X,O,O,O
LZOJIST,O,X,X,O,O,O
LZOJSTI,O,X,X,O,O,O
LZOJSIT,O,X,X,O,O,X
LZOSTIJ,O,X,X,O,O,O
LZOSTJI,O,X,X,O,O,O
LZOSITJ,O,X,X,O,O,O
LZOSIJT,O,X,X,O,O,O
LZOSJTI,O,X,X,O,O,O
LZOSJIT,O,X,X,O,O,X
LOTIJSZ,X,X,X,O,X,O
LOTIJZS,X,X,X,O,O,O
LOTISJZ,O,X,X,O,X,O
LOTISZJ,O,X,X,X,O,O
LOTIZJS,O,X,X,O,O,O
LOTIZSJ,O,X,X,X,O,O
LOTJISZ,X,X,X,O,X,X
LOTJIZS,X,X,X,O,O,O
LOTJSIZ,X,X,X,O,X,X
LOTJSZI,X,X,X,O,X,O
LOTJZIS,X,X,X,O,O,O
LOTJZSI,X,X,X,O,O,O
LOTSIJZ,O,X,X,O,X,X
LOTSIZJ,O,X,X,X,O,X
LOTSJIZ,O,X,X,O,X,X
LOTSJZI,O,X,X,O,X,X
LOTSZIJ,O,X,X,X,O,X
LOTSZJI,O,X,X,X,O,X
LOTZIJS,O,X,X,O,O,O
LOTZISJ,O,X,X,O,O,O
LOTZJIS,O,X,X,O,O,O
LOTZJSI,O,X,X,O,O,O
LOTZSIJ,O,X,X,O,O,O
LOTZSJI,O,X,X,O,O,O
LOITJSZ,X,X,X,O,X,O
LOITJZS,X,X,X,O,O,O
LOITSJZ,O,X,X,O,X,O
LOITSZJ,O,X,X,X,O,O
LOITZJS,O,X,X,O,O,O
LOITZSJ,O,X,X,X,O,O
LOIJTSZ,X,X,X,O,X,O
LOIJTZS,X,X,X,O,O,O
LOIJSTZ,O,X,X,O,X,O
LOIJSZT,O,X,X,X,X,O
LOIJZTS,O,X,X,O,O,O
LOIJZST,O,X,X,X,O,O
LOISTJZ,O,X,X,O,X,O
LOISTZJ,O,X,X,X,O,O
LOISJTZ,O,X,X,O,X,O
LOISJZT,O,X,X,X,X,O
LOISZTJ,O,X,X,X,O,O
LOISZJT,O,X,X,X,O,O
LOIZTJS,O,X,X,O,O,O
LOIZTSJ,O,X,X,X,O,O
LOIZJTS,O,X,X,O,O,O
LOIZJST,O,X,X,X,O,O
LOIZSTJ,O,X,X,X,O,O
LOIZSJT,O,X,X,X,O,O
LOJTISZ,X,X,X,O,X,X
LOJTIZS,X,X,X,O,O,O
LOJTSIZ,X,X,X,O,X,X
LOJTSZI,X,X,X,O,X,O
LOJTZIS,X,X,X,O,O,O
LOJTZSI,X,X,X,O,O,O
LOJITSZ,X,X,X,O,X,O
LOJITZS,X,X,X,O,O,O
LOJISTZ,O,X,X,O,X,O
LOJISZT,O,X,X,X,X,O
LOJIZTS,O,X,X,O,O,O
LOJIZST,O,X,X,X,O,O
LOJSTIZ,O,X,X,O,X,X
LOJSTZI,O,X,X,O,X,O
LOJSITZ,O,X,X,O,X,X
LOJSIZT,O,X,X,X,X,X
LOJSZTI,O,X,X,X,X,O
LOJSZIT,O,X,X,X,X,X
LOJZTIS,O,X,X,O,O,O
LOJZTSI,O,X,X,O,O,O
LOJZITS,O,X,X,O,O,O
LOJZIST,O,X,X,O,O,O
LOJZSTI,O,X,X,O,O,O
LOJZSIT,O,X,X,O,O,X
LOSTIJZ,O,X,X,O,X,X
LOSTIZJ,O,X,X,X,O,X
LOSTJIZ,O,X,X,O,X,X
LOSTJZI,O,X,X,O,X,X
LOSTZIJ,O,X,X,X,O,X
LOSTZJI,O,X,X,X,O,X
LOSITJZ,O,X,X,O,X,O
LOSITZJ,O,X,X,X,O,O
LOSIJTZ,O,X,X,O,X,O
LOSIJZT,O,X,X,X,X,O
LOSIZTJ,O,X,X,X,O,O
LOSIZJT,O,X,X,X,O,O
LOSJTIZ,O,X,X,O,X,X
LOSJTZI,O,X,X,O,X,O
LOSJITZ,O,X,X,O,X,X
LOSJIZT,O,X,X,X,X,X
LOSJZTI,O,X,X,X,X,O
LOSJZIT,O,X,X,X,X,X
LOSZTIJ,O,X,X,X,O,O
LOSZTJI,O,X,X,X,O,O
LOSZITJ,O,X,X,X,O,O
LOSZIJT,O,X,X,X,O,O
LOSZJTI,O,X,X,X,O,O
LOSZJIT,O,X,X,X,O,X
LOZTIJS,O,X,X,O,O,O
LOZTISJ,O,X,X,O,O,O
LOZTJIS,O,X,X,O,O,O
LOZTJSI,O,X,X,O,O,O
LOZTSIJ,O,X,X,O,O,O
LOZTSJI,O,X,X,O,O,O
LOZITJS,O,X,X,O,O,O
LOZITSJ,O,X,X,O,O,O
LOZIJTS,O,X,X,O,O,O
LOZIJST,O,X,X,O,O,O
LOZISTJ,O,X,X,O,O,O
LOZISJT,O,X,X,O,O,O
LOZJTIS,O,X,X,O,O,O
LOZJTSI,O,X,X,O,O,O
LOZJITS,O,X,X,O,O,O
LOZJIST,O,X,X,O,O,O
LOZJSTI,O,X,X,O,O,O
LOZJSIT,O,X,X,O,O,X
LOZSTIJ,O,X,X,O,O,O
LOZSTJI,O,X,X,O,O,O
LOZSITJ,O,X,X,O,O,O
LOZSIJT,O,X,X,O,O,O
LOZSJTI,O,X,X,O,O,O
LOZSJIT,O,X,X,O,O,X
JTILSZO,X,O,X,X,X,X
JTILSOZ,X,O,X,X,X,X
JTILZSO,X,O,X,X,X,X
JTILZOS,X,O,X,O,X,O
JTILOSZ,X,O,X,O,X,X
JTILOZS,X,X,X,O,X,O
JTISLZO,X,O,O,X,X,X
JTISLOZ,X,O,X,X,X,X
JTISZLO,X,O,O,X,X,X
JTISZOL,X,O,O,X,X,X
JTISOLZ,X,O,X,X,X,X
JTISOZL,X,O,X,X,X,X
JTIZLSO,X,O,O,X,X,X
JTIZLOS,X,O,X,O,X,O
JTIZSLO,X,O,O,X,X,X
JTIZSOL,X,O,O,X,X,X
JTIZOLS,X,O,X,X,X,X
JTIZOSL,X,O,O,X,X,X
JTIOLSZ,X,O,X,O,X,X
JTIOLZS,X,X,X,O,X,X
JTIOSLZ,X,O,X,X,X,X
JTIOSZL,X,O,X,X,X,X
JTIOZLS,X,O,X,X,X,X
JTIOZSL,X,O,X,X,X,X
JTLISZO,X,O,X,X,X,X
JTLISOZ,X,O,X,X,X,X
JTLIZSO,X,O,X,X,X,X
JTLIZOS,X,O,X,O,X,O
JTLIOSZ,X,O,X,O,X,X
JTLIOZS,X,X,X,O,X,O
JTLSIZO,X,O,O,X,X,X
JTLSIOZ,X,O,X,X,X,X
JTLSZIO,X,O,O,X,X,X
JTLSZOI,X,O,O,O,X,O
JTLSOIZ,X,O,X,O,X,X
JTLSOZI,X,O,O,O,X,O
JTLZISO,X,O,O,X,X,X
JTLZIOS,X,O,X,O,O,O
JTLZSIO,X,O,O,X,X,X
JTLZSOI,X,O,O,O,O,O
JTLZOIS,X,O,X,O,O,O
JTLZOSI,X,O,X,O,O,O
JTLOISZ,X,O,X,O,X,X
JTLOIZS,X,X,X,O,O,O
JTLOSIZ,X,O,X,O,X,X
JTLOSZI,X,O,X,O,X,O
JTLOZIS,X,X,X,O,O,O
JTLOZSI,X,X,X,O,O,O
JTSILZO,X,O,O,X,X,X
JTSILOZ,X,O,X,X,X,X
JTSIZLO,X,O,O,X,X,X
JTSIZOL,X,O,O,X,X,X
JTSIOLZ,X,O,X,X,X,X
JTSIOZL,X,O,X,X,X,X
JTSLIZO,X,O,O,X,X,X
JTSLIOZ,X,O,X,X,X,X
JTSLZIO,X,O,O,X,X,X
JTSLZOI,X,O,O,O,X,O
JTSLOIZ,X,O,X,O,X,X
JTSLOZI,X,O,O,O,X,O
JTSZILO,X,O,O,X,X,X
JTSZIOL,X,O,O,X,X,X
JTSZLIO,X,O,O,X,X,X
JTSZLOI,X,O,O,O,X,O
JTSZOIL,X,O,O,X,X,X
JTSZOLI,X,O,O,X,X,X
JTSOILZ,X,O,X,X,X,X
JTSOIZL,X,O,X,X,X,X
JTSOLIZ,X,O,X,O,X,X
JTSOLZI,X,O,O,O,X,X
JTSOZIL,X,O,O,X,X,X
JTSOZLI,X,O,O,X,X,X
JTZILSO,X,O,O,X,X,X
JTZILOS,X,O,X,O,O,O
JTZISLO,X,O,O,X,X,X
JTZISOL,X,O,O,X,X,X
JTZIOLS,X,O,X,X,O,X
JTZIOSL,X,O,O,X,O,X
JTZLISO,X,O,O,X,X,X
JTZLIOS,X,O,X,O,O,O
JTZLSIO,X,O,O,X,X,X
JTZLSOI,X,O,O,O,O,O
JTZLOIS,X,O,X,O,O,O
JTZLOSI,X,O,X,O,O,O
JTZSILO,X,O,O,X,X,X
JTZSIOL,X,O,O,X,X,X
JTZSLIO,X,O,O,X,X,X
JTZSLOI,X,O,O,O,O,O
JTZSOIL,X,O,O,X,O,X
JTZSOLI,X,O,O,X,O,X
JTZOILS,X,O,X,O,O,X
JTZOISL,X,O,O,X,O,X
JTZOLIS,X,O,X,O,O,O
JTZOLSI,X,O,X,O,O,O
JTZOSIL,X,O,O,X,O,X
JTZOSLI,X,O,O,X,O,X
JTOILSZ,X,O,X,O,X,X
JTOILZS,X,X,X,O,O,X
JTOISLZ,X,O,X,X,X,X
JTOISZL,X,O,X,X,X,X
JTOIZLS,X,O,X,X,O,X
JTOIZSL,X,O,X,X,O,X
JTOLISZ,X,O,X,O,X,X
JTOLIZS,X,X,X,O,O,O
JTOLSIZ,X,O,X,O,X,X
JTOLSZI,X,O,X,O,X,O
JTOLZIS,X,X,X,O,O,O
JTOLZSI,X,X,X,O,O,O
JTOSILZ,X,O,X,X,X,X
JTOSIZL,X,O,X,X,X,X
JTOSLIZ,X,O,X,O,X,X
JTOSLZI,X,O,O,O,X,X
JTOSZIL,X,O,O,X,X,X
JTOSZLI,X,O,O,X,X,X
JTOZILS,X,O,X,X,O,X
JTOZISL,X,O,O,X,O,X
JTOZLIS,X,O,X,O,O,O
JTOZLSI,X,O,X,O,O,O
JTOZSIL,X,O,O,X,O,X
JTOZSLI,X,O,O,X,O,X
JITLSZO,X,O,X,X,X,O
JITLSOZ,X,O,X,X,X,O
JITLZSO,X,O,X,X,X,O
JITLZOS,X,O,X,O,X,O
JITLOSZ,X,O,X,O,X,O
JITLOZS,X,X,X,O,X,O
JITSLZO,X,O,O,X,X,O
JITSLOZ,X,O,X,X,X,O
JITSZLO,X,O,O,X,X,O
JITSZOL,X,O,O,X,X,X
JITSOLZ,X,O,X,X,X,X
JITSOZL,X,O,X,X,X,X
JITZLSO,X,O,O,X,X,O
JITZLOS,X,O,X,O,X,O
JITZSLO,X,O,O,X,X,O
JITZSOL,X,O,O,X,X,X
JITZOLS,X,O,X,X,X,O
JITZOSL,X,O,O,X,X,X
JITOLSZ,X,O,X,O,X,O
JITOLZS,X,X,X,O,X,O
JITOSLZ,X,O,X,X,X,X
JITOSZL,X,O,X,X,X,X
JITOZLS,X,O,X,X,X,O
JITOZSL,X,O,X,X,X,X
JILTSZO,X,O,X,X,X,O
JILTSOZ,X,O,X,X,X,O
JILTZSO,X,O,X,X,X,O
JILTZOS,X,O,X,O,X,O
JILTOSZ,X,O,X,O,X,O
JILTOZS,X,X,X,O,X,O
JILSTZO,O,O,O,X,X,O
JILSTOZ,O,O,X,X,X,O
JILSZTO,O,O,O,X,X,O
JILSZOT,O,O,O,X,X,O
JILSOTZ,O,O,X,X,X,O
JILSOZT,O,O,O,X,X,O
JILZTSO,O,X,O,X,X,O
JILZTOS,O,X,X,O,X,O
JILZSTO,O,O,O,X,X,O
JILZSOT,O,O,O,X,X,O
JILZOTS,O,X,X,O,X,O
JILZOST,O,O,X,O,X,O
JILOTSZ,X,X,X,O,X,O
JILOTZS,X,X,X,O,X,O
JILOSTZ,O,O,X,O,X,O
JILOSZT,O,O,X,X,X,O
JILOZTS,O,X,X,O,X,O
JILOZST,O,X,X,X,X,O
JISTLZO,O,O,O,X,X,O
JISTLOZ,O,O,X,X,X,O
JISTZLO,O,O,O,X,X,O
JISTZOL,X,O,O,X,X,X
JISTOLZ,O,O,X,X,X,X
JISTOZL,X,O,X,X,X,X
JISLTZO,O,O,O,X,X,O
JISLTOZ,O,O,X,X,X,O
JISLZTO,O,O,O,X,X,O
JISLZOT,O,O,O,X,X,O
JISLOTZ,O,O,X,X,X,O
JISLOZT,O,O,O,X,X,O
JISZTLO,O,O,O,X,X,O
JISZTOL,O,O,O,X,X,X
JISZLTO,O,O,O,X,X,O
JISZLOT,O,O,O,X,X,O
JISZOTL,X,O,O,X,X,X
JISZOLT,O,O,O,X,X,X
JISOTLZ,X,O,X,X,X,X
JISOTZL,X,O,X,X,X,X
JISOLTZ,O,O,X,X,X,X
JISOLZT,O,O,O,X,X,X
JISOZTL,X,O,O,X,X,X
JISOZLT,X,O,O,X,X,X
JIZTLSO,O,O,O,X,X,O
JIZTLOS,O,O,X,O,X,O
JIZTSLO,O,O,O,X,X,O
JIZTSOL,X,O,O,X,X,X
JIZTOLS,O,O,X,X,X,O
JIZTOSL,X,O,O,X,X,X
JIZLTSO,O,X,O,X,X,O
JIZLTOS,O,X,X,O,X,O
JIZLSTO,O,O,O,X,X,O
JIZLSOT,O,O,O,X,X,O
JIZLOTS,O,X,X,O,X,O
JIZLOST,O,O,X,O,X,O
JIZSTLO,O,O,O,X,X,O
JIZSTOL,O,O,O,X,X,X
JIZSLTO,O,O,O,X,X,O
JIZSLOT,O,O,O,X,X,O
JIZSOTL,X,O,O,X,X,X
JIZSOLT,O,O,O,X,X,X
JIZOTLS,X,O,X,O,X,O
JIZOTSL,X,O,O,X,X,X
JIZOLTS,X,X,X,O,X,O
JIZOLST,X,O,X,O,X,O
JIZOSTL,X,O,O,X,X,X
JIZOSLT,X,O,O,O,X,X
JIOTLSZ,X,O,X,O,X,O
JIOTLZS,X,X,X,O,X,O
JIOTSLZ,X,O,X,X,X,X
JIOTSZL,X,O,X,X,X,X
JIOTZLS,X,O,X,X,X,O
JIOTZSL,X,O,X,X,X,X
JIOLTSZ,X,X,X,O,X,O
JIOLTZS,X,X,X,O,X,O
JIOLSTZ,X,O,X,O,X,O
JIOLSZT,X,O,X,X,X,O
JIOLZTS,X,X,X,O,X,O
JIOLZST,X,X,X,X,X,O
JIOSTLZ,X,O,X,X,X,X
JIOSTZL,X,O,X,X,X,X
JIOSLTZ,X,O,X,O,X,X
JIOSLZT,X,O,O,X,X,X
JIOSZTL,X,O,O,X,X,X
JIOSZLT,X,O,O,X,X,X
JIOZTLS,X,X,X,X,X,O
JIOZTSL,X,O,O,X,X,X
JIOZLTS,X,X,X,O,X,O
JIOZLST,X,O,X,X,X,O
JIOZSTL,X,O,O,X,X,X
JIOZSLT,X,O,O,X,X,X
JLTISZO,X,O,X,X,X,X
JLTISOZ,X,O,X,X,X,X
JLTIZSO,X,O,X,X,X,X
JLTIZOS,X,O,X,O,X,O
JLTIOSZ,X,O,X,O,X,X
JLTIOZS,X,X,X,O,X,O
JLTSIZO,X,O,O,X,X,X
JLTSIOZ,X,O,X,X,X,X
JLTSZIO,X,O,O,X,X,X
JLTSZOI,X,O,O,O,X,O
JLTSOIZ,X,O,X,O,X,X
JLTSOZI,X,O,O,O,X,O
JLTZISO,X,O,O,X,X,X
JLTZIOS,X,O,X,O,O,O
JLTZSIO,X,O,O,X,X,X
JLTZSOI,X,O,O,O,O,O
JLTZOIS,X,O,X,O,O,O
JLTZOSI,X,O,X,O,O,O
JLTOISZ,X,O,X,O,X,X
JLTOIZS,X,X,X,O,O,O
JLTOSIZ,X,O,X,O,X,X
JLTOSZI,X,O,X,O,X,O
JLTOZIS,X,X,X,O,O,O
JLTOZSI,X,X,X,O,O,O
JLITSZO,X,O,X,X,X,O
JLITSOZ,X,O,X,X,X,O
JLITZSO,X,O,X,X,X,O
JLITZOS,X,O,X,O,X,O
JLITOSZ,X,O,X,O,X,O
JLITOZS,X,X,X,O,X,O
JLISTZO,O,O,O,X,X,O
JLISTOZ,O,O,X,X,X,O
JLISZTO,O,O,O,X,X,O
JLISZOT,O,O,O,X,X,O
JLISOTZ,O,O,X,X,X,O
JLISOZT,O,O,O,X,X,O
JLIZTSO,O,X,O,X,X,O
JLIZTOS,O,X,X,O,X,O
JLIZSTO,O,O,O,X,X,O
JLIZSOT,O,O,O,X,X,O
JLIZOTS,O,X,X,O,X,O
JLIZOST,O,O,X,O,X,O
JLIOTSZ,X,X,X,O,X,O
JLIOTZS,X,X,X,O,X,O
JLIOSTZ,O,O,X,O,X,O
JLIOSZT,O,O,X,X,X,O
JLIOZTS,O,X,X,O,X,O
JLIOZST,O,X,X,X,X,O
JLSTIZO,O,O,O,X,X,X
JLSTIOZ,O,O,X,X,X,X
JLSTZIO,O,O,O,X,X,X
JLSTZOI,O,O,O,O,X,O
JLSTOIZ,O,O,X,O,X,X
JLSTOZI,O,O,O,O,X,O
JLSITZO,O,O,O,X,X,X
JLSITOZ,O,O,X,X,X,X
JLSIZTO,O,O,O,X,X,X
JLSIZOT,O,O,O,X,X,X
JLSIOTZ,O,O,X,X,X,X
JLSIOZT,O,O,O,X,X,X
JLSZTIO,O,O,O,X,X,X
JLSZTOI,O,O,O,O,X,O
JLSZITO,O,O,O,X,X,X
JLSZIOT,O,O,O,X,X,X
JLSZOTI,O,O,O,O,X,O
JLSZOIT,O,O,O,O,X,X
JLSOTIZ,O,O,X,O,X,X
JLSOTZI,O,O,O,O,X,O
JLSOITZ,O,O,X,O,X,X
JLSOIZT,O,O,O,X,X,X
JLSOZTI,O,O,O,X,X,O
JLSOZIT,O,O,O,X,X,X
JLZTISO,O,O,O,X,X,O
JLZTIOS,O,O,X,O,O,O
JLZTSIO,O,O,O,X,X,X
JLZTSOI,O,O,O,O,O,O
JLZTOIS,O,O,X,O,O,O
JLZTOSI,O,O,X,O,O,O
JLZITSO,O,X,O,X,X,O
JLZITOS,O,X,X,O,O,O
JLZISTO,O,O,O,X,X,O
JLZISOT,O,O,O,X,X,O
JLZIOTS,O,X,X,O,O,O
JLZIOST,O,O,X,O,O,O
JLZSTIO,O,O,O,X,X,X
JLZSTOI,O,O,O,O,O,O
JLZSITO,O,O,O,X,X,X
JLZSIOT,O,O,O,X,X,X
JLZSOTI,O,O,O,O,O,O
JLZSOIT,O,O,O,O,O,X
JLZOTIS,O,O,X,O,O,O
JLZOTSI,O,O,X,O,O,O
JLZOITS,O,X,X,O,O,O
JLZOIST,O,O,X,O,O,O
JLZOSTI,O,O,X,O,O,O
JLZOSIT,O,O,X,O,O,X
JLOTISZ,X,O,X,O,X,X
JLOTIZS,X,X,X,O,O,O
JLOTSIZ,X,O,X,O,X,X
JLOTSZI,X,O,X,O,X,O
JLOTZIS,X,X,X,O,O,O
JLOTZSI,X,X,X,O,O,O
JLOITSZ,X,X,X,O,X,O
JLOITZS,X,X,X,O,O,O
JLOISTZ,O,O,X,O,X,O
JLOISZT,O,O,X,X,X,O
JLOIZTS,O,X,X,O,O,O
JLOIZST,O,X,X,X,O,O
JLOSTIZ,O,O,X,O,X,X
JLOSTZI,O,O,X,O,X,O
JLOSITZ,O,O,X,O,X,X
JLOSIZT,O,O,X,X,X,X
JLOSZTI,O,O,X,X,X,O
JLOSZIT,O,O,X,X,X,X
JLOZTIS,O,X,X,O,O,O
JLOZTSI,O,X,X,O,O,O
JLOZITS,O,X,X,O,O,O
JLOZIST,O,X,X,O,O,O
JLOZSTI,O,X,X,O,O,O
JLOZSIT,O,X,X,O,O,X
JSTILZO,O,O,O,X,X,X
JSTILOZ,O,O,X,X,X,X
JSTIZLO,O,O,O,X,X,X
JSTIZOL,O,O,O,X,X,X
JSTIOLZ,O,O,X,X,X,X
JSTIOZL,X,O,X,X,X,X
JSTLIZO,O,O,O,X,X,X
JSTLIOZ,O,O,X,X,X,X
JSTLZIO,O,O,O,X,X,X
JSTLZOI,O,O,O,O,X,O
JSTLOIZ,O,O,X,O,X,X
JSTLOZI,O,O,O,O,X,O
JSTZILO,O,O,O,X,X,X
JSTZIOL,O,O,O,X,X,X
JSTZLIO,O,O,O,X,X,X
JSTZLOI,O,O,O,O,X,O
JSTZOIL,O,O,O,X,X,X
JSTZOLI,O,O,O,X,X,X
JSTOILZ,O,O,X,X,X,X
JSTOIZL,X,O,X,X,X,X
JSTOLIZ,O,O,X,O,X,X
JSTOLZI,O,O,O,O,X,X
JSTOZIL,O,O,O,X,X,X
JSTOZLI,O,O,O,X,X,X
JSITLZO,O,O,O,X,X,X
JSITLOZ,O,O,X,X,X,X
JSITZLO,O,O,O,X,X,X
JSITZOL,O,O,O,X,X,X
JSITOLZ,O,O,X,X,X,X
JSITOZL,X,O,X,X,X,X
JSILTZO,O,O,O,X,X,X
JSILTOZ,O,O,X,X,X,X
JSILZTO,O,O,O,X,X,X
JSILZOT,O,O,O,X,X,X
JSILOTZ,O,O,X,X,X,X
JSILOZT,O,O,O,X,X,X
JSIZTLO,O,O,O,X,X,X
JSIZTOL,O,O,O,X,X,X
JSIZLTO,O,O,O,X,X,X
JSIZLOT,O,O,O,X,X,X
JSIZOTL,X,O,O,X,X,X
JSIZOLT,O,O,O,X,X,X
JSIOTLZ,X,O,X,X,X,X
JSIOTZL,X,O,X,X,X,X
JSIOLTZ,O,O,X,X,X,X
JSIOLZT,O,O,O,X,X,X
JSIOZTL,X,O,O,X,X,X
JSIOZLT,X,O,O,X,X,X
JSLTIZO,O,O,O,X,X,X
JSLTIOZ,O,O,X,X,X,X
JSLTZIO,O,O,O,X,X,X
JSLTZOI,O,O,O,O,X,O
JSLTOIZ,O,O,X,O,X,X
JSLTOZI,O,O,O,O,X,O
JSLITZO,O,O,O,X,X,X
JSLITOZ,O,O,X,X,X,X
JSLIZTO,O,O,O,X,X,X
JSLIZOT,O,O,O,X,X,X
JSLIOTZ,O,O,X,X,X,X
JSLIOZT,O,O,O,X,X,X
JSLZTIO,O,O,O,X,X,X
JSLZTOI,O,O,O,O,X,O
JSLZITO,O,O,O,X,X,X
JSLZIOT,O,O,O,X,X,X
JSLZOTI,O,O,O,O,X,O
JSLZOIT,O,O,O,O,X,X
JSLOTIZ,O,O,X,O,X,X
JSLOTZI,O,O,O,O,X,O
JSLOITZ,O,O,X,O,X,X
JSLOIZT,O,O,O,X,X,X
JSLOZTI,O,O,O,X,X,O
JSLOZIT,O,O,O,X,X,X
JSZTILO,O,O,O,X,X,X
JSZTIOL,O,O,O,X,X,X
JSZTLIO,O,O,O,X,X,X
JSZTLOI,O,O,O,O,X,O
JSZTOIL,O,O,O,X,X,X
JSZTOLI,O,O,O,X,X,X
JSZITLO,O,O,O,X,X,X
JSZITOL,O,O,O,X,X,X
JSZILTO,O,O,O,X,X,X
JSZILOT,O,O,O,X,X,X
JSZIOTL,X,O,O,X,X,X
JSZIOLT,O,O,O,X,X,X
JSZLTIO,O,O,O,X,X,X
JSZLTOI,O,O,O,O,X,O
JSZLITO,O,O,O,X,X,X
JSZLIOT,O,O,O,X,X,X
JSZLOTI,O,O,O,O,X,O
JSZLOIT,O,O,O,O,X,X
JSZOTIL,X,O,O,X,X,X
JSZOTLI,X,O,O,X,X,X
JSZOITL,X,O,O,X,X,X
JSZOILT,O,O,O,O,X,X
JSZOLTI,O,O,O,O,X,X
JSZOLIT,O,O,O,O,X,X
JSOTILZ,O,O,X,X,X,X
JSOTIZL,X,O,X,X,X,X
JSOTLIZ,O,O,X,O,X,X
JSOTLZI,O,O,O,O,X,X
JSOTZIL,O,O,O,X,X,X
JSOTZLI,O,O,O,X,X,X
JSOITLZ,X,O,X,X,X,X
JSOITZL,X,O,X,X,X,X
JSOILTZ,O,O,X,O,X,X
JSOILZT,O,O,O,X,X,X
JSOIZTL,X,O,O,X,X,X
JSOIZLT,X,O,O,X,X,X
JSOLTIZ,O,O,X,O,X,X
JSOLTZI,O,O,O,O,X,X
JSOLITZ,O,O,X,O,X,X
JSOLIZT,O,O,O,X,X,X
JSOLZTI,O,O,O,X,X,X
JSOLZIT,O,O,O,X,X,X
JSOZTIL,X,O,O,X,X,X
JSOZTLI,X,O,O,X,X,X
JSOZITL,X,O,O,X,X,X
JSOZILT,O,O,O,X,X,X
JSOZLTI,O,O,O,X,X,X
JSOZLIT,O,O,O,X,X,X
JZTILSO,O,O,O,X,X,O
JZTILOS,O,O,X,O,O,O
JZTISLO,O,O,O,X,X,O
JZTISOL,X,O,O,X,X,X
JZTIOLS,O,O,X,X,O,O
JZTIOSL,X,O,O,X,O,X
JZTLISO,O,O,O,X,X,O
JZTLIOS,O,O,X,O,O,O
JZTLSIO,O,O,O,X,X,X
JZTLSOI,O,O,O,O,O,O
JZTLOIS,O,O,X,O,O,O
JZTLOSI,O,O,X,O,O,O
JZTSILO,O,O,O,X,X,X
JZTSIOL,X,O,O,X,X,X
JZTSLIO,O,O,O,X,X,X
JZTSLOI,O,O,O,O,O,O
JZTSOIL,X,O,O,X,O,X
JZTSOLI,X,O,O,X,O,X
JZTOILS,O,O,X,O,O,X
JZTOISL,X,O,O,X,O,X
JZTOLIS,O,O,X,O,O,O
JZTOLSI,O,O,X,O,O,O
JZTOSIL,X,O,O,X,O,X
JZTOSLI,X,O,O,X,O,X
JZITLSO,O,O,O,X,X,O
JZITLOS,O,O,X,O,O,O
JZITSLO,O,O,O,X,X,O
JZITSOL,X,O,O,X,X,X
JZITOLS,O,O,X,X,O,O
JZITOSL,X,O,O,X,O,X
JZILTSO,O,X,O,X,X,O
JZILTOS,O,X,X,O,O,O
JZILSTO,O,O,O,X,X,O
JZILSOT,O,O,O,X,X,O
JZILOTS,O,X,X,O,O,O
JZILOST,O,O,X,O,O,O
JZISTLO,O,O,O,X,X,O
JZISTOL,O,O,O,X,X,X
