sequence,v115@XhD8AeB8AeF8Je0AJvhFxhBTjB3kBCnBlqBOpB,v115@XhD8AeB8AeF8JeZEJvhFCgBGiBTjBVqB3mB8qB,v115@XhD8AeB8AeF8Jex/IvhFSnBTjBOpBXlB8qBlrB,v115@XhD8AeB8AeF8JeRBJvhFSnBTjBOpB/qBUrBlpB,v115@XhD8AeB8AeF8JeZEJvhFWlBSnBTjB8qBXqBlrB,v115@XhD8AeB8AeF8JeSHJvhFTjBxkB8qBOpBXqBlrB
SZTLJIO,O,X,O,O,X,X
SZTLJOI,O,X,O,O,X,X
SZTLOIJ,O,X,X,O,X,X
SZTLOJI,O,X,O,O,X,X
SZTJILO,O,O,O,O,X,X
SZTJIOL,X,O,O,O,X,X
SZTJLIO,O,X,O,O,X,X
SZTJLOI,O,X,O,O,X,X
SZTJOIL,X,O,O,O,X,X
SZTJOLI,O,X,O,O,X,X
SZTOILJ,O,O,X,O,X,X
SZTOIJL,X,O,X,O,X,X
SZTOLIJ,O,X,X,O,X,X
SZTOLJI,O,X,O,O,X,X
SZTOJIL,X,O,O,O,X,X
SZTOJLI,O,X,O,O,X,X
SZITLJO,X,O,X,O,X,X
SZITLOJ,X,O,X,O,X,X
SZITJLO,X,O,X,O,X,X
SZITJOL,X,O,X,O,X,X
SZITOLJ,X,O,X,O,X,X
SZITOJL,X,O,X,O,X,X
SZILTJO,X,X,X,O,X,X
SZILTOJ,X,X,X,O,X,X
SZILJTO,X,X,O,O,X,X
SZILJOT,X,X,O,O,O,X
SZILOTJ,X,X,X,O,X,O
SZILOJT,X,X,O,O,O,O
SZIJTLO,X,O,O,O,X,X
SZIJTOL,X,O,O,O,X,X
SZIJLTO,X,X,O,O,X,X
SZIJLOT,X,X,O,O,O,X
SZIJOTL,X,O,O,O,X,X
SZIJOLT,X,X,O,O,O,X
SZIOTLJ,X,O,X,O,X,X
SZIOTJL,X,O,X,O,X,X
SZIOLTJ,X,X,X,O,X,O
SZIOLJT,X,X,O,O,O,O
SZIOJTL,X,O,O,O,X,X
SZIOJLT,X,X,O,O,O,X
SZLTIJO,O,X,X,O,X,X
SZLTIOJ,O,X,X,O,X,X
SZLTJIO,O,X,O,O,X,X
SZLTJOI,O,X,O,O,X,X
SZLTOIJ,O,X,X,O,X,X
SZLTOJI,O,X,O,O,X,X
SZLITJO,X,X,X,O,X,X
SZLITOJ,X,X,X,O,X,X
SZLIJTO,X,X,O,O,X,X
SZLIJOT,X,X,O,O,O,X
SZLIOTJ,X,X,X,O,X,O
SZLIOJT,X,X,O,O,O,O
SZLJTIO,X,X,O,O,X,X
SZLJTOI,X,X,O,O,X,X
SZLJITO,X,X,O,O,X,X
SZLJIOT,X,X,O,O,O,X
SZLJOTI,X,X,O,O,X,X
SZLJOIT,X,X,O,O,O,X
SZLOTIJ,O,X,X,O,X,X
SZLOTJI,O,X,O,O,X,X
SZLOITJ,X,X,X,O,X,O
SZLOIJT,X,X,O,O,O,O
SZLOJTI,X,X,O,O,X,X
SZLOJIT,X,X,O,O,O,X
SZJTILO,X,O,O,O,X,X
SZJTIOL,X,O,O,O,X,X
SZJTLIO,X,X,O,O,X,X
SZJTLOI,X,X,O,O,X,X
SZJTOIL,X,O,O,O,X,X
SZJTOLI,X,X,O,O,X,X
SZJITLO,X,O,O,O,X,X
SZJITOL,X,O,O,O,X,X
SZJILTO,X,X,O,O,X,X
SZJILOT,X,X,O,O,O,X
SZJIOTL,X,O,O,O,X,X
SZJIOLT,X,X,O,O,O,X
SZJLTIO,X,X,O,O,X,X
SZJLTOI,X,X,O,O,X,X
SZJLITO,X,X,O,O,X,X
SZJLIOT,X,X,O,O,O,X
SZJLOTI,X,X,O,O,X,X
SZJLOIT,X,X,O,O,O,X
SZJOTIL,X,O,O,O,X,X
SZJOTLI,X,X,O,O,X,X
SZJOITL,X,O,O,O,X,X
SZJOILT,X,X,O,O,O,X
SZJOLTI,X,X,O,O,X,X
SZJOLIT,X,X,O,O,O,X
SZOTILJ,O,O,X,O,X,X
SZOTIJL,X,O,X,O,X,X
SZOTLIJ,O,X,X,O,X,X
SZOTLJI,O,X,O,O,X,X
SZOTJIL,X,O,O,O,X,X
SZOTJLI,O,X,O,O,X,X
SZOITLJ,X,O,X,O,X,X
SZOITJL,X,O,X,O,X,X
SZOILTJ,X,X,X,O,X,O
SZOILJT,X,X,O,O,O,O
SZOIJTL,X,O,O,O,X,X
SZOIJLT,X,X,O,O,O,X
SZOLTIJ,O,X,X,O,X,X
SZOLTJI,O,X,O,O,X,X
SZOLITJ,X,X,X,O,X,O
SZOLIJT,X,X,O,O,O,O
SZOLJTI,X,X,O,O,X,X
SZOLJIT,X,X,O,O,O,X
SZOJTIL,X,O,O,O,X,X
SZOJTLI,X,X,O,O,X,X
SZOJITL,X,O,O,O,X,X
SZOJILT,X,X,O,O,O,X
SZOJLTI,X,X,O,O,X,X
SZOJLIT,X,X,O,O,O,X
SOTILJZ,O,O,X,X,X,X
SOTILZJ,O,O,X,X,X,X
SOTIJLZ,X,O,X,X,X,X
SOTIJZL,X,O,X,X,X,X
SOTIZLJ,O,O,X,X,X,X
SOTIZJL,X,O,X,X,X,X
SOTLIJZ,O,O,X,X,X,X
SOTLIZJ,O,O,X,X,X,X
SOTLJIZ,O,O,X,X,X,X
SOTLJZI,O,X,X,O,X,X
SOTLZIJ,O,X,X,O,X,X
SOTLZJI,O,X,X,O,X,X
SOTJILZ,X,O,X,X,X,X
SOTJIZL,X,O,X,X,X,X
SOTJLIZ,O,O,X,X,X,X
SOTJLZI,O,X,X,O,X,X
SOTJZIL,X,O,X,O,X,X
SOTJZLI,O,X,X,O,X,X
SOTZILJ,O,O,X,O,X,X
SOTZIJL,X,O,X,O,X,X
SOTZLIJ,O,X,X,O,X,X
SOTZLJI,O,X,X,O,X,X
SOTZJIL,X,O,X,O,X,X
SOTZJLI,O,X,X,O,X,X
SOITLJZ,O,O,X,X,X,X
SOITLZJ,O,O,X,X,X,X
SOITJLZ,X,O,X,X,X,X
SOITJZL,X,O,X,X,X,X
SOITZLJ,O,O,X,X,X,X
SOITZJL,X,O,X,X,X,X
SOILTJZ,O,O,X,X,X,X
SOILTZJ,O,O,X,X,X,X
SOILJTZ,X,O,X,X,X,X
SOILJZT,X,X,X,O,X,X
SOILZTJ,X,X,X,O,X,X
SOILZJT,X,X,X,O,O,X
SOIJTLZ,X,O,X,X,X,X
SOIJTZL,X,O,X,X,X,X
SOIJLTZ,X,O,X,X,X,X
SOIJLZT,X,X,X,O,X,X
SOIJZTL,X,O,X,O,X,X
SOIJZLT,X,X,X,O,X,X
SOIZTLJ,X,O,X,O,X,X
SOIZTJL,X,O,X,O,X,X
SOIZLTJ,X,X,X,O,X,X
SOIZLJT,X,X,X,O,O,X
SOIZJTL,X,O,X,O,X,X
SOIZJLT,X,X,X,O,O,X
SOLTIJZ,O,O,X,X,X,X
SOLTIZJ,O,O,X,X,X,X
SOLTJIZ,O,O,X,X,X,X
SOLTJZI,O,X,X,O,X,X
SOLTZIJ,O,X,X,O,X,X
SOLTZJI,O,X,X,O,X,X
SOLITJZ,O,O,X,X,X,X
SOLITZJ,O,O,X,X,X,X
SOLIJTZ,X,O,X,X,X,X
SOLIJZT,X,X,X,O,X,X
SOLIZTJ,X,X,X,O,X,X
SOLIZJT,X,X,X,O,O,X
SOLJTIZ,O,O,X,X,X,X
SOLJTZI,O,X,X,O,X,X
SOLJITZ,X,O,X,X,X,X
SOLJIZT,X,X,X,O,X,X
SOLJZTI,X,X,O,O,X,X
SOLJZIT,X,X,O,O,X,X
SOLZTIJ,O,X,X,O,X,X
SOLZTJI,O,X,O,O,X,X
SOLZITJ,X,X,X,O,X,O
SOLZIJT,X,X,O,O,O,O
SOLZJTI,X,X,O,O,X,X
SOLZJIT,X,X,O,O,O,X
SOJTILZ,X,O,X,X,X,X
SOJTIZL,X,O,X,X,X,X
SOJTLIZ,O,O,X,X,X,X
SOJTLZI,O,X,X,O,X,X
SOJTZIL,X,O,X,O,X,X
SOJTZLI,O,X,X,O,X,X
SOJITLZ,X,O,X,X,X,X
SOJITZL,X,O,X,X,X,X
SOJILTZ,X,O,X,X,X,X
SOJILZT,X,X,X,O,X,X
SOJIZTL,X,O,X,O,X,X
SOJIZLT,X,X,X,O,X,X
SOJLTIZ,O,O,X,X,X,X
SOJLTZI,O,X,X,O,X,X
SOJLITZ,X,O,X,X,X,X
SOJLIZT,X,X,X,O,X,X
SOJLZTI,X,X,O,O,X,X
SOJLZIT,X,X,O,O,X,X
SOJZTIL,X,O,O,O,X,X
SOJZTLI,X,X,O,O,X,X
SOJZITL,X,O,O,O,X,X
SOJZILT,X,X,O,O,X,X
SOJZLTI,X,X,O,O,X,X
SOJZLIT,X,X,O,O,X,X
SOZTILJ,O,O,X,O,X,X
SOZTIJL,X,O,X,O,X,X
SOZTLIJ,O,X,X,O,X,X
SOZTLJI,O,X,O,O,X,X
SOZTJIL,X,O,O,O,X,X
SOZTJLI,O,X,O,O,X,X
SOZITLJ,X,O,X,O,X,X
SOZITJL,X,O,X,O,X,X
SOZILTJ,X,X,X,O,X,O
SOZILJT,X,X,O,O,O,O
SOZIJTL,X,O,O,O,X,X
SOZIJLT,X,X,O,O,O,X
SOZLTIJ,O,X,X,O,X,X
SOZLTJI,O,X,O,O,X,X
SOZLITJ,X,X,X,O,X,O
SOZLIJT,X,X,O,O,O,O
SOZLJTI,X,X,O,O,X,X
SOZLJIT,X,X,O,O,O,X
SOZJTIL,X,O,O,O,X,X
SOZJTLI,X,X,O,O,X,X
SOZJITL,X,O,O,O,X,X
SOZJILT,X,X,O,O,O,X
SOZJLTI,X,X,O,O,X,X
SOZJLIT,X,X,O,O,O,X
ZTILJSO,O,X,X,X,X,X
ZTILJOS,O,X,X,X,O,X
ZTILSJO,O,X,X,X,X,X
ZTILSOJ,O,X,X,X,X,X
ZTILOJS,O,X,X,X,O,O
ZTILOSJ,O,X,X,X,X,O
ZTIJLSO,O,X,X,X,X,X
ZTIJLOS,O,X,X,X,O,X
ZTIJSLO,O,O,X,X,X,X
ZTIJSOL,X,O,X,X,X,X
ZTIJOLS,X,X,X,X,O,X
ZTIJOSL,X,O,X,X,X,X
ZTISLJO,O,O,X,X,X,X
ZTISLOJ,O,O,X,X,X,X
ZTISJLO,O,O,X,X,X,X
ZTISJOL,X,O,X,X,X,X
ZTISOLJ,O,O,X,X,X,X
ZTISOJL,X,O,X,X,X,X
ZTIOLJS,O,X,X,X,O,O
ZTIOLSJ,O,X,X,X,X,O
ZTIOJLS,X,X,X,X,O,X
ZTIOJSL,X,O,X,X,X,X
ZTIOSLJ,O,O,X,X,X,X
ZTIOSJL,X,O,X,X,X,X
ZTLIJSO,O,X,X,X,X,X
ZTLIJOS,O,X,X,X,O,X
ZTLISJO,O,X,X,X,X,X
ZTLISOJ,O,X,X,X,X,X
ZTLIOJS,O,X,X,X,O,O
ZTLIOSJ,O,X,X,X,X,O
ZTLJISO,O,X,X,X,X,X
ZTLJIOS,O,X,X,X,O,X
ZTLJSIO,O,X,O,X,X,X
ZTLJSOI,O,X,O,X,X,X
ZTLJOIS,O,X,X,X,O,X
ZTLJOSI,O,X,O,X,X,X
ZTLSIJO,O,X,X,X,X,X
ZTLSIOJ,O,X,X,X,X,X
ZTLSJIO,O,X,O,X,X,X
ZTLSJOI,O,X,O,X,X,X
ZTLSOIJ,O,X,X,X,X,X
ZTLSOJI,O,X,O,X,X,X
ZTLOIJS,O,X,X,X,O,O
ZTLOISJ,O,X,X,X,X,O
ZTLOJIS,O,X,X,X,O,X
ZTLOJSI,O,X,O,X,X,X
ZTLOSIJ,O,X,X,X,X,X
ZTLOSJI,O,X,O,X,X,X
ZTJILSO,O,X,X,X,X,X
ZTJILOS,O,X,X,X,O,X
ZTJISLO,O,O,X,X,X,X
ZTJISOL,X,O,X,X,X,X
ZTJIOLS,X,X,X,X,O,X
ZTJIOSL,X,O,X,X,X,X
ZTJLISO,O,X,X,X,X,X
ZTJLIOS,O,X,X,X,O,X
ZTJLSIO,O,X,O,X,X,X
ZTJLSOI,O,X,O,X,X,X
ZTJLOIS,O,X,X,X,O,X
ZTJLOSI,O,X,O,X,X,X
ZTJSILO,O,O,O,X,X,X
ZTJSIOL,X,O,O,X,X,X
ZTJSLIO,O,X,O,X,X,X
ZTJSLOI,O,X,O,X,X,X
ZTJSOIL,X,O,O,X,X,X
ZTJSOLI,O,X,O,X,X,X
ZTJOILS,X,X,X,X,O,X
ZTJOISL,X,O,X,X,X,X
ZTJOLIS,O,X,X,X,O,X
ZTJOLSI,O,X,O,X,X,X
ZTJOSIL,X,O,O,X,X,X
ZTJOSLI,O,X,O,X,X,X
ZTSILJO,O,O,X,X,X,X
ZTSILOJ,O,O,X,X,X,X
ZTSIJLO,O,O,X,X,X,X
ZTSIJOL,X,O,X,X,X,X
ZTSIOLJ,O,O,X,X,X,X
ZTSIOJL,X,O,X,X,X,X
ZTSLIJO,O,X,X,X,X,X
ZTSLIOJ,O,X,X,X,X,X
ZTSLJIO,O,X,O,X,X,X
ZTSLJOI,O,X,O,X,X,X
ZTSLOIJ,O,X,X,X,X,X
ZTSLOJI,O,X,O,X,X,X
ZTSJILO,O,O,O,X,X,X
ZTSJIOL,X,O,O,X,X,X
ZTSJLIO,O,X,O,X,X,X
ZTSJLOI,O,X,O,X,X,X
ZTSJOIL,X,O,O,X,X,X
ZTSJOLI,O,X,O,X,X,X
ZTSOILJ,O,O,X,X,X,X
ZTSOIJL,X,O,X,X,X,X
ZTSOLIJ,O,X,X,X,X,X
ZTSOLJI,O,X,O,X,X,X
ZTSOJIL,X,O,O,X,X,X
ZTSOJLI,O,X,O,X,X,X
ZTOILJS,O,X,X,X,O,O
ZTOILSJ,O,X,X,X,X,O
ZTOIJLS,X,X,X,X,O,X
ZTOIJSL,X,O,X,X,X,X
ZTOISLJ,O,O,X,X,X,X
ZTOISJL,X,O,X,X,X,X
ZTOLIJS,O,X,X,X,O,O
ZTOLISJ,O,X,X,X,X,O
ZTOLJIS,O,X,X,X,O,X
ZTOLJSI,O,X,O,X,X,X
ZTOLSIJ,O,X,X,X,X,X
ZTOLSJI,O,X,O,X,X,X
ZTOJILS,X,X,X,X,O,X
ZTOJISL,X,O,X,X,X,X
ZTOJLIS,O,X,X,X,O,X
ZTOJLSI,O,X,O,X,X,X
ZTOJSIL,X,O,O,X,X,X
ZTOJSLI,O,X,O,X,X,X
ZTOSILJ,O,O,X,X,X,X
ZTOSIJL,X,O,X,X,X,X
ZTOSLIJ,O,X,X,X,X,X
ZTOSLJI,O,X,O,X,X,X
ZTOSJIL,X,O,O,X,X,X
ZTOSJLI,O,X,O,X,X,X
ZITLJSO,X,X,X,X,X,X
ZITLJOS,X,X,X,X,O,X
ZITLSJO,X,X,X,X,X,X
ZITLSOJ,X,X,X,X,X,X
ZITLOJS,X,X,X,X,O,O
ZITLOSJ,X,X,X,X,X,O
ZITJLSO,X,X,X,X,X,X
ZITJLOS,X,X,X,X,O,X
ZITJSLO,X,O,X,X,X,X
ZITJSOL,X,O,X,X,X,X
ZITJOLS,X,X,X,X,O,X
ZITJOSL,X,O,X,X,X,X
ZITSLJO,X,O,X,X,X,X
ZITSLOJ,X,O,X,X,X,X
ZITSJLO,X,O,X,X,X,X
ZITSJOL,X,O,X,X,X,X
ZITSOLJ,X,O,X,X,X,X
ZITSOJL,X,O,X,X,X,X
ZITOLJS,X,X,X,X,O,O
ZITOLSJ,X,X,X,X,X,O
ZITOJLS,X,X,X,X,O,X
ZITOJSL,X,O,X,X,X,X
ZITOSLJ,X,O,X,X,X,X
ZITOSJL,X,O,X,X,X,X
ZILTJSO,X,X,X,X,X,X
ZILTJOS,X,X,X,X,O,X
ZILTSJO,X,X,X,X,X,X
ZILTSOJ,X,X,X,X,X,X
ZILTOJS,X,X,X,X,O,O
ZILTOSJ,X,X,X,X,X,O
ZILJTSO,X,X,X,X,X,X
ZILJTOS,X,X,X,X,O,X
ZILJSTO,X,X,O,X,X,X
ZILJSOT,X,X,O,X,O,X
ZILJOTS,X,X,X,X,O,O
ZILJOST,X,X,O,X,O,O
ZILSTJO,X,X,X,X,X,X
ZILSTOJ,X,X,X,X,X,X
ZILSJTO,X,X,O,X,X,X
ZILSJOT,X,X,O,X,O,X
ZILSOTJ,X,X,X,X,X,O
ZILSOJT,X,X,O,X,O,O
ZILOTJS,X,X,X,X,O,O
ZILOTSJ,X,X,X,X,X,O
ZILOJTS,X,X,X,X,O,O
ZILOJST,X,X,O,X,O,O
ZILOSTJ,X,X,X,X,X,O
ZILOSJT,X,X,O,X,O,O
ZIJTLSO,X,X,X,X,X,X
ZIJTLOS,X,X,X,X,O,X
ZIJTSLO,X,O,X,X,X,X
ZIJTSOL,X,O,X,X,X,X
ZIJTOLS,X,X,X,X,O,X
ZIJTOSL,X,O,X,X,X,X
ZIJLTSO,X,X,X,X,X,X
ZIJLTOS,X,X,X,X,O,X
ZIJLSTO,X,X,O,X,X,X
ZIJLSOT,X,X,O,X,O,X
ZIJLOTS,X,X,X,X,O,O
ZIJLOST,X,X,O,X,O,O
ZIJSTLO,X,O,O,X,X,X
ZIJSTOL,X,O,O,X,X,X
ZIJSLTO,X,X,O,X,X,X
ZIJSLOT,X,X,O,X,O,X
ZIJSOTL,X,O,O,X,X,X
ZIJSOLT,X,X,O,X,O,X
ZIJOTLS,X,X,X,X,O,X
ZIJOTSL,X,O,X,X,X,X
ZIJOLTS,X,X,X,X,O,O
ZIJOLST,X,X,O,X,O,O
ZIJOSTL,X,O,O,X,X,X
ZIJOSLT,X,X,O,X,O,X
ZISTLJO,X,O,X,X,X,X
ZISTLOJ,X,O,X,X,X,X
ZISTJLO,X,O,X,X,X,X
ZISTJOL,X,O,X,X,X,X
ZISTOLJ,X,O,X,X,X,X
ZISTOJL,X,O,X,X,X,X
ZISLTJO,X,X,X,X,X,X
ZISLTOJ,X,X,X,X,X,X
ZISLJTO,X,X,O,X,X,X
ZISLJOT,X,X,O,X,O,X
ZISLOTJ,X,X,X,X,X,O
ZISLOJT,X,X,O,X,O,O
ZISJTLO,X,O,O,X,X,X
ZISJTOL,X,O,O,X,X,X
ZISJLTO,X,X,O,X,X,X
ZISJLOT,X,X,O,X,O,X
ZISJOTL,X,O,O,X,X,X
ZISJOLT,X,X,O,X,O,X
ZISOTLJ,X,O,X,X,X,X
ZISOTJL,X,O,X,X,X,X
ZISOLTJ,X,X,X,X,X,O
ZISOLJT,X,X,O,X,O,O
ZISOJTL,X,O,O,X,X,X
ZISOJLT,X,X,O,X,O,X
ZIOTLJS,X,X,X,X,O,O
ZIOTLSJ,X,X,X,X,X,O
ZIOTJLS,X,X,X,X,O,X
ZIOTJSL,X,O,X,X,X,X
ZIOTSLJ,X,O,X,X,X,X
ZIOTSJL,X,O,X,X,X,X
ZIOLTJS,X,X,X,X,O,O
ZIOLTSJ,X,X,X,X,X,O
ZIOLJTS,X,X,X,X,O,O
ZIOLJST,X,X,O,X,O,O
ZIOLSTJ,X,X,X,X,X,O
ZIOLSJT,X,X,O,X,O,O
ZIOJTLS,X,X,X,X,O,X
ZIOJTSL,X,O,X,X,X,X
ZIOJLTS,X,X,X,X,O,O
ZIOJLST,X,X,O,X,O,O
ZIOJSTL,X,O,O,X,X,X
ZIOJSLT,X,X,O,X,O,X
ZIOSTLJ,X,O,X,X,X,X
ZIOSTJL,X,O,X,X,X,X
ZIOSLTJ,X,X,X,X,X,O
ZIOSLJT,X,X,O,X,O,O
ZIOSJTL,X,O,O,X,X,X
ZIOSJLT,X,X,O,X,O,X
ZLTIJSO,O,X,X,X,X,X
ZLTIJOS,O,X,X,X,O,X
ZLTISJO,O,X,X,X,X,X
ZLTISOJ,O,X,X,X,X,X
ZLTIOJS,O,X,X,X,O,O
ZLTIOSJ,O,X,X,X,X,O
ZLTJISO,O,X,X,X,X,X
ZLTJIOS,O,X,X,X,O,X
ZLTJSIO,O,X,O,X,X,X
ZLTJSOI,O,X,O,X,X,X
ZLTJOIS,O,X,X,X,O,X
ZLTJOSI,O,X,O,X,X,X
ZLTSIJO,O,X,X,X,X,X
ZLTSIOJ,O,X,X,X,X,X
ZLTSJIO,O,X,O,X,X,X
ZLTSJOI,O,X,O,X,X,X
ZLTSOIJ,O,X,X,X,X,X
ZLTSOJI,O,X,O,X,X,X
ZLTOIJS,O,X,X,X,O,O
ZLTOISJ,O,X,X,X,X,O
ZLTOJIS,O,X,X,X,O,X
ZLTOJSI,O,X,O,X,X,X
ZLTOSIJ,O,X,X,X,X,X
ZLTOSJI,O,X,O,X,X,X
ZLITJSO,O,X,X,X,X,X
ZLITJOS,O,X,X,X,O,X
ZLITSJO,O,X,X,X,X,X
ZLITSOJ,O,X,X,X,X,X
ZLITOJS,O,X,X,X,O,O
ZLITOSJ,O,X,X,X,X,O
ZLIJTSO,X,X,X,X,X,X
ZLIJTOS,X,X,X,X,O,X
ZLIJSTO,X,X,O,X,X,X
ZLIJSOT,X,X,O,X,O,X
ZLIJOTS,X,X,X,X,O,O
ZLIJOST,X,X,O,X,O,O
ZLISTJO,X,X,X,X,X,X
ZLISTOJ,X,X,X,X,X,X
ZLISJTO,X,X,O,X,X,X
ZLISJOT,X,X,O,X,O,X
ZLISOTJ,X,X,X,X,X,O
ZLISOJT,X,X,O,X,O,O
ZLIOTJS,O,X,X,X,O,O
ZLIOTSJ,O,X,X,X,X,O
ZLIOJTS,X,X,X,X,O,O
ZLIOJST,X,X,O,X,O,O
ZLIOSTJ,X,X,X,X,X,O
ZLIOSJT,X,X,O,X,O,O
ZLJTISO,X,X,X,X,X,X
ZLJTIOS,X,X,X,X,O,X
ZLJTSIO,X,X,O,X,X,X
ZLJTSOI,X,X,O,X,X,X
ZLJTOIS,X,X,X,X,O,X
ZLJTOSI,X,X,O,X,X,X
ZLJITSO,X,X,X,X,X,X
ZLJITOS,X,X,X,X,O,X
ZLJISTO,X,X,O,X,X,X
ZLJISOT,X,X,O,X,O,X
ZLJIOTS,X,X,X,X,O,O
ZLJIOST,X,X,O,X,O,O
ZLJSTIO,X,X,O,O,X,X
ZLJSTOI,X,X,O,O,X,X
ZLJSITO,X,X,O,O,X,X
ZLJSIOT,X,X,O,O,O,X
ZLJSOTI,X,X,O,O,X,X
ZLJSOIT,X,X,O,O,O,X
ZLJOTIS,X,X,X,X,O,X
ZLJOTSI,X,X,O,X,X,X
ZLJOITS,X,X,X,X,O,O
ZLJOIST,X,X,O,X,O,O
ZLJOSTI,X,X,O,O,X,X
ZLJOSIT,X,X,O,O,O,X
ZLSTIJO,O,X,X,O,X,X
ZLSTIOJ,O,X,X,O,X,X
ZLSTJIO,O,X,O,O,X,X
ZLSTJOI,O,X,O,O,X,X
ZLSTOIJ,O,X,X,O,X,X
ZLSTOJI,O,X,O,O,X,X
ZLSITJO,X,X,X,O,X,X
ZLSITOJ,X,X,X,O,X,X
ZLSIJTO,X,X,O,O,X,X
ZLSIJOT,X,X,O,O,O,X
ZLSIOTJ,X,X,X,O,X,O
ZLSIOJT,X,X,O,O,O,O
ZLSJTIO,X,X,O,O,X,X
ZLSJTOI,X,X,O,O,X,X
ZLSJITO,X,X,O,O,X,X
ZLSJIOT,X,X,O,O,O,X
ZLSJOTI,X,X,O,O,X,X
ZLSJOIT,X,X,O,O,O,X
ZLSOTIJ,O,X,X,O,X,X
ZLSOTJI,O,X,O,O,X,X
ZLSOITJ,X,X,X,O,X,O
ZLSOIJT,X,X,O,O,O,O
ZLSOJTI,X,X,O,O,X,X
ZLSOJIT,X,X,O,O,O,X
ZLOTIJS,O,X,X,X,O,O
ZLOTISJ,O,X,X,X,X,O
ZLOTJIS,O,X,X,X,O,X
ZLOTJSI,O,X,O,X,X,X
ZLOTSIJ,O,X,X,X,X,X
ZLOTSJI,O,X,O,X,X,X
ZLOITJS,O,X,X,X,O,O
ZLOITSJ,O,X,X,X,X,O
ZLOIJTS,X,X,X,X,O,O
ZLOIJST,X,X,O,X,O,O
ZLOISTJ,X,X,X,X,X,O
ZLOISJT,X,X,O,X,O,O
ZLOJTIS,X,X,X,X,O,X
ZLOJTSI,X,X,O,X,X,X
ZLOJITS,X,X,X,X,O,O
ZLOJIST,X,X,O,X,O,O
ZLOJSTI,X,X,O,O,X,X
ZLOJSIT,X,X,O,O,O,X
ZLOSTIJ,O,X,X,O,X,X
ZLOSTJI,O,X,O,O,X,X
ZLOSITJ,X,X,X,O,X,O
ZLOSIJT,X,X,O,O,O,O
ZLOSJTI,X,X,O,O,X,X
ZLOSJIT,X,X,O,O,O,X
ZJTILSO,X,X,X,X,X,X
ZJTILOS,X,X,X,X,O,X
ZJTISLO,X,O,X,X,X,X
ZJTISOL,X,O,X,X,X,X
ZJTIOLS,X,X,X,X,O,X
ZJTIOSL,X,O,X,X,X,X
ZJTLISO,X,X,X,X,X,X
ZJTLIOS,X,X,X,X,O,X
ZJTLSIO,X,X,O,X,X,X
ZJTLSOI,X,X,O,X,X,X
ZJTLOIS,X,X,X,X,O,X
ZJTLOSI,X,X,O,X,X,X
ZJTSILO,X,O,O,X,X,X
ZJTSIOL,X,O,O,X,X,X
ZJTSLIO,X,X,O,X,X,X
ZJTSLOI,X,X,O,X,X,X
ZJTSOIL,X,O,O,X,X,X
ZJTSOLI,X,X,O,X,X,X
ZJTOILS,X,X,X,X,O,X
ZJTOISL,X,O,X,X,X,X
ZJTOLIS,X,X,X,X,O,X
ZJTOLSI,X,X,O,X,X,X
ZJTOSIL,X,O,O,X,X,X
ZJTOSLI,X,X,O,X,X,X
ZJITLSO,X,X,X,X,X,X
ZJITLOS,X,X,X,X,O,X
ZJITSLO,X,O,X,X,X,X
ZJITSOL,X,O,X,X,X,X
ZJITOLS,X,X,X,X,O,X
ZJITOSL,X,O,X,X,X,X
ZJILTSO,X,X,X,X,X,X
ZJILTOS,X,X,X,X,O,X
ZJILSTO,X,X,O,X,X,X
ZJILSOT,X,X,O,X,O,X
ZJILOTS,X,X,X,X,O,O
ZJILOST,X,X,O,X,O,O
ZJISTLO,X,O,O,X,X,X
ZJISTOL,X,O,O,X,X,X
ZJISLTO,X,X,O,X,X,X
ZJISLOT,X,X,O,X,O,X
ZJISOTL,X,O,O,X,X,X
ZJISOLT,X,X,O,X,O,X
ZJIOTLS,X,X,X,X,O,X
ZJIOTSL,X,O,X,X,X,X
ZJIOLTS,X,X,X,X,O,O
ZJIOLST,X,X,O,X,O,O
ZJIOSTL,X,O,O,X,X,X
ZJIOSLT,X,X,O,X,O,X
ZJLTISO,X,X,X,X,X,X
ZJLTIOS,X,X,X,X,O,X
ZJLTSIO,X,X,O,X,X,X
ZJLTSOI,X,X,O,X,X,X
ZJLTOIS,X,X,X,X,O,X
ZJLTOSI,X,X,O,X,X,X
ZJLITSO,X,X,X,X,X,X
ZJLITOS,X,X,X,X,O,X
ZJLISTO,X,X,O,X,X,X
ZJLISOT,X,X,O,X,O,X
ZJLIOTS,X,X,X,X,O,O
ZJLIOST,X,X,O,X,O,O
ZJLSTIO,X,X,O,O,X,X
ZJLSTOI,X,X,O,O,X,X
ZJLSITO,X,X,O,O,X,X
ZJLSIOT,X,X,O,O,O,X
ZJLSOTI,X,X,O,O,X,X
ZJLSOIT,X,X,O,O,O,X
ZJLOTIS,X,X,X,X,O,X
ZJLOTSI,X,X,O,X,X,X
ZJLOITS,X,X,X,X,O,O
ZJLOIST,X,X,O,X,O,O
ZJLOSTI,X,X,O,O,X,X
ZJLOSIT,X,X,O,O,O,X
ZJSTILO,X,O,O,O,X,X
ZJSTIOL,X,O,O,O,X,X
ZJSTLIO,X,X,O,O,X,X
ZJSTLOI,X,X,O,O,X,X
ZJSTOIL,X,O,O,O,X,X
ZJSTOLI,X,X,O,O,X,X
ZJSITLO,X,O,O,O,X,X
