sequence,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFzfBfmB6mB0?iBesBFqB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFukB3gB1mB0?iBiqBzrB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFzfBGhBUmBi?nBFqBXsB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFFgB6mB0iBf?qBzlBesB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFXhB0iBzkBa?sBGrBFqB,v115@FhB8IeA8GeC8AeA8AeB8BeC8Jei/IvhFRhB1nBcpBO?qBXmBzrB
SZIJTOL,O,X,O,O,X,O
SZIJLTO,O,O,O,O,X,O
SZIJLOT,O,X,X,O,X,X
SZIJOTL,O,O,X,O,X,X
SZIJOLT,O,O,X,O,X,X
SZIOTLJ,X,O,X,O,X,X
SZIOTJL,X,O,X,O,X,X
SZIOLTJ,X,O,X,O,O,X
SZIOLJT,X,O,X,O,O,X
SZIOJTL,X,O,X,O,X,X
SZIOJLT,X,O,X,O,X,X
SZLTIJO,O,O,X,O,O,O
SZLTIOJ,O,O,X,X,O,O
SZLTJIO,O,O,X,O,O,O
SZLTJOI,O,O,X,O,O,O
SZLTOIJ,O,O,X,X,O,O
SZLTOJI,O,O,X,X,X,X
SZLITJO,O,O,X,O,O,O
SZLITOJ,O,O,X,X,O,O
SZLIJTO,O,O,X,O,O,X
SZLIJOT,O,X,X,O,O,X
SZLIOTJ,X,X,X,X,O,X
SZLIOJT,X,X,X,X,O,X
SZLJTIO,O,O,X,O,O,O
SZLJTOI,O,O,X,O,O,O
SZLJITO,O,O,X,O,O,O
SZLJIOT,O,X,X,O,O,X
SZLJOTI,O,X,X,O,O,O
SZLJOIT,O,X,X,O,O,X
SZLOTIJ,X,X,X,X,O,O
SZLOTJI,X,X,X,X,X,O
SZLOITJ,X,X,X,X,O,X
SZLOIJT,X,X,X,X,O,X
SZLOJTI,X,X,X,X,O,O
SZLOJIT,X,X,X,X,O,X
SZJTILO,O,X,O,O,X,O
SZJTIOL,O,X,O,O,X,O
SZJTLIO,O,X,O,O,X,O
SZJTLOI,O,X,O,O,X,O
SZJTOIL,O,X,O,O,X,O
SZJTOLI,O,X,O,O,X,O
SZJITLO,O,X,O,O,X,O
SZJITOL,O,X,O,O,X,O
SZJILTO,O,O,O,O,X,O
SZJILOT,O,X,X,O,X,X
SZJIOTL,O,O,X,O,X,X
SZJIOLT,O,O,X,O,X,X
SZJLTIO,O,O,O,O,X,O
SZJLTOI,O,O,O,O,X,O
SZJLITO,O,O,O,O,X,O
SZJLIOT,O,X,X,O,X,X
SZJLOTI,O,X,X,O,X,O
SZJLOIT,O,X,X,O,X,X
SZJOTIL,O,O,X,O,X,O
SZJOTLI,O,O,X,O,X,O
SZJOITL,O,O,X,O,X,X
SZJOILT,O,O,X,O,X,X
SZJOLTI,O,O,X,O,X,O
SZJOLIT,O,O,X,O,X,X
SZOTILJ,X,O,X,O,X,O
SZOTIJL,X,O,X,O,X,O
SZOTLIJ,X,O,X,O,X,O
SZOTLJI,X,O,X,O,X,O
SZOTJIL,X,O,X,O,X,O
SZOTJLI,X,O,X,O,X,O
SZOITLJ,X,O,X,O,X,X
SZOITJL,X,O,X,O,X,X
SZOILTJ,X,O,X,O,O,X
SZOILJT,X,O,X,O,O,X
SZOIJTL,X,O,X,O,X,X
SZOIJLT,X,O,X,O,X,X
SZOLTIJ,X,O,X,O,O,O
SZOLTJI,X,O,X,O,X,O
SZOLITJ,X,O,X,O,O,X
SZOLIJT,X,O,X,O,O,X
SZOLJTI,X,O,X,O,O,O
SZOLJIT,X,O,X,O,O,X
SZOJTIL,X,O,X,O,X,O
SZOJTLI,X,O,X,O,X,O
SZOJITL,X,O,X,O,X,X
SZOJILT,X,O,X,O,X,X
SZOJLTI,X,O,X,O,X,O
SZOJLIT,X,O,X,O,X,X
SOTILJZ,O,O,X,O,X,X
SOTILZJ,O,O,X,O,X,O
SOTIJLZ,O,O,X,O,X,O
SOTIJZL,O,O,X,O,X,O
SOTIZLJ,O,O,X,O,X,O
SOTIZJL,O,O,X,O,X,O
SOTLIJZ,O,O,X,O,X,X
SOTLIZJ,O,O,X,O,X,O
SOTLJIZ,O,O,X,O,X,O
SOTLJZI,O,O,X,O,X,O
SOTLZIJ,O,O,X,O,X,O
SOTLZJI,O,O,X,O,X,O
SOTJILZ,O,O,X,O,X,O
SOTJIZL,O,O,X,O,X,O
SOTJLIZ,O,O,X,O,X,O
SOTJLZI,O,O,X,O,X,O
SOTJZIL,O,O,X,O,X,O
SOTJZLI,O,O,X,O,X,O
SOTZILJ,O,O,X,O,X,O
SOTZIJL,O,O,X,O,X,O
SOTZLIJ,O,O,X,O,X,O
SOTZLJI,O,O,X,O,X,O
SOTZJIL,O,O,X,O,X,O
SOTZJLI,O,O,X,O,X,O
SOITLJZ,O,O,X,O,X,X
SOITLZJ,O,O,X,O,X,X
SOITJLZ,O,O,X,O,X,X
SOITJZL,O,O,X,O,X,X
SOITZLJ,O,O,X,O,X,X
SOITZJL,O,O,X,O,X,X
SOILTJZ,O,O,X,O,X,X
SOILTZJ,O,O,X,O,O,X
SOILJTZ,O,O,X,O,O,X
SOILJZT,O,O,X,O,O,X
SOILZTJ,X,O,X,O,O,X
SOILZJT,X,O,X,O,O,X
SOIJTLZ,O,O,X,O,X,X
SOIJTZL,O,O,X,O,X,X
SOIJLTZ,O,O,X,O,O,X
SOIJLZT,O,O,X,O,O,X
SOIJZTL,O,O,X,O,X,X
SOIJZLT,O,O,X,O,X,X
SOIZTLJ,X,O,X,O,X,X
SOIZTJL,X,O,X,O,X,X
SOIZLTJ,X,O,X,O,O,X
SOIZLJT,X,O,X,O,O,X
SOIZJTL,X,O,X,O,X,X
SOIZJLT,X,O,X,O,X,X
SOLTIJZ,O,O,X,O,X,X
SOLTIZJ,O,O,X,O,O,X
SOLTJIZ,O,O,X,O,X,X
SOLTJZI,O,O,X,O,X,X
SOLTZIJ,O,O,X,O,O,X
SOLTZJI,O,O,X,O,X,X
SOLITJZ,O,O,X,O,X,X
SOLITZJ,O,O,X,O,O,X
SOLIJTZ,O,O,X,O,O,X
SOLIJZT,O,O,X,O,O,X
SOLIZTJ,X,O,X,O,O,X
SOLIZJT,X,O,X,O,O,X
SOLJTIZ,O,O,X,O,O,X
SOLJTZI,O,O,X,O,O,X
SOLJITZ,O,O,X,O,O,X
SOLJIZT,O,O,X,O,O,X
SOLJZTI,O,O,X,O,O,X
SOLJZIT,O,O,X,O,O,X
SOLZTIJ,X,O,X,O,O,X
SOLZTJI,X,O,X,O,X,X
SOLZITJ,X,O,X,O,O,X
SOLZIJT,X,O,X,O,O,X
SOLZJTI,X,O,X,O,O,X
SOLZJIT,X,O,X,O,O,X
SOJTILZ,O,O,X,O,X,O
SOJTIZL,O,O,X,O,X,O
SOJTLIZ,O,O,X,O,X,O
SOJTLZI,O,O,X,O,X,O
SOJTZIL,O,O,X,O,X,O
SOJTZLI,O,O,X,O,X,O
SOJITLZ,O,O,X,O,X,X
SOJITZL,O,O,X,O,X,X
SOJILTZ,O,O,X,O,O,X
SOJILZT,O,O,X,O,O,X
SOJIZTL,O,O,X,O,X,X
SOJIZLT,O,O,X,O,X,X
SOJLTIZ,O,O,X,O,O,X
SOJLTZI,O,O,X,O,O,X
SOJLITZ,O,O,X,O,O,X
SOJLIZT,O,O,X,O,O,X
SOJLZTI,O,O,X,O,O,X
SOJLZIT,O,O,X,O,O,X
SOJZTIL,O,O,X,O,X,O
SOJZTLI,O,O,X,O,X,O
SOJZITL,O,O,X,O,X,X
SOJZILT,O,O,X,O,X,X
SOJZLTI,O,O,X,O,X,O
SOJZLIT,O,O,X,O,X,X
SOZTILJ,X,O,X,O,X,O
SOZTIJL,X,O,X,O,X,O
SOZTLIJ,X,O,X,O,X,O
SOZTLJI,X,O,X,O,X,O
SOZTJIL,X,O,X,O,X,O
SOZTJLI,X,O,X,O,X,O
SOZITLJ,X,O,X,O,X,X
SOZITJL,X,O,X,O,X,X
SOZILTJ,X,O,X,O,O,X
SOZILJT,X,O,X,O,O,X
SOZIJTL,X,O,X,O,X,X
SOZIJLT,X,O,X,O,X,X
SOZLTIJ,X,O,X,O,O,O
SOZLTJI,X,O,X,O,X,O
SOZLITJ,X,O,X,O,O,X
SOZLIJT,X,O,X,O,O,X
SOZLJTI,X,O,X,O,O,O
SOZLJIT,X,O,X,O,O,X
SOZJTIL,X,O,X,O,X,O
SOZJTLI,X,O,X,O,X,O
SOZJITL,X,O,X,O,X,X
SOZJILT,X,O,X,O,X,X
SOZJLTI,X,O,X,O,X,O
SOZJLIT,X,O,X,O,X,X
ZTILJSO,O,O,O,X,O,O
ZTILJOS,O,O,O,X,O,O
ZTILSJO,X,O,O,X,O,O
ZTILSOJ,X,O,O,X,O,O
ZTILOJS,O,O,O,X,O,O
ZTILOSJ,X,O,O,X,O,O
ZTIJLSO,O,O,O,O,X,O
ZTIJLOS,O,O,O,O,X,O
ZTIJSLO,O,X,O,O,X,O
ZTIJSOL,O,X,O,O,X,O
ZTIJOLS,O,O,O,O,X,O
ZTIJOSL,O,O,O,O,X,X
ZTISLJO,O,X,X,O,X,O
ZTISLOJ,O,X,X,X,X,O
ZTISJLO,O,X,O,O,X,O
ZTISJOL,O,X,O,O,X,O
ZTISOLJ,O,X,X,X,X,O
ZTISOJL,O,X,O,O,X,X
ZTIOLJS,O,O,O,X,O,O
ZTIOLSJ,X,O,O,X,O,O
ZTIOJLS,O,O,O,X,X,O
ZTIOJSL,O,O,O,X,X,X
ZTIOSLJ,O,O,X,X,X,X
ZTIOSJL,O,O,O,X,X,X
ZTLIJSO,O,O,O,X,O,O
ZTLIJOS,O,O,O,X,O,O
ZTLISJO,X,O,O,X,O,O
ZTLISOJ,X,O,O,X,O,O
ZTLIOJS,O,O,O,X,O,O
ZTLIOSJ,X,O,O,X,O,O
ZTLJISO,O,O,O,X,O,O
ZTLJIOS,O,O,O,X,O,O
ZTLJSIO,O,O,O,X,O,O
ZTLJSOI,O,O,O,X,O,O
ZTLJOIS,O,O,O,X,O,O
ZTLJOSI,O,O,O,X,O,O
ZTLSIJO,X,O,O,X,O,O
ZTLSIOJ,X,O,O,X,O,O
ZTLSJIO,X,O,O,X,O,O
ZTLSJOI,X,O,O,X,O,O
ZTLSOIJ,X,O,O,X,O,O
ZTLSOJI,X,O,O,X,X,X
ZTLOIJS,O,O,O,X,O,O
ZTLOISJ,X,O,O,X,O,O
ZTLOJIS,O,O,O,X,O,O
ZTLOJSI,O,O,O,X,O,O
ZTLOSIJ,X,O,O,X,O,O
ZTLOSJI,X,O,O,X,X,O
ZTJILSO,O,O,O,O,X,O
ZTJILOS,O,O,O,O,X,O
ZTJISLO,O,X,O,O,X,O
ZTJISOL,O,X,O,O,X,O
ZTJIOLS,O,O,O,O,X,O
ZTJIOSL,O,O,O,O,X,X
ZTJLISO,O,O,O,O,X,O
ZTJLIOS,O,O,O,O,X,O
ZTJLSIO,O,O,O,O,X,O
ZTJLSOI,O,O,O,O,X,O
ZTJLOIS,O,O,O,O,X,O
ZTJLOSI,O,O,O,O,X,O
ZTJSILO,O,X,O,O,X,O
ZTJSIOL,O,X,O,O,X,O
ZTJSLIO,O,X,O,O,X,O
ZTJSLOI,O,X,O,O,X,O
ZTJSOIL,O,X,O,O,X,O
ZTJSOLI,O,X,O,O,X,O
ZTJOILS,O,O,O,O,X,O
ZTJOISL,O,O,O,O,X,O
ZTJOLIS,O,O,O,O,X,O
ZTJOLSI,O,O,O,O,X,O
ZTJOSIL,O,O,O,O,X,O
ZTJOSLI,O,O,O,O,X,O
ZTSILJO,O,X,X,O,X,O
ZTSILOJ,O,X,X,X,X,O
ZTSIJLO,O,X,O,O,X,O
ZTSIJOL,O,X,O,O,X,O
ZTSIOLJ,O,X,X,X,X,O
ZTSIOJL,O,X,O,O,X,X
ZTSLIJO,O,X,X,O,X,O
ZTSLIOJ,O,X,X,X,X,O
ZTSLJIO,O,X,X,O,X,O
ZTSLJOI,O,X,X,O,X,O
ZTSLOIJ,O,X,X,X,X,O
ZTSLOJI,O,X,X,X,X,X
ZTSJILO,O,X,O,O,X,O
ZTSJIOL,O,X,O,O,X,O
ZTSJLIO,O,X,O,O,X,O
ZTSJLOI,O,X,O,O,X,O
ZTSJOIL,O,X,O,O,X,O
ZTSJOLI,O,X,O,O,X,O
ZTSOILJ,O,X,X,X,X,O
ZTSOIJL,O,X,O,O,X,X
ZTSOLIJ,O,X,X,X,X,O
ZTSOLJI,O,X,X,X,X,X
ZTSOJIL,O,X,O,O,X,O
ZTSOJLI,O,X,O,O,X,O
ZTOILJS,O,O,O,X,O,O
ZTOILSJ,X,O,O,X,O,O
ZTOIJLS,O,O,O,X,X,O
ZTOIJSL,O,O,O,X,X,O
ZTOISLJ,O,O,X,X,X,O
ZTOISJL,O,O,O,X,X,O
ZTOLIJS,O,O,O,X,O,O
ZTOLISJ,X,O,O,X,O,O
ZTOLJIS,O,O,O,X,O,O
ZTOLJSI,O,O,O,X,O,O
ZTOLSIJ,X,O,O,X,O,O
ZTOLSJI,X,O,O,X,X,O
ZTOJILS,O,O,O,X,X,O
ZTOJISL,O,O,O,X,X,O
ZTOJLIS,O,O,O,X,X,O
ZTOJLSI,O,O,O,X,X,O
ZTOJSIL,O,O,O,X,X,O
ZTOJSLI,O,O,O,X,X,O
ZTOSILJ,O,O,X,X,X,O
ZTOSIJL,O,O,O,X,X,O
ZTOSLIJ,O,O,X,X,X,O
ZTOSLJI,O,O,X,X,X,O
ZTOSJIL,O,O,O,X,X,O
ZTOSJLI,O,O,O,X,X,O
ZITLJSO,O,O,O,X,O,O
ZITLJOS,O,O,O,X,O,O
ZITLSJO,X,O,O,X,O,O
ZITLSOJ,X,O,O,X,O,O
ZITLOJS,O,O,O,X,O,O
ZITLOSJ,X,O,O,X,O,O
ZITJLSO,O,O,O,O,X,O
ZITJLOS,O,O,O,O,X,O
ZITJSLO,O,X,O,O,X,O
ZITJSOL,O,X,O,O,X,O
ZITJOLS,O,O,O,O,X,O
ZITJOSL,O,O,O,O,X,X
ZITSLJO,O,X,X,O,X,O
ZITSLOJ,O,X,X,X,X,O
ZITSJLO,O,X,O,O,X,O
ZITSJOL,O,X,O,O,X,O
ZITSOLJ,O,X,X,X,X,O
ZITSOJL,O,X,O,O,X,X
ZITOLJS,O,O,O,X,O,O
ZITOLSJ,X,O,O,X,O,O
ZITOJLS,O,O,O,X,X,O
ZITOJSL,O,O,O,X,X,X
ZITOSLJ,O,O,X,X,X,X
ZITOSJL,O,O,O,X,X,X
ZILTJSO,O,O,O,X,O,O
ZILTJOS,O,O,O,X,O,O
ZILTSJO,X,O,O,X,O,O
ZILTSOJ,X,O,O,X,O,O
ZILTOJS,O,O,O,X,O,O
ZILTOSJ,X,O,O,X,O,O
ZILJTSO,O,O,O,O,O,O
ZILJTOS,O,O,O,O,O,O
ZILJSTO,O,O,O,O,O,O
ZILJSOT,O,O,X,O,O,X
ZILJOTS,X,O,O,O,O,O
ZILJOST,O,O,X,O,O,X
ZILSTJO,X,O,O,O,O,O
ZILSTOJ,X,O,O,X,O,O
ZILSJTO,X,O,O,O,O,X
ZILSJOT,X,O,X,O,O,X
ZILSOTJ,X,O,X,X,O,X
ZILSOJT,X,O,X,X,O,X
ZILOTJS,X,O,O,X,O,O
ZILOTSJ,X,O,O,X,O,O
ZILOJTS,X,O,O,X,O,O
ZILOJST,X,O,X,X,O,X
ZILOSTJ,X,O,X,X,O,X
ZILOSJT,X,O,X,X,O,X
ZIJTLSO,O,O,O,O,X,O
ZIJTLOS,O,O,O,O,X,O
ZIJTSLO,O,X,O,O,X,O
ZIJTSOL,O,X,O,O,X,O
ZIJTOLS,O,O,O,O,X,O
ZIJTOSL,O,O,O,O,X,X
ZIJLTSO,O,O,O,O,O,O
ZIJLTOS,O,O,O,O,O,O
ZIJLSTO,O,O,O,O,O,O
ZIJLSOT,O,O,X,O,O,X
ZIJLOTS,X,O,O,O,O,O
ZIJLOST,O,O,X,O,O,X
ZIJSTLO,O,X,O,O,X,O
ZIJSTOL,O,X,O,O,X,O
ZIJSLTO,O,O,O,O,X,O
ZIJSLOT,O,X,X,O,X,X
ZIJSOTL,O,O,X,O,X,X
ZIJSOLT,O,O,X,O,X,X
ZIJOTLS,O,O,O,O,X,O
ZIJOTSL,O,O,O,O,X,O
ZIJOLTS,X,O,O,O,O,O
ZIJOLST,O,O,X,O,O,X
ZIJOSTL,O,O,X,O,X,X
ZIJOSLT,O,O,X,O,X,X
ZISTLJO,O,X,X,O,X,O
ZISTLOJ,O,X,X,X,X,O
ZISTJLO,O,X,O,O,X,O
ZISTJOL,O,X,O,O,X,O
ZISTOLJ,O,X,X,O,X,O
ZISTOJL,O,X,O,O,X,X
ZISLTJO,O,O,X,O,O,O
ZISLTOJ,O,O,X,X,O,O
ZISLJTO,O,O,X,O,O,X
ZISLJOT,O,X,X,O,O,X
ZISLOTJ,X,X,X,X,O,X
ZISLOJT,X,X,X,X,O,X
ZISJTLO,O,X,O,O,X,O
ZISJTOL,O,X,O,O,X,O
ZISJLTO,O,O,O,O,X,O
ZISJLOT,O,X,X,O,X,X
ZISJOTL,O,O,X,O,X,X
ZISJOLT,O,O,X,O,X,X
ZISOTLJ,X,O,X,O,X,X
ZISOTJL,X,O,X,O,X,X
ZISOLTJ,X,O,X,O,O,X
ZISOLJT,X,O,X,O,O,X
ZISOJTL,X,O,X,O,X,X
ZISOJLT,X,O,X,O,X,X
ZIOTLJS,O,O,O,X,O,O
ZIOTLSJ,X,O,X,X,O,O
ZIOTJLS,O,O,O,X,X,O
ZIOTJSL,O,O,O,X,X,O
ZIOTSLJ,X,O,X,X,X,O
ZIOTSJL,O,O,O,X,X,O
ZIOLTJS,X,O,X,X,O,O
ZIOLTSJ,X,O,X,X,O,O
ZIOLJTS,X,O,X,O,O,O
ZIOLJST,X,O,X,O,O,X
ZIOLSTJ,X,O,X,O,O,X
ZIOLSJT,X,O,X,O,O,X
ZIOJTLS,O,O,O,O,X,O
ZIOJTSL,O,O,O,O,X,O
ZIOJLTS,X,O,O,O,O,O
ZIOJLST,O,O,X,O,O,X
ZIOJSTL,O,O,X,O,X,X
ZIOJSLT,O,O,X,O,X,X
ZIOSTLJ,X,O,X,O,X,X
ZIOSTJL,X,O,X,O,X,X
ZIOSLTJ,X,O,X,O,O,X
ZIOSLJT,X,O,X,O,O,X
ZIOSJTL,X,O,X,O,X,X
ZIOSJLT,X,O,X,O,X,X
ZLTIJSO,O,O,O,X,O,O
ZLTIJOS,O,O,O,X,O,O
ZLTISJO,X,O,O,X,O,O
ZLTISOJ,X,O,O,X,O,O
ZLTIOJS,O,O,O,X,O,O
ZLTIOSJ,X,O,O,X,O,O
ZLTJISO,O,O,O,X,O,O
ZLTJIOS,O,O,O,X,O,O
ZLTJSIO,O,O,O,X,O,O
ZLTJSOI,O,O,O,X,O,O
ZLTJOIS,O,O,O,X,O,O
ZLTJOSI,O,O,O,X,O,O
ZLTSIJO,X,O,O,X,O,O
ZLTSIOJ,X,O,O,X,O,O
ZLTSJIO,X,O,O,X,O,O
ZLTSJOI,X,O,O,X,O,O
ZLTSOIJ,X,O,O,X,O,O
ZLTSOJI,X,O,O,X,X,X
ZLTOIJS,O,O,O,X,O,O
ZLTOISJ,X,O,O,X,O,O
ZLTOJIS,O,O,O,X,O,O
ZLTOJSI,O,O,O,X,O,O
ZLTOSIJ,X,O,O,X,O,O
ZLTOSJI,X,O,O,X,X,O
ZLITJSO,O,O,O,X,O,O
ZLITJOS,O,O,O,X,O,O
ZLITSJO,X,O,O,X,O,O
ZLITSOJ,X,O,O,X,O,O
ZLITOJS,O,O,O,X,O,O
ZLITOSJ,X,O,O,X,O,O
ZLIJTSO,O,O,O,O,O,O
ZLIJTOS,O,O,O,O,O,O
ZLIJSTO,O,O,O,O,O,O
ZLIJSOT,O,O,X,O,O,X
ZLIJOTS,X,O,O,O,O,O
ZLIJOST,O,O,X,O,O,X
ZLISTJO,X,O,O,O,O,O
ZLISTOJ,X,O,O,X,O,O
ZLISJTO,X,O,O,O,O,X
ZLISJOT,X,O,X,O,O,X
ZLISOTJ,X,O,X,X,O,X
ZLISOJT,X,O,X,X,O,X
ZLIOTJS,X,O,O,X,O,O
ZLIOTSJ,X,O,O,X,O,O
ZLIOJTS,X,O,O,X,O,O
ZLIOJST,X,O,X,X,O,X
ZLIOSTJ,X,O,X,X,O,X
ZLIOSJT,X,O,X,X,O,X
ZLJTISO,O,O,O,O,O,O
ZLJTIOS,O,O,O,O,O,O
ZLJTSIO,O,O,O,O,O,O
ZLJTSOI,O,O,O,O,O,O
ZLJTOIS,O,O,O,O,O,O
ZLJTOSI,O,O,O,O,O,O
ZLJITSO,O,O,O,O,O,O
ZLJITOS,O,O,O,O,O,O
ZLJISTO,O,O,O,O,O,O
ZLJISOT,O,O,X,O,O,X
ZLJIOTS,X,O,O,O,O,O
ZLJIOST,O,O,X,O,O,X
ZLJSTIO,O,O,O,O,O,O
ZLJSTOI,O,O,O,O,O,O
ZLJSITO,O,O,O,O,O,O
ZLJSIOT,O,O,X,O,O,X
ZLJSOTI,O,O,X,O,O,O
ZLJSOIT,O,O,X,O,O,X
ZLJOTIS,X,O,O,O,O,O
ZLJOTSI,X,O,O,O,O,O
ZLJOITS,X,O,O,O,O,O
ZLJOIST,O,O,X,O,O,X
ZLJOSTI,O,O,X,O,O,O
ZLJOSIT,O,O,X,O,O,X
ZLSTIJO,X,O,O,O,O,O
ZLSTIOJ,X,O,O,X,O,O
ZLSTJIO,X,O,O,O,O,O
ZLSTJOI,X,O,O,O,O,O
ZLSTOIJ,X,O,O,X,O,O
ZLSTOJI,X,O,O,X,X,X
ZLSITJO,X,O,O,O,O,O
ZLSITOJ,X,O,O,X,O,O
ZLSIJTO,X,O,O,O,O,X
ZLSIJOT,X,O,X,O,O,X
ZLSIOTJ,X,O,X,X,O,X
ZLSIOJT,X,O,X,X,O,X
ZLSJTIO,X,O,O,O,O,O
ZLSJTOI,X,O,O,O,O,O
ZLSJITO,X,O,O,O,O,O
ZLSJIOT,X,O,X,O,O,X
ZLSJOTI,X,O,X,O,O,O
ZLSJOIT,X,O,X,O,O,X
ZLSOTIJ,X,O,X,X,O,O
ZLSOTJI,X,O,X,X,X,O
ZLSOITJ,X,O,X,X,O,X
ZLSOIJT,X,O,X,X,O,X
ZLSOJTI,X,O,X,X,O,O
ZLSOJIT,X,O,X,X,O,X
ZLOTIJS,X,O,O,X,O,O
ZLOTISJ,X,O,O,X,O,O
ZLOTJIS,X,O,O,X,O,O
ZLOTJSI,X,O,O,X,O,O
ZLOTSIJ,X,O,O,X,O,O
ZLOTSJI,X,O,O,X,X,O
ZLOITJS,X,O,O,X,O,O
ZLOITSJ,X,O,O,X,O,O
ZLOIJTS,X,O,O,X,O,O
ZLOIJST,X,O,X,X,O,X
ZLOISTJ,X,O,X,X,O,X
ZLOISJT,X,O,X,X,O,X
ZLOJTIS,X,O,O,X,O,O
ZLOJTSI,X,O,O,X,O,O
ZLOJITS,X,O,O,X,O,O
ZLOJIST,X,O,X,X,O,X
ZLOJSTI,X,O,X,X,O,O
ZLOJSIT,X,O,X,X,O,X
ZLOSTIJ,X,O,X,X,O,O
ZLOSTJI,X,O,X,X,X,O
ZLOSITJ,X,O,X,X,O,X
ZLOSIJT,X,O,X,X,O,X
ZLOSJTI,X,O,X,X,O,O
ZLOSJIT,X,O,X,X,O,X
ZJTILSO,O,O,O,O,X,O
ZJTILOS,O,O,O,O,X,O
ZJTISLO,O,X,O,O,X,O
ZJTISOL,O,X,O,O,X,O
ZJTIOLS,O,O,O,O,X,O
ZJTIOSL,O,O,O,O,X,X
ZJTLISO,O,O,O,O,X,O
ZJTLIOS,O,O,O,O,X,O
ZJTLSIO,O,O,O,O,X,O
ZJTLSOI,O,O,O,O,X,O
ZJTLOIS,O,O,O,O,X,O
ZJTLOSI,O,O,O,O,X,O
ZJTSILO,O,X,O,O,X,O
ZJTSIOL,O,X,O,O,X,O
ZJTSLIO,O,X,O,O,X,O
ZJTSLOI,O,X,O,O,X,O
ZJTSOIL,O,X,O,O,X,O
ZJTSOLI,O,X,O,O,X,O
ZJTOILS,O,O,O,O,X,O
ZJTOISL,O,O,O,O,X,O
ZJTOLIS,O,O,O,O,X,O
ZJTOLSI,O,O,O,O,X,O
ZJTOSIL,O,O,O,O,X,O
ZJTOSLI,O,O,O,O,X,O
ZJITLSO,O,O,O,O,X,O
ZJITLOS,O,O,O,O,X,O
ZJITSLO,O,X,O,O,X,O
ZJITSOL,O,X,O,O,X,O
ZJITOLS,O,O,O,O,X,O
ZJITOSL,O,O,O,O,X,X
ZJILTSO,O,O,O,O,O,O
ZJILTOS,O,O,O,O,O,O
ZJILSTO,O,O,O,O,O,O
ZJILSOT,O,O,X,O,O,X
ZJILOTS,X,O,O,O,O,O
ZJILOST,O,O,X,O,O,X
ZJISTLO,O,X,O,O,X,O
ZJISTOL,O,X,O,O,X,O
ZJISLTO,O,O,O,O,X,O
ZJISLOT,O,X,X,O,X,X
ZJISOTL,O,O,X,O,X,X
ZJISOLT,O,O,X,O,X,X
ZJIOTLS,O,O,O,O,X,O
ZJIOTSL,O,O,O,O,X,O
ZJIOLTS,X,O,O,O,O,O
ZJIOLST,O,O,X,O,O,X
ZJIOSTL,O,O,X,O,X,X
ZJIOSLT,O,O,X,O,X,X
ZJLTISO,O,O,O,O,O,O
ZJLTIOS,O,O,O,O,O,O
ZJLTSIO,O,O,O,O,O,O
ZJLTSOI,O,O,O,O,O,O
ZJLTOIS,O,O,O,O,O,O
ZJLTOSI,O,O,O,O,O,O
ZJLITSO,O,O,O,O,O,O
ZJLITOS,O,O,O,O,O,O
ZJLISTO,O,O,O,O,O,O
ZJLISOT,O,O,X,O,O,X
ZJLIOTS,X,O,O,O,O,O
ZJLIOST,O,O,X,O,O,X
ZJLSTIO,O,O,O,O,O,O
ZJLSTOI,O,O,O,O,O,O
ZJLSITO,O,O,O,O,O,O
ZJLSIOT,O,O,X,O,O,X
ZJLSOTI,O,O,X,O,O,O
ZJLSOIT,O,O,X,O,O,X
ZJLOTIS,X,O,O,O,O,O
ZJLOTSI,X,O,O,O,O,O
ZJLOITS,X,O,O,O,O,O
ZJLOIST,O,O,X,O,O,X
ZJLOSTI,O,O,X,O,O,O
ZJLOSIT,O,O,X,O,O,X
ZJSTILO,O,X,O,O,X,O
ZJSTIOL,O,X,O,O,X,O
ZJSTLIO,O,X,O,O,X,O
ZJSTLOI,O,X,O,O,X,O
ZJSTOIL,O,X,O,O,X,O
ZJSTOLI,O,X,O,O,X,O
ZJSITLO,O,X,O,O,X,O
ZJSITOL,O,X,O,O,X,O
ZJSILTO,O,O,O,O,X,O
ZJSILOT,O,X,X,O,X,X
ZJSIOTL,O,O,X,O,X,X
ZJSIOLT,O,O,X,O,X,X
ZJSLTIO,O,O,O,O,X,O
ZJSLTOI,O,O,O,O,X,O
ZJSLITO,O,O,O,O,X,O
ZJSLIOT,O,X,X,O,X,X
ZJSLOTI,O,X,X,O,X,O
ZJSLOIT,O,X,X,O,X,X
ZJSOTIL,O,O,X,O,X,O
ZJSOTLI,O,O,X,O,X,O
ZJSOITL,O,O,X,O,X,X
ZJSOILT,O,O,X,O,X,X
ZJSOLTI,O,O,X,O,X,O
ZJSOLIT,O,O,X,O,X,X
ZJOTILS,O,O,O,O,X,O
ZJOTISL,O,O,O,O,X,O
ZJOTLIS,O,O,O,O,X,O
ZJOTLSI,O,O,O,O,X,O
ZJOTSIL,O,O,O,O,X,O
ZJOTSLI,O,O,O,O,X,O
ZJOITLS,O,O,O,O,X,O
