sequence,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeOEJvhFlgBUiB5oBz?kBKrBfsB,v115@EhB8IeA8DeA8CeB8AeD8CeB8Kei/IvhF3gBUiB5oB1?pBOrBzrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeT/IvhF0gBlhB5oBy?pBXnB2wB,v115@EhB8IeA8DeA8CeB8AeD8CeB8Kel/IvhF3gBUiB5oB2?pBTmBywB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflBUiB5oBF?mBzrBmqB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB0gB5oBF?nBTrBmrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB5oBUmBF?nBmqBzrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB0gBlhB5?oBOsBTrB
SZTLIOJ,O,O,O,O,X,X,O,X
SZTLJIO,O,O,O,O,X,X,O,X
SZTLJOI,O,O,O,X,X,X,X,X
SZTLOIJ,O,O,O,O,X,X,O,X
SZTLOJI,O,O,O,X,X,X,X,X
SZTJILO,O,O,O,O,X,X,X,X
SZTJIOL,X,O,X,O,X,X,X,X
SZTJLIO,O,O,O,O,X,X,X,X
SZTJLOI,O,O,O,X,X,X,X,X
SZTJOIL,X,O,X,O,X,X,X,X
SZTJOLI,X,O,X,X,X,X,X,X
SZTOILJ,O,O,O,O,X,X,X,X
SZTOIJL,O,O,X,O,X,X,X,X
SZTOLIJ,O,O,O,X,X,X,X,X
SZTOLJI,O,O,O,X,X,X,X,X
SZTOJIL,O,O,X,X,X,X,X,X
SZTOJLI,O,O,X,X,X,X,X,X
SZITLJO,O,O,O,O,X,X,O,X
SZITLOJ,O,O,O,O,X,X,O,X
SZITJLO,O,O,O,O,X,X,X,X
SZITJOL,X,O,X,O,X,X,X,X
SZITOLJ,O,O,O,O,X,X,X,X
SZITOJL,O,O,X,O,X,X,X,X
SZILTJO,O,O,O,O,X,X,O,X
SZILTOJ,O,O,O,O,X,X,O,X
SZILJTO,O,X,O,O,X,X,O,X
SZILJOT,O,X,O,O,X,X,X,X
SZILOTJ,O,X,O,O,X,X,O,X
SZILOJT,O,X,O,O,X,X,X,X
SZIJTLO,O,O,O,O,X,X,X,X
SZIJTOL,X,O,O,O,X,X,X,X
SZIJLTO,O,O,O,O,X,X,X,X
SZIJLOT,O,X,O,O,X,X,X,X
SZIJOTL,O,O,O,O,X,X,X,X
SZIJOLT,O,X,O,X,X,X,X,X
SZIOTLJ,O,O,O,O,X,X,X,X
SZIOTJL,O,O,X,O,X,X,X,X
SZIOLTJ,O,O,O,X,X,X,X,X
SZIOLJT,O,X,O,X,X,X,X,X
SZIOJTL,O,O,X,O,X,X,X,X
SZIOJLT,O,X,X,X,X,X,X,X
SZLTIJO,O,O,O,O,X,X,O,X
SZLTIOJ,O,O,O,O,X,X,O,X
SZLTJIO,O,O,O,O,X,X,O,X
SZLTJOI,O,X,O,O,X,X,X,X
SZLTOIJ,O,O,O,O,X,X,O,X
SZLTOJI,O,X,O,X,X,X,X,X
SZLITJO,O,O,O,O,X,X,O,X
SZLITOJ,O,O,O,O,X,X,O,X
SZLIJTO,O,X,O,O,X,X,O,X
SZLIJOT,O,X,O,O,X,X,X,X
SZLIOTJ,O,X,O,O,X,X,O,X
SZLIOJT,O,X,O,O,X,X,X,X
SZLJTIO,O,X,O,O,X,X,O,X
SZLJTOI,O,X,O,O,X,X,X,X
SZLJITO,O,X,O,O,X,X,O,X
SZLJIOT,O,X,O,O,X,X,X,X
SZLJOTI,O,X,O,O,X,X,X,X
SZLJOIT,O,X,O,O,X,X,X,X
SZLOTIJ,O,X,O,O,X,X,O,X
SZLOTJI,O,X,O,X,X,X,X,X
SZLOITJ,O,X,O,O,X,X,O,X
SZLOIJT,O,X,O,O,X,X,X,X
SZLOJTI,O,X,O,O,X,X,X,X
SZLOJIT,O,X,O,O,X,X,X,X
SZJTILO,O,O,O,O,X,X,X,X
SZJTIOL,X,O,O,O,X,X,X,X
SZJTLIO,O,O,O,O,X,X,X,X
SZJTLOI,O,O,O,O,X,X,X,X
SZJTOIL,X,O,O,O,X,X,X,X
SZJTOLI,X,O,O,X,X,X,X,X
SZJITLO,O,O,O,O,X,X,X,X
SZJITOL,X,O,O,O,X,X,X,X
SZJILTO,O,O,O,O,X,X,X,X
SZJILOT,O,X,O,O,X,X,X,X
SZJIOTL,O,O,O,O,X,X,X,X
SZJIOLT,O,X,O,X,X,X,X,X
SZJLTIO,O,O,O,O,X,X,X,X
SZJLTOI,O,O,O,O,X,X,X,X
SZJLITO,O,O,O,O,X,X,X,X
SZJLIOT,O,X,O,O,X,X,X,X
SZJLOTI,O,X,O,O,X,X,X,X
SZJLOIT,O,X,O,O,X,X,X,X
SZJOTIL,O,O,O,O,X,X,X,X
SZJOTLI,O,O,O,X,X,X,X,X
SZJOITL,O,O,O,O,X,X,X,X
SZJOILT,O,X,O,X,X,X,X,X
SZJOLTI,O,X,O,X,X,X,X,X
SZJOLIT,O,X,O,X,X,X,X,X
SZOTILJ,O,O,O,O,X,X,X,X
SZOTIJL,O,O,X,O,X,X,X,X
SZOTLIJ,O,O,O,X,X,X,X,X
SZOTLJI,O,O,O,X,X,X,X,X
SZOTJIL,O,O,X,X,X,X,X,X
SZOTJLI,O,O,X,X,X,X,X,X
SZOITLJ,O,O,O,O,X,X,X,X
SZOITJL,O,O,X,O,X,X,X,X
SZOILTJ,O,O,O,X,X,X,X,X
SZOILJT,O,X,O,X,X,X,X,X
SZOIJTL,O,O,X,O,X,X,X,X
SZOIJLT,O,X,X,X,X,X,X,X
SZOLTIJ,O,O,O,X,X,X,X,X
SZOLTJI,O,O,O,X,X,X,X,X
SZOLITJ,O,O,O,X,X,X,X,X
SZOLIJT,O,X,O,X,X,X,X,X
SZOLJTI,O,X,O,X,X,X,X,X
SZOLJIT,O,X,O,X,X,X,X,X
SZOJTIL,O,O,X,O,X,X,X,X
SZOJTLI,O,O,X,X,X,X,X,X
SZOJITL,O,O,X,O,X,X,X,X
SZOJILT,O,X,X,X,X,X,X,X
SZOJLTI,O,X,X,X,X,X,X,X
SZOJLIT,O,X,X,X,X,X,X,X
SOTILJZ,O,O,O,X,O,O,X,O
SOTILZJ,O,O,O,O,O,O,X,O
SOTIJLZ,O,O,X,X,X,X,X,X
SOTIJZL,O,O,X,X,X,X,X,X
SOTIZLJ,O,O,O,O,O,X,X,X
SOTIZJL,O,O,X,O,X,X,X,X
SOTLIJZ,O,O,O,X,O,O,X,O
SOTLIZJ,O,O,O,O,O,O,X,O
SOTLJIZ,O,O,O,X,O,O,X,O
SOTLJZI,O,O,O,X,O,O,X,O
SOTLZIJ,O,O,O,O,O,O,X,O
SOTLZJI,O,O,O,X,O,O,X,O
SOTJILZ,O,O,X,X,X,X,X,X
SOTJIZL,O,O,X,X,X,X,X,X
SOTJLIZ,O,O,X,X,X,X,X,X
SOTJLZI,O,O,X,X,X,X,X,X
SOTJZIL,O,O,X,X,X,X,X,X
SOTJZLI,O,O,X,X,X,X,X,X
SOTZILJ,O,O,O,O,O,X,X,X
SOTZIJL,O,O,X,O,X,X,X,X
SOTZLIJ,O,O,O,X,O,X,X,X
SOTZLJI,O,O,O,X,O,X,X,X
SOTZJIL,O,O,X,X,X,X,X,X
SOTZJLI,O,O,X,X,X,X,X,X
SOITLJZ,O,O,O,X,O,O,X,O
SOITLZJ,O,O,O,O,O,O,X,O
SOITJLZ,O,O,X,X,X,X,X,X
SOITJZL,O,O,X,X,X,X,X,X
SOITZLJ,O,O,O,O,O,X,X,X
SOITZJL,O,O,X,O,X,X,X,X
SOILTJZ,O,O,O,X,O,O,X,O
SOILTZJ,O,O,O,O,O,O,X,O
SOILJTZ,O,X,O,O,O,O,X,O
SOILJZT,O,X,O,O,O,O,X,O
SOILZTJ,O,O,O,O,O,O,X,O
SOILZJT,O,X,O,O,O,O,X,O
SOIJTLZ,O,O,O,O,X,X,X,X
SOIJTZL,O,O,O,O,X,X,X,X
SOIJLTZ,O,O,O,O,X,X,X,X
SOIJLZT,O,O,O,O,X,X,X,X
SOIJZTL,O,O,O,O,X,X,X,X
SOIJZLT,O,O,O,X,X,X,X,X
SOIZTLJ,O,O,O,O,O,X,X,X
SOIZTJL,O,O,X,O,X,X,X,X
SOIZLTJ,O,O,O,X,O,X,X,X
SOIZLJT,O,X,O,X,O,X,X,X
SOIZJTL,O,O,X,O,X,X,X,X
SOIZJLT,O,X,X,X,X,X,X,X
SOLTIJZ,O,O,O,X,O,O,X,O
SOLTIZJ,O,O,O,O,O,O,X,O
SOLTJIZ,O,O,O,X,O,O,X,O
SOLTJZI,O,O,O,X,O,O,X,O
SOLTZIJ,O,O,O,O,O,O,X,O
SOLTZJI,O,O,O,X,O,O,X,O
SOLITJZ,O,O,O,X,O,O,X,O
SOLITZJ,O,O,O,O,O,O,X,O
SOLIJTZ,O,X,O,O,O,O,X,O
SOLIJZT,O,X,O,O,O,O,X,O
SOLIZTJ,O,O,O,O,O,O,X,O
SOLIZJT,O,X,O,O,O,O,X,O
SOLJTIZ,O,X,O,O,O,O,X,O
SOLJTZI,O,X,O,O,O,O,X,O
SOLJITZ,O,X,O,O,O,O,X,O
SOLJIZT,O,X,O,O,O,O,X,O
SOLJZTI,O,X,O,O,O,O,X,O
SOLJZIT,O,X,O,O,O,O,X,O
SOLZTIJ,O,O,O,O,O,O,X,O
SOLZTJI,O,O,O,X,O,O,X,O
SOLZITJ,O,O,O,O,O,O,X,O
SOLZIJT,O,X,O,O,O,O,X,O
SOLZJTI,O,X,O,O,O,O,X,O
SOLZJIT,O,X,O,O,O,O,X,O
SOJTILZ,O,O,O,O,X,X,X,X
SOJTIZL,O,O,O,O,X,X,X,X
SOJTLIZ,O,O,O,O,X,X,X,X
SOJTLZI,O,O,O,O,X,X,X,X
SOJTZIL,O,O,O,O,X,X,X,X
SOJTZLI,O,O,O,X,X,X,X,X
SOJITLZ,O,O,O,O,X,X,X,X
SOJITZL,O,O,O,O,X,X,X,X
SOJILTZ,O,O,O,O,X,X,X,X
SOJILZT,O,O,O,O,X,X,X,X
SOJIZTL,O,O,O,O,X,X,X,X
SOJIZLT,O,O,O,X,X,X,X,X
SOJLTIZ,O,O,O,O,X,X,X,X
SOJLTZI,O,O,O,O,X,X,X,X
SOJLITZ,O,O,O,O,X,X,X,X
SOJLIZT,O,O,O,O,X,X,X,X
SOJLZTI,O,O,O,O,X,X,X,X
SOJLZIT,O,O,O,O,X,X,X,X
SOJZTIL,O,O,O,O,X,X,X,X
SOJZTLI,O,O,O,X,X,X,X,X
SOJZITL,O,O,O,O,X,X,X,X
SOJZILT,O,O,O,X,X,X,X,X
SOJZLTI,O,O,O,X,X,X,X,X
SOJZLIT,O,O,O,X,X,X,X,X
SOZTILJ,O,O,O,O,O,X,X,X
SOZTIJL,O,O,X,O,X,X,X,X
SOZTLIJ,O,O,O,X,O,X,X,X
SOZTLJI,O,O,O,X,O,X,X,X
SOZTJIL,O,O,X,X,X,X,X,X
SOZTJLI,O,O,X,X,X,X,X,X
SOZITLJ,O,O,O,O,O,X,X,X
SOZITJL,O,O,X,O,X,X,X,X
SOZILTJ,O,O,O,X,O,X,X,X
SOZILJT,O,X,O,X,O,X,X,X
SOZIJTL,O,O,X,O,X,X,X,X
SOZIJLT,O,X,X,X,X,X,X,X
SOZLTIJ,O,O,O,X,O,X,X,X
SOZLTJI,O,O,O,X,O,X,X,X
SOZLITJ,O,O,O,X,O,X,X,X
SOZLIJT,O,X,O,X,O,X,X,X
SOZLJTI,O,X,O,X,O,X,X,X
SOZLJIT,O,X,O,X,O,X,X,X
SOZJTIL,O,O,X,O,X,X,X,X
SOZJTLI,O,O,X,X,X,X,X,X
SOZJITL,O,O,X,O,X,X,X,X
SOZJILT,O,X,X,X,X,X,X,X
SOZJLTI,O,X,X,X,X,X,X,X
SOZJLIT,O,X,X,X,X,X,X,X
ZTILJSO,O,O,O,O,X,X,O,X
ZTILJOS,X,O,O,O,X,X,X,X
ZTILSJO,O,O,O,O,X,O,O,X
ZTILSOJ,O,O,O,O,X,O,O,X
ZTILOJS,O,O,O,X,X,X,X,X
ZTILOSJ,O,O,O,X,X,X,O,X
ZTIJLSO,O,O,O,O,X,X,O,X
ZTIJLOS,X,O,O,O,X,X,X,X
ZTIJSLO,O,O,O,O,X,X,X,X
ZTIJSOL,X,O,O,O,X,X,X,X
ZTIJOLS,X,O,O,O,X,X,X,X
ZTIJOSL,X,O,X,O,X,X,X,X
ZTISLJO,O,O,O,O,X,X,O,X
ZTISLOJ,O,O,O,O,X,X,O,X
ZTISJLO,O,O,O,O,X,X,X,X
ZTISJOL,X,O,X,O,X,X,X,X
ZTISOLJ,O,O,O,O,X,X,X,X
ZTISOJL,O,O,X,O,X,X,X,X
ZTIOLJS,O,O,O,X,X,X,X,X
ZTIOLSJ,O,O,O,X,X,X,O,X
ZTIOJLS,O,O,X,X,X,X,X,X
ZTIOJSL,O,O,X,X,X,X,X,X
ZTIOSLJ,O,O,X,X,X,X,X,X
ZTIOSJL,O,O,X,X,X,X,X,X
ZTLIJSO,O,O,O,O,X,X,O,X
ZTLIJOS,X,O,O,O,X,X,X,X
ZTLISJO,O,O,O,O,X,O,O,X
ZTLISOJ,O,O,O,O,X,O,O,X
ZTLIOJS,O,O,O,X,X,X,X,X
ZTLIOSJ,O,O,O,X,X,X,O,X
ZTLJISO,O,O,O,O,X,X,O,X
ZTLJIOS,X,O,O,O,X,X,X,X
ZTLJSIO,O,O,O,O,X,X,O,X
ZTLJSOI,O,O,O,O,X,X,X,X
ZTLJOIS,X,O,O,O,X,X,X,X
ZTLJOSI,X,O,O,O,X,X,X,X
ZTLSIJO,O,O,O,O,X,O,O,X
ZTLSIOJ,O,O,O,O,X,O,O,X
ZTLSJIO,O,O,O,O,X,O,O,X
ZTLSJOI,O,O,O,O,X,X,X,X
ZTLSOIJ,O,O,O,O,X,O,O,X
ZTLSOJI,O,O,O,X,X,X,X,X
ZTLOIJS,O,O,O,X,X,X,X,X
ZTLOISJ,O,O,O,X,X,X,O,X
ZTLOJIS,O,O,O,X,X,X,X,X
ZTLOJSI,O,O,O,X,X,X,X,X
ZTLOSIJ,O,O,O,X,X,X,O,X
ZTLOSJI,O,O,O,X,X,X,X,X
ZTJILSO,O,O,O,O,X,X,O,X
ZTJILOS,X,O,O,O,X,X,X,X
ZTJISLO,O,O,O,O,X,X,X,X
ZTJISOL,X,O,O,O,X,X,X,X
ZTJIOLS,X,O,O,O,X,X,X,X
ZTJIOSL,X,O,X,O,X,X,X,X
ZTJLISO,O,O,O,O,X,X,O,X
ZTJLIOS,X,O,O,O,X,X,X,X
ZTJLSIO,O,O,O,O,X,X,O,X
ZTJLSOI,O,O,O,O,X,X,X,X
ZTJLOIS,X,O,O,O,X,X,X,X
ZTJLOSI,X,O,O,O,X,X,X,X
ZTJSILO,O,O,O,O,X,X,X,X
ZTJSIOL,X,O,O,O,X,X,X,X
ZTJSLIO,O,O,O,O,X,X,X,X
ZTJSLOI,O,O,O,O,X,X,X,X
ZTJSOIL,X,O,O,O,X,X,X,X
ZTJSOLI,X,O,O,X,X,X,X,X
ZTJOILS,X,O,O,O,X,X,X,X
ZTJOISL,X,O,X,O,X,X,X,X
ZTJOLIS,X,O,O,O,X,X,X,X
ZTJOLSI,X,O,O,O,X,X,X,X
ZTJOSIL,X,O,X,O,X,X,X,X
ZTJOSLI,X,O,X,X,X,X,X,X
ZTSILJO,O,O,O,O,X,X,O,X
ZTSILOJ,O,O,O,O,X,X,O,X
ZTSIJLO,O,O,O,O,X,X,X,X
ZTSIJOL,X,O,X,O,X,X,X,X
ZTSIOLJ,O,O,O,O,X,X,X,X
ZTSIOJL,O,O,X,O,X,X,X,X
ZTSLIJO,O,O,O,O,X,X,O,X
ZTSLIOJ,O,O,O,O,X,X,O,X
ZTSLJIO,O,O,O,X,X,X,O,X
ZTSLJOI,O,O,O,X,X,X,X,X
ZTSLOIJ,O,O,O,X,X,X,O,X
ZTSLOJI,O,O,O,X,X,X,X,X
ZTSJILO,O,O,O,O,X,X,X,X
ZTSJIOL,X,O,X,O,X,X,X,X
ZTSJLIO,O,O,O,O,X,X,X,X
ZTSJLOI,O,O,O,X,X,X,X,X
ZTSJOIL,X,O,X,O,X,X,X,X
ZTSJOLI,X,O,X,X,X,X,X,X
ZTSOILJ,O,O,O,O,X,X,X,X
ZTSOIJL,O,O,X,O,X,X,X,X
ZTSOLIJ,O,O,O,X,X,X,X,X
ZTSOLJI,O,O,O,X,X,X,X,X
ZTSOJIL,O,O,X,X,X,X,X,X
ZTSOJLI,O,O,X,X,X,X,X,X
ZTOILJS,O,O,O,X,X,X,X,X
ZTOILSJ,O,O,O,X,X,X,O,X
ZTOIJLS,O,O,X,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,X,X,X
ZTOISLJ,O,O,X,X,X,X,X,X
ZTOISJL,O,O,X,X,X,X,X,X
ZTOLIJS,O,O,O,X,X,X,X,X
ZTOLISJ,O,O,O,X,X,X,O,X
ZTOLJIS,O,O,O,X,X,X,X,X
ZTOLJSI,O,O,X,X,X,X,X,X
ZTOLSIJ,O,O,O,X,X,X,O,X
ZTOLSJI,O,O,X,X,X,X,X,X
ZTOJILS,O,O,X,X,X,X,X,X
ZTOJISL,O,O,X,X,X,X,X,X
ZTOJLIS,O,O,X,X,X,X,X,X
ZTOJLSI,O,O,X,X,X,X,X,X
ZTOJSIL,O,O,X,X,X,X,X,X
ZTOJSLI,O,O,X,X,X,X,X,X
ZTOSILJ,O,O,X,X,X,X,X,X
ZTOSIJL,O,O,X,X,X,X,X,X
ZTOSLIJ,O,O,X,X,X,X,X,X
ZTOSLJI,O,O,X,X,X,X,X,X
ZTOSJIL,O,O,X,X,X,X,X,X
ZTOSJLI,O,O,X,X,X,X,X,X
ZITLJSO,O,O,O,O,X,X,O,X
ZITLJOS,X,O,O,O,X,X,X,X
ZITLSJO,O,O,O,O,X,O,O,X
ZITLSOJ,O,O,O,O,X,O,O,X
ZITLOJS,O,O,O,X,X,X,X,X
ZITLOSJ,O,O,O,X,X,X,O,X
ZITJLSO,O,O,O,O,X,X,O,X
ZITJLOS,X,O,O,O,X,X,X,X
ZITJSLO,O,O,O,O,X,X,X,X
ZITJSOL,X,O,O,O,X,X,X,X
ZITJOLS,X,O,O,O,X,X,X,X
ZITJOSL,X,O,X,O,X,X,X,X
ZITSLJO,O,O,O,O,X,X,O,X
ZITSLOJ,O,O,O,O,X,X,O,X
ZITSJLO,O,O,O,O,X,X,X,X
ZITSJOL,X,O,X,O,X,X,X,X
ZITSOLJ,O,O,O,O,X,X,X,X
ZITSOJL,O,O,X,O,X,X,X,X
ZITOLJS,O,O,O,X,X,X,X,X
ZITOLSJ,O,O,O,X,X,X,O,X
ZITOJLS,O,O,X,X,X,X,X,X
ZITOJSL,O,O,X,X,X,X,X,X
ZITOSLJ,O,O,X,X,X,X,X,X
ZITOSJL,O,O,X,X,X,X,X,X
ZILTJSO,O,O,O,O,X,X,O,X
ZILTJOS,X,X,O,O,X,X,X,X
ZILTSJO,O,O,O,O,X,O,O,X
ZILTSOJ,O,O,O,O,X,O,O,X
ZILTOJS,O,X,O,X,X,X,X,X
ZILTOSJ,O,O,O,X,X,X,O,X
ZILJTSO,O,X,O,O,X,X,O,O
ZILJTOS,X,X,O,O,X,X,X,X
ZILJSTO,O,X,O,O,X,X,O,O
ZILJSOT,O,X,O,O,X,X,X,O
ZILJOTS,X,X,O,O,X,X,X,O
ZILJOST,X,X,O,O,X,X,X,O
ZILSTJO,O,O,O,O,X,O,O,O
ZILSTOJ,O,O,O,O,X,O,O,O
ZILSJTO,O,X,O,O,X,O,O,O
ZILSJOT,O,X,O,O,X,O,X,O
ZILSOTJ,O,X,O,O,O,O,O,O
ZILSOJT,O,X,O,O,O,O,X,O
ZILOTJS,O,X,O,O,O,X,X,X
ZILOTSJ,O,X,O,O,O,O,O,O
ZILOJTS,O,X,O,O,O,X,X,X
ZILOJST,O,X,O,O,O,X,X,X
ZILOSTJ,O,X,O,O,O,O,O,O
ZILOSJT,O,X,O,O,O,O,X,O
ZIJTLSO,O,O,O,O,X,X,O,O
ZIJTLOS,X,O,O,O,X,X,X,X
ZIJTSLO,O,O,O,O,X,X,X,X
ZIJTSOL,X,O,O,O,X,X,X,X
ZIJTOLS,X,O,O,O,X,X,X,X
ZIJTOSL,X,O,X,O,X,X,X,X
ZIJLTSO,O,O,O,O,X,X,O,O
ZIJLTOS,X,O,O,O,X,X,X,X
ZIJLSTO,O,O,O,O,X,X,O,O
ZIJLSOT,O,X,O,O,X,X,X,O
ZIJLOTS,X,X,O,O,X,X,X,O
ZIJLOST,X,X,O,O,X,X,X,O
ZIJSTLO,O,O,O,O,X,X,X,X
ZIJSTOL,X,O,O,O,X,X,X,X
ZIJSLTO,O,O,O,O,X,X,X,X
ZIJSLOT,O,X,O,O,X,X,X,X
ZIJSOTL,O,O,O,O,X,X,X,X
ZIJSOLT,O,X,O,X,X,X,X,X
ZIJOTLS,X,O,O,O,X,X,X,O
ZIJOTSL,O,O,X,O,X,X,X,X
ZIJOLTS,X,X,O,O,X,X,X,O
ZIJOLST,O,X,O,O,X,X,X,O
ZIJOSTL,O,O,O,O,X,X,X,X
ZIJOSLT,O,X,O,X,X,X,X,X
ZISTLJO,O,O,O,O,X,X,O,X
ZISTLOJ,O,O,O,O,X,X,O,X
ZISTJLO,O,O,O,O,X,X,X,X
ZISTJOL,X,O,X,O,X,X,X,X
ZISTOLJ,O,O,O,O,X,X,X,X
ZISTOJL,O,O,X,O,X,X,X,X
ZISLTJO,O,O,O,O,X,X,O,X
ZISLTOJ,O,O,O,O,X,X,O,X
ZISLJTO,O,X,O,O,X,X,O,X
ZISLJOT,O,X,O,O,X,X,X,X
ZISLOTJ,O,X,O,O,X,X,O,X
ZISLOJT,O,X,O,O,X,X,X,X
ZISJTLO,O,O,O,O,X,X,X,X
ZISJTOL,X,O,O,O,X,X,X,X
ZISJLTO,O,O,O,O,X,X,X,X
ZISJLOT,O,X,O,O,X,X,X,X
ZISJOTL,O,O,O,O,X,X,X,X
ZISJOLT,O,X,O,X,X,X,X,X
ZISOTLJ,O,O,O,O,X,X,X,X
ZISOTJL,O,O,X,O,X,X,X,X
ZISOLTJ,O,O,O,X,X,X,X,X
ZISOLJT,O,X,O,X,X,X,X,X
ZISOJTL,O,O,X,O,X,X,X,X
ZISOJLT,O,X,X,X,X,X,X,X
ZIOTLJS,O,O,O,X,O,X,X,X
ZIOTLSJ,O,O,O,X,O,O,O,O
ZIOTJLS,O,O,X,X,O,X,X,X
ZIOTJSL,O,O,X,X,X,X,X,X
ZIOTSLJ,O,O,X,X,O,X,X,X
ZIOTSJL,O,O,X,X,X,X,X,X
ZIOLTJS,O,O,O,X,O,X,X,X
ZIOLTSJ,O,O,O,X,O,O,O,O
ZIOLJTS,O,X,O,O,O,X,X,X
ZIOLJST,O,X,O,O,O,X,X,X
ZIOLSTJ,O,O,O,O,O,O,O,O
ZIOLSJT,O,X,O,O,O,O,X,O
ZIOJTLS,O,O,O,O,O,X,X,X
ZIOJTSL,O,O,X,O,X,X,X,X
ZIOJLTS,O,O,O,O,O,X,X,X
ZIOJLST,O,O,O,O,O,X,X,X
ZIOJSTL,O,O,O,O,X,X,X,X
ZIOJSLT,O,O,O,X,X,X,X,X
ZIOSTLJ,O,O,O,O,O,X,X,X
ZIOSTJL,O,O,X,O,X,X,X,X
ZIOSLTJ,O,O,O,X,O,X,X,X
ZIOSLJT,O,X,O,X,O,X,X,X
ZIOSJTL,O,O,X,O,X,X,X,X
ZIOSJLT,O,X,X,X,X,X,X,X
ZLTIJSO,O,O,O,O,X,X,O,X
ZLTIJOS,X,X,O,O,X,X,X,X
ZLTISJO,O,O,O,O,X,O,O,X
ZLTISOJ,O,O,O,O,X,O,O,X
ZLTIOJS,O,X,O,X,X,X,X,X
ZLTIOSJ,O,O,O,X,X,X,O,X
ZLTJISO,O,O,O,O,X,X,O,X
ZLTJIOS,X,X,O,O,X,X,X,X
ZLTJSIO,O,O,O,O,X,X,O,X
ZLTJSOI,O,X,O,O,X,X,X,X
ZLTJOIS,X,X,O,O,X,X,X,X
ZLTJOSI,X,X,O,O,X,X,X,X
ZLTSIJO,O,O,O,O,X,O,O,X
ZLTSIOJ,O,O,O,O,X,O,O,X
ZLTSJIO,O,O,O,O,X,O,O,X
ZLTSJOI,O,X,O,O,X,X,X,X
ZLTSOIJ,O,O,O,O,X,O,O,X
ZLTSOJI,O,X,O,X,X,X,X,X
ZLTOIJS,O,X,O,X,X,X,X,X
ZLTOISJ,O,O,O,X,X,X,O,X
ZLTOJIS,O,X,O,X,X,X,X,X
ZLTOJSI,O,X,O,X,X,X,X,X
ZLTOSIJ,O,O,O,X,X,X,O,X
ZLTOSJI,O,X,O,X,X,X,X,X
ZLITJSO,O,O,O,O,X,X,O,X
ZLITJOS,X,X,O,O,X,X,X,X
ZLITSJO,O,O,O,O,X,O,O,X
ZLITSOJ,O,O,O,O,X,O,O,X
ZLITOJS,O,X,O,X,X,X,X,X
ZLITOSJ,O,O,O,X,X,X,O,X
ZLIJTSO,O,X,O,O,X,X,O,O
ZLIJTOS,X,X,O,O,X,X,X,X
ZLIJSTO,O,X,O,O,X,X,O,O
ZLIJSOT,O,X,O,O,X,X,X,O
ZLIJOTS,X,X,O,O,X,X,X,O
ZLIJOST,X,X,O,O,X,X,X,O
ZLISTJO,O,O,O,O,X,O,O,O
ZLISTOJ,O,O,O,O,X,O,O,O
ZLISJTO,O,X,O,O,X,O,O,O
ZLISJOT,O,X,O,O,X,O,X,O
ZLISOTJ,O,X,O,O,O,O,O,O
ZLISOJT,O,X,O,O,O,O,X,O
ZLIOTJS,O,X,O,O,O,X,X,X
ZLIOTSJ,O,X,O,O,O,O,O,O
ZLIOJTS,O,X,O,O,O,X,X,X
ZLIOJST,O,X,O,O,O,X,X,X
ZLIOSTJ,O,X,O,O,O,O,O,O
ZLIOSJT,O,X,O,O,O,O,X,O
ZLJTISO,O,X,O,O,X,X,O,O
ZLJTIOS,X,X,O,O,X,X,X,X
ZLJTSIO,O,X,O,O,X,X,O,O
ZLJTSOI,O,X,O,O,X,X,X,O
ZLJTOIS,X,X,O,O,X,X,X,X
ZLJTOSI,X,X,O,O,X,X,X,X
ZLJITSO,O,X,O,O,X,X,O,O
ZLJITOS,X,X,O,O,X,X,X,X
ZLJISTO,O,X,O,O,X,X,O,O
ZLJISOT,O,X,O,O,X,X,X,O
ZLJIOTS,X,X,O,O,X,X,X,O
ZLJIOST,X,X,O,O,X,X,X,O
ZLJSTIO,O,X,O,O,X,X,O,O
ZLJSTOI,O,X,O,O,X,X,X,O
ZLJSITO,O,X,O,O,X,X,O,O
ZLJSIOT,O,X,O,O,X,X,X,O
ZLJSOTI,O,X,O,O,X,X,X,O
ZLJSOIT,O,X,O,O,X,X,X,O
ZLJOTIS,X,X,O,O,X,X,X,O
ZLJOTSI,X,X,O,O,X,X,X,O
ZLJOITS,X,X,O,O,X,X,X,O
ZLJOIST,X,X,O,O,X,X,X,O
ZLJOSTI,X,X,O,O,X,X,X,O
ZLJOSIT,X,X,O,O,X,X,X,O
ZLSTIJO,O,O,O,O,X,O,O,O
ZLSTIOJ,O,O,O,O,X,O,O,O
ZLSTJIO,O,O,O,O,X,O,O,O
ZLSTJOI,O,X,O,O,X,X,X,O
ZLSTOIJ,O,O,O,O,X,O,O,O
ZLSTOJI,O,X,O,X,X,O,X,O
ZLSITJO,O,O,O,O,X,O,O,O
ZLSITOJ,O,O,O,O,X,O,O,O
ZLSIJTO,O,X,O,O,X,O,O,O
