sequence,v115@/gB8HeC8EeA8BeB8GeC8CeA8KeT/IvhF0hBliB5oBy?sB3pBWxB,v115@/gB8HeC8EeA8BeB8GeC8CeA8KeT/IvhFlhBaoB5oB8?rB+sB3pB,v115@/gB8HeC8EeA8BeB8GeC8CeA8KeT/IvhF6mBliB5oBe?sB8sB3pB,v115@/gB8HeC8EeA8BeB8GeC8CeA8KeT/IvhF6mBmiB5oB0?nB3pBVxB,v115@/gB8HeC8EeA8BeB8GeC8CeA8KeT/IvhFmiB5oBCnB3?pBlsB0rB,v115@/gB8HeC8EeA8BeB8GeC8CeA8KeT/IvhFVnBaoB5oB3?pBGsB0rB
LZOTJIS,O,O,O,X,X,X
LZOTJSI,X,O,O,X,X,X
LZOTSIJ,O,X,X,X,X,X
LZOTSJI,O,X,X,X,X,X
LZOITJS,O,O,O,X,X,X
LZOITSJ,O,X,X,X,X,X
LZOIJTS,O,O,O,X,X,X
LZOIJST,O,O,O,X,X,X
LZOISTJ,O,X,O,X,X,X
LZOISJT,O,X,O,X,X,X
LZOJTIS,O,O,O,X,X,X
LZOJTSI,O,O,O,X,X,X
LZOJITS,O,O,O,X,X,X
LZOJIST,O,O,O,X,X,X
LZOJSTI,O,O,O,X,X,X
LZOJSIT,O,O,O,X,X,X
LZOSTIJ,O,X,O,X,X,X
LZOSTJI,O,X,O,X,X,X
LZOSITJ,O,X,O,X,X,X
LZOSIJT,O,X,O,X,X,X
LZOSJTI,O,X,O,X,X,X
LZOSJIT,O,X,O,X,X,X
LOTIJSZ,O,X,X,X,X,X
LOTIJZS,O,O,O,O,X,X
LOTISJZ,O,X,X,X,X,X
LOTISZJ,O,X,X,O,X,X
LOTIZJS,O,O,O,O,X,X
LOTIZSJ,O,X,X,O,X,X
LOTJISZ,O,X,X,X,X,X
LOTJIZS,O,O,O,O,X,X
LOTJSIZ,O,X,X,X,X,X
LOTJSZI,O,X,X,X,X,X
LOTJZIS,O,O,O,O,X,X
LOTJZSI,O,O,O,O,X,X
LOTSIJZ,O,X,X,X,X,X
LOTSIZJ,O,X,X,O,X,X
LOTSJIZ,O,X,X,X,X,X
LOTSJZI,O,X,X,X,X,X
LOTSZIJ,O,X,X,O,X,X
LOTSZJI,O,X,X,O,X,X
LOTZIJS,O,O,O,O,X,X
LOTZISJ,O,X,X,O,X,X
LOTZJIS,O,O,O,O,X,X
LOTZJSI,X,O,O,O,X,X
LOTZSIJ,O,X,X,O,X,X
LOTZSJI,O,X,X,O,X,X
LOITJSZ,O,X,X,X,X,X
LOITJZS,O,O,O,O,X,X
LOITSJZ,O,X,X,X,X,X
LOITSZJ,O,X,X,O,X,X
LOITZJS,O,O,O,O,X,X
LOITZSJ,O,X,X,O,X,X
LOIJTSZ,O,X,X,X,X,X
LOIJTZS,O,O,O,X,X,X
LOIJSTZ,O,O,O,X,X,O
LOIJSZT,O,O,O,X,X,O
LOIJZTS,O,O,O,X,X,X
LOIJZST,O,O,O,X,X,X
LOISTJZ,O,O,O,X,X,O
LOISTZJ,O,X,O,X,X,X
LOISJTZ,O,O,O,X,X,O
LOISJZT,O,O,O,X,X,O
LOISZTJ,O,X,O,X,X,X
LOISZJT,O,O,O,X,X,O
LOIZTJS,O,O,O,X,X,X
LOIZTSJ,O,X,X,X,X,X
LOIZJTS,O,O,O,X,X,X
LOIZJST,O,O,O,X,X,X
LOIZSTJ,O,X,O,X,X,X
LOIZSJT,O,X,O,X,X,X
LOJTISZ,O,X,X,X,X,X
LOJTIZS,O,O,O,X,X,X
LOJTSIZ,O,X,X,X,X,X
LOJTSZI,O,X,X,X,X,X
LOJTZIS,O,O,O,X,X,X
LOJTZSI,O,O,O,X,X,X
LOJITSZ,O,X,X,X,X,X
LOJITZS,O,O,O,X,X,X
LOJISTZ,O,O,O,X,X,O
LOJISZT,O,O,O,X,X,O
LOJIZTS,O,O,O,X,X,X
LOJIZST,O,O,O,X,X,X
LOJSTIZ,O,O,O,X,X,O
LOJSTZI,O,O,O,X,X,X
LOJSITZ,O,O,O,X,X,O
LOJSIZT,O,O,O,X,X,O
LOJSZTI,O,O,O,X,X,X
LOJSZIT,O,O,O,X,X,O
LOJZTIS,O,O,O,X,X,X
LOJZTSI,O,O,O,X,X,X
LOJZITS,O,O,O,X,X,X
LOJZIST,O,O,O,X,X,X
LOJZSTI,O,O,O,X,X,X
LOJZSIT,O,O,O,X,X,X
LOSTIJZ,O,O,O,X,X,O
LOSTIZJ,O,X,O,X,X,X
LOSTJIZ,O,O,O,X,X,O
LOSTJZI,O,O,O,X,X,X
LOSTZIJ,O,X,O,X,X,X
LOSTZJI,O,X,O,X,X,X
LOSITJZ,O,O,O,X,X,O
LOSITZJ,O,X,O,X,X,X
LOSIJTZ,O,O,O,X,X,O
LOSIJZT,O,O,O,X,X,O
LOSIZTJ,O,X,O,X,X,X
LOSIZJT,O,O,O,X,X,O
LOSJTIZ,O,O,O,X,X,O
LOSJTZI,O,O,O,X,X,X
LOSJITZ,O,O,O,X,X,O
LOSJIZT,O,O,O,X,X,O
LOSJZTI,O,O,O,X,X,X
LOSJZIT,O,O,O,X,X,O
LOSZTIJ,O,X,O,X,X,X
LOSZTJI,O,X,O,X,X,X
LOSZITJ,O,X,O,X,X,X
LOSZIJT,O,O,O,X,X,O
LOSZJTI,O,O,O,X,X,X
LOSZJIT,O,O,O,X,X,O
LOZTIJS,O,O,O,X,X,X
LOZTISJ,O,X,X,X,X,X
LOZTJIS,O,O,O,X,X,X
LOZTJSI,X,O,O,X,X,X
LOZTSIJ,O,X,X,X,X,X
LOZTSJI,O,X,X,X,X,X
LOZITJS,O,O,O,X,X,X
LOZITSJ,O,X,X,X,X,X
LOZIJTS,O,O,O,X,X,X
LOZIJST,O,O,O,X,X,X
LOZISTJ,O,X,O,X,X,X
LOZISJT,O,X,O,X,X,X
LOZJTIS,O,O,O,X,X,X
LOZJTSI,O,O,O,X,X,X
LOZJITS,O,O,O,X,X,X
LOZJIST,O,O,O,X,X,X
LOZJSTI,O,O,O,X,X,X
LOZJSIT,O,O,O,X,X,X
LOZSTIJ,O,X,O,X,X,X
LOZSTJI,O,X,O,X,X,X
LOZSITJ,O,X,O,X,X,X
LOZSIJT,O,X,O,X,X,X
LOZSJTI,O,X,O,X,X,X
LOZSJIT,O,X,O,X,X,X
JTILSZO,O,O,O,O,O,O
JTILSOZ,O,O,O,O,O,O
JTILZSO,O,O,O,O,O,O
JTILZOS,O,O,O,O,X,X
JTILOSZ,O,X,X,X,O,O
JTILOZS,O,O,O,O,X,X
JTISLZO,O,O,O,O,O,O
JTISLOZ,O,O,O,O,O,O
JTISZLO,O,O,O,O,O,O
JTISZOL,O,O,O,O,O,O
JTISOLZ,O,O,O,O,O,O
JTISOZL,O,O,O,O,O,O
JTIZLSO,O,O,O,O,O,O
JTIZLOS,O,O,O,O,X,X
JTIZSLO,O,O,O,O,O,O
JTIZSOL,O,O,O,O,O,O
JTIZOLS,O,O,O,O,X,X
JTIZOSL,O,O,O,O,X,X
JTIOLSZ,O,X,X,X,O,O
JTIOLZS,O,O,O,O,X,X
JTIOSLZ,X,X,X,X,O,O
JTIOSZL,X,X,X,X,O,O
JTIOZLS,O,O,O,O,X,X
JTIOZSL,O,O,O,O,X,X
JTLISZO,O,O,O,O,O,O
JTLISOZ,O,O,O,O,O,O
JTLIZSO,O,O,O,O,O,O
JTLIZOS,O,O,O,O,X,X
JTLIOSZ,O,X,X,X,O,O
JTLIOZS,O,O,O,O,X,X
JTLSIZO,O,O,O,O,O,O
JTLSIOZ,O,O,O,O,O,O
JTLSZIO,O,O,O,O,O,O
JTLSZOI,O,O,O,O,O,O
JTLSOIZ,O,O,O,O,O,O
JTLSOZI,O,O,O,O,O,O
JTLZISO,O,O,O,O,O,O
JTLZIOS,O,O,O,O,X,X
JTLZSIO,O,O,O,O,O,O
JTLZSOI,O,O,O,O,O,O
JTLZOIS,O,O,O,O,X,X
JTLZOSI,O,O,O,O,X,X
JTLOISZ,O,X,X,X,O,O
JTLOIZS,O,O,O,O,X,X
JTLOSIZ,O,X,X,X,O,O
JTLOSZI,O,X,X,X,O,O
JTLOZIS,O,O,O,O,X,X
JTLOZSI,O,O,O,O,X,X
JTSILZO,O,O,O,O,O,O
JTSILOZ,O,O,O,O,O,O
JTSIZLO,O,O,O,O,O,O
JTSIZOL,O,O,O,O,O,O
JTSIOLZ,O,O,O,O,O,O
JTSIOZL,O,O,O,O,O,O
JTSLIZO,O,O,O,O,O,O
JTSLIOZ,O,O,O,O,O,O
JTSLZIO,O,O,O,O,O,O
JTSLZOI,O,O,O,O,O,O
JTSLOIZ,O,O,O,O,O,O
JTSLOZI,O,O,O,O,O,O
JTSZILO,O,O,O,O,O,O
JTSZIOL,O,O,O,O,O,O
JTSZLIO,O,O,O,O,O,O
JTSZLOI,O,O,O,O,O,O
JTSZOIL,O,O,O,O,O,O
JTSZOLI,O,O,O,O,O,O
JTSOILZ,O,O,O,O,O,O
JTSOIZL,O,O,O,O,O,O
JTSOLIZ,O,O,O,O,O,O
JTSOLZI,O,O,O,O,O,O
JTSOZIL,O,O,O,O,O,O
JTSOZLI,O,O,O,O,O,O
JTZILSO,O,O,O,O,O,O
JTZILOS,O,O,O,O,X,X
JTZISLO,O,O,O,O,O,O
JTZISOL,O,O,O,O,O,O
JTZIOLS,O,O,O,O,X,X
JTZIOSL,O,O,O,O,X,X
JTZLISO,O,O,O,O,O,O
JTZLIOS,O,O,O,O,X,X
JTZLSIO,O,O,O,O,O,O
JTZLSOI,O,O,O,O,O,O
JTZLOIS,O,O,O,O,X,X
JTZLOSI,O,O,O,O,X,X
JTZSILO,O,O,O,O,O,O
JTZSIOL,O,O,O,O,O,O
JTZSLIO,O,O,O,O,O,O
JTZSLOI,O,O,O,O,O,O
JTZSOIL,O,O,O,O,O,O
JTZSOLI,O,O,O,O,O,O
JTZOILS,O,O,O,O,X,X
JTZOISL,O,O,O,O,X,X
JTZOLIS,O,O,O,O,X,X
JTZOLSI,O,O,O,O,X,X
JTZOSIL,O,O,O,O,X,X
JTZOSLI,O,O,O,O,X,X
JTOILSZ,O,X,X,X,O,O
JTOILZS,O,O,O,O,X,X
JTOISLZ,X,X,X,X,O,O
JTOISZL,X,X,X,X,O,O
JTOIZLS,O,O,O,O,X,X
JTOIZSL,O,O,O,O,X,X
JTOLISZ,O,X,X,X,O,O
JTOLIZS,O,O,O,O,X,X
JTOLSIZ,O,X,X,X,O,O
JTOLSZI,O,X,X,X,O,O
JTOLZIS,O,O,O,O,X,X
JTOLZSI,O,O,O,O,X,X
JTOSILZ,X,X,X,X,O,O
JTOSIZL,X,X,X,X,O,O
JTOSLIZ,X,X,X,X,O,O
JTOSLZI,X,X,X,X,O,O
JTOSZIL,X,X,X,X,O,O
JTOSZLI,X,X,X,X,O,O
JTOZILS,O,O,O,O,X,X
JTOZISL,O,O,O,O,X,X
JTOZLIS,O,O,O,O,X,X
JTOZLSI,O,O,O,O,X,X
JTOZSIL,O,O,O,O,X,X
JTOZSLI,X,O,O,O,X,X
JITLSZO,O,O,O,O,O,O
JITLSOZ,O,O,O,O,O,O
JITLZSO,O,O,O,O,O,O
JITLZOS,O,O,O,O,X,X
JITLOSZ,O,X,X,X,O,O
JITLOZS,O,O,O,O,X,X
JITSLZO,O,O,O,O,O,O
JITSLOZ,O,O,O,O,O,O
JITSZLO,O,O,O,O,O,O
JITSZOL,O,O,O,O,O,O
JITSOLZ,O,O,O,O,O,O
JITSOZL,O,O,O,O,O,O
JITZLSO,O,O,O,O,O,O
JITZLOS,O,O,O,O,X,X
JITZSLO,O,O,O,O,O,O
JITZSOL,O,O,O,O,O,O
JITZOLS,O,O,O,O,X,X
JITZOSL,O,O,O,O,X,X
JITOLSZ,O,X,X,X,O,O
JITOLZS,O,O,O,O,X,X
JITOSLZ,X,X,X,X,O,O
JITOSZL,X,X,X,X,O,O
JITOZLS,O,O,O,O,X,X
JITOZSL,O,O,O,O,X,X
JILTSZO,O,O,O,X,X,O
JILTSOZ,O,O,O,X,X,O
JILTZSO,O,O,O,X,X,O
JILTZOS,O,O,O,X,X,X
JILTOSZ,O,X,X,X,X,O
JILTOZS,O,O,O,X,X,X
JILSTZO,O,O,O,X,X,O
JILSTOZ,O,O,O,X,X,O
JILSZTO,O,O,O,X,X,O
JILSZOT,O,O,O,X,X,O
JILSOTZ,O,O,O,X,X,O
JILSOZT,O,O,O,X,X,O
JILZTSO,O,O,O,X,X,X
JILZTOS,O,O,O,X,X,X
JILZSTO,O,O,O,X,X,O
JILZSOT,O,O,O,X,X,O
JILZOTS,O,O,O,X,X,X
JILZOST,O,O,O,X,X,X
JILOTSZ,O,X,X,X,X,X
JILOTZS,O,O,O,X,X,X
JILOSTZ,O,O,O,X,X,O
JILOSZT,O,O,O,X,X,O
JILOZTS,O,O,O,X,X,X
JILOZST,O,O,O,X,X,X
JISTLZO,O,O,O,O,O,O
JISTLOZ,O,O,O,O,O,O
JISTZLO,O,O,O,O,O,O
JISTZOL,O,O,O,O,O,O
JISTOLZ,O,O,O,O,O,O
JISTOZL,O,O,O,O,O,O
JISLTZO,O,O,O,X,X,O
JISLTOZ,O,O,O,X,X,O
JISLZTO,O,O,O,X,X,O
JISLZOT,O,O,O,X,X,O
JISLOTZ,O,O,O,X,X,O
JISLOZT,O,O,O,X,X,O
JISZTLO,O,O,O,X,X,O
JISZTOL,O,O,O,X,X,O
JISZLTO,O,O,O,X,X,O
JISZLOT,O,O,O,X,X,O
JISZOTL,O,O,O,X,X,O
JISZOLT,O,O,O,X,X,O
JISOTLZ,O,O,O,O,O,O
JISOTZL,O,O,O,O,O,O
JISOLTZ,O,O,O,X,X,O
JISOLZT,O,O,O,X,X,O
JISOZTL,O,O,O,X,X,O
JISOZLT,O,O,O,X,X,O
JIZTLSO,O,O,O,X,X,O
JIZTLOS,O,O,O,X,X,X
JIZTSLO,O,O,O,X,X,O
JIZTSOL,O,O,O,X,X,O
JIZTOLS,O,O,O,X,X,X
JIZTOSL,O,O,O,X,X,X
JIZLTSO,O,O,O,X,X,X
JIZLTOS,O,O,O,X,X,X
JIZLSTO,O,O,O,X,X,O
JIZLSOT,O,O,O,X,X,O
JIZLOTS,O,O,O,X,X,X
JIZLOST,O,O,O,X,X,X
JIZSTLO,O,O,O,X,X,O
JIZSTOL,O,O,O,X,X,O
JIZSLTO,O,O,O,X,X,O
JIZSLOT,O,O,O,X,X,O
JIZSOTL,O,O,O,X,X,O
JIZSOLT,O,O,O,X,X,O
JIZOTLS,O,O,O,X,X,X
JIZOTSL,O,O,O,X,X,X
JIZOLTS,O,O,O,X,X,X
JIZOLST,O,O,O,X,X,X
JIZOSTL,O,O,O,X,X,X
JIZOSLT,O,O,O,X,X,X
JIOTLSZ,O,X,X,X,X,O
JIOTLZS,O,O,O,O,X,X
JIOTSLZ,X,X,X,X,X,O
JIOTSZL,X,X,X,X,X,O
JIOTZLS,O,O,O,O,X,X
JIOTZSL,O,O,O,O,X,X
JIOLTSZ,O,X,X,X,X,X
JIOLTZS,O,O,O,X,X,X
JIOLSTZ,O,O,O,X,X,O
JIOLSZT,O,O,O,X,X,O
JIOLZTS,O,O,O,X,X,X
JIOLZST,O,O,O,X,X,X
JIOSTLZ,O,O,O,X,X,O
JIOSTZL,O,O,O,X,X,O
JIOSLTZ,O,O,O,X,X,O
JIOSLZT,O,O,O,X,X,O
JIOSZTL,O,O,O,X,X,O
JIOSZLT,O,O,O,X,X,O
JIOZTLS,O,O,O,X,X,X
JIOZTSL,O,O,O,X,X,X
JIOZLTS,O,O,O,X,X,X
JIOZLST,O,O,O,X,X,X
JIOZSTL,O,O,O,X,X,X
JIOZSLT,O,O,O,X,X,X
JLTISZO,O,O,O,X,X,O
JLTISOZ,O,O,O,X,X,O
JLTIZSO,O,O,O,X,X,O
JLTIZOS,O,O,O,X,X,X
JLTIOSZ,O,X,X,X,X,O
JLTIOZS,O,O,O,X,X,X
JLTSIZO,O,O,O,X,X,O
JLTSIOZ,O,O,O,X,X,O
JLTSZIO,O,O,O,X,X,O
JLTSZOI,O,O,O,X,X,O
JLTSOIZ,O,O,O,X,X,O
JLTSOZI,O,O,O,X,X,O
JLTZISO,O,O,O,X,X,O
JLTZIOS,O,O,O,X,X,X
JLTZSIO,O,O,O,X,X,O
JLTZSOI,O,O,O,X,X,O
JLTZOIS,O,O,O,X,X,X
JLTZOSI,O,O,O,X,X,X
JLTOISZ,O,X,X,X,X,O
JLTOIZS,O,O,O,X,X,X
JLTOSIZ,O,X,X,X,X,O
JLTOSZI,O,X,X,X,X,O
JLTOZIS,O,O,O,X,X,X
JLTOZSI,O,O,O,X,X,X
JLITSZO,O,O,O,X,X,O
JLITSOZ,O,O,O,X,X,O
JLITZSO,O,O,O,X,X,O
JLITZOS,O,O,O,X,X,X
JLITOSZ,O,X,X,X,X,O
JLITOZS,O,O,O,X,X,X
JLISTZO,O,O,O,X,X,O
JLISTOZ,O,O,O,X,X,O
JLISZTO,O,O,O,X,X,O
JLISZOT,O,O,O,X,X,O
JLISOTZ,O,O,O,X,X,O
JLISOZT,O,O,O,X,X,O
JLIZTSO,O,O,O,X,X,X
JLIZTOS,O,O,O,X,X,X
JLIZSTO,O,O,O,X,X,O
JLIZSOT,O,O,O,X,X,O
JLIZOTS,O,O,O,X,X,X
JLIZOST,O,O,O,X,X,X
JLIOTSZ,O,X,X,X,X,X
JLIOTZS,O,O,O,X,X,X
JLIOSTZ,O,O,O,X,X,O
JLIOSZT,O,O,O,X,X,O
JLIOZTS,O,O,O,X,X,X
JLIOZST,O,O,O,X,X,X
JLSTIZO,O,O,O,X,X,O
JLSTIOZ,O,O,O,X,X,O
JLSTZIO,O,O,O,X,X,O
JLSTZOI,O,O,O,X,X,O
JLSTOIZ,O,O,O,X,X,O
JLSTOZI,O,O,O,X,X,O
JLSITZO,O,O,O,X,X,O
JLSITOZ,O,O,O,X,X,O
JLSIZTO,O,O,O,X,X,O
JLSIZOT,O,O,O,X,X,O
JLSIOTZ,O,O,O,X,X,O
JLSIOZT,O,O,O,X,X,O
JLSZTIO,O,O,O,X,X,X
JLSZTOI,O,O,O,X,X,X
JLSZITO,O,O,O,X,X,O
JLSZIOT,O,O,O,X,X,O
JLSZOTI,O,O,O,X,X,X
JLSZOIT,O,O,O,X,X,O
JLSOTIZ,O,O,O,X,X,O
JLSOTZI,O,O,O,X,X,O
JLSOITZ,O,O,O,X,X,O
JLSOIZT,O,O,O,X,X,O
JLSOZTI,O,O,O,X,X,X
JLSOZIT,O,O,O,X,X,O
JLZTISO,O,O,O,X,X,X
JLZTIOS,O,O,O,X,X,X
JLZTSIO,O,O,O,X,X,X
JLZTSOI,O,O,O,X,X,X
JLZTOIS,O,O,O,X,X,X
JLZTOSI,O,O,O,X,X,X
JLZITSO,O,O,O,X,X,X
JLZITOS,O,O,O,X,X,X
JLZISTO,O,O,O,X,X,O
JLZISOT,O,O,O,X,X,O
JLZIOTS,O,O,O,X,X,X
JLZIOST,O,O,O,X,X,X
JLZSTIO,O,O,O,X,X,X
JLZSTOI,O,O,O,X,X,X
JLZSITO,O,O,O,X,X,O
JLZSIOT,O,O,O,X,X,O
JLZSOTI,O,O,O,X,X,X
JLZSOIT,O,O,O,X,X,O
JLZOTIS,O,O,O,X,X,X
JLZOTSI,O,O,O,X,X,X
JLZOITS,O,O,O,X,X,X
JLZOIST,O,O,O,X,X,X
JLZOSTI,O,O,O,X,X,X
JLZOSIT,O,O,O,X,X,X
JLOTISZ,O,X,X,X,X,X
JLOTIZS,O,O,O,X,X,X
JLOTSIZ,O,X,X,X,X,X
JLOTSZI,O,X,X,X,X,X
JLOTZIS,O,O,O,X,X,X
JLOTZSI,O,O,O,X,X,X
JLOITSZ,O,X,X,X,X,X
JLOITZS,O,O,O,X,X,X
JLOISTZ,O,O,O,X,X,O
JLOISZT,O,O,O,X,X,O
JLOIZTS,O,O,O,X,X,X
JLOIZST,O,O,O,X,X,X
JLOSTIZ,O,O,O,X,X,O
JLOSTZI,O,O,O,X,X,X
JLOSITZ,O,O,O,X,X,O
JLOSIZT,O,O,O,X,X,O
JLOSZTI,O,O,O,X,X,X
JLOSZIT,O,O,O,X,X,O
JLOZTIS,O,O,O,X,X,X
JLOZTSI,O,O,O,X,X,X
JLOZITS,O,O,O,X,X,X
JLOZIST,O,O,O,X,X,X
JLOZSTI,O,O,O,X,X,X
JLOZSIT,O,O,O,X,X,X
JSTILZO,O,O,O,O,O,O
JSTILOZ,O,O,O,O,O,O
JSTIZLO,O,O,O,O,O,O
JSTIZOL,O,O,O,O,O,O
JSTIOLZ,O,O,O,O,O,O
JSTIOZL,O,O,O,O,O,O
JSTLIZO,O,O,O,O,O,O
JSTLIOZ,O,O,O,O,O,O
JSTLZIO,O,O,O,O,O,O
JSTLZOI,O,O,O,O,O,O
JSTLOIZ,O,O,O,O,O,O
JSTLOZI,O,O,O,O,O,O
JSTZILO,O,O,O,O,O,O
JSTZIOL,O,O,O,O,O,O
JSTZLIO,O,O,O,O,O,O
JSTZLOI,O,O,O,O,O,O
JSTZOIL,O,O,O,O,O,O
JSTZOLI,O,O,O,O,O,O
JSTOILZ,O,O,O,O,O,O
JSTOIZL,O,O,O,O,O,O
JSTOLIZ,O,O,O,O,O,O
JSTOLZI,O,O,O,O,O,O
JSTOZIL,O,O,O,O,O,O
JSTOZLI,O,O,O,O,O,O
JSITLZO,O,O,O,O,O,O
JSITLOZ,O,O,O,O,O,O
JSITZLO,O,O,O,O,O,O
JSITZOL,O,O,O,O,O,O
JSITOLZ,O,O,O,O,O,O
JSITOZL,O,O,O,O,O,O
JSILTZO,O,O,O,X,X,O
JSILTOZ,O,O,O,X,X,O
JSILZTO,O,O,O,X,X,O
JSILZOT,O,O,O,X,X,O
JSILOTZ,O,O,O,X,X,O
JSILOZT,O,O,O,X,X,O
JSIZTLO,O,O,O,X,X,O
JSIZTOL,O,O,O,X,X,O
JSIZLTO,O,O,O,X,X,O
JSIZLOT,O,O,O,X,X,O
JSIZOTL,O,O,O,X,X,O
JSIZOLT,O,O,O,X,X,O
JSIOTLZ,O,O,O,O,O,O
JSIOTZL,O,O,O,O,O,O
JSIOLTZ,O,O,O,X,X,O
JSIOLZT,O,O,O,X,X,O
JSIOZTL,O,O,O,X,X,O
JSIOZLT,O,O,O,X,X,O
JSLTIZO,O,O,O,X,X,O
JSLTIOZ,O,O,O,X,X,O
JSLTZIO,O,O,O,X,X,O
JSLTZOI,O,O,O,X,X,O
JSLTOIZ,O,O,O,X,X,O
JSLTOZI,O,O,O,X,X,O
JSLITZO,O,O,O,X,X,O
JSLITOZ,O,O,O,X,X,O
JSLIZTO,O,O,O,X,X,O
JSLIZOT,O,O,O,X,X,O
JSLIOTZ,O,O,O,X,X,O
JSLIOZT,O,O,O,X,X,O
JSLZTIO,O,O,O,X,X,X
JSLZTOI,O,O,O,X,X,X
JSLZITO,O,O,O,X,X,O
JSLZIOT,O,O,O,X,X,O
JSLZOTI,O,O,O,X,X,X
JSLZOIT,O,O,O,X,X,O
JSLOTIZ,O,O,O,X,X,O
JSLOTZI,O,O,O,X,X,O
JSLOITZ,O,O,O,X,X,O
JSLOIZT,O,O,O,X,X,O
JSLOZTI,O,O,O,X,X,X
JSLOZIT,O,O,O,X,X,O
JSZTILO,O,O,O,X,X,O
JSZTIOL,O,O,O,X,X,O
JSZTLIO,O,O,O,X,X,O
JSZTLOI,O,O,O,X,X,O
JSZTOIL,O,O,O,X,X,O
JSZTOLI,O,O,O,X,X,O
JSZITLO,O,O,O,X,X,O
JSZITOL,O,O,O,X,X,O
JSZILTO,O,O,O,X,X,O
JSZILOT,O,O,O,X,X,O
JSZIOTL,O,O,O,X,X,O
JSZIOLT,O,O,O,X,X,O
JSZLTIO,O,O,O,X,X,X
JSZLTOI,O,O,O,X,X,X
JSZLITO,O,O,O,X,X,O
JSZLIOT,O,O,O,X,X,O
JSZLOTI,O,O,O,X,X,X
JSZLOIT,O,O,O,X,X,O
JSZOTIL,O,O,O,X,X,O
JSZOTLI,O,O,O,X,X,O
JSZOITL,O,O,O,X,X,O
JSZOILT,O,O,O,X,X,O
JSZOLTI,O,O,O,X,X,X
JSZOLIT,O,O,O,X,X,O
JSOTILZ,O,O,O,O,O,O
JSOTIZL,O,O,O,O,O,O
JSOTLIZ,O,O,O,O,O,O
JSOTLZI,O,O,O,O,O,O
JSOTZIL,O,O,O,O,O,O
JSOTZLI,O,O,O,O,O,O
JSOITLZ,O,O,O,O,O,O
JSOITZL,O,O,O,O,O,O
JSOILTZ,O,O,O,X,X,O
JSOILZT,O,O,O,X,X,O
JSOIZTL,O,O,O,X,X,O
JSOIZLT,O,O,O,X,X,O
JSOLTIZ,O,O,O,X,X,O
JSOLTZI,O,O,O,X,X,O
JSOLITZ,O,O,O,X,X,O
JSOLIZT,O,O,O,X,X,O
JSOLZTI,O,O,O,X,X,X
JSOLZIT,O,O,O,X,X,O
JSOZTIL,O,O,O,X,X,O
JSOZTLI,O,O,O,X,X,O
JSOZITL,O,O,O,X,X,O
JSOZILT,O,O,O,X,X,O
JSOZLTI,O,O,O,X,X,X
JSOZLIT,O,O,O,X,X,O
JZTILSO,O,O,O,X,X,O
JZTILOS,O,O,O,X,X,X
JZTISLO,O,O,O,X,X,O
JZTISOL,O,O,O,X,X,O
JZTIOLS,O,O,O,X,X,X
JZTIOSL,O,O,O,X,X,X
JZTLISO,O,O,O,X,X,O
JZTLIOS,O,O,O,X,X,X
JZTLSIO,O,O,O,X,X,O
JZTLSOI,O,O,O,X,X,O
JZTLOIS,O,O,O,X,X,X
JZTLOSI,O,O,O,X,X,X
JZTSILO,O,O,O,X,X,O
JZTSIOL,O,O,O,X,X,O
JZTSLIO,O,O,O,X,X,O
JZTSLOI,O,O,O,X,X,O
JZTSOIL,O,O,O,X,X,O
JZTSOLI,O,O,O,X,X,O
JZTOILS,O,O,O,X,X,X
JZTOISL,O,O,O,X,X,X
JZTOLIS,O,O,O,X,X,X
JZTOLSI,O,O,O,X,X,X
JZTOSIL,O,O,O,X,X,X
JZTOSLI,O,O,O,X,X,X
JZITLSO,O,O,O,X,X,O
JZITLOS,O,O,O,X,X,X
JZITSLO,O,O,O,X,X,O
JZITSOL,O,O,O,X,X,O
JZITOLS,O,O,O,X,X,X
JZITOSL,O,O,O,X,X,X
JZILTSO,O,O,O,X,X,X
JZILTOS,O,O,O,X,X,X
JZILSTO,O,O,O,X,X,O
JZILSOT,O,O,O,X,X,O
JZILOTS,O,O,O,X,X,X
JZILOST,O,O,O,X,X,X
JZISTLO,O,O,O,X,X,O
JZISTOL,O,O,O,X,X,O
JZISLTO,O,O,O,X,X,O
JZISLOT,O,O,O,X,X,O
JZISOTL,O,O,O,X,X,O
JZISOLT,O,O,O,X,X,O
JZIOTLS,O,O,O,X,X,X
JZIOTSL,O,O,O,X,X,X
JZIOLTS,O,O,O,X,X,X
JZIOLST,O,O,O,X,X,X
JZIOSTL,O,O,O,X,X,X
JZIOSLT,O,O,O,X,X,X
JZLTISO,O,O,O,X,X,X
JZLTIOS,O,O,O,X,X,X
JZLTSIO,O,O,O,X,X,X
JZLTSOI,O,O,O,X,X,X
JZLTOIS,O,O,O,X,X,X
JZLTOSI,O,O,O,X,X,X
JZLITSO,O,O,O,X,X,X
JZLITOS,O,O,O,X,X,X
JZLISTO,O,O,O,X,X,O
JZLISOT,O,O,O,X,X,O
JZLIOTS,O,O,O,X,X,X
JZLIOST,O,O,O,X,X,X
JZLSTIO,O,O,O,X,X,X
JZLSTOI,O,O,O,X,X,X
JZLSITO,O,O,O,X,X,O
JZLSIOT,O,O,O,X,X,O
JZLSOTI,O,O,O,X,X,X
JZLSOIT,O,O,O,X,X,O
JZLOTIS,O,O,O,X,X,X
