sequence,v115@HhB8HeA8GeD8AeB8BeC8Jex/IvhFylBzhBGjB3nBFq?B0rB,v115@HhB8HeA8GeD8AeB8BeC8Jem/IvhFRhBSnBTjBUmBFq?BXsB,v115@HhB8HeA8GeD8AeB8BeC8Jem/IvhFfmB0hBxiBCoBFq?BzrB,v115@HhB8HeA8GeD8AeB8BeC8Jem/IvhFzgBfnBxiBCoBFq?B0rB,v115@HhB8HeA8GeD8AeB8BeC8Jex/IvhFXiBTjBmlBcsB6r?BFqB,v115@HhB8HeA8GeD8AeB8BeC8Jex/IvhF0hBTjBmlBSsBFq?BXsB,v115@HhB8HeA8GeD8AeB8BeC8Je3AJvhFTjBlmBcsBRqBmp?BCsB
JLSTOIZ,O,O,O,X,X,X,X
JLSTOZI,O,O,O,X,X,X,X
JLSITZO,O,O,O,X,X,X,X
JLSITOZ,O,O,X,X,X,X,X
JLSIZTO,O,O,O,X,X,X,X
JLSIZOT,O,O,O,X,X,X,X
JLSIOTZ,X,O,O,X,X,X,X
JLSIOZT,X,O,O,X,X,X,X
JLSZTIO,O,O,O,O,X,X,X
JLSZTOI,O,O,X,O,X,X,X
JLSZITO,O,O,O,O,X,X,X
JLSZIOT,O,O,O,O,X,X,X
JLSZOTI,O,O,O,O,X,O,X
JLSZOIT,O,O,O,O,X,X,X
JLSOTIZ,O,O,O,X,X,X,X
JLSOTZI,O,O,O,X,X,X,X
JLSOITZ,X,O,O,X,X,X,X
JLSOIZT,X,O,O,X,X,X,X
JLSOZTI,X,O,O,X,X,O,X
JLSOZIT,X,O,O,X,X,X,X
JLZTISO,O,X,X,O,X,X,X
JLZTIOS,O,O,X,O,X,X,X
JLZTSIO,O,X,X,O,X,X,X
JLZTSOI,O,X,X,O,X,X,X
JLZTOIS,O,O,X,O,X,O,X
JLZTOSI,O,O,X,O,X,O,X
JLZITSO,O,X,X,X,X,X,X
JLZITOS,O,O,X,X,X,X,X
JLZISTO,O,X,O,O,X,X,X
JLZISOT,O,O,O,O,O,X,X
JLZIOTS,O,O,X,X,X,O,X
JLZIOST,O,O,O,O,O,X,X
JLZSTIO,O,O,O,O,X,X,X
JLZSTOI,O,O,X,O,X,X,X
JLZSITO,O,O,O,O,X,X,X
JLZSIOT,O,O,O,O,O,X,X
JLZSOTI,O,O,O,O,O,O,X
JLZSOIT,O,O,O,O,O,X,X
JLZOTIS,O,O,X,X,X,O,X
JLZOTSI,O,O,X,O,X,O,X
JLZOITS,O,O,X,X,X,O,X
JLZOIST,O,O,O,O,O,X,X
JLZOSTI,O,O,O,O,O,O,X
JLZOSIT,O,O,O,O,O,X,X
JLOTISZ,X,X,O,X,X,O,X
JLOTIZS,X,X,O,X,X,O,X
JLOTSIZ,X,X,O,X,X,O,X
JLOTSZI,X,X,O,X,X,O,X
JLOTZIS,X,X,O,X,X,O,X
JLOTZSI,X,X,O,X,X,O,X
JLOITSZ,X,X,O,X,X,O,X
JLOITZS,X,X,O,X,X,O,X
JLOISTZ,X,X,O,X,X,X,X
JLOISZT,X,X,O,X,X,X,X
JLOIZTS,X,X,X,X,X,O,X
JLOIZST,X,X,O,X,O,X,X
JLOSTIZ,X,O,O,X,X,X,X
JLOSTZI,X,O,O,X,X,X,X
JLOSITZ,X,O,O,X,X,X,X
JLOSIZT,X,O,O,X,X,X,X
JLOSZTI,X,O,O,X,X,O,X
JLOSZIT,X,O,O,X,X,X,X
JLOZTIS,X,O,X,X,X,O,X
JLOZTSI,X,O,X,O,X,O,X
JLOZITS,X,O,X,X,X,O,X
JLOZIST,X,O,O,O,O,X,X
JLOZSTI,X,O,O,O,O,O,X
JLOZSIT,X,O,O,O,O,X,X
JSTILZO,O,O,X,X,X,X,X
JSTILOZ,O,O,X,X,X,X,X
JSTIZLO,O,O,X,X,X,X,X
JSTIZOL,O,O,X,X,X,X,X
JSTIOLZ,O,O,X,X,X,X,X
JSTIOZL,O,O,X,X,X,X,X
JSTLIZO,O,O,O,X,X,X,X
JSTLIOZ,O,O,X,X,X,X,X
JSTLZIO,O,O,O,X,X,X,X
JSTLZOI,O,O,X,X,X,X,X
JSTLOIZ,O,O,O,X,X,X,X
JSTLOZI,O,O,O,X,X,X,X
JSTZILO,O,O,O,X,X,X,X
JSTZIOL,O,O,X,X,X,X,X
JSTZLIO,O,O,O,X,X,X,X
JSTZLOI,O,O,X,X,X,X,X
JSTZOIL,O,O,X,X,X,X,X
JSTZOLI,O,O,X,X,X,X,X
JSTOILZ,O,O,X,X,X,X,X
JSTOIZL,O,O,X,X,X,X,X
JSTOLIZ,O,O,O,X,X,X,X
JSTOLZI,O,O,O,X,X,X,X
JSTOZIL,O,O,O,X,X,X,X
JSTOZLI,O,O,O,X,X,X,X
JSITLZO,O,X,X,X,X,X,X
JSITLOZ,O,X,X,X,X,X,X
JSITZLO,O,X,X,X,X,X,X
JSITZOL,O,X,X,X,X,X,X
JSITOLZ,O,X,X,X,X,X,X
JSITOZL,O,X,X,X,X,X,X
JSILTZO,O,O,O,X,X,X,X
JSILTOZ,O,O,X,X,X,X,X
JSILZTO,O,O,O,X,X,X,X
JSILZOT,O,O,O,X,X,X,X
JSILOTZ,X,O,O,X,X,X,X
JSILOZT,X,O,O,X,X,X,X
JSIZTLO,O,O,O,X,X,X,X
JSIZTOL,O,O,X,X,O,X,X
JSIZLTO,O,O,O,X,X,X,X
JSIZLOT,O,O,O,X,O,X,X
JSIZOTL,O,O,X,X,O,X,X
JSIZOLT,O,O,O,X,O,X,X
JSIOTLZ,O,X,X,X,X,X,X
JSIOTZL,O,X,X,X,X,X,X
JSIOLTZ,X,O,O,X,X,X,X
JSIOLZT,X,O,O,X,X,X,X
JSIOZTL,O,O,O,X,O,X,X
JSIOZLT,O,O,O,X,O,X,X
JSLTIZO,O,O,O,X,X,X,X
JSLTIOZ,O,O,X,X,X,X,X
JSLTZIO,O,O,O,X,X,X,X
JSLTZOI,O,O,X,X,X,X,X
JSLTOIZ,O,O,O,X,X,X,X
JSLTOZI,O,O,O,X,X,X,X
JSLITZO,O,O,O,X,X,X,X
JSLITOZ,O,O,X,X,X,X,X
JSLIZTO,O,O,O,X,X,X,X
JSLIZOT,O,O,O,X,X,X,X
JSLIOTZ,X,O,O,X,X,X,X
JSLIOZT,X,O,O,X,X,X,X
JSLZTIO,O,O,O,O,X,X,X
JSLZTOI,O,O,X,O,X,X,X
JSLZITO,O,O,O,O,X,X,X
JSLZIOT,O,O,O,O,X,X,X
JSLZOTI,O,O,O,O,X,O,X
JSLZOIT,O,O,O,O,X,X,X
JSLOTIZ,O,O,O,X,X,X,X
JSLOTZI,O,O,O,X,X,X,X
JSLOITZ,X,O,O,X,X,X,X
JSLOIZT,X,O,O,X,X,X,X
JSLOZTI,X,O,O,X,X,O,X
JSLOZIT,X,O,O,X,X,X,X
JSZTILO,O,O,O,X,X,X,X
JSZTIOL,O,O,X,O,O,X,X
JSZTLIO,O,O,O,O,X,X,X
JSZTLOI,O,O,X,O,X,X,X
JSZTOIL,O,O,X,O,O,X,X
JSZTOLI,O,O,X,O,O,X,X
JSZITLO,O,O,O,X,X,X,X
JSZITOL,O,O,X,O,O,X,X
JSZILTO,O,O,O,O,X,X,X
JSZILOT,O,O,O,O,O,X,X
JSZIOTL,O,O,X,O,O,X,X
JSZIOLT,O,O,O,O,O,X,X
JSZLTIO,O,O,O,O,X,X,X
JSZLTOI,O,O,X,O,X,X,X
JSZLITO,O,O,O,O,X,X,X
JSZLIOT,O,O,O,O,O,X,X
JSZLOTI,O,O,O,O,O,O,X
JSZLOIT,O,O,O,O,O,X,X
JSZOTIL,O,O,O,O,O,X,X
JSZOTLI,O,O,O,O,O,X,X
JSZOITL,O,O,O,O,O,X,X
JSZOILT,O,O,O,O,O,X,X
JSZOLTI,O,O,O,O,O,O,X
JSZOLIT,O,O,O,O,O,X,X
JSOTILZ,O,O,X,X,X,X,X
JSOTIZL,O,O,X,X,X,X,X
JSOTLIZ,O,O,O,X,X,X,X
JSOTLZI,O,O,O,X,X,X,X
JSOTZIL,O,O,O,X,X,X,X
JSOTZLI,O,O,O,X,X,X,X
JSOITLZ,O,X,X,X,X,X,X
JSOITZL,O,X,X,X,X,X,X
JSOILTZ,X,O,O,X,X,X,X
JSOILZT,X,O,O,X,X,X,X
JSOIZTL,O,O,O,X,O,X,X
JSOIZLT,O,O,O,X,O,X,X
JSOLTIZ,O,O,O,X,X,X,X
JSOLTZI,O,O,O,X,X,X,X
JSOLITZ,X,O,O,X,X,X,X
JSOLIZT,X,O,O,X,X,X,X
JSOLZTI,X,O,O,X,X,O,X
JSOLZIT,X,O,O,X,X,X,X
JSOZTIL,O,O,O,X,O,X,X
JSOZTLI,O,O,O,X,O,X,X
JSOZITL,O,O,O,X,O,X,X
JSOZILT,O,O,O,X,O,X,X
JSOZLTI,O,O,O,X,O,O,X
JSOZLIT,O,O,O,X,O,X,X
JZTILSO,O,X,X,O,O,X,X
JZTILOS,O,O,X,O,O,X,X
JZTISLO,O,X,X,O,O,X,X
JZTISOL,O,X,X,O,O,X,O
JZTIOLS,O,O,X,O,O,X,X
JZTIOSL,O,X,X,O,O,X,O
JZTLISO,O,X,X,O,O,X,X
JZTLIOS,O,O,X,O,O,X,X
JZTLSIO,O,X,X,O,O,X,X
JZTLSOI,O,X,X,O,O,X,X
JZTLOIS,O,O,X,O,O,O,X
JZTLOSI,O,O,X,O,O,O,X
JZTSILO,O,O,X,O,O,X,X
JZTSIOL,O,O,X,O,O,X,X
JZTSLIO,O,O,X,O,O,X,X
JZTSLOI,O,O,X,O,O,X,X
JZTSOIL,O,O,X,O,O,X,O
JZTSOLI,O,O,X,O,O,X,X
JZTOILS,O,O,X,O,O,X,X
JZTOISL,O,X,X,O,O,X,O
JZTOLIS,O,O,X,O,O,O,X
JZTOLSI,O,O,X,O,O,O,X
JZTOSIL,O,O,X,O,O,X,O
JZTOSLI,O,O,X,O,O,X,X
JZITLSO,O,X,X,X,O,X,X
JZITLOS,O,O,X,X,O,X,X
JZITSLO,O,X,X,X,O,X,X
JZITSOL,O,X,X,X,O,X,O
JZITOLS,O,O,X,X,O,X,X
JZITOSL,O,X,X,X,O,X,O
JZILTSO,O,X,X,X,X,X,X
JZILTOS,O,O,X,X,X,X,X
JZILSTO,O,X,X,O,X,X,X
JZILSOT,O,O,X,O,O,X,X
JZILOTS,O,O,X,X,X,O,X
JZILOST,O,O,X,O,O,X,X
JZISTLO,O,O,X,X,X,X,X
JZISTOL,O,O,X,O,O,X,O
JZISLTO,O,O,X,O,X,X,X
JZISLOT,O,O,X,O,O,X,X
JZISOTL,O,O,X,O,O,X,O
JZISOLT,O,O,X,O,O,X,X
JZIOTLS,O,O,X,X,O,X,X
JZIOTSL,O,X,X,X,O,X,O
JZIOLTS,O,O,X,X,X,O,X
JZIOLST,O,O,X,O,O,X,X
JZIOSTL,O,O,X,O,O,X,O
JZIOSLT,O,O,X,O,O,X,X
JZLTISO,O,X,X,O,X,X,X
JZLTIOS,O,O,X,O,X,X,X
JZLTSIO,O,X,X,O,X,X,X
JZLTSOI,O,X,X,O,X,X,X
JZLTOIS,O,O,X,O,X,O,X
JZLTOSI,O,O,X,O,X,O,X
JZLITSO,O,X,X,X,X,X,X
JZLITOS,O,O,X,X,X,X,X
JZLISTO,O,X,O,O,X,X,X
JZLISOT,O,O,O,O,O,X,X
JZLIOTS,O,O,X,X,X,O,X
JZLIOST,O,O,O,O,O,X,X
JZLSTIO,O,O,O,O,X,X,X
JZLSTOI,O,O,X,O,X,X,X
JZLSITO,O,O,O,O,X,X,X
JZLSIOT,O,O,O,O,O,X,X
JZLSOTI,O,O,O,O,O,O,X
JZLSOIT,O,O,O,O,O,X,X
JZLOTIS,O,O,X,X,X,O,X
JZLOTSI,O,O,X,O,X,O,X
JZLOITS,O,O,X,X,X,O,X
JZLOIST,O,O,O,O,O,X,X
JZLOSTI,O,O,O,O,O,O,X
JZLOSIT,O,O,O,O,O,X,X
JZSTILO,O,O,O,O,O,X,X
JZSTIOL,O,O,X,O,O,X,X
JZSTLIO,O,O,O,O,O,X,X
JZSTLOI,O,O,X,O,O,X,X
JZSTOIL,O,O,X,O,O,X,X
JZSTOLI,O,O,X,O,O,X,X
JZSITLO,O,O,O,O,X,X,X
JZSITOL,O,O,X,O,O,X,X
JZSILTO,O,O,O,O,X,X,X
JZSILOT,O,O,O,O,O,X,X
JZSIOTL,O,O,X,O,O,X,X
JZSIOLT,O,O,O,O,O,X,X
JZSLTIO,O,O,O,O,X,X,X
JZSLTOI,O,O,X,O,X,X,X
JZSLITO,O,O,O,O,X,X,X
JZSLIOT,O,O,O,O,O,X,X
JZSLOTI,O,O,O,O,O,O,X
JZSLOIT,O,O,O,O,O,X,X
JZSOTIL,O,O,O,O,O,X,X
JZSOTLI,O,O,O,O,O,X,X
JZSOITL,O,O,O,O,O,X,X
JZSOILT,O,O,O,O,O,X,X
JZSOLTI,O,O,O,O,O,O,X
JZSOLIT,O,O,O,O,O,X,X
JZOTILS,O,O,X,X,O,X,X
JZOTISL,O,X,X,X,O,X,O
JZOTLIS,O,O,X,X,O,O,X
JZOTLSI,O,O,X,O,O,O,X
JZOTSIL,O,O,X,O,O,X,O
JZOTSLI,O,O,X,O,O,X,X
JZOITLS,O,O,X,X,O,X,X
JZOITSL,O,X,X,X,O,X,O
JZOILTS,O,O,X,X,X,O,X
JZOILST,O,O,X,O,O,X,X
JZOISTL,O,O,X,O,O,X,O
JZOISLT,O,O,X,O,O,X,X
JZOLTIS,O,O,X,X,X,O,X
JZOLTSI,O,O,X,O,X,O,X
JZOLITS,O,O,X,X,X,O,X
JZOLIST,O,O,O,O,O,X,X
JZOLSTI,O,O,O,O,O,O,X
JZOLSIT,O,O,O,O,O,X,X
JZOSTIL,O,O,O,O,O,X,X
JZOSTLI,O,O,O,O,O,X,X
JZOSITL,O,O,O,O,O,X,X
JZOSILT,O,O,O,O,O,X,X
JZOSLTI,O,O,O,O,O,O,X
JZOSLIT,O,O,O,O,O,X,X
JOTILSZ,O,X,O,X,X,O,X
JOTILZS,O,X,O,X,O,O,X
JOTISLZ,O,O,O,X,X,O,X
JOTISZL,O,O,O,X,O,O,X
JOTIZLS,O,O,X,X,O,O,X
JOTIZSL,O,O,X,X,O,O,X
JOTLISZ,O,X,O,X,X,O,X
JOTLIZS,O,X,O,X,O,O,X
JOTLSIZ,O,O,O,X,X,O,X
JOTLSZI,O,O,O,X,X,O,X
JOTLZIS,O,O,O,X,O,O,X
JOTLZSI,O,O,O,X,O,O,X
JOTSILZ,O,O,O,X,X,O,X
JOTSIZL,O,O,O,X,O,O,X
JOTSLIZ,O,O,O,X,X,O,X
JOTSLZI,O,O,O,X,X,O,X
JOTSZIL,O,O,O,X,O,O,X
JOTSZLI,O,O,O,X,O,O,X
JOTZILS,O,O,X,X,O,O,X
JOTZISL,O,O,X,X,O,O,X
JOTZLIS,O,O,O,X,O,O,X
JOTZLSI,O,O,O,X,O,O,X
JOTZSIL,O,O,O,X,O,O,X
JOTZSLI,O,O,O,X,O,O,X
JOITLSZ,O,X,X,X,X,O,X
JOITLZS,O,X,X,X,O,O,X
JOITSLZ,O,X,X,X,X,O,X
JOITSZL,O,X,X,X,O,O,X
JOITZLS,O,X,X,X,O,O,X
JOITZSL,O,X,X,X,O,O,X
JOILTSZ,X,X,O,X,X,O,X
JOILTZS,X,X,X,X,X,O,X
JOILSTZ,X,X,O,X,X,X,X
JOILSZT,X,X,O,X,X,X,X
JOILZTS,X,X,X,X,X,O,X
JOILZST,X,X,O,X,O,X,X
JOISTLZ,O,X,X,X,X,X,X
JOISTZL,O,X,X,X,X,X,X
JOISLTZ,X,O,O,X,X,X,X
JOISLZT,X,O,O,X,X,X,X
JOISZTL,O,O,O,X,O,X,O
JOISZLT,O,O,O,X,O,X,X
JOIZTLS,O,O,X,X,O,X,X
JOIZTSL,X,X,X,X,O,X,O
JOIZLTS,O,O,X,X,X,O,X
JOIZLST,O,O,X,X,O,X,X
JOIZSTL,O,O,X,X,O,X,O
JOIZSLT,O,O,X,X,O,X,X
JOLTISZ,X,X,O,X,X,O,X
JOLTIZS,X,X,O,X,X,O,X
JOLTSIZ,X,X,O,X,X,O,X
JOLTSZI,X,X,O,X,X,O,X
JOLTZIS,X,X,O,X,X,O,X
JOLTZSI,X,X,O,X,X,O,X
JOLITSZ,X,X,O,X,X,O,X
JOLITZS,X,X,O,X,X,O,X
JOLISTZ,X,X,O,X,X,X,X
JOLISZT,X,X,O,X,X,X,X
JOLIZTS,X,X,X,X,X,O,X
JOLIZST,X,X,O,X,O,X,X
JOLSTIZ,X,O,O,X,X,X,X
JOLSTZI,X,O,O,X,X,X,X
JOLSITZ,X,O,O,X,X,X,X
JOLSIZT,X,O,O,X,X,X,X
JOLSZTI,X,O,O,X,X,O,X
JOLSZIT,X,O,O,X,X,X,X
JOLZTIS,X,O,X,X,X,O,X
JOLZTSI,X,O,X,O,X,O,X
JOLZITS,X,O,X,X,X,O,X
JOLZIST,X,O,O,O,O,X,X
JOLZSTI,X,O,O,O,O,O,X
JOLZSIT,X,O,O,O,O,X,X
JOSTILZ,O,O,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X
JOSTLIZ,O,O,O,X,X,X,X
JOSTLZI,O,O,O,X,X,X,X
JOSTZIL,O,O,O,X,X,X,X
JOSTZLI,O,O,O,X,X,X,X
JOSITLZ,O,X,X,X,X,X,X
JOSITZL,O,X,X,X,X,X,X
JOSILTZ,X,O,O,X,X,X,X
JOSILZT,X,O,O,X,X,X,X
JOSIZTL,O,O,O,X,O,X,X
JOSIZLT,O,O,O,X,O,X,X
JOSLTIZ,O,O,O,X,X,X,X
JOSLTZI,O,O,O,X,X,X,X
JOSLITZ,X,O,O,X,X,X,X
JOSLIZT,X,O,O,X,X,X,X
JOSLZTI,X,O,O,X,X,O,X
JOSLZIT,X,O,O,X,X,X,X
JOSZTIL,O,O,O,X,O,X,X
JOSZTLI,O,O,O,X,O,X,X
JOSZITL,O,O,O,X,O,X,X
JOSZILT,O,O,O,X,O,X,X
JOSZLTI,O,O,O,X,O,O,X
JOSZLIT,O,O,O,X,O,X,X
JOZTILS,O,O,X,X,O,X,X
JOZTISL,O,X,X,X,O,X,O
JOZTLIS,O,O,X,X,O,O,X
JOZTLSI,O,O,X,O,O,O,X
JOZTSIL,O,O,X,O,O,X,O
JOZTSLI,O,O,X,O,O,X,X
JOZITLS,O,O,X,X,O,X,X
JOZITSL,O,X,X,X,O,X,O
JOZILTS,O,O,X,X,X,O,X
JOZILST,O,O,X,O,O,X,X
JOZISTL,O,O,O,O,O,X,O
JOZISLT,O,O,O,O,O,X,X
JOZLTIS,O,O,X,X,X,O,X
JOZLTSI,O,O,X,O,X,O,X
JOZLITS,O,O,X,X,X,O,X
JOZLIST,O,O,O,O,O,X,X
JOZLSTI,O,O,O,O,O,O,X
JOZLSIT,O,O,O,O,O,X,X
JOZSTIL,O,O,O,O,O,X,X
JOZSTLI,O,O,O,O,O,X,X
JOZSITL,O,O,O,O,O,X,X
JOZSILT,O,O,O,O,O,X,X
JOZSLTI,O,O,O,O,O,O,X
JOZSLIT,O,O,O,O,O,X,X
STILJZO,O,O,O,X,X,O,X
STILJOZ,O,O,O,X,X,O,X
STILZJO,O,O,O,X,X,X,X
STILZOJ,O,O,O,X,X,X,X
STILOJZ,O,O,O,X,X,O,X
STILOZJ,O,O,O,X,X,X,X
STIJLZO,O,O,O,X,X,O,X
STIJLOZ,O,O,O,X,X,O,X
STIJZLO,O,O,O,X,O,O,X
STIJZOL,O,O,O,X,O,O,X
STIJOLZ,O,O,O,X,X,O,X
STIJOZL,O,O,O,X,O,O,X
STIZLJO,O,O,O,X,O,X,X
STIZLOJ,O,O,O,X,O,X,X
STIZJLO,O,O,O,X,O,X,X
STIZJOL,O,O,O,X,O,X,X
STIZOLJ,O,O,X,X,O,X,X
STIZOJL,O,O,O,X,O,X,X
STIOLJZ,O,O,O,X,X,O,X
STIOLZJ,O,O,O,X,X,X,X
STIOJLZ,O,O,O,X,X,O,X
STIOJZL,O,O,O,X,O,O,X
STIOZLJ,O,O,O,X,O,X,X
STIOZJL,O,O,O,X,O,X,X
STLIJZO,O,O,O,X,X,O,X
STLIJOZ,O,O,O,X,X,O,X
STLIZJO,O,O,O,X,X,X,X
STLIZOJ,O,O,O,X,X,X,X
STLIOJZ,O,O,O,X,X,O,X
STLIOZJ,O,O,O,X,X,X,X
STLJIZO,O,O,O,X,X,O,X
STLJIOZ,O,O,O,X,X,O,X
STLJZIO,O,O,O,O,X,O,X
STLJZOI,O,O,O,O,X,O,X
STLJOIZ,O,O,O,X,X,O,X
STLJOZI,O,O,O,O,X,O,X
STLZIJO,O,O,O,O,X,X,X
STLZIOJ,O,O,O,O,X,X,X
STLZJIO,O,O,O,O,X,X,X
STLZJOI,O,O,O,O,X,X,X
STLZOIJ,O,O,O,O,X,X,X
STLZOJI,O,O,O,O,X,X,X
STLOIJZ,O,O,O,X,X,O,X
STLOIZJ,O,O,O,X,X,X,X
STLOJIZ,O,O,O,X,X,O,X
STLOJZI,O,O,O,O,X,O,X
STLOZIJ,O,O,O,O,X,X,X
STLOZJI,O,O,O,O,X,X,X
STJILZO,O,O,O,X,X,O,X
STJILOZ,O,O,O,X,X,O,X
STJIZLO,O,O,O,X,O,O,X
STJIZOL,O,O,O,X,O,O,X
STJIOLZ,O,O,O,X,X,O,X
STJIOZL,O,O,O,X,O,O,X
STJLIZO,O,O,O,X,X,O,X
STJLIOZ,O,O,O,X,X,O,X
STJLZIO,O,O,O,O,X,O,X
STJLZOI,O,O,O,O,X,O,X
STJLOIZ,O,O,O,X,X,O,X
STJLOZI,O,O,O,O,X,O,X
STJZILO,O,O,O,O,O,O,X
STJZIOL,O,O,O,O,O,O,X
STJZLIO,O,O,O,O,O,O,X
STJZLOI,O,O,O,O,O,O,X
STJZOIL,O,O,O,O,O,O,X
STJZOLI,O,O,O,O,O,O,X
STJOILZ,O,O,O,X,X,O,X
STJOIZL,O,O,O,X,O,O,X
STJOLIZ,O,O,O,X,X,O,X
STJOLZI,O,O,O,O,X,O,X
STJOZIL,O,O,O,O,O,O,X
STJOZLI,O,O,O,O,O,O,X
STZILJO,O,O,O,O,O,X,X
STZILOJ,O,O,O,O,O,X,X
STZIJLO,O,O,O,O,O,X,X
STZIJOL,O,O,O,O,O,X,X
STZIOLJ,O,O,X,O,O,X,X
STZIOJL,O,O,O,O,O,X,X
STZLIJO,O,O,O,O,O,X,X
STZLIOJ,O,O,O,O,O,X,X
STZLJIO,O,O,O,O,O,X,X
STZLJOI,O,O,O,O,O,X,X
STZLOIJ,O,O,O,O,O,X,X
STZLOJI,O,O,O,O,O,X,X
STZJILO,O,O,O,O,O,X,X
STZJIOL,O,O,O,O,O,X,X
STZJLIO,O,O,O,O,O,X,X
STZJLOI,O,O,O,O,O,X,X
STZJOIL,O,O,O,O,O,X,X
STZJOLI,O,O,O,O,O,X,X
STZOILJ,O,O,O,O,O,X,X
STZOIJL,O,O,O,O,O,X,X
STZOLIJ,O,O,O,O,O,X,X
STZOLJI,O,O,O,O,O,X,X
STZOJIL,O,O,O,O,O,X,X
STZOJLI,O,O,O,O,O,X,X
STOILJZ,O,O,O,X,X,O,X
STOILZJ,O,O,O,X,X,X,X
STOIJLZ,O,O,O,X,X,O,X
STOIJZL,O,O,O,X,O,O,X
STOIZLJ,O,O,O,X,O,X,X
STOIZJL,O,O,O,X,O,X,X
STOLIJZ,O,O,O,X,X,O,X
STOLIZJ,O,O,O,X,X,X,X
STOLJIZ,O,O,O,X,X,O,X
STOLJZI,O,O,O,O,X,O,X
STOLZIJ,O,O,O,O,X,X,X
STOLZJI,O,O,O,O,X,X,X
STOJILZ,O,O,O,X,X,O,X
STOJIZL,O,O,O,X,O,O,X
STOJLIZ,O,O,O,X,X,O,X
STOJLZI,O,O,O,O,X,O,X
STOJZIL,O,O,O,O,O,O,X
STOJZLI,O,O,O,O,O,O,X
STOZILJ,O,O,O,O,O,X,X
STOZIJL,O,O,O,O,O,X,X
STOZLIJ,O,O,O,O,O,X,X
STOZLJI,O,O,O,O,O,X,X
STOZJIL,O,O,O,O,O,X,X
STOZJLI,O,O,O,O,O,X,X
SITLJZO,O,O,X,X,X,O,X
SITLJOZ,O,O,X,X,X,O,X
SITLZJO,O,O,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,X
SITLOJZ,O,O,X,X,X,O,X
SITLOZJ,O,O,X,X,X,X,X
SITJLZO,O,O,X,X,X,O,X
SITJLOZ,O,O,X,X,X,O,X
SITJZLO,O,O,X,X,O,O,X
SITJZOL,O,O,X,X,O,O,X
SITJOLZ,O,O,X,X,X,O,X
SITJOZL,O,O,X,X,O,O,X
SITZLJO,O,O,X,X,O,X,X
SITZLOJ,O,O,X,X,O,X,O
SITZJLO,O,O,X,X,O,X,X
SITZJOL,O,O,X,X,O,X,O
SITZOLJ,O,O,X,X,O,X,O
SITZOJL,O,O,X,X,O,X,O
SITOLJZ,O,O,X,X,X,O,X
SITOLZJ,O,O,X,X,X,X,X
SITOJLZ,O,O,X,X,X,O,X
SITOJZL,O,O,X,X,O,O,X
SITOZLJ,O,O,X,X,O,X,O
SITOZJL,O,O,X,X,O,X,O
SILTJZO,O,O,O,X,X,O,X
SILTJOZ,O,O,X,X,X,O,X
SILTZJO,O,O,O,X,X,X,X
SILTZOJ,O,O,X,X,X,X,X
SILTOJZ,O,O,X,X,X,O,X
SILTOZJ,O,O,X,X,X,X,X
SILJTZO,O,O,O,X,X,X,X
SILJTOZ,O,O,X,X,X,X,X
SILJZTO,O,O,O,X,X,X,X
SILJZOT,O,O,O,X,X,X,X
SILJOTZ,X,O,O,X,X,X,X
SILJOZT,X,O,O,X,X,X,X
SILZTJO,O,O,O,X,X,X,X
SILZTOJ,O,O,X,X,X,X,O
SILZJTO,O,O,O,X,X,X,X
SILZJOT,O,O,O,X,X,X,X
SILZOTJ,O,O,X,X,X,X,O
SILZOJT,O,O,O,X,X,X,X
SILOTJZ,X,O,O,X,X,O,X
SILOTZJ,X,O,O,X,X,X,X
SILOJTZ,X,O,O,X,X,X,X
SILOJZT,X,O,O,X,X,X,X
SILOZTJ,X,O,O,X,X,X,O
SILOZJT,X,O,O,X,X,X,X
SIJTLZO,O,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X
SIJTZLO,O,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X
SIJTOZL,O,X,X,X,X,X,X
SIJLTZO,O,O,O,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,X
SIJLZTO,O,O,O,X,X,X,X
SIJLZOT,O,O,O,X,X,X,X
SIJLOTZ,X,O,O,X,X,X,X
SIJLOZT,X,O,O,X,X,X,X
SIJZTLO,O,O,O,X,X,X,X
SIJZTOL,O,O,X,X,O,X,O
SIJZLTO,O,O,O,X,X,X,X
SIJZLOT,O,O,O,X,O,X,X
SIJZOTL,O,O,X,X,O,X,O
SIJZOLT,O,O,O,X,O,X,X
SIJOTLZ,O,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X
SIJOLTZ,X,O,O,X,X,X,X
SIJOLZT,X,O,O,X,X,X,X
SIJOZTL,O,O,O,X,O,X,O
SIJOZLT,O,O,O,X,O,X,X
SIZTLJO,O,O,X,X,O,X,X
SIZTLOJ,O,O,X,X,O,X,O
SIZTJLO,O,O,O,X,O,X,X
SIZTJOL,O,O,X,X,O,X,O
SIZTOLJ,O,O,X,X,O,X,O
SIZTOJL,O,O,X,X,O,X,O
SIZLTJO,O,O,O,X,X,X,X
SIZLTOJ,O,O,X,X,X,X,O
SIZLJTO,O,O,O,X,X,X,X
SIZLJOT,O,O,O,X,O,X,X
