sequence,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBRhB0mB6sBlp?B2wB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFxgBymB0lB+sBlp?B3rB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBamBUiBWsBlp?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF2lBRhBfsB6sBlp?BUrB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBRhBKrBGnBlp?BUsB,v115@EhC8HeB8HeC8AeB8DeB8Je2EJvhFRgBUiBfrB6rBlp?BTsB,v115@EhC8HeB8HeC8AeB8DeB8JeOEJvhFXgBlhBUmBTnBCq?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFmgBqmB/nB0lBlp?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFigBfrBxmBUnBlp?BWxB,v115@EhC8HeB8HeC8AeB8DeB8JeRAJvhFUiBypBGrBTsB/p?BFrB,v115@EhC8HeB8HeC8AeB8DeB8Jel/IvhFclB/pBxmBGrBTs?BirB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBxmBarBUnBlp?BWxB,v115@EhC8HeB8HeC8AeB8DeB8JeSFJvhF/pBxmBmkBlmBUr?BTsB
JILOTZS,X,X,X,X,X,X,O,X,X,X,X,X,X
JILOSTZ,O,X,O,X,X,X,O,X,X,X,X,X,X
JILOSZT,X,X,O,X,X,X,O,X,X,X,X,X,X
JILOZTS,X,X,X,X,X,X,O,X,X,X,X,X,X
JILOZST,X,X,O,X,X,X,O,X,X,X,X,X,X
JISTLZO,O,O,O,X,X,X,X,O,O,X,X,X,X
JISTLOZ,O,O,O,X,X,X,X,O,O,X,X,O,X
JISTZLO,O,O,O,X,X,X,X,O,O,X,X,X,X
JISTZOL,O,O,O,X,X,X,X,O,O,X,X,O,X
JISTOLZ,O,O,O,X,X,X,X,O,O,X,X,O,X
JISTOZL,O,O,O,X,X,X,X,O,O,X,X,O,X
JISLTZO,O,O,O,X,X,X,O,O,O,X,X,X,X
JISLTOZ,O,O,O,X,X,X,O,O,O,X,X,O,X
JISLZTO,O,O,O,X,X,X,O,O,O,X,X,X,X
JISLZOT,O,O,O,X,X,X,O,O,X,X,X,X,X
JISLOTZ,O,O,O,X,X,X,O,X,O,X,X,X,X
JISLOZT,X,O,O,X,X,X,O,X,X,X,X,X,X
JISZTLO,O,O,O,X,X,X,O,O,O,X,X,X,X
JISZTOL,O,O,O,X,X,X,O,O,O,X,X,O,X
JISZLTO,O,O,O,X,X,X,O,O,O,X,X,X,X
JISZLOT,X,O,O,X,X,X,X,O,X,X,X,X,X
JISZOTL,O,O,O,X,X,X,O,X,X,X,X,X,X
JISZOLT,X,O,O,X,X,X,X,X,X,X,X,X,X
JISOTLZ,O,X,O,X,X,X,O,X,O,X,X,O,X
JISOTZL,O,X,O,X,X,X,O,X,O,X,X,O,X
JISOLTZ,X,X,O,X,X,X,O,X,O,X,X,X,X
JISOLZT,X,X,O,X,X,X,O,X,X,X,X,X,X
JISOZTL,X,X,O,X,X,X,O,X,X,X,X,X,X
JISOZLT,X,X,O,X,X,X,O,X,X,X,X,X,X
JIZTLSO,X,O,O,X,X,X,O,X,X,X,X,X,X
JIZTLOS,X,O,O,X,X,X,X,X,X,X,X,X,X
JIZTSLO,O,O,O,X,X,X,O,O,X,X,X,X,X
JIZTSOL,O,O,O,X,X,X,O,O,X,X,X,O,X
JIZTOLS,X,O,O,X,X,X,X,X,X,X,X,X,X
JIZTOSL,O,O,O,X,X,X,O,O,X,X,X,O,X
JIZLTSO,X,O,O,X,X,X,O,X,X,X,X,X,X
JIZLTOS,X,O,O,X,X,X,O,X,X,X,X,X,X
JIZLSTO,O,O,O,X,X,X,O,X,X,X,X,X,X
JIZLSOT,X,X,O,X,X,X,O,X,X,X,X,X,X
JIZLOTS,X,O,X,X,X,X,O,X,X,X,X,X,X
JIZLOST,X,X,O,X,X,X,O,X,X,X,X,X,X
JIZSTLO,O,O,O,X,X,X,O,O,X,X,X,X,X
JIZSTOL,O,O,O,X,X,X,O,O,X,X,X,O,X
JIZSLTO,O,O,O,X,X,X,O,O,X,X,X,X,X
JIZSLOT,X,O,O,X,X,X,X,O,X,X,X,X,X
JIZSOTL,O,O,O,X,X,X,O,X,X,X,X,X,X
JIZSOLT,X,O,O,X,X,X,X,X,X,X,X,X,X
JIZOTLS,X,O,O,X,X,X,O,X,X,X,X,X,X
JIZOTSL,X,O,O,X,X,X,O,X,X,X,X,X,X
JIZOLTS,X,O,X,X,X,X,O,X,X,X,X,X,X
JIZOLST,X,X,O,X,X,X,O,X,X,X,X,X,X
JIZOSTL,O,X,O,X,X,X,O,X,X,X,X,X,X
JIZOSLT,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOTLSZ,X,X,O,X,X,X,O,X,X,X,X,O,X
JIOTLZS,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOTSLZ,X,X,O,X,X,X,O,X,X,X,X,O,X
JIOTSZL,X,X,O,X,X,X,O,X,X,X,X,O,X
JIOTZLS,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOTZSL,X,X,O,X,X,X,O,X,X,X,X,O,X
JIOLTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOLTZS,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOLSTZ,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOLSZT,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOLZTS,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOLZST,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOSTLZ,X,X,O,X,X,X,O,X,X,X,X,O,X
JIOSTZL,X,X,O,X,X,X,O,X,X,X,X,O,X
JIOSLTZ,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOSLZT,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOSZTL,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOSZLT,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOZTLS,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOZTSL,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOZLTS,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOZLST,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOZSTL,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOZSLT,X,X,O,X,X,X,O,X,X,X,X,X,X
JLTISZO,O,X,X,O,X,X,O,X,X,X,X,X,X
JLTISOZ,O,X,X,O,X,X,O,X,X,X,X,O,X
JLTIZSO,O,X,X,X,X,O,O,X,X,X,X,X,X
JLTIZOS,O,X,X,X,X,X,O,X,X,X,X,X,X
JLTIOSZ,O,X,X,O,X,X,O,X,X,X,X,O,X
JLTIOZS,O,X,X,X,X,X,O,X,X,X,X,X,X
JLTSIZO,O,O,X,O,X,X,O,X,O,X,X,X,X
JLTSIOZ,O,O,X,O,O,X,O,X,O,X,X,O,X
JLTSZIO,O,O,X,O,O,O,O,X,O,X,X,X,X
JLTSZOI,O,O,X,O,O,O,O,X,O,X,X,X,X
JLTSOIZ,O,O,X,O,O,X,X,X,O,X,X,O,X
JLTSOZI,O,O,X,O,O,X,X,X,O,X,X,X,X
JLTZISO,O,O,X,O,X,O,O,X,X,X,X,X,X
JLTZIOS,O,O,X,O,X,X,X,X,X,X,X,X,X
JLTZSIO,O,O,X,O,O,O,O,X,X,X,X,X,X
JLTZSOI,O,O,X,O,O,O,O,X,X,X,X,X,X
JLTZOIS,O,O,X,O,X,X,X,X,X,X,X,X,X
JLTZOSI,O,O,X,O,O,O,O,X,X,X,X,X,X
JLTOISZ,O,X,X,O,X,X,X,X,X,X,X,O,X
JLTOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLTOSIZ,O,O,X,O,O,X,X,X,O,X,X,O,X
JLTOSZI,O,O,X,O,O,X,X,X,O,X,X,X,X
JLTOZIS,O,O,X,O,X,X,X,X,X,X,X,X,X
JLTOZSI,O,O,X,O,O,O,X,X,X,X,X,X,X
JLITSZO,O,X,X,X,X,X,O,X,X,X,X,X,X
JLITSOZ,O,X,X,X,X,X,O,X,X,X,X,O,X
JLITZSO,O,X,X,X,X,X,O,X,X,X,X,X,X
JLITZOS,O,X,X,X,X,X,O,X,X,X,X,X,X
JLITOSZ,O,X,X,X,X,X,O,X,X,X,X,O,X
JLITOZS,O,X,X,X,X,X,O,X,X,X,X,X,X
JLISTZO,O,X,X,O,X,X,O,X,X,X,X,X,X
JLISTOZ,O,X,X,O,O,X,O,X,X,X,X,O,X
JLISZTO,O,X,X,X,X,X,O,X,X,X,X,X,X
JLISZOT,O,X,X,X,X,X,O,X,X,X,X,X,X
JLISOTZ,O,X,X,X,X,X,O,X,X,X,X,X,X
JLISOZT,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIZTSO,O,X,X,X,X,X,O,X,X,X,X,X,X
JLIZTOS,O,X,X,X,X,X,O,X,X,X,X,X,X
JLIZSTO,O,X,X,X,X,X,O,X,X,X,X,X,X
JLIZSOT,O,X,X,X,X,X,O,X,X,X,X,X,X
JLIZOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIZOST,O,X,X,X,X,X,O,X,X,X,X,X,X
JLIOTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIOTZS,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIOSTZ,O,X,X,X,X,X,O,X,X,X,X,X,X
JLIOSZT,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIOZTS,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIOZST,X,X,X,X,X,X,O,X,X,X,X,X,X
JLSTIZO,O,O,X,O,X,X,O,X,O,X,X,X,X
JLSTIOZ,O,O,X,O,O,X,O,X,O,X,X,O,X
JLSTZIO,O,O,X,O,O,X,O,X,O,X,X,X,X
JLSTZOI,O,O,X,O,O,X,O,X,O,X,X,X,X
JLSTOIZ,O,O,X,O,O,X,X,X,O,X,X,O,X
JLSTOZI,O,O,X,O,O,X,X,X,O,X,X,X,X
JLSITZO,O,O,X,O,X,X,O,X,O,X,X,X,X
JLSITOZ,O,O,X,O,O,X,O,X,O,X,X,O,X
JLSIZTO,O,O,X,X,X,X,O,X,O,X,X,X,X
JLSIZOT,O,O,X,X,X,X,O,X,X,X,X,X,X
JLSIOTZ,O,O,X,X,X,X,O,X,O,X,X,X,X
JLSIOZT,X,O,X,X,X,X,O,X,X,X,X,X,X
JLSZTIO,O,O,X,X,O,X,O,X,O,X,X,X,X
JLSZTOI,O,O,X,X,O,X,O,X,O,X,X,X,X
JLSZITO,O,O,X,X,O,X,O,X,O,X,X,X,X
JLSZIOT,O,O,X,X,X,X,O,X,X,X,X,X,X
JLSZOTI,O,O,X,X,X,X,O,X,X,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X,X,X,X,X,X,X
JLSOTIZ,O,O,X,X,X,X,X,X,O,X,X,X,X
JLSOTZI,O,O,X,X,X,X,X,X,O,X,X,X,X
JLSOITZ,O,O,X,X,X,X,O,X,O,X,X,X,X
JLSOIZT,X,O,X,X,X,X,O,X,X,X,X,X,X
JLSOZTI,O,O,X,X,X,X,O,X,X,X,X,X,X
JLSOZIT,O,O,X,X,X,X,X,X,X,X,X,X,X
JLZTISO,O,O,X,O,X,O,O,X,X,X,X,X,X
JLZTIOS,O,O,X,O,X,X,X,X,X,X,X,X,X
JLZTSIO,O,O,X,O,O,O,O,X,X,X,X,X,X
JLZTSOI,O,O,X,O,O,O,O,X,X,X,X,X,X
JLZTOIS,O,O,X,O,X,X,X,X,X,X,X,X,X
JLZTOSI,O,O,X,O,O,O,O,X,X,X,X,X,X
JLZITSO,O,O,X,O,X,X,O,X,X,X,X,X,X
JLZITOS,O,O,X,O,X,X,O,X,X,X,X,X,X
JLZISTO,O,O,X,O,O,X,O,X,X,X,X,X,X
JLZISOT,O,X,X,O,X,X,O,X,X,X,X,X,X
JLZIOTS,X,O,X,X,X,X,O,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,O,X,X,X,X,X,X
JLZSTIO,O,O,X,O,O,O,O,X,X,X,X,X,X
JLZSTOI,O,O,X,O,O,O,O,X,X,X,X,X,X
JLZSITO,O,O,X,O,O,X,O,X,X,X,X,X,X
JLZSIOT,O,O,X,O,X,X,O,X,X,X,X,X,X
JLZSOTI,O,O,X,O,X,X,O,X,X,X,X,X,X
JLZSOIT,O,O,X,O,X,X,X,X,X,X,X,X,X
JLZOTIS,O,O,X,O,X,X,X,X,X,X,X,X,X
JLZOTSI,O,O,X,O,X,X,O,X,X,X,X,X,X
JLZOITS,X,O,X,X,X,X,X,X,X,X,X,X,X
JLZOIST,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZOSTI,O,X,X,O,X,X,O,X,X,X,X,X,X
JLZOSIT,O,X,X,O,X,X,X,X,X,X,X,X,X
JLOTISZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTIZS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTZIS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTZSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOITSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JLOITZS,X,X,X,X,X,X,O,X,X,O,X,X,X
JLOISTZ,O,X,X,X,X,X,O,X,X,O,X,X,X
JLOISZT,X,X,X,X,X,X,O,X,X,O,X,X,X
JLOIZTS,X,X,X,X,X,X,O,X,X,O,X,X,X
JLOIZST,X,X,X,X,X,X,O,X,X,O,X,X,X
JLOSTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOSTZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOSITZ,O,X,X,X,X,X,O,X,X,O,X,X,X
JLOSIZT,X,X,X,X,X,X,O,X,X,O,X,X,X
JLOSZTI,O,X,X,X,X,X,O,X,X,O,X,X,X
JLOSZIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOZTIS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOZTSI,O,X,X,X,X,X,O,X,X,O,X,X,X
JLOZITS,X,X,X,X,X,X,X,X,X,O,X,X,X
JLOZIST,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOZSTI,O,X,X,X,X,X,O,X,X,O,X,X,X
JLOZSIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSTILZO,O,O,O,X,X,O,X,X,O,X,X,X,X
JSTILOZ,O,O,O,O,X,O,X,X,O,X,X,O,X
JSTIZLO,O,O,O,X,X,O,X,X,O,X,X,X,X
JSTIZOL,O,O,O,O,X,O,X,X,O,X,X,O,X
JSTIOLZ,O,O,O,O,O,O,X,X,O,X,X,O,X
JSTIOZL,O,O,O,O,X,O,X,X,O,X,X,O,X
JSTLIZO,O,O,X,X,X,O,X,X,O,X,X,X,X
JSTLIOZ,O,O,X,O,O,O,X,X,O,X,X,O,X
JSTLZIO,O,O,X,X,O,O,X,X,O,X,X,X,X
JSTLZOI,O,O,X,X,O,O,X,X,O,X,X,X,X
JSTLOIZ,O,O,X,O,O,O,X,X,O,X,X,O,X
JSTLOZI,O,O,X,X,O,O,X,X,O,X,X,X,X
JSTZILO,O,O,X,X,X,O,X,X,O,X,X,X,X
JSTZIOL,O,O,X,O,X,O,X,X,O,X,X,O,X
JSTZLIO,O,O,X,X,X,O,X,X,O,X,X,X,X
JSTZLOI,O,O,X,X,X,O,X,X,O,X,X,X,X
JSTZOIL,O,O,X,O,X,O,X,X,O,X,O,O,X
JSTZOLI,O,O,X,X,X,O,X,X,O,X,O,X,X
JSTOILZ,O,O,O,O,O,O,X,X,O,X,X,O,X
JSTOIZL,O,O,O,O,X,O,X,X,O,X,O,O,X
JSTOLIZ,O,O,X,O,O,O,X,X,O,X,X,O,X
JSTOLZI,O,O,X,X,O,O,X,X,O,X,X,X,X
JSTOZIL,O,O,X,O,X,O,X,X,O,X,O,O,X
JSTOZLI,O,O,X,X,X,O,X,X,O,X,O,X,X
JSITLZO,O,O,O,X,X,X,X,X,O,X,X,X,X
JSITLOZ,O,O,O,O,X,X,X,X,O,X,X,O,X
JSITZLO,O,O,O,X,X,X,X,X,O,X,X,X,X
JSITZOL,O,O,O,O,X,X,X,X,O,X,X,O,X
JSITOLZ,O,O,O,O,O,X,X,X,O,X,X,O,X
JSITOZL,O,O,O,O,X,X,X,X,O,X,X,O,X
JSILTZO,O,O,O,X,X,X,O,X,O,X,X,X,X
JSILTOZ,O,O,O,X,X,X,O,X,O,X,X,O,X
JSILZTO,O,O,O,X,X,X,O,X,O,X,X,X,X
JSILZOT,O,O,O,X,X,X,O,X,X,X,X,X,X
JSILOTZ,O,O,O,X,X,X,O,X,O,X,X,X,X
JSILOZT,X,O,O,X,X,X,O,X,X,X,X,X,X
JSIZTLO,O,O,O,X,X,X,O,X,O,X,X,X,X
JSIZTOL,O,O,O,X,X,X,O,X,O,X,X,O,X
JSIZLTO,O,O,O,X,X,X,O,X,O,X,X,X,X
JSIZLOT,X,O,O,X,X,X,X,X,X,X,X,X,X
JSIZOTL,O,O,O,X,X,X,O,X,X,X,X,X,X
JSIZOLT,X,O,O,X,X,X,X,X,X,X,X,X,X
JSIOTLZ,O,X,O,X,X,X,O,X,O,X,X,O,X
JSIOTZL,O,X,O,X,X,X,O,X,O,X,X,O,X
JSIOLTZ,X,X,O,X,X,X,O,X,O,X,X,X,X
JSIOLZT,X,X,O,X,X,X,O,X,X,X,X,X,X
JSIOZTL,X,X,O,X,X,X,O,X,X,X,X,X,X
JSIOZLT,X,X,O,X,X,X,O,X,X,X,X,X,X
JSLTIZO,O,O,X,X,X,O,O,X,O,X,X,X,X
JSLTIOZ,O,O,X,X,O,O,O,X,O,X,X,O,X
JSLTZIO,O,O,X,X,O,O,O,X,O,X,X,X,X
JSLTZOI,O,O,X,X,O,O,O,X,O,X,X,X,X
JSLTOIZ,O,O,X,X,O,O,X,X,O,X,X,O,X
JSLTOZI,O,O,X,X,O,O,X,X,O,X,X,X,X
JSLITZO,O,O,X,X,X,X,O,X,O,X,X,X,X
JSLITOZ,O,O,X,X,O,X,O,X,O,X,X,O,X
JSLIZTO,O,O,X,X,X,X,O,X,O,X,X,X,X
JSLIZOT,O,O,X,X,X,X,O,X,X,X,X,X,X
JSLIOTZ,O,O,X,X,X,X,O,X,O,X,X,X,X
JSLIOZT,X,O,X,X,X,X,O,X,X,X,X,X,X
JSLZTIO,O,O,X,X,O,O,O,X,O,X,X,X,X
JSLZTOI,O,O,X,X,O,O,O,X,O,X,X,X,X
JSLZITO,O,O,X,X,O,X,O,X,O,X,X,X,O
JSLZIOT,O,O,X,X,X,X,O,X,X,X,X,X,O
JSLZOTI,O,O,X,X,X,X,O,X,X,X,X,X,X
JSLZOIT,O,O,X,X,X,X,X,X,X,X,X,X,O
JSLOTIZ,O,O,X,X,X,X,X,X,O,X,X,X,X
JSLOTZI,O,O,X,X,X,X,X,X,O,X,X,X,X
JSLOITZ,O,O,X,X,X,X,O,X,O,X,X,X,O
JSLOIZT,X,O,X,X,X,X,O,X,X,X,X,X,O
JSLOZTI,O,O,X,X,X,X,O,X,X,X,X,X,X
JSLOZIT,O,O,X,X,X,X,X,X,X,X,X,X,O
JSZTILO,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZTIOL,O,O,X,X,X,X,X,X,O,X,X,O,X
JSZTLIO,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZTLOI,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZTOIL,O,O,X,X,X,X,X,X,O,X,O,O,X
JSZTOLI,O,O,X,X,X,X,X,X,O,X,O,X,X
JSZITLO,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZITOL,O,O,X,X,X,X,X,X,O,X,X,O,X
JSZILTO,O,O,X,X,X,X,X,X,O,X,X,X,O
JSZILOT,X,O,X,X,X,X,X,X,X,X,X,X,O
JSZIOTL,O,O,X,X,X,X,X,X,X,X,X,X,X
JSZIOLT,X,O,X,X,X,X,X,X,X,X,X,X,X
JSZLTIO,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZLTOI,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZLITO,O,O,X,X,X,X,X,X,O,X,X,X,O
JSZLIOT,O,O,X,X,X,X,X,X,X,X,X,X,O
JSZLOTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JSZLOIT,O,O,X,X,X,X,X,X,X,X,X,X,O
JSZOTIL,O,O,X,X,X,X,X,X,X,X,O,X,X
JSZOTLI,O,O,X,X,X,X,X,X,X,X,O,X,X
JSZOITL,O,O,X,X,X,X,X,X,X,X,O,X,X
JSZOILT,X,O,X,X,X,X,X,X,X,X,O,X,O
JSZOLTI,X,O,X,X,X,X,X,X,X,X,O,X,X
JSZOLIT,X,O,X,X,X,X,X,X,X,X,O,X,O
JSOTILZ,O,O,X,X,X,O,X,X,O,X,X,O,X
JSOTIZL,O,O,X,X,X,O,X,X,O,X,O,O,X
JSOTLIZ,O,O,X,X,X,O,X,X,O,X,X,O,X
JSOTLZI,O,O,X,X,X,O,X,X,O,X,X,X,X
JSOTZIL,O,O,X,X,X,O,X,X,O,X,O,O,X
JSOTZLI,O,O,X,X,X,O,X,X,O,X,O,X,X
JSOITLZ,O,X,X,X,X,X,X,X,O,X,X,O,X
JSOITZL,O,X,X,X,X,X,X,X,O,X,O,O,X
JSOILTZ,X,X,X,X,X,X,X,X,O,X,X,X,O
JSOILZT,X,X,X,X,X,X,X,X,X,X,O,X,O
JSOIZTL,X,X,X,X,X,X,X,X,X,X,O,X,X
JSOIZLT,X,X,X,X,X,X,X,X,X,X,O,X,X
JSOLTIZ,O,O,X,X,X,O,X,X,O,X,X,X,X
JSOLTZI,O,O,X,X,X,O,X,X,O,X,X,X,X
JSOLITZ,O,O,X,X,X,X,X,X,O,X,X,X,O
JSOLIZT,X,O,X,X,X,X,X,X,X,X,O,X,O
JSOLZTI,O,O,X,X,X,O,X,X,X,X,O,X,X
JSOLZIT,O,O,X,X,X,X,X,X,X,X,O,X,O
JSOZTIL,O,O,X,X,X,O,X,X,X,X,O,X,X
JSOZTLI,O,O,X,X,X,O,X,X,X,X,O,X,X
JSOZITL,O,O,X,X,X,X,X,X,X,X,O,X,X
JSOZILT,X,O,X,X,X,X,X,X,X,X,O,X,O
JSOZLTI,X,O,X,X,X,X,X,X,X,X,O,X,X
JSOZLIT,X,O,X,X,X,X,X,X,X,X,O,X,O
JZTILSO,X,O,X,O,O,X,X,X,X,X,X,X,X
JZTILOS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZTISLO,O,O,X,O,X,X,X,X,X,X,X,X,X
JZTISOL,O,O,X,O,X,X,X,X,X,X,X,O,X
JZTIOLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZTIOSL,O,O,X,O,X,X,X,X,X,X,X,O,X
JZTLISO,O,O,X,O,O,X,X,X,X,X,X,X,X
JZTLIOS,O,O,X,O,O,X,X,X,X,X,X,X,X
JZTLSIO,O,O,X,O,O,X,X,X,X,X,X,X,X
JZTLSOI,O,O,X,O,O,X,X,X,X,X,X,X,X
JZTLOIS,O,O,X,O,O,X,X,X,X,X,X,X,X
JZTLOSI,O,O,X,O,O,X,X,X,X,X,X,X,X
JZTSILO,O,O,X,O,X,X,X,X,O,X,X,X,X
JZTSIOL,O,O,X,O,X,X,X,X,O,X,X,O,X
JZTSLIO,O,O,X,O,O,X,X,X,O,X,X,X,X
JZTSLOI,O,O,X,O,O,X,X,X,O,X,X,X,X
JZTSOIL,O,O,X,O,X,X,X,X,O,X,X,O,X
JZTSOLI,O,O,X,O,O,X,X,X,O,X,X,X,X
JZTOILS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZTOISL,O,O,X,O,X,X,X,X,X,X,X,O,X
JZTOLIS,O,O,X,O,O,X,X,X,X,X,X,X,X
JZTOLSI,O,O,X,O,O,X,X,X,X,X,X,X,X
JZTOSIL,O,O,X,O,X,X,X,X,O,X,X,O,X
JZTOSLI,O,O,X,O,O,X,X,X,O,X,X,X,X
JZITLSO,X,O,X,O,O,X,O,X,X,X,X,X,X
JZITLOS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZITSLO,O,O,X,O,X,X,O,X,X,X,X,X,X
JZITSOL,O,O,X,O,X,X,O,X,X,X,X,O,X
JZITOLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZITOSL,O,O,X,O,X,X,O,X,X,X,X,O,X
JZILTSO,X,O,X,O,O,X,O,X,X,X,X,X,X
JZILTOS,X,O,X,O,O,X,O,X,X,X,X,X,X
JZILSTO,O,O,X,O,O,X,O,X,X,X,X,X,X
JZILSOT,X,X,X,O,O,X,O,X,X,X,X,X,X
JZILOTS,X,O,X,X,X,X,O,X,X,X,X,X,X
JZILOST,X,X,X,X,O,X,O,X,X,X,X,X,X
JZISTLO,O,O,X,O,X,X,O,X,X,X,X,X,X
JZISTOL,O,O,X,O,X,X,O,X,X,X,X,O,X
JZISLTO,O,O,X,O,O,X,O,X,X,X,X,X,O
JZISLOT,X,O,X,X,O,X,X,X,X,X,X,X,O
JZISOTL,O,O,X,O,X,X,O,X,X,X,X,X,X
JZISOLT,X,O,X,X,X,X,X,X,X,X,X,X,X
JZIOTLS,X,O,X,O,X,X,O,X,X,X,X,X,X
JZIOTSL,X,O,X,O,X,X,O,X,X,X,X,X,X
JZIOLTS,X,O,X,X,X,X,O,X,X,X,X,X,X
JZIOLST,X,X,X,X,O,X,O,X,X,X,X,X,X
JZIOSTL,O,X,X,X,X,X,O,X,X,X,X,X,X
JZIOSLT,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLTISO,O,O,X,O,O,X,O,X,X,X,X,X,X
JZLTIOS,O,O,X,O,O,X,X,X,X,X,X,X,X
JZLTSIO,O,O,X,O,O,X,O,X,X,X,X,X,X
JZLTSOI,O,O,X,O,O,X,O,X,X,X,X,X,X
JZLTOIS,O,O,X,O,O,X,X,X,X,X,X,X,X
JZLTOSI,O,O,X,O,O,X,O,X,X,X,X,X,X
JZLITSO,O,O,X,O,O,X,O,X,X,X,X,X,X
JZLITOS,O,O,X,O,O,X,O,X,X,X,X,X,X
JZLISTO,O,O,X,O,O,X,O,X,X,X,X,X,X
JZLISOT,O,X,X,O,O,X,O,X,X,X,X,X,X
JZLIOTS,X,O,X,X,X,X,O,X,X,X,X,X,X
JZLIOST,O,X,X,X,O,X,O,X,X,X,X,X,X
JZLSTIO,O,O,X,O,O,X,O,X,X,X,X,X,X
JZLSTOI,O,O,X,O,O,X,O,X,X,X,X,X,X
JZLSITO,O,O,X,O,O,X,O,X,X,X,X,X,X
JZLSIOT,O,O,X,O,O,X,O,X,X,X,X,X,X
JZLSOTI,O,O,X,O,O,X,O,X,X,X,X,X,X
JZLSOIT,O,O,X,O,O,X,X,X,X,X,X,X,X
JZLOTIS,O,O,X,O,O,X,X,X,X,X,X,X,X
JZLOTSI,O,O,X,O,O,X,O,X,X,X,X,X,X
JZLOITS,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLOIST,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLOSTI,O,X,X,O,O,X,O,X,X,X,X,X,X
JZLOSIT,O,X,X,O,O,X,X,X,X,X,X,X,X
JZSTILO,O,O,X,O,X,X,X,X,O,X,X,X,X
JZSTIOL,O,O,X,O,X,X,X,X,O,X,X,O,X
JZSTLIO,O,O,X,O,O,X,X,X,O,X,X,X,X
JZSTLOI,O,O,X,O,O,X,X,X,O,X,X,X,X
JZSTOIL,O,O,X,O,X,X,X,X,O,X,O,O,X
