sequence,v115@KhB8GeB8EeF8CeB8JeOEJvhF8kBRhBSnBTjBlrB3sB,v115@KhB8GeB8EeF8CeB8Je2EJvhFRhBSnBTjB3kB0rBlsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBRhBGjB1rB8sBXsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBxiB/sBFoB0rB,v115@KhB8GeB8EeF8CeB8Jei/IvhFRhBGjB3kBznBlrBUsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBCjBTkBXoBlrBUsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBcoBxrBXsBlsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhB3iBcoBTkB1rBSxB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBTkBFnBXoB0rBCtB
LTOISZJ,O,X,O,O,O,O,X,O,X
LTOIZJS,O,O,O,X,X,X,O,O,X
LTOIZSJ,O,X,O,O,X,X,O,O,X
LTOJISZ,X,O,O,O,O,O,X,O,X
LTOJIZS,O,O,O,X,X,X,O,O,X
LTOJSIZ,X,O,O,O,O,O,X,O,X
LTOJSZI,X,O,X,O,O,O,X,O,X
LTOJZIS,O,O,O,X,X,X,O,O,X
LTOJZSI,O,O,O,O,X,X,X,O,X
LTOSIJZ,O,O,O,O,O,O,X,O,X
LTOSIZJ,O,X,O,O,O,O,X,O,X
LTOSJIZ,O,O,O,O,O,O,X,O,X
LTOSJZI,O,O,X,O,O,O,X,O,X
LTOSZIJ,O,X,O,O,O,O,X,O,X
LTOSZJI,O,X,O,O,O,O,X,O,X
LTOZIJS,O,O,O,X,X,X,O,O,X
LTOZISJ,O,O,O,O,X,X,O,O,X
LTOZJIS,O,O,O,X,X,X,O,O,X
LTOZJSI,O,O,O,O,X,X,X,O,X
LTOZSIJ,O,O,O,O,X,X,X,O,X
LTOZSJI,O,O,O,O,X,X,X,O,X
LITJSZO,X,X,X,O,O,O,X,X,X
LITJSOZ,X,O,O,O,O,O,X,X,X
LITJZSO,O,X,O,X,X,X,O,O,X
LITJZOS,O,O,O,X,X,X,O,X,X
LITJOSZ,X,O,O,O,X,X,X,X,X
LITJOZS,O,O,O,X,X,X,O,X,X
LITSJZO,X,X,X,O,O,O,X,X,X
LITSJOZ,X,O,O,O,O,O,X,X,X
LITSZJO,O,X,O,O,O,O,X,X,X
LITSZOJ,O,X,O,O,O,O,X,X,X
LITSOJZ,X,O,O,O,O,O,X,X,X
LITSOZJ,O,X,O,O,O,O,X,X,X
LITZJSO,O,X,O,X,X,X,O,O,X
LITZJOS,O,O,O,X,X,X,O,X,X
LITZSJO,O,X,O,O,X,X,O,O,X
LITZSOJ,O,X,O,O,X,X,O,O,X
LITZOJS,O,O,O,X,X,X,O,O,X
LITZOSJ,O,X,O,O,X,X,O,O,X
LITOJSZ,X,O,O,O,O,O,X,X,X
LITOJZS,O,O,O,X,X,X,O,O,X
LITOSJZ,X,O,O,O,O,O,X,X,X
LITOSZJ,O,X,O,O,O,O,X,X,X
LITOZJS,O,O,O,X,X,X,O,O,X
LITOZSJ,O,X,O,O,X,X,O,O,X
LIJTSZO,X,X,X,X,X,O,X,X,X
LIJTSOZ,X,O,O,X,X,O,X,X,X
LIJTZSO,X,X,O,X,X,X,O,O,X
LIJTZOS,X,O,O,X,X,X,O,X,X
LIJTOSZ,X,O,O,X,X,X,X,X,X
LIJTOZS,X,O,O,X,X,X,O,X,X
LIJSTZO,X,X,X,O,O,O,X,X,X
LIJSTOZ,X,X,X,O,O,O,X,X,X
LIJSZTO,X,X,X,X,O,O,O,X,X
LIJSZOT,X,X,X,O,O,O,O,X,X
LIJSOTZ,X,X,O,O,O,O,X,X,X
LIJSOZT,X,X,O,O,O,O,O,X,X
LIJZTSO,X,O,O,X,X,X,O,X,X
LIJZTOS,X,O,O,X,X,X,O,X,X
LIJZSTO,X,X,X,O,X,X,O,X,X
LIJZSOT,X,O,O,O,X,X,O,X,X
LIJZOTS,X,O,O,X,X,X,O,X,X
LIJZOST,X,O,O,O,X,X,O,X,X
LIJOTSZ,X,X,O,X,X,X,X,X,X
LIJOTZS,X,X,O,X,X,X,O,X,X
LIJOSTZ,X,X,O,O,X,X,X,X,X
LIJOSZT,X,X,O,O,X,X,O,X,X
LIJOZTS,X,X,O,X,X,X,O,X,X
LIJOZST,X,X,O,O,X,X,O,X,X
LISTJZO,X,X,X,O,O,O,X,X,X
LISTJOZ,X,X,O,O,O,O,X,X,X
LISTZJO,O,X,O,O,O,X,X,X,X
LISTZOJ,O,X,O,O,O,X,X,X,X
LISTOJZ,X,X,O,O,O,O,X,X,X
LISTOZJ,O,X,O,O,O,X,X,X,X
LISJTZO,X,X,X,O,O,O,X,X,X
LISJTOZ,X,X,X,O,O,O,X,X,X
LISJZTO,O,X,X,X,O,O,O,X,X
LISJZOT,O,X,X,O,O,O,O,X,X
LISJOTZ,X,X,O,O,O,O,X,X,X
LISJOZT,O,X,O,O,O,O,O,X,X
LISZTJO,O,X,X,X,O,X,O,X,X
LISZTOJ,O,X,X,X,O,X,O,X,X
LISZJTO,O,X,X,X,O,O,O,X,X
LISZJOT,O,X,O,O,O,O,O,X,X
LISZOTJ,O,X,X,X,X,X,O,X,X
LISZOJT,O,X,O,O,O,O,O,X,X
LISOTJZ,X,X,O,O,O,O,X,X,X
LISOTZJ,O,X,O,O,O,X,X,X,X
LISOJTZ,X,X,O,O,O,O,X,X,X
LISOJZT,O,X,O,O,O,O,O,X,X
LISOZTJ,O,X,X,X,X,X,O,X,X
LISOZJT,O,X,O,O,O,O,O,X,X
LIZTJSO,O,O,O,X,X,X,O,X,X
LIZTJOS,O,O,O,X,X,X,O,X,X
LIZTSJO,O,O,O,X,X,X,O,X,X
LIZTSOJ,O,O,O,X,X,X,O,X,O
LIZTOJS,O,O,O,X,X,X,O,X,O
LIZTOSJ,O,O,O,X,X,X,O,X,O
LIZJTSO,O,O,O,X,X,X,O,X,X
LIZJTOS,O,O,O,X,X,X,O,X,X
LIZJSTO,O,X,X,O,X,X,O,X,X
LIZJSOT,O,O,O,O,X,X,O,X,X
LIZJOTS,X,O,O,X,X,X,O,X,X
LIZJOST,X,O,O,O,X,X,O,X,X
LIZSTJO,O,X,X,O,X,X,O,X,X
LIZSTOJ,O,X,X,O,X,X,O,X,X
LIZSJTO,O,X,X,O,X,X,O,X,X
LIZSJOT,O,O,O,O,X,X,O,X,X
LIZSOTJ,O,X,X,O,X,X,O,X,X
LIZSOJT,O,O,O,O,X,X,O,X,X
LIZOTJS,X,O,O,X,X,X,O,X,O
LIZOTSJ,X,X,O,X,X,X,O,X,O
LIZOJTS,X,O,O,X,X,X,O,X,O
LIZOJST,X,O,O,O,X,X,O,X,X
LIZOSTJ,X,X,X,O,X,X,O,X,X
LIZOSJT,X,O,O,O,X,X,O,X,X
LIOTJSZ,X,X,O,O,X,O,X,X,X
LIOTJZS,X,X,O,X,X,X,O,O,X
LIOTSJZ,X,X,O,O,X,O,X,X,X
LIOTSZJ,X,X,O,O,X,O,X,X,X
LIOTZJS,X,X,O,X,X,X,O,O,X
LIOTZSJ,X,X,O,O,X,X,O,O,X
LIOJTSZ,X,X,O,X,X,O,X,X,X
LIOJTZS,X,X,O,X,X,X,O,O,X
LIOJSTZ,X,X,O,O,O,O,X,X,X
LIOJSZT,X,X,O,O,O,O,O,X,X
LIOJZTS,X,X,O,X,X,X,O,X,O
LIOJZST,X,X,O,O,X,X,O,X,X
LIOSTJZ,X,X,O,O,O,O,X,X,X
LIOSTZJ,X,X,O,O,X,X,X,X,X
LIOSJTZ,X,X,O,O,O,O,X,X,X
LIOSJZT,X,X,O,O,O,O,O,X,X
LIOSZTJ,X,X,X,X,X,X,O,X,X
LIOSZJT,X,X,O,O,O,O,O,X,X
LIOZTJS,X,X,O,X,X,X,O,X,O
LIOZTSJ,X,X,O,X,X,X,O,X,O
LIOZJTS,X,X,O,X,X,X,O,X,O
LIOZJST,X,X,O,O,X,X,O,X,X
LIOZSTJ,X,X,X,O,X,X,O,X,X
LIOZSJT,X,X,O,O,X,X,O,X,X
LJTISZO,X,X,X,O,O,O,X,O,X
LJTISOZ,X,O,O,O,O,O,X,X,X
LJTIZSO,X,X,O,X,X,X,O,O,X
LJTIZOS,X,O,O,X,X,X,O,O,X
LJTIOSZ,X,O,O,O,X,X,X,X,X
LJTIOZS,X,O,O,X,X,X,O,O,X
LJTSIZO,X,X,X,O,O,O,X,O,X
LJTSIOZ,X,O,O,O,O,O,X,X,X
LJTSZIO,X,X,X,O,O,O,X,O,X
LJTSZOI,X,X,X,O,X,X,X,O,X
LJTSOIZ,X,O,O,O,O,O,X,X,X
LJTSOZI,X,O,X,O,X,X,X,X,X
LJTZISO,X,O,O,X,X,X,O,O,X
LJTZIOS,X,O,O,X,X,X,O,O,X
LJTZSIO,X,O,O,O,X,X,X,O,X
LJTZSOI,X,O,O,O,X,X,X,O,X
LJTZOIS,X,O,O,X,X,X,O,O,X
LJTZOSI,X,O,O,O,X,X,X,O,X
LJTOISZ,X,O,O,O,X,X,X,X,X
LJTOIZS,X,O,O,X,X,X,O,O,X
LJTOSIZ,X,O,O,O,X,X,X,X,X
LJTOSZI,X,O,X,O,X,X,X,X,X
LJTOZIS,X,O,O,X,X,X,O,O,X
LJTOZSI,X,O,O,O,X,X,X,O,X
LJITSZO,X,X,X,X,X,O,X,X,X
LJITSOZ,X,O,O,X,X,O,X,X,X
LJITZSO,X,X,O,X,X,X,O,O,X
LJITZOS,X,O,O,X,X,X,O,X,X
LJITOSZ,X,O,O,X,X,X,X,X,X
LJITOZS,X,O,O,X,X,X,O,X,X
LJISTZO,X,X,X,O,O,O,X,X,X
LJISTOZ,X,X,X,O,O,O,X,X,X
LJISZTO,X,X,X,X,O,O,O,X,X
LJISZOT,X,X,X,O,O,O,O,X,X
LJISOTZ,X,X,O,O,O,O,X,X,X
LJISOZT,X,X,O,O,O,O,O,X,X
LJIZTSO,X,O,O,X,X,X,O,X,X
LJIZTOS,X,O,O,X,X,X,O,X,X
LJIZSTO,X,X,X,O,X,X,O,X,X
LJIZSOT,X,O,O,O,X,X,O,X,X
LJIZOTS,X,O,O,X,X,X,O,X,X
LJIZOST,X,O,O,O,X,X,O,X,X
LJIOTSZ,X,X,O,X,X,X,X,X,X
LJIOTZS,X,X,O,X,X,X,O,X,X
LJIOSTZ,X,X,O,O,X,X,X,X,X
LJIOSZT,X,X,O,O,X,X,O,X,X
LJIOZTS,X,X,O,X,X,X,O,X,X
LJIOZST,X,X,O,O,X,X,O,X,X
LJSTIZO,X,X,X,O,O,O,X,X,X
LJSTIOZ,X,X,O,O,O,O,X,X,X
LJSTZIO,X,X,X,O,O,O,X,X,X
LJSTZOI,X,X,X,O,X,X,X,X,X
LJSTOIZ,X,X,O,O,O,O,X,X,X
LJSTOZI,X,X,X,O,O,X,X,X,X
LJSITZO,X,X,X,O,O,O,X,X,X
LJSITOZ,X,X,X,O,O,O,X,X,X
LJSIZTO,X,X,X,X,O,O,O,X,X
LJSIZOT,X,X,X,O,O,O,O,X,X
LJSIOTZ,X,X,O,O,O,O,X,X,X
LJSIOZT,X,X,O,O,O,O,O,X,X
LJSZTIO,X,X,O,O,O,O,X,X,X
LJSZTOI,X,X,O,O,X,X,X,X,X
LJSZITO,X,X,X,O,O,O,O,X,X
LJSZIOT,X,X,O,O,O,O,O,X,X
LJSZOTI,X,X,O,O,O,X,X,X,X
LJSZOIT,X,X,O,O,O,X,O,X,X
LJSOTIZ,X,X,O,O,O,O,X,X,X
LJSOTZI,X,X,X,O,O,X,X,X,X
LJSOITZ,X,X,O,O,O,O,X,X,X
LJSOIZT,X,X,O,O,O,O,O,X,X
LJSOZTI,X,X,O,O,O,X,X,X,X
LJSOZIT,X,X,O,O,O,X,O,X,X
LJZTISO,X,O,O,X,X,X,O,O,X
LJZTIOS,X,O,O,X,X,X,O,O,X
LJZTSIO,X,O,O,O,X,X,X,O,X
LJZTSOI,X,O,O,O,X,X,X,O,X
LJZTOIS,X,O,O,X,X,X,O,O,X
LJZTOSI,X,O,O,O,X,X,X,O,X
LJZITSO,X,O,O,X,X,X,O,X,X
LJZITOS,X,O,O,X,X,X,O,X,X
LJZISTO,X,X,X,O,X,X,O,X,X
LJZISOT,X,O,O,O,X,X,O,X,X
LJZIOTS,X,O,O,X,X,X,O,X,X
LJZIOST,X,O,O,O,X,X,O,X,X
LJZSTIO,X,X,O,O,X,X,X,X,X
LJZSTOI,X,X,O,O,X,X,X,X,X
LJZSITO,X,X,X,O,X,X,O,X,X
LJZSIOT,X,O,O,O,X,X,O,X,X
LJZSOTI,X,O,O,O,X,X,X,X,X
LJZSOIT,X,O,O,O,X,X,O,X,X
LJZOTIS,X,O,O,X,X,X,O,X,X
LJZOTSI,X,O,O,O,X,X,X,X,X
LJZOITS,X,O,O,X,X,X,O,X,X
LJZOIST,X,O,O,O,X,X,O,X,X
LJZOSTI,X,O,O,O,X,X,X,X,X
LJZOSIT,X,O,O,O,X,X,O,X,X
LJOTISZ,X,O,O,O,O,X,X,X,X
LJOTIZS,X,O,O,X,X,X,O,X,X
LJOTSIZ,X,O,O,O,O,X,X,X,X
LJOTSZI,X,O,X,O,O,X,X,X,X
LJOTZIS,X,O,O,X,X,X,O,X,X
LJOTZSI,X,O,O,O,X,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,X
LJOITZS,X,X,O,X,X,X,O,X,X
LJOISTZ,X,X,O,O,O,X,X,X,X
LJOISZT,X,X,O,O,O,X,O,X,X
LJOIZTS,X,X,O,X,X,X,O,X,X
LJOIZST,X,X,O,O,X,X,O,X,X
LJOSTIZ,X,X,O,O,O,X,X,X,X
LJOSTZI,X,X,X,O,O,X,X,X,X
LJOSITZ,X,X,O,O,O,X,X,X,X
LJOSIZT,X,X,O,O,O,X,O,X,X
LJOSZTI,X,X,O,O,O,X,X,X,X
LJOSZIT,X,X,O,O,O,X,O,X,X
LJOZTIS,X,O,O,X,X,X,O,X,X
LJOZTSI,X,O,O,O,X,X,X,X,X
LJOZITS,X,O,O,X,X,X,O,X,X
LJOZIST,X,O,O,O,X,X,O,X,X
LJOZSTI,X,O,O,O,X,X,X,X,X
LJOZSIT,X,O,O,O,X,X,O,X,X
LSTIJZO,O,X,X,O,O,O,X,X,X
LSTIJOZ,O,X,O,O,O,O,X,X,X
LSTIZJO,O,X,O,O,O,O,X,X,X
LSTIZOJ,O,X,O,O,O,O,X,X,X
LSTIOJZ,O,X,O,O,O,O,X,X,X
LSTIOZJ,O,X,O,O,O,O,X,X,X
LSTJIZO,O,X,X,O,O,O,X,X,X
LSTJIOZ,O,X,O,O,O,O,X,X,X
LSTJZIO,O,X,X,O,O,O,X,X,X
LSTJZOI,O,X,X,O,X,X,X,X,X
LSTJOIZ,O,X,O,O,O,O,X,X,X
LSTJOZI,O,X,X,O,O,O,X,X,X
LSTZIJO,O,X,O,O,O,O,X,X,X
LSTZIOJ,O,X,O,O,O,O,X,X,X
LSTZJIO,O,X,O,O,O,O,X,X,X
LSTZJOI,O,X,O,O,X,X,X,X,X
LSTZOIJ,O,X,O,O,O,O,X,X,X
LSTZOJI,O,X,O,O,O,O,X,X,X
LSTOIJZ,O,X,O,O,O,O,X,X,X
LSTOIZJ,O,X,O,O,O,O,X,X,X
LSTOJIZ,O,X,O,O,O,O,X,X,X
LSTOJZI,O,X,X,O,O,O,X,X,O
LSTOZIJ,O,X,O,O,O,O,X,X,X
LSTOZJI,O,X,O,O,O,O,X,X,X
LSITJZO,X,X,X,O,O,O,X,X,X
LSITJOZ,X,X,O,O,O,O,X,X,X
LSITZJO,O,X,O,O,O,O,X,X,X
LSITZOJ,O,X,O,O,O,O,X,X,X
LSITOJZ,X,X,O,O,O,O,X,X,X
LSITOZJ,O,X,O,O,O,O,X,X,X
LSIJTZO,X,X,X,O,O,O,X,X,X
LSIJTOZ,X,X,X,O,O,O,X,X,X
LSIJZTO,O,X,X,X,O,O,O,X,X
LSIJZOT,O,X,X,O,O,O,O,X,X
LSIJOTZ,X,X,O,O,O,O,X,X,X
LSIJOZT,O,X,O,O,O,O,O,X,X
LSIZTJO,O,X,X,X,O,X,O,X,X
LSIZTOJ,O,X,X,X,O,X,O,X,X
LSIZJTO,O,X,X,X,O,O,O,X,X
LSIZJOT,O,X,O,O,O,O,O,X,X
LSIZOTJ,O,X,X,X,X,X,O,X,X
LSIZOJT,O,X,O,O,O,O,O,X,X
LSIOTJZ,X,X,O,O,O,O,X,X,X
LSIOTZJ,O,X,O,O,O,O,X,X,X
LSIOJTZ,X,X,O,O,O,O,X,X,X
LSIOJZT,O,X,O,O,O,O,O,X,X
LSIOZTJ,O,X,X,X,X,X,O,X,X
LSIOZJT,O,X,O,O,O,O,O,X,X
LSJTIZO,X,X,X,O,O,O,X,X,X
LSJTIOZ,X,X,O,O,O,O,X,X,X
LSJTZIO,X,X,X,O,O,O,X,X,X
LSJTZOI,X,X,X,O,X,X,X,X,X
LSJTOIZ,X,X,O,O,O,O,X,X,X
LSJTOZI,X,X,X,O,O,O,X,X,X
LSJITZO,X,X,X,O,O,O,X,X,X
LSJITOZ,X,X,X,O,O,O,X,X,X
LSJIZTO,O,X,X,X,O,O,O,X,X
LSJIZOT,O,X,X,O,O,O,O,X,X
LSJIOTZ,X,X,O,O,O,O,X,X,X
LSJIOZT,O,X,O,O,O,O,O,X,X
LSJZTIO,O,X,O,O,O,O,X,X,X
LSJZTOI,O,X,O,O,X,X,X,X,X
LSJZITO,O,X,X,O,O,O,O,X,X
LSJZIOT,O,X,O,O,O,O,O,X,X
LSJZOTI,O,X,O,O,O,X,X,X,X
LSJZOIT,O,X,O,O,O,X,O,X,X
LSJOTIZ,X,X,O,O,O,O,X,X,X
LSJOTZI,X,X,X,O,O,O,X,X,X
LSJOITZ,X,X,O,O,O,O,X,X,X
LSJOIZT,O,X,O,O,O,O,O,X,X
LSJOZTI,O,X,O,O,O,O,X,X,X
LSJOZIT,O,X,O,O,O,O,O,X,X
LSZTIJO,O,X,O,O,O,O,X,X,X
LSZTIOJ,O,X,O,O,O,O,X,X,O
LSZTJIO,O,X,O,O,O,O,X,X,X
LSZTJOI,O,X,O,O,X,X,X,X,X
LSZTOIJ,O,X,O,O,O,O,X,X,O
LSZTOJI,O,X,O,O,O,O,X,X,O
LSZITJO,O,X,X,O,O,X,O,X,X
LSZITOJ,O,X,X,O,O,X,O,X,X
LSZIJTO,O,X,X,O,O,O,O,X,X
LSZIJOT,O,X,O,O,O,O,O,X,X
LSZIOTJ,O,X,X,O,X,X,O,X,X
LSZIOJT,O,X,O,O,O,O,O,X,X
LSZJTIO,O,X,O,O,O,O,X,X,X
LSZJTOI,O,X,O,O,X,X,X,X,X
LSZJITO,O,X,X,O,O,O,O,X,X
LSZJIOT,O,X,O,O,O,O,O,X,X
LSZJOTI,O,X,O,O,O,X,X,X,X
LSZJOIT,O,X,O,O,O,X,O,X,X
LSZOTIJ,O,X,O,O,O,O,X,X,O
LSZOTJI,O,X,O,O,O,O,X,X,O
LSZOITJ,O,X,X,O,X,X,O,X,X
LSZOIJT,O,X,O,O,O,O,O,X,X
LSZOJTI,O,X,O,O,O,O,X,X,O
LSZOJIT,O,X,O,O,O,O,O,X,X
LSOTIJZ,O,X,O,O,O,O,X,X,X
LSOTIZJ,O,X,O,O,O,O,X,X,X
LSOTJIZ,O,X,O,O,O,O,X,X,X
LSOTJZI,O,X,X,O,O,O,X,X,O
LSOTZIJ,O,X,O,O,O,O,X,X,X
LSOTZJI,O,X,O,O,O,O,X,X,X
LSOITJZ,X,X,O,O,O,O,X,X,X
LSOITZJ,O,X,O,O,O,O,X,X,X
LSOIJTZ,X,X,O,O,O,O,X,X,X
LSOIJZT,O,X,O,O,O,O,O,X,X
LSOIZTJ,O,X,X,X,X,X,O,X,X
LSOIZJT,O,X,O,O,O,O,O,X,X
LSOJTIZ,X,X,O,O,O,O,X,X,X
LSOJTZI,X,X,X,O,O,O,X,X,O
LSOJITZ,X,X,O,O,O,O,X,X,X
LSOJIZT,O,X,O,O,O,O,O,X,X
LSOJZTI,O,X,O,O,O,O,X,X,O
LSOJZIT,O,X,O,O,O,O,O,X,X
LSOZTIJ,O,X,O,O,O,O,X,X,O
LSOZTJI,O,X,O,O,O,O,X,X,O
LSOZITJ,O,X,X,O,X,X,O,X,X
LSOZIJT,O,X,O,O,O,O,O,X,X
LSOZJTI,O,X,O,O,O,O,X,X,O
LSOZJIT,O,X,O,O,O,O,O,X,X
LZTIJSO,O,O,O,X,X,X,O,O,X
LZTIJOS,O,O,O,X,X,X,O,O,X
LZTISJO,O,O,O,O,X,X,O,O,X
LZTISOJ,O,O,O,O,X,X,O,O,O
LZTIOJS,O,O,O,X,X,X,O,O,O
LZTIOSJ,O,O,O,O,X,X,O,O,O
LZTJISO,O,O,O,X,X,X,O,O,X
LZTJIOS,O,O,O,X,X,X,O,O,X
LZTJSIO,O,O,O,O,X,X,X,O,X
LZTJSOI,O,O,O,O,X,X,X,O,X
LZTJOIS,O,O,O,X,X,X,O,O,X
LZTJOSI,O,O,O,O,X,X,X,O,X
LZTSIJO,O,O,O,O,X,X,X,O,X
LZTSIOJ,O,O,O,O,X,X,X,O,O
LZTSJIO,O,O,O,O,X,X,X,O,X
LZTSJOI,O,O,O,O,X,X,X,O,X
LZTSOIJ,O,O,O,O,X,X,X,O,O
LZTSOJI,O,O,O,O,X,X,X,O,O
LZTOIJS,O,O,O,X,X,X,O,O,O
LZTOISJ,O,O,O,O,X,X,O,O,O
LZTOJIS,O,O,O,X,X,X,O,O,O
LZTOJSI,O,O,O,O,X,X,X,O,O
LZTOSIJ,O,O,O,O,X,X,X,O,O
LZTOSJI,O,O,O,O,X,X,X,O,O
LZITJSO,O,O,O,X,X,X,O,X,X
LZITJOS,O,O,O,X,X,X,O,X,X
LZITSJO,O,O,O,X,X,X,O,X,X
LZITSOJ,O,O,O,X,X,X,O,X,O
LZITOJS,O,O,O,X,X,X,O,X,O
LZITOSJ,O,O,O,X,X,X,O,X,O
LZIJTSO,O,O,O,X,X,X,O,X,X
LZIJTOS,O,O,O,X,X,X,O,X,X
LZIJSTO,O,X,X,O,X,X,O,X,X
LZIJSOT,O,O,O,O,X,X,O,X,X
LZIJOTS,X,O,O,X,X,X,O,X,X
LZIJOST,X,O,O,O,X,X,O,X,X
LZISTJO,O,X,X,O,X,X,O,X,X
LZISTOJ,O,X,X,O,X,X,O,X,X
LZISJTO,O,X,X,O,X,X,O,X,X
LZISJOT,O,O,O,O,X,X,O,X,X
LZISOTJ,O,X,X,O,X,X,O,X,X
LZISOJT,O,O,O,O,X,X,O,X,X
LZIOTJS,X,O,O,X,X,X,O,X,O
LZIOTSJ,X,X,O,X,X,X,O,X,O
LZIOJTS,X,O,O,X,X,X,O,X,O
LZIOJST,X,O,O,O,X,X,O,X,X
LZIOSTJ,X,X,X,O,X,X,O,X,X
LZIOSJT,X,O,O,O,X,X,O,X,X
LZJTISO,O,O,O,X,X,X,O,O,X
LZJTIOS,O,O,O,X,X,X,O,O,X
LZJTSIO,O,O,O,O,X,X,X,O,X
LZJTSOI,O,O,O,O,X,X,X,O,X
LZJTOIS,O,O,O,X,X,X,O,O,X
LZJTOSI,O,O,O,O,X,X,X,O,X
LZJITSO,O,O,O,X,X,X,O,X,X
LZJITOS,O,O,O,X,X,X,O,X,X
LZJISTO,O,X,X,O,X,X,O,X,X
LZJISOT,O,O,O,O,X,X,O,X,X
LZJIOTS,X,O,O,X,X,X,O,X,X
LZJIOST,X,O,O,O,X,X,O,X,X
LZJSTIO,O,X,O,O,X,X,X,X,X
LZJSTOI,O,X,O,O,X,X,X,X,X
LZJSITO,O,X,X,O,X,X,O,X,X
LZJSIOT,O,O,O,O,X,X,O,X,X
LZJSOTI,O,O,O,O,X,X,X,X,X
LZJSOIT,O,O,O,O,X,X,O,X,X
LZJOTIS,O,O,O,X,X,X,O,X,X
LZJOTSI,O,O,O,O,X,X,X,X,X
LZJOITS,X,O,O,X,X,X,O,X,X
LZJOIST,X,O,O,O,X,X,O,X,X
LZJOSTI,O,O,O,O,X,X,X,X,X
LZJOSIT,O,O,O,O,X,X,O,X,X
LZSTIJO,O,X,O,O,X,X,X,X,X
LZSTIOJ,O,X,O,O,X,X,X,X,O
LZSTJIO,O,X,O,O,X,X,X,X,X
LZSTJOI,O,X,O,O,X,X,X,X,X
LZSTOIJ,O,X,O,O,X,X,X,X,O
LZSTOJI,O,X,O,O,X,X,X,X,O
LZSITJO,O,X,X,O,X,X,O,X,X
LZSITOJ,O,X,X,O,X,X,O,X,X
LZSIJTO,O,X,X,O,X,X,O,X,X
LZSIJOT,O,O,O,O,X,X,O,X,X
LZSIOTJ,O,X,X,O,X,X,O,X,X
LZSIOJT,O,O,O,O,X,X,O,X,X
LZSJTIO,O,X,O,O,X,X,X,X,X
LZSJTOI,O,X,O,O,X,X,X,X,X
LZSJITO,O,X,X,O,X,X,O,X,X
LZSJIOT,O,O,O,O,X,X,O,X,X
LZSJOTI,O,O,O,O,X,X,X,X,X
LZSJOIT,O,O,O,O,X,X,O,X,X
LZSOTIJ,O,X,O,O,X,X,X,X,O
LZSOTJI,O,X,O,O,X,X,X,X,O
LZSOITJ,O,X,X,O,X,X,O,X,X
LZSOIJT,O,O,O,O,X,X,O,X,X
LZSOJTI,O,O,O,O,X,X,X,X,O
LZSOJIT,O,O,O,O,X,X,O,X,X
LZOTIJS,O,O,O,X,X,X,O,O,O
LZOTISJ,O,O,O,O,X,X,O,O,O
LZOTJIS,O,O,O,X,X,X,O,O,O
LZOTJSI,O,O,O,O,X,X,X,O,O
LZOTSIJ,O,O,O,O,X,X,X,O,O
LZOTSJI,O,O,O,O,X,X,X,O,O
LZOITJS,X,O,O,X,X,X,O,X,O
LZOITSJ,X,X,O,X,X,X,O,X,O
LZOIJTS,X,O,O,X,X,X,O,X,O
LZOIJST,X,O,O,O,X,X,O,X,X
LZOISTJ,X,X,X,O,X,X,O,X,X
LZOISJT,X,O,O,O,X,X,O,X,X
LZOJTIS,O,O,O,X,X,X,O,O,O
LZOJTSI,O,O,O,O,X,X,X,O,O
LZOJITS,X,O,O,X,X,X,O,X,O
LZOJIST,X,O,O,O,X,X,O,X,X
LZOJSTI,O,O,O,O,X,X,X,X,O
LZOJSIT,O,O,O,O,X,X,O,X,X
LZOSTIJ,O,X,O,O,X,X,X,X,O
LZOSTJI,O,X,O,O,X,X,X,X,O
LZOSITJ,O,X,X,O,X,X,O,X,X
LZOSIJT,O,O,O,O,X,X,O,X,X
LZOSJTI,O,O,O,O,X,X,X,X,O
LZOSJIT,O,O,O,O,X,X,O,X,X
LOTIJSZ,X,O,O,O,O,O,X,O,X
LOTIJZS,O,O,O,X,X,X,O,O,X
LOTISJZ,X,O,O,O,O,O,X,O,X
LOTISZJ,O,X,O,O,O,O,X,O,X
LOTIZJS,O,O,O,X,X,X,O,O,X
LOTIZSJ,O,X,O,O,X,X,O,O,X
LOTJISZ,X,O,O,O,O,O,X,O,X
LOTJIZS,O,O,O,X,X,X,O,O,X
LOTJSIZ,X,O,O,O,O,O,X,O,X
LOTJSZI,X,O,X,O,O,O,X,O,X
LOTJZIS,O,O,O,X,X,X,O,O,X
LOTJZSI,O,O,O,O,X,X,X,O,X
LOTSIJZ,O,O,O,O,O,O,X,O,X
LOTSIZJ,O,X,O,O,O,O,X,O,X
LOTSJIZ,O,O,O,O,O,O,X,O,X
LOTSJZI,O,O,X,O,O,O,X,O,X
LOTSZIJ,O,X,O,O,O,O,X,O,X
LOTSZJI,O,X,O,O,O,O,X,O,X
LOTZIJS,O,O,O,X,X,X,O,O,X
LOTZISJ,O,O,O,O,X,X,O,O,X
LOTZJIS,O,O,O,X,X,X,O,O,X
