sequence,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBFiB6oB8?qB+rBzsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBUiBGjB6?rBVtBzqB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFFhBXiBTjB0?lBWtBSwB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBUiBFjBT?mBStBWwB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gB8nB+oBl?mBzqBCsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFXiB8nB+oBl?lBTrBCrB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF8nB+oBllB3?mBzqBCsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFFhBXiB8nB+?oB6qBTrB
JTSOIZL,O,O,O,X,X,X,O,X
JTSOLIZ,O,O,O,X,X,X,X,X
JTSOLZI,O,O,O,X,X,X,X,X
JTSOZIL,O,O,O,X,X,X,O,X
JTSOZLI,O,O,O,X,X,X,X,X
JTZILSO,O,O,O,O,X,O,O,O
JTZILOS,O,O,O,O,X,X,X,O
JTZISLO,O,O,O,O,X,O,O,O
JTZISOL,O,O,O,O,X,O,O,O
JTZIOLS,O,O,O,X,O,O,X,O
JTZIOSL,O,O,O,O,O,O,O,O
JTZLISO,O,O,O,O,X,O,O,O
JTZLIOS,O,O,O,O,X,X,X,O
JTZLSIO,O,O,O,O,X,O,O,O
JTZLSOI,O,O,O,O,X,X,X,O
JTZLOIS,O,O,O,O,X,X,X,O
JTZLOSI,O,O,O,O,X,X,X,O
JTZSILO,O,O,O,O,X,O,O,O
JTZSIOL,O,O,O,O,X,O,O,O
JTZSLIO,O,O,O,O,X,O,O,O
JTZSLOI,O,O,O,O,X,X,X,O
JTZSOIL,O,O,O,O,X,O,O,O
JTZSOLI,O,O,O,X,X,O,X,O
JTZOILS,O,O,O,X,O,O,X,O
JTZOISL,O,O,O,O,O,O,O,O
JTZOLIS,O,O,O,X,O,O,X,O
JTZOLSI,O,O,O,X,O,O,X,O
JTZOSIL,O,O,O,O,O,O,O,O
JTZOSLI,O,O,O,X,O,O,X,O
JTOILSZ,O,O,O,O,O,X,X,X
JTOILZS,O,O,O,O,O,O,X,O
JTOISLZ,O,O,O,O,O,X,X,X
JTOISZL,O,O,O,O,O,O,O,O
JTOIZLS,O,O,O,O,O,O,X,O
JTOIZSL,O,O,O,O,O,O,O,O
JTOLISZ,O,O,O,O,O,X,X,X
JTOLIZS,O,O,O,O,O,O,X,O
JTOLSIZ,O,O,O,O,O,X,X,X
JTOLSZI,O,O,O,O,O,X,X,X
JTOLZIS,O,O,O,O,O,O,X,O
JTOLZSI,O,O,O,O,O,O,X,O
JTOSILZ,O,O,O,O,O,X,X,X
JTOSIZL,O,O,O,O,O,O,O,O
JTOSLIZ,O,O,O,O,O,X,X,X
JTOSLZI,O,O,O,O,O,X,X,X
JTOSZIL,O,O,O,O,O,O,O,O
JTOSZLI,O,O,O,O,O,O,X,O
JTOZILS,O,O,O,O,O,O,X,O
JTOZISL,O,O,O,O,O,O,O,O
JTOZLIS,O,O,O,O,O,O,X,O
JTOZLSI,O,O,O,O,O,O,X,O
JTOZSIL,O,O,O,O,O,O,O,O
JTOZSLI,O,O,O,O,O,O,X,O
JITLSZO,O,O,O,O,X,X,O,O
JITLSOZ,X,O,O,O,X,X,X,X
JITLZSO,O,O,O,O,X,O,O,O
JITLZOS,O,O,O,O,X,X,X,O
JITLOSZ,O,O,O,O,X,X,X,O
JITLOZS,O,O,O,O,X,X,X,O
JITSLZO,O,O,O,O,X,X,O,X
JITSLOZ,X,O,O,O,X,X,X,X
JITSZLO,O,O,O,O,X,O,O,X
JITSZOL,O,O,O,O,X,O,O,X
JITSOLZ,O,O,O,X,X,X,X,X
JITSOZL,O,O,O,X,X,X,O,X
JITZLSO,O,O,O,O,X,O,O,O
JITZLOS,O,O,O,O,X,X,X,O
JITZSLO,O,O,O,O,X,O,O,O
JITZSOL,O,O,O,O,X,O,O,O
JITZOLS,O,O,O,X,O,O,X,O
JITZOSL,O,O,O,O,O,O,O,O
JITOLSZ,O,O,O,O,O,X,X,X
JITOLZS,O,O,O,O,O,O,X,O
JITOSLZ,O,O,O,O,O,X,X,X
JITOSZL,O,O,O,O,O,O,O,O
JITOZLS,O,O,O,O,O,O,X,O
JITOZSL,O,O,O,O,O,O,O,O
JILTSZO,O,O,O,O,X,X,O,O
JILTSOZ,X,O,O,O,X,X,X,X
JILTZSO,O,O,O,O,X,O,O,O
JILTZOS,O,O,O,O,X,X,X,O
JILTOSZ,O,O,O,O,X,X,X,O
JILTOZS,O,O,O,O,X,X,X,O
JILSTZO,O,O,O,O,X,X,O,O
JILSTOZ,X,O,O,O,X,X,X,X
JILSZTO,O,O,O,O,X,X,O,O
JILSZOT,O,X,O,O,X,X,X,O
JILSOTZ,X,X,O,O,X,X,X,O
JILSOZT,X,X,O,O,X,X,X,O
JILZTSO,O,O,O,O,X,O,O,O
JILZTOS,O,O,O,O,X,X,X,O
JILZSTO,O,O,O,O,X,O,O,O
JILZSOT,O,X,O,O,X,O,X,O
JILZOTS,O,X,O,O,O,O,X,O
JILZOST,O,X,O,O,O,O,X,O
JILOTSZ,O,X,O,O,O,X,X,O
JILOTZS,O,X,O,O,O,O,X,O
JILOSTZ,O,X,O,O,O,X,X,O
JILOSZT,O,X,O,O,O,X,X,O
JILOZTS,O,X,O,O,O,O,X,O
JILOZST,O,X,O,O,O,O,X,O
JISTLZO,O,O,O,O,X,X,O,X
JISTLOZ,X,X,O,O,X,X,X,X
JISTZLO,O,O,O,O,X,O,O,X
JISTZOL,O,O,O,O,X,O,O,X
JISTOLZ,O,X,O,X,X,X,X,X
JISTOZL,O,O,O,X,X,X,O,X
JISLTZO,O,X,O,O,X,X,O,O
JISLTOZ,X,X,O,O,X,X,X,X
JISLZTO,O,X,O,O,X,X,O,O
JISLZOT,O,X,O,O,X,X,X,O
JISLOTZ,X,X,O,O,X,X,X,O
JISLOZT,X,X,O,O,X,X,X,O
JISZTLO,O,O,O,O,X,O,O,O
JISZTOL,O,O,O,O,X,O,O,O
JISZLTO,O,X,O,O,X,O,O,O
JISZLOT,O,X,O,O,X,O,X,O
JISZOTL,O,X,O,O,O,O,O,O
JISZOLT,O,X,O,O,O,O,X,O
JISOTLZ,O,X,O,O,O,X,X,X
JISOTZL,O,X,O,O,O,O,O,O
JISOLTZ,O,X,O,O,O,X,X,X
JISOLZT,O,X,O,O,O,X,X,X
JISOZTL,O,X,O,O,O,O,O,O
JISOZLT,O,X,O,O,O,O,X,O
JIZTLSO,O,O,O,O,X,O,O,O
JIZTLOS,O,O,O,O,X,X,X,O
JIZTSLO,O,O,O,O,X,O,O,O
JIZTSOL,O,O,O,O,X,O,O,O
JIZTOLS,O,O,O,X,O,O,X,O
JIZTOSL,O,O,O,O,O,O,O,O
JIZLTSO,O,O,O,O,X,O,O,O
JIZLTOS,O,O,O,O,X,X,X,O
JIZLSTO,O,O,O,O,X,O,O,O
JIZLSOT,O,X,O,O,X,O,X,O
JIZLOTS,O,X,O,O,O,O,X,O
JIZLOST,O,X,O,O,O,O,X,O
JIZSTLO,O,O,O,O,X,O,O,O
JIZSTOL,O,O,O,O,X,O,O,O
JIZSLTO,O,X,O,O,X,O,O,O
JIZSLOT,O,X,O,O,X,O,X,O
JIZSOTL,O,X,O,O,O,O,O,O
JIZSOLT,O,X,O,O,O,O,X,O
JIZOTLS,O,O,O,O,O,O,X,O
JIZOTSL,O,O,O,O,O,O,O,O
JIZOLTS,O,X,O,O,O,O,X,O
JIZOLST,O,X,O,O,O,O,X,O
JIZOSTL,O,O,O,O,O,O,O,O
JIZOSLT,O,X,O,O,O,O,X,O
JIOTLSZ,O,O,O,O,O,X,X,X
JIOTLZS,O,O,O,O,O,O,X,O
JIOTSLZ,O,O,O,O,O,X,X,X
JIOTSZL,O,O,O,O,O,O,O,O
JIOTZLS,O,O,O,O,O,O,X,O
JIOTZSL,O,O,O,O,O,O,O,O
JIOLTSZ,O,O,O,O,O,X,X,O
JIOLTZS,O,O,O,O,O,O,X,O
JIOLSTZ,O,O,O,O,O,X,X,O
JIOLSZT,O,O,O,O,O,X,X,O
JIOLZTS,O,O,O,O,O,O,X,O
JIOLZST,O,O,O,O,O,O,X,O
JIOSTLZ,O,O,O,O,O,X,X,X
JIOSTZL,O,O,O,O,O,O,O,O
JIOSLTZ,O,X,O,O,O,X,X,X
JIOSLZT,O,X,O,O,O,X,X,X
JIOSZTL,O,O,O,O,O,O,O,O
JIOSZLT,O,X,O,O,O,O,X,O
JIOZTLS,O,O,O,O,O,O,X,O
JIOZTSL,O,O,O,O,O,O,O,O
JIOZLTS,O,X,O,O,O,O,X,O
JIOZLST,O,X,O,O,O,O,X,O
JIOZSTL,O,O,O,O,O,O,O,O
JIOZSLT,O,X,O,O,O,O,X,O
JLTISZO,O,O,O,O,X,X,O,O
JLTISOZ,X,O,O,O,X,X,X,X
JLTIZSO,O,O,O,O,X,O,O,O
JLTIZOS,O,O,O,O,X,X,X,O
JLTIOSZ,O,O,O,O,X,X,X,O
JLTIOZS,O,O,O,O,X,X,X,O
JLTSIZO,O,O,O,O,X,X,O,O
JLTSIOZ,X,O,O,O,X,X,X,X
JLTSZIO,O,O,O,O,X,X,O,O
JLTSZOI,O,O,O,O,X,X,X,O
JLTSOIZ,X,O,O,O,X,X,X,X
JLTSOZI,X,O,O,O,X,X,X,X
JLTZISO,O,O,O,O,X,O,O,O
JLTZIOS,O,O,O,O,X,X,X,O
JLTZSIO,O,O,O,O,X,O,O,O
JLTZSOI,O,O,O,O,X,X,X,O
JLTZOIS,O,O,O,O,X,X,X,O
JLTZOSI,O,O,O,O,X,X,X,O
JLTOISZ,O,O,O,O,X,X,X,O
JLTOIZS,O,O,O,O,X,X,X,O
JLTOSIZ,O,O,O,O,X,X,X,O
JLTOSZI,O,O,O,O,X,X,X,O
JLTOZIS,O,O,O,O,X,X,X,O
JLTOZSI,O,O,O,O,X,X,X,O
JLITSZO,O,O,O,O,X,X,O,O
JLITSOZ,X,O,O,O,X,X,X,X
JLITZSO,O,O,O,O,X,O,O,O
JLITZOS,O,O,O,O,X,X,X,O
JLITOSZ,O,O,O,O,X,X,X,O
JLITOZS,O,O,O,O,X,X,X,O
JLISTZO,O,O,O,O,X,X,O,O
JLISTOZ,X,O,O,O,X,X,X,X
JLISZTO,O,O,O,O,X,X,O,O
JLISZOT,O,X,O,O,X,X,X,O
JLISOTZ,X,X,O,O,X,X,X,O
JLISOZT,X,X,O,O,X,X,X,O
JLIZTSO,O,O,O,O,X,O,O,O
JLIZTOS,O,O,O,O,X,X,X,O
JLIZSTO,O,O,O,O,X,O,O,O
JLIZSOT,O,X,O,O,X,O,X,O
JLIZOTS,O,X,O,O,O,O,X,O
JLIZOST,O,X,O,O,O,O,X,O
JLIOTSZ,O,X,O,O,O,X,X,O
JLIOTZS,O,X,O,O,O,O,X,O
JLIOSTZ,O,X,O,O,O,X,X,O
JLIOSZT,O,X,O,O,O,X,X,O
JLIOZTS,O,X,O,O,O,O,X,O
JLIOZST,O,X,O,O,O,O,X,O
JLSTIZO,O,O,O,O,X,X,O,O
JLSTIOZ,X,O,O,O,X,X,X,X
JLSTZIO,O,O,O,O,X,X,O,O
JLSTZOI,O,O,O,O,X,X,X,O
JLSTOIZ,X,O,O,O,X,X,X,X
JLSTOZI,X,O,O,O,X,X,X,X
JLSITZO,O,O,O,O,X,X,O,O
JLSITOZ,X,O,O,O,X,X,X,X
JLSIZTO,O,O,O,O,X,X,O,O
JLSIZOT,O,X,O,O,X,X,X,O
JLSIOTZ,X,X,O,O,X,X,X,O
JLSIOZT,X,X,O,O,X,X,X,O
JLSZTIO,O,O,O,O,X,X,O,O
JLSZTOI,O,O,O,O,X,X,X,O
JLSZITO,O,O,O,O,X,X,O,O
JLSZIOT,O,X,O,O,X,X,X,O
JLSZOTI,O,X,O,O,X,X,X,O
JLSZOIT,O,X,O,O,X,X,X,O
JLSOTIZ,X,X,O,O,X,X,X,O
JLSOTZI,X,X,O,O,X,X,X,O
JLSOITZ,X,X,O,O,X,X,X,O
JLSOIZT,X,X,O,O,X,X,X,O
JLSOZTI,X,X,O,O,X,X,X,O
JLSOZIT,X,X,O,O,X,X,X,O
JLZTISO,O,O,O,O,X,O,O,O
JLZTIOS,O,O,O,O,X,X,X,O
JLZTSIO,O,O,O,O,X,O,O,O
JLZTSOI,O,O,O,O,X,X,X,O
JLZTOIS,O,O,O,O,X,X,X,O
JLZTOSI,O,O,O,O,X,X,X,O
JLZITSO,O,O,O,O,X,O,O,O
JLZITOS,O,O,O,O,X,X,X,O
JLZISTO,O,O,O,O,X,O,O,O
JLZISOT,O,X,O,O,X,O,X,O
JLZIOTS,O,X,O,O,O,O,X,O
JLZIOST,O,X,O,O,O,O,X,O
JLZSTIO,O,O,O,O,X,O,O,O
JLZSTOI,O,O,O,O,X,X,X,O
JLZSITO,O,O,O,O,X,O,O,O
JLZSIOT,O,X,O,O,X,O,X,O
JLZSOTI,O,X,O,O,X,O,X,O
JLZSOIT,O,X,O,O,X,O,X,O
JLZOTIS,O,X,O,O,O,O,X,O
JLZOTSI,O,X,O,O,O,O,X,O
JLZOITS,O,X,O,O,O,O,X,O
JLZOIST,O,X,O,O,O,O,X,O
JLZOSTI,O,X,O,O,O,O,X,O
JLZOSIT,O,X,O,O,O,O,X,O
JLOTISZ,O,X,O,O,O,X,X,O
JLOTIZS,O,X,O,O,O,O,X,O
JLOTSIZ,O,X,O,O,O,X,X,O
JLOTSZI,O,X,O,O,O,X,X,O
JLOTZIS,O,X,O,O,O,O,X,O
JLOTZSI,O,X,O,O,O,O,X,O
JLOITSZ,O,X,O,O,O,X,X,O
JLOITZS,O,X,O,O,O,O,X,O
JLOISTZ,O,X,O,O,O,X,X,O
JLOISZT,O,X,O,O,O,X,X,O
JLOIZTS,O,X,O,O,O,O,X,O
JLOIZST,O,X,O,O,O,O,X,O
JLOSTIZ,O,X,O,O,O,X,X,O
JLOSTZI,O,X,O,O,O,X,X,O
JLOSITZ,O,X,O,O,O,X,X,O
JLOSIZT,O,X,O,O,O,X,X,O
JLOSZTI,O,X,O,O,O,X,X,O
JLOSZIT,O,X,O,O,O,X,X,O
JLOZTIS,O,X,O,O,O,O,X,O
JLOZTSI,O,X,O,O,O,O,X,O
JLOZITS,O,X,O,O,O,O,X,O
JLOZIST,O,X,O,O,O,O,X,O
JLOZSTI,O,X,O,O,O,O,X,O
JLOZSIT,O,X,O,O,O,O,X,O
JSTILZO,O,O,O,O,X,X,O,X
JSTILOZ,X,X,O,O,X,X,X,X
JSTIZLO,O,O,O,O,X,O,O,X
JSTIZOL,O,O,O,O,X,O,O,X
JSTIOLZ,O,X,O,X,X,X,X,X
JSTIOZL,O,O,O,X,X,X,O,X
JSTLIZO,O,O,O,O,X,X,O,X
JSTLIOZ,X,X,O,O,X,X,X,X
JSTLZIO,O,O,O,O,X,X,O,X
JSTLZOI,O,X,O,O,X,X,X,X
JSTLOIZ,X,X,O,O,X,X,X,X
JSTLOZI,X,X,O,O,X,X,X,X
JSTZILO,O,O,O,O,X,O,O,X
JSTZIOL,O,O,O,O,X,O,O,X
JSTZLIO,O,O,O,O,X,O,O,X
JSTZLOI,O,X,O,O,X,X,X,X
JSTZOIL,O,O,O,O,X,O,O,X
JSTZOLI,O,X,O,X,X,X,X,X
JSTOILZ,O,X,O,X,X,X,X,X
JSTOIZL,O,O,O,X,X,X,O,X
JSTOLIZ,O,X,O,X,X,X,X,X
JSTOLZI,O,X,O,X,X,X,X,X
JSTOZIL,O,O,O,X,X,X,O,X
JSTOZLI,O,X,O,X,X,X,X,X
JSITLZO,O,O,O,O,X,X,O,X
JSITLOZ,X,X,O,O,X,X,X,X
JSITZLO,O,O,O,O,X,O,O,X
JSITZOL,O,O,O,O,X,O,O,X
JSITOLZ,O,X,O,X,X,X,X,X
JSITOZL,O,O,O,X,X,X,O,X
JSILTZO,O,X,O,O,X,X,O,O
JSILTOZ,X,X,O,O,X,X,X,X
JSILZTO,O,X,O,O,X,X,O,O
JSILZOT,O,X,O,O,X,X,X,O
JSILOTZ,X,X,O,O,X,X,X,O
JSILOZT,X,X,O,O,X,X,X,O
JSIZTLO,O,O,O,O,X,O,O,O
JSIZTOL,O,O,O,O,X,O,O,O
JSIZLTO,O,X,O,O,X,O,O,O
JSIZLOT,O,X,O,O,X,O,X,O
JSIZOTL,O,X,O,O,O,O,O,O
JSIZOLT,O,X,O,O,O,O,X,O
JSIOTLZ,O,X,O,O,O,X,X,X
JSIOTZL,O,X,O,O,O,O,O,O
JSIOLTZ,O,X,O,O,O,X,X,X
JSIOLZT,O,X,O,O,O,X,X,X
JSIOZTL,O,X,O,O,O,O,O,O
JSIOZLT,O,X,O,O,O,O,X,O
JSLTIZO,O,X,O,O,X,X,O,O
JSLTIOZ,X,X,O,O,X,X,X,X
JSLTZIO,O,X,O,O,X,X,O,O
JSLTZOI,O,X,O,O,X,X,X,O
JSLTOIZ,X,X,O,O,X,X,X,X
JSLTOZI,X,X,O,O,X,X,X,X
JSLITZO,O,X,O,O,X,X,O,O
JSLITOZ,X,X,O,O,X,X,X,X
JSLIZTO,O,X,O,O,X,X,O,O
JSLIZOT,O,X,O,O,X,X,X,O
JSLIOTZ,X,X,O,O,X,X,X,O
JSLIOZT,X,X,O,O,X,X,X,O
JSLZTIO,O,X,O,O,X,X,O,O
JSLZTOI,O,X,O,O,X,X,X,O
JSLZITO,O,X,O,O,X,X,O,O
JSLZIOT,O,X,O,O,X,X,X,O
JSLZOTI,O,X,O,O,X,X,X,O
JSLZOIT,O,X,O,O,X,X,X,O
JSLOTIZ,X,X,O,O,X,X,X,O
JSLOTZI,X,X,O,O,X,X,X,O
JSLOITZ,X,X,O,O,X,X,X,O
JSLOIZT,X,X,O,O,X,X,X,O
JSLOZTI,X,X,O,O,X,X,X,O
JSLOZIT,X,X,O,O,X,X,X,O
JSZTILO,O,O,O,O,X,O,O,O
JSZTIOL,O,O,O,O,X,O,O,O
JSZTLIO,O,O,O,O,X,O,O,O
JSZTLOI,O,X,O,O,X,X,X,O
JSZTOIL,O,O,O,O,X,O,O,O
JSZTOLI,O,X,O,X,X,O,X,O
JSZITLO,O,O,O,O,X,O,O,O
JSZITOL,O,O,O,O,X,O,O,O
JSZILTO,O,X,O,O,X,O,O,O
JSZILOT,O,X,O,O,X,O,X,O
JSZIOTL,O,X,O,O,O,O,O,O
JSZIOLT,O,X,O,O,O,O,X,O
JSZLTIO,O,X,O,O,X,O,O,O
JSZLTOI,O,X,O,O,X,X,X,O
JSZLITO,O,X,O,O,X,O,O,O
JSZLIOT,O,X,O,O,X,O,X,O
JSZLOTI,O,X,O,O,X,O,X,O
JSZLOIT,O,X,O,O,X,O,X,O
JSZOTIL,O,X,O,O,O,O,O,O
JSZOTLI,O,X,O,X,O,O,X,O
JSZOITL,O,X,O,O,O,O,O,O
JSZOILT,O,X,O,O,O,O,X,O
JSZOLTI,O,X,O,O,O,O,X,O
JSZOLIT,O,X,O,O,O,O,X,O
JSOTILZ,O,X,O,O,O,X,X,X
JSOTIZL,O,X,O,O,O,O,O,O
JSOTLIZ,O,X,O,O,O,X,X,X
JSOTLZI,O,X,O,O,O,X,X,X
JSOTZIL,O,X,O,O,O,O,O,O
JSOTZLI,O,X,O,O,O,O,X,O
JSOITLZ,O,X,O,O,O,X,X,X
JSOITZL,O,X,O,O,O,O,O,O
JSOILTZ,O,X,O,O,O,X,X,X
JSOILZT,O,X,O,O,O,X,X,X
JSOIZTL,O,X,O,O,O,O,O,O
JSOIZLT,O,X,O,O,O,O,X,O
JSOLTIZ,O,X,O,O,O,X,X,X
JSOLTZI,O,X,O,O,O,X,X,X
JSOLITZ,O,X,O,O,O,X,X,X
JSOLIZT,O,X,O,O,O,X,X,X
JSOLZTI,O,X,O,O,O,X,X,X
JSOLZIT,O,X,O,O,O,X,X,X
JSOZTIL,O,X,O,O,O,O,O,O
JSOZTLI,O,X,O,O,O,O,X,O
JSOZITL,O,X,O,O,O,O,O,O
JSOZILT,O,X,O,O,O,O,X,O
JSOZLTI,O,X,O,O,O,O,X,O
JSOZLIT,O,X,O,O,O,O,X,O
JZTILSO,O,O,O,O,X,O,O,O
JZTILOS,O,O,O,O,X,X,X,O
JZTISLO,O,O,O,O,X,O,O,O
JZTISOL,O,O,O,O,X,O,O,O
JZTIOLS,O,O,O,X,O,O,X,O
JZTIOSL,O,O,O,O,O,O,O,O
JZTLISO,O,O,O,O,X,O,O,O
JZTLIOS,O,O,O,O,X,X,X,O
JZTLSIO,O,O,O,O,X,O,O,O
JZTLSOI,O,O,O,O,X,X,X,O
JZTLOIS,O,O,O,O,X,X,X,O
JZTLOSI,O,O,O,O,X,X,X,O
JZTSILO,O,O,O,O,X,O,O,O
JZTSIOL,O,O,O,O,X,O,O,O
JZTSLIO,O,O,O,O,X,O,O,O
JZTSLOI,O,O,O,O,X,X,X,O
JZTSOIL,O,O,O,O,X,O,O,O
JZTSOLI,O,O,O,X,X,O,X,O
JZTOILS,O,O,O,X,O,O,X,O
JZTOISL,O,O,O,O,O,O,O,O
JZTOLIS,O,O,O,X,O,O,X,O
JZTOLSI,O,O,O,X,O,O,X,O
JZTOSIL,O,O,O,O,O,O,O,O
JZTOSLI,O,O,O,X,O,O,X,O
JZITLSO,O,O,O,O,X,O,O,O
JZITLOS,O,O,O,O,X,X,X,O
JZITSLO,O,O,O,O,X,O,O,O
JZITSOL,O,O,O,O,X,O,O,O
JZITOLS,O,O,O,X,O,O,X,O
JZITOSL,O,O,O,O,O,O,O,O
JZILTSO,O,O,O,O,X,O,O,O
JZILTOS,O,O,O,O,X,X,X,O
JZILSTO,O,O,O,O,X,O,O,O
JZILSOT,O,X,O,O,X,O,X,O
JZILOTS,O,X,O,O,O,O,X,O
JZILOST,O,X,O,O,O,O,X,O
JZISTLO,O,O,O,O,X,O,O,O
JZISTOL,O,O,O,O,X,O,O,O
JZISLTO,O,X,O,O,X,O,O,O
JZISLOT,O,X,O,O,X,O,X,O
JZISOTL,O,X,O,O,O,O,O,O
JZISOLT,O,X,O,O,O,O,X,O
JZIOTLS,O,O,O,O,O,O,X,O
JZIOTSL,O,O,O,O,O,O,O,O
JZIOLTS,O,X,O,O,O,O,X,O
JZIOLST,O,X,O,O,O,O,X,O
JZIOSTL,O,O,O,O,O,O,O,O
JZIOSLT,O,X,O,O,O,O,X,O
JZLTISO,O,O,O,O,X,O,O,O
JZLTIOS,O,O,O,O,X,X,X,O
JZLTSIO,O,O,O,O,X,O,O,O
JZLTSOI,O,O,O,O,X,X,X,O
JZLTOIS,O,O,O,O,X,X,X,O
JZLTOSI,O,O,O,O,X,X,X,O
JZLITSO,O,O,O,O,X,O,O,O
JZLITOS,O,O,O,O,X,X,X,O
JZLISTO,O,O,O,O,X,O,O,O
JZLISOT,O,X,O,O,X,O,X,O
JZLIOTS,O,X,O,O,O,O,X,O
JZLIOST,O,X,O,O,O,O,X,O
JZLSTIO,O,O,O,O,X,O,O,O
JZLSTOI,O,O,O,O,X,X,X,O
JZLSITO,O,O,O,O,X,O,O,O
JZLSIOT,O,X,O,O,X,O,X,O
JZLSOTI,O,X,O,O,X,O,X,O
JZLSOIT,O,X,O,O,X,O,X,O
JZLOTIS,O,X,O,O,O,O,X,O
JZLOTSI,O,X,O,O,O,O,X,O
JZLOITS,O,X,O,O,O,O,X,O
JZLOIST,O,X,O,O,O,O,X,O
JZLOSTI,O,X,O,O,O,O,X,O
JZLOSIT,O,X,O,O,O,O,X,O
JZSTILO,O,O,O,O,X,O,O,O
JZSTIOL,O,O,O,O,X,O,O,O
JZSTLIO,O,O,O,O,X,O,O,O
JZSTLOI,O,X,O,O,X,X,X,O
JZSTOIL,O,O,O,O,X,O,O,O
JZSTOLI,O,X,O,X,X,O,X,O
JZSITLO,O,O,O,O,X,O,O,O
JZSITOL,O,O,O,O,X,O,O,O
JZSILTO,O,X,O,O,X,O,O,O
JZSILOT,O,X,O,O,X,O,X,O
JZSIOTL,O,X,O,O,O,O,O,O
JZSIOLT,O,X,O,O,O,O,X,O
JZSLTIO,O,X,O,O,X,O,O,O
JZSLTOI,O,X,O,O,X,X,X,O
JZSLITO,O,X,O,O,X,O,O,O
JZSLIOT,O,X,O,O,X,O,X,O
JZSLOTI,O,X,O,O,X,O,X,O
JZSLOIT,O,X,O,O,X,O,X,O
JZSOTIL,O,X,O,O,O,O,O,O
JZSOTLI,O,X,O,X,O,O,X,O
JZSOITL,O,X,O,O,O,O,O,O
JZSOILT,O,X,O,O,O,O,X,O
JZSOLTI,O,X,O,O,O,O,X,O
JZSOLIT,O,X,O,O,O,O,X,O
JZOTILS,O,O,O,O,O,O,X,O
JZOTISL,O,O,O,O,O,O,O,O
JZOTLIS,O,O,O,O,O,O,X,O
JZOTLSI,O,O,O,O,O,O,X,O
JZOTSIL,O,O,O,O,O,O,O,O
JZOTSLI,O,O,O,O,O,O,X,O
JZOITLS,O,O,O,O,O,O,X,O
JZOITSL,O,O,O,O,O,O,O,O
JZOILTS,O,X,O,O,O,O,X,O
JZOILST,O,X,O,O,O,O,X,O
JZOISTL,O,O,O,O,O,O,O,O
JZOISLT,O,X,O,O,O,O,X,O
JZOLTIS,O,X,O,O,O,O,X,O
JZOLTSI,O,X,O,O,O,O,X,O
JZOLITS,O,X,O,O,O,O,X,O
JZOLIST,O,X,O,O,O,O,X,O
JZOLSTI,O,X,O,O,O,O,X,O
JZOLSIT,O,X,O,O,O,O,X,O
JZOSTIL,O,O,O,O,O,O,O,O
JZOSTLI,O,O,O,O,O,O,X,O
JZOSITL,O,O,O,O,O,O,O,O
JZOSILT,O,X,O,O,O,O,X,O
JZOSLTI,O,X,O,O,O,O,X,O
JZOSLIT,O,X,O,O,O,O,X,O
JOTILSZ,O,O,O,O,O,X,X,X
JOTILZS,O,O,O,O,O,O,X,O
JOTISLZ,O,O,O,O,O,X,X,X
JOTISZL,O,O,O,O,O,O,O,O
JOTIZLS,O,O,O,O,O,O,X,O
JOTIZSL,O,O,O,O,O,O,O,O
JOTLISZ,O,O,O,O,O,X,X,X
JOTLIZS,O,O,O,O,O,O,X,O
JOTLSIZ,O,O,O,O,O,X,X,X
JOTLSZI,O,O,O,O,O,X,X,X
JOTLZIS,O,O,O,O,O,O,X,O
JOTLZSI,O,O,O,O,O,O,X,O
JOTSILZ,O,O,O,O,O,X,X,X
JOTSIZL,O,O,O,O,O,O,O,O
JOTSLIZ,O,O,O,O,O,X,X,X
JOTSLZI,O,O,O,O,O,X,X,X
JOTSZIL,O,O,O,O,O,O,O,O
JOTSZLI,O,O,O,O,O,O,X,O
JOTZILS,O,O,O,O,O,O,X,O
JOTZISL,O,O,O,O,O,O,O,O
JOTZLIS,O,O,O,O,O,O,X,O
JOTZLSI,O,O,O,O,O,O,X,O
JOTZSIL,O,O,O,O,O,O,O,O
JOTZSLI,O,O,O,O,O,O,X,O
JOITLSZ,O,O,O,O,O,X,X,X
JOITLZS,O,O,O,O,O,O,X,O
JOITSLZ,O,O,O,O,O,X,X,X
JOITSZL,O,O,O,O,O,O,O,O
JOITZLS,O,O,O,O,O,O,X,O
JOITZSL,O,O,O,O,O,O,O,O
JOILTSZ,O,O,O,O,O,X,X,O
JOILTZS,O,O,O,O,O,O,X,O
JOILSTZ,O,O,O,O,O,X,X,O
JOILSZT,O,O,O,O,O,X,X,O
JOILZTS,O,O,O,O,O,O,X,O
JOILZST,O,O,O,O,O,O,X,O
JOISTLZ,O,O,O,O,O,X,X,X
JOISTZL,O,O,O,O,O,O,O,O
