sequence,v115@RhC8AeA8DeG8CeA8JeT/IvhF/lBRhBGjB0mBlnByxB,v115@RhC8AeA8DeG8CeA8Je2EJvhFRgBFiBTjBCmBftBUsB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgB8mBGjBllB3nByxB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgB8mBCjBllBXoB2xB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgBcoBllBfsB6sBmsB
OILSZJT,O,O,O,X,X
OILZTJS,O,X,O,X,X
OILZTSJ,O,X,O,X,X
OILZJTS,X,X,O,X,X
OILZJST,O,O,O,X,X
OILZSTJ,O,O,X,X,X
OILZSJT,O,O,O,X,X
OIJTLSZ,X,O,O,X,X
OIJTLZS,X,X,O,X,X
OIJTSLZ,X,O,X,O,X
OIJTSZL,X,O,X,O,X
OIJTZLS,X,X,O,O,X
OIJTZSL,X,X,O,O,X
OIJLTSZ,O,O,O,X,X
OIJLTZS,O,X,O,X,X
OIJLSTZ,O,O,O,X,X
OIJLSZT,O,O,O,X,X
OIJLZTS,X,X,O,X,X
OIJLZST,O,O,O,X,X
OIJSTLZ,O,O,X,O,X
OIJSTZL,O,O,X,O,X
OIJSLTZ,O,O,X,O,X
OIJSLZT,O,O,X,O,X
OIJSZTL,O,O,X,O,X
OIJSZLT,O,O,X,O,X
OIJZTLS,X,X,O,O,X
OIJZTSL,X,X,O,O,X
OIJZLTS,X,X,O,X,X
OIJZLST,X,O,O,O,X
OIJZSTL,O,O,O,O,X
OIJZSLT,O,O,O,O,X
OISTLJZ,O,X,X,X,O
OISTLZJ,O,X,X,O,O
OISTJLZ,O,O,X,O,O
OISTJZL,O,O,X,O,O
OISTZLJ,O,X,X,O,O
OISTZJL,O,X,X,O,O
OISLTJZ,O,O,X,X,O
OISLTZJ,O,O,X,O,O
OISLJTZ,O,O,X,X,X
OISLJZT,O,O,X,X,X
OISLZTJ,O,O,X,O,O
OISLZJT,O,O,X,O,X
OISJTLZ,O,O,X,O,X
OISJTZL,O,O,X,O,X
OISJLTZ,O,O,X,O,X
OISJLZT,O,O,X,O,X
OISJZTL,O,O,X,O,X
OISJZLT,O,O,X,O,X
OISZTLJ,O,X,X,O,O
OISZTJL,O,X,X,O,O
OISZLTJ,O,X,X,O,O
OISZLJT,O,X,X,O,X
OISZJTL,O,X,X,X,X
OISZJLT,O,X,X,O,X
OIZTLJS,X,X,O,O,X
OIZTLSJ,X,X,O,O,O
OIZTJLS,X,X,O,O,X
OIZTJSL,O,X,O,O,O
OIZTSLJ,O,X,O,O,O
OIZTSJL,O,X,O,O,O
OIZLTJS,O,X,O,X,X
OIZLTSJ,O,X,O,X,X
OIZLJTS,X,X,O,X,X
OIZLJST,O,X,O,O,X
OIZLSTJ,O,X,X,O,X
OIZLSJT,O,X,O,O,X
OIZJTLS,X,X,O,O,X
OIZJTSL,X,X,O,O,X
OIZJLTS,X,X,O,X,X
OIZJLST,X,X,O,O,X
OIZJSTL,O,X,O,O,X
OIZJSLT,O,X,O,O,X
OIZSTLJ,O,X,X,O,O
OIZSTJL,O,X,X,O,O
OIZSLTJ,O,X,X,O,O
OIZSLJT,O,X,O,O,X
OIZSJTL,O,X,O,O,X
OIZSJLT,O,X,O,O,X
OLTIJSZ,O,O,O,X,X
OLTIJZS,O,O,O,X,X
OLTISJZ,O,O,O,X,O
OLTISZJ,O,O,O,O,O
OLTIZJS,O,O,O,O,X
OLTIZSJ,O,O,O,O,O
OLTJISZ,O,O,O,X,X
OLTJIZS,O,O,O,X,X
OLTJSIZ,O,O,O,O,X
OLTJSZI,O,O,O,O,X
OLTJZIS,O,O,O,O,X
OLTJZSI,O,O,O,O,X
OLTSIJZ,O,O,O,X,O
OLTSIZJ,O,O,O,O,O
OLTSJIZ,O,O,O,O,O
OLTSJZI,O,O,O,O,O
OLTSZIJ,O,O,O,O,O
OLTSZJI,O,O,O,O,O
OLTZIJS,O,O,O,O,X
OLTZISJ,O,O,O,O,O
OLTZJIS,O,O,O,O,X
OLTZJSI,O,O,O,O,X
OLTZSIJ,O,O,O,O,O
OLTZSJI,O,O,O,O,O
OLITJSZ,O,O,O,X,X
OLITJZS,O,O,O,X,X
OLITSJZ,O,O,O,X,X
OLITSZJ,O,O,O,X,X
OLITZJS,O,O,O,X,X
OLITZSJ,O,O,O,X,X
OLIJTSZ,O,O,O,X,X
OLIJTZS,O,O,O,X,X
OLIJSTZ,O,O,O,X,X
OLIJSZT,O,O,O,X,X
OLIJZTS,X,O,O,X,X
OLIJZST,O,O,O,X,X
OLISTJZ,O,O,O,X,X
OLISTZJ,O,O,O,X,X
OLISJTZ,O,O,O,X,X
OLISJZT,O,O,O,X,X
OLISZTJ,O,O,O,X,X
OLISZJT,O,O,O,X,X
OLIZTJS,O,O,O,X,X
OLIZTSJ,O,O,O,X,X
OLIZJTS,X,O,O,X,X
OLIZJST,O,O,O,X,X
OLIZSTJ,O,O,X,X,X
OLIZSJT,O,O,O,X,X
OLJTISZ,O,O,O,X,X
OLJTIZS,O,O,O,X,X
OLJTSIZ,O,O,O,O,X
OLJTSZI,O,O,O,O,X
OLJTZIS,O,O,O,O,X
OLJTZSI,O,O,O,O,X
OLJITSZ,O,O,O,X,X
OLJITZS,O,O,O,X,X
OLJISTZ,O,O,O,X,X
OLJISZT,O,O,O,X,X
OLJIZTS,X,O,O,X,X
OLJIZST,O,O,O,X,X
OLJSTIZ,O,O,O,O,X
OLJSTZI,O,O,O,O,X
OLJSITZ,O,O,O,O,X
OLJSIZT,O,O,O,O,X
OLJSZTI,O,O,O,O,X
OLJSZIT,O,O,O,O,X
OLJZTIS,O,O,O,O,X
OLJZTSI,O,O,O,O,X
OLJZITS,X,O,O,X,X
OLJZIST,O,O,O,O,X
OLJZSTI,O,O,O,O,X
OLJZSIT,O,O,O,O,X
OLSTIJZ,O,O,O,X,O
OLSTIZJ,O,O,O,O,O
OLSTJIZ,O,O,O,O,O
OLSTJZI,O,O,O,O,O
OLSTZIJ,O,O,O,O,O
OLSTZJI,O,O,O,O,O
OLSITJZ,O,O,O,X,O
OLSITZJ,O,O,O,O,O
OLSIJTZ,O,O,O,X,X
OLSIJZT,O,O,O,X,X
OLSIZTJ,O,O,O,O,O
OLSIZJT,O,O,O,O,X
OLSJTIZ,O,O,O,O,O
OLSJTZI,O,O,O,O,O
OLSJITZ,O,O,O,O,X
OLSJIZT,O,O,O,O,X
OLSJZTI,O,O,O,O,O
OLSJZIT,O,O,O,O,X
OLSZTIJ,O,O,O,O,O
OLSZTJI,O,O,O,O,O
OLSZITJ,O,O,O,O,O
OLSZIJT,O,O,O,O,X
OLSZJTI,O,O,O,O,O
OLSZJIT,O,O,O,O,X
OLZTIJS,O,O,O,O,X
OLZTISJ,O,O,O,O,O
OLZTJIS,O,O,O,O,X
OLZTJSI,O,O,O,O,X
OLZTSIJ,O,O,O,O,O
OLZTSJI,O,O,O,O,O
OLZITJS,O,O,O,X,X
OLZITSJ,O,O,O,X,X
OLZIJTS,X,O,O,X,X
OLZIJST,O,O,O,O,X
OLZISTJ,O,O,X,O,X
OLZISJT,O,O,O,O,X
OLZJTIS,O,O,O,O,X
OLZJTSI,O,O,O,O,X
OLZJITS,X,O,O,X,X
OLZJIST,O,O,O,O,X
OLZJSTI,O,O,O,O,X
OLZJSIT,O,O,O,O,X
OLZSTIJ,O,O,O,O,O
OLZSTJI,O,O,O,O,O
OLZSITJ,O,O,O,O,O
OLZSIJT,O,O,O,O,X
OLZSJTI,O,O,O,O,O
OLZSJIT,O,O,O,O,X
OJTILSZ,X,O,O,X,X
OJTILZS,X,X,O,X,X
OJTISLZ,X,O,X,O,O
OJTISZL,X,O,X,O,O
OJTIZLS,X,X,O,O,X
OJTIZSL,X,X,O,O,O
OJTLISZ,O,O,O,X,X
OJTLIZS,O,X,O,X,X
OJTLSIZ,O,O,O,O,X
OJTLSZI,O,O,O,O,X
OJTLZIS,O,X,O,O,X
OJTLZSI,O,X,O,O,X
OJTSILZ,O,O,X,O,O
OJTSIZL,O,O,X,O,O
OJTSLIZ,O,O,O,O,O
OJTSLZI,O,O,O,O,O
OJTSZIL,O,O,O,O,O
OJTSZLI,X,O,X,O,O
OJTZILS,X,X,O,O,X
OJTZISL,X,X,O,O,O
OJTZLIS,X,X,O,O,X
OJTZLSI,X,X,O,O,X
OJTZSIL,O,X,O,O,O
OJTZSLI,X,X,X,O,O
OJITLSZ,X,O,O,X,X
OJITLZS,X,X,O,X,X
OJITSLZ,X,O,X,O,X
OJITSZL,X,O,X,O,X
OJITZLS,X,X,O,O,X
OJITZSL,X,X,O,O,X
OJILTSZ,O,O,O,X,X
OJILTZS,O,O,O,X,X
OJILSTZ,O,O,O,X,X
OJILSZT,O,O,O,X,X
OJILZTS,X,O,O,X,X
OJILZST,O,O,O,X,X
OJISTLZ,O,O,X,O,X
OJISTZL,O,O,X,O,X
OJISLTZ,O,O,X,O,X
OJISLZT,O,O,X,O,X
OJISZTL,O,O,X,O,X
OJISZLT,O,O,X,O,X
OJIZTLS,X,X,O,O,X
OJIZTSL,X,O,O,O,X
OJIZLTS,X,O,O,X,X
OJIZLST,X,O,O,O,X
OJIZSTL,O,O,O,O,X
OJIZSLT,O,O,O,O,X
OJLTISZ,O,O,O,X,X
OJLTIZS,O,O,O,X,X
OJLTSIZ,O,O,O,O,X
OJLTSZI,O,O,O,O,X
OJLTZIS,O,O,O,O,X
OJLTZSI,O,O,O,O,X
OJLITSZ,O,O,O,X,X
OJLITZS,O,O,O,X,X
OJLISTZ,O,O,O,X,X
OJLISZT,O,O,O,X,X
OJLIZTS,X,O,O,X,X
OJLIZST,O,O,O,X,X
OJLSTIZ,O,O,O,O,X
OJLSTZI,O,O,O,O,X
OJLSITZ,O,O,O,O,X
OJLSIZT,O,O,O,O,X
OJLSZTI,O,O,O,O,X
OJLSZIT,O,O,O,O,X
OJLZTIS,O,O,O,O,X
OJLZTSI,O,O,O,O,X
OJLZITS,X,O,O,X,X
OJLZIST,O,O,O,O,X
OJLZSTI,O,O,O,O,X
OJLZSIT,O,O,O,O,X
OJSTILZ,O,O,X,O,O
OJSTIZL,O,O,X,O,O
OJSTLIZ,O,O,O,O,O
OJSTLZI,O,O,O,O,O
OJSTZIL,O,O,O,O,O
OJSTZLI,X,O,X,O,O
OJSITLZ,O,O,X,O,X
OJSITZL,O,O,X,O,X
OJSILTZ,O,O,X,O,X
OJSILZT,O,O,X,O,X
OJSIZTL,O,O,X,O,X
OJSIZLT,O,O,X,O,X
OJSLTIZ,O,O,O,O,O
OJSLTZI,O,O,O,O,O
OJSLITZ,O,O,O,O,X
OJSLIZT,O,O,O,O,X
OJSLZTI,O,O,O,O,O
OJSLZIT,O,O,O,O,X
OJSZTIL,O,O,O,O,O
OJSZTLI,O,O,X,O,O
OJSZITL,O,O,O,O,X
OJSZILT,O,O,O,O,X
OJSZLTI,O,O,X,O,O
OJSZLIT,O,O,X,O,X
OJZTILS,X,X,O,O,X
OJZTISL,O,O,O,O,O
OJZTLIS,X,O,O,O,X
OJZTLSI,O,O,O,O,X
OJZTSIL,O,O,O,O,O
OJZTSLI,O,O,X,O,O
OJZITLS,X,X,O,O,X
OJZITSL,X,O,O,O,X
OJZILTS,X,O,O,X,X
OJZILST,X,O,O,O,X
OJZISTL,O,O,O,O,X
OJZISLT,O,O,O,O,X
OJZLTIS,O,O,O,O,X
OJZLTSI,O,O,O,O,X
OJZLITS,X,O,O,X,X
OJZLIST,O,O,O,O,X
OJZLSTI,O,O,O,O,X
OJZLSIT,O,O,O,O,X
OJZSTIL,O,O,O,O,O
OJZSTLI,O,O,X,O,O
OJZSITL,O,O,O,O,X
OJZSILT,O,O,O,O,X
OJZSLTI,O,O,X,O,O
OJZSLIT,O,O,X,O,X
OSTILJZ,O,X,X,X,O
OSTILZJ,O,X,O,O,O
OSTIJLZ,O,O,X,O,O
OSTIJZL,O,O,X,O,O
OSTIZLJ,O,X,O,O,O
OSTIZJL,O,X,O,O,O
OSTLIJZ,O,O,O,X,O
OSTLIZJ,O,O,O,O,O
OSTLJIZ,O,O,O,O,O
OSTLJZI,O,O,O,O,O
OSTLZIJ,O,O,O,O,O
OSTLZJI,O,O,O,O,O
OSTJILZ,O,O,X,O,O
OSTJIZL,O,O,X,O,O
OSTJLIZ,O,O,O,O,O
OSTJLZI,O,O,O,O,O
OSTJZIL,O,O,O,O,O
OSTJZLI,X,O,X,O,O
OSTZILJ,O,X,O,O,O
OSTZIJL,O,X,O,O,O
OSTZLIJ,O,X,O,O,O
OSTZLJI,O,X,O,O,O
OSTZJIL,O,O,O,O,O
OSTZJLI,O,O,X,O,O
OSITLJZ,O,X,X,X,O
OSITLZJ,O,X,X,O,O
OSITJLZ,O,O,X,O,O
OSITJZL,O,O,X,O,O
OSITZLJ,O,X,X,O,O
OSITZJL,O,X,X,O,O
OSILTJZ,O,O,X,X,O
OSILTZJ,O,O,X,O,O
OSILJTZ,O,O,X,X,X
OSILJZT,O,O,X,X,X
OSILZTJ,O,O,X,O,O
OSILZJT,O,O,X,O,X
OSIJTLZ,O,O,X,O,X
OSIJTZL,O,O,X,O,X
OSIJLTZ,O,O,X,O,X
OSIJLZT,O,O,X,O,X
OSIJZTL,O,O,X,O,X
OSIJZLT,O,O,X,O,X
OSIZTLJ,O,X,X,O,O
OSIZTJL,O,X,X,O,O
OSIZLTJ,O,X,X,O,O
OSIZLJT,O,X,X,O,X
OSIZJTL,O,X,X,X,X
OSIZJLT,O,X,X,O,X
OSLTIJZ,O,O,O,X,O
OSLTIZJ,O,O,O,O,O
OSLTJIZ,O,O,O,O,O
OSLTJZI,O,O,O,O,O
OSLTZIJ,O,O,O,O,O
OSLTZJI,O,O,O,O,O
OSLITJZ,O,O,O,X,O
OSLITZJ,O,O,O,O,O
OSLIJTZ,O,O,O,X,X
OSLIJZT,O,O,O,X,X
OSLIZTJ,O,O,O,O,O
OSLIZJT,O,O,O,O,X
OSLJTIZ,O,O,O,O,O
OSLJTZI,O,O,O,O,O
OSLJITZ,O,O,O,O,X
OSLJIZT,O,O,O,O,X
OSLJZTI,O,O,O,O,O
OSLJZIT,O,O,O,O,X
OSLZTIJ,O,O,O,O,O
OSLZTJI,O,O,O,O,O
OSLZITJ,O,O,O,O,O
OSLZIJT,O,O,O,O,X
OSLZJTI,O,O,O,O,O
OSLZJIT,O,O,O,O,X
OSJTILZ,O,O,X,O,O
OSJTIZL,O,O,X,O,O
OSJTLIZ,O,O,O,O,O
OSJTLZI,O,O,O,O,O
OSJTZIL,O,O,O,O,O
OSJTZLI,X,O,X,O,O
OSJITLZ,O,O,X,O,X
OSJITZL,O,O,X,O,X
OSJILTZ,O,O,X,O,X
OSJILZT,O,O,X,O,X
OSJIZTL,O,O,X,O,X
OSJIZLT,O,O,X,O,X
OSJLTIZ,O,O,O,O,O
OSJLTZI,O,O,O,O,O
OSJLITZ,O,O,O,O,X
OSJLIZT,O,O,O,O,X
OSJLZTI,O,O,O,O,O
OSJLZIT,O,O,O,O,X
OSJZTIL,O,O,O,O,O
OSJZTLI,O,O,X,O,O
OSJZITL,O,O,O,O,X
OSJZILT,O,O,O,O,X
OSJZLTI,O,O,X,O,O
OSJZLIT,O,O,X,O,X
OSZTILJ,O,X,O,O,O
OSZTIJL,O,X,O,O,O
OSZTLIJ,O,X,O,O,O
OSZTLJI,O,X,O,O,O
OSZTJIL,O,O,O,O,O
OSZTJLI,O,O,X,O,O
OSZITLJ,O,X,X,O,O
OSZITJL,O,X,X,O,O
OSZILTJ,O,X,X,O,O
OSZILJT,O,X,O,O,X
OSZIJTL,O,X,O,O,X
OSZIJLT,O,X,O,O,X
OSZLTIJ,O,O,O,O,O
OSZLTJI,O,O,O,O,O
OSZLITJ,O,O,X,O,O
OSZLIJT,O,O,O,O,X
OSZLJTI,O,O,O,O,O
OSZLJIT,O,O,O,O,X
OSZJTIL,O,O,O,O,O
OSZJTLI,O,O,X,O,O
OSZJITL,O,O,O,O,X
OSZJILT,O,O,O,O,X
OSZJLTI,O,O,X,O,O
OSZJLIT,O,O,X,O,X
OZTILJS,X,X,O,O,X
OZTILSJ,X,X,O,O,O
OZTIJLS,X,X,O,O,X
OZTIJSL,O,X,O,O,O
OZTISLJ,O,X,O,O,O
OZTISJL,O,X,O,O,O
OZTLIJS,O,X,O,O,X
OZTLISJ,O,X,O,O,O
OZTLJIS,O,X,O,O,X
OZTLJSI,O,X,O,O,X
OZTLSIJ,O,X,O,O,O
OZTLSJI,O,X,O,O,O
OZTJILS,X,X,O,O,X
OZTJISL,O,O,O,O,O
OZTJLIS,X,O,O,O,X
OZTJLSI,O,O,O,O,X
OZTJSIL,O,O,O,O,O
OZTJSLI,O,O,X,O,O
OZTSILJ,O,X,O,O,O
OZTSIJL,O,O,O,O,O
OZTSLIJ,O,X,O,O,O
OZTSLJI,O,O,O,O,O
OZTSJIL,O,O,O,O,O
OZTSJLI,O,O,X,O,O
OZITLJS,X,X,O,O,X
OZITLSJ,X,X,O,O,O
OZITJLS,X,X,O,O,X
OZITJSL,O,X,O,O,O
OZITSLJ,O,X,O,O,O
OZITSJL,O,X,O,O,O
OZILTJS,O,X,O,X,X
OZILTSJ,O,X,O,X,X
OZILJTS,X,X,O,X,X
OZILJST,O,X,O,O,X
OZILSTJ,O,X,X,O,X
OZILSJT,O,X,O,O,X
OZIJTLS,X,X,O,O,X
OZIJTSL,X,X,O,O,X
OZIJLTS,X,X,O,X,X
OZIJLST,X,X,O,O,X
OZIJSTL,O,X,O,O,X
OZIJSLT,O,X,O,O,X
OZISTLJ,O,X,X,O,O
OZISTJL,O,X,X,O,O
OZISLTJ,O,X,X,O,O
OZISLJT,O,X,O,O,X
OZISJTL,O,X,O,O,X
OZISJLT,O,X,O,O,X
OZLTIJS,O,O,O,O,X
OZLTISJ,O,O,O,O,O
OZLTJIS,O,O,O,O,X
OZLTJSI,O,O,O,O,X
OZLTSIJ,O,O,O,O,O
OZLTSJI,O,O,O,O,O
OZLITJS,O,O,O,X,X
OZLITSJ,O,O,O,X,X
OZLIJTS,X,O,O,X,X
OZLIJST,O,O,O,O,X
OZLISTJ,O,O,X,O,X
OZLISJT,O,O,O,O,X
OZLJTIS,O,O,O,O,X
OZLJTSI,O,O,O,O,X
OZLJITS,X,O,O,X,X
OZLJIST,O,O,O,O,X
OZLJSTI,O,O,O,O,X
OZLJSIT,O,O,O,O,X
OZLSTIJ,O,O,O,O,O
OZLSTJI,O,O,O,O,O
OZLSITJ,O,O,O,O,O
OZLSIJT,O,O,O,O,X
OZLSJTI,O,O,O,O,O
OZLSJIT,O,O,O,O,X
OZJTILS,X,X,O,O,X
OZJTISL,O,O,O,O,O
OZJTLIS,X,O,O,O,X
OZJTLSI,O,O,O,O,X
OZJTSIL,O,O,O,O,O
OZJTSLI,O,O,X,O,O
OZJITLS,X,X,O,O,X
OZJITSL,X,O,O,O,X
OZJILTS,X,O,O,X,X
OZJILST,X,O,O,O,X
OZJISTL,O,O,O,O,X
OZJISLT,O,O,O,O,X
OZJLTIS,O,O,O,O,X
OZJLTSI,O,O,O,O,X
OZJLITS,X,O,O,X,X
OZJLIST,O,O,O,O,X
OZJLSTI,O,O,O,O,X
OZJLSIT,O,O,O,O,X
OZJSTIL,O,O,O,O,O
OZJSTLI,O,O,X,O,O
OZJSITL,O,O,O,O,X
OZJSILT,O,O,O,O,X
OZJSLTI,O,O,X,O,O
OZJSLIT,O,O,X,O,X
OZSTILJ,O,X,O,O,O
OZSTIJL,O,O,O,O,O
OZSTLIJ,O,O,O,O,O
OZSTLJI,O,O,O,O,O
OZSTJIL,O,O,O,O,O
OZSTJLI,O,O,X,O,O
OZSITLJ,O,X,X,O,O
OZSITJL,O,O,X,O,O
OZSILTJ,O,O,X,O,O
OZSILJT,O,O,O,O,X
OZSIJTL,O,O,O,O,X
OZSIJLT,O,O,O,O,X
OZSLTIJ,O,O,O,O,O
OZSLTJI,O,O,O,O,O
OZSLITJ,O,O,X,O,O
OZSLIJT,O,O,O,O,X
OZSLJTI,O,O,O,O,O
OZSLJIT,O,O,O,O,X
OZSJTIL,O,O,O,O,O
OZSJTLI,O,O,X,O,O
OZSJITL,O,O,O,O,X
OZSJILT,O,O,O,O,X
OZSJLTI,O,O,X,O,O
OZSJLIT,O,O,X,O,X
