sequence,v115@FhB8HeC8HeC8DeD8Jei/IvhFGhBTiBfqBUrBRsBlqB,v115@FhB8HeC8HeC8DeD8JeT/IvhF0gBqnBVqB3mBmmBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFelBRhBqnB8rB3qBFrB,v115@FhB8HeC8HeC8DeD8JeT/IvhFigBGiBfrBUqBRsBlrB,v115@FhB8HeC8HeC8DeD8JeT/IvhFCiBXlB2rB0nBllBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFcmBenBqnBXlBllBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFelBRmB1sBCnB3qBUrB,v115@FhB8HeC8HeC8DeD8Je2EJvhFRmB1sBzkBCnB3qBUrB,v115@FhB8HeC8HeC8DeD8Jei/IvhFfqBxlB0nBuqBFnBTrB
IJTZSOL,O,O,X,O,X,X,X,O,X
IJTZOLS,O,O,X,O,X,X,O,O,X
IJTZOSL,O,O,X,O,X,X,O,O,X
IJTOLSZ,O,O,X,X,X,X,O,O,X
IJTOLZS,O,O,X,X,X,X,O,O,X
IJTOSLZ,O,O,X,X,X,X,O,O,X
IJTOSZL,X,O,X,X,X,X,O,O,X
IJTOZLS,O,O,X,O,X,X,O,O,X
IJTOZSL,O,O,X,O,X,X,O,O,X
IJLTSZO,X,O,X,X,X,O,X,X,X
IJLTSOZ,X,O,X,X,X,O,X,X,X
IJLTZSO,X,O,X,X,X,O,X,X,X
IJLTZOS,X,O,X,X,X,O,X,X,X
IJLTOSZ,O,O,X,X,X,O,X,X,X
IJLTOZS,O,O,X,X,X,O,X,X,X
IJLSTZO,X,O,X,X,X,O,X,X,X
IJLSTOZ,O,O,X,X,X,O,X,X,X
IJLSZTO,O,X,O,X,X,O,X,X,X
IJLSZOT,O,X,O,X,X,O,X,X,X
IJLSOTZ,O,X,X,X,X,O,X,X,X
IJLSOZT,O,X,O,X,X,O,X,X,X
IJLZTSO,X,X,X,X,X,O,X,X,X
IJLZTOS,O,X,O,O,X,O,X,X,X
IJLZSTO,O,X,O,O,X,O,X,X,X
IJLZSOT,O,X,O,O,X,O,X,X,X
IJLZOTS,O,X,O,O,X,O,X,X,X
IJLZOST,O,X,O,O,X,O,X,X,X
IJLOTSZ,O,O,X,X,X,O,X,X,X
IJLOTZS,O,O,X,X,X,O,X,X,X
IJLOSTZ,O,X,X,X,X,O,X,X,X
IJLOSZT,O,X,O,X,X,O,X,X,X
IJLOZTS,O,X,O,O,X,O,X,X,X
IJLOZST,O,X,O,O,X,O,X,X,X
IJSTLZO,X,O,X,X,X,X,X,O,X
IJSTLOZ,O,O,X,X,X,X,O,O,X
IJSTZLO,X,O,X,X,X,X,X,O,X
IJSTZOL,X,O,X,X,X,X,O,O,X
IJSTOLZ,O,O,X,X,X,X,O,O,X
IJSTOZL,X,O,X,X,X,X,O,O,X
IJSLTZO,X,O,X,X,X,O,X,X,X
IJSLTOZ,O,O,X,X,X,O,X,X,X
IJSLZTO,O,X,O,X,X,O,X,X,X
IJSLZOT,O,X,O,X,X,O,X,X,X
IJSLOTZ,O,X,X,X,X,O,X,X,X
IJSLOZT,O,X,O,X,X,O,X,X,X
IJSZTLO,O,X,X,O,O,X,X,X,X
IJSZTOL,O,X,X,O,O,X,X,X,X
IJSZLTO,O,X,O,O,O,X,X,X,X
IJSZLOT,O,X,O,O,O,X,X,X,X
IJSZOTL,O,X,X,O,O,X,X,X,X
IJSZOLT,O,X,O,O,O,X,X,X,X
IJSOTLZ,O,X,X,X,X,X,O,X,X
IJSOTZL,X,X,X,X,X,X,O,X,X
IJSOLTZ,O,X,X,X,X,O,X,X,X
IJSOLZT,O,X,O,X,X,O,X,X,X
IJSOZTL,O,X,X,O,O,X,X,X,X
IJSOZLT,O,X,O,O,O,X,X,X,X
IJZTLSO,X,X,X,X,O,X,X,X,X
IJZTLOS,O,X,X,O,O,X,X,X,X
IJZTSLO,O,X,X,O,O,X,X,X,X
IJZTSOL,O,X,X,O,O,X,X,X,X
IJZTOLS,O,X,X,O,O,X,X,X,X
IJZTOSL,O,X,X,O,O,X,X,X,X
IJZLTSO,X,X,X,X,O,X,X,X,X
IJZLTOS,O,X,O,O,O,X,X,X,X
IJZLSTO,O,X,O,O,O,X,X,X,X
IJZLSOT,O,X,O,O,O,X,X,X,X
IJZLOTS,O,X,O,O,O,X,X,X,X
IJZLOST,O,X,O,O,O,X,X,X,X
IJZSTLO,O,X,X,O,O,X,X,X,X
IJZSTOL,O,X,X,O,O,X,X,X,X
IJZSLTO,O,X,O,O,O,X,X,X,X
IJZSLOT,O,X,O,O,O,X,X,X,X
IJZSOTL,O,X,X,O,O,X,X,X,X
IJZSOLT,O,X,O,O,O,X,X,X,X
IJZOTLS,O,X,X,O,O,X,X,X,X
IJZOTSL,O,X,X,O,O,X,X,X,X
IJZOLTS,O,X,O,O,O,X,X,X,X
IJZOLST,O,X,O,O,O,X,X,X,X
IJZOSTL,O,X,X,O,O,X,X,X,X
IJZOSLT,O,X,O,O,O,X,X,X,X
IJOTLSZ,O,O,X,X,X,X,O,X,X
IJOTLZS,O,O,X,X,X,X,O,X,X
IJOTSLZ,O,O,X,X,X,X,O,X,X
IJOTSZL,X,O,X,X,X,X,O,X,X
IJOTZLS,O,O,X,O,X,X,O,X,X
IJOTZSL,O,O,X,O,X,X,O,X,X
IJOLTSZ,O,O,X,X,X,O,X,X,X
IJOLTZS,O,O,X,X,X,O,X,X,X
IJOLSTZ,O,X,X,X,X,O,X,X,X
IJOLSZT,O,X,O,X,X,O,X,X,X
IJOLZTS,O,X,O,O,X,O,X,X,X
IJOLZST,O,X,O,O,X,O,X,X,X
IJOSTLZ,O,X,X,X,X,X,O,X,X
IJOSTZL,X,X,X,X,X,X,O,X,X
IJOSLTZ,O,X,X,X,X,O,X,X,X
IJOSLZT,O,X,O,X,X,O,X,X,X
IJOSZTL,O,X,X,O,O,X,X,X,X
IJOSZLT,O,X,O,O,O,X,X,X,X
IJOZTLS,O,X,X,O,O,X,X,X,X
IJOZTSL,O,X,X,O,O,X,X,X,X
IJOZLTS,O,X,O,O,O,X,X,X,X
IJOZLST,O,X,O,O,O,X,X,X,X
IJOZSTL,O,X,X,O,O,X,X,X,X
IJOZSLT,O,X,O,O,O,X,X,X,X
ISTLJZO,X,O,X,X,X,O,X,O,X
ISTLJOZ,O,O,X,X,X,O,O,O,X
ISTLZJO,O,O,X,X,X,X,X,X,O
ISTLZOJ,O,O,X,X,X,X,X,X,O
ISTLOJZ,O,O,X,X,X,O,O,X,X
ISTLOZJ,O,O,X,X,X,X,X,X,X
ISTJLZO,X,O,X,X,X,X,X,O,X
ISTJLOZ,O,O,X,X,X,X,O,O,X
ISTJZLO,X,O,X,X,X,X,X,O,X
ISTJZOL,X,O,X,X,X,X,O,O,X
ISTJOLZ,O,O,X,X,X,X,O,O,X
ISTJOZL,X,O,X,X,X,X,O,O,X
ISTZLJO,O,O,X,X,X,X,X,X,O
ISTZLOJ,O,O,X,X,X,X,X,X,O
ISTZJLO,O,O,X,X,O,X,X,O,X
ISTZJOL,O,O,X,X,O,X,O,O,X
ISTZOLJ,O,O,X,X,X,X,X,X,X
ISTZOJL,O,O,X,X,O,X,O,X,X
ISTOLJZ,O,O,X,X,X,O,O,X,X
ISTOLZJ,O,O,X,X,X,X,X,X,X
ISTOJLZ,O,O,X,X,X,X,O,O,X
ISTOJZL,X,O,X,X,X,X,O,O,X
ISTOZLJ,O,O,X,X,X,X,X,X,X
ISTOZJL,O,O,X,X,O,X,O,X,X
ISLTJZO,X,O,X,X,X,O,X,X,X
ISLTJOZ,O,O,X,X,X,O,X,X,X
ISLTZJO,O,O,X,X,X,X,X,X,O
ISLTZOJ,O,O,X,X,X,X,X,X,O
ISLTOJZ,O,O,X,X,X,O,X,X,X
ISLTOZJ,O,O,X,X,X,X,X,X,X
ISLJTZO,X,O,X,X,X,O,X,X,X
ISLJTOZ,O,O,X,X,X,O,X,X,X
ISLJZTO,O,X,O,X,X,O,X,X,O
ISLJZOT,O,X,O,X,X,O,X,X,O
ISLJOTZ,O,X,X,X,X,O,X,X,X
ISLJOZT,O,X,O,X,X,O,X,X,X
ISLZTJO,O,O,O,X,X,X,X,X,O
ISLZTOJ,O,O,X,X,X,X,X,X,O
ISLZJTO,O,X,O,X,O,O,X,X,O
ISLZJOT,O,X,O,X,O,O,X,X,O
ISLZOTJ,O,X,X,X,X,X,X,X,O
ISLZOJT,O,X,O,X,O,O,X,X,O
ISLOTJZ,O,O,X,X,X,O,X,X,X
ISLOTZJ,O,O,X,X,X,X,X,X,O
ISLOJTZ,O,X,X,X,X,O,X,X,X
ISLOJZT,O,X,O,X,X,O,X,X,O
ISLOZTJ,O,X,X,X,X,X,X,X,O
ISLOZJT,O,X,O,X,O,O,X,X,O
ISJTLZO,X,O,X,X,X,X,X,O,X
ISJTLOZ,O,O,X,X,X,X,O,O,X
ISJTZLO,X,O,X,X,X,X,X,O,X
ISJTZOL,X,O,X,X,X,X,O,O,X
ISJTOLZ,O,O,X,X,X,X,O,O,X
ISJTOZL,X,O,X,X,X,X,O,O,X
ISJLTZO,X,O,X,X,X,O,X,X,X
ISJLTOZ,O,O,X,X,X,O,X,X,X
ISJLZTO,O,X,O,X,X,O,X,X,O
ISJLZOT,O,X,O,X,X,O,X,X,O
ISJLOTZ,O,X,X,X,X,O,X,X,X
ISJLOZT,O,X,O,X,X,O,X,X,X
ISJZTLO,O,X,X,O,O,X,X,X,X
ISJZTOL,O,X,X,O,O,X,X,X,X
ISJZLTO,O,X,O,O,O,X,X,X,O
ISJZLOT,O,X,O,O,O,X,X,X,O
ISJZOTL,O,X,X,O,O,X,X,X,X
ISJZOLT,O,X,O,O,O,X,X,X,X
ISJOTLZ,O,X,X,X,X,X,O,X,X
ISJOTZL,X,X,X,X,X,X,O,X,X
ISJOLTZ,O,X,X,X,X,O,X,X,X
ISJOLZT,O,X,O,X,X,O,X,X,X
ISJOZTL,O,X,X,O,O,X,X,X,X
ISJOZLT,O,X,O,O,O,X,X,X,X
ISZTLJO,O,O,X,O,X,X,X,X,O
ISZTLOJ,O,O,X,O,X,X,X,X,O
ISZTJLO,O,O,X,O,O,X,X,X,X
ISZTJOL,O,O,X,O,O,X,X,X,X
ISZTOLJ,O,O,X,O,X,X,X,X,X
ISZTOJL,O,O,X,O,O,X,X,X,X
ISZLTJO,O,O,O,O,X,X,X,X,O
ISZLTOJ,O,O,X,O,X,X,X,X,O
ISZLJTO,O,X,O,O,O,O,X,X,O
ISZLJOT,O,X,O,O,O,O,X,X,O
ISZLOTJ,O,X,X,O,X,X,X,X,O
ISZLOJT,O,X,O,O,O,O,X,X,O
ISZJTLO,O,X,X,O,O,X,X,X,X
ISZJTOL,O,X,X,O,O,X,X,X,X
ISZJLTO,O,X,O,O,O,X,X,X,O
ISZJLOT,O,X,O,O,O,X,X,X,O
ISZJOTL,O,X,X,O,O,X,X,X,X
ISZJOLT,O,X,O,O,O,X,X,X,X
ISZOTLJ,O,X,X,O,X,X,X,X,O
ISZOTJL,O,X,X,O,O,X,X,X,X
ISZOLTJ,O,X,X,O,X,X,X,X,O
ISZOLJT,O,X,O,O,O,O,X,X,O
ISZOJTL,O,X,X,O,O,X,X,X,X
ISZOJLT,O,X,O,O,O,X,X,X,O
ISOTLJZ,O,O,X,X,X,O,O,X,X
ISOTLZJ,O,O,X,X,X,X,X,X,O
ISOTJLZ,O,O,X,X,X,X,O,X,X
ISOTJZL,X,O,X,X,X,X,O,X,X
ISOTZLJ,O,O,X,X,X,X,X,X,O
ISOTZJL,O,O,X,X,O,X,O,X,X
ISOLTJZ,O,O,X,X,X,O,X,X,X
ISOLTZJ,O,O,X,X,X,X,X,X,O
ISOLJTZ,O,X,X,X,X,O,X,X,X
ISOLJZT,O,X,O,X,X,O,X,X,O
ISOLZTJ,O,X,X,X,X,X,X,X,O
ISOLZJT,O,X,O,X,O,O,X,X,O
ISOJTLZ,O,X,X,X,X,X,O,X,X
ISOJTZL,X,X,X,X,X,X,O,X,X
ISOJLTZ,O,X,X,X,X,O,X,X,X
ISOJLZT,O,X,O,X,X,O,X,X,O
ISOJZTL,O,X,X,O,O,X,X,X,X
ISOJZLT,O,X,O,O,O,X,X,X,O
ISOZTLJ,O,X,X,O,X,X,X,X,O
ISOZTJL,O,X,X,O,O,X,X,X,X
ISOZLTJ,O,X,X,O,X,X,X,X,O
ISOZLJT,O,X,O,O,O,O,X,X,O
ISOZJTL,O,X,X,O,O,X,X,X,X
ISOZJLT,O,X,O,O,O,X,X,X,O
IZTLJSO,X,O,X,X,O,X,X,X,X
IZTLJOS,O,O,X,O,O,X,X,X,X
IZTLSJO,X,O,X,X,X,X,X,X,X
IZTLSOJ,X,O,X,X,X,X,X,X,X
IZTLOJS,O,O,X,O,O,X,X,X,X
IZTLOSJ,X,O,X,X,X,X,X,X,X
IZTJLSO,X,O,X,X,O,X,X,X,X
IZTJLOS,O,O,X,O,O,X,X,X,X
IZTJSLO,O,O,X,O,O,X,X,X,X
IZTJSOL,O,O,X,O,O,X,X,X,X
IZTJOLS,O,O,X,O,O,X,X,X,X
IZTJOSL,O,O,X,O,O,X,X,X,X
IZTSLJO,O,O,X,O,X,X,X,X,X
IZTSLOJ,O,O,X,O,X,X,X,X,X
IZTSJLO,O,O,X,O,O,X,X,X,X
IZTSJOL,O,O,X,O,O,X,X,X,X
IZTSOLJ,O,O,X,O,X,X,X,X,X
IZTSOJL,O,O,X,O,O,X,X,X,X
IZTOLJS,O,O,X,O,O,X,X,X,X
IZTOLSJ,X,O,X,X,X,X,X,X,X
IZTOJLS,O,O,X,O,O,X,X,X,X
IZTOJSL,O,O,X,O,O,X,X,X,X
IZTOSLJ,O,O,X,O,X,X,X,X,X
IZTOSJL,O,O,X,O,O,X,X,X,X
IZLTJSO,X,O,X,X,O,X,X,X,X
IZLTJOS,O,O,O,O,O,X,X,X,X
IZLTSJO,X,O,O,X,X,X,X,X,X
IZLTSOJ,X,O,X,X,X,X,X,X,X
IZLTOJS,O,O,X,O,O,X,X,X,X
IZLTOSJ,X,O,X,X,X,X,X,X,X
IZLJTSO,X,X,X,X,O,O,X,X,X
IZLJTOS,O,X,O,O,O,O,X,X,X
IZLJSTO,O,X,O,O,O,O,X,X,X
IZLJSOT,O,X,O,O,O,O,X,X,X
IZLJOTS,O,X,O,O,O,O,X,X,X
IZLJOST,O,X,O,O,O,O,X,X,X
IZLSTJO,O,O,O,O,X,X,X,X,O
IZLSTOJ,O,O,X,O,X,X,X,X,O
IZLSJTO,O,X,O,O,O,O,X,X,O
IZLSJOT,O,X,O,O,O,O,X,X,O
IZLSOTJ,O,X,X,O,X,X,X,X,O
IZLSOJT,O,X,O,O,O,O,X,X,O
IZLOTJS,O,O,X,O,O,X,X,X,X
IZLOTSJ,X,O,X,X,X,X,X,X,X
IZLOJTS,O,X,O,O,O,O,X,X,X
IZLOJST,O,X,O,O,O,O,X,X,X
IZLOSTJ,O,X,X,O,X,X,X,X,O
IZLOSJT,O,X,O,O,O,O,X,X,O
IZJTLSO,X,X,X,X,O,X,X,X,X
IZJTLOS,O,X,X,O,O,X,X,X,X
IZJTSLO,O,X,X,O,O,X,X,X,X
IZJTSOL,O,X,X,O,O,X,X,X,X
IZJTOLS,O,X,X,O,O,X,X,X,X
IZJTOSL,O,X,X,O,O,X,X,X,X
IZJLTSO,X,X,X,X,O,X,X,X,X
IZJLTOS,O,X,O,O,O,X,X,X,X
IZJLSTO,O,X,O,O,O,X,X,X,X
IZJLSOT,O,X,O,O,O,X,X,X,X
IZJLOTS,O,X,O,O,O,X,X,X,X
IZJLOST,O,X,O,O,O,X,X,X,X
IZJSTLO,O,X,X,O,O,X,X,X,X
IZJSTOL,O,X,X,O,O,X,X,X,X
IZJSLTO,O,X,O,O,O,X,X,X,X
IZJSLOT,O,X,O,O,O,X,X,X,X
IZJSOTL,O,X,X,O,O,X,X,X,X
IZJSOLT,O,X,O,O,O,X,X,X,X
IZJOTLS,O,X,X,O,O,X,X,X,X
IZJOTSL,O,X,X,O,O,X,X,X,X
IZJOLTS,O,X,O,O,O,X,X,X,X
IZJOLST,O,X,O,O,O,X,X,X,X
IZJOSTL,O,X,X,O,O,X,X,X,X
IZJOSLT,O,X,O,O,O,X,X,X,X
IZSTLJO,O,O,X,O,X,X,X,X,O
IZSTLOJ,O,O,X,O,X,X,X,X,O
IZSTJLO,O,O,X,O,O,X,X,X,X
IZSTJOL,O,O,X,O,O,X,X,X,X
IZSTOLJ,O,O,X,O,X,X,X,X,X
IZSTOJL,O,O,X,O,O,X,X,X,X
IZSLTJO,O,O,O,O,X,X,X,X,O
IZSLTOJ,O,O,X,O,X,X,X,X,O
IZSLJTO,O,X,O,O,O,O,X,X,O
IZSLJOT,O,X,O,O,O,O,X,X,O
IZSLOTJ,O,X,X,O,X,X,X,X,O
IZSLOJT,O,X,O,O,O,O,X,X,O
IZSJTLO,O,X,X,O,O,X,X,X,X
IZSJTOL,O,X,X,O,O,X,X,X,X
IZSJLTO,O,X,O,O,O,X,X,X,O
IZSJLOT,O,X,O,O,O,X,X,X,O
IZSJOTL,O,X,X,O,O,X,X,X,X
IZSJOLT,O,X,O,O,O,X,X,X,X
IZSOTLJ,O,X,X,O,X,X,X,X,O
IZSOTJL,O,X,X,O,O,X,X,X,X
IZSOLTJ,O,X,X,O,X,X,X,X,O
IZSOLJT,O,X,O,O,O,O,X,X,O
IZSOJTL,O,X,X,O,O,X,X,X,X
IZSOJLT,O,X,O,O,O,X,X,X,O
IZOTLJS,O,O,X,O,O,X,X,X,X
IZOTLSJ,X,O,X,X,X,X,X,X,X
IZOTJLS,O,O,X,O,O,X,X,X,X
IZOTJSL,O,O,X,O,O,X,X,X,X
IZOTSLJ,O,O,X,O,X,X,X,X,X
IZOTSJL,O,O,X,O,O,X,X,X,X
IZOLTJS,O,O,X,O,O,X,X,X,X
IZOLTSJ,X,O,X,X,X,X,X,X,X
IZOLJTS,O,X,O,O,O,O,X,X,X
IZOLJST,O,X,O,O,O,O,X,X,X
IZOLSTJ,O,X,X,O,X,X,X,X,O
IZOLSJT,O,X,O,O,O,O,X,X,O
IZOJTLS,O,X,X,O,O,X,X,X,X
IZOJTSL,O,X,X,O,O,X,X,X,X
IZOJLTS,O,X,O,O,O,X,X,X,X
IZOJLST,O,X,O,O,O,X,X,X,X
IZOJSTL,O,X,X,O,O,X,X,X,X
IZOJSLT,O,X,O,O,O,X,X,X,X
IZOSTLJ,O,X,X,O,X,X,X,X,O
IZOSTJL,O,X,X,O,O,X,X,X,X
IZOSLTJ,O,X,X,O,X,X,X,X,O
IZOSLJT,O,X,O,O,O,O,X,X,O
IZOSJTL,O,X,X,O,O,X,X,X,X
IZOSJLT,O,X,O,O,O,X,X,X,O
IOTLJSZ,O,O,X,X,X,O,O,X,X
IOTLJZS,O,O,X,X,X,O,O,X,X
IOTLSJZ,O,O,X,X,X,O,X,X,X
IOTLSZJ,O,O,X,X,X,X,X,X,X
IOTLZJS,O,O,X,X,X,X,X,X,X
IOTLZSJ,X,O,X,X,X,X,X,X,X
IOTJLSZ,O,O,X,X,X,X,O,X,X
IOTJLZS,O,O,X,X,X,X,O,X,X
IOTJSLZ,O,O,X,X,X,X,O,X,X
IOTJSZL,X,O,X,X,X,X,O,X,X
IOTJZLS,O,O,X,O,X,X,O,X,X
IOTJZSL,O,O,X,O,X,X,O,X,X
IOTSLJZ,O,O,X,X,X,O,O,X,X
IOTSLZJ,O,O,X,X,X,X,X,X,X
IOTSJLZ,O,O,X,X,X,X,O,X,X
IOTSJZL,X,O,X,X,X,X,O,X,X
IOTSZLJ,O,O,X,X,X,X,X,X,X
IOTSZJL,O,O,X,X,O,X,O,X,X
IOTZLJS,O,O,X,O,O,X,X,X,X
IOTZLSJ,X,O,X,X,X,X,X,X,X
IOTZJLS,O,O,X,O,O,X,O,X,X
IOTZJSL,O,O,X,O,O,X,O,X,X
IOTZSLJ,O,O,X,O,X,X,X,X,X
IOTZSJL,O,O,X,O,O,X,X,X,X
IOLTJSZ,O,O,X,X,X,O,X,X,X
IOLTJZS,O,O,X,X,X,O,X,X,X
IOLTSJZ,O,O,X,X,X,O,X,X,X
IOLTSZJ,O,O,X,X,X,X,X,X,X
IOLTZJS,O,O,X,X,X,X,X,X,X
IOLTZSJ,X,O,X,X,X,X,X,X,X
IOLJTSZ,O,O,X,X,X,O,X,X,X
IOLJTZS,O,O,X,X,X,O,X,X,X
IOLJSTZ,O,X,X,X,X,O,X,X,X
IOLJSZT,O,X,O,X,X,O,X,X,X
IOLJZTS,O,X,O,O,X,O,X,X,X
IOLJZST,O,X,O,O,X,O,X,X,X
IOLSTJZ,O,O,X,X,X,O,X,X,X
IOLSTZJ,O,O,X,X,X,X,X,X,O
IOLSJTZ,O,X,X,X,X,O,X,X,X
IOLSJZT,O,X,O,X,X,O,X,X,O
IOLSZTJ,O,X,X,X,X,X,X,X,O
IOLSZJT,O,X,O,X,O,O,X,X,O
IOLZTJS,O,O,X,O,O,X,X,X,X
IOLZTSJ,X,O,X,X,X,X,X,X,X
IOLZJTS,O,X,O,O,O,O,X,X,X
IOLZJST,O,X,O,O,O,O,X,X,X
IOLZSTJ,O,X,X,O,X,X,X,X,O
IOLZSJT,O,X,O,O,O,O,X,X,O
IOJTLSZ,O,O,X,X,X,X,O,X,X
IOJTLZS,O,O,X,X,X,X,O,X,X
IOJTSLZ,O,O,X,X,X,X,O,X,X
IOJTSZL,X,O,X,X,X,X,O,X,X
IOJTZLS,O,O,X,O,X,X,O,X,X
IOJTZSL,O,O,X,O,X,X,O,X,X
IOJLTSZ,O,O,X,X,X,O,X,X,X
IOJLTZS,O,O,X,X,X,O,X,X,X
IOJLSTZ,O,X,X,X,X,O,X,X,X
IOJLSZT,O,X,O,X,X,O,X,X,X
IOJLZTS,O,X,O,O,X,O,X,X,X
IOJLZST,O,X,O,O,X,O,X,X,X
IOJSTLZ,O,X,X,X,X,X,O,X,X
IOJSTZL,X,X,X,X,X,X,O,X,X
IOJSLTZ,O,X,X,X,X,O,X,X,X
IOJSLZT,O,X,O,X,X,O,X,X,X
IOJSZTL,O,X,X,O,O,X,X,X,X
IOJSZLT,O,X,O,O,O,X,X,X,X
IOJZTLS,O,X,X,O,O,X,X,X,X
IOJZTSL,O,X,X,O,O,X,X,X,X
IOJZLTS,O,X,O,O,O,X,X,X,X
IOJZLST,O,X,O,O,O,X,X,X,X
IOJZSTL,O,X,X,O,O,X,X,X,X
IOJZSLT,O,X,O,O,O,X,X,X,X
IOSTLJZ,O,O,X,X,X,O,O,X,X
IOSTLZJ,O,O,X,X,X,X,X,X,O
IOSTJLZ,O,O,X,X,X,X,O,X,X
IOSTJZL,X,O,X,X,X,X,O,X,X
IOSTZLJ,O,O,X,X,X,X,X,X,O
IOSTZJL,O,O,X,X,O,X,O,X,X
IOSLTJZ,O,O,X,X,X,O,X,X,X
IOSLTZJ,O,O,X,X,X,X,X,X,O
IOSLJTZ,O,X,X,X,X,O,X,X,X
IOSLJZT,O,X,O,X,X,O,X,X,O
IOSLZTJ,O,X,X,X,X,X,X,X,O
IOSLZJT,O,X,O,X,O,O,X,X,O
IOSJTLZ,O,X,X,X,X,X,O,X,X
IOSJTZL,X,X,X,X,X,X,O,X,X
IOSJLTZ,O,X,X,X,X,O,X,X,X
IOSJLZT,O,X,O,X,X,O,X,X,O
IOSJZTL,O,X,X,O,O,X,X,X,X
IOSJZLT,O,X,O,O,O,X,X,X,O
IOSZTLJ,O,X,X,O,X,X,X,X,O
IOSZTJL,O,X,X,O,O,X,X,X,X
IOSZLTJ,O,X,X,O,X,X,X,X,O
IOSZLJT,O,X,O,O,O,O,X,X,O
IOSZJTL,O,X,X,O,O,X,X,X,X
IOSZJLT,O,X,O,O,O,X,X,X,O
IOZTLJS,O,O,X,O,O,X,X,X,X
IOZTLSJ,X,O,X,X,X,X,X,X,X
IOZTJLS,O,O,X,O,O,X,X,X,X
IOZTJSL,O,O,X,O,O,X,X,X,X
IOZTSLJ,O,O,X,O,X,X,X,X,X
IOZTSJL,O,O,X,O,O,X,X,X,X
IOZLTJS,O,O,X,O,O,X,X,X,X
IOZLTSJ,X,O,X,X,X,X,X,X,X
IOZLJTS,O,X,O,O,O,O,X,X,X
IOZLJST,O,X,O,O,O,O,X,X,X
IOZLSTJ,O,X,X,O,X,X,X,X,O
IOZLSJT,O,X,O,O,O,O,X,X,O
IOZJTLS,O,X,X,O,O,X,X,X,X
IOZJTSL,O,X,X,O,O,X,X,X,X
IOZJLTS,O,X,O,O,O,X,X,X,X
IOZJLST,O,X,O,O,O,X,X,X,X
IOZJSTL,O,X,X,O,O,X,X,X,X
IOZJSLT,O,X,O,O,O,X,X,X,X
IOZSTLJ,O,X,X,O,X,X,X,X,O
IOZSTJL,O,X,X,O,O,X,X,X,X
IOZSLTJ,O,X,X,O,X,X,X,X,O
IOZSLJT,O,X,O,O,O,O,X,X,O
IOZSJTL,O,X,X,O,O,X,X,X,X
IOZSJLT,O,X,O,O,O,X,X,X,O
LTIJSZO,X,O,X,X,X,O,X,O,X
LTIJSOZ,X,O,X,X,X,O,X,O,X
LTIJZSO,X,O,X,X,X,O,X,O,X
LTIJZOS,X,O,X,X,X,O,X,O,X
LTIJOSZ,O,O,X,X,X,O,O,O,X
LTIJOZS,O,O,X,X,X,O,O,O,X
LTISJZO,X,O,X,X,X,O,X,O,X
LTISJOZ,O,O,X,X,X,O,O,O,X
LTISZJO,O,O,X,X,X,X,X,X,X
LTISZOJ,O,O,X,X,X,X,X,X,X
LTISOJZ,O,O,X,X,X,O,O,X,X
LTISOZJ,O,O,X,X,X,X,X,X,X
LTIZJSO,X,O,X,X,X,X,X,X,X
LTIZJOS,O,O,X,X,X,X,X,X,X
LTIZSJO,X,O,X,X,X,X,X,X,X
LTIZSOJ,X,O,X,X,X,X,X,X,X
LTIZOJS,O,O,X,X,X,X,X,X,X
LTIZOSJ,X,O,X,X,X,X,X,X,X
LTIOJSZ,O,O,X,X,X,O,O,X,X
LTIOJZS,O,O,X,X,X,O,O,X,X
LTIOSJZ,O,O,X,X,X,O,X,X,X
LTIOSZJ,O,O,X,X,X,X,X,X,X
LTIOZJS,O,O,X,X,X,X,X,X,X
LTIOZSJ,X,O,X,X,X,X,X,X,X
LTJISZO,X,O,X,X,X,O,X,O,X
LTJISOZ,X,O,X,X,X,O,X,O,X
LTJIZSO,X,O,X,X,X,O,X,O,X
LTJIZOS,X,O,X,X,X,O,X,O,X
LTJIOSZ,X,O,X,X,X,O,O,O,X
LTJIOZS,X,O,X,X,X,O,O,O,X
LTJSIZO,X,X,X,X,X,X,X,O,X
LTJSIOZ,X,X,X,X,X,X,O,O,X
LTJSZIO,X,X,O,X,X,X,X,X,X
LTJSZOI,X,X,O,X,X,O,X,X,X
LTJSOIZ,X,X,X,X,X,X,O,X,X
LTJSOZI,X,X,O,X,X,O,X,X,X
LTJZISO,X,O,X,X,X,O,X,X,X
LTJZIOS,X,O,O,X,X,O,X,X,X
LTJZSIO,X,X,O,X,X,X,X,X,X
LTJZSOI,X,X,O,X,X,O,X,X,X
LTJZOIS,X,O,O,X,X,O,X,X,X
LTJZOSI,X,X,O,X,X,O,X,X,X
LTJOISZ,X,O,X,X,X,O,O,X,X
LTJOIZS,X,O,X,X,X,O,O,X,X
LTJOSIZ,X,X,X,X,X,X,O,X,X
LTJOSZI,X,X,O,X,X,O,X,X,X
LTJOZIS,X,O,O,X,X,O,X,X,X
LTJOZSI,X,X,O,X,X,O,X,X,X
LTSIJZO,X,O,X,X,X,O,X,O,X
LTSIJOZ,O,O,X,X,X,O,O,O,X
LTSIZJO,O,O,X,X,X,X,X,X,O
LTSIZOJ,O,O,X,X,X,X,X,X,O
