sequence,v115@QhA8DeF8BeC8CeB8Jei/IvhFzgBUiBFjBxpB3pBWxB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBFiBXjBKpBzkBWxB,v115@QhA8DeF8BeC8CeB8JeZEJvhFzfBWmBFjBCqB/sB0rB,v115@QhA8DeF8BeC8CeB8JezAJvhFCiBXjBxpBOpB8pBVxB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBzhBFjB2pB3pBSxB,v115@QhA8DeF8BeC8CeB8JeZEJvhF8lBzhBXjBupBFlBSxB,v115@QhA8DeF8BeC8CeB8Jez/IvhFWmBFjBxpBKpB/sB0rB,v115@QhA8DeF8BeC8CeB8Je2EJvhFRgBFjB3lBTpBCsBUsB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBCiBXjBmkBTpBVxB
IJTOSZL,O,X,X,O,X,O,X,X,X
IJTOZLS,O,X,X,O,O,X,X,X,X
IJTOZSL,O,X,X,O,O,O,X,X,X
IJLTSZO,O,X,O,X,X,X,O,X,X
IJLTSOZ,O,X,O,X,X,X,O,X,X
IJLTZSO,O,X,O,X,X,X,O,X,X
IJLTZOS,O,X,O,X,X,X,O,X,X
IJLTOSZ,O,X,O,X,X,X,O,X,X
IJLTOZS,O,X,O,X,X,X,O,X,X
IJLSTZO,O,X,O,X,X,X,O,X,X
IJLSTOZ,O,X,O,X,X,X,O,X,X
IJLSZTO,O,X,O,X,X,X,O,X,X
IJLSZOT,O,X,O,X,X,O,O,X,X
IJLSOTZ,O,X,O,X,X,X,O,X,X
IJLSOZT,O,X,O,X,X,O,O,X,X
IJLZTSO,O,X,O,X,X,X,O,X,X
IJLZTOS,O,X,O,X,X,X,O,X,X
IJLZSTO,O,X,O,X,X,X,O,X,X
IJLZSOT,O,X,O,X,X,O,O,X,X
IJLZOTS,O,X,O,X,X,X,O,X,X
IJLZOST,O,X,O,X,X,O,O,X,X
IJLOTSZ,O,X,O,X,X,X,O,X,X
IJLOTZS,O,X,O,X,X,X,O,X,X
IJLOSTZ,O,X,O,X,X,X,O,X,X
IJLOSZT,O,X,O,X,X,O,O,X,X
IJLOZTS,O,X,O,X,X,X,O,X,X
IJLOZST,O,X,O,X,X,O,O,X,X
IJSTLZO,O,X,O,X,X,X,O,X,X
IJSTLOZ,O,X,O,X,X,X,O,X,X
IJSTZLO,O,X,X,X,X,X,O,X,X
IJSTZOL,O,X,X,X,X,O,X,X,X
IJSTOLZ,O,X,X,X,X,X,O,X,X
IJSTOZL,O,X,X,X,X,O,X,X,X
IJSLTZO,O,X,O,X,X,X,O,X,X
IJSLTOZ,O,X,O,X,X,X,O,X,X
IJSLZTO,O,X,O,X,X,X,O,X,X
IJSLZOT,O,X,O,X,X,O,O,X,X
IJSLOTZ,O,X,O,X,X,X,O,X,X
IJSLOZT,O,X,O,X,X,O,O,X,X
IJSZTLO,O,X,X,X,X,X,O,X,X
IJSZTOL,O,X,X,O,X,O,X,X,X
IJSZLTO,O,X,X,X,X,X,O,X,X
IJSZLOT,O,X,X,O,X,O,O,X,X
IJSZOTL,O,X,X,O,X,O,X,X,X
IJSZOLT,O,X,X,O,X,O,X,X,X
IJSOTLZ,O,X,X,O,X,X,O,X,X
IJSOTZL,O,X,X,O,X,O,X,X,X
IJSOLTZ,O,X,X,X,X,X,O,X,X
IJSOLZT,O,X,X,X,X,O,O,X,X
IJSOZTL,O,X,X,O,X,O,X,X,X
IJSOZLT,O,X,X,O,X,O,X,X,X
IJZTLSO,O,X,O,O,O,X,O,X,X
IJZTLOS,O,X,O,O,O,X,O,X,X
IJZTSLO,O,X,X,O,O,X,O,X,X
IJZTSOL,O,X,X,O,O,O,X,X,X
IJZTOLS,O,X,X,O,O,X,X,X,X
IJZTOSL,O,X,X,O,X,O,X,X,X
IJZLTSO,O,X,O,O,O,X,O,X,X
IJZLTOS,O,X,O,O,O,X,O,X,X
IJZLSTO,O,X,O,X,O,X,O,X,X
IJZLSOT,O,X,O,O,O,O,O,X,X
IJZLOTS,O,X,O,O,O,X,O,X,X
IJZLOST,O,X,O,O,O,O,O,X,X
IJZSTLO,O,X,X,O,O,X,O,X,X
IJZSTOL,O,X,X,O,O,O,X,X,X
IJZSLTO,O,X,X,X,O,X,O,X,X
IJZSLOT,O,X,X,O,O,O,O,X,X
IJZSOTL,O,X,X,O,O,O,X,X,X
IJZSOLT,O,X,X,O,O,O,X,X,X
IJZOTLS,O,X,X,O,O,X,X,X,X
IJZOTSL,O,X,X,O,X,O,X,X,X
IJZOLTS,O,X,X,O,O,X,X,X,X
IJZOLST,O,X,X,O,O,O,X,X,X
IJZOSTL,O,X,X,O,X,O,X,X,X
IJZOSLT,O,X,X,O,X,O,X,X,X
IJOTLSZ,O,X,O,O,X,X,O,X,X
IJOTLZS,O,X,O,O,X,X,O,X,X
IJOTSLZ,O,X,X,O,X,X,O,X,X
IJOTSZL,O,X,X,O,X,O,X,X,X
IJOTZLS,O,X,X,O,O,X,X,X,X
IJOTZSL,O,X,X,O,O,O,X,X,X
IJOLTSZ,O,X,O,X,X,X,O,X,X
IJOLTZS,O,X,O,X,X,X,O,X,X
IJOLSTZ,O,X,O,X,X,X,O,X,X
IJOLSZT,O,X,O,X,X,O,O,X,X
IJOLZTS,O,X,O,X,X,X,O,X,X
IJOLZST,O,X,O,X,X,O,O,X,X
IJOSTLZ,O,X,X,O,X,X,O,X,X
IJOSTZL,O,X,X,O,X,O,X,X,X
IJOSLTZ,O,X,X,X,X,X,O,X,X
IJOSLZT,O,X,X,X,X,O,O,X,X
IJOSZTL,O,X,X,O,X,O,X,X,X
IJOSZLT,O,X,X,O,X,O,X,X,X
IJOZTLS,O,X,X,O,O,X,X,X,X
IJOZTSL,O,X,X,O,O,O,X,X,X
IJOZLTS,O,X,X,O,O,X,X,X,X
IJOZLST,O,X,X,O,X,O,X,X,X
IJOZSTL,O,X,X,O,O,O,X,X,X
IJOZSLT,O,X,X,O,O,O,X,X,X
ISTLJZO,O,X,O,O,X,X,O,X,X
ISTLJOZ,O,X,O,O,X,X,O,X,X
ISTLZJO,O,O,O,O,X,X,O,X,X
ISTLZOJ,O,O,O,O,X,X,O,X,X
ISTLOJZ,O,X,O,O,X,X,O,X,X
ISTLOZJ,O,O,O,O,X,X,O,X,X
ISTJLZO,O,X,O,O,X,X,O,X,X
ISTJLOZ,O,X,O,O,X,X,O,X,X
ISTJZLO,O,X,X,O,X,X,O,X,X
ISTJZOL,O,X,X,O,X,O,X,X,X
ISTJOLZ,O,X,X,O,X,X,O,X,X
ISTJOZL,O,X,X,O,X,O,X,X,X
ISTZLJO,O,O,X,O,X,X,O,X,X
ISTZLOJ,O,O,X,O,X,X,O,X,X
ISTZJLO,O,O,X,O,X,X,O,X,X
ISTZJOL,O,X,X,O,X,O,X,X,X
ISTZOLJ,O,O,X,O,X,X,X,X,X
ISTZOJL,O,X,X,O,X,O,X,X,X
ISTOLJZ,O,X,X,O,X,X,O,O,X
ISTOLZJ,O,X,X,O,X,X,O,O,X
ISTOJLZ,O,X,X,O,X,X,O,O,X
ISTOJZL,O,X,X,O,X,O,X,O,X
ISTOZLJ,O,X,X,O,X,X,X,O,X
ISTOZJL,O,X,X,O,X,O,X,O,X
ISLTJZO,O,X,O,X,X,X,O,X,X
ISLTJOZ,O,X,O,X,X,X,O,X,X
ISLTZJO,O,O,O,X,X,X,O,X,X
ISLTZOJ,O,O,O,X,X,X,O,X,X
ISLTOJZ,O,X,O,X,X,X,O,X,X
ISLTOZJ,O,O,O,X,X,X,O,X,X
ISLJTZO,O,X,O,X,X,X,O,X,X
ISLJTOZ,O,X,O,X,X,X,O,X,X
ISLJZTO,O,X,O,X,X,X,O,X,X
ISLJZOT,O,X,O,X,X,O,O,X,X
ISLJOTZ,O,X,O,X,X,X,O,X,X
ISLJOZT,O,X,O,X,X,O,O,X,X
ISLZTJO,O,O,O,X,X,X,O,X,X
ISLZTOJ,O,O,O,X,X,X,O,X,X
ISLZJTO,O,O,O,X,X,X,O,X,X
ISLZJOT,O,X,O,O,X,O,O,X,X
ISLZOTJ,O,O,O,O,X,X,O,X,X
ISLZOJT,O,O,O,O,X,O,O,X,X
ISLOTJZ,O,X,O,O,X,X,O,X,X
ISLOTZJ,O,O,O,O,X,X,O,X,X
ISLOJTZ,O,X,O,X,X,X,O,X,X
ISLOJZT,O,X,O,X,X,O,O,X,X
ISLOZTJ,O,O,O,O,X,X,O,X,X
ISLOZJT,O,O,O,O,X,O,O,X,X
ISJTLZO,O,X,O,X,X,X,O,X,X
ISJTLOZ,O,X,O,X,X,X,O,X,X
ISJTZLO,O,X,X,X,X,X,O,X,X
ISJTZOL,O,X,X,X,X,O,X,X,X
ISJTOLZ,O,X,X,X,X,X,O,X,X
ISJTOZL,O,X,X,X,X,O,X,X,X
ISJLTZO,O,X,O,X,X,X,O,X,X
ISJLTOZ,O,X,O,X,X,X,O,X,X
ISJLZTO,O,X,O,X,X,X,O,X,X
ISJLZOT,O,X,O,X,X,O,O,X,X
ISJLOTZ,O,X,O,X,X,X,O,X,X
ISJLOZT,O,X,O,X,X,O,O,X,X
ISJZTLO,O,X,X,X,X,X,O,X,X
ISJZTOL,O,X,X,O,X,O,X,X,X
ISJZLTO,O,X,X,X,X,X,O,X,X
ISJZLOT,O,X,X,O,X,O,O,X,X
ISJZOTL,O,X,X,O,X,O,X,X,X
ISJZOLT,O,X,X,O,X,O,X,X,X
ISJOTLZ,O,X,X,O,X,X,O,X,X
ISJOTZL,O,X,X,O,X,O,X,X,X
ISJOLTZ,O,X,X,X,X,X,O,X,X
ISJOLZT,O,X,X,X,X,O,O,X,X
ISJOZTL,O,X,X,O,X,O,X,X,X
ISJOZLT,O,X,X,O,X,O,X,X,X
ISZTLJO,O,O,X,O,X,X,O,X,X
ISZTLOJ,O,O,X,O,X,X,O,X,X
ISZTJLO,O,O,X,O,X,X,O,X,X
ISZTJOL,O,X,X,O,X,O,X,X,X
ISZTOLJ,O,O,X,O,X,X,X,X,X
ISZTOJL,O,X,X,O,X,O,X,X,X
ISZLTJO,O,O,X,X,X,X,O,X,X
ISZLTOJ,O,O,X,X,X,X,O,X,X
ISZLJTO,O,O,X,X,X,X,O,X,X
ISZLJOT,O,X,X,O,X,O,O,X,X
ISZLOTJ,O,O,X,O,X,X,O,X,X
ISZLOJT,O,O,X,O,X,O,O,X,X
ISZJTLO,O,O,X,O,X,X,O,X,X
ISZJTOL,O,X,X,O,X,O,X,X,X
ISZJLTO,O,X,X,X,X,X,O,X,X
ISZJLOT,O,X,X,O,X,O,O,X,X
ISZJOTL,O,X,X,O,X,O,X,X,X
ISZJOLT,O,X,X,O,X,O,X,X,X
ISZOTLJ,O,O,X,O,X,X,X,X,X
ISZOTJL,O,X,X,O,X,O,X,X,X
ISZOLTJ,O,X,X,O,X,X,X,X,X
ISZOLJT,O,X,X,O,X,O,X,X,X
ISZOJTL,O,X,X,O,X,O,X,X,O
ISZOJLT,O,X,X,O,X,O,X,X,O
ISOTLJZ,O,X,X,O,X,X,O,O,X
ISOTLZJ,O,X,X,O,X,X,O,O,X
ISOTJLZ,O,X,X,O,X,X,O,O,X
ISOTJZL,O,X,X,O,X,O,X,O,X
ISOTZLJ,O,X,X,O,X,X,X,O,X
ISOTZJL,O,X,X,O,X,O,X,O,X
ISOLTJZ,O,X,X,O,X,X,O,O,X
ISOLTZJ,O,X,X,O,X,X,O,O,X
ISOLJTZ,O,X,X,X,X,X,O,O,X
ISOLJZT,O,X,X,X,X,O,O,O,X
ISOLZTJ,O,X,X,O,X,X,O,O,X
ISOLZJT,O,X,X,O,X,O,O,O,X
ISOJTLZ,O,X,X,O,X,X,O,O,X
ISOJTZL,O,X,X,O,X,O,X,O,X
ISOJLTZ,O,X,X,X,X,X,O,O,X
ISOJLZT,O,X,X,X,X,O,O,O,X
ISOJZTL,O,X,X,O,X,O,X,O,O
ISOJZLT,O,X,X,O,X,O,X,O,O
ISOZTLJ,O,X,X,O,X,X,X,O,X
ISOZTJL,O,X,X,O,X,O,X,O,X
ISOZLTJ,O,X,X,O,X,X,X,O,X
ISOZLJT,O,X,X,O,X,O,X,O,X
ISOZJTL,O,X,X,O,X,O,X,O,O
ISOZJLT,O,X,X,O,X,O,X,O,O
IZTLJSO,X,O,O,O,X,X,O,X,X
IZTLJOS,X,X,O,O,X,X,O,X,X
IZTLSJO,O,O,O,O,X,X,O,X,X
IZTLSOJ,O,O,O,O,X,X,O,X,X
IZTLOJS,X,O,O,O,O,X,O,X,X
IZTLOSJ,O,O,O,O,X,X,O,X,X
IZTJLSO,O,X,O,O,O,X,O,X,X
IZTJLOS,O,X,O,O,O,X,O,X,X
IZTJSLO,O,O,X,O,O,X,O,X,X
IZTJSOL,O,X,X,O,O,O,X,X,X
IZTJOLS,O,X,X,O,O,X,X,X,X
IZTJOSL,O,X,X,O,O,O,X,X,X
IZTSLJO,O,O,X,O,X,X,O,X,X
IZTSLOJ,O,O,X,O,X,X,O,X,X
IZTSJLO,O,O,X,O,X,X,O,X,X
IZTSJOL,O,X,X,O,X,O,X,X,X
IZTSOLJ,O,O,X,O,X,X,X,X,X
IZTSOJL,O,X,X,O,O,O,X,X,X
IZTOLJS,X,X,X,O,O,X,X,X,X
IZTOLSJ,O,X,X,O,X,X,X,X,X
IZTOJLS,O,X,X,O,O,X,X,X,X
IZTOJSL,O,X,X,O,O,O,X,X,X
IZTOSLJ,O,O,X,O,X,X,X,X,X
IZTOSJL,O,X,X,O,O,O,X,X,X
IZLTJSO,X,O,O,O,X,X,O,X,X
IZLTJOS,X,X,O,O,X,X,O,X,X
IZLTSJO,O,O,O,O,X,X,O,X,X
IZLTSOJ,O,O,O,O,X,X,O,X,X
IZLTOJS,X,O,O,O,O,X,O,X,X
IZLTOSJ,O,O,O,O,X,X,O,X,X
IZLJTSO,X,O,O,O,X,X,O,X,X
IZLJTOS,X,X,O,O,X,X,O,X,X
IZLJSTO,X,O,O,X,X,X,O,X,X
IZLJSOT,X,X,O,O,X,O,O,X,X
IZLJOTS,X,X,O,O,X,X,O,X,X
IZLJOST,X,X,O,O,X,O,O,X,X
IZLSTJO,O,O,O,X,X,X,O,X,X
IZLSTOJ,O,O,O,X,X,X,O,X,X
IZLSJTO,O,O,O,X,X,X,O,X,X
IZLSJOT,O,X,O,O,X,O,O,X,X
IZLSOTJ,O,O,O,O,X,X,O,X,X
IZLSOJT,O,O,O,O,X,O,O,X,X
IZLOTJS,X,O,O,O,O,X,O,X,X
IZLOTSJ,O,O,O,O,X,X,O,X,X
IZLOJTS,X,O,O,O,X,X,O,X,X
IZLOJST,X,O,O,O,X,O,O,X,X
IZLOSTJ,O,O,O,O,X,X,O,X,X
IZLOSJT,O,O,O,O,X,O,O,X,X
IZJTLSO,O,X,O,O,O,X,O,X,X
IZJTLOS,O,X,O,O,O,X,O,X,X
IZJTSLO,O,O,X,O,O,X,O,X,X
IZJTSOL,O,X,X,O,O,O,X,X,X
IZJTOLS,O,X,X,O,O,X,X,X,X
IZJTOSL,O,X,X,O,O,O,X,X,X
IZJLTSO,O,X,O,O,O,X,O,X,X
IZJLTOS,O,X,O,O,O,X,O,X,X
IZJLSTO,O,X,O,X,O,X,O,X,X
IZJLSOT,O,X,O,O,O,O,O,X,X
IZJLOTS,O,X,O,O,O,X,O,X,X
IZJLOST,O,X,O,O,O,O,O,X,X
IZJSTLO,O,O,X,O,O,X,O,X,X
IZJSTOL,O,X,X,O,O,O,X,X,X
IZJSLTO,O,X,X,X,O,X,O,X,X
IZJSLOT,O,X,X,O,O,O,O,X,X
IZJSOTL,O,X,X,O,O,O,X,X,X
IZJSOLT,O,X,X,O,O,O,X,X,X
IZJOTLS,O,X,X,O,O,X,X,X,X
IZJOTSL,O,X,X,O,O,O,X,X,X
IZJOLTS,O,X,X,O,O,X,X,X,X
IZJOLST,O,X,X,O,O,O,X,X,X
IZJOSTL,O,X,X,O,X,O,X,X,X
IZJOSLT,O,X,X,O,X,O,X,X,X
IZSTLJO,O,O,X,O,X,X,O,X,X
IZSTLOJ,O,O,X,O,X,X,O,X,X
IZSTJLO,O,O,X,O,X,X,O,X,X
IZSTJOL,O,X,X,O,X,O,X,X,X
IZSTOLJ,O,O,X,O,X,X,X,X,X
IZSTOJL,O,X,X,O,O,O,X,X,X
IZSLTJO,O,O,X,X,X,X,O,X,X
IZSLTOJ,O,O,X,X,X,X,O,X,X
IZSLJTO,O,O,X,X,X,X,O,X,X
IZSLJOT,O,X,X,O,X,O,O,X,X
IZSLOTJ,O,O,X,O,X,X,O,X,X
IZSLOJT,O,O,X,O,X,O,O,X,X
IZSJTLO,O,O,X,O,X,X,O,X,X
IZSJTOL,O,X,X,O,X,O,X,X,X
IZSJLTO,O,X,X,X,X,X,O,X,X
IZSJLOT,O,X,X,O,X,O,O,X,X
IZSJOTL,O,X,X,O,X,O,X,X,X
IZSJOLT,O,X,X,O,X,O,X,X,X
IZSOTLJ,O,O,X,O,X,X,X,X,X
IZSOTJL,O,X,X,O,O,O,X,X,X
IZSOLTJ,O,X,X,O,X,X,X,X,X
IZSOLJT,O,X,X,O,X,O,X,X,X
IZSOJTL,O,X,X,O,X,O,X,X,O
IZSOJLT,O,X,X,O,X,O,X,X,O
IZOTLJS,X,X,X,O,O,X,X,X,X
IZOTLSJ,O,X,X,O,X,X,X,X,X
IZOTJLS,O,X,X,O,O,X,X,X,X
IZOTJSL,O,X,X,O,O,O,X,X,X
IZOTSLJ,O,O,X,O,X,X,X,X,X
IZOTSJL,O,X,X,O,O,O,X,X,X
IZOLTJS,X,X,X,O,O,X,X,X,X
IZOLTSJ,O,X,X,O,X,X,X,X,X
IZOLJTS,X,X,X,O,X,X,X,X,X
IZOLJST,X,X,X,O,X,O,X,X,X
IZOLSTJ,O,X,X,O,X,X,X,X,X
IZOLSJT,O,X,X,O,X,O,X,X,X
IZOJTLS,O,X,X,O,O,X,X,X,O
IZOJTSL,O,X,X,O,O,O,X,X,O
IZOJLTS,O,X,X,O,O,X,X,X,O
IZOJLST,O,X,X,O,X,O,X,X,O
IZOJSTL,O,X,X,O,O,O,X,X,O
IZOJSLT,O,X,X,O,O,O,X,X,O
IZOSTLJ,O,O,X,O,X,X,X,X,X
IZOSTJL,O,X,X,O,O,O,X,X,X
IZOSLTJ,O,X,X,O,X,X,X,X,X
IZOSLJT,O,X,X,O,X,O,X,X,X
IZOSJTL,O,X,X,O,X,O,X,X,O
IZOSJLT,O,X,X,O,X,O,X,X,O
IOTLJSZ,O,X,O,O,X,X,O,X,X
IOTLJZS,O,X,O,O,X,X,O,X,X
IOTLSJZ,O,X,O,O,X,X,O,X,X
IOTLSZJ,O,X,O,O,X,X,O,X,X
IOTLZJS,X,X,O,O,X,X,O,X,X
IOTLZSJ,X,X,O,O,X,X,O,X,X
IOTJLSZ,O,X,O,O,X,X,O,X,X
IOTJLZS,O,X,O,O,X,X,O,X,X
IOTJSLZ,O,X,X,O,X,X,O,O,X
IOTJSZL,O,X,X,O,X,O,X,O,X
IOTJZLS,O,X,X,O,O,X,X,X,X
IOTJZSL,O,X,X,O,O,O,X,X,X
IOTSLJZ,O,X,X,O,X,X,O,O,X
IOTSLZJ,O,X,X,O,X,X,O,O,X
IOTSJLZ,O,X,X,O,X,X,O,O,X
IOTSJZL,O,X,X,O,X,O,X,O,X
IOTSZLJ,O,X,X,O,X,X,X,O,X
IOTSZJL,O,X,X,O,X,O,X,O,X
IOTZLJS,X,X,X,O,O,X,X,X,X
IOTZLSJ,O,X,X,O,X,X,X,X,X
IOTZJLS,O,X,X,O,O,X,X,X,X
IOTZJSL,O,X,X,O,O,O,X,X,X
IOTZSLJ,O,X,X,O,X,X,X,X,X
IOTZSJL,O,X,X,O,O,O,X,X,X
IOLTJSZ,O,X,O,O,X,X,O,X,X
IOLTJZS,O,X,O,O,X,X,O,X,X
IOLTSJZ,O,X,O,O,X,X,O,X,X
IOLTSZJ,O,X,O,O,X,X,O,X,X
IOLTZJS,X,X,O,O,X,X,O,X,X
IOLTZSJ,X,X,O,O,X,X,O,X,X
IOLJTSZ,O,X,O,X,X,X,O,X,X
IOLJTZS,O,X,O,X,X,X,O,X,X
IOLJSTZ,O,X,O,X,X,X,O,X,X
IOLJSZT,O,X,O,X,X,O,O,X,X
IOLJZTS,O,X,O,X,X,X,O,X,X
IOLJZST,O,X,O,X,X,O,O,X,X
IOLSTJZ,O,X,O,O,X,X,O,X,X
IOLSTZJ,O,X,O,O,X,X,O,X,X
IOLSJTZ,O,X,O,X,X,X,O,X,X
IOLSJZT,O,X,O,X,X,O,O,X,X
IOLSZTJ,O,X,O,O,X,X,O,X,X
IOLSZJT,O,X,O,O,X,O,O,X,X
IOLZTJS,X,X,O,O,X,X,O,X,X
IOLZTSJ,X,X,O,O,X,X,O,X,X
IOLZJTS,X,X,O,O,X,X,O,X,X
IOLZJST,X,X,O,O,X,O,O,X,X
IOLZSTJ,X,X,O,O,X,X,O,X,X
IOLZSJT,X,X,O,O,X,O,O,X,X
IOJTLSZ,O,X,O,O,X,X,O,X,X
IOJTLZS,O,X,O,O,X,X,O,X,X
IOJTSLZ,O,X,X,O,X,X,O,O,X
IOJTSZL,O,X,X,O,X,O,X,O,X
IOJTZLS,O,X,X,O,O,X,X,X,X
IOJTZSL,O,X,X,O,O,O,X,X,X
IOJLTSZ,O,X,O,X,X,X,O,X,X
IOJLTZS,O,X,O,X,X,X,O,X,X
IOJLSTZ,O,X,O,X,X,X,O,X,X
IOJLSZT,O,X,O,X,X,O,O,X,X
IOJLZTS,O,X,O,X,X,X,O,X,X
IOJLZST,O,X,O,X,X,O,O,X,X
IOJSTLZ,O,X,X,O,X,X,O,O,X
IOJSTZL,O,X,X,O,X,O,X,O,X
IOJSLTZ,O,X,X,X,X,X,O,O,X
IOJSLZT,O,X,X,X,X,O,O,O,X
IOJSZTL,O,X,X,O,X,O,X,O,O
IOJSZLT,O,X,X,O,X,O,X,O,O
IOJZTLS,O,X,X,O,O,X,X,X,O
IOJZTSL,O,X,X,O,O,O,X,X,O
IOJZLTS,O,X,X,O,O,X,X,X,O
IOJZLST,O,X,X,O,X,O,X,X,O
IOJZSTL,O,X,X,O,O,O,X,X,O
IOJZSLT,O,X,X,O,O,O,X,X,O
IOSTLJZ,O,X,X,O,X,X,O,O,X
IOSTLZJ,O,X,X,O,X,X,O,O,X
IOSTJLZ,O,X,X,O,X,X,O,O,X
IOSTJZL,O,X,X,O,X,O,X,O,X
IOSTZLJ,O,X,X,O,X,X,X,O,X
IOSTZJL,O,X,X,O,X,O,X,O,X
IOSLTJZ,O,X,X,O,X,X,O,O,X
IOSLTZJ,O,X,X,O,X,X,O,O,X
IOSLJTZ,O,X,X,X,X,X,O,O,X
IOSLJZT,O,X,X,X,X,O,O,O,X
IOSLZTJ,O,X,X,O,X,X,O,O,X
IOSLZJT,O,X,X,O,X,O,O,O,X
IOSJTLZ,O,X,X,O,X,X,O,O,X
IOSJTZL,O,X,X,O,X,O,X,O,X
IOSJLTZ,O,X,X,X,X,X,O,O,X
IOSJLZT,O,X,X,X,X,O,O,O,X
IOSJZTL,O,X,X,O,X,O,X,O,O
IOSJZLT,O,X,X,O,X,O,X,O,O
IOSZTLJ,O,X,X,O,X,X,X,O,X
IOSZTJL,O,X,X,O,X,O,X,O,X
IOSZLTJ,O,X,X,O,X,X,X,O,X
IOSZLJT,O,X,X,O,X,O,X,O,X
IOSZJTL,O,X,X,O,X,O,X,O,O
IOSZJLT,O,X,X,O,X,O,X,O,O
IOZTLJS,X,X,X,O,O,X,X,X,X
IOZTLSJ,O,X,X,O,X,X,X,X,X
IOZTJLS,O,X,X,O,O,X,X,X,X
IOZTJSL,O,X,X,O,O,O,X,X,X
IOZTSLJ,O,X,X,O,X,X,X,X,X
IOZTSJL,O,X,X,O,O,O,X,X,X
IOZLTJS,X,X,X,O,O,X,X,X,X
IOZLTSJ,O,X,X,O,X,X,X,X,X
IOZLJTS,X,X,X,O,X,X,X,X,X
IOZLJST,X,X,X,O,X,O,X,X,X
IOZLSTJ,O,X,X,O,X,X,X,X,X
IOZLSJT,O,X,X,O,X,O,X,X,X
IOZJTLS,O,X,X,O,O,X,X,X,O
IOZJTSL,O,X,X,O,O,O,X,X,O
IOZJLTS,O,X,X,O,O,X,X,X,O
IOZJLST,O,X,X,O,X,O,X,X,O
IOZJSTL,O,X,X,O,O,O,X,X,O
IOZJSLT,O,X,X,O,O,O,X,X,O
IOZSTLJ,O,X,X,O,X,X,X,X,X
IOZSTJL,O,X,X,O,O,O,X,X,X
IOZSLTJ,O,X,X,O,X,X,X,X,X
IOZSLJT,O,X,X,O,X,O,X,X,X
IOZSJTL,O,X,X,O,X,O,X,X,O
IOZSJLT,O,X,X,O,X,O,X,X,O
LTIJSZO,O,X,O,X,X,X,O,X,X
LTIJSOZ,O,X,O,X,X,X,O,X,X
LTIJZSO,O,X,O,X,X,X,O,X,X
LTIJZOS,O,X,O,X,X,X,O,X,X
LTIJOSZ,O,X,O,X,X,X,O,X,X
LTIJOZS,O,X,O,X,X,X,O,X,X
LTISJZO,O,X,O,X,X,X,O,X,X
LTISJOZ,O,X,O,X,X,X,O,X,X
LTISZJO,O,O,O,X,X,X,O,X,X
LTISZOJ,O,O,O,X,X,X,O,X,X
LTISOJZ,O,X,O,X,X,X,O,X,X
LTISOZJ,O,O,O,X,X,X,O,X,X
LTIZJSO,X,O,O,X,X,X,O,X,X
LTIZJOS,X,X,O,X,X,X,O,X,X
LTIZSJO,X,O,O,X,X,X,O,X,X
LTIZSOJ,X,O,O,X,X,X,O,X,X
LTIZOJS,X,O,O,X,X,X,O,X,X
LTIZOSJ,X,O,O,X,X,X,O,X,X
LTIOJSZ,O,X,O,X,X,X,O,X,X
LTIOJZS,O,X,O,X,X,X,O,X,X
LTIOSJZ,O,X,O,X,X,X,O,X,X
LTIOSZJ,O,O,O,X,X,X,O,X,X
LTIOZJS,X,O,O,X,X,X,O,X,X
LTIOZSJ,X,O,O,X,X,X,O,X,X
LTJISZO,X,X,O,X,X,X,O,X,X
LTJISOZ,X,X,O,X,X,X,O,X,X
LTJIZSO,X,X,O,X,X,X,O,X,X
LTJIZOS,X,X,O,X,X,X,O,X,X
LTJIOSZ,X,X,O,X,X,X,O,X,X
LTJIOZS,X,X,O,X,X,X,O,X,X
LTJSIZO,X,X,O,X,X,X,X,X,X
LTJSIOZ,X,X,O,X,X,X,X,X,X
LTJSZIO,X,O,X,X,X,X,X,X,X
LTJSZOI,X,O,X,X,X,X,X,X,X
LTJSOIZ,X,X,O,X,X,X,X,X,X
LTJSOZI,X,O,X,X,X,X,X,X,X
LTJZISO,X,O,O,X,O,X,X,X,X
LTJZIOS,X,X,O,X,O,X,X,X,X
LTJZSIO,X,O,X,X,O,X,X,X,X
LTJZSOI,X,O,X,X,O,X,X,X,X
LTJZOIS,X,O,O,X,O,X,X,X,X
LTJZOSI,X,O,X,X,O,X,X,X,X
LTJOISZ,X,X,O,X,X,X,X,X,X
LTJOIZS,X,X,O,X,X,X,X,X,X
LTJOSIZ,X,X,O,X,X,X,X,X,X
LTJOSZI,X,O,X,X,X,X,X,X,X
LTJOZIS,X,O,O,X,O,X,X,X,X
LTJOZSI,X,O,X,X,O,X,X,X,X
LTSIJZO,X,X,O,X,X,X,X,X,X
LTSIJOZ,X,X,O,X,X,X,X,X,X
LTSIZJO,X,O,O,X,X,X,X,X,X
LTSIZOJ,X,O,O,X,X,X,X,X,X
LTSIOJZ,X,X,O,X,X,X,X,X,X
LTSIOZJ,X,O,O,X,X,X,X,X,X
LTSJIZO,X,X,O,X,X,X,X,X,X
LTSJIOZ,X,X,O,X,X,X,X,X,X
LTSJZIO,X,O,X,X,X,X,X,X,X
LTSJZOI,X,O,X,X,X,X,X,X,X
