sequence,v115@QhA8DeF8BeC8CeB8Jei/IvhFzgBUiBFjBxpB3pBWxB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBFiBXjBKpBzkBWxB,v115@QhA8DeF8BeC8CeB8JeZEJvhFzfBWmBFjBCqB/sB0rB,v115@QhA8DeF8BeC8CeB8JezAJvhFCiBXjBxpBOpB8pBVxB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBzhBFjB2pB3pBSxB,v115@QhA8DeF8BeC8CeB8JeZEJvhF8lBzhBXjBupBFlBSxB,v115@QhA8DeF8BeC8CeB8Jez/IvhFWmBFjBxpBKpB/sB0rB,v115@QhA8DeF8BeC8CeB8Je2EJvhFRgBFjB3lBTpBCsBUsB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBCiBXjBmkBTpBVxB
JSITLOZ,X,X,O,X,X,X,O,X,X
JSITZLO,X,X,X,X,X,X,O,X,X
JSITZOL,X,X,X,X,X,O,X,X,X
JSITOLZ,X,X,X,X,X,X,O,X,X
JSITOZL,X,X,X,X,X,O,X,X,X
JSILTZO,X,X,O,X,X,X,O,X,X
JSILTOZ,X,X,O,X,X,X,O,X,X
JSILZTO,X,X,O,X,X,X,O,X,X
JSILZOT,X,X,O,X,X,O,O,X,X
JSILOTZ,X,X,O,X,X,X,O,X,X
JSILOZT,X,X,O,X,X,O,O,X,X
JSIZTLO,X,X,X,X,X,X,O,X,X
JSIZTOL,X,X,X,O,X,O,X,X,X
JSIZLTO,X,X,X,X,X,X,O,X,X
JSIZLOT,X,X,X,O,X,O,O,X,X
JSIZOTL,X,X,X,O,X,O,X,X,X
JSIZOLT,X,X,X,O,X,O,X,X,X
JSIOTLZ,X,X,X,O,X,X,O,X,X
JSIOTZL,X,X,X,O,X,O,X,X,X
JSIOLTZ,X,X,X,X,X,X,O,X,X
JSIOLZT,X,X,X,X,X,O,O,X,X
JSIOZTL,X,X,X,O,X,O,X,X,X
JSIOZLT,X,X,X,O,X,O,X,X,X
JSLTIZO,X,X,O,X,X,X,X,X,X
JSLTIOZ,X,X,O,X,X,X,X,X,X
JSLTZIO,X,O,X,X,X,X,X,X,X
JSLTZOI,X,O,X,X,X,X,X,X,X
JSLTOIZ,X,X,O,X,X,X,X,X,X
JSLTOZI,X,O,X,X,X,X,X,X,X
JSLITZO,X,X,O,X,X,X,X,X,X
JSLITOZ,X,X,O,X,X,X,X,X,X
JSLIZTO,X,X,O,X,X,X,X,X,X
JSLIZOT,X,X,O,X,X,O,X,X,X
JSLIOTZ,X,X,O,X,X,X,X,X,X
JSLIOZT,X,X,O,X,X,O,X,X,X
JSLZTIO,X,O,X,X,X,X,X,X,X
JSLZTOI,X,O,X,X,X,X,X,X,X
JSLZITO,X,O,X,X,X,X,X,X,X
JSLZIOT,X,X,X,X,X,O,X,X,X
JSLZOTI,X,O,X,X,X,X,X,X,X
JSLZOIT,X,O,X,X,X,O,X,X,X
JSLOTIZ,X,X,O,X,X,X,X,X,X
JSLOTZI,X,O,X,X,X,X,X,X,X
JSLOITZ,X,X,O,X,X,X,X,X,X
JSLOIZT,X,X,O,X,X,O,X,X,X
JSLOZTI,X,O,X,X,X,X,X,X,X
JSLOZIT,X,O,X,X,X,O,X,X,X
JSZTILO,X,O,X,X,O,X,X,X,X
JSZTIOL,X,X,X,X,O,O,X,X,X
JSZTLIO,X,O,X,X,O,X,X,X,X
JSZTLOI,X,O,X,X,O,X,X,X,X
JSZTOIL,X,X,X,X,O,O,X,X,X
JSZTOLI,X,X,X,X,O,X,X,X,X
JSZITLO,X,O,X,X,O,X,X,X,X
JSZITOL,X,X,X,X,O,O,X,X,X
JSZILTO,X,X,X,X,O,X,X,X,X
JSZILOT,X,X,X,X,O,O,X,X,X
JSZIOTL,X,X,X,X,O,O,X,X,X
JSZIOLT,X,X,X,X,O,O,X,X,X
JSZLTIO,X,O,X,X,O,X,X,X,X
JSZLTOI,X,O,X,X,O,X,X,X,X
JSZLITO,X,O,X,X,O,X,X,X,X
JSZLIOT,X,X,X,X,O,O,X,X,X
JSZLOTI,X,O,X,X,O,X,X,X,X
JSZLOIT,X,O,X,X,O,O,X,X,X
JSZOTIL,X,X,X,X,O,O,X,X,O
JSZOTLI,X,X,X,X,O,X,X,X,O
JSZOITL,X,X,X,X,O,O,X,X,O
JSZOILT,X,X,X,X,O,O,X,X,O
JSZOLTI,X,X,X,X,O,X,X,X,O
JSZOLIT,X,X,X,X,O,O,X,X,O
JSOTILZ,X,X,X,X,X,X,X,O,X
JSOTIZL,X,X,X,X,X,O,X,O,X
JSOTLIZ,X,X,X,X,X,X,X,O,X
JSOTLZI,X,X,X,X,X,X,X,O,X
JSOTZIL,X,X,X,X,O,O,X,O,O
JSOTZLI,X,X,X,X,O,X,X,O,O
JSOITLZ,X,X,X,O,X,X,X,O,X
JSOITZL,X,X,X,O,X,O,X,O,X
JSOILTZ,X,X,X,X,X,X,X,O,X
JSOILZT,X,X,X,X,X,O,X,O,X
JSOIZTL,X,X,X,O,X,O,X,O,O
JSOIZLT,X,X,X,O,X,O,X,O,O
JSOLTIZ,X,X,X,X,X,X,X,O,X
JSOLTZI,X,X,X,X,X,X,X,O,X
JSOLITZ,X,X,X,X,X,X,X,O,X
JSOLIZT,X,X,X,X,X,O,X,O,X
JSOLZTI,X,X,X,X,X,X,X,O,O
JSOLZIT,X,X,X,X,X,O,X,O,O
JSOZTIL,X,X,X,X,O,O,X,O,O
JSOZTLI,X,X,X,X,O,X,X,O,O
JSOZITL,X,X,X,X,O,O,X,O,O
JSOZILT,X,X,X,X,O,O,X,O,O
JSOZLTI,X,X,X,X,O,X,X,O,O
JSOZLIT,X,X,X,X,O,O,X,O,O
JZTILSO,X,X,O,X,O,X,O,X,X
JZTILOS,X,X,O,X,O,X,O,X,X
JZTISLO,O,O,X,X,O,X,O,X,X
JZTISOL,O,X,X,X,O,O,X,X,X
JZTIOLS,X,X,X,X,O,X,X,X,X
JZTIOSL,O,X,X,X,O,O,X,X,X
JZTLISO,X,O,O,X,O,X,X,X,X
JZTLIOS,X,X,O,X,O,X,X,X,X
JZTLSIO,X,O,X,X,O,X,X,X,X
JZTLSOI,X,O,X,X,O,X,X,X,X
JZTLOIS,X,O,O,X,O,X,X,X,X
JZTLOSI,X,O,X,X,O,X,X,X,X
JZTSILO,X,O,X,X,O,X,X,X,X
JZTSIOL,X,X,X,X,O,O,X,X,X
JZTSLIO,X,O,X,X,O,X,X,X,X
JZTSLOI,X,O,X,X,O,X,X,X,X
JZTSOIL,X,X,X,X,O,O,X,X,X
JZTSOLI,X,X,X,X,O,X,X,X,X
JZTOILS,X,X,X,X,O,X,X,X,X
JZTOISL,O,X,X,X,O,O,X,X,X
JZTOLIS,X,X,X,X,O,X,X,X,X
JZTOLSI,X,X,X,X,O,X,X,X,X
JZTOSIL,X,X,X,X,O,O,X,X,X
JZTOSLI,X,X,X,X,O,X,X,X,X
JZITLSO,X,X,O,X,O,X,O,X,X
JZITLOS,X,X,O,X,O,X,O,X,X
JZITSLO,O,O,X,X,O,X,O,X,X
JZITSOL,O,X,X,X,O,O,X,X,X
JZITOLS,X,X,X,X,O,X,X,X,X
JZITOSL,O,X,X,X,O,O,X,X,X
JZILTSO,X,X,O,X,O,X,O,X,X
JZILTOS,X,X,O,X,O,X,O,X,X
JZILSTO,X,X,O,X,O,X,O,X,X
JZILSOT,X,X,O,X,O,O,O,X,X
JZILOTS,X,X,O,X,O,X,O,X,X
JZILOST,X,X,O,X,O,O,O,X,X
JZISTLO,O,O,X,X,O,X,O,X,X
JZISTOL,O,X,X,X,O,O,X,X,X
JZISLTO,O,X,X,X,O,X,O,X,X
JZISLOT,O,X,X,X,O,O,O,X,X
JZISOTL,O,X,X,X,O,O,X,X,X
JZISOLT,O,X,X,X,O,O,X,X,X
JZIOTLS,X,X,X,X,O,X,X,X,X
JZIOTSL,O,X,X,X,O,O,X,X,X
JZIOLTS,X,X,X,X,O,X,X,X,X
JZIOLST,X,X,X,X,O,O,X,X,X
JZIOSTL,O,X,X,X,X,O,X,X,X
JZIOSLT,O,X,X,X,X,O,X,X,X
JZLTISO,X,O,O,X,O,X,X,X,X
JZLTIOS,X,X,O,X,O,X,X,X,X
JZLTSIO,X,O,X,X,O,X,X,X,X
JZLTSOI,X,O,X,X,O,X,X,X,X
JZLTOIS,X,O,O,X,O,X,X,X,X
JZLTOSI,X,O,X,X,O,X,X,X,X
JZLITSO,X,O,O,X,O,X,X,X,X
JZLITOS,X,X,O,X,O,X,X,X,X
JZLISTO,X,O,O,X,O,X,X,X,X
JZLISOT,X,X,O,X,O,O,X,X,X
JZLIOTS,X,X,O,X,O,X,X,X,X
JZLIOST,X,X,O,X,O,O,X,X,X
JZLSTIO,X,O,X,X,O,X,X,X,X
JZLSTOI,X,O,X,X,O,X,X,X,X
JZLSITO,X,O,X,X,O,X,X,X,X
JZLSIOT,X,X,X,X,O,O,X,X,X
JZLSOTI,X,O,X,X,O,X,X,X,X
JZLSOIT,X,O,X,X,O,O,X,X,X
JZLOTIS,X,O,O,X,O,X,X,X,X
JZLOTSI,X,O,X,X,O,X,X,X,X
JZLOITS,X,O,O,X,O,X,X,X,X
JZLOIST,X,O,O,X,O,O,X,X,X
JZLOSTI,X,O,X,X,O,X,X,X,X
JZLOSIT,X,O,X,X,O,O,X,X,X
JZSTILO,X,O,X,X,O,X,X,X,X
JZSTIOL,X,X,X,X,O,O,X,X,X
JZSTLIO,X,O,X,X,O,X,X,X,X
JZSTLOI,X,O,X,X,O,X,X,X,X
JZSTOIL,X,X,X,X,O,O,X,X,X
JZSTOLI,X,X,X,X,O,X,X,X,X
JZSITLO,X,O,X,X,O,X,X,X,X
JZSITOL,X,X,X,X,O,O,X,X,X
JZSILTO,X,X,X,X,O,X,X,X,X
JZSILOT,X,X,X,X,O,O,X,X,X
JZSIOTL,X,X,X,X,O,O,X,X,X
JZSIOLT,X,X,X,X,O,O,X,X,X
JZSLTIO,X,O,X,X,O,X,X,X,X
JZSLTOI,X,O,X,X,O,X,X,X,X
JZSLITO,X,O,X,X,O,X,X,X,X
JZSLIOT,X,X,X,X,O,O,X,X,X
JZSLOTI,X,O,X,X,O,X,X,X,X
JZSLOIT,X,O,X,X,O,O,X,X,X
JZSOTIL,X,X,X,X,O,O,X,X,O
JZSOTLI,X,X,X,X,O,X,X,X,O
JZSOITL,X,X,X,X,O,O,X,X,O
JZSOILT,X,X,X,X,O,O,X,X,O
JZSOLTI,X,X,X,X,O,X,X,X,O
JZSOLIT,X,X,X,X,O,O,X,X,O
JZOTILS,X,X,X,X,O,X,X,X,O
JZOTISL,O,X,X,X,O,O,X,X,O
JZOTLIS,X,X,X,X,O,X,X,X,O
JZOTLSI,X,X,X,X,O,X,X,X,O
JZOTSIL,X,X,X,X,O,O,X,X,O
JZOTSLI,X,X,X,X,O,X,X,X,O
JZOITLS,X,X,X,X,O,X,X,X,O
JZOITSL,O,X,X,X,O,O,X,X,O
JZOILTS,X,X,X,X,O,X,X,X,O
JZOILST,X,X,X,X,O,O,X,X,O
JZOISTL,O,X,X,X,O,O,X,X,O
JZOISLT,O,X,X,X,O,O,X,X,O
JZOLTIS,X,X,X,X,O,X,X,X,O
JZOLTSI,X,X,X,X,O,X,X,X,O
JZOLITS,X,X,X,X,O,X,X,X,O
JZOLIST,X,X,X,X,O,O,X,X,O
JZOLSTI,X,X,X,X,O,X,X,X,O
JZOLSIT,X,X,X,X,O,O,X,X,O
JZOSTIL,X,X,X,X,O,O,X,X,O
JZOSTLI,X,X,X,X,O,X,X,X,O
JZOSITL,X,X,X,X,O,O,X,X,O
JZOSILT,X,X,X,X,O,O,X,X,O
JZOSLTI,X,X,X,X,O,X,X,X,O
JZOSLIT,X,X,X,X,O,O,X,X,O
JOTILSZ,O,X,O,X,X,X,O,X,X
JOTILZS,O,X,O,X,X,X,O,X,X
JOTISLZ,O,X,X,X,X,X,O,O,X
JOTISZL,O,X,X,X,X,O,X,O,X
JOTIZLS,O,X,X,X,O,X,X,X,X
JOTIZSL,O,X,X,X,O,O,X,X,X
JOTLISZ,X,X,O,X,X,X,X,X,X
JOTLIZS,X,X,O,X,X,X,X,X,X
JOTLSIZ,X,X,O,X,X,X,X,O,X
JOTLSZI,X,X,X,X,X,X,X,O,X
JOTLZIS,X,X,O,X,O,X,X,X,X
JOTLZSI,X,X,X,X,O,X,X,X,X
JOTSILZ,X,X,X,X,X,X,X,O,X
JOTSIZL,X,X,X,X,X,O,X,O,X
JOTSLIZ,X,X,X,X,X,X,X,O,X
JOTSLZI,X,X,X,X,X,X,X,O,X
JOTSZIL,X,X,X,X,O,O,X,O,O
JOTSZLI,X,X,X,X,O,X,X,O,O
JOTZILS,X,X,X,X,O,X,X,X,O
JOTZISL,O,X,X,X,O,O,X,X,O
JOTZLIS,X,X,X,X,O,X,X,X,O
JOTZLSI,X,X,X,X,O,X,X,X,O
JOTZSIL,X,X,X,X,O,O,X,O,O
JOTZSLI,X,X,X,X,O,X,X,O,O
JOITLSZ,O,X,O,O,X,X,O,X,X
JOITLZS,O,X,O,O,X,X,O,X,X
JOITSLZ,O,X,X,O,X,X,O,O,X
JOITSZL,O,X,X,O,X,O,X,O,X
JOITZLS,O,X,X,O,O,X,X,X,X
JOITZSL,O,X,X,O,O,O,X,X,X
JOILTSZ,O,X,O,X,X,X,O,X,X
JOILTZS,O,X,O,X,X,X,O,X,X
JOILSTZ,O,X,O,X,X,X,O,X,X
JOILSZT,O,X,O,X,X,O,O,X,X
JOILZTS,O,X,O,X,X,X,O,X,X
JOILZST,O,X,O,X,X,O,O,X,X
JOISTLZ,O,X,X,O,X,X,O,O,X
JOISTZL,O,X,X,O,X,O,X,O,X
JOISLTZ,O,X,X,X,X,X,O,O,X
JOISLZT,O,X,X,X,X,O,O,O,X
JOISZTL,O,X,X,O,X,O,X,O,O
JOISZLT,O,X,X,O,X,O,X,O,O
JOIZTLS,O,X,X,O,O,X,X,X,O
JOIZTSL,O,X,X,O,O,O,X,X,O
JOIZLTS,O,X,X,O,O,X,X,X,O
JOIZLST,O,X,X,O,X,O,X,X,O
JOIZSTL,O,X,X,O,O,O,X,X,O
JOIZSLT,O,X,X,O,O,O,X,X,O
JOLTISZ,X,X,O,X,X,X,X,X,X
JOLTIZS,X,X,O,X,X,X,X,X,X
JOLTSIZ,X,X,O,X,X,X,X,O,X
JOLTSZI,X,X,X,X,X,X,X,O,X
JOLTZIS,X,X,O,X,O,X,X,X,X
JOLTZSI,X,X,X,X,O,X,X,X,X
JOLITSZ,X,X,O,X,X,X,X,X,X
JOLITZS,X,X,O,X,X,X,X,X,X
JOLISTZ,X,X,O,X,X,X,X,X,X
JOLISZT,X,X,O,X,X,O,X,X,X
JOLIZTS,X,X,O,X,X,X,X,X,X
JOLIZST,X,X,O,X,X,O,X,X,X
JOLSTIZ,X,X,O,X,X,X,X,O,X
JOLSTZI,X,X,X,X,X,X,X,O,X
JOLSITZ,X,X,O,X,X,X,X,O,X
JOLSIZT,X,X,O,X,X,O,X,O,X
JOLSZTI,X,X,X,X,X,X,X,O,O
JOLSZIT,X,X,X,X,X,O,X,O,O
JOLZTIS,X,X,O,X,O,X,X,X,O
JOLZTSI,X,X,X,X,O,X,X,X,O
JOLZITS,X,X,O,X,O,X,X,X,O
JOLZIST,X,X,O,X,X,O,X,X,O
JOLZSTI,X,X,X,X,O,X,X,X,O
JOLZSIT,X,X,X,X,O,O,X,X,O
JOSTILZ,X,X,X,X,X,X,X,O,X
JOSTIZL,X,X,X,X,X,O,X,O,X
JOSTLIZ,X,X,X,X,X,X,X,O,X
JOSTLZI,X,X,X,X,X,X,X,O,X
JOSTZIL,X,X,X,X,O,O,X,O,O
JOSTZLI,X,X,X,X,O,X,X,O,O
JOSITLZ,X,X,X,O,X,X,X,O,X
JOSITZL,X,X,X,O,X,O,X,O,X
JOSILTZ,X,X,X,X,X,X,X,O,X
JOSILZT,X,X,X,X,X,O,X,O,X
JOSIZTL,X,X,X,O,X,O,X,O,O
JOSIZLT,X,X,X,O,X,O,X,O,O
JOSLTIZ,X,X,X,X,X,X,X,O,X
JOSLTZI,X,X,X,X,X,X,X,O,X
JOSLITZ,X,X,X,X,X,X,X,O,X
JOSLIZT,X,X,X,X,X,O,X,O,X
JOSLZTI,X,X,X,X,X,X,X,O,O
JOSLZIT,X,X,X,X,X,O,X,O,O
JOSZTIL,X,X,X,X,O,O,X,O,O
JOSZTLI,X,X,X,X,O,X,X,O,O
JOSZITL,X,X,X,X,O,O,X,O,O
JOSZILT,X,X,X,X,O,O,X,O,O
JOSZLTI,X,X,X,X,O,X,X,O,O
JOSZLIT,X,X,X,X,O,O,X,O,O
JOZTILS,X,X,X,X,O,X,X,X,O
JOZTISL,O,X,X,X,O,O,X,X,O
JOZTLIS,X,X,X,X,O,X,X,X,O
JOZTLSI,X,X,X,X,O,X,X,X,O
JOZTSIL,X,X,X,X,O,O,X,O,O
JOZTSLI,X,X,X,X,O,X,X,O,O
JOZITLS,X,X,X,X,O,X,X,X,O
JOZITSL,O,X,X,X,O,O,X,X,O
JOZILTS,X,X,X,X,O,X,X,X,O
JOZILST,X,X,X,X,O,O,X,X,O
JOZISTL,O,X,X,X,O,O,X,X,O
JOZISLT,O,X,X,X,O,O,X,X,O
JOZLTIS,X,X,X,X,O,X,X,X,O
JOZLTSI,X,X,X,X,O,X,X,X,O
JOZLITS,X,X,X,X,O,X,X,X,O
JOZLIST,X,X,X,X,O,O,X,X,O
JOZLSTI,X,X,X,X,O,X,X,X,O
JOZLSIT,X,X,X,X,O,O,X,X,O
JOZSTIL,X,X,X,X,O,O,X,O,O
JOZSTLI,X,X,X,X,O,X,X,O,O
JOZSITL,X,X,X,X,O,O,X,O,O
JOZSILT,X,X,X,X,O,O,X,O,O
JOZSLTI,X,X,X,X,O,X,X,O,O
JOZSLIT,X,X,X,X,O,O,X,O,O
STILJZO,O,X,O,X,X,X,O,X,X
STILJOZ,O,X,O,X,X,X,O,X,X
STILZJO,O,O,O,X,X,X,O,X,X
STILZOJ,O,O,O,X,X,X,O,X,X
STILOJZ,O,X,O,X,X,X,O,X,X
STILOZJ,O,O,O,X,X,X,O,X,X
STIJLZO,O,X,O,X,X,X,O,X,X
STIJLOZ,O,X,O,X,X,X,O,X,X
STIJZLO,O,X,X,X,X,X,O,X,X
STIJZOL,O,X,X,X,X,O,X,X,X
STIJOLZ,O,X,X,X,X,X,O,X,X
STIJOZL,O,X,X,X,X,O,X,X,X
STIZLJO,O,O,X,X,X,X,O,X,X
STIZLOJ,O,O,X,X,X,X,O,X,X
STIZJLO,O,O,X,X,X,X,O,X,X
STIZJOL,O,X,X,O,X,O,X,X,X
STIZOLJ,O,O,X,O,X,X,X,X,X
STIZOJL,O,X,X,O,X,O,X,X,X
STIOLJZ,O,X,X,O,X,X,O,O,X
STIOLZJ,O,X,X,O,X,X,O,O,X
STIOJLZ,O,X,X,O,X,X,O,O,X
STIOJZL,O,X,X,O,X,O,X,O,X
STIOZLJ,O,X,X,O,X,X,X,O,X
STIOZJL,O,X,X,O,X,O,X,O,X
STLIJZO,X,X,O,X,X,X,X,X,X
STLIJOZ,X,X,O,X,X,X,X,X,X
STLIZJO,X,O,O,X,X,X,X,X,X
STLIZOJ,X,O,O,X,X,X,X,X,X
STLIOJZ,X,X,O,X,X,X,X,X,X
STLIOZJ,X,O,O,X,X,X,X,X,X
STLJIZO,X,X,O,X,X,X,X,X,X
STLJIOZ,X,X,O,X,X,X,X,X,X
STLJZIO,X,O,X,X,X,X,X,X,X
STLJZOI,X,O,X,X,X,X,X,X,X
STLJOIZ,X,X,O,X,X,X,X,X,X
STLJOZI,X,O,X,X,X,X,X,X,X
STLZIJO,X,O,X,X,X,X,X,X,X
STLZIOJ,X,O,X,X,X,X,X,X,X
STLZJIO,X,O,X,X,X,X,X,X,X
STLZJOI,X,O,X,X,X,X,X,X,X
STLZOIJ,X,O,X,X,X,X,X,X,X
STLZOJI,X,O,X,X,X,X,X,X,X
STLOIJZ,X,X,O,X,X,X,X,O,X
STLOIZJ,X,O,O,X,X,X,X,O,X
STLOJIZ,X,X,O,X,X,X,X,O,X
STLOJZI,X,O,X,X,X,X,X,O,X
STLOZIJ,X,O,X,X,X,X,X,O,X
STLOZJI,X,O,X,X,X,X,X,O,X
STJILZO,X,X,O,X,X,X,O,X,X
STJILOZ,X,X,O,X,X,X,O,X,X
STJIZLO,X,X,X,X,X,X,O,X,X
STJIZOL,X,X,X,X,X,O,X,X,X
STJIOLZ,X,X,X,X,X,X,O,X,X
STJIOZL,X,X,X,X,X,O,X,X,X
STJLIZO,X,X,O,X,X,X,X,X,X
STJLIOZ,X,X,O,X,X,X,X,X,X
STJLZIO,X,O,X,X,X,X,X,X,X
STJLZOI,X,O,X,X,X,X,X,X,X
STJLOIZ,X,X,O,X,X,X,X,X,X
STJLOZI,X,O,X,X,X,X,X,X,X
STJZILO,X,O,X,X,O,X,X,X,X
STJZIOL,X,X,X,X,O,O,X,X,X
STJZLIO,X,O,X,X,O,X,X,X,X
STJZLOI,X,O,X,X,O,X,X,X,X
STJZOIL,X,X,X,X,O,O,X,X,X
STJZOLI,X,X,X,X,O,X,X,X,X
STJOILZ,X,X,X,X,X,X,X,O,X
STJOIZL,X,X,X,X,X,O,X,O,X
STJOLIZ,X,X,X,X,X,X,X,O,X
STJOLZI,X,X,X,X,X,X,X,O,X
STJOZIL,X,X,X,X,O,O,X,O,X
STJOZLI,X,X,X,X,O,X,X,O,X
STZILJO,O,O,X,X,X,X,X,X,X
STZILOJ,O,O,X,X,X,X,X,X,X
STZIJLO,O,O,X,X,X,X,X,X,X
STZIJOL,O,X,X,X,X,O,X,X,X
STZIOLJ,O,O,X,X,X,X,X,X,X
STZIOJL,O,X,X,X,O,O,X,X,X
STZLIJO,X,O,X,X,X,X,X,X,X
STZLIOJ,X,O,X,X,X,X,X,X,X
STZLJIO,X,O,X,X,X,X,X,X,X
STZLJOI,X,O,X,X,X,X,X,X,X
STZLOIJ,X,O,X,X,X,X,X,X,X
STZLOJI,X,O,X,X,X,X,X,X,X
STZJILO,X,O,X,X,O,X,X,X,X
STZJIOL,X,X,X,X,O,O,X,X,X
STZJLIO,X,O,X,X,O,X,X,X,X
STZJLOI,X,O,X,X,O,X,X,X,X
STZJOIL,X,X,X,X,O,O,X,X,X
STZJOLI,X,X,X,X,O,X,X,X,X
STZOILJ,O,O,X,X,X,X,X,O,X
STZOIJL,O,X,X,X,O,O,X,O,X
STZOLIJ,X,O,X,X,X,X,X,O,X
STZOLJI,X,O,X,X,X,X,X,O,X
STZOJIL,X,X,X,X,O,O,X,O,O
STZOJLI,X,X,X,X,O,X,X,O,O
STOILJZ,O,X,X,O,X,X,X,O,X
STOILZJ,O,X,X,O,X,X,X,O,X
STOIJLZ,O,X,X,O,X,X,X,O,X
STOIJZL,O,X,X,O,X,O,X,O,X
STOIZLJ,O,X,X,O,X,X,X,O,X
STOIZJL,O,X,X,O,X,O,X,O,X
STOLIJZ,X,X,X,X,X,X,X,O,X
STOLIZJ,X,O,X,X,X,X,X,O,X
STOLJIZ,X,X,X,X,X,X,X,O,X
STOLJZI,X,O,X,X,X,X,X,O,X
STOLZIJ,X,O,X,X,X,X,X,O,X
STOLZJI,X,O,X,X,X,X,X,O,X
STOJILZ,X,X,X,X,X,X,X,O,X
STOJIZL,X,X,X,X,X,O,X,O,X
STOJLIZ,X,X,X,X,X,X,X,O,X
STOJLZI,X,X,X,X,X,X,X,O,X
STOJZIL,X,X,X,X,O,O,X,O,O
STOJZLI,X,X,X,X,O,X,X,O,O
STOZILJ,O,O,X,X,X,X,X,O,X
STOZIJL,O,X,X,X,O,O,X,O,X
STOZLIJ,X,O,X,X,X,X,X,O,X
STOZLJI,X,O,X,X,X,X,X,O,X
STOZJIL,X,X,X,X,O,O,X,O,O
STOZJLI,X,X,X,X,O,X,X,O,O
SITLJZO,O,X,O,O,X,X,O,X,X
SITLJOZ,O,X,O,O,X,X,O,X,X
SITLZJO,O,O,O,O,X,X,O,X,X
SITLZOJ,O,O,O,O,X,X,O,X,X
SITLOJZ,O,X,O,O,X,X,O,X,X
SITLOZJ,O,O,O,O,X,X,O,X,X
SITJLZO,O,X,O,O,X,X,O,X,X
SITJLOZ,O,X,O,O,X,X,O,X,X
SITJZLO,O,X,X,O,X,X,O,X,X
SITJZOL,O,X,X,O,X,O,X,X,X
SITJOLZ,O,X,X,O,X,X,O,X,X
SITJOZL,O,X,X,O,X,O,X,X,X
SITZLJO,O,O,X,O,X,X,O,X,X
SITZLOJ,O,O,X,O,X,X,O,X,X
SITZJLO,O,O,X,O,X,X,O,X,X
SITZJOL,O,X,X,O,X,O,X,X,X
SITZOLJ,O,O,X,O,X,X,X,X,X
SITZOJL,O,X,X,O,X,O,X,X,X
SITOLJZ,O,X,X,O,X,X,O,O,X
SITOLZJ,O,X,X,O,X,X,O,O,X
SITOJLZ,O,X,X,O,X,X,O,O,X
SITOJZL,O,X,X,O,X,O,X,O,X
SITOZLJ,O,X,X,O,X,X,X,O,X
SITOZJL,O,X,X,O,X,O,X,O,X
SILTJZO,O,X,O,X,X,X,O,X,X
SILTJOZ,O,X,O,X,X,X,O,X,X
SILTZJO,O,O,O,X,X,X,O,X,X
SILTZOJ,O,O,O,X,X,X,O,X,X
SILTOJZ,O,X,O,X,X,X,O,X,X
SILTOZJ,O,O,O,X,X,X,O,X,X
SILJTZO,O,X,O,X,X,X,O,X,X
SILJTOZ,O,X,O,X,X,X,O,X,X
SILJZTO,O,X,O,X,X,X,O,X,X
SILJZOT,O,X,O,X,X,O,O,X,X
SILJOTZ,O,X,O,X,X,X,O,X,X
SILJOZT,O,X,O,X,X,O,O,X,X
SILZTJO,O,O,O,X,X,X,O,X,X
SILZTOJ,O,O,O,X,X,X,O,X,X
SILZJTO,O,O,O,X,X,X,O,X,X
SILZJOT,O,X,O,O,X,O,O,X,X
SILZOTJ,O,O,O,O,X,X,O,X,X
SILZOJT,O,O,O,O,X,O,O,X,X
SILOTJZ,O,X,O,O,X,X,O,X,X
SILOTZJ,O,O,O,O,X,X,O,X,X
SILOJTZ,O,X,O,X,X,X,O,X,X
SILOJZT,O,X,O,X,X,O,O,X,X
SILOZTJ,O,O,O,O,X,X,O,X,X
SILOZJT,O,O,O,O,X,O,O,X,X
SIJTLZO,O,X,O,X,X,X,O,X,X
SIJTLOZ,O,X,O,X,X,X,O,X,X
SIJTZLO,O,X,X,X,X,X,O,X,X
SIJTZOL,O,X,X,X,X,O,X,X,X
SIJTOLZ,O,X,X,X,X,X,O,X,X
SIJTOZL,O,X,X,X,X,O,X,X,X
SIJLTZO,O,X,O,X,X,X,O,X,X
SIJLTOZ,O,X,O,X,X,X,O,X,X
SIJLZTO,O,X,O,X,X,X,O,X,X
SIJLZOT,O,X,O,X,X,O,O,X,X
SIJLOTZ,O,X,O,X,X,X,O,X,X
SIJLOZT,O,X,O,X,X,O,O,X,X
SIJZTLO,O,X,X,X,X,X,O,X,X
SIJZTOL,O,X,X,O,X,O,X,X,X
SIJZLTO,O,X,X,X,X,X,O,X,X
SIJZLOT,O,X,X,O,X,O,O,X,X
SIJZOTL,O,X,X,O,X,O,X,X,X
SIJZOLT,O,X,X,O,X,O,X,X,X
SIJOTLZ,O,X,X,O,X,X,O,X,X
SIJOTZL,O,X,X,O,X,O,X,X,X
SIJOLTZ,O,X,X,X,X,X,O,X,X
SIJOLZT,O,X,X,X,X,O,O,X,X
SIJOZTL,O,X,X,O,X,O,X,X,X
SIJOZLT,O,X,X,O,X,O,X,X,X
SIZTLJO,O,O,X,O,X,X,O,X,X
SIZTLOJ,O,O,X,O,X,X,O,X,X
SIZTJLO,O,O,X,O,X,X,O,X,X
