sequence,v115@PhB8GeD8BeB8AeD8Je2EJvhFRgBzhBCjB3lB0pBlrB,v115@PhB8GeD8BeB8AeD8JeT/IvhFigBWnBxiB3lB0pBlrB,v115@PhB8GeD8BeB8AeD8JeT/IvhF8lBWnBxiBypBlrBXqB,v115@PhB8GeD8BeB8AeD8JeiAJvhFWnBxiBTkB3lBlrB0pB,v115@PhB8GeD8BeB8AeD8Jex/IvhFlhBCjBTkBmlB8rBXqB,v115@PhB8GeD8BeB8AeD8JeXAJvhFxiB2pBzlBFnB6rB0pB,v115@PhB8GeD8BeB8AeD8JeKFJvhFxiBTkBFmBXnB0pBGrB
ZOSLTIJ,O,O,X,O,O,X,O
ZOSLTJI,O,O,X,O,O,X,O
ZOSLITJ,O,O,X,X,O,X,O
ZOSLIJT,O,O,X,X,O,X,X
ZOSLJTI,O,O,X,X,O,X,X
ZOSLJIT,O,O,X,X,O,X,X
ZOSJTIL,O,O,X,X,O,O,X
ZOSJTLI,O,O,X,X,O,O,X
ZOSJITL,O,O,X,X,O,X,X
ZOSJILT,O,O,X,X,O,X,X
ZOSJLTI,O,O,X,X,O,X,X
ZOSJLIT,O,O,X,X,O,X,X
OTILJSZ,X,X,O,O,X,O,X
OTILJZS,X,X,O,X,O,X,X
OTILSJZ,O,X,O,O,X,O,O
OTILSZJ,O,X,O,O,X,X,O
OTILZJS,O,X,O,X,O,X,X
OTILZSJ,O,X,O,X,O,X,X
OTIJLSZ,X,X,O,O,X,O,X
OTIJLZS,X,X,O,X,O,X,X
OTIJSLZ,X,O,X,O,X,O,X
OTIJSZL,X,O,X,O,X,O,X
OTIJZLS,X,O,O,X,O,X,X
OTIJZSL,X,O,X,O,O,O,X
OTISLJZ,O,O,X,O,X,O,O
OTISLZJ,O,O,X,O,X,X,O
OTISJLZ,O,O,X,O,X,O,O
OTISJZL,O,O,X,O,X,O,X
OTISZLJ,O,O,X,O,X,X,O
OTISZJL,O,O,X,O,X,O,X
OTIZLJS,O,O,O,X,O,X,X
OTIZLSJ,O,O,O,X,O,X,X
OTIZJLS,O,O,O,X,O,X,X
OTIZJSL,O,O,X,O,O,O,X
OTIZSLJ,O,O,X,O,O,X,X
OTIZSJL,O,O,X,O,X,O,X
OTLIJSZ,X,X,O,O,X,O,X
OTLIJZS,X,X,O,X,O,X,X
OTLISJZ,O,X,O,O,X,O,O
OTLISZJ,O,X,O,O,X,X,O
OTLIZJS,O,X,O,X,O,X,X
OTLIZSJ,O,X,O,X,O,X,X
OTLJISZ,X,X,O,O,X,O,X
OTLJIZS,X,X,O,X,O,X,X
OTLJSIZ,O,X,O,O,X,O,O
OTLJSZI,O,X,O,O,X,O,O
OTLJZIS,O,X,O,X,O,X,X
OTLJZSI,O,X,O,X,O,X,X
OTLSIJZ,O,X,O,O,X,O,O
OTLSIZJ,O,X,O,O,X,X,O
OTLSJIZ,O,X,O,O,X,O,O
OTLSJZI,O,X,O,O,X,O,O
OTLSZIJ,O,X,O,O,X,X,O
OTLSZJI,O,X,O,O,X,X,O
OTLZIJS,O,X,O,X,O,X,X
OTLZISJ,O,X,O,X,O,X,X
OTLZJIS,O,X,O,X,O,X,X
OTLZJSI,O,X,O,X,O,X,X
OTLZSIJ,O,X,O,X,O,X,O
OTLZSJI,O,X,O,X,O,X,O
OTJILSZ,X,X,O,O,X,O,X
OTJILZS,X,X,O,X,O,X,X
OTJISLZ,X,O,X,O,X,O,X
OTJISZL,X,O,X,O,X,O,X
OTJIZLS,X,O,O,X,O,X,X
OTJIZSL,X,O,X,O,O,O,X
OTJLISZ,X,X,O,O,X,O,X
OTJLIZS,X,X,O,X,O,X,X
OTJLSIZ,O,X,O,O,X,O,O
OTJLSZI,O,X,O,O,X,O,O
OTJLZIS,O,X,O,X,O,X,X
OTJLZSI,O,X,O,X,O,X,X
OTJSILZ,O,O,X,O,X,O,O
OTJSIZL,O,O,X,O,X,O,X
OTJSLIZ,O,O,X,O,X,O,O
OTJSLZI,O,O,X,O,X,O,O
OTJSZIL,O,O,X,O,X,O,X
OTJSZLI,O,O,X,O,X,O,X
OTJZILS,O,O,O,X,O,X,X
OTJZISL,O,O,X,O,O,O,X
OTJZLIS,O,O,O,X,O,X,X
OTJZLSI,O,O,O,X,O,X,X
OTJZSIL,O,O,X,O,O,O,X
OTJZSLI,O,O,X,O,O,O,X
OTSILJZ,O,O,X,O,X,O,O
OTSILZJ,O,O,X,O,X,X,O
OTSIJLZ,O,O,X,O,X,O,O
OTSIJZL,O,O,X,O,X,O,X
OTSIZLJ,O,O,X,O,X,X,O
OTSIZJL,O,O,X,O,X,O,X
OTSLIJZ,O,O,X,O,X,O,O
OTSLIZJ,O,O,X,O,X,X,O
OTSLJIZ,O,O,X,O,X,O,O
OTSLJZI,O,O,X,O,X,O,O
OTSLZIJ,O,O,X,O,X,X,O
OTSLZJI,O,O,X,O,X,X,O
OTSJILZ,O,O,X,O,X,O,O
OTSJIZL,O,O,X,O,X,O,X
OTSJLIZ,O,O,X,O,X,O,O
OTSJLZI,O,O,X,O,X,O,O
OTSJZIL,O,O,X,O,X,O,X
OTSJZLI,O,O,X,O,X,O,X
OTSZILJ,O,O,X,O,X,X,O
OTSZIJL,O,O,X,O,X,O,X
OTSZLIJ,O,O,X,O,X,X,O
OTSZLJI,O,O,X,O,X,X,O
OTSZJIL,O,O,X,O,X,O,X
OTSZJLI,O,O,X,O,X,O,X
OTZILJS,O,O,O,X,O,X,X
OTZILSJ,O,O,O,X,O,X,X
OTZIJLS,O,O,O,X,O,X,X
OTZIJSL,O,O,X,O,O,O,X
OTZISLJ,O,O,X,O,O,X,X
OTZISJL,O,O,X,O,X,O,X
OTZLIJS,O,O,O,X,O,X,X
OTZLISJ,O,O,O,X,O,X,X
OTZLJIS,O,O,O,X,O,X,X
OTZLJSI,O,O,O,X,O,X,X
OTZLSIJ,O,O,O,X,O,X,O
OTZLSJI,O,O,O,X,O,X,O
OTZJILS,O,O,O,X,O,X,X
OTZJISL,O,O,X,O,O,O,X
OTZJLIS,O,O,O,X,O,X,X
OTZJLSI,O,O,O,X,O,X,X
OTZJSIL,O,O,X,O,O,O,X
OTZJSLI,O,O,X,O,O,O,X
OTZSILJ,O,O,X,O,O,X,O
OTZSIJL,O,O,X,O,X,O,X
OTZSLIJ,O,O,X,O,O,X,O
OTZSLJI,O,O,X,O,O,X,O
OTZSJIL,O,O,X,O,O,O,X
OTZSJLI,O,O,X,O,O,O,X
OITLJSZ,X,X,O,O,X,O,X
OITLJZS,X,X,O,X,O,X,X
OITLSJZ,X,X,O,O,X,O,O
OITLSZJ,X,X,O,O,X,X,O
OITLZJS,X,X,O,X,O,X,X
OITLZSJ,X,X,O,X,O,X,X
OITJLSZ,X,X,O,O,X,O,X
OITJLZS,X,X,O,X,O,X,X
OITJSLZ,X,O,X,O,X,O,X
OITJSZL,X,O,X,O,X,O,X
OITJZLS,X,O,O,X,O,X,X
OITJZSL,X,O,X,O,O,O,X
OITSLJZ,X,O,X,O,X,O,O
OITSLZJ,X,O,X,O,X,X,O
OITSJLZ,X,O,X,O,X,O,O
OITSJZL,X,O,X,O,X,O,X
OITSZLJ,X,O,X,O,X,X,O
OITSZJL,X,O,X,O,X,O,X
OITZLJS,X,O,O,X,O,X,X
OITZLSJ,X,O,O,X,O,X,X
OITZJLS,X,O,O,X,O,X,X
OITZJSL,X,O,X,O,O,O,X
OITZSLJ,X,O,X,O,O,X,X
OITZSJL,X,O,X,O,X,O,X
OILTJSZ,X,X,O,O,X,X,X
OILTJZS,X,X,O,X,O,X,X
OILTSJZ,X,X,O,O,X,X,O
OILTSZJ,X,X,O,O,X,X,O
OILTZJS,X,X,O,X,O,X,X
OILTZSJ,X,X,O,X,O,X,X
OILJTSZ,X,X,O,X,X,X,X
OILJTZS,X,X,O,X,O,X,X
OILJSTZ,X,X,O,X,X,X,O
OILJSZT,X,X,X,X,O,X,X
OILJZTS,X,X,O,X,O,X,X
OILJZST,X,X,X,X,O,X,X
OILSTJZ,X,X,O,X,X,X,O
OILSTZJ,X,X,O,X,X,X,O
OILSJTZ,X,X,O,X,X,X,O
OILSJZT,X,X,X,X,O,X,X
OILSZTJ,X,X,X,X,O,X,O
OILSZJT,X,X,X,X,O,X,X
OILZTJS,X,X,O,X,O,X,X
OILZTSJ,X,X,O,X,O,X,X
OILZJTS,X,X,O,X,O,X,X
OILZJST,X,X,X,X,O,X,X
OILZSTJ,X,X,X,X,O,X,O
OILZSJT,X,X,X,X,O,X,X
OIJTLSZ,X,X,X,O,X,O,X
OIJTLZS,X,X,X,X,O,X,X
OIJTSLZ,X,X,X,O,X,O,X
OIJTSZL,X,X,X,O,X,O,X
OIJTZLS,X,X,X,X,O,X,X
OIJTZSL,X,X,X,O,O,O,X
OIJLTSZ,X,X,O,X,X,X,X
OIJLTZS,X,X,O,X,O,X,X
OIJLSTZ,X,X,O,X,X,X,O
OIJLSZT,X,X,X,X,O,X,X
OIJLZTS,X,X,O,X,O,X,X
OIJLZST,X,X,X,X,O,X,X
OIJSTLZ,X,X,X,X,X,O,O
OIJSTZL,X,X,X,X,X,O,X
OIJSLTZ,X,X,X,X,X,X,O
OIJSLZT,X,O,X,X,O,X,X
OIJSZTL,X,O,X,X,O,X,X
OIJSZLT,X,O,X,X,O,X,X
OIJZTLS,X,X,X,X,O,X,X
OIJZTSL,X,O,X,X,O,X,X
OIJZLTS,X,X,X,X,O,X,X
OIJZLST,X,O,X,X,O,X,X
OIJZSTL,X,O,X,X,O,X,X
OIJZSLT,X,O,X,X,O,X,X
OISTLJZ,X,X,X,O,X,O,O
OISTLZJ,X,X,X,O,X,X,O
OISTJLZ,X,X,X,O,X,O,O
OISTJZL,X,X,X,O,X,O,X
OISTZLJ,X,X,X,O,X,X,O
OISTZJL,X,X,X,O,X,O,X
OISLTJZ,X,X,X,O,X,X,O
OISLTZJ,X,X,X,O,X,X,O
OISLJTZ,X,X,X,X,X,X,O
OISLJZT,X,O,X,X,O,X,X
OISLZTJ,X,O,X,X,O,X,O
OISLZJT,X,O,X,X,O,X,X
OISJTLZ,X,X,X,X,X,O,O
OISJTZL,X,X,X,X,X,O,X
OISJLTZ,X,X,X,X,X,X,O
OISJLZT,X,O,X,X,O,X,X
OISJZTL,X,O,X,X,O,X,X
OISJZLT,X,O,X,X,O,X,X
OISZTLJ,X,O,X,X,O,X,O
OISZTJL,X,O,X,X,X,X,X
OISZLTJ,X,O,X,X,O,X,O
OISZLJT,X,O,X,X,O,X,X
OISZJTL,X,O,X,X,O,X,X
OISZJLT,X,O,X,X,O,X,X
OIZTLJS,X,O,X,X,O,X,X
OIZTLSJ,X,O,X,X,O,X,X
OIZTJLS,X,O,X,X,O,X,X
OIZTJSL,X,O,X,O,O,X,X
OIZTSLJ,X,O,X,O,O,X,X
OIZTSJL,X,O,X,O,X,X,X
OIZLTJS,X,O,X,X,O,X,X
OIZLTSJ,X,O,X,X,O,X,X
OIZLJTS,X,X,X,X,O,X,X
OIZLJST,X,O,X,X,O,X,X
OIZLSTJ,X,O,X,X,O,X,O
OIZLSJT,X,O,X,X,O,X,X
OIZJTLS,X,O,X,X,O,X,X
OIZJTSL,X,O,X,X,O,X,X
OIZJLTS,X,X,X,X,O,X,X
OIZJLST,X,O,X,X,O,X,X
OIZJSTL,X,O,X,X,O,X,X
OIZJSLT,X,O,X,X,O,X,X
OIZSTLJ,X,O,X,X,O,X,O
OIZSTJL,X,O,X,X,X,X,X
OIZSLTJ,X,O,X,X,O,X,O
OIZSLJT,X,O,X,X,O,X,X
OIZSJTL,X,O,X,X,O,X,X
OIZSJLT,X,O,X,X,O,X,X
OLTIJSZ,X,X,O,O,X,O,X
OLTIJZS,X,X,O,X,O,X,X
OLTISJZ,O,X,O,O,X,O,O
OLTISZJ,O,X,O,O,X,X,O
OLTIZJS,O,X,O,X,O,X,X
OLTIZSJ,O,X,O,X,O,X,X
OLTJISZ,X,X,O,O,X,O,X
OLTJIZS,X,X,O,X,O,X,X
OLTJSIZ,O,X,O,O,X,O,O
OLTJSZI,O,X,O,O,X,O,O
OLTJZIS,O,X,O,X,O,X,X
OLTJZSI,O,X,O,X,O,X,X
OLTSIJZ,O,X,O,O,X,O,O
OLTSIZJ,O,X,O,O,X,X,O
OLTSJIZ,O,X,O,O,X,O,O
OLTSJZI,O,X,O,O,X,O,O
OLTSZIJ,O,X,O,O,X,X,O
OLTSZJI,O,X,O,O,X,X,O
OLTZIJS,O,X,O,X,O,X,X
OLTZISJ,O,X,O,X,O,X,X
OLTZJIS,O,X,O,X,O,X,X
OLTZJSI,O,X,O,X,O,X,X
OLTZSIJ,O,X,O,X,O,X,O
OLTZSJI,O,X,O,X,O,X,O
OLITJSZ,X,X,O,O,X,X,X
OLITJZS,X,X,O,X,O,X,X
OLITSJZ,X,X,O,O,X,X,O
OLITSZJ,X,X,O,O,X,X,O
OLITZJS,X,X,O,X,O,X,X
OLITZSJ,X,X,O,X,O,X,X
OLIJTSZ,X,X,O,X,X,X,X
OLIJTZS,X,X,O,X,O,X,X
OLIJSTZ,X,X,O,X,X,X,O
OLIJSZT,X,X,X,X,O,X,X
OLIJZTS,X,X,O,X,O,X,X
OLIJZST,X,X,X,X,O,X,X
OLISTJZ,X,X,O,X,X,X,O
OLISTZJ,X,X,O,X,X,X,O
OLISJTZ,X,X,O,X,X,X,O
OLISJZT,X,X,X,X,O,X,X
OLISZTJ,X,X,X,X,O,X,O
OLISZJT,X,X,X,X,O,X,X
OLIZTJS,X,X,O,X,O,X,X
OLIZTSJ,X,X,O,X,O,X,X
OLIZJTS,X,X,O,X,O,X,X
OLIZJST,X,X,X,X,O,X,X
OLIZSTJ,X,X,X,X,O,X,O
OLIZSJT,X,X,X,X,O,X,X
OLJTISZ,X,X,O,X,X,O,X
OLJTIZS,X,X,O,X,O,X,X
OLJTSIZ,X,X,O,X,X,O,O
OLJTSZI,X,X,O,X,X,O,O
OLJTZIS,X,X,O,X,O,X,X
OLJTZSI,X,X,O,X,O,X,X
OLJITSZ,X,X,O,X,X,X,X
OLJITZS,X,X,O,X,O,X,X
OLJISTZ,X,X,O,X,X,X,O
OLJISZT,X,X,X,X,O,X,X
OLJIZTS,X,X,O,X,O,X,X
OLJIZST,X,X,X,X,O,X,X
OLJSTIZ,X,X,O,X,O,O,O
OLJSTZI,X,X,O,X,O,O,O
OLJSITZ,X,X,O,X,O,X,O
OLJSIZT,X,X,X,X,O,X,X
OLJSZTI,X,X,X,X,O,X,X
OLJSZIT,X,X,X,X,O,X,X
OLJZTIS,X,X,O,X,O,X,X
OLJZTSI,X,X,O,X,O,X,X
OLJZITS,X,X,O,X,O,X,X
OLJZIST,X,X,X,X,O,X,X
OLJZSTI,X,X,X,X,O,X,X
OLJZSIT,X,X,X,X,O,X,X
OLSTIJZ,O,X,O,O,O,O,O
OLSTIZJ,O,X,O,O,O,X,O
OLSTJIZ,O,X,O,O,O,O,O
OLSTJZI,O,X,O,O,O,O,O
OLSTZIJ,O,X,O,O,O,X,O
OLSTZJI,O,X,O,O,O,X,O
OLSITJZ,O,X,O,O,O,X,O
OLSITZJ,O,X,O,O,O,X,O
OLSIJTZ,O,X,O,X,O,X,O
OLSIJZT,X,X,X,X,O,X,X
OLSIZTJ,X,X,X,X,O,X,O
OLSIZJT,X,X,X,X,O,X,X
OLSJTIZ,O,X,O,O,O,O,O
OLSJTZI,O,X,O,O,O,O,O
OLSJITZ,O,X,O,X,O,X,O
OLSJIZT,X,X,X,X,O,X,X
OLSJZTI,X,X,X,X,O,X,X
OLSJZIT,X,X,X,X,O,X,X
OLSZTIJ,O,X,O,O,O,X,O
OLSZTJI,O,X,O,O,O,X,O
OLSZITJ,O,X,X,X,O,X,O
OLSZIJT,O,X,X,X,O,X,X
OLSZJTI,O,X,X,X,O,X,X
OLSZJIT,O,X,X,X,O,X,X
OLZTIJS,O,X,O,X,O,X,X
OLZTISJ,O,X,O,X,O,X,X
OLZTJIS,O,X,O,X,O,X,X
OLZTJSI,O,X,O,X,O,X,X
OLZTSIJ,O,X,O,X,O,X,O
OLZTSJI,O,X,O,X,O,X,O
OLZITJS,X,X,O,X,O,X,X
OLZITSJ,X,X,O,X,O,X,X
OLZIJTS,X,X,O,X,O,X,X
OLZIJST,X,X,X,X,O,X,X
OLZISTJ,X,X,X,X,O,X,O
OLZISJT,X,X,X,X,O,X,X
OLZJTIS,O,X,O,X,O,X,X
OLZJTSI,O,X,O,X,O,X,X
OLZJITS,O,X,O,X,O,X,X
OLZJIST,O,X,X,X,O,X,X
OLZJSTI,O,X,X,X,O,X,X
OLZJSIT,O,X,X,X,O,X,X
OLZSTIJ,O,X,O,X,O,X,O
OLZSTJI,O,X,O,X,O,X,O
OLZSITJ,O,X,X,X,O,X,O
OLZSIJT,O,X,X,X,O,X,X
OLZSJTI,O,X,X,X,O,X,X
OLZSJIT,O,X,X,X,O,X,X
OJTILSZ,X,X,X,O,X,O,X
OJTILZS,X,X,X,X,O,X,X
OJTISLZ,X,X,X,O,X,O,X
OJTISZL,X,X,X,O,X,O,X
OJTIZLS,X,X,X,X,O,X,X
OJTIZSL,X,X,X,O,O,O,X
OJTLISZ,X,X,X,O,X,O,X
OJTLIZS,X,X,X,X,O,X,X
OJTLSIZ,X,X,X,O,X,O,O
OJTLSZI,X,X,X,O,X,O,O
OJTLZIS,X,X,X,X,O,X,X
OJTLZSI,X,X,X,X,O,X,X
OJTSILZ,X,X,X,O,X,O,O
OJTSIZL,X,X,X,O,X,O,X
OJTSLIZ,X,X,X,O,X,O,O
OJTSLZI,X,X,X,O,X,O,O
OJTSZIL,X,X,X,O,X,O,X
OJTSZLI,X,X,X,O,X,O,X
OJTZILS,X,X,X,X,O,X,X
OJTZISL,X,X,X,O,O,O,X
OJTZLIS,X,X,X,X,O,X,X
OJTZLSI,X,X,X,X,O,X,X
OJTZSIL,X,X,X,O,O,O,X
OJTZSLI,X,X,X,O,O,O,X
OJITLSZ,X,X,X,O,X,O,X
OJITLZS,X,X,X,X,O,X,X
OJITSLZ,X,X,X,O,X,O,X
OJITSZL,X,X,X,O,X,O,X
OJITZLS,X,X,X,X,O,X,X
OJITZSL,X,X,X,O,O,O,X
OJILTSZ,X,X,O,X,X,X,X
OJILTZS,X,X,O,X,O,X,X
OJILSTZ,X,X,O,X,X,X,O
OJILSZT,X,X,X,X,O,X,X
OJILZTS,X,X,O,X,O,X,X
OJILZST,X,X,X,X,O,X,X
OJISTLZ,X,X,X,X,X,O,O
OJISTZL,X,X,X,X,X,O,X
OJISLTZ,X,X,X,X,X,X,O
OJISLZT,X,O,X,X,O,X,X
OJISZTL,X,O,X,X,O,X,X
OJISZLT,X,O,X,X,O,X,X
OJIZTLS,X,X,X,X,O,X,X
OJIZTSL,X,O,X,X,O,X,X
OJIZLTS,X,X,X,X,O,X,X
OJIZLST,X,O,X,X,O,X,X
OJIZSTL,X,O,X,X,O,X,X
OJIZSLT,X,O,X,X,O,X,X
OJLTISZ,X,X,O,X,X,O,X
OJLTIZS,X,X,O,X,O,X,X
OJLTSIZ,X,X,O,X,X,O,O
OJLTSZI,X,X,O,X,X,O,O
OJLTZIS,X,X,O,X,O,X,X
OJLTZSI,X,X,O,X,O,X,X
OJLITSZ,X,X,O,X,X,X,X
OJLITZS,X,X,O,X,O,X,X
OJLISTZ,X,X,O,X,X,X,O
OJLISZT,X,X,X,X,O,X,X
OJLIZTS,X,X,O,X,O,X,X
OJLIZST,X,X,X,X,O,X,X
OJLSTIZ,X,X,O,X,O,O,O
OJLSTZI,X,X,O,X,O,O,O
OJLSITZ,X,X,O,X,O,X,O
OJLSIZT,X,X,X,X,O,X,X
OJLSZTI,X,X,X,X,O,X,X
OJLSZIT,X,X,X,X,O,X,X
OJLZTIS,X,X,O,X,O,X,X
OJLZTSI,X,X,O,X,O,X,X
OJLZITS,X,X,O,X,O,X,X
OJLZIST,X,X,X,X,O,X,X
OJLZSTI,X,X,X,X,O,X,X
OJLZSIT,X,X,X,X,O,X,X
OJSTILZ,X,X,X,O,O,O,O
OJSTIZL,X,X,X,O,O,O,X
OJSTLIZ,X,X,X,O,O,O,O
OJSTLZI,X,X,X,O,O,O,O
OJSTZIL,X,X,X,O,O,O,X
OJSTZLI,X,X,X,O,O,O,X
OJSITLZ,X,X,X,X,O,O,O
OJSITZL,X,X,X,X,O,O,X
OJSILTZ,X,X,X,X,O,X,O
OJSILZT,X,O,X,X,O,X,X
OJSIZTL,X,O,X,X,O,X,X
OJSIZLT,X,O,X,X,O,X,X
OJSLTIZ,X,X,X,O,O,O,O
OJSLTZI,X,X,X,O,O,O,O
OJSLITZ,X,X,X,X,O,X,O
OJSLIZT,X,O,X,X,O,X,X
OJSLZTI,X,O,X,X,O,X,X
OJSLZIT,X,O,X,X,O,X,X
OJSZTIL,X,O,X,X,O,O,X
OJSZTLI,X,O,X,X,O,O,X
OJSZITL,X,O,X,X,O,X,X
OJSZILT,X,O,X,X,O,X,X
OJSZLTI,X,O,X,X,O,X,X
OJSZLIT,X,O,X,X,O,X,X
OJZTILS,X,X,X,X,O,X,X
OJZTISL,X,O,X,X,O,O,X
OJZTLIS,X,X,X,X,O,X,X
OJZTLSI,X,X,X,X,O,X,X
OJZTSIL,X,O,X,X,O,O,X
OJZTSLI,X,O,X,X,O,O,X
OJZITLS,X,X,X,X,O,X,X
OJZITSL,X,O,X,X,O,X,X
OJZILTS,X,X,X,X,O,X,X
OJZILST,X,O,X,X,O,X,X
OJZISTL,X,O,X,X,O,X,X
OJZISLT,X,O,X,X,O,X,X
OJZLTIS,X,X,X,X,O,X,X
OJZLTSI,X,X,X,X,O,X,X
OJZLITS,X,X,X,X,O,X,X
OJZLIST,X,O,X,X,O,X,X
OJZLSTI,X,O,X,X,O,X,X
OJZLSIT,X,O,X,X,O,X,X
OJZSTIL,X,O,X,X,O,O,X
OJZSTLI,X,O,X,X,O,O,X
OJZSITL,X,O,X,X,O,X,X
OJZSILT,X,O,X,X,O,X,X
OJZSLTI,X,O,X,X,O,X,X
OJZSLIT,X,O,X,X,O,X,X
OSTILJZ,O,O,X,O,O,O,O
OSTILZJ,O,O,X,O,O,X,O
OSTIJLZ,O,O,X,O,O,O,O
OSTIJZL,O,O,X,O,O,O,X
OSTIZLJ,O,O,X,O,O,X,O
OSTIZJL,O,O,X,O,O,O,X
OSTLIJZ,O,O,X,O,O,O,O
OSTLIZJ,O,O,X,O,O,X,O
OSTLJIZ,O,O,X,O,O,O,O
OSTLJZI,O,O,X,O,O,O,O
OSTLZIJ,O,O,X,O,O,X,O
OSTLZJI,O,O,X,O,O,X,O
OSTJILZ,O,O,X,O,O,O,O
OSTJIZL,O,O,X,O,O,O,X
OSTJLIZ,O,O,X,O,O,O,O
OSTJLZI,O,O,X,O,O,O,O
OSTJZIL,O,O,X,O,O,O,X
OSTJZLI,O,O,X,O,O,O,X
OSTZILJ,O,O,X,O,O,X,O
OSTZIJL,O,O,X,O,O,O,X
OSTZLIJ,O,O,X,O,O,X,O
OSTZLJI,O,O,X,O,O,X,O
OSTZJIL,O,O,X,O,O,O,X
OSTZJLI,O,O,X,O,O,O,X
OSITLJZ,O,X,X,O,O,O,O
OSITLZJ,O,X,X,O,O,X,O
OSITJLZ,O,X,X,O,O,O,O
OSITJZL,O,X,X,O,O,O,X
OSITZLJ,O,X,X,O,O,X,O
OSITZJL,O,X,X,O,O,O,X
OSILTJZ,O,X,X,O,O,X,O
OSILTZJ,O,X,X,O,O,X,O
OSILJTZ,O,X,X,X,O,X,O
OSILJZT,X,O,X,X,O,X,X
OSILZTJ,X,O,X,X,O,X,O
OSILZJT,X,O,X,X,O,X,X
OSIJTLZ,O,X,X,X,O,O,O
OSIJTZL,O,X,X,X,O,O,X
OSIJLTZ,O,X,X,X,O,X,O
OSIJLZT,X,O,X,X,O,X,X
OSIJZTL,X,O,X,X,O,X,X
OSIJZLT,X,O,X,X,O,X,X
OSIZTLJ,X,O,X,X,O,X,O
OSIZTJL,X,O,X,X,O,X,X
OSIZLTJ,X,O,X,X,O,X,O
OSIZLJT,X,O,X,X,O,X,X
OSIZJTL,X,O,X,X,O,X,X
OSIZJLT,X,O,X,X,O,X,X
OSLTIJZ,O,O,X,O,O,O,O
OSLTIZJ,O,O,X,O,O,X,O
OSLTJIZ,O,O,X,O,O,O,O
OSLTJZI,O,O,X,O,O,O,O
OSLTZIJ,O,O,X,O,O,X,O
OSLTZJI,O,O,X,O,O,X,O
OSLITJZ,O,X,X,O,O,X,O
OSLITZJ,O,X,X,O,O,X,O
OSLIJTZ,O,X,X,X,O,X,O
OSLIJZT,X,O,X,X,O,X,X
OSLIZTJ,X,O,X,X,O,X,O
OSLIZJT,X,O,X,X,O,X,X
OSLJTIZ,O,X,X,O,O,O,O
OSLJTZI,O,X,X,O,O,O,O
OSLJITZ,O,X,X,X,O,X,O
OSLJIZT,X,O,X,X,O,X,X
OSLJZTI,X,O,X,X,O,X,X
OSLJZIT,X,O,X,X,O,X,X
OSLZTIJ,O,O,X,O,O,X,O
OSLZTJI,O,O,X,O,O,X,O
OSLZITJ,O,O,X,X,O,X,O
OSLZIJT,O,O,X,X,O,X,X
OSLZJTI,O,O,X,X,O,X,X
OSLZJIT,O,O,X,X,O,X,X
OSJTILZ,O,X,X,O,O,O,O
OSJTIZL,O,X,X,O,O,O,X
OSJTLIZ,O,X,X,O,O,O,O
OSJTLZI,O,X,X,O,O,O,O
OSJTZIL,O,X,X,O,O,O,X
OSJTZLI,O,X,X,O,O,O,X
OSJITLZ,O,X,X,X,O,O,O
OSJITZL,O,X,X,X,O,O,X
OSJILTZ,O,X,X,X,O,X,O
OSJILZT,X,O,X,X,O,X,X
OSJIZTL,X,O,X,X,O,X,X
OSJIZLT,X,O,X,X,O,X,X
OSJLTIZ,O,X,X,O,O,O,O
OSJLTZI,O,X,X,O,O,O,O
OSJLITZ,O,X,X,X,O,X,O
OSJLIZT,X,O,X,X,O,X,X
OSJLZTI,X,O,X,X,O,X,X
OSJLZIT,X,O,X,X,O,X,X
OSJZTIL,X,O,X,X,O,O,X
OSJZTLI,X,O,X,X,O,O,X
OSJZITL,X,O,X,X,O,X,X
OSJZILT,X,O,X,X,O,X,X
OSJZLTI,X,O,X,X,O,X,X
OSJZLIT,X,O,X,X,O,X,X
OSZTILJ,O,O,X,O,O,X,O
OSZTIJL,O,O,X,O,O,O,X
OSZTLIJ,O,O,X,O,O,X,O
OSZTLJI,O,O,X,O,O,X,O
OSZTJIL,O,O,X,O,O,O,X
OSZTJLI,O,O,X,O,O,O,X
OSZITLJ,O,O,X,X,O,X,O
OSZITJL,O,O,X,X,O,X,X
OSZILTJ,O,O,X,X,O,X,O
OSZILJT,O,O,X,X,O,X,X
OSZIJTL,O,O,X,X,O,X,X
OSZIJLT,O,O,X,X,O,X,X
OSZLTIJ,O,O,X,O,O,X,O
OSZLTJI,O,O,X,O,O,X,O
OSZLITJ,O,O,X,X,O,X,O
OSZLIJT,O,O,X,X,O,X,X
OSZLJTI,O,O,X,X,O,X,X
OSZLJIT,O,O,X,X,O,X,X
OSZJTIL,O,O,X,X,O,O,X
OSZJTLI,O,O,X,X,O,O,X
OSZJITL,O,O,X,X,O,X,X
OSZJILT,O,O,X,X,O,X,X
OSZJLTI,O,O,X,X,O,X,X
OSZJLIT,O,O,X,X,O,X,X
OZTILJS,O,O,O,X,O,X,X
OZTILSJ,O,O,O,X,O,X,X
OZTIJLS,O,O,O,X,O,X,X
OZTIJSL,O,O,X,O,O,O,X
OZTISLJ,O,O,X,O,O,X,X
OZTISJL,O,O,X,O,X,O,X
OZTLIJS,O,O,O,X,O,X,X
OZTLISJ,O,O,O,X,O,X,X
OZTLJIS,O,O,O,X,O,X,X
OZTLJSI,O,O,O,X,O,X,X
