sequence,v115@HhB8HeC8GeD8AeB8BeA8Jem/IvhFzgBRiBSoBUnBFr?BXtB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhFylBGiBTjBUnBFr?BXtB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhFylBfnBTjBWtBFr?B0sB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhFylBGiBUnBToBFr?BXtB,v115@HhB8HeC8GeD8AeB8BeA8Jem/IvhFFhBxiBfrBCnBTo?B0sB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhF0iBllBzmBStBOr?BXtB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhF+nB0lBlmBToBir?BXtB
IZTSJLO,O,O,O,O,X,X,X
IZTSJOL,O,O,O,O,X,X,O
IZTSOLJ,O,O,X,O,X,X,X
IZTSOJL,O,O,X,O,X,X,O
IZTOLJS,O,O,X,O,X,O,O
IZTOLSJ,O,O,X,O,X,O,X
IZTOJLS,O,O,X,O,X,O,O
IZTOJSL,O,O,X,O,X,X,O
IZTOSLJ,O,O,X,O,X,O,X
IZTOSJL,O,O,X,O,X,X,O
IZLTJSO,O,O,X,X,O,X,X
IZLTJOS,O,X,X,X,X,X,O
IZLTSJO,O,O,X,X,O,X,X
IZLTSOJ,O,O,X,X,O,X,X
IZLTOJS,O,X,X,X,X,O,O
IZLTOSJ,O,X,X,X,X,O,X
IZLJTSO,O,O,O,X,O,X,X
IZLJTOS,O,X,O,X,X,X,O
IZLJSTO,O,O,X,X,O,X,X
IZLJSOT,X,O,X,X,O,X,X
IZLJOTS,O,X,O,X,O,X,O
IZLJOST,X,O,X,X,O,X,X
IZLSTJO,O,O,X,X,O,X,X
IZLSTOJ,O,O,X,X,O,X,X
IZLSJTO,O,O,X,X,O,X,X
IZLSJOT,X,O,X,X,O,X,X
IZLSOTJ,X,O,X,X,O,X,X
IZLSOJT,X,O,X,X,O,X,X
IZLOTJS,O,X,X,X,O,X,O
IZLOTSJ,O,X,X,X,O,X,X
IZLOJTS,O,X,X,X,O,X,O
IZLOJST,X,O,X,X,O,X,X
IZLOSTJ,X,O,X,X,O,X,X
IZLOSJT,X,O,X,X,O,X,X
IZJTLSO,O,O,O,O,X,X,X
IZJTLOS,O,O,O,O,X,X,O
IZJTSLO,O,O,O,O,X,X,X
IZJTSOL,O,O,O,O,X,X,O
IZJTOLS,O,O,O,O,X,X,O
IZJTOSL,O,O,O,O,X,X,O
IZJLTSO,O,O,O,X,O,X,X
IZJLTOS,O,X,O,X,X,X,O
IZJLSTO,O,O,X,X,O,X,X
IZJLSOT,X,O,X,X,O,X,X
IZJLOTS,O,X,O,X,O,X,O
IZJLOST,X,O,X,X,O,X,X
IZJSTLO,O,O,X,X,O,X,X
IZJSTOL,O,O,X,X,O,X,O
IZJSLTO,O,O,X,X,O,X,X
IZJSLOT,O,O,X,X,O,X,X
IZJSOTL,O,O,X,X,O,X,O
IZJSOLT,O,O,X,X,O,X,X
IZJOTLS,O,X,O,O,O,X,O
IZJOTSL,O,X,O,O,O,X,O
IZJOLTS,O,X,O,X,O,X,O
IZJOLST,X,O,X,X,O,X,X
IZJOSTL,X,O,X,X,O,X,O
IZJOSLT,X,O,X,X,O,X,X
IZSTLJO,O,O,X,X,O,X,X
IZSTLOJ,O,O,X,X,O,X,X
IZSTJLO,O,O,X,X,O,X,X
IZSTJOL,O,O,X,X,O,X,O
IZSTOLJ,O,O,X,X,O,X,X
IZSTOJL,O,O,X,X,O,X,O
IZSLTJO,O,O,X,X,O,X,X
IZSLTOJ,O,O,X,X,O,X,X
IZSLJTO,O,O,X,X,O,X,X
IZSLJOT,O,O,X,X,O,X,X
IZSLOTJ,O,O,X,X,O,X,X
IZSLOJT,O,O,X,X,O,X,X
IZSJTLO,O,O,X,X,O,X,X
IZSJTOL,O,O,X,X,O,X,O
IZSJLTO,O,O,X,X,O,X,X
IZSJLOT,O,O,X,X,O,X,X
IZSJOTL,O,O,X,X,O,X,O
IZSJOLT,O,O,X,X,O,X,X
IZSOTLJ,O,O,X,X,O,X,X
IZSOTJL,O,O,X,X,O,X,O
IZSOLTJ,O,O,X,X,O,X,X
IZSOLJT,O,O,X,X,O,X,X
IZSOJTL,O,O,X,X,O,X,O
IZSOJLT,O,O,X,X,O,X,X
IZOTLJS,O,X,X,O,O,X,O
IZOTLSJ,O,X,X,O,O,X,X
IZOTJLS,O,X,X,O,O,X,O
IZOTJSL,O,X,X,O,O,X,O
IZOTSLJ,O,X,X,O,O,X,X
IZOTSJL,O,X,X,O,O,X,O
IZOLTJS,O,X,X,X,O,X,O
IZOLTSJ,O,X,X,X,O,X,X
IZOLJTS,O,X,X,X,O,X,O
IZOLJST,X,O,X,X,O,X,X
IZOLSTJ,X,O,X,X,O,X,X
IZOLSJT,X,O,X,X,O,X,X
IZOJTLS,O,X,X,O,O,X,O
IZOJTSL,O,X,X,O,O,X,O
IZOJLTS,O,X,X,X,O,X,O
IZOJLST,X,O,X,X,O,X,X
IZOJSTL,X,O,X,X,O,X,O
IZOJSLT,X,O,X,X,O,X,X
IZOSTLJ,X,O,X,X,O,X,X
IZOSTJL,X,O,X,X,O,X,O
IZOSLTJ,X,O,X,X,O,X,X
IZOSLJT,X,O,X,X,O,X,X
IZOSJTL,X,O,X,X,O,X,O
IZOSJLT,X,O,X,X,O,X,X
IOTLJSZ,X,X,O,X,O,X,X
IOTLJZS,X,X,O,O,X,O,X
IOTLSJZ,X,O,O,X,O,X,X
IOTLSZJ,X,O,X,O,O,O,X
IOTLZJS,X,O,X,O,X,O,X
IOTLZSJ,X,O,X,O,X,O,X
IOTJLSZ,X,X,O,X,O,X,X
IOTJLZS,X,X,O,O,X,O,X
IOTJSLZ,X,X,O,X,O,X,X
IOTJSZL,X,X,O,X,O,X,X
IOTJZLS,X,X,O,O,X,O,O
IOTJZSL,X,X,O,O,X,X,O
IOTSLJZ,X,O,O,X,O,X,X
IOTSLZJ,X,O,X,O,O,O,X
IOTSJLZ,X,O,O,X,O,X,X
IOTSJZL,X,O,O,X,O,X,X
IOTSZLJ,X,O,X,O,X,O,X
IOTSZJL,X,O,X,O,O,X,X
IOTZLJS,X,O,X,O,X,O,O
IOTZLSJ,X,O,X,O,X,O,X
IOTZJLS,X,O,X,O,X,O,O
IOTZJSL,X,O,X,O,X,X,O
IOTZSLJ,X,O,X,O,X,O,X
IOTZSJL,X,O,X,O,X,X,O
IOLTJSZ,X,X,X,X,O,X,X
IOLTJZS,X,X,X,O,X,O,X
IOLTSJZ,X,X,X,X,O,X,X
IOLTSZJ,X,X,X,O,O,O,X
IOLTZJS,X,X,X,O,X,O,X
IOLTZSJ,X,X,X,O,X,O,X
IOLJTSZ,X,X,O,X,O,X,X
IOLJTZS,X,X,O,X,X,X,X
IOLJSTZ,X,X,O,X,O,X,X
IOLJSZT,X,X,X,X,O,X,X
IOLJZTS,X,X,O,X,X,X,O
IOLJZST,X,X,X,X,O,X,X
IOLSTJZ,X,X,X,X,O,X,X
IOLSTZJ,X,O,X,X,O,X,X
IOLSJTZ,X,X,X,X,O,X,X
IOLSJZT,X,O,X,X,O,X,X
IOLSZTJ,X,O,X,X,O,X,X
IOLSZJT,X,O,X,X,O,X,X
IOLZTJS,X,X,X,X,X,O,O
IOLZTSJ,X,X,X,X,X,O,X
IOLZJTS,X,X,X,X,X,X,O
IOLZJST,X,O,X,X,O,X,X
IOLZSTJ,X,O,X,X,O,X,X
IOLZSJT,X,O,X,X,O,X,X
IOJTLSZ,X,X,O,X,O,X,X
IOJTLZS,X,X,O,O,X,X,X
IOJTSLZ,X,X,O,X,O,X,X
IOJTSZL,X,X,O,X,O,X,X
IOJTZLS,X,X,O,O,X,X,O
IOJTZSL,X,X,O,O,X,X,O
IOJLTSZ,X,X,O,X,O,X,X
IOJLTZS,X,X,O,X,X,X,X
IOJLSTZ,X,X,O,X,O,X,X
IOJLSZT,X,X,X,X,O,X,X
IOJLZTS,X,X,O,X,X,X,O
IOJLZST,X,X,X,X,O,X,X
IOJSTLZ,X,X,O,X,O,X,X
IOJSTZL,X,X,O,X,O,X,X
IOJSLTZ,X,X,O,X,O,X,X
IOJSLZT,X,X,X,X,O,X,X
IOJSZTL,X,X,X,X,O,X,O
IOJSZLT,X,X,X,X,O,X,X
IOJZTLS,X,X,O,X,X,X,O
IOJZTSL,X,X,O,X,X,X,O
IOJZLTS,X,X,O,X,X,X,O
IOJZLST,X,X,X,X,O,X,X
IOJZSTL,X,X,X,X,O,X,O
IOJZSLT,X,X,X,X,O,X,X
IOSTLJZ,X,O,X,X,O,X,X
IOSTLZJ,X,O,X,O,O,X,X
IOSTJLZ,X,O,X,X,O,X,X
IOSTJZL,X,O,X,X,O,X,X
IOSTZLJ,X,O,X,O,X,X,X
IOSTZJL,X,O,X,O,O,X,X
IOSLTJZ,X,O,X,X,O,X,X
IOSLTZJ,X,O,X,X,O,X,X
IOSLJTZ,X,X,X,X,O,X,X
IOSLJZT,X,O,X,X,O,X,X
IOSLZTJ,X,O,X,X,O,X,X
IOSLZJT,X,O,X,X,O,X,X
IOSJTLZ,X,O,X,X,O,X,X
IOSJTZL,X,O,X,X,O,X,X
IOSJLTZ,X,X,X,X,O,X,X
IOSJLZT,X,O,X,X,O,X,X
IOSJZTL,X,O,X,X,O,X,O
IOSJZLT,X,O,X,X,O,X,X
IOSZTLJ,X,O,X,X,X,X,X
IOSZTJL,X,O,X,X,O,X,O
IOSZLTJ,X,O,X,X,O,X,X
IOSZLJT,X,O,X,X,O,X,X
IOSZJTL,X,O,X,X,O,X,O
IOSZJLT,X,O,X,X,O,X,X
IOZTLJS,X,X,X,O,X,O,O
IOZTLSJ,X,X,X,O,X,O,X
IOZTJLS,X,X,X,O,X,O,O
IOZTJSL,X,X,X,O,X,X,O
IOZTSLJ,X,X,X,O,X,O,X
IOZTSJL,X,X,X,O,X,X,O
IOZLTJS,X,X,X,X,X,O,O
IOZLTSJ,X,X,X,X,X,O,X
IOZLJTS,X,X,X,X,X,X,O
IOZLJST,X,O,X,X,O,X,X
IOZLSTJ,X,O,X,X,O,X,X
IOZLSJT,X,O,X,X,O,X,X
IOZJTLS,X,X,X,O,X,X,O
IOZJTSL,X,X,X,O,X,X,O
IOZJLTS,X,X,X,X,X,X,O
IOZJLST,X,O,X,X,O,X,X
IOZJSTL,X,O,X,X,O,X,O
IOZJSLT,X,O,X,X,O,X,X
IOZSTLJ,X,O,X,X,X,X,X
IOZSTJL,X,O,X,X,O,X,O
IOZSLTJ,X,O,X,X,O,X,X
IOZSLJT,X,O,X,X,O,X,X
IOZSJTL,X,O,X,X,O,X,O
IOZSJLT,X,O,X,X,O,X,X
LTIJSZO,X,O,O,X,O,X,X
LTIJSOZ,X,O,O,X,O,X,X
LTIJZSO,X,O,O,O,X,X,X
LTIJZOS,X,O,O,O,X,X,X
LTIJOSZ,X,X,O,X,X,X,X
LTIJOZS,X,X,O,O,X,O,X
LTISJZO,X,O,O,X,O,X,X
LTISJOZ,X,O,O,X,O,X,X
LTISZJO,X,O,O,O,O,X,X
LTISZOJ,X,O,X,O,X,X,X
LTISOJZ,X,O,O,X,O,X,X
LTISOZJ,X,O,X,O,X,O,X
LTIZJSO,X,O,O,O,X,X,X
LTIZJOS,X,O,O,O,X,X,X
LTIZSJO,X,O,O,O,X,X,X
LTIZSOJ,X,O,X,O,X,X,X
LTIZOJS,X,O,X,O,X,O,X
LTIZOSJ,X,O,X,O,X,O,X
LTIOJSZ,X,X,O,X,X,X,X
LTIOJZS,X,X,O,O,X,O,X
LTIOSJZ,X,O,O,X,X,X,X
LTIOSZJ,X,O,X,O,X,O,X
LTIOZJS,X,O,X,O,X,O,X
LTIOZSJ,X,O,X,O,X,O,X
LTJISZO,X,O,O,X,O,X,X
LTJISOZ,X,O,O,X,O,X,X
LTJIZSO,X,O,O,O,X,X,X
LTJIZOS,X,O,O,O,X,X,X
LTJIOSZ,X,X,O,X,X,X,X
LTJIOZS,X,X,O,O,X,O,X
LTJSIZO,O,O,O,X,O,X,X
LTJSIOZ,O,O,O,X,O,X,X
LTJSZIO,O,O,O,X,O,X,X
LTJSZOI,O,O,O,X,O,X,X
LTJSOIZ,O,O,O,X,O,X,X
LTJSOZI,O,O,O,X,O,X,X
LTJZISO,O,O,O,O,O,X,X
LTJZIOS,O,O,O,O,X,X,O
LTJZSIO,O,O,O,O,O,X,X
LTJZSOI,O,O,O,O,O,X,X
LTJZOIS,O,O,O,O,O,X,O
LTJZOSI,O,O,O,O,O,X,O
LTJOISZ,X,X,O,X,O,X,X
LTJOIZS,X,X,O,O,X,O,X
LTJOSIZ,O,X,O,X,O,X,X
LTJOSZI,O,X,O,X,O,X,X
LTJOZIS,O,X,O,O,X,O,O
LTJOZSI,O,X,O,O,X,O,O
LTSIJZO,O,O,O,X,O,X,X
LTSIJOZ,O,O,O,X,O,X,X
LTSIZJO,O,O,O,O,O,X,X
LTSIZOJ,O,O,X,O,O,X,X
LTSIOJZ,O,O,O,X,O,X,X
LTSIOZJ,O,O,X,O,O,O,X
LTSJIZO,O,O,O,X,O,X,X
LTSJIOZ,O,O,O,X,O,X,X
LTSJZIO,O,O,O,X,O,X,X
LTSJZOI,O,O,O,X,O,X,X
LTSJOIZ,O,O,O,X,O,X,X
LTSJOZI,O,O,O,X,O,X,X
LTSZIJO,O,O,O,O,O,X,X
LTSZIOJ,O,O,X,O,O,X,X
LTSZJIO,O,O,O,O,O,X,X
LTSZJOI,O,O,O,O,O,X,X
LTSZOIJ,O,O,X,O,O,X,X
LTSZOJI,O,O,X,O,O,X,X
LTSOIJZ,O,O,O,X,O,X,X
LTSOIZJ,O,O,X,O,O,O,X
LTSOJIZ,O,O,O,X,O,X,X
LTSOJZI,O,O,O,X,O,X,X
LTSOZIJ,O,O,X,O,O,O,X
LTSOZJI,O,O,X,O,O,O,X
LTZIJSO,O,O,O,O,O,X,X
LTZIJOS,O,O,O,O,X,X,O
LTZISJO,O,O,O,O,O,X,X
LTZISOJ,O,O,X,O,O,X,X
LTZIOJS,O,O,X,O,X,O,O
LTZIOSJ,O,O,X,O,X,O,X
LTZJISO,O,O,O,O,O,X,X
LTZJIOS,O,O,O,O,X,X,O
LTZJSIO,O,O,O,O,O,X,X
LTZJSOI,O,O,O,O,O,X,X
LTZJOIS,O,O,O,O,O,X,O
LTZJOSI,O,O,O,O,O,X,O
LTZSIJO,O,O,O,O,O,X,X
LTZSIOJ,O,O,X,O,O,X,X
LTZSJIO,O,O,O,O,O,X,X
LTZSJOI,O,O,O,O,O,X,X
LTZSOIJ,O,O,X,O,O,X,X
LTZSOJI,O,O,X,O,O,X,X
LTZOIJS,O,O,X,O,O,O,O
LTZOISJ,O,O,X,O,O,O,X
LTZOJIS,O,O,X,O,O,O,O
LTZOJSI,O,O,X,O,O,O,O
LTZOSIJ,O,O,X,O,O,O,X
LTZOSJI,O,O,X,O,O,O,X
LTOIJSZ,X,X,O,X,O,X,X
LTOIJZS,X,X,O,O,X,O,X
LTOISJZ,X,O,O,X,O,X,X
LTOISZJ,X,O,X,O,O,O,X
LTOIZJS,X,O,X,O,X,O,X
LTOIZSJ,X,O,X,O,X,O,X
LTOJISZ,X,X,O,X,O,X,X
LTOJIZS,X,X,O,O,X,O,X
LTOJSIZ,O,X,O,X,O,X,X
LTOJSZI,O,X,O,X,O,X,X
LTOJZIS,O,X,O,O,X,O,O
LTOJZSI,O,X,O,O,X,O,O
LTOSIJZ,O,O,O,X,O,X,X
LTOSIZJ,O,O,X,O,O,O,X
LTOSJIZ,O,O,O,X,O,X,X
LTOSJZI,O,O,O,X,O,X,X
LTOSZIJ,O,O,X,O,O,O,X
LTOSZJI,O,O,X,O,O,O,X
LTOZIJS,O,O,X,O,X,O,O
LTOZISJ,O,O,X,O,X,O,X
LTOZJIS,O,O,X,O,X,O,O
LTOZJSI,O,O,X,O,X,O,O
LTOZSIJ,O,O,X,O,X,O,X
LTOZSJI,O,O,X,O,X,O,X
LITJSZO,X,O,O,X,O,X,X
LITJSOZ,X,O,O,X,O,X,X
LITJZSO,X,O,O,O,X,X,X
LITJZOS,X,O,O,O,X,X,X
LITJOSZ,X,X,O,X,X,X,X
LITJOZS,X,X,O,O,X,O,X
LITSJZO,X,O,O,X,O,X,X
LITSJOZ,X,O,O,X,O,X,X
LITSZJO,X,O,O,O,O,X,X
LITSZOJ,X,O,X,O,X,X,X
LITSOJZ,X,O,O,X,O,X,X
LITSOZJ,X,O,X,O,X,O,X
LITZJSO,X,O,O,O,X,X,X
LITZJOS,X,O,O,O,X,X,X
LITZSJO,X,O,O,O,X,X,X
LITZSOJ,X,O,X,O,X,X,X
LITZOJS,X,O,X,O,X,O,X
LITZOSJ,X,O,X,O,X,O,X
LITOJSZ,X,X,O,X,X,X,X
LITOJZS,X,X,O,O,X,O,X
LITOSJZ,X,O,O,X,X,X,X
LITOSZJ,X,O,X,O,X,O,X
LITOZJS,X,O,X,O,X,O,X
LITOZSJ,X,O,X,O,X,O,X
LIJTSZO,X,X,O,X,O,X,X
LIJTSOZ,X,X,O,X,O,X,X
LIJTZSO,X,X,O,X,X,X,X
LIJTZOS,X,X,O,X,X,X,X
LIJTOSZ,X,X,O,X,X,X,X
LIJTOZS,X,X,O,X,X,O,X
LIJSTZO,X,X,O,X,O,X,X
LIJSTOZ,X,X,O,X,O,X,X
LIJSZTO,X,O,X,X,O,X,X
LIJSZOT,X,O,X,X,O,X,X
LIJSOTZ,X,X,O,X,O,X,X
LIJSOZT,X,O,X,X,O,X,X
LIJZTSO,X,O,O,X,O,X,X
LIJZTOS,X,X,O,X,X,X,O
LIJZSTO,X,O,X,X,O,X,X
LIJZSOT,X,O,X,X,O,X,X
LIJZOTS,X,X,O,X,O,X,O
LIJZOST,X,O,X,X,O,X,X
LIJOTSZ,X,X,O,X,O,X,X
LIJOTZS,X,X,O,X,X,X,X
LIJOSTZ,X,X,O,X,O,X,X
LIJOSZT,X,X,X,X,O,X,X
LIJOZTS,X,X,O,X,X,X,O
LIJOZST,X,X,X,X,O,X,X
LISTJZO,X,O,X,X,O,X,X
LISTJOZ,X,O,X,X,O,X,X
LISTZJO,X,O,X,X,O,X,X
LISTZOJ,X,O,X,X,O,X,X
LISTOJZ,X,O,X,X,O,X,X
LISTOZJ,X,O,X,X,O,O,X
LISJTZO,X,X,O,X,O,X,X
LISJTOZ,X,X,O,X,O,X,X
LISJZTO,X,O,X,X,O,X,X
LISJZOT,X,O,X,X,O,X,X
LISJOTZ,X,X,O,X,O,X,X
LISJOZT,X,O,X,X,O,X,X
LISZTJO,X,O,X,X,O,X,X
LISZTOJ,X,O,X,X,O,X,X
LISZJTO,X,O,X,X,O,X,X
LISZJOT,X,O,X,X,O,X,X
LISZOTJ,X,O,X,X,O,X,X
LISZOJT,X,O,X,X,O,X,X
LISOTJZ,X,O,X,X,O,X,X
LISOTZJ,X,O,X,X,O,X,X
LISOJTZ,X,X,X,X,O,X,X
LISOJZT,X,O,X,X,O,X,X
LISOZTJ,X,O,X,X,O,X,X
LISOZJT,X,O,X,X,O,X,X
LIZTJSO,X,O,X,X,O,X,X
LIZTJOS,X,X,X,X,X,X,O
LIZTSJO,X,O,X,X,O,X,X
LIZTSOJ,X,O,X,X,O,X,X
LIZTOJS,X,X,X,X,X,O,O
LIZTOSJ,X,X,X,X,X,O,X
LIZJTSO,X,O,O,X,O,X,X
LIZJTOS,X,X,O,X,X,X,O
LIZJSTO,X,O,X,X,O,X,X
LIZJSOT,X,O,X,X,O,X,X
LIZJOTS,X,X,O,X,O,X,O
LIZJOST,X,O,X,X,O,X,X
LIZSTJO,X,O,X,X,O,X,X
LIZSTOJ,X,O,X,X,O,X,X
LIZSJTO,X,O,X,X,O,X,X
LIZSJOT,X,O,X,X,O,X,X
LIZSOTJ,X,O,X,X,O,X,X
LIZSOJT,X,O,X,X,O,X,X
LIZOTJS,X,X,X,X,O,O,O
LIZOTSJ,X,X,X,X,O,O,X
LIZOJTS,X,X,X,X,O,X,O
LIZOJST,X,O,X,X,O,X,X
LIZOSTJ,X,O,X,X,O,X,X
LIZOSJT,X,O,X,X,O,X,X
LIOTJSZ,X,X,X,X,O,X,X
LIOTJZS,X,X,X,O,X,O,X
LIOTSJZ,X,X,X,X,O,X,X
LIOTSZJ,X,X,X,O,O,O,X
LIOTZJS,X,X,X,O,X,O,X
LIOTZSJ,X,X,X,O,X,O,X
LIOJTSZ,X,X,O,X,O,X,X
LIOJTZS,X,X,O,X,X,X,X
LIOJSTZ,X,X,O,X,O,X,X
LIOJSZT,X,X,X,X,O,X,X
LIOJZTS,X,X,O,X,X,X,O
LIOJZST,X,X,X,X,O,X,X
LIOSTJZ,X,X,X,X,O,X,X
LIOSTZJ,X,O,X,X,O,X,X
LIOSJTZ,X,X,X,X,O,X,X
LIOSJZT,X,O,X,X,O,X,X
LIOSZTJ,X,O,X,X,O,X,X
LIOSZJT,X,O,X,X,O,X,X
LIOZTJS,X,X,X,X,X,O,O
LIOZTSJ,X,X,X,X,X,O,X
LIOZJTS,X,X,X,X,X,X,O
LIOZJST,X,O,X,X,O,X,X
LIOZSTJ,X,O,X,X,O,X,X
LIOZSJT,X,O,X,X,O,X,X
LJTISZO,X,X,O,X,O,X,X
LJTISOZ,X,X,O,X,O,X,X
LJTIZSO,X,X,O,X,X,X,X
LJTIZOS,X,X,O,X,X,X,X
LJTIOSZ,X,X,O,X,X,X,X
LJTIOZS,X,X,O,X,X,O,X
LJTSIZO,O,X,O,X,O,X,X
LJTSIOZ,O,X,O,X,O,X,X
LJTSZIO,O,X,O,X,O,X,X
LJTSZOI,O,X,O,X,O,X,X
LJTSOIZ,O,X,O,X,O,X,X
LJTSOZI,O,X,O,X,O,X,X
LJTZISO,O,X,O,X,O,X,X
LJTZIOS,O,X,O,X,X,X,O
LJTZSIO,O,X,O,X,O,X,X
LJTZSOI,O,X,O,X,O,X,X
LJTZOIS,O,X,O,X,O,X,O
LJTZOSI,O,X,O,X,O,X,O
LJTOISZ,X,X,O,X,O,X,X
LJTOIZS,X,X,O,X,X,O,X
LJTOSIZ,O,X,O,X,O,X,X
LJTOSZI,O,X,O,X,O,X,X
LJTOZIS,O,X,O,X,X,O,O
LJTOZSI,O,X,O,X,X,O,O
LJITSZO,X,X,O,X,O,X,X
LJITSOZ,X,X,O,X,O,X,X
LJITZSO,X,X,O,X,X,X,X
LJITZOS,X,X,O,X,X,X,X
LJITOSZ,X,X,O,X,X,X,X
LJITOZS,X,X,O,X,X,O,X
LJISTZO,X,X,O,X,O,X,X
LJISTOZ,X,X,O,X,O,X,X
LJISZTO,X,O,X,X,O,X,X
LJISZOT,X,O,X,X,O,X,X
LJISOTZ,X,X,O,X,O,X,X
LJISOZT,X,O,X,X,O,X,X
LJIZTSO,X,O,O,X,O,X,X
LJIZTOS,X,X,O,X,X,X,O
LJIZSTO,X,O,X,X,O,X,X
LJIZSOT,X,O,X,X,O,X,X
LJIZOTS,X,X,O,X,O,X,O
LJIZOST,X,O,X,X,O,X,X
LJIOTSZ,X,X,O,X,O,X,X
LJIOTZS,X,X,O,X,X,X,X
LJIOSTZ,X,X,O,X,O,X,X
LJIOSZT,X,X,X,X,O,X,X
LJIOZTS,X,X,O,X,X,X,O
LJIOZST,X,X,X,X,O,X,X
LJSTIZO,O,X,O,X,O,X,X
LJSTIOZ,O,X,O,X,O,X,X
LJSTZIO,O,X,O,X,O,X,X
LJSTZOI,O,X,O,X,O,X,X
LJSTOIZ,O,X,O,X,O,X,X
LJSTOZI,O,X,O,X,O,X,X
LJSITZO,O,X,O,X,O,X,X
LJSITOZ,O,X,O,X,O,X,X
LJSIZTO,O,O,X,X,O,X,X
LJSIZOT,O,O,X,X,O,X,X
LJSIOTZ,O,X,O,X,O,X,X
LJSIOZT,O,O,X,X,O,X,X
LJSZTIO,O,O,X,X,O,X,X
LJSZTOI,O,O,X,X,O,X,X
LJSZITO,O,O,X,X,O,X,X
LJSZIOT,O,O,X,X,O,X,X
LJSZOTI,O,O,X,X,O,X,X
LJSZOIT,O,O,X,X,O,X,X
LJSOTIZ,O,X,O,X,O,X,X
LJSOTZI,O,X,O,X,O,X,X
LJSOITZ,O,X,O,X,O,X,X
LJSOIZT,O,O,X,X,O,X,X
LJSOZTI,O,O,X,X,O,X,X
LJSOZIT,O,O,X,X,O,X,X
LJZTISO,O,O,O,X,O,X,X
LJZTIOS,O,X,O,X,X,X,O
LJZTSIO,O,O,O,X,O,X,X
LJZTSOI,O,O,O,X,O,X,X
LJZTOIS,O,X,O,X,O,X,O
LJZTOSI,O,X,O,X,O,X,O
LJZITSO,O,O,O,X,O,X,X
LJZITOS,O,X,O,X,X,X,O
LJZISTO,O,O,X,X,O,X,X
LJZISOT,X,O,X,X,O,X,X
LJZIOTS,O,X,O,X,O,X,O
LJZIOST,X,O,X,X,O,X,X
LJZSTIO,O,O,X,X,O,X,X
LJZSTOI,O,O,X,X,O,X,X
LJZSITO,O,O,X,X,O,X,X
LJZSIOT,O,O,X,X,O,X,X
LJZSOTI,O,O,X,X,O,X,X
LJZSOIT,O,O,X,X,O,X,X
LJZOTIS,O,X,O,X,O,O,O
LJZOTSI,O,X,O,X,O,O,O
LJZOITS,O,X,O,X,O,X,O
LJZOIST,X,O,X,X,O,X,X
LJZOSTI,X,O,X,X,O,X,X
LJZOSIT,X,O,X,X,O,X,X
LJOTISZ,X,X,O,X,O,X,X
LJOTIZS,X,X,O,X,X,O,X
LJOTSIZ,X,X,O,X,O,X,X
LJOTSZI,X,X,O,X,O,X,X
LJOTZIS,X,X,O,X,X,O,O
LJOTZSI,X,X,O,X,X,O,O
LJOITSZ,X,X,O,X,O,X,X
LJOITZS,X,X,O,X,X,X,X
LJOISTZ,X,X,O,X,O,X,X
LJOISZT,X,X,X,X,O,X,X
LJOIZTS,X,X,O,X,X,X,O
LJOIZST,X,X,X,X,O,X,X
LJOSTIZ,X,X,O,X,O,X,X
LJOSTZI,X,X,O,X,O,X,X
LJOSITZ,X,X,O,X,O,X,X
LJOSIZT,X,X,X,X,O,X,X
LJOSZTI,X,X,X,X,O,X,X
LJOSZIT,X,X,X,X,O,X,X
LJOZTIS,X,X,O,X,O,O,O
LJOZTSI,X,X,O,X,O,O,O
LJOZITS,X,X,O,X,O,X,O
LJOZIST,X,X,X,X,O,X,X
LJOZSTI,X,X,X,X,O,X,X
LJOZSIT,X,X,X,X,O,X,X
LSTIJZO,O,O,O,X,O,X,X
LSTIJOZ,O,O,O,X,O,X,X
LSTIZJO,O,O,O,X,O,X,X
LSTIZOJ,O,O,X,X,O,X,X
LSTIOJZ,O,O,O,X,O,X,X
LSTIOZJ,O,O,X,X,O,O,X
LSTJIZO,O,O,O,X,O,X,X
LSTJIOZ,O,O,O,X,O,X,X
LSTJZIO,O,O,O,X,O,X,X
LSTJZOI,O,O,O,X,O,X,X
LSTJOIZ,O,O,O,X,O,X,X
LSTJOZI,O,O,O,X,O,X,X
LSTZIJO,O,O,O,X,O,X,X
LSTZIOJ,O,O,X,X,O,X,X
LSTZJIO,O,O,O,X,O,X,X
LSTZJOI,O,O,O,X,O,X,X
LSTZOIJ,O,O,X,X,O,X,X
LSTZOJI,O,O,X,X,O,X,X
LSTOIJZ,O,O,O,X,O,X,X
LSTOIZJ,O,O,X,X,O,O,X
LSTOJIZ,O,O,O,X,O,X,X
LSTOJZI,O,O,O,X,O,X,X
LSTOZIJ,O,O,X,X,O,O,X
LSTOZJI,O,O,X,X,O,O,X
LSITJZO,O,O,X,X,O,X,X
LSITJOZ,O,O,X,X,O,X,X
LSITZJO,O,O,X,X,O,X,X
LSITZOJ,O,O,X,X,O,X,X
LSITOJZ,O,O,X,X,O,X,X
LSITOZJ,O,O,X,X,O,O,X
