sequence,v115@9gA8IeA8IeA8AeC8EeE8DeA8JeRAJvhF3hBcnBTjBC?lBWxBFtB,v115@9gA8IeA8IeA8AeC8EeE8DeA8JeuEJvhF3gBTjBxmBU?sBFtBCsB,v115@9gA8IeA8IeA8AeC8EeE8DeA8JeuEJvhF3gBFiB6oB0?mBznBRxB,v115@9gA8IeA8IeA8AeC8EeE8DeA8JeuEJvhF1lB0hBxiBC?oBzrBXtB,v115@9gA8IeA8IeA8AeC8EeE8DeA8JeRAJvhF3hBFjBClBT?nBctBWxB
OISJLTZ,X,X,O,O,X
OISJLZT,X,X,O,O,X
OISJZTL,X,O,O,X,X
OISJZLT,X,X,O,X,X
OISZTLJ,X,O,O,O,X
OISZTJL,X,O,O,O,X
OISZLTJ,X,X,O,O,X
OISZLJT,X,X,O,O,X
OISZJTL,X,O,O,O,X
OISZJLT,X,X,O,X,X
OIZTLJS,X,O,O,O,X
OIZTLSJ,X,O,O,X,X
OIZTJLS,X,O,O,O,X
OIZTJSL,X,O,O,O,X
OIZTSLJ,X,O,O,O,X
OIZTSJL,X,O,O,O,X
OIZLTJS,X,X,O,O,X
OIZLTSJ,X,X,O,X,X
OIZLJTS,X,X,O,X,X
OIZLJST,X,X,O,X,X
OIZLSTJ,X,X,O,X,X
OIZLSJT,X,X,O,X,X
OIZJTLS,X,O,O,O,X
OIZJTSL,X,O,O,O,X
OIZJLTS,X,X,O,X,X
OIZJLST,X,X,O,X,X
OIZJSTL,X,O,O,X,X
OIZJSLT,X,X,O,X,X
OIZSTLJ,X,O,O,O,X
OIZSTJL,X,O,O,O,X
OIZSLTJ,X,X,O,O,X
OIZSLJT,X,X,O,O,X
OIZSJTL,X,O,O,O,X
OIZSJLT,X,X,O,X,X
OLTIJSZ,O,X,X,X,X
OLTIJZS,O,X,X,X,X
OLTISJZ,O,X,X,X,X
OLTISZJ,O,X,X,X,X
OLTIZJS,O,X,X,X,X
OLTIZSJ,O,X,X,X,X
OLTJISZ,O,X,X,X,X
OLTJIZS,O,X,X,X,X
OLTJSIZ,O,X,X,O,X
OLTJSZI,O,X,X,O,X
OLTJZIS,O,X,X,O,X
OLTJZSI,O,X,X,O,X
OLTSIJZ,O,X,X,O,X
OLTSIZJ,O,X,X,O,X
OLTSJIZ,O,X,X,O,X
OLTSJZI,O,X,X,O,X
OLTSZIJ,O,X,X,O,X
OLTSZJI,O,X,X,O,X
OLTZIJS,O,X,X,O,X
OLTZISJ,O,X,X,X,X
OLTZJIS,O,X,X,O,X
OLTZJSI,O,X,X,O,X
OLTZSIJ,O,X,X,O,X
OLTZSJI,O,X,X,O,X
OLITJSZ,O,X,O,X,X
OLITJZS,O,X,O,X,X
OLITSJZ,O,X,O,X,X
OLITSZJ,O,X,O,X,X
OLITZJS,O,X,O,X,X
OLITZSJ,O,X,O,X,X
OLIJTSZ,O,X,O,X,O
OLIJTZS,O,X,O,X,O
OLIJSTZ,X,X,O,X,O
OLIJSZT,O,X,O,X,O
OLIJZTS,O,X,O,X,O
OLIJZST,O,X,O,X,O
OLISTJZ,X,X,O,X,X
OLISTZJ,X,X,O,X,X
OLISJTZ,X,X,O,X,O
OLISJZT,O,X,O,X,O
OLISZTJ,X,X,O,X,O
OLISZJT,X,X,O,X,O
OLIZTJS,X,X,O,X,O
OLIZTSJ,X,X,O,X,O
OLIZJTS,X,X,O,X,O
OLIZJST,X,X,O,X,O
OLIZSTJ,X,X,O,X,O
OLIZSJT,X,X,O,X,O
OLJTISZ,O,X,X,X,O
OLJTIZS,O,X,X,X,O
OLJTSIZ,O,X,X,O,O
OLJTSZI,O,X,X,O,O
OLJTZIS,O,X,X,O,O
OLJTZSI,O,X,X,O,O
OLJITSZ,O,X,O,X,O
OLJITZS,O,X,O,X,O
OLJISTZ,X,X,O,X,O
OLJISZT,O,X,O,X,O
OLJIZTS,O,X,O,X,O
OLJIZST,O,X,O,X,O
OLJSTIZ,X,X,X,O,O
OLJSTZI,X,X,X,O,O
OLJSITZ,X,X,O,O,O
OLJSIZT,O,X,O,O,O
OLJSZTI,O,X,O,O,O
OLJSZIT,O,X,X,O,O
OLJZTIS,O,X,X,X,O
OLJZTSI,O,X,O,X,O
OLJZITS,O,X,X,X,O
OLJZIST,O,X,X,X,O
OLJZSTI,O,X,O,X,O
OLJZSIT,O,X,X,X,O
OLSTIJZ,X,X,X,O,X
OLSTIZJ,X,X,X,O,X
OLSTJIZ,X,X,X,O,X
OLSTJZI,X,X,X,O,X
OLSTZIJ,X,X,X,O,X
OLSTZJI,X,X,X,O,X
OLSITJZ,X,X,O,O,X
OLSITZJ,X,X,O,O,X
OLSIJTZ,X,X,O,O,O
OLSIJZT,O,X,O,O,O
OLSIZTJ,X,X,O,O,O
OLSIZJT,X,X,O,O,O
OLSJTIZ,X,X,X,O,O
OLSJTZI,X,X,X,O,O
OLSJITZ,X,X,O,O,O
OLSJIZT,O,X,O,O,O
OLSJZTI,O,X,O,O,O
OLSJZIT,O,X,X,O,O
OLSZTIJ,X,X,X,O,O
OLSZTJI,X,X,O,O,X
OLSZITJ,X,X,X,O,O
OLSZIJT,X,X,X,O,O
OLSZJTI,X,X,O,O,O
OLSZJIT,X,X,X,O,O
OLZTIJS,X,X,X,O,O
OLZTISJ,X,X,X,X,O
OLZTJIS,X,X,X,O,O
OLZTJSI,X,X,O,O,O
OLZTSIJ,X,X,X,O,O
OLZTSJI,X,X,O,O,X
OLZITJS,X,X,X,O,O
OLZITSJ,X,X,X,X,O
OLZIJTS,X,X,X,X,O
OLZIJST,X,X,X,X,O
OLZISTJ,X,X,X,X,O
OLZISJT,X,X,X,X,O
OLZJTIS,X,X,X,X,O
OLZJTSI,X,X,O,X,O
OLZJITS,X,X,X,X,O
OLZJIST,X,X,X,X,O
OLZJSTI,X,X,O,X,O
OLZJSIT,X,X,X,X,O
OLZSTIJ,X,X,X,O,O
OLZSTJI,X,X,O,O,X
OLZSITJ,X,X,X,O,O
OLZSIJT,X,X,X,O,O
OLZSJTI,X,X,O,O,O
OLZSJIT,X,X,X,O,O
OJTILSZ,O,O,X,X,X
OJTILZS,O,X,X,X,X
OJTISLZ,X,O,X,O,X
OJTISZL,X,O,X,O,X
OJTIZLS,O,O,X,O,X
OJTIZSL,O,O,X,O,X
OJTLISZ,O,O,X,X,O
OJTLIZS,O,X,X,X,O
OJTLSIZ,O,O,X,O,O
OJTLSZI,O,O,X,O,O
OJTLZIS,O,O,X,O,O
OJTLZSI,O,O,X,O,O
OJTSILZ,X,O,X,O,X
OJTSIZL,X,O,X,O,O
OJTSLIZ,O,O,X,O,O
OJTSLZI,O,O,X,O,O
OJTSZIL,O,O,X,O,O
OJTSZLI,O,O,X,O,O
OJTZILS,O,O,X,O,O
OJTZISL,O,O,X,O,O
OJTZLIS,O,O,X,O,O
OJTZLSI,O,O,X,O,O
OJTZSIL,O,O,X,O,O
OJTZSLI,O,O,X,O,O
OJITLSZ,X,O,O,X,X
OJITLZS,X,X,O,X,X
OJITSLZ,X,O,O,O,X
OJITSZL,X,O,O,O,X
OJITZLS,X,X,O,O,X
OJITZSL,X,O,O,O,X
OJILTSZ,X,X,O,X,O
OJILTZS,X,X,O,X,O
OJILSTZ,X,X,O,X,O
OJILSZT,X,X,O,X,O
OJILZTS,X,X,O,X,O
OJILZST,X,X,O,X,O
OJISTLZ,X,O,O,O,X
OJISTZL,X,O,O,O,O
OJISLTZ,X,X,O,O,O
OJISLZT,X,X,O,O,O
OJISZTL,X,O,O,X,O
OJISZLT,X,X,O,X,O
OJIZTLS,X,O,O,X,O
OJIZTSL,X,O,O,X,O
OJIZLTS,X,X,O,X,O
OJIZLST,X,X,O,X,O
OJIZSTL,X,O,O,X,O
OJIZSLT,X,X,O,X,O
OJLTISZ,O,X,X,X,O
OJLTIZS,O,X,X,X,O
OJLTSIZ,O,X,X,O,O
OJLTSZI,O,X,X,O,O
OJLTZIS,O,X,X,O,O
OJLTZSI,O,X,X,O,O
OJLITSZ,O,X,O,X,O
OJLITZS,O,X,O,X,O
OJLISTZ,X,X,O,X,O
OJLISZT,O,X,O,X,O
OJLIZTS,O,X,O,X,O
OJLIZST,O,X,O,X,O
OJLSTIZ,X,X,X,O,O
OJLSTZI,X,X,X,O,O
OJLSITZ,X,X,O,O,O
OJLSIZT,O,X,O,O,O
OJLSZTI,O,X,O,O,O
OJLSZIT,O,X,X,O,O
OJLZTIS,O,X,X,X,O
OJLZTSI,O,X,O,X,O
OJLZITS,O,X,X,X,O
OJLZIST,O,X,X,X,O
OJLZSTI,O,X,O,X,O
OJLZSIT,O,X,X,X,O
OJSTILZ,X,O,X,O,X
OJSTIZL,X,O,X,O,O
OJSTLIZ,X,O,X,O,O
OJSTLZI,X,O,X,O,O
OJSTZIL,X,O,X,O,O
OJSTZLI,X,O,X,O,O
OJSITLZ,X,O,O,O,X
OJSITZL,X,O,O,O,O
OJSILTZ,X,X,O,O,O
OJSILZT,X,X,O,O,O
OJSIZTL,O,O,O,X,O
OJSIZLT,X,X,O,X,O
OJSLTIZ,X,X,X,O,O
OJSLTZI,X,X,X,O,O
OJSLITZ,X,X,O,O,O
OJSLIZT,O,X,O,O,O
OJSLZTI,O,X,O,O,O
OJSLZIT,O,X,X,O,O
OJSZTIL,O,O,O,O,O
OJSZTLI,O,O,O,O,O
OJSZITL,O,O,O,O,O
OJSZILT,X,X,O,X,O
OJSZLTI,O,X,O,O,O
OJSZLIT,O,X,X,O,O
OJZTILS,O,O,O,O,O
OJZTISL,O,O,O,O,O
OJZTLIS,O,O,X,O,O
OJZTLSI,O,O,O,O,O
OJZTSIL,O,O,O,O,O
OJZTSLI,O,O,O,O,O
OJZITLS,X,O,O,O,O
OJZITSL,X,O,O,O,O
OJZILTS,X,X,O,X,O
OJZILST,X,X,O,X,O
OJZISTL,X,O,O,X,O
OJZISLT,X,X,O,X,O
OJZLTIS,O,X,X,X,O
OJZLTSI,O,X,O,X,O
OJZLITS,O,X,X,X,O
OJZLIST,O,X,X,X,O
OJZLSTI,O,X,O,X,O
OJZLSIT,O,X,X,X,O
OJZSTIL,O,O,O,O,O
OJZSTLI,O,O,O,O,O
OJZSITL,O,O,O,O,O
OJZSILT,X,X,O,X,O
OJZSLTI,O,X,O,O,O
OJZSLIT,O,X,X,O,O
OSTILJZ,X,O,X,O,X
OSTILZJ,X,X,X,O,X
OSTIJLZ,X,O,X,O,X
OSTIJZL,X,O,X,O,X
OSTIZLJ,X,O,X,O,X
OSTIZJL,X,O,X,O,X
OSTLIJZ,X,O,X,O,X
OSTLIZJ,X,X,X,O,X
OSTLJIZ,X,O,X,O,X
OSTLJZI,X,O,X,O,X
OSTLZIJ,X,O,X,O,X
OSTLZJI,X,O,X,O,X
OSTJILZ,X,O,X,O,X
OSTJIZL,X,O,X,O,X
OSTJLIZ,X,O,X,O,X
OSTJLZI,X,O,X,O,X
OSTJZIL,X,O,X,O,X
OSTJZLI,X,O,X,O,X
OSTZILJ,X,O,X,O,X
OSTZIJL,X,O,X,O,X
OSTZLIJ,X,O,X,O,X
OSTZLJI,X,O,X,O,X
OSTZJIL,X,O,X,O,X
OSTZJLI,X,O,X,O,X
OSITLJZ,X,O,O,O,X
OSITLZJ,X,X,O,O,X
OSITJLZ,X,O,O,O,X
OSITJZL,X,O,O,O,X
OSITZLJ,X,X,O,O,X
OSITZJL,X,O,O,O,X
OSILTJZ,X,X,O,O,X
OSILTZJ,X,X,O,O,X
OSILJTZ,X,X,O,O,X
OSILJZT,X,X,O,O,X
OSILZTJ,X,X,O,O,X
OSILZJT,X,X,O,O,X
OSIJTLZ,X,O,O,O,X
OSIJTZL,X,O,O,O,O
OSIJLTZ,X,X,O,O,X
OSIJLZT,X,X,O,O,O
OSIJZTL,O,O,O,X,O
OSIJZLT,X,X,O,X,O
OSIZTLJ,X,O,O,O,O
OSIZTJL,X,O,O,O,O
OSIZLTJ,X,X,O,O,X
OSIZLJT,X,X,O,O,X
OSIZJTL,X,O,O,O,O
OSIZJLT,X,X,O,X,X
OSLTIJZ,X,X,X,O,X
OSLTIZJ,X,X,X,O,X
OSLTJIZ,X,X,X,O,X
OSLTJZI,X,X,X,O,X
OSLTZIJ,X,X,X,O,X
OSLTZJI,X,X,X,O,X
OSLITJZ,X,X,O,O,X
OSLITZJ,X,X,O,O,X
OSLIJTZ,X,X,O,O,O
OSLIJZT,O,X,O,O,O
OSLIZTJ,X,X,O,O,O
OSLIZJT,X,X,O,O,O
OSLJTIZ,X,X,X,O,O
OSLJTZI,X,X,X,O,O
OSLJITZ,X,X,O,O,O
OSLJIZT,O,X,O,O,O
OSLJZTI,O,X,O,O,O
OSLJZIT,O,X,X,O,O
OSLZTIJ,X,X,X,O,O
OSLZTJI,X,X,O,O,X
OSLZITJ,X,X,X,O,O
OSLZIJT,X,X,X,O,O
OSLZJTI,X,X,O,O,O
OSLZJIT,X,X,X,O,O
OSJTILZ,X,O,X,O,X
OSJTIZL,X,O,X,O,O
OSJTLIZ,X,O,X,O,O
OSJTLZI,X,O,X,O,O
OSJTZIL,X,O,X,O,O
OSJTZLI,X,O,X,O,O
OSJITLZ,X,O,O,O,X
OSJITZL,X,O,O,O,O
OSJILTZ,X,X,O,O,O
OSJILZT,X,X,O,O,O
OSJIZTL,O,O,O,X,O
OSJIZLT,X,X,O,X,O
OSJLTIZ,X,X,X,O,O
OSJLTZI,X,X,X,O,O
OSJLITZ,X,X,O,O,O
OSJLIZT,O,X,O,O,O
OSJLZTI,O,X,O,O,O
OSJLZIT,O,X,X,O,O
OSJZTIL,O,O,O,O,O
OSJZTLI,O,O,O,O,O
OSJZITL,O,O,O,O,O
OSJZILT,X,X,O,X,O
OSJZLTI,O,X,O,O,O
OSJZLIT,O,X,X,O,O
OSZTILJ,X,O,O,O,O
OSZTIJL,X,O,O,O,O
OSZTLIJ,X,O,X,O,O
OSZTLJI,X,O,O,O,X
OSZTJIL,X,O,O,O,X
OSZTJLI,X,O,O,O,X
OSZITLJ,X,O,O,O,O
OSZITJL,X,O,O,O,O
OSZILTJ,X,X,O,O,X
OSZILJT,X,X,O,O,X
OSZIJTL,X,O,O,O,O
OSZIJLT,X,X,O,X,X
OSZLTIJ,X,X,X,O,O
OSZLTJI,X,X,O,O,X
OSZLITJ,X,X,X,O,O
OSZLIJT,X,X,X,O,O
OSZLJTI,X,X,O,O,O
OSZLJIT,X,X,X,O,O
OSZJTIL,X,O,O,O,O
OSZJTLI,X,O,O,O,O
OSZJITL,X,O,O,O,O
OSZJILT,X,X,O,X,X
OSZJLTI,X,X,O,O,O
OSZJLIT,X,X,X,O,O
OZTILJS,X,O,O,O,X
OZTILSJ,X,O,O,X,X
OZTIJLS,X,O,O,O,X
OZTIJSL,X,O,O,O,X
OZTISLJ,X,O,O,O,X
OZTISJL,X,O,O,O,X
OZTLIJS,X,O,X,O,O
OZTLISJ,X,O,X,X,O
OZTLJIS,X,O,X,O,O
OZTLJSI,X,O,O,O,O
OZTLSIJ,X,O,X,O,O
OZTLSJI,X,O,O,O,X
OZTJILS,X,O,O,O,X
OZTJISL,X,O,O,O,X
OZTJLIS,X,O,X,O,O
OZTJLSI,X,O,O,O,O
OZTJSIL,X,O,O,O,O
OZTJSLI,X,O,O,O,O
OZTSILJ,X,O,O,O,O
OZTSIJL,X,O,O,O,O
OZTSLIJ,X,O,X,O,O
OZTSLJI,X,O,O,O,X
OZTSJIL,X,O,O,O,X
OZTSJLI,X,O,O,O,X
OZITLJS,X,O,O,O,X
OZITLSJ,X,O,O,X,X
OZITJLS,X,O,O,O,X
OZITJSL,X,O,O,O,X
OZITSLJ,X,O,O,O,X
OZITSJL,X,O,O,O,X
OZILTJS,X,X,O,O,X
OZILTSJ,X,X,O,X,X
OZILJTS,X,X,O,X,X
OZILJST,X,X,O,X,X
OZILSTJ,X,X,O,X,X
OZILSJT,X,X,O,X,X
OZIJTLS,X,O,O,O,X
OZIJTSL,X,O,O,O,X
OZIJLTS,X,X,O,X,X
OZIJLST,X,X,O,X,X
OZIJSTL,X,O,O,X,X
OZIJSLT,X,X,O,X,X
OZISTLJ,X,O,O,O,X
OZISTJL,X,O,O,O,X
OZISLTJ,X,X,O,O,X
OZISLJT,X,X,O,O,X
OZISJTL,X,O,O,O,X
OZISJLT,X,X,O,X,X
OZLTIJS,X,X,X,O,O
OZLTISJ,X,X,X,X,O
OZLTJIS,X,X,X,O,O
OZLTJSI,X,X,O,O,O
OZLTSIJ,X,X,X,O,O
OZLTSJI,X,X,O,O,X
OZLITJS,X,X,X,O,O
OZLITSJ,X,X,X,X,O
OZLIJTS,X,X,X,X,O
OZLIJST,X,X,X,X,O
OZLISTJ,X,X,X,X,O
OZLISJT,X,X,X,X,O
OZLJTIS,X,X,X,X,O
OZLJTSI,X,X,O,X,O
OZLJITS,X,X,X,X,O
OZLJIST,X,X,X,X,O
OZLJSTI,X,X,O,X,O
OZLJSIT,X,X,X,X,O
OZLSTIJ,X,X,X,O,O
OZLSTJI,X,X,O,O,X
OZLSITJ,X,X,X,O,O
OZLSIJT,X,X,X,O,O
OZLSJTI,X,X,O,O,O
OZLSJIT,X,X,X,O,O
OZJTILS,X,O,O,O,O
OZJTISL,X,O,O,O,O
OZJTLIS,X,O,X,O,O
OZJTLSI,X,O,O,O,O
OZJTSIL,X,O,O,O,O
OZJTSLI,X,O,O,O,O
OZJITLS,X,O,O,O,O
OZJITSL,X,O,O,O,O
OZJILTS,X,X,O,X,O
OZJILST,X,X,O,X,O
OZJISTL,X,O,O,X,O
OZJISLT,X,X,O,X,O
OZJLTIS,X,X,X,X,O
OZJLTSI,X,X,O,X,O
OZJLITS,X,X,X,X,O
OZJLIST,X,X,X,X,O
OZJLSTI,X,X,O,X,O
OZJLSIT,X,X,X,X,O
OZJSTIL,X,O,O,O,O
OZJSTLI,X,O,O,O,O
OZJSITL,X,O,O,O,O
OZJSILT,X,X,O,X,O
OZJSLTI,X,X,O,O,O
OZJSLIT,X,X,X,O,O
OZSTILJ,X,O,O,O,O
OZSTIJL,X,O,O,O,O
OZSTLIJ,X,O,X,O,O
OZSTLJI,X,O,O,O,X
OZSTJIL,X,O,O,O,X
OZSTJLI,X,O,O,O,X
OZSITLJ,X,O,O,O,O
OZSITJL,X,O,O,O,O
OZSILTJ,X,X,O,O,X
OZSILJT,X,X,O,O,X
OZSIJTL,X,O,O,O,O
OZSIJLT,X,X,O,X,X
OZSLTIJ,X,X,X,O,O
OZSLTJI,X,X,O,O,X
OZSLITJ,X,X,X,O,O
OZSLIJT,X,X,X,O,O
OZSLJTI,X,X,O,O,O
OZSLJIT,X,X,X,O,O
OZSJTIL,X,O,O,O,O
OZSJTLI,X,O,O,O,O
OZSJITL,X,O,O,O,O
OZSJILT,X,X,O,X,X
OZSJLTI,X,X,O,O,O
OZSJLIT,X,X,X,O,O
