sequence,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhF0hB6nBupBzlBFl?B3rB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhFThB6nBupBfrB8r?BFqB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhFXhB6nBupBzmBFl?BUrB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhF8lBfnB6nBupBFl?BTrB,v115@FhB8HeB8HeB8BeB8BeD8JeXAJvhFxhBSrBTnBlpBOp?BUrB,v115@FhB8HeB8HeB8BeB8BeD8Jex/IvhFXhBTiBWsBlpBUr?BipB,v115@FhB8HeB8HeB8BeB8BeD8Jex/IvhFXhB+nBypBFrB8r?BTpB,v115@FhB8HeB8HeB8BeB8BeD8JeRAJvhFGiB0lBVsBipB/p?BTrB,v115@FhB8HeB8HeB8BeB8BeD8JeFAJvhF8lBTiBipBxrB/p?B+rB,v115@FhB8HeB8HeB8BeB8BeD8JeFBJvhFxkBGnBypBXnBUr?BTpB
JOZISLT,O,O,O,O,X,X,X,X,X,X
JOZLTIS,O,X,O,X,X,X,X,X,X,X
JOZLTSI,X,X,O,X,X,X,X,X,X,X
JOZLITS,O,X,O,X,X,X,X,X,X,X
JOZLIST,O,O,O,O,X,X,X,X,X,X
JOZLSTI,X,O,O,O,X,X,X,X,X,X
JOZLSIT,O,O,O,O,X,X,X,X,X,X
JOZSTIL,X,O,O,O,X,X,X,X,X,X
JOZSTLI,X,O,O,O,X,X,X,X,X,X
JOZSITL,X,O,O,O,X,X,X,X,X,X
JOZSILT,O,O,O,O,X,X,X,X,X,X
JOZSLTI,X,O,O,O,X,X,X,X,X,X
JOZSLIT,O,O,O,O,X,X,X,X,X,X
STILJZO,X,O,X,O,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,X,X,X,X,X
STILZJO,X,O,X,O,X,X,X,X,X,X
STILZOJ,O,O,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,X,O,X,X,X,X,X
STILOZJ,O,X,X,X,O,X,X,X,X,X
STIJLZO,X,O,X,O,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X,X,X,X,X
STIJZLO,X,O,X,O,X,X,X,X,X,X
STIJZOL,X,O,X,X,X,X,X,X,X,X
STIJOLZ,O,X,X,X,X,X,X,X,X,X
STIJOZL,O,X,X,X,X,X,X,X,X,X
STIZLJO,X,O,X,O,X,X,X,X,X,X
STIZLOJ,O,O,X,X,X,X,X,X,X,X
STIZJLO,X,O,X,O,X,X,X,X,X,X
STIZJOL,X,O,X,X,X,X,X,X,X,X
STIZOLJ,O,O,X,X,X,X,X,X,X,X
STIZOJL,O,O,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,X,O,X,X,X,X,X
STIOLZJ,O,X,X,X,O,X,X,X,X,X
STIOJLZ,O,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,X,X,X,X,X,X,X
STIOZJL,O,X,X,X,X,X,X,X,X,X
STLIJZO,X,O,X,O,X,X,O,X,X,X
STLIJOZ,O,X,X,X,X,X,X,X,X,X
STLIZJO,X,O,X,O,X,X,X,X,X,X
STLIZOJ,O,O,X,X,X,X,X,X,X,X
STLIOJZ,O,X,X,X,O,X,X,X,X,X
STLIOZJ,O,X,X,X,O,X,X,X,X,X
STLJIZO,X,O,X,O,X,X,O,X,X,X
STLJIOZ,O,X,X,X,X,X,X,X,X,X
STLJZIO,X,O,X,O,X,X,O,O,X,X
STLJZOI,X,O,X,X,X,X,O,O,X,X
STLJOIZ,O,X,X,X,O,X,O,X,X,X
STLJOZI,O,X,X,X,O,X,O,X,X,X
STLZIJO,X,O,X,O,X,X,X,O,X,X
STLZIOJ,O,O,X,X,X,X,X,O,X,X
STLZJIO,X,O,X,O,X,X,X,O,X,X
STLZJOI,X,O,X,X,X,X,X,O,X,X
STLZOIJ,O,O,X,X,O,X,X,O,X,X
STLZOJI,O,O,X,X,O,X,X,O,X,X
STLOIJZ,O,X,X,X,O,X,X,X,X,X
STLOIZJ,O,X,X,X,O,X,X,X,X,X
STLOJIZ,O,X,X,X,O,X,X,X,X,X
STLOJZI,O,X,X,X,O,X,X,X,X,X
STLOZIJ,O,X,X,X,O,X,X,X,X,X
STLOZJI,O,X,X,X,O,X,X,X,X,X
STJILZO,X,O,X,O,X,X,X,X,X,X
STJILOZ,O,X,X,X,X,X,X,X,X,X
STJIZLO,X,O,X,O,X,X,X,X,X,X
STJIZOL,X,O,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,X,X,X
STJLIZO,X,O,X,O,X,X,O,X,X,X
STJLIOZ,O,X,X,X,X,X,X,X,X,X
STJLZIO,X,O,X,O,X,X,O,O,X,X
STJLZOI,X,O,X,X,X,X,O,O,X,X
STJLOIZ,O,X,X,X,O,X,O,X,X,X
STJLOZI,O,X,X,X,O,X,O,X,X,X
STJZILO,X,O,X,O,X,X,X,X,X,X
STJZIOL,X,O,X,X,X,X,X,X,X,X
STJZLIO,X,O,X,O,X,X,X,O,X,X
STJZLOI,X,O,X,X,X,X,X,O,X,X
STJZOIL,X,O,X,X,X,X,X,X,X,X
STJZOLI,X,O,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,X,X,O,X,X,X,X,X
STJOLZI,O,X,X,X,O,X,X,X,X,X
STJOZIL,O,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,X,X,X,X,X,X,X,X
STZILJO,X,O,X,O,X,O,X,X,X,X
STZILOJ,O,O,X,X,X,X,X,X,X,X
STZIJLO,X,O,X,O,X,O,X,X,X,X
STZIJOL,X,O,X,X,X,O,X,X,X,X
STZIOLJ,O,O,X,X,X,X,X,X,X,X
STZIOJL,O,O,X,X,X,O,X,X,X,X
STZLIJO,X,O,X,O,X,O,X,O,X,X
STZLIOJ,O,O,X,X,X,X,X,O,X,X
STZLJIO,X,O,X,O,X,O,X,O,X,X
STZLJOI,X,O,X,X,X,O,X,O,X,X
STZLOIJ,O,O,X,X,O,X,X,O,X,X
STZLOJI,O,O,X,X,O,X,X,O,X,X
STZJILO,X,O,X,O,X,O,X,X,X,X
STZJIOL,X,O,X,X,X,O,X,X,X,X
STZJLIO,X,O,X,O,X,O,X,O,X,X
STZJLOI,X,O,X,X,X,O,X,O,X,X
STZJOIL,X,O,X,X,X,O,X,X,X,X
STZJOLI,X,O,X,X,X,O,X,X,X,X
STZOILJ,O,O,X,X,X,X,X,X,X,X
STZOIJL,O,O,X,X,X,O,X,X,X,X
STZOLIJ,O,O,X,X,O,X,X,X,X,X
STZOLJI,O,O,X,X,O,X,X,X,X,X
STZOJIL,O,O,X,X,X,O,X,X,X,X
STZOJLI,O,O,X,X,X,O,X,X,X,X
STOILJZ,O,X,X,X,O,X,X,X,X,X
STOILZJ,O,X,X,X,O,X,X,X,X,X
STOIJLZ,O,X,X,X,X,X,X,X,X,X
STOIJZL,O,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,X,X,X,X,X,X,X
STOIZJL,O,X,X,X,X,X,X,X,X,X
STOLIJZ,O,X,X,X,O,X,X,X,X,X
STOLIZJ,O,X,X,X,O,X,X,X,X,X
STOLJIZ,O,X,X,X,O,X,X,X,X,X
STOLJZI,O,X,X,X,O,X,X,X,X,X
STOLZIJ,O,X,X,X,O,X,X,X,X,X
STOLZJI,O,X,X,X,O,X,X,X,X,X
STOJILZ,O,X,X,X,X,X,X,X,X,X
STOJIZL,O,X,X,X,X,X,X,X,X,X
STOJLIZ,O,X,X,X,O,X,X,X,X,X
STOJLZI,O,X,X,X,O,X,X,X,X,X
STOJZIL,O,X,X,X,X,X,X,X,X,X
STOJZLI,O,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,X,X,X,X,X,X
STOZIJL,O,X,X,X,X,X,X,X,X,X
STOZLIJ,O,X,X,X,O,X,X,X,X,X
STOZLJI,O,X,X,X,O,X,X,X,X,X
STOZJIL,O,X,X,X,X,X,X,X,X,X
STOZJLI,O,X,X,X,X,X,X,X,X,X
SITLJZO,X,O,X,O,X,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X,X,X,X
SITLZJO,X,O,X,O,X,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,X,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X,X,X
SITLOZJ,O,X,X,X,X,X,X,X,X,X
SITJLZO,X,O,X,O,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,X,X,X,X,X
SITJZLO,X,O,X,O,X,X,X,X,X,X
SITJZOL,X,O,X,X,X,X,X,X,X,X
SITJOLZ,O,X,X,X,X,X,X,X,X,X
SITJOZL,O,X,X,X,X,X,X,X,X,X
SITZLJO,X,O,X,O,X,X,X,X,X,X
SITZLOJ,O,O,X,X,X,X,X,X,X,X
SITZJLO,X,O,X,O,X,X,X,X,X,X
SITZJOL,X,O,X,X,X,X,X,X,X,X
SITZOLJ,O,O,X,X,X,X,X,X,X,X
SITZOJL,O,O,X,X,X,X,X,X,X,X
SITOLJZ,O,X,X,X,X,X,X,X,X,X
SITOLZJ,O,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,X,X,X,X,X,X,X,X
SITOZLJ,O,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X,X,X
SILTJZO,X,O,X,O,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X,X,X
SILTZJO,X,O,X,O,X,X,X,X,X,X
SILTZOJ,O,O,X,X,X,X,X,X,X,X
SILTOJZ,O,X,X,X,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,X
SILJTZO,X,O,X,O,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,X,X
SILJZTO,X,O,X,O,X,X,X,X,X,X
SILJZOT,O,O,X,O,X,X,X,X,X,X
SILJOTZ,O,X,O,X,X,X,X,X,X,X
SILJOZT,O,O,O,O,X,X,X,X,X,X
SILZTJO,X,O,X,O,X,X,X,X,O,X
SILZTOJ,O,O,X,X,X,X,X,X,O,X
SILZJTO,X,O,X,O,X,X,X,X,O,X
SILZJOT,O,O,X,O,X,X,X,X,O,X
SILZOTJ,O,O,X,X,X,X,X,X,O,X
SILZOJT,O,O,X,O,X,X,X,X,O,X
SILOTJZ,O,X,O,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X,X,X
SILOJTZ,O,X,O,X,X,X,X,X,X,X
SILOJZT,O,O,O,O,X,X,X,X,X,X
SILOZTJ,O,O,X,X,X,X,X,X,X,X
SILOZJT,O,O,O,O,X,X,X,X,X,X
SIJTLZO,X,O,X,O,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X,X,X
SIJTZLO,X,O,X,O,X,X,X,X,X,X
SIJTZOL,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,X,X,X,X,X,X
SIJLTZO,X,O,X,O,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X,X,X
SIJLZTO,X,O,X,O,X,X,X,X,X,X
SIJLZOT,O,O,X,O,X,X,X,X,X,X
SIJLOTZ,O,X,O,X,X,X,X,X,X,X
SIJLOZT,O,O,O,O,X,X,X,X,X,X
SIJZTLO,X,O,X,O,X,X,X,X,X,X
SIJZTOL,X,O,O,X,X,X,X,X,X,X
SIJZLTO,X,O,X,O,X,X,X,X,X,X
SIJZLOT,O,O,O,O,X,X,X,X,X,X
SIJZOTL,O,O,O,X,X,X,X,X,X,X
SIJZOLT,O,O,O,O,X,X,X,X,X,X
SIJOTLZ,O,X,O,O,X,X,X,X,X,X
SIJOTZL,O,X,X,O,X,X,X,X,X,X
SIJOLTZ,O,X,O,O,X,X,X,X,X,X
SIJOLZT,O,O,O,O,X,X,X,X,X,X
SIJOZTL,O,O,O,O,X,X,X,X,X,X
SIJOZLT,O,O,O,O,X,X,X,X,X,X
SIZTLJO,X,O,X,O,X,X,X,X,X,X
SIZTLOJ,O,O,X,X,X,X,X,X,X,X
SIZTJLO,X,O,X,O,X,X,X,X,X,X
SIZTJOL,X,O,O,X,X,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,X,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X,X,X,X
SIZLTJO,X,O,X,O,X,X,X,X,O,X
SIZLTOJ,O,O,X,X,X,X,X,X,O,X
SIZLJTO,X,O,X,O,X,X,X,X,O,X
SIZLJOT,O,O,O,O,X,X,X,X,O,X
SIZLOTJ,O,O,O,X,X,X,X,X,O,X
SIZLOJT,O,O,O,O,X,X,X,X,O,X
SIZJTLO,X,O,X,O,X,X,X,X,X,X
SIZJTOL,X,O,O,X,X,X,X,X,X,X
SIZJLTO,X,O,X,O,X,X,X,X,X,X
SIZJLOT,O,O,O,O,X,X,X,X,X,X
SIZJOTL,O,O,O,X,X,X,X,X,X,X
SIZJOLT,O,O,O,O,X,X,X,X,X,X
SIZOTLJ,O,O,O,X,X,X,X,X,X,X
SIZOTJL,O,O,O,X,X,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,X,X,X,X,X
SIZOLJT,O,O,O,O,X,X,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X,X,X
SIZOJLT,O,O,O,O,X,X,X,X,X,X
SIOTLJZ,O,X,O,O,X,X,X,X,X,X
SIOTLZJ,O,X,X,O,X,X,X,X,X,X
SIOTJLZ,O,X,O,O,X,X,X,X,X,X
SIOTJZL,O,X,X,O,X,X,X,X,X,X
SIOTZLJ,O,X,X,O,X,X,X,X,X,X
SIOTZJL,O,X,X,O,X,X,X,X,X,X
SIOLTJZ,O,X,O,O,X,X,X,X,X,X
SIOLTZJ,O,X,X,O,X,X,X,X,X,X
SIOLJTZ,O,X,O,O,X,X,X,X,X,X
SIOLJZT,O,O,O,O,X,X,X,X,X,X
SIOLZTJ,O,O,X,O,X,X,X,X,X,X
SIOLZJT,O,O,O,O,X,X,X,X,X,X
SIOJTLZ,O,X,O,O,X,X,X,X,X,X
SIOJTZL,O,X,X,O,X,X,X,X,X,X
SIOJLTZ,O,X,O,O,X,X,X,X,X,X
SIOJLZT,O,O,O,O,X,X,X,X,X,X
SIOJZTL,O,O,O,O,X,X,X,X,X,X
SIOJZLT,O,O,O,O,X,X,X,X,X,X
SIOZTLJ,O,O,X,O,X,X,X,X,X,X
SIOZTJL,O,O,X,O,X,X,X,X,X,X
SIOZLTJ,O,O,X,O,X,X,X,X,X,X
SIOZLJT,O,O,O,O,X,X,X,X,X,X
SIOZJTL,O,O,X,O,X,X,X,X,X,X
SIOZJLT,O,O,O,O,X,X,X,X,X,X
SLTIJZO,X,O,X,O,X,X,O,X,X,X
SLTIJOZ,O,X,X,X,X,X,X,X,X,X
SLTIZJO,X,O,X,O,X,X,X,X,X,X
SLTIZOJ,O,O,X,X,X,X,X,X,X,X
SLTIOJZ,O,X,X,X,O,X,X,X,X,X
SLTIOZJ,O,X,X,X,O,X,X,X,X,X
SLTJIZO,X,O,X,O,X,X,O,X,X,X
SLTJIOZ,O,X,X,X,X,X,X,X,X,X
SLTJZIO,X,O,X,O,X,X,O,O,X,X
SLTJZOI,X,O,X,X,X,X,O,O,X,X
SLTJOIZ,O,X,X,X,O,X,O,X,X,X
SLTJOZI,O,X,X,X,O,X,O,X,X,X
SLTZIJO,X,O,X,O,X,X,X,O,X,X
SLTZIOJ,O,O,X,X,X,X,X,O,X,X
SLTZJIO,X,O,X,O,X,X,X,O,X,X
SLTZJOI,X,O,X,X,X,X,X,O,X,X
SLTZOIJ,O,O,X,X,O,X,X,O,X,X
SLTZOJI,O,O,X,X,O,X,X,O,X,X
SLTOIJZ,O,X,X,X,O,X,X,X,X,X
SLTOIZJ,O,X,X,X,O,X,X,X,X,X
SLTOJIZ,O,X,X,X,O,X,X,X,X,X
SLTOJZI,O,X,X,X,O,X,X,X,X,X
SLTOZIJ,O,X,X,X,O,X,X,X,X,X
SLTOZJI,O,X,X,X,O,X,X,X,X,X
SLITJZO,X,O,X,O,X,X,O,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,X,X
SLITZJO,X,O,X,O,X,X,X,X,X,X
SLITZOJ,O,O,X,X,X,X,X,X,X,X
SLITOJZ,O,X,X,X,X,X,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X,X,X,X
SLIJTZO,X,O,X,O,X,X,O,X,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,X,X
SLIJZTO,X,O,X,O,X,X,X,X,X,X
SLIJZOT,O,O,X,O,X,X,X,X,X,X
SLIJOTZ,O,X,O,X,X,X,X,X,X,X
SLIJOZT,O,O,O,O,X,X,X,X,X,X
SLIZTJO,X,O,X,O,X,X,X,X,O,X
SLIZTOJ,O,O,X,X,X,X,X,X,O,X
SLIZJTO,X,O,X,O,X,X,X,X,O,X
SLIZJOT,O,O,X,O,X,X,X,X,O,X
SLIZOTJ,O,O,X,X,X,X,X,X,O,X
SLIZOJT,O,O,X,O,X,X,X,X,O,X
SLIOTJZ,O,X,O,X,X,X,X,X,X,X
SLIOTZJ,O,X,X,X,X,X,X,X,X,X
SLIOJTZ,O,X,O,X,X,X,X,X,X,X
SLIOJZT,O,O,O,O,X,X,X,X,X,X
SLIOZTJ,O,O,X,X,X,X,X,X,X,X
SLIOZJT,O,O,O,O,X,X,X,X,X,X
SLJTIZO,X,O,X,O,X,X,O,X,X,X
SLJTIOZ,O,X,X,X,X,X,X,X,X,X
SLJTZIO,X,O,X,O,X,X,O,X,X,X
SLJTZOI,X,O,X,X,X,X,O,X,X,X
SLJTOIZ,O,X,X,X,X,X,O,X,X,X
SLJTOZI,O,X,X,X,X,X,O,X,X,X
SLJITZO,X,O,X,O,X,X,O,X,X,X
SLJITOZ,O,X,X,X,X,X,X,X,X,X
SLJIZTO,X,O,X,O,X,X,X,X,X,X
SLJIZOT,O,O,X,O,X,X,X,X,X,X
SLJIOTZ,O,X,O,X,X,X,X,X,X,X
SLJIOZT,O,O,O,O,X,X,X,X,X,X
SLJZTIO,X,O,X,O,X,X,X,X,X,X
SLJZTOI,X,O,X,X,X,X,X,X,X,X
SLJZITO,X,O,X,O,X,X,X,X,X,X
SLJZIOT,O,O,X,O,X,X,X,X,X,X
SLJZOTI,O,O,X,X,X,X,X,X,X,X
SLJZOIT,O,O,X,O,X,X,X,X,X,X
SLJOTIZ,O,X,O,X,X,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X,X,X,X,X
SLJOITZ,O,X,O,X,X,X,X,X,X,X
SLJOIZT,O,O,O,O,X,X,X,X,X,X
SLJOZTI,O,O,O,X,X,X,X,X,X,X
SLJOZIT,O,O,O,O,X,X,X,X,X,X
SLZTIJO,X,O,X,O,X,X,X,O,X,X
SLZTIOJ,O,O,X,X,X,X,X,O,X,X
SLZTJIO,X,O,X,O,X,X,X,O,X,X
SLZTJOI,X,O,X,X,X,X,X,O,X,X
SLZTOIJ,O,O,X,X,X,X,X,O,X,X
SLZTOJI,O,O,X,X,X,X,X,O,X,X
SLZITJO,X,O,X,O,X,X,X,X,O,X
SLZITOJ,O,O,X,X,X,X,X,X,O,X
SLZIJTO,X,O,X,O,X,X,X,X,O,X
SLZIJOT,O,O,X,O,X,X,X,X,O,X
SLZIOTJ,O,O,X,X,X,X,X,X,O,X
SLZIOJT,O,O,X,O,X,X,X,X,O,X
SLZJTIO,X,O,X,O,X,X,X,X,X,X
SLZJTOI,X,O,X,X,X,X,X,X,X,X
SLZJITO,X,O,X,O,X,X,X,X,X,X
SLZJIOT,O,O,X,O,X,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,X,X,X,X
SLZJOIT,O,O,X,O,X,X,X,X,X,X
SLZOTIJ,O,O,X,X,X,X,X,X,X,X
SLZOTJI,O,O,X,X,X,X,X,X,X,X
SLZOITJ,O,O,X,X,X,X,X,X,X,X
SLZOIJT,O,O,X,O,X,X,X,X,X,X
SLZOJTI,O,O,X,X,X,X,X,X,X,X
SLZOJIT,O,O,X,O,X,X,X,X,X,X
SLOTIJZ,O,X,O,X,O,X,X,X,X,X
SLOTIZJ,O,X,X,X,O,X,X,X,X,X
SLOTJIZ,O,X,O,X,O,X,X,X,X,X
SLOTJZI,O,X,X,X,O,X,X,X,X,X
SLOTZIJ,O,X,X,X,O,X,X,X,X,X
SLOTZJI,O,X,X,X,O,X,X,X,X,X
SLOITJZ,O,X,O,X,O,X,X,X,X,X
SLOITZJ,O,X,X,X,O,X,X,X,X,X
SLOIJTZ,O,X,O,X,X,X,X,X,X,X
SLOIJZT,O,O,O,O,X,X,X,X,X,X
SLOIZTJ,O,O,X,X,X,X,X,X,X,X
SLOIZJT,O,O,O,O,X,X,X,X,X,X
SLOJTIZ,O,X,O,X,X,X,X,X,X,X
SLOJTZI,O,X,X,X,X,X,X,X,X,X
SLOJITZ,O,X,O,X,X,X,X,X,X,X
SLOJIZT,O,O,O,O,X,X,X,X,X,X
SLOJZTI,O,O,O,X,X,X,X,X,X,X
SLOJZIT,O,O,O,O,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,X,X,X,X,X,X
SLOZTJI,O,O,X,X,X,X,X,X,X,X
SLOZITJ,O,O,X,X,X,X,X,X,X,X
SLOZIJT,O,O,O,O,X,X,X,X,X,X
SLOZJTI,O,O,X,X,X,X,X,X,X,X
SLOZJIT,O,O,O,O,X,X,X,X,X,X
SJTILZO,X,O,X,O,X,X,X,X,X,X
SJTILOZ,O,X,X,X,X,X,X,X,X,X
SJTIZLO,X,O,X,O,X,X,X,X,X,X
SJTIZOL,X,O,X,X,X,X,X,X,X,X
SJTIOLZ,O,X,X,X,X,X,X,X,X,X
SJTIOZL,O,X,X,X,X,X,X,X,X,X
SJTLIZO,X,O,X,O,X,X,O,X,X,X
SJTLIOZ,O,X,X,X,X,X,X,X,X,X
SJTLZIO,X,O,X,O,X,X,O,X,X,X
SJTLZOI,X,O,X,X,X,X,O,X,X,X
SJTLOIZ,O,X,X,X,X,X,O,X,X,X
SJTLOZI,O,X,X,X,X,X,O,X,X,X
SJTZILO,X,O,X,O,X,X,X,X,X,X
SJTZIOL,X,O,X,X,X,X,X,X,X,X
SJTZLIO,X,O,X,O,X,X,X,X,X,X
SJTZLOI,X,O,X,X,X,X,X,X,X,X
SJTZOIL,X,O,X,X,X,X,X,X,X,X
SJTZOLI,X,O,X,X,X,X,X,X,X,X
SJTOILZ,O,X,X,X,X,X,X,X,X,X
SJTOIZL,O,X,X,X,X,X,X,X,X,X
SJTOLIZ,O,X,X,X,X,X,X,X,X,X
SJTOLZI,O,X,X,X,X,X,X,X,X,X
SJTOZIL,O,X,X,X,X,X,X,X,X,X
SJTOZLI,O,X,X,X,X,X,X,X,X,X
SJITLZO,X,O,X,O,X,X,X,X,X,X
SJITLOZ,O,X,X,X,X,X,X,X,X,X
SJITZLO,X,O,X,O,X,X,X,X,X,X
SJITZOL,X,O,X,X,X,X,X,X,X,X
SJITOLZ,O,X,X,X,X,X,X,X,X,X
SJITOZL,O,X,X,X,X,X,X,X,X,X
SJILTZO,X,O,X,O,X,X,X,X,X,X
SJILTOZ,O,X,X,X,X,X,X,X,X,X
SJILZTO,X,O,X,O,X,X,X,X,X,X
SJILZOT,O,O,X,O,X,X,X,X,X,X
SJILOTZ,O,X,O,X,X,X,X,X,X,X
SJILOZT,O,O,O,O,X,X,X,X,X,X
SJIZTLO,X,O,X,O,X,X,X,X,X,X
SJIZTOL,X,O,O,X,X,X,X,X,X,X
SJIZLTO,X,O,X,O,X,X,X,X,X,X
SJIZLOT,O,O,O,O,X,X,X,X,X,X
SJIZOTL,O,O,O,X,X,X,X,X,X,X
SJIZOLT,O,O,O,O,X,X,X,X,X,X
SJIOTLZ,O,X,O,O,X,X,X,X,X,X
SJIOTZL,O,X,X,O,X,X,X,X,X,X
SJIOLTZ,O,X,O,O,X,X,X,X,X,X
SJIOLZT,O,O,O,O,X,X,X,X,X,X
SJIOZTL,O,O,O,O,X,X,X,X,X,X
SJIOZLT,O,O,O,O,X,X,X,X,X,X
SJLTIZO,X,O,X,O,X,X,O,X,X,X
SJLTIOZ,O,X,X,X,X,X,X,X,X,X
SJLTZIO,X,O,X,O,X,X,O,X,X,X
SJLTZOI,X,O,X,X,X,X,O,X,X,X
SJLTOIZ,O,X,X,X,X,X,O,X,X,X
SJLTOZI,O,X,X,X,X,X,O,X,X,X
SJLITZO,X,O,X,O,X,X,O,X,X,X
SJLITOZ,O,X,X,X,X,X,X,X,X,X
SJLIZTO,X,O,X,O,X,X,X,X,X,X
SJLIZOT,O,O,X,O,X,X,X,X,X,X
SJLIOTZ,O,X,O,X,X,X,X,X,X,X
SJLIOZT,O,O,O,O,X,X,X,X,X,X
SJLZTIO,X,O,X,O,X,X,X,X,X,X
SJLZTOI,X,O,X,X,X,X,X,X,X,X
SJLZITO,X,O,X,O,X,X,X,X,X,X
SJLZIOT,O,O,X,O,X,X,X,X,X,X
SJLZOTI,O,O,X,X,X,X,X,X,X,X
SJLZOIT,O,O,X,O,X,X,X,X,X,X
SJLOTIZ,O,X,O,X,X,X,X,X,X,X
SJLOTZI,O,X,X,X,X,X,X,X,X,X
SJLOITZ,O,X,O,X,X,X,X,X,X,X
SJLOIZT,O,O,O,O,X,X,X,X,X,X
SJLOZTI,O,O,O,X,X,X,X,X,X,X
SJLOZIT,O,O,O,O,X,X,X,X,X,X
SJZTILO,X,O,X,O,X,X,X,X,X,O
SJZTIOL,X,O,O,X,X,X,X,X,X,O
SJZTLIO,X,O,X,O,X,X,X,X,X,X
SJZTLOI,X,O,X,X,X,X,X,X,X,X
SJZTOIL,X,O,O,X,X,X,X,X,X,X
SJZTOLI,X,O,O,X,X,X,X,X,X,X
SJZITLO,X,O,X,O,X,X,X,X,X,O
SJZITOL,X,O,O,X,X,X,X,X,X,O
SJZILTO,X,O,X,O,X,X,X,X,X,X
SJZILOT,O,O,O,O,X,X,X,X,X,X
SJZIOTL,O,O,O,X,X,X,X,X,X,X
SJZIOLT,O,O,O,O,X,X,X,X,X,X
SJZLTIO,X,O,X,O,X,X,X,X,X,X
SJZLTOI,X,O,X,X,X,X,X,X,X,X
SJZLITO,X,O,X,O,X,X,X,X,X,X
SJZLIOT,O,O,O,O,X,X,X,X,X,X
SJZLOTI,O,O,O,X,X,X,X,X,X,X
SJZLOIT,O,O,O,O,X,X,X,X,X,X
SJZOTIL,O,O,O,X,X,X,X,X,X,X
SJZOTLI,O,O,O,X,X,X,X,X,X,X
SJZOITL,O,O,O,X,X,X,X,X,X,X
SJZOILT,O,O,O,O,X,X,X,X,X,X
SJZOLTI,O,O,O,X,X,X,X,X,X,X
SJZOLIT,O,O,O,O,X,X,X,X,X,X
SJOTILZ,O,X,O,O,X,X,X,X,X,X
SJOTIZL,O,X,X,O,X,X,X,X,X,X
SJOTLIZ,O,X,O,O,X,X,X,X,X,X
SJOTLZI,O,X,X,O,X,X,X,X,X,X
SJOTZIL,O,X,X,O,X,X,X,X,X,X
SJOTZLI,O,X,X,O,X,X,X,X,X,X
SJOITLZ,O,X,O,O,X,X,X,X,X,X
SJOITZL,O,X,X,O,X,X,X,X,X,X
SJOILTZ,O,X,O,O,X,X,X,X,X,X
SJOILZT,O,O,O,O,X,X,X,X,X,X
SJOIZTL,O,O,O,O,X,X,X,X,X,X
SJOIZLT,O,O,O,O,X,X,X,X,X,X
SJOLTIZ,O,X,O,O,X,X,X,X,X,X
SJOLTZI,O,X,X,O,X,X,X,X,X,X
SJOLITZ,O,X,O,O,X,X,X,X,X,X
