sequence,v115@RhB8DeE8DeE8Je1FJvhFxhBTjBCnBmqB/pBUqB,v115@RhB8DeE8DeE8JezAJvhFRiBSoB3mB0qBmpBlpB,v115@RhB8DeE8DeE8JeUAJvhFRhBSnBTjBVrB2vB/pB,v115@RhB8DeE8DeE8JeRAJvhFGiBTjBlmBiqB/pB0qB,v115@RhB8DeE8DeE8JeFAJvhFxhBTjBcqBerBCnB/pB,v115@RhB8DeE8DeE8JexBJvhFTjBmlBCnB0qB/pBFqB,v115@RhB8DeE8DeE8JefGJvhFxhBTjBCnB0qBmpBlpB,v115@RhB8DeE8DeE8JeGCJvhFTjBxkBlmB/qBarB0pB,v115@RhB8DeE8DeE8Je2EJvhFfmBSnBTjBUlBlmBRvB,v115@RhB8DeE8DeE8JeFAJvhFGjBUmBRnBTqB/pBirB,v115@RhB8DeE8DeE8JeTDJvhFmkBfrBxmBCnB0pBlqB
LJOTSIZ,O,X,O,O,X,X,X,X,X,X,X
LJOTSZI,O,X,O,O,X,X,X,X,X,X,X
LJOTZIS,O,X,O,O,O,X,X,X,X,X,X
LJOTZSI,O,X,O,O,O,X,X,X,X,X,X
LJOITSZ,O,X,X,X,X,X,X,X,O,X,X
LJOITZS,O,X,X,X,O,X,X,X,X,X,X
LJOISTZ,O,X,X,X,X,X,X,X,O,X,X
LJOISZT,O,X,X,X,O,X,X,X,O,X,X
LJOIZTS,O,X,X,X,O,O,X,X,X,X,X
LJOIZST,O,X,X,X,O,O,X,X,O,O,X
LJOSTIZ,O,X,X,X,X,X,X,X,X,X,X
LJOSTZI,O,X,X,X,X,X,X,X,X,X,X
LJOSITZ,O,X,X,X,X,X,X,X,O,X,O
LJOSIZT,O,X,X,X,O,X,X,X,O,X,O
LJOSZTI,O,X,X,X,O,X,X,X,X,X,X
LJOSZIT,O,X,X,X,O,X,X,X,X,X,X
LJOZTIS,O,X,X,X,O,O,X,X,X,X,X
LJOZTSI,O,X,X,X,O,O,X,X,X,X,X
LJOZITS,O,X,X,X,O,O,X,X,X,X,X
LJOZIST,O,X,X,X,O,O,X,X,O,X,X
LJOZSTI,O,X,X,X,O,O,O,X,X,X,X
LJOZSIT,O,X,X,X,O,O,O,X,X,X,X
LSTIJZO,X,X,X,O,X,X,X,X,X,X,X
LSTIJOZ,X,X,X,O,X,X,X,X,X,X,X
LSTIZJO,X,O,X,O,X,X,X,X,X,X,X
LSTIZOJ,X,O,X,O,X,X,X,X,X,X,X
LSTIOJZ,X,X,X,O,X,X,X,X,X,X,X
LSTIOZJ,X,X,X,O,X,X,X,X,X,X,X
LSTJIZO,X,X,O,O,X,X,X,X,X,X,X
LSTJIOZ,X,X,O,O,X,X,X,X,X,X,X
LSTJZIO,X,X,O,O,X,X,X,X,X,X,X
LSTJZOI,X,X,O,O,X,X,X,X,X,X,X
LSTJOIZ,X,X,O,O,X,X,X,X,X,X,X
LSTJOZI,X,X,O,O,X,X,X,X,X,X,X
LSTZIJO,X,O,X,O,X,X,X,X,X,X,X
LSTZIOJ,X,O,X,O,X,X,X,X,X,X,X
LSTZJIO,X,O,X,O,X,X,X,X,X,X,X
LSTZJOI,X,O,X,O,X,X,X,X,X,X,X
LSTZOIJ,X,O,X,O,X,X,X,X,X,X,X
LSTZOJI,X,O,X,O,X,X,X,X,X,X,X
LSTOIJZ,X,X,X,O,X,X,X,X,X,X,X
LSTOIZJ,X,X,X,O,X,X,X,X,X,X,X
LSTOJIZ,X,X,O,O,X,X,X,X,X,X,X
LSTOJZI,X,X,O,O,X,X,X,X,X,X,X
LSTOZIJ,X,X,X,O,X,X,X,X,X,X,X
LSTOZJI,X,X,X,O,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,X,X,X,X,X,X,X,X,O,X,X
LSITZJO,X,O,X,X,X,X,X,X,X,X,X
LSITZOJ,X,O,X,X,X,X,X,X,X,X,X
LSITOJZ,X,X,X,X,X,X,X,X,O,X,X
LSITOZJ,X,X,X,X,X,X,X,X,X,X,X
LSIJTZO,O,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,X,X,O,X,X
LSIJZTO,O,O,X,X,O,X,X,X,X,X,X
LSIJZOT,O,O,X,X,O,X,X,X,O,X,X
LSIJOTZ,O,X,X,X,X,X,X,X,O,X,O
LSIJOZT,O,X,X,X,O,X,X,X,O,X,O
LSIZTJO,X,O,X,X,X,X,X,X,X,X,X
LSIZTOJ,X,O,X,X,X,X,X,X,X,X,X
LSIZJTO,X,O,X,X,X,O,X,X,X,X,X
LSIZJOT,X,O,X,X,X,O,X,X,O,X,X
LSIZOTJ,X,O,X,X,X,X,X,X,X,X,X
LSIZOJT,X,O,X,X,X,O,X,X,O,X,X
LSIOTJZ,X,X,X,X,X,X,X,X,O,X,X
LSIOTZJ,X,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,X,X,X,X,X,X,X,O,X,O
LSIOJZT,O,X,X,X,O,X,X,X,O,X,O
LSIOZTJ,X,O,X,X,X,X,X,X,X,X,X
LSIOZJT,X,O,X,X,X,O,X,X,O,X,X
LSJTIZO,O,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,O,X,X,X,X,X,X,X,X,X,X
LSJTZIO,O,X,X,X,X,X,X,X,X,X,X
LSJTZOI,O,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,O,X,X,X,X,X,X,X,X,X,X
LSJTOZI,O,X,X,X,X,X,X,X,X,X,X
LSJITZO,O,X,X,X,X,X,X,X,X,X,X
LSJITOZ,O,X,X,X,X,X,X,X,O,X,X
LSJIZTO,O,O,X,X,O,X,X,X,X,X,X
LSJIZOT,O,O,X,X,O,X,X,X,O,X,X
LSJIOTZ,O,X,X,X,X,X,X,X,O,X,O
LSJIOZT,O,X,X,X,O,X,X,X,O,X,O
LSJZTIO,O,O,X,X,O,X,X,X,X,X,X
LSJZTOI,O,O,X,X,O,X,X,X,X,X,X
LSJZITO,O,O,X,X,O,X,X,X,X,X,X
LSJZIOT,O,O,X,X,O,X,X,X,X,X,X
LSJZOTI,O,O,X,X,O,X,X,X,X,X,X
LSJZOIT,O,O,X,X,O,X,X,X,X,X,X
LSJOTIZ,O,X,X,X,X,X,X,X,X,X,X
LSJOTZI,O,X,X,X,X,X,X,X,X,X,X
LSJOITZ,O,X,X,X,X,X,X,X,O,X,O
LSJOIZT,O,X,X,X,O,X,X,X,O,X,O
LSJOZTI,O,X,X,X,O,X,X,X,X,X,X
LSJOZIT,O,X,X,X,O,X,X,X,X,X,X
LSZTIJO,X,O,X,X,X,X,O,X,X,X,X
LSZTIOJ,X,O,X,X,X,X,O,X,X,X,X
LSZTJIO,X,O,X,X,X,X,O,X,X,X,X
LSZTJOI,X,O,X,X,X,X,O,X,X,X,X
LSZTOIJ,X,O,X,X,X,X,O,X,X,X,X
LSZTOJI,X,O,X,X,X,X,O,X,X,X,X
LSZITJO,X,O,X,X,X,X,O,X,X,X,X
LSZITOJ,X,O,X,X,X,X,O,X,X,X,X
LSZIJTO,X,O,X,X,X,O,O,X,X,X,X
LSZIJOT,X,O,X,X,X,O,O,X,X,X,X
LSZIOTJ,X,O,X,X,X,X,O,X,X,X,X
LSZIOJT,X,O,X,X,X,O,O,X,X,X,X
LSZJTIO,X,O,X,X,X,O,O,X,X,X,X
LSZJTOI,X,O,X,X,X,O,O,X,X,X,X
LSZJITO,X,O,X,X,X,O,O,X,X,X,X
LSZJIOT,X,O,X,X,X,O,O,X,X,X,X
LSZJOTI,X,O,X,X,X,O,O,X,X,X,X
LSZJOIT,X,O,X,X,X,O,O,X,X,X,X
LSZOTIJ,X,O,X,X,X,X,O,X,X,X,X
LSZOTJI,X,O,X,X,X,X,O,X,X,X,X
LSZOITJ,X,O,X,X,X,X,O,X,X,X,X
LSZOIJT,X,O,X,X,X,O,O,X,X,X,X
LSZOJTI,X,O,X,X,X,O,O,X,X,X,X
LSZOJIT,X,O,X,X,X,O,O,X,X,X,X
LSOTIJZ,X,X,X,O,X,X,X,X,X,X,X
LSOTIZJ,X,X,X,O,X,X,X,X,X,X,X
LSOTJIZ,X,X,O,O,X,X,X,X,X,X,X
LSOTJZI,X,X,O,O,X,X,X,X,X,X,X
LSOTZIJ,X,X,X,O,X,X,X,X,X,X,X
LSOTZJI,X,X,X,O,X,X,X,X,X,X,X
LSOITJZ,X,X,X,X,X,X,X,X,O,X,X
LSOITZJ,X,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,O,X,X,X,X,X,X,X,O,X,O
LSOIJZT,O,X,X,X,O,X,X,X,O,X,O
LSOIZTJ,X,O,X,X,X,X,X,X,X,X,X
LSOIZJT,X,O,X,X,X,O,X,X,O,X,X
LSOJTIZ,O,X,X,X,X,X,X,X,X,X,X
LSOJTZI,O,X,X,X,X,X,X,X,X,X,X
LSOJITZ,O,X,X,X,X,X,X,X,O,X,O
LSOJIZT,O,X,X,X,O,X,X,X,O,X,O
LSOJZTI,O,X,X,X,O,X,X,X,X,X,X
LSOJZIT,O,X,X,X,O,X,X,X,X,X,X
LSOZTIJ,X,O,X,X,X,X,O,X,X,X,X
LSOZTJI,X,O,X,X,X,X,O,X,X,X,X
LSOZITJ,X,O,X,X,X,X,O,X,X,X,X
LSOZIJT,X,O,X,X,X,O,O,X,X,X,X
LSOZJTI,X,O,X,X,X,O,O,X,X,X,X
LSOZJIT,X,O,X,X,X,O,O,X,X,X,X
LZTIJSO,X,X,X,O,X,O,X,X,X,X,X
LZTIJOS,X,X,X,O,X,O,X,X,X,X,X
LZTISJO,X,O,X,O,X,X,X,X,X,X,X
LZTISOJ,X,O,X,O,X,X,X,X,X,X,X
LZTIOJS,X,X,X,O,X,O,X,X,X,X,X
LZTIOSJ,X,X,X,O,X,X,X,X,X,X,X
LZTJISO,X,X,O,O,X,O,X,X,X,X,X
LZTJIOS,X,X,O,O,X,O,X,X,X,X,X
LZTJSIO,X,X,O,O,X,O,X,X,X,X,X
LZTJSOI,X,X,O,O,X,O,X,X,X,X,X
LZTJOIS,X,X,O,O,X,O,X,X,X,X,X
LZTJOSI,X,X,O,O,X,O,X,X,X,X,X
LZTSIJO,X,O,X,O,X,X,O,X,X,X,X
LZTSIOJ,X,O,X,O,X,X,O,X,X,X,X
LZTSJIO,X,O,X,O,X,X,O,X,X,X,X
LZTSJOI,X,O,X,O,X,X,O,X,X,X,X
LZTSOIJ,X,O,X,O,X,X,O,X,X,X,X
LZTSOJI,X,O,X,O,X,X,O,X,X,X,X
LZTOIJS,X,X,X,O,X,O,X,X,X,X,X
LZTOISJ,X,X,X,O,X,X,X,X,X,X,X
LZTOJIS,X,X,O,O,X,O,X,X,X,X,X
LZTOJSI,X,X,O,O,X,O,X,X,X,X,X
LZTOSIJ,X,X,X,O,X,X,O,X,X,X,X
LZTOSJI,X,X,X,O,X,X,O,X,X,X,X
LZITJSO,X,X,X,X,X,O,X,X,X,X,X
LZITJOS,X,X,X,X,X,O,X,X,X,X,X
LZITSJO,X,O,X,X,X,X,X,X,X,X,X
LZITSOJ,X,O,X,X,X,X,X,X,X,X,X
LZITOJS,X,X,X,X,X,O,X,X,X,X,X
LZITOSJ,X,X,X,X,X,X,X,X,X,X,X
LZIJTSO,O,X,X,X,O,O,X,X,X,X,X
LZIJTOS,O,X,X,X,O,O,X,X,X,X,X
LZIJSTO,O,O,X,X,O,O,X,X,X,X,X
LZIJSOT,O,O,X,X,O,O,X,X,O,X,X
LZIJOTS,O,X,X,X,O,O,X,X,X,X,X
LZIJOST,O,X,X,X,O,O,X,X,O,X,X
LZISTJO,X,O,X,X,X,X,O,X,X,X,X
LZISTOJ,X,O,X,X,X,X,O,X,X,X,X
LZISJTO,X,O,X,X,X,O,O,X,X,X,X
LZISJOT,X,O,X,X,X,O,O,X,O,X,X
LZISOTJ,X,O,X,X,X,X,O,X,X,X,X
LZISOJT,X,O,X,X,X,O,O,X,O,X,X
LZIOTJS,X,X,X,X,X,O,X,X,X,X,X
LZIOTSJ,X,X,X,X,X,X,X,X,X,X,X
LZIOJTS,O,X,X,X,O,O,X,X,X,X,X
LZIOJST,O,X,X,X,O,O,X,X,O,X,X
LZIOSTJ,X,O,X,X,X,X,O,X,X,X,X
LZIOSJT,X,O,X,X,X,O,O,X,O,X,X
LZJTISO,O,X,X,X,O,O,X,X,X,X,X
LZJTIOS,O,X,X,X,O,O,X,X,X,X,X
LZJTSIO,O,X,X,X,O,O,X,X,X,X,X
LZJTSOI,O,X,X,X,O,O,X,X,X,X,X
LZJTOIS,O,X,X,X,O,O,X,X,X,X,X
LZJTOSI,O,X,X,X,O,O,X,X,X,X,X
LZJITSO,O,X,X,X,O,O,X,X,X,X,X
LZJITOS,O,X,X,X,O,O,X,X,X,X,X
LZJISTO,O,O,X,X,O,O,X,X,X,X,X
LZJISOT,O,O,X,X,O,O,X,X,O,X,X
LZJIOTS,O,X,X,X,O,O,X,X,X,X,X
LZJIOST,O,X,X,X,O,O,X,X,O,X,X
LZJSTIO,O,O,X,X,O,O,O,X,X,X,X
LZJSTOI,O,O,X,X,O,O,O,X,X,X,X
LZJSITO,O,O,X,X,O,O,O,X,X,X,X
LZJSIOT,O,O,X,X,O,O,O,X,X,X,X
LZJSOTI,O,O,X,X,O,O,O,X,X,X,X
LZJSOIT,O,O,X,X,O,O,O,X,X,X,X
LZJOTIS,O,X,X,X,O,O,X,X,X,X,X
LZJOTSI,O,X,X,X,O,O,X,X,X,X,X
LZJOITS,O,X,X,X,O,O,X,X,X,X,X
LZJOIST,O,X,X,X,O,O,X,X,O,X,X
LZJOSTI,O,X,X,X,O,O,O,X,X,X,X
LZJOSIT,O,X,X,X,O,O,O,X,X,X,X
LZSTIJO,X,O,X,X,X,X,O,X,X,X,X
LZSTIOJ,X,O,X,X,X,X,O,X,X,X,X
LZSTJIO,X,O,X,X,X,X,O,X,X,X,X
LZSTJOI,X,O,X,X,X,X,O,X,X,X,X
LZSTOIJ,X,O,X,X,X,X,O,X,X,X,X
LZSTOJI,X,O,X,X,X,X,O,X,X,X,X
LZSITJO,X,O,X,X,X,X,O,X,X,X,X
LZSITOJ,X,O,X,X,X,X,O,X,X,X,X
LZSIJTO,X,O,X,X,X,O,O,X,X,X,X
LZSIJOT,X,O,X,X,X,O,O,X,X,X,X
LZSIOTJ,X,O,X,X,X,X,O,X,X,X,X
LZSIOJT,X,O,X,X,X,O,O,X,X,X,X
LZSJTIO,X,O,X,X,X,O,O,X,X,X,X
LZSJTOI,X,O,X,X,X,O,O,X,X,X,X
LZSJITO,X,O,X,X,X,O,O,X,X,X,X
LZSJIOT,X,O,X,X,X,O,O,X,X,X,X
LZSJOTI,X,O,X,X,X,O,O,X,X,X,X
LZSJOIT,X,O,X,X,X,O,O,X,X,X,X
LZSOTIJ,X,O,X,X,X,X,O,X,X,X,X
LZSOTJI,X,O,X,X,X,X,O,X,X,X,X
LZSOITJ,X,O,X,X,X,X,O,X,X,X,X
LZSOIJT,X,O,X,X,X,O,O,X,X,X,X
LZSOJTI,X,O,X,X,X,O,O,X,X,X,X
LZSOJIT,X,O,X,X,X,O,O,X,X,X,X
LZOTIJS,X,X,X,O,X,O,X,X,X,X,X
LZOTISJ,X,X,X,O,X,X,X,X,X,X,X
LZOTJIS,X,X,O,O,X,O,X,X,X,X,X
LZOTJSI,X,X,O,O,X,O,X,X,X,X,X
LZOTSIJ,X,X,X,O,X,X,O,X,X,X,X
LZOTSJI,X,X,X,O,X,X,O,X,X,X,X
LZOITJS,X,X,X,X,X,O,X,X,X,X,X
LZOITSJ,X,X,X,X,X,X,X,X,X,X,X
LZOIJTS,O,X,X,X,O,O,X,X,X,X,X
LZOIJST,O,X,X,X,O,O,X,X,O,X,X
LZOISTJ,X,O,X,X,X,X,O,X,X,X,X
LZOISJT,X,O,X,X,X,O,O,X,O,X,X
LZOJTIS,O,X,X,X,O,O,X,X,X,X,X
LZOJTSI,O,X,X,X,O,O,X,X,X,X,X
LZOJITS,O,X,X,X,O,O,X,X,X,X,X
LZOJIST,O,X,X,X,O,O,X,X,O,X,X
LZOJSTI,O,X,X,X,O,O,O,X,X,X,X
LZOJSIT,O,X,X,X,O,O,O,X,X,X,X
LZOSTIJ,X,O,X,X,X,X,O,X,X,X,X
LZOSTJI,X,O,X,X,X,X,O,X,X,X,X
LZOSITJ,X,O,X,X,X,X,O,X,X,X,X
LZOSIJT,X,O,X,X,X,O,O,X,X,X,X
LZOSJTI,X,O,X,X,X,O,O,X,X,X,X
LZOSJIT,X,O,X,X,X,O,O,X,X,X,X
LOTIJSZ,O,X,O,O,X,X,X,O,O,X,X
LOTIJZS,O,X,O,O,O,X,X,O,X,X,X
LOTISJZ,X,X,X,O,X,X,X,X,O,X,X
LOTISZJ,X,X,X,O,X,X,X,X,X,X,X
LOTIZJS,X,X,X,O,X,O,X,X,X,X,X
LOTIZSJ,X,X,X,O,X,X,X,X,X,X,X
LOTJISZ,O,X,O,O,X,X,X,O,O,X,X
LOTJIZS,O,X,O,O,O,X,X,O,X,X,X
LOTJSIZ,O,X,O,O,X,X,X,X,X,X,X
LOTJSZI,O,X,O,O,X,X,X,X,X,X,X
LOTJZIS,O,X,O,O,O,X,X,X,X,X,X
LOTJZSI,O,X,O,O,O,X,X,X,X,X,X
LOTSIJZ,X,X,X,O,X,X,X,X,X,X,X
LOTSIZJ,X,X,X,O,X,X,X,X,X,X,X
LOTSJIZ,X,X,O,O,X,X,X,X,X,X,X
LOTSJZI,X,X,O,O,X,X,X,X,X,X,X
LOTSZIJ,X,X,X,O,X,X,X,X,X,X,X
LOTSZJI,X,X,X,O,X,X,X,X,X,X,X
LOTZIJS,X,X,X,O,X,O,X,X,X,X,X
LOTZISJ,X,X,X,O,X,X,X,X,X,X,X
LOTZJIS,X,X,O,O,X,O,X,X,X,X,X
LOTZJSI,X,X,O,O,X,O,X,X,X,X,X
LOTZSIJ,X,X,X,O,X,X,O,X,X,X,X
LOTZSJI,X,X,X,O,X,X,O,X,X,X,X
LOITJSZ,O,X,O,O,X,X,X,O,O,X,X
LOITJZS,O,X,O,O,O,X,X,O,X,X,X
LOITSJZ,X,X,X,O,X,X,X,X,O,X,X
LOITSZJ,X,X,X,O,X,X,X,X,X,X,X
LOITZJS,X,X,X,O,X,O,X,X,X,X,X
LOITZSJ,X,X,X,O,X,X,X,X,X,X,X
LOIJTSZ,O,X,X,X,X,X,X,X,O,X,X
LOIJTZS,O,X,X,X,O,X,X,X,X,X,X
LOIJSTZ,O,X,X,X,X,X,X,X,O,X,X
LOIJSZT,O,X,X,X,O,X,X,X,O,X,X
LOIJZTS,O,X,X,X,O,O,X,X,X,X,X
LOIJZST,O,X,X,X,O,O,X,X,O,O,X
LOISTJZ,X,X,X,X,X,X,X,X,O,X,X
LOISTZJ,X,X,X,X,X,X,X,X,X,X,X
LOISJTZ,O,X,X,X,X,X,X,X,O,X,O
LOISJZT,O,X,X,X,O,X,X,X,O,X,O
LOISZTJ,X,O,X,X,X,X,X,X,X,X,X
LOISZJT,X,O,X,X,X,O,X,X,O,X,X
LOIZTJS,X,X,X,X,X,O,X,X,X,X,X
LOIZTSJ,X,X,X,X,X,X,X,X,X,X,X
LOIZJTS,O,X,X,X,O,O,X,X,X,X,X
LOIZJST,O,X,X,X,O,O,X,X,O,O,X
LOIZSTJ,X,O,X,X,X,X,O,X,X,O,X
LOIZSJT,X,O,X,X,X,O,O,X,O,O,X
LOJTISZ,O,X,O,O,X,X,X,O,O,X,X
LOJTIZS,O,X,O,O,O,X,X,O,X,X,X
LOJTSIZ,O,X,O,O,X,X,X,X,X,X,X
LOJTSZI,O,X,O,O,X,X,X,X,X,X,X
LOJTZIS,O,X,O,O,O,X,X,X,X,X,X
LOJTZSI,O,X,O,O,O,X,X,X,X,X,X
LOJITSZ,O,X,X,X,X,X,X,X,O,X,X
LOJITZS,O,X,X,X,O,X,X,X,X,X,X
LOJISTZ,O,X,X,X,X,X,X,X,O,X,X
LOJISZT,O,X,X,X,O,X,X,X,O,X,X
LOJIZTS,O,X,X,X,O,O,X,X,X,X,X
LOJIZST,O,X,X,X,O,O,X,X,O,O,X
LOJSTIZ,O,X,X,X,X,X,X,X,X,X,X
LOJSTZI,O,X,X,X,X,X,X,X,X,X,X
LOJSITZ,O,X,X,X,X,X,X,X,O,X,O
LOJSIZT,O,X,X,X,O,X,X,X,O,X,O
LOJSZTI,O,X,X,X,O,X,X,X,X,X,X
LOJSZIT,O,X,X,X,O,X,X,X,X,X,X
LOJZTIS,O,X,X,X,O,O,X,X,X,X,X
LOJZTSI,O,X,X,X,O,O,X,X,X,X,X
LOJZITS,O,X,X,X,O,O,X,X,X,X,X
LOJZIST,O,X,X,X,O,O,X,X,O,X,X
LOJZSTI,O,X,X,X,O,O,O,X,X,X,X
LOJZSIT,O,X,X,X,O,O,O,X,X,X,X
LOSTIJZ,X,X,X,O,X,X,X,X,X,X,X
LOSTIZJ,X,X,X,O,X,X,X,X,X,X,X
LOSTJIZ,X,X,O,O,X,X,X,X,X,X,X
LOSTJZI,X,X,O,O,X,X,X,X,X,X,X
LOSTZIJ,X,X,X,O,X,X,X,X,X,X,X
LOSTZJI,X,X,X,O,X,X,X,X,X,X,X
LOSITJZ,X,X,X,X,X,X,X,X,O,X,X
LOSITZJ,X,X,X,X,X,X,X,X,X,X,X
LOSIJTZ,O,X,X,X,X,X,X,X,O,X,O
LOSIJZT,O,X,X,X,O,X,X,X,O,X,O
LOSIZTJ,X,O,X,X,X,X,X,X,X,X,X
LOSIZJT,X,O,X,X,X,O,X,X,O,X,X
LOSJTIZ,O,X,X,X,X,X,X,X,X,X,X
LOSJTZI,O,X,X,X,X,X,X,X,X,X,X
LOSJITZ,O,X,X,X,X,X,X,X,O,X,O
LOSJIZT,O,X,X,X,O,X,X,X,O,X,O
LOSJZTI,O,X,X,X,O,X,X,X,X,X,X
LOSJZIT,O,X,X,X,O,X,X,X,X,X,X
LOSZTIJ,X,O,X,X,X,X,O,X,X,X,X
LOSZTJI,X,O,X,X,X,X,O,X,X,X,X
LOSZITJ,X,O,X,X,X,X,O,X,X,X,X
LOSZIJT,X,O,X,X,X,O,O,X,X,X,X
LOSZJTI,X,O,X,X,X,O,O,X,X,X,X
LOSZJIT,X,O,X,X,X,O,O,X,X,X,X
LOZTIJS,X,X,X,O,X,O,X,X,X,X,X
LOZTISJ,X,X,X,O,X,X,X,X,X,X,X
LOZTJIS,X,X,O,O,X,O,X,X,X,X,X
LOZTJSI,X,X,O,O,X,O,X,X,X,X,X
LOZTSIJ,X,X,X,O,X,X,O,X,X,X,X
LOZTSJI,X,X,X,O,X,X,O,X,X,X,X
LOZITJS,X,X,X,X,X,O,X,X,X,X,X
LOZITSJ,X,X,X,X,X,X,X,X,X,X,X
LOZIJTS,O,X,X,X,O,O,X,X,X,X,X
LOZIJST,O,X,X,X,O,O,X,X,O,O,X
LOZISTJ,X,O,X,X,X,X,O,X,X,O,X
LOZISJT,X,O,X,X,X,O,O,X,O,O,X
LOZJTIS,O,X,X,X,O,O,X,X,X,X,X
LOZJTSI,O,X,X,X,O,O,X,X,X,X,X
LOZJITS,O,X,X,X,O,O,X,X,X,X,X
LOZJIST,O,X,X,X,O,O,X,X,O,X,X
LOZJSTI,O,X,X,X,O,O,O,X,X,X,X
LOZJSIT,O,X,X,X,O,O,O,X,X,X,X
LOZSTIJ,X,O,X,X,X,X,O,X,X,O,X
LOZSTJI,X,O,X,X,X,X,O,X,X,X,X
LOZSITJ,X,O,X,X,X,X,O,X,X,O,X
LOZSIJT,X,O,X,X,X,O,O,X,X,O,X
LOZSJTI,X,O,X,X,X,O,O,X,X,X,X
LOZSJIT,X,O,X,X,X,O,O,X,X,X,X
JTILSZO,O,X,O,O,X,X,X,X,X,X,X
JTILSOZ,O,X,O,O,X,X,X,X,X,X,X
JTILZSO,O,X,O,O,O,X,X,X,X,X,X
JTILZOS,O,X,O,O,O,X,X,X,X,X,X
JTILOSZ,O,X,O,O,X,X,X,O,X,X,X
JTILOZS,O,X,O,O,O,X,X,O,X,X,X
JTISLZO,O,X,O,X,X,X,X,X,X,X,X
JTISLOZ,O,X,O,X,X,X,X,X,X,X,X
JTISZLO,X,X,O,X,X,X,X,X,X,X,X
JTISZOL,X,X,O,X,X,X,X,X,X,X,X
JTISOLZ,X,X,O,X,X,X,X,O,X,X,X
JTISOZL,X,X,O,X,X,X,X,O,X,X,X
JTIZLSO,O,X,O,X,O,X,X,X,X,X,X
JTIZLOS,O,X,O,X,O,X,X,X,X,X,X
JTIZSLO,X,X,O,X,X,X,X,X,X,X,X
JTIZSOL,X,X,O,X,X,X,X,X,X,X,X
JTIZOLS,X,X,O,X,X,X,X,O,X,X,X
JTIZOSL,X,X,O,X,X,X,X,O,X,X,X
JTIOLSZ,O,X,O,O,X,X,X,O,X,X,X
JTIOLZS,O,X,O,O,X,X,X,O,X,X,X
JTIOSLZ,X,X,O,X,X,X,X,O,X,X,X
JTIOSZL,X,X,O,X,X,X,X,O,X,X,X
JTIOZLS,X,X,O,X,X,X,X,O,X,X,X
JTIOZSL,X,X,O,X,X,X,X,O,X,O,X
JTLISZO,O,X,O,O,X,X,X,X,X,X,X
JTLISOZ,O,X,O,O,X,X,X,X,O,X,X
JTLIZSO,O,X,O,O,O,X,X,X,X,X,X
JTLIZOS,O,X,O,O,O,X,X,X,X,X,X
JTLIOSZ,O,X,O,O,X,X,X,O,O,X,X
JTLIOZS,O,X,O,O,O,X,X,O,X,X,X
JTLSIZO,O,X,O,O,X,X,X,X,X,X,X
JTLSIOZ,O,X,O,O,X,X,X,X,X,X,X
JTLSZIO,O,X,O,O,X,X,X,X,X,X,X
JTLSZOI,O,X,O,O,X,X,X,X,X,X,X
JTLSOIZ,O,X,O,O,X,X,X,X,X,X,X
JTLSOZI,O,X,O,O,X,X,X,X,X,X,X
JTLZISO,O,X,O,O,O,X,X,X,X,X,X
JTLZIOS,O,X,O,O,O,X,X,X,X,X,X
JTLZSIO,O,X,O,O,O,X,X,X,X,X,X
JTLZSOI,O,X,O,O,O,X,X,X,X,X,X
JTLZOIS,O,X,O,O,O,X,X,X,X,X,X
JTLZOSI,O,X,O,O,O,X,X,X,X,X,X
JTLOISZ,O,X,O,O,X,X,X,O,O,X,X
JTLOIZS,O,X,O,O,O,X,X,O,X,X,X
JTLOSIZ,O,X,O,O,X,X,X,X,X,X,X
JTLOSZI,O,X,O,O,X,X,X,X,X,X,X
JTLOZIS,O,X,O,O,O,X,X,X,X,X,X
JTLOZSI,O,X,O,O,O,X,X,X,X,X,X
JTSILZO,O,X,O,X,X,X,X,X,X,X,X
JTSILOZ,O,X,O,X,X,X,X,X,X,X,X
JTSIZLO,X,X,O,X,X,X,X,X,X,X,X
JTSIZOL,X,X,O,X,X,X,X,X,X,X,X
JTSIOLZ,X,X,O,X,X,X,X,O,X,X,O
JTSIOZL,X,X,O,X,X,X,X,O,X,X,X
JTSLIZO,O,X,O,O,X,X,X,X,X,X,X
JTSLIOZ,O,X,O,O,X,X,X,X,X,X,X
JTSLZIO,O,X,O,O,X,X,X,X,X,X,X
JTSLZOI,O,X,O,O,X,X,X,X,X,X,X
JTSLOIZ,O,X,O,O,X,X,X,X,X,X,X
JTSLOZI,O,X,O,O,X,X,X,X,X,X,X
JTSZILO,X,X,O,X,X,X,X,X,X,X,X
JTSZIOL,X,X,O,X,X,X,X,X,X,X,X
JTSZLIO,X,X,O,X,X,X,X,X,X,X,X
JTSZLOI,X,X,O,X,X,X,X,X,X,X,X
JTSZOIL,X,X,O,X,X,X,X,X,X,X,X
JTSZOLI,X,X,O,X,X,X,X,X,X,X,X
JTSOILZ,X,X,O,X,X,X,X,O,X,X,O
JTSOIZL,X,X,O,X,X,X,X,O,X,X,X
