sequence,v115@MhB8CeA8EeB8BeB8CeE8JeT/IvhF2lBRhBfoB6oBUq?BFrB,v115@MhB8CeA8EeB8BeB8CeE8JeT/IvhF2lBRhBSoBUoBFq?BXrB,v115@MhB8CeA8EeB8BeB8CeE8Jei/IvhFRhBziB+oBfqBVr?B0qB,v115@MhB8CeA8EeB8BeB8CeE8Jex/IvhFihBziB+oBlkBcq?BXrB,v115@MhB8CeA8EeB8BeB8CeE8Jei/IvhFRhBGjBzkBUoBFr?B3qB,v115@MhB8CeA8EeB8BeB8CeE8Jem/IvhFRhBCjB0kBToBFr?B3qB,v115@MhB8CeA8EeB8BeB8CeE8Je/EJvhFihBziB+oBxqB0q?BFqB,v115@MhB8CeA8EeB8BeB8CeE8Je/EJvhFUgBRhBCjBVrBTo?B2vB,v115@MhB8CeA8EeB8BeB8CeE8JeRBJvhFCjB0kBllBToBXr?BmpB
JSLIZTO,O,X,X,O,X,X,O,X,X
JSLIZOT,O,O,O,O,X,X,O,X,X
JSLIOTZ,X,O,O,X,X,X,O,X,X
JSLIOZT,X,O,O,O,X,X,O,X,X
JSLZTIO,O,X,O,O,X,X,X,X,X
JSLZTOI,O,X,O,O,X,X,X,X,X
JSLZITO,O,X,X,O,X,X,O,X,X
JSLZIOT,O,O,O,O,X,X,O,X,X
JSLZOTI,O,O,O,O,X,X,X,X,X
JSLZOIT,O,O,O,O,X,X,O,X,X
JSLOTIZ,O,O,O,X,X,X,O,X,X
JSLOTZI,O,O,O,O,X,X,X,X,X
JSLOITZ,X,O,O,X,X,X,O,X,X
JSLOIZT,X,O,O,O,X,X,O,X,X
JSLOZTI,O,O,O,O,X,X,X,X,X
JSLOZIT,O,O,O,O,X,X,O,X,X
JSZTILO,O,X,O,O,X,X,X,X,X
JSZTIOL,O,X,O,O,X,X,X,X,O
JSZTLIO,O,X,O,O,X,X,X,X,X
JSZTLOI,O,X,O,O,X,X,X,X,X
JSZTOIL,O,X,O,O,X,X,X,X,O
JSZTOLI,O,X,O,O,X,X,X,X,O
JSZITLO,O,X,X,O,X,X,O,X,X
JSZITOL,O,X,X,O,X,X,O,X,X
JSZILTO,O,X,X,O,X,X,O,X,X
JSZILOT,O,O,O,O,X,X,O,X,X
JSZIOTL,O,X,X,O,X,X,O,X,X
JSZIOLT,O,O,O,O,X,X,O,X,X
JSZLTIO,O,X,O,O,X,X,X,X,X
JSZLTOI,O,X,O,O,X,X,X,X,X
JSZLITO,O,X,X,O,X,X,O,X,X
JSZLIOT,O,O,O,O,X,X,O,X,X
JSZLOTI,O,O,O,O,X,X,X,X,X
JSZLOIT,O,O,O,O,X,X,O,X,X
JSZOTIL,O,X,O,O,X,X,X,X,O
JSZOTLI,O,X,O,O,X,X,X,X,O
JSZOITL,O,X,X,O,X,X,O,X,X
JSZOILT,O,O,O,O,X,X,O,X,X
JSZOLTI,O,O,O,O,X,X,X,X,O
JSZOLIT,O,O,O,O,X,X,O,X,X
JSOTILZ,O,O,O,X,X,X,O,O,O
JSOTIZL,O,O,O,O,X,X,O,O,O
JSOTLIZ,O,O,O,X,X,X,O,O,O
JSOTLZI,O,O,O,O,X,X,X,O,O
JSOTZIL,O,O,O,O,X,X,X,O,O
JSOTZLI,O,O,O,O,X,X,X,O,O
JSOITLZ,X,O,O,X,X,X,O,X,O
JSOITZL,X,X,O,X,X,X,O,X,O
JSOILTZ,X,O,O,X,X,X,O,X,O
JSOILZT,X,O,O,O,X,X,O,X,X
JSOIZTL,X,X,X,O,X,X,O,X,X
JSOIZLT,X,O,O,O,X,X,O,X,X
JSOLTIZ,O,O,O,X,X,X,O,O,O
JSOLTZI,O,O,O,O,X,X,X,O,O
JSOLITZ,X,O,O,X,X,X,O,X,O
JSOLIZT,X,O,O,O,X,X,O,X,X
JSOLZTI,O,O,O,O,X,X,X,X,O
JSOLZIT,O,O,O,O,X,X,O,X,X
JSOZTIL,O,X,O,O,X,X,X,X,O
JSOZTLI,O,X,O,O,X,X,X,X,O
JSOZITL,O,X,X,O,X,X,O,X,X
JSOZILT,O,O,O,O,X,X,O,X,X
JSOZLTI,O,O,O,O,X,X,X,X,O
JSOZLIT,O,O,O,O,X,X,O,X,X
JZTILSO,O,X,X,O,O,O,X,X,X
JZTILOS,O,X,O,O,O,O,X,X,X
JZTISLO,O,X,O,O,O,O,X,X,X
JZTISOL,O,X,O,O,O,O,X,X,X
JZTIOLS,O,X,O,O,O,O,X,X,X
JZTIOSL,O,X,O,O,O,O,X,X,X
JZTLISO,O,X,X,O,O,O,X,X,X
JZTLIOS,O,X,O,O,O,O,X,X,X
JZTLSIO,O,X,X,O,O,O,X,X,X
JZTLSOI,O,X,X,O,X,X,X,X,X
JZTLOIS,O,X,O,O,O,O,X,X,X
JZTLOSI,O,X,X,O,O,O,X,X,X
JZTSILO,O,X,O,O,O,O,X,X,X
JZTSIOL,O,X,O,O,O,O,X,X,X
JZTSLIO,O,X,O,O,O,O,X,X,X
JZTSLOI,O,X,O,O,X,X,X,X,X
JZTSOIL,O,X,O,O,O,O,X,X,X
JZTSOLI,O,X,O,O,O,O,X,X,X
JZTOILS,O,X,O,O,O,O,X,X,X
JZTOISL,O,X,O,O,O,O,X,X,X
JZTOLIS,O,X,O,O,O,O,X,X,X
JZTOLSI,O,X,X,O,O,O,X,X,O
JZTOSIL,O,X,O,O,O,O,X,X,X
JZTOSLI,O,X,O,O,O,O,X,X,X
JZITLSO,X,X,X,O,O,O,X,X,X
JZITLOS,X,X,O,O,O,O,X,X,X
JZITSLO,O,X,O,O,O,O,X,X,X
JZITSOL,O,X,O,O,O,O,X,X,X
JZITOLS,X,X,O,O,O,O,X,X,X
JZITOSL,O,X,O,O,O,O,X,X,X
JZILTSO,X,X,X,O,O,O,X,X,X
JZILTOS,X,X,X,O,O,O,X,X,X
JZILSTO,O,X,X,X,O,O,O,X,X
JZILSOT,O,X,X,O,O,O,O,X,X
JZILOTS,X,X,O,O,O,O,X,X,X
JZILOST,O,X,O,O,O,O,O,X,X
JZISTLO,O,X,X,X,O,X,O,X,X
JZISTOL,O,X,X,X,O,X,O,X,X
JZISLTO,O,X,X,X,O,O,O,X,X
JZISLOT,O,X,O,O,O,O,O,X,X
JZISOTL,O,X,X,X,X,X,O,X,X
JZISOLT,O,X,O,O,O,O,O,X,X
JZIOTLS,X,X,O,O,O,O,X,X,X
JZIOTSL,O,X,O,O,O,O,X,X,X
JZIOLTS,X,X,O,O,O,O,X,X,X
JZIOLST,O,X,O,O,O,O,O,X,X
JZIOSTL,O,X,X,X,X,X,O,X,X
JZIOSLT,O,X,O,O,O,O,O,X,X
JZLTISO,X,X,X,O,O,O,X,X,X
JZLTIOS,X,X,O,O,O,O,X,X,X
JZLTSIO,X,X,X,O,O,O,X,X,X
JZLTSOI,X,X,X,O,X,X,X,X,X
JZLTOIS,X,X,O,O,O,O,X,X,X
JZLTOSI,X,X,X,O,O,O,X,X,X
JZLITSO,X,X,X,O,O,O,X,X,X
JZLITOS,X,X,X,O,O,O,X,X,X
JZLISTO,O,X,X,X,O,O,O,X,X
JZLISOT,O,X,X,O,O,O,O,X,X
JZLIOTS,X,X,O,O,O,O,X,X,X
JZLIOST,O,X,O,O,O,O,O,X,X
JZLSTIO,O,X,O,O,O,O,X,X,X
JZLSTOI,O,X,O,O,X,X,X,X,X
JZLSITO,O,X,X,O,O,O,O,X,X
JZLSIOT,O,X,O,O,O,O,O,X,X
JZLSOTI,O,X,O,O,O,X,X,X,X
JZLSOIT,O,X,O,O,O,X,O,X,X
JZLOTIS,X,X,O,O,O,O,X,X,X
JZLOTSI,X,X,X,O,O,O,X,X,X
JZLOITS,X,X,O,O,O,O,X,X,X
JZLOIST,O,X,O,O,O,O,O,X,X
JZLOSTI,O,X,O,O,O,O,X,X,X
JZLOSIT,O,X,O,O,O,O,O,X,X
JZSTILO,O,X,O,O,O,O,X,X,X
JZSTIOL,O,X,O,O,O,O,X,X,O
JZSTLIO,O,X,O,O,O,O,X,X,X
JZSTLOI,O,X,O,O,X,X,X,X,X
JZSTOIL,O,X,O,O,O,O,X,X,O
JZSTOLI,O,X,O,O,O,O,X,X,O
JZSITLO,O,X,X,O,O,X,O,X,X
JZSITOL,O,X,X,O,O,X,O,X,X
JZSILTO,O,X,X,O,O,O,O,X,X
JZSILOT,O,X,O,O,O,O,O,X,X
JZSIOTL,O,X,X,O,X,X,O,X,X
JZSIOLT,O,X,O,O,O,O,O,X,X
JZSLTIO,O,X,O,O,O,O,X,X,X
JZSLTOI,O,X,O,O,X,X,X,X,X
JZSLITO,O,X,X,O,O,O,O,X,X
JZSLIOT,O,X,O,O,O,O,O,X,X
JZSLOTI,O,X,O,O,O,X,X,X,X
JZSLOIT,O,X,O,O,O,X,O,X,X
JZSOTIL,O,X,O,O,O,O,X,X,O
JZSOTLI,O,X,O,O,O,O,X,X,O
JZSOITL,O,X,X,O,X,X,O,X,X
JZSOILT,O,X,O,O,O,O,O,X,X
JZSOLTI,O,X,O,O,O,O,X,X,O
JZSOLIT,O,X,O,O,O,O,O,X,X
JZOTILS,O,X,O,O,O,O,X,X,X
JZOTISL,O,X,O,O,O,O,X,X,X
JZOTLIS,O,X,O,O,O,O,X,X,X
JZOTLSI,O,X,X,O,O,O,X,X,O
JZOTSIL,O,X,O,O,O,O,X,X,X
JZOTSLI,O,X,O,O,O,O,X,X,X
JZOITLS,X,X,O,O,O,O,X,X,X
JZOITSL,O,X,O,O,O,O,X,X,X
JZOILTS,X,X,O,O,O,O,X,X,X
JZOILST,O,X,O,O,O,O,O,X,X
JZOISTL,O,X,X,X,X,X,O,X,X
JZOISLT,O,X,O,O,O,O,O,X,X
JZOLTIS,X,X,O,O,O,O,X,X,X
JZOLTSI,X,X,X,O,O,O,X,X,O
JZOLITS,X,X,O,O,O,O,X,X,X
JZOLIST,O,X,O,O,O,O,O,X,X
JZOLSTI,O,X,O,O,O,O,X,X,O
JZOLSIT,O,X,O,O,O,O,O,X,X
JZOSTIL,O,X,O,O,O,O,X,X,O
JZOSTLI,O,X,O,O,O,O,X,X,O
JZOSITL,O,X,X,O,X,X,O,X,X
JZOSILT,O,X,O,O,O,O,O,X,X
JZOSLTI,O,X,O,O,O,O,X,X,O
JZOSLIT,O,X,O,O,O,O,O,X,X
JOTILSZ,O,O,O,X,X,X,O,O,X
JOTILZS,X,O,O,O,O,O,X,O,X
JOTISLZ,O,O,O,X,X,X,O,O,X
JOTISZL,O,X,O,O,X,X,O,O,X
JOTIZLS,X,O,O,O,O,O,X,O,X
JOTIZSL,O,X,O,O,O,O,X,O,X
JOTLISZ,O,O,O,X,X,X,O,O,X
JOTLIZS,X,O,O,O,O,O,X,O,X
JOTLSIZ,O,O,O,X,X,X,O,O,X
JOTLSZI,O,O,O,O,X,X,X,O,X
JOTLZIS,X,O,O,O,O,O,X,O,X
JOTLZSI,X,O,X,O,O,O,X,O,X
JOTSILZ,O,O,O,X,X,X,O,O,X
JOTSIZL,O,O,O,O,X,X,O,O,X
JOTSLIZ,O,O,O,X,X,X,O,O,X
JOTSLZI,O,O,O,O,X,X,X,O,X
JOTSZIL,O,O,O,O,X,X,X,O,X
JOTSZLI,O,O,O,O,X,X,X,O,X
JOTZILS,O,O,O,O,O,O,X,O,X
JOTZISL,O,X,O,O,O,O,X,O,X
JOTZLIS,O,O,O,O,O,O,X,O,X
JOTZLSI,O,O,X,O,O,O,X,O,X
JOTZSIL,O,X,O,O,O,O,X,O,X
JOTZSLI,O,X,O,O,O,O,X,O,X
JOITLSZ,X,X,O,X,X,X,O,O,X
JOITLZS,X,X,O,O,X,O,X,X,X
JOITSLZ,X,X,O,X,X,X,O,O,X
JOITSZL,X,X,O,O,X,X,O,O,X
JOITZLS,X,X,O,O,X,O,X,X,X
JOITZSL,X,X,O,O,X,O,X,X,X
JOILTSZ,X,X,O,X,X,X,O,O,X
JOILTZS,X,X,O,X,X,O,X,X,X
JOILSTZ,X,X,O,X,X,X,O,X,O
JOILSZT,X,X,O,O,X,X,O,X,X
JOILZTS,X,X,O,O,O,O,X,X,X
JOILZST,X,X,O,O,O,O,O,X,X
JOISTLZ,X,X,O,X,X,X,O,X,O
JOISTZL,X,X,O,X,X,X,O,X,O
JOISLTZ,X,X,O,X,X,X,O,X,O
JOISLZT,X,X,O,O,X,X,O,X,X
JOISZTL,X,X,X,O,X,X,O,X,X
JOISZLT,X,X,O,O,X,X,O,X,X
JOIZTLS,X,X,O,O,O,O,X,X,X
JOIZTSL,X,X,O,O,X,X,X,X,X
JOIZLTS,X,X,O,O,O,O,X,X,X
JOIZLST,X,X,O,O,O,O,O,X,X
JOIZSTL,X,X,X,X,X,X,O,X,X
JOIZSLT,X,X,O,O,O,O,O,X,X
JOLTISZ,X,O,O,X,X,X,O,O,X
JOLTIZS,X,O,O,O,O,O,X,O,X
JOLTSIZ,X,O,O,X,X,X,O,O,X
JOLTSZI,X,O,O,O,X,X,X,O,X
JOLTZIS,X,O,O,O,O,O,X,O,X
JOLTZSI,X,O,X,O,O,O,X,O,X
JOLITSZ,X,X,O,X,X,X,O,O,X
JOLITZS,X,X,O,X,X,O,X,X,X
JOLISTZ,X,X,O,X,X,X,O,X,O
JOLISZT,X,X,O,O,X,X,O,X,X
JOLIZTS,X,X,O,O,O,O,X,X,X
JOLIZST,X,X,O,O,O,O,O,X,X
JOLSTIZ,X,O,O,X,X,X,O,O,O
JOLSTZI,X,O,O,O,X,X,X,O,O
JOLSITZ,X,O,O,X,X,X,O,X,O
JOLSIZT,X,O,O,O,X,X,O,X,X
JOLSZTI,X,O,O,O,X,X,X,X,O
JOLSZIT,X,O,O,O,X,X,O,X,X
JOLZTIS,X,X,O,O,O,O,X,X,X
JOLZTSI,X,X,X,O,O,O,X,X,O
JOLZITS,X,X,O,O,O,O,X,X,X
JOLZIST,X,X,O,O,O,O,O,X,X
JOLZSTI,X,X,O,O,O,O,X,X,O
JOLZSIT,X,X,O,O,O,O,O,X,X
JOSTILZ,O,O,O,X,X,X,O,O,O
JOSTIZL,O,O,O,O,X,X,O,O,O
JOSTLIZ,O,O,O,X,X,X,O,O,O
JOSTLZI,O,O,O,O,X,X,X,O,O
JOSTZIL,O,O,O,O,X,X,X,O,O
JOSTZLI,O,O,O,O,X,X,X,O,O
JOSITLZ,X,O,O,X,X,X,O,X,O
JOSITZL,X,X,O,X,X,X,O,X,O
JOSILTZ,X,O,O,X,X,X,O,X,O
JOSILZT,X,O,O,O,X,X,O,X,X
JOSIZTL,X,X,X,O,X,X,O,X,X
JOSIZLT,X,O,O,O,X,X,O,X,X
JOSLTIZ,O,O,O,X,X,X,O,O,O
JOSLTZI,O,O,O,O,X,X,X,O,O
JOSLITZ,X,O,O,X,X,X,O,X,O
JOSLIZT,X,O,O,O,X,X,O,X,X
JOSLZTI,O,O,O,O,X,X,X,X,O
JOSLZIT,O,O,O,O,X,X,O,X,X
JOSZTIL,O,X,O,O,X,X,X,X,O
JOSZTLI,O,X,O,O,X,X,X,X,O
JOSZITL,O,X,X,O,X,X,O,X,X
JOSZILT,O,O,O,O,X,X,O,X,X
JOSZLTI,O,O,O,O,X,X,X,X,O
JOSZLIT,O,O,O,O,X,X,O,X,X
JOZTILS,O,X,O,O,O,O,X,X,X
JOZTISL,O,X,O,O,O,O,X,X,X
JOZTLIS,O,X,O,O,O,O,X,X,X
JOZTLSI,O,X,X,O,O,O,X,X,O
JOZTSIL,O,X,O,O,O,O,X,X,X
JOZTSLI,O,X,O,O,O,O,X,X,X
JOZITLS,X,X,O,O,O,O,X,X,X
JOZITSL,O,X,O,O,O,O,X,X,X
JOZILTS,X,X,O,O,O,O,X,X,X
JOZILST,O,X,O,O,O,O,O,X,X
JOZISTL,O,X,X,X,X,X,O,X,X
JOZISLT,O,X,O,O,O,O,O,X,X
JOZLTIS,X,X,O,O,O,O,X,X,X
JOZLTSI,X,X,X,O,O,O,X,X,O
JOZLITS,X,X,O,O,O,O,X,X,X
JOZLIST,O,X,O,O,O,O,O,X,X
JOZLSTI,O,X,O,O,O,O,X,X,O
JOZLSIT,O,X,O,O,O,O,O,X,X
JOZSTIL,O,X,O,O,O,O,X,X,O
JOZSTLI,O,X,O,O,O,O,X,X,O
JOZSITL,O,X,X,O,X,X,O,X,X
JOZSILT,O,X,O,O,O,O,O,X,X
JOZSLTI,O,X,O,O,O,O,X,X,O
JOZSLIT,O,X,O,O,O,O,O,X,X
STILJZO,O,O,O,X,X,X,O,O,X
STILJOZ,O,O,O,X,X,X,O,O,X
STILZJO,O,O,O,X,O,O,X,O,X
STILZOJ,O,O,X,X,X,X,X,O,O
STILOJZ,O,O,O,X,X,X,X,O,O
STILOZJ,O,O,X,X,X,X,X,O,O
STIJLZO,O,O,O,X,X,X,O,O,X
STIJLOZ,O,O,O,X,X,X,O,O,X
STIJZLO,O,O,O,O,X,X,O,O,X
STIJZOL,O,O,O,O,X,X,O,O,O
STIJOLZ,O,O,O,X,X,X,O,O,O
STIJOZL,O,O,O,O,X,X,O,O,O
STIZLJO,O,O,O,O,O,O,X,O,X
STIZLOJ,O,O,X,X,X,X,X,O,O
STIZJLO,O,O,O,O,O,O,X,O,X
STIZJOL,O,O,O,O,O,O,X,O,O
STIZOLJ,O,O,X,X,O,O,X,O,O
STIZOJL,O,O,X,X,O,O,X,O,O
STIOLJZ,O,O,O,X,X,X,X,O,O
STIOLZJ,O,O,X,X,O,O,X,O,O
STIOJLZ,O,O,O,X,X,X,X,O,O
STIOJZL,O,O,O,X,X,X,X,O,O
STIOZLJ,O,O,X,X,O,O,X,O,O
STIOZJL,O,O,X,X,O,O,X,O,O
STLIJZO,O,O,O,X,X,X,O,O,X
STLIJOZ,O,O,O,X,X,X,O,O,X
STLIZJO,O,O,O,X,O,O,X,O,X
STLIZOJ,O,O,X,X,X,X,X,O,O
STLIOJZ,O,O,O,X,X,X,X,O,O
STLIOZJ,O,O,X,X,X,X,X,O,O
STLJIZO,O,O,O,X,X,X,O,O,X
STLJIOZ,O,O,O,X,X,X,O,O,X
STLJZIO,O,O,O,O,X,X,X,O,X
STLJZOI,O,O,O,O,X,X,X,O,X
STLJOIZ,O,O,O,X,X,X,O,O,X
STLJOZI,O,O,O,O,X,X,X,O,X
STLZIJO,O,O,O,O,O,O,X,O,X
STLZIOJ,O,O,X,O,X,X,X,O,O
STLZJIO,O,O,O,O,O,O,X,O,X
STLZJOI,O,O,O,O,X,X,X,O,X
STLZOIJ,O,O,X,O,X,X,X,O,O
STLZOJI,O,O,X,O,X,X,X,O,O
STLOIJZ,O,O,O,X,X,X,X,O,O
STLOIZJ,O,O,X,X,X,X,X,O,O
STLOJIZ,O,O,O,X,X,X,X,O,O
STLOJZI,O,O,O,X,X,X,X,O,O
STLOZIJ,O,O,X,X,X,X,X,O,O
STLOZJI,O,O,X,X,X,X,X,O,O
STJILZO,O,O,O,X,X,X,O,O,X
STJILOZ,O,O,O,X,X,X,O,O,X
STJIZLO,O,O,O,O,X,X,O,O,X
STJIZOL,O,O,O,O,X,X,O,O,O
STJIOLZ,O,O,O,X,X,X,O,O,O
STJIOZL,O,O,O,O,X,X,O,O,O
STJLIZO,O,O,O,X,X,X,O,O,X
STJLIOZ,O,O,O,X,X,X,O,O,X
STJLZIO,O,O,O,O,X,X,X,O,X
STJLZOI,O,O,O,O,X,X,X,O,X
STJLOIZ,O,O,O,X,X,X,O,O,X
STJLOZI,O,O,O,O,X,X,X,O,X
STJZILO,O,O,O,O,X,X,X,O,X
STJZIOL,O,O,O,O,X,X,X,O,O
STJZLIO,O,O,O,O,X,X,X,O,X
STJZLOI,O,O,O,O,X,X,X,O,X
STJZOIL,O,O,O,O,X,X,X,O,O
STJZOLI,O,O,O,O,X,X,X,O,O
STJOILZ,O,O,O,X,X,X,O,O,O
STJOIZL,O,O,O,O,X,X,O,O,O
STJOLIZ,O,O,O,X,X,X,O,O,O
STJOLZI,O,O,O,O,X,X,X,O,O
STJOZIL,O,O,O,O,X,X,X,O,O
STJOZLI,O,O,O,O,X,X,X,O,O
STZILJO,O,O,O,O,O,O,X,O,X
STZILOJ,O,O,X,O,X,X,X,O,O
STZIJLO,O,O,O,O,O,O,X,O,X
STZIJOL,O,O,O,O,O,O,X,O,O
STZIOLJ,O,O,X,O,O,O,X,O,O
STZIOJL,O,O,X,O,O,O,X,O,O
STZLIJO,O,O,O,O,O,O,X,O,X
STZLIOJ,O,O,X,O,X,X,X,O,O
STZLJIO,O,O,O,O,O,O,X,O,X
STZLJOI,O,O,O,O,X,X,X,O,X
STZLOIJ,O,O,X,O,X,X,X,O,O
STZLOJI,O,O,X,O,X,X,X,O,O
STZJILO,O,O,O,O,O,O,X,O,X
STZJIOL,O,O,O,O,O,O,X,O,O
STZJLIO,O,O,O,O,O,O,X,O,X
STZJLOI,O,O,O,O,X,X,X,O,X
STZJOIL,O,O,O,O,O,O,X,O,O
STZJOLI,O,O,O,O,O,O,X,O,O
STZOILJ,O,O,X,O,O,O,X,O,O
STZOIJL,O,O,X,O,O,O,X,O,O
STZOLIJ,O,O,X,O,O,O,X,O,O
STZOLJI,O,O,X,O,O,O,X,O,O
STZOJIL,O,O,X,O,O,O,X,O,O
STZOJLI,O,O,X,O,O,O,X,O,O
STOILJZ,O,O,O,X,X,X,X,O,O
STOILZJ,O,O,X,X,O,O,X,O,O
STOIJLZ,O,O,O,X,X,X,X,O,O
STOIJZL,O,O,O,X,X,X,X,O,O
STOIZLJ,O,O,X,X,O,O,X,O,O
STOIZJL,O,O,X,X,O,O,X,O,O
STOLIJZ,O,O,O,X,X,X,X,O,O
STOLIZJ,O,O,X,X,O,O,X,O,O
STOLJIZ,O,O,O,X,X,X,X,O,O
STOLJZI,O,O,O,X,X,X,X,O,O
STOLZIJ,O,O,X,X,O,O,X,O,O
STOLZJI,O,O,X,X,O,O,X,O,O
STOJILZ,O,O,O,X,X,X,X,O,O
STOJIZL,O,O,O,X,X,X,X,O,O
STOJLIZ,O,O,O,X,X,X,X,O,O
STOJLZI,O,O,O,X,X,X,X,O,O
STOJZIL,O,O,O,X,X,X,X,O,O
STOJZLI,O,O,O,X,X,X,X,O,O
STOZILJ,O,O,X,X,O,O,X,O,O
STOZIJL,O,O,X,X,O,O,X,O,O
STOZLIJ,O,O,X,X,O,O,X,O,O
STOZLJI,O,O,X,X,O,O,X,O,O
STOZJIL,O,O,X,X,O,O,X,O,O
STOZJLI,O,O,X,X,O,O,X,O,O
SITLJZO,O,O,O,X,X,X,O,O,X
SITLJOZ,O,O,O,X,X,X,O,O,X
SITLZJO,O,O,O,X,O,O,X,O,X
SITLZOJ,O,O,X,X,X,X,X,O,O
SITLOJZ,O,O,O,X,X,X,X,O,O
SITLOZJ,O,O,X,X,X,X,X,O,O
SITJLZO,O,O,O,X,X,X,O,O,X
SITJLOZ,O,O,O,X,X,X,O,O,X
SITJZLO,O,O,O,X,X,X,O,O,X
SITJZOL,O,O,O,X,X,X,O,O,O
SITJOLZ,O,O,O,X,X,X,O,O,O
SITJOZL,O,O,O,X,X,X,O,O,O
SITZLJO,O,O,O,X,O,O,X,O,X
SITZLOJ,O,O,X,X,X,X,X,O,O
SITZJLO,O,O,O,X,O,O,X,O,X
SITZJOL,O,O,O,X,O,O,X,O,O
SITZOLJ,O,O,X,X,O,O,X,O,O
SITZOJL,O,O,X,X,O,O,X,O,O
SITOLJZ,O,O,O,X,X,X,X,O,O
SITOLZJ,O,O,X,X,O,O,X,O,O
SITOJLZ,O,O,O,X,X,X,X,O,O
SITOJZL,O,O,O,X,X,X,X,O,O
SITOZLJ,O,O,X,X,O,O,X,O,O
SITOZJL,O,O,X,X,O,O,X,O,O
SILTJZO,O,O,O,X,X,X,O,O,X
SILTJOZ,O,O,O,X,X,X,O,O,X
SILTZJO,O,O,O,X,X,O,X,O,X
SILTZOJ,O,O,X,X,X,X,X,O,O
SILTOJZ,O,O,O,X,X,X,X,X,O
SILTOZJ,O,O,X,X,X,X,X,O,O
SILJTZO,O,O,O,X,X,X,O,X,X
SILJTOZ,O,O,O,X,X,X,O,X,X
SILJZTO,O,X,X,O,X,X,O,X,X
SILJZOT,O,O,O,O,X,X,O,X,X
SILJOTZ,X,O,O,X,X,X,O,X,X
SILJOZT,X,O,O,O,X,X,O,X,X
SILZTJO,O,O,X,O,X,X,X,X,X
SILZTOJ,O,O,X,O,X,X,X,X,X
SILZJTO,O,X,X,O,O,O,O,X,X
SILZJOT,O,O,O,O,O,O,O,X,X
SILZOTJ,O,X,X,X,X,X,X,X,X
SILZOJT,O,O,X,O,X,X,X,X,X
SILOTJZ,O,O,X,X,X,X,X,X,O
SILOTZJ,O,O,X,X,X,X,X,X,O
SILOJTZ,X,O,O,X,X,X,O,X,O
SILOJZT,X,O,O,X,X,X,O,X,X
SILOZTJ,O,X,X,X,X,X,X,X,O
SILOZJT,O,O,X,X,X,X,X,X,X
SIJTLZO,O,O,O,X,X,X,O,X,X
SIJTLOZ,O,O,O,X,X,X,O,X,X
SIJTZLO,O,O,O,X,X,X,O,X,X
SIJTZOL,O,O,O,X,X,X,O,X,O
SIJTOLZ,O,O,O,X,X,X,O,X,O
SIJTOZL,O,O,O,X,X,X,O,X,O
SIJLTZO,O,O,O,X,X,X,O,X,X
SIJLTOZ,O,O,O,X,X,X,O,X,X
SIJLZTO,O,X,X,O,X,X,O,X,X
SIJLZOT,O,O,O,O,X,X,O,X,X
SIJLOTZ,X,O,O,X,X,X,O,X,X
SIJLOZT,X,O,O,O,X,X,O,X,X
SIJZTLO,O,X,X,O,X,X,O,X,X
SIJZTOL,O,X,X,O,X,X,O,X,X
SIJZLTO,O,X,X,O,X,X,O,X,X
SIJZLOT,O,O,O,O,X,X,O,X,X
SIJZOTL,O,X,X,O,X,X,O,X,X
SIJZOLT,O,O,O,O,X,X,O,X,X
SIJOTLZ,X,O,O,X,X,X,O,X,O
SIJOTZL,X,X,O,X,X,X,O,X,O
SIJOLTZ,X,O,O,X,X,X,O,X,O
SIJOLZT,X,O,O,O,X,X,O,X,X
SIJOZTL,X,X,X,O,X,X,O,X,X
SIJOZLT,X,O,O,O,X,X,O,X,X
SIZTLJO,O,O,X,O,O,X,X,X,X
SIZTLOJ,O,O,X,O,X,X,X,X,O
SIZTJLO,O,O,X,O,O,X,X,X,X
SIZTJOL,O,O,X,O,O,X,X,X,O
SIZTOLJ,O,O,X,O,O,X,X,X,O
SIZTOJL,O,O,X,O,O,X,X,X,O
SIZLTJO,O,O,X,O,X,X,X,X,X
SIZLTOJ,O,O,X,O,X,X,X,X,X
SIZLJTO,O,X,X,O,O,O,O,X,X
SIZLJOT,O,O,O,O,O,O,O,X,X
SIZLOTJ,O,X,X,X,X,X,X,X,X
SIZLOJT,O,O,X,O,X,X,X,X,X
SIZJTLO,O,X,X,O,O,X,O,X,X
SIZJTOL,O,X,X,O,O,X,O,X,X
SIZJLTO,O,X,X,O,O,O,O,X,X
SIZJLOT,O,O,O,O,O,O,O,X,X
SIZJOTL,O,X,X,O,X,X,O,X,X
SIZJOLT,O,O,O,O,O,O,O,X,X
SIZOTLJ,O,X,X,X,X,X,X,X,O
SIZOTJL,O,X,X,X,X,X,X,X,O
SIZOLTJ,O,X,X,X,X,X,X,X,O
SIZOLJT,O,O,X,O,O,O,X,X,X
SIZOJTL,O,X,X,O,X,X,X,X,X
SIZOJLT,O,O,X,O,O,O,X,X,X
SIOTLJZ,O,O,X,X,X,X,X,O,O
SIOTLZJ,O,O,X,X,X,O,X,O,O
SIOTJLZ,O,O,X,X,X,X,X,O,O
SIOTJZL,O,O,X,X,X,X,X,O,O
SIOTZLJ,O,O,X,X,X,O,X,O,O
SIOTZJL,O,O,X,X,X,O,X,O,O
SIOLTJZ,O,O,X,X,X,X,X,O,O
SIOLTZJ,O,O,X,X,X,O,X,O,O
