sequence,v115@GhB8HeD8FeD8CeA8BeA8Jel/IvhFUhBGiBZoB6qB/s?BTrB,v115@GhB8HeD8FeD8CeA8BeA8Je0/IvhFlgBGiBZoB6rB/s?BzqB,v115@GhB8HeD8FeD8CeA8BeA8Je0/IvhFxgBmiBqqB/rBFn?BzsB,v115@GhB8HeD8FeD8CeA8BeA8Jel/IvhF3gBRiB8qB+rBin?BzsB,v115@GhB8HeD8FeD8CeA8BeA8Je0/IvhFxgBmiBCmBXnBVw?BzsB,v115@GhB8HeD8FeD8CeA8BeA8Jel/IvhF3gBRiB6rBmnBzq?B0sB
ZJOLITS,X,O,O,O,O,O
ZJOLIST,X,O,O,O,O,O
ZJOLSTI,X,O,O,O,O,O
ZJOLSIT,X,O,O,O,O,O
ZJOSTIL,X,O,X,O,O,O
ZJOSTLI,X,O,O,O,O,O
ZJOSITL,X,O,X,O,O,O
ZJOSILT,X,O,O,O,O,O
ZJOSLTI,X,O,O,O,O,O
ZJOSLIT,X,O,O,O,O,O
ZSTILJO,O,O,X,X,O,X
ZSTILOJ,O,O,X,X,O,X
ZSTIJLO,O,O,X,O,O,O
ZSTIJOL,O,O,X,O,O,O
ZSTIOLJ,O,O,X,X,O,X
ZSTIOJL,O,O,X,O,O,X
ZSTLIJO,O,O,O,X,O,O
ZSTLIOJ,O,O,O,X,O,O
ZSTLJIO,O,O,O,O,O,O
ZSTLJOI,O,O,O,O,O,O
ZSTLOIJ,O,O,O,X,O,O
ZSTLOJI,O,O,O,O,O,O
ZSTJILO,O,O,X,O,O,O
ZSTJIOL,O,O,X,O,O,O
ZSTJLIO,O,O,O,O,O,O
ZSTJLOI,O,O,O,O,O,O
ZSTJOIL,O,O,X,O,O,O
ZSTJOLI,O,O,X,O,O,O
ZSTOILJ,O,O,X,X,O,X
ZSTOIJL,O,O,X,O,O,O
ZSTOLIJ,O,O,X,X,O,O
ZSTOLJI,O,O,X,O,O,O
ZSTOJIL,O,O,X,O,O,O
ZSTOJLI,O,O,X,O,O,O
ZSITLJO,O,O,X,X,O,X
ZSITLOJ,O,O,X,X,O,X
ZSITJLO,O,O,X,O,O,O
ZSITJOL,O,O,X,O,O,O
ZSITOLJ,O,O,X,X,O,X
ZSITOJL,O,O,X,O,O,X
ZSILTJO,O,O,O,X,X,X
ZSILTOJ,O,O,O,X,X,X
ZSILJTO,O,O,O,X,O,X
ZSILJOT,O,O,O,X,X,X
ZSILOTJ,O,O,O,X,X,X
ZSILOJT,O,O,O,X,X,X
ZSIJTLO,O,O,X,O,O,O
ZSIJTOL,O,O,X,O,O,O
ZSIJLTO,O,O,X,O,O,O
ZSIJLOT,O,O,X,O,X,X
ZSIJOTL,O,O,X,O,O,O
ZSIJOLT,O,O,X,O,X,X
ZSIOTLJ,O,O,X,X,O,X
ZSIOTJL,O,O,X,O,O,X
ZSIOLTJ,O,O,O,X,X,X
ZSIOLJT,O,O,O,X,O,X
ZSIOJTL,O,O,X,O,O,X
ZSIOJLT,O,O,O,O,O,X
ZSLTIJO,O,O,O,X,O,O
ZSLTIOJ,O,O,O,X,O,O
ZSLTJIO,O,O,O,O,O,O
ZSLTJOI,O,O,O,O,O,O
ZSLTOIJ,O,O,O,X,O,O
ZSLTOJI,O,O,O,O,O,O
ZSLITJO,O,O,O,X,X,O
ZSLITOJ,O,O,O,X,X,O
ZSLIJTO,O,O,O,X,O,O
ZSLIJOT,O,O,O,X,X,O
ZSLIOTJ,O,O,O,X,X,O
ZSLIOJT,O,O,O,X,X,X
ZSLJTIO,O,O,O,O,O,O
ZSLJTOI,O,O,O,O,O,O
ZSLJITO,O,O,O,O,O,O
ZSLJIOT,O,O,O,O,X,O
ZSLJOTI,O,O,O,O,X,O
ZSLJOIT,O,O,O,O,X,O
ZSLOTIJ,O,O,O,X,X,O
ZSLOTJI,O,O,O,O,X,O
ZSLOITJ,O,O,O,X,X,O
ZSLOIJT,O,O,O,X,X,X
ZSLOJTI,O,O,O,O,X,O
ZSLOJIT,O,O,O,O,X,O
ZSJTILO,O,O,X,O,O,O
ZSJTIOL,O,O,X,O,O,O
ZSJTLIO,O,O,X,O,O,O
ZSJTLOI,O,O,X,O,O,O
ZSJTOIL,O,O,X,O,O,O
ZSJTOLI,O,O,X,O,O,O
ZSJITLO,O,O,X,O,O,O
ZSJITOL,O,O,X,O,O,O
ZSJILTO,O,O,X,O,O,O
ZSJILOT,O,O,X,O,X,O
ZSJIOTL,O,O,X,O,O,O
ZSJIOLT,O,O,X,O,X,O
ZSJLTIO,O,O,X,O,O,O
ZSJLTOI,O,O,X,O,O,O
ZSJLITO,O,O,X,O,O,O
ZSJLIOT,O,O,X,O,X,O
ZSJLOTI,O,O,X,O,X,O
ZSJLOIT,O,O,X,O,X,O
ZSJOTIL,O,O,X,O,O,O
ZSJOTLI,O,O,X,O,O,O
ZSJOITL,O,O,X,O,O,O
ZSJOILT,O,O,X,O,X,O
ZSJOLTI,O,O,X,O,X,O
ZSJOLIT,O,O,X,O,X,O
ZSOTILJ,O,O,X,X,O,X
ZSOTIJL,O,O,X,O,O,O
ZSOTLIJ,O,O,O,X,O,O
ZSOTLJI,O,O,O,O,O,O
ZSOTJIL,O,O,X,O,O,O
ZSOTJLI,O,O,O,O,O,O
ZSOITLJ,O,O,X,X,O,X
ZSOITJL,O,O,X,O,O,O
ZSOILTJ,O,O,O,X,X,X
ZSOILJT,O,O,O,X,O,X
ZSOIJTL,O,O,X,O,O,O
ZSOIJLT,O,O,O,O,O,O
ZSOLTIJ,O,O,O,X,O,O
ZSOLTJI,O,O,O,O,O,O
ZSOLITJ,O,O,O,X,X,O
ZSOLIJT,O,O,O,X,O,O
ZSOLJTI,O,O,O,O,O,O
ZSOLJIT,O,O,O,O,O,O
ZSOJTIL,O,O,X,O,O,O
ZSOJTLI,O,O,O,O,O,O
ZSOJITL,O,O,X,O,O,O
ZSOJILT,O,O,O,O,O,O
ZSOJLTI,O,O,O,O,O,O
ZSOJLIT,O,O,O,O,O,O
ZOTILJS,X,O,O,X,O,O
ZOTILSJ,O,O,O,X,O,O
ZOTIJLS,X,X,O,O,O,O
ZOTIJSL,O,O,X,O,O,O
ZOTISLJ,O,O,X,X,O,X
ZOTISJL,O,O,X,O,O,O
ZOTLIJS,X,O,O,O,O,O
ZOTLISJ,O,O,O,X,O,O
ZOTLJIS,X,O,O,O,O,O
ZOTLJSI,X,O,O,O,O,O
ZOTLSIJ,O,O,O,X,O,O
ZOTLSJI,O,O,O,O,O,O
ZOTJILS,X,X,O,O,O,O
ZOTJISL,O,O,X,O,O,O
ZOTJLIS,X,X,O,O,O,O
ZOTJLSI,X,X,O,O,O,O
ZOTJSIL,O,O,X,O,O,O
ZOTJSLI,O,O,O,O,O,O
ZOTSILJ,O,O,X,X,O,X
ZOTSIJL,O,O,X,O,O,O
ZOTSLIJ,O,O,O,X,O,O
ZOTSLJI,O,O,O,O,O,O
ZOTSJIL,O,O,X,O,O,O
ZOTSJLI,O,O,O,O,O,O
ZOITLJS,X,O,O,X,O,O
ZOITLSJ,O,O,O,X,O,O
ZOITJLS,X,X,O,O,O,O
ZOITJSL,O,O,X,O,O,O
ZOITSLJ,O,O,X,X,O,X
ZOITSJL,O,O,X,O,O,O
ZOILTJS,O,O,O,X,O,O
ZOILTSJ,O,O,O,X,O,O
ZOILJTS,O,O,O,X,O,O
ZOILJST,O,O,O,X,O,O
ZOILSTJ,O,O,O,X,X,O
ZOILSJT,O,O,O,X,O,O
ZOIJTLS,X,X,O,O,O,O
ZOIJTSL,O,O,X,O,O,O
ZOIJLTS,X,O,O,O,O,O
ZOIJLST,X,O,O,O,O,O
ZOIJSTL,O,O,X,O,O,O
ZOIJSLT,O,O,O,O,O,O
ZOISTLJ,O,O,X,X,O,X
ZOISTJL,O,O,X,O,O,O
ZOISLTJ,O,O,O,X,X,X
ZOISLJT,O,O,O,X,O,X
ZOISJTL,O,O,X,O,O,O
ZOISJLT,O,O,O,O,O,O
ZOLTIJS,O,O,O,O,O,O
ZOLTISJ,O,O,O,X,O,O
ZOLTJIS,O,O,O,O,O,O
ZOLTJSI,O,O,O,O,O,O
ZOLTSIJ,O,O,O,X,O,O
ZOLTSJI,O,O,O,O,O,O
ZOLITJS,O,O,O,O,O,O
ZOLITSJ,O,O,O,X,O,O
ZOLIJTS,O,O,O,O,O,O
ZOLIJST,O,O,O,O,O,O
ZOLISTJ,O,O,O,X,X,O
ZOLISJT,O,O,O,X,O,O
ZOLJTIS,O,O,O,O,O,O
ZOLJTSI,O,O,O,O,O,O
ZOLJITS,O,O,O,O,O,O
ZOLJIST,O,O,O,O,O,O
ZOLJSTI,O,O,O,O,O,O
ZOLJSIT,O,O,O,O,O,O
ZOLSTIJ,O,O,O,X,O,O
ZOLSTJI,O,O,O,O,O,O
ZOLSITJ,O,O,O,X,X,O
ZOLSIJT,O,O,O,X,O,O
ZOLSJTI,O,O,O,O,O,O
ZOLSJIT,O,O,O,O,O,O
ZOJTILS,X,X,O,O,O,O
ZOJTISL,O,O,X,O,O,O
ZOJTLIS,X,X,O,O,O,O
ZOJTLSI,X,X,O,O,O,O
ZOJTSIL,O,O,X,O,O,O
ZOJTSLI,O,O,O,O,O,O
ZOJITLS,X,X,O,O,O,O
ZOJITSL,O,O,X,O,O,O
ZOJILTS,X,O,O,O,O,O
ZOJILST,X,O,O,O,O,O
ZOJISTL,O,O,X,O,O,O
ZOJISLT,O,O,O,O,O,O
ZOJLTIS,X,O,O,O,O,O
ZOJLTSI,X,O,O,O,O,O
ZOJLITS,X,O,O,O,O,O
ZOJLIST,X,O,O,O,O,O
ZOJLSTI,X,O,O,O,O,O
ZOJLSIT,X,O,O,O,O,O
ZOJSTIL,O,O,X,O,O,O
ZOJSTLI,O,O,O,O,O,O
ZOJSITL,O,O,X,O,O,O
ZOJSILT,O,O,O,O,O,O
ZOJSLTI,O,O,O,O,O,O
ZOJSLIT,O,O,O,O,O,O
ZOSTILJ,O,O,X,X,O,X
ZOSTIJL,O,O,X,O,O,O
ZOSTLIJ,O,O,O,X,O,O
ZOSTLJI,O,O,O,O,O,O
ZOSTJIL,O,O,X,O,O,O
ZOSTJLI,O,O,O,O,O,O
ZOSITLJ,O,O,X,X,O,X
ZOSITJL,O,O,X,O,O,O
ZOSILTJ,O,O,O,X,X,X
ZOSILJT,O,O,O,X,O,X
ZOSIJTL,O,O,X,O,O,O
ZOSIJLT,O,O,O,O,O,O
ZOSLTIJ,O,O,O,X,O,O
ZOSLTJI,O,O,O,O,O,O
ZOSLITJ,O,O,O,X,X,O
ZOSLIJT,O,O,O,X,O,O
ZOSLJTI,O,O,O,O,O,O
ZOSLJIT,O,O,O,O,O,O
ZOSJTIL,O,O,X,O,O,O
ZOSJTLI,O,O,O,O,O,O
ZOSJITL,O,O,X,O,O,O
ZOSJILT,O,O,O,O,O,O
ZOSJLTI,O,O,O,O,O,O
ZOSJLIT,O,O,O,O,O,O
OTILJSZ,O,O,O,O,O,O
OTILJZS,O,O,O,O,O,X
OTILSJZ,O,O,X,O,O,O
OTILSZJ,O,O,X,X,O,O
OTILZJS,O,O,O,O,O,O
OTILZSJ,O,O,X,X,O,O
OTIJLSZ,X,X,O,O,O,X
OTIJLZS,X,X,O,O,O,X
OTIJSLZ,O,O,O,X,O,X
OTIJSZL,O,O,X,O,O,X
OTIJZLS,X,X,O,O,O,X
OTIJZSL,O,O,X,O,O,X
OTISLJZ,O,O,O,X,O,X
OTISLZJ,O,O,O,X,O,X
OTISJLZ,O,O,O,X,O,X
OTISJZL,O,O,X,X,O,X
OTISZLJ,O,O,X,X,O,X
OTISZJL,O,O,X,O,O,O
OTIZLJS,X,O,O,X,O,O
OTIZLSJ,O,O,X,X,O,O
OTIZJLS,X,X,O,O,O,O
OTIZJSL,O,O,X,O,O,O
OTIZSLJ,O,O,X,X,O,X
OTIZSJL,O,O,X,O,O,O
OTLIJSZ,O,O,O,O,O,O
OTLIJZS,O,O,O,O,O,X
OTLISJZ,O,O,O,O,O,O
OTLISZJ,O,O,O,X,O,O
OTLIZJS,O,O,O,O,O,O
OTLIZSJ,O,O,O,X,O,O
OTLJISZ,O,O,O,O,O,O
OTLJIZS,O,O,O,O,O,X
OTLJSIZ,O,O,O,O,O,O
OTLJSZI,O,O,O,O,O,O
OTLJZIS,O,O,O,O,O,O
OTLJZSI,O,O,O,O,O,O
OTLSIJZ,O,O,O,O,O,O
OTLSIZJ,O,O,O,X,O,O
OTLSJIZ,O,O,O,O,O,O
OTLSJZI,O,O,O,O,O,O
OTLSZIJ,O,O,O,X,O,O
OTLSZJI,O,O,O,O,O,O
OTLZIJS,O,O,O,O,O,O
OTLZISJ,O,O,O,X,O,O
OTLZJIS,O,O,O,O,O,O
OTLZJSI,O,O,O,O,O,O
OTLZSIJ,O,O,O,X,O,O
OTLZSJI,O,O,O,O,O,O
OTJILSZ,X,X,O,O,O,X
OTJILZS,X,X,O,O,O,X
OTJISLZ,O,O,O,X,O,X
OTJISZL,O,O,X,O,O,X
OTJIZLS,X,X,O,O,O,X
OTJIZSL,O,O,X,O,O,X
OTJLISZ,X,X,O,O,O,O
OTJLIZS,X,X,O,O,O,X
OTJLSIZ,X,X,O,O,O,O
OTJLSZI,X,X,O,O,O,O
OTJLZIS,X,X,O,O,O,O
OTJLZSI,X,X,O,O,O,O
OTJSILZ,O,O,O,X,O,X
OTJSIZL,O,O,X,O,O,X
OTJSLIZ,O,O,O,O,O,X
OTJSLZI,O,O,O,O,O,X
OTJSZIL,O,O,X,O,O,O
OTJSZLI,O,O,O,O,O,O
OTJZILS,X,X,O,O,O,O
OTJZISL,O,O,X,O,O,O
OTJZLIS,X,X,O,O,O,O
OTJZLSI,X,X,O,O,O,O
OTJZSIL,O,O,X,O,O,O
OTJZSLI,O,O,O,O,O,O
OTSILJZ,O,O,O,X,O,X
OTSILZJ,O,O,O,X,O,X
OTSIJLZ,O,O,O,X,O,X
OTSIJZL,O,O,X,X,O,X
OTSIZLJ,O,O,X,X,O,X
OTSIZJL,O,O,X,O,O,O
OTSLIJZ,O,O,O,O,O,O
OTSLIZJ,O,O,O,X,O,O
OTSLJIZ,O,O,O,O,O,O
OTSLJZI,O,O,O,O,O,O
OTSLZIJ,O,O,O,X,O,O
OTSLZJI,O,O,O,O,O,O
OTSJILZ,O,O,O,X,O,X
OTSJIZL,O,O,X,O,O,X
OTSJLIZ,O,O,O,O,O,X
OTSJLZI,O,O,O,O,O,X
OTSJZIL,O,O,X,O,O,O
OTSJZLI,O,O,O,O,O,O
OTSZILJ,O,O,X,X,O,X
OTSZIJL,O,O,X,O,O,O
OTSZLIJ,O,O,O,X,O,O
OTSZLJI,O,O,O,O,O,O
OTSZJIL,O,O,X,O,O,O
OTSZJLI,O,O,O,O,O,O
OTZILJS,X,O,O,X,O,O
OTZILSJ,O,O,O,X,O,O
OTZIJLS,X,X,O,O,O,O
OTZIJSL,O,O,X,O,O,O
OTZISLJ,O,O,X,X,O,X
OTZISJL,O,O,X,O,O,O
OTZLIJS,X,O,O,O,O,O
OTZLISJ,O,O,O,X,O,O
OTZLJIS,X,O,O,O,O,O
OTZLJSI,X,O,O,O,O,O
OTZLSIJ,O,O,O,X,O,O
OTZLSJI,O,O,O,O,O,O
OTZJILS,X,X,O,O,O,O
OTZJISL,O,O,X,O,O,O
OTZJLIS,X,X,O,O,O,O
OTZJLSI,X,X,O,O,O,O
OTZJSIL,O,O,X,O,O,O
OTZJSLI,O,O,O,O,O,O
OTZSILJ,O,O,X,X,O,X
OTZSIJL,O,O,X,O,O,O
OTZSLIJ,O,O,O,X,O,O
OTZSLJI,O,O,O,O,O,O
OTZSJIL,O,O,X,O,O,O
OTZSJLI,O,O,O,O,O,O
OITLJSZ,O,O,O,O,O,O
OITLJZS,O,O,O,O,O,X
OITLSJZ,O,O,X,O,O,O
OITLSZJ,O,O,X,X,O,O
OITLZJS,O,O,O,O,O,O
OITLZSJ,O,O,X,X,O,O
OITJLSZ,X,X,O,O,O,X
OITJLZS,X,X,O,O,O,X
OITJSLZ,O,O,O,X,O,X
OITJSZL,O,O,X,O,O,X
OITJZLS,X,X,O,O,O,X
OITJZSL,O,O,X,O,O,X
OITSLJZ,O,O,O,X,O,X
OITSLZJ,O,O,O,X,O,X
OITSJLZ,O,O,O,X,O,X
OITSJZL,O,O,X,X,O,X
OITSZLJ,O,O,X,X,O,X
OITSZJL,O,O,X,O,O,O
OITZLJS,X,O,O,X,O,O
OITZLSJ,O,O,X,X,O,O
OITZJLS,X,X,O,O,O,O
OITZJSL,O,O,X,O,O,O
OITZSLJ,O,O,X,X,O,X
OITZSJL,O,O,X,O,O,O
OILTJSZ,O,O,O,O,X,O
OILTJZS,O,O,O,O,X,X
OILTSJZ,O,O,O,O,X,O
OILTSZJ,O,O,O,X,X,O
OILTZJS,O,O,O,O,X,O
OILTZSJ,O,O,O,X,X,O
OILJTSZ,O,O,O,O,X,O
OILJTZS,O,O,O,O,X,X
OILJSTZ,O,O,O,O,X,O
OILJSZT,O,O,O,O,X,X
OILJZTS,O,O,O,O,X,X
OILJZST,O,O,O,O,X,X
OILSTJZ,O,O,O,O,X,O
OILSTZJ,O,O,O,X,X,O
OILSJTZ,O,O,O,O,X,O
OILSJZT,O,O,O,O,X,X
OILSZTJ,O,O,O,X,X,O
OILSZJT,O,O,O,X,X,O
OILZTJS,O,O,O,O,X,O
OILZTSJ,O,O,O,X,X,O
OILZJTS,O,O,O,O,X,O
OILZJST,O,O,O,O,X,O
OILZSTJ,O,O,O,X,X,O
OILZSJT,O,O,O,X,X,O
OIJTLSZ,X,X,O,O,O,X
OIJTLZS,X,X,O,O,O,X
OIJTSLZ,O,O,O,X,O,X
OIJTSZL,O,O,X,O,O,X
OIJTZLS,X,X,O,O,O,X
OIJTZSL,O,O,X,O,O,X
OIJLTSZ,O,O,O,O,X,X
OIJLTZS,O,O,O,O,X,X
OIJLSTZ,O,O,O,O,X,X
OIJLSZT,O,O,O,O,X,X
OIJLZTS,O,O,O,O,X,X
OIJLZST,O,O,O,O,X,X
OIJSTLZ,O,O,X,X,O,X
OIJSTZL,O,O,X,O,O,X
OIJSLTZ,O,O,O,X,X,X
OIJSLZT,O,O,O,X,X,X
OIJSZTL,O,O,X,O,O,X
OIJSZLT,O,O,X,O,O,X
OIJZTLS,X,X,O,O,O,X
OIJZTSL,O,O,X,O,O,X
OIJZLTS,X,O,O,O,O,X
OIJZLST,X,O,O,O,O,X
OIJZSTL,O,O,X,O,O,X
OIJZSLT,O,O,O,O,O,X
OISTLJZ,O,O,O,X,O,X
OISTLZJ,O,O,O,X,O,X
OISTJLZ,O,O,O,X,O,X
OISTJZL,O,O,X,X,O,X
OISTZLJ,O,O,X,X,O,X
OISTZJL,O,O,X,O,O,O
OISLTJZ,O,O,O,X,X,X
OISLTZJ,O,O,O,X,X,X
OISLJTZ,O,O,O,X,X,X
OISLJZT,O,O,O,X,X,X
OISLZTJ,O,O,O,X,X,X
OISLZJT,O,O,O,X,X,X
OISJTLZ,O,O,X,X,O,X
OISJTZL,O,O,X,X,O,X
OISJLTZ,O,O,O,X,X,X
OISJLZT,O,O,O,X,X,X
OISJZTL,O,O,X,X,O,X
OISJZLT,O,O,X,X,O,X
OISZTLJ,O,O,X,X,O,X
OISZTJL,O,O,X,O,O,O
OISZLTJ,O,O,X,X,X,X
OISZLJT,O,O,X,X,O,X
OISZJTL,O,O,X,O,O,O
OISZJLT,O,O,X,O,O,O
OIZTLJS,X,O,O,X,O,O
OIZTLSJ,O,O,O,X,O,O
OIZTJLS,X,X,O,O,O,O
OIZTJSL,O,O,X,O,O,O
OIZTSLJ,O,O,X,X,O,X
OIZTSJL,O,O,X,O,O,O
OIZLTJS,O,O,O,X,O,O
OIZLTSJ,O,O,O,X,O,O
OIZLJTS,O,O,O,X,O,O
OIZLJST,O,O,O,X,O,O
OIZLSTJ,O,O,O,X,X,O
OIZLSJT,O,O,O,X,O,O
OIZJTLS,X,X,O,O,O,O
OIZJTSL,O,O,X,O,O,O
OIZJLTS,X,O,O,O,O,O
OIZJLST,X,O,O,O,O,O
OIZJSTL,O,O,X,O,O,O
OIZJSLT,O,O,O,O,O,O
OIZSTLJ,O,O,X,X,O,X
OIZSTJL,O,O,X,O,O,O
OIZSLTJ,O,O,O,X,X,X
OIZSLJT,O,O,O,X,O,X
OIZSJTL,O,O,X,O,O,O
OIZSJLT,O,O,O,O,O,O
OLTIJSZ,O,O,O,O,O,O
OLTIJZS,O,O,O,O,O,X
OLTISJZ,O,O,O,O,O,O
OLTISZJ,O,O,O,X,O,O
OLTIZJS,O,O,O,O,O,O
OLTIZSJ,O,O,O,X,O,O
OLTJISZ,O,O,O,O,O,O
OLTJIZS,O,O,O,O,O,X
OLTJSIZ,O,O,O,O,O,O
OLTJSZI,O,O,O,O,O,O
OLTJZIS,O,O,O,O,O,O
OLTJZSI,O,O,O,O,O,O
OLTSIJZ,O,O,O,O,O,O
OLTSIZJ,O,O,O,X,O,O
OLTSJIZ,O,O,O,O,O,O
OLTSJZI,O,O,O,O,O,O
OLTSZIJ,O,O,O,X,O,O
OLTSZJI,O,O,O,O,O,O
OLTZIJS,O,O,O,O,O,O
OLTZISJ,O,O,O,X,O,O
OLTZJIS,O,O,O,O,O,O
OLTZJSI,O,O,O,O,O,O
OLTZSIJ,O,O,O,X,O,O
OLTZSJI,O,O,O,O,O,O
OLITJSZ,O,O,O,O,X,O
OLITJZS,O,O,O,O,X,X
OLITSJZ,O,O,O,O,X,O
OLITSZJ,O,O,O,X,X,O
OLITZJS,O,O,O,O,X,O
OLITZSJ,O,O,O,X,X,O
OLIJTSZ,O,O,O,O,X,O
OLIJTZS,O,O,O,O,X,X
OLIJSTZ,O,O,O,O,X,O
OLIJSZT,O,O,O,O,X,X
OLIJZTS,O,O,O,O,X,X
OLIJZST,O,O,O,O,X,X
OLISTJZ,O,O,O,O,X,O
OLISTZJ,O,O,O,X,X,O
OLISJTZ,O,O,O,O,X,O
OLISJZT,O,O,O,O,X,X
OLISZTJ,O,O,O,X,X,O
OLISZJT,O,O,O,X,X,O
OLIZTJS,O,O,O,O,X,O
OLIZTSJ,O,O,O,X,X,O
OLIZJTS,O,O,O,O,X,O
OLIZJST,O,O,O,O,X,O
OLIZSTJ,O,O,O,X,X,O
OLIZSJT,O,O,O,X,X,O
OLJTISZ,O,O,O,O,O,O
OLJTIZS,O,O,O,O,O,X
OLJTSIZ,O,O,O,O,O,O
OLJTSZI,O,O,O,O,O,O
OLJTZIS,O,O,O,O,O,O
OLJTZSI,O,O,O,O,O,O
OLJITSZ,O,O,O,O,X,O
OLJITZS,O,O,O,O,X,X
OLJISTZ,O,O,O,O,X,O
OLJISZT,O,O,O,O,X,X
OLJIZTS,O,O,O,O,X,X
OLJIZST,O,O,O,O,X,X
OLJSTIZ,O,O,O,O,O,O
OLJSTZI,O,O,O,O,O,O
OLJSITZ,O,O,O,O,X,O
OLJSIZT,O,O,O,O,X,X
OLJSZTI,O,O,O,O,O,O
OLJSZIT,O,O,O,O,O,O
OLJZTIS,O,O,O,O,O,O
OLJZTSI,O,O,O,O,O,O
OLJZITS,O,O,O,O,O,O
OLJZIST,O,O,O,O,O,O
OLJZSTI,O,O,O,O,O,O
OLJZSIT,O,O,O,O,O,O
OLSTIJZ,O,O,O,O,O,O
OLSTIZJ,O,O,O,X,O,O
OLSTJIZ,O,O,O,O,O,O
OLSTJZI,O,O,O,O,O,O
OLSTZIJ,O,O,O,X,O,O
OLSTZJI,O,O,O,O,O,O
OLSITJZ,O,O,O,O,X,O
OLSITZJ,O,O,O,X,X,O
OLSIJTZ,O,O,O,O,X,O
OLSIJZT,O,O,O,O,X,X
OLSIZTJ,O,O,O,X,X,O
OLSIZJT,O,O,O,X,X,O
OLSJTIZ,O,O,O,O,O,O
OLSJTZI,O,O,O,O,O,O
OLSJITZ,O,O,O,O,X,O
OLSJIZT,O,O,O,O,X,X
OLSJZTI,O,O,O,O,O,O
OLSJZIT,O,O,O,O,O,O
OLSZTIJ,O,O,O,X,O,O
OLSZTJI,O,O,O,O,O,O
OLSZITJ,O,O,O,X,X,O
OLSZIJT,O,O,O,X,O,O
OLSZJTI,O,O,O,O,O,O
OLSZJIT,O,O,O,O,O,O
OLZTIJS,O,O,O,O,O,O
OLZTISJ,O,O,O,X,O,O
OLZTJIS,O,O,O,O,O,O
OLZTJSI,O,O,O,O,O,O
OLZTSIJ,O,O,O,X,O,O
OLZTSJI,O,O,O,O,O,O
OLZITJS,O,O,O,O,O,O
OLZITSJ,O,O,O,X,O,O
OLZIJTS,O,O,O,O,O,O
OLZIJST,O,O,O,O,O,O
OLZISTJ,O,O,O,X,X,O
OLZISJT,O,O,O,X,O,O
OLZJTIS,O,O,O,O,O,O
OLZJTSI,O,O,O,O,O,O
OLZJITS,O,O,O,O,O,O
OLZJIST,O,O,O,O,O,O
OLZJSTI,O,O,O,O,O,O
OLZJSIT,O,O,O,O,O,O
OLZSTIJ,O,O,O,X,O,O
OLZSTJI,O,O,O,O,O,O
OLZSITJ,O,O,O,X,X,O
OLZSIJT,O,O,O,X,O,O
OLZSJTI,O,O,O,O,O,O
OLZSJIT,O,O,O,O,O,O
OJTILSZ,X,X,O,O,O,X
OJTILZS,X,X,O,O,O,X
OJTISLZ,O,O,O,X,O,X
OJTISZL,O,O,X,O,O,X
OJTIZLS,X,X,O,O,O,X
OJTIZSL,O,O,X,O,O,X
OJTLISZ,X,X,O,O,O,O
OJTLIZS,X,X,O,O,O,X
OJTLSIZ,X,X,O,O,O,O
OJTLSZI,X,X,O,O,O,O
OJTLZIS,X,X,O,O,O,O
OJTLZSI,X,X,O,O,O,O
OJTSILZ,O,O,O,X,O,X
OJTSIZL,O,O,X,O,O,X
OJTSLIZ,O,O,O,O,O,X
OJTSLZI,O,O,O,O,O,X
OJTSZIL,O,O,X,O,O,O
OJTSZLI,O,O,O,O,O,O
OJTZILS,X,X,O,O,O,O
OJTZISL,O,O,X,O,O,O
OJTZLIS,X,X,O,O,O,O
OJTZLSI,X,X,O,O,O,O
OJTZSIL,O,O,X,O,O,O
OJTZSLI,O,O,O,O,O,O
OJITLSZ,X,X,O,O,O,X
OJITLZS,X,X,O,O,O,X
OJITSLZ,O,O,O,X,O,X
OJITSZL,O,O,X,O,O,X
OJITZLS,X,X,O,O,O,X
OJITZSL,O,O,X,O,O,X
OJILTSZ,O,O,O,O,X,X
OJILTZS,O,O,O,O,X,X
OJILSTZ,O,O,O,O,X,X
OJILSZT,O,O,O,O,X,X
OJILZTS,O,O,O,O,X,X
OJILZST,O,O,O,O,X,X
OJISTLZ,O,O,X,X,O,X
OJISTZL,O,O,X,O,O,X
OJISLTZ,O,O,O,X,X,X
OJISLZT,O,O,O,X,X,X
OJISZTL,O,O,X,O,O,X
OJISZLT,O,O,X,O,O,X
OJIZTLS,X,X,O,O,O,X
OJIZTSL,O,O,X,O,O,X
OJIZLTS,X,O,O,O,O,X
OJIZLST,X,O,O,O,O,X
OJIZSTL,O,O,X,O,O,X
OJIZSLT,O,O,O,O,O,X
OJLTISZ,O,O,O,O,O,O
OJLTIZS,O,O,O,O,O,X
OJLTSIZ,O,O,O,O,O,O
OJLTSZI,O,O,O,O,O,O
OJLTZIS,O,O,O,O,O,O
OJLTZSI,O,O,O,O,O,O
OJLITSZ,O,O,O,O,X,O
OJLITZS,O,O,O,O,X,X
OJLISTZ,O,O,O,O,X,O
OJLISZT,O,O,O,O,X,X
OJLIZTS,O,O,O,O,X,X
OJLIZST,O,O,O,O,X,X
OJLSTIZ,O,O,O,O,O,O
OJLSTZI,O,O,O,O,O,O
OJLSITZ,O,O,O,O,X,O
OJLSIZT,O,O,O,O,X,X
OJLSZTI,O,O,O,O,O,O
