sequence,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8JeZEJvhFflB0gB?mhBziBqrBlsB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8JeZEJvhFflB0gB?6mBTiBeoBVxB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8Jex/IvhFlhB3iB?OpBilB8sBzrB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8JeZEJvhFflB0gB?lhBaoBTnBWxB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8JeZEJvhFflBlgB?iiB0mBznBWxB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8Je1GJvhFxkBznB?OpBilB8rB3sB
LZSOJTI,O,X,O,O,O,X
LZSOJIT,O,X,O,O,O,X
LZOTIJS,X,X,O,X,X,X
LZOTISJ,X,X,O,X,O,X
LZOTJIS,X,X,O,X,X,X
LZOTJSI,X,X,O,X,X,X
LZOTSIJ,X,X,O,X,O,X
LZOTSJI,X,X,O,X,O,X
LZOITJS,X,X,O,X,X,X
LZOITSJ,X,X,O,X,O,X
LZOIJTS,X,X,O,X,X,X
LZOIJST,X,X,O,X,O,X
LZOISTJ,X,X,O,X,O,X
LZOISJT,X,X,O,X,O,X
LZOJTIS,X,X,O,X,X,X
LZOJTSI,X,X,O,X,X,X
LZOJITS,X,X,O,X,X,X
LZOJIST,X,X,O,X,O,X
LZOJSTI,X,X,O,X,O,X
LZOJSIT,X,X,O,X,O,X
LZOSTIJ,X,X,O,X,O,X
LZOSTJI,X,X,O,X,O,X
LZOSITJ,X,X,O,X,O,X
LZOSIJT,X,X,O,X,O,X
LZOSJTI,X,X,O,X,O,X
LZOSJIT,X,X,O,X,O,X
LOTIJSZ,O,X,O,X,X,O
LOTIJZS,O,X,O,X,X,O
LOTISJZ,O,X,X,X,X,O
LOTISZJ,O,X,O,X,X,O
LOTIZJS,O,X,O,X,X,O
LOTIZSJ,O,X,O,X,X,O
LOTJISZ,O,X,O,X,X,X
LOTJIZS,O,X,O,X,X,X
LOTJSIZ,O,X,O,X,X,X
LOTJSZI,O,X,O,X,X,X
LOTJZIS,O,X,O,X,X,X
LOTJZSI,O,X,O,X,X,X
LOTSIJZ,O,X,X,X,X,X
LOTSIZJ,O,X,O,X,X,X
LOTSJIZ,O,X,O,X,X,X
LOTSJZI,O,X,O,X,X,X
LOTSZIJ,O,X,O,X,X,X
LOTSZJI,O,X,O,X,X,X
LOTZIJS,O,X,O,X,X,X
LOTZISJ,O,X,O,X,X,X
LOTZJIS,O,X,O,X,X,X
LOTZJSI,O,X,O,X,X,X
LOTZSIJ,O,X,O,X,X,X
LOTZSJI,O,X,O,X,X,X
LOITJSZ,O,X,O,X,X,O
LOITJZS,O,X,O,X,X,O
LOITSJZ,O,X,X,X,X,O
LOITSZJ,O,X,O,X,X,O
LOITZJS,O,X,O,X,X,O
LOITZSJ,O,X,O,X,X,O
LOIJTSZ,O,X,O,O,X,X
LOIJTZS,O,X,O,X,X,X
LOIJSTZ,O,X,O,O,X,X
LOIJSZT,O,X,O,O,X,X
LOIJZTS,X,X,O,X,X,X
LOIJZST,X,X,O,X,X,X
LOISTJZ,O,X,X,X,X,X
LOISTZJ,O,X,O,X,O,X
LOISJTZ,O,X,X,O,X,X
LOISJZT,O,X,X,O,X,X
LOISZTJ,O,X,O,O,O,X
LOISZJT,O,X,O,O,O,X
LOIZTJS,X,X,O,X,X,X
LOIZTSJ,X,X,O,X,O,X
LOIZJTS,X,X,O,X,X,X
LOIZJST,X,X,O,X,O,X
LOIZSTJ,X,X,O,X,O,X
LOIZSJT,X,X,O,X,O,X
LOJTISZ,O,X,O,O,X,X
LOJTIZS,O,X,O,X,X,X
LOJTSIZ,O,X,O,O,X,X
LOJTSZI,O,X,O,O,X,X
LOJTZIS,O,X,O,X,X,X
LOJTZSI,O,X,O,X,X,X
LOJITSZ,O,X,O,O,X,X
LOJITZS,O,X,O,X,X,X
LOJISTZ,O,X,O,O,X,X
LOJISZT,O,X,O,O,X,X
LOJIZTS,X,X,O,X,X,X
LOJIZST,X,X,O,X,X,X
LOJSTIZ,O,X,O,O,X,X
LOJSTZI,O,X,O,O,X,X
LOJSITZ,O,X,O,O,X,X
LOJSIZT,O,X,O,O,X,X
LOJSZTI,O,X,O,O,X,X
LOJSZIT,O,X,O,O,X,X
LOJZTIS,X,X,O,X,X,X
LOJZTSI,X,X,O,X,X,X
LOJZITS,X,X,O,X,X,X
LOJZIST,X,X,O,X,X,X
LOJZSTI,X,X,O,X,X,X
LOJZSIT,X,X,O,X,X,X
LOSTIJZ,O,X,X,X,X,X
LOSTIZJ,O,X,O,X,O,X
LOSTJIZ,O,X,O,X,X,X
LOSTJZI,O,X,O,X,X,X
LOSTZIJ,O,X,O,X,O,X
LOSTZJI,O,X,O,X,O,X
LOSITJZ,O,X,X,X,X,X
LOSITZJ,O,X,O,X,O,X
LOSIJTZ,O,X,X,O,X,X
LOSIJZT,O,X,X,O,X,X
LOSIZTJ,O,X,O,O,O,X
LOSIZJT,O,X,O,O,O,X
LOSJTIZ,O,X,O,O,X,X
LOSJTZI,O,X,O,O,X,X
LOSJITZ,O,X,O,O,X,X
LOSJIZT,O,X,O,O,X,X
LOSJZTI,O,X,O,O,X,X
LOSJZIT,O,X,O,O,X,X
LOSZTIJ,O,X,O,O,O,X
LOSZTJI,O,X,O,X,O,X
LOSZITJ,O,X,O,O,O,X
LOSZIJT,O,X,O,O,O,X
LOSZJTI,O,X,O,O,O,X
LOSZJIT,O,X,O,O,O,X
LOZTIJS,X,X,O,X,X,X
LOZTISJ,X,X,O,X,O,X
LOZTJIS,X,X,O,X,X,X
LOZTJSI,X,X,O,X,X,X
LOZTSIJ,X,X,O,X,O,X
LOZTSJI,X,X,O,X,O,X
LOZITJS,X,X,O,X,X,X
LOZITSJ,X,X,O,X,O,X
LOZIJTS,X,X,O,X,X,X
LOZIJST,X,X,O,X,O,X
LOZISTJ,X,X,O,X,O,X
LOZISJT,X,X,O,X,O,X
LOZJTIS,X,X,O,X,X,X
LOZJTSI,X,X,O,X,X,X
LOZJITS,X,X,O,X,X,X
LOZJIST,X,X,O,X,O,X
LOZJSTI,X,X,O,X,O,X
LOZJSIT,X,X,O,X,O,X
LOZSTIJ,X,X,O,X,O,X
LOZSTJI,X,X,O,X,O,X
LOZSITJ,X,X,O,X,O,X
LOZSIJT,X,X,O,X,O,X
LOZSJTI,X,X,O,X,O,X
LOZSJIT,X,X,O,X,O,X
JTILSZO,O,O,O,O,X,X
JTILSOZ,O,O,O,O,X,X
JTILZSO,O,O,O,O,X,X
JTILZOS,O,O,O,X,X,X
JTILOSZ,O,O,O,O,X,X
JTILOZS,O,O,O,O,X,X
JTISLZO,O,O,X,O,X,X
JTISLOZ,O,O,X,O,X,X
JTISZLO,X,O,X,O,X,X
JTISZOL,X,O,X,O,X,X
JTISOLZ,O,O,X,O,X,X
JTISOZL,X,O,X,O,X,X
JTIZLSO,X,O,O,O,X,X
JTIZLOS,X,O,O,X,X,X
JTIZSLO,X,O,O,O,X,X
JTIZSOL,X,O,O,O,X,X
JTIZOLS,X,O,O,O,X,X
JTIZOSL,X,O,O,O,X,X
JTIOLSZ,O,O,O,O,X,O
JTIOLZS,O,O,O,O,X,O
JTIOSLZ,O,O,X,O,X,O
JTIOSZL,X,O,O,O,X,O
JTIOZLS,X,O,O,O,X,O
JTIOZSL,X,O,O,O,X,O
JTLISZO,O,O,O,O,X,X
JTLISOZ,O,O,O,O,X,X
JTLIZSO,O,O,O,O,X,X
JTLIZOS,O,O,O,X,X,X
JTLIOSZ,O,O,O,O,X,X
JTLIOZS,O,O,O,O,X,X
JTLSIZO,O,O,O,O,X,X
JTLSIOZ,O,O,O,O,X,X
JTLSZIO,O,O,O,O,X,X
JTLSZOI,O,O,O,O,X,X
JTLSOIZ,O,O,O,O,X,X
JTLSOZI,O,O,O,O,X,X
JTLZISO,O,O,O,O,X,X
JTLZIOS,O,O,O,X,X,X
JTLZSIO,O,O,O,O,X,X
JTLZSOI,O,O,O,O,X,X
JTLZOIS,O,O,O,X,X,X
JTLZOSI,O,O,O,X,X,X
JTLOISZ,O,O,O,O,X,X
JTLOIZS,O,O,O,O,X,X
JTLOSIZ,O,O,O,O,X,X
JTLOSZI,O,O,O,O,X,X
JTLOZIS,O,O,O,O,X,X
JTLOZSI,O,O,O,O,X,X
JTSILZO,O,O,X,O,X,X
JTSILOZ,O,O,X,O,X,X
JTSIZLO,X,O,X,O,X,X
JTSIZOL,X,O,X,O,X,X
JTSIOLZ,O,O,X,O,X,X
JTSIOZL,X,O,X,O,X,X
JTSLIZO,O,O,X,O,X,X
JTSLIOZ,O,O,X,O,X,X
JTSLZIO,O,O,X,O,X,X
JTSLZOI,O,O,X,O,X,X
JTSLOIZ,O,O,X,O,X,X
JTSLOZI,O,O,X,O,X,X
JTSZILO,X,O,X,O,X,X
JTSZIOL,X,O,X,O,X,X
JTSZLIO,X,O,X,O,X,X
JTSZLOI,X,O,X,O,X,X
JTSZOIL,X,O,X,O,X,X
JTSZOLI,X,O,X,O,X,X
JTSOILZ,O,O,X,O,X,X
JTSOIZL,X,O,X,O,X,X
JTSOLIZ,O,O,X,O,X,X
JTSOLZI,O,O,X,O,X,X
JTSOZIL,X,O,X,O,X,X
JTSOZLI,X,O,X,O,X,X
JTZILSO,X,O,O,O,X,X
JTZILOS,X,O,O,X,X,X
JTZISLO,X,O,O,O,X,X
JTZISOL,X,O,O,O,X,X
JTZIOLS,X,O,O,O,X,X
JTZIOSL,X,O,O,O,X,X
JTZLISO,X,O,O,O,X,X
JTZLIOS,X,O,O,X,X,X
JTZLSIO,X,O,O,O,X,X
JTZLSOI,X,O,O,O,X,X
JTZLOIS,X,O,O,X,X,X
JTZLOSI,X,O,O,X,X,X
JTZSILO,X,O,O,O,X,X
JTZSIOL,X,O,O,O,X,X
JTZSLIO,X,O,O,O,X,X
JTZSLOI,X,O,O,O,X,X
JTZSOIL,X,O,O,O,X,X
JTZSOLI,X,O,O,O,X,X
JTZOILS,X,O,O,O,X,X
JTZOISL,X,O,O,O,X,X
JTZOLIS,X,O,O,O,X,X
JTZOLSI,X,O,O,O,X,X
JTZOSIL,X,O,O,O,X,X
JTZOSLI,X,O,O,O,X,X
JTOILSZ,O,O,O,O,X,O
JTOILZS,O,O,O,O,X,O
JTOISLZ,O,O,X,O,X,O
JTOISZL,X,O,O,O,X,O
JTOIZLS,X,O,O,O,X,O
JTOIZSL,X,O,O,O,X,O
JTOLISZ,O,O,O,O,X,X
JTOLIZS,O,O,O,O,X,X
JTOLSIZ,O,O,O,O,X,X
JTOLSZI,O,O,O,O,X,X
JTOLZIS,O,O,O,O,X,X
JTOLZSI,O,O,O,O,X,X
JTOSILZ,O,O,X,O,X,X
JTOSIZL,X,O,O,O,X,X
JTOSLIZ,O,O,O,O,X,X
JTOSLZI,O,O,O,O,X,X
JTOSZIL,X,O,O,O,X,X
JTOSZLI,X,O,O,O,X,X
JTOZILS,X,O,O,O,X,X
JTOZISL,X,O,O,O,X,X
JTOZLIS,X,O,O,O,X,X
JTOZLSI,X,O,O,O,X,X
JTOZSIL,X,O,O,O,X,X
JTOZSLI,X,O,O,O,X,X
JITLSZO,O,O,O,O,X,X
JITLSOZ,O,O,O,O,X,X
JITLZSO,O,O,O,O,X,X
JITLZOS,O,O,O,X,X,X
JITLOSZ,O,O,O,O,X,X
JITLOZS,O,O,O,O,X,X
JITSLZO,O,O,X,O,X,X
JITSLOZ,O,O,X,O,X,X
JITSZLO,X,O,X,O,X,X
JITSZOL,X,O,X,O,X,X
JITSOLZ,O,O,X,O,X,X
JITSOZL,X,O,X,O,X,X
JITZLSO,X,O,O,O,X,X
JITZLOS,X,O,O,X,X,X
JITZSLO,X,O,O,O,X,X
JITZSOL,X,O,O,O,X,X
JITZOLS,X,O,O,O,X,X
JITZOSL,X,O,O,O,X,X
JITOLSZ,O,O,O,O,X,O
JITOLZS,O,O,O,O,X,O
JITOSLZ,O,O,X,O,X,O
JITOSZL,X,O,O,O,X,O
JITOZLS,X,O,O,O,X,O
JITOZSL,X,O,O,O,X,O
JILTSZO,O,O,O,O,X,X
JILTSOZ,O,O,O,O,X,X
JILTZSO,O,O,O,O,X,X
JILTZOS,O,O,O,X,X,X
JILTOSZ,O,O,O,O,X,X
JILTOZS,O,O,O,O,X,X
JILSTZO,O,O,O,O,X,X
JILSTOZ,O,O,O,O,X,X
JILSZTO,O,O,O,O,X,X
JILSZOT,O,X,O,O,X,X
JILSOTZ,O,X,O,O,X,X
JILSOZT,O,X,O,O,X,X
JILZTSO,O,X,O,O,X,X
JILZTOS,O,X,O,X,X,X
JILZSTO,O,X,O,O,X,X
JILZSOT,O,X,O,O,X,X
JILZOTS,X,X,O,X,X,X
JILZOST,X,X,O,X,X,X
JILOTSZ,O,X,O,O,X,X
JILOTZS,O,X,O,O,X,X
JILOSTZ,O,X,O,O,X,X
JILOSZT,O,X,O,O,X,X
JILOZTS,X,X,O,O,X,X
JILOZST,X,X,O,O,X,X
JISTLZO,O,O,X,O,X,X
JISTLOZ,O,O,X,O,X,X
JISTZLO,X,O,X,O,X,X
JISTZOL,X,O,X,O,O,X
JISTOLZ,O,O,X,O,X,X
JISTOZL,X,O,X,O,O,X
JISLTZO,O,O,O,O,X,X
JISLTOZ,O,O,O,O,X,X
JISLZTO,O,O,O,O,X,X
JISLZOT,O,X,O,O,X,X
JISLOTZ,O,X,O,O,X,X
JISLOZT,O,X,O,O,X,X
JISZTLO,O,O,O,O,X,X
JISZTOL,X,O,O,O,O,X
JISZLTO,O,O,O,O,X,X
JISZLOT,O,X,O,O,X,X
JISZOTL,X,O,O,O,O,X
JISZOLT,O,X,O,O,O,X
JISOTLZ,X,O,X,O,X,X
JISOTZL,X,O,O,O,O,X
JISOLTZ,X,X,O,O,X,X
JISOLZT,X,X,O,O,X,X
JISOZTL,X,O,O,O,O,X
JISOZLT,X,X,O,O,O,X
JIZTLSO,X,O,O,O,X,X
JIZTLOS,X,O,O,X,X,X
JIZTSLO,X,O,O,O,X,X
JIZTSOL,X,O,O,O,X,X
JIZTOLS,X,O,O,O,X,X
JIZTOSL,X,O,O,O,X,X
JIZLTSO,X,X,O,O,X,X
JIZLTOS,X,X,O,X,X,X
JIZLSTO,X,X,O,O,X,X
JIZLSOT,X,X,O,O,X,X
JIZLOTS,X,X,O,X,X,X
JIZLOST,X,X,O,X,X,X
JIZSTLO,X,O,O,O,X,X
JIZSTOL,X,O,O,O,O,X
JIZSLTO,X,O,O,O,X,X
JIZSLOT,X,X,O,O,X,X
JIZSOTL,X,O,O,O,O,X
JIZSOLT,X,X,O,O,O,X
JIZOTLS,X,X,O,O,X,X
JIZOTSL,X,X,O,O,X,X
JIZOLTS,X,X,O,O,X,X
JIZOLST,X,X,O,O,O,X
JIZOSTL,X,X,O,O,O,X
JIZOSLT,X,X,O,O,O,X
JIOTLSZ,X,O,O,O,X,O
JIOTLZS,X,O,O,O,X,O
JIOTSLZ,X,O,X,O,X,O
JIOTSZL,X,O,O,O,X,O
JIOTZLS,X,O,O,O,X,O
JIOTZSL,X,O,O,O,X,O
JIOLTSZ,X,X,O,O,X,X
JIOLTZS,X,X,O,O,X,X
JIOLSTZ,X,X,O,O,X,X
JIOLSZT,X,X,O,O,X,X
JIOLZTS,X,X,O,O,X,X
JIOLZST,X,X,O,O,X,X
JIOSTLZ,X,O,X,O,X,X
JIOSTZL,X,O,O,O,O,X
JIOSLTZ,X,X,O,O,X,X
JIOSLZT,X,X,O,O,X,X
JIOSZTL,X,O,O,O,O,X
JIOSZLT,X,X,O,O,O,X
JIOZTLS,X,X,O,O,X,X
JIOZTSL,X,X,O,O,X,X
JIOZLTS,X,X,O,O,X,X
JIOZLST,X,X,O,O,O,X
JIOZSTL,X,X,O,O,O,X
JIOZSLT,X,X,O,O,O,X
JLTISZO,O,O,O,O,X,X
JLTISOZ,O,O,O,O,X,X
JLTIZSO,O,O,O,O,X,X
JLTIZOS,O,O,O,X,X,X
JLTIOSZ,O,O,O,O,X,X
JLTIOZS,O,O,O,O,X,X
JLTSIZO,O,O,O,O,X,X
JLTSIOZ,O,O,O,O,X,X
JLTSZIO,O,O,O,O,X,X
JLTSZOI,O,O,O,O,X,X
JLTSOIZ,O,O,O,O,X,X
JLTSOZI,O,O,O,O,X,X
JLTZISO,O,O,O,O,X,X
JLTZIOS,O,O,O,X,X,X
JLTZSIO,O,O,O,O,X,X
JLTZSOI,O,O,O,O,X,X
JLTZOIS,O,O,O,X,X,X
JLTZOSI,O,O,O,X,X,X
JLTOISZ,O,O,O,O,X,X
JLTOIZS,O,O,O,O,X,X
JLTOSIZ,O,O,O,O,X,X
JLTOSZI,O,O,O,O,X,X
JLTOZIS,O,O,O,O,X,X
JLTOZSI,O,O,O,O,X,X
JLITSZO,O,O,O,O,X,X
JLITSOZ,O,O,O,O,X,X
JLITZSO,O,O,O,O,X,X
JLITZOS,O,O,O,X,X,X
JLITOSZ,O,O,O,O,X,X
JLITOZS,O,O,O,O,X,X
JLISTZO,O,O,O,O,X,X
JLISTOZ,O,O,O,O,X,X
JLISZTO,O,O,O,O,X,X
JLISZOT,O,X,O,O,X,X
JLISOTZ,O,X,O,O,X,X
JLISOZT,O,X,O,O,X,X
JLIZTSO,O,X,O,O,X,X
JLIZTOS,O,X,O,X,X,X
JLIZSTO,O,X,O,O,X,X
JLIZSOT,O,X,O,O,X,X
JLIZOTS,X,X,O,X,X,X
JLIZOST,X,X,O,X,X,X
JLIOTSZ,O,X,O,O,X,X
JLIOTZS,O,X,O,O,X,X
JLIOSTZ,O,X,O,O,X,X
JLIOSZT,O,X,O,O,X,X
JLIOZTS,X,X,O,O,X,X
JLIOZST,X,X,O,O,X,X
JLSTIZO,O,O,O,O,X,X
JLSTIOZ,O,O,O,O,X,X
JLSTZIO,O,O,O,O,X,X
JLSTZOI,O,O,O,O,X,X
JLSTOIZ,O,O,O,O,X,X
JLSTOZI,O,O,O,O,X,X
JLSITZO,O,O,O,O,X,X
JLSITOZ,O,O,O,O,X,X
JLSIZTO,O,O,O,O,X,X
JLSIZOT,O,X,O,O,X,X
JLSIOTZ,O,X,O,O,X,X
JLSIOZT,O,X,O,O,X,X
JLSZTIO,O,O,O,O,X,X
JLSZTOI,O,O,O,O,X,X
JLSZITO,O,O,O,O,X,X
JLSZIOT,O,X,O,O,X,X
JLSZOTI,O,X,O,O,X,X
JLSZOIT,O,X,O,O,X,X
JLSOTIZ,O,X,O,O,X,X
JLSOTZI,O,X,O,O,X,X
JLSOITZ,O,X,O,O,X,X
JLSOIZT,O,X,O,O,X,X
JLSOZTI,O,X,O,O,X,X
JLSOZIT,O,X,O,O,X,X
JLZTISO,O,X,O,O,X,X
JLZTIOS,O,X,O,X,X,X
JLZTSIO,O,X,O,O,X,X
JLZTSOI,O,X,O,O,X,X
JLZTOIS,O,X,O,X,X,X
JLZTOSI,O,X,O,X,X,X
JLZITSO,O,X,O,O,X,X
JLZITOS,O,X,O,X,X,X
JLZISTO,O,X,O,O,X,X
JLZISOT,O,X,O,O,X,X
JLZIOTS,X,X,O,X,X,X
JLZIOST,X,X,O,X,X,X
JLZSTIO,O,X,O,O,X,X
JLZSTOI,O,X,O,O,X,X
JLZSITO,O,X,O,O,X,X
JLZSIOT,O,X,O,O,X,X
JLZSOTI,O,X,O,O,X,X
JLZSOIT,O,X,O,O,X,X
JLZOTIS,X,X,O,X,X,X
JLZOTSI,X,X,O,X,X,X
JLZOITS,X,X,O,X,X,X
JLZOIST,X,X,O,X,X,X
JLZOSTI,X,X,O,X,X,X
JLZOSIT,X,X,O,X,X,X
JLOTISZ,O,X,O,O,X,X
JLOTIZS,O,X,O,O,X,X
JLOTSIZ,O,X,O,O,X,X
JLOTSZI,O,X,O,O,X,X
JLOTZIS,O,X,O,O,X,X
JLOTZSI,O,X,O,O,X,X
JLOITSZ,O,X,O,O,X,X
JLOITZS,O,X,O,O,X,X
JLOISTZ,O,X,O,O,X,X
JLOISZT,O,X,O,O,X,X
JLOIZTS,X,X,O,O,X,X
JLOIZST,X,X,O,O,X,X
JLOSTIZ,O,X,O,O,X,X
JLOSTZI,O,X,O,O,X,X
JLOSITZ,O,X,O,O,X,X
JLOSIZT,O,X,O,O,X,X
JLOSZTI,O,X,O,O,X,X
JLOSZIT,O,X,O,O,X,X
JLOZTIS,X,X,O,O,X,X
JLOZTSI,X,X,O,O,X,X
JLOZITS,X,X,O,O,X,X
JLOZIST,X,X,O,O,X,X
JLOZSTI,X,X,O,O,X,X
JLOZSIT,X,X,O,O,X,X
JSTILZO,O,O,X,O,X,X
JSTILOZ,O,O,X,O,X,X
JSTIZLO,X,O,X,O,X,X
JSTIZOL,X,O,X,O,O,X
JSTIOLZ,O,O,X,O,X,X
JSTIOZL,X,O,X,O,O,X
JSTLIZO,O,O,X,O,X,X
JSTLIOZ,O,O,X,O,X,X
JSTLZIO,O,O,X,O,X,X
JSTLZOI,O,O,X,O,X,X
JSTLOIZ,O,O,X,O,X,X
JSTLOZI,O,O,X,O,X,X
JSTZILO,X,O,X,O,X,X
JSTZIOL,X,O,X,O,O,X
JSTZLIO,X,O,X,O,X,X
JSTZLOI,X,O,X,O,X,X
JSTZOIL,X,O,X,O,O,X
JSTZOLI,X,O,X,O,O,X
JSTOILZ,O,O,X,O,X,X
JSTOIZL,X,O,X,O,O,X
JSTOLIZ,O,O,X,O,X,X
JSTOLZI,O,O,X,O,X,X
JSTOZIL,X,O,X,O,O,X
JSTOZLI,X,O,X,O,O,X
JSITLZO,O,O,X,O,X,X
JSITLOZ,O,O,X,O,X,X
JSITZLO,X,O,X,O,X,X
JSITZOL,X,O,X,O,O,X
JSITOLZ,O,O,X,O,X,X
JSITOZL,X,O,X,O,O,X
JSILTZO,O,O,O,O,X,X
JSILTOZ,O,O,O,O,X,X
JSILZTO,O,O,O,O,X,X
JSILZOT,O,X,O,O,X,X
JSILOTZ,O,X,O,O,X,X
JSILOZT,O,X,O,O,X,X
JSIZTLO,O,O,O,O,X,X
JSIZTOL,X,O,O,O,O,X
JSIZLTO,O,O,O,O,X,X
JSIZLOT,O,X,O,O,X,X
JSIZOTL,X,O,O,O,O,X
JSIZOLT,O,X,O,O,O,X
JSIOTLZ,X,O,X,O,X,X
JSIOTZL,X,O,O,O,O,X
JSIOLTZ,X,X,O,O,X,X
JSIOLZT,X,X,O,O,X,X
JSIOZTL,X,O,O,O,O,X
JSIOZLT,X,X,O,O,O,X
JSLTIZO,O,O,O,O,X,X
JSLTIOZ,O,O,O,O,X,X
JSLTZIO,O,O,O,O,X,X
JSLTZOI,O,O,O,O,X,X
JSLTOIZ,O,O,O,O,X,X
JSLTOZI,O,O,O,O,X,X
JSLITZO,O,O,O,O,X,X
JSLITOZ,O,O,O,O,X,X
JSLIZTO,O,O,O,O,X,X
JSLIZOT,O,X,O,O,X,X
JSLIOTZ,O,X,O,O,X,X
JSLIOZT,O,X,O,O,X,X
JSLZTIO,O,O,O,O,X,X
JSLZTOI,O,O,O,O,X,X
JSLZITO,O,O,O,O,X,X
JSLZIOT,O,X,O,O,X,X
JSLZOTI,O,X,O,O,X,X
JSLZOIT,O,X,O,O,X,X
JSLOTIZ,O,X,O,O,X,X
JSLOTZI,O,X,O,O,X,X
JSLOITZ,O,X,O,O,X,X
JSLOIZT,O,X,O,O,X,X
JSLOZTI,O,X,O,O,X,X
JSLOZIT,O,X,O,O,X,X
JSZTILO,O,O,O,O,X,X
JSZTIOL,X,O,O,O,O,X
JSZTLIO,O,O,O,O,X,X
JSZTLOI,O,O,O,O,X,X
JSZTOIL,X,O,O,O,O,X
JSZTOLI,X,O,O,O,O,X
JSZITLO,O,O,O,O,X,X
JSZITOL,X,O,O,O,O,X
JSZILTO,O,O,O,O,X,X
JSZILOT,O,X,O,O,X,X
JSZIOTL,X,O,O,O,O,X
JSZIOLT,O,X,O,O,O,X
JSZLTIO,O,O,O,O,X,X
JSZLTOI,O,O,O,O,X,X
JSZLITO,O,O,O,O,X,X
JSZLIOT,O,X,O,O,X,X
JSZLOTI,O,X,O,O,X,X
JSZLOIT,O,X,O,O,X,X
JSZOTIL,X,O,O,O,O,X
JSZOTLI,X,O,O,O,O,X
JSZOITL,X,O,O,O,O,X
JSZOILT,O,X,O,O,O,X
JSZOLTI,O,X,O,O,O,X
JSZOLIT,O,X,O,O,O,X
JSOTILZ,X,O,X,O,X,X
JSOTIZL,X,O,O,O,O,X
JSOTLIZ,X,O,O,O,X,X
JSOTLZI,X,O,O,O,X,X
JSOTZIL,X,O,O,O,O,X
JSOTZLI,X,O,O,O,O,X
JSOITLZ,X,O,X,O,X,X
JSOITZL,X,O,O,O,O,X
JSOILTZ,X,X,O,O,X,X
JSOILZT,X,X,O,O,X,X
JSOIZTL,X,O,O,O,O,X
JSOIZLT,X,X,O,O,O,X
JSOLTIZ,X,X,O,O,X,X
JSOLTZI,X,X,O,O,X,X
JSOLITZ,X,X,O,O,X,X
JSOLIZT,X,X,O,O,X,X
JSOLZTI,X,X,O,O,X,X
JSOLZIT,X,X,O,O,X,X
JSOZTIL,X,O,O,O,O,X
JSOZTLI,X,O,O,O,O,X
JSOZITL,X,O,O,O,O,X
JSOZILT,X,X,O,O,O,X
JSOZLTI,X,X,O,O,O,X
JSOZLIT,X,X,O,O,O,X
JZTILSO,X,O,O,O,X,X
JZTILOS,X,O,O,X,X,X
JZTISLO,X,O,O,O,X,X
JZTISOL,X,O,O,O,X,X
JZTIOLS,X,O,O,O,X,X
JZTIOSL,X,O,O,O,X,X
JZTLISO,X,O,O,O,X,X
JZTLIOS,X,O,O,X,X,X
JZTLSIO,X,O,O,O,X,X
JZTLSOI,X,O,O,O,X,X
JZTLOIS,X,O,O,X,X,X
JZTLOSI,X,O,O,X,X,X
JZTSILO,X,O,O,O,X,X
JZTSIOL,X,O,O,O,X,X
JZTSLIO,X,O,O,O,X,X
JZTSLOI,X,O,O,O,X,X
JZTSOIL,X,O,O,O,X,X
JZTSOLI,X,O,O,O,X,X
JZTOILS,X,O,O,O,X,X
JZTOISL,X,O,O,O,X,X
JZTOLIS,X,O,O,O,X,X
JZTOLSI,X,O,O,O,X,X
JZTOSIL,X,O,O,O,X,X
JZTOSLI,X,O,O,O,X,X
JZITLSO,X,O,O,O,X,X
JZITLOS,X,O,O,X,X,X
JZITSLO,X,O,O,O,X,X
JZITSOL,X,O,O,O,X,X
JZITOLS,X,O,O,O,X,X
JZITOSL,X,O,O,O,X,X
JZILTSO,X,X,O,O,X,X
JZILTOS,X,X,O,X,X,X
JZILSTO,X,X,O,O,X,X
JZILSOT,X,X,O,O,X,X
JZILOTS,X,X,O,X,X,X
JZILOST,X,X,O,X,X,X
JZISTLO,X,O,O,O,X,X
JZISTOL,X,O,O,O,O,X
JZISLTO,X,O,O,O,X,X
JZISLOT,X,X,O,O,X,X
JZISOTL,X,O,O,O,O,X
JZISOLT,X,X,O,O,O,X
JZIOTLS,X,X,O,O,X,X
JZIOTSL,X,X,O,O,X,X
JZIOLTS,X,X,O,O,X,X
JZIOLST,X,X,O,O,O,X
JZIOSTL,X,X,O,O,O,X
JZIOSLT,X,X,O,O,O,X
JZLTISO,X,X,O,O,X,X
JZLTIOS,X,X,O,X,X,X
JZLTSIO,X,X,O,O,X,X
JZLTSOI,X,X,O,O,X,X
JZLTOIS,X,X,O,X,X,X
JZLTOSI,X,X,O,X,X,X
JZLITSO,X,X,O,O,X,X
JZLITOS,X,X,O,X,X,X
JZLISTO,X,X,O,O,X,X
JZLISOT,X,X,O,O,X,X
JZLIOTS,X,X,O,X,X,X
JZLIOST,X,X,O,X,X,X
JZLSTIO,X,X,O,O,X,X
JZLSTOI,X,X,O,O,X,X
