sequence,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeOEJvhFVlBRhB3iB0?mBzpBSxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8Jex/IvhFXhBliBikBU?nBzpBWxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeOEJvhFXgBliBRmB0?mBzpBSxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8Jex/IvhFXhBliBmkBz?mB0pBSxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8Jex/IvhFXhB8mBunBi?kBzpBVxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeUBJvhFRiB/pBFlB6?sBzrBmpB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeUBJvhF3iBxkBzmBm?pBSxBlpB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeKEJvhFUhBRiBFlBG?sBXsBzpB
ZLSIJOT,O,O,X,O,X,X,O,X
ZLSIOTJ,O,X,X,O,X,X,O,X
ZLSIOJT,O,X,X,X,X,X,O,X
ZLSJTIO,O,O,X,O,X,X,O,O
ZLSJTOI,O,O,X,O,X,O,X,O
ZLSJITO,O,O,X,O,X,X,O,X
ZLSJIOT,O,O,X,O,X,X,O,X
ZLSJOTI,O,O,X,O,X,X,X,X
ZLSJOIT,O,O,X,O,X,X,O,X
ZLSOTIJ,O,X,X,O,X,O,X,X
ZLSOTJI,O,X,X,O,X,O,X,X
ZLSOITJ,O,X,X,O,X,O,O,X
ZLSOIJT,O,X,X,O,X,O,O,X
ZLSOJTI,O,X,X,O,X,O,X,X
ZLSOJIT,O,X,X,O,X,O,O,X
ZLOTIJS,O,X,O,O,X,X,X,X
ZLOTISJ,O,X,O,O,X,O,X,X
ZLOTJIS,O,X,O,O,X,X,X,X
ZLOTJSI,O,X,O,O,X,X,X,O
ZLOTSIJ,O,X,O,O,X,O,X,X
ZLOTSJI,O,X,O,O,X,O,X,X
ZLOITJS,O,X,O,O,X,X,X,X
ZLOITSJ,O,X,O,O,X,O,X,X
ZLOIJTS,O,X,O,O,X,X,X,X
ZLOIJST,O,X,O,O,X,O,X,X
ZLOISTJ,O,X,O,O,X,O,O,X
ZLOISJT,O,X,O,O,X,O,O,X
ZLOJTIS,O,X,O,O,X,X,X,X
ZLOJTSI,O,X,O,O,X,X,X,O
ZLOJITS,O,X,O,O,X,X,X,X
ZLOJIST,O,X,O,O,X,O,O,X
ZLOJSTI,O,X,O,O,X,O,X,X
ZLOJSIT,O,X,O,O,X,O,O,X
ZLOSTIJ,O,X,O,O,X,O,X,X
ZLOSTJI,O,X,O,O,X,O,X,X
ZLOSITJ,O,X,O,O,X,O,O,X
ZLOSIJT,O,X,O,O,X,O,O,X
ZLOSJTI,O,X,O,O,X,O,X,X
ZLOSJIT,O,X,O,O,X,O,O,X
ZJTILSO,O,O,X,O,O,X,O,X
ZJTILOS,O,O,X,O,O,X,X,X
ZJTISLO,O,O,O,O,O,X,O,X
ZJTISOL,O,O,O,O,O,X,X,X
ZJTIOLS,X,O,X,O,O,X,X,X
ZJTIOSL,O,O,X,O,O,X,X,X
ZJTLISO,O,O,O,O,O,X,O,O
ZJTLIOS,O,O,X,O,O,X,X,X
ZJTLSIO,O,O,X,O,O,X,O,O
ZJTLSOI,O,O,X,O,O,X,X,O
ZJTLOIS,O,O,X,O,O,X,X,X
ZJTLOSI,O,O,X,O,O,X,X,O
ZJTSILO,O,O,X,O,O,X,O,X
ZJTSIOL,O,O,X,O,O,X,X,X
ZJTSLIO,O,O,X,O,O,X,X,X
ZJTSLOI,O,O,X,O,O,X,X,X
ZJTSOIL,O,O,X,O,O,X,X,X
ZJTSOLI,X,O,X,X,O,X,X,X
ZJTOILS,X,O,X,O,O,X,X,X
ZJTOISL,O,O,X,O,O,X,X,X
ZJTOLIS,O,O,X,O,O,X,X,X
ZJTOLSI,O,O,X,O,O,X,X,X
ZJTOSIL,O,O,X,O,O,X,X,X
ZJTOSLI,X,O,X,X,O,X,X,X
ZJITLSO,O,O,X,O,X,X,O,X
ZJITLOS,O,O,X,O,X,X,X,X
ZJITSLO,O,O,O,O,X,X,O,X
ZJITSOL,O,O,O,O,X,X,X,X
ZJITOLS,X,O,X,O,X,X,X,X
ZJITOSL,O,O,X,O,X,X,X,X
ZJILTSO,O,O,O,O,X,X,O,O
ZJILTOS,O,O,X,O,X,X,X,X
ZJILSTO,O,O,O,O,X,X,O,X
ZJILSOT,X,O,X,O,X,X,O,X
ZJILOTS,X,O,X,O,X,X,X,X
ZJILOST,X,O,X,O,X,X,O,X
ZJISTLO,O,O,O,O,X,X,O,X
ZJISTOL,O,O,O,O,X,X,X,X
ZJISLTO,X,O,O,O,X,X,O,X
ZJISLOT,X,O,X,O,X,X,O,X
ZJISOTL,O,O,X,O,X,X,X,X
ZJISOLT,X,O,X,O,X,X,O,X
ZJIOTLS,O,O,X,O,X,X,X,X
ZJIOTSL,O,O,X,O,X,X,X,X
ZJIOLTS,X,O,X,O,X,X,X,X
ZJIOLST,X,O,X,O,X,X,O,X
ZJIOSTL,O,O,X,O,X,X,X,X
ZJIOSLT,X,O,X,O,X,X,O,X
ZJLTISO,O,O,O,O,O,X,O,O
ZJLTIOS,O,O,X,O,O,X,X,X
ZJLTSIO,O,O,X,O,O,X,O,O
ZJLTSOI,O,O,X,O,O,X,X,O
ZJLTOIS,O,O,X,O,O,X,X,X
ZJLTOSI,O,O,X,O,O,X,X,O
ZJLITSO,O,O,O,O,O,X,O,O
ZJLITOS,O,O,X,O,O,X,X,X
ZJLISTO,O,O,O,O,X,X,O,X
ZJLISOT,O,O,X,O,X,X,O,X
ZJLIOTS,O,O,X,O,X,X,X,X
ZJLIOST,O,O,X,O,X,X,O,X
ZJLSTIO,O,O,X,O,X,X,O,O
ZJLSTOI,O,O,X,O,X,O,X,O
ZJLSITO,O,O,X,O,X,X,O,X
ZJLSIOT,O,O,X,O,X,X,O,X
ZJLSOTI,O,O,X,O,X,X,X,X
ZJLSOIT,O,O,X,O,X,X,O,X
ZJLOTIS,O,O,X,O,X,X,X,X
ZJLOTSI,O,O,X,O,X,X,X,O
ZJLOITS,O,O,X,O,X,X,X,X
ZJLOIST,O,O,X,O,X,X,O,X
ZJLOSTI,O,O,X,O,X,X,X,X
ZJLOSIT,O,O,X,O,X,X,O,X
ZJSTILO,O,O,X,O,X,X,O,X
ZJSTIOL,O,O,X,O,X,X,X,X
ZJSTLIO,O,O,X,O,X,X,X,X
ZJSTLOI,O,O,X,O,X,O,X,X
ZJSTOIL,O,O,X,O,X,X,X,X
ZJSTOLI,X,O,X,X,X,O,X,X
ZJSITLO,O,O,X,O,X,X,O,X
ZJSITOL,O,O,X,O,X,X,X,X
ZJSILTO,X,O,X,O,X,X,O,X
ZJSILOT,X,O,X,O,X,X,O,X
ZJSIOTL,O,O,X,O,X,X,X,X
ZJSIOLT,X,O,X,O,X,X,O,X
ZJSLTIO,O,O,X,O,X,X,O,O
ZJSLTOI,O,O,X,O,X,O,X,O
ZJSLITO,O,O,X,O,X,X,O,X
ZJSLIOT,X,O,X,O,X,X,O,X
ZJSLOTI,O,O,X,O,X,X,X,X
ZJSLOIT,X,O,X,O,X,X,O,X
ZJSOTIL,O,O,X,O,X,X,X,X
ZJSOTLI,O,O,X,X,X,O,X,X
ZJSOITL,O,O,X,O,X,X,X,X
ZJSOILT,X,O,X,O,X,X,O,X
ZJSOLTI,X,O,X,O,X,O,X,X
ZJSOLIT,X,O,X,O,X,O,X,X
ZJOTILS,O,O,X,O,O,X,X,X
ZJOTISL,O,O,X,O,O,X,X,X
ZJOTLIS,O,O,X,O,O,X,X,X
ZJOTLSI,O,O,X,O,O,X,X,X
ZJOTSIL,O,O,X,O,O,X,X,X
ZJOTSLI,O,O,X,X,O,X,X,X
ZJOITLS,O,O,X,O,X,X,X,X
ZJOITSL,O,O,X,O,X,X,X,X
ZJOILTS,X,O,X,O,X,X,X,X
ZJOILST,X,O,X,O,X,X,O,X
ZJOISTL,O,O,X,O,X,X,X,X
ZJOISLT,X,O,X,O,X,X,O,X
ZJOLTIS,O,O,X,O,O,X,X,X
ZJOLTSI,O,O,X,O,O,X,X,O
ZJOLITS,O,O,X,O,O,X,X,X
ZJOLIST,O,O,X,O,X,O,O,X
ZJOLSTI,O,O,X,O,X,O,X,X
ZJOLSIT,O,O,X,O,X,O,O,X
ZJOSTIL,O,O,X,O,X,X,X,X
ZJOSTLI,O,O,X,X,X,O,X,X
ZJOSITL,O,O,X,O,X,X,X,X
ZJOSILT,X,O,X,O,X,X,O,X
ZJOSLTI,X,O,X,O,X,O,X,X
ZJOSLIT,X,O,X,O,X,O,X,X
ZSTILJO,O,O,X,O,X,X,O,X
ZSTILOJ,X,X,X,O,X,O,O,X
ZSTIJLO,O,O,X,O,X,X,O,X
ZSTIJOL,O,O,X,O,X,X,X,X
ZSTIOLJ,O,O,X,O,X,O,X,X
ZSTIOJL,O,O,X,O,X,X,X,X
ZSTLIJO,O,O,X,O,X,X,X,X
ZSTLIOJ,O,X,X,O,X,O,X,X
ZSTLJIO,O,X,X,O,X,X,X,X
ZSTLJOI,O,X,X,O,X,O,X,X
ZSTLOIJ,O,X,X,O,X,O,X,X
ZSTLOJI,O,X,X,O,X,O,X,X
ZSTJILO,O,X,X,O,X,X,O,X
ZSTJIOL,O,X,X,O,X,X,X,X
ZSTJLIO,O,X,X,O,X,X,X,X
ZSTJLOI,O,X,X,O,X,O,X,X
ZSTJOIL,O,X,X,O,X,X,X,X
ZSTJOLI,X,X,X,X,X,O,X,X
ZSTOILJ,O,O,X,O,X,O,X,X
ZSTOIJL,O,O,X,O,X,X,X,X
ZSTOLIJ,O,O,X,X,X,O,X,X
ZSTOLJI,O,X,X,X,X,O,X,X
ZSTOJIL,O,X,X,O,X,X,X,X
ZSTOJLI,O,X,X,X,X,O,X,X
ZSITLJO,O,O,X,O,X,X,O,X
ZSITLOJ,X,X,X,O,X,O,O,X
ZSITJLO,O,O,X,O,X,X,O,X
ZSITJOL,O,O,X,O,X,X,X,X
ZSITOLJ,O,O,X,O,X,O,X,X
ZSITOJL,O,O,X,O,X,X,X,X
ZSILTJO,O,X,X,O,X,X,O,X
ZSILTOJ,X,X,X,O,X,O,O,X
ZSILJTO,X,X,X,O,X,X,O,X
ZSILJOT,X,X,X,O,X,X,O,X
ZSILOTJ,O,X,X,O,X,X,O,X
ZSILOJT,X,X,X,X,X,X,O,X
ZSIJTLO,O,O,X,O,X,X,O,X
ZSIJTOL,O,O,X,O,X,X,X,X
ZSIJLTO,X,O,X,O,X,X,O,X
ZSIJLOT,X,X,X,O,X,X,O,X
ZSIJOTL,O,O,X,O,X,X,X,X
ZSIJOLT,X,X,X,O,X,X,O,X
ZSIOTLJ,O,X,X,O,X,O,X,X
ZSIOTJL,O,X,X,O,X,X,X,X
ZSIOLTJ,O,X,X,O,X,O,O,X
ZSIOLJT,X,X,X,X,X,O,O,X
ZSIOJTL,O,X,X,X,X,X,X,X
ZSIOJLT,X,X,X,X,X,X,O,X
ZSLTIJO,O,O,X,O,X,X,O,X
ZSLTIOJ,O,X,X,O,X,O,O,X
ZSLTJIO,O,X,X,O,X,X,O,O
ZSLTJOI,O,X,X,O,X,O,X,O
ZSLTOIJ,O,X,X,O,X,O,X,X
ZSLTOJI,O,X,X,O,X,O,X,X
ZSLITJO,O,O,X,O,X,X,O,X
ZSLITOJ,O,X,X,O,X,O,O,X
ZSLIJTO,O,O,X,O,X,X,O,X
ZSLIJOT,O,O,X,O,X,X,O,X
ZSLIOTJ,O,X,X,O,X,X,O,X
ZSLIOJT,O,X,X,X,X,X,O,X
ZSLJTIO,O,O,X,O,X,X,O,O
ZSLJTOI,O,O,X,O,X,O,X,O
ZSLJITO,O,O,X,O,X,X,O,X
ZSLJIOT,O,O,X,O,X,X,O,X
ZSLJOTI,O,O,X,O,X,X,X,X
ZSLJOIT,O,O,X,O,X,X,O,X
ZSLOTIJ,O,X,X,O,X,O,X,X
ZSLOTJI,O,X,X,O,X,O,X,X
ZSLOITJ,O,X,X,O,X,O,O,X
ZSLOIJT,O,X,X,O,X,O,O,X
ZSLOJTI,O,X,X,O,X,O,X,X
ZSLOJIT,O,X,X,O,X,O,O,X
ZSJTILO,O,O,X,O,X,X,O,X
ZSJTIOL,O,O,X,O,X,X,X,X
ZSJTLIO,O,O,X,O,X,X,X,X
ZSJTLOI,O,O,X,O,X,O,X,X
ZSJTOIL,O,O,X,O,X,X,X,X
ZSJTOLI,X,O,X,X,X,O,X,X
ZSJITLO,O,O,X,O,X,X,O,X
ZSJITOL,O,O,X,O,X,X,X,X
ZSJILTO,X,O,X,O,X,X,O,X
ZSJILOT,X,O,X,O,X,X,O,X
ZSJIOTL,O,O,X,O,X,X,X,X
ZSJIOLT,X,O,X,O,X,X,O,X
ZSJLTIO,O,O,X,O,X,X,O,O
ZSJLTOI,O,O,X,O,X,O,X,O
ZSJLITO,O,O,X,O,X,X,O,X
ZSJLIOT,X,O,X,O,X,X,O,X
ZSJLOTI,O,O,X,O,X,X,X,X
ZSJLOIT,X,O,X,O,X,X,O,X
ZSJOTIL,O,O,X,O,X,X,X,X
ZSJOTLI,O,O,X,X,X,O,X,X
ZSJOITL,O,O,X,O,X,X,X,X
ZSJOILT,X,O,X,O,X,X,O,X
ZSJOLTI,X,O,X,O,X,O,X,X
ZSJOLIT,X,O,X,O,X,O,X,X
ZSOTILJ,O,O,X,O,X,O,X,X
ZSOTIJL,O,O,X,O,X,X,X,X
ZSOTLIJ,O,O,X,X,X,O,X,X
ZSOTLJI,O,X,X,X,X,O,X,X
ZSOTJIL,O,X,X,O,X,X,X,X
ZSOTJLI,O,X,X,X,X,O,X,X
ZSOITLJ,O,O,X,O,X,O,X,X
ZSOITJL,O,O,X,O,X,X,X,X
ZSOILTJ,O,X,X,O,X,O,O,X
ZSOILJT,X,X,X,X,X,O,O,X
ZSOIJTL,O,O,X,X,X,X,X,X
ZSOIJLT,X,O,X,X,X,X,O,X
ZSOLTIJ,O,O,X,O,X,O,X,X
ZSOLTJI,O,X,X,O,X,O,X,X
ZSOLITJ,O,O,X,O,X,O,X,X
ZSOLIJT,O,O,X,X,X,O,X,X
ZSOLJTI,O,O,X,O,X,O,X,X
ZSOLJIT,O,O,X,O,X,O,X,X
ZSOJTIL,O,O,X,O,X,X,X,X
ZSOJTLI,O,O,X,X,X,O,X,X
ZSOJITL,O,O,X,O,X,X,X,X
ZSOJILT,X,O,X,O,X,X,O,X
ZSOJLTI,O,O,X,O,X,O,X,X
ZSOJLIT,X,O,X,O,X,O,X,X
ZOTILJS,O,X,X,X,O,X,X,X
ZOTILSJ,O,X,X,X,O,X,X,X
ZOTIJLS,O,X,X,X,O,X,X,X
ZOTIJSL,O,X,O,X,O,X,X,X
ZOTISLJ,O,X,X,X,O,X,X,X
ZOTISJL,O,X,O,X,O,X,X,X
ZOTLIJS,O,X,O,X,O,X,X,X
ZOTLISJ,O,O,O,X,O,O,X,X
ZOTLJIS,O,X,O,O,O,X,X,X
ZOTLJSI,O,X,O,O,O,X,X,X
ZOTLSIJ,O,O,O,O,O,O,X,X
ZOTLSJI,O,X,O,O,O,O,X,X
ZOTJILS,O,X,X,O,O,X,X,X
ZOTJISL,O,X,O,O,O,X,X,X
ZOTJLIS,O,X,O,O,O,X,X,X
ZOTJLSI,O,X,O,O,O,X,X,X
ZOTJSIL,O,X,O,O,O,X,X,X
ZOTJSLI,O,X,O,X,O,X,X,X
ZOTSILJ,O,O,X,O,O,O,X,X
ZOTSIJL,O,O,O,O,O,X,X,X
ZOTSLIJ,O,O,O,X,O,O,X,X
ZOTSLJI,O,X,O,X,O,O,X,X
ZOTSJIL,O,X,O,O,O,X,X,X
ZOTSJLI,O,X,O,X,O,O,X,X
ZOITLJS,O,X,X,X,X,X,X,X
ZOITLSJ,O,X,X,X,X,X,X,X
ZOITJLS,O,X,X,X,X,X,X,X
ZOITJSL,O,X,O,X,X,X,X,X
ZOITSLJ,O,X,X,X,X,X,X,X
ZOITSJL,O,X,O,X,X,X,X,X
ZOILTJS,O,X,O,X,X,X,X,X
ZOILTSJ,O,X,O,X,X,O,X,X
ZOILJTS,O,X,O,X,X,X,X,X
ZOILJST,O,X,O,X,X,O,X,X
ZOILSTJ,O,X,O,X,X,O,O,X
ZOILSJT,O,X,O,X,X,O,O,X
ZOIJTLS,O,X,X,X,X,X,X,X
ZOIJTSL,O,X,O,X,X,X,X,X
ZOIJLTS,X,X,O,X,X,X,X,X
ZOIJLST,X,X,O,X,X,X,X,X
ZOIJSTL,O,X,O,X,X,X,X,X
ZOIJSLT,X,X,O,X,X,X,X,X
ZOISTLJ,O,X,X,X,X,O,X,X
ZOISTJL,O,X,O,X,X,X,X,X
ZOISLTJ,O,X,O,X,X,O,O,X
ZOISLJT,X,X,O,X,X,O,O,X
ZOISJTL,O,X,O,X,X,X,X,X
ZOISJLT,X,X,O,X,X,X,O,X
ZOLTIJS,O,X,O,O,O,X,X,X
ZOLTISJ,O,O,O,O,O,O,X,X
ZOLTJIS,O,X,O,O,O,X,X,X
ZOLTJSI,O,X,O,O,O,X,X,O
ZOLTSIJ,O,O,O,O,O,O,X,X
ZOLTSJI,O,X,O,O,O,O,X,X
ZOLITJS,O,X,O,O,O,X,X,X
ZOLITSJ,O,O,O,O,O,O,X,X
ZOLIJTS,O,O,O,O,O,X,X,X
ZOLIJST,O,O,O,O,X,O,X,X
ZOLISTJ,O,O,O,O,X,O,O,X
ZOLISJT,O,O,O,O,X,O,O,X
ZOLJTIS,O,O,O,O,O,X,X,X
ZOLJTSI,O,O,O,O,O,X,X,O
ZOLJITS,O,O,O,O,O,X,X,X
ZOLJIST,O,O,O,O,X,O,O,X
ZOLJSTI,O,O,O,O,X,O,X,X
ZOLJSIT,O,O,O,O,X,O,O,X
ZOLSTIJ,O,O,O,O,X,O,X,X
ZOLSTJI,O,X,O,O,X,O,X,X
ZOLSITJ,O,O,O,O,X,O,O,X
ZOLSIJT,O,O,O,O,X,O,O,X
ZOLSJTI,O,O,O,O,X,O,X,X
ZOLSJIT,O,O,O,O,X,O,O,X
ZOJTILS,O,O,X,O,O,X,X,X
ZOJTISL,O,O,O,O,O,X,X,X
ZOJTLIS,O,O,O,O,O,X,X,X
ZOJTLSI,O,O,O,O,O,X,X,X
ZOJTSIL,O,O,O,O,O,X,X,X
ZOJTSLI,O,O,O,X,O,X,X,X
ZOJITLS,O,O,X,O,X,X,X,X
ZOJITSL,O,O,O,O,X,X,X,X
ZOJILTS,X,O,O,O,X,X,X,X
ZOJILST,X,O,O,O,X,X,O,X
ZOJISTL,O,O,O,O,X,X,X,X
ZOJISLT,X,O,O,O,X,X,O,X
ZOJLTIS,O,O,O,O,O,X,X,X
ZOJLTSI,O,O,O,O,O,X,X,O
ZOJLITS,O,O,O,O,O,X,X,X
ZOJLIST,O,O,O,O,X,O,O,X
ZOJLSTI,O,O,O,O,X,O,X,X
ZOJLSIT,O,O,O,O,X,O,O,X
ZOJSTIL,O,O,O,O,X,X,X,X
ZOJSTLI,O,O,O,X,X,O,X,X
ZOJSITL,O,O,O,O,X,X,X,X
ZOJSILT,X,O,O,O,X,X,O,X
ZOJSLTI,O,O,O,O,X,O,X,X
ZOJSLIT,X,O,O,O,X,O,X,X
ZOSTILJ,O,O,X,O,X,O,X,X
ZOSTIJL,O,O,O,O,X,X,X,X
ZOSTLIJ,O,O,O,X,X,O,X,X
ZOSTLJI,O,X,O,X,X,O,X,X
ZOSTJIL,O,X,O,O,X,X,X,X
ZOSTJLI,O,X,O,X,X,O,X,X
ZOSITLJ,O,O,X,O,X,O,X,X
ZOSITJL,O,O,O,O,X,X,X,X
ZOSILTJ,O,X,O,O,X,O,O,X
ZOSILJT,X,X,O,X,X,O,O,X
ZOSIJTL,O,O,O,X,X,X,X,X
ZOSIJLT,X,O,O,X,X,X,O,X
ZOSLTIJ,O,O,O,O,X,O,X,X
ZOSLTJI,O,X,O,O,X,O,X,X
ZOSLITJ,O,O,O,O,X,O,X,X
ZOSLIJT,O,O,O,X,X,O,X,X
ZOSLJTI,O,O,O,O,X,O,X,X
ZOSLJIT,O,O,O,O,X,O,X,X
ZOSJTIL,O,O,O,O,X,X,X,X
ZOSJTLI,O,O,O,X,X,O,X,X
ZOSJITL,O,O,O,O,X,X,X,X
ZOSJILT,X,O,O,O,X,X,O,X
ZOSJLTI,O,O,O,O,X,O,X,X
ZOSJLIT,X,O,O,O,X,O,X,X
OTILJSZ,O,O,O,X,O,X,X,X
OTILJZS,O,X,O,X,O,X,X,X
OTILSJZ,O,O,O,X,O,X,X,X
OTILSZJ,O,O,O,X,O,X,X,X
OTILZJS,O,X,O,X,O,X,X,X
OTILZSJ,O,O,O,X,O,X,X,X
OTIJLSZ,O,X,O,X,O,X,X,X
OTIJLZS,O,X,O,X,O,X,X,X
OTIJSLZ,O,X,O,X,X,X,X,X
OTIJSZL,O,X,O,X,X,X,X,X
OTIJZLS,O,X,X,X,O,X,X,X
OTIJZSL,O,X,O,X,O,X,X,X
OTISLJZ,O,O,O,X,X,X,X,X
OTISLZJ,O,O,O,X,X,X,X,X
OTISJLZ,O,O,O,X,X,X,X,X
OTISJZL,O,O,O,X,X,X,X,X
OTISZLJ,O,O,X,X,X,X,X,X
OTISZJL,O,O,O,X,X,X,X,X
OTIZLJS,O,X,X,X,O,X,X,X
OTIZLSJ,O,X,X,X,O,X,X,X
OTIZJLS,O,X,X,X,O,X,X,X
OTIZJSL,O,X,O,X,O,X,X,X
OTIZSLJ,O,X,X,X,O,X,X,X
OTIZSJL,O,X,O,X,O,X,X,X
OTLIJSZ,O,O,O,X,O,X,X,X
OTLIJZS,O,O,O,X,O,X,X,X
OTLISJZ,O,O,O,X,O,O,X,X
OTLISZJ,O,O,O,X,O,O,X,X
OTLIZJS,O,X,O,X,O,X,X,X
OTLIZSJ,O,O,O,X,O,O,X,X
OTLJISZ,O,O,O,X,O,X,X,X
OTLJIZS,O,O,O,X,O,X,X,X
OTLJSIZ,O,O,O,X,O,X,X,X
OTLJSZI,O,O,O,X,O,X,X,X
OTLJZIS,O,O,O,X,O,X,X,X
OTLJZSI,O,O,O,X,O,X,X,X
OTLSIJZ,O,O,O,O,O,O,X,X
OTLSIZJ,O,O,O,O,O,O,X,X
OTLSJIZ,O,O,O,X,O,O,X,X
OTLSJZI,O,O,O,X,O,O,X,X
OTLSZIJ,O,O,O,O,O,O,X,X
OTLSZJI,O,X,O,O,O,O,X,X
OTLZIJS,O,X,O,X,O,X,X,X
OTLZISJ,O,O,O,X,O,O,X,X
OTLZJIS,O,X,O,O,O,X,X,X
OTLZJSI,O,X,O,O,O,X,X,X
OTLZSIJ,O,O,O,O,O,O,X,X
OTLZSJI,O,X,O,O,O,O,X,X
OTJILSZ,O,O,O,X,O,X,X,X
OTJILZS,O,O,O,X,O,X,X,X
OTJISLZ,O,O,O,X,X,X,X,X
OTJISZL,O,O,O,X,X,X,X,X
OTJIZLS,O,X,X,X,O,X,X,X
OTJIZSL,O,X,O,X,O,X,X,X
OTJLISZ,O,O,O,X,O,X,X,X
OTJLIZS,O,O,O,X,O,X,X,X
OTJLSIZ,O,O,O,X,O,X,X,X
OTJLSZI,O,O,O,X,O,X,X,X
OTJLZIS,O,O,O,X,O,X,X,X
OTJLZSI,O,O,O,X,O,X,X,X
OTJSILZ,O,O,O,X,X,X,X,X
OTJSIZL,O,O,O,X,X,X,X,X
OTJSLIZ,O,O,O,X,O,X,X,X
OTJSLZI,O,O,O,X,O,X,X,X
OTJSZIL,O,O,O,X,O,X,X,X
OTJSZLI,O,O,O,X,O,X,X,X
OTJZILS,O,O,X,X,O,X,X,X
OTJZISL,O,O,O,X,O,X,X,X
OTJZLIS,O,O,O,X,O,X,X,X
OTJZLSI,O,O,O,X,O,X,X,X
OTJZSIL,O,O,O,X,O,X,X,X
OTJZSLI,O,O,O,X,O,X,X,X
OTSILJZ,O,O,O,O,X,O,X,X
OTSILZJ,O,O,O,O,X,O,X,X
OTSIJLZ,O,O,O,X,X,X,X,X
OTSIJZL,O,O,O,X,X,X,X,X
OTSIZLJ,O,O,X,O,X,O,X,X
OTSIZJL,O,O,O,O,X,X,X,X
OTSLIJZ,O,O,O,X,O,O,X,X
OTSLIZJ,O,O,O,X,O,O,X,X
OTSLJIZ,O,O,O,X,O,O,X,X
OTSLJZI,O,O,O,X,O,O,X,X
OTSLZIJ,O,O,O,X,O,O,X,X
OTSLZJI,O,X,O,X,O,O,X,X
OTSJILZ,O,O,O,X,X,X,X,X
OTSJIZL,O,O,O,X,X,X,X,X
OTSJLIZ,O,O,O,X,O,O,X,X
OTSJLZI,O,O,O,X,O,O,X,X
OTSJZIL,O,O,O,X,O,X,X,X
OTSJZLI,O,O,O,X,O,O,X,X
OTSZILJ,O,O,X,O,O,O,X,X
OTSZIJL,O,O,O,O,O,X,X,X
OTSZLIJ,O,O,O,X,O,O,X,X
OTSZLJI,O,X,O,X,O,O,X,X
OTSZJIL,O,X,O,O,O,X,X,X
OTSZJLI,O,X,O,X,O,O,X,X
OTZILJS,O,X,X,X,O,X,X,X
OTZILSJ,O,X,X,X,O,X,X,X
OTZIJLS,O,X,X,X,O,X,X,X
OTZIJSL,O,X,O,X,O,X,X,X
OTZISLJ,O,X,X,X,O,X,X,X
OTZISJL,O,X,O,X,O,X,X,X
OTZLIJS,O,X,O,X,O,X,X,X
OTZLISJ,O,O,O,X,O,O,X,X
OTZLJIS,O,X,O,O,O,X,X,X
OTZLJSI,O,X,O,O,O,X,X,X
OTZLSIJ,O,O,O,O,O,O,X,X
OTZLSJI,O,X,O,O,O,O,X,X
OTZJILS,O,X,X,O,O,X,X,X
OTZJISL,O,X,O,O,O,X,X,X
OTZJLIS,O,X,O,O,O,X,X,X
OTZJLSI,O,X,O,O,O,X,X,X
OTZJSIL,O,X,O,O,O,X,X,X
OTZJSLI,O,X,O,X,O,X,X,X
OTZSILJ,O,O,X,O,O,O,X,X
OTZSIJL,O,O,O,O,O,X,X,X
OTZSLIJ,O,O,O,X,O,O,X,X
OTZSLJI,O,X,O,X,O,O,X,X
OTZSJIL,O,X,O,O,O,X,X,X
OTZSJLI,O,X,O,X,O,O,X,X
OITLJSZ,O,O,O,X,O,X,X,X
OITLJZS,O,X,O,X,O,X,X,X
OITLSJZ,O,O,O,X,O,X,X,X
OITLSZJ,O,O,O,X,O,X,X,X
OITLZJS,O,X,O,X,O,X,X,X
OITLZSJ,O,O,O,X,O,X,X,X
OITJLSZ,O,X,O,X,O,X,X,X
OITJLZS,O,X,O,X,O,X,X,X
OITJSLZ,O,X,O,X,X,X,X,X
OITJSZL,O,X,O,X,X,X,X,X
OITJZLS,O,X,X,X,O,X,X,X
OITJZSL,O,X,O,X,O,X,X,X
OITSLJZ,O,O,O,X,X,X,X,X
OITSLZJ,O,O,O,X,X,X,X,X
OITSJLZ,O,O,O,X,X,X,X,X
OITSJZL,O,O,O,X,X,X,X,X
OITSZLJ,O,O,X,X,X,X,X,X
OITSZJL,O,O,O,X,X,X,X,X
OITZLJS,O,X,X,X,O,X,X,X
OITZLSJ,O,X,X,X,O,X,X,X
OITZJLS,O,X,X,X,O,X,X,X
OITZJSL,O,X,O,X,O,X,X,X
OITZSLJ,O,X,X,X,O,X,X,X
OITZSJL,O,X,O,X,O,X,X,X
OILTJSZ,O,O,O,X,O,X,X,X
OILTJZS,O,O,O,X,O,X,X,X
OILTSJZ,O,O,O,X,O,O,X,X
OILTSZJ,O,O,O,X,O,O,X,X
OILTZJS,O,X,O,X,O,X,X,X
OILTZSJ,O,O,O,X,O,O,X,X
OILJTSZ,O,O,O,X,O,X,X,X
OILJTZS,O,O,O,X,O,X,X,X
OILJSTZ,O,O,O,X,O,O,X,X
OILJSZT,X,O,O,X,X,O,X,X
