sequence,v115@OhB8GeE8DeE8JeKEJvhFflBzhBGjBUmBllBRvB,v115@OhB8GeE8DeE8Jex/IvhFKmBzhBGjB/pB0qBFqB,v115@OhB8GeE8DeE8Je0/IvhFlgBzhBGjB/pBxqByvB,v115@OhB8GeE8DeE8JeKEJvhFzfB8mBGjB3lBFmBRvB,v115@OhB8GeE8DeE8Je3AJvhFzhBGjB0kBVrBikBRvB,v115@OhB8GeE8DeE8JeRAJvhFzhBGjBypBUmB1vB/pB
ZJLOIST,O,O,X,O,X,X
ZJLOSTI,O,O,X,X,X,X
ZJLOSIT,O,O,X,O,X,X
ZJSTILO,X,O,O,X,X,X
ZJSTIOL,X,X,O,X,X,X
ZJSTLIO,X,O,O,X,X,O
ZJSTLOI,X,O,O,X,X,O
ZJSTOIL,X,X,O,X,X,X
ZJSTOLI,X,O,O,X,X,O
ZJSITLO,X,O,O,O,X,X
ZJSITOL,X,X,O,X,X,X
ZJSILTO,O,O,O,O,X,X
ZJSILOT,O,O,O,O,X,X
ZJSIOTL,X,X,O,X,X,X
ZJSIOLT,O,O,O,O,X,X
ZJSLTIO,X,O,O,X,X,X
ZJSLTOI,O,O,O,X,X,X
ZJSLITO,X,O,O,O,X,X
ZJSLIOT,O,O,O,O,X,X
ZJSLOTI,O,O,O,X,X,X
ZJSLOIT,O,O,O,O,X,X
ZJSOTIL,X,X,O,X,X,X
ZJSOTLI,X,O,O,X,X,O
ZJSOITL,X,X,O,X,X,X
ZJSOILT,O,O,O,X,X,X
ZJSOLTI,O,O,O,X,X,X
ZJSOLIT,O,O,O,X,X,X
ZJOTILS,O,X,X,X,O,O
ZJOTISL,X,X,X,X,O,X
ZJOTLIS,X,X,X,X,X,O
ZJOTLSI,O,O,X,X,X,O
ZJOTSIL,X,X,X,X,O,X
ZJOTSLI,X,O,X,X,X,O
ZJOITLS,O,X,X,X,O,O
ZJOITSL,X,X,O,X,O,X
ZJOILTS,O,X,X,O,X,X
ZJOILST,O,O,X,O,X,X
ZJOISTL,X,X,O,X,X,X
ZJOISLT,O,O,O,O,X,X
ZJOLTIS,X,X,X,O,X,O
ZJOLTSI,O,O,X,X,X,O
ZJOLITS,O,X,X,O,X,X
ZJOLIST,O,O,X,O,X,X
ZJOLSTI,O,O,X,X,X,X
ZJOLSIT,O,O,X,O,X,X
ZJOSTIL,X,X,O,X,X,X
ZJOSTLI,X,O,O,X,X,O
ZJOSITL,X,X,O,X,X,X
ZJOSILT,O,O,O,X,X,X
ZJOSLTI,O,O,O,X,X,X
ZJOSLIT,O,O,O,X,X,X
ZSTILJO,X,O,O,X,X,X
ZSTILOJ,X,O,O,X,X,X
ZSTIJLO,X,O,O,X,X,X
ZSTIJOL,X,X,O,X,X,X
ZSTIOLJ,X,X,O,X,X,X
ZSTIOJL,X,X,O,X,X,X
ZSTLIJO,X,O,X,X,X,O
ZSTLIOJ,X,O,X,X,X,O
ZSTLJIO,X,O,O,X,X,O
ZSTLJOI,X,O,O,X,X,O
ZSTLOIJ,X,O,X,X,X,O
ZSTLOJI,X,O,O,X,X,O
ZSTJILO,X,O,O,X,X,X
ZSTJIOL,X,X,O,X,X,X
ZSTJLIO,X,O,O,X,X,O
ZSTJLOI,X,O,O,X,X,O
ZSTJOIL,X,X,O,X,X,X
ZSTJOLI,X,O,O,X,X,O
ZSTOILJ,X,X,O,X,X,X
ZSTOIJL,X,X,O,X,X,X
ZSTOLIJ,X,O,X,X,X,O
ZSTOLJI,X,O,O,X,X,O
ZSTOJIL,X,X,O,X,X,X
ZSTOJLI,X,O,O,X,X,O
ZSITLJO,X,O,O,O,X,X
ZSITLOJ,X,O,O,O,X,X
ZSITJLO,X,O,O,O,X,X
ZSITJOL,X,X,O,X,X,X
ZSITOLJ,X,X,O,X,X,X
ZSITOJL,X,X,O,X,X,X
ZSILTJO,O,O,O,O,X,X
ZSILTOJ,O,O,O,O,X,X
ZSILJTO,O,O,O,O,X,X
ZSILJOT,O,O,O,O,X,X
ZSILOTJ,O,O,O,O,X,X
ZSILOJT,O,O,O,O,X,X
ZSIJTLO,X,O,O,O,X,X
ZSIJTOL,X,X,O,X,X,X
ZSIJLTO,O,O,O,O,X,X
ZSIJLOT,O,O,O,O,X,X
ZSIJOTL,X,X,O,X,X,X
ZSIJOLT,O,O,O,O,X,X
ZSIOTLJ,X,X,O,X,X,X
ZSIOTJL,X,X,O,X,X,X
ZSIOLTJ,O,O,O,O,X,X
ZSIOLJT,O,O,O,O,X,X
ZSIOJTL,X,X,O,X,X,X
ZSIOJLT,O,O,O,O,X,X
ZSLTIJO,X,O,X,X,X,X
ZSLTIOJ,X,O,X,X,X,X
ZSLTJIO,X,O,O,X,X,X
ZSLTJOI,O,O,O,X,X,X
ZSLTOIJ,X,O,X,X,X,X
ZSLTOJI,O,O,O,X,X,X
ZSLITJO,X,O,O,O,X,X
ZSLITOJ,X,O,O,O,X,X
ZSLIJTO,X,O,O,O,X,X
ZSLIJOT,O,O,O,O,X,X
ZSLIOTJ,X,O,O,O,X,X
ZSLIOJT,O,O,O,O,X,X
ZSLJTIO,X,O,O,X,X,X
ZSLJTOI,O,O,O,X,X,X
ZSLJITO,X,O,O,O,X,X
ZSLJIOT,O,O,O,O,X,X
ZSLJOTI,O,O,O,X,X,X
ZSLJOIT,O,O,O,O,X,X
ZSLOTIJ,X,O,X,X,X,X
ZSLOTJI,O,O,O,X,X,X
ZSLOITJ,X,O,O,O,X,X
ZSLOIJT,O,O,O,O,X,X
ZSLOJTI,O,O,O,X,X,X
ZSLOJIT,O,O,O,O,X,X
ZSJTILO,X,O,O,X,X,X
ZSJTIOL,X,X,O,X,X,X
ZSJTLIO,X,O,O,X,X,O
ZSJTLOI,X,O,O,X,X,O
ZSJTOIL,X,X,O,X,X,X
ZSJTOLI,X,O,O,X,X,O
ZSJITLO,X,O,O,O,X,X
ZSJITOL,X,X,O,X,X,X
ZSJILTO,O,O,O,O,X,X
ZSJILOT,O,O,O,O,X,X
ZSJIOTL,X,X,O,X,X,X
ZSJIOLT,O,O,O,O,X,X
ZSJLTIO,X,O,O,X,X,X
ZSJLTOI,O,O,O,X,X,X
ZSJLITO,X,O,O,O,X,X
ZSJLIOT,O,O,O,O,X,X
ZSJLOTI,O,O,O,X,X,X
ZSJLOIT,O,O,O,O,X,X
ZSJOTIL,X,X,O,X,X,X
ZSJOTLI,X,O,O,X,X,O
ZSJOITL,X,X,O,X,X,X
ZSJOILT,O,O,O,X,X,X
ZSJOLTI,O,O,O,X,X,X
ZSJOLIT,O,O,O,X,X,X
ZSOTILJ,X,X,O,X,X,X
ZSOTIJL,X,X,O,X,X,X
ZSOTLIJ,X,O,X,X,X,O
ZSOTLJI,X,O,O,X,X,O
ZSOTJIL,X,X,O,X,X,X
ZSOTJLI,X,O,O,X,X,O
ZSOITLJ,X,X,O,X,X,X
ZSOITJL,X,X,O,X,X,X
ZSOILTJ,O,O,O,X,X,X
ZSOILJT,O,O,O,X,X,X
ZSOIJTL,X,X,O,X,X,X
ZSOIJLT,O,O,O,X,X,X
ZSOLTIJ,X,O,X,X,X,X
ZSOLTJI,O,O,O,X,X,X
ZSOLITJ,X,O,O,X,X,X
ZSOLIJT,O,O,O,X,X,X
ZSOLJTI,O,O,O,X,X,X
ZSOLJIT,O,O,O,X,X,X
ZSOJTIL,X,X,O,X,X,X
ZSOJTLI,X,O,O,X,X,O
ZSOJITL,X,X,O,X,X,X
ZSOJILT,O,O,O,X,X,X
ZSOJLTI,O,O,O,X,X,X
ZSOJLIT,O,O,O,X,X,X
ZOTILJS,O,X,X,X,O,O
ZOTILSJ,O,X,X,X,O,O
ZOTIJLS,O,X,X,X,O,O
ZOTIJSL,X,X,X,X,O,X
ZOTISLJ,X,X,X,X,O,X
ZOTISJL,X,X,X,X,O,X
ZOTLIJS,X,X,X,X,X,O
ZOTLISJ,X,X,X,X,X,O
ZOTLJIS,X,X,X,X,X,O
ZOTLJSI,O,O,X,X,X,O
ZOTLSIJ,X,O,X,X,X,O
ZOTLSJI,O,O,X,X,X,O
ZOTJILS,O,X,X,X,O,O
ZOTJISL,X,X,X,X,O,X
ZOTJLIS,X,X,X,X,X,O
ZOTJLSI,O,O,X,X,X,O
ZOTJSIL,X,X,X,X,O,X
ZOTJSLI,X,O,X,X,X,O
ZOTSILJ,X,X,X,X,O,X
ZOTSIJL,X,X,X,X,O,X
ZOTSLIJ,X,O,X,X,X,O
ZOTSLJI,X,O,X,X,X,O
ZOTSJIL,X,X,X,X,O,X
ZOTSJLI,X,O,X,X,X,O
ZOITLJS,O,X,X,X,O,O
ZOITLSJ,O,X,X,X,O,O
ZOITJLS,O,X,X,X,O,O
ZOITJSL,X,X,O,X,O,X
ZOITSLJ,X,X,O,X,O,X
ZOITSJL,X,X,O,X,O,X
ZOILTJS,O,X,X,O,X,X
ZOILTSJ,O,X,X,O,X,X
ZOILJTS,O,X,X,O,X,X
ZOILJST,O,O,X,O,X,X
ZOILSTJ,O,O,X,O,X,X
ZOILSJT,O,O,X,O,X,X
ZOIJTLS,O,X,X,X,O,O
ZOIJTSL,X,X,O,X,O,X
ZOIJLTS,O,X,X,O,X,X
ZOIJLST,O,O,X,O,X,X
ZOIJSTL,X,X,O,X,X,X
ZOIJSLT,O,O,O,O,X,X
ZOISTLJ,X,X,O,X,X,X
ZOISTJL,X,X,O,X,X,X
ZOISLTJ,O,O,O,O,X,X
ZOISLJT,O,O,O,O,X,X
ZOISJTL,X,X,O,X,X,X
ZOISJLT,O,O,O,O,X,X
ZOLTIJS,X,X,X,O,X,O
ZOLTISJ,X,X,X,O,X,O
ZOLTJIS,X,X,X,O,X,O
ZOLTJSI,O,O,X,X,X,O
ZOLTSIJ,X,O,X,X,X,O
ZOLTSJI,O,O,X,X,X,O
ZOLITJS,O,X,X,O,X,X
ZOLITSJ,O,X,X,O,X,X
ZOLIJTS,O,X,X,O,X,X
ZOLIJST,O,O,X,O,X,X
ZOLISTJ,O,O,X,O,X,X
ZOLISJT,O,O,X,O,X,X
ZOLJTIS,X,X,X,O,X,O
ZOLJTSI,O,O,X,X,X,O
ZOLJITS,O,X,X,O,X,X
ZOLJIST,O,O,X,O,X,X
ZOLJSTI,O,O,X,X,X,X
ZOLJSIT,O,O,X,O,X,X
ZOLSTIJ,X,O,X,X,X,X
ZOLSTJI,O,O,X,X,X,X
ZOLSITJ,O,O,X,O,X,X
ZOLSIJT,O,O,X,O,X,X
ZOLSJTI,O,O,X,X,X,X
ZOLSJIT,O,O,X,O,X,X
ZOJTILS,O,X,X,X,O,O
ZOJTISL,X,X,X,X,O,X
ZOJTLIS,X,X,X,X,X,O
ZOJTLSI,O,O,X,X,X,O
ZOJTSIL,X,X,X,X,O,X
ZOJTSLI,X,O,X,X,X,O
ZOJITLS,O,X,X,X,O,O
ZOJITSL,X,X,O,X,O,X
ZOJILTS,O,X,X,O,X,X
ZOJILST,O,O,X,O,X,X
ZOJISTL,X,X,O,X,X,X
ZOJISLT,O,O,O,O,X,X
ZOJLTIS,X,X,X,O,X,O
ZOJLTSI,O,O,X,X,X,O
ZOJLITS,O,X,X,O,X,X
ZOJLIST,O,O,X,O,X,X
ZOJLSTI,O,O,X,X,X,X
ZOJLSIT,O,O,X,O,X,X
ZOJSTIL,X,X,O,X,X,X
ZOJSTLI,X,O,O,X,X,O
ZOJSITL,X,X,O,X,X,X
ZOJSILT,O,O,O,X,X,X
ZOJSLTI,O,O,O,X,X,X
ZOJSLIT,O,O,O,X,X,X
ZOSTILJ,X,X,O,X,X,X
ZOSTIJL,X,X,O,X,X,X
ZOSTLIJ,X,O,X,X,X,O
ZOSTLJI,X,O,O,X,X,O
ZOSTJIL,X,X,O,X,X,X
ZOSTJLI,X,O,O,X,X,O
ZOSITLJ,X,X,O,X,X,X
ZOSITJL,X,X,O,X,X,X
ZOSILTJ,O,O,O,X,X,X
ZOSILJT,O,O,O,X,X,X
ZOSIJTL,X,X,O,X,X,X
ZOSIJLT,O,O,O,X,X,X
ZOSLTIJ,X,O,X,X,X,X
ZOSLTJI,O,O,O,X,X,X
ZOSLITJ,X,O,O,X,X,X
ZOSLIJT,O,O,O,X,X,X
ZOSLJTI,O,O,O,X,X,X
ZOSLJIT,O,O,O,X,X,X
ZOSJTIL,X,X,O,X,X,X
ZOSJTLI,X,O,O,X,X,O
ZOSJITL,X,X,O,X,X,X
ZOSJILT,O,O,O,X,X,X
ZOSJLTI,O,O,O,X,X,X
ZOSJLIT,O,O,O,X,X,X
OTILJSZ,O,X,O,X,O,X
OTILJZS,O,X,X,X,O,X
OTILSJZ,O,X,O,X,O,X
OTILSZJ,O,X,O,X,O,X
OTILZJS,O,X,X,X,O,X
OTILZSJ,O,X,X,X,O,X
OTIJLSZ,O,X,O,X,O,X
OTIJLZS,O,X,X,X,O,X
OTIJSLZ,X,X,O,X,O,X
OTIJSZL,X,X,O,X,O,X
OTIJZLS,O,X,X,X,O,X
OTIJZSL,X,X,O,X,O,X
OTISLJZ,X,X,O,X,O,X
OTISLZJ,X,X,O,X,O,X
OTISJLZ,X,X,O,X,O,X
OTISJZL,X,X,O,X,O,X
OTISZLJ,X,X,O,X,O,X
OTISZJL,X,X,O,X,O,X
OTIZLJS,O,X,X,X,O,X
OTIZLSJ,O,X,X,X,O,X
OTIZJLS,O,X,X,X,O,X
OTIZJSL,X,X,O,X,O,X
OTIZSLJ,X,X,O,X,O,X
OTIZSJL,X,X,O,X,O,X
OTLIJSZ,O,X,X,X,O,X
OTLIJZS,O,X,X,X,O,X
OTLISJZ,O,X,X,X,O,X
OTLISZJ,O,X,X,X,O,X
OTLIZJS,O,X,X,X,O,X
OTLIZSJ,O,X,X,X,O,X
OTLJISZ,O,X,X,X,O,X
OTLJIZS,O,X,X,X,O,X
OTLJSIZ,O,O,X,X,O,X
OTLJSZI,O,O,X,X,X,X
OTLJZIS,X,X,X,X,X,O
OTLJZSI,O,O,X,X,X,O
OTLSIJZ,O,O,X,X,O,X
OTLSIZJ,O,X,X,X,O,X
OTLSJIZ,O,O,X,X,O,X
OTLSJZI,O,O,X,X,X,X
OTLSZIJ,X,O,X,X,X,X
OTLSZJI,O,O,X,X,X,X
OTLZIJS,X,X,X,X,X,O
OTLZISJ,X,X,X,X,X,O
OTLZJIS,X,X,X,X,X,O
OTLZJSI,O,O,X,X,X,O
OTLZSIJ,X,O,X,X,X,O
OTLZSJI,O,O,X,X,X,O
OTJILSZ,O,X,O,X,O,X
OTJILZS,O,X,X,X,O,X
OTJISLZ,X,X,O,X,O,X
OTJISZL,X,X,O,X,O,X
OTJIZLS,O,X,X,X,O,X
OTJIZSL,X,X,O,X,O,X
OTJLISZ,O,X,X,X,O,X
OTJLIZS,O,X,X,X,O,X
OTJLSIZ,O,O,X,X,O,X
OTJLSZI,O,O,X,X,X,X
OTJLZIS,X,X,X,X,X,O
OTJLZSI,O,O,X,X,X,O
OTJSILZ,X,X,O,X,O,X
OTJSIZL,X,X,O,X,O,X
OTJSLIZ,X,O,X,X,O,X
OTJSLZI,X,O,X,X,X,X
OTJSZIL,X,X,O,X,O,X
OTJSZLI,X,O,O,X,X,X
OTJZILS,O,X,X,X,O,O
OTJZISL,X,X,X,X,O,X
OTJZLIS,X,X,X,X,X,O
OTJZLSI,O,O,X,X,X,O
OTJZSIL,X,X,X,X,O,X
OTJZSLI,X,O,X,X,X,O
OTSILJZ,X,X,O,X,O,X
OTSILZJ,X,X,O,X,O,X
OTSIJLZ,X,X,O,X,O,X
OTSIJZL,X,X,O,X,O,X
OTSIZLJ,X,X,O,X,O,X
OTSIZJL,X,X,O,X,O,X
OTSLIJZ,X,O,X,X,O,X
OTSLIZJ,X,X,X,X,O,X
OTSLJIZ,X,O,X,X,O,X
OTSLJZI,X,O,X,X,X,X
OTSLZIJ,X,O,X,X,X,X
OTSLZJI,X,O,X,X,X,X
OTSJILZ,X,X,O,X,O,X
OTSJIZL,X,X,O,X,O,X
OTSJLIZ,X,O,X,X,O,X
OTSJLZI,X,O,X,X,X,X
OTSJZIL,X,X,O,X,O,X
OTSJZLI,X,O,O,X,X,X
OTSZILJ,X,X,O,X,O,X
OTSZIJL,X,X,O,X,O,X
OTSZLIJ,X,O,X,X,X,X
OTSZLJI,X,O,O,X,X,X
OTSZJIL,X,X,O,X,O,X
OTSZJLI,X,O,O,X,X,X
OTZILJS,O,X,X,X,O,O
OTZILSJ,O,X,X,X,O,O
OTZIJLS,O,X,X,X,O,O
OTZIJSL,X,X,X,X,O,X
OTZISLJ,X,X,X,X,O,X
OTZISJL,X,X,X,X,O,X
OTZLIJS,X,X,X,X,X,O
OTZLISJ,X,X,X,X,X,O
OTZLJIS,X,X,X,X,X,O
OTZLJSI,O,O,X,X,X,O
OTZLSIJ,X,O,X,X,X,O
OTZLSJI,O,O,X,X,X,O
OTZJILS,O,X,X,X,O,O
OTZJISL,X,X,X,X,O,X
OTZJLIS,X,X,X,X,X,O
OTZJLSI,O,O,X,X,X,O
OTZJSIL,X,X,X,X,O,X
OTZJSLI,X,O,X,X,X,O
OTZSILJ,X,X,X,X,O,X
OTZSIJL,X,X,X,X,O,X
OTZSLIJ,X,O,X,X,X,O
OTZSLJI,X,O,X,X,X,O
OTZSJIL,X,X,X,X,O,X
OTZSJLI,X,O,X,X,X,O
OITLJSZ,O,X,O,X,O,X
OITLJZS,O,X,X,X,O,X
OITLSJZ,O,X,O,X,O,X
OITLSZJ,O,X,O,X,O,X
OITLZJS,O,X,X,X,O,X
OITLZSJ,O,X,X,X,O,X
OITJLSZ,O,X,O,X,O,X
OITJLZS,O,X,X,X,O,X
OITJSLZ,X,X,O,X,O,X
OITJSZL,X,X,O,X,O,X
OITJZLS,O,X,X,X,O,X
OITJZSL,X,X,O,X,O,X
OITSLJZ,X,X,O,X,O,X
OITSLZJ,X,X,O,X,O,X
OITSJLZ,X,X,O,X,O,X
OITSJZL,X,X,O,X,O,X
OITSZLJ,X,X,O,X,O,X
OITSZJL,X,X,O,X,O,X
OITZLJS,O,X,X,X,O,X
OITZLSJ,O,X,X,X,O,X
OITZJLS,O,X,X,X,O,X
OITZJSL,X,X,O,X,O,X
OITZSLJ,X,X,O,X,O,X
OITZSJL,X,X,O,X,O,X
OILTJSZ,O,X,O,O,O,X
OILTJZS,O,X,X,O,O,X
OILTSJZ,O,X,O,O,O,X
OILTSZJ,O,X,O,O,O,X
OILTZJS,O,X,X,O,O,X
OILTZSJ,O,X,X,O,O,X
OILJTSZ,O,X,O,O,O,X
OILJTZS,O,X,X,O,O,X
OILJSTZ,O,O,O,O,X,X
OILJSZT,O,O,O,O,X,X
OILJZTS,O,X,X,O,X,X
OILJZST,O,O,X,O,X,X
OILSTJZ,O,O,O,O,X,X
OILSTZJ,O,X,O,O,X,X
OILSJTZ,O,O,O,O,X,X
OILSJZT,O,O,O,O,X,X
OILSZTJ,O,O,O,O,X,X
OILSZJT,O,O,O,O,X,X
OILZTJS,O,X,X,O,X,X
OILZTSJ,O,X,X,O,X,X
OILZJTS,O,X,X,O,X,X
OILZJST,O,O,X,O,X,X
OILZSTJ,O,O,X,O,X,X
OILZSJT,O,O,X,O,X,X
OIJTLSZ,O,X,O,X,O,X
OIJTLZS,O,X,X,X,O,X
OIJTSLZ,X,X,O,X,O,X
OIJTSZL,X,X,O,X,O,X
OIJTZLS,O,X,X,X,O,X
OIJTZSL,X,X,O,X,O,X
OIJLTSZ,O,X,O,O,O,X
OIJLTZS,O,X,X,O,O,X
OIJLSTZ,O,O,O,O,X,X
OIJLSZT,O,O,O,O,X,X
OIJLZTS,O,X,X,O,X,X
OIJLZST,O,O,X,O,X,X
OIJSTLZ,X,X,O,X,O,X
OIJSTZL,X,X,O,X,O,X
OIJSLTZ,O,O,O,O,X,X
OIJSLZT,O,O,O,O,X,X
OIJSZTL,X,X,O,X,X,X
OIJSZLT,O,O,O,O,X,X
OIJZTLS,O,X,X,X,O,O
OIJZTSL,X,X,O,X,O,X
OIJZLTS,O,X,X,O,X,X
OIJZLST,O,O,X,O,X,X
OIJZSTL,X,X,O,X,X,X
OIJZSLT,O,O,O,O,X,X
OISTLJZ,X,X,O,X,O,X
OISTLZJ,X,X,O,X,O,X
OISTJLZ,X,X,O,X,O,X
OISTJZL,X,X,O,X,O,X
OISTZLJ,X,X,O,X,O,X
OISTZJL,X,X,O,X,O,X
OISLTJZ,O,O,O,O,X,X
OISLTZJ,O,X,O,O,X,X
OISLJTZ,O,O,O,O,X,X
OISLJZT,O,O,O,O,X,X
OISLZTJ,O,O,O,O,X,X
OISLZJT,O,O,O,O,X,X
OISJTLZ,X,X,O,X,O,X
OISJTZL,X,X,O,X,O,X
OISJLTZ,O,O,O,O,X,X
OISJLZT,O,O,O,O,X,X
OISJZTL,X,X,O,X,X,X
OISJZLT,O,O,O,O,X,X
OISZTLJ,X,X,O,X,X,X
OISZTJL,X,X,O,X,X,X
OISZLTJ,O,O,O,O,X,X
OISZLJT,O,O,O,O,X,X
OISZJTL,X,X,O,X,X,X
OISZJLT,O,O,O,O,X,X
OIZTLJS,O,X,X,X,O,O
OIZTLSJ,O,X,X,X,O,O
OIZTJLS,O,X,X,X,O,O
OIZTJSL,X,X,O,X,O,X
OIZTSLJ,X,X,O,X,O,X
OIZTSJL,X,X,O,X,O,X
OIZLTJS,O,X,X,O,X,X
OIZLTSJ,O,X,X,O,X,X
OIZLJTS,O,X,X,O,X,X
OIZLJST,O,O,X,O,X,X
OIZLSTJ,O,O,X,O,X,X
OIZLSJT,O,O,X,O,X,X
OIZJTLS,O,X,X,X,O,O
OIZJTSL,X,X,O,X,O,X
OIZJLTS,O,X,X,O,X,X
OIZJLST,O,O,X,O,X,X
OIZJSTL,X,X,O,X,X,X
OIZJSLT,O,O,O,O,X,X
OIZSTLJ,X,X,O,X,X,X
OIZSTJL,X,X,O,X,X,X
OIZSLTJ,O,O,O,O,X,X
OIZSLJT,O,O,O,O,X,X
OIZSJTL,X,X,O,X,X,X
OIZSJLT,O,O,O,O,X,X
OLTIJSZ,O,X,X,O,O,X
OLTIJZS,O,X,X,O,O,X
OLTISJZ,O,X,X,O,O,X
OLTISZJ,O,X,X,O,O,X
OLTIZJS,O,X,X,O,O,X
OLTIZSJ,O,X,X,O,O,X
OLTJISZ,O,X,X,O,O,X
OLTJIZS,O,X,X,O,O,X
OLTJSIZ,O,O,X,X,O,X
OLTJSZI,O,O,X,X,X,X
OLTJZIS,X,X,X,O,X,X
OLTJZSI,O,O,X,X,X,X
OLTSIJZ,O,O,X,X,O,X
OLTSIZJ,O,X,X,X,O,X
OLTSJIZ,O,O,X,X,O,X
OLTSJZI,O,O,X,X,X,X
OLTSZIJ,X,O,X,X,X,X
OLTSZJI,O,O,X,X,X,X
OLTZIJS,X,X,X,O,X,X
OLTZISJ,X,X,X,O,X,X
OLTZJIS,X,X,X,O,X,X
OLTZJSI,O,O,X,X,X,X
OLTZSIJ,X,O,X,X,X,X
OLTZSJI,O,O,X,X,X,X
OLITJSZ,O,X,O,O,O,X
OLITJZS,O,X,X,O,O,X
OLITSJZ,O,X,O,O,O,X
OLITSZJ,O,X,O,O,O,X
OLITZJS,O,X,X,O,O,X
OLITZSJ,O,X,X,O,O,X
OLIJTSZ,O,X,O,O,O,X
OLIJTZS,O,X,X,O,O,X
OLIJSTZ,O,O,O,O,X,X
OLIJSZT,O,O,O,O,X,X
OLIJZTS,O,X,X,O,X,X
OLIJZST,O,O,X,O,X,X
OLISTJZ,O,O,O,O,X,X
OLISTZJ,O,X,O,O,X,X
OLISJTZ,O,O,O,O,X,X
OLISJZT,O,O,O,O,X,X
OLISZTJ,O,O,O,O,X,X
OLISZJT,O,O,O,O,X,X
OLIZTJS,O,X,X,O,X,X
OLIZTSJ,O,X,X,O,X,X
OLIZJTS,O,X,X,O,X,X
OLIZJST,O,O,X,O,X,X
OLIZSTJ,O,O,X,O,X,X
OLIZSJT,O,O,X,O,X,X
OLJTISZ,O,X,X,O,O,X
OLJTIZS,O,X,X,O,O,X
OLJTSIZ,O,O,X,X,O,X
OLJTSZI,O,O,X,X,X,X
OLJTZIS,X,X,X,O,X,X
OLJTZSI,O,O,X,X,X,X
OLJITSZ,O,X,O,O,O,X
OLJITZS,O,X,X,O,O,X
OLJISTZ,O,O,O,O,X,X
OLJISZT,O,O,O,O,X,X
OLJIZTS,O,X,X,O,X,X
OLJIZST,O,O,X,O,X,X
OLJSTIZ,O,O,X,X,X,X
OLJSTZI,O,O,X,X,X,X
OLJSITZ,O,O,O,O,X,X
OLJSIZT,O,O,O,O,X,X
OLJSZTI,O,O,O,X,X,X
OLJSZIT,O,O,O,O,X,X
OLJZTIS,X,X,X,O,X,O
OLJZTSI,O,O,X,X,X,O
OLJZITS,O,X,X,O,X,X
OLJZIST,O,O,X,O,X,X
OLJZSTI,O,O,X,X,X,X
OLJZSIT,O,O,X,O,X,X
OLSTIJZ,O,O,X,X,X,X
OLSTIZJ,O,X,X,X,X,X
OLSTJIZ,O,O,X,X,X,X
OLSTJZI,O,O,X,X,X,X
OLSTZIJ,X,O,X,X,X,X
OLSTZJI,O,O,X,X,X,X
OLSITJZ,O,O,O,O,X,X
OLSITZJ,O,X,O,O,X,X
OLSIJTZ,O,O,O,O,X,X
OLSIJZT,O,O,O,O,X,X
OLSIZTJ,O,O,O,O,X,X
OLSIZJT,O,O,O,O,X,X
OLSJTIZ,O,O,X,X,X,X
OLSJTZI,O,O,X,X,X,X
OLSJITZ,O,O,O,O,X,X
OLSJIZT,O,O,O,O,X,X
OLSJZTI,O,O,O,X,X,X
OLSJZIT,O,O,O,O,X,X
OLSZTIJ,X,O,X,X,X,X
OLSZTJI,O,O,O,X,X,X
OLSZITJ,O,O,O,O,X,X
OLSZIJT,O,O,O,O,X,X
OLSZJTI,O,O,O,X,X,X
OLSZJIT,O,O,O,O,X,X
OLZTIJS,X,X,X,O,X,O
OLZTISJ,X,X,X,O,X,O
OLZTJIS,X,X,X,O,X,O
OLZTJSI,O,O,X,X,X,O
OLZTSIJ,X,O,X,X,X,O
OLZTSJI,O,O,X,X,X,O
OLZITJS,O,X,X,O,X,X
OLZITSJ,O,X,X,O,X,X
OLZIJTS,O,X,X,O,X,X
OLZIJST,O,O,X,O,X,X
OLZISTJ,O,O,X,O,X,X
OLZISJT,O,O,X,O,X,X
OLZJTIS,X,X,X,O,X,O
OLZJTSI,O,O,X,X,X,O
OLZJITS,O,X,X,O,X,X
OLZJIST,O,O,X,O,X,X
OLZJSTI,O,O,X,X,X,X
OLZJSIT,O,O,X,O,X,X
OLZSTIJ,X,O,X,X,X,X
OLZSTJI,O,O,X,X,X,X
OLZSITJ,O,O,X,O,X,X
OLZSIJT,O,O,X,O,X,X
OLZSJTI,O,O,X,X,X,X
OLZSJIT,O,O,X,O,X,X
OJTILSZ,O,X,O,X,O,X
OJTILZS,O,X,X,X,O,X
OJTISLZ,X,X,O,X,O,X
OJTISZL,X,X,O,X,O,X
OJTIZLS,O,X,X,X,O,X
OJTIZSL,X,X,O,X,O,X
OJTLISZ,O,X,X,X,O,X
OJTLIZS,O,X,X,X,O,X
OJTLSIZ,O,O,X,X,O,X
OJTLSZI,O,O,X,X,X,X
OJTLZIS,X,X,X,X,X,O
OJTLZSI,O,O,X,X,X,O
OJTSILZ,X,X,O,X,O,X
OJTSIZL,X,X,O,X,O,X
OJTSLIZ,X,O,X,X,O,X
OJTSLZI,X,O,X,X,X,X
OJTSZIL,X,X,O,X,O,X
OJTSZLI,X,O,O,X,X,X
OJTZILS,O,X,X,X,O,O
OJTZISL,X,X,X,X,O,X
OJTZLIS,X,X,X,X,X,O
OJTZLSI,O,O,X,X,X,O
OJTZSIL,X,X,X,X,O,X
OJTZSLI,X,O,X,X,X,O
OJITLSZ,O,X,O,X,O,X
