sequence,v115@QhB8EeE8BeA8BeD8Je/EJvhFRgBUiBFjBeqBCmBTrB,v115@QhB8EeE8BeA8BeD8JeT/IvhFylBUiBFjB+rBRqBXqB,v115@QhB8EeE8BeA8BeD8JeUBJvhFFiBXjBxkBCqBTrBmpB,v115@QhB8EeE8BeA8BeD8JeyEJvhFzgBFiBXjB+rBRqB0pB,v115@QhB8EeE8BeA8BeD8JeT/IvhFUiBFjB6rBRqBXqBmqB,v115@QhB8EeE8BeA8BeD8Jem/IvhFzgBFjBCnBRqB0pB3rB
OJSITLZ,O,O,X,O,X,X
OJSITZL,O,O,O,O,X,X
OJSILTZ,O,O,X,O,X,X
OJSILZT,O,O,X,O,X,X
OJSIZTL,O,O,O,O,X,X
OJSIZLT,O,O,X,O,X,X
OJSLTIZ,O,X,O,O,X,X
OJSLTZI,O,X,O,X,X,X
OJSLITZ,O,X,O,X,X,X
OJSLIZT,O,X,O,X,X,X
OJSLZTI,O,X,O,X,X,X
OJSLZIT,O,X,O,X,X,X
OJSZTIL,O,O,O,X,X,X
OJSZTLI,O,X,O,X,X,X
OJSZITL,O,O,O,X,X,X
OJSZILT,O,O,X,X,X,X
OJSZLTI,O,X,O,X,X,X
OJSZLIT,O,X,O,X,X,X
OJZTILS,O,O,X,X,X,X
OJZTISL,O,O,O,X,X,X
OJZTLIS,O,O,O,X,X,X
OJZTLSI,O,X,O,X,X,X
OJZTSIL,O,O,O,X,X,X
OJZTSLI,O,X,O,X,X,X
OJZITLS,O,O,X,X,X,X
OJZITSL,O,O,O,X,X,X
OJZILTS,O,O,X,X,X,X
OJZILST,O,O,X,X,X,X
OJZISTL,O,O,O,X,X,X
OJZISLT,O,O,X,X,X,X
OJZLTIS,O,O,O,X,X,X
OJZLTSI,O,X,O,X,X,X
OJZLITS,O,O,O,X,X,X
OJZLIST,O,O,O,X,X,X
OJZLSTI,O,X,O,X,X,X
OJZLSIT,O,X,O,X,X,X
OJZSTIL,O,O,O,X,X,X
OJZSTLI,O,X,O,X,X,X
OJZSITL,O,O,O,X,X,X
OJZSILT,O,O,X,X,X,X
OJZSLTI,O,X,O,X,X,X
OJZSLIT,O,X,O,X,X,X
OSTILJZ,X,O,O,X,X,X
OSTILZJ,O,X,O,X,X,X
OSTIJLZ,O,O,X,X,X,X
OSTIJZL,O,O,O,X,X,X
OSTIZLJ,O,X,O,X,X,X
OSTIZJL,O,X,O,X,X,X
OSTLIJZ,X,X,O,X,X,X
OSTLIZJ,O,X,O,X,X,X
OSTLJIZ,O,X,O,O,X,X
OSTLJZI,O,X,O,X,X,X
OSTLZIJ,O,X,O,X,X,X
OSTLZJI,O,X,O,X,X,X
OSTJILZ,O,O,X,O,X,X
OSTJIZL,O,O,O,O,X,X
OSTJLIZ,O,X,O,O,X,X
OSTJLZI,O,X,O,X,X,X
OSTJZIL,O,O,O,X,X,X
OSTJZLI,O,X,O,X,X,X
OSTZILJ,O,X,O,X,X,X
OSTZIJL,O,X,O,X,X,X
OSTZLIJ,O,X,O,X,X,X
OSTZLJI,O,X,O,X,X,X
OSTZJIL,O,O,O,X,X,X
OSTZJLI,O,X,O,X,X,X
OSITLJZ,X,O,O,O,X,X
OSITLZJ,O,X,O,X,X,X
OSITJLZ,O,O,X,O,X,X
OSITJZL,O,O,O,O,X,X
OSITZLJ,O,X,O,X,X,X
OSITZJL,O,X,O,X,X,X
OSILTJZ,X,O,O,O,X,X
OSILTZJ,O,X,O,X,X,X
OSILJTZ,X,O,O,O,X,X
OSILJZT,X,O,O,O,X,X
OSILZTJ,O,X,O,X,X,X
OSILZJT,X,X,O,O,X,X
OSIJTLZ,O,O,X,O,X,X
OSIJTZL,O,O,O,O,X,X
OSIJLTZ,O,O,X,O,X,X
OSIJLZT,O,O,X,O,X,X
OSIJZTL,O,O,O,O,X,X
OSIJZLT,O,O,X,O,X,X
OSIZTLJ,O,X,O,X,X,X
OSIZTJL,O,X,O,X,X,X
OSIZLTJ,O,X,O,X,X,X
OSIZLJT,X,X,O,O,X,X
OSIZJTL,O,X,O,O,X,X
OSIZJLT,O,X,X,O,X,X
OSLTIJZ,X,X,O,X,X,X
OSLTIZJ,O,X,O,X,X,X
OSLTJIZ,O,X,O,O,X,X
OSLTJZI,O,X,O,X,X,X
OSLTZIJ,O,X,O,X,X,X
OSLTZJI,O,X,O,X,X,X
OSLITJZ,X,X,O,O,X,X
OSLITZJ,O,X,O,X,X,X
OSLIJTZ,X,X,O,O,X,X
OSLIJZT,X,X,O,O,X,X
OSLIZTJ,O,X,O,X,X,X
OSLIZJT,X,X,O,O,X,X
OSLJTIZ,O,X,O,O,X,X
OSLJTZI,O,X,O,X,X,X
OSLJITZ,O,X,O,X,X,X
OSLJIZT,O,X,O,X,X,X
OSLJZTI,O,X,O,X,X,X
OSLJZIT,O,X,O,X,X,X
OSLZTIJ,O,X,O,X,X,X
OSLZTJI,O,X,O,X,X,X
OSLZITJ,O,X,O,X,X,X
OSLZIJT,X,X,O,X,X,X
OSLZJTI,O,X,O,X,X,X
OSLZJIT,O,X,O,X,X,X
OSJTILZ,O,O,X,O,X,X
OSJTIZL,O,O,O,O,X,X
OSJTLIZ,O,X,O,O,X,X
OSJTLZI,O,X,O,X,X,X
OSJTZIL,O,O,O,X,X,X
OSJTZLI,O,X,O,X,X,X
OSJITLZ,O,O,X,O,X,X
OSJITZL,O,O,O,O,X,X
OSJILTZ,O,O,X,O,X,X
OSJILZT,O,O,X,O,X,X
OSJIZTL,O,O,O,O,X,X
OSJIZLT,O,O,X,O,X,X
OSJLTIZ,O,X,O,O,X,X
OSJLTZI,O,X,O,X,X,X
OSJLITZ,O,X,O,X,X,X
OSJLIZT,O,X,O,X,X,X
OSJLZTI,O,X,O,X,X,X
OSJLZIT,O,X,O,X,X,X
OSJZTIL,O,O,O,X,X,X
OSJZTLI,O,X,O,X,X,X
OSJZITL,O,O,O,X,X,X
OSJZILT,O,O,X,X,X,X
OSJZLTI,O,X,O,X,X,X
OSJZLIT,O,X,O,X,X,X
OSZTILJ,O,X,O,X,X,X
OSZTIJL,O,X,O,X,X,X
OSZTLIJ,O,X,O,X,X,X
OSZTLJI,O,X,O,X,X,X
OSZTJIL,O,O,O,X,X,X
OSZTJLI,O,X,O,X,X,X
OSZITLJ,O,X,O,X,X,X
OSZITJL,O,X,O,X,X,X
OSZILTJ,O,X,O,X,X,X
OSZILJT,X,X,O,X,X,X
OSZIJTL,O,X,O,X,X,X
OSZIJLT,O,X,X,X,X,X
OSZLTIJ,O,X,O,X,X,X
OSZLTJI,O,X,O,X,X,X
OSZLITJ,O,X,O,X,X,X
OSZLIJT,X,X,O,X,X,X
OSZLJTI,O,X,O,X,X,X
OSZLJIT,O,X,O,X,X,X
OSZJTIL,O,O,O,X,X,X
OSZJTLI,O,X,O,X,X,X
OSZJITL,O,O,O,X,X,X
OSZJILT,O,O,X,X,X,X
OSZJLTI,O,X,O,X,X,X
OSZJLIT,O,X,O,X,X,X
OZTILJS,O,O,O,X,X,X
OZTILSJ,X,X,O,X,X,X
OZTIJLS,O,O,X,X,X,X
OZTIJSL,O,O,O,X,X,X
OZTISLJ,O,X,O,X,X,X
OZTISJL,O,X,O,X,X,X
OZTLIJS,O,X,O,X,X,X
OZTLISJ,X,X,O,X,O,X
OZTLJIS,O,O,O,X,X,X
OZTLJSI,O,X,O,X,X,X
OZTLSIJ,O,X,O,X,X,X
OZTLSJI,O,X,O,X,X,X
OZTJILS,O,O,X,X,X,X
OZTJISL,O,O,O,X,X,X
OZTJLIS,O,O,O,X,X,X
OZTJLSI,O,X,O,X,X,X
OZTJSIL,O,O,O,X,X,X
OZTJSLI,O,X,O,X,X,X
OZTSILJ,O,X,O,X,X,X
OZTSIJL,O,X,O,X,X,X
OZTSLIJ,O,X,O,X,X,X
OZTSLJI,O,X,O,X,X,X
OZTSJIL,O,O,O,X,X,X
OZTSJLI,O,X,O,X,X,X
OZITLJS,O,O,O,X,X,X
OZITLSJ,X,X,O,X,X,X
OZITJLS,O,O,X,X,X,X
OZITJSL,O,O,O,X,X,X
OZITSLJ,O,X,O,X,X,X
OZITSJL,O,X,O,X,X,X
OZILTJS,O,O,O,X,X,X
OZILTSJ,X,X,O,X,X,X
OZILJTS,O,O,O,X,X,X
OZILJST,O,O,O,X,X,X
OZILSTJ,X,X,O,X,X,X
OZILSJT,X,X,O,X,X,X
OZIJTLS,O,O,X,X,X,X
OZIJTSL,O,O,O,X,X,X
OZIJLTS,O,O,X,X,X,X
OZIJLST,O,O,X,X,X,X
OZIJSTL,O,O,O,X,X,X
OZIJSLT,O,O,X,X,X,X
OZISTLJ,O,X,O,X,X,X
OZISTJL,O,X,O,X,X,X
OZISLTJ,O,X,O,X,X,X
OZISLJT,X,X,O,X,X,X
OZISJTL,O,X,O,X,X,X
OZISJLT,O,X,X,X,X,X
OZLTIJS,O,X,O,X,X,X
OZLTISJ,X,X,O,X,O,X
OZLTJIS,O,O,O,X,X,X
OZLTJSI,O,X,O,X,X,X
OZLTSIJ,O,X,O,X,X,X
OZLTSJI,O,X,O,X,X,X
OZLITJS,O,X,O,X,X,X
OZLITSJ,X,X,O,X,O,X
OZLIJTS,O,X,O,X,X,X
OZLIJST,O,X,O,X,X,X
OZLISTJ,X,X,O,X,O,X
OZLISJT,X,X,O,X,O,X
OZLJTIS,O,O,O,X,X,X
OZLJTSI,O,X,O,X,X,X
OZLJITS,O,O,O,X,X,X
OZLJIST,O,O,O,X,X,X
OZLJSTI,O,X,O,X,X,X
OZLJSIT,O,X,O,X,X,X
OZLSTIJ,O,X,O,X,X,X
OZLSTJI,O,X,O,X,X,X
OZLSITJ,O,X,O,X,X,X
OZLSIJT,X,X,O,X,X,X
OZLSJTI,O,X,O,X,X,X
OZLSJIT,O,X,O,X,X,X
OZJTILS,O,O,X,X,X,X
OZJTISL,O,O,O,X,X,X
OZJTLIS,O,O,O,X,X,X
OZJTLSI,O,X,O,X,X,X
OZJTSIL,O,O,O,X,X,X
OZJTSLI,O,X,O,X,X,X
OZJITLS,O,O,X,X,X,X
OZJITSL,O,O,O,X,X,X
OZJILTS,O,O,X,X,X,X
OZJILST,O,O,X,X,X,X
OZJISTL,O,O,O,X,X,X
OZJISLT,O,O,X,X,X,X
OZJLTIS,O,O,O,X,X,X
OZJLTSI,O,X,O,X,X,X
OZJLITS,O,O,O,X,X,X
OZJLIST,O,O,O,X,X,X
OZJLSTI,O,X,O,X,X,X
OZJLSIT,O,X,O,X,X,X
OZJSTIL,O,O,O,X,X,X
OZJSTLI,O,X,O,X,X,X
OZJSITL,O,O,O,X,X,X
OZJSILT,O,O,X,X,X,X
OZJSLTI,O,X,O,X,X,X
OZJSLIT,O,X,O,X,X,X
OZSTILJ,O,X,O,X,X,X
OZSTIJL,O,X,O,X,X,X
OZSTLIJ,O,X,O,X,X,X
OZSTLJI,O,X,O,X,X,X
OZSTJIL,O,O,O,X,X,X
OZSTJLI,O,X,O,X,X,X
OZSITLJ,O,X,O,X,X,X
OZSITJL,O,X,O,X,X,X
OZSILTJ,O,X,O,X,X,X
OZSILJT,X,X,O,X,X,X
OZSIJTL,O,X,O,X,X,X
OZSIJLT,O,X,X,X,X,X
OZSLTIJ,O,X,O,X,X,X
OZSLTJI,O,X,O,X,X,X
OZSLITJ,O,X,O,X,X,X
OZSLIJT,X,X,O,X,X,X
OZSLJTI,O,X,O,X,X,X
OZSLJIT,O,X,O,X,X,X
OZSJTIL,O,O,O,X,X,X
OZSJTLI,O,X,O,X,X,X
OZSJITL,O,O,O,X,X,X
OZSJILT,O,O,X,X,X,X
OZSJLTI,O,X,O,X,X,X
OZSJLIT,O,X,O,X,X,X
