sequence,v115@QhA8BeA8EeH8BeB8Jem/IvhFChBxiBTkBXmBlnBUsB,v115@QhA8BeA8EeH8BeB8Jex/IvhF/mBanBFjBTkB0lB+sB,v115@QhA8BeA8EeH8BeB8JeOEJvhF8kBqlBThBxiBVsB3sB,v115@QhA8BeA8EeH8BeB8Jex/IvhF0hBXjBTkBllB6sBmrB,v115@QhA8BeA8EeH8BeB8JeKEJvhFzfBFhBxiBWrB3nBUsB,v115@QhA8BeA8EeH8BeB8Jei/IvhFzgBFjB3kBGnBRrBUsB,v115@QhA8BeA8EeH8BeB8JeOEJvhF8kBRhBzlBfsBlnBCtB
ZOSLTIJ,O,O,X,X,X,X,O
ZOSLTJI,O,O,X,X,X,X,O
ZOSLITJ,O,O,X,X,X,X,O
ZOSLIJT,O,O,X,X,X,X,O
ZOSLJTI,O,O,X,X,X,X,O
ZOSLJIT,O,O,X,X,X,X,O
ZOSJTIL,O,O,X,O,X,X,O
ZOSJTLI,O,O,X,O,X,X,O
ZOSJITL,O,O,X,O,X,X,O
ZOSJILT,O,O,X,X,X,X,O
ZOSJLTI,O,O,X,O,X,X,O
ZOSJLIT,O,O,X,X,X,X,O
OTILJSZ,O,O,X,O,X,O,X
OTILJZS,X,O,O,O,X,X,X
OTILSJZ,O,X,X,O,X,O,X
OTILSZJ,O,X,O,O,X,O,X
OTILZJS,X,O,O,O,X,X,X
OTILZSJ,X,X,O,O,X,X,X
OTIJLSZ,O,O,X,O,X,O,X
OTIJLZS,X,O,O,O,X,X,X
OTIJSLZ,O,O,X,O,X,O,X
OTIJSZL,O,O,X,O,X,O,X
OTIJZLS,X,O,X,O,X,X,X
OTIJZSL,O,O,X,O,X,O,X
OTISLJZ,O,O,X,O,X,O,X
OTISLZJ,O,X,O,O,X,O,O
OTISJLZ,O,O,X,O,X,O,X
OTISJZL,O,O,X,O,X,O,O
OTISZLJ,O,X,X,O,X,O,O
OTISZJL,O,O,X,O,X,O,O
OTIZLJS,X,O,O,O,X,X,X
OTIZLSJ,X,X,O,O,X,X,X
OTIZJLS,X,O,O,O,X,X,X
OTIZJSL,O,O,X,O,X,O,O
OTIZSLJ,O,O,X,O,X,O,O
OTIZSJL,O,O,X,O,X,O,O
OTLIJSZ,O,O,X,O,X,X,X
OTLIJZS,X,O,O,O,X,X,X
OTLISJZ,O,X,X,O,X,X,X
OTLISZJ,O,X,O,O,X,X,X
OTLIZJS,X,O,O,O,X,X,X
OTLIZSJ,X,X,O,O,X,X,X
OTLJISZ,O,O,X,O,X,X,X
OTLJIZS,X,O,O,O,X,X,X
OTLJSIZ,O,O,X,O,X,X,X
OTLJSZI,O,O,X,O,X,X,X
OTLJZIS,X,O,O,O,X,X,X
OTLJZSI,X,O,O,O,X,X,X
OTLSIJZ,O,X,X,O,X,X,X
OTLSIZJ,O,X,O,O,X,X,X
OTLSJIZ,O,X,X,O,X,X,X
OTLSJZI,O,X,X,O,X,X,X
OTLSZIJ,O,X,O,O,X,X,X
OTLSZJI,O,X,O,O,X,X,X
OTLZIJS,X,O,O,O,X,X,X
OTLZISJ,X,X,O,O,X,X,X
OTLZJIS,X,O,O,O,X,X,X
OTLZJSI,X,O,O,O,X,X,X
OTLZSIJ,X,X,O,O,X,X,X
OTLZSJI,X,X,O,O,X,X,X
OTJILSZ,O,O,X,O,X,X,X
OTJILZS,X,O,O,O,X,X,X
OTJISLZ,O,O,X,O,X,X,X
OTJISZL,O,O,X,O,X,X,X
OTJIZLS,X,O,X,O,X,X,X
OTJIZSL,O,O,X,O,X,X,X
OTJLISZ,O,O,X,O,X,X,X
OTJLIZS,X,O,O,O,X,X,X
OTJLSIZ,O,O,X,O,X,X,X
OTJLSZI,O,O,X,O,X,X,X
OTJLZIS,X,O,O,O,X,X,X
OTJLZSI,X,O,O,O,X,X,X
OTJSILZ,O,O,X,O,X,X,X
OTJSIZL,O,O,X,O,X,X,X
OTJSLIZ,O,O,X,O,X,X,X
OTJSLZI,O,O,X,O,X,X,X
OTJSZIL,O,O,X,O,X,X,X
OTJSZLI,O,O,X,O,X,X,X
OTJZILS,O,O,X,O,X,X,X
OTJZISL,O,O,X,O,X,X,X
OTJZLIS,O,O,X,O,X,X,X
OTJZLSI,O,O,X,O,X,X,X
OTJZSIL,O,O,X,O,X,X,X
OTJZSLI,O,O,X,O,X,X,X
OTSILJZ,O,O,X,O,X,O,X
OTSILZJ,O,X,O,O,X,O,O
OTSIJLZ,O,O,X,O,X,O,X
OTSIJZL,O,O,X,O,X,O,O
OTSIZLJ,O,X,X,O,X,O,O
OTSIZJL,O,O,X,O,X,O,O
OTSLIJZ,O,O,X,O,X,O,X
OTSLIZJ,O,X,O,O,X,O,O
OTSLJIZ,O,O,X,O,X,X,X
OTSLJZI,O,O,X,O,X,X,X
OTSLZIJ,O,X,O,O,X,X,O
OTSLZJI,O,X,O,O,X,X,O
OTSJILZ,O,O,X,O,X,X,X
OTSJIZL,O,O,X,O,X,X,O
OTSJLIZ,O,O,X,O,X,X,X
OTSJLZI,O,O,X,O,X,X,X
OTSJZIL,O,O,X,O,X,X,O
OTSJZLI,O,O,X,O,X,X,O
OTSZILJ,O,X,X,O,X,X,O
OTSZIJL,O,O,X,O,X,X,O
OTSZLIJ,O,X,X,O,X,X,O
OTSZLJI,O,X,X,O,X,X,O
OTSZJIL,O,O,X,O,X,X,O
OTSZJLI,O,O,X,O,X,X,O
OTZILJS,O,O,O,O,X,X,X
OTZILSJ,O,X,O,O,X,X,X
OTZIJLS,O,O,O,O,X,X,X
OTZIJSL,O,O,X,O,X,X,O
OTZISLJ,O,O,X,O,X,X,O
OTZISJL,O,O,X,O,X,X,O
OTZLIJS,O,O,O,O,X,X,X
OTZLISJ,O,X,O,O,X,X,X
OTZLJIS,O,O,O,O,X,X,X
OTZLJSI,O,O,O,O,X,X,X
OTZLSIJ,O,X,O,O,X,X,X
OTZLSJI,O,X,O,O,X,X,X
OTZJILS,O,O,O,O,X,X,X
OTZJISL,O,O,X,O,X,X,O
OTZJLIS,O,O,O,O,X,X,X
OTZJLSI,O,O,O,O,X,X,X
OTZJSIL,O,O,X,O,X,X,O
OTZJSLI,O,O,X,O,X,X,O
OTZSILJ,O,O,X,O,X,X,O
OTZSIJL,O,O,X,O,X,X,O
OTZSLIJ,O,O,X,O,X,X,O
OTZSLJI,O,O,X,O,X,X,O
OTZSJIL,O,O,X,O,X,X,O
OTZSJLI,O,O,X,O,X,X,O
OITLJSZ,O,O,X,O,X,O,X
OITLJZS,X,O,O,O,X,X,X
OITLSJZ,O,X,X,O,X,O,X
OITLSZJ,O,X,O,O,X,O,X
OITLZJS,X,O,O,O,X,X,X
OITLZSJ,X,X,O,O,X,X,X
OITJLSZ,O,O,X,O,X,O,X
OITJLZS,X,O,O,O,X,X,X
OITJSLZ,O,O,X,O,X,O,X
OITJSZL,O,O,X,O,X,O,X
OITJZLS,X,O,X,O,X,X,X
OITJZSL,O,O,X,O,X,O,X
OITSLJZ,O,O,X,O,X,O,X
OITSLZJ,O,X,O,O,X,O,O
OITSJLZ,O,O,X,O,X,O,X
OITSJZL,O,O,X,O,X,O,O
OITSZLJ,O,X,X,O,X,O,O
OITSZJL,O,O,X,O,X,O,O
OITZLJS,X,O,O,O,X,X,X
OITZLSJ,X,X,O,O,X,X,X
OITZJLS,X,O,O,O,X,X,X
OITZJSL,O,O,X,O,X,O,O
OITZSLJ,O,O,X,O,X,O,O
OITZSJL,O,O,X,O,X,O,O
OILTJSZ,O,O,X,O,O,O,X
OILTJZS,X,O,O,O,O,X,X
OILTSJZ,O,X,X,O,O,O,X
OILTSZJ,O,X,O,O,X,O,X
OILTZJS,X,O,O,O,X,X,X
OILTZSJ,X,X,O,O,X,X,X
OILJTSZ,O,O,X,X,O,O,X
OILJTZS,X,O,X,X,O,X,X
OILJSTZ,O,O,X,X,O,O,X
OILJSZT,O,O,X,X,O,O,X
OILJZTS,X,O,O,X,O,X,X
OILJZST,O,O,O,X,X,X,X
OILSTJZ,O,O,X,O,O,O,X
OILSTZJ,X,X,X,O,X,O,O
OILSJTZ,O,O,X,X,O,O,X
OILSJZT,O,O,X,X,O,O,X
OILSZTJ,X,X,X,X,X,O,O
OILSZJT,O,O,O,X,O,O,O
OILZTJS,X,O,O,X,X,X,X
OILZTSJ,X,X,O,X,X,X,X
OILZJTS,X,O,O,X,O,X,X
OILZJST,O,O,O,X,X,X,O
OILZSTJ,O,O,X,X,X,X,O
OILZSJT,O,O,O,X,O,X,O
OIJTLSZ,O,O,X,O,O,O,X
OIJTLZS,X,O,X,O,O,X,X
OIJTSLZ,O,O,X,O,X,O,X
OIJTSZL,O,O,X,O,X,O,X
OIJTZLS,X,O,X,O,X,X,X
OIJTZSL,O,O,X,O,X,O,X
OIJLTSZ,O,O,X,X,O,O,X
OIJLTZS,X,O,X,X,O,X,X
OIJLSTZ,O,O,X,X,O,O,X
OIJLSZT,O,O,X,X,X,O,X
OIJLZTS,X,O,X,X,O,X,X
OIJLZST,O,O,X,X,X,X,X
OIJSTLZ,O,O,X,O,X,O,X
OIJSTZL,O,O,X,O,X,O,O
OIJSLTZ,O,O,X,X,X,O,X
OIJSLZT,O,O,X,X,X,O,X
OIJSZTL,O,O,X,O,X,O,O
OIJSZLT,O,O,X,X,X,O,O
OIJZTLS,O,O,X,O,X,X,X
OIJZTSL,O,O,X,O,X,O,O
OIJZLTS,X,O,X,X,X,X,X
OIJZLST,O,O,X,X,X,X,O
OIJZSTL,O,O,X,O,X,O,O
OIJZSLT,O,O,X,X,X,O,O
OISTLJZ,O,O,X,O,X,O,X
OISTLZJ,O,X,X,O,X,O,O
OISTJLZ,O,O,X,O,X,O,X
OISTJZL,O,O,X,O,X,O,O
OISTZLJ,O,X,X,O,X,O,O
OISTZJL,O,O,X,O,X,O,O
OISLTJZ,O,O,X,O,O,O,X
OISLTZJ,O,X,X,O,X,O,O
OISLJTZ,O,O,X,X,O,O,X
OISLJZT,O,O,X,X,O,O,X
OISLZTJ,O,X,X,X,X,O,O
OISLZJT,O,O,X,X,O,O,O
OISJTLZ,O,O,X,O,O,O,X
OISJTZL,O,O,X,O,X,O,O
OISJLTZ,O,O,X,X,O,O,X
OISJLZT,O,O,X,X,O,O,X
OISJZTL,O,O,X,O,X,O,O
OISJZLT,O,O,X,X,X,O,O
OISZTLJ,O,O,X,O,X,O,O
OISZTJL,O,O,X,O,X,O,O
OISZLTJ,O,O,X,X,X,O,O
OISZLJT,O,O,X,X,X,O,O
OISZJTL,O,O,X,X,X,O,O
OISZJLT,O,O,X,X,X,O,O
OIZTLJS,O,O,O,O,X,X,X
OIZTLSJ,O,X,O,O,X,X,X
OIZTJLS,O,O,O,O,X,X,X
OIZTJSL,O,O,X,O,X,O,O
OIZTSLJ,O,O,X,O,X,O,O
OIZTSJL,O,O,X,O,X,O,O
OIZLTJS,X,O,O,X,X,X,X
OIZLTSJ,X,X,O,X,X,X,X
OIZLJTS,X,O,O,X,X,X,X
OIZLJST,O,O,O,X,X,X,O
OIZLSTJ,O,O,X,X,X,X,O
OIZLSJT,O,O,O,X,X,X,O
OIZJTLS,O,O,O,X,X,X,X
OIZJTSL,O,O,X,X,X,O,O
OIZJLTS,X,O,O,X,X,X,X
OIZJLST,O,O,O,X,X,X,O
OIZJSTL,O,O,X,X,X,O,O
OIZJSLT,O,O,X,X,X,O,O
OIZSTLJ,O,O,X,O,X,O,O
OIZSTJL,O,O,X,O,X,O,O
OIZSLTJ,O,O,X,X,X,O,O
OIZSLJT,O,O,X,X,X,O,O
OIZSJTL,O,O,X,X,X,O,O
OIZSJLT,O,O,X,X,X,O,O
OLTIJSZ,O,O,X,O,O,X,X
OLTIJZS,X,O,O,O,O,X,X
OLTISJZ,O,X,X,O,O,X,X
OLTISZJ,O,X,O,O,X,X,X
OLTIZJS,X,O,O,O,X,X,X
OLTIZSJ,X,X,O,O,X,X,X
OLTJISZ,O,O,X,O,O,X,X
OLTJIZS,X,O,O,O,O,X,X
OLTJSIZ,O,O,X,O,O,X,X
OLTJSZI,O,O,X,O,O,X,X
OLTJZIS,X,O,O,O,O,X,X
OLTJZSI,X,O,O,O,O,X,X
OLTSIJZ,O,X,X,O,O,X,X
OLTSIZJ,O,X,O,O,X,X,X
OLTSJIZ,O,X,X,O,O,X,X
OLTSJZI,O,X,X,O,O,X,X
OLTSZIJ,O,X,O,O,X,X,X
OLTSZJI,O,X,O,O,X,X,X
OLTZIJS,X,O,O,O,X,X,X
OLTZISJ,X,X,O,O,X,X,X
OLTZJIS,X,O,O,O,X,X,X
OLTZJSI,X,O,O,O,X,X,X
OLTZSIJ,X,X,O,O,X,X,X
OLTZSJI,X,X,O,O,X,X,X
OLITJSZ,O,O,X,O,O,X,X
OLITJZS,X,O,O,O,O,X,X
OLITSJZ,O,X,X,O,O,X,X
OLITSZJ,O,X,O,O,X,X,X
OLITZJS,X,O,O,O,X,X,X
OLITZSJ,X,X,O,O,X,X,X
OLIJTSZ,O,O,X,X,O,X,X
OLIJTZS,X,O,X,X,O,X,X
OLIJSTZ,O,O,X,X,O,X,X
OLIJSZT,O,O,X,X,O,X,X
OLIJZTS,X,O,O,X,O,X,X
OLIJZST,O,O,O,X,X,X,X
OLISTJZ,O,O,X,O,O,X,X
OLISTZJ,X,X,X,O,X,X,O
OLISJTZ,O,O,X,X,O,X,X
OLISJZT,O,O,X,X,O,X,X
OLISZTJ,X,X,X,X,X,X,O
OLISZJT,O,O,O,X,O,X,O
OLIZTJS,X,O,O,X,X,X,X
OLIZTSJ,X,X,O,X,X,X,X
OLIZJTS,X,O,O,X,O,X,X
OLIZJST,O,O,O,X,X,X,O
OLIZSTJ,O,O,X,X,X,X,O
OLIZSJT,O,O,O,X,O,X,O
OLJTISZ,O,O,X,O,O,X,X
OLJTIZS,X,O,O,O,O,X,X
OLJTSIZ,O,O,X,O,O,X,X
OLJTSZI,O,O,X,O,O,X,X
OLJTZIS,X,O,O,O,O,X,X
OLJTZSI,X,O,O,O,O,X,X
OLJITSZ,O,O,X,X,O,X,X
OLJITZS,X,O,X,X,O,X,X
OLJISTZ,O,O,X,X,O,X,X
OLJISZT,O,O,X,X,O,X,X
OLJIZTS,X,O,O,X,O,X,X
OLJIZST,O,O,O,X,X,X,X
OLJSTIZ,O,O,X,O,O,X,X
OLJSTZI,O,O,X,O,O,X,X
OLJSITZ,O,O,X,X,O,X,X
OLJSIZT,O,O,X,X,O,X,X
OLJSZTI,O,O,X,O,O,X,X
OLJSZIT,O,O,X,X,O,X,X
OLJZTIS,O,O,O,O,O,X,X
OLJZTSI,O,O,O,O,O,X,X
OLJZITS,X,O,O,X,O,X,X
OLJZIST,O,O,O,X,X,X,X
OLJZSTI,O,O,O,O,O,X,X
OLJZSIT,O,O,O,X,O,X,X
OLSTIJZ,O,O,X,O,O,X,X
OLSTIZJ,O,X,O,O,X,X,O
OLSTJIZ,O,O,X,O,O,X,X
OLSTJZI,O,O,X,O,O,X,X
OLSTZIJ,O,X,O,O,X,X,O
OLSTZJI,O,X,O,O,X,X,O
OLSITJZ,O,O,X,O,O,X,X
OLSITZJ,O,X,X,O,X,X,O
OLSIJTZ,O,O,X,X,O,X,X
OLSIJZT,O,O,X,X,O,X,X
OLSIZTJ,O,X,X,X,X,X,O
OLSIZJT,O,O,O,X,O,X,O
OLSJTIZ,O,O,X,O,O,X,X
OLSJTZI,O,O,X,O,O,X,X
OLSJITZ,O,O,X,X,O,X,X
OLSJIZT,O,O,X,X,O,X,X
OLSJZTI,O,O,X,O,O,X,X
OLSJZIT,O,O,X,X,O,X,X
OLSZTIJ,O,X,O,X,X,X,O
OLSZTJI,O,X,O,X,X,X,O
OLSZITJ,O,X,X,X,X,X,O
OLSZIJT,O,O,O,X,O,X,O
OLSZJTI,O,O,O,X,O,X,O
OLSZJIT,O,O,O,X,O,X,O
OLZTIJS,O,O,O,X,X,X,X
OLZTISJ,O,X,O,X,X,X,X
OLZTJIS,O,O,O,X,X,X,X
OLZTJSI,O,O,O,X,X,X,X
OLZTSIJ,O,X,O,X,X,X,X
OLZTSJI,O,X,O,X,X,X,X
OLZITJS,X,O,O,X,X,X,X
OLZITSJ,X,X,O,X,X,X,X
OLZIJTS,X,O,O,X,O,X,X
OLZIJST,O,O,O,X,X,X,O
OLZISTJ,O,O,X,X,X,X,O
OLZISJT,O,O,O,X,O,X,O
OLZJTIS,O,O,O,X,O,X,X
OLZJTSI,O,O,O,X,O,X,X
OLZJITS,X,O,O,X,O,X,X
OLZJIST,O,O,O,X,X,X,O
OLZJSTI,O,O,O,X,O,X,O
OLZJSIT,O,O,O,X,O,X,O
OLZSTIJ,O,O,O,X,X,X,O
OLZSTJI,O,O,O,X,X,X,O
OLZSITJ,O,O,X,X,X,X,O
OLZSIJT,O,O,O,X,O,X,O
OLZSJTI,O,O,O,X,O,X,O
OLZSJIT,O,O,O,X,O,X,O
OJTILSZ,O,O,X,O,O,X,X
OJTILZS,X,O,X,O,O,X,X
OJTISLZ,O,O,X,O,X,X,X
OJTISZL,O,O,X,O,X,X,X
OJTIZLS,X,O,X,O,X,X,X
OJTIZSL,O,O,X,O,X,X,X
OJTLISZ,O,O,X,O,O,X,X
OJTLIZS,X,O,X,O,O,X,X
OJTLSIZ,O,O,X,O,O,X,X
OJTLSZI,O,O,X,O,O,X,X
OJTLZIS,X,O,X,O,O,X,X
OJTLZSI,X,O,X,O,O,X,X
OJTSILZ,O,O,X,O,O,X,X
OJTSIZL,O,O,X,O,X,X,X
OJTSLIZ,O,O,X,O,O,X,X
OJTSLZI,O,O,X,O,O,X,X
OJTSZIL,O,O,X,O,X,X,X
OJTSZLI,O,O,X,O,X,X,X
OJTZILS,O,O,X,O,X,X,X
OJTZISL,O,O,X,O,X,X,X
OJTZLIS,O,O,X,O,X,X,X
OJTZLSI,O,O,X,O,X,X,X
OJTZSIL,O,O,X,O,X,X,X
OJTZSLI,O,O,X,O,X,X,X
OJITLSZ,O,O,X,O,O,X,X
OJITLZS,X,O,X,O,O,X,X
OJITSLZ,O,O,X,O,X,X,X
OJITSZL,O,O,X,O,X,X,X
OJITZLS,X,O,X,O,X,X,X
OJITZSL,O,O,X,O,X,X,X
OJILTSZ,O,O,X,X,O,X,X
OJILTZS,X,O,X,X,O,X,X
OJILSTZ,O,O,X,X,O,X,X
OJILSZT,O,O,X,X,X,X,X
OJILZTS,X,O,X,X,O,X,X
OJILZST,O,O,X,X,X,X,X
OJISTLZ,O,O,X,O,X,X,X
OJISTZL,O,O,X,O,X,X,O
OJISLTZ,O,O,X,X,X,X,X
OJISLZT,O,O,X,X,X,X,X
OJISZTL,O,O,X,O,X,X,O
OJISZLT,O,O,X,X,X,X,O
OJIZTLS,O,O,X,O,X,X,X
OJIZTSL,O,O,X,O,X,X,O
OJIZLTS,X,O,X,X,X,X,X
OJIZLST,O,O,X,X,X,X,O
OJIZSTL,O,O,X,O,X,X,O
OJIZSLT,O,O,X,X,X,X,O
OJLTISZ,O,O,X,O,O,X,X
OJLTIZS,X,O,X,O,O,X,X
OJLTSIZ,O,O,X,O,O,X,X
OJLTSZI,O,O,X,O,O,X,X
OJLTZIS,X,O,X,O,O,X,X
OJLTZSI,X,O,X,O,O,X,X
OJLITSZ,O,O,X,X,O,X,X
OJLITZS,X,O,X,X,O,X,X
OJLISTZ,O,O,X,X,O,X,X
OJLISZT,O,O,X,X,O,X,X
OJLIZTS,X,O,X,X,O,X,X
OJLIZST,O,O,X,X,X,X,X
OJLSTIZ,O,O,X,O,O,X,X
OJLSTZI,O,O,X,O,O,X,X
OJLSITZ,O,O,X,X,O,X,X
OJLSIZT,O,O,X,X,O,X,X
OJLSZTI,O,O,X,O,O,X,X
OJLSZIT,O,O,X,X,O,X,X
OJLZTIS,O,O,X,O,O,X,X
OJLZTSI,O,O,X,O,O,X,X
OJLZITS,X,O,X,X,O,X,X
OJLZIST,O,O,X,X,X,X,X
OJLZSTI,O,O,X,O,O,X,X
OJLZSIT,O,O,X,X,O,X,X
OJSTILZ,O,O,X,O,O,X,X
OJSTIZL,O,O,X,O,X,X,O
OJSTLIZ,O,O,X,O,O,X,X
OJSTLZI,O,O,X,O,O,X,X
OJSTZIL,O,O,X,O,X,X,O
OJSTZLI,O,O,X,O,X,X,O
OJSITLZ,O,O,X,O,O,X,X
OJSITZL,O,O,X,O,X,X,O
OJSILTZ,O,O,X,X,O,X,X
OJSILZT,O,O,X,X,O,X,X
OJSIZTL,O,O,X,O,X,X,O
OJSIZLT,O,O,X,X,X,X,O
OJSLTIZ,O,O,X,O,O,X,X
OJSLTZI,O,O,X,O,O,X,X
OJSLITZ,O,O,X,X,O,X,X
OJSLIZT,O,O,X,X,O,X,X
OJSLZTI,O,O,X,O,O,X,X
OJSLZIT,O,O,X,X,O,X,X
OJSZTIL,O,O,X,O,X,X,O
OJSZTLI,O,O,X,O,X,X,O
OJSZITL,O,O,X,O,X,X,O
OJSZILT,O,O,X,X,X,X,O
OJSZLTI,O,O,X,O,X,X,O
OJSZLIT,O,O,X,X,X,X,O
OJZTILS,O,O,X,O,X,X,X
OJZTISL,O,O,X,O,X,X,O
OJZTLIS,O,O,X,O,X,X,X
OJZTLSI,O,O,X,O,X,X,X
OJZTSIL,O,O,X,O,X,X,O
OJZTSLI,O,O,X,O,X,X,O
OJZITLS,O,O,X,O,X,X,X
OJZITSL,O,O,X,O,X,X,O
OJZILTS,X,O,X,X,X,X,X
OJZILST,O,O,X,X,X,X,O
OJZISTL,O,O,X,O,X,X,O
OJZISLT,O,O,X,X,X,X,O
OJZLTIS,O,O,X,O,X,X,X
OJZLTSI,O,O,X,O,X,X,X
OJZLITS,X,O,X,X,X,X,X
OJZLIST,O,O,X,X,X,X,O
OJZLSTI,O,O,X,O,X,X,O
OJZLSIT,O,O,X,X,X,X,O
OJZSTIL,O,O,X,O,X,X,O
OJZSTLI,O,O,X,O,X,X,O
OJZSITL,O,O,X,O,X,X,O
OJZSILT,O,O,X,X,X,X,O
OJZSLTI,O,O,X,O,X,X,O
OJZSLIT,O,O,X,X,X,X,O
OSTILJZ,O,O,X,O,X,O,X
OSTILZJ,O,X,X,O,X,O,O
OSTIJLZ,O,O,X,O,X,O,X
OSTIJZL,O,O,X,O,X,O,O
OSTIZLJ,O,X,X,O,X,O,O
OSTIZJL,O,O,X,O,X,O,O
OSTLIJZ,O,O,X,O,X,O,X
OSTLIZJ,O,X,X,O,X,O,O
OSTLJIZ,O,O,X,O,X,X,X
OSTLJZI,O,O,X,O,X,X,X
OSTLZIJ,O,X,X,O,X,X,O
OSTLZJI,O,X,X,O,X,X,O
OSTJILZ,O,O,X,O,X,X,X
OSTJIZL,O,O,X,O,X,X,O
OSTJLIZ,O,O,X,O,X,X,X
OSTJLZI,O,O,X,O,X,X,X
OSTJZIL,O,O,X,O,X,X,O
OSTJZLI,O,O,X,O,X,X,O
OSTZILJ,O,X,X,O,X,X,O
OSTZIJL,O,O,X,O,X,X,O
OSTZLIJ,O,X,X,O,X,X,O
OSTZLJI,O,X,X,O,X,X,O
OSTZJIL,O,O,X,O,X,X,O
OSTZJLI,O,O,X,O,X,X,O
OSITLJZ,O,O,X,O,X,O,X
OSITLZJ,O,X,X,O,X,O,O
OSITJLZ,O,O,X,O,X,O,X
OSITJZL,O,O,X,O,X,O,O
OSITZLJ,O,X,X,O,X,O,O
OSITZJL,O,O,X,O,X,O,O
OSILTJZ,O,O,X,O,O,O,X
OSILTZJ,O,X,X,O,X,O,O
OSILJTZ,O,O,X,X,O,O,X
OSILJZT,O,O,X,X,O,O,X
OSILZTJ,O,X,X,X,X,O,O
OSILZJT,O,O,X,X,O,O,O
OSIJTLZ,O,O,X,O,O,O,X
OSIJTZL,O,O,X,O,X,O,O
OSIJLTZ,O,O,X,X,O,O,X
OSIJLZT,O,O,X,X,O,O,X
OSIJZTL,O,O,X,O,X,O,O
OSIJZLT,O,O,X,X,X,O,O
OSIZTLJ,O,O,X,O,X,O,O
OSIZTJL,O,O,X,O,X,O,O
OSIZLTJ,O,O,X,X,X,O,O
OSIZLJT,O,O,X,X,X,O,O
OSIZJTL,O,O,X,X,X,O,O
OSIZJLT,O,O,X,X,X,O,O
OSLTIJZ,O,O,X,O,O,O,X
OSLTIZJ,O,X,X,O,X,O,O
OSLTJIZ,O,O,X,O,O,X,X
OSLTJZI,O,O,X,O,O,X,X
OSLTZIJ,O,X,X,O,X,X,O
OSLTZJI,O,X,X,O,X,X,O
OSLITJZ,O,O,X,O,O,O,X
OSLITZJ,O,X,X,O,X,O,O
OSLIJTZ,O,O,X,X,O,O,X
OSLIJZT,O,O,X,X,O,O,X
OSLIZTJ,O,X,X,X,X,O,O
OSLIZJT,O,O,X,X,O,O,O
OSLJTIZ,O,O,X,O,O,X,X
OSLJTZI,O,O,X,O,O,X,X
OSLJITZ,O,O,X,X,O,X,X
OSLJIZT,O,O,X,X,O,X,X
OSLJZTI,O,O,X,O,O,X,X
OSLJZIT,O,O,X,X,O,X,X
OSLZTIJ,O,X,X,X,X,X,O
OSLZTJI,O,X,X,X,X,X,O
OSLZITJ,O,X,X,X,X,X,O
OSLZIJT,O,O,X,X,O,X,O
OSLZJTI,O,O,X,X,O,X,O
OSLZJIT,O,O,X,X,O,X,O
OSJTILZ,O,O,X,O,O,X,X
OSJTIZL,O,O,X,O,X,X,O
OSJTLIZ,O,O,X,O,O,X,X
OSJTLZI,O,O,X,O,O,X,X
OSJTZIL,O,O,X,O,X,X,O
OSJTZLI,O,O,X,O,X,X,O
OSJITLZ,O,O,X,O,O,X,X
OSJITZL,O,O,X,O,X,X,O
OSJILTZ,O,O,X,X,O,X,X
OSJILZT,O,O,X,X,O,X,X
OSJIZTL,O,O,X,O,X,X,O
OSJIZLT,O,O,X,X,X,X,O
OSJLTIZ,O,O,X,O,O,X,X
OSJLTZI,O,O,X,O,O,X,X
OSJLITZ,O,O,X,X,O,X,X
OSJLIZT,O,O,X,X,O,X,X
OSJLZTI,O,O,X,O,O,X,X
OSJLZIT,O,O,X,X,O,X,X
OSJZTIL,O,O,X,O,X,X,O
OSJZTLI,O,O,X,O,X,X,O
OSJZITL,O,O,X,O,X,X,O
OSJZILT,O,O,X,X,X,X,O
OSJZLTI,O,O,X,O,X,X,O
OSJZLIT,O,O,X,X,X,X,O
OSZTILJ,O,O,X,O,X,X,O
OSZTIJL,O,O,X,O,X,X,O
OSZTLIJ,O,O,X,O,X,X,O
OSZTLJI,O,O,X,O,X,X,O
OSZTJIL,O,O,X,O,X,X,O
OSZTJLI,O,O,X,O,X,X,O
OSZITLJ,O,O,X,O,X,X,O
OSZITJL,O,O,X,O,X,X,O
OSZILTJ,O,O,X,X,X,X,O
OSZILJT,O,O,X,X,X,X,O
OSZIJTL,O,O,X,X,X,X,O
OSZIJLT,O,O,X,X,X,X,O
OSZLTIJ,O,O,X,X,X,X,O
OSZLTJI,O,O,X,X,X,X,O
OSZLITJ,O,O,X,X,X,X,O
OSZLIJT,O,O,X,X,X,X,O
OSZLJTI,O,O,X,X,X,X,O
OSZLJIT,O,O,X,X,X,X,O
OSZJTIL,O,O,X,O,X,X,O
OSZJTLI,O,O,X,O,X,X,O
OSZJITL,O,O,X,O,X,X,O
OSZJILT,O,O,X,X,X,X,O
OSZJLTI,O,O,X,O,X,X,O
OSZJLIT,O,O,X,X,X,X,O
OZTILJS,O,O,O,O,X,X,X
OZTILSJ,O,X,O,O,X,X,X
OZTIJLS,O,O,O,O,X,X,X
OZTIJSL,O,O,X,O,X,X,O
OZTISLJ,O,O,X,O,X,X,O
OZTISJL,O,O,X,O,X,X,O
OZTLIJS,O,O,O,O,X,X,X
OZTLISJ,O,X,O,O,X,X,X
OZTLJIS,O,O,O,O,X,X,X
OZTLJSI,O,O,O,O,X,X,X
