sequence,v115@RhC8DeE8DeD8Jei/IvhFRhBcnBTjBGrBFqBXrB,v115@RhC8DeE8DeD8Jei/IvhFcnBTjBRlBFrBurB3qB,v115@RhC8DeE8DeD8Jex/IvhFlhBcnBTjBqqB/rBmpB,v115@RhC8DeE8DeD8Jei/IvhFxhBTjBFnBGrBfrBUqB,v115@RhC8DeE8DeD8Je2EJvhFxhBTjBXnBUrBCrBFqB,v115@RhC8DeE8DeD8Jex/IvhF8lBCiBTjBXnBVwBmpB,v115@RhC8DeE8DeD8Je2EJvhFSnBTjBRrBfrBUqBlrB
ZOSJITL,O,X,X,X,O,X,X
ZOSJILT,O,X,X,X,O,X,X
ZOSJLTI,O,X,O,X,O,X,X
ZOSJLIT,O,X,O,X,O,X,X
OTILJSZ,X,X,X,O,X,X,O
OTILJZS,X,O,X,O,X,X,X
OTILSJZ,X,X,X,X,X,X,O
OTILSZJ,X,O,X,X,X,X,X
OTILZJS,X,O,X,X,X,X,X
OTILZSJ,X,O,X,X,X,X,X
OTIJLSZ,X,X,X,O,X,X,O
OTIJLZS,X,O,X,O,X,X,X
OTIJSLZ,X,X,X,O,X,X,O
OTIJSZL,X,X,X,O,X,X,X
OTIJZLS,X,O,X,O,X,X,X
OTIJZSL,X,O,X,O,X,X,X
OTISLJZ,X,X,X,X,X,X,O
OTISLZJ,X,O,X,X,X,O,X
OTISJLZ,X,X,X,X,X,X,O
OTISJZL,X,X,X,X,X,X,X
OTISZLJ,X,O,X,X,X,O,X
OTISZJL,X,O,X,X,X,O,X
OTIZLJS,X,O,X,X,X,X,X
OTIZLSJ,X,O,X,X,X,O,X
OTIZJLS,X,O,X,X,X,X,X
OTIZJSL,X,O,X,X,X,O,X
OTIZSLJ,X,O,X,X,X,O,X
OTIZSJL,X,O,X,X,X,O,X
OTLIJSZ,X,X,X,O,X,X,O
OTLIJZS,X,O,X,O,X,X,X
OTLISJZ,X,X,X,X,X,X,O
OTLISZJ,X,O,O,X,X,X,X
OTLIZJS,X,O,X,X,X,X,X
OTLIZSJ,X,O,O,X,X,X,X
OTLJISZ,X,X,X,O,X,X,O
OTLJIZS,X,O,X,O,X,X,X
OTLJSIZ,X,X,X,O,X,X,X
OTLJSZI,X,X,X,O,X,X,X
OTLJZIS,O,O,X,O,X,X,X
OTLJZSI,O,O,X,O,X,X,X
OTLSIJZ,X,X,X,X,X,X,X
OTLSIZJ,X,O,O,X,X,O,X
OTLSJIZ,X,X,X,O,X,X,X
OTLSJZI,X,X,X,O,X,O,X
OTLSZIJ,X,O,O,X,X,O,X
OTLSZJI,X,O,O,X,X,O,X
OTLZIJS,O,O,X,X,X,X,X
OTLZISJ,X,O,O,X,X,O,X
OTLZJIS,O,O,X,O,X,X,X
OTLZJSI,O,O,X,O,X,X,X
OTLZSIJ,X,O,O,X,X,O,X
OTLZSJI,X,O,O,X,X,O,X
OTJILSZ,X,X,X,O,X,X,O
OTJILZS,X,O,X,O,X,X,X
OTJISLZ,X,X,X,O,X,X,O
OTJISZL,X,X,X,O,X,X,X
OTJIZLS,X,O,X,O,X,X,X
OTJIZSL,X,O,X,O,X,X,X
OTJLISZ,X,X,X,O,X,X,O
OTJLIZS,X,O,X,O,X,X,X
OTJLSIZ,X,X,X,O,X,X,X
OTJLSZI,X,X,X,O,X,X,X
OTJLZIS,O,O,X,O,X,X,X
OTJLZSI,O,O,X,O,X,X,X
OTJSILZ,X,X,X,O,X,X,X
OTJSIZL,X,X,X,O,X,X,X
OTJSLIZ,X,X,X,O,X,X,X
OTJSLZI,X,X,X,O,X,O,X
OTJSZIL,X,X,X,O,O,O,X
OTJSZLI,X,X,X,O,O,O,X
OTJZILS,O,O,X,O,X,X,X
OTJZISL,O,O,X,O,X,O,X
OTJZLIS,O,O,X,O,X,X,X
OTJZLSI,O,O,X,O,X,X,X
OTJZSIL,O,O,X,O,O,O,X
OTJZSLI,O,O,X,O,O,O,X
OTSILJZ,X,X,X,X,X,X,X
OTSILZJ,X,O,X,X,X,O,X
OTSIJLZ,X,X,X,X,X,X,X
OTSIJZL,X,X,X,X,X,X,X
OTSIZLJ,X,O,X,X,O,O,X
OTSIZJL,X,O,X,X,O,O,X
OTSLIJZ,X,X,X,X,X,X,X
OTSLIZJ,X,O,O,X,X,O,X
OTSLJIZ,X,X,X,O,X,X,X
OTSLJZI,X,X,X,O,X,O,X
OTSLZIJ,X,O,O,X,X,O,X
OTSLZJI,X,O,O,X,X,O,X
OTSJILZ,X,X,X,O,X,X,X
OTSJIZL,X,X,X,O,X,X,X
OTSJLIZ,X,X,X,O,X,X,X
OTSJLZI,X,X,X,O,X,O,X
OTSJZIL,X,X,X,O,O,O,X
OTSJZLI,X,X,X,O,O,O,X
OTSZILJ,X,O,O,X,O,O,X
OTSZIJL,X,O,X,X,O,O,X
OTSZLIJ,X,O,O,X,O,O,X
OTSZLJI,X,O,O,X,O,O,X
OTSZJIL,X,O,X,X,O,O,X
OTSZJLI,X,O,O,X,O,O,X
OTZILJS,O,O,X,X,X,X,X
OTZILSJ,X,O,X,X,X,O,X
OTZIJLS,O,O,X,X,X,X,X
OTZIJSL,O,O,X,X,X,O,X
OTZISLJ,X,O,O,X,X,O,X
OTZISJL,X,O,X,X,X,O,X
OTZLIJS,O,O,X,X,X,X,X
OTZLISJ,X,O,O,X,X,O,X
OTZLJIS,O,O,X,O,X,X,X
OTZLJSI,O,O,X,O,X,X,X
OTZLSIJ,X,O,O,X,X,O,X
OTZLSJI,X,O,O,X,X,O,X
OTZJILS,O,O,X,O,X,X,X
OTZJISL,O,O,X,O,X,O,X
OTZJLIS,O,O,X,O,X,X,X
OTZJLSI,O,O,X,O,X,X,X
OTZJSIL,O,O,X,O,O,O,X
OTZJSLI,O,O,O,O,O,O,X
OTZSILJ,X,O,O,X,O,O,X
OTZSIJL,X,O,X,X,O,O,X
OTZSLIJ,X,O,O,X,O,O,X
OTZSLJI,X,O,O,X,O,O,X
OTZSJIL,X,O,X,X,O,O,X
OTZSJLI,X,O,O,X,O,O,X
OITLJSZ,X,X,X,O,X,X,O
OITLJZS,X,O,X,O,X,X,X
OITLSJZ,X,X,X,X,X,X,O
OITLSZJ,X,O,X,X,X,X,X
OITLZJS,X,O,X,X,X,X,X
OITLZSJ,X,O,X,X,X,X,X
OITJLSZ,X,X,X,O,X,X,O
OITJLZS,X,O,X,O,X,X,X
OITJSLZ,X,X,X,O,X,X,O
OITJSZL,X,X,X,O,X,X,X
OITJZLS,X,O,X,O,X,X,X
OITJZSL,X,O,X,O,X,X,X
OITSLJZ,X,X,X,X,X,X,O
OITSLZJ,X,O,X,X,X,O,X
OITSJLZ,X,X,X,X,X,X,O
OITSJZL,X,X,X,X,X,X,X
OITSZLJ,X,O,X,X,X,O,X
OITSZJL,X,O,X,X,X,O,X
OITZLJS,X,O,X,X,X,X,X
OITZLSJ,X,O,X,X,X,O,X
OITZJLS,X,O,X,X,X,X,X
OITZJSL,X,O,X,X,X,O,X
OITZSLJ,X,O,X,X,X,O,X
OITZSJL,X,O,X,X,X,O,X
OILTJSZ,X,X,X,O,X,X,O
OILTJZS,X,O,X,O,X,X,X
OILTSJZ,X,X,X,X,X,X,O
OILTSZJ,X,O,O,X,X,X,X
OILTZJS,X,O,X,X,X,X,X
OILTZSJ,X,O,O,X,X,X,X
OILJTSZ,X,X,X,O,X,X,O
OILJTZS,X,O,X,O,X,X,X
OILJSTZ,X,X,X,X,X,X,O
OILJSZT,X,X,O,X,X,X,O
OILJZTS,O,X,X,X,X,X,X
OILJZST,O,X,O,X,X,X,O
OILSTJZ,X,X,X,X,X,X,O
OILSTZJ,X,O,O,X,X,X,X
OILSJTZ,X,X,X,X,X,X,O
OILSJZT,X,X,O,X,X,X,O
OILSZTJ,X,X,O,X,X,X,X
OILSZJT,X,X,O,X,X,X,O
OILZTJS,O,O,X,X,X,X,X
OILZTSJ,X,O,O,X,X,X,X
OILZJTS,O,X,X,X,X,X,X
OILZJST,O,X,O,X,X,X,O
OILZSTJ,X,X,O,X,X,X,X
OILZSJT,O,X,O,X,X,X,O
OIJTLSZ,X,X,X,O,X,X,O
OIJTLZS,X,O,X,O,X,X,X
OIJTSLZ,X,X,X,O,X,X,O
OIJTSZL,X,X,X,O,X,X,X
OIJTZLS,X,O,X,O,X,X,X
OIJTZSL,X,O,X,O,X,X,X
OIJLTSZ,X,X,X,O,X,X,O
OIJLTZS,X,O,X,O,X,X,X
OIJLSTZ,X,X,X,X,X,X,O
OIJLSZT,X,X,X,X,X,X,O
OIJLZTS,O,X,X,X,X,X,X
OIJLZST,O,X,X,X,X,X,O
OIJSTLZ,X,X,X,X,X,X,O
OIJSTZL,X,X,X,X,X,X,X
OIJSLTZ,X,X,X,X,X,X,O
OIJSLZT,X,X,X,X,X,X,O
OIJSZTL,X,X,X,X,O,X,X
OIJSZLT,X,X,X,X,O,X,O
OIJZTLS,O,X,X,X,X,X,X
OIJZTSL,O,X,X,X,X,X,X
OIJZLTS,O,X,X,X,X,X,X
OIJZLST,O,X,X,X,X,X,O
OIJZSTL,O,X,X,X,O,X,X
OIJZSLT,O,X,X,X,O,X,O
OISTLJZ,X,X,X,X,X,X,O
OISTLZJ,X,O,X,X,X,O,X
OISTJLZ,X,X,X,X,X,X,O
OISTJZL,X,X,X,X,X,X,X
OISTZLJ,X,O,X,X,O,O,X
OISTZJL,X,O,X,X,O,O,X
OISLTJZ,X,X,X,X,X,X,O
OISLTZJ,X,O,O,X,X,O,X
OISLJTZ,X,X,X,X,X,X,O
OISLJZT,X,X,O,X,X,X,O
OISLZTJ,X,X,O,X,O,X,X
OISLZJT,X,X,O,X,O,X,O
OISJTLZ,X,X,X,X,X,X,O
OISJTZL,X,X,X,X,X,X,X
OISJLTZ,X,X,X,X,X,X,O
OISJLZT,X,X,X,X,X,X,O
OISJZTL,X,X,X,X,O,X,X
OISJZLT,X,X,X,X,O,X,O
OISZTLJ,X,X,O,X,O,X,X
OISZTJL,X,X,X,X,O,X,X
OISZLTJ,X,X,O,X,O,X,X
OISZLJT,X,X,O,X,O,X,O
OISZJTL,X,X,X,X,O,X,X
OISZJLT,X,X,X,X,O,X,O
OIZTLJS,O,O,X,X,X,X,X
OIZTLSJ,X,O,X,X,X,X,X
OIZTJLS,O,O,X,X,X,X,X
OIZTJSL,O,O,X,X,X,X,X
OIZTSLJ,X,O,O,X,X,X,X
OIZTSJL,X,O,X,X,X,X,X
OIZLTJS,O,O,X,X,X,X,X
OIZLTSJ,X,O,O,X,X,X,X
OIZLJTS,O,X,X,X,X,X,X
OIZLJST,O,X,O,X,X,X,O
OIZLSTJ,X,X,O,X,X,X,X
OIZLSJT,O,X,O,X,X,X,O
OIZJTLS,O,X,X,X,X,X,X
OIZJTSL,O,X,X,X,X,X,X
OIZJLTS,O,X,X,X,X,X,X
OIZJLST,O,X,X,X,X,X,O
OIZJSTL,O,X,X,X,O,X,X
OIZJSLT,O,X,X,X,O,X,O
OIZSTLJ,X,X,O,X,O,X,X
OIZSTJL,X,X,X,X,O,X,X
OIZSLTJ,X,X,O,X,O,X,X
OIZSLJT,O,X,O,X,O,X,O
OIZSJTL,O,X,X,X,O,X,X
OIZSJLT,O,X,X,X,O,X,O
OLTIJSZ,X,X,X,O,X,X,O
OLTIJZS,X,O,X,O,X,X,X
OLTISJZ,X,X,X,X,X,X,O
OLTISZJ,X,O,O,X,X,X,X
OLTIZJS,X,O,X,X,X,X,X
OLTIZSJ,X,O,O,X,X,X,X
OLTJISZ,X,X,X,O,X,X,O
OLTJIZS,X,O,X,O,X,X,X
OLTJSIZ,X,X,X,O,X,X,X
OLTJSZI,X,X,X,O,X,X,X
OLTJZIS,O,O,X,O,X,X,X
OLTJZSI,O,O,X,O,X,X,X
OLTSIJZ,X,X,X,X,X,X,X
OLTSIZJ,X,O,O,X,X,O,X
OLTSJIZ,X,X,X,O,X,X,X
OLTSJZI,X,X,X,O,X,O,X
OLTSZIJ,X,O,O,X,X,O,X
OLTSZJI,X,O,O,X,X,O,X
OLTZIJS,O,O,X,X,X,X,X
OLTZISJ,X,O,O,X,X,O,X
OLTZJIS,O,O,X,O,X,X,X
OLTZJSI,O,O,X,O,X,X,X
OLTZSIJ,X,O,O,X,X,O,X
OLTZSJI,X,O,O,X,X,O,X
OLITJSZ,X,X,X,O,X,X,O
OLITJZS,X,O,X,O,X,X,X
OLITSJZ,X,X,X,X,X,X,O
OLITSZJ,X,O,O,X,X,X,X
OLITZJS,X,O,X,X,X,X,X
OLITZSJ,X,O,O,X,X,X,X
OLIJTSZ,X,X,X,O,X,X,O
OLIJTZS,X,O,X,O,X,X,X
OLIJSTZ,X,X,X,X,X,X,O
OLIJSZT,X,X,O,X,X,X,O
OLIJZTS,O,X,X,X,X,X,X
OLIJZST,O,X,O,X,X,X,O
OLISTJZ,X,X,X,X,X,X,O
OLISTZJ,X,O,O,X,X,X,X
OLISJTZ,X,X,X,X,X,X,O
OLISJZT,X,X,O,X,X,X,O
OLISZTJ,X,X,O,X,X,X,X
OLISZJT,X,X,O,X,X,X,O
OLIZTJS,O,O,X,X,X,X,X
OLIZTSJ,X,O,O,X,X,X,X
OLIZJTS,O,X,X,X,X,X,X
OLIZJST,O,X,O,X,X,X,O
OLIZSTJ,X,X,O,X,X,X,X
OLIZSJT,O,X,O,X,X,X,O
OLJTISZ,X,X,X,O,X,X,O
OLJTIZS,X,O,X,O,X,X,X
OLJTSIZ,X,X,X,O,X,X,X
OLJTSZI,X,X,X,O,X,X,X
OLJTZIS,O,O,X,O,X,X,X
OLJTZSI,O,O,X,O,X,X,X
OLJITSZ,X,X,X,O,X,X,O
OLJITZS,X,O,X,O,X,X,X
OLJISTZ,X,X,X,X,X,X,O
OLJISZT,X,X,O,X,X,X,O
OLJIZTS,O,X,X,X,X,X,X
OLJIZST,O,X,O,X,X,X,O
OLJSTIZ,X,X,X,O,X,X,X
OLJSTZI,X,X,X,O,X,X,X
OLJSITZ,X,X,X,X,X,X,O
OLJSIZT,X,X,O,X,X,X,O
OLJSZTI,O,X,O,X,O,X,X
OLJSZIT,O,X,O,X,O,X,X
OLJZTIS,O,O,X,O,X,X,X
OLJZTSI,O,O,X,O,X,X,X
OLJZITS,O,X,X,X,X,X,X
OLJZIST,O,X,O,X,X,X,O
OLJZSTI,O,X,O,X,O,X,X
OLJZSIT,O,X,O,X,O,X,X
OLSTIJZ,X,X,X,X,X,X,X
OLSTIZJ,X,O,O,X,X,O,X
OLSTJIZ,X,X,X,O,X,X,X
OLSTJZI,X,X,X,O,X,O,X
OLSTZIJ,X,O,O,X,X,O,X
OLSTZJI,X,O,O,X,X,O,X
OLSITJZ,X,X,X,X,X,X,O
OLSITZJ,X,O,O,X,X,O,X
OLSIJTZ,X,X,X,X,X,X,O
OLSIJZT,X,X,O,X,X,X,O
OLSIZTJ,X,X,O,X,O,X,X
OLSIZJT,X,X,O,X,O,X,O
OLSJTIZ,X,X,X,O,X,X,X
OLSJTZI,X,X,X,O,X,O,X
OLSJITZ,X,X,X,X,X,X,O
OLSJIZT,X,X,O,X,X,X,O
OLSJZTI,O,X,O,X,O,X,X
OLSJZIT,O,X,O,X,O,X,X
OLSZTIJ,X,O,O,X,O,O,X
OLSZTJI,X,O,O,X,O,O,X
OLSZITJ,X,X,O,X,O,X,X
OLSZIJT,O,X,O,X,O,X,X
OLSZJTI,O,X,O,X,O,X,X
OLSZJIT,O,X,O,X,O,X,X
OLZTIJS,O,O,X,X,X,X,X
OLZTISJ,X,O,O,X,X,X,X
OLZTJIS,O,O,X,O,X,X,X
OLZTJSI,O,O,X,O,X,X,X
OLZTSIJ,X,O,O,X,X,X,X
OLZTSJI,X,O,O,X,X,X,X
OLZITJS,O,O,X,X,X,X,X
OLZITSJ,X,O,O,X,X,X,X
OLZIJTS,O,X,X,X,X,X,X
OLZIJST,O,X,O,X,X,X,O
OLZISTJ,X,X,O,X,X,X,X
OLZISJT,O,X,O,X,X,X,O
OLZJTIS,O,O,X,O,X,X,X
OLZJTSI,O,O,X,O,X,X,X
OLZJITS,O,X,X,X,X,X,X
OLZJIST,O,X,O,X,X,X,O
OLZJSTI,O,X,O,X,O,X,X
OLZJSIT,O,X,O,X,O,X,X
OLZSTIJ,X,O,O,X,O,X,X
OLZSTJI,X,O,O,X,O,X,X
OLZSITJ,X,X,O,X,O,X,X
OLZSIJT,O,X,O,X,O,X,X
OLZSJTI,O,X,O,X,O,X,X
OLZSJIT,O,X,O,X,O,X,X
OJTILSZ,X,X,X,O,X,X,O
OJTILZS,X,O,X,O,X,X,X
OJTISLZ,X,X,X,O,X,X,O
OJTISZL,X,X,X,O,X,X,X
OJTIZLS,X,O,X,O,X,X,X
OJTIZSL,X,O,X,O,X,X,X
OJTLISZ,X,X,X,O,X,X,O
OJTLIZS,X,O,X,O,X,X,X
OJTLSIZ,X,X,X,O,X,X,X
OJTLSZI,X,X,X,O,X,X,X
OJTLZIS,O,O,X,O,X,X,X
OJTLZSI,O,O,X,O,X,X,X
OJTSILZ,X,X,X,O,X,X,X
OJTSIZL,X,X,X,O,X,X,X
OJTSLIZ,X,X,X,O,X,X,X
OJTSLZI,X,X,X,O,X,O,X
OJTSZIL,X,X,X,O,O,O,X
OJTSZLI,X,X,X,O,O,O,X
OJTZILS,O,O,X,O,X,X,X
OJTZISL,O,O,X,O,X,O,X
OJTZLIS,O,O,X,O,X,X,X
OJTZLSI,O,O,X,O,X,X,X
OJTZSIL,O,O,X,O,O,O,X
OJTZSLI,O,O,X,O,O,O,X
OJITLSZ,X,X,X,O,X,X,O
OJITLZS,X,O,X,O,X,X,X
OJITSLZ,X,X,X,O,X,X,O
OJITSZL,X,X,X,O,X,X,X
OJITZLS,X,O,X,O,X,X,X
OJITZSL,X,O,X,O,X,X,X
OJILTSZ,X,X,X,O,X,X,O
OJILTZS,X,O,X,O,X,X,X
OJILSTZ,X,X,X,X,X,X,O
OJILSZT,X,X,X,X,X,X,O
OJILZTS,O,X,X,X,X,X,X
OJILZST,O,X,X,X,X,X,O
OJISTLZ,X,X,X,X,X,X,O
OJISTZL,X,X,X,X,X,X,X
OJISLTZ,X,X,X,X,X,X,O
OJISLZT,X,X,X,X,X,X,O
OJISZTL,X,X,X,X,O,X,X
OJISZLT,X,X,X,X,O,X,O
OJIZTLS,O,X,X,X,X,X,X
OJIZTSL,O,X,X,X,X,X,X
OJIZLTS,O,X,X,X,X,X,X
OJIZLST,O,X,X,X,X,X,O
OJIZSTL,O,X,X,X,O,X,X
OJIZSLT,O,X,X,X,O,X,O
OJLTISZ,X,X,X,O,X,X,O
OJLTIZS,X,O,X,O,X,X,X
OJLTSIZ,X,X,X,O,X,X,X
OJLTSZI,X,X,X,O,X,X,X
OJLTZIS,O,O,X,O,X,X,X
OJLTZSI,O,O,X,O,X,X,X
OJLITSZ,X,X,X,O,X,X,O
OJLITZS,X,O,X,O,X,X,X
OJLISTZ,X,X,X,X,X,X,O
OJLISZT,X,X,O,X,X,X,O
OJLIZTS,O,X,X,X,X,X,X
OJLIZST,O,X,O,X,X,X,O
OJLSTIZ,X,X,X,O,X,X,X
OJLSTZI,X,X,X,O,X,X,X
OJLSITZ,X,X,X,X,X,X,O
OJLSIZT,X,X,O,X,X,X,O
OJLSZTI,O,X,O,X,O,X,X
OJLSZIT,O,X,O,X,O,X,X
OJLZTIS,O,O,X,O,X,X,X
OJLZTSI,O,O,X,O,X,X,X
OJLZITS,O,X,X,X,X,X,X
OJLZIST,O,X,O,X,X,X,O
OJLZSTI,O,X,O,X,O,X,X
OJLZSIT,O,X,O,X,O,X,X
OJSTILZ,X,X,X,O,X,X,X
OJSTIZL,X,X,X,O,X,X,X
OJSTLIZ,X,X,X,O,X,X,X
OJSTLZI,X,X,X,O,X,O,X
OJSTZIL,X,X,X,O,O,O,X
OJSTZLI,X,X,X,O,O,O,X
OJSITLZ,X,X,X,X,X,X,O
OJSITZL,X,X,X,X,X,X,X
OJSILTZ,X,X,X,X,X,X,O
OJSILZT,X,X,X,X,X,X,O
OJSIZTL,X,X,X,X,O,X,X
OJSIZLT,X,X,X,X,O,X,O
OJSLTIZ,X,X,X,O,X,X,X
OJSLTZI,X,X,X,O,X,O,X
OJSLITZ,X,X,X,X,X,X,O
OJSLIZT,X,X,O,X,X,X,O
OJSLZTI,O,X,O,X,O,X,X
OJSLZIT,O,X,O,X,O,X,X
OJSZTIL,O,X,X,X,O,X,X
OJSZTLI,O,X,O,X,O,X,X
OJSZITL,O,X,X,X,O,X,X
OJSZILT,O,X,X,X,O,X,X
OJSZLTI,O,X,O,X,O,X,X
OJSZLIT,O,X,O,X,O,X,X
OJZTILS,O,O,X,O,X,X,X
OJZTISL,O,O,X,O,X,X,X
OJZTLIS,O,O,X,O,X,X,X
OJZTLSI,O,O,X,O,X,X,X
OJZTSIL,O,O,X,O,O,X,X
OJZTSLI,O,O,O,O,O,X,X
OJZITLS,O,X,X,X,X,X,X
OJZITSL,O,X,X,X,X,X,X
OJZILTS,O,X,X,X,X,X,X
OJZILST,O,X,X,X,X,X,O
OJZISTL,O,X,X,X,O,X,X
OJZISLT,O,X,X,X,O,X,O
OJZLTIS,O,O,X,O,X,X,X
OJZLTSI,O,O,X,O,X,X,X
OJZLITS,O,X,X,X,X,X,X
OJZLIST,O,X,O,X,X,X,O
OJZLSTI,O,X,O,X,O,X,X
OJZLSIT,O,X,O,X,O,X,X
OJZSTIL,O,X,X,X,O,X,X
OJZSTLI,O,X,O,X,O,X,X
OJZSITL,O,X,X,X,O,X,X
OJZSILT,O,X,X,X,O,X,X
OJZSLTI,O,X,O,X,O,X,X
OJZSLIT,O,X,O,X,O,X,X
OSTILJZ,X,X,X,X,X,X,X
OSTILZJ,X,O,X,X,X,O,X
OSTIJLZ,X,X,X,X,X,X,X
OSTIJZL,X,X,X,X,X,X,X
OSTIZLJ,X,O,X,X,O,O,X
OSTIZJL,X,O,X,X,O,O,X
OSTLIJZ,X,X,X,X,X,X,X
OSTLIZJ,X,O,O,X,X,O,X
OSTLJIZ,X,X,X,O,X,X,X
OSTLJZI,X,X,X,O,X,O,X
OSTLZIJ,X,O,O,X,X,O,X
OSTLZJI,X,O,O,X,X,O,X
OSTJILZ,X,X,X,O,X,X,X
OSTJIZL,X,X,X,O,X,X,X
OSTJLIZ,X,X,X,O,X,X,X
OSTJLZI,X,X,X,O,X,O,X
OSTJZIL,X,X,X,O,O,O,X
OSTJZLI,X,X,X,O,O,O,X
OSTZILJ,X,O,O,X,O,O,X
OSTZIJL,X,O,X,X,O,O,X
OSTZLIJ,X,O,O,X,O,O,X
OSTZLJI,X,O,O,X,O,O,X
OSTZJIL,X,O,X,X,O,O,X
OSTZJLI,X,O,O,X,O,O,X
OSITLJZ,X,X,X,X,X,X,O
OSITLZJ,X,O,X,X,X,O,X
OSITJLZ,X,X,X,X,X,X,O
OSITJZL,X,X,X,X,X,X,X
OSITZLJ,X,O,X,X,O,O,X
OSITZJL,X,O,X,X,O,O,X
OSILTJZ,X,X,X,X,X,X,O
OSILTZJ,X,O,O,X,X,O,X
OSILJTZ,X,X,X,X,X,X,O
OSILJZT,X,X,O,X,X,X,O
OSILZTJ,X,X,O,X,O,X,X
OSILZJT,X,X,O,X,O,X,O
OSIJTLZ,X,X,X,X,X,X,O
OSIJTZL,X,X,X,X,X,X,X
OSIJLTZ,X,X,X,X,X,X,O
OSIJLZT,X,X,X,X,X,X,O
OSIJZTL,X,X,X,X,O,X,X
OSIJZLT,X,X,X,X,O,X,O
OSIZTLJ,X,X,O,X,O,X,X
OSIZTJL,X,X,X,X,O,X,X
OSIZLTJ,X,X,O,X,O,X,X
OSIZLJT,X,X,O,X,O,X,O
OSIZJTL,X,X,X,X,O,X,X
OSIZJLT,X,X,X,X,O,X,O
OSLTIJZ,X,X,X,X,X,X,X
OSLTIZJ,X,O,O,X,X,O,X
OSLTJIZ,X,X,X,O,X,X,X
OSLTJZI,X,X,X,O,X,O,X
OSLTZIJ,X,O,O,X,X,O,X
OSLTZJI,X,O,O,X,X,O,X
OSLITJZ,X,X,X,X,X,X,O
OSLITZJ,X,O,O,X,X,O,X
OSLIJTZ,X,X,X,X,X,X,O
OSLIJZT,X,X,O,X,X,X,O
OSLIZTJ,X,X,O,X,O,X,X
OSLIZJT,X,X,O,X,O,X,O
OSLJTIZ,X,X,X,O,X,X,X
OSLJTZI,X,X,X,O,X,O,X
OSLJITZ,X,X,X,X,X,X,O
OSLJIZT,X,X,O,X,X,X,O
OSLJZTI,O,X,O,X,O,X,X
OSLJZIT,O,X,O,X,O,X,X
OSLZTIJ,X,O,O,X,O,O,X
OSLZTJI,X,O,O,X,O,O,X
OSLZITJ,X,X,O,X,O,X,X
OSLZIJT,O,X,O,X,O,X,X
OSLZJTI,O,X,O,X,O,X,X
OSLZJIT,O,X,O,X,O,X,X
OSJTILZ,X,X,X,O,X,X,X
OSJTIZL,X,X,X,O,X,X,X
OSJTLIZ,X,X,X,O,X,X,X
OSJTLZI,X,X,X,O,X,O,X
OSJTZIL,X,X,X,O,O,O,X
OSJTZLI,X,X,X,O,O,O,X
OSJITLZ,X,X,X,X,X,X,O
OSJITZL,X,X,X,X,X,X,X
OSJILTZ,X,X,X,X,X,X,O
OSJILZT,X,X,X,X,X,X,O
OSJIZTL,X,X,X,X,O,X,X
OSJIZLT,X,X,X,X,O,X,O
OSJLTIZ,X,X,X,O,X,X,X
OSJLTZI,X,X,X,O,X,O,X
OSJLITZ,X,X,X,X,X,X,O
OSJLIZT,X,X,O,X,X,X,O
OSJLZTI,O,X,O,X,O,X,X
OSJLZIT,O,X,O,X,O,X,X
OSJZTIL,O,X,X,X,O,X,X
OSJZTLI,O,X,O,X,O,X,X
OSJZITL,O,X,X,X,O,X,X
OSJZILT,O,X,X,X,O,X,X
OSJZLTI,O,X,O,X,O,X,X
OSJZLIT,O,X,O,X,O,X,X
OSZTILJ,X,O,O,X,O,O,X
OSZTIJL,X,O,X,X,O,O,X
OSZTLIJ,X,O,O,X,O,O,X
OSZTLJI,X,O,O,X,O,O,X
OSZTJIL,X,O,X,X,O,O,X
OSZTJLI,X,O,O,X,O,O,X
OSZITLJ,X,X,O,X,O,X,X
OSZITJL,X,X,X,X,O,X,X
OSZILTJ,X,X,O,X,O,X,X
OSZILJT,O,X,O,X,O,X,X
OSZIJTL,O,X,X,X,O,X,X
OSZIJLT,O,X,X,X,O,X,X
OSZLTIJ,X,O,O,X,O,O,X
OSZLTJI,X,O,O,X,O,O,X
OSZLITJ,X,X,O,X,O,X,X
OSZLIJT,O,X,O,X,O,X,X
OSZLJTI,O,X,O,X,O,X,X
OSZLJIT,O,X,O,X,O,X,X
OSZJTIL,O,X,X,X,O,X,X
OSZJTLI,O,X,O,X,O,X,X
OSZJITL,O,X,X,X,O,X,X
OSZJILT,O,X,X,X,O,X,X
OSZJLTI,O,X,O,X,O,X,X
OSZJLIT,O,X,O,X,O,X,X
OZTILJS,O,O,X,X,X,X,X
OZTILSJ,X,O,X,X,X,O,X
OZTIJLS,O,O,X,X,X,X,X
OZTIJSL,O,O,X,X,X,O,X
OZTISLJ,X,O,O,X,X,O,X
OZTISJL,X,O,X,X,X,O,X
OZTLIJS,O,O,X,X,X,X,X
OZTLISJ,X,O,O,X,X,O,X
OZTLJIS,O,O,X,O,X,X,X
OZTLJSI,O,O,X,O,X,X,X
OZTLSIJ,X,O,O,X,X,O,X
OZTLSJI,X,O,O,X,X,O,X
OZTJILS,O,O,X,O,X,X,X
OZTJISL,O,O,X,O,X,O,X
OZTJLIS,O,O,X,O,X,X,X
OZTJLSI,O,O,X,O,X,X,X
OZTJSIL,O,O,X,O,O,O,X
OZTJSLI,O,O,O,O,O,O,X
OZTSILJ,X,O,O,X,O,O,X
OZTSIJL,X,O,X,X,O,O,X
