sequence,v115@vhGZEJXhB8mBzkB+tBSvB2wB,v115@vhG5DJ2kBaoB3lBTpB0rBWyB,v115@vhGSDJZkBupB3lBToB0rBWyB,v115@vhG+/I5jBaoB/qBUmBTpBWyB,v115@vhG/CJTjBxkBipBUrB2xBGtB,v115@vhG/CJOoBxkB+tBipBUrBTsB,v115@vhGT5IOoBKpBUmB/sB+tBRwB,v115@vhGT5I5oBOpB8pBCmBXnB2wB,v115@vhGT5I5oBOpB8pBfrB6rBOsB,v115@vhGaGJ8mB5oB/pBznBWwB2xB,v115@vhG3/I6oBRnBTpB2vBmrBUtB
JZSTLOI,O,X,X,X,O,X,X,X,X,O,X
JZSTOIL,X,X,O,X,X,X,X,X,X,O,X
JZSTOLI,X,X,O,X,O,X,X,X,X,O,X
JZSITLO,O,X,X,X,X,X,O,O,O,O,X
JZSITOL,X,X,O,X,X,X,O,O,O,O,X
JZSILTO,O,X,X,X,O,X,O,O,O,O,X
JZSILOT,O,O,O,X,O,X,O,O,O,O,O
JZSIOTL,X,O,O,X,X,X,O,O,O,O,O
JZSIOLT,O,O,O,X,O,X,O,O,O,O,O
JZSLTIO,O,X,X,X,O,X,X,O,O,O,X
JZSLTOI,O,X,X,X,O,X,X,X,X,O,X
JZSLITO,O,X,X,X,O,X,O,O,O,O,X
JZSLIOT,O,O,O,X,O,O,O,O,O,O,O
JZSLOTI,O,O,O,X,O,O,X,X,X,O,O
JZSLOIT,O,O,O,X,O,O,O,O,O,O,O
JZSOTIL,X,O,O,X,X,X,X,X,X,O,O
JZSOTLI,X,O,O,X,O,O,X,X,X,O,O
JZSOITL,X,O,O,X,X,X,O,O,O,O,O
JZSOILT,O,O,O,X,O,O,O,O,O,O,O
JZSOLTI,O,O,O,X,O,O,X,X,X,O,O
JZSOLIT,O,O,O,X,O,O,O,O,O,O,O
JZOTILS,X,O,O,X,X,X,X,X,X,O,O
JZOTISL,X,O,O,X,X,X,X,X,X,O,O
JZOTLIS,X,O,O,X,O,O,X,X,X,O,O
JZOTLSI,X,O,O,X,O,O,X,X,X,O,O
JZOTSIL,X,O,O,X,X,X,X,X,X,O,O
JZOTSLI,X,O,O,X,O,O,X,X,X,O,O
JZOITLS,X,O,O,X,X,X,O,O,X,O,O
JZOITSL,X,O,O,X,X,X,O,O,O,O,O
JZOILTS,O,O,O,X,O,O,O,O,X,O,O
JZOILST,O,O,O,X,O,O,O,O,O,O,O
JZOISTL,X,O,O,X,X,X,O,O,O,O,O
JZOISLT,O,O,O,X,O,O,O,O,O,O,O
JZOLTIS,O,O,O,X,O,O,X,X,X,O,O
JZOLTSI,O,O,O,X,O,O,X,X,X,O,O
JZOLITS,O,O,O,X,O,O,O,O,X,O,O
JZOLIST,O,O,O,X,O,O,O,O,X,O,O
JZOLSTI,O,O,O,X,O,O,X,X,X,O,O
JZOLSIT,O,O,O,X,O,O,O,O,X,O,O
JZOSTIL,X,O,O,X,X,X,X,X,X,O,O
JZOSTLI,X,O,O,X,O,O,X,X,X,O,O
JZOSITL,X,O,O,X,X,X,O,O,O,O,O
JZOSILT,O,O,O,X,O,O,O,O,O,O,O
JZOSLTI,O,O,O,X,O,O,X,X,X,O,O
JZOSLIT,O,O,O,X,O,O,O,O,O,O,O
JOTILSZ,X,X,X,O,X,X,O,X,X,O,X
JOTILZS,X,O,O,X,X,X,O,X,X,O,X
JOTISLZ,X,X,X,O,X,X,O,X,X,O,X
JOTISZL,X,X,X,O,X,X,O,X,X,O,X
JOTIZLS,X,O,O,X,X,X,O,X,X,O,X
JOTIZSL,X,O,O,X,X,X,O,X,X,O,X
JOTLISZ,X,X,X,O,O,O,O,X,X,O,X
JOTLIZS,X,O,O,X,O,O,O,X,X,O,X
JOTLSIZ,X,X,X,O,O,O,O,X,X,O,X
JOTLSZI,X,X,X,O,O,O,X,X,X,O,X
JOTLZIS,X,O,O,X,O,O,X,X,X,O,X
JOTLZSI,X,O,O,X,O,O,X,X,X,O,X
JOTSILZ,X,X,X,O,X,X,O,X,X,O,X
JOTSIZL,X,X,X,O,X,X,O,X,X,O,X
JOTSLIZ,X,X,X,O,O,O,O,X,X,O,X
JOTSLZI,X,X,X,O,O,O,X,X,X,O,X
JOTSZIL,X,X,X,O,X,X,X,X,X,O,O
JOTSZLI,X,X,X,O,O,O,X,X,X,O,O
JOTZILS,X,O,O,X,X,X,X,X,X,O,O
JOTZISL,X,O,O,X,X,X,X,X,X,O,O
JOTZLIS,X,O,O,X,O,O,X,X,X,O,O
JOTZLSI,X,O,O,X,O,O,X,X,X,O,O
JOTZSIL,X,O,O,X,X,X,X,X,X,O,O
JOTZSLI,X,O,O,X,O,O,X,X,X,O,O
JOITLSZ,X,X,X,O,X,X,O,X,X,O,X
JOITLZS,X,O,O,X,X,X,O,X,X,O,X
JOITSLZ,X,X,X,O,X,X,O,X,X,O,X
JOITSZL,X,X,X,O,X,X,O,O,X,O,X
JOITZLS,X,O,O,X,X,X,O,O,X,O,X
JOITZSL,X,O,O,X,X,X,O,O,O,O,X
JOILTSZ,O,X,X,O,O,O,O,X,X,O,X
JOILTZS,O,O,O,X,O,O,O,X,X,O,X
JOILSTZ,O,X,X,O,O,O,O,X,X,O,X
JOILSZT,O,O,O,O,O,O,O,O,X,O,X
JOILZTS,O,O,O,X,O,O,O,O,X,O,X
JOILZST,O,O,O,O,O,O,O,O,O,O,X
JOISTLZ,X,X,X,O,X,X,O,X,X,O,X
JOISTZL,X,X,X,O,X,X,O,O,X,O,X
JOISLTZ,O,X,X,O,O,O,O,X,X,O,X
JOISLZT,O,O,O,O,O,O,O,O,X,O,X
JOISZTL,X,O,O,O,X,X,O,O,O,O,O
JOISZLT,O,O,O,O,O,O,O,O,O,O,O
JOIZTLS,X,O,O,X,X,X,O,O,X,O,O
JOIZTSL,X,O,O,X,X,X,O,O,O,O,O
JOIZLTS,O,O,O,X,O,O,O,O,X,O,O
JOIZLST,O,O,O,O,O,O,O,O,O,O,O
JOIZSTL,X,O,O,O,X,X,O,O,O,O,O
JOIZSLT,O,O,O,O,O,O,O,O,O,O,O
JOLTISZ,O,X,X,O,O,O,O,X,X,O,X
JOLTIZS,O,O,O,X,O,O,O,X,X,O,X
JOLTSIZ,O,X,X,O,O,O,O,X,X,O,X
JOLTSZI,O,X,X,O,O,O,X,X,X,O,X
JOLTZIS,O,O,O,X,O,O,X,X,X,O,X
JOLTZSI,O,O,O,X,O,O,X,X,X,O,X
JOLITSZ,O,X,X,O,O,O,O,X,X,O,X
JOLITZS,O,O,O,X,O,O,O,X,X,O,X
JOLISTZ,O,X,X,O,O,O,O,X,X,O,X
JOLISZT,O,O,O,O,O,O,O,X,X,O,X
JOLIZTS,O,O,O,X,O,O,O,X,X,O,X
JOLIZST,O,O,O,O,O,O,O,X,X,O,X
JOLSTIZ,O,X,X,O,O,O,O,X,X,O,X
JOLSTZI,O,X,X,O,O,O,X,X,X,O,X
JOLSITZ,O,X,X,O,O,O,O,X,X,O,X
JOLSIZT,O,O,O,O,O,O,O,X,X,O,X
JOLSZTI,O,O,O,O,O,O,X,X,X,O,O
JOLSZIT,O,O,O,O,O,O,O,X,X,O,O
JOLZTIS,O,O,O,X,O,O,X,X,X,O,O
JOLZTSI,O,O,O,X,O,O,X,X,X,O,O
JOLZITS,O,O,O,X,O,O,O,X,X,O,O
JOLZIST,O,O,O,O,O,O,O,X,X,O,O
JOLZSTI,O,O,O,O,O,O,X,X,X,O,O
JOLZSIT,O,O,O,O,O,O,O,X,X,O,O
JOSTILZ,X,X,X,O,X,X,O,X,X,O,X
JOSTIZL,X,X,X,O,X,X,O,X,X,O,X
JOSTLIZ,X,X,X,O,O,O,O,X,X,O,X
JOSTLZI,X,X,X,O,O,O,X,X,X,O,X
JOSTZIL,X,X,X,O,X,X,X,X,X,O,O
JOSTZLI,X,X,X,O,O,O,X,X,X,O,O
JOSITLZ,X,X,X,O,X,X,O,X,X,O,X
JOSITZL,X,X,X,O,X,X,O,O,X,O,X
JOSILTZ,O,X,X,O,O,O,O,X,X,O,X
JOSILZT,O,O,O,O,O,O,O,O,X,O,X
JOSIZTL,X,O,O,O,X,X,O,O,X,O,O
JOSIZLT,O,O,O,O,O,O,O,O,X,O,O
JOSLTIZ,O,X,X,O,O,O,O,X,X,O,X
JOSLTZI,O,X,X,O,O,O,X,X,X,O,X
JOSLITZ,O,X,X,O,O,O,O,X,X,O,X
JOSLIZT,O,O,O,O,O,O,O,X,X,O,X
JOSLZTI,O,O,O,O,O,O,X,X,X,O,O
JOSLZIT,O,O,O,O,O,O,O,X,X,O,O
JOSZTIL,X,O,O,O,X,X,X,X,X,O,O
JOSZTLI,X,O,O,O,O,O,X,X,X,O,O
JOSZITL,X,O,O,O,X,X,O,O,X,O,O
JOSZILT,O,O,O,O,O,O,O,O,X,O,O
JOSZLTI,O,O,O,O,O,O,X,X,X,O,O
JOSZLIT,O,O,O,O,O,O,O,O,X,O,O
JOZTILS,X,O,O,X,X,X,X,X,X,O,O
JOZTISL,X,O,O,X,X,X,X,X,X,O,O
JOZTLIS,X,O,O,X,O,O,X,X,X,O,O
JOZTLSI,X,O,O,X,O,O,X,X,X,O,O
JOZTSIL,X,O,O,X,X,X,X,X,X,O,O
JOZTSLI,X,O,O,X,O,O,X,X,X,O,O
JOZITLS,X,O,O,X,X,X,O,O,X,O,O
JOZITSL,X,O,O,X,X,X,O,O,O,O,O
JOZILTS,O,O,O,X,O,O,O,O,X,O,O
JOZILST,O,O,O,O,O,O,O,O,O,O,O
JOZISTL,X,O,O,O,X,X,O,O,O,O,O
JOZISLT,O,O,O,O,O,O,O,O,O,O,O
JOZLTIS,O,O,O,X,O,O,X,X,X,O,O
JOZLTSI,O,O,O,X,O,O,X,X,X,O,O
JOZLITS,O,O,O,X,O,O,O,O,X,O,O
JOZLIST,O,O,O,O,O,O,O,O,X,O,O
JOZLSTI,O,O,O,O,O,O,X,X,X,O,O
JOZLSIT,O,O,O,O,O,O,O,O,X,O,O
JOZSTIL,X,O,O,O,X,X,X,X,X,O,O
JOZSTLI,X,O,O,O,O,O,X,X,X,O,O
JOZSITL,X,O,O,O,X,X,O,O,O,O,O
JOZSILT,O,O,O,O,O,O,O,O,O,O,O
JOZSLTI,O,O,O,O,O,O,X,X,X,O,O
JOZSLIT,O,O,O,O,O,O,O,O,O,O,O
STILJZO,O,X,X,X,X,X,O,X,X,O,X
STILJOZ,O,X,X,X,X,X,O,X,X,O,X
STILZJO,O,X,X,X,X,X,O,O,O,O,X
STILZOJ,O,X,X,O,X,X,X,O,O,X,X
STILOJZ,O,X,X,O,X,X,X,X,X,X,X
STILOZJ,O,X,X,O,X,X,X,O,O,X,X
STIJLZO,O,X,X,X,X,X,O,X,X,O,X
STIJLOZ,O,X,X,X,X,X,O,X,X,O,X
STIJZLO,O,X,X,X,X,X,O,O,X,O,X
STIJZOL,X,X,X,X,X,X,O,O,X,O,X
STIJOLZ,X,X,X,X,X,X,O,X,X,O,X
STIJOZL,X,X,X,X,X,X,O,O,X,O,X
STIZLJO,O,X,X,X,X,X,O,O,O,O,X
STIZLOJ,O,X,X,O,X,X,X,O,O,X,X
STIZJLO,O,X,X,X,X,X,O,O,O,O,X
STIZJOL,X,X,X,X,X,X,O,O,O,O,X
STIZOLJ,X,X,X,O,X,X,X,O,O,X,X
STIZOJL,X,X,X,O,X,X,X,O,O,O,X
STIOLJZ,X,X,X,O,X,X,X,X,X,X,X
STIOLZJ,X,X,X,O,X,X,X,O,O,X,X
STIOJLZ,X,X,X,O,X,X,X,X,X,O,X
STIOJZL,X,X,X,O,X,X,X,O,X,O,X
STIOZLJ,X,X,X,O,X,X,X,O,O,X,X
STIOZJL,X,X,X,O,X,X,X,O,O,O,X
STLIJZO,O,X,X,X,O,X,O,X,X,O,X
STLIJOZ,O,X,X,X,O,X,O,X,X,O,X
STLIZJO,O,X,X,X,X,X,O,O,O,O,X
STLIZOJ,O,X,X,O,X,X,X,O,O,X,X
STLIOJZ,O,X,X,O,O,X,X,X,X,X,X
STLIOZJ,O,X,X,O,X,X,X,O,O,X,X
STLJIZO,O,X,X,X,O,X,O,X,X,O,X
STLJIOZ,O,X,X,X,O,X,O,X,X,O,X
STLJZIO,O,X,X,X,O,X,X,X,X,O,X
STLJZOI,O,X,X,X,O,X,X,X,X,O,X
STLJOIZ,O,X,X,X,O,X,O,X,X,O,X
STLJOZI,O,X,X,X,O,X,X,X,X,O,X
STLZIJO,O,X,X,X,X,X,X,O,O,O,X
STLZIOJ,O,X,X,O,X,X,X,O,O,X,X
STLZJIO,O,X,X,X,X,X,X,O,O,O,X
STLZJOI,O,X,X,X,X,X,X,X,X,O,X
STLZOIJ,O,X,X,O,X,X,X,X,X,X,X
STLZOJI,O,X,X,O,X,X,X,X,X,X,X
STLOIJZ,O,X,X,O,O,X,X,X,X,X,X
STLOIZJ,O,X,X,O,X,X,X,X,X,X,X
STLOJIZ,O,X,X,O,O,X,X,X,X,X,X
STLOJZI,O,X,X,O,O,X,X,X,X,X,X
STLOZIJ,O,X,X,O,X,X,X,X,X,X,X
STLOZJI,O,X,X,O,X,X,X,X,X,X,X
STJILZO,O,X,X,X,X,X,O,X,X,O,X
STJILOZ,O,X,X,X,X,X,O,X,X,O,X
STJIZLO,O,X,X,X,X,X,O,O,X,O,X
STJIZOL,X,X,X,X,X,X,O,O,X,O,X
STJIOLZ,X,X,X,X,X,X,O,X,X,O,X
STJIOZL,X,X,X,X,X,X,O,O,X,O,X
STJLIZO,O,X,X,X,O,X,O,X,X,O,X
STJLIOZ,O,X,X,X,O,X,O,X,X,O,X
STJLZIO,O,X,X,X,O,X,X,X,X,O,X
STJLZOI,O,X,X,X,O,X,X,X,X,O,X
STJLOIZ,O,X,X,X,O,X,O,X,X,O,X
STJLOZI,O,X,X,X,O,X,X,X,X,O,X
STJZILO,O,X,X,X,X,X,X,O,X,O,X
STJZIOL,X,X,X,X,X,X,X,O,X,O,X
STJZLIO,O,X,X,X,O,X,X,O,X,O,X
STJZLOI,O,X,X,X,O,X,X,X,X,O,X
STJZOIL,X,X,X,X,X,X,X,X,X,O,X
STJZOLI,X,X,X,X,O,X,X,X,X,O,X
STJOILZ,X,X,X,X,X,X,O,X,X,O,X
STJOIZL,X,X,X,X,X,X,O,X,X,O,X
STJOLIZ,X,X,X,X,O,X,O,X,X,O,X
STJOLZI,X,X,X,X,O,X,X,X,X,O,X
STJOZIL,X,X,X,X,X,X,X,X,X,O,X
STJOZLI,X,X,X,X,O,X,X,X,X,O,X
STZILJO,O,X,X,X,X,X,X,O,O,O,X
STZILOJ,O,X,X,O,X,X,X,O,O,X,X
STZIJLO,O,X,X,X,X,X,X,O,O,O,X
STZIJOL,X,X,X,X,X,X,X,O,O,O,X
STZIOLJ,X,X,X,O,X,X,X,O,O,X,X
STZIOJL,X,X,X,O,X,X,X,O,O,O,X
STZLIJO,O,X,X,X,X,X,X,O,O,O,X
STZLIOJ,O,X,X,O,X,X,X,O,O,X,X
STZLJIO,O,X,X,X,X,X,X,O,O,O,X
STZLJOI,O,X,X,X,X,X,X,X,X,O,X
STZLOIJ,O,X,X,O,X,X,X,X,X,X,X
STZLOJI,O,X,X,O,X,X,X,X,X,X,X
STZJILO,O,X,X,X,X,X,X,O,O,O,X
STZJIOL,X,X,X,X,X,X,X,O,O,O,X
STZJLIO,O,X,X,X,X,X,X,O,O,O,X
STZJLOI,O,X,X,X,X,X,X,X,X,O,X
STZJOIL,X,X,X,X,X,X,X,X,X,O,X
STZJOLI,X,X,X,X,X,X,X,X,X,O,X
STZOILJ,X,X,X,O,X,X,X,X,X,X,X
STZOIJL,X,X,X,O,X,X,X,X,X,O,X
STZOLIJ,X,X,X,O,X,X,X,X,X,X,X
STZOLJI,X,X,X,O,X,X,X,X,X,X,X
STZOJIL,X,X,X,O,X,X,X,X,X,O,X
STZOJLI,X,X,X,O,X,X,X,X,X,O,X
STOILJZ,X,X,X,O,X,X,X,X,X,X,X
STOILZJ,X,X,X,O,X,X,X,X,X,X,X
STOIJLZ,X,X,X,O,X,X,X,X,X,O,X
STOIJZL,X,X,X,O,X,X,X,X,X,O,X
STOIZLJ,X,X,X,O,X,X,X,X,X,X,X
STOIZJL,X,X,X,O,X,X,X,X,X,O,X
STOLIJZ,X,X,X,O,O,X,X,X,X,X,X
STOLIZJ,X,X,X,O,X,X,X,X,X,X,X
STOLJIZ,X,X,X,O,O,X,X,X,X,X,X
STOLJZI,X,X,X,O,O,X,X,X,X,X,X
STOLZIJ,X,X,X,O,X,X,X,X,X,X,X
STOLZJI,X,X,X,O,X,X,X,X,X,X,X
STOJILZ,X,X,X,O,X,X,X,X,X,O,X
STOJIZL,X,X,X,O,X,X,X,X,X,O,X
STOJLIZ,X,X,X,O,O,X,X,X,X,O,X
STOJLZI,X,X,X,O,O,X,X,X,X,O,X
STOJZIL,X,X,X,O,X,X,X,X,X,O,X
STOJZLI,X,X,X,O,O,X,X,X,X,O,X
STOZILJ,X,X,X,O,X,X,X,X,X,X,X
STOZIJL,X,X,X,O,X,X,X,X,X,O,X
STOZLIJ,X,X,X,O,X,X,X,X,X,X,X
STOZLJI,X,X,X,O,X,X,X,X,X,X,X
STOZJIL,X,X,X,O,X,X,X,X,X,O,X
STOZJLI,X,X,X,O,X,X,X,X,X,O,X
SITLJZO,O,X,X,X,X,X,O,X,X,O,X
SITLJOZ,O,X,X,X,X,X,O,X,X,O,X
SITLZJO,O,X,X,X,X,X,O,O,O,O,X
SITLZOJ,O,X,X,O,X,X,X,O,O,X,X
SITLOJZ,O,X,X,O,X,X,X,X,X,X,X
SITLOZJ,O,X,X,O,X,X,X,O,O,X,X
SITJLZO,O,X,X,X,X,X,O,X,X,O,X
SITJLOZ,O,X,X,X,X,X,O,X,X,O,X
SITJZLO,O,X,X,X,X,X,O,O,X,O,X
SITJZOL,X,X,X,X,X,X,O,O,X,O,X
SITJOLZ,X,X,X,X,X,X,O,X,X,O,X
SITJOZL,X,X,X,X,X,X,O,O,X,O,X
SITZLJO,O,X,X,X,X,X,O,O,O,O,X
SITZLOJ,O,X,X,O,X,X,X,O,O,X,X
SITZJLO,O,X,X,X,X,X,O,O,O,O,X
SITZJOL,X,X,X,X,X,X,O,O,O,O,X
SITZOLJ,X,X,X,O,X,X,X,O,O,X,X
SITZOJL,X,X,X,O,X,X,X,O,O,O,X
SITOLJZ,X,X,X,O,X,X,X,X,X,X,X
SITOLZJ,X,X,X,O,X,X,X,O,O,X,X
SITOJLZ,X,X,X,O,X,X,X,X,X,O,X
SITOJZL,X,X,X,O,X,X,X,O,X,O,X
SITOZLJ,X,X,X,O,X,X,X,O,O,X,X
SITOZJL,X,X,X,O,X,X,X,O,O,O,X
SILTJZO,O,X,X,X,O,X,O,X,X,O,X
SILTJOZ,O,X,X,X,O,X,O,X,X,O,X
SILTZJO,O,X,X,X,X,X,O,O,O,O,X
SILTZOJ,O,X,X,O,X,X,X,O,O,X,X
SILTOJZ,O,X,X,O,O,X,X,X,X,X,X
SILTOZJ,O,X,X,O,X,X,X,O,O,X,X
SILJTZO,O,X,X,X,O,X,O,X,X,O,X
SILJTOZ,O,X,X,X,O,X,O,X,X,O,X
SILJZTO,O,X,X,X,O,X,O,O,O,O,X
SILJZOT,O,X,X,O,O,X,O,O,O,O,X
SILJOTZ,O,X,X,O,O,X,O,X,X,O,X
SILJOZT,O,X,X,O,O,X,O,O,O,O,X
SILZTJO,O,X,X,X,X,X,O,O,O,O,X
SILZTOJ,O,O,X,O,X,X,X,O,O,X,X
SILZJTO,O,X,X,X,O,X,O,O,O,O,X
SILZJOT,O,O,X,O,O,X,O,O,O,O,X
SILZOTJ,O,O,X,O,X,X,X,O,O,X,X
SILZOJT,O,O,X,O,O,X,O,O,O,O,X
SILOTJZ,O,X,X,O,O,X,X,X,X,X,X
SILOTZJ,O,X,X,O,X,X,X,O,O,X,X
SILOJTZ,O,X,X,O,O,X,O,X,X,O,X
SILOJZT,O,O,X,O,O,X,O,O,O,O,X
SILOZTJ,O,O,X,O,X,X,X,O,O,X,X
SILOZJT,O,O,X,O,O,X,O,O,O,O,X
SIJTLZO,O,X,X,X,X,X,O,X,X,O,X
SIJTLOZ,O,X,X,X,X,X,O,X,X,O,X
SIJTZLO,O,X,X,X,X,X,O,O,X,O,X
SIJTZOL,X,X,X,X,X,X,O,O,X,O,X
SIJTOLZ,X,X,X,X,X,X,O,X,X,O,X
SIJTOZL,X,X,X,X,X,X,O,O,X,O,X
SIJLTZO,O,X,X,X,O,X,O,X,X,O,X
SIJLTOZ,O,X,X,X,O,X,O,X,X,O,X
SIJLZTO,O,X,X,X,O,X,O,O,O,O,X
SIJLZOT,O,X,X,O,O,X,O,O,O,O,X
SIJLOTZ,O,X,X,O,O,X,O,X,X,O,X
SIJLOZT,O,X,X,O,O,X,O,O,O,O,X
SIJZTLO,O,X,X,X,X,X,O,O,O,O,X
SIJZTOL,X,X,O,X,X,X,O,O,O,O,X
SIJZLTO,O,X,X,X,O,X,O,O,O,O,X
SIJZLOT,O,X,O,O,O,X,O,O,O,O,X
SIJZOTL,X,X,O,O,X,X,O,O,O,O,X
SIJZOLT,O,X,O,O,O,X,O,O,O,O,X
SIJOTLZ,X,X,X,O,X,X,O,X,X,O,X
SIJOTZL,X,X,X,O,X,X,O,O,X,O,X
SIJOLTZ,O,X,X,O,O,X,O,X,X,O,X
SIJOLZT,O,X,O,O,O,X,O,O,O,O,X
SIJOZTL,X,X,O,O,X,X,O,O,O,O,X
SIJOZLT,O,X,O,O,O,X,O,O,O,O,X
SIZTLJO,O,X,X,X,X,X,O,O,O,O,X
SIZTLOJ,O,O,X,O,X,X,X,O,O,X,X
SIZTJLO,O,X,X,X,X,X,O,O,O,O,X
SIZTJOL,X,X,O,X,X,X,O,O,O,O,X
SIZTOLJ,X,O,O,O,X,X,X,O,O,X,X
SIZTOJL,X,O,O,O,X,X,X,O,O,O,X
SIZLTJO,O,X,X,X,X,X,O,O,O,O,X
SIZLTOJ,O,O,X,O,X,X,X,O,O,X,X
SIZLJTO,O,X,X,X,X,X,O,O,O,O,X
SIZLJOT,O,O,O,O,X,X,O,O,O,O,X
SIZLOTJ,O,O,O,O,X,X,X,O,O,X,X
SIZLOJT,O,O,O,O,X,X,O,O,O,O,X
SIZJTLO,O,X,X,X,X,X,O,O,O,O,X
SIZJTOL,X,X,O,X,X,X,O,O,O,O,X
SIZJLTO,O,X,X,X,X,X,O,O,O,O,X
SIZJLOT,O,O,O,O,X,X,O,O,O,O,X
SIZJOTL,X,O,O,O,X,X,O,O,O,O,X
SIZJOLT,O,O,O,O,X,X,O,O,O,O,X
SIZOTLJ,X,O,O,O,X,X,X,O,O,X,X
SIZOTJL,X,O,O,O,X,X,X,O,O,O,X
SIZOLTJ,O,O,O,O,X,X,X,O,O,X,X
SIZOLJT,O,O,O,O,X,X,O,O,O,O,X
SIZOJTL,X,O,O,O,X,X,O,O,O,O,X
SIZOJLT,O,O,O,O,X,X,O,O,O,O,X
SIOTLJZ,X,X,X,O,X,X,X,X,X,X,X
SIOTLZJ,X,X,X,O,X,X,X,O,O,X,X
SIOTJLZ,X,X,X,O,X,X,X,X,X,O,X
SIOTJZL,X,X,X,O,X,X,X,O,X,O,X
SIOTZLJ,X,X,X,O,X,X,X,O,O,X,X
SIOTZJL,X,X,X,O,X,X,X,O,O,O,X
SIOLTJZ,O,X,X,O,O,X,X,X,X,X,X
SIOLTZJ,O,X,X,O,X,X,X,O,O,X,X
SIOLJTZ,O,X,X,O,O,X,O,X,X,O,X
SIOLJZT,O,O,O,O,O,X,O,O,O,O,X
SIOLZTJ,O,O,O,O,X,X,X,O,O,X,X
SIOLZJT,O,O,O,O,O,X,O,O,O,O,X
SIOJTLZ,X,X,X,O,X,X,O,X,X,O,X
SIOJTZL,X,X,X,O,X,X,O,O,X,O,X
SIOJLTZ,O,X,X,O,O,X,O,X,X,O,X
SIOJLZT,O,O,O,O,O,X,O,O,O,O,X
SIOJZTL,X,O,O,O,X,X,O,O,O,O,X
SIOJZLT,O,O,O,O,O,X,O,O,O,O,X
SIOZTLJ,X,O,O,O,X,X,X,O,O,X,X
SIOZTJL,X,O,O,O,X,X,X,O,O,O,X
SIOZLTJ,O,O,O,O,X,X,X,O,O,X,X
SIOZLJT,O,O,O,O,X,X,O,O,O,O,X
SIOZJTL,X,O,O,O,X,X,O,O,O,O,X
SIOZJLT,O,O,O,O,X,X,O,O,O,O,X
SLTIJZO,O,X,X,X,O,X,O,X,X,O,X
SLTIJOZ,O,X,X,X,O,X,O,X,X,O,X
SLTIZJO,O,X,X,X,X,X,O,O,O,O,X
SLTIZOJ,O,X,X,O,X,X,X,O,O,X,X
SLTIOJZ,O,X,X,O,O,X,X,X,X,X,X
SLTIOZJ,O,X,X,O,X,X,X,O,O,X,X
SLTJIZO,O,X,X,X,O,X,O,X,X,O,X
SLTJIOZ,O,X,X,X,O,X,O,X,X,O,X
SLTJZIO,O,X,X,X,O,X,X,X,X,O,X
SLTJZOI,O,X,X,X,O,X,X,X,X,O,X
SLTJOIZ,O,X,X,X,O,X,O,X,X,O,X
SLTJOZI,O,X,X,X,O,X,X,X,X,O,X
SLTZIJO,O,X,X,X,X,X,X,O,O,O,X
SLTZIOJ,O,X,X,O,X,X,X,O,O,X,X
SLTZJIO,O,X,X,X,X,X,X,O,O,O,X
SLTZJOI,O,X,X,X,X,X,X,X,X,O,X
SLTZOIJ,O,X,X,O,X,X,X,X,X,X,X
SLTZOJI,O,X,X,O,X,X,X,X,X,X,X
SLTOIJZ,O,X,X,O,O,X,X,X,X,X,X
SLTOIZJ,O,X,X,O,X,X,X,X,X,X,X
SLTOJIZ,O,X,X,O,O,X,X,X,X,X,X
SLTOJZI,O,X,X,O,O,X,X,X,X,X,X
SLTOZIJ,O,X,X,O,X,X,X,X,X,X,X
SLTOZJI,O,X,X,O,X,X,X,X,X,X,X
SLITJZO,O,X,X,X,O,X,O,X,X,O,X
SLITJOZ,O,X,X,X,O,X,O,X,X,O,X
SLITZJO,O,X,X,X,X,X,O,O,O,O,X
SLITZOJ,O,X,X,O,X,X,X,O,O,X,X
SLITOJZ,O,X,X,O,O,X,X,X,X,X,X
SLITOZJ,O,X,X,O,X,X,X,O,O,X,X
SLIJTZO,O,X,X,X,O,X,O,X,X,O,X
SLIJTOZ,O,X,X,X,O,X,O,X,X,O,X
SLIJZTO,O,X,X,X,O,X,O,O,O,O,X
SLIJZOT,O,X,X,O,O,O,O,O,O,O,X
SLIJOTZ,O,X,X,O,O,O,O,X,X,O,X
SLIJOZT,O,X,X,O,O,O,O,O,O,O,X
SLIZTJO,O,X,X,X,X,X,O,O,O,O,X
SLIZTOJ,O,O,X,O,X,X,X,O,O,X,X
SLIZJTO,O,X,X,X,O,X,O,O,O,O,X
SLIZJOT,O,O,X,O,O,O,O,O,O,O,X
SLIZOTJ,O,O,X,O,X,O,X,O,O,X,X
SLIZOJT,O,O,X,O,O,O,O,O,O,O,X
SLIOTJZ,O,X,X,O,O,O,X,X,X,X,X
SLIOTZJ,O,X,X,O,X,O,X,O,O,X,X
SLIOJTZ,O,X,X,O,O,O,O,X,X,O,X
SLIOJZT,O,O,X,O,O,O,O,O,O,O,X
SLIOZTJ,O,O,X,O,X,O,X,O,O,X,X
SLIOZJT,O,O,X,O,O,O,O,O,O,O,X
SLJTIZO,O,X,X,X,O,X,O,X,X,O,X
SLJTIOZ,O,X,X,X,O,X,O,X,X,O,X
SLJTZIO,O,X,X,X,O,X,X,X,X,O,X
SLJTZOI,O,X,X,X,O,X,X,X,X,O,X
SLJTOIZ,O,X,X,X,O,X,O,X,X,O,X
SLJTOZI,O,X,X,X,O,X,X,X,X,O,X
SLJITZO,O,X,X,X,O,X,O,X,X,O,X
