sequence,v115@VhA8AeB8CeI8JeZEJvhFupBFmB8rBftB6tBTqB,v115@VhA8AeB8CeI8JeZEJvhFClBXmB8rBznB+tBVvB,v115@VhA8AeB8CeI8Je/FJvhFFhBxiBOpBCsBTtB0pB,v115@VhA8AeB8CeI8Je/FJvhFRhBCjB0kBlmBToBOpB,v115@VhA8AeB8CeI8JeZEJvhFFlBXmB8rBCoBWvBTtB,v115@VhA8AeB8CeI8JeZEJvhFqpB/qBFmB8rBznB+tB
OJSLZTI,O,X,O,O,O,O
OJSLZIT,O,X,O,X,O,O
OJSZTIL,O,O,X,O,O,O
OJSZTLI,O,O,X,O,O,O
OJSZITL,O,O,X,X,O,O
OJSZILT,O,O,O,X,O,O
OJSZLTI,O,O,O,O,O,O
OJSZLIT,O,O,O,X,O,O
OJZTILS,O,O,X,X,O,O
OJZTISL,O,O,X,X,O,O
OJZTLIS,O,O,X,X,O,O
OJZTLSI,O,O,X,O,O,O
OJZTSIL,O,O,X,O,O,O
OJZTSLI,O,O,X,O,O,O
OJZITLS,O,O,X,X,O,O
OJZITSL,O,O,X,X,O,O
OJZILTS,O,O,O,X,O,O
OJZILST,O,O,O,X,O,O
OJZISTL,O,O,X,X,O,O
OJZISLT,O,O,O,X,O,O
OJZLTIS,O,O,O,X,O,O
OJZLTSI,O,O,O,O,O,O
OJZLITS,O,O,O,X,O,O
OJZLIST,O,O,O,X,O,O
OJZLSTI,O,O,O,O,O,O
OJZLSIT,O,O,O,X,O,O
OJZSTIL,O,O,X,O,O,O
OJZSTLI,O,O,X,O,O,O
OJZSITL,O,O,X,X,O,O
OJZSILT,O,O,O,X,O,O
OJZSLTI,O,O,O,O,O,O
OJZSLIT,O,O,O,X,O,O
OSTILJZ,O,X,O,O,X,X
OSTILZJ,O,X,O,O,X,X
OSTIJLZ,O,X,O,O,X,X
OSTIJZL,O,X,X,O,X,X
OSTIZLJ,O,X,X,O,X,X
OSTIZJL,O,X,X,O,X,X
OSTLIJZ,O,X,O,O,X,X
OSTLIZJ,O,X,O,O,X,X
OSTLJIZ,O,X,O,O,X,X
OSTLJZI,O,X,O,O,X,X
OSTLZIJ,O,X,O,O,X,X
OSTLZJI,O,X,O,O,X,X
OSTJILZ,O,X,O,O,X,X
OSTJIZL,O,X,X,O,X,X
OSTJLIZ,O,X,O,O,X,X
OSTJLZI,O,X,O,O,X,X
OSTJZIL,O,X,X,O,X,X
OSTJZLI,O,X,X,O,X,X
OSTZILJ,O,X,X,O,X,X
OSTZIJL,O,X,X,O,X,X
OSTZLIJ,O,X,X,O,X,X
OSTZLJI,O,X,X,O,X,X
OSTZJIL,O,X,X,O,X,X
OSTZJLI,O,X,X,O,X,X
OSITLJZ,O,X,O,O,X,X
OSITLZJ,O,X,O,O,X,X
OSITJLZ,O,X,O,O,X,X
OSITJZL,O,X,X,O,X,X
OSITZLJ,O,X,X,O,X,X
OSITZJL,O,X,X,O,X,X
OSILTJZ,O,X,O,O,X,X
OSILTZJ,O,X,O,O,X,X
OSILJTZ,O,X,O,X,O,X
OSILJZT,O,X,O,X,O,X
OSILZTJ,O,X,O,O,O,X
OSILZJT,O,X,O,X,O,X
OSIJTLZ,O,X,O,X,O,X
OSIJTZL,O,X,X,X,O,X
OSIJLTZ,O,X,O,X,O,X
OSIJLZT,O,X,O,X,O,X
OSIJZTL,O,X,X,X,O,X
OSIJZLT,O,X,O,X,O,X
OSIZTLJ,O,X,X,O,O,X
OSIZTJL,O,X,X,O,O,X
OSIZLTJ,O,X,O,O,O,X
OSIZLJT,O,X,O,X,O,X
OSIZJTL,O,X,X,X,O,X
OSIZJLT,O,X,O,X,O,X
OSLTIJZ,O,X,O,O,X,X
OSLTIZJ,O,X,O,O,X,X
OSLTJIZ,O,X,O,O,X,X
OSLTJZI,O,X,O,O,X,X
OSLTZIJ,O,X,O,O,X,X
OSLTZJI,O,X,O,O,X,X
OSLITJZ,O,X,O,O,X,X
OSLITZJ,O,X,O,O,X,X
OSLIJTZ,O,X,O,X,O,O
OSLIJZT,O,X,O,X,O,O
OSLIZTJ,O,X,O,O,O,O
OSLIZJT,O,X,O,X,O,O
OSLJTIZ,O,X,O,O,O,O
OSLJTZI,O,X,O,O,O,O
OSLJITZ,O,X,O,X,O,O
OSLJIZT,O,X,O,X,O,O
OSLJZTI,O,X,O,O,O,O
OSLJZIT,O,X,O,X,O,O
OSLZTIJ,O,X,O,O,O,O
OSLZTJI,O,X,O,O,O,O
OSLZITJ,O,X,O,O,O,O
OSLZIJT,O,X,O,X,O,O
OSLZJTI,O,X,O,O,O,O
OSLZJIT,O,X,O,X,O,O
OSJTILZ,O,X,O,O,O,X
OSJTIZL,O,X,X,O,O,X
OSJTLIZ,O,X,O,O,O,O
OSJTLZI,O,X,O,O,O,O
OSJTZIL,O,X,X,O,O,O
OSJTZLI,O,X,X,O,O,O
OSJITLZ,O,X,O,X,O,X
OSJITZL,O,X,X,X,O,X
OSJILTZ,O,X,O,X,O,O
OSJILZT,O,X,O,X,O,O
OSJIZTL,O,X,X,X,O,O
OSJIZLT,O,X,O,X,O,O
OSJLTIZ,O,X,O,O,O,O
OSJLTZI,O,X,O,O,O,O
OSJLITZ,O,X,O,X,O,O
OSJLIZT,O,X,O,X,O,O
OSJLZTI,O,X,O,O,O,O
OSJLZIT,O,X,O,X,O,O
OSJZTIL,O,X,X,O,O,O
OSJZTLI,O,X,X,O,O,O
OSJZITL,O,X,X,X,O,O
OSJZILT,O,X,O,X,O,O
OSJZLTI,O,X,O,O,O,O
OSJZLIT,O,X,O,X,O,O
OSZTILJ,O,X,X,O,O,X
OSZTIJL,O,X,X,O,O,X
OSZTLIJ,O,X,X,O,O,O
OSZTLJI,O,X,X,O,O,O
OSZTJIL,O,X,X,O,O,O
OSZTJLI,O,X,X,O,O,O
OSZITLJ,O,X,X,O,O,X
OSZITJL,O,X,X,O,O,X
OSZILTJ,O,X,O,O,O,X
OSZILJT,O,X,O,X,O,X
OSZIJTL,O,X,X,X,O,X
OSZIJLT,O,X,O,X,O,X
OSZLTIJ,O,X,O,O,O,O
OSZLTJI,O,X,O,O,O,O
OSZLITJ,O,X,O,O,O,O
OSZLIJT,O,X,O,X,O,O
OSZLJTI,O,X,O,O,O,O
OSZLJIT,O,X,O,X,O,O
OSZJTIL,O,X,X,O,O,O
OSZJTLI,O,X,X,O,O,O
OSZJITL,O,X,X,X,O,O
OSZJILT,O,X,O,X,O,O
OSZJLTI,O,X,O,O,O,O
OSZJLIT,O,X,O,X,O,O
OZTILJS,O,O,X,X,O,X
OZTILSJ,O,O,X,O,O,X
OZTIJLS,O,O,X,X,O,X
OZTIJSL,O,O,X,X,O,X
OZTISLJ,O,O,X,O,O,X
OZTISJL,O,O,X,O,O,X
OZTLIJS,O,O,X,X,O,X
OZTLISJ,O,O,X,O,O,X
OZTLJIS,O,O,X,X,O,X
OZTLJSI,O,O,X,O,O,X
OZTLSIJ,O,O,X,O,O,X
OZTLSJI,O,O,X,O,O,X
OZTJILS,O,O,X,X,O,X
OZTJISL,O,O,X,X,O,O
OZTJLIS,O,O,X,X,O,X
OZTJLSI,O,O,X,O,O,O
OZTJSIL,O,O,X,O,O,O
OZTJSLI,O,O,X,O,O,O
OZTSILJ,O,O,X,O,O,X
OZTSIJL,O,O,X,O,O,X
OZTSLIJ,O,O,X,O,O,O
OZTSLJI,O,O,X,O,O,O
OZTSJIL,O,O,X,O,O,O
OZTSJLI,O,O,X,O,O,O
OZITLJS,O,O,X,X,O,X
OZITLSJ,O,O,X,O,O,X
OZITJLS,O,O,X,X,O,X
OZITJSL,O,O,X,X,O,X
OZITSLJ,O,O,X,O,O,X
OZITSJL,O,O,X,O,O,X
OZILTJS,O,X,O,X,O,X
OZILTSJ,O,X,O,O,O,X
OZILJTS,O,X,O,X,O,O
OZILJST,O,X,O,X,O,O
OZILSTJ,O,X,O,O,O,O
OZILSJT,O,X,O,X,O,O
OZIJTLS,O,O,X,X,O,O
OZIJTSL,O,O,X,X,O,X
OZIJLTS,O,O,O,X,O,O
OZIJLST,O,O,O,X,O,O
OZIJSTL,O,O,X,X,O,X
OZIJSLT,O,O,O,X,O,O
OZISTLJ,O,O,X,O,O,X
OZISTJL,O,O,X,O,O,X
OZISLTJ,O,X,O,O,O,X
OZISLJT,O,X,O,X,O,X
OZISJTL,O,O,X,X,O,X
OZISJLT,O,O,O,X,O,X
OZLTIJS,O,X,O,X,O,X
OZLTISJ,O,X,O,O,O,X
OZLTJIS,O,X,O,X,O,X
OZLTJSI,O,X,O,O,O,X
OZLTSIJ,O,X,O,O,O,X
OZLTSJI,O,X,O,O,O,X
OZLITJS,O,X,O,X,O,X
OZLITSJ,O,X,O,O,O,X
OZLIJTS,O,X,O,X,O,O
OZLIJST,O,X,O,X,O,O
OZLISTJ,O,X,O,O,O,O
OZLISJT,O,X,O,X,O,O
OZLJTIS,O,X,O,X,O,O
OZLJTSI,O,X,O,O,O,O
OZLJITS,O,X,O,X,O,O
OZLJIST,O,X,O,X,O,O
OZLJSTI,O,X,O,O,O,O
OZLJSIT,O,X,O,X,O,O
OZLSTIJ,O,X,O,O,O,O
OZLSTJI,O,X,O,O,O,O
OZLSITJ,O,X,O,O,O,O
OZLSIJT,O,X,O,X,O,O
OZLSJTI,O,X,O,O,O,O
OZLSJIT,O,X,O,X,O,O
OZJTILS,O,O,X,X,O,O
OZJTISL,O,O,X,X,O,O
OZJTLIS,O,O,X,X,O,O
OZJTLSI,O,O,X,O,O,O
OZJTSIL,O,O,X,O,O,O
OZJTSLI,O,O,X,O,O,O
OZJITLS,O,O,X,X,O,O
OZJITSL,O,O,X,X,O,O
OZJILTS,O,O,O,X,O,O
OZJILST,O,O,O,X,O,O
OZJISTL,O,O,X,X,O,O
OZJISLT,O,O,O,X,O,O
OZJLTIS,O,O,O,X,O,O
OZJLTSI,O,O,O,O,O,O
OZJLITS,O,O,O,X,O,O
OZJLIST,O,O,O,X,O,O
OZJLSTI,O,O,O,O,O,O
OZJLSIT,O,O,O,X,O,O
OZJSTIL,O,O,X,O,O,O
OZJSTLI,O,O,X,O,O,O
OZJSITL,O,O,X,X,O,O
OZJSILT,O,O,O,X,O,O
OZJSLTI,O,O,O,O,O,O
OZJSLIT,O,O,O,X,O,O
OZSTILJ,O,O,X,O,O,X
OZSTIJL,O,O,X,O,O,X
OZSTLIJ,O,O,X,O,O,O
OZSTLJI,O,O,X,O,O,O
OZSTJIL,O,O,X,O,O,O
OZSTJLI,O,O,X,O,O,O
OZSITLJ,O,O,X,O,O,X
OZSITJL,O,O,X,O,O,X
OZSILTJ,O,X,O,O,O,X
OZSILJT,O,X,O,X,O,X
OZSIJTL,O,O,X,X,O,X
OZSIJLT,O,O,O,X,O,X
OZSLTIJ,O,X,O,O,O,O
OZSLTJI,O,X,O,O,O,O
OZSLITJ,O,X,O,O,O,O
OZSLIJT,O,X,O,X,O,O
OZSLJTI,O,X,O,O,O,O
OZSLJIT,O,X,O,X,O,O
OZSJTIL,O,O,X,O,O,O
OZSJTLI,O,O,X,O,O,O
OZSJITL,O,O,X,X,O,O
OZSJILT,O,O,O,X,O,O
OZSJLTI,O,O,O,O,O,O
OZSJLIT,O,O,O,X,O,O
