sequence,v115@UhA8EeB8BeB8BeC8JeOEJvhGXgBdmB5mBiiBcoBcsB?zpB,v115@UhA8EeB8BeB8BeC8Jex/IvhGXhBdnBunBcoBikBzpB?0rB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUhBRiBSoBXlB2sB0rB?zpB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUgBRhBCjBmmBXoBzpB?0rB,v115@UhA8EeB8BeB8BeC8Je0/IvhGdmBRiBcoB/pBqrBTnB?OqB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBamBRiBcoBWsB0pB?XsB,v115@UhA8EeB8BeB8BeC8JeXAJvhGdmBRiBcoB2pBSsBzrB?0pB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBCjBmmBXoB0pB?0rB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBunBcoB/rBasB?0pB
ZSTIZJLO,O,O,O,O,X,O,X,O,O
ZSTIZJOL,O,O,O,O,X,O,X,O,O
ZSTIZOLJ,O,O,X,O,X,O,X,O,O
ZSTIZOJL,O,O,X,X,X,O,X,O,O
ZSTIOLJZ,O,O,X,X,X,X,X,O,O
ZSTIOLZJ,O,O,X,O,X,X,X,O,O
ZSTIOJLZ,O,X,X,X,X,X,X,O,X
ZSTIOJZL,O,O,X,X,X,X,X,X,O
ZSTIOZLJ,O,O,X,X,X,X,X,O,O
ZSTIOZJL,O,O,X,X,X,X,X,O,O
ZSTLIJZO,O,O,O,O,X,X,X,O,O
ZSTLIJOZ,X,X,O,O,X,X,O,O,O
ZSTLIZJO,O,O,O,O,X,X,X,O,O
ZSTLIZOJ,O,O,X,O,O,O,X,O,O
ZSTLIOJZ,X,X,X,X,O,X,X,O,O
ZSTLIOZJ,X,O,X,O,O,X,X,O,O
ZSTLJIZO,O,O,O,O,X,O,X,O,O
ZSTLJIOZ,X,X,O,O,X,X,O,O,O
ZSTLJZIO,O,O,O,O,X,O,X,O,O
ZSTLJZOI,O,O,O,O,O,O,O,O,O
ZSTLJOIZ,X,X,O,O,O,X,O,O,O
ZSTLJOZI,X,X,O,O,O,O,O,O,O
ZSTLZIJO,O,O,O,O,X,X,X,O,O
ZSTLZIOJ,O,O,X,O,O,O,X,O,O
ZSTLZJIO,O,O,O,O,X,O,X,O,O
ZSTLZJOI,O,O,O,O,O,O,O,O,O
ZSTLZOIJ,O,O,X,O,O,O,X,O,O
ZSTLZOJI,O,O,O,O,O,O,X,O,O
ZSTLOIJZ,X,O,X,O,O,X,X,O,O
ZSTLOIZJ,X,O,X,O,O,X,X,O,O
ZSTLOJIZ,X,O,O,O,O,X,O,O,O
ZSTLOJZI,X,O,O,O,O,O,O,O,O
ZSTLOZIJ,X,O,X,O,O,O,X,O,O
ZSTLOZJI,X,O,O,O,O,O,X,O,O
ZSTJILZO,O,X,O,O,X,O,X,O,O
ZSTJILOZ,X,X,O,O,X,X,O,O,O
ZSTJIZLO,O,O,O,O,X,O,X,O,O
ZSTJIZOL,O,O,O,O,X,O,X,O,O
ZSTJIOLZ,X,X,O,O,X,X,X,O,X
ZSTJIOZL,O,X,O,O,X,X,X,O,O
ZSTJLIZO,O,O,O,O,X,O,X,O,O
ZSTJLIOZ,X,X,O,O,X,X,O,O,O
ZSTJLZIO,O,O,O,O,X,O,X,O,O
ZSTJLZOI,O,O,O,O,O,O,O,O,O
ZSTJLOIZ,X,X,O,O,O,X,O,O,O
ZSTJLOZI,X,X,O,O,O,O,O,O,O
ZSTJZILO,O,O,O,O,X,O,X,O,O
ZSTJZIOL,O,O,O,O,X,O,X,O,O
ZSTJZLIO,O,O,O,O,X,O,X,O,O
ZSTJZLOI,O,O,O,O,O,O,O,O,O
ZSTJZOIL,O,O,O,O,X,O,X,O,O
ZSTJZOLI,O,O,O,O,X,O,X,O,O
ZSTJOILZ,X,X,O,O,X,X,X,O,X
ZSTJOIZL,O,O,O,O,X,X,X,O,O
ZSTJOLIZ,X,O,O,O,X,X,O,O,O
ZSTJOLZI,X,O,O,O,X,O,O,O,O
ZSTJOZIL,O,O,O,O,X,O,X,O,O
ZSTJOZLI,O,O,O,O,X,O,X,O,O
ZSTZILJO,O,O,O,O,X,X,X,O,O
ZSTZILOJ,O,O,X,O,O,O,X,O,O
ZSTZIJLO,O,O,O,O,X,O,X,O,O
ZSTZIJOL,O,O,O,O,X,O,X,O,O
ZSTZIOLJ,O,O,X,O,X,O,X,O,O
ZSTZIOJL,O,O,X,X,X,O,X,O,O
ZSTZLIJO,O,O,O,O,X,X,X,O,O
ZSTZLIOJ,O,O,X,O,O,O,X,O,O
ZSTZLJIO,O,O,O,O,X,O,X,O,O
ZSTZLJOI,O,O,O,O,O,O,O,O,O
ZSTZLOIJ,O,O,X,O,O,O,X,O,O
ZSTZLOJI,O,O,O,O,O,O,X,O,O
ZSTZJILO,O,O,O,O,X,O,X,O,O
ZSTZJIOL,O,O,O,O,X,O,X,O,O
ZSTZJLIO,O,O,O,O,X,O,X,O,O
ZSTZJLOI,O,O,O,O,O,O,O,O,O
ZSTZJOIL,O,O,O,O,X,O,X,O,O
ZSTZJOLI,O,O,O,O,X,O,X,O,O
ZSTZOILJ,O,O,X,O,X,O,X,O,O
ZSTZOIJL,O,O,X,X,X,O,X,O,O
ZSTZOLIJ,O,O,X,O,O,O,X,O,O
ZSTZOLJI,O,O,O,O,O,O,X,O,O
ZSTZOJIL,O,O,O,O,X,O,X,O,O
ZSTZOJLI,O,O,O,O,X,O,X,O,O
ZSTOILJZ,O,O,X,O,X,X,X,O,O
ZSTOILZJ,O,O,X,O,X,X,X,O,O
ZSTOIJLZ,O,X,X,O,X,X,X,O,X
ZSTOIJZL,O,O,X,O,X,X,X,X,O
ZSTOIZLJ,O,O,X,O,X,X,X,O,O
ZSTOIZJL,O,O,X,O,X,X,X,O,O
ZSTOLIJZ,O,O,X,O,O,X,X,O,O
ZSTOLIZJ,O,O,X,O,O,X,X,O,O
ZSTOLJIZ,O,O,O,O,O,X,O,O,O
ZSTOLJZI,O,O,O,O,O,O,O,O,O
ZSTOLZIJ,O,O,X,O,O,O,X,O,O
ZSTOLZJI,O,O,O,O,O,O,X,O,O
ZSTOJILZ,O,X,O,O,X,X,X,O,X
ZSTOJIZL,O,O,O,O,X,X,X,O,O
ZSTOJLIZ,O,O,O,O,X,X,O,O,O
ZSTOJLZI,O,O,O,O,X,O,O,O,O
ZSTOJZIL,O,O,O,O,X,O,X,O,O
ZSTOJZLI,O,O,O,O,X,O,X,O,O
ZSTOZILJ,O,O,X,O,X,O,X,O,O
ZSTOZIJL,O,O,X,O,X,O,X,O,O
ZSTOZLIJ,O,O,X,O,O,O,X,O,O
ZSTOZLJI,O,O,O,O,O,O,X,O,O
ZSTOZJIL,O,O,O,O,X,O,X,O,O
ZSTOZJLI,O,O,O,O,X,O,X,O,O
ZSITLJZO,O,O,O,O,X,X,X,O,O
ZSITLJOZ,X,X,O,O,X,X,X,O,O
ZSITLZJO,O,O,O,O,X,X,X,O,O
ZSITLZOJ,O,O,X,O,O,O,X,O,O
ZSITLOJZ,X,X,X,X,O,X,X,O,O
ZSITLOZJ,X,O,X,X,O,X,X,O,O
ZSITJLZO,O,X,O,O,X,O,X,O,O
ZSITJLOZ,X,X,O,O,X,X,X,O,O
ZSITJZLO,O,O,O,O,X,O,X,O,O
ZSITJZOL,O,O,O,O,X,O,X,O,O
ZSITJOLZ,X,X,O,O,X,X,X,O,X
ZSITJOZL,O,X,O,O,X,X,X,O,O
ZSITZLJO,O,O,O,O,X,X,X,O,O
ZSITZLOJ,O,O,X,O,O,O,X,O,O
ZSITZJLO,O,O,O,O,X,O,X,O,O
ZSITZJOL,O,O,O,O,X,O,X,O,O
ZSITZOLJ,O,O,X,O,X,O,X,O,O
ZSITZOJL,O,O,X,X,X,O,X,O,O
ZSITOLJZ,O,O,X,X,X,X,X,O,O
ZSITOLZJ,O,O,X,X,X,X,X,O,O
ZSITOJLZ,O,X,X,X,X,X,X,O,X
ZSITOJZL,O,O,X,X,X,X,X,X,O
ZSITOZLJ,O,O,X,X,X,X,X,O,O
ZSITOZJL,O,O,X,X,X,X,X,O,O
ZSILTJZO,X,O,O,O,X,X,X,O,O
ZSILTJOZ,X,X,O,O,X,X,X,O,O
ZSILTZJO,X,O,O,O,X,X,X,O,O
ZSILTZOJ,X,O,X,O,O,O,X,O,O
ZSILTOJZ,X,X,X,X,O,X,X,O,O
ZSILTOZJ,X,O,X,X,O,X,X,O,O
ZSILJTZO,X,O,O,O,X,X,X,O,O
ZSILJTOZ,X,X,O,O,X,X,X,O,O
ZSILJZTO,X,O,O,O,X,X,X,O,O
ZSILJZOT,X,X,O,O,X,X,X,O,O
ZSILJOTZ,X,X,O,O,X,X,X,O,O
ZSILJOZT,X,X,O,O,X,X,X,O,O
ZSILZTJO,X,O,O,X,X,X,X,O,O
ZSILZTOJ,X,O,X,X,O,O,X,O,O
ZSILZJTO,X,O,O,X,X,X,X,O,O
ZSILZJOT,X,X,O,X,X,X,X,O,O
ZSILZOTJ,X,O,X,X,O,X,X,O,O
ZSILZOJT,X,X,X,X,O,X,X,O,O
ZSILOTJZ,X,X,X,O,O,X,X,O,O
ZSILOTZJ,X,O,X,O,O,X,X,O,O
ZSILOJTZ,X,X,X,O,O,X,X,X,O
ZSILOJZT,X,X,X,O,O,X,X,X,O
ZSILOZTJ,X,O,X,X,O,X,X,O,O
ZSILOZJT,X,X,X,X,O,X,X,O,O
ZSIJTLZO,O,X,O,O,X,O,X,O,O
ZSIJTLOZ,X,X,O,O,X,X,X,O,O
ZSIJTZLO,O,O,O,O,X,O,X,O,O
ZSIJTZOL,O,O,O,O,X,O,X,O,O
ZSIJTOLZ,X,X,O,O,X,X,X,O,X
ZSIJTOZL,O,X,O,O,X,X,X,O,O
ZSIJLTZO,X,X,O,O,X,O,X,O,O
ZSIJLTOZ,X,X,O,O,X,X,X,O,O
ZSIJLZTO,X,X,O,O,X,O,X,O,O
ZSIJLZOT,X,X,O,O,X,X,X,O,O
ZSIJLOTZ,X,X,O,O,X,X,X,O,O
ZSIJLOZT,X,X,O,O,X,X,X,O,O
ZSIJZTLO,O,O,O,O,X,O,X,O,O
ZSIJZTOL,O,O,O,O,X,O,X,O,O
ZSIJZLTO,O,X,O,O,X,O,X,O,O
ZSIJZLOT,X,X,O,O,X,X,X,O,O
ZSIJZOTL,X,X,O,O,X,O,X,O,O
ZSIJZOLT,X,X,O,O,X,X,X,O,O
ZSIJOTLZ,X,X,O,O,X,X,X,O,X
ZSIJOTZL,X,X,O,O,X,X,X,O,O
ZSIJOLTZ,X,X,O,O,X,X,X,O,X
ZSIJOLZT,X,X,O,O,X,X,X,O,X
ZSIJOZTL,X,X,O,O,X,X,X,O,O
ZSIJOZLT,X,X,O,O,X,X,X,O,X
ZSIZTLJO,O,O,O,X,X,X,X,O,O
ZSIZTLOJ,O,O,X,X,O,O,X,O,O
ZSIZTJLO,O,O,O,X,X,O,X,O,O
ZSIZTJOL,O,O,O,X,X,O,X,O,O
ZSIZTOLJ,O,O,X,X,X,O,X,O,O
ZSIZTOJL,O,O,X,X,X,O,X,O,O
ZSIZLTJO,O,O,O,X,X,X,X,O,O
ZSIZLTOJ,O,O,X,X,O,O,X,O,O
ZSIZLJTO,O,O,O,X,X,X,X,O,O
ZSIZLJOT,X,X,O,X,X,X,X,O,O
ZSIZLOTJ,O,O,X,X,O,X,X,O,O
ZSIZLOJT,O,X,X,X,O,X,X,O,O
ZSIZJTLO,O,O,O,X,X,O,X,O,O
ZSIZJTOL,O,O,O,X,X,O,X,O,O
ZSIZJLTO,O,X,O,X,X,O,X,O,O
ZSIZJLOT,X,X,O,X,X,X,X,O,O
ZSIZJOTL,X,X,O,X,X,O,X,O,O
ZSIZJOLT,X,X,O,X,X,X,X,O,O
ZSIZOTLJ,O,O,X,X,X,O,X,O,O
ZSIZOTJL,O,O,X,X,X,O,X,O,O
ZSIZOLTJ,O,O,X,X,O,X,X,O,O
ZSIZOLJT,O,O,X,X,O,X,X,O,O
ZSIZOJTL,O,O,X,X,X,O,X,O,O
ZSIZOJLT,O,X,X,X,X,X,X,O,O
ZSIOTLJZ,O,O,X,O,X,X,X,O,O
ZSIOTLZJ,O,O,X,O,X,X,X,O,O
ZSIOTJLZ,O,X,X,O,X,X,X,O,X
ZSIOTJZL,O,O,X,O,X,X,X,X,O
ZSIOTZLJ,O,O,X,O,X,X,X,O,O
ZSIOTZJL,O,O,X,O,X,X,X,O,O
ZSIOLTJZ,X,O,X,O,O,X,X,O,O
ZSIOLTZJ,X,O,X,O,O,X,X,O,O
ZSIOLJTZ,X,O,X,O,O,X,X,X,X
ZSIOLJZT,X,O,X,O,O,X,X,X,X
ZSIOLZTJ,X,O,X,X,O,X,X,O,O
ZSIOLZJT,X,O,X,X,O,X,X,O,O
ZSIOJTLZ,O,X,X,O,X,X,X,X,X
ZSIOJTZL,O,O,X,O,X,X,X,X,O
ZSIOJLTZ,X,X,X,O,X,X,X,X,X
ZSIOJLZT,X,X,X,O,X,X,X,X,X
ZSIOJZTL,O,O,X,O,X,X,X,X,O
ZSIOJZLT,O,X,X,O,X,X,X,X,X
ZSIOZTLJ,O,O,X,X,X,X,X,O,O
ZSIOZTJL,O,O,X,X,X,X,X,O,O
ZSIOZLTJ,O,O,X,X,O,X,X,O,O
ZSIOZLJT,O,O,X,X,O,X,X,O,O
ZSIOZJTL,O,O,X,X,X,X,X,O,O
ZSIOZJLT,O,X,X,X,X,X,X,O,O
ZSLTIJZO,X,O,O,O,X,X,X,O,O
ZSLTIJOZ,X,X,O,O,X,X,O,O,O
ZSLTIZJO,X,O,O,O,X,X,X,O,O
ZSLTIZOJ,X,O,X,O,O,O,X,O,O
ZSLTIOJZ,X,X,X,X,O,X,X,O,O
ZSLTIOZJ,X,O,X,O,O,X,X,O,O
ZSLTJIZO,X,O,O,O,X,O,X,O,O
ZSLTJIOZ,X,X,O,O,X,X,O,O,O
ZSLTJZIO,X,O,O,O,X,O,X,O,O
ZSLTJZOI,X,O,O,O,O,O,O,O,O
ZSLTJOIZ,X,X,O,O,O,X,O,O,O
ZSLTJOZI,X,X,O,O,O,O,O,O,O
ZSLTZIJO,X,O,O,O,X,X,X,O,O
ZSLTZIOJ,X,O,X,O,O,O,X,O,O
ZSLTZJIO,X,O,O,O,X,O,X,O,O
ZSLTZJOI,X,O,O,O,O,O,O,O,O
ZSLTZOIJ,X,O,X,O,O,O,X,O,O
ZSLTZOJI,X,O,O,O,O,O,X,O,O
ZSLTOIJZ,X,O,X,O,O,X,X,O,O
ZSLTOIZJ,X,O,X,O,O,X,X,O,O
ZSLTOJIZ,X,O,O,O,O,X,O,O,O
ZSLTOJZI,X,O,O,O,O,O,O,O,O
ZSLTOZIJ,X,O,X,O,O,O,X,O,O
ZSLTOZJI,X,O,O,O,O,O,X,O,O
ZSLITJZO,X,O,O,O,X,X,X,O,O
ZSLITJOZ,X,X,O,O,X,X,X,O,O
ZSLITZJO,X,O,O,O,X,X,X,O,O
ZSLITZOJ,X,O,X,O,O,O,X,O,O
ZSLITOJZ,X,X,X,X,O,X,X,O,O
ZSLITOZJ,X,O,X,X,O,X,X,O,O
ZSLIJTZO,X,O,O,O,X,X,X,O,O
ZSLIJTOZ,X,X,O,O,X,X,X,O,O
ZSLIJZTO,X,O,O,O,X,X,X,O,O
ZSLIJZOT,X,X,O,O,X,X,X,O,O
ZSLIJOTZ,X,X,O,O,X,X,X,O,O
ZSLIJOZT,X,X,O,O,X,X,X,O,O
ZSLIZTJO,X,O,O,X,X,X,X,O,O
ZSLIZTOJ,X,O,X,X,O,O,X,O,O
ZSLIZJTO,X,O,O,X,X,X,X,O,O
ZSLIZJOT,X,X,O,X,X,X,X,O,O
ZSLIZOTJ,X,O,X,X,O,X,X,O,O
ZSLIZOJT,X,X,X,X,O,X,X,O,O
ZSLIOTJZ,X,X,X,O,O,X,X,O,O
ZSLIOTZJ,X,O,X,O,O,X,X,O,O
ZSLIOJTZ,X,X,X,O,O,X,X,X,O
ZSLIOJZT,X,X,X,O,O,X,X,X,O
ZSLIOZTJ,X,O,X,X,O,X,X,O,O
ZSLIOZJT,X,X,X,X,O,X,X,O,O
ZSLJTIZO,X,O,O,O,X,O,X,O,O
ZSLJTIOZ,X,X,O,O,X,X,O,O,O
ZSLJTZIO,X,O,O,O,X,O,X,O,O
ZSLJTZOI,X,O,O,O,O,O,O,O,O
ZSLJTOIZ,X,X,O,O,O,X,O,O,O
ZSLJTOZI,X,X,O,O,O,O,O,O,O
ZSLJITZO,X,O,O,O,X,O,X,O,O
ZSLJITOZ,X,X,O,O,X,X,O,O,O
ZSLJIZTO,X,O,O,O,X,O,X,O,O
ZSLJIZOT,X,X,O,O,X,X,X,O,O
ZSLJIOTZ,X,X,O,O,X,X,X,O,O
ZSLJIOZT,X,X,O,O,X,X,X,O,O
ZSLJZTIO,X,O,O,O,X,O,X,O,O
ZSLJZTOI,X,O,O,O,O,O,O,O,O
ZSLJZITO,X,O,O,O,X,O,X,O,O
ZSLJZIOT,X,X,O,O,X,X,X,O,O
ZSLJZOTI,X,X,O,O,O,X,X,O,O
ZSLJZOIT,X,X,O,O,O,X,X,O,O
ZSLJOTIZ,X,X,O,O,O,X,O,O,O
ZSLJOTZI,X,X,O,O,O,X,O,O,O
ZSLJOITZ,X,X,O,O,O,X,X,O,O
ZSLJOIZT,X,X,O,O,O,X,X,O,O
ZSLJOZTI,X,X,O,O,O,X,X,O,O
ZSLJOZIT,X,X,O,O,O,X,X,O,O
ZSLZTIJO,X,O,O,O,X,X,X,O,O
ZSLZTIOJ,X,O,X,O,O,O,X,O,O
ZSLZTJIO,X,O,O,O,X,O,X,O,O
ZSLZTJOI,X,O,O,O,O,O,X,O,O
ZSLZTOIJ,X,O,X,O,O,O,X,O,O
ZSLZTOJI,X,O,O,O,O,O,X,O,O
ZSLZITJO,X,O,O,X,X,X,X,O,O
ZSLZITOJ,X,O,X,X,O,O,X,O,O
ZSLZIJTO,X,O,O,X,X,X,X,O,O
ZSLZIJOT,X,X,O,X,X,X,X,O,O
ZSLZIOTJ,X,O,X,X,O,X,X,O,O
ZSLZIOJT,X,X,X,X,O,X,X,O,O
ZSLZJTIO,X,O,O,O,X,O,X,O,O
ZSLZJTOI,X,O,O,O,O,O,X,O,O
ZSLZJITO,X,O,O,O,X,O,X,O,O
ZSLZJIOT,X,X,O,O,X,X,X,O,O
ZSLZJOTI,X,X,O,O,O,X,X,O,O
ZSLZJOIT,X,X,O,O,O,X,X,O,O
ZSLZOTIJ,X,O,X,O,O,X,X,O,O
ZSLZOTJI,X,O,O,O,O,X,X,O,O
ZSLZOITJ,X,O,X,X,O,X,X,O,O
ZSLZOIJT,X,O,X,X,O,X,X,O,O
ZSLZOJTI,X,O,O,O,O,X,X,O,O
ZSLZOJIT,X,O,O,O,O,X,X,O,O
ZSLOTIJZ,X,O,X,O,O,X,X,O,O
ZSLOTIZJ,X,O,X,O,O,X,X,O,O
ZSLOTJIZ,X,O,O,O,O,X,X,O,O
ZSLOTJZI,X,O,O,O,O,X,X,O,O
ZSLOTZIJ,X,O,X,O,O,X,X,O,O
ZSLOTZJI,X,O,O,O,O,X,X,O,O
ZSLOITJZ,X,O,X,O,O,X,X,O,O
ZSLOITZJ,X,O,X,O,O,X,X,O,O
ZSLOIJTZ,X,O,X,O,O,X,X,X,O
ZSLOIJZT,X,O,X,O,O,X,X,X,O
ZSLOIZTJ,X,O,X,X,O,X,X,O,O
ZSLOIZJT,X,O,X,X,O,X,X,O,O
ZSLOJTIZ,X,O,O,O,O,X,X,O,O
ZSLOJTZI,X,O,O,O,O,X,X,O,O
ZSLOJITZ,X,O,O,O,O,X,X,O,O
ZSLOJIZT,X,O,O,O,O,X,X,O,O
ZSLOJZTI,X,O,O,O,O,X,X,O,O
ZSLOJZIT,X,O,O,O,O,X,X,O,O
ZSLOZTIJ,X,O,X,O,O,X,X,O,O
ZSLOZTJI,X,O,O,O,O,X,X,O,O
ZSLOZITJ,X,O,X,X,O,X,X,O,O
ZSLOZIJT,X,O,X,X,O,X,X,O,O
ZSLOZJTI,X,O,O,O,O,X,X,O,O
ZSLOZJIT,X,O,O,O,O,X,X,O,O
ZSJTILZO,O,X,O,O,X,O,X,O,O
ZSJTILOZ,X,X,O,O,X,X,O,O,O
ZSJTIZLO,O,O,O,O,X,O,X,O,O
ZSJTIZOL,O,O,O,O,X,O,X,O,O
ZSJTIOLZ,X,X,O,O,X,X,X,O,X
ZSJTIOZL,O,X,O,O,X,X,X,O,O
ZSJTLIZO,O,O,O,O,X,O,X,O,O
ZSJTLIOZ,X,X,O,O,X,X,O,O,O
ZSJTLZIO,O,O,O,O,X,O,X,O,O
ZSJTLZOI,O,O,O,O,O,O,O,O,O
ZSJTLOIZ,X,X,O,O,O,X,O,O,O
ZSJTLOZI,X,X,O,O,O,O,O,O,O
ZSJTZILO,O,O,O,O,X,O,X,O,O
ZSJTZIOL,O,O,O,O,X,O,X,O,O
ZSJTZLIO,O,O,O,O,X,O,X,O,O
ZSJTZLOI,O,O,O,O,O,O,O,O,O
ZSJTZOIL,O,O,O,O,X,O,X,O,O
ZSJTZOLI,O,O,O,O,X,O,X,O,O
ZSJTOILZ,X,X,O,O,X,X,X,O,X
ZSJTOIZL,O,O,O,O,X,X,X,O,O
ZSJTOLIZ,X,O,O,O,X,X,O,O,O
ZSJTOLZI,X,O,O,O,X,O,O,O,O
ZSJTOZIL,O,O,O,O,X,O,X,O,O
ZSJTOZLI,O,O,O,O,X,O,X,O,O
ZSJITLZO,O,X,O,O,X,O,X,O,O
ZSJITLOZ,X,X,O,O,X,X,O,O,O
ZSJITZLO,O,O,O,O,X,O,X,O,O
ZSJITZOL,O,O,O,O,X,O,X,O,O
ZSJITOLZ,X,X,O,O,X,X,X,O,X
ZSJITOZL,O,X,O,O,X,X,X,O,O
ZSJILTZO,X,X,O,O,X,O,X,O,O
ZSJILTOZ,X,X,O,O,X,X,O,O,O
ZSJILZTO,X,X,O,O,X,O,X,O,O
ZSJILZOT,X,X,O,O,X,X,X,O,O
ZSJILOTZ,X,X,O,O,X,X,X,O,O
ZSJILOZT,X,X,O,O,X,X,X,O,O
ZSJIZTLO,O,O,O,O,X,O,X,O,O
ZSJIZTOL,O,O,O,O,X,O,X,O,O
ZSJIZLTO,O,X,O,O,X,O,X,O,O
ZSJIZLOT,X,X,O,O,X,X,X,O,O
ZSJIZOTL,X,X,O,O,X,O,X,O,O
ZSJIZOLT,X,X,O,O,X,X,X,O,O
ZSJIOTLZ,X,X,O,O,X,X,X,O,X
ZSJIOTZL,X,X,O,O,X,X,X,O,O
ZSJIOLTZ,X,X,O,O,X,X,X,O,X
ZSJIOLZT,X,X,O,O,X,X,X,O,X
ZSJIOZTL,X,X,O,O,X,X,X,O,O
ZSJIOZLT,X,X,O,O,X,X,X,O,X
ZSJLTIZO,X,O,O,O,X,O,X,O,O
ZSJLTIOZ,X,X,O,O,X,X,O,O,O
ZSJLTZIO,X,O,O,O,X,O,X,O,O
ZSJLTZOI,X,O,O,O,O,O,O,O,O
ZSJLTOIZ,X,X,O,O,O,X,O,O,O
ZSJLTOZI,X,X,O,O,O,O,O,O,O
ZSJLITZO,X,O,O,O,X,O,X,O,O
ZSJLITOZ,X,X,O,O,X,X,O,O,O
ZSJLIZTO,X,O,O,O,X,O,X,O,O
ZSJLIZOT,X,X,O,O,X,X,X,O,O
ZSJLIOTZ,X,X,O,O,X,X,X,O,O
ZSJLIOZT,X,X,O,O,X,X,X,O,O
ZSJLZTIO,X,O,O,O,X,O,X,O,O
ZSJLZTOI,X,O,O,O,O,O,O,O,O
ZSJLZITO,X,O,O,O,X,O,X,O,O
ZSJLZIOT,X,X,O,O,X,X,X,O,O
ZSJLZOTI,X,X,O,O,O,X,X,O,O
ZSJLZOIT,X,X,O,O,O,X,X,O,O
ZSJLOTIZ,X,X,O,O,O,X,O,O,O
ZSJLOTZI,X,X,O,O,O,X,O,O,O
ZSJLOITZ,X,X,O,O,O,X,X,O,O
ZSJLOIZT,X,X,O,O,O,X,X,O,O
ZSJLOZTI,X,X,O,O,O,X,X,O,O
ZSJLOZIT,X,X,O,O,O,X,X,O,O
ZSJZTILO,O,O,O,O,X,O,X,O,O
ZSJZTIOL,O,O,O,O,X,O,X,O,O
ZSJZTLIO,O,O,O,O,X,O,X,O,O
ZSJZTLOI,O,O,O,O,O,O,O,O,O
ZSJZTOIL,O,O,O,O,X,O,X,O,O
ZSJZTOLI,O,O,O,O,X,O,X,O,O
ZSJZITLO,O,O,O,O,X,O,X,O,O
ZSJZITOL,O,O,O,O,X,O,X,O,O
ZSJZILTO,O,X,O,O,X,O,X,O,O
ZSJZILOT,X,X,O,O,X,X,X,O,O
ZSJZIOTL,X,X,O,O,X,O,X,O,O
ZSJZIOLT,X,X,O,O,X,X,X,O,O
ZSJZLTIO,O,O,O,O,X,O,X,O,O
ZSJZLTOI,O,O,O,O,O,O,O,O,O
ZSJZLITO,O,O,O,O,X,O,X,O,O
ZSJZLIOT,X,X,O,O,X,X,X,O,O
ZSJZLOTI,X,X,O,O,O,X,X,O,O
ZSJZLOIT,X,X,O,O,O,X,X,O,O
ZSJZOTIL,X,O,O,O,X,O,X,O,O
ZSJZOTLI,X,O,O,O,X,O,X,O,O
ZSJZOITL,X,O,O,O,X,O,X,O,O
ZSJZOILT,X,X,O,O,X,X,X,O,O
ZSJZOLTI,X,O,O,O,O,X,X,O,O
ZSJZOLIT,X,O,O,O,O,X,X,O,O
ZSJOTILZ,X,X,O,O,X,X,X,O,X
ZSJOTIZL,X,O,O,O,X,X,X,O,O
ZSJOTLIZ,X,O,O,O,X,X,O,O,O
ZSJOTLZI,X,O,O,O,X,O,O,O,O
ZSJOTZIL,X,O,O,O,X,O,X,O,O
ZSJOTZLI,X,O,O,O,X,O,X,O,O
ZSJOITLZ,X,X,O,O,X,X,X,O,X
ZSJOITZL,X,O,O,O,X,X,X,O,O
ZSJOILTZ,X,X,O,O,X,X,X,O,X
ZSJOILZT,X,X,O,O,X,X,X,O,X
ZSJOIZTL,X,O,O,O,X,X,X,O,O
ZSJOIZLT,X,X,O,O,X,X,X,O,X
ZSJOLTIZ,X,O,O,O,O,X,O,O,O
ZSJOLTZI,X,O,O,O,O,X,O,O,O
ZSJOLITZ,X,O,O,O,O,X,X,O,O
ZSJOLIZT,X,O,O,O,O,X,X,O,O
ZSJOLZTI,X,O,O,O,O,X,X,O,O
ZSJOLZIT,X,O,O,O,O,X,X,O,O
ZSJOZTIL,X,O,O,O,X,O,X,O,O
ZSJOZTLI,X,O,O,O,X,O,X,O,O
ZSJOZITL,X,O,O,O,X,O,X,O,O
ZSJOZILT,X,X,O,O,X,X,X,O,O
ZSJOZLTI,X,O,O,O,O,X,X,O,O
ZSJOZLIT,X,O,O,O,O,X,X,O,O
ZSZTILJO,O,O,O,O,X,X,X,O,O
ZSZTILOJ,O,O,X,O,O,O,X,O,O
ZSZTIJLO,O,O,O,O,X,O,X,O,O
ZSZTIJOL,O,O,O,O,X,O,X,O,O
ZSZTIOLJ,O,O,X,O,X,O,X,O,O
ZSZTIOJL,O,O,X,X,X,O,X,O,O
ZSZTLIJO,O,O,O,O,X,X,X,O,O
ZSZTLIOJ,O,O,X,O,O,O,X,O,O
ZSZTLJIO,O,O,O,O,X,O,X,O,O
ZSZTLJOI,O,O,O,O,O,O,X,O,O
ZSZTLOIJ,O,O,X,O,O,O,X,O,O
ZSZTLOJI,O,O,O,O,O,O,X,O,O
ZSZTJILO,O,O,O,O,X,O,X,O,O
ZSZTJIOL,O,O,O,O,X,O,X,O,O
ZSZTJLIO,O,O,O,O,X,O,X,O,O
ZSZTJLOI,O,O,O,O,O,O,X,O,O
