sequence,v115@vhGfDJ5jBcpBeqBzqBCsBVyB,v115@vhGZEJXiBzkBUmBSvBVxBGtB,v115@vhG0AJ5oB3mBznBipB1vB2xB,v115@vhGZEJukB/oBcrBTnBVvByxB,v115@vhGcEJaoB5oBTlB/rBWvB1xB,v115@vhG5DJ6mBcpBTnBXqB2wBVyB,v115@vhGZ/IOmBTlB/tB1uBSwB0sB
ZLITJOS,O,O,O,O,X,X,O
ZLITSJO,O,O,O,O,X,X,O
ZLITSOJ,O,O,X,O,X,X,O
ZLITOJS,O,O,X,O,X,X,O
ZLITOSJ,O,O,X,O,X,X,O
ZLIJTSO,O,O,O,O,O,O,O
ZLIJTOS,O,O,O,O,O,O,O
ZLIJSTO,O,O,O,O,O,O,O
ZLIJSOT,O,O,O,O,O,O,O
ZLIJOTS,O,O,O,O,O,O,O
ZLIJOST,O,O,O,O,O,O,O
ZLISTJO,O,O,O,O,X,X,O
ZLISTOJ,O,O,X,O,X,X,O
ZLISJTO,O,O,O,O,O,O,O
ZLISJOT,O,O,O,O,O,O,O
ZLISOTJ,O,O,X,O,X,X,O
ZLISOJT,O,O,O,O,X,O,O
ZLIOTJS,O,O,X,O,X,X,O
ZLIOTSJ,O,O,X,O,X,X,O
ZLIOJTS,O,O,O,O,X,O,O
ZLIOJST,O,O,O,O,X,O,O
ZLIOSTJ,O,O,X,O,X,X,O
ZLIOSJT,O,O,O,O,X,O,O
ZLJTISO,O,O,O,O,O,O,O
ZLJTIOS,O,O,O,O,O,O,O
ZLJTSIO,O,O,O,O,O,O,O
ZLJTSOI,O,O,O,O,O,O,O
ZLJTOIS,O,O,O,O,O,O,O
ZLJTOSI,O,O,O,O,O,O,O
ZLJITSO,O,O,O,O,O,O,O
ZLJITOS,O,O,O,O,O,O,O
ZLJISTO,O,O,O,O,O,O,O
ZLJISOT,O,O,O,O,O,O,O
ZLJIOTS,O,O,O,O,O,O,O
ZLJIOST,O,O,O,O,O,O,O
ZLJSTIO,O,O,O,O,O,O,O
ZLJSTOI,O,O,O,O,O,O,O
ZLJSITO,O,O,O,O,O,O,O
ZLJSIOT,O,O,O,O,O,O,O
ZLJSOTI,O,O,O,O,O,O,O
ZLJSOIT,O,O,O,O,O,O,O
ZLJOTIS,O,O,O,O,O,O,O
ZLJOTSI,O,O,O,O,O,O,O
ZLJOITS,O,O,O,O,O,O,O
ZLJOIST,O,O,O,O,O,O,O
ZLJOSTI,O,O,O,O,O,O,O
ZLJOSIT,O,O,O,O,O,O,O
ZLSTIJO,O,O,O,O,X,X,O
ZLSTIOJ,O,O,X,O,X,X,O
ZLSTJIO,O,O,O,O,X,X,O
ZLSTJOI,O,O,O,O,X,X,O
ZLSTOIJ,O,O,X,O,X,X,O
ZLSTOJI,O,O,X,O,X,X,O
ZLSITJO,O,O,O,O,X,X,O
ZLSITOJ,O,O,X,O,X,X,O
ZLSIJTO,O,O,O,O,O,O,O
ZLSIJOT,O,O,O,O,O,O,O
ZLSIOTJ,O,O,X,O,X,X,O
ZLSIOJT,O,O,O,O,X,O,O
ZLSJTIO,O,O,O,O,O,O,O
ZLSJTOI,O,O,O,O,O,O,O
ZLSJITO,O,O,O,O,O,O,O
ZLSJIOT,O,O,O,O,O,O,O
ZLSJOTI,O,O,O,O,O,O,O
ZLSJOIT,O,O,O,O,O,O,O
ZLSOTIJ,O,O,X,O,X,X,O
ZLSOTJI,O,O,X,O,X,X,O
ZLSOITJ,O,O,X,O,X,X,O
ZLSOIJT,O,O,O,O,X,O,O
ZLSOJTI,O,O,O,O,X,O,O
ZLSOJIT,O,O,O,O,X,O,O
ZLOTIJS,O,O,X,O,X,X,O
ZLOTISJ,O,O,X,O,X,X,O
ZLOTJIS,O,O,X,O,X,X,O
ZLOTJSI,O,O,X,O,X,X,O
ZLOTSIJ,O,O,X,O,X,X,O
ZLOTSJI,O,O,X,O,X,X,O
ZLOITJS,O,O,X,O,X,X,O
ZLOITSJ,O,O,X,O,X,X,O
ZLOIJTS,O,O,O,O,X,O,O
ZLOIJST,O,O,O,O,X,O,O
ZLOISTJ,O,O,X,O,X,X,O
ZLOISJT,O,O,O,O,X,O,O
ZLOJTIS,O,O,O,O,X,O,O
ZLOJTSI,O,O,O,O,X,O,O
ZLOJITS,O,O,O,O,X,O,O
ZLOJIST,O,O,O,O,X,O,O
ZLOJSTI,O,O,O,O,X,O,O
ZLOJSIT,O,O,O,O,X,O,O
ZLOSTIJ,O,O,X,O,X,X,O
ZLOSTJI,O,O,X,O,X,X,O
ZLOSITJ,O,O,X,O,X,X,O
ZLOSIJT,O,O,O,O,X,O,O
ZLOSJTI,O,O,O,O,X,O,O
ZLOSJIT,O,O,O,O,X,O,O
ZJTILSO,O,O,O,O,O,O,X
ZJTILOS,O,O,O,O,O,O,X
ZJTISLO,O,O,O,X,O,O,X
ZJTISOL,O,X,O,X,O,O,X
ZJTIOLS,O,X,O,X,O,O,X
ZJTIOSL,O,X,O,X,O,O,X
ZJTLISO,O,O,O,O,O,O,X
ZJTLIOS,O,O,O,O,O,O,X
ZJTLSIO,O,O,O,O,O,O,X
ZJTLSOI,O,O,O,O,O,O,X
ZJTLOIS,O,O,O,O,O,O,X
ZJTLOSI,O,O,O,O,O,O,X
ZJTSILO,O,O,O,X,O,O,X
ZJTSIOL,O,X,O,X,O,O,X
ZJTSLIO,O,O,O,X,O,O,X
ZJTSLOI,O,O,O,X,O,O,X
ZJTSOIL,O,X,O,X,O,O,X
ZJTSOLI,O,X,O,X,O,O,X
ZJTOILS,O,X,O,X,O,O,X
ZJTOISL,O,X,O,X,O,O,X
ZJTOLIS,O,X,O,X,O,O,X
ZJTOLSI,O,X,O,X,O,O,X
ZJTOSIL,O,X,O,X,O,O,X
ZJTOSLI,O,X,O,X,O,O,X
ZJITLSO,O,O,O,O,O,O,X
ZJITLOS,O,O,O,O,O,O,X
ZJITSLO,O,O,O,X,O,O,X
ZJITSOL,O,X,O,X,O,O,X
ZJITOLS,O,X,O,X,O,O,X
ZJITOSL,O,X,O,X,O,O,X
ZJILTSO,O,O,O,O,O,O,O
ZJILTOS,O,O,O,O,O,O,O
ZJILSTO,O,O,O,O,O,O,O
ZJILSOT,O,O,O,O,O,O,O
ZJILOTS,O,O,O,O,O,O,O
ZJILOST,O,O,O,O,O,O,O
ZJISTLO,O,O,O,X,O,O,X
ZJISTOL,O,X,O,X,O,O,X
ZJISLTO,O,O,O,O,O,O,O
ZJISLOT,O,O,O,O,O,O,O
ZJISOTL,O,X,O,X,O,O,X
ZJISOLT,O,O,O,X,O,O,O
ZJIOTLS,O,X,O,X,O,O,X
ZJIOTSL,O,X,O,X,O,O,X
ZJIOLTS,O,O,O,O,O,O,O
ZJIOLST,O,O,O,O,O,O,O
ZJIOSTL,O,X,O,X,O,O,X
ZJIOSLT,O,O,O,X,O,O,O
ZJLTISO,O,O,O,O,O,O,O
ZJLTIOS,O,O,O,O,O,O,O
ZJLTSIO,O,O,O,O,O,O,O
ZJLTSOI,O,O,O,O,O,O,O
ZJLTOIS,O,O,O,O,O,O,O
ZJLTOSI,O,O,O,O,O,O,O
ZJLITSO,O,O,O,O,O,O,O
ZJLITOS,O,O,O,O,O,O,O
ZJLISTO,O,O,O,O,O,O,O
ZJLISOT,O,O,O,O,O,O,O
ZJLIOTS,O,O,O,O,O,O,O
ZJLIOST,O,O,O,O,O,O,O
ZJLSTIO,O,O,O,O,O,O,O
ZJLSTOI,O,O,O,O,O,O,O
ZJLSITO,O,O,O,O,O,O,O
ZJLSIOT,O,O,O,O,O,O,O
ZJLSOTI,O,O,O,O,O,O,O
ZJLSOIT,O,O,O,O,O,O,O
ZJLOTIS,O,O,O,O,O,O,O
ZJLOTSI,O,O,O,O,O,O,O
ZJLOITS,O,O,O,O,O,O,O
ZJLOIST,O,O,O,O,O,O,O
ZJLOSTI,O,O,O,O,O,O,O
ZJLOSIT,O,O,O,O,O,O,O
ZJSTILO,O,O,O,X,O,O,X
ZJSTIOL,O,X,O,X,O,O,X
ZJSTLIO,O,O,O,X,O,O,X
ZJSTLOI,O,O,O,X,O,O,X
ZJSTOIL,O,X,O,X,O,O,X
ZJSTOLI,O,X,O,X,O,O,X
ZJSITLO,O,O,O,X,O,O,X
ZJSITOL,O,X,O,X,O,O,X
ZJSILTO,O,O,O,O,O,O,O
ZJSILOT,O,O,O,O,O,O,O
ZJSIOTL,O,X,O,X,O,O,X
ZJSIOLT,O,O,O,X,O,O,O
ZJSLTIO,O,O,O,O,O,O,O
ZJSLTOI,O,O,O,O,O,O,O
ZJSLITO,O,O,O,O,O,O,O
ZJSLIOT,O,O,O,O,O,O,O
ZJSLOTI,O,O,O,O,O,O,O
ZJSLOIT,O,O,O,O,O,O,O
ZJSOTIL,O,X,O,X,O,O,X
ZJSOTLI,O,X,O,X,O,O,X
ZJSOITL,O,X,O,X,O,O,X
ZJSOILT,O,O,O,X,O,O,O
ZJSOLTI,O,O,O,X,O,O,O
ZJSOLIT,O,O,O,X,O,O,O
ZJOTILS,O,X,O,X,O,O,X
ZJOTISL,O,X,O,X,O,O,X
ZJOTLIS,O,X,O,X,O,O,X
ZJOTLSI,O,X,O,X,O,O,X
ZJOTSIL,O,X,O,X,O,O,X
ZJOTSLI,O,X,O,X,O,O,X
ZJOITLS,O,X,O,X,O,O,X
ZJOITSL,O,X,O,X,O,O,X
ZJOILTS,O,O,O,O,O,O,O
ZJOILST,O,O,O,O,O,O,O
ZJOISTL,O,X,O,X,O,O,X
ZJOISLT,O,O,O,X,O,O,O
ZJOLTIS,O,O,O,O,O,O,O
ZJOLTSI,O,O,O,O,O,O,O
ZJOLITS,O,O,O,O,O,O,O
ZJOLIST,O,O,O,O,O,O,O
ZJOLSTI,O,O,O,O,O,O,O
ZJOLSIT,O,O,O,O,O,O,O
ZJOSTIL,O,X,O,X,O,O,X
ZJOSTLI,O,X,O,X,O,O,X
ZJOSITL,O,X,O,X,O,O,X
ZJOSILT,O,O,O,X,O,O,O
ZJOSLTI,O,O,O,X,O,O,O
ZJOSLIT,O,O,O,X,O,O,O
ZSTILJO,O,O,O,X,X,X,O
ZSTILOJ,O,O,X,X,X,X,O
ZSTIJLO,O,O,O,X,X,O,X
ZSTIJOL,O,X,O,X,X,O,X
ZSTIOLJ,O,X,X,X,X,X,O
ZSTIOJL,O,X,X,X,X,O,X
ZSTLIJO,O,O,O,X,X,X,O
ZSTLIOJ,O,O,X,X,X,X,O
ZSTLJIO,O,O,O,X,X,X,O
ZSTLJOI,O,O,O,X,X,X,O
ZSTLOIJ,O,O,X,X,X,X,O
ZSTLOJI,O,O,X,X,X,X,O
ZSTJILO,O,O,O,X,X,O,X
ZSTJIOL,O,X,O,X,X,O,X
ZSTJLIO,O,O,O,X,X,O,X
ZSTJLOI,O,O,O,X,X,O,X
ZSTJOIL,O,X,O,X,X,O,X
ZSTJOLI,O,X,O,X,X,O,X
ZSTOILJ,O,X,X,X,X,X,O
ZSTOIJL,O,X,X,X,X,O,X
ZSTOLIJ,O,X,X,X,X,X,O
ZSTOLJI,O,X,X,X,X,X,O
ZSTOJIL,O,X,X,X,X,O,X
ZSTOJLI,O,X,X,X,X,O,X
ZSITLJO,O,O,O,X,X,X,O
ZSITLOJ,O,O,X,X,X,X,O
ZSITJLO,O,O,O,X,X,O,X
ZSITJOL,O,X,O,X,X,O,X
ZSITOLJ,O,X,X,X,X,X,O
ZSITOJL,O,X,X,X,X,O,X
ZSILTJO,O,O,O,O,X,X,O
ZSILTOJ,O,O,X,O,X,X,O
ZSILJTO,O,O,O,O,O,O,O
ZSILJOT,O,O,O,O,O,O,O
ZSILOTJ,O,O,X,O,X,X,O
ZSILOJT,O,O,O,O,X,O,O
ZSIJTLO,O,O,O,X,O,O,X
ZSIJTOL,O,X,O,X,O,O,X
ZSIJLTO,O,O,O,O,O,O,O
ZSIJLOT,O,O,O,O,O,O,O
ZSIJOTL,O,X,O,X,O,O,X
ZSIJOLT,O,O,O,X,O,O,O
ZSIOTLJ,O,X,X,X,X,X,O
ZSIOTJL,O,X,X,X,X,O,X
ZSIOLTJ,O,O,X,X,X,X,O
ZSIOLJT,O,O,O,X,X,O,O
ZSIOJTL,O,X,O,X,X,O,X
ZSIOJLT,O,O,O,X,X,O,O
ZSLTIJO,O,O,O,O,X,X,O
ZSLTIOJ,O,O,X,O,X,X,O
ZSLTJIO,O,O,O,O,X,X,O
ZSLTJOI,O,O,O,O,X,X,O
ZSLTOIJ,O,O,X,O,X,X,O
ZSLTOJI,O,O,X,O,X,X,O
ZSLITJO,O,O,O,O,X,X,O
ZSLITOJ,O,O,X,O,X,X,O
ZSLIJTO,O,O,O,O,O,O,O
ZSLIJOT,O,O,O,O,O,O,O
ZSLIOTJ,O,O,X,O,X,X,O
ZSLIOJT,O,O,O,O,X,O,O
ZSLJTIO,O,O,O,O,O,O,O
ZSLJTOI,O,O,O,O,O,O,O
ZSLJITO,O,O,O,O,O,O,O
ZSLJIOT,O,O,O,O,O,O,O
ZSLJOTI,O,O,O,O,O,O,O
ZSLJOIT,O,O,O,O,O,O,O
ZSLOTIJ,O,O,X,O,X,X,O
ZSLOTJI,O,O,X,O,X,X,O
ZSLOITJ,O,O,X,O,X,X,O
ZSLOIJT,O,O,O,O,X,O,O
ZSLOJTI,O,O,O,O,X,O,O
ZSLOJIT,O,O,O,O,X,O,O
ZSJTILO,O,O,O,X,O,O,X
ZSJTIOL,O,X,O,X,O,O,X
ZSJTLIO,O,O,O,X,O,O,X
ZSJTLOI,O,O,O,X,O,O,X
ZSJTOIL,O,X,O,X,O,O,X
ZSJTOLI,O,X,O,X,O,O,X
ZSJITLO,O,O,O,X,O,O,X
ZSJITOL,O,X,O,X,O,O,X
ZSJILTO,O,O,O,O,O,O,O
ZSJILOT,O,O,O,O,O,O,O
ZSJIOTL,O,X,O,X,O,O,X
ZSJIOLT,O,O,O,X,O,O,O
ZSJLTIO,O,O,O,O,O,O,O
ZSJLTOI,O,O,O,O,O,O,O
ZSJLITO,O,O,O,O,O,O,O
ZSJLIOT,O,O,O,O,O,O,O
ZSJLOTI,O,O,O,O,O,O,O
ZSJLOIT,O,O,O,O,O,O,O
ZSJOTIL,O,X,O,X,O,O,X
ZSJOTLI,O,X,O,X,O,O,X
ZSJOITL,O,X,O,X,O,O,X
ZSJOILT,O,O,O,X,O,O,O
ZSJOLTI,O,O,O,X,O,O,O
ZSJOLIT,O,O,O,X,O,O,O
ZSOTILJ,O,X,X,X,X,X,O
ZSOTIJL,O,X,X,X,X,O,X
ZSOTLIJ,O,X,X,X,X,X,O
ZSOTLJI,O,X,X,X,X,X,O
ZSOTJIL,O,X,X,X,X,O,X
ZSOTJLI,O,X,X,X,X,O,X
ZSOITLJ,O,X,X,X,X,X,O
ZSOITJL,O,X,X,X,X,O,X
ZSOILTJ,O,O,X,X,X,X,O
ZSOILJT,O,O,O,X,X,O,O
ZSOIJTL,O,X,O,X,X,O,X
ZSOIJLT,O,O,O,X,X,O,O
ZSOLTIJ,O,O,X,X,X,X,O
ZSOLTJI,O,O,X,X,X,X,O
ZSOLITJ,O,O,X,X,X,X,O
ZSOLIJT,O,O,O,X,X,O,O
ZSOLJTI,O,O,O,X,X,O,O
ZSOLJIT,O,O,O,X,X,O,O
ZSOJTIL,O,X,O,X,X,O,X
ZSOJTLI,O,X,O,X,X,O,X
ZSOJITL,O,X,O,X,X,O,X
ZSOJILT,O,O,O,X,X,O,O
ZSOJLTI,O,O,O,X,X,O,O
ZSOJLIT,O,O,O,X,X,O,O
ZOTILJS,O,X,X,X,X,X,O
ZOTILSJ,O,X,X,X,X,X,O
ZOTIJLS,O,X,X,X,X,O,X
ZOTIJSL,O,X,X,X,X,O,X
ZOTISLJ,O,X,X,X,X,X,O
ZOTISJL,O,X,X,X,X,O,X
ZOTLIJS,O,X,X,X,X,X,O
ZOTLISJ,O,X,X,X,X,X,O
ZOTLJIS,O,X,X,X,X,X,O
ZOTLJSI,O,X,X,X,X,X,O
ZOTLSIJ,O,X,X,X,X,X,O
ZOTLSJI,O,X,X,X,X,X,O
ZOTJILS,O,X,X,X,X,O,X
ZOTJISL,O,X,X,X,X,O,X
ZOTJLIS,O,X,X,X,X,O,X
ZOTJLSI,O,X,X,X,X,O,X
ZOTJSIL,O,X,X,X,X,O,X
ZOTJSLI,O,X,X,X,X,O,X
ZOTSILJ,O,X,X,X,X,X,O
ZOTSIJL,O,X,X,X,X,O,X
ZOTSLIJ,O,X,X,X,X,X,O
ZOTSLJI,O,X,X,X,X,X,O
ZOTSJIL,O,X,X,X,X,O,X
ZOTSJLI,O,X,X,X,X,O,X
ZOITLJS,O,X,X,X,X,X,O
ZOITLSJ,O,X,X,X,X,X,O
ZOITJLS,O,X,X,X,X,O,X
ZOITJSL,O,X,X,X,X,O,X
ZOITSLJ,O,X,X,X,X,X,O
ZOITSJL,O,X,X,X,X,O,X
ZOILTJS,O,O,X,O,X,X,O
ZOILTSJ,O,O,X,O,X,X,O
ZOILJTS,O,O,O,O,X,O,O
ZOILJST,O,O,O,O,X,O,O
ZOILSTJ,O,O,X,O,X,X,O
ZOILSJT,O,O,O,O,X,O,O
ZOIJTLS,O,X,O,X,X,O,X
ZOIJTSL,O,X,O,X,X,O,X
ZOIJLTS,O,O,O,O,X,O,O
ZOIJLST,O,O,O,O,X,O,O
ZOIJSTL,O,X,O,X,X,O,X
ZOIJSLT,O,O,O,X,X,O,O
ZOISTLJ,O,X,X,X,X,X,O
ZOISTJL,O,X,X,X,X,O,X
ZOISLTJ,O,O,X,X,X,X,O
ZOISLJT,O,O,O,X,X,O,O
ZOISJTL,O,X,O,X,X,O,X
ZOISJLT,O,O,O,X,X,O,O
ZOLTIJS,O,O,X,O,X,X,O
ZOLTISJ,O,O,X,O,X,X,O
ZOLTJIS,O,O,X,O,X,X,O
ZOLTJSI,O,O,X,O,X,X,O
ZOLTSIJ,O,O,X,O,X,X,O
ZOLTSJI,O,O,X,O,X,X,O
ZOLITJS,O,O,X,O,X,X,O
ZOLITSJ,O,O,X,O,X,X,O
ZOLIJTS,O,O,O,O,X,O,O
ZOLIJST,O,O,O,O,X,O,O
ZOLISTJ,O,O,X,O,X,X,O
ZOLISJT,O,O,O,O,X,O,O
ZOLJTIS,O,O,O,O,X,O,O
ZOLJTSI,O,O,O,O,X,O,O
ZOLJITS,O,O,O,O,X,O,O
ZOLJIST,O,O,O,O,X,O,O
ZOLJSTI,O,O,O,O,X,O,O
ZOLJSIT,O,O,O,O,X,O,O
ZOLSTIJ,O,O,X,O,X,X,O
ZOLSTJI,O,O,X,O,X,X,O
ZOLSITJ,O,O,X,O,X,X,O
ZOLSIJT,O,O,O,O,X,O,O
ZOLSJTI,O,O,O,O,X,O,O
ZOLSJIT,O,O,O,O,X,O,O
ZOJTILS,O,X,O,X,X,O,X
ZOJTISL,O,X,O,X,X,O,X
ZOJTLIS,O,X,O,X,X,O,X
ZOJTLSI,O,X,O,X,X,O,X
ZOJTSIL,O,X,O,X,X,O,X
ZOJTSLI,O,X,O,X,X,O,X
ZOJITLS,O,X,O,X,X,O,X
ZOJITSL,O,X,O,X,X,O,X
ZOJILTS,O,O,O,O,X,O,O
ZOJILST,O,O,O,O,X,O,O
ZOJISTL,O,X,O,X,X,O,X
ZOJISLT,O,O,O,X,X,O,O
ZOJLTIS,O,O,O,O,X,O,O
ZOJLTSI,O,O,O,O,X,O,O
ZOJLITS,O,O,O,O,X,O,O
ZOJLIST,O,O,O,O,X,O,O
ZOJLSTI,O,O,O,O,X,O,O
ZOJLSIT,O,O,O,O,X,O,O
ZOJSTIL,O,X,O,X,X,O,X
ZOJSTLI,O,X,O,X,X,O,X
ZOJSITL,O,X,O,X,X,O,X
ZOJSILT,O,O,O,X,X,O,O
ZOJSLTI,O,O,O,X,X,O,O
ZOJSLIT,O,O,O,X,X,O,O
ZOSTILJ,O,X,X,X,X,X,O
ZOSTIJL,O,X,X,X,X,O,X
ZOSTLIJ,O,X,X,X,X,X,O
ZOSTLJI,O,X,X,X,X,X,O
ZOSTJIL,O,X,X,X,X,O,X
ZOSTJLI,O,X,X,X,X,O,X
ZOSITLJ,O,X,X,X,X,X,O
ZOSITJL,O,X,X,X,X,O,X
ZOSILTJ,O,O,X,X,X,X,O
ZOSILJT,O,O,O,X,X,O,O
ZOSIJTL,O,X,O,X,X,O,X
ZOSIJLT,O,O,O,X,X,O,O
ZOSLTIJ,O,O,X,X,X,X,O
ZOSLTJI,O,O,X,X,X,X,O
ZOSLITJ,O,O,X,X,X,X,O
ZOSLIJT,O,O,O,X,X,O,O
ZOSLJTI,O,O,O,X,X,O,O
ZOSLJIT,O,O,O,X,X,O,O
ZOSJTIL,O,X,O,X,X,O,X
ZOSJTLI,O,X,O,X,X,O,X
ZOSJITL,O,X,O,X,X,O,X
ZOSJILT,O,O,O,X,X,O,O
ZOSJLTI,O,O,O,X,X,O,O
ZOSJLIT,O,O,O,X,X,O,O
OTILJSZ,O,X,X,X,X,X,O
OTILJZS,O,X,X,X,X,X,O
OTILSJZ,O,X,X,X,X,X,O
OTILSZJ,O,X,X,X,X,X,O
OTILZJS,O,X,X,X,X,X,O
OTILZSJ,O,X,X,X,X,X,O
OTIJLSZ,O,X,X,X,X,O,X
OTIJLZS,O,X,X,X,X,O,X
OTIJSLZ,O,X,X,X,X,O,X
OTIJSZL,O,X,X,X,X,O,X
OTIJZLS,O,X,X,X,X,O,X
OTIJZSL,O,X,X,X,X,O,X
OTISLJZ,O,X,X,X,X,X,O
OTISLZJ,O,X,X,X,X,X,O
OTISJLZ,O,X,X,X,X,O,X
OTISJZL,O,X,X,X,X,O,X
OTISZLJ,O,X,X,X,X,X,O
OTISZJL,O,X,X,X,X,O,X
OTIZLJS,O,X,X,X,X,X,O
OTIZLSJ,O,X,X,X,X,X,O
OTIZJLS,O,X,X,X,X,O,X
OTIZJSL,O,X,X,X,X,O,X
OTIZSLJ,O,X,X,X,X,X,O
OTIZSJL,O,X,X,X,X,O,X
OTLIJSZ,O,X,X,X,X,X,O
OTLIJZS,O,X,X,X,X,X,O
OTLISJZ,O,X,X,X,X,X,O
OTLISZJ,O,X,X,X,X,X,O
OTLIZJS,O,X,X,X,X,X,O
OTLIZSJ,O,X,X,X,X,X,O
OTLJISZ,O,X,X,X,X,X,O
OTLJIZS,O,X,X,X,X,X,O
OTLJSIZ,O,X,X,X,X,X,O
OTLJSZI,O,X,X,X,X,X,O
OTLJZIS,O,X,X,X,X,X,O
OTLJZSI,O,X,X,X,X,X,O
OTLSIJZ,O,X,X,X,X,X,O
OTLSIZJ,O,X,X,X,X,X,O
OTLSJIZ,O,X,X,X,X,X,O
OTLSJZI,O,X,X,X,X,X,O
OTLSZIJ,O,X,X,X,X,X,O
OTLSZJI,O,X,X,X,X,X,O
OTLZIJS,O,X,X,X,X,X,O
OTLZISJ,O,X,X,X,X,X,O
OTLZJIS,O,X,X,X,X,X,O
OTLZJSI,O,X,X,X,X,X,O
OTLZSIJ,O,X,X,X,X,X,O
OTLZSJI,O,X,X,X,X,X,O
OTJILSZ,O,X,X,X,X,O,X
OTJILZS,O,X,X,X,X,O,X
OTJISLZ,O,X,X,X,X,O,X
OTJISZL,O,X,X,X,X,O,X
OTJIZLS,O,X,X,X,X,O,X
OTJIZSL,O,X,X,X,X,O,X
OTJLISZ,O,X,X,X,X,O,X
OTJLIZS,O,X,X,X,X,O,X
OTJLSIZ,O,X,X,X,X,O,X
OTJLSZI,O,X,X,X,X,O,X
OTJLZIS,O,X,X,X,X,O,X
OTJLZSI,O,X,X,X,X,O,X
OTJSILZ,O,X,X,X,X,O,X
OTJSIZL,O,X,X,X,X,O,X
OTJSLIZ,O,X,X,X,X,O,X
OTJSLZI,O,X,X,X,X,O,X
OTJSZIL,O,X,X,X,X,O,X
OTJSZLI,O,X,X,X,X,O,X
OTJZILS,O,X,X,X,X,O,X
OTJZISL,O,X,X,X,X,O,X
OTJZLIS,O,X,X,X,X,O,X
OTJZLSI,O,X,X,X,X,O,X
OTJZSIL,O,X,X,X,X,O,X
OTJZSLI,O,X,X,X,X,O,X
OTSILJZ,O,X,X,X,X,X,O
OTSILZJ,O,X,X,X,X,X,O
OTSIJLZ,O,X,X,X,X,O,X
OTSIJZL,O,X,X,X,X,O,X
OTSIZLJ,O,X,X,X,X,X,O
OTSIZJL,O,X,X,X,X,O,X
OTSLIJZ,O,X,X,X,X,X,O
OTSLIZJ,O,X,X,X,X,X,O
OTSLJIZ,O,X,X,X,X,X,O
OTSLJZI,O,X,X,X,X,X,O
OTSLZIJ,O,X,X,X,X,X,O
OTSLZJI,O,X,X,X,X,X,O
OTSJILZ,O,X,X,X,X,O,X
OTSJIZL,O,X,X,X,X,O,X
OTSJLIZ,O,X,X,X,X,O,X
OTSJLZI,O,X,X,X,X,O,X
OTSJZIL,O,X,X,X,X,O,X
OTSJZLI,O,X,X,X,X,O,X
OTSZILJ,O,X,X,X,X,X,O
OTSZIJL,O,X,X,X,X,O,X
OTSZLIJ,O,X,X,X,X,X,O
OTSZLJI,O,X,X,X,X,X,O
OTSZJIL,O,X,X,X,X,O,X
OTSZJLI,O,X,X,X,X,O,X
OTZILJS,O,X,X,X,X,X,O
OTZILSJ,O,X,X,X,X,X,O
OTZIJLS,O,X,X,X,X,O,X
OTZIJSL,O,X,X,X,X,O,X
OTZISLJ,O,X,X,X,X,X,O
OTZISJL,O,X,X,X,X,O,X
OTZLIJS,O,X,X,X,X,X,O
OTZLISJ,O,X,X,X,X,X,O
OTZLJIS,O,X,X,X,X,X,O
OTZLJSI,O,X,X,X,X,X,O
OTZLSIJ,O,X,X,X,X,X,O
OTZLSJI,O,X,X,X,X,X,O
OTZJILS,O,X,X,X,X,O,X
OTZJISL,O,X,X,X,X,O,X
OTZJLIS,O,X,X,X,X,O,X
OTZJLSI,O,X,X,X,X,O,X
OTZJSIL,O,X,X,X,X,O,X
OTZJSLI,O,X,X,X,X,O,X
OTZSILJ,O,X,X,X,X,X,O
OTZSIJL,O,X,X,X,X,O,X
OTZSLIJ,O,X,X,X,X,X,O
OTZSLJI,O,X,X,X,X,X,O
OTZSJIL,O,X,X,X,X,O,X
OTZSJLI,O,X,X,X,X,O,X
OITLJSZ,O,X,X,X,X,X,O
OITLJZS,O,X,X,X,X,X,O
OITLSJZ,O,X,X,X,X,X,O
OITLSZJ,O,X,X,X,X,X,O
OITLZJS,O,X,X,X,X,X,O
OITLZSJ,O,X,X,X,X,X,O
OITJLSZ,O,X,X,X,X,O,X
OITJLZS,O,X,X,X,X,O,X
OITJSLZ,O,X,X,X,X,O,X
OITJSZL,O,X,X,X,X,O,X
OITJZLS,O,X,X,X,X,O,X
OITJZSL,O,X,X,X,X,O,X
OITSLJZ,O,X,X,X,X,X,O
OITSLZJ,O,X,X,X,X,X,O
OITSJLZ,O,X,X,X,X,O,X
OITSJZL,O,X,X,X,X,O,X
OITSZLJ,O,X,X,X,X,X,O
OITSZJL,O,X,X,X,X,O,X
OITZLJS,O,X,X,X,X,X,O
OITZLSJ,O,X,X,X,X,X,O
OITZJLS,O,X,X,X,X,O,X
OITZJSL,O,X,X,X,X,O,X
OITZSLJ,O,X,X,X,X,X,O
OITZSJL,O,X,X,X,X,O,X
OILTJSZ,O,O,X,O,X,X,O
OILTJZS,O,O,X,O,X,X,O
OILTSJZ,O,O,X,O,X,X,O
OILTSZJ,O,O,X,O,X,X,O
OILTZJS,O,O,X,O,X,X,O
OILTZSJ,O,O,X,O,X,X,O
OILJTSZ,O,O,O,O,O,O,O
OILJTZS,O,O,O,O,O,O,O
OILJSTZ,O,O,O,O,O,O,O
OILJSZT,O,O,O,O,O,O,O
OILJZTS,O,O,O,O,O,O,O
OILJZST,O,O,O,O,O,O,O
OILSTJZ,O,O,X,O,X,X,O
