sequence,v115@vhG8/IZkBasBGoBzpBXrBzsB,v115@vhGfDJ5oBikBuqBzpB0rBzsB,v115@vhGc/I5oB6rBTnBetBTpB3qB,v115@vhG/DJZkBqpBTlBOrBUsBTtB,v115@vhGT/IihBcqB3mB+tBTpBRwB,v115@vhGGBJTjBKpBUmB/sBTtBRwB,v115@vhGT/IXhB8mB+tBTpBiqBRwB,v115@vhGfGJ0hBTjBKpBGsBTtBRwB,v115@vhGz/IihBcqB3mB+tBTpBRwB,v115@vhGGBJziBKpBUmB/sBTtBRwB,v115@vhGz/IXhB8mB+tBTpBiqBRwB,v115@vhGfGJ0hBziBKpBGsBTtBRwB,v115@vhGSDJxkB/rB8sB+tBTpBTqB,v115@vhG2/IKpBfqBcrBxnBTsBTtB
STLIZOJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X
STLIOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIOZJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X
STLJIZO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLJZIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STLJOIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLZIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STLZIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLZJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STLZJOI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STLZOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLZOJI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X
STLOJIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOZJI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJILZO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJIZLO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STJIZOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJLZIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STJLOIZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X
STJLOZI,O,X,O,O,X,X,X,X,X,X,X,X,O,X
STJZILO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STJZIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STJZLOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STJZOIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X
STJZOLI,X,O,O,X,X,X,X,X,X,X,X,X,O,X
STJOILZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STJOIZL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STJOLIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STJOLZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STJOZIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STJOZLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STZILJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZILOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STZIJLO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZIJOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STZIOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZLIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STZLJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZLJOI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZLOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STZJILO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZJIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZJLOI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZJOIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STOIJZL,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STOIZLJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
STOIZJL,O,O,X,X,X,O,X,X,X,O,X,X,X,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLZJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STOJIZL,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STOJLIZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STOJLZI,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STOJZIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STOJZLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STOZILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
SITLJOZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X
SITLZJO,X,X,O,O,O,O,X,O,O,O,X,O,X,X
SITLZOJ,O,X,X,O,O,O,X,X,O,O,X,X,X,X
SITLOJZ,O,X,X,O,O,X,X,O,X,X,X,O,X,X
SITLOZJ,O,X,X,O,O,O,X,X,X,O,X,X,X,X
SITJLZO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
SITJLOZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X
SITJZLO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
SITJZOL,X,O,O,X,O,X,X,O,O,X,X,O,X,X
SITJOLZ,O,O,O,X,O,X,X,O,X,X,X,O,X,X
SITJOZL,O,O,O,X,O,X,X,O,X,X,X,O,X,X
SITZLJO,X,X,O,O,O,O,X,O,O,O,X,O,X,X
SITZLOJ,O,X,X,O,O,O,X,X,O,O,X,X,X,X
SITZJLO,X,X,O,O,O,O,X,O,O,O,X,O,X,X
SITZJOL,X,O,O,X,O,O,X,O,O,O,X,O,X,X
SITZOLJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X
SITZOJL,O,O,X,X,O,O,X,X,O,O,X,X,X,X
SITOLJZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X
SITOLZJ,O,O,X,X,O,O,X,X,X,O,X,X,X,X
SITOJLZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X
SITOJZL,O,O,X,X,O,X,X,O,X,X,X,O,X,X
SITOZLJ,O,O,X,X,O,O,X,X,X,O,X,X,X,X
SITOZJL,O,O,X,X,O,O,X,X,X,O,X,X,X,X
SILTJZO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
SILTJOZ,O,X,O,O,O,X,O,O,X,X,O,O,X,O
SILTZJO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SILTZOJ,O,X,X,O,O,O,O,X,O,O,O,X,X,X
SILTOJZ,O,X,X,O,O,X,O,O,X,X,O,O,X,O
SILTOZJ,O,X,X,O,O,O,O,X,X,O,O,X,X,O
SILJTZO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
SILJTOZ,O,X,O,O,O,X,O,O,X,X,O,O,X,O
SILJZTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SILJZOT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
SILJOTZ,O,O,O,O,O,X,O,O,X,X,O,O,X,O
SILJOZT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
SILZTJO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SILZTOJ,O,X,X,O,O,O,O,X,O,O,O,X,X,X
SILZJTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SILZJOT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
SILZOTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
SILZOJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
SILOTJZ,O,O,X,O,O,X,O,O,X,X,O,O,X,O
SILOTZJ,O,O,X,O,O,O,O,X,X,O,O,X,X,O
SILOJTZ,O,O,O,O,O,X,O,O,X,X,O,O,X,O
SILOJZT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
SILOZTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
SILOZJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
SIJTLZO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
SIJTLOZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X
SIJTZLO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
SIJTZOL,X,O,O,X,O,X,X,O,O,X,X,O,X,X
SIJTOLZ,O,O,O,X,O,X,X,O,X,X,X,O,X,X
SIJTOZL,O,O,O,X,O,X,X,O,X,X,X,O,X,X
SIJLTZO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
SIJLTOZ,O,X,O,O,O,X,O,O,X,X,O,O,X,X
SIJLZTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SIJLZOT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
SIJLOTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X
SIJLOZT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
SIJZTLO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SIJZTOL,X,O,O,X,O,O,X,O,O,O,X,O,X,X
SIJZLTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SIJZLOT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
SIJZOTL,O,O,O,X,O,O,X,O,O,O,X,O,O,X
SIJZOLT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
SIJOTLZ,O,O,O,X,O,X,X,O,X,X,X,O,O,X
SIJOTZL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
SIJOLTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X
SIJOLZT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
SIJOZTL,O,O,O,X,O,O,X,O,O,O,X,O,O,X
SIJOZLT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
SIZTLJO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SIZTLOJ,O,X,X,O,O,O,O,X,O,O,O,X,X,X
SIZTJLO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SIZTJOL,X,O,O,X,O,O,X,O,O,O,X,O,X,X
SIZTOLJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X
SIZTOJL,O,O,X,X,O,O,X,X,O,O,X,X,X,X
SIZLTJO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SIZLTOJ,O,X,X,O,O,O,O,X,O,O,O,X,X,X
SIZLJTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SIZLJOT,O,O,O,O,O,O,O,O,O,O,O,O,X,X
SIZLOTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,X
SIZLOJT,O,O,O,O,O,O,O,O,O,O,O,O,X,X
SIZJTLO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SIZJTOL,X,O,O,X,O,O,X,O,O,O,X,O,X,X
SIZJLTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SIZJLOT,O,O,O,O,O,O,O,O,O,O,O,O,X,X
SIZJOTL,O,O,O,X,O,O,X,O,O,O,X,O,X,X
SIZJOLT,O,O,O,O,O,O,O,O,O,O,O,O,X,X
SIZOTLJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X
SIZOTJL,O,O,X,X,O,O,X,X,O,O,X,X,X,X
SIZOLTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,X
SIZOLJT,O,O,O,O,O,O,O,O,O,O,O,O,X,X
SIZOJTL,O,O,O,X,O,O,X,O,O,O,X,O,X,X
SIZOJLT,O,O,O,O,O,O,O,O,O,O,O,O,X,X
SIOTLJZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X
SIOTLZJ,O,O,X,X,O,O,X,X,X,O,X,X,X,X
SIOTJLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X
SIOTJZL,O,O,X,X,O,X,X,O,X,X,X,O,O,X
SIOTZLJ,O,O,X,X,O,O,X,X,X,O,X,X,X,X
SIOTZJL,O,O,X,X,O,O,X,X,X,O,X,X,X,X
SIOLTJZ,O,O,X,O,O,X,O,O,X,X,O,O,X,O
SIOLTZJ,O,O,X,O,O,O,O,X,X,O,O,X,X,O
SIOLJTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,O
SIOLJZT,O,O,O,O,O,O,O,O,O,O,O,O,O,O
SIOLZTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
SIOLZJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
SIOJTLZ,O,O,O,X,O,X,X,O,X,X,X,O,O,X
SIOJTZL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
SIOJLTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X
SIOJLZT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
SIOJZTL,O,O,O,X,O,O,X,O,O,O,X,O,O,X
SIOJZLT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
SIOZTLJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X
SIOZTJL,O,O,X,X,O,O,X,X,O,O,X,X,X,X
SIOZLTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
SIOZLJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
SIOZJTL,O,O,O,X,O,O,X,O,O,O,X,O,O,X
SIOZJLT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
SLTIJZO,X,X,O,O,X,X,O,X,X,X,O,X,X,X
SLTIJOZ,O,X,O,O,X,X,O,X,X,X,O,X,X,O
SLTIZJO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
SLTIZOJ,O,X,X,O,X,O,O,X,X,O,O,X,X,X
SLTIOJZ,O,X,X,O,X,X,O,X,X,X,O,X,X,O
SLTIOZJ,O,X,X,O,X,O,O,X,X,O,O,X,X,O
SLTJIZO,X,X,O,O,X,X,O,X,X,X,O,X,X,X
SLTJIOZ,O,X,O,O,X,X,O,X,X,X,O,X,X,O
SLTJZIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTJZOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SLTJOIZ,O,X,O,O,X,X,O,X,X,X,O,X,X,O
SLTJOZI,O,X,O,O,X,X,X,X,X,X,X,X,X,O
SLTZIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTZJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTZJOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SLTZOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SLTZOJI,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SLTOIJZ,O,X,X,O,X,X,O,X,X,X,O,X,X,O
SLTOIZJ,O,X,X,O,X,O,O,X,X,O,O,X,X,O
SLTOJIZ,O,X,X,O,X,X,O,X,X,X,O,X,X,O
SLTOJZI,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SLTOZIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SLTOZJI,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SLITJZO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
SLITJOZ,O,X,O,O,X,X,O,O,X,X,O,O,X,O
SLITZJO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
SLITZOJ,O,X,X,O,X,O,O,X,X,O,O,X,X,X
SLITOJZ,O,X,X,O,X,X,O,O,X,X,O,O,X,O
SLITOZJ,O,X,X,O,X,O,O,X,X,O,O,X,X,O
SLIJTZO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
SLIJTOZ,O,X,O,O,X,X,O,O,X,X,O,O,X,O
SLIJZTO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
SLIJZOT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
SLIJOTZ,O,O,O,O,X,X,O,O,X,X,O,O,X,O
SLIJOZT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
SLIZTJO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
SLIZTOJ,O,X,X,O,X,O,O,X,X,O,O,X,X,X
SLIZJTO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
SLIZJOT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
SLIZOTJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
SLIZOJT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
SLIOTJZ,O,O,X,O,X,X,O,O,X,X,O,O,X,O
SLIOTZJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
SLIOJTZ,O,O,O,O,X,X,O,O,X,X,O,O,X,O
SLIOJZT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
SLIOZTJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
SLIOZJT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
SLJTIZO,X,X,O,O,X,X,O,X,X,X,O,X,X,X
SLJTIOZ,O,X,O,O,X,X,O,X,X,X,O,X,X,O
SLJTZIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLJTZOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
SLJTOIZ,O,X,O,O,X,X,O,X,X,X,O,X,O,O
SLJTOZI,O,X,O,O,X,X,X,X,X,X,X,X,O,O
SLJITZO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
SLJITOZ,O,X,O,O,X,X,O,O,X,X,O,O,X,O
SLJIZTO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
SLJIZOT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
SLJIOTZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
SLJIOZT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
SLJZTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLJZTOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
SLJZITO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
SLJZIOT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
SLJZOTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
SLJZOIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
SLJOTIZ,O,O,O,O,X,X,O,X,X,X,O,X,O,O
SLJOTZI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
SLJOITZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
SLJOIZT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
SLJOZTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
SLJOZIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
SLZTIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLZTIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZTJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLZTJOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SLZTOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SLZTOJI,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SLZITJO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
SLZITOJ,O,X,X,O,X,O,O,X,X,O,O,X,X,X
SLZIJTO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
SLZIJOT,O,O,O,O,X,O,O,X,X,O,O,X,X,O
SLZIOTJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
SLZIOJT,O,O,O,O,X,O,O,X,X,O,O,X,X,O
SLZJTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLZJTOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SLZJITO,X,X,O,O,X,X,O,X,X,X,O,X,X,X
SLZJIOT,O,O,O,O,X,X,O,X,X,X,O,X,X,O
SLZJOTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SLZJOIT,O,O,O,O,X,X,O,X,X,X,O,X,X,O
SLZOTIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SLZOTJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SLZOITJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
SLZOIJT,O,O,O,O,X,O,O,X,X,O,O,X,X,O
SLZOJTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SLZOJIT,O,O,O,O,X,X,O,X,X,X,O,X,X,O
SLOTIJZ,O,O,X,O,X,X,O,X,X,X,O,X,X,O
SLOTIZJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
SLOTJIZ,O,O,X,O,X,X,O,X,X,X,O,X,X,O
SLOTJZI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SLOTZIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SLOTZJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SLOITJZ,O,O,X,O,X,X,O,O,X,X,O,O,X,O
SLOITZJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
SLOIJTZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
SLOIJZT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
SLOIZTJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
SLOIZJT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
SLOJTIZ,O,O,O,O,X,X,O,X,X,X,O,X,O,O
SLOJTZI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
SLOJITZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
SLOJIZT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
SLOJZTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
SLOJZIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
SLOZTIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SLOZTJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SLOZITJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
SLOZIJT,O,O,O,O,X,O,O,X,X,O,O,X,X,O
SLOZJTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SLOZJIT,O,O,O,O,X,X,O,X,X,X,O,X,X,O
SJTILZO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SJTILOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SJTIZLO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SJTIZOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SJTIOLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SJTIOZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SJTLIZO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SJTLIOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SJTLZIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SJTLZOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SJTLOIZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X
SJTLOZI,O,X,O,O,X,X,X,X,X,X,X,X,O,X
SJTZILO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SJTZIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SJTZLIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SJTZLOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SJTZOIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X
SJTZOLI,X,O,O,X,X,X,X,X,X,X,X,X,O,X
SJTOILZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SJTOIZL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SJTOLIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SJTOLZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SJTOZIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SJTOZLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SJITLZO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
SJITLOZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X
SJITZLO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
SJITZOL,X,O,O,X,O,X,X,O,O,X,X,O,X,X
SJITOLZ,O,O,O,X,O,X,X,O,X,X,X,O,X,X
SJITOZL,O,O,O,X,O,X,X,O,X,X,X,O,X,X
SJILTZO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
SJILTOZ,O,X,O,O,O,X,O,O,X,X,O,O,X,X
SJILZTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SJILZOT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
SJILOTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X
SJILOZT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
SJIZTLO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SJIZTOL,X,O,O,X,O,O,X,O,O,O,X,O,X,X
SJIZLTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
SJIZLOT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
SJIZOTL,O,O,O,X,O,O,X,O,O,O,X,O,O,X
SJIZOLT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
SJIOTLZ,O,O,O,X,O,X,X,O,X,X,X,O,O,X
SJIOTZL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
SJIOLTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X
SJIOLZT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
