sequence,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGGgBZmBtmB0iB6o?B/qBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBtlB0hBxiBGo?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je2EJvhGRgB3hB9oBSqB0n?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB3iB9oB0kBCm?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmBXjBTlBer?BctB6sB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBumB9nBTjByq?BXtB0qB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmB0iB2qBSt?BzqBXtB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB9nBTjB0kBCm?BXrBXtB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBRhB9nBTjBuq?BcrBXtB
SLZSOITJ,X,O,O,O,X,O,X,O,O
SLZSOIJT,X,X,O,O,X,X,X,O,O
SLZSOJTI,X,O,O,O,O,X,X,O,O
SLZSOJIT,X,O,O,O,O,X,X,O,O
SLZOTIJS,X,X,O,O,X,X,X,O,X
SLZOTISJ,X,O,O,O,X,X,X,O,O
SLZOTJIS,X,O,O,O,X,X,O,O,O
SLZOTJSI,X,O,O,O,X,O,O,O,O
SLZOTSIJ,X,O,O,O,X,O,X,O,O
SLZOTSJI,X,O,O,O,X,O,X,O,O
SLZOITJS,X,X,O,O,X,X,X,O,X
SLZOITSJ,X,O,O,O,X,X,X,O,O
SLZOIJTS,X,X,O,O,X,X,X,O,X
SLZOIJST,X,X,O,O,X,X,X,O,X
SLZOISTJ,X,O,O,O,X,X,X,O,O
SLZOISJT,X,X,O,O,X,X,X,O,X
SLZOJTIS,X,O,O,O,O,X,O,O,O
SLZOJTSI,X,O,O,O,O,X,O,O,O
SLZOJITS,X,O,O,O,O,X,X,O,O
SLZOJIST,X,O,O,O,O,X,X,O,O
SLZOJSTI,X,O,O,O,O,X,X,O,O
SLZOJSIT,X,O,O,O,O,X,X,O,O
SLZOSTIJ,X,O,O,O,X,O,X,O,O
SLZOSTJI,X,O,O,O,X,O,X,O,O
SLZOSITJ,X,O,O,O,X,O,X,O,O
SLZOSIJT,X,X,O,O,X,X,X,O,O
SLZOSJTI,X,O,O,O,O,X,X,O,O
SLZOSJIT,X,O,O,O,O,X,X,O,O
SLOTIJSZ,O,X,O,O,X,O,X,X,X
SLOTIJZS,O,X,O,O,X,X,X,X,X
SLOTISJZ,O,X,O,O,X,O,X,O,O
SLOTISZJ,O,X,O,O,X,O,X,O,O
SLOTIZJS,O,X,O,O,X,X,X,O,X
SLOTIZSJ,O,X,O,O,X,X,X,O,O
SLOTJISZ,O,O,O,O,X,O,O,X,X
SLOTJIZS,O,O,O,O,X,X,O,X,X
SLOTJSIZ,O,O,O,O,X,O,O,X,X
SLOTJSZI,O,O,O,O,X,O,O,X,X
SLOTJZIS,O,O,O,O,X,X,O,X,X
SLOTJZSI,O,O,O,O,X,O,O,X,X
SLOTSIJZ,O,O,O,O,X,O,X,O,O
SLOTSIZJ,O,O,O,O,X,O,X,O,O
SLOTSJIZ,O,O,O,O,X,O,X,O,O
SLOTSJZI,O,O,O,O,X,O,X,O,O
SLOTSZIJ,O,O,O,O,X,O,X,O,O
SLOTSZJI,O,O,O,O,X,O,X,O,O
SLOTZIJS,O,X,O,O,X,X,X,O,X
SLOTZISJ,O,O,O,O,X,X,X,O,O
SLOTZJIS,O,O,O,O,X,X,O,O,O
SLOTZJSI,O,O,O,O,X,O,O,O,O
SLOTZSIJ,O,O,O,O,X,O,X,O,O
SLOTZSJI,O,O,O,O,X,O,X,O,O
SLOITJSZ,O,X,O,O,X,O,X,X,X
SLOITJZS,O,X,O,O,X,X,X,X,X
SLOITSJZ,O,X,O,O,X,O,X,O,X
SLOITSZJ,O,X,O,O,X,O,X,O,X
SLOITZJS,O,X,O,O,X,X,X,O,X
SLOITZSJ,O,X,O,O,X,X,X,O,X
SLOIJTSZ,O,O,O,O,X,O,X,X,X
SLOIJTZS,O,X,O,O,X,X,X,X,X
SLOIJSTZ,O,O,O,X,X,O,X,X,X
SLOIJSZT,O,O,O,X,X,X,X,X,X
SLOIJZTS,X,X,O,O,X,X,X,X,X
SLOIJZST,X,O,O,O,X,X,X,X,X
SLOISTJZ,O,O,O,O,X,O,X,O,X
SLOISTZJ,O,O,O,O,X,O,X,O,X
SLOISJTZ,O,O,O,X,X,O,X,X,X
SLOISJZT,O,O,O,X,X,X,X,X,X
SLOISZTJ,O,X,O,O,X,O,X,O,X
SLOISZJT,O,X,O,O,X,X,X,O,X
SLOIZTJS,O,X,O,O,X,X,X,O,X
SLOIZTSJ,O,X,O,O,X,X,X,O,X
SLOIZJTS,X,X,O,O,X,X,X,O,X
SLOIZJST,X,X,O,O,X,X,X,O,X
SLOIZSTJ,O,X,O,O,X,X,X,O,X
SLOIZSJT,O,X,O,O,X,X,X,O,X
SLOJTISZ,O,O,O,O,X,O,O,X,X
SLOJTIZS,O,O,O,O,O,X,O,X,X
SLOJTSIZ,O,O,O,O,X,O,O,X,X
SLOJTSZI,O,O,O,O,X,O,O,X,X
SLOJTZIS,O,O,O,O,O,X,O,X,X
SLOJTZSI,O,O,O,O,O,O,O,X,X
SLOJITSZ,O,O,O,O,X,O,X,X,X
SLOJITZS,O,O,O,O,O,X,X,X,X
SLOJISTZ,O,O,O,X,X,O,X,X,X
SLOJISZT,O,O,O,X,X,X,X,X,X
SLOJIZTS,X,O,O,O,O,X,X,X,X
SLOJIZST,X,O,O,O,O,X,X,X,X
SLOJSTIZ,O,O,O,X,X,O,X,X,X
SLOJSTZI,O,O,O,X,X,O,X,X,X
SLOJSITZ,O,O,O,X,X,O,X,X,X
SLOJSIZT,O,O,O,X,X,X,X,X,X
SLOJSZTI,O,O,O,X,X,X,X,X,X
SLOJSZIT,O,O,O,X,X,X,X,X,X
SLOJZTIS,O,O,O,O,O,X,O,X,X
SLOJZTSI,O,O,O,O,O,X,O,X,X
SLOJZITS,X,O,O,O,O,X,X,X,X
SLOJZIST,X,O,O,O,O,X,X,X,X
SLOJZSTI,O,O,O,O,O,X,X,X,X
SLOJZSIT,O,O,O,O,O,X,X,X,X
SLOSTIJZ,O,O,O,O,X,O,X,O,O
SLOSTIZJ,O,O,O,O,X,O,X,O,O
SLOSTJIZ,O,O,O,O,X,O,X,O,O
SLOSTJZI,O,O,O,O,X,O,X,O,O
SLOSTZIJ,O,O,O,O,X,O,X,O,O
SLOSTZJI,O,O,O,O,X,O,X,O,O
SLOSITJZ,O,O,O,O,X,O,X,O,O
SLOSITZJ,O,O,O,O,X,O,X,O,O
SLOSIJTZ,O,O,O,X,X,O,X,X,X
SLOSIJZT,O,O,O,X,X,X,X,X,X
SLOSIZTJ,O,X,O,O,X,O,X,O,O
SLOSIZJT,O,X,O,O,X,X,X,O,O
SLOSJTIZ,O,O,O,X,X,O,X,O,O
SLOSJTZI,O,O,O,X,X,O,X,O,O
SLOSJITZ,O,O,O,X,X,O,X,X,X
SLOSJIZT,O,O,O,X,X,X,X,X,X
SLOSJZTI,O,O,O,X,X,X,X,O,O
SLOSJZIT,O,O,O,X,X,X,X,O,O
SLOSZTIJ,O,O,O,O,X,O,X,O,O
SLOSZTJI,O,O,O,O,X,O,X,O,O
SLOSZITJ,O,O,O,O,X,O,X,O,O
SLOSZIJT,O,X,O,O,X,X,X,O,O
SLOSZJTI,O,O,O,O,X,X,X,O,O
SLOSZJIT,O,O,O,O,X,X,X,O,O
SLOZTIJS,O,X,O,O,X,X,X,O,X
SLOZTISJ,O,O,O,O,X,X,X,O,O
SLOZTJIS,O,O,O,O,X,X,O,O,O
SLOZTJSI,O,O,O,O,X,O,O,O,O
SLOZTSIJ,O,O,O,O,X,O,X,O,O
SLOZTSJI,O,O,O,O,X,O,X,O,O
SLOZITJS,O,X,O,O,X,X,X,O,X
SLOZITSJ,O,O,O,O,X,X,X,O,O
SLOZIJTS,X,X,O,O,X,X,X,O,X
SLOZIJST,X,X,O,O,X,X,X,O,X
SLOZISTJ,O,O,O,O,X,X,X,O,O
SLOZISJT,O,X,O,O,X,X,X,O,X
SLOZJTIS,O,O,O,O,O,X,O,O,O
SLOZJTSI,O,O,O,O,O,X,O,O,O
SLOZJITS,X,O,O,O,O,X,X,O,O
SLOZJIST,X,O,O,O,O,X,X,O,O
SLOZJSTI,O,O,O,O,O,X,X,O,O
SLOZJSIT,O,O,O,O,O,X,X,O,O
SLOZSTIJ,O,O,O,O,X,O,X,O,O
SLOZSTJI,O,O,O,O,X,O,X,O,O
SLOZSITJ,O,O,O,O,X,O,X,O,O
SLOZSIJT,O,X,O,O,X,X,X,O,O
SLOZSJTI,O,O,O,O,O,X,X,O,O
SLOZSJIT,O,O,O,O,O,X,X,O,O
SJTILSZO,O,O,O,X,X,O,X,O,X
SJTILSOZ,O,O,O,X,X,O,X,O,O
SJTILZSO,O,O,O,X,X,O,X,O,X
SJTILZOS,X,X,O,X,X,X,O,O,X
SJTILOSZ,X,X,O,X,X,O,O,X,X
SJTILOZS,X,X,O,X,X,X,O,X,X
SJTISLZO,O,O,O,X,X,O,X,O,X
SJTISLOZ,O,O,O,X,X,O,X,O,O
SJTISZLO,O,O,O,X,X,X,X,O,X
SJTISZOL,O,O,X,X,X,O,X,O,X
SJTISOLZ,O,O,X,X,X,O,X,O,O
SJTISOZL,O,O,X,X,X,O,X,O,X
SJTIZLSO,O,O,O,X,X,X,X,O,X
SJTIZLOS,X,X,O,X,X,X,O,O,X
SJTIZSLO,O,O,O,X,X,X,X,O,O
SJTIZSOL,O,O,X,X,O,O,X,O,O
SJTIZOLS,X,X,X,X,O,X,X,O,X
SJTIZOSL,X,O,X,X,O,X,X,O,O
SJTIOLSZ,O,X,X,X,X,O,X,X,X
SJTIOLZS,O,X,X,X,O,X,X,X,X
SJTIOSLZ,O,O,X,X,X,O,X,O,O
SJTIOSZL,O,O,X,X,O,O,X,O,X
SJTIOZLS,O,X,X,X,O,X,X,O,X
SJTIOZSL,O,O,X,X,O,X,X,O,O
SJTLISZO,O,O,O,O,X,O,X,O,X
SJTLISOZ,O,O,O,X,X,O,X,O,O
SJTLIZSO,O,O,O,O,X,O,X,O,X
SJTLIZOS,X,X,O,O,X,X,O,O,X
SJTLIOSZ,X,X,O,X,X,O,O,X,X
SJTLIOZS,X,X,O,X,X,X,O,X,X
SJTLSIZO,O,O,O,O,X,O,X,O,X
SJTLSIOZ,O,O,O,X,X,O,X,O,O
SJTLSZIO,O,O,O,O,X,O,X,O,O
SJTLSZOI,O,O,O,O,X,O,O,O,O
SJTLSOIZ,O,O,O,X,X,O,O,O,O
SJTLSOZI,O,O,O,X,X,O,O,O,O
SJTLZISO,O,O,O,O,X,O,X,O,O
SJTLZIOS,X,X,O,O,X,X,O,O,O
SJTLZSIO,O,O,O,O,X,O,X,O,O
SJTLZSOI,O,O,O,O,O,O,O,O,O
SJTLZOIS,X,X,O,O,O,X,O,O,O
SJTLZOSI,X,X,O,O,O,O,O,O,O
SJTLOISZ,X,X,O,X,X,O,O,X,X
SJTLOIZS,X,X,O,X,O,X,O,X,X
SJTLOSIZ,X,X,O,X,X,O,O,X,X
SJTLOSZI,X,X,O,X,X,O,O,X,X
SJTLOZIS,X,X,O,X,O,X,O,X,X
SJTLOZSI,X,X,O,X,O,O,O,X,X
SJTSILZO,O,O,O,O,X,O,X,O,X
SJTSILOZ,O,O,O,X,X,O,X,O,O
SJTSIZLO,O,O,O,O,X,X,X,O,X
SJTSIZOL,O,O,X,O,X,O,X,O,X
SJTSIOLZ,O,O,X,X,X,O,X,O,O
SJTSIOZL,O,O,X,X,X,O,X,O,X
SJTSLIZO,O,O,O,O,X,O,X,O,X
SJTSLIOZ,O,O,O,X,X,O,X,O,O
SJTSLZIO,O,O,O,O,X,O,X,O,O
SJTSLZOI,O,O,O,O,X,O,O,O,O
SJTSLOIZ,O,O,O,X,X,O,O,O,O
SJTSLOZI,O,O,O,X,X,O,O,O,O
SJTSZILO,O,O,O,O,X,X,X,O,O
SJTSZIOL,O,O,X,O,O,O,X,O,O
SJTSZLIO,O,O,O,O,X,O,X,O,O
SJTSZLOI,O,O,O,O,O,O,O,O,O
SJTSZOIL,O,O,X,O,O,O,X,O,O
SJTSZOLI,O,O,O,O,O,O,X,O,O
SJTSOILZ,O,O,X,X,X,O,X,O,O
SJTSOIZL,O,O,X,X,O,O,X,O,X
SJTSOLIZ,O,O,O,X,X,O,X,O,O
SJTSOLZI,O,O,O,X,X,O,X,O,O
SJTSOZIL,O,O,X,X,O,O,X,O,O
SJTSOZLI,O,O,O,X,O,O,X,O,O
SJTZILSO,O,O,O,O,X,X,X,O,O
SJTZILOS,X,X,O,O,X,X,O,O,O
SJTZISLO,O,O,O,O,X,X,X,O,O
SJTZISOL,O,O,X,O,O,O,X,O,O
SJTZIOLS,X,X,X,X,O,X,X,O,O
SJTZIOSL,X,O,X,X,O,X,X,O,O
SJTZLISO,O,O,O,O,X,O,X,O,O
SJTZLIOS,X,X,O,O,X,X,O,O,O
SJTZLSIO,O,O,O,O,X,O,X,O,O
SJTZLSOI,O,O,O,O,O,O,O,O,O
SJTZLOIS,X,X,O,O,O,X,O,O,O
SJTZLOSI,X,X,O,O,O,O,O,O,O
SJTZSILO,O,O,O,O,X,X,X,O,O
SJTZSIOL,O,O,X,O,O,O,X,O,O
SJTZSLIO,O,O,O,O,X,O,X,O,O
SJTZSLOI,O,O,O,O,O,O,O,O,O
SJTZSOIL,O,O,X,O,O,O,X,O,O
SJTZSOLI,O,O,O,O,O,O,X,O,O
SJTZOILS,X,O,X,X,O,X,X,O,O
SJTZOISL,X,O,X,X,O,X,X,O,O
SJTZOLIS,X,O,O,O,O,X,O,O,O
SJTZOLSI,X,O,O,O,O,O,O,O,O
SJTZOSIL,X,O,X,O,O,O,X,O,O
SJTZOSLI,X,O,O,O,O,O,X,O,O
SJTOILSZ,O,O,X,X,X,O,X,X,X
SJTOILZS,O,O,X,X,O,X,X,X,X
SJTOISLZ,O,O,X,X,X,O,X,O,O
SJTOISZL,O,O,X,X,O,O,X,O,X
SJTOIZLS,O,O,X,X,O,X,X,O,X
SJTOIZSL,O,O,X,X,O,X,X,O,O
SJTOLISZ,O,O,O,X,X,O,O,X,X
SJTOLIZS,O,O,O,X,O,X,O,X,X
SJTOLSIZ,O,O,O,X,X,O,O,X,X
SJTOLSZI,O,O,O,X,X,O,O,X,X
SJTOLZIS,O,O,O,X,O,X,O,X,X
SJTOLZSI,O,O,O,X,O,O,O,X,X
SJTOSILZ,O,O,X,X,X,O,X,O,O
SJTOSIZL,O,O,X,X,O,O,X,O,X
SJTOSLIZ,O,O,O,X,X,O,X,O,O
SJTOSLZI,O,O,O,X,X,O,X,O,O
SJTOSZIL,O,O,X,X,O,O,X,O,O
SJTOSZLI,O,O,O,X,O,O,X,O,O
SJTOZILS,O,O,X,X,O,X,X,O,O
SJTOZISL,O,O,X,X,O,X,X,O,O
SJTOZLIS,O,O,O,X,O,X,O,O,O
SJTOZLSI,O,O,O,X,O,O,O,O,O
SJTOZSIL,O,O,X,X,O,O,X,O,O
SJTOZSLI,O,O,O,X,O,O,X,O,O
SJITLSZO,O,O,O,X,X,O,X,X,X
SJITLSOZ,O,O,O,X,X,O,X,X,X
SJITLZSO,O,O,O,X,X,O,X,X,X
SJITLZOS,X,X,O,X,X,X,O,X,X
SJITLOSZ,X,X,O,X,X,O,O,X,X
SJITLOZS,X,X,O,X,X,X,O,X,X
SJITSLZO,O,O,O,X,X,O,X,X,X
SJITSLOZ,O,O,O,X,X,O,X,X,X
SJITSZLO,O,O,O,X,X,X,X,X,X
SJITSZOL,O,O,X,X,X,O,X,X,X
SJITSOLZ,O,O,X,X,X,O,X,X,X
SJITSOZL,O,O,X,X,X,O,X,X,X
SJITZLSO,O,O,O,X,X,X,X,X,X
SJITZLOS,X,X,O,X,X,X,O,X,X
SJITZSLO,O,O,O,X,X,X,X,X,X
SJITZSOL,O,O,X,X,O,O,X,X,X
SJITZOLS,X,X,X,X,O,X,X,X,X
SJITZOSL,X,O,X,X,O,X,X,X,X
SJITOLSZ,O,X,X,X,X,O,X,X,X
SJITOLZS,O,X,X,X,O,X,X,X,X
SJITOSLZ,O,O,X,X,X,O,X,X,X
SJITOSZL,O,O,X,X,O,O,X,X,X
SJITOZLS,O,X,X,X,O,X,X,X,X
SJITOZSL,O,O,X,X,O,X,X,X,X
SJILTSZO,O,O,O,X,X,O,X,X,X
SJILTSOZ,O,O,O,X,X,O,X,X,X
SJILTZSO,O,O,O,X,X,O,X,X,X
SJILTZOS,X,X,O,X,X,X,O,X,X
SJILTOSZ,X,X,O,X,X,O,O,X,X
SJILTOZS,X,X,O,X,X,X,O,X,X
SJILSTZO,O,O,O,X,X,O,X,X,X
SJILSTOZ,O,O,O,X,X,O,X,X,X
SJILSZTO,O,O,O,X,X,O,X,X,X
SJILSZOT,X,X,O,X,X,X,X,X,X
SJILSOTZ,O,O,O,X,X,O,X,X,X
SJILSOZT,X,X,O,X,X,X,X,X,X
SJILZTSO,X,O,O,X,X,O,X,X,X
SJILZTOS,X,X,O,X,X,X,O,X,X
SJILZSTO,X,O,O,X,X,O,X,X,X
SJILZSOT,X,X,O,X,X,X,X,X,X
SJILZOTS,X,X,O,X,X,X,X,X,X
SJILZOST,X,X,O,X,X,X,X,X,X
SJILOTSZ,X,X,O,X,X,O,X,X,X
SJILOTZS,X,X,O,X,X,X,X,X,X
SJILOSTZ,X,O,O,X,X,O,X,X,X
SJILOSZT,X,X,O,X,X,X,X,X,X
SJILOZTS,X,X,O,X,X,X,X,X,X
SJILOZST,X,X,O,X,X,X,X,X,X
SJISTLZO,O,O,O,X,X,O,X,X,X
SJISTLOZ,O,O,O,X,X,O,X,X,X
SJISTZLO,O,O,O,X,X,X,X,X,X
SJISTZOL,O,O,X,X,X,O,X,X,X
SJISTOLZ,O,O,X,X,X,O,X,X,X
SJISTOZL,O,O,X,X,X,O,X,X,X
SJISLTZO,O,O,O,X,X,O,X,X,X
SJISLTOZ,O,O,O,X,X,O,X,X,X
SJISLZTO,O,O,O,X,X,O,X,X,X
SJISLZOT,X,X,O,X,X,X,X,X,X
SJISLOTZ,O,O,O,X,X,O,X,X,X
SJISLOZT,O,X,O,X,X,X,X,X,X
SJISZTLO,O,O,O,X,X,X,X,X,X
SJISZTOL,O,O,X,X,X,O,X,X,X
SJISZLTO,O,O,O,X,X,X,X,X,X
SJISZLOT,X,X,O,X,X,X,X,X,X
SJISZOTL,O,O,X,X,X,X,X,X,X
SJISZOLT,O,X,X,X,X,X,X,X,X
SJISOTLZ,O,O,X,X,X,O,X,X,X
SJISOTZL,O,O,X,X,X,O,X,X,X
SJISOLTZ,O,O,X,X,X,O,X,X,X
SJISOLZT,O,X,X,X,X,X,X,X,X
SJISOZTL,O,O,X,X,X,X,X,X,X
SJISOZLT,O,X,X,X,X,X,X,X,X
SJIZTLSO,X,O,O,X,X,X,X,X,X
SJIZTLOS,X,X,O,X,X,X,X,X,X
SJIZTSLO,X,O,O,X,X,X,X,X,X
SJIZTSOL,X,O,X,X,O,O,X,X,X
SJIZTOLS,X,X,X,X,O,X,X,X,X
SJIZTOSL,X,O,X,X,O,X,X,X,X
SJIZLTSO,X,O,O,X,X,X,X,X,X
SJIZLTOS,X,X,O,X,X,X,X,X,X
SJIZLSTO,X,O,O,X,X,X,X,X,X
SJIZLSOT,X,X,O,X,X,X,X,X,X
SJIZLOTS,X,X,O,X,X,X,X,X,X
SJIZLOST,X,X,O,X,X,X,X,X,X
SJIZSTLO,X,O,O,X,X,X,X,X,X
SJIZSTOL,X,O,X,X,O,O,X,X,X
SJIZSLTO,X,O,O,X,X,X,X,X,X
SJIZSLOT,X,X,O,X,X,X,X,X,X
SJIZSOTL,X,O,X,X,O,X,X,X,X
SJIZSOLT,X,X,X,X,O,X,X,X,X
SJIZOTLS,X,X,X,X,O,X,X,X,X
SJIZOTSL,X,O,X,X,O,X,X,X,X
SJIZOLTS,X,X,X,X,O,X,X,X,X
SJIZOLST,X,X,X,X,O,X,X,X,X
SJIZOSTL,X,O,X,X,O,X,X,X,X
SJIZOSLT,X,X,X,X,O,X,X,X,X
SJIOTLSZ,O,X,X,X,X,X,X,X,X
SJIOTLZS,O,X,X,X,O,X,X,X,X
SJIOTSLZ,O,O,X,X,X,O,X,X,X
SJIOTSZL,O,O,X,X,O,O,X,X,X
SJIOTZLS,O,X,X,X,O,X,X,X,X
SJIOTZSL,O,O,X,X,O,X,X,X,X
SJIOLTSZ,O,X,X,X,X,X,X,X,X
SJIOLTZS,O,X,X,X,O,X,X,X,X
SJIOLSTZ,O,O,X,X,X,X,X,X,X
SJIOLSZT,O,X,X,X,X,X,X,X,X
SJIOLZTS,X,X,X,X,O,X,X,X,X
SJIOLZST,X,X,X,X,O,X,X,X,X
SJIOSTLZ,O,O,X,X,X,O,X,X,X
SJIOSTZL,O,O,X,X,O,O,X,X,X
SJIOSLTZ,O,O,X,X,X,X,X,X,X
SJIOSLZT,O,X,X,X,X,X,X,X,X
SJIOSZTL,O,O,X,X,O,X,X,X,X
SJIOSZLT,O,X,X,X,O,X,X,X,X
SJIOZTLS,X,X,X,X,O,X,X,X,X
SJIOZTSL,X,O,X,X,O,X,X,X,X
SJIOZLTS,X,X,X,X,O,X,X,X,X
SJIOZLST,X,X,X,X,O,X,X,X,X
SJIOZSTL,X,O,X,X,O,X,X,X,X
SJIOZSLT,X,X,X,X,O,X,X,X,X
SJLTISZO,O,O,O,O,X,O,X,O,X
SJLTISOZ,O,O,O,X,X,O,X,O,O
SJLTIZSO,O,O,O,O,X,O,X,O,X
SJLTIZOS,X,X,O,O,X,X,O,O,X
SJLTIOSZ,X,X,O,X,X,O,O,X,X
SJLTIOZS,X,X,O,X,X,X,O,X,X
SJLTSIZO,O,O,O,O,X,O,X,O,X
SJLTSIOZ,O,O,O,X,X,O,X,O,O
SJLTSZIO,O,O,O,O,X,O,X,O,O
SJLTSZOI,O,O,O,O,X,O,O,O,O
SJLTSOIZ,O,O,O,X,X,O,O,O,O
SJLTSOZI,O,O,O,X,X,O,O,O,O
SJLTZISO,O,O,O,O,X,O,X,O,O
SJLTZIOS,X,X,O,O,X,X,O,O,O
SJLTZSIO,O,O,O,O,X,O,X,O,O
SJLTZSOI,O,O,O,O,O,O,O,O,O
SJLTZOIS,X,X,O,O,O,X,O,O,O
SJLTZOSI,X,X,O,O,O,O,O,O,O
SJLTOISZ,X,X,O,X,X,O,O,X,X
SJLTOIZS,X,X,O,X,O,X,O,X,X
SJLTOSIZ,X,X,O,X,X,O,O,X,X
SJLTOSZI,X,X,O,X,X,O,O,X,X
SJLTOZIS,X,X,O,X,O,X,O,X,X
SJLTOZSI,X,X,O,X,O,O,O,X,X
SJLITSZO,O,O,O,O,X,O,X,O,X
SJLITSOZ,O,O,O,X,X,O,X,O,X
SJLITZSO,O,O,O,O,X,O,X,O,X
SJLITZOS,X,X,O,O,X,X,O,O,X
SJLITOSZ,X,X,O,X,X,O,O,X,X
SJLITOZS,X,X,O,X,X,X,O,X,X
SJLISTZO,O,O,O,X,X,O,X,O,X
SJLISTOZ,O,O,O,X,X,O,X,O,X
SJLISZTO,O,O,O,X,X,O,X,O,X
SJLISZOT,X,X,O,X,X,X,X,O,X
SJLISOTZ,O,O,O,X,X,O,X,X,X
SJLISOZT,X,X,O,X,X,X,X,X,X
SJLIZTSO,X,O,O,O,X,O,X,O,X
SJLIZTOS,X,X,O,O,X,X,O,O,X
SJLIZSTO,X,O,O,O,X,O,X,O,X
SJLIZSOT,X,X,O,O,X,X,X,O,X
SJLIZOTS,X,X,O,O,X,X,X,O,X
SJLIZOST,X,X,O,O,X,X,X,O,X
SJLIOTSZ,X,X,O,O,X,O,X,X,X
SJLIOTZS,X,X,O,O,X,X,X,X,X
SJLIOSTZ,X,O,O,X,X,O,X,X,X
SJLIOSZT,X,X,O,X,X,X,X,X,X
SJLIOZTS,X,X,O,O,X,X,X,X,X
SJLIOZST,X,X,O,O,X,X,X,X,X
SJLSTIZO,O,O,O,X,X,O,X,O,X
SJLSTIOZ,O,O,O,X,X,O,X,O,O
SJLSTZIO,O,O,O,X,X,O,X,O,O
SJLSTZOI,O,O,O,X,X,O,O,O,O
SJLSTOIZ,O,O,O,X,X,O,O,O,O
SJLSTOZI,O,O,O,X,X,O,O,O,O
SJLSITZO,O,O,O,X,X,O,X,O,X
SJLSITOZ,O,O,O,X,X,O,X,O,X
SJLSIZTO,O,O,O,X,X,O,X,O,X
SJLSIZOT,X,X,O,X,X,X,X,O,X
SJLSIOTZ,O,O,O,X,X,O,X,X,X
SJLSIOZT,X,X,O,X,X,X,X,X,X
SJLSZTIO,O,O,O,X,X,O,X,O,O
SJLSZTOI,O,O,O,X,X,O,O,O,O
SJLSZITO,O,O,O,X,X,O,X,O,O
SJLSZIOT,X,X,O,X,X,X,X,O,O
SJLSZOTI,X,X,O,X,X,X,X,O,O
SJLSZOIT,X,X,O,X,X,X,X,O,O
SJLSOTIZ,O,O,O,X,X,O,X,O,O
SJLSOTZI,O,O,O,X,X,O,X,O,O
SJLSOITZ,O,O,O,X,X,O,X,X,X
SJLSOIZT,X,O,O,X,X,X,X,X,X
SJLSOZTI,X,O,O,X,X,X,X,O,O
SJLSOZIT,X,O,O,X,X,X,X,O,O
SJLZTISO,X,O,O,O,X,O,X,O,O
SJLZTIOS,X,X,O,O,X,X,O,O,O
SJLZTSIO,X,O,O,O,X,O,X,O,O
SJLZTSOI,X,O,O,O,O,O,O,O,O
SJLZTOIS,X,X,O,O,O,X,O,O,O
SJLZTOSI,X,X,O,O,O,O,O,O,O
SJLZITSO,X,O,O,O,X,O,X,O,O
SJLZITOS,X,X,O,O,X,X,O,O,O
SJLZISTO,X,O,O,O,X,O,X,O,O
SJLZISOT,X,X,O,O,X,X,X,O,O
SJLZIOTS,X,X,O,O,X,X,X,O,O
SJLZIOST,X,X,O,O,X,X,X,O,O
SJLZSTIO,X,O,O,O,X,O,X,O,O
SJLZSTOI,X,O,O,O,O,O,O,O,O
SJLZSITO,X,O,O,O,X,O,X,O,O
SJLZSIOT,X,X,O,O,X,X,X,O,O
SJLZSOTI,X,X,O,O,O,X,X,O,O
SJLZSOIT,X,X,O,O,O,X,X,O,O
SJLZOTIS,X,X,O,O,O,X,O,O,O
SJLZOTSI,X,X,O,O,O,X,O,O,O
SJLZOITS,X,X,O,O,O,X,X,O,O
SJLZOIST,X,X,O,O,O,X,X,O,O
SJLZOSTI,X,X,O,O,O,X,X,O,O
SJLZOSIT,X,X,O,O,O,X,X,O,O
SJLOTISZ,X,O,O,O,X,O,O,X,X
SJLOTIZS,X,X,O,O,O,X,O,X,X
SJLOTSIZ,X,O,O,O,X,O,O,X,X
SJLOTSZI,X,O,O,O,X,O,O,X,X
SJLOTZIS,X,X,O,O,O,X,O,X,X
SJLOTZSI,X,X,O,O,O,O,O,X,X
SJLOITSZ,X,O,O,O,X,O,X,X,X
SJLOITZS,X,X,O,O,O,X,X,X,X
SJLOISTZ,X,O,O,X,X,O,X,X,X
SJLOISZT,X,O,O,X,X,X,X,X,X
SJLOIZTS,X,X,O,O,O,X,X,X,X
SJLOIZST,X,O,O,O,O,X,X,X,X
SJLOSTIZ,X,O,O,X,X,O,X,X,X
SJLOSTZI,X,O,O,X,X,O,X,X,X
SJLOSITZ,X,O,O,X,X,O,X,X,X
SJLOSIZT,X,O,O,X,X,X,X,X,X
SJLOSZTI,X,O,O,X,X,X,X,X,X
SJLOSZIT,X,O,O,X,X,X,X,X,X
SJLOZTIS,X,X,O,O,O,X,O,X,X
