sequence,v115@RhA8EeB8BeD8AeE8Je/EJvhFUgBRhBCjBlmBToBmqB,v115@RhA8EeB8BeD8AeE8Jex/IvhFXhB8mBCjBlkBToBmqB,v115@RhA8EeB8BeD8AeE8Je/EJvhFUgBFhBxiBCnBToBmqB,v115@RhA8EeB8BeD8AeE8Jem/IvhFFhBxiB0kBfrBCsBTtB,v115@RhA8EeB8BeD8AeE8JeT/IvhFelBSoBRmBfrBlrBUtB,v115@RhA8EeB8BeD8AeE8JeT/IvhFxgBymBGjBXlBUoBFrB,v115@RhA8EeB8BeD8AeE8Je/EJvhFRgBzhBGjBilBUoBFrB,v115@RhA8EeB8BeD8AeE8JemAJvhFzhBfoB6oBxkB0kBFrB
JOTSLZI,O,O,O,X,X,X,O,O
JOTSZIL,O,O,O,X,X,X,O,O
JOTSZLI,O,O,O,X,X,X,O,O
JOTZILS,O,O,X,X,X,O,O,X
JOTZISL,O,O,O,X,X,X,O,O
JOTZLIS,O,O,X,X,X,O,O,X
JOTZLSI,O,O,X,X,X,O,O,X
JOTZSIL,O,O,O,X,X,X,O,O
JOTZSLI,O,O,O,X,X,O,O,O
JOITLSZ,O,O,O,X,O,X,X,X
JOITLZS,O,O,O,X,O,X,X,X
JOITSLZ,O,O,O,X,X,X,X,O
JOITSZL,O,O,O,X,X,X,X,X
JOITZLS,O,O,X,X,X,X,X,X
JOITZSL,O,O,O,X,X,X,X,X
JOILTSZ,O,O,O,X,O,X,X,X
JOILTZS,O,O,O,X,O,X,X,X
JOILSTZ,O,X,O,O,O,X,X,O
JOILSZT,O,X,O,O,O,X,X,O
JOILZTS,X,O,O,O,O,X,X,X
JOILZST,X,O,O,O,O,X,X,X
JOISTLZ,O,X,O,X,X,X,X,O
JOISTZL,O,X,O,O,X,X,X,X
JOISLTZ,O,X,O,O,O,X,X,O
JOISLZT,O,X,O,O,O,X,X,O
JOISZTL,O,X,O,O,X,X,X,X
JOISZLT,O,X,O,O,X,X,X,O
JOIZTLS,X,O,X,O,X,X,X,X
JOIZTSL,X,O,O,O,X,X,X,X
JOIZLTS,X,O,O,O,O,X,X,X
JOIZLST,X,O,O,O,O,X,X,X
JOIZSTL,X,O,O,O,X,X,X,X
JOIZSLT,X,O,O,O,X,X,X,O
JOLTISZ,O,O,O,X,O,X,X,X
JOLTIZS,O,O,O,X,O,O,X,X
JOLTSIZ,O,O,O,X,X,X,X,X
JOLTSZI,O,O,O,X,X,X,X,X
JOLTZIS,O,O,O,X,X,O,X,X
JOLTZSI,O,O,O,X,X,O,X,X
JOLITSZ,O,O,O,X,O,X,X,X
JOLITZS,O,O,O,X,O,X,X,X
JOLISTZ,O,X,O,O,O,X,X,X
JOLISZT,O,X,O,O,O,X,X,X
JOLIZTS,X,O,O,O,O,O,X,X
JOLIZST,X,O,O,O,O,O,X,X
JOLSTIZ,O,O,O,O,X,X,X,X
JOLSTZI,O,O,O,O,X,X,X,X
JOLSITZ,O,X,O,O,O,X,X,X
JOLSIZT,O,X,O,O,O,O,O,X
JOLSZTI,O,O,O,O,X,O,O,X
JOLSZIT,O,O,O,O,X,O,O,X
JOLZTIS,O,O,O,O,X,O,X,X
JOLZTSI,O,O,O,O,X,O,O,X
JOLZITS,X,O,O,O,O,O,X,X
JOLZIST,X,O,O,O,O,O,O,X
JOLZSTI,O,O,O,O,X,O,O,X
JOLZSIT,O,O,O,O,X,O,O,X
JOSTILZ,O,O,O,X,X,O,X,O
JOSTIZL,O,O,O,O,X,O,O,O
JOSTLIZ,O,O,O,X,X,O,O,O
JOSTLZI,O,O,O,X,X,O,O,O
JOSTZIL,O,O,O,O,X,O,O,O
JOSTZLI,O,O,O,O,X,O,O,O
JOSITLZ,O,X,O,X,X,X,X,O
JOSITZL,O,X,O,O,X,X,X,X
JOSILTZ,O,X,O,O,O,X,X,O
JOSILZT,O,X,O,O,O,O,X,O
JOSIZTL,O,X,O,O,X,O,O,X
JOSIZLT,O,X,O,O,X,O,O,O
JOSLTIZ,O,O,O,O,X,X,X,O
JOSLTZI,O,O,O,O,X,X,X,O
JOSLITZ,O,X,O,O,O,X,X,O
JOSLIZT,O,X,O,O,O,O,O,O
JOSLZTI,O,O,O,O,X,O,O,X
JOSLZIT,O,O,O,O,X,O,O,X
JOSZTIL,O,O,O,O,X,O,O,X
JOSZTLI,O,O,O,O,X,O,O,X
JOSZITL,O,O,O,O,X,O,O,X
JOSZILT,O,O,O,O,X,O,O,X
JOSZLTI,O,O,O,O,X,O,O,X
JOSZLIT,O,O,O,O,X,O,O,X
JOZTILS,O,O,X,O,X,O,O,X
JOZTISL,O,O,O,O,X,X,O,X
JOZTLIS,O,O,X,O,X,O,O,X
JOZTLSI,O,O,X,O,X,O,O,X
JOZTSIL,O,O,O,O,X,O,O,X
JOZTSLI,O,O,O,O,X,O,O,X
JOZITLS,X,O,X,O,X,O,O,X
JOZITSL,X,O,O,O,X,X,O,X
JOZILTS,X,O,O,O,O,O,X,X
JOZILST,X,O,O,O,O,O,O,X
JOZISTL,X,O,O,O,X,O,O,X
JOZISLT,X,O,O,O,X,O,O,X
JOZLTIS,O,O,O,O,X,O,O,X
JOZLTSI,O,O,O,O,X,O,O,X
JOZLITS,X,O,O,O,O,O,X,X
JOZLIST,X,O,O,O,O,O,O,X
JOZLSTI,O,O,O,O,X,O,O,X
JOZLSIT,O,O,O,O,X,O,O,X
JOZSTIL,O,O,O,O,X,O,O,X
JOZSTLI,O,O,O,O,X,O,O,X
JOZSITL,O,O,O,O,X,O,O,X
JOZSILT,O,O,O,O,X,O,O,X
JOZSLTI,O,O,O,O,X,O,O,X
JOZSLIT,O,O,O,O,X,O,O,X
STILJZO,O,X,X,O,X,O,O,O
STILJOZ,O,X,X,X,X,O,O,O
STILZJO,O,O,X,O,X,O,O,O
STILZOJ,O,O,X,O,X,O,O,O
STILOJZ,O,X,X,O,X,O,O,O
STILOZJ,O,X,X,O,X,O,O,O
STIJLZO,O,X,X,X,X,O,O,O
STIJLOZ,O,X,X,X,X,O,O,O
STIJZLO,O,X,X,X,X,O,O,O
STIJZOL,O,X,X,X,X,O,O,O
STIJOLZ,O,X,X,X,X,O,X,O
STIJOZL,O,X,X,X,X,O,O,O
STIZLJO,O,O,X,O,X,O,O,O
STIZLOJ,O,O,X,O,X,O,O,O
STIZJLO,O,O,X,O,X,O,O,O
STIZJOL,O,O,X,O,X,O,O,O
STIZOLJ,O,O,X,O,X,O,O,O
STIZOJL,O,O,X,O,X,O,O,O
STIOLJZ,O,X,X,X,X,O,O,O
STIOLZJ,O,O,X,O,X,O,O,O
STIOJLZ,O,X,X,X,X,O,X,O
STIOJZL,O,X,X,O,X,O,O,O
STIOZLJ,O,O,X,O,X,O,O,O
STIOZJL,O,O,X,O,X,O,O,O
STLIJZO,O,X,O,O,X,O,O,O
STLIJOZ,O,X,O,X,X,O,O,O
STLIZJO,O,O,O,O,X,O,O,O
STLIZOJ,O,O,O,O,X,O,O,O
STLIOJZ,O,X,O,O,X,O,O,O
STLIOZJ,O,X,O,O,X,O,O,O
STLJIZO,O,X,O,O,X,O,O,O
STLJIOZ,O,X,O,X,X,O,O,O
STLJZIO,O,X,O,O,X,O,O,O
STLJZOI,O,X,O,O,X,O,O,O
STLJOIZ,O,X,O,O,X,O,O,O
STLJOZI,O,X,O,O,X,O,O,O
STLZIJO,O,O,O,O,X,O,O,O
STLZIOJ,O,O,O,O,X,O,O,O
STLZJIO,O,O,O,O,X,O,O,O
STLZJOI,O,O,O,O,X,O,O,O
STLZOIJ,O,O,O,O,X,O,O,O
STLZOJI,O,X,O,O,X,O,O,O
STLOIJZ,O,X,O,O,X,O,O,O
STLOIZJ,O,X,O,O,X,O,O,O
STLOJIZ,O,X,O,O,X,O,O,O
STLOJZI,O,X,O,O,X,O,O,O
STLOZIJ,O,X,O,O,X,O,O,O
STLOZJI,O,X,O,O,X,O,O,O
STJILZO,O,X,O,X,X,O,O,O
STJILOZ,O,X,O,X,X,O,O,O
STJIZLO,O,X,O,X,X,O,O,O
STJIZOL,O,X,O,X,X,O,O,O
STJIOLZ,O,X,O,X,X,O,X,O
STJIOZL,O,X,O,X,X,O,O,O
STJLIZO,O,X,O,O,X,O,O,O
STJLIOZ,O,X,O,X,X,O,O,O
STJLZIO,O,X,O,O,X,O,O,O
STJLZOI,O,X,O,O,X,O,O,O
STJLOIZ,O,X,O,O,X,O,O,O
STJLOZI,O,X,O,O,X,O,O,O
STJZILO,O,X,O,O,X,O,O,O
STJZIOL,O,X,O,O,X,O,O,O
STJZLIO,O,X,O,O,X,O,O,O
STJZLOI,O,X,O,O,X,O,O,O
STJZOIL,O,X,O,O,X,O,O,O
STJZOLI,O,X,O,O,X,O,O,O
STJOILZ,O,X,O,X,X,O,X,O
STJOIZL,O,X,O,O,X,O,O,O
STJOLIZ,O,X,O,X,X,O,O,O
STJOLZI,O,X,O,X,X,O,O,O
STJOZIL,O,X,O,O,X,O,O,O
STJOZLI,O,X,O,O,X,O,O,O
STZILJO,O,O,O,O,X,O,O,O
STZILOJ,O,O,O,O,X,O,O,O
STZIJLO,O,O,X,O,X,O,O,O
STZIJOL,O,O,X,O,X,O,O,O
STZIOLJ,O,O,O,O,X,O,O,O
STZIOJL,O,O,O,O,X,O,O,O
STZLIJO,O,O,O,O,X,O,O,O
STZLIOJ,O,O,O,O,X,O,O,O
STZLJIO,O,O,O,O,X,O,O,O
STZLJOI,O,O,O,O,X,O,O,O
STZLOIJ,O,O,O,O,X,O,O,O
STZLOJI,O,O,O,O,X,O,O,O
STZJILO,O,O,O,O,X,O,O,O
STZJIOL,O,O,O,O,X,O,O,O
STZJLIO,O,O,O,O,X,O,O,O
STZJLOI,O,O,O,O,X,O,O,O
STZJOIL,O,O,O,O,X,O,O,O
STZJOLI,O,O,O,O,X,O,O,O
STZOILJ,O,O,O,O,X,O,O,O
STZOIJL,O,O,O,O,X,O,O,O
STZOLIJ,O,O,O,O,X,O,O,O
STZOLJI,O,O,O,O,X,O,O,O
STZOJIL,O,O,O,O,X,O,O,O
STZOJLI,O,O,O,O,X,O,O,O
STOILJZ,O,X,O,O,X,O,O,O
STOILZJ,O,O,O,O,X,O,O,O
STOIJLZ,O,X,O,X,X,O,X,O
STOIJZL,O,X,O,O,X,O,O,O
STOIZLJ,O,O,O,O,X,O,O,O
STOIZJL,O,O,O,O,X,O,O,O
STOLIJZ,O,X,O,O,X,O,O,O
STOLIZJ,O,O,O,O,X,O,O,O
STOLJIZ,O,X,O,O,X,O,O,O
STOLJZI,O,X,O,O,X,O,O,O
STOLZIJ,O,O,O,O,X,O,O,O
STOLZJI,O,O,O,O,X,O,O,O
STOJILZ,O,X,O,X,X,O,X,O
STOJIZL,O,X,O,O,X,O,O,O
STOJLIZ,O,X,O,X,X,O,O,O
STOJLZI,O,X,O,X,X,O,O,O
STOJZIL,O,X,O,O,X,O,O,O
STOJZLI,O,X,O,O,X,O,O,O
STOZILJ,O,O,O,O,X,O,O,O
STOZIJL,O,O,O,O,X,O,O,O
STOZLIJ,O,O,O,O,X,O,O,O
STOZLJI,O,O,O,O,X,O,O,O
STOZJIL,O,O,O,O,X,O,O,O
STOZJLI,O,O,O,O,X,O,O,O
SITLJZO,O,X,X,O,X,O,O,O
SITLJOZ,O,X,X,X,X,O,O,O
SITLZJO,O,X,X,O,X,O,O,O
SITLZOJ,O,X,X,O,X,O,O,O
SITLOJZ,O,X,X,O,X,O,O,O
SITLOZJ,O,X,X,O,X,O,O,O
SITJLZO,O,X,X,X,X,O,O,O
SITJLOZ,O,X,X,X,X,O,O,O
SITJZLO,O,X,X,X,X,O,O,O
SITJZOL,O,X,X,X,X,O,O,O
SITJOLZ,O,X,X,X,X,O,X,O
SITJOZL,O,X,X,X,X,O,O,O
SITZLJO,O,X,X,O,X,O,O,O
SITZLOJ,O,X,X,O,X,O,O,O
SITZJLO,O,X,X,O,X,O,O,O
SITZJOL,O,X,X,O,X,O,O,O
SITZOLJ,O,X,X,O,X,O,O,O
SITZOJL,O,X,X,O,X,O,O,O
SITOLJZ,O,X,X,X,X,O,O,O
SITOLZJ,O,X,X,O,X,O,O,O
SITOJLZ,O,X,X,X,X,O,X,O
SITOJZL,O,X,X,O,X,O,O,O
SITOZLJ,O,X,X,O,X,O,O,O
SITOZJL,O,X,X,O,X,O,O,O
SILTJZO,O,X,O,O,X,X,O,O
SILTJOZ,O,X,O,X,X,X,O,O
SILTZJO,O,X,O,O,X,O,O,O
SILTZOJ,O,X,O,O,X,O,O,O
SILTOJZ,X,X,O,O,X,X,O,O
SILTOZJ,O,X,O,O,X,O,O,O
SILJTZO,O,X,O,O,X,X,X,O
SILJTOZ,O,X,O,X,X,X,X,O
SILJZTO,O,X,O,O,X,O,O,X
SILJZOT,O,X,O,O,X,O,O,O
SILJOTZ,X,X,O,X,O,X,X,O
SILJOZT,X,X,O,X,O,O,O,O
SILZTJO,O,X,O,O,X,O,O,O
SILZTOJ,O,X,O,O,X,O,O,O
SILZJTO,O,X,O,O,X,O,O,X
SILZJOT,O,X,O,O,X,O,O,O
SILZOTJ,O,X,O,O,X,O,O,X
SILZOJT,O,X,O,O,X,O,O,O
SILOTJZ,X,X,O,O,X,X,X,O
SILOTZJ,X,X,O,O,X,O,O,O
SILOJTZ,X,X,O,O,O,X,X,O
SILOJZT,X,X,O,O,O,O,O,O
SILOZTJ,X,X,O,O,X,O,O,X
SILOZJT,X,X,O,O,X,O,O,O
SIJTLZO,O,X,O,X,X,X,O,O
SIJTLOZ,O,X,O,X,X,X,O,O
SIJTZLO,O,X,O,X,X,X,O,O
SIJTZOL,O,X,O,X,X,X,O,O
SIJTOLZ,O,X,O,X,X,X,X,O
SIJTOZL,O,X,O,X,X,X,O,O
SIJLTZO,O,X,O,X,X,X,X,O
SIJLTOZ,O,X,O,X,X,X,X,O
SIJLZTO,O,X,O,X,X,O,O,X
SIJLZOT,O,X,O,X,X,O,O,O
SIJLOTZ,X,X,O,X,O,X,X,O
SIJLOZT,X,X,O,X,O,O,O,O
SIJZTLO,O,X,O,X,X,O,O,X
SIJZTOL,O,X,O,X,X,O,O,X
SIJZLTO,O,X,O,X,X,O,O,X
SIJZLOT,O,X,O,X,X,O,O,O
SIJZOTL,O,X,O,X,X,O,O,X
SIJZOLT,O,X,O,X,X,O,O,O
SIJOTLZ,O,X,O,X,X,X,X,O
SIJOTZL,O,X,O,X,X,X,X,X
SIJOLTZ,O,X,O,X,O,X,X,O
SIJOLZT,O,X,O,X,O,O,X,O
SIJOZTL,O,X,O,X,X,O,O,X
SIJOZLT,O,X,O,X,X,O,O,O
SIZTLJO,O,X,O,O,X,O,O,O
SIZTLOJ,O,X,O,O,X,O,O,O
SIZTJLO,O,X,X,O,X,O,O,O
SIZTJOL,O,X,X,O,X,O,O,O
SIZTOLJ,O,X,O,O,X,O,O,O
SIZTOJL,O,X,O,O,X,O,O,O
SIZLTJO,O,X,O,O,X,O,O,O
SIZLTOJ,O,X,O,O,X,O,O,O
SIZLJTO,O,X,O,O,X,O,O,X
SIZLJOT,O,X,O,O,X,O,O,O
SIZLOTJ,O,X,O,O,X,O,O,X
SIZLOJT,O,X,O,O,X,O,O,O
SIZJTLO,O,X,O,O,X,O,O,X
SIZJTOL,O,X,O,O,X,O,O,X
SIZJLTO,O,X,O,O,X,O,O,X
SIZJLOT,O,X,O,O,X,O,O,O
SIZJOTL,O,X,O,O,X,O,O,X
SIZJOLT,O,X,O,O,X,O,O,O
SIZOTLJ,O,X,O,O,X,O,O,X
SIZOTJL,O,X,O,O,X,O,O,X
SIZOLTJ,O,X,O,O,X,O,O,X
SIZOLJT,O,X,O,O,X,O,O,O
SIZOJTL,O,X,O,O,X,O,O,X
SIZOJLT,O,X,O,O,X,O,O,O
SIOTLJZ,O,X,O,O,X,O,O,O
SIOTLZJ,O,X,O,O,X,O,O,O
SIOTJLZ,O,X,O,X,X,O,X,O
SIOTJZL,O,X,O,O,X,O,O,O
SIOTZLJ,O,X,O,O,X,O,O,O
SIOTZJL,O,X,O,O,X,O,O,O
SIOLTJZ,O,X,O,O,X,X,X,O
SIOLTZJ,O,X,O,O,X,O,O,O
SIOLJTZ,O,X,O,O,O,X,X,O
SIOLJZT,O,X,O,O,O,O,O,O
SIOLZTJ,O,X,O,O,X,O,O,X
SIOLZJT,O,X,O,O,X,O,O,O
SIOJTLZ,O,X,O,X,X,X,X,O
SIOJTZL,O,X,O,O,X,X,X,X
SIOJLTZ,O,X,O,O,O,X,X,O
SIOJLZT,O,X,O,O,O,O,X,O
SIOJZTL,O,X,O,O,X,O,O,X
SIOJZLT,O,X,O,O,X,O,O,O
SIOZTLJ,O,X,O,O,X,O,O,X
SIOZTJL,O,X,O,O,X,O,O,X
SIOZLTJ,O,X,O,O,X,O,O,X
SIOZLJT,O,X,O,O,X,O,O,O
SIOZJTL,O,X,O,O,X,O,O,X
SIOZJLT,O,X,O,O,X,O,O,O
SLTIJZO,O,X,O,O,X,O,O,O
SLTIJOZ,O,X,O,X,X,O,O,O
SLTIZJO,O,O,O,O,X,O,O,O
SLTIZOJ,O,O,O,O,X,O,O,O
SLTIOJZ,O,X,O,O,X,O,O,O
SLTIOZJ,O,X,O,O,X,O,O,O
SLTJIZO,O,X,O,O,X,O,O,O
SLTJIOZ,O,X,O,X,X,O,O,O
SLTJZIO,O,X,O,O,X,O,O,O
SLTJZOI,O,X,O,O,X,O,O,O
SLTJOIZ,O,X,O,O,X,O,O,O
SLTJOZI,O,X,O,O,X,O,O,O
SLTZIJO,O,O,O,O,X,O,O,O
SLTZIOJ,O,O,O,O,X,O,O,O
SLTZJIO,O,O,O,O,X,O,O,O
SLTZJOI,O,O,O,O,X,O,O,O
SLTZOIJ,O,O,O,O,X,O,O,O
SLTZOJI,O,X,O,O,X,O,O,O
SLTOIJZ,O,X,O,O,X,O,O,O
SLTOIZJ,O,X,O,O,X,O,O,O
SLTOJIZ,O,X,O,O,X,O,O,O
SLTOJZI,O,X,O,O,X,O,O,O
SLTOZIJ,O,X,O,O,X,O,O,O
SLTOZJI,O,X,O,O,X,O,O,O
SLITJZO,O,X,O,O,X,X,O,O
SLITJOZ,O,X,O,X,X,X,O,O
SLITZJO,O,X,O,O,X,O,O,O
SLITZOJ,O,X,O,O,X,O,O,O
SLITOJZ,X,X,O,O,X,X,O,O
SLITOZJ,O,X,O,O,X,O,O,O
SLIJTZO,O,X,O,O,X,X,X,O
SLIJTOZ,O,X,O,X,X,X,X,O
SLIJZTO,O,X,O,O,X,O,O,X
SLIJZOT,O,X,O,O,X,O,O,O
SLIJOTZ,X,X,O,X,O,X,X,O
SLIJOZT,X,X,O,X,O,O,O,O
SLIZTJO,O,X,O,O,X,O,O,O
SLIZTOJ,O,X,O,O,X,O,O,O
SLIZJTO,O,X,O,O,X,O,O,X
SLIZJOT,O,X,O,O,X,O,O,O
SLIZOTJ,O,X,O,O,X,O,O,X
SLIZOJT,O,X,O,O,X,O,O,O
SLIOTJZ,X,X,O,O,X,X,X,O
SLIOTZJ,X,X,O,O,X,O,O,O
SLIOJTZ,X,X,O,O,O,X,X,O
SLIOJZT,X,X,O,O,O,O,O,O
SLIOZTJ,X,X,O,O,X,O,O,X
SLIOZJT,X,X,O,O,X,O,O,O
SLJTIZO,O,O,O,O,X,X,X,O
SLJTIOZ,O,X,O,X,X,X,X,O
SLJTZIO,O,O,O,O,X,X,X,O
SLJTZOI,O,O,O,O,X,X,X,O
SLJTOIZ,O,X,O,O,X,X,X,O
SLJTOZI,O,X,O,O,X,X,X,O
SLJITZO,O,X,O,O,X,X,X,O
SLJITOZ,O,X,O,X,X,X,X,O
SLJIZTO,O,X,O,O,X,O,O,X
SLJIZOT,O,X,O,O,X,O,O,O
SLJIOTZ,X,X,O,X,O,X,X,O
SLJIOZT,X,X,O,X,O,O,O,O
SLJZTIO,O,O,O,O,X,O,O,X
SLJZTOI,O,O,O,O,X,O,O,X
SLJZITO,O,O,O,O,X,O,O,X
SLJZIOT,O,O,O,O,X,O,O,X
SLJZOTI,O,O,O,O,X,O,O,X
SLJZOIT,O,O,O,O,X,O,O,X
SLJOTIZ,O,X,O,O,X,X,X,O
SLJOTZI,O,X,O,O,X,X,X,O
SLJOITZ,O,X,O,O,O,X,X,O
SLJOIZT,O,X,O,O,O,O,O,O
SLJOZTI,O,X,O,O,X,O,O,X
SLJOZIT,O,X,O,O,X,O,O,X
SLZTIJO,O,O,O,O,X,O,O,O
SLZTIOJ,O,O,O,O,X,O,O,O
SLZTJIO,O,O,O,O,X,O,O,O
SLZTJOI,O,O,O,O,X,O,O,O
SLZTOIJ,O,O,O,O,X,O,O,O
SLZTOJI,O,X,O,O,X,O,O,O
SLZITJO,O,O,O,O,X,O,O,O
SLZITOJ,O,O,O,O,X,O,O,O
SLZIJTO,O,O,O,O,X,O,O,X
SLZIJOT,O,O,O,O,X,O,O,O
SLZIOTJ,O,O,O,O,X,O,O,X
SLZIOJT,O,O,O,O,X,O,O,O
SLZJTIO,O,O,O,O,X,O,O,X
SLZJTOI,O,O,O,O,X,O,O,X
SLZJITO,O,O,O,O,X,O,O,X
SLZJIOT,O,O,O,O,X,O,O,X
SLZJOTI,O,O,O,O,X,O,O,X
SLZJOIT,O,O,O,O,X,O,O,X
SLZOTIJ,O,O,O,O,X,O,O,O
SLZOTJI,O,X,O,O,X,O,O,O
SLZOITJ,O,O,O,O,X,O,O,X
SLZOIJT,O,O,O,O,X,O,O,O
SLZOJTI,O,O,O,O,X,O,O,X
SLZOJIT,O,O,O,O,X,O,O,X
SLOTIJZ,O,X,O,O,X,O,O,O
SLOTIZJ,O,X,O,O,X,O,O,O
SLOTJIZ,O,X,O,O,X,O,O,O
SLOTJZI,O,X,O,O,X,O,O,O
SLOTZIJ,O,X,O,O,X,O,O,O
SLOTZJI,O,X,O,O,X,O,O,O
SLOITJZ,O,X,O,O,X,X,X,O
SLOITZJ,O,X,O,O,X,O,O,O
SLOIJTZ,O,X,O,O,O,X,X,O
SLOIJZT,O,X,O,O,O,O,O,O
SLOIZTJ,O,X,O,O,X,O,O,X
SLOIZJT,O,X,O,O,X,O,O,O
SLOJTIZ,O,X,O,O,X,X,X,O
SLOJTZI,O,X,O,O,X,X,X,O
SLOJITZ,O,X,O,O,O,X,X,O
SLOJIZT,O,X,O,O,O,O,O,O
SLOJZTI,O,X,O,O,X,O,O,X
SLOJZIT,O,X,O,O,X,O,O,X
SLOZTIJ,O,X,O,O,X,O,O,O
SLOZTJI,O,X,O,O,X,O,O,O
SLOZITJ,O,X,O,O,X,O,O,X
SLOZIJT,O,X,O,O,X,O,O,O
SLOZJTI,O,X,O,O,X,O,O,X
SLOZJIT,O,X,O,O,X,O,O,X
SJTILZO,O,O,O,X,X,O,O,O
SJTILOZ,O,X,O,X,X,O,O,O
SJTIZLO,O,O,O,X,X,O,O,O
SJTIZOL,O,O,O,X,X,O,O,O
SJTIOLZ,O,O,O,X,X,O,X,O
SJTIOZL,O,O,O,X,X,O,O,O
SJTLIZO,O,O,O,O,X,O,O,O
SJTLIOZ,O,X,O,X,X,O,O,O
SJTLZIO,O,O,O,O,X,O,O,O
SJTLZOI,O,O,O,O,X,O,O,O
SJTLOIZ,O,X,O,O,X,O,O,O
SJTLOZI,O,X,O,O,X,O,O,O
SJTZILO,O,O,O,O,X,O,O,O
SJTZIOL,O,O,O,O,X,O,O,O
SJTZLIO,O,O,O,O,X,O,O,O
SJTZLOI,O,O,O,O,X,O,O,O
SJTZOIL,O,O,O,O,X,O,O,O
SJTZOLI,O,O,O,O,X,O,O,O
SJTOILZ,O,O,O,X,X,O,X,O
SJTOIZL,O,O,O,O,X,O,O,O
SJTOLIZ,O,O,O,X,X,O,O,O
SJTOLZI,O,O,O,X,X,O,O,O
SJTOZIL,O,O,O,O,X,O,O,O
SJTOZLI,O,O,O,O,X,O,O,O
SJITLZO,O,X,O,X,X,X,O,O
SJITLOZ,O,X,O,X,X,X,O,O
SJITZLO,O,X,O,X,X,X,O,O
SJITZOL,O,X,O,X,X,X,O,O
SJITOLZ,O,X,O,X,X,X,X,O
SJITOZL,O,X,O,X,X,X,O,O
SJILTZO,O,X,O,X,X,X,X,O
SJILTOZ,O,X,O,X,X,X,X,O
SJILZTO,O,X,O,X,X,O,O,X
SJILZOT,O,X,O,X,X,O,O,O
SJILOTZ,X,X,O,X,O,X,X,O
SJILOZT,X,X,O,X,O,O,O,O
SJIZTLO,O,X,O,X,X,O,O,X
SJIZTOL,O,X,O,X,X,O,O,X
SJIZLTO,O,X,O,X,X,O,O,X
SJIZLOT,O,X,O,X,X,O,O,O
SJIZOTL,O,X,O,X,X,O,O,X
SJIZOLT,O,X,O,X,X,O,O,O
SJIOTLZ,O,X,O,X,X,X,X,O
SJIOTZL,O,X,O,X,X,X,X,X
SJIOLTZ,O,X,O,X,O,X,X,O
SJIOLZT,O,X,O,X,O,O,X,O
SJIOZTL,O,X,O,X,X,O,O,X
SJIOZLT,O,X,O,X,X,O,O,O
SJLTIZO,O,O,O,O,X,X,X,O
SJLTIOZ,O,X,O,X,X,X,X,O
SJLTZIO,O,O,O,O,X,X,X,O
SJLTZOI,O,O,O,O,X,X,X,O
SJLTOIZ,O,X,O,O,X,X,X,O
SJLTOZI,O,X,O,O,X,X,X,O
SJLITZO,O,X,O,O,X,X,X,O
SJLITOZ,O,X,O,X,X,X,X,O
SJLIZTO,O,X,O,O,X,O,O,X
SJLIZOT,O,X,O,O,X,O,O,O
SJLIOTZ,X,X,O,X,O,X,X,O
SJLIOZT,X,X,O,X,O,O,O,O
SJLZTIO,O,O,O,O,X,O,O,X
SJLZTOI,O,O,O,O,X,O,O,X
SJLZITO,O,O,O,O,X,O,O,X
SJLZIOT,O,O,O,O,X,O,O,X
SJLZOTI,O,O,O,O,X,O,O,X
SJLZOIT,O,O,O,O,X,O,O,X
SJLOTIZ,O,X,O,O,X,X,X,O
SJLOTZI,O,X,O,O,X,X,X,O
SJLOITZ,O,X,O,O,O,X,X,O
SJLOIZT,O,X,O,O,O,O,O,O
SJLOZTI,O,X,O,O,X,O,O,X
SJLOZIT,O,X,O,O,X,O,O,X
SJZTILO,O,O,O,O,X,O,O,X
SJZTIOL,O,O,O,O,X,O,O,X
SJZTLIO,O,O,O,O,X,O,O,X
SJZTLOI,O,O,O,O,X,O,O,X
SJZTOIL,O,O,O,O,X,O,O,X
SJZTOLI,O,O,O,O,X,O,O,X
SJZITLO,O,O,O,O,X,O,O,X
SJZITOL,O,O,O,O,X,O,O,X
SJZILTO,O,O,O,O,X,O,O,X
SJZILOT,O,O,O,O,X,O,O,X
SJZIOTL,O,O,O,O,X,O,O,X
SJZIOLT,O,O,O,O,X,O,O,X
SJZLTIO,O,O,O,O,X,O,O,X
SJZLTOI,O,O,O,O,X,O,O,X
SJZLITO,O,O,O,O,X,O,O,X
SJZLIOT,O,O,O,O,X,O,O,X
SJZLOTI,O,O,O,O,X,O,O,X
SJZLOIT,O,O,O,O,X,O,O,X
SJZOTIL,O,O,O,O,X,O,O,X
SJZOTLI,O,O,O,O,X,O,O,X
SJZOITL,O,O,O,O,X,O,O,X
SJZOILT,O,O,O,O,X,O,O,X
SJZOLTI,O,O,O,O,X,O,O,X
SJZOLIT,O,O,O,O,X,O,O,X
SJOTILZ,O,O,O,X,X,O,X,O
SJOTIZL,O,O,O,O,X,O,O,O
SJOTLIZ,O,O,O,X,X,O,O,O
SJOTLZI,O,O,O,X,X,O,O,O
SJOTZIL,O,O,O,O,X,O,O,O
SJOTZLI,O,O,O,O,X,O,O,O
SJOITLZ,O,X,O,X,X,X,X,O
SJOITZL,O,X,O,O,X,X,X,X
SJOILTZ,O,X,O,O,O,X,X,O
SJOILZT,O,X,O,O,O,O,X,O
SJOIZTL,O,X,O,O,X,O,O,X
