sequence,v115@RhA8EeB8BeD8AeE8Je/EJvhFUgBRhBCjBlmBToBmqB,v115@RhA8EeB8BeD8AeE8Jex/IvhFXhB8mBCjBlkBToBmqB,v115@RhA8EeB8BeD8AeE8Je/EJvhFUgBFhBxiBCnBToBmqB,v115@RhA8EeB8BeD8AeE8Jem/IvhFFhBxiB0kBfrBCsBTtB,v115@RhA8EeB8BeD8AeE8JeT/IvhFelBSoBRmBfrBlrBUtB,v115@RhA8EeB8BeD8AeE8JeT/IvhFxgBymBGjBXlBUoBFrB,v115@RhA8EeB8BeD8AeE8Je/EJvhFRgBzhBGjBilBUoBFrB,v115@RhA8EeB8BeD8AeE8JemAJvhFzhBfoB6oBxkB0kBFrB
IJOSLZT,O,X,O,X,O,X,X,O
IJOSZTL,O,X,O,X,X,X,X,X
IJOSZLT,O,X,O,X,X,X,X,O
IJOZTLS,X,O,X,X,X,X,X,X
IJOZTSL,X,O,O,X,X,X,X,X
IJOZLTS,X,O,O,X,O,X,X,X
IJOZLST,X,O,O,X,O,X,X,X
IJOZSTL,X,O,O,X,X,X,X,X
IJOZSLT,X,O,O,X,X,X,X,O
ISTLJZO,O,X,X,O,X,O,O,O
ISTLJOZ,O,X,X,X,X,O,O,O
ISTLZJO,O,X,X,O,X,O,O,O
ISTLZOJ,O,X,X,O,X,O,O,O
ISTLOJZ,O,X,X,O,X,O,O,O
ISTLOZJ,O,X,X,O,X,O,O,O
ISTJLZO,O,X,X,X,X,O,O,O
ISTJLOZ,O,X,X,X,X,O,O,O
ISTJZLO,O,X,X,X,X,O,O,O
ISTJZOL,O,X,X,X,X,O,O,O
ISTJOLZ,O,X,X,X,X,O,X,O
ISTJOZL,O,X,X,X,X,O,O,O
ISTZLJO,O,X,X,O,X,O,O,O
ISTZLOJ,O,X,X,O,X,O,O,O
ISTZJLO,O,X,X,O,X,O,O,O
ISTZJOL,O,X,X,O,X,O,O,O
ISTZOLJ,O,X,X,O,X,O,O,O
ISTZOJL,O,X,X,O,X,O,O,O
ISTOLJZ,O,X,X,X,X,O,O,O
ISTOLZJ,O,X,X,O,X,O,O,O
ISTOJLZ,O,X,X,X,X,O,X,O
ISTOJZL,O,X,X,O,X,O,O,O
ISTOZLJ,O,X,X,O,X,O,O,O
ISTOZJL,O,X,X,O,X,O,O,O
ISLTJZO,O,X,O,O,X,X,O,O
ISLTJOZ,O,X,O,X,X,X,O,O
ISLTZJO,O,X,O,O,X,O,O,O
ISLTZOJ,O,X,O,O,X,O,O,O
ISLTOJZ,X,X,O,O,X,X,O,O
ISLTOZJ,O,X,O,O,X,O,O,O
ISLJTZO,O,X,O,O,X,X,X,O
ISLJTOZ,O,X,O,X,X,X,X,O
ISLJZTO,O,X,O,O,X,O,O,X
ISLJZOT,O,X,O,O,X,O,O,O
ISLJOTZ,X,X,O,X,O,X,X,O
ISLJOZT,X,X,O,X,O,O,O,O
ISLZTJO,O,X,O,O,X,O,O,O
ISLZTOJ,O,X,O,O,X,O,O,O
ISLZJTO,O,X,O,O,X,O,O,X
ISLZJOT,O,X,O,O,X,O,O,O
ISLZOTJ,O,X,O,O,X,O,O,X
ISLZOJT,O,X,O,O,X,O,O,O
ISLOTJZ,X,X,O,O,X,X,X,O
ISLOTZJ,X,X,O,O,X,O,O,O
ISLOJTZ,X,X,O,O,O,X,X,O
ISLOJZT,X,X,O,O,O,O,O,O
ISLOZTJ,X,X,O,O,X,O,O,X
ISLOZJT,X,X,O,O,X,O,O,O
ISJTLZO,O,X,O,X,X,X,O,O
ISJTLOZ,O,X,O,X,X,X,O,O
ISJTZLO,O,X,O,X,X,X,O,O
ISJTZOL,O,X,O,X,X,X,O,O
ISJTOLZ,O,X,O,X,X,X,X,O
ISJTOZL,O,X,O,X,X,X,O,O
ISJLTZO,O,X,O,X,X,X,X,O
ISJLTOZ,O,X,O,X,X,X,X,O
ISJLZTO,O,X,O,X,X,O,O,X
ISJLZOT,O,X,O,X,X,O,O,O
ISJLOTZ,X,X,O,X,O,X,X,O
ISJLOZT,X,X,O,X,O,O,O,O
ISJZTLO,O,X,O,X,X,O,O,X
ISJZTOL,O,X,O,X,X,O,O,X
ISJZLTO,O,X,O,X,X,O,O,X
ISJZLOT,O,X,O,X,X,O,O,O
ISJZOTL,O,X,O,X,X,O,O,X
ISJZOLT,O,X,O,X,X,O,O,O
ISJOTLZ,O,X,O,X,X,X,X,O
ISJOTZL,O,X,O,X,X,X,X,X
ISJOLTZ,O,X,O,X,O,X,X,O
ISJOLZT,O,X,O,X,O,O,X,O
ISJOZTL,O,X,O,X,X,O,O,X
ISJOZLT,O,X,O,X,X,O,O,O
ISZTLJO,O,X,O,O,X,O,O,O
ISZTLOJ,O,X,O,O,X,O,O,O
ISZTJLO,O,X,X,O,X,O,O,O
ISZTJOL,O,X,X,O,X,O,O,O
ISZTOLJ,O,X,O,O,X,O,O,O
ISZTOJL,O,X,O,O,X,O,O,O
ISZLTJO,O,X,O,O,X,O,O,O
ISZLTOJ,O,X,O,O,X,O,O,O
ISZLJTO,O,X,O,O,X,O,O,X
ISZLJOT,O,X,O,O,X,O,O,O
ISZLOTJ,O,X,O,O,X,O,O,X
ISZLOJT,O,X,O,O,X,O,O,O
ISZJTLO,O,X,O,O,X,O,O,X
ISZJTOL,O,X,O,O,X,O,O,X
ISZJLTO,O,X,O,O,X,O,O,X
ISZJLOT,O,X,O,O,X,O,O,O
ISZJOTL,O,X,O,O,X,O,O,X
ISZJOLT,O,X,O,O,X,O,O,O
ISZOTLJ,O,X,O,O,X,O,O,X
ISZOTJL,O,X,O,O,X,O,O,X
ISZOLTJ,O,X,O,O,X,O,O,X
ISZOLJT,O,X,O,O,X,O,O,O
ISZOJTL,O,X,O,O,X,O,O,X
ISZOJLT,O,X,O,O,X,O,O,O
ISOTLJZ,O,X,O,O,X,O,O,O
ISOTLZJ,O,X,O,O,X,O,O,O
ISOTJLZ,O,X,O,X,X,O,X,O
ISOTJZL,O,X,O,O,X,O,O,O
ISOTZLJ,O,X,O,O,X,O,O,O
ISOTZJL,O,X,O,O,X,O,O,O
ISOLTJZ,O,X,O,O,X,X,X,O
ISOLTZJ,O,X,O,O,X,O,O,O
ISOLJTZ,O,X,O,O,O,X,X,O
ISOLJZT,O,X,O,O,O,O,O,O
ISOLZTJ,O,X,O,O,X,O,O,X
ISOLZJT,O,X,O,O,X,O,O,O
ISOJTLZ,O,X,O,X,X,X,X,O
ISOJTZL,O,X,O,O,X,X,X,X
ISOJLTZ,O,X,O,O,O,X,X,O
ISOJLZT,O,X,O,O,O,O,X,O
ISOJZTL,O,X,O,O,X,O,O,X
ISOJZLT,O,X,O,O,X,O,O,O
ISOZTLJ,O,X,O,O,X,O,O,X
ISOZTJL,O,X,O,O,X,O,O,X
ISOZLTJ,O,X,O,O,X,O,O,X
ISOZLJT,O,X,O,O,X,O,O,O
ISOZJTL,O,X,O,O,X,O,O,X
ISOZJLT,O,X,O,O,X,O,O,O
IZTLJSO,X,O,X,X,X,O,O,X
IZTLJOS,X,O,X,X,X,O,O,X
IZTLSJO,X,O,X,X,X,O,O,X
IZTLSOJ,X,O,X,X,X,O,O,X
IZTLOJS,X,O,X,X,X,O,O,X
IZTLOSJ,X,O,X,X,X,O,O,X
IZTJLSO,X,O,X,X,X,O,O,X
IZTJLOS,X,O,X,X,X,O,O,X
IZTJSLO,X,O,X,X,X,O,O,O
IZTJSOL,X,O,X,X,X,O,O,O
IZTJOLS,X,O,X,X,X,O,O,X
IZTJOSL,X,O,X,X,X,X,O,O
IZTSLJO,X,O,X,X,X,O,O,O
IZTSLOJ,X,O,X,X,X,O,O,O
IZTSJLO,X,O,X,X,X,O,O,O
IZTSJOL,X,O,X,X,X,O,O,O
IZTSOLJ,X,O,X,X,X,O,O,O
IZTSOJL,X,O,X,X,X,O,O,O
IZTOLJS,X,O,X,X,X,O,O,X
IZTOLSJ,X,O,X,X,X,O,O,X
IZTOJLS,X,O,X,X,X,O,O,X
IZTOJSL,X,O,X,X,X,X,O,O
IZTOSLJ,X,O,X,X,X,X,O,O
IZTOSJL,X,O,X,X,X,X,O,O
IZLTJSO,X,O,X,O,X,O,X,X
IZLTJOS,X,O,X,X,X,O,X,X
IZLTSJO,X,O,X,O,X,O,X,X
IZLTSOJ,X,O,X,O,X,O,X,X
IZLTOJS,X,O,X,X,X,O,X,X
IZLTOSJ,X,O,X,X,X,X,X,X
IZLJTSO,X,O,X,O,X,O,X,X
IZLJTOS,X,O,X,X,X,O,X,X
IZLJSTO,X,O,X,O,X,O,O,X
IZLJSOT,X,O,X,O,X,O,O,X
IZLJOTS,X,X,X,O,O,O,X,X
IZLJOST,X,X,X,O,O,O,O,X
IZLSTJO,X,O,X,O,X,O,O,X
IZLSTOJ,X,O,X,O,X,O,O,X
IZLSJTO,X,O,X,O,X,O,O,X
IZLSJOT,X,O,X,O,X,O,O,X
IZLSOTJ,X,O,X,O,X,O,O,X
IZLSOJT,X,O,X,O,X,O,O,X
IZLOTJS,X,X,X,O,X,O,X,X
IZLOTSJ,X,X,X,O,X,O,X,X
IZLOJTS,X,X,X,O,O,O,X,X
IZLOJST,X,X,X,O,O,O,O,X
IZLOSTJ,X,X,X,O,X,O,O,X
IZLOSJT,X,X,X,O,X,O,O,X
IZJTLSO,X,O,X,X,X,O,O,X
IZJTLOS,X,O,X,X,X,O,O,X
IZJTSLO,X,O,X,X,X,O,O,X
IZJTSOL,X,O,X,X,X,O,O,X
IZJTOLS,X,O,X,X,X,O,O,X
IZJTOSL,X,O,X,X,X,X,O,X
IZJLTSO,X,O,X,O,X,O,X,X
IZJLTOS,X,O,X,X,X,O,X,X
IZJLSTO,X,O,X,O,X,O,O,X
IZJLSOT,X,O,X,O,X,O,O,X
IZJLOTS,X,X,X,O,O,O,X,X
IZJLOST,X,X,X,O,O,O,O,X
IZJSTLO,X,O,X,O,X,O,O,X
IZJSTOL,X,O,X,O,X,O,O,X
IZJSLTO,X,O,X,O,X,O,O,X
IZJSLOT,X,O,X,O,X,O,O,O
IZJSOTL,X,O,X,O,X,O,O,X
IZJSOLT,X,O,X,O,X,O,O,O
IZJOTLS,X,O,X,O,X,O,O,X
IZJOTSL,X,O,X,O,X,X,O,X
IZJOLTS,X,O,X,O,O,O,X,X
IZJOLST,X,O,X,O,O,O,O,X
IZJOSTL,X,O,X,O,X,O,O,X
IZJOSLT,X,O,X,O,X,O,O,O
IZSTLJO,X,O,X,O,X,O,O,O
IZSTLOJ,X,O,X,O,X,O,O,O
IZSTJLO,X,O,X,O,X,O,O,O
IZSTJOL,X,O,X,O,X,O,O,O
IZSTOLJ,X,O,X,O,X,O,O,O
IZSTOJL,X,O,X,O,X,O,O,O
IZSLTJO,X,O,X,O,X,O,O,O
IZSLTOJ,X,O,X,O,X,O,O,O
IZSLJTO,X,O,X,O,X,O,O,X
IZSLJOT,X,O,X,O,X,O,O,O
IZSLOTJ,X,O,X,O,X,O,O,X
IZSLOJT,X,O,X,O,X,O,O,O
IZSJTLO,X,O,X,O,X,O,O,X
IZSJTOL,X,O,X,O,X,O,O,X
IZSJLTO,X,O,X,O,X,O,O,X
IZSJLOT,X,O,X,O,X,O,O,O
IZSJOTL,X,O,X,O,X,O,O,X
IZSJOLT,X,O,X,O,X,O,O,O
IZSOTLJ,X,O,X,O,X,O,O,X
IZSOTJL,X,O,X,O,X,O,O,X
IZSOLTJ,X,O,X,O,X,O,O,X
IZSOLJT,X,O,X,O,X,O,O,O
IZSOJTL,X,O,X,O,X,O,O,X
IZSOJLT,X,O,X,O,X,O,O,O
IZOTLJS,X,O,X,O,X,O,O,X
IZOTLSJ,X,O,X,O,X,O,O,X
IZOTJLS,X,O,X,O,X,O,O,X
IZOTJSL,X,O,X,O,X,X,O,X
IZOTSLJ,X,O,X,O,X,X,O,X
IZOTSJL,X,O,X,O,X,X,O,X
IZOLTJS,X,O,X,O,X,O,X,X
IZOLTSJ,X,O,X,O,X,O,X,X
IZOLJTS,X,O,X,O,O,O,X,X
IZOLJST,X,O,X,O,O,O,O,X
IZOLSTJ,X,O,X,O,X,O,O,X
IZOLSJT,X,O,X,O,X,O,O,X
IZOJTLS,X,O,X,O,X,O,O,X
IZOJTSL,X,O,X,O,X,X,O,X
IZOJLTS,X,O,X,O,O,O,X,X
IZOJLST,X,O,X,O,O,O,O,X
IZOJSTL,X,O,X,O,X,O,O,X
IZOJSLT,X,O,X,O,X,O,O,O
IZOSTLJ,X,O,X,O,X,O,O,X
IZOSTJL,X,O,X,O,X,O,O,X
IZOSLTJ,X,O,X,O,X,O,O,X
IZOSLJT,X,O,X,O,X,O,O,O
IZOSJTL,X,O,X,O,X,O,O,X
IZOSJLT,X,O,X,O,X,O,O,O
IOTLJSZ,O,X,O,X,O,X,X,O
IOTLJZS,O,O,O,X,O,O,X,X
IOTLSJZ,O,X,O,O,X,X,O,O
IOTLSZJ,O,O,O,O,X,O,O,O
IOTLZJS,O,O,O,O,X,O,O,X
IOTLZSJ,O,O,O,O,X,O,O,X
IOTJLSZ,O,X,O,X,O,X,X,O
IOTJLZS,O,O,O,X,O,X,X,X
IOTJSLZ,O,X,O,X,X,X,X,O
IOTJSZL,O,X,O,X,X,X,X,O
IOTJZLS,O,O,X,X,X,X,X,X
IOTJZSL,O,O,O,X,X,X,X,O
IOTSLJZ,O,X,O,O,X,X,O,O
IOTSLZJ,O,O,O,O,X,X,O,O
IOTSJLZ,O,X,O,X,X,X,X,O
IOTSJZL,O,X,O,O,X,X,O,O
IOTSZLJ,O,O,O,O,X,X,O,O
IOTSZJL,O,O,O,O,X,X,O,O
IOTZLJS,O,O,X,O,X,O,O,X
IOTZLSJ,O,O,X,O,X,O,O,X
IOTZJLS,O,O,X,O,X,O,O,X
IOTZJSL,O,O,X,O,X,X,O,O
IOTZSLJ,O,O,X,O,X,X,O,O
IOTZSJL,O,O,X,O,X,X,O,O
IOLTJSZ,O,X,O,X,O,X,X,X
IOLTJZS,O,O,O,X,O,O,X,X
IOLTSJZ,O,X,O,O,X,X,X,X
IOLTSZJ,O,O,O,O,X,O,X,X
IOLTZJS,O,O,O,O,X,O,X,X
IOLTZSJ,O,O,O,O,X,O,X,X
IOLJTSZ,O,O,O,X,O,X,X,X
IOLJTZS,O,O,O,X,O,X,X,X
IOLJSTZ,O,X,O,O,O,X,X,O
IOLJSZT,O,X,O,O,O,X,X,O
IOLJZTS,X,O,O,O,O,O,X,X
IOLJZST,X,O,O,O,O,O,X,X
IOLSTJZ,O,X,O,O,X,X,X,O
IOLSTZJ,O,X,O,O,X,O,O,X
IOLSJTZ,O,X,O,O,O,X,X,O
IOLSJZT,O,X,O,O,O,O,O,O
IOLSZTJ,O,X,O,O,X,O,O,X
IOLSZJT,O,X,O,O,X,O,O,O
IOLZTJS,X,O,O,O,X,O,X,X
IOLZTSJ,X,O,O,O,X,O,X,X
IOLZJTS,X,O,O,O,O,O,X,X
IOLZJST,X,O,O,O,O,O,O,X
IOLZSTJ,X,O,O,O,X,O,O,X
IOLZSJT,X,O,O,O,X,O,O,X
IOJTLSZ,O,O,O,X,O,X,X,X
IOJTLZS,O,O,O,X,O,X,X,X
IOJTSLZ,O,O,O,X,X,X,X,O
IOJTSZL,O,O,O,X,X,X,X,X
IOJTZLS,O,O,X,X,X,X,X,X
IOJTZSL,O,O,O,X,X,X,X,X
IOJLTSZ,O,O,O,X,O,X,X,X
IOJLTZS,O,O,O,X,O,X,X,X
IOJLSTZ,O,X,O,O,O,X,X,O
IOJLSZT,O,X,O,O,O,X,X,O
IOJLZTS,X,O,O,O,O,X,X,X
IOJLZST,X,O,O,O,O,X,X,X
IOJSTLZ,O,X,O,X,X,X,X,O
IOJSTZL,O,X,O,O,X,X,X,X
IOJSLTZ,O,X,O,O,O,X,X,O
IOJSLZT,O,X,O,O,O,X,X,O
IOJSZTL,O,X,O,O,X,X,X,X
IOJSZLT,O,X,O,O,X,X,X,O
IOJZTLS,X,O,X,O,X,X,X,X
IOJZTSL,X,O,O,O,X,X,X,X
IOJZLTS,X,O,O,O,O,X,X,X
IOJZLST,X,O,O,O,O,X,X,X
IOJZSTL,X,O,O,O,X,X,X,X
IOJZSLT,X,O,O,O,X,X,X,O
IOSTLJZ,O,X,O,O,X,O,O,O
IOSTLZJ,O,X,O,O,X,O,O,O
IOSTJLZ,O,X,O,X,X,O,X,O
IOSTJZL,O,X,O,O,X,O,O,O
IOSTZLJ,O,X,O,O,X,O,O,O
IOSTZJL,O,X,O,O,X,O,O,O
IOSLTJZ,O,X,O,O,X,X,X,O
IOSLTZJ,O,X,O,O,X,O,O,O
IOSLJTZ,O,X,O,O,O,X,X,O
IOSLJZT,O,X,O,O,O,O,O,O
IOSLZTJ,O,X,O,O,X,O,O,X
IOSLZJT,O,X,O,O,X,O,O,O
IOSJTLZ,O,X,O,X,X,X,X,O
IOSJTZL,O,X,O,O,X,X,X,X
IOSJLTZ,O,X,O,O,O,X,X,O
IOSJLZT,O,X,O,O,O,O,X,O
IOSJZTL,O,X,O,O,X,O,O,X
IOSJZLT,O,X,O,O,X,O,O,O
IOSZTLJ,O,X,O,O,X,O,O,X
IOSZTJL,O,X,O,O,X,O,O,X
IOSZLTJ,O,X,O,O,X,O,O,X
IOSZLJT,O,X,O,O,X,O,O,O
IOSZJTL,O,X,O,O,X,O,O,X
IOSZJLT,O,X,O,O,X,O,O,O
IOZTLJS,X,O,X,O,X,O,O,X
IOZTLSJ,X,O,X,O,X,O,O,X
IOZTJLS,X,O,X,O,X,O,O,X
IOZTJSL,X,O,X,O,X,X,O,X
IOZTSLJ,X,O,X,O,X,X,O,X
IOZTSJL,X,O,X,O,X,X,O,X
IOZLTJS,X,O,O,O,X,O,X,X
IOZLTSJ,X,O,O,O,X,O,X,X
IOZLJTS,X,O,O,O,O,O,X,X
IOZLJST,X,O,O,O,O,O,O,X
IOZLSTJ,X,O,O,O,X,O,O,X
IOZLSJT,X,O,O,O,X,O,O,X
IOZJTLS,X,O,X,O,X,O,O,X
IOZJTSL,X,O,O,O,X,X,O,X
IOZJLTS,X,O,O,O,O,O,X,X
IOZJLST,X,O,O,O,O,O,O,X
IOZJSTL,X,O,O,O,X,O,O,X
IOZJSLT,X,O,O,O,X,O,O,O
IOZSTLJ,X,O,O,O,X,O,O,X
IOZSTJL,X,O,O,O,X,O,O,X
IOZSLTJ,X,O,O,O,X,O,O,X
IOZSLJT,X,O,O,O,X,O,O,O
IOZSJTL,X,O,O,O,X,O,O,X
IOZSJLT,X,O,O,O,X,O,O,O
LTIJSZO,O,X,O,X,X,O,X,O
LTIJSOZ,O,X,O,X,X,O,X,O
LTIJZSO,O,O,O,X,X,O,X,X
LTIJZOS,X,O,X,X,X,O,X,X
LTIJOSZ,O,X,O,X,O,X,X,O
LTIJOZS,O,X,O,X,O,O,X,X
LTISJZO,O,X,O,O,X,O,O,O
LTISJOZ,O,X,O,X,X,O,O,O
LTISZJO,O,O,O,O,X,O,O,O
LTISZOJ,O,O,O,O,X,O,O,O
LTISOJZ,O,X,O,X,X,O,O,O
LTISOZJ,O,X,O,O,X,O,O,O
LTIZJSO,O,O,O,O,X,O,O,X
LTIZJOS,X,O,X,X,X,O,O,X
LTIZSJO,O,O,O,O,X,O,O,X
LTIZSOJ,O,O,O,O,X,O,O,X
LTIZOJS,X,O,X,X,X,O,O,X
LTIZOSJ,X,O,X,X,X,O,O,X
LTIOJSZ,O,X,O,X,O,X,X,O
LTIOJZS,O,O,O,X,O,O,X,X
LTIOSJZ,O,X,O,X,X,O,O,O
LTIOSZJ,O,O,O,X,X,O,O,O
LTIOZJS,O,O,O,X,X,O,O,X
LTIOZSJ,O,O,O,X,X,O,O,X
LTJISZO,O,O,O,X,X,O,X,O
LTJISOZ,O,X,O,X,X,O,X,O
LTJIZSO,O,O,O,X,X,O,X,X
LTJIZOS,X,O,X,X,X,O,X,X
LTJIOSZ,O,X,O,X,O,X,X,O
LTJIOZS,O,O,O,X,O,O,X,X
LTJSIZO,O,O,O,X,X,O,O,O
LTJSIOZ,O,X,O,X,X,O,O,O
LTJSZIO,O,O,O,X,X,O,O,O
LTJSZOI,O,O,O,X,X,O,O,O
LTJSOIZ,O,X,O,X,X,O,O,O
LTJSOZI,O,X,O,X,X,O,O,O
LTJZISO,O,O,O,X,X,O,O,X
LTJZIOS,X,O,X,X,X,O,O,X
LTJZSIO,O,O,O,X,X,O,O,X
LTJZSOI,O,O,O,X,X,O,O,X
LTJZOIS,X,O,O,X,X,O,O,X
LTJZOSI,X,O,O,X,X,O,O,X
LTJOISZ,O,X,O,X,O,X,X,O
LTJOIZS,O,O,O,X,O,O,X,X
LTJOSIZ,O,X,O,X,X,X,O,O
LTJOSZI,O,X,O,X,X,X,O,O
LTJOZIS,O,O,O,X,X,O,O,X
LTJOZSI,O,O,O,X,X,O,O,X
LTSIJZO,O,X,O,O,X,O,O,O
LTSIJOZ,O,X,O,X,X,O,O,O
LTSIZJO,O,O,O,O,X,O,O,O
LTSIZOJ,O,O,O,O,X,O,O,O
LTSIOJZ,O,X,O,O,X,O,O,O
LTSIOZJ,O,X,O,O,X,O,O,O
LTSJIZO,O,X,O,O,X,O,O,O
LTSJIOZ,O,X,O,X,X,O,O,O
LTSJZIO,O,X,O,O,X,O,O,O
LTSJZOI,O,X,O,O,X,O,O,O
LTSJOIZ,O,X,O,O,X,O,O,O
LTSJOZI,O,X,O,O,X,O,O,O
LTSZIJO,O,O,O,O,X,O,O,O
LTSZIOJ,O,O,O,O,X,O,O,O
LTSZJIO,O,O,O,O,X,O,O,O
LTSZJOI,O,O,O,O,X,O,O,O
LTSZOIJ,O,O,O,O,X,O,O,O
LTSZOJI,O,X,O,O,X,O,O,O
LTSOIJZ,O,X,O,O,X,O,O,O
LTSOIZJ,O,X,O,O,X,O,O,O
LTSOJIZ,O,X,O,O,X,O,O,O
LTSOJZI,O,X,O,O,X,O,O,O
LTSOZIJ,O,X,O,O,X,O,O,O
LTSOZJI,O,X,O,O,X,O,O,O
LTZIJSO,O,O,O,O,X,O,O,X
LTZIJOS,X,O,X,X,X,O,O,X
LTZISJO,O,O,O,O,X,O,O,X
LTZISOJ,O,O,O,O,X,O,O,X
LTZIOJS,X,O,X,X,X,O,O,X
LTZIOSJ,X,O,X,X,X,O,O,X
LTZJISO,O,O,O,O,X,O,O,X
LTZJIOS,X,O,X,X,X,O,O,X
LTZJSIO,O,O,O,O,X,O,O,X
LTZJSOI,O,O,O,O,X,O,O,X
LTZJOIS,X,O,O,O,X,O,O,X
LTZJOSI,X,O,O,O,X,O,O,X
LTZSIJO,O,O,O,O,X,O,O,X
LTZSIOJ,O,O,O,O,X,O,O,X
LTZSJIO,O,O,O,O,X,O,O,X
LTZSJOI,O,O,O,O,X,O,O,X
LTZSOIJ,O,O,O,O,X,O,O,X
LTZSOJI,X,O,O,O,X,O,O,X
LTZOIJS,X,O,O,O,X,O,O,X
LTZOISJ,X,O,O,O,X,O,O,X
LTZOJIS,X,O,O,O,X,O,O,X
LTZOJSI,X,O,O,O,X,O,O,X
LTZOSIJ,X,O,O,O,X,O,O,X
LTZOSJI,X,O,O,O,X,O,O,X
LTOIJSZ,O,X,O,X,O,X,X,O
LTOIJZS,O,O,O,X,O,O,X,X
LTOISJZ,O,X,O,O,X,O,O,O
LTOISZJ,O,O,O,O,X,O,O,O
LTOIZJS,O,O,O,O,X,O,O,X
LTOIZSJ,O,O,O,O,X,O,O,X
LTOJISZ,O,X,O,X,O,X,X,O
LTOJIZS,O,O,O,X,O,O,X,X
LTOJSIZ,O,X,O,X,X,X,O,O
LTOJSZI,O,X,O,X,X,X,O,O
LTOJZIS,O,O,O,X,X,O,O,X
LTOJZSI,O,O,O,X,X,O,O,X
LTOSIJZ,O,X,O,O,X,O,O,O
LTOSIZJ,O,O,O,O,X,O,O,O
LTOSJIZ,O,X,O,O,X,O,O,O
LTOSJZI,O,X,O,O,X,O,O,O
LTOSZIJ,O,O,O,O,X,O,O,O
LTOSZJI,O,O,O,O,X,O,O,O
LTOZIJS,O,O,O,O,X,O,O,X
LTOZISJ,O,O,O,O,X,O,O,X
LTOZJIS,O,O,O,O,X,O,O,X
LTOZJSI,O,O,O,O,X,O,O,X
LTOZSIJ,O,O,O,O,X,O,O,X
LTOZSJI,O,O,O,O,X,O,O,X
LITJSZO,O,X,O,X,X,X,X,O
LITJSOZ,O,X,O,X,X,X,X,O
LITJZSO,O,O,O,X,X,X,X,X
LITJZOS,X,O,X,X,X,X,X,X
LITJOSZ,O,X,O,X,O,X,X,O
LITJOZS,X,X,O,X,O,X,X,X
LITSJZO,O,X,O,O,X,X,X,O
LITSJOZ,O,X,O,X,X,X,X,O
LITSZJO,O,O,O,O,X,O,X,O
LITSZOJ,O,O,O,O,X,O,X,O
LITSOJZ,X,X,O,X,X,X,X,O
LITSOZJ,O,X,O,O,X,O,X,O
LITZJSO,O,O,O,O,X,O,X,X
LITZJOS,X,O,X,X,X,O,X,X
LITZSJO,O,O,O,O,X,O,X,X
LITZSOJ,O,O,O,O,X,O,X,X
LITZOJS,X,O,X,X,X,O,X,X
LITZOSJ,X,O,X,X,X,X,X,X
LITOJSZ,O,X,O,X,O,X,X,O
LITOJZS,X,X,O,X,O,X,X,X
LITOSJZ,X,X,O,X,X,X,X,O
LITOSZJ,O,X,O,X,X,X,X,O
LITOZJS,X,O,O,X,X,O,X,X
LITOZSJ,X,O,O,X,X,X,X,X
LIJTSZO,O,O,O,X,X,X,X,X
LIJTSOZ,O,X,O,X,X,X,X,X
LIJTZSO,O,O,O,X,X,X,X,X
LIJTZOS,X,O,X,X,X,X,X,X
LIJTOSZ,O,X,O,X,O,X,X,X
LIJTOZS,X,O,O,X,O,X,X,X
LIJSTZO,O,X,O,O,X,X,X,X
LIJSTOZ,O,X,O,X,X,X,X,O
LIJSZTO,O,X,O,O,X,O,X,X
LIJSZOT,O,X,O,O,X,O,X,O
LIJSOTZ,X,X,O,X,O,X,X,O
LIJSOZT,X,X,O,X,O,O,X,O
LIJZTSO,X,O,O,O,X,O,X,X
LIJZTOS,X,O,X,X,X,O,X,X
LIJZSTO,X,O,O,O,X,O,X,X
LIJZSOT,X,O,O,O,X,O,X,X
LIJZOTS,X,X,X,X,O,O,X,X
LIJZOST,X,X,X,O,O,O,X,X
LIJOTSZ,X,X,O,X,O,X,X,X
LIJOTZS,X,X,O,X,O,X,X,X
LIJOSTZ,X,X,O,X,O,X,X,O
LIJOSZT,X,X,O,X,O,X,X,O
LIJOZTS,X,X,O,X,O,O,X,X
LIJOZST,X,X,O,X,O,O,X,X
LISTJZO,O,X,O,O,X,X,X,O
LISTJOZ,O,X,O,X,X,X,X,O
LISTZJO,O,X,O,O,X,O,O,O
LISTZOJ,O,X,O,O,X,O,O,O
LISTOJZ,X,X,O,O,X,X,X,O
LISTOZJ,O,X,O,O,X,O,O,O
LISJTZO,O,X,O,O,X,X,X,O
LISJTOZ,O,X,O,X,X,X,X,O
LISJZTO,O,X,O,O,X,O,O,X
LISJZOT,O,X,O,O,X,O,O,O
LISJOTZ,X,X,O,X,O,X,X,O
LISJOZT,X,X,O,X,O,O,O,O
LISZTJO,O,X,O,O,X,O,O,O
LISZTOJ,O,X,O,O,X,O,O,O
LISZJTO,O,X,O,O,X,O,O,X
LISZJOT,O,X,O,O,X,O,O,O
LISZOTJ,O,X,O,O,X,O,O,X
LISZOJT,O,X,O,O,X,O,O,O
LISOTJZ,X,X,O,O,X,X,X,O
LISOTZJ,X,X,O,O,X,O,O,O
LISOJTZ,X,X,O,O,O,X,X,O
LISOJZT,X,X,O,O,O,O,O,O
LISOZTJ,X,X,O,O,X,O,O,X
LISOZJT,X,X,O,O,X,O,O,O
LIZTJSO,X,O,O,O,X,O,X,X
LIZTJOS,X,O,X,X,X,O,X,X
