sequence,v115@ThB8EeF8AeD8Jem/IvhFRhB3iBcoBTkBFmBCsB,v115@ThB8EeF8AeD8Jem/IvhFfmB0hBxiBTkBFoBCsB,v115@ThB8EeF8AeD8Jex/IvhFlhB3iBcoBTkBmlBCsB,v115@ThB8EeF8AeD8Jex/IvhFlhBCjBTkBmlB8rBXtB,v115@ThB8EeF8AeD8Je2EJvhFqnBTjBRmB3kBFmB8rB,v115@ThB8EeF8AeD8Jei/IvhFWmBxhBTjB3kB0nBlrB,v115@ThB8EeF8AeD8Jei/IvhFzgBRiBcoB3kBGnBlrB,v115@ThB8EeF8AeD8JeOEJvhF8kBzgBCiBxnBXoBlrB
JOLSZTI,O,O,O,O,X,O,O,X
JOLSZIT,O,O,O,O,X,O,O,X
JOLZTIS,O,O,O,O,X,X,X,X
JOLZTSI,O,O,O,O,X,X,X,X
JOLZITS,O,X,O,O,O,X,X,X
JOLZIST,O,X,O,O,O,O,O,X
JOLZSTI,O,O,O,O,X,O,O,X
JOLZSIT,O,O,O,O,X,O,O,X
JOSTILZ,O,O,O,O,X,O,O,X
JOSTIZL,O,O,O,O,X,O,O,X
JOSTLIZ,O,O,O,O,X,O,O,X
JOSTLZI,O,O,O,O,X,O,O,X
JOSTZIL,O,O,O,O,X,O,O,X
JOSTZLI,O,O,O,O,X,O,O,X
JOSITLZ,X,O,O,O,X,O,X,X
JOSITZL,X,O,O,O,X,O,X,X
JOSILTZ,X,O,O,O,O,O,X,X
JOSILZT,X,O,O,O,O,O,O,X
JOSIZTL,X,O,O,O,X,O,O,X
JOSIZLT,X,O,O,O,X,O,O,X
JOSLTIZ,O,O,O,O,X,O,O,X
JOSLTZI,O,O,O,O,X,O,O,X
JOSLITZ,X,O,O,O,O,O,X,X
JOSLIZT,X,O,O,O,O,O,O,X
JOSLZTI,O,O,O,O,X,O,O,X
JOSLZIT,O,O,O,O,X,O,O,X
JOSZTIL,O,O,O,O,X,O,O,X
JOSZTLI,O,O,O,O,X,O,O,X
JOSZITL,O,O,O,O,X,O,O,X
JOSZILT,O,O,O,O,X,O,O,X
JOSZLTI,O,O,O,O,X,O,O,X
JOSZLIT,O,O,O,O,X,O,O,X
JOZTILS,O,X,O,O,X,O,O,O
JOZTISL,O,O,O,O,X,O,O,O
JOZTLIS,O,X,O,O,X,O,O,O
JOZTLSI,O,X,O,O,X,O,O,O
JOZTSIL,O,O,O,O,X,O,O,O
JOZTSLI,O,O,O,O,X,O,O,O
JOZITLS,O,X,O,O,X,X,X,O
JOZITSL,O,X,O,O,X,O,O,O
JOZILTS,O,X,O,O,O,X,X,O
JOZILST,O,X,O,O,O,O,O,O
JOZISTL,O,X,O,O,X,O,O,X
JOZISLT,O,X,O,O,X,O,O,O
JOZLTIS,O,O,O,O,X,X,X,O
JOZLTSI,O,O,O,O,X,X,X,O
JOZLITS,O,X,O,O,O,X,X,O
JOZLIST,O,X,O,O,O,O,O,O
JOZLSTI,O,O,O,O,X,O,O,X
JOZLSIT,O,O,O,O,X,O,O,X
JOZSTIL,O,O,O,O,X,O,O,O
JOZSTLI,O,O,O,O,X,O,O,O
JOZSITL,O,O,O,O,X,O,O,X
JOZSILT,O,O,O,O,X,O,O,O
JOZSLTI,O,O,O,O,X,O,O,X
JOZSLIT,O,O,O,O,X,O,O,X
STILJZO,O,O,X,X,X,O,O,X
STILJOZ,X,O,X,X,X,O,O,X
STILZJO,O,O,X,X,X,O,O,O
STILZOJ,O,O,X,X,X,O,O,O
STILOJZ,O,O,X,X,X,O,O,X
STILOZJ,O,O,X,X,X,X,O,O
STIJLZO,O,O,X,X,X,O,O,X
STIJLOZ,X,O,X,X,X,O,O,X
STIJZLO,O,O,X,X,X,O,O,X
STIJZOL,O,O,X,X,X,O,O,X
STIJOLZ,X,O,X,X,X,O,O,X
STIJOZL,X,O,X,X,X,O,O,X
STIZLJO,O,O,X,X,X,O,O,O
STIZLOJ,O,O,X,X,X,O,O,O
STIZJLO,O,O,X,X,X,O,O,O
STIZJOL,O,O,X,X,X,O,O,O
STIZOLJ,O,O,X,X,X,O,O,O
STIZOJL,O,O,X,X,X,O,O,O
STIOLJZ,O,O,X,X,X,O,O,X
STIOLZJ,O,O,X,X,X,X,O,O
STIOJLZ,O,O,X,X,X,O,O,X
STIOJZL,O,O,X,X,X,O,O,X
STIOZLJ,O,O,X,X,X,X,O,O
STIOZJL,O,O,X,X,X,X,O,O
STLIJZO,O,O,X,X,X,O,O,X
STLIJOZ,X,O,X,X,X,O,O,X
STLIZJO,O,O,X,X,X,O,O,O
STLIZOJ,O,O,X,X,X,O,O,O
STLIOJZ,O,O,X,X,X,O,O,X
STLIOZJ,O,O,X,X,X,X,O,O
STLJIZO,O,O,X,O,X,O,O,X
STLJIOZ,X,O,X,X,X,O,O,X
STLJZIO,O,O,X,O,X,O,O,X
STLJZOI,O,O,X,O,X,O,O,X
STLJOIZ,X,O,X,O,X,O,O,X
STLJOZI,X,O,X,O,X,O,O,X
STLZIJO,O,O,X,O,X,O,O,O
STLZIOJ,O,O,X,O,X,O,O,O
STLZJIO,O,O,X,O,X,O,O,O
STLZJOI,O,O,X,O,X,O,O,O
STLZOIJ,O,O,X,O,X,O,O,O
STLZOJI,O,O,X,O,X,O,O,O
STLOIJZ,O,O,X,O,X,O,O,X
STLOIZJ,O,O,X,O,X,X,O,O
STLOJIZ,O,O,X,O,X,O,O,X
STLOJZI,O,O,X,O,X,O,O,X
STLOZIJ,O,O,X,O,X,O,O,O
STLOZJI,O,O,X,O,X,O,O,O
STJILZO,O,O,X,O,X,O,O,X
STJILOZ,X,O,X,X,X,O,O,X
STJIZLO,O,O,X,O,X,O,O,X
STJIZOL,O,O,X,O,X,O,O,X
STJIOLZ,X,O,X,X,X,O,O,X
STJIOZL,X,O,X,X,X,O,O,X
STJLIZO,O,O,X,O,X,O,O,X
STJLIOZ,X,O,X,X,X,O,O,X
STJLZIO,O,O,X,O,X,O,O,X
STJLZOI,O,O,X,O,X,O,O,X
STJLOIZ,X,O,X,O,X,O,O,X
STJLOZI,X,O,X,O,X,O,O,X
STJZILO,O,O,X,O,X,O,O,X
STJZIOL,O,O,X,O,X,O,O,X
STJZLIO,O,O,X,O,X,O,O,X
STJZLOI,O,O,X,O,X,O,O,X
STJZOIL,O,O,X,O,X,O,O,X
STJZOLI,X,O,X,O,X,O,O,X
STJOILZ,X,O,X,O,X,O,O,X
STJOIZL,X,O,X,O,X,O,O,X
STJOLIZ,X,O,X,O,X,O,O,X
STJOLZI,X,O,X,O,X,O,O,X
STJOZIL,X,O,X,O,X,O,O,X
STJOZLI,X,O,X,O,X,O,O,X
STZILJO,O,O,X,O,X,O,O,O
STZILOJ,O,O,X,O,X,O,O,O
STZIJLO,O,O,X,O,X,O,O,O
STZIJOL,O,O,X,O,X,O,O,O
STZIOLJ,O,O,X,O,X,O,O,O
STZIOJL,O,O,X,O,X,O,O,O
STZLIJO,O,O,X,O,X,O,O,O
STZLIOJ,O,O,X,O,X,O,O,O
STZLJIO,O,O,X,O,X,O,O,O
STZLJOI,O,O,X,O,X,O,O,O
STZLOIJ,O,O,X,O,X,O,O,O
STZLOJI,O,O,X,O,X,O,O,O
STZJILO,O,O,X,O,X,O,O,O
STZJIOL,O,O,X,O,X,O,O,O
STZJLIO,O,O,X,O,X,O,O,O
STZJLOI,O,O,X,O,X,O,O,O
STZJOIL,O,O,X,O,X,O,O,O
STZJOLI,O,O,X,O,X,O,O,O
STZOILJ,O,O,X,O,X,O,O,O
STZOIJL,O,O,X,O,X,O,O,O
STZOLIJ,O,O,X,O,X,O,O,O
STZOLJI,O,O,X,O,X,O,O,O
STZOJIL,O,O,X,O,X,O,O,O
STZOJLI,O,O,X,O,X,O,O,O
STOILJZ,O,O,X,O,X,O,O,X
STOILZJ,O,O,X,O,X,X,O,O
STOIJLZ,O,O,X,O,X,O,O,X
STOIJZL,O,O,X,O,X,O,O,X
STOIZLJ,O,O,X,O,X,X,O,O
STOIZJL,O,O,X,O,X,X,O,O
STOLIJZ,O,O,X,O,X,O,O,X
STOLIZJ,O,O,X,O,X,X,O,O
STOLJIZ,O,O,X,O,X,O,O,X
STOLJZI,O,O,X,O,X,O,O,X
STOLZIJ,O,O,X,O,X,O,O,O
STOLZJI,O,O,X,O,X,O,O,O
STOJILZ,O,O,X,O,X,O,O,X
STOJIZL,O,O,X,O,X,O,O,X
STOJLIZ,O,O,X,O,X,O,O,X
STOJLZI,O,O,X,O,X,O,O,X
STOJZIL,O,O,X,O,X,O,O,X
STOJZLI,O,O,X,O,X,O,O,X
STOZILJ,O,O,X,O,X,O,O,O
STOZIJL,O,O,X,O,X,O,O,O
STOZLIJ,O,O,X,O,X,O,O,O
STOZLJI,O,O,X,O,X,O,O,O
STOZJIL,O,O,X,O,X,O,O,O
STOZJLI,O,O,X,O,X,O,O,O
SITLJZO,X,O,X,X,X,O,O,X
SITLJOZ,X,O,X,X,X,O,O,X
SITLZJO,X,O,X,X,X,O,O,O
SITLZOJ,X,O,X,X,X,O,O,O
SITLOJZ,X,O,X,X,X,O,O,X
SITLOZJ,X,O,X,X,X,X,O,O
SITJLZO,X,O,X,X,X,O,O,X
SITJLOZ,X,O,X,X,X,O,O,X
SITJZLO,X,O,X,X,X,O,O,X
SITJZOL,X,O,X,X,X,O,O,X
SITJOLZ,X,O,X,X,X,O,O,X
SITJOZL,X,O,X,X,X,O,O,X
SITZLJO,X,O,X,X,X,O,O,O
SITZLOJ,X,O,X,X,X,O,O,O
SITZJLO,X,O,X,X,X,O,O,O
SITZJOL,X,O,X,X,X,O,O,O
SITZOLJ,X,O,X,X,X,O,O,O
SITZOJL,X,O,X,X,X,O,O,O
SITOLJZ,X,O,X,X,X,O,O,X
SITOLZJ,X,O,X,X,X,X,O,O
SITOJLZ,X,O,X,X,X,O,O,X
SITOJZL,X,O,X,X,X,O,O,X
SITOZLJ,X,O,X,X,X,X,O,O
SITOZJL,X,O,X,X,X,X,O,O
SILTJZO,X,O,X,X,X,O,O,X
SILTJOZ,X,O,X,X,X,O,O,X
SILTZJO,X,O,X,X,X,O,O,X
SILTZOJ,X,O,X,X,X,O,O,X
SILTOJZ,X,O,X,X,X,O,O,X
SILTOZJ,X,O,X,X,X,X,O,X
SILJTZO,X,O,X,O,X,O,X,X
SILJTOZ,X,O,X,X,X,O,X,X
SILJZTO,X,O,X,O,X,O,O,X
SILJZOT,X,O,X,O,X,O,O,X
SILJOTZ,X,X,X,O,O,O,X,X
SILJOZT,X,X,X,O,O,O,O,X
SILZTJO,X,O,X,O,X,O,O,X
SILZTOJ,X,O,X,O,X,O,O,X
SILZJTO,X,O,X,O,X,O,O,X
SILZJOT,X,O,X,O,X,O,O,O
SILZOTJ,X,O,X,O,X,O,O,X
SILZOJT,X,O,X,O,X,O,O,O
SILOTJZ,X,O,X,O,X,O,O,X
SILOTZJ,X,O,X,O,X,X,O,X
SILOJTZ,X,O,X,O,O,O,X,X
SILOJZT,X,O,X,O,O,O,O,X
SILOZTJ,X,O,X,O,X,O,O,X
SILOZJT,X,O,X,O,X,O,O,O
SIJTLZO,X,O,X,O,X,O,X,X
SIJTLOZ,X,O,X,X,X,O,X,X
SIJTZLO,X,O,X,O,X,O,X,X
SIJTZOL,X,O,X,O,X,O,X,X
SIJTOLZ,X,O,X,X,X,O,X,X
SIJTOZL,X,O,X,X,X,X,X,X
SIJLTZO,X,O,X,O,X,O,X,X
SIJLTOZ,X,O,X,X,X,O,X,X
SIJLZTO,X,O,X,O,X,O,O,X
SIJLZOT,X,O,X,O,X,O,O,X
SIJLOTZ,X,X,X,O,O,O,X,X
SIJLOZT,X,X,X,O,O,O,O,X
SIJZTLO,X,O,X,O,X,O,O,X
SIJZTOL,X,O,X,O,X,O,O,X
SIJZLTO,X,O,X,O,X,O,O,X
SIJZLOT,X,O,X,O,X,O,O,X
SIJZOTL,X,O,X,O,X,O,O,X
SIJZOLT,X,O,X,O,X,O,O,X
SIJOTLZ,X,X,X,O,X,O,X,X
SIJOTZL,X,X,X,O,X,O,X,X
SIJOLTZ,X,X,X,O,O,O,X,X
SIJOLZT,X,X,X,O,O,O,O,X
SIJOZTL,X,X,X,O,X,O,O,X
SIJOZLT,X,X,X,O,X,O,O,X
SIZTLJO,X,O,X,O,X,O,O,O
SIZTLOJ,X,O,X,O,X,O,O,O
SIZTJLO,X,O,X,O,X,O,O,O
SIZTJOL,X,O,X,O,X,O,O,O
SIZTOLJ,X,O,X,O,X,O,O,O
SIZTOJL,X,O,X,O,X,O,O,O
SIZLTJO,X,O,X,O,X,O,O,X
SIZLTOJ,X,O,X,O,X,O,O,X
SIZLJTO,X,O,X,O,X,O,O,X
SIZLJOT,X,O,X,O,X,O,O,O
SIZLOTJ,X,O,X,O,X,O,O,X
SIZLOJT,X,O,X,O,X,O,O,O
SIZJTLO,X,O,X,O,X,O,O,O
SIZJTOL,X,O,X,O,X,O,O,O
SIZJLTO,X,O,X,O,X,O,O,X
SIZJLOT,X,O,X,O,X,O,O,O
SIZJOTL,X,O,X,O,X,O,O,X
SIZJOLT,X,O,X,O,X,O,O,O
SIZOTLJ,X,O,X,O,X,O,O,X
SIZOTJL,X,O,X,O,X,O,O,X
SIZOLTJ,X,O,X,O,X,O,O,X
SIZOLJT,X,O,X,O,X,O,O,O
SIZOJTL,X,O,X,O,X,O,O,X
SIZOJLT,X,O,X,O,X,O,O,O
SIOTLJZ,X,O,X,O,X,O,O,X
SIOTLZJ,X,O,X,O,X,X,O,X
SIOTJLZ,X,O,X,O,X,O,O,X
SIOTJZL,X,O,X,O,X,O,O,X
SIOTZLJ,X,O,X,O,X,X,O,X
SIOTZJL,X,O,X,O,X,X,O,X
SIOLTJZ,X,O,X,O,X,O,O,X
SIOLTZJ,X,O,X,O,X,X,O,X
SIOLJTZ,X,O,X,O,O,O,X,X
SIOLJZT,X,O,X,O,O,O,O,X
SIOLZTJ,X,O,X,O,X,O,O,X
SIOLZJT,X,O,X,O,X,O,O,O
SIOJTLZ,X,O,X,O,X,O,X,X
SIOJTZL,X,O,X,O,X,O,X,X
SIOJLTZ,X,O,X,O,O,O,X,X
SIOJLZT,X,O,X,O,O,O,O,X
SIOJZTL,X,O,X,O,X,O,O,X
SIOJZLT,X,O,X,O,X,O,O,X
SIOZTLJ,X,O,X,O,X,O,O,X
SIOZTJL,X,O,X,O,X,O,O,X
SIOZLTJ,X,O,X,O,X,O,O,X
SIOZLJT,X,O,X,O,X,O,O,O
SIOZJTL,X,O,X,O,X,O,O,X
SIOZJLT,X,O,X,O,X,O,O,O
SLTIJZO,O,O,X,X,X,O,O,X
SLTIJOZ,X,O,X,X,X,O,O,X
SLTIZJO,O,O,X,X,X,O,O,X
SLTIZOJ,O,O,X,X,X,O,O,X
SLTIOJZ,O,O,X,X,X,O,O,X
SLTIOZJ,O,O,X,X,X,X,O,X
SLTJIZO,O,O,O,O,X,O,O,X
SLTJIOZ,X,O,X,X,X,O,O,X
SLTJZIO,O,O,O,O,X,O,O,X
SLTJZOI,O,O,O,O,X,O,O,X
SLTJOIZ,X,O,O,O,X,O,O,X
SLTJOZI,X,O,O,O,X,O,O,X
SLTZIJO,O,O,O,O,X,O,O,X
SLTZIOJ,O,O,O,O,X,O,O,X
SLTZJIO,O,O,O,O,X,O,O,X
SLTZJOI,O,O,O,O,X,O,O,X
SLTZOIJ,O,O,O,O,X,O,O,X
SLTZOJI,O,O,O,O,X,O,O,X
SLTOIJZ,O,O,X,O,X,O,O,X
SLTOIZJ,O,O,O,O,X,X,O,X
SLTOJIZ,O,O,X,O,X,O,O,X
SLTOJZI,O,O,X,O,X,O,O,X
SLTOZIJ,O,O,O,O,X,O,O,X
SLTOZJI,O,O,O,O,X,O,O,X
SLITJZO,X,O,X,X,X,O,O,X
SLITJOZ,X,O,X,X,X,O,O,X
SLITZJO,X,O,X,X,X,O,O,X
SLITZOJ,X,O,X,X,X,O,O,X
SLITOJZ,X,O,X,X,X,O,O,X
SLITOZJ,X,O,X,X,X,X,O,X
SLIJTZO,X,O,X,O,X,O,X,X
SLIJTOZ,X,O,X,X,X,O,X,X
SLIJZTO,X,O,X,O,X,O,O,X
SLIJZOT,X,O,X,O,X,O,O,X
SLIJOTZ,X,X,X,O,O,O,X,X
SLIJOZT,X,X,X,O,O,O,O,X
SLIZTJO,X,O,X,O,X,O,O,X
SLIZTOJ,X,O,X,O,X,O,O,X
SLIZJTO,X,O,X,O,X,O,O,X
SLIZJOT,X,O,X,O,X,O,O,X
SLIZOTJ,X,O,X,O,X,O,O,X
SLIZOJT,X,O,X,O,X,O,O,X
SLIOTJZ,X,O,X,O,X,O,O,X
SLIOTZJ,X,O,X,O,X,X,O,X
SLIOJTZ,X,O,X,O,O,O,X,X
SLIOJZT,X,O,X,O,O,O,O,X
SLIOZTJ,X,O,X,O,X,O,O,X
SLIOZJT,X,O,X,O,X,O,O,X
SLJTIZO,O,O,O,O,X,O,O,X
SLJTIOZ,X,O,X,X,X,O,O,X
SLJTZIO,O,O,O,O,X,O,O,X
SLJTZOI,O,O,O,O,X,O,O,X
SLJTOIZ,X,O,O,O,X,O,O,X
SLJTOZI,X,O,O,O,X,O,O,X
SLJITZO,X,O,O,O,X,O,X,X
SLJITOZ,X,O,X,X,X,O,X,X
SLJIZTO,X,O,O,O,X,O,O,X
SLJIZOT,X,O,O,O,X,O,O,X
SLJIOTZ,X,X,X,O,O,O,X,X
SLJIOZT,X,X,X,O,O,O,O,X
SLJZTIO,O,O,O,O,X,O,O,X
SLJZTOI,O,O,O,O,X,O,O,X
SLJZITO,O,O,O,O,X,O,O,X
SLJZIOT,O,O,O,O,X,O,O,X
SLJZOTI,O,O,O,O,X,O,O,X
SLJZOIT,O,O,O,O,X,O,O,X
SLJOTIZ,X,O,O,O,X,O,O,X
SLJOTZI,X,O,O,O,X,O,O,X
SLJOITZ,X,O,O,O,O,O,X,X
SLJOIZT,X,O,O,O,O,O,O,X
SLJOZTI,X,O,O,O,X,O,O,X
SLJOZIT,X,O,O,O,X,O,O,X
SLZTIJO,O,O,O,O,X,O,O,X
SLZTIOJ,O,O,O,O,X,O,O,X
SLZTJIO,O,O,O,O,X,O,O,X
SLZTJOI,O,O,O,O,X,O,O,X
SLZTOIJ,O,O,O,O,X,O,O,X
SLZTOJI,O,O,O,O,X,O,O,X
SLZITJO,O,O,O,O,X,O,O,X
SLZITOJ,O,O,O,O,X,O,O,X
SLZIJTO,O,O,O,O,X,O,O,X
SLZIJOT,O,O,O,O,X,O,O,X
SLZIOTJ,O,O,O,O,X,O,O,X
SLZIOJT,O,O,O,O,X,O,O,X
SLZJTIO,O,O,O,O,X,O,O,X
SLZJTOI,O,O,O,O,X,O,O,X
SLZJITO,O,O,O,O,X,O,O,X
SLZJIOT,O,O,O,O,X,O,O,X
SLZJOTI,O,O,O,O,X,O,O,X
SLZJOIT,O,O,O,O,X,O,O,X
SLZOTIJ,O,O,O,O,X,O,O,X
SLZOTJI,O,O,O,O,X,O,O,X
SLZOITJ,O,O,O,O,X,O,O,X
SLZOIJT,O,O,O,O,X,O,O,X
SLZOJTI,O,O,O,O,X,O,O,X
SLZOJIT,O,O,O,O,X,O,O,X
SLOTIJZ,O,O,X,O,X,O,O,X
SLOTIZJ,O,O,O,O,X,X,O,X
SLOTJIZ,O,O,X,O,X,O,O,X
SLOTJZI,O,O,X,O,X,O,O,X
SLOTZIJ,O,O,O,O,X,O,O,X
SLOTZJI,O,O,O,O,X,O,O,X
SLOITJZ,X,O,X,O,X,O,O,X
SLOITZJ,X,O,O,O,X,X,O,X
SLOIJTZ,X,O,O,O,O,O,X,X
SLOIJZT,X,O,O,O,O,O,O,X
SLOIZTJ,X,O,O,O,X,O,O,X
SLOIZJT,X,O,O,O,X,O,O,X
SLOJTIZ,O,O,O,O,X,O,O,X
SLOJTZI,O,O,O,O,X,O,O,X
SLOJITZ,X,O,O,O,O,O,X,X
SLOJIZT,X,O,O,O,O,O,O,X
SLOJZTI,O,O,O,O,X,O,O,X
SLOJZIT,O,O,O,O,X,O,O,X
SLOZTIJ,O,O,O,O,X,O,O,X
SLOZTJI,O,O,O,O,X,O,O,X
SLOZITJ,O,O,O,O,X,O,O,X
SLOZIJT,O,O,O,O,X,O,O,X
SLOZJTI,O,O,O,O,X,O,O,X
SLOZJIT,O,O,O,O,X,O,O,X
SJTILZO,O,O,O,O,X,O,O,X
SJTILOZ,X,O,X,X,X,O,O,X
SJTIZLO,O,O,O,O,X,O,O,X
SJTIZOL,O,O,O,O,X,O,O,X
SJTIOLZ,X,O,X,X,X,O,O,X
SJTIOZL,X,O,X,X,X,O,O,X
SJTLIZO,O,O,O,O,X,O,O,X
SJTLIOZ,X,O,X,X,X,O,O,X
SJTLZIO,O,O,O,O,X,O,O,X
SJTLZOI,O,O,O,O,X,O,O,X
SJTLOIZ,X,O,O,O,X,O,O,X
SJTLOZI,X,O,O,O,X,O,O,X
SJTZILO,O,O,O,O,X,O,O,X
SJTZIOL,O,O,O,O,X,O,O,X
SJTZLIO,O,O,O,O,X,O,O,X
SJTZLOI,O,O,O,O,X,O,O,X
SJTZOIL,O,O,O,O,X,O,O,X
SJTZOLI,X,O,O,O,X,O,O,X
SJTOILZ,X,O,O,O,X,O,O,X
SJTOIZL,X,O,O,O,X,O,O,X
SJTOLIZ,X,O,O,O,X,O,O,X
SJTOLZI,X,O,O,O,X,O,O,X
SJTOZIL,X,O,O,O,X,O,O,X
SJTOZLI,X,O,O,O,X,O,O,X
SJITLZO,X,O,O,O,X,O,X,X
SJITLOZ,X,O,X,X,X,O,X,X
SJITZLO,X,O,O,O,X,O,X,X
SJITZOL,X,O,O,O,X,O,X,X
SJITOLZ,X,O,X,X,X,O,X,X
SJITOZL,X,O,X,X,X,X,X,X
SJILTZO,X,O,O,O,X,O,X,X
SJILTOZ,X,O,X,X,X,O,X,X
SJILZTO,X,O,O,O,X,O,O,X
SJILZOT,X,O,O,O,X,O,O,X
SJILOTZ,X,X,X,O,O,O,X,X
SJILOZT,X,X,X,O,O,O,O,X
SJIZTLO,X,O,O,O,X,O,O,X
SJIZTOL,X,O,O,O,X,O,O,X
SJIZLTO,X,O,O,O,X,O,O,X
SJIZLOT,X,O,O,O,X,O,O,X
SJIZOTL,X,O,O,O,X,O,O,X
SJIZOLT,X,O,O,O,X,O,O,X
SJIOTLZ,X,X,X,O,X,O,X,X
SJIOTZL,X,X,X,O,X,O,X,X
SJIOLTZ,X,X,X,O,O,O,X,X
SJIOLZT,X,X,X,O,O,O,O,X
SJIOZTL,X,X,X,O,X,O,O,X
SJIOZLT,X,X,X,O,X,O,O,X
SJLTIZO,O,O,O,O,X,O,O,X
SJLTIOZ,X,O,X,X,X,O,O,X
SJLTZIO,O,O,O,O,X,O,O,X
SJLTZOI,O,O,O,O,X,O,O,X
SJLTOIZ,X,O,O,O,X,O,O,X
SJLTOZI,X,O,O,O,X,O,O,X
SJLITZO,X,O,O,O,X,O,X,X
SJLITOZ,X,O,X,X,X,O,X,X
SJLIZTO,X,O,O,O,X,O,O,X
SJLIZOT,X,O,O,O,X,O,O,X
SJLIOTZ,X,X,X,O,O,O,X,X
SJLIOZT,X,X,X,O,O,O,O,X
SJLZTIO,O,O,O,O,X,O,O,X
SJLZTOI,O,O,O,O,X,O,O,X
SJLZITO,O,O,O,O,X,O,O,X
SJLZIOT,O,O,O,O,X,O,O,X
SJLZOTI,O,O,O,O,X,O,O,X
SJLZOIT,O,O,O,O,X,O,O,X
SJLOTIZ,X,O,O,O,X,O,O,X
SJLOTZI,X,O,O,O,X,O,O,X
SJLOITZ,X,O,O,O,O,O,X,X
SJLOIZT,X,O,O,O,O,O,O,X
SJLOZTI,X,O,O,O,X,O,O,X
SJLOZIT,X,O,O,O,X,O,O,X
SJZTILO,O,O,O,O,X,O,O,X
SJZTIOL,O,O,O,O,X,O,O,X
SJZTLIO,O,O,O,O,X,O,O,X
SJZTLOI,O,O,O,O,X,O,O,X
SJZTOIL,O,O,O,O,X,O,O,X
SJZTOLI,X,O,O,O,X,O,O,X
SJZITLO,O,O,O,O,X,O,O,X
SJZITOL,O,O,O,O,X,O,O,X
SJZILTO,O,O,O,O,X,O,O,X
SJZILOT,O,O,O,O,X,O,O,X
SJZIOTL,O,O,O,O,X,O,O,X
SJZIOLT,O,O,O,O,X,O,O,X
SJZLTIO,O,O,O,O,X,O,O,X
SJZLTOI,O,O,O,O,X,O,O,X
SJZLITO,O,O,O,O,X,O,O,X
SJZLIOT,O,O,O,O,X,O,O,X
SJZLOTI,O,O,O,O,X,O,O,X
SJZLOIT,O,O,O,O,X,O,O,X
SJZOTIL,O,O,O,O,X,O,O,X
SJZOTLI,X,O,O,O,X,O,O,X
SJZOITL,O,O,O,O,X,O,O,X
SJZOILT,O,O,O,O,X,O,O,X
SJZOLTI,O,O,O,O,X,O,O,X
SJZOLIT,O,O,O,O,X,O,O,X
SJOTILZ,X,O,O,O,X,O,O,X
SJOTIZL,X,O,O,O,X,O,O,X
SJOTLIZ,X,O,O,O,X,O,O,X
SJOTLZI,X,O,O,O,X,O,O,X
SJOTZIL,X,O,O,O,X,O,O,X
SJOTZLI,X,O,O,O,X,O,O,X
SJOITLZ,X,O,O,O,X,O,X,X
SJOITZL,X,O,O,O,X,O,X,X
SJOILTZ,X,O,O,O,O,O,X,X
SJOILZT,X,O,O,O,O,O,O,X
SJOIZTL,X,O,O,O,X,O,O,X
SJOIZLT,X,O,O,O,X,O,O,X
SJOLTIZ,X,O,O,O,X,O,O,X
SJOLTZI,X,O,O,O,X,O,O,X
SJOLITZ,X,O,O,O,O,O,X,X
SJOLIZT,X,O,O,O,O,O,O,X
SJOLZTI,X,O,O,O,X,O,O,X
SJOLZIT,X,O,O,O,X,O,O,X
SJOZTIL,X,O,O,O,X,O,O,X
SJOZTLI,X,O,O,O,X,O,O,X
SJOZITL,X,O,O,O,X,O,O,X
SJOZILT,X,O,O,O,X,O,O,X
SJOZLTI,X,O,O,O,X,O,O,X
SJOZLIT,X,O,O,O,X,O,O,X
SZTILJO,O,O,X,O,X,O,O,O
SZTILOJ,O,O,X,O,X,O,O,O
SZTIJLO,O,O,O,O,X,O,O,O
SZTIJOL,O,O,O,O,X,O,O,O
SZTIOLJ,O,O,O,O,X,O,O,O
SZTIOJL,O,O,O,O,X,O,O,O
SZTLIJO,O,O,O,O,X,O,O,O
SZTLIOJ,O,O,O,O,X,O,O,O
SZTLJIO,O,O,O,O,X,O,O,O
SZTLJOI,O,O,O,O,X,O,O,O
SZTLOIJ,O,O,O,O,X,O,O,O
SZTLOJI,O,O,O,O,X,O,O,O
SZTJILO,O,O,O,O,X,O,O,O
SZTJIOL,O,O,O,O,X,O,O,O
SZTJLIO,O,O,O,O,X,O,O,O
SZTJLOI,O,O,O,O,X,O,O,O
SZTJOIL,O,O,O,O,X,O,O,O
SZTJOLI,O,O,O,O,X,O,O,O
SZTOILJ,O,O,O,O,X,O,O,O
SZTOIJL,O,O,O,O,X,O,O,O
SZTOLIJ,O,O,O,O,X,O,O,O
SZTOLJI,O,O,O,O,X,O,O,O
SZTOJIL,O,O,O,O,X,O,O,O
SZTOJLI,O,O,O,O,X,O,O,O
SZITLJO,O,O,X,O,X,O,O,O
SZITLOJ,O,O,X,O,X,O,O,O
SZITJLO,O,O,O,O,X,O,O,O
SZITJOL,O,O,O,O,X,O,O,O
SZITOLJ,O,O,O,O,X,O,O,O
SZITOJL,O,O,O,O,X,O,O,O
SZILTJO,O,O,O,O,X,O,O,X
SZILTOJ,O,O,O,O,X,O,O,X
SZILJTO,O,O,O,O,X,O,O,X
SZILJOT,O,O,O,O,X,O,O,O
SZILOTJ,O,O,O,O,X,O,O,X
SZILOJT,O,O,O,O,X,O,O,O
SZIJTLO,O,O,O,O,X,O,O,O
