sequence,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGGgBZmBtmB0iB6o?B/qBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBtlB0hBxiBGo?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je2EJvhGRgB3hB9oBSqB0n?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB3iB9oB0kBCm?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmBXjBTlBer?BctB6sB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBumB9nBTjByq?BXtB0qB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmB0iB2qBSt?BzqBXtB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB9nBTjB0kBCm?BXrBXtB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBRhB9nBTjBuq?BcrBXtB
SILOTJSZ,X,X,X,X,X,X,X,X,X
SILOTJZS,X,X,X,X,X,X,X,X,X
SILOTSJZ,X,X,X,X,X,X,X,X,X
SILOTSZJ,X,X,X,X,X,X,X,X,X
SILOTZJS,X,X,X,X,X,X,X,X,X
SILOTZSJ,X,X,X,X,X,X,X,X,X
SILOJTSZ,X,X,X,X,X,X,X,X,X
SILOJTZS,X,X,X,X,X,X,X,X,X
SILOJSTZ,X,X,X,X,X,X,X,X,X
SILOJSZT,X,X,X,X,X,X,X,X,X
SILOJZTS,X,X,X,X,X,X,X,X,X
SILOJZST,X,X,X,X,X,X,X,X,X
SILOSTJZ,X,X,X,X,X,X,X,X,X
SILOSTZJ,X,X,X,X,X,X,X,X,X
SILOSJTZ,X,X,X,X,X,X,X,X,X
SILOSJZT,X,X,X,X,X,X,X,X,X
SILOSZTJ,X,X,X,X,X,X,X,X,X
SILOSZJT,X,X,X,X,X,X,X,X,X
SILOZTJS,X,X,X,X,X,X,X,X,X
SILOZTSJ,X,X,X,X,X,X,X,X,X
SILOZJTS,X,X,X,X,X,X,X,X,X
SILOZJST,X,X,X,X,X,X,X,X,X
SILOZSTJ,X,X,X,X,X,X,X,X,X
SILOZSJT,X,X,X,X,X,X,X,X,X
SIJTLSZO,X,X,X,X,X,X,X,X,X
SIJTLSOZ,X,X,X,X,X,X,X,X,X
SIJTLZSO,X,X,X,X,X,X,X,X,X
SIJTLZOS,X,X,X,X,X,X,X,X,X
SIJTLOSZ,X,X,X,X,X,X,X,X,X
SIJTLOZS,X,X,X,X,X,X,X,X,X
SIJTSLZO,X,X,X,X,X,X,X,X,X
SIJTSLOZ,X,X,X,X,X,X,X,X,X
SIJTSZLO,X,X,X,X,X,X,X,X,X
SIJTSZOL,X,X,X,X,X,X,X,X,X
SIJTSOLZ,X,X,X,X,X,O,X,X,X
SIJTSOZL,X,X,X,X,X,X,X,X,X
SIJTZLSO,X,X,X,X,X,X,X,X,X
SIJTZLOS,X,X,X,X,X,X,X,X,X
SIJTZSLO,X,X,X,X,X,X,X,X,X
SIJTZSOL,X,X,X,X,X,X,X,X,X
SIJTZOLS,X,X,X,X,X,X,X,X,X
SIJTZOSL,X,X,X,X,X,X,X,X,X
SIJTOLSZ,X,X,X,X,X,X,X,X,X
SIJTOLZS,X,X,X,X,X,X,X,X,X
SIJTOSLZ,X,X,X,X,X,X,X,X,X
SIJTOSZL,X,X,X,X,X,X,X,X,X
SIJTOZLS,X,X,X,X,X,X,X,X,X
SIJTOZSL,X,X,X,X,X,X,X,X,X
SIJLTSZO,X,X,X,X,X,X,X,X,X
SIJLTSOZ,X,X,X,X,X,X,X,X,X
SIJLTZSO,X,X,X,X,X,X,X,X,X
SIJLTZOS,X,X,X,X,X,X,X,X,X
SIJLTOSZ,X,X,X,X,X,X,X,X,X
SIJLTOZS,X,X,X,X,X,X,X,X,X
SIJLSTZO,X,X,X,X,X,X,X,X,X
SIJLSTOZ,X,X,X,X,X,X,X,X,X
SIJLSZTO,X,X,X,X,X,X,X,X,X
SIJLSZOT,X,X,X,X,X,X,X,X,X
SIJLSOTZ,X,X,X,X,X,X,X,X,X
SIJLSOZT,X,X,X,X,X,X,X,X,X
SIJLZTSO,X,X,X,X,X,X,X,X,X
SIJLZTOS,X,X,X,X,X,X,X,X,X
SIJLZSTO,X,X,X,X,X,X,X,X,X
SIJLZSOT,X,X,X,X,X,X,X,X,X
SIJLZOTS,X,X,X,X,X,X,X,X,X
SIJLZOST,X,X,X,X,X,X,X,X,X
SIJLOTSZ,X,X,X,X,X,X,X,X,X
SIJLOTZS,X,X,X,X,X,X,X,X,X
SIJLOSTZ,X,X,X,X,X,X,X,X,X
SIJLOSZT,X,X,X,X,X,X,X,X,X
SIJLOZTS,X,X,X,X,X,X,X,X,X
SIJLOZST,X,X,X,X,X,X,X,X,X
SIJSTLZO,X,X,X,X,X,X,X,X,X
SIJSTLOZ,X,X,X,X,X,X,X,X,X
SIJSTZLO,X,X,X,X,X,X,X,X,X
SIJSTZOL,X,X,X,X,X,X,X,X,X
SIJSTOLZ,X,X,X,X,X,O,X,X,X
SIJSTOZL,X,X,X,X,X,X,X,X,X
SIJSLTZO,X,X,X,X,X,X,X,X,X
SIJSLTOZ,X,X,X,X,X,X,X,X,X
SIJSLZTO,X,X,X,X,X,X,X,X,X
SIJSLZOT,X,X,X,X,X,X,X,X,X
SIJSLOTZ,X,X,X,X,X,X,X,X,X
SIJSLOZT,X,X,X,X,X,X,X,X,X
SIJSZTLO,X,X,X,X,X,X,X,X,X
SIJSZTOL,X,X,X,X,X,X,X,X,X
SIJSZLTO,X,X,X,X,X,X,X,X,X
SIJSZLOT,X,X,X,X,X,X,X,X,X
SIJSZOTL,X,X,X,X,X,X,X,X,X
SIJSZOLT,X,X,X,X,X,X,X,X,X
SIJSOTLZ,X,X,X,X,X,X,X,X,X
SIJSOTZL,X,X,X,X,X,X,X,X,X
SIJSOLTZ,X,X,X,X,X,X,X,X,X
SIJSOLZT,X,X,X,X,X,X,X,X,X
SIJSOZTL,X,X,X,X,X,X,X,X,X
SIJSOZLT,X,X,X,X,X,X,X,X,X
SIJZTLSO,X,X,X,X,X,X,X,X,X
SIJZTLOS,X,X,X,X,X,X,X,X,X
SIJZTSLO,X,X,X,X,X,X,X,X,X
SIJZTSOL,X,X,X,X,X,X,X,X,X
SIJZTOLS,X,X,X,X,X,X,X,X,X
SIJZTOSL,X,X,X,X,X,X,X,X,X
SIJZLTSO,X,X,X,X,X,X,X,X,X
SIJZLTOS,X,X,X,X,X,X,X,X,X
SIJZLSTO,X,X,X,X,X,X,X,X,X
SIJZLSOT,X,X,X,X,X,X,X,X,X
SIJZLOTS,X,X,X,X,X,X,X,X,X
SIJZLOST,X,X,X,X,X,X,X,X,X
SIJZSTLO,X,X,X,X,X,X,X,X,X
SIJZSTOL,X,X,X,X,X,X,X,X,X
SIJZSLTO,X,X,X,X,X,X,X,X,X
SIJZSLOT,X,X,X,X,X,X,X,X,X
SIJZSOTL,X,X,X,X,X,X,X,X,X
SIJZSOLT,X,X,X,X,X,X,X,X,X
SIJZOTLS,X,X,X,X,X,X,X,X,X
SIJZOTSL,X,X,X,X,X,X,X,X,X
SIJZOLTS,X,X,X,X,X,X,X,X,X
SIJZOLST,X,X,X,X,X,X,X,X,X
SIJZOSTL,X,X,X,X,X,X,X,X,X
SIJZOSLT,X,X,X,X,X,X,X,X,X
SIJOTLSZ,X,X,X,X,X,X,X,X,X
SIJOTLZS,X,X,X,X,X,X,X,X,X
SIJOTSLZ,X,X,X,X,X,X,X,X,X
SIJOTSZL,X,X,X,X,X,X,X,X,X
SIJOTZLS,X,X,X,X,X,X,X,X,X
SIJOTZSL,X,X,X,X,X,X,X,X,X
SIJOLTSZ,X,X,X,X,X,X,X,X,X
SIJOLTZS,X,X,X,X,X,X,X,X,X
SIJOLSTZ,X,X,X,X,X,X,X,X,X
SIJOLSZT,X,X,X,X,X,X,X,X,X
SIJOLZTS,X,X,X,X,X,X,X,X,X
SIJOLZST,X,X,X,X,X,X,X,X,X
SIJOSTLZ,X,X,X,X,X,X,X,X,X
SIJOSTZL,X,X,X,X,X,X,X,X,X
SIJOSLTZ,X,X,X,X,X,X,X,X,X
SIJOSLZT,X,X,X,X,X,X,X,X,X
SIJOSZTL,X,X,X,X,X,X,X,X,X
SIJOSZLT,X,X,X,X,X,X,X,X,X
SIJOZTLS,X,X,X,X,X,X,X,X,X
SIJOZTSL,X,X,X,X,X,X,X,X,X
SIJOZLTS,X,X,X,X,X,X,X,X,X
SIJOZLST,X,X,X,X,X,X,X,X,X
SIJOZSTL,X,X,X,X,X,X,X,X,X
SIJOZSLT,X,X,X,X,X,X,X,X,X
SISTLJZO,O,X,X,X,X,X,X,X,X
SISTLJOZ,X,X,X,X,X,O,X,X,X
SISTLZJO,O,X,X,X,X,X,X,X,X
SISTLZOJ,X,X,X,X,X,X,X,X,X
SISTLOJZ,X,X,X,X,X,O,X,X,X
SISTLOZJ,X,X,X,X,X,X,X,X,X
SISTJLZO,O,X,X,X,X,X,X,X,X
SISTJLOZ,X,X,X,X,X,X,X,X,X
SISTJZLO,O,X,X,X,X,X,X,X,X
SISTJZOL,X,X,X,X,X,X,X,X,X
SISTJOLZ,O,X,X,X,X,O,X,X,X
SISTJOZL,O,X,X,X,X,X,X,X,X
SISTZLJO,O,X,X,X,X,X,X,X,X
SISTZLOJ,X,X,X,X,X,X,X,X,X
SISTZJLO,O,X,X,X,X,X,X,X,X
SISTZJOL,X,X,X,X,X,X,X,X,X
SISTZOLJ,X,X,X,X,X,X,X,X,X
SISTZOJL,X,X,X,X,X,X,X,X,X
SISTOLJZ,O,X,X,X,X,O,X,X,X
SISTOLZJ,O,X,X,X,X,X,X,X,X
SISTOJLZ,O,X,X,X,X,O,X,X,X
SISTOJZL,O,X,X,X,X,X,X,X,X
SISTOZLJ,O,X,X,X,X,X,X,X,X
SISTOZJL,O,X,X,X,X,X,X,X,X
SISLTJZO,O,X,X,X,X,X,X,X,X
SISLTJOZ,X,X,X,X,X,O,X,X,X
SISLTZJO,O,X,X,X,X,X,X,X,X
SISLTZOJ,X,X,X,X,X,X,X,X,X
SISLTOJZ,X,X,X,X,X,O,X,X,X
SISLTOZJ,X,X,X,X,X,X,X,X,X
SISLJTZO,O,X,X,X,X,X,X,X,X
SISLJTOZ,X,X,X,X,X,O,X,X,X
SISLJZTO,X,X,X,X,X,X,X,X,X
SISLJZOT,X,X,X,X,X,X,X,X,X
SISLJOTZ,X,X,X,X,X,X,X,X,X
SISLJOZT,X,X,X,X,X,X,X,X,X
SISLZTJO,X,X,X,X,X,X,X,X,X
SISLZTOJ,X,X,X,X,X,X,X,X,X
SISLZJTO,X,X,X,X,X,X,X,X,X
SISLZJOT,X,X,X,X,X,X,X,X,X
SISLZOTJ,X,X,X,X,X,X,X,X,X
SISLZOJT,X,X,X,X,X,X,X,X,X
SISLOTJZ,X,X,X,X,X,O,X,X,X
SISLOTZJ,X,X,X,X,X,X,X,X,X
SISLOJTZ,X,X,X,X,X,X,X,X,X
SISLOJZT,X,X,X,X,X,X,X,X,X
SISLOZTJ,X,X,X,X,X,X,X,X,X
SISLOZJT,X,X,X,X,X,X,X,X,X
SISJTLZO,O,X,X,X,X,X,X,X,X
SISJTLOZ,X,X,X,X,X,X,X,X,X
SISJTZLO,O,X,X,X,X,X,X,X,X
SISJTZOL,X,X,X,X,X,X,X,X,X
SISJTOLZ,O,X,X,X,X,O,X,X,X
SISJTOZL,O,X,X,X,X,X,X,X,X
SISJLTZO,O,X,X,X,X,X,X,X,X
SISJLTOZ,X,X,X,X,X,X,X,X,X
SISJLZTO,X,X,X,X,X,X,X,X,X
SISJLZOT,X,X,X,X,X,X,X,X,X
SISJLOTZ,X,X,X,X,X,X,X,X,X
SISJLOZT,X,X,X,X,X,X,X,X,X
SISJZTLO,X,X,X,X,X,X,X,X,X
SISJZTOL,X,X,X,X,X,X,X,X,X
SISJZLTO,X,X,X,X,X,X,X,X,X
SISJZLOT,X,X,X,X,X,X,X,X,X
SISJZOTL,X,X,X,X,X,X,X,X,X
SISJZOLT,X,X,X,X,X,X,X,X,X
SISJOTLZ,O,X,X,X,X,X,X,X,X
SISJOTZL,O,X,X,X,X,X,X,X,X
SISJOLTZ,O,X,X,X,X,X,X,X,X
SISJOLZT,X,X,X,X,X,X,X,X,X
SISJOZTL,X,X,X,X,X,X,X,X,X
SISJOZLT,X,X,X,X,X,X,X,X,X
SISZTLJO,X,X,X,X,X,X,X,X,X
SISZTLOJ,X,X,X,X,X,X,X,X,X
SISZTJLO,X,X,X,X,X,X,X,X,X
SISZTJOL,X,X,X,X,X,X,X,X,X
SISZTOLJ,X,X,X,X,X,X,X,X,X
SISZTOJL,X,X,X,X,X,X,X,X,X
SISZLTJO,X,X,X,X,X,X,X,X,X
SISZLTOJ,X,X,X,X,X,X,X,X,X
SISZLJTO,X,X,X,X,X,X,X,X,X
SISZLJOT,X,X,X,X,X,X,X,X,X
SISZLOTJ,X,X,X,X,X,X,X,X,X
SISZLOJT,X,X,X,X,X,X,X,X,X
SISZJTLO,X,X,X,X,X,X,X,X,X
SISZJTOL,X,X,X,X,X,X,X,X,X
SISZJLTO,X,X,X,X,X,X,X,X,X
SISZJLOT,X,X,X,X,X,X,X,X,X
SISZJOTL,X,X,X,X,X,X,X,X,X
SISZJOLT,X,X,X,X,X,X,X,X,X
SISZOTLJ,X,X,X,X,X,X,X,X,X
SISZOTJL,X,X,X,X,X,X,X,X,X
SISZOLTJ,X,X,X,X,X,X,X,X,X
SISZOLJT,X,X,X,X,X,X,X,X,X
SISZOJTL,X,X,X,X,X,X,X,X,X
SISZOJLT,X,X,X,X,X,X,X,X,X
SISOTLJZ,O,X,X,X,X,O,X,X,X
SISOTLZJ,O,X,X,X,X,X,X,X,X
SISOTJLZ,O,X,X,X,X,O,X,X,X
SISOTJZL,O,X,X,X,X,X,X,X,X
SISOTZLJ,O,X,X,X,X,X,X,X,X
SISOTZJL,O,X,X,X,X,X,X,X,X
SISOLTJZ,O,X,X,X,X,O,X,X,X
SISOLTZJ,O,X,X,X,X,X,X,X,X
SISOLJTZ,O,X,X,X,X,X,X,X,X
SISOLJZT,X,X,X,X,X,X,X,X,X
SISOLZTJ,X,X,X,X,X,X,X,X,X
SISOLZJT,X,X,X,X,X,X,X,X,X
SISOJTLZ,O,X,X,X,X,X,X,X,X
SISOJTZL,O,X,X,X,X,X,X,X,X
SISOJLTZ,O,X,X,X,X,X,X,X,X
SISOJLZT,X,X,X,X,X,X,X,X,X
SISOJZTL,X,X,X,X,X,X,X,X,X
SISOJZLT,X,X,X,X,X,X,X,X,X
SISOZTLJ,X,X,X,X,X,X,X,X,X
SISOZTJL,X,X,X,X,X,X,X,X,X
SISOZLTJ,X,X,X,X,X,X,X,X,X
SISOZLJT,X,X,X,X,X,X,X,X,X
SISOZJTL,X,X,X,X,X,X,X,X,X
SISOZJLT,X,X,X,X,X,X,X,X,X
SIZTLJSO,X,X,X,X,X,X,X,X,X
SIZTLJOS,X,X,X,X,X,X,X,X,X
SIZTLSJO,X,X,X,X,X,X,X,X,X
SIZTLSOJ,X,X,X,X,X,X,X,X,X
SIZTLOJS,X,X,X,X,X,X,X,X,X
SIZTLOSJ,X,X,X,X,X,X,X,X,X
SIZTJLSO,X,X,X,X,X,X,X,X,X
SIZTJLOS,X,X,X,X,X,X,X,X,X
SIZTJSLO,X,X,X,X,X,X,X,X,X
SIZTJSOL,X,X,X,X,X,X,X,X,X
SIZTJOLS,X,X,X,X,X,X,X,X,X
SIZTJOSL,X,X,X,X,X,X,X,X,X
SIZTSLJO,X,X,X,X,X,X,X,X,X
SIZTSLOJ,X,X,X,X,X,X,X,X,X
SIZTSJLO,X,X,X,X,X,X,X,X,X
SIZTSJOL,X,X,X,X,X,X,X,X,X
SIZTSOLJ,X,X,X,X,X,X,X,X,X
SIZTSOJL,X,X,X,X,X,X,X,X,X
SIZTOLJS,X,X,X,X,X,X,X,X,X
SIZTOLSJ,X,X,X,X,X,X,X,X,X
SIZTOJLS,X,X,X,X,X,X,X,X,X
SIZTOJSL,X,X,X,X,X,X,X,X,X
SIZTOSLJ,X,X,X,X,X,X,X,X,X
SIZTOSJL,X,X,X,X,X,X,X,X,X
SIZLTJSO,X,X,X,X,X,X,X,X,X
SIZLTJOS,X,X,X,X,X,X,X,X,X
SIZLTSJO,X,X,X,X,X,X,X,X,X
SIZLTSOJ,X,X,X,X,X,X,X,X,X
SIZLTOJS,X,X,X,X,X,X,X,X,X
SIZLTOSJ,X,X,X,X,X,X,X,X,X
SIZLJTSO,X,X,X,X,X,X,X,X,X
SIZLJTOS,X,X,X,X,X,X,X,X,X
SIZLJSTO,X,X,X,X,X,X,X,X,X
SIZLJSOT,X,X,X,X,X,X,X,X,X
SIZLJOTS,X,X,X,X,X,X,X,X,X
SIZLJOST,X,X,X,X,X,X,X,X,X
SIZLSTJO,X,X,X,X,X,X,X,X,X
SIZLSTOJ,X,X,X,X,X,X,X,X,X
SIZLSJTO,X,X,X,X,X,X,X,X,X
SIZLSJOT,X,X,X,X,X,X,X,X,X
SIZLSOTJ,X,X,X,X,X,X,X,X,X
SIZLSOJT,X,X,X,X,X,X,X,X,X
SIZLOTJS,X,X,X,X,X,X,X,X,X
SIZLOTSJ,X,X,X,X,X,X,X,X,X
SIZLOJTS,X,X,X,X,X,X,X,X,X
SIZLOJST,X,X,X,X,X,X,X,X,X
SIZLOSTJ,X,X,X,X,X,X,X,X,X
SIZLOSJT,X,X,X,X,X,X,X,X,X
SIZJTLSO,X,X,X,X,X,X,X,X,X
SIZJTLOS,X,X,X,X,X,X,X,X,X
SIZJTSLO,X,X,X,X,X,X,X,X,X
SIZJTSOL,X,X,X,X,X,X,X,X,X
SIZJTOLS,X,X,X,X,X,X,X,X,X
SIZJTOSL,X,X,X,X,X,X,X,X,X
SIZJLTSO,X,X,X,X,X,X,X,X,X
SIZJLTOS,X,X,X,X,X,X,X,X,X
SIZJLSTO,X,X,X,X,X,X,X,X,X
SIZJLSOT,X,X,X,X,X,X,X,X,X
SIZJLOTS,X,X,X,X,X,X,X,X,X
SIZJLOST,X,X,X,X,X,X,X,X,X
SIZJSTLO,X,X,X,X,X,X,X,X,X
SIZJSTOL,X,X,X,X,X,X,X,X,X
SIZJSLTO,X,X,X,X,X,X,X,X,X
SIZJSLOT,X,X,X,X,X,X,X,X,X
SIZJSOTL,X,X,X,X,X,X,X,X,X
SIZJSOLT,X,X,X,X,X,X,X,X,X
SIZJOTLS,X,X,X,X,X,X,X,X,X
SIZJOTSL,X,X,X,X,X,X,X,X,X
SIZJOLTS,X,X,X,X,X,X,X,X,X
SIZJOLST,X,X,X,X,X,X,X,X,X
SIZJOSTL,X,X,X,X,X,X,X,X,X
SIZJOSLT,X,X,X,X,X,X,X,X,X
SIZSTLJO,X,X,X,X,X,X,X,X,X
SIZSTLOJ,X,X,X,X,X,X,X,X,X
SIZSTJLO,X,X,X,X,X,X,X,X,X
SIZSTJOL,X,X,X,X,X,X,X,X,X
SIZSTOLJ,X,X,X,X,X,X,X,X,X
SIZSTOJL,X,X,X,X,X,X,X,X,X
SIZSLTJO,X,X,X,X,X,X,X,X,X
SIZSLTOJ,X,X,X,X,X,X,X,X,X
SIZSLJTO,X,X,X,X,X,X,X,X,X
SIZSLJOT,X,X,X,X,X,X,X,X,X
SIZSLOTJ,X,X,X,X,X,X,X,X,X
SIZSLOJT,X,X,X,X,X,X,X,X,X
SIZSJTLO,X,X,X,X,X,X,X,X,X
SIZSJTOL,X,X,X,X,X,X,X,X,X
SIZSJLTO,X,X,X,X,X,X,X,X,X
SIZSJLOT,X,X,X,X,X,X,X,X,X
SIZSJOTL,X,X,X,X,X,X,X,X,X
SIZSJOLT,X,X,X,X,X,X,X,X,X
SIZSOTLJ,X,X,X,X,X,X,X,X,X
SIZSOTJL,X,X,X,X,X,X,X,X,X
SIZSOLTJ,X,X,X,X,X,X,X,X,X
SIZSOLJT,X,X,X,X,X,X,X,X,X
SIZSOJTL,X,X,X,X,X,X,X,X,X
SIZSOJLT,X,X,X,X,X,X,X,X,X
SIZOTLJS,X,X,X,X,X,X,X,X,X
SIZOTLSJ,X,X,X,X,X,X,X,X,X
SIZOTJLS,X,X,X,X,X,X,X,X,X
SIZOTJSL,X,X,X,X,X,X,X,X,X
SIZOTSLJ,X,X,X,X,X,X,X,X,X
SIZOTSJL,X,X,X,X,X,X,X,X,X
SIZOLTJS,X,X,X,X,X,X,X,X,X
SIZOLTSJ,X,X,X,X,X,X,X,X,X
SIZOLJTS,X,X,X,X,X,X,X,X,X
SIZOLJST,X,X,X,X,X,X,X,X,X
SIZOLSTJ,X,X,X,X,X,X,X,X,X
SIZOLSJT,X,X,X,X,X,X,X,X,X
SIZOJTLS,X,X,X,X,X,X,X,X,X
SIZOJTSL,X,X,X,X,X,X,X,X,X
SIZOJLTS,X,X,X,X,X,X,X,X,X
SIZOJLST,X,X,X,X,X,X,X,X,X
SIZOJSTL,X,X,X,X,X,X,X,X,X
SIZOJSLT,X,X,X,X,X,X,X,X,X
SIZOSTLJ,X,X,X,X,X,X,X,X,X
SIZOSTJL,X,X,X,X,X,X,X,X,X
SIZOSLTJ,X,X,X,X,X,X,X,X,X
SIZOSLJT,X,X,X,X,X,X,X,X,X
SIZOSJTL,X,X,X,X,X,X,X,X,X
SIZOSJLT,X,X,X,X,X,X,X,X,X
SIOTLJSZ,X,X,X,X,X,X,X,X,X
SIOTLJZS,X,X,X,X,X,X,X,X,X
SIOTLSJZ,O,X,X,X,X,X,X,X,X
SIOTLSZJ,O,X,X,X,X,X,X,X,X
SIOTLZJS,X,X,X,X,X,X,X,X,X
SIOTLZSJ,O,X,X,X,X,X,X,X,X
SIOTJLSZ,X,X,X,X,X,X,X,X,X
SIOTJLZS,X,X,X,X,X,X,X,X,X
SIOTJSLZ,X,X,X,X,X,X,X,X,X
SIOTJSZL,X,X,X,X,X,X,X,X,X
SIOTJZLS,X,X,X,X,X,X,X,X,X
SIOTJZSL,X,X,X,X,X,X,X,X,X
SIOTSLJZ,O,X,X,X,X,X,X,X,X
SIOTSLZJ,O,X,X,X,X,X,X,X,X
SIOTSJLZ,O,X,X,X,X,X,X,X,X
SIOTSJZL,O,X,X,X,X,X,X,X,X
SIOTSZLJ,O,X,X,X,X,X,X,X,X
SIOTSZJL,O,X,X,X,X,X,X,X,X
SIOTZLJS,X,X,X,X,X,X,X,X,X
SIOTZLSJ,O,X,X,X,X,X,X,X,X
SIOTZJLS,X,X,X,X,X,X,X,X,X
SIOTZJSL,X,X,X,X,X,X,X,X,X
SIOTZSLJ,O,X,X,X,X,X,X,X,X
SIOTZSJL,O,X,X,X,X,X,X,X,X
SIOLTJSZ,X,X,X,X,X,X,X,X,X
SIOLTJZS,X,X,X,X,X,X,X,X,X
SIOLTSJZ,O,X,X,X,X,X,X,X,X
SIOLTSZJ,O,X,X,X,X,X,X,X,X
SIOLTZJS,X,X,X,X,X,X,X,X,X
SIOLTZSJ,O,X,X,X,X,X,X,X,X
SIOLJTSZ,X,X,X,X,X,X,X,X,X
SIOLJTZS,X,X,X,X,X,X,X,X,X
SIOLJSTZ,X,X,X,X,X,X,X,X,X
SIOLJSZT,X,X,X,X,X,X,X,X,X
SIOLJZTS,X,X,X,X,X,X,X,X,X
SIOLJZST,X,X,X,X,X,X,X,X,X
SIOLSTJZ,O,X,X,X,X,X,X,X,X
SIOLSTZJ,O,X,X,X,X,X,X,X,X
SIOLSJTZ,O,X,X,X,X,X,X,X,X
SIOLSJZT,X,X,X,X,X,X,X,X,X
SIOLSZTJ,X,X,X,X,X,X,X,X,X
SIOLSZJT,X,X,X,X,X,X,X,X,X
SIOLZTJS,X,X,X,X,X,X,X,X,X
SIOLZTSJ,X,X,X,X,X,X,X,X,X
SIOLZJTS,X,X,X,X,X,X,X,X,X
SIOLZJST,X,X,X,X,X,X,X,X,X
SIOLZSTJ,X,X,X,X,X,X,X,X,X
SIOLZSJT,X,X,X,X,X,X,X,X,X
SIOJTLSZ,X,X,X,X,X,X,X,X,X
SIOJTLZS,X,X,X,X,X,X,X,X,X
SIOJTSLZ,X,X,X,X,X,X,X,X,X
SIOJTSZL,X,X,X,X,X,X,X,X,X
SIOJTZLS,X,X,X,X,X,X,X,X,X
SIOJTZSL,X,X,X,X,X,X,X,X,X
SIOJLTSZ,X,X,X,X,X,X,X,X,X
SIOJLTZS,X,X,X,X,X,X,X,X,X
SIOJLSTZ,X,X,X,X,X,X,X,X,X
SIOJLSZT,X,X,X,X,X,X,X,X,X
SIOJLZTS,X,X,X,X,X,X,X,X,X
SIOJLZST,X,X,X,X,X,X,X,X,X
SIOJSTLZ,X,X,X,X,X,X,X,X,X
SIOJSTZL,X,X,X,X,X,X,X,X,X
SIOJSLTZ,X,X,X,X,X,X,X,X,X
SIOJSLZT,X,X,X,X,X,X,X,X,X
SIOJSZTL,X,X,X,X,X,X,X,X,X
SIOJSZLT,X,X,X,X,X,X,X,X,X
SIOJZTLS,X,X,X,X,X,X,X,X,X
SIOJZTSL,X,X,X,X,X,X,X,X,X
SIOJZLTS,X,X,X,X,X,X,X,X,X
SIOJZLST,X,X,X,X,X,X,X,X,X
SIOJZSTL,X,X,X,X,X,X,X,X,X
SIOJZSLT,X,X,X,X,X,X,X,X,X
SIOSTLJZ,O,X,X,X,X,X,X,X,X
SIOSTLZJ,O,X,X,X,X,X,X,X,X
SIOSTJLZ,O,X,X,X,X,X,X,X,X
SIOSTJZL,O,X,X,X,X,X,X,X,X
SIOSTZLJ,O,X,X,X,X,X,X,X,X
SIOSTZJL,O,X,X,X,X,X,X,X,X
SIOSLTJZ,O,X,X,X,X,X,X,X,X
SIOSLTZJ,O,X,X,X,X,X,X,X,X
SIOSLJTZ,O,X,X,X,X,X,X,X,X
SIOSLJZT,X,X,X,X,X,X,X,X,X
SIOSLZTJ,X,X,X,X,X,X,X,X,X
SIOSLZJT,X,X,X,X,X,X,X,X,X
SIOSJTLZ,O,X,X,X,X,X,X,X,X
SIOSJTZL,O,X,X,X,X,X,X,X,X
SIOSJLTZ,O,X,X,X,X,X,X,X,X
SIOSJLZT,X,X,X,X,X,X,X,X,X
SIOSJZTL,X,X,X,X,X,X,X,X,X
SIOSJZLT,X,X,X,X,X,X,X,X,X
SIOSZTLJ,X,X,X,X,X,X,X,X,X
SIOSZTJL,X,X,X,X,X,X,X,X,X
SIOSZLTJ,X,X,X,X,X,X,X,X,X
SIOSZLJT,X,X,X,X,X,X,X,X,X
SIOSZJTL,X,X,X,X,X,X,X,X,X
SIOSZJLT,X,X,X,X,X,X,X,X,X
SIOZTLJS,X,X,X,X,X,X,X,X,X
SIOZTLSJ,X,X,X,X,X,X,X,X,X
SIOZTJLS,X,X,X,X,X,X,X,X,X
SIOZTJSL,X,X,X,X,X,X,X,X,X
SIOZTSLJ,X,X,X,X,X,X,X,X,X
SIOZTSJL,X,X,X,X,X,X,X,X,X
SIOZLTJS,X,X,X,X,X,X,X,X,X
SIOZLTSJ,X,X,X,X,X,X,X,X,X
SIOZLJTS,X,X,X,X,X,X,X,X,X
SIOZLJST,X,X,X,X,X,X,X,X,X
SIOZLSTJ,X,X,X,X,X,X,X,X,X
SIOZLSJT,X,X,X,X,X,X,X,X,X
SIOZJTLS,X,X,X,X,X,X,X,X,X
SIOZJTSL,X,X,X,X,X,X,X,X,X
SIOZJLTS,X,X,X,X,X,X,X,X,X
SIOZJLST,X,X,X,X,X,X,X,X,X
SIOZJSTL,X,X,X,X,X,X,X,X,X
SIOZJSLT,X,X,X,X,X,X,X,X,X
SIOZSTLJ,X,X,X,X,X,X,X,X,X
SIOZSTJL,X,X,X,X,X,X,X,X,X
